ѝ	i
кълвящите	kɐɫˈvʲaʃt̪it̪ɛ
кълвящия	kɐɫˈvʲaʃt̪ijə
кълвящият	kɐɫˈvʲaʃt̪ijət̪
кълвящо	kɐɫˈvʲaʃt̪o̝
кълвящото	kɐɫˈvʲaʃt̪o̝t̪o̝
кър	kɤr
кървейки	kɐrˈvɛjkʲi
кървели	kɐrˈvɛli
кървене	kɐrˈvɛnɛ
кървенета	kɐrˈvɛnɛt̪ə
кървенетата	kɐrˈvɛnɛt̪ət̪ə
кървенето	kɐrˈvɛnɛt̪o̝
кървения	kɐrˈvɛnijə
кървенията	kɐrˈvɛnijət̪ə
кървете	kɐrˈvɛt̪ɛ
кървеше	kɐrˈvɛʃɛ
кърви	ˈkɤrvi
кърви	kɐrˈvi
кървил	kɐrˈviɫ
кървила	kɐrˈviɫə
кървилата	kɐrˈviɫət̪ə
кървили	kɐrˈvili
кървилите	kɐrˈvilit̪ɛ
кървилия	kɐrˈvilijə
кървилият	kɐrˈvilijət̪
кървило	kɐrˈviɫo̝
кървилото	kɐrˈviɫo̝t̪o̝
кървим	kɐrˈvim
кървите	ˈkɤrvit̪ɛ
кървите	kɐrˈvit̪ɛ
кървих	kɐrˈvix
кървиха	kɐrˈvixə
кървихме	kɐrˈvixmɛ
кървихте	kɐrˈvixt̪ɛ
кървиш	kɐrˈviʃ
кървя	kɐrˈvʲɤ
кървял	kɐrˈvʲaɫ
кървяла	kɐrˈvʲaɫə
кървяло	kɐrˈvʲaɫo̝
кървят	kɐrˈvʲɤt̪
кървях	kɐrˈvʲax
кървяха	kɐrˈvʲaxə
кървяхме	kɐrˈvʲaxmɛ
кървяхте	kɐrˈvʲaxt̪ɛ
кървящ	kɐrˈvʲaʃt̪
кървяща	kɐrˈvʲaʃt̪ə
кървящата	kɐrˈvʲaʃt̪ət̪ə
кървящи	kɐrˈvʲaʃt̪i
кървящите	kɐrˈvʲaʃt̪it̪ɛ
кървящия	kɐrˈvʲaʃt̪ijə
кървящият	kɐrˈvʲaʃt̪ijət̪
кървящо	kɐrˈvʲaʃt̪o̝
кървящото	kɐrˈvʲaʃt̪o̝t̪o̝
къртица	kərˈtit͡sə
къртичи	kərˈtitʃi
къс	ˈkɤs
къща	ˈkɤʃtə
кюлоти	kʲuˈlɔti
кюрий	ˈkʲurij
лай	laj
лакът	ˈlakət
лантан	lɤnˈtan
лебед	ˈlɛbɛt
лев	lɛf
легализира	lɛɡəliˈziɾə
легализирай	lɛɡəliˈziɾəj
легализирайки	lɛɡəliˈziɾəjkʲi
легализирайте	lɛɡəliˈziɾəjt̪ɛ
легализирал	lɛɡəliˈziɾəɫ
легализирала	lɛɡəliˈziɾəɫə
легализиралата	lɛɡəliˈziɾəɫət̪ə
легализирали	lɛɡəliˈziɾəli
легализиралите	lɛɡəliˈziɾəlit̪ɛ
легализиралия	lɛɡəliˈziɾəlijə
легализиралият	lɛɡəliˈziɾəlijət̪
легализирало	lɛɡəliˈziɾəɫo̝
легализиралото	lɛɡəliˈziɾəɫo̝t̪o̝
легализирам	lɛɡəliˈziɾəm
легализираме	lɛɡəliˈziɾəmɛ
легализиран	lɛɡəliˈziɾən
легализирана	lɛɡəliˈziɾənə
легализираната	lɛɡəliˈziɾənət̪ə
легализиране	lɛɡəliˈziɾənɛ
легализиранета	lɛɡəliˈziɾənɛt̪ə
легализиранетата	lɛɡəliˈziɾənɛt̪ət̪ə
легализирането	lɛɡəliˈziɾənɛt̪o̝
легализирани	lɛɡəliˈziɾəni
легализираните	lɛɡəliˈziɾənit̪ɛ
легализирания	lɛɡəliˈziɾənijə
легализираният	lɛɡəliˈziɾənijət̪
легализиранията	lɛɡəliˈziɾənijət̪ə
легализирано	lɛɡəliˈziɾəno̝
легализираното	lɛɡəliˈziɾəno̝t̪o̝
легализират	lɛɡəliˈziɾət̪
легализирате	lɛɡəliˈziɾət̪ɛ
легализирах	lɛɡəliˈziɾəx
легализираха	lɛɡəliˈziɾəxə
легализирахме	lɛɡəliˈziɾəxmɛ
легализирахте	lɛɡəliˈziɾəxt̪ɛ
легализираш	lɛɡəliˈziɾəʃ
легализираше	lɛɡəliˈziɾəʃɛ
легализиращ	lɛɡəliˈziɾəʃt̪
легализираща	lɛɡəliˈziɾəʃt̪ə
легализиращата	lɛɡəliˈziɾəʃt̪ət̪ə
легализиращи	lɛɡəliˈziɾəʃt̪i
легализиращите	lɛɡəliˈziɾəʃt̪it̪ɛ
легализиращия	lɛɡəliˈziɾəʃt̪ijə
легализиращият	lɛɡəliˈziɾəʃt̪ijət̪
легализиращо	lɛɡəliˈziɾəʃt̪o̝
легализиращото	lɛɡəliˈziɾəʃt̪o̝t̪o̝
легна	ˈlɛɡnə
легна	ˈlɛɡnə
легна	lɛɡˈna
легнал	ˈlɛɡnəɫ
легнал	lɛɡˈnaɫ
легнала	ˈlɛɡnəɫə
легнала	lɛɡˈnaɫə
легналата	ˈlɛɡnəɫət̪ə
легналата	lɛɡˈnaɫət̪ə
легнали	ˈlɛɡnəli
легнали	lɛɡˈnali
легналите	ˈlɛɡnəlit̪ɛ
легналите	lɛɡˈnalit̪ɛ
легналия	ˈlɛɡnəlijə
легналия	lɛɡˈnalijə
легналият	ˈlɛɡnəlijət̪
легналият	lɛɡˈnalijət̪
легнало	ˈlɛɡnəɫo̝
легнало	lɛɡˈnaɫo̝
легналото	ˈlɛɡnəɫo̝t̪o̝
легналото	lɛɡˈnaɫo̝t̪o̝
легнат	ˈlɛɡnət̪
легнах	ˈlɛɡnəx
легнах	lɛɡˈnax
легнаха	ˈlɛɡnəxə
легнаха	lɛɡˈnaxə
легнахме	ˈlɛɡnəxmɛ
легнахме	lɛɡˈnaxmɛ
легнахте	ˈlɛɡnəxt̪ɛ
легнахте	lɛɡˈnaxt̪ɛ
легне	ˈlɛɡnɛ
легнел	ˈlɛɡnɛɫ
легнела	ˈlɛɡnɛɫə
легнели	ˈlɛɡnɛli
легнело	ˈlɛɡnɛɫo̝
легнем	ˈlɛɡnɛm
легнете	ˈlɛɡnɛt̪ɛ
легнете	lɛɡˈnɛt̪ɛ
легнех	ˈlɛɡnɛx
легнеха	ˈlɛɡnɛxə
легнехме	ˈlɛɡnɛxmɛ
легнехте	ˈlɛɡnɛxt̪ɛ
легнеш	ˈlɛɡnɛʃ
легнеше	ˈlɛɡnɛʃɛ
легни	lɛɡˈni
лед	lɛt
лежа	lɛˈʒɤ
лежа	lɛˈʒa
лежал	lɛˈʒaɫ
лежала	lɛˈʒaɫə
лежалата	lɛˈʒaɫət̪ə
лежали	lɛˈʒali
лежалите	lɛˈʒalit̪ɛ
лежалия	lɛˈʒalijə
лежалият	lɛˈʒalijət̪
лежало	lɛˈʒaɫo̝
лежалото	lɛˈʒaɫo̝t̪o̝
лежане	lɛˈʒanɛ
лежанета	lɛˈʒanɛt̪ə
лежанетата	lɛˈʒanɛt̪ət̪ə
лежането	lɛˈʒanɛt̪o̝
лежания	lɛˈʒanijə
лежанията	lɛˈʒanijət̪ə
лежат	lɛˈʒɤt̪
лежах	lɛˈʒax
лежаха	lɛˈʒaxə
лежахме	lɛˈʒaxmɛ
лежахте	lɛˈʒaxt̪ɛ
лежащ	lɛˈʒaʃt̪
лежаща	lɛˈʒaʃt̪ə
лежащата	lɛˈʒaʃt̪ət̪ə
лежащи	lɛˈʒaʃt̪i
лежащите	lɛˈʒaʃt̪it̪ɛ
лежащия	lɛˈʒaʃt̪ijə
лежащият	lɛˈʒaʃt̪ijət̪
лежащо	lɛˈʒaʃt̪o̝
лежащото	lɛˈʒaʃt̪o̝t̪o̝
лежейки	lɛˈʒɛjkʲi
лежел	lɛˈʒɛɫ
лежела	lɛˈʒɛɫə
лежели	lɛˈʒɛli
лежело	lɛˈʒɛɫo̝
лежене	lɛˈʒɛnɛ
леженета	lɛˈʒɛnɛt̪ə
леженетата	lɛˈʒɛnɛt̪ət̪ə
леженето	lɛˈʒɛnɛt̪o̝
лежения	lɛˈʒɛnijə
леженията	lɛˈʒɛnijət̪ə
лежете	lɛˈʒɛt̪ɛ
лежех	lɛˈʒɛx
лежеха	lɛˈʒɛxə
лежехме	lɛˈʒɛxmɛ
лежехте	lɛˈʒɛxt̪ɛ
лежеше	lɛˈʒɛʃɛ
лежи	lɛˈʒi
лежим	lɛˈʒim
лежите	lɛˈʒit̪ɛ
лежиш	lɛˈʒiʃ
лек	lɛk
лекар	ˈlɛkər
лекарка	ˈlɛkərkə
лекарски	ˈlɛkərskʲi
лекарство	lɛˈkarstvo
лекомислен	lɛkoˈmislɛn
лекомислие	lɛkoˈmisliɛ
лекота	lɛkoˈta
лектор	ˈlɛktor
лекторка	ˈlɛktorkə
лекторски	ˈlɛktorskʲi
лекция	ˈlɛkt͡sijə
леля	ˈlɛlʲə
лес	lɛs
лесбийка	lɛzˈbiːkə
лесен	ˈlɛsɛn
летейки	lɛˈt̪ɛjkʲi
летели	lɛˈt̪ɛli
летелите	lɛˈt̪ɛlit̪ɛ
летелия	lɛˈt̪ɛlijə
летелият	lɛˈt̪ɛlijət̪
летен	ˈlɛtɛn
летене	lɛˈt̪ɛnɛ
летенета	lɛˈt̪ɛnɛt̪ə
летенетата	lɛˈt̪ɛnɛt̪ət̪ə
летенето	lɛˈt̪ɛnɛt̪o̝
летения	lɛˈt̪ɛnijə
летенията	lɛˈt̪ɛnijət̪ə
летете	lɛˈt̪ɛt̪ɛ
летеше	lɛˈt̪ɛʃɛ
лети	lɛˈt̪i
летим	lɛˈt̪im
летите	lɛˈt̪it̪ɛ
летиш	lɛˈt̪iʃ
летище	lɛtiʃtɛ
летя	lɛˈtʲɤ
летя	lɛˈtʲa
летял	lɛˈtʲaɫ
летяла	lɛˈtʲaɫə
летялата	lɛˈtʲaɫət̪ə
летяло	lɛˈtʲaɫo̝
летялото	lɛˈtʲaɫo̝t̪o̝
летят	lɛˈtʲɤt̪
летях	lɛˈtʲax
летяха	lɛˈtʲaxə
летяхме	lɛˈtʲaxmɛ
летяхте	lɛˈtʲaxt̪ɛ
летящ	lɛˈtʲaʃt̪
летяща	lɛˈtʲaʃt̪ə
летящата	lɛˈtʲaʃt̪ət̪ə
летящи	lɛˈtʲaʃt̪i
летящите	lɛˈtʲaʃt̪it̪ɛ
летящия	lɛˈtʲaʃt̪ijə
летящият	lɛˈtʲaʃt̪ijət̪
летящо	lɛˈtʲaʃt̪o̝
летящото	lɛˈtʲaʃt̪o̝t̪o̝
лешник	ˈlɛʃnik
ли	li
ливерморий	livɛrˈmɔrij
лижа	ˈliʒə
лижат	ˈliʒət̪
лиже	ˈliʒɛ
лижейки	ˈliʒɛjkʲi
лижел	ˈliʒɛɫ
лижела	ˈliʒɛɫə
лижели	ˈliʒɛli
лижело	ˈliʒɛɫo̝
лижем	ˈliʒɛm
лижете	ˈliʒɛt̪ɛ
лижете	liˈʒɛt̪ɛ
лижех	ˈliʒɛx
лижеха	ˈliʒɛxə
лижехме	ˈliʒɛxmɛ
лижехте	ˈliʒɛxt̪ɛ
лижеш	ˈliʒɛʃ
лижеше	ˈliʒɛʃɛ
лижещ	ˈliʒɛʃt̪
лижеща	ˈliʒɛʃt̪ə
лижещата	ˈliʒɛʃt̪ət̪ə
лижещи	ˈliʒɛʃt̪i
лижещите	ˈliʒɛʃt̪it̪ɛ
лижещия	ˈliʒɛʃt̪ijə
лижещият	ˈliʒɛʃt̪ijət̪
лижещо	ˈliʒɛʃt̪o̝
лижещото	ˈliʒɛʃt̪o̝t̪o̝
лижи	liˈʒi
лиза	ˈlizə
лиза	liˈza
лизал	ˈlizəɫ
лизал	liˈzaɫ
лизала	ˈlizəɫə
лизала	liˈzaɫə
лизалата	ˈlizəɫət̪ə
лизалата	liˈzaɫət̪ə
лизали	ˈlizəli
лизали	liˈzali
лизалите	ˈlizəlit̪ɛ
лизалите	liˈzalit̪ɛ
лизалия	ˈlizəlijə
лизалия	liˈzalijə
лизалият	ˈlizəlijət̪
лизалият	liˈzalijət̪
лизало	ˈlizəɫo̝
лизало	liˈzaɫo̝
лизалото	ˈlizəɫo̝t̪o̝
лизалото	liˈzaɫo̝t̪o̝
лизан	ˈlizən
лизана	ˈlizənə
лизаната	ˈlizənət̪ə
лизане	ˈlizənɛ
лизанета	ˈlizənɛt̪ə
лизанетата	ˈlizənɛt̪ət̪ə
лизането	ˈlizənɛt̪o̝
лизани	ˈlizəni
лизаните	ˈlizənit̪ɛ
лизания	ˈlizənijə
лизаният	ˈlizənijət̪
лизанията	ˈlizənijət̪ə
лизано	ˈlizəno̝
лизаното	ˈlizəno̝t̪o̝
лизах	ˈlizəx
лизах	liˈzax
лизаха	ˈlizəxə
лизаха	liˈzaxə
лизахме	ˈlizəxmɛ
лизахме	liˈzaxmɛ
лизахте	ˈlizəxt̪ɛ
лизахте	liˈzaxt̪ɛ
лилав	liˈlaf
лимон	liˈmɔn
лимони	liˈmɔni
липа	liˈpa
лисица	liˈsitsə
лисугер	liˈsuɡʲɛr
литий	ˈlitij
литър	ˈlitər
лихва	ˈlixvə
лице	liˈt͡sɛ
ловкост	ˈlɔvkost
ловък	ˈlɔvək
лопата	loˈpatə
лоуренсий	lɔuˈrɛnsij
лук	luk
лула	ɫuɫa
луна	luˈna
лутеций	luˈtɛt͡sij
лъв	lɤf
лъвица	ləˈvitsə
лъга	ˈɫɤɡə
лъга	ɫɐˈɡa
лъгал	ˈɫɤɡəɫ
лъгал	ɫɐˈɡaɫ
лъгала	ˈɫɤɡəɫə
лъгала	ɫɐˈɡaɫə
лъгалата	ˈɫɤɡəɫət̪ə
лъгалата	ɫɐˈɡaɫət̪ə
лъгали	ˈɫɤɡəli
лъгали	ɫɐˈɡali
лъгалите	ˈɫɤɡəlit̪ɛ
лъгалите	ɫɐˈɡalit̪ɛ
лъгалия	ˈɫɤɡəlijə
лъгалия	ɫɐˈɡalijə
лъгалият	ˈɫɤɡəlijət̪
лъгалият	ɫɐˈɡalijət̪
лъгало	ˈɫɤɡəɫo̝
лъгало	ɫɐˈɡaɫo̝
лъгалото	ˈɫɤɡəɫo̝t̪o̝
лъгалото	ɫɐˈɡaɫo̝t̪o̝
лъган	ˈɫɤɡən
лъгана	ˈɫɤɡənə
лъганата	ˈɫɤɡənət̪ə
лъгане	ˈɫɤɡənɛ
лъганета	ˈɫɤɡənɛt̪ə
лъганетата	ˈɫɤɡənɛt̪ət̪ə
лъгането	ˈɫɤɡənɛt̪o̝
лъгани	ˈɫɤɡəni
лъганите	ˈɫɤɡənit̪ɛ
лъгания	ˈɫɤɡənijə
лъганият	ˈɫɤɡənijət̪
лъганията	ˈɫɤɡənijət̪ə
лъгано	ˈɫɤɡəno̝
лъганото	ˈɫɤɡəno̝t̪o̝
лъгах	ˈɫɤɡəx
лъгах	ɫɐˈɡax
лъгаха	ˈɫɤɡəxə
лъгаха	ɫɐˈɡaxə
лъгахме	ˈɫɤɡəxmɛ
лъгахме	ɫɐˈɡaxmɛ
лъгахте	ˈɫɤɡəxt̪ɛ
лъгахте	ɫɐˈɡaxt̪ɛ
лъжа	ɫəˈʒa
лъжа	ˈɫɤʒə
лъжат	ˈɫɤʒət̪
лъже	ˈɫɤʒɛ
лъжейки	ˈɫɤʒɛjkʲi
лъжел	ˈɫɤʒɛɫ
лъжела	ˈɫɤʒɛɫə
лъжели	ˈɫɤʒɛli
лъжело	ˈɫɤʒɛɫo̝
лъжем	ˈɫɤʒɛm
лъжене	ˈɫɤʒɛnɛ
лъженета	ˈɫɤʒɛnɛt̪ə
лъженетата	ˈɫɤʒɛnɛt̪ət̪ə
лъженето	ˈɫɤʒɛnɛt̪o̝
лъжения	ˈɫɤʒɛnijə
лъженията	ˈɫɤʒɛnijət̪ə
лъжете	ˈɫɤʒɛt̪ɛ
лъжете	ɫɐˈʒɛt̪ɛ
лъжех	ˈɫɤʒɛx
лъжеха	ˈɫɤʒɛxə
лъжехме	ˈɫɤʒɛxmɛ
лъжехте	ˈɫɤʒɛxt̪ɛ
лъжеш	ˈɫɤʒɛʃ
лъжеше	ˈɫɤʒɛʃɛ
лъжещ	ˈɫɤʒɛʃt̪
лъжеща	ˈɫɤʒɛʃt̪ə
лъжещата	ˈɫɤʒɛʃt̪ət̪ə
лъжещи	ˈɫɤʒɛʃt̪i
лъжещите	ˈɫɤʒɛʃt̪it̪ɛ
лъжещия	ˈɫɤʒɛʃt̪ijə
лъжещият	ˈɫɤʒɛʃt̪ijət̪
лъжещо	ˈɫɤʒɛʃt̪o̝
лъжещото	ˈɫɤʒɛʃt̪o̝t̪o̝
лъжи	ɫɐˈʒi
любов	lʲuˈbɔf
любопитен	lʲuboˈpit̪ɛn
ляв	ˈlʲaf
ляга	ˈlʲaɡə
лягай	ˈlʲaɡəj
лягайки	ˈlʲaɡəjkʲi
лягайте	ˈlʲaɡəjt̪ɛ
лягал	ˈlʲaɡəɫ
лягала	ˈlʲaɡəɫə
лягалата	ˈlʲaɡəɫət̪ə
лягали	ˈlʲaɡəli
лягалите	ˈlʲaɡəlit̪ɛ
лягалия	ˈlʲaɡəlijə
лягалият	ˈlʲaɡəlijət̪
лягало	ˈlʲaɡəɫo̝
лягалото	ˈlʲaɡəɫo̝t̪o̝
лягам	ˈlʲaɡəm
лягаме	ˈlʲaɡəmɛ
лягане	ˈlʲaɡənɛ
ляганета	ˈlʲaɡənɛt̪ə
ляганетата	ˈlʲaɡənɛt̪ət̪ə
лягането	ˈlʲaɡənɛt̪o̝
лягания	ˈlʲaɡənijə
ляганията	ˈlʲaɡənijət̪ə
лягат	ˈlʲaɡət̪
лягате	ˈlʲaɡət̪ɛ
лягах	ˈlʲaɡəx
лягаха	ˈlʲaɡəxə
лягахме	ˈlʲaɡəxmɛ
лягахте	ˈlʲaɡəxt̪ɛ
лягаш	ˈlʲaɡəʃ
лягаше	ˈlʲaɡəʃɛ
лягащ	ˈlʲaɡəʃt̪
лягаща	ˈlʲaɡəʃt̪ə
лягащата	ˈlʲaɡəʃt̪ət̪ə
лягащи	ˈlʲaɡəʃt̪i
лягащите	ˈlʲaɡəʃt̪it̪ɛ
лягащия	ˈlʲaɡəʃt̪ijə
лягащият	ˈlʲaɡəʃt̪ijət̪
лягащо	ˈlʲaɡəʃt̪o̝
лягащото	ˈlʲaɡəʃt̪o̝t̪o̝
лястовица	ˈlʲastovit͡sə
лястовичи	ˈlʲastovitʃi
лято	ˈlʲato
магазин	maɡaˈzin
магаре	məˈɡarɛ
магарица	məɡəˈritsə
магнезий	maˈɡnɛzij
магнит	mɐɡˈnit
мажа	ˈmaʒə
мажат	ˈmaʒət̪
маже	ˈmaʒɛ
мажейки	ˈmaʒɛjkʲi
мажел	ˈmaʒɛɫ
мажела	ˈmaʒɛɫə
мажели	ˈmaʒɛli
мажело	ˈmaʒɛɫo̝
мажем	ˈmaʒɛm
мажете	ˈmaʒɛt̪ɛ
мажете	mɐˈʒɛt̪ɛ
мажех	ˈmaʒɛx
мажеха	ˈmaʒɛxə
мажехме	ˈmaʒɛxmɛ
мажехте	ˈmaʒɛxt̪ɛ
мажеш	ˈmaʒɛʃ
мажеше	ˈmaʒɛʃɛ
мажещ	ˈmaʒɛʃt̪
мажеща	ˈmaʒɛʃt̪ə
мажещата	ˈmaʒɛʃt̪ət̪ə
мажещи	ˈmaʒɛʃt̪i
мажещите	ˈmaʒɛʃt̪it̪ɛ
мажещия	ˈmaʒɛʃt̪ijə
мажещият	ˈmaʒɛʃt̪ijət̪
мажещо	ˈmaʒɛʃt̪o̝
мажещото	ˈmaʒɛʃt̪o̝t̪o̝
мажи	mɐˈʒi
маза	ˈmazə
маза	mɐˈza
мазал	ˈmazəɫ
мазал	mɐˈzaɫ
мазала	ˈmazəɫə
мазала	mɐˈzaɫə
мазалата	ˈmazəɫət̪ə
мазалата	mɐˈzaɫət̪ə
мазали	ˈmazəli
мазали	mɐˈzali
мазалите	ˈmazəlit̪ɛ
мазалите	mɐˈzalit̪ɛ
мазалия	ˈmazəlijə
мазалия	mɐˈzalijə
мазалият	ˈmazəlijət̪
мазалият	mɐˈzalijət̪
мазало	ˈmazəɫo̝
мазало	mɐˈzaɫo̝
мазалото	ˈmazəɫo̝t̪o̝
мазалото	mɐˈzaɫo̝t̪o̝
мазан	ˈmazən
мазана	ˈmazənə
мазаната	ˈmazənət̪ə
мазане	ˈmazənɛ
мазанета	ˈmazənɛt̪ə
мазанетата	ˈmazənɛt̪ət̪ə
мазането	ˈmazənɛt̪o̝
мазани	ˈmazəni
мазаните	ˈmazənit̪ɛ
мазания	ˈmazənijə
мазаният	ˈmazənijət̪
мазанията	ˈmazənijət̪ə
мазано	ˈmazəno̝
мазаното	ˈmazəno̝t̪o̝
мазах	ˈmazəx
мазах	mɐˈzax
мазаха	ˈmazəxə
мазаха	mɐˈzaxə
мазахме	ˈmazəxmɛ
мазахме	mɐˈzaxmɛ
мазахте	ˈmazəxt̪ɛ
мазахте	mɐˈzaxt̪ɛ
мазнина	məzniˈna
май	mai
маймуна	məi̯ˈmunə
майсторски	ˈmaistorski
майтнерий	majtˈnɛrij
майчица	ˈmajtʃit͡sə
Макемаке	ˌmakɛˈmakɛ
малина	məˈlinə
малък	ˈmalək
манган	ˈmanɡɑn
Марс	ˈmars
мач	matʃ
ме	mɛ
мегалитър	mɛɡəˈlitər
мегаметър	mɛɡəˈmɛtər
мегацунами	ˈmɛɡət͡suˈnami
мед	mɛt
медицина	mɛdiˈt͡sinə
медицински	mɛdiˈtsinskʲi
Мека	ˈmɛka
мекотело	mɛkuˈtɛlu
мела	ˈmɛɫə
мелата	ˈmɛɫət̪ə
мели	ˈmɛli
мелите	ˈmɛlit̪ɛ
мелия	ˈmɛlijə
мелият	ˈmɛlijət̪
мело	ˈmɛɫo̝
мелото	ˈmɛɫo̝t̪o̝
мен	mɛn
менделевий	mɛndɛˈlɛvij
мене	ˈmɛnɛ
Меркурий	mɛrˈkurij
месец	ˈmɛsɛt͡s
месо	mɛˈsɔ
мета	mɛˈt̪ɤ
метат	mɛˈt̪ɤt̪
мете	mɛˈt̪ɛ
мете	ˈmɛt̪ɛ
метейки	mɛˈt̪ɛjkʲi
метели	mɛˈt̪ɛli
метем	mɛˈt̪ɛm
метен	ˈmɛt̪ɛn
метена	ˈmɛt̪ɛnə
метената	ˈmɛt̪ɛnət̪ə
метене	ˈmɛt̪ɛnɛ
метенета	ˈmɛt̪ɛnɛt̪ə
метенетата	ˈmɛt̪ɛnɛt̪ət̪ə
метенето	ˈmɛt̪ɛnɛt̪o̝
метени	ˈmɛt̪ɛni
метените	ˈmɛt̪ɛnit̪ɛ
метения	ˈmɛt̪ɛnijə
метеният	ˈmɛt̪ɛnijət̪
метенията	ˈmɛt̪ɛnijət̪ə
метено	ˈmɛt̪ɛno̝
метеното	ˈmɛt̪ɛno̝t̪o̝
метете	mɛˈt̪ɛt̪ɛ
метеш	mɛˈt̪ɛʃ
метеше	mɛˈt̪ɛʃɛ
мети	mɛˈt̪i
метох	mɛˈtɔx
метох	ˈmɛt̪o̝x
метоха	ˈmɛt̪o̝xə
метохме	ˈmɛt̪o̝xmɛ
метохте	ˈmɛt̪o̝xt̪ɛ
метър	ˈmɛtər
метял	mɛˈtʲaɫ
метяла	mɛˈtʲaɫə
метяло	mɛˈtʲaɫo̝
метях	mɛˈtʲax
метяха	mɛˈtʲaxə
метяхме	mɛˈtʲaxmɛ
метяхте	mɛˈtʲaxt̪ɛ
метящ	mɛˈtʲaʃt̪
метяща	mɛˈtʲaʃt̪ə
метящата	mɛˈtʲaʃt̪ət̪ə
метящи	mɛˈtʲaʃt̪i
метящите	mɛˈtʲaʃt̪it̪ɛ
метящия	mɛˈtʲaʃt̪ijə
метящият	mɛˈtʲaʃt̪ijət̪
метящо	mɛˈtʲaʃt̪o̝
метящото	mɛˈtʲaʃt̪o̝t̪o̝
меч	mɛt͡ʃ
мечка	ˈmɛtʃkə
мечок	mɛˈtʃɔk
мечта	mɛtʃˈt̪a
мечтае	mɛtʃˈt̪aɛ
мечтаейки	mɛtʃˈt̪aɛjkʲi
мечтаел	mɛtʃˈt̪aɛɫ
мечтаела	mɛtʃˈt̪aɛɫə
мечтаели	mɛtʃˈt̪aɛli
мечтаело	mɛtʃˈt̪aɛɫo̝
мечтаем	mɛtʃˈt̪aɛm
мечтаене	mɛtʃˈt̪aɛnɛ
мечтаенета	mɛtʃˈt̪aɛnɛt̪ə
мечтаенетата	mɛtʃˈt̪aɛnɛt̪ət̪ə
мечтаенето	mɛtʃˈt̪aɛnɛt̪o̝
мечтаения	mɛtʃˈt̪aɛnijə
мечтаенията	mɛtʃˈt̪aɛnijət̪ə
мечтаете	mɛtʃˈt̪aɛt̪ɛ
мечтаех	mɛtʃˈt̪aɛx
мечтаеха	mɛtʃˈt̪aɛxə
мечтаехме	mɛtʃˈt̪aɛxmɛ
мечтаехте	mɛtʃˈt̪aɛxt̪ɛ
мечтаеш	mɛtʃˈt̪aɛʃ
мечтаеше	mɛtʃˈt̪aɛʃɛ
мечтаещ	mɛtʃˈt̪aɛʃt̪
мечтаеща	mɛtʃˈt̪aɛʃt̪ə
мечтаещата	mɛtʃˈt̪aɛʃt̪ət̪ə
мечтаещи	mɛtʃˈt̪aɛʃt̪i
мечтаещите	mɛtʃˈt̪aɛʃt̪it̪ɛ
мечтаещия	mɛtʃˈt̪aɛʃt̪ijə
мечтаещият	mɛtʃˈt̪aɛʃt̪ijət̪
мечтаещо	mɛtʃˈt̪aɛʃt̪o̝
мечтаещото	mɛtʃˈt̪aɛʃt̪o̝t̪o̝
мечтай	mɛtʃˈt̪aj
мечтайте	mɛtʃˈt̪ajt̪ɛ
мечтал	mɛtʃˈt̪aɫ
мечтала	mɛtʃˈt̪aɫə
мечталата	mɛtʃˈt̪aɫət̪ə
мечтали	mɛtʃˈt̪ali
мечталите	mɛtʃˈt̪alit̪ɛ
мечталия	mɛtʃˈt̪alijə
мечталият	mɛtʃˈt̪alijət̪
мечтало	mɛtʃˈt̪aɫo̝
мечталото	mɛtʃˈt̪aɫo̝t̪o̝
мечтан	mɛtʃˈt̪an
мечтана	mɛtʃˈt̪anə
мечтаната	mɛtʃˈt̪anət̪ə
мечтане	mɛtʃˈt̪anɛ
мечтанета	mɛtʃˈt̪anɛt̪ə
мечтанетата	mɛtʃˈt̪anɛt̪ət̪ə
