!kung	kʌŋ
!kung	ǃkʌŋ
meddler	mɛdləɹ
meddler	mɛdlɚ
meddler	mɛdl̩ɚ
medea	mɪdiːə
medea	mədiːə
medevac	mɛdɪvæk
media	miːdɪə
media	mɛdɪə
media	miːdiə
media	miːdɪə
media	miːdiə
media	miːdɪə
mediae	miːdɪiː
mediae	miːdɪaɪ
mediaeval	mɪdivəl
mediævaldom	mɛdɪiːvəldəm
mediævaldom	miːdɪiːvəldəm
mediafan	miːdiəfæn
medial	miːdiəl
medially	miːdiəli
medially	miːdiəli
median	miːdɪən
median	miːdiən
median	miːdɪən
mediant	miːdiənt
mediastinum	miːdiəstaɪnəm
mediate	midieɪt
mediate	midiət
mediately	miːdiətli
mediation	midieɪʃən
mediatize	miːdɪətʌɪz
mediator	midieɪtɚ
mediatorial	midiətɔːɹiəl
mediatrix	miːdɪətɹɪks
mediawiki	miːdiəwɪki
medicaid	mɛdɪkeɪd
medical	mɛdɪkl̩
medicament	mɛdɪkəmənt
medicament	mədɪkəmənt
medicaster	mɛdɪkastə
medicaster	mɛdəkæstɚ
medicate	mɛdɪkeɪt
medication	mɛdɪkeɪʃən
medicean	mɛdɪtʃiːən
medicinable	mədɪsɪnəbəl
medicinal	mədɪsənəl
medicinal	mədɪsnəl
medicinal	mɛdɪsɪnəl
medicine	mɛdsɪn
medicine	mɛdsn̩
medicine	mɛdɪsɪn
medicine	mɛdəsən
medicine	mɛdəsən
medieval	mɛdiiːvəl
medieval	miːdiiːvəl
medieval	mɪdiːvəl
medieval	mɪdivəl
medieval	mɛdiivəl
medievaldom	mɪdivəldəm
medievaldom	mɪdivəldəm
medina	mədiːnə
mediocre	miːdɪəʊkə
mediocre	miːdɪəʊkə
mediocre	midioʊkəɹ
mediocrity	miːdɪɒkɹɪti
meditation	mɛdɪteɪʃən
mediterranean	mɛdɪtəɹeɪnɪən
mediterranean	mɛdɪtəɹeɪnɪən
mediterranean	mɛdɪtəɹeɪnjən
mediterraneanize	mɛdɪtəɹeɪniənaɪz
medium	miːdɪəm
medlar	mɛdlə
medlar	mɛdlɚ
medlar	medlɘ
medley	mɛdli
medulla	mədʌlə
medulla	mɛdʌlə
medullary	mədʌləɹi
medullary	mɛdəlɛɹi
medullary	mɛd͡ʒulɛɹi
medusa	mɪdjuːsə
medusa	mɪdjuːzə
medusa	məduːsə
medusoid	mədusɔɪd
medusoid	mədjuːzɔɪd
meed	miːd
meef	miːf
meek	miːk
meek	mik
meekly	miːkli
meem	miːm
meep	miːp
meeple	miːpəl
meerkat	mɪəkat
meerkat	mɪəɹkæt
meerkitten	miːəkɪtən
meet	miːt
meet	mit
meetcha	miːtʃə
meeting	miːtɪŋ
meeting	mitɪŋ
meetings	miːtɪŋz
meets	miːts
meg	mɛɡ
mega	mɛɡə
megabit	mɛɡəbɪt
megabyte	mɛɡəbaɪt
megadose	meɡədəʊs
megagametophyte	mɛɡəɡəmiːtəʊfaɪt
megagametophyte	mɛɡəɡæmɪtəfaɪt
megagametophyte	mɛɡəɡəmitəfaɪt
megahit	mɛɡəhɪt
megalodontia	mɛɡələʊdɒntɪə
megalomania	mɛɡəloʊmeɪniə
megalomania	mɛɡəloʊmeɪnjə
megalopoleis	mɛɡælɒpɒlɛɪz
megalopolises	mɛɡælɒpɒlɪsɪz
megalopolitan	mɛɡələpɒlɪtən
megan	mɛɡən
megan	mɛɡən
megan	miːɡən
megan	meɪɡən
megapenny	mɛɡəpɛni
megaphone	mɛɡəfəʊn
megaphone	mɛɡəfoʊn
megapoleis	mɛɡæpɒlɛɪz
megapolis	mɛɡæpɒlɪs
megapolises	mɛɡæpɒlɪsɪz
megapolitan	mɛɡəpɒlɪtən
megapolitan	mɛɡəpɑlɪtən
megapolitan	-lə-
megapolitan	mɛɡəpɒlɪtən
megapolitan	mɛɡəpɑlɪtən
megapolitan	-lə-
megaron	meɡəɹɒn
megaron	meɡəɹɑːn
megatog	mɛɡətɒɡ
megaton	mɛɡətʌn
megatsunami	mɛɡə-tsuːnɑːmi
megatsunami	mɛɡə-suːnɑːmi
meghalaya	meɪɡɑːləjə
meghalaya	meɪɡəleɪə
megiddo	məɡɪdəʊ
megillah	məɡɪlə
megodontia	mɛɡədɒntɪə
megrim	miːɡɹɪm
meh	mɛ
mehmandar	meɪməndɑː
meid	meɪt
meiji	meɪdʒi
meillet	mɛjɛ
meinie	meɪni
méint	mɜɪ̯nt
meiosis	maɪəʊsɪs
meitnerium	maɪtnɜɹiəm
melaleuca	mɛləluːkə
melamine	mɛləmin
melancholy	melənkəli
melancholy	mɛlənkɑli
melanesia	mɛləniːziə
melanesia	mɛləniʒə
melange	məlɑnʒ
melange	məlɑ̃ʒ
melanin	mɛlənɪn
melanite	mɛlənaɪt
melanoma	mɛlənoʊmə
melatonin	mɛlətoʊnɪn
melbourne	melbn̩
melbourne	mælbn̩
melbourne	mɛlbən
melbourne	mɛlbɔːn
melbourne	mɛlbɚn
melchior	mɛlkiɔːɹ
melchizedek	melkɪzədek
meld	mɛld
mele	meɪleɪ
meleagrine	mɛlieɪɡɹaɪn
melee	mɛleɪ
melee	mɛli
melee	meɪleɪ
melee	meɪleɪ
melee	məleɪ
melena	mɪliːnə
melena	məliːnə
melena	mɛlɪnə
melete	mɛlɨti
melilot	mɛlɪlɒt
melinda	məlɪndə
melinda	mɛlɪndə
meliorate	miːliəɹeɪt
meliorism	miːlɪəɹɪzəm
melisma	məlɪzmə
melissa	məlɪsə
melissa	məlɪsə
melkite	mɛlkʌɪt
melkonian	mɛlkʰoʊ̯niən
melkonyan	mɛlkʰoʊ̯niən
melksham	mɛlkʃəm
mell	mɛl
mëllechmann	mələɕmɑn
melleous	mɛlɪəs
mellifluence	mɛlɪfluːəns
mellifluous	məlɪfluəs
mellifluous	mɛlɪfluəs
mellon	mɛlɒn
mellow	mɛləʊ
mellow	mɛloʊ
melodeon	mɪləʊdɪən
melodeon	məloʊdiən
melodramata	mɛləʊdɹɑːmətə
melodramata	mɛləʊdɹɑːmətə
melodramata	mɛlədɹɑːmətə
melodramata	mɛlədɹɑmətə
melodramatic	mɛlədɹəmætɪk
melodramatic	mɛləʊdɹəmætɪk
melodramatics	mɛlədɹəmætɪks
melody	melədi
melody	mɛlədi
melomania	mɛləʊmeɪnɪə
melomaniac	mɛləʊmeɪnɪak
melon	mɛlən
melons	mɛlənz
melphalan	mɛlfəlæn
melpomene	mɛlpɒmɪni
melt	mɛlt
melted	mɛltɪd
melting	mɛltɪŋ
melton	mɛltən
melvin	mɛlvɪn
mem	mɛm
mem.	mɛm
member	mɛmbə
member	mɛmbɚ
members	mɛmbəz
members	mɛmbɚz
membral	mɛmbɹəl
membrane	membɹeɪn
membraneous	mɛmbɹeɪnɪəs
membraneous	mɛmbɹeɪniəs
meme	miːm
memester	mimstɚ
memetics	mɛmɛtɪks
memic	mimɪk
memo	mɛməʊ̯
memo	mɛmoʊ̯
memoir	mɛmwɑɹ
memoir	mɛmɔɪɚ
memoirs	mɛmwɑɹz
memorable	mɛməɹəbl̩
memoria	məmɔɹiə
memorial	məmɔːɹiəl
memoried	mɛməɹiːd
memoried	mɛməɹɪd
memories	mɛməɹiz
memorize	mɛməɹaɪ̯z
memory	mɛməɹi
memory	mɪməɹi
memphis	mɛmfɪs
men	mɛn
men	mɪn
menace	mɛnɪs
ménage	mɛnɑːʒ
ménage	meɪnɑːʒ
menagerie	mɪnædʒəɹɪ
menarche	mɛnɑːki
mend	mɛnd
mendacious	mɛndeɪʃəs
mendaciously	mɛndeɪʃəsli
mendacity	mɛndæsəti
mendacity	mɛndæsəti
mendeleev	mɛndəleɪəf
mendelevium	mɛndəliːviəm
mendicant	mɛndɪkənt
menelaus	mɛnɪleɪəs
menhir	mɛnhɪəɹ
menial	miːniəl
meninx	miːnɪŋks
meniscus	mɛnɪskəs
meniscus	mənɪskəs
mennish	mɛnɪʃ
menobranch	mɛnəbɹæŋk
menoetius	mɨniːʃiəs
menoetius	mɨniːʃəs
menorah	mɪnɔːɹə
menoroth	mɪnɔːɹət
menoroth	mɪnɔːɹəs
men's	mɛnz
mensa	mɛnsə
mensch	mɛntʃ
menses	mensiːz
menshevik	mɛnʃəvɪk
menstral	mɛnstɹəl
menstrate	mɛnstɹeɪt
menstration	mɛnstɹeɪʃən
menstrual	mɛnstɹuəl
menstrual	mɛnstɹəl
menstruate	mɛnstɹʊeɪt
menstruate	mɛnstɹueɪt
menstruate	mɛnstɹəweɪt
menstruate	mɛnstɹeɪt
menstruation	mɛnstɹʊeɪʃn
menstruation	mɛnstɹueɪʃən
menstruation	-stɹəweɪ-
menstruation	mɛnstɹeɪʃən
menstruous	mɛnstɹʊəs
menstruous	mɛnstɹʊəs
menstruum	mɛnstɹʊəm
menta	mɛntə
mental	mɛntəl
mentalese	mɛntəliːz
mentalese	mɛntl̩iz
mentalité	mɛntalɪteɪ
mentality	mentæləti
mentally	mɛntəli
mention	mɛnʃən
mentioned	mɛnʃənd
mentor	mɛntɔː
mentor	mɛntɔɹ
mentor	mɛntəɹ
menu	mɛnjuː
menu	mɛnju
meow	miaʊ̯
meow	mjaʊ̯
mephibosheth	məfɪbəʃɛθ
mephistopheles	mɛfɪstɒfɪliːz
mephitically	mɪfɪtɪkli
mephitine	mɛfətaɪn
mepivacaine	mɛpɪvəkeɪn
merc	mɜːk
merc	mɝk
mercantile	mɜːkəntaɪl
mercantile	mɝkəntaɪl
mercantile	-til
mercaptan	məːkaptən
mercaptan	məːkaptan
mercator	məːkeɪtə
mercedes	mɚseɪdiz
mercedes	mɑɹseɪdiz
mercenary	mɜːsənəɹi
mercenary	mɜːsənɹi
mercenary	mɝsənɛɹi
mercer	mɚsɚ
mercer	məːsə
mercer	mɝsɚ
merch	mɝtʃ
merch	mɜːtʃ
merchandise	mɝtʃəndaɪs
merchandise	mɝtʃəndaɪz
merchandise	mɝtʃəndaɪz
merchandise	mɜːtʃəndaɪs
merchandise	mɜːtʃəndaɪz
merchandise	mɜːtʃəndaɪz
merchant	mɝtʃənt
merchant	mɜːtʃənt
merchants	mɝtʃənts
merchants	mɜːtʃənts
mercia	mɜːsiə
mercian	məːsɪən
mercian	məːʃən
merciless	mɜːsɪləs
merciless	mɝsɪləs
mercurial	məːkjʊəɹɪəl
mercurial	mɝkjʊɹiəl
mercurial	-kjɔ-
mercury	məːkjʊɹi
mercury	mɝkjəɹi
mercury	mɝkjəɹi
mercy	mɜːsi
mercy	mɝsi
merde	mɛːd
merdivorous	mɜːdɪvəɹəs
mere	mɪə
mere	mɪɚ
mere	mɛɹi
mere	mɛɹɛ
merely	mɪəli
merely	mɪɹli
merenchyma	mɛɹɪŋkaɪmə
merengue	məɹɛŋɡeɪ
mereological	mɛɹɪəlɒd͡ʒɪkəl
mereology	miːɹɪɒlədʒi
mereotopology	mɛɹɪətəpɒləd͡ʒi
mereswine	mɪəɹswaɪn
meretricious	mɛɹɪtɹɪʃəs
meretricious	mɛɹətɹɪʃəs
merganser	məːɡansə
merge	mɜːdʒ
merge	mɝdʒ
merger	mɝdʒɚ
merger	mɜːdʒə
merguez	mɛəɡɛz
merguez	mɛɹɡɛz
mergui	mɚɡwi
mergui	məɡwiː
merida	mɛəɹɪdə
meridian	məɹɪdiən
meridional	mɪɹɪdɪənəl
meringue	məɹæŋ
merino	məɹinoʊ
merismus	məɹɪzməs
meristics	məɹɪstɪks
merit	mɛɹɪt
merit	mɛɹət
merit	mɛɹɪt
merit	mɛɹət
meritable	mɛɹɪtəbl̩
meriter	mɛɹɪtə
meriter	mɛɹɪtɚ
meritless	mɛɹɪtlɪs
meritocracy	mɛɹɪtɒkɹəsi
meritocracy	mɛɹətɑkɹəsi
meritorious	mɛɹɪtɔɹiəs
meritorious	mɛɹɪtoʊɹiəs
merits	mɛɹɪts
merkel	mɜːkəl
merkel	meɹkəl
merkin	mɜːkɪn
merle	mɜːl
merle	mɝl
merlette	məːlɛt
merlette	mɚlɛt
merlin	mɝlɪn
merlion	məːlʌɪən
merlion	mɚlaɪən
merlion	məlʌɪən
merlion	mɜːlʌɪən
merlion	məːlɪən
merlion	mɚlɪən
merlon	mɜːrlən
merlot	mɜːləʊ
merlot	mɝloʊ
merlot	mɛɹloʊ
merlot	mɝloʊ
merlot	mɛɹloʊ
mermaid	məːmeɪd
mermaid	mɝmeɪd
meroe	mɛɹəweɪ
meroe	mɛɹoʊweɪ
merogamy	mɪɹɒɡəmi
meromictic	mɛɹəmɪktɪk
meronym	mɛɹənɪm
meropic	mɛɹoʊpɪk
meropic	mɛɹɒpɪk
merovingian	meɹəvɪndʒɪən
merriment	mɛɹimɨnt
merriment	mɛɹimənt
merry	mɛɹi
merry	mɛɹi
merrythought	mɛɹɪθɔːt
mersey	məːzi
mersey	mɜː-
mersey	mɚzi
mersey	mɜ˞-
merseyside	mɜːɹzisaɪd
merton	mɜːtən
merullo	məɹuloʊ
merv	mɜːɹv
merveilleuse	mɜːveɪjɜːz
mervyn	mɜːvɪn
mervyn	mɝvɪn
mesa	meɪsə
mésalliance	mɛzæliəns
mésalliance	meɪzəlaɪəns
mescaline	mɛskəlɪn
mesemb	məzɛm
mesencephalon	mɛzənsɛfələn
mesencephalon	mɛzənsɛfəlɒn
mesenterium	mɛsəntɛɹɪəm
mesentery	mɛsəntɛɹi
mesentery	mɛzəntɛɹi
mesh	mɛʃ
meshigener	mɛʃɪɡnəɹ
meshugge	məʃʊɡə
meshuggener	məʃʊɡənə
mesial	miːzɪəl
mesilect	mɛsɪlɛkt
mesmerism	mɛzməɹɪzəm
mesmerize	mɛzməɹaɪz
mesna	mɛznə
mesne	miːn
mesomorph	mɛsəʊmɔːf
mesomorph	mɛzəʊmɔːf
mesomorph	mɛzoʊmɔːɹf
mesomorph	mɛzəmɔːɹf
mesomorphic	mɛzəmɔɹfɪk
mesomorphic	mɛsəmɔɹfɪk
meson	mɛsɒn
meson	miːzɒn
meson	miːsɒn
mesophyll	mɛsəʊfɪl
mesophyll	mɛzəʊfɪl
mesophyll	miːsəʊfɪl
mesophyll	miːzəʊfɪl
mesophyte	mɛsəʊfʌɪt
mesophyte	mɛzəfaɪt
mesopotamia	mɛsəpəteɪmɪə
mesopotamian	mɛsəpəteɪmɪən
mesopsammic	miːsəʊsamɪk
mesquite	mɛskiːt
mesquite	mɛskiːt
mess	mɛs
message	mɛsɪd͡ʒ
messia	mesɪə
messiah	məsaɪə
messidor	mɛsɪdɔː
messidor	mɛsɪdɔɹ
messina	mɛsiːnə
messrs	mɛsɚz
messrs	mɛsəz
messrs.	mɛsɚz
messrs.	mɛsəz
messuage	mɛswɪd͡ʒ
messy	mɛsi
mestizo	mɛstizoʊ
met	mɛt
met	mɛt
meta	mɛtə
meta	mɛtə
meta	-ɾə
metabolism	mətæbəlɪzəm
metabolite	mɪtæbəlaɪt
metabolize	mɪtæbəlaɪz
metacentre	mɛtəsɛntə
metacercaria	mɛtəsɜːɹkɛəɹɪə
metachronism	mətækɹənɪzm
metachronisms	mətækɹənɪzmz
metacommunity	mɛtəkəmjʊnɪti
metacosm	mɛtəkɒzəm
metadata	mɛtədeɪtə
metadiegetic	mɛtədaɪɪd͡ʒɛtɪk
metagenesis	mɛtəd͡ʒɛnəsɪs
metagnathous	mɪtæɡnəθəs
metagnomy	mɛtæɡnəmi
metagnomy	mətæɡnəmi
metagnomy	mɛtənomi
metal	mɛtəl
metaller	mɛtələ
metallic	mətælɪk
metallic	mɪtælɪk
metallization	mɛtl̩aɪzeɪʃən
metalloid	mɛtəlɔɪd
metallurgy	metælədʒi
metallurgy	metələɹdʒi
metamorphic	mɛtəmɔɹfɪk
metamorphism	mɛtəmɔːfɪzəm
metamorphose	mɛtəmɔːfəʊz
metamorphose	mɛɾəmɔɹfoʊz
metamorphose	mɛɾəmɔɹfoʊs
metamorphosis	mɛtəmɔːfəsɪs
metamorphosis	mɛtəmɔːfəʊsɪs
metamorphosis	mɛɾəmɔɹfəsɪs
metamorphosist	mɛtəmɔːfəsɪst
metanalysis	mɛtənaləsɪs
metanalysis	mɛtənæləsəs
metanym	mɛtənɪm
metaphasis	mətæfəsɪs
metaphony	mətæfəni
metaphor	mɛtəfɔːɹ
metaphor	mɛtəfɔəɹ
metaphor	metəfɚ
metaphorical	mɛtəfɒɹɪkəl
metaphorical	mɛtəfɔːɹɪkəl
metaphysical	mɛtəfɪzɪkəl
metaphysics	mɛtəfɪzɪks
metaphyte	mɛtəfʌɪt
metaphyte	mɛdəfaɪt
metastases	mɪtæstəsiːz
metastasis	mɪtæstəsɪs
metastasize	mɪtæstəsʌɪz
metastatic	mɛtəstætɪk
metate	mɛtɑːteɪ
metatemplate	mɛtətɛmpleɪt
metatheoretical	mɛtəθiəɹɛtɪkl̩
metathesis	mətæθəsəs
metathesis	mɛtæθəsɪs
mete	miːt
metempsychosis	mɛtəmsʌɪkəʊsɪs
meteor	mitiɚ
meteorite	miːtɪəɹaɪt
meteorite	mitiəɹaɪt
meteorite	-ɾi-
meteoritics	miːtɪəɹɪtɪks
meteoroidal	miːtɪəɹɔɪdl̩
meteorological	mitiəɹəlɑd͡ʒɪkl̩
meteorological	miːtɪəɹəlɒd͡ʒɪkl̩
meteorology	miːtɪəɹɒlədʒi
meteorology	mitiəɹɑːlədʒi
meteorwrong	miːtɪəɹɒŋ
meteorwrong	mitiəɹɑŋ
meteorwrong	-ɾi-
meteorwrong	-ɹɔŋ
meter	mitəɹ
meter	miːtə
metes	miːts
meth	mɛθ
methadone	mɛθədoʊn
methane	miːθeɪn
methane	mɛθeɪn
methanotrophic	mɪθeɪnəʊtɹəʊfɪk
metheglin	mɪθɛɡlɪn
metheglin	mɛθəɡlɪn
mether	mɛðɚ
mether	mɛðə
methi	meːti
methinks	mɪθɪŋks
methinkst	miːθɪŋkst
methionine	mɪθʌɪəniːn
methionine	mɪθʌɪənɪn
methionine	mɛθaɪəniːn
methionine	-naɪn
methionyl	məθaɪənɪl
method	mɛθəd
methodist	mɛθədɪst
methodology	meθədɒlədʒi
methodology	mɜθədɑlədʒi
methodology	mɜθɪdɑlɪdʒi
methods	mɛθədz
methoxphenidine	mɛθɒksfɛnɪdiːn
methyl	mɛθaɪl
methyl	mɛθɪl
methyl	miːθaɪl
methyl	miːθɪl
methyl	mɛθəl
methylation	mɛθɪleɪʃən
methylations	mɛθɪleɪʃənz
methylenedioxymethamphetamine	mɛθɪliːndaɪ̯ɔksimɛθæmfɛtəmin
metic	mɛtɪk
metic	mɛtək
meticulous	mɨtɪkjɨlɨs
meticulous	mɨtɪkjuləs
métier	mɛtjeɪ
metings	miːtɪŋz
metis	meɪtiːs
metis	miːtɨs
metonym	mɛtənɪm
metonymic	mɛtənɪmɪk
metope	mɛtəʊp
metope	mɛtəpi
metopomancy	mɪtɒpəmænsi
metopomancy	mɪtɑpəmænsi
metoposcopy	mɛtəpɒskəpi
metoprolol	mɛtoʊpɹəlɑl
metre	miːtə
metre	miːtəɹ
metric	mɛtɹɪk
metro	mɛtɹəʊ
metro	mɛtɹoʊ
metroidvania	mɛtɹɔɪdveɪniə
metrology	mɛtɹɒlədʒɪ
metrology	mɛtɹɑlədʒi
metronome	mɛtɹənoʊm
metronome	mɛtɹənəʊm
metronym	mɛtɹəʊnɪm
metronym	mɛtɹoʊnɪm
metropole	mɛtɹəpəʊl
metropole	mɛtɹəpoʊl
metropoleis	mɛtɹɒpəleɪz
metropolis	mɪtɹɒpəlɪs
metropolises	mɛtɹɒpɒlɪsɪz
metropolitan	mɛtɹəpɒlɪtən
metropolitan	mɛtɹɵpɑlɨtən
metroscopy	mətɹɑskəpi
mettle	mɛtl̩
mettle	mɛtəl
meu	mjuː
meu	mju
meum	miːəm
meum	miəm
mevushal	mɪvuːʃɑːl
mevushal	mɪvʊʃəl
mew	mjuː
mew	mju
mewl	mjuːl
mews	mjuːz
mexican	mɛksɪkən
mexico	mɛksɪkəʊ
mexico	mɛksɪkoʊ
mexicoke	mɛksɪkəʊk
mézair	meɪzɛː
meze	mɛzeɪ
mezuzah	məzuːzɔː
mezzanine	mɛzəniːn
mezzo	mɛtsoʊ
mezzo	mɛdzoʊ
mezzo	mɛtsəʊ
mezzo	mɛdzəʊ
mgtow	mɪɡtaʊ
mhairi	vaːɹi
mhm	m̩hm̩
mhorr	mɔː
mi	miː
miami	maɪæmi
miasma	miæzmə
miasma	maɪæzmə
miasma	maɪæzmə
miasma	miæzmə
mic	maɪk
mica	maɪkə
micacious	maɪkeɪʃəs
micah	maɪkə
micawberly	mɪkɔːbəɹli
mice	maɪs
micelle	maɪsɛl
micelle	məsɛl
michael	maɪkəl
michaelmas	mɪkəlməs
michaelson	maɪkəlsən
michelangelo	maɪkəlænd͡ʒɪloʊ
michelangelo	maɪkəlænd͡ʒəloʊ
michelle	mɪʃɛl
michigan	mɪʃɪɡən
micing	maɪkɪŋ
mick	mɪk
mickey	mɪki
mickey	mɪki
mickle	mɪkəl
mickle	mɪkəl
micrite	mɪkɹaɪt
micro	maɪkɹoʊ
microbe	maɪkɹoʊb
microbial	maɪkɹoʊbiəl
microbrand	mʌɪkɹəʊbɹand
microcharacter	maɪkɹəʊkæɹəktə
microcharacter	maɪkɹoʊkɛɹəktɚ
microchip	maɪkɹoʊtʃɪp
microcosm	maɪkɹəʊkɒzəm
microcosm	maɪkɹoʊkɑzəm
microcredit	maɪkɹoʊkɹɛdɪt
microdiscectomies	maɪkɹəʊdɪskɛktəmiz
microdiscectomy	maɪkɹəʊdɪskɛktəmi
microeconomics	maɪkɹəʊɛkənɒnɪks
microeconomics	maɪkɹəʊiːkənɒnɪks
microexpression	maɪkɹəʊɪkspɹɛʃən
microfilter	maɪkɹoʊfɪltɚ
microfilter	maɪkɹəʊfɪltə
microfoam	mʌɪkɹəʊfəʊm
microgametophyte	mʌɪkɹəʊɡamiːtəʊfʌɪt
microgametophyte	maɪkɹoʊɡəmidəfaɪt
microgel	mɑːɪkɹəʊdʒɛl
micron	maɪkɹɒn
micronesia	maɪkɹəʊniːziə
micronesia	maɪkɹəʊniːʒə
micronesia	maɪkɹəʊniːʃə
micronesia	maɪkɹoʊniːʒə
micronesia	maɪkɹoʊniːziə
micronise	maɪkɹɒnɪz
microorganism	maɪkɹəʊɔːɡənɪzəm̩
microorganism	maɪkɹoʊɔːɹɡənɪzəm̩
micropaedic	mʌɪkɹəʊpiːdɪk
micropaedic	maɪkɹəpidik
micropenis	mɑikɹəʊpiːnɪs
microphone	maɪkɹoʊfoʊn
microphyte	mʌɪkɹəʊfʌɪt
microphyte	maɪkɹoʊfaɪt
microphyte	maɪkɹəfaɪt
microplate	maɪkɹoʊpleɪt
micropod	maɪkɹəpɒd
micropyle	maɪkɹəʊpaɪl
micropyle	maɪkɹoʊpaɪl
microscope	maɪkɹəskəʊp
microscope	maɪkɹəskoʊp
microscopic	maɪkɹəskɑpɪk
microscopy	maɪkɹɔskəpi
microsmatic	maɪkɹɒzmætɪk
microsoft	maɪkɹəsɒft
microsoft	maɪkɹəsɔft
microsoft	maɪkɹəsɑft
microsoft	maɪkɹoʊsɔft
microsoft	maɪkɹoʊsɑft
microsome	maɪkɹəsəʊm
microsome	maɪkɹəsoʊm
microvessel	maɪkɹoʊvɛsl̩
microwave	maɪkɹəweɪv
microwave	maɪkɹəʊweɪv
microwear	maɪkɹoʊwɛɹ
microwear	maɪkɹəʊwɛə
microworld	mʌɪkɹəʊwəːld
microzyma	maɪkɹəʊzaɪmə
micturate	mɪkt͡ʃəɹeɪt
mid	mɪd
midas	maɪdəs
midday	mɪddeɪ
middelmannetjie	mɪdəlmanəki
middelmannetjie	mɪdəlmanətʃi
middelmannetjie	mɪdəlmænəki
middelmannetjie	mɪdəlmænətʃi
middelmannetjie	mɪdəlmʌnəki
midden	mɪdən
middle	mɪdəl
middle	mɪdəl
middle	mɪdəl
middle	mɘdɘl
middlesbrough	mɪdəlzbɹə
middlesbrough	mɪdəlzbʌɹə
middlesex	mɪdl̩sɛks
middleton	mɪdəltən
middling	mɪdlɪŋ
middling	mɪdl̩ɪŋ
middling	mɪdəlɪŋ
middlings	mɪdlɪŋs
middlings	mɪdl̩ɪŋs
middlings	mɪdəlɪŋs
mideast	mɪdiːst
midfield	mɪdfiːld
midge	mɪdʒ
midgie	mɪdʒi
midi	mɪdi
midinette	mɪdɪnɛt
midiskirt	mɪdiskəːt
midland	mɪdlənd
midmost	mɪdməʊst
midmost	mɪdmoʊst
midnight	mɪdnʌɪt
midnight	mɪdnaɪt
midrashic	mɪdɹaʃɪk
midst	mɪdst
midterm	mɪdtəɹm
midway	mɪdweɪ
midwife	mɪdwaɪf
midwifery	mɪdwɪfəɹi
midwifery	mɪdwaɪfəɹi
mielie	miːli
mien	miːn
miff	mɪf
miffed	mɪft
mifflin	mɪflɪn
miffy	mɪfi
might	maɪt
mightier	maɪtiəɹ
mightily	maɪtɪli
mightn't	maɪtn̩t
mightn't	maɪʔn̩t
mightn't've	maɪtn̩təv
mighty	maɪti
mighty	maɪti
migmatite	mɪɡmətʌɪt
mignon	mɪnjɒn
mignon	mɪnjɑ̃
mignon	mɪnjɑn
mignonette	mɪnjənɛt
mignonette	minjənɛt
migraine	maɪɡɹeɪn
migraine	miːɡɹeɪn
migraine	maɪɡɹeɪn
migrant	maɪɡɹənt
migrate	maɪɡɹeɪt
migration	maɪɡɹeɪʃən
migratory	maɪɡɹətɔɹi
migratory	maɪɡɹeɪtəɹi
mikan	mɪkɑːn
mikan	mɪkæn
mike	maɪk
mike	maɪk
mikey	maɪki
mikveh	mɪkfə
mikveh	mɪkvə
mikveh	mɪkvə
mil	mɪl
milady	mɪleɪdi
milan	mɪlæn
milan	mɪlɑːn
milch	mɪltʃ
mild	maɪld
mildew	mɪldjuː
mildew	mɪldju
mildly	maɪldli
mile	maɪ̯l
mileage	maɪlədʒ
miler	maɪləɹ
miles	maɪlz
milesian	mʌɪliːzɪən
milesian	mʌɪliːʒən
miletus	maɪliːtəs
miley	maɪli
milf	mɪlf
milford	mɪlfəd
milieu	mɪlju
milieu	mɪljʊ
milieu	miːljɜː
milieu	mɪljɜː
milieu	miljø
milieux	mɪljʊ
milieux	mɪljʊz
milieux	mɪlju
milieux	mɪljuz
militancy	mɪlɪtənsi
militant	mɪlɪtənt
military	mɪlɪtɹi
military	mɪlɪtɛɹi
militia	məlɪʃə
milk	mɪlk
milkaholic	mɪlkəhɑlɪk
milkaholic	mɪlkəhɔlɪk
milkmaid	mɪlkmeɪd
milkman	mɪlkmən
milksop	mɪlksɒp
milky	mɪlki
mill	mɪl
millenarian	mɪlɪnɛːɹɪən
millenarianism	mɪlɪnɛəɹɪənɪzəm
millenarianism	mɪlɪnɛɹiənɪzəm
millennial	mɪlɛniəl
millennium	mɪlɛnɪəm
miller	mɪlɚ
miller	mɪlɚ
millet	mɪlɪt
millet	mɪlɛt
milliard	mɪlɪɑːd
milliard	mɪliɑɹd
millicent	mɪlɪsənt
millie	mɪliː
milligram	mɪlɪɡɹæm
millinery	mɪlnəɹi
milling	mɪlɪŋ
million	mɪljən
millions	mɪljənz
millionth	mɪljənθ
millipede	mɪləpid
millisecond	mɪlɪsɛkənd
millisor	mɪlaɪzɚ
mills	mɪlz
millstone	mɪlstəʊn
millstone	mɪlstoʊn
millstream	mɪlstɹiːm
millwall	mɪlwɔːl
milne	mɪln
milord	mɪlɔːd
milquetoast	mɪlktəʊst
milquetoast	mɪlktoʊst
milt	mɪlt
miltefosine	mɪltɛfəziːn
milton	mɪltən
milwaukee	mɪlwɔːkiː
mimantean	mɪmæntiən
mimantean	mɪməntiːən
mimation	mɪmeɪʃən
mimbar	mɪmbɑː
mime	maɪm
mimeo	mɪmɪəʊ
mimesis	mɪmiːsɪs
mimetic	mɪmɛtɪk
mimiamb	mɪmɪamb
mimiamb	mʌɪ-
