aaron	aːaron
idioma	ɪdioːma
idiomata	ɪdioːmata
idiota	ɪdioːta
idiotas	ɪdioːtaːs
idolatra	iːdoːɫatra
idolatria	iːdoːɫatriːa
idolicus	iːdoːlɪkʊs
idololatres	iːdoːɫɔɫatreːs
idololatres	iːdoːɫɔɫatreːs
idolothytus	iːdoːɫɔtʰʏtʊs
idolum	iːdoːɫʊ̃
idoneitas	ɪdoːneɪtaːs
idoneus	ɪdoːneʊs
idumaea	ɪduːmae̯a
idunum	ɪdʊnʊ̃
iduus	iːdʊʊs
iecinerosus	jɛkɪnɛroːsʊs
iecorine	jɛkɔriːnɛ
iecorinus	jɛkɔriːnʊs
iecur	jɛkʊr
iecur	jeːkur
iehova	jɛhoːwa
ieiunare	jɛjjuːnaːrɛ
ieiunium	jɛjjuːniʊ̃
ieiuno	jɛjjuːnoː
ieiunus	jɛjjuːnʊs
iemenia	jɛmɛnia
iemineus	jɛmɪneʊs
iens	iẽːs
ientaculum	jeːntaːkʊɫʊ̃
ientaculum	jentaːkulum
ieram	iɛrã
ieramus	iɛraːmʊs
ierant	iɛrant
ieras	iɛraːs
ierat	iɛrat
ieratis	iɛraːtɪs
iericho	jɛriːkʰoː
iericho	jeriːko
ierim	iɛrɪ̃
ierimus	iɛrɪmʊs
ierimus	iɛriːmʊs
ierint	iɛrɪnt
ieris	iɛrɪs
ieris	iɛriːs
ierit	iɛrɪt
ieritis	iɛrɪtɪs
ieritis	iɛriːtɪs
iero	iɛroː
ierunt	ieːrʊnt
iesum	jeːsʊ̃
iesus	ieːzus
iesus	jeːzus
igilium	ɪɡɪliʊ̃
igitur	ɪɡɪtʊr
ignarus	ɪŋnaːrʊs
ignarus	iɲɲaːrus
ignatius	ɪŋnaːtiʊs
ignatius	iɲɲaːt͡sius
ignavia	ɪŋnaːwia
ignavus	ɪŋnaːwʊs
ignesco	iːŋneːskoː
igneus	iːŋneʊs
igneus	iɲɲeus
ignia	ɪŋnia
ignicomans	iːŋnɪkɔmãːs
ignifer	iːŋnɪfɛr
ignigenus	iːŋnɪɡɛnʊs
ignio	iːŋnioː
ignipes	iːŋnɪpeːs
ignis	iːŋnɪs
ignis	iɲɲis
ignivagus	iːŋnɪwaɡʊs
ignobilis	ɪŋnoːbɪlɪs
ignominia	ɪŋnoːmɪnia
ignominiosus	ɪŋnoːmɪnioːsʊs
ignorans	ɪŋnoːrãːs
ignorans	iɲɲoːrans
ignorantia	ɪŋnoːrantia
ignorantia	iɲɲorant͡sia
ignoratis	ɪŋnoːraːtɪs
ignoratis	ɪŋnoːraːtiːs
ignoraverimus	ɪŋnoːraːwɛrɪmʊs
ignoraverimus	ɪŋnoːraːwɛriːmʊs
ignoraveris	ɪŋnoːraːwɛrɪs
ignoraveris	ɪŋnoːraːwɛriːs
ignoraveritis	ɪŋnoːraːwɛrɪtɪs
ignoraveritis	ɪŋnoːraːwɛriːtɪs
ignoro	ɪŋnoːroː
ignoro	iɲɲoːro
ignosco	ɪŋnoːskoː
ignoto	ɪŋnoːtoː
ignotus	ɪŋnoːtʊs
iguvium	ɪɡʊwiʊ̃
iimus	iɪmʊs
iit	iɪt
ilargus	ɪɫarɡʊs
ile	iːɫɛ
ileos	iːɫeɔs
ilerda	ɪɫɛrda
ilergaones	ɪɫɛrɡaːɔneːs
ilergetes	ɪɫɛrɡeːteːs
ilesium	ɪɫɛsiʊ̃
ilex	iːɫɛks
iliacus	iːliakʊs
ilicetum	iːlɪkeːtʊ̃
ilico	iːlɪkoː
ilico	iːliko
ilienses	iːliẽːseːs
ilipa	ɪlɪpa
ilipula	ɪlɪpʊɫa
ilissus	ɪlɪssʊs
illabor	ɪllaːbɔr
illabundus	ɪllaːbʊndʊs
illacessitus	ɪllakɛssiːtʊs
illaec	ɪllae̯k
illaesus	ɪllae̯sʊs
illanc	ɪllaŋk
illapse	ɪllaːpsɛ
illapsum	ɪllaːpsʊ̃
illapsus	ɪllaːpsʊs
illaqueo	ɪllakᶣeoː
illatio	ɪllaːtioː
illativus	ɪllaːtiːwʊs
ille	ɪllɛ
illecebra	ɪllɛkɛbra
illecebrose	ɪllɛkɛbroːseː
illecebrose	ɪllɛkɛbroːsɛ
illecebrosus	ɪllɛkɛbroːsʊs
illecto	ɪllɛktoː
illecto	ɪllɛktoː
illecto	ɪlleːktoː
illegalis	ɪlleːɡaːlɪs
illegitimus	ɪlleːɡɪtɪmʊs
illepidus	ɪllɛpɪdʊs
illiberalis	ɪlliːbɛraːlɪs
illiberi	ɪllɪbɛrɪ
illic	ɪllɪk
illic	ɪlliːk
illicio	ɪllɪkioː
illicitus	ɪllɪkɪtʊs
illido	ɪlliːdoː
illigatis	ɪllɪɡaːtɪs
illigatis	ɪllɪɡaːtiːs
illigaverimus	ɪllɪɡaːwɛrɪmʊs
illigaverimus	ɪllɪɡaːwɛriːmʊs
illigaveris	ɪllɪɡaːwɛrɪs
illigaveris	ɪllɪɡaːwɛriːs
illigaveritis	ɪllɪɡaːwɛrɪtɪs
illigaveritis	ɪllɪɡaːwɛriːtɪs
illigo	ɪllɪɡoː
illim	ɪllɪ̃
illimis	ɪlliːmɪs
illinc	ɪllɪŋk
illinio	ɪllɪnioː
illino	ɪllɪnoː
illitteratus	ɪllɪttɛraːtʊs
illiturgi	ɪllɪtʊrɡɪ
illuceo	ɪlluːkeoː
illuceo	illuːt͡ʃeo
illucesco	ɪlluːkeːskoː
illudo	ɪlluːdoː
illui	ɪllʊj
illuminatio	ɪlluːmɪnaːtioː
illuminatio	illuminaːt͡sio
illuminatis	ɪlluːmɪnaːtɪs
illuminatis	ɪlluːmɪnaːtiːs
illuminaverimus	ɪlluːmɪnaːwɛrɪmʊs
illuminaverimus	ɪlluːmɪnaːwɛriːmʊs
illuminaveris	ɪlluːmɪnaːwɛrɪs
illuminaveris	ɪlluːmɪnaːwɛriːs
illuminaveritis	ɪlluːmɪnaːwɛrɪtɪs
illuminaveritis	ɪlluːmɪnaːwɛriːtɪs
illumino	ɪlluːmɪnoː
illunc	ɪllʊŋk
illunis	ɪlluːnɪs
illunis	illuːnis
illusio	ɪlluːsioː
illustrare	ɪlluːstraːrɛ
illustratis	ɪlluːstraːtɪs
illustratis	ɪlluːstraːtiːs
illustraverimus	ɪlluːstraːwɛrɪmʊs
illustraverimus	ɪlluːstraːwɛriːmʊs
illustraveris	ɪlluːstraːwɛrɪs
illustraveris	ɪlluːstraːwɛriːs
illustraveritis	ɪlluːstraːwɛrɪtɪs
illustraveritis	ɪlluːstraːwɛriːtɪs
illustris	ɪlluːstrɪs
illustro	ɪlluːstroː
illyria	iːllʏria
iluratum	ɪɫuːratʊ̃
ilurco	ɪɫʊrkoː
iluro	ɪɫʊroː
iluza	ɪɫuːza
ilva	ɪɫwa
ilvae	ɪɫwae̯
ilvam	ɪɫwã
imachara	imaːkara
imachara	imaːkara
imachara	imaːkara
imaduchi	ɪmaduːkʰiː
imaginabilis	ɪmaːɡɪnaːbɪlɪs
imaginabundus	ɪmaːɡɪnaːbʊndʊs
imaginante	ɪmaːɡɪnantɛ
imaginanti	ɪmaːɡɪnantiː
imaginarius	ɪmaːɡɪnaːriʊs
imaginata	ɪmaːɡɪnaːta
imaginata	ɪmaːɡɪnaːtaː
imaginate	ɪmaːɡɪnaːtɛ
imaginati	ɪmaːɡɪnaːtiː
imaginativus	ɪmaːɡɪnaːtiːwʊs
imaginato	ɪmaːɡɪnaːtoː
imagini	ɪmaːɡɪniː
imaginis	ɪmaːɡɪnɪs
imaginor	ɪmaːɡɪnɔr
imaginosus	ɪmaːɡɪnoːsʊs
imago	ɪmaːɡoː
imaus	ɪmau̯s
imbarus	ɪmbarʊs
imbecillis	ɪmbeːkɪllɪs
imbecillus	ɪmbeːkɪllʊs
imbellis	ɪmbɛllɪs
imber	ɪmbɛr
imberbe	ɪmbɛrbɛ
imberbis	ɪmbɛrbɪs
imberbus	ɪmbɛrbʊs
imbibo	ɪmbɪboː
imbrasus	ɪmbrasʊs
imbrex	ɪmbrɛks
imbricatus	ɪmbrɪkaːtʊs
imbridus	ɪmbrɪdʊs
imbrifer	ɪmbrɪfɛr
imbue	ɪmbʊɛ
imbuo	ɪmbʊoː
imitabilis	ɪmɪtaːbɪlɪs
imitativa	ɪmɪtaːtiːwa
imitativa	ɪmɪtaːtiːwaː
imitativas	ɪmɪtaːtiːwaːs
imitative	ɪmɪtaːtiːwɛ
imitativi	ɪmɪtaːtiːwiː
imitativo	ɪmɪtaːtiːwoː
imitativos	ɪmɪtaːtiːwoːs
imitativus	ɪmɪtaːtiːwʊs
imitator	ɪmɪtaːtɔr
imito	ɪmɪtoː
imitor	ɪmɪtɔr
imitor	iːmitor
imitys	ɪmɪtʏs
immaculatus	ɪmmakʊɫaːtʊs
immaneo	ɪmmaneoː
immanis	ɪmmaːnɪs
immarcescibilis	ɪmmarkeːskɪbɪlɪs
immaturitas	ɪmmaːtuːrɪtaːs
immaturus	ɪmmaːtuːrʊs
immediatus	ɪmmɛdiaːtʊs
immemor	ɪmmɛmɔr
immensurabilis	ɪmmẽːsuːraːbɪlɪs
immensuratus	ɪmmẽːsuːraːtʊs
immensus	ɪmmẽːsʊs
immerens	ɪmmeːrẽːs
immergo	ɪmmɛrɡoː
immeritorius	ɪmmɛrɪtoːriʊs
immeritus	ɪmmɛrɪtʊs
immersio	ɪmmɛrsioː
immigratum	ɪmmɪɡraːtʊ̃
immigro	ɪmmɪɡroː
immineo	ɪmmɪneoː
imminuo	ɪmmɪnʊoː
immisceo	ɪmmɪskeoː
immisericors	ɪmmɪsɛrɪkɔrs
immissio	ɪmmɪssioː
immistus	ɪmmɪstʊs
immitis	ɪmmiːtɪs
immitto	ɪmmɪttoː
immobilis	ɪmmoːbɪlɪs
immoderatus	ɪmmɔdɛraːtʊs
immodicus	ɪmmɔdɪkʊs
immolate	ɪmmɔɫaːtɛ
immolaticius	ɪmmɔɫaːtiːkiʊs
immolatis	ɪmmɔɫaːtɪs
immolatis	ɪmmɔɫaːtiːs
immolaverimus	ɪmmɔɫaːwɛrɪmʊs
immolaverimus	ɪmmɔɫaːwɛriːmʊs
immolaveris	ɪmmɔɫaːwɛrɪs
immolaveris	ɪmmɔɫaːwɛriːs
immolaveritis	ɪmmɔɫaːwɛrɪtɪs
immolaveritis	ɪmmɔɫaːwɛriːtɪs
immolo	ɪmmɔɫoː
immordeo	ɪmmɔrdeoː
immoror	ɪmmɔrɔr
immortalis	ɪmmɔrtaːlɪs
immotus	ɪmmoːtʊs
immulgeo	ɪmmʊɫɡeoː
immundus	ɪmmʊndʊs
immunis	ɪmmuːnɪs
immunitus	ɪmmuːniːtʊs
immutabilis	ɪmmuːtaːbɪlɪs
immutatis	ɪmmuːtaːtɪs
immutatis	ɪmmuːtaːtiːs
immutaverimus	ɪmmuːtaːwɛrɪmʊs
immutaverimus	ɪmmuːtaːwɛriːmʊs
immutaveris	ɪmmuːtaːwɛrɪs
immutaveris	ɪmmuːtaːwɛriːs
immutaveritis	ɪmmuːtaːwɛrɪtɪs
immutaveritis	ɪmmuːtaːwɛriːtɪs
immuto	ɪmmuːtoː
impaenitendus	ɪmpae̯nɪtɛndʊs
impaenitens	ɪmpae̯nɪtẽːs
impar	ɪmpaːr
imparatus	ɪmparaːtʊs
impartio	ɪmpartioː
impartit	ɪmpartɪt
impatibilis	ɪmpatɪbɪlɪs
impatiens	ɪmpatiẽːs
impavidus	ɪmpawɪdʊs
impedico	ɪmpɛdɪkoː
impedimentum	ɪmpɛdiːmɛntʊ̃
impedio	ɪmpɛdioː
impello	ɪmpɛlloː
impendeo	ɪmpɛndeoː
impendo	ɪmpɛndoː
impenetrabilis	ɪmpɛnɛtraːbɪlɪs
impenetrabilis	impenetraːbilis
impenetrabilis	empenetraβeles
impennis	ɪmpɛnnɪs
impensa	ɪmpẽːsa
impensior	ɪmpẽːsiɔr
impensius	ɪmpẽːsiʊs
impensus	ɪmpẽːsʊs
imperativus	ɪmpɛraːtiːwʊs
imperator	ɪmpɛraːtɔr
imperatorius	ɪmpɛraːtoːriʊs
imperatrix	ɪmpɛraːtriːks
imperatum	ɪmpɛraːtʊ̃
imperceptibilis	ɪmpɛrkɛptɪbɪlɪs
imperfectus	ɪmpɛrfɛktʊs
imperialis	ɪmpɛriaːlɪs
imperiose	ɪmpɛrioːseː
imperiosus	ɪmpɛrioːsʊs
imperitatis	ɪmpɛrɪtaːtɪs
imperitatis	ɪmpɛrɪtaːtiːs
imperitaverimus	ɪmpɛrɪtaːwɛrɪmʊs
imperitaverimus	ɪmpɛrɪtaːwɛriːmʊs
imperitaveris	ɪmpɛrɪtaːwɛrɪs
imperitaveris	ɪmpɛrɪtaːwɛriːs
imperitaveritis	ɪmpɛrɪtaːwɛrɪtɪs
imperitaveritis	ɪmpɛrɪtaːwɛriːtɪs
imperite	ɪmpɛriːteː
imperite	imperiːte
imperite	ɪmpɛriːtɛ
imperite	imperiːte
imperito	ɪmpɛrɪtoː
imperitus	ɪmpɛriːtʊs
imperium	ɪmpɛriʊ̃
imperium	impeːrium
impermisceo	ɪmpɛrmɪskeoː
impero	ɪmpɛroː
impersonalis	ɪmpɛrsoːnaːlɪs
impertio	ɪmpɛrtioː
impervius	ɪmpɛrwiʊs
impes	ɪmpɛs
impetibilis	ɪmpɛtɪbɪlɪs
impetiginosus	ɪmpɛtiːɡɪnoːsʊs
impetigo	ɪmpɛtiːɡoː
impetitus	ɪmpɛtiːtʊs
impetix	ɪmpɛtiːks
impeto	ɪmpɛtoː
impetrabilis	ɪmpɛtraːbɪlɪs
impetratis	ɪmpɛtraːtɪs
impetratis	ɪmpɛtraːtiːs
impetraverimus	ɪmpɛtraːwɛrɪmʊs
impetraverimus	ɪmpɛtraːwɛriːmʊs
impetraveris	ɪmpɛtraːwɛrɪs
impetraveris	ɪmpɛtraːwɛriːs
impetraveritis	ɪmpɛtraːwɛrɪtɪs
impetraveritis	ɪmpɛtraːwɛriːtɪs
impetro	ɪmpɛtroː
impetus	ɪmpɛtʊs
impiger	ɪmpɪɡɛr
impingo	ɪmpɪŋɡoː
impinguo	ɪmpɪŋɡʷoː
impius	ɪmpiʊs
implacabilis	ɪmpɫaːkaːbɪlɪs
implano	ɪmpɫaːnoː
implanto	ɪmpɫantoː
impleo	ɪmpɫeoː
implexus	ɪmpɫɛksʊs
implicatio	ɪmplɪkaːtioː
implicatis	ɪmplɪkaːtɪs
implicatis	ɪmplɪkaːtiːs
implicaverimus	ɪmplɪkaːwɛrɪmʊs
implicaverimus	ɪmplɪkaːwɛriːmʊs
implicaveris	ɪmplɪkaːwɛrɪs
implicaveris	ɪmplɪkaːwɛriːs
implicaveritis	ɪmplɪkaːwɛrɪtɪs
implicaveritis	ɪmplɪkaːwɛriːtɪs
implicitus	ɪmplɪkɪtʊs
implico	ɪmplɪkoː
imploratis	ɪmpɫoːraːtɪs
imploratis	ɪmpɫoːraːtiːs
imploraverimus	ɪmpɫoːraːwɛrɪmʊs
imploraverimus	ɪmpɫoːraːwɛriːmʊs
imploraveris	ɪmpɫoːraːwɛrɪs
imploraveris	ɪmpɫoːraːwɛriːs
imploraveritis	ɪmpɫoːraːwɛrɪtɪs
imploraveritis	ɪmpɫoːraːwɛriːtɪs
imploro	ɪmpɫoːroː
impluvium	ɪmpɫʊwiʊ̃
impolitus	ɪmpɔliːtʊs
impollutus	ɪmpɔlluːtʊs
imponentes	ɪmpoːnɛnteːs
imponere	ɪmpoːneːrɛ
imponere	ɪmpoːnɛrɛ
impono	ɪmpoːnoː
importabilis	ɪmpɔrtaːbɪlɪs
importo	ɪmpɔrtoː
importunus	ɪmpɔrtuːnʊs
impositicius	fɪktiːkiʊs
impositicius	fiktiːt͡ʃius
impositio	ɪmpɔsɪtioː
impositio	impoziːt͡sio
impossibilis	ɪmpɔssɪbɪlɪs
impotens	ɪmpɔtẽːs
impotentes	ɪmpɔtɛnteːs
impotentia	ɪmpɔtɛntia
impreciabilis	ɪmprɛkiaːbɪlɪs
impreciabilis	impret͡ʃiaːbilis
imprecor	ɪmprɛkɔr
impressicollis	ɪmprɛssɪkɔllɪs
impretiabilis	ɪmprɛtiaːbɪlɪs
imprimatur	ɪmprɪmaːtʊr
imprimo	ɪmprɪmoː
improbo	ɪmprɔboː
improbus	ɪmprɔbʊs
improdictus	ɪmproːdɪktʊs
impropero	ɪmprɔpɛroː
improvide	ɪmproːwɪdeː
improvisus	ɪmproːwiːsʊs
imprudens	ɪmpruːdẽːs
impubes	ɪmpuːbɛs
impudens	ɪmpʊdẽːs
impudicus	ɪmpʊdiːkʊs
impugnatis	ɪmpʊŋnaːtɪs
impugnatis	ɪmpʊŋnaːtiːs
impugnaverimus	ɪmpʊŋnaːwɛrɪmʊs
impugnaverimus	ɪmpʊŋnaːwɛriːmʊs
impugnaveris	ɪmpʊŋnaːwɛrɪs
impugnaveris	ɪmpʊŋnaːwɛriːs
impugnaveritis	ɪmpʊŋnaːwɛrɪtɪs
impugnaveritis	ɪmpʊŋnaːwɛriːtɪs
impugno	ɪmpʊŋnoː
impulsivus	ɪmpʊɫsiːwʊs
impulsor	ɪmpʊɫsɔr
impulsus	ɪmpʊɫsʊs
impunctatus	ɪmpuːŋktaːtʊs
impunis	ɪmpuːnɪs
impunitus	ɪmpuːniːtʊs
impurgabilis	ɪmpuːrɡaːbɪlɪs
impurus	ɪmpuːrʊs
imputatis	ɪmpʊtaːtɪs
imputatis	ɪmpʊtaːtiːs
imputaverimus	ɪmpʊtaːwɛrɪmʊs
imputaverimus	ɪmpʊtaːwɛriːmʊs
imputaveris	ɪmpʊtaːwɛrɪs
imputaveris	ɪmpʊtaːwɛriːs
imputaveritis	ɪmpʊtaːwɛrɪtɪs
imputaveritis	ɪmpʊtaːwɛriːtɪs
imputo	ɪmpʊtoː
imputribilis	ɪmpʊtrɪbɪlɪs
imulus	iːmʊɫʊs
imum	iːmʊ̃
imum	iːmum
imus	iːmʊs
imus	iːmus
in	ɪn
ina	ɪna
inabruptus	ɪnabrʊptʊs
inabsolutus	ɪnapsɔɫuːtʊs
inaccessibilis	ɪnakkɛssɪbɪlɪs
inaccessus	ɪnakkɛssʊs
inachorium	ɪnakʰoːriʊ̃
inachus	iːnakʰʊs
inactivos	ɪnaːktiːwoːs
inactivus	ɪnaːktiːwʊs
inadustus	ɪnadʊstʊs
inaedifico	ɪnae̯dɪfɪkoː
inaequabilis	ɪnae̯kʷaːbɪlɪs
inaequalis	ɪnae̯kʷaːlɪs
inaequatus	ɪnae̯kʷaːtʊs
inaequo	ɪnae̯kʷoː
inaestimabilis	ɪnae̯stɪmaːbɪlɪs
inalbeo	ɪnaɫbeoː
inalbesco	ɪnaɫbeːskoː
inalbo	ɪnaɫboː
inalbo	enalβo
inalto	ɪnaɫtoː
inambulo	ɪnambʊɫoː
inamissibilis	ɪnaːmɪssɪbɪlɪs
inaniloquus	ɪnaːnɪɫɔkʷʊs
inanimatus	ɪnanɪmaːtʊs
inanimus	ɪnanɪmʊs
inanio	ɪnaːnioː
inanis	ɪnaːnɪs
inaquosus	ɪnakʷoːsʊs
inarcto	ɪnarktoː
inaresco	ɪnaːreːskoː
inarime	ɪnarɪmeː
inaro	ɪnaroː
inartificialis	ɪnartɪfɪkiaːlɪs
inartificiosus	ɪnartɪfɪkioːsʊs
inatus	ɪnatʊs
inaudio	ɪnau̯dioː
inauditus	ɪnau̯diːtʊs
inauguratis	ɪnau̯ɡʊraːtɪs
inauguratis	ɪnau̯ɡʊraːtiːs
inauguraverimus	ɪnau̯ɡʊraːwɛrɪmʊs
inauguraverimus	ɪnau̯ɡʊraːwɛriːmʊs
inauguraveris	ɪnau̯ɡʊraːwɛrɪs
inauguraveris	ɪnau̯ɡʊraːwɛriːs
inauguraveritis	ɪnau̯ɡʊraːwɛrɪtɪs
inauguraveritis	ɪnau̯ɡʊraːwɛriːtɪs
inauguro	ɪnau̯ɡʊroː
inauratis	ɪnau̯raːtɪs
inauratis	ɪnau̯raːtiːs
inauraverimus	ɪnau̯raːwɛrɪmʊs
inauraverimus	ɪnau̯raːwɛriːmʊs
inauraveris	ɪnau̯raːwɛrɪs
inauraveris	ɪnau̯raːwɛriːs
inauraveritis	ɪnau̯raːwɛrɪtɪs
inauraveritis	ɪnau̯raːwɛriːtɪs
inauro	ɪnau̯roː
inauspicatus	ɪnau̯spɪkaːtʊs
inauxiliatus	ɪnau̯ksɪliaːtʊs
inbecillis	ɪmbeːkɪllɪs
inbecillus	ɪmbeːkɪllʊs
inbellis	ɪmbɛllɪs
inberbis	ɪmbɛrbɪs
incaeduus	ɪŋkae̯dʊʊs
incaelatus	ɪŋkae̯ɫaːtʊs
incalesco	ɪŋkaɫeːskoː
incallidus	ɪŋkallɪdʊs
incandesco	ɪŋkandeːskoː
incanesco	ɪŋkaːneːskoː
incanto	ɪŋkantoː
incanus	ɪŋkaːnʊs
incapax	ɪŋkapaːks
incarnat	ɪŋkarnat
incarno	ɪŋkarnoː
incausabilis	ɪŋkau̯saːbɪlɪs
incautus	ɪŋkau̯tʊs
incedo	ɪŋkeːdoː
incenatus	ɪŋkeːnaːtʊs
incendia	ɪŋkɛndia
incendiaria	ɪŋkɛndiaːria
incendiaria	ɪŋkɛndiaːriaː
incendiariam	ɪŋkɛndiaːriã
incendiarias	ɪŋkɛndiaːriaːs
incendiarie	ɪŋkɛndiaːriɛ
incendiario	ɪŋkɛndiaːrioː
incendiarios	ɪŋkɛndiaːrioːs
incendiarius	ɪŋkɛndiaːriʊs
incendiis	ɪŋkɛndiiːs
incendium	ɪŋkɛndiʊ̃
incendo	ɪŋkɛndoː
incentivus	ɪŋkɛntiːwʊs
inceptio	ɪŋkɛptioː
inceptivus	ɪŋkɛptiːwʊs
inceptor	ɪŋkɛptɔr
inceptum	ɪŋkɛptʊ̃
incerno	ɪŋkɛrnoː
incertus	ɪŋkɛrtʊs
incessabilis	ɪŋkɛssaːbɪlɪs
incesso	ɪŋkɛssoː
incessus	ɪŋkɛssʊs
incesto	ɪŋkɛstoː
incestus	ɪŋkɛstʊs
inchoate	ɪŋkʰɔaːtɛ
inchoo	ɪŋkʰɔoː
incia	ɪŋkia
incidere	ɪŋkɪdɛrɛ
incidere	ɪŋkɪdeːrɛ
incidere	ɪŋkiːdɛrɛ
incido	ɪŋkɪdoː
incido	ɪŋkiːdoː
incinero	ɪŋkɪnɛroː
incingo	ɪŋkɪŋɡoː
incino	ɪŋkɪnoː
incipiente	ɪŋkɪpiɛntɛ
incipientes	ɪŋkɪpiɛnteːs
incipio	ɪŋkɪpioː
incircumcisus	ɪŋkɪrkʊmkiːsʊs
incisio	ɪŋkiːsioː
incitabilis	ɪŋkɪtaːbɪlɪs
incitat	ɪŋkɪtat
incitatio	ɪŋkɪtaːtioː
incitatis	ɪŋkɪtaːtɪs
incitatis	ɪŋkɪtaːtiːs
incitaverimus	ɪŋkɪtaːwɛrɪmʊs
incitaverimus	ɪŋkɪtaːwɛriːmʊs
incitaveris	ɪŋkɪtaːwɛrɪs
incitaveris	ɪŋkɪtaːwɛriːs
incitaveritis	ɪŋkɪtaːwɛrɪtɪs
incitaveritis	ɪŋkɪtaːwɛriːtɪs
incitega	ɪŋkɪteːɡa
incito	ɪŋkɪtoː
inclamatis	ɪŋkɫaːmaːtɪs
inclamatis	ɪŋkɫaːmaːtiːs
inclamaverimus	ɪŋkɫaːmaːwɛrɪmʊs
inclamaverimus	ɪŋkɫaːmaːwɛriːmʊs
inclamaveris	ɪŋkɫaːmaːwɛrɪs
inclamaveris	ɪŋkɫaːmaːwɛriːs
inclamaveritis	ɪŋkɫaːmaːwɛrɪtɪs
inclamaveritis	ɪŋkɫaːmaːwɛriːtɪs
inclamo	ɪŋkɫaːmoː
inclaresco	ɪŋkɫaːreːskoː
inclarus	ɪŋkɫaːrʊs
inclemens	ɪŋkɫeːmẽːs
inclinatis	ɪŋkliːnaːtɪs
inclinatis	ɪŋkliːnaːtiːs
inclinatus	ɪŋkliːnaːtʊs
inclinaverimus	ɪŋkliːnaːwɛrɪmʊs
inclinaverimus	ɪŋkliːnaːwɛriːmʊs
inclinaveris	ɪŋkliːnaːwɛrɪs
inclinaveris	ɪŋkliːnaːwɛriːs
inclinaveritis	ɪŋkliːnaːwɛrɪtɪs
inclinaveritis	ɪŋkliːnaːwɛriːtɪs
inclino	ɪŋkliːnoː
inclitus	ɪŋklɪtʊs
include	ɪŋkɫuːdɛ
includo	ɪŋkɫuːdoː
inclusa	ɪŋkɫuːsa
inclusa	ɪŋkɫuːsa
inclusas	ɪŋkɫuːsaːs
incluse	ɪŋkɫuːsɛ
inclusi	ɪŋkɫuːsiː
inclusio	ɪŋkɫuːsioː
inclusio	iŋkluːzio
incluso	ɪŋkɫuːsoː
inclusos	ɪŋkɫuːsoːs
incoeptivus	ɪŋkoe̯ptiːwʊs
incogitabilis	ɪŋkoːɡɪtaːbɪlɪs
incognitus	ɪŋkɔŋnɪtʊs
incohate	ɪŋkɔhaːtɛ
incohatis	ɪŋkɔhaːtɪs
incohatis	ɪŋkɔhaːtiːs
incohatus	ɪŋkɔhaːtʊs
incohaverimus	ɪŋkɔhaːwɛrɪmʊs
incohaverimus	ɪŋkɔhaːwɛriːmʊs
incohaveris	ɪŋkɔhaːwɛrɪs
incohaveris	ɪŋkɔhaːwɛriːs
incohaveritis	ɪŋkɔhaːwɛrɪtɪs
incohaveritis	ɪŋkɔhaːwɛriːtɪs
incoho	ɪŋkɔhoː
incoinquinatus	ɪŋkɔɪŋkᶣɪnaːtʊs
incola	ɪŋkɔɫa
incolo	ɪŋkɔɫoː
incolomis	ɪŋkɔɫɔmɪs
incolumis	ɪŋkɔɫʊmɪs
incommensurabilis	ɪŋkɔmmẽːsuːraːbɪlɪs
incommiscibilis	ɪŋkɔmmɪskɪbɪlɪs
incommodo	ɪŋkɔmmɔdoː
incommodus	ɪŋkɔmmɔdʊs
incommunicabilis	ɪŋkɔmmuːnɪkaːbɪlɪs
incommutabilis	ɪŋkɔmmuːtaːbɪlɪs
incomparabilis	ɪŋkɔmparaːbɪlɪs
incompetens	ɪŋkɔmpɛtẽːs
incompetentes	ɪŋkɔmpɛtɛnteːs
incompletus	ɪŋkɔmpɫeːtʊs
incomprehensibilis	ɪŋkɔmprɛhẽːsɪbɪlɪs
incomptus	ɪŋkoːmptʊs
inconcinnus	ɪŋkɔŋkɪnnʊs
inconcussus	ɪŋkɔŋkʊssʊs
inconditus	ɪŋkɔndɪtʊs
inconfusibilis	ɪŋkõːfuːsɪbɪlɪs
inconfusus	ɪŋkõːfuːsʊs
incongelabilis	ɪŋkɔŋɡɛɫaːbɪlɪs
incongruens	ɪŋkɔŋɡrʊẽːs
incongruentes	ɪŋkɔŋɡrʊɛnteːs
incongruus	ɪŋkɔŋɡrʊʊs
inconiugus	ɪŋkɔnjʊɡʊs
inconjugus	ɪŋkɔnjʊɡʊs
inconparabilis	ɪŋkɔmparaːbɪlɪs
inconprehensibilis	ɪŋkɔmprɛhẽːsɪbɪlɪs
inconsequens	ɪŋkõːsɛkᶣẽːs
inconsequens	iŋkonsekwens
inconsideratus	ɪŋkõːsiːdɛraːtʊs
inconspicuus	ɪŋkõːspɪkʊʊs
inconstans	ɪŋkõːstãːs
inconsuetus	ɪŋkõːsʊeːtʊs
inconsultus	ɪŋkõːsʊɫtʊs
inconsummabilis	ɪŋkõːsʊmmaːbɪlɪs
inconsummatus	ɪŋkõːsʊmmaːtʊs
inconsutilis	ɪŋkõːsuːtɪlɪs
incontaminatus	ɪŋkɔntaːmɪnaːtʊs
incontra	ɪŋkɔntraː
incontra	iŋkontra
incontradicibilis	ɪŋkɔntraːdiːkɪbɪlɪs
incontritus	ɪŋkɔntriːtʊs
inconveniens	ɪŋkɔnwɛniẽːs
