a	ˈɒ
huszárok	ˈhusaːrok
huszitizmus	ˈhusitizmuʃ
huszon	ˈhuson
huszonegy	ˈhusonɛɟː
huszonegyedik	ˈhusonɛɟːɛdik
huszonharmadik	ˈhusonɦɒrmɒdik
huszonhárom	ˈhusonɦaːrom
huszonhat	ˈhusonɦɒt
huszonhatodik	ˈhusonɦɒtodik
huszonhét	ˈhusonɦeːt
huszonhetedik	ˈhusonɦɛtɛdik
huszonkettedik	ˈhusoŋkɛtːɛdik
huszonkettő	ˈhusoŋkɛtːøː
huszonkilenc	ˈhusoŋkilɛnt͡s
huszonkilencedik	ˈhusoŋkilɛnt͡sɛdik
huszonnégy	ˈhusonːeːɟ
huszonnegyedik	ˈhusonːɛɟɛdik
huszonnyolc	ˈhusoɲːolt͡s
huszonnyolcadik	ˈhusoɲːolt͡sɒdik
huszonöt	ˈhusonøt
huszonötödik	ˈhusonøtødik
huta	ˈhutɒ
húz	ˈhuːz
húz-halaszt	ˈhuːshɒlɒst
huzal	ˈhuzɒl
huzalok	ˈhuzɒlok
huzam	ˈhuzɒm
huzamban	ˈhuzɒmbɒn
huzat	ˈhuzɒt
húzat	ˈhuːzɒt
huzatok	ˈhuzɒtok
huzatos	ˈhuzɒtoʃ
húzkod	ˈhuːskod
húzni	ˈhuːzni
húzó	ˈhuːzoː
húzódik	ˈhuːzoːdik
húzódó	ˈhuːzoːdoː
húzók	ˈhuːzoːk
húzza	ˈhuːzːɒ
hő	ˈhøː
hőguta	ˈhøːɡutɒ
hők	ˈhøːk
hölgy	ˈhølɟ
hölgyek	ˈhølɟɛk
hölgyemény	ˈhølɟɛmeːɲ
hölgyemények	ˈhølɟɛmeːɲɛk
hölgyet	ˈhølɟɛt
hőmérséklet	ˈhøːmeːrʃeːklɛt
hőmérsékletek	ˈhøːmeːrʃeːklɛtɛk
hőmérő	ˈhøːmeːrøː
hőmérők	ˈhøːmeːrøːk
hömpölyög	ˈhømpøjøɡ
hörcsög	ˈhørt͡ʃøɡ
hörcsögök	ˈhørt͡ʃøɡøk
hörgő	ˈhørɡøː
hörgők	ˈhørɡøːk
hörgőt	ˈhørɡøːt
hős	ˈhøːʃ
hőse	ˈhøːʃɛ
hőség	ˈhøːʃeːɡ
hősi	ˈhøːʃi
hősies	ˈhøːʃiʲɛʃ
hősnő	ˈhøːʃnøː
hősnők	ˈhøːʃnøːk
hőssé	ˈhøːʃːeː
hősugárzó	ˈhøːʃuɡaːrzoː
hősugárzók	ˈhøːʃuɡaːrzoːk
hősöd	ˈhøːʃød
hősök	ˈhøːʃøk
hőtan	ˈhøːtɒn
hővezetés	ˈhøːvɛzɛteːʃ
hű	ˈhyː
hücpe	ˈhyt͡spɛ
hűen	ˈhyːɛn
hűha	ˈhyːɦɒ
hűl	ˈhyːl
hüledezik	ˈhylɛdɛzik
hüllő	ˈhylːøː
hüllők	ˈhylːøːk
hülye	ˈhyjɛ
hülyék	ˈhyjeːk
hülyének	ˈhyjeːnɛk
hülyeség	ˈhyjɛʃeːɡ
hülyeséget	ˈhyjɛʃeːɡɛt
hülyéskedik	ˈhyjeːʃkɛdik
hüpnosz	ˈhypnos
hüppög	ˈhypːøɡ
hűs	ˈhyːʃ
hűség	ˈhyːʃeːɡ
hűséges	ˈhyːʃeːɡɛʃ
hűsöl	ˈhyːʃøl
hűt	ˈhyːt
hűtlen	ˈhyːtlɛn
hűtlenség	ˈhyːtlɛnʃeːɡ
hűtő	ˈhyːtøː
hűtők	ˈhyːtøːk
hűtőmágnes	ˈhyːtøːmaːɡnɛʃ
hűtőszekrény	ˈhyːtøːsɛkreːɲ
hűtőszekrények	ˈhyːtøːsɛkreːɲɛk
hűtőtáska	ˈhyːtøːtaːʃkɒ
hűtőtáskák	ˈhyːtøːtaːʃkaːk
hüvely	ˈhyvɛj
hüvelyek	ˈhyvɛjɛk
hüvelyk	ˈhyvɛjk
hüvelykek	ˈhyvɛjkɛk
hüvelykujj	ˈhyvɛjkujː
hüvelykujjak	ˈhyvɛjkujːɒk
hűvös	ˈhyːvøʃ
hűvösebb	ˈhyːvøʃɛbː
í	ˈiː
iá	ˈiˌaː
iaszón	ˈjɒsoːn
ibolya	ˈibojɒ
ibolya	ˈibojɒ
ibolyák	ˈibojaːk
ibrik	ˈibrik
ibrike	ˈibrikɛ
ibriked	ˈibrikɛd
ibrikeik	ˈibrikɛʲik
ibrikeink	ˈibrikɛʲiŋk
ibrikeitek	ˈibrikɛʲitɛk
ibrikek	ˈibrikɛk
ibrikem	ˈibrikɛm
ibriketek	ˈibrikɛtɛk
ibrikük	ˈibrikyk
ibrikünk	ˈibrikyŋk
id.	ˈidøːʒb
id.	ˈidøːʃɛbː
ida	ˈidɒ
ide	ˈidɛ
ide-oda	ˈidɛodɒ
idea	ˈidɛɒ
idead	ˈidɛɒd
ideák	ˈidɛaːk
ideál	ˈidɛaːl
ideális	ˈidɛaːliʃ
ideálisabb	ˈidɛaːliʃɒbː
ideálisak	ˈidɛaːliʃɒk
ideálisat	ˈidɛaːliʃɒt
ideálist	ˈidɛaːliʃt
idealizál	ˈidɛɒlizaːl
ideértve	ˈidɛʲeːrtvɛ
ideg	ˈidɛɡ
idegek	ˈidɛɡɛk
idegen	ˈidɛɡɛn
idegenek	ˈidɛɡɛnɛk
idegenforgalmi	ˈidɛɡɛɱforɡɒlmi
idegenforgalom	ˈidɛɡɛɱforɡɒlom
idegenlégiós	ˈidɛɡɛnleːɡiʲoːʃ
idegenlégiósok	ˈidɛɡɛnleːɡiʲoːʃok
idegennyelv-oktatás	ˈidɛɡɛɲːɛlvoktɒtaːʃ
idegenvezető	ˈidɛɡɛɱvɛzɛtøː
idegenvezetők	ˈidɛɡɛɱvɛzɛtøːk
ideges	ˈidɛɡɛʃ
idegesebb	ˈidɛɡɛʃɛbː
idegesít	ˈidɛɡɛʃiːt
idegesítő	ˈidɛɡɛʃiːtøː
idegesség	ˈidɛɡɛʃːeːɡ
idegességek	ˈidɛɡɛʃːeːɡɛk
ideggyógyász	ˈidɛɡɟoːɟaːs
ideggyógyászat	ˈidɛɡɟoːɟaːsɒt
ideggyógyászok	ˈidɛɡɟoːɟaːsok
idegklinika	ˈidɛkːlinikɒ
idegklinikák	ˈidɛkːlinikaːk
idegorvos	ˈidɛɡorvoʃ
idegorvosok	ˈidɛɡorvoʃok
idegrendszer	ˈidɛɡrɛntsɛr
idegroham	ˈidɛɡroɦɒm
idegrohamok	ˈidɛɡroɦɒmok
idegsejt	ˈidɛkʃɛjt
idegsejtek	ˈidɛkʃɛjtɛk
idegösszeomlás	ˈidɛɡøsːɛomlaːʃ
idegösszeomlások	ˈidɛɡøsːɛomlaːʃok
idehaza	ˈidɛɦɒzɒ
idei	ˈidɛʲi
ideig	ˈidɛʲiɡ
ideiglenes	ˈidɛʲiɡlɛnɛʃ
ideiglenesebben	ˈidɛʲiɡlɛnɛʃɛbːɛn
ideiglenesen	ˈidɛʲiɡlɛnɛʃɛn
ideiglenesség	ˈidɛʲiɡlɛnɛʃːeːɡ
ideír	ˈidɛʲiːr
ideje	ˈidɛjɛ
idejében	ˈidɛjeːbɛn
idején	ˈidɛjeːn
idejére	ˈidɛjeːrɛ
idejük	ˈidɛjyk
ideküld	ˈidɛkyld
idempotencia	ˈidɛmpotɛnt͡siʲɒ
idén	ˈideːn
identifikáció	ˈidɛntifikaːt͡siʲoː
identifikációk	ˈidɛntifikaːt͡siʲoːk
identitás	ˈidɛntitaːʃ
identitások	ˈidɛntitaːʃok
idény	ˈideːɲ
idények	ˈideːɲɛk
ideológia	ˈidɛoloːɡiʲɒ
ideológiai	ˈidɛoloːɡiʲɒʲi
idétlen	ˈideːtlɛn
idétlenkedés	ˈideːtlɛŋkɛdeːʃ
idétlenkedik	ˈideːtlɛŋkɛdik
idéz	ˈideːz
idézet	ˈideːzɛt
idézetek	ˈideːzɛtɛk
idézettel	ˈideːzɛtːɛl
idéző	ˈideːzøː
idézőjel	ˈideːzøːjɛl
idézőjelek	ˈideːzøːjɛlɛk
idióma	ˈidiʲoːmɒ
idiómák	ˈidiʲoːmaːk
idióta	ˈidiʲoːtɒ
idom	ˈidom
idomok	ˈidomok
idomtalan	ˈidomtɒlɒn
idő	ˈidøː
időbe	ˈidøːbɛ
időbeli	ˈidøːbɛli
időben	ˈidøːbɛn
időbeosztás	ˈidøːbɛostaːʃ
időből	ˈidøːbøːl
időd	ˈidøːd
időgazdálkodás	ˈidøːɡɒzdaːlkodaːʃ
időgép	ˈidøːɡeːp
időgépek	ˈidøːɡeːpɛk
időhiány	ˈidøːɦiʲaːɲ
időhúzás	ˈidøːɦuːzaːʃ
időhöz	ˈidøːɦøz
időig	ˈidøːʲiɡ
időigényes	ˈidøːʲiɡeːɲɛʃ
időintervallum	ˈidøːʲintɛrvɒlːum
időjárás	ˈidøːjaːraːʃ
időjárás-jelentés	ˈidøːjaːraːʃjɛlɛnteːʃ
időjárási	ˈidøːjaːraːʃi
időjárások	ˈidøːjaːraːʃok
idők	ˈidøːk
időkapszula	ˈidøːkɒpsulɒ
időkbe	ˈidøːɡbɛ
időkben	ˈidøːɡbɛn
időkből	ˈidøːɡbøːl
időket	ˈidøːkɛt
időkhöz	ˈidøːkhøz
időkkel	ˈidøːkːɛl
időknek	ˈidøːknɛk
időknél	ˈidøːkneːl
időkre	ˈidøːkrɛ
időkről	ˈidøːkrøːl
időktől	ˈidøːktøːl
időkön	ˈidøːkøn
időköz	ˈidøːkøz
időközben	ˈidøːkøzbɛn
időközönként	ˈidøːkøzøŋkeːnt
időm	ˈidøːm
időn	ˈidøːn
időnek	ˈidøːnɛk
időnél	ˈidøːneːl
időnk	ˈidøːŋk
időnként	ˈidøːŋkeːnt
időnkénti	ˈidøːŋkeːnti
időpont	ˈidøːpont
időpontban	ˈidøːpondbɒn
időpontja	ˈidøːpoɲcɒ
időpontjában	ˈidøːpoɲcaːbɒn
időpontját	ˈidøːpoɲcaːt
időpontok	ˈidøːpontok
időpontot	ˈidøːpontot
időre	ˈidøːrɛ
időrend	ˈidøːrɛnd
időrendi	ˈidøːrɛndi
időről	ˈidøːrøːl
idős	ˈidøːʃ
idősb	ˈidøːʒb
idősebb	ˈidøːʃɛbː
idősebbek	ˈidøːʃɛbːɛk
idősek	ˈidøːʃɛk
időszak	ˈidøːsɒk
időszaka	ˈidøːsɒkɒ
időszakban	ˈidøːsɒɡbɒn
időszaki	ˈidøːsɒki
időszakok	ˈidøːsɒkok
időszakokban	ˈidøːsɒkoɡbɒn
időszakokra	ˈidøːsɒkokrɒ
időszakos	ˈidøːsɒkoʃ
időszakot	ˈidøːsɒkot
időszakra	ˈidøːsɒkrɒ
időszámítás	ˈidøːsaːmiːtaːʃ
időszámítások	ˈidøːsaːmiːtaːʃok
időszerű	ˈidøːsɛryː
időszerűen	ˈidøːsɛryːɛn
időszerűség	ˈidøːsɛryːʃeːɡ
időszerűtlen	ˈidøːsɛryːtlɛn
időszerűtlenség	ˈidøːsɛryːtlɛnʃeːɡ
idősödik	ˈidøːʃødik
időt	ˈidøːt
időtartam	ˈidøːtɒrtɒm
időtartama	ˈidøːtɒrtɒmɒ
időtartamra	ˈidøːtɒrtɒmrɒ
időtlen	ˈidøːtlɛn
időtlenség	ˈidøːtlɛnʃeːɡ
időtök	ˈidøːtøk
időtől	ˈidøːtøːl
időtöltés	ˈidøːtølteːʃ
idővel	ˈidøːvɛl
időz	ˈidøːz
időzik	ˈidøːzik
időzít	ˈidøːziːt
időzítés	ˈidøːziːteːʃ
időzítések	ˈidøːziːteːʃɛk
időzítő	ˈidøːziːtøː
időzítők	ˈidøːziːtøːk
időzóna	ˈidøːzoːnɒ
ifj.	ˈifjɒbː
ifjú	ˈifjuː
ifjúság	ˈifjuːʃaːɡ
ifjúsági	ˈifjuːʃaːɡi
iga	ˈiɡɒ
igák	ˈiɡaːk
igaz	ˈiɡɒz
igaza	ˈiɡɒzɒ
igazabb	ˈiɡɒzɒbː
igazából	ˈiɡɒzaːboːl
igazad	ˈiɡɒzɒd
igazak	ˈiɡɒzɒk
igazán	ˈiɡɒzaːn
igazat	ˈiɡɒzɒt
igazgat	ˈiɡɒzɡɒt
igazgatás	ˈiɡɒzɡɒtaːʃ
igazgatási	ˈiɡɒzɡɒtaːʃi
igazgató	ˈiɡɒzɡɒtoː
igazgatói	ˈiɡɒzɡɒtoːʲi
igazgatója	ˈiɡɒzɡɒtoːjɒ
igazgatók	ˈiɡɒzɡɒtoːk
igazgatóság	ˈiɡɒzɡɒtoːʃaːɡ
igazgatótanács	ˈiɡɒzɡɒtoːtɒnaːt͡ʃ
igazgatótanácsok	ˈiɡɒzɡɒtoːtɒnaːt͡ʃok
igazi	ˈiɡɒzi
igazít	ˈiɡɒziːt
igazol	ˈiɡɒzol
igazolás	ˈiɡɒzolaːʃ
igazolások	ˈiɡɒzolaːʃok
igazolást	ˈiɡɒzolaːʃt
igazolni	ˈiɡɒzolni
igazoló	ˈiɡɒzoloː
igazolt	ˈiɡɒzolt
igazolvány	ˈiɡɒzolvaːɲ
igazolványkép	ˈiɡɒzolvaːɲkeːp
igazolványok	ˈiɡɒzolvaːɲok
igazság	ˈiɡɒʃːaːɡ
igazságok	ˈiɡɒʃːaːɡok
igazságos	ˈiɡɒʃːaːɡoʃ
igazságosság	ˈiɡɒʃːaːɡoʃːaːɡ
igazságosságok	ˈiɡɒʃːaːɡoʃːaːɡok
igazságot	ˈiɡɒʃːaːɡot
igazságszolgáltatás	ˈiɡɒʃːaːksolɡaːltɒtaːʃ
igazságtalan	ˈiɡɒʃːaːktɒlɒn
igazságtalanabb	ˈiɡɒʃːaːktɒlɒnɒbː
igazságtalanabbul	ˈiɡɒʃːaːktɒlɒnɒbːul
igazságtalanul	ˈiɡɒʃːaːktɒlɒnul
igazságügyi	ˈiɡɒʃːaːɡyɟi
igazságügyiek	ˈiɡɒʃːaːɡyɟiʲɛk
ige	ˈiɡɛ
igéből	ˈiɡeːbøːl
igehirdetés	ˈiɡɛɦirdɛteːʃ
igeidő	ˈiɡɛʲidøː
igék	ˈiɡeːk
igéket	ˈiɡeːkɛt
igekötő	ˈiɡɛkøtøː
igekötők	ˈiɡɛkøtøːk
igemód	ˈiɡɛmoːd
igemódok	ˈiɡɛmoːdok
igen	ˈiɡɛn
igen-igen	ˈiɡɛniɡɛn
igenbe	ˈiɡɛmbɛ
igenben	ˈiɡɛmbɛn
igenből	ˈiɡɛmbøːl
igencsak	ˈiɡɛnt͡ʃɒk
igenek	ˈiɡɛnɛk
igének	ˈiɡeːnɛk
igenekbe	ˈiɡɛnɛɡbɛ
igenekben	ˈiɡɛnɛɡbɛn
igenekből	ˈiɡɛnɛɡbøːl
igeneken	ˈiɡɛnɛkɛn
igenekért	ˈiɡɛnɛkeːrt
igeneket	ˈiɡɛnɛkɛt
igenekhez	ˈiɡɛnɛkhɛz
igenekig	ˈiɡɛnɛkiɡ
igenekké	ˈiɡɛnɛkːeː
igenekkel	ˈiɡɛnɛkːɛl
igenekként	ˈiɡɛnɛkːeːnt
igeneknek	ˈiɡɛnɛknɛk
igeneknél	ˈiɡɛnɛkneːl
igenekre	ˈiɡɛnɛkrɛ
igenekről	ˈiɡɛnɛkrøːl
igenektől	ˈiɡɛnɛktøːl
igenen	ˈiɡɛnɛn
igenért	ˈiɡɛneːrt
igenév	ˈiɡɛneːv
igenevek	ˈiɡɛnɛvɛk
igenévszó	ˈiɡɛneːfsoː
igenhez	ˈiɡɛnɦɛz
igenig	ˈiɡɛniɡ
igenis	ˈiɡɛniʃ
igenként	ˈiɡɛŋkeːnt
igenné	ˈiɡɛnːeː
igennek	ˈiɡɛnːɛk
igennel	ˈiɡɛnːɛl
igennél	ˈiɡɛnːeːl
igénnyel	ˈiɡeːɲːɛl
igenre	ˈiɡɛnrɛ
igenről	ˈiɡɛnrøːl
igent	ˈiɡɛnt
igentől	ˈiɡɛntøːl
igény	ˈiɡeːɲ
igénybe	ˈiɡeːɲbɛ
igénye	ˈiɡeːɲɛ
igényei	ˈiɡeːɲɛʲi
igényeihez	ˈiɡeːɲɛʲiɦɛz
igényeinek	ˈiɡeːɲɛʲinɛk
igényeit	ˈiɡeːɲɛʲit
igények	ˈiɡeːɲɛk
igényeket	ˈiɡeːɲɛkɛt
igényeknek	ˈiɡeːɲɛknɛk
igényel	ˈiɡeːɲɛl
igényelhető	ˈiɡeːɲɛlɦɛtøː
igényes	ˈiɡeːɲɛʃ
igényesebb	ˈiɡeːɲɛʃɛbː
igényesen	ˈiɡeːɲɛʃɛn
igényét	ˈiɡeːɲeːt
igényt	ˈiɡeːɲt
igénytelen	ˈiɡeːɲtɛlɛn
ígér	ˈiːɡeːr
ígéret	ˈiːɡeːrɛt
ígéretek	ˈiːɡeːrɛtɛk
ígéretes	ˈiːɡeːrɛtɛʃ
ígéretet	ˈiːɡeːrɛtɛt
ígéri	ˈiːɡeːri
ígérkezik	ˈiːɡeːrkɛzik
igeszemlélet	ˈiɡɛsɛmleːlɛt
igéz	ˈiɡeːz
ignác	ˈiɡnaːt͡s
ignorál	ˈiɡnoraːl
igric	ˈiɡrit͡s
így	ˈiːɟ
igyekezet	ˈiɟɛkɛzɛt
igyekezetek	ˈiɟɛkɛzɛtɛk
igyekezett	ˈiɟɛkɛzɛtː
igyekezik	ˈiɟɛkɛzik
igyekszik	ˈiɟɛksik
ihat	ˈiɦɒt
ihatatlan	ˈiɦɒtɒtlɒn
ihatatlanabb	ˈiɦɒtɒtlɒnɒbː
iható	ˈiɦɒtoː
ihin	ˈihin
ihlet	ˈixlɛt
íj	ˈiːj
íjak	ˈiːjɒk
íjász	ˈiːjaːs
íjászat	ˈiːjaːsɒt
íjászatok	ˈiːjaːsɒtok
íjászok	ˈiːjaːsok
ijedt	ˈijɛtː
ijedtség	ˈijɛt͡ʃːeːɡ
ijedtségek	ˈijɛt͡ʃːeːɡɛk
ijeszt	ˈijɛst
ijeszteni	ˈijɛstɛni
ijesztő	ˈijɛstøː
ikarosz	ˈikɒros
iker	ˈikɛr
ikerablak	ˈikɛrɒblɒk
ikerablakok	ˈikɛrɒblɒkok
ikerítés	ˈikɛriːteːʃ
ikerszó	ˈikɛrsoː
ikon	ˈikon
ikonok	ˈikonok
ikozaéder	ˈikozɒʲeːdɛr
ikra	ˈikrɒ
ikrek	ˈikrɛk
ikrek	ˈikrɛk
iktat	ˈiktɒt
ildi	ˈildi
ildike	ˈildikɛ
ildikó	ˈildikoː
ill.	ˈilːɛtvɛ
illat	ˈilːɒt
illata	ˈilːɒtɒ
illatos	ˈilːɒtoʃ
illatosabb	ˈilːɒtoʃɒbː
illatszer	ˈilːɒtsɛr
illatszerbolt	ˈilːɒtsɛrbolt
illatszerboltok	ˈilːɒtsɛrboltok
illatszerek	ˈilːɒtsɛrɛk
illegális	ˈilːɛɡaːliʃ
illékony	ˈilːeːkoɲ
illés	ˈilːeːʃ
illeszkedik	ˈilːɛskɛdik
illeszt	ˈilːɛst
illesztő	ˈilːɛstøː
illesztőprogram	ˈilːɛstøːproɡrɒm
illet	ˈilːɛt
illeték	ˈilːɛteːk
illetékek	ˈilːɛteːkɛk
illetékes	ˈilːɛteːkɛʃ
illetékesség	ˈilːɛteːkɛʃːeːɡ
illetéktelen	ˈilːɛteːktɛlɛn
illetéktelenek	ˈilːɛteːktɛlɛnɛk
illeti	ˈilːɛti
illetlen	ˈilːɛtlɛn
illetmény	ˈilːɛtmeːɲ
illetmények	ˈilːɛtmeːɲɛk
illetve	ˈilːɛtvɛ
illető	ˈilːɛtøː
illetően	ˈilːɛtøːɛn
illetőleg	ˈilːɛtøːlɛɡ
illik	ˈilːik
illó	ˈilːoː
illóolaj	ˈilːoːolɒj
illusztráció	ˈilːustraːt͡siʲoː
illusztrációk	ˈilːustraːt͡siʲoːk
illusztrátor	ˈilːustraːtor
illúzió	ˈilːuːziʲoː
illúziókba	ˈilːuːziʲoːɡbɒ
illyés	ˈijːeːʃ
illő	ˈilːøː
ilma	ˈilmɒ
ilona	ˈilonɒ
ily	ˈij
ilyen	ˈijɛn
ilyenbe	ˈijɛmbɛ
ilyenben	ˈijɛmbɛn
ilyenből	ˈijɛmbøːl
ilyenek	ˈijɛnɛk
ilyenekbe	ˈijɛnɛɡbɛ
ilyenekben	ˈijɛnɛɡbɛn
ilyenekből	ˈijɛnɛɡbøːl
ilyeneken	ˈijɛnɛkɛn
ilyenekért	ˈijɛnɛkeːrt
ilyeneket	ˈijɛnɛkɛt
ilyenekhez	ˈijɛnɛkhɛz
ilyenekig	ˈijɛnɛkiɡ
ilyenekké	ˈijɛnɛkːeː
ilyenekkel	ˈijɛnɛkːɛl
ilyenekként	ˈijɛnɛkːeːnt
ilyeneknek	ˈijɛnɛknɛk
ilyeneknél	ˈijɛnɛkneːl
ilyenekre	ˈijɛnɛkrɛ
ilyenekről	ˈijɛnɛkrøːl
ilyenektől	ˈijɛnɛktøːl
ilyenen	ˈijɛnɛn
ilyenért	ˈijɛneːrt
ilyenhez	ˈijɛnɦɛz
ilyenig	ˈijɛniɡ
ilyenként	ˈijɛŋkeːnt
ilyenkor	ˈijɛŋkor
ilyenné	ˈijɛnːeː
ilyennek	ˈijɛnːɛk
ilyennel	ˈijɛnːɛl
ilyennél	ˈijɛnːeːl
ilyenre	ˈijɛnrɛ
ilyenről	ˈijɛnrøːl
ilyent	ˈijɛnt
ilyentől	ˈijɛntøːl
ilyesmi	ˈijɛʃmi
ilyesmit	ˈijɛʃmit
ilyet	ˈijɛt
ím	ˈiːm
ima	ˈimɒ
imád	ˈimaːd
imádás	ˈimaːdaːʃ
imádások	ˈimaːdaːʃok
imádja	ˈimaːɟːɒ
imádkozik	ˈimaːtkozik
imádkozzunk	ˈimaːtkozːuŋk
imádni	ˈimaːdni
imádnivaló	ˈimaːdnivɒloː
imádó	ˈimaːdoː
imádom	ˈimaːdom
imádság	ˈimaːt͡ʃːaːɡ
imádságok	ˈimaːt͡ʃːaːɡok
imaginárius	ˈimɒɡinaːriʲuʃ
imák	ˈimaːk
imám	ˈimaːm
imamalom	ˈimɒmɒlom
imámok	ˈimaːmok
imazsámoly	ˈimɒʒaːmoj
imbolyog	ˈimbojoɡ
íme	ˈiːmɛ
imént	ˈimeːnt
immanens	ˈimːɒnɛnʃ
immár	ˈimːaːr
immáron	ˈimːaːron
immobilizál	ˈimːobilizaːl
immunhiány	ˈimːunɦiʲaːɲ
immunrendszer	ˈimːunrɛntsɛr
imperializmus	ˈimpɛriʲɒlizmuʃ
implikáció	ˈimplikaːt͡siʲoː
implikációk	ˈimplikaːt͡siʲoːk
import	ˈimport
importál	ˈimportaːl
importálás	ˈimportaːlaːʃ
importőr	ˈimportøːr
importőrök	ˈimportøːrøk
impozáns	ˈimpozaːnʃ
impregnál	ˈimprɛɡnaːl
impresszárió	ˈimprɛsːaːriʲoː
impresszáriók	ˈimprɛsːaːriʲoːk
impresszionista	ˈimprɛsːiʲoniʃtɒ
impresszionizmus	ˈimprɛsːiʲonizmuʃ
impresszum	ˈimprɛsːum
impresszumok	ˈimprɛsːumok
imprimatúra	ˈimprimɒtuːrɒ
imprimatúrák	ˈimprimɒtuːraːk
improvizáció	ˈimprovizaːt͡siʲoː
improvizációk	ˈimprovizaːt͡siʲoːk
improvizációs	ˈimprovizaːt͡siʲoːʃ
improvizál	ˈimprovizaːl
impulzusnyomaték	ˈimpulzuʃɲomɒteːk
imre	ˈimrɛ
ín	ˈiːn
ina	ˈinɒ
inába	ˈinaːbɒ
inak	ˈinɒk
inas	ˈinɒʃ
inasok	ˈinɒʃok
indexel	ˈindɛksɛl
indexkép	ˈindɛkskeːp
india	ˈindiʲɒ
indiai	ˈindiʲɒʲi
indiai-óceán	ˈindiʲɒʲioːt͡sɛaːn
indiaiak	ˈindiʲɒʲiʲɒk
indián	ˈindiʲaːn
indiánok	ˈindiʲaːnok
indifferens	ˈindifːɛrɛnʃ
indigó	ˈindiɡoː
indikátor	ˈindikaːtor
indikátorok	ˈindikaːtorok
indiszkréció	ˈindiskreːt͡siʲoː
indiszkréciók	ˈindiskreːt͡siʲoːk
indiszkrét	ˈindiskreːt
indít	ˈindiːt
indítani	ˈindiːtɒni
indítás	ˈindiːtaːʃ
indíték	ˈindiːteːk
indítékok	ˈindiːteːkok
indíthat	ˈindiːthɒt
indító	ˈindiːtoː
indította	ˈindiːtotːɒ
indítvány	ˈindiːtvaːɲ
indítványok	ˈindiːtvaːɲok
indium	ˈindiʲum
indiumok	ˈindiʲumok
individualizmus	ˈindividuɒlizmuʃ
indoeurópai	ˈindoɛuroːpɒʲi
indok	ˈindok
indoklás	ˈindoklaːʃ
indokol	ˈindokol
indokolatlan	ˈindokolɒtlɒn
indokolta	ˈindokoltɒ
indonéz	ˈindoneːz
indonézia	ˈindoneːziʲɒ
indukál	ˈindukaːl
indukció	ˈindukt͡siʲoː
indukciók	ˈindukt͡siʲoːk
induktív	ˈinduktiːv
indul	ˈindul
indulás	ˈindulaːʃ
indulások	ˈindulaːʃok
indulat	ˈindulɒt
indulatok	ˈindulɒtok
indulatos	ˈindulɒtoʃ
indulatszó	ˈindulɒtsoː
indulnak	ˈindulnɒk
indulni	ˈindulni
induló	ˈinduloː
indulok	ˈindulok
indulók	ˈinduloːk
indult	ˈindult
indultál	ˈindultaːl
indultam	ˈindultɒm
indus	ˈinduʃ
indus	ˈinduʃ
infantilis	ˈiɱfɒntiliʃ
infarktus	ˈiɱfɒrktuʃ
infarktusok	ˈiɱfɒrktuʃok
infekció	ˈiɱfɛkt͡siʲoː
infekciók	ˈiɱfɛkt͡siʲoːk
infláció	ˈiɱflaːt͡siʲoː
inflációellenes	ˈiɱflaːt͡siʲoːɛlːɛnɛʃ
inflációk	ˈiɱflaːt͡siʲoːk
inflációs	ˈiɱflaːt͡siʲoːʃ
influenza	ˈiɱfluɛnzɒ
infó	ˈiɱfoː
infografika	ˈiɱfoɡrɒfikɒ
információ	ˈiɱformaːt͡siʲoː
információelmélet	ˈiɱformaːt͡siʲoːɛlmeːlɛt
információelméletek	ˈiɱformaːt͡siʲoːɛlmeːlɛtɛk
információért	ˈiɱformaːt͡siʲoːʲeːrt
információhoz	ˈiɱformaːt͡siʲoːɦoz
információk	ˈiɱformaːt͡siʲoːk
információkat	ˈiɱformaːt͡siʲoːkɒt
információkért	ˈiɱformaːt͡siʲoːkeːrt
információkhoz	ˈiɱformaːt͡siʲoːkhoz
információkkal	ˈiɱformaːt͡siʲoːkːɒl
információknak	ˈiɱformaːt͡siʲoːknɒk
információnak	ˈiɱformaːt͡siʲoːnɒk
információs	ˈiɱformaːt͡siʲoːʃ
információt	ˈiɱformaːt͡siʲoːt
információval	ˈiɱformaːt͡siʲoːvɒl
informál	ˈiɱformaːl
informális	ˈiɱformaːliʃ
informálisabb	ˈiɱformaːliʃɒbː
informált	ˈiɱformaːlt
informatika	ˈiɱformɒtikɒ
informatikai	ˈiɱformɒtikɒʲi
informatikus	ˈiɱformɒtikuʃ
informatikusok	ˈiɱformɒtikuʃok
informatív	ˈiɱformɒtiːv
infót	ˈiɱfoːt
infrastruktúra	ˈiɱfrɒʃtruktuːrɒ
infrastruktúrák	ˈiɱfrɒʃtruktuːraːk
infrastrukturális	ˈiɱfrɒʃtrukturaːliʃ
infrastruktúránk	ˈiɱfrɒʃtruktuːraːŋk
infravörös	ˈiɱfrɒvørøʃ
infúzió	ˈiɱfuːziʲoː
infúziók	ˈiɱfuːziʲoːk
ing	ˈiŋɡ
inga	ˈiŋɡɒ
ingadozik	ˈiŋɡɒdozik
ingák	ˈiŋɡaːk
ingat	ˈiŋɡɒt
ingatlan	ˈiŋɡɒtlɒn
ingatlanok	ˈiŋɡɒtlɒnok
ingatlant	ˈiŋɡɒtlɒnt
