アイアイ	ai-ai
バードウオッチング	bādouotchingu
ハードカバー	hādokabā
ハードトップ	hādotoppu
ハードル	hādoru
バーナー	bānā
バーニング	bāningu
バーバンク	bābanku
ハーバード	hābādo
ハーフ	hāfu
ハーフミラー	hāfu-mirā
ハーブ	hābu
バーブーダ	bābūda
ハープ	hāpu
ハープーン	hāpūn
バーベキュー	bābekyū
バーベル	bāberu
バーボン	bābon
パーマ	pāma
パーマネント	pāmanento
バーマン	bāman
バーミーズ	bāmīzu
バーミューダ	bāmyūda
バーミンガム	bāmingamu
バーミングハム	bāminguhamu
バームクーヘン	bāmukūhen
パームトップ	pāmutoppu
ハーメルン	hāmerun
ハーモニー	hāmonī
ハーモニカ	hāmonika
バーモント	bāmonto
バーラタ	bārata
バーリン	bārin
バアル	baaru
パール	pāru
パールミルクティー	pārumirukutī
ハールレム	hāruremu
バーレーン	bārēn
ハーレム	hāremu
バーレル	bāreru
パーレン	pāren
バーロ	bāro
バーロー	bārō
ハイ	hai
バイ	bai
パイ	pai
バイアスロン	baiasuron
バイエルン	baierun
バイオインフォマティクス	baioinfomatikusu
パイオニア	paionia
バイオハザード	baiohazādo
バイオマス	baiomasu
バイオリン	baiorin
パイカ	paika
バイカル	baikaru
ハイキング	haikingu
バイキング	baikingu
バイク	baiku
バイコヌール	baikonūru
パイズリ	paizuri
パイセン	paisen
ハイセンス	haisensu
ハイソ	haiso
バイソン	baison
ハイツ	haitsu
ハイテク	haiteku
ハイテンション	haitenshon
バイト	baito
パイナップル	painappuru
バイノーラル	bainōraru
バイバイ	baibai
バイパス	baipasu
パイパン	paipan
ハイパーインフレーション	haipāinfurēshon
ハイビジョン	haibijon
ハイビスカス	haibisukasu
ハイフネーション	haifunēshon
ハイフン	haifun
バイブ	baibu
バイブル	baiburu
バイブレータ	baiburēta
バイブレーター	baiburētā
パイプ	paipu
パイプカット	paipukatto
パイプライン	paipurain
ハイライト	hairaito
バイラス	bairasu
バイラル	bairaru
バイロケーション	bairokēshon
パイロット	pairotto
パイロン	pairon
パインアップル	pain'appuru
パイント	painto
パインナップル	painnappuru
ハインリヒ	hainrihi
ハウス	hausu
パウダー	paudā
バウムクーヘン	baumukūhen
パウロ	pauro
ハエ	hae
ハエドクソウ	haedokusō
パエリア	paeria
パオ	pao
パオズ	paozu
バオバブ	baobabu
バカ	baka
バカップル	bakappuru
バカンス	bakansu
パキスタン	pakisutan
ハキリアリ	hakiriari
ハギ	hagi
バギナ	bagina
バク	baku
バクー	bakū
ハクション	hakushon
パクチー	pakuchī
ハクチョウ	hakuchō
パクツイ	pakutsui
バクテリア	bakuteria
ハクトウオウ	hakutōō
ハクトウワシ	hakutōwashi
パクパク	pakupaku
ハクビシン	hakubishin
バクラヴァ	bakurava
パクリ	pakuri
ハクレン	hakuren
ハグ	hagu
バグ	bagu
パグ	pagu
バグダッド	bagudaddo
バグダード	bagudādo
バグパイプ	bagupaipu
パケット	paketto
バケツ	baketsu
バゲット	bagetto
ハゲワシ	hagewashi
ハコベ	hakobe
ハコベラ	hakobera
パサパサ	pasapasa
ハサミムシ	hasamimushi
パサルガダエ	pasarugadae
バザー	bazā
ハシゴ	hashigo
ハシビロコウ	hashibirokō
バショウ	bashō
バシリカ	bashirika
バシリスク	bashirisuku
パジャマ	pajama
バジル	bajiru
バス	basu
パス	pasu
バスーン	basūn
ハスカップ	hasukappu
パスカル	pasukaru
ハスキー	hasukī
バスクラリネット	basukurarinetto
バスケ	basuke
バスケット	basuketto
バスケットボール	basukettobōru
パスタ	pasuta
バスタオル	basutaoru
バステール	basutēru
パステル	pasuteru
バスト	basuto
バストアップ	basuto-appu
バストランド	basutorando
パスポート	pasupōto
バスマット	basumatto
バスマティ	basumati
パスワード	pasuwādo
ハズ	hazu
パズル	pazuru
バズワード	bazuwādo
バセットホルン	basettohorun
バセテール	basetēru
パセリ	paseri
バセンジー	basenjī
パソコン	pasokon
ハタ	hata
バター	batā
バターミルク	batāmiruku
パターン	patān
ハタハタ	hatahata
バタフライ	batafurai
パタンナー	patannā
バチ	bachi
バチカン	bachikan
ハチクイ	hachikui
バチスカーフ	bachisukāfu
ハチスズメ	hachisuzume
バチスト	bachisuto
パチスロ	pachisuro
ハチドリ	hachidori
パチパチ	pachipachi
ハチミツ	hachimitsu
パチンコ	pachinko
パッ	pa'
ハッカ	hakka
ハッカー	hakkā
ハッキリ	hakkiri
バッキンガム	bakkingamu
バッキング	bakkingu
ハック	hakku
バック	bakku
パック	pakku
バックアップ	bakkuappu
バックギャモン	bakkugyamon
バックシャン	bakkushan
バックブリーカー	bakkuburīkā
バックラッシュ	bakkurasshu
バックル	bakkuru
バッグ	baggu
バッグパイプ	baggupaipu
パッケージ	pakkēji
ハッシュタグ	hasshutagu
パッシング	passhingu
ハッジ	hajji
バッジ	bajji
バッスル	bassuru
バッタ	batta
バッター	battā
パッチム	patchimu
バッツマン	battsuman
パッツン	pattsun
バッテラ	battera
バッテリー	batterī
ハット	hatto
バット	batto
バットマン	battoman
パッド	paddo
バッハ	bahha
ハッピー	happī
バッファロー	baffarō
ハツカウサギ	hatsukausagi
ハツカネズミ	hatsukanezumi
パツキン	patsukin
パテ	pate
パティーン	patīn
バティカン	batikan
パティシェ	patishe
パティシエ	patishie
ハト	hato
パトカー	patokā
ハトシ	hatoshi
バトマン	batoman
パトリック	patorikku
バトル	batoru
パトロール	patorōru
バトン	baton
バドミントン	badominton
ハドル	hadoru
パドル	padoru
バナー	banā
ハナウド	hanaudo
ハナグマ	hanaguma
ハナザメ	hanazame
パナジ	panaji
バナジウム	banajiumu
パナソニック	panasonikku
バナナ	banana
ハナバチ	hanabachi
パナマ	panama
ハニー	hanī
パニーニ	panīni
パニーノ	panīno
ハニームーン	hanīmūn
ハニカム	hanikamu
パニック	panikku
バニャ	banya
バニラ	banira
バニリン	banirin
バヌアツ	banuatsu
パネェ	panē
ハネムーン	hanemūn
パネル	paneru
バハマ	bahama
ババ	baba
ハバナ	habana
ハバロフスク	habarofusuku
パパ	papa
パパイア	papaia
パパイヤ	papaiya
パパモビル	papamobiru
パパラッチ	paparatchi
バビショウ	babishō
バビロニア	babironia
バビロン	babiron
ハピコア	hapikoa
ハピハコ	hapihako
パピルス	papirusu
パフェ	pafe
パフォーマンス	pafōmansu
ハブ	habu
パブ	pabu
ハブソウ	habusō
パブリック	paburikku
パブリックドメイン	paburikkudomein
バブル	baburu
ハブーブ	habūbu
パプア	papua
パプリカ	papurika
ハボローネ	haborōne
ハマグリ	hamaguri
バマコ	bamako
ハマダラカ	hamadaraka
ハマチ	hamachi
ハマル	hamaru
ハミウリ	hamiuri
バミューダ	bamyūda
ハミルトン	hamiruton
ハムスター	hamusutā
ハモ	hamo
ハヤシライス	hayashiraisu
ハヤトウリ	hayatouri
ハヤブサ	hayabusa
バヤン	bayan
バラ	bara
バラード	barādo
バラエティー	baraetī
パラオ	parao
パラグアイ	paraguai
パラグライダー	paraguraidā
パラシュート	parashūto
パラジウム	parajiumu
パラジクロロベンゼン	parajikurorobenzen
パラス	parasu
パラソル	parasoru
パラダイス	paradaisu
ハラッパー	harappā
パラドックス	paradokkusu
ハラハラ	harahara
パラパラ	parapara
パラボラ	parabora
パラマリボ	paramaribo
バラマンディ	baramandi
ハラミツ	haramitsu
パラミツ	paramitsu
パラメータ	paramēta
バラモン	baramon
バラライカ	bararaika
パラリンピック	pararinpikku
ハラレ	harare
パラレル	parareru
バランス	baransu
バランスシート	baransushīto
バリ	bari
パリ	pari
バリア	baria
ハリー	harī
ハリウッド	hariuddo
バリウム	bariumu
バリエーション	bariēshon
バリオン	barion
バリケード	barikēdo
ハリケーン	harikēn
バリケン	bariken
パリス	parisu
ハリストス	harisutosu
パリティ	pariti
パリティー	paritī
バリニーズ	barinīzu
ハリネズミ	harinezumi
バリン	barin
パルクール	parukūru
バルコニー	barukonī
パルサー	parusā
バルサム	barusamu
パルス	parusu
バルセロナ	baruserona
パルチザン	paruchizan
ハルツーム	harutsūmu
パルテノン	parutenon
バルトロマイ	barutoromai
バルナ	baruna
バルナウル	barunauru
バルバドス	barubadosu
ハルビン	harubin
バルブ	barubu
パルプ・フィクション	parupufikushon
パルメザン	parumezan
バレエ	barē
バレー	barē
パレード	parēdo
バレーボール	barēbōru
パレオグラフィー	pareogurafī
パレス	paresu
パレスチナ	paresuchina
バレッタ	baretta
パレット	paretto
バレリーナ	barerīna
バレル	bareru
ハレルヤ	hareruya
バレンシア	barenshia
ハロウィーン	harowīn
パロディ	parodi
パロディー	parodī
パワー	pawā
ハワード	hawādo
パワフル	pawafuru
バン	ban
パン	pan
バンカー	bankā
ハンカチ	hankachi
ハンガリー	hangarī
バンガロー	bangarō
バンガロール	bangarōru
パンキッシュ	pankisshu
バンギ	bangi
バンク	banku
パンク	panku
バンクーバー	bankūbā
パンクロック	pankurokku
バングラデシュ	banguradeshu
バングル	banguru
パンケーキ	pankēki
バンコク	bankoku
ハンサム	hansamu
バンシー	banshī
パンジャブ	panjabu
バンジュール	banjūru
バンジョー	banjō
パンジー	panjī
パンスケ	pansuke
ハンスト	hansuto
パンスト	pansuto
ハンター	hantā
パンタグラフ	pantagurafu
パンダ	panda
バンダナ	bandana
バンダルスリブガワン	bandarusuribugawan
パンチ	panchi
パンチカード	panchikādo
パンチラ	panchira
パンツ	pantsu
パンティー	pantī
バンテン	banten
ハンディフォン	handifon
パンデミック	pandemikku
ハント	hanto
バント	banto
パントマイム	pantomaimu
バンド	bando
ハンドウイルカ	handōiruka
バンドエイド	bandoeido
ハンドバッグ	handobaggu
ハンドモデル	handomoderu
パンドラ	pandora
ハンドル	handoru
ハンドルキーパー	handorukīpā
ハンドルネーム	handorunēmu
バンドン	bandon
パンドーラー	pandōrā
パンノキ	pannoki
バンパイア	banpaia
パンパイプ	panpaipu
バンパー	banpā
パンフ	panfu
パンフレット	panfuretto
パンプキン	panpukin
ハンプシャー	hanpushā
パンプス	panpusu
ハンマー	hanmā
ハンモック	hanmokku
パンヤ	pan'ya
ピア	pia
ピアス	piasu
ピアストル	piasutoru
ピアニスト	pianisuto
ピアノ	piano
ピアノフォルテ	pianoforute
ヒアリ	hiari
ビアン	bian
ビー	bī
ピー	pī
ピーク	pīku
ビークル	bīkuru
ビーグル	bīguru
ビーサン	bīsan
ビーシュラ	bīshura
ピース	pīsu
ヒーター	hītā
ピーター	pītā
ビーチ	bīchi
ピーチ	pīchi
ビーチタオル	bīchitaoru
ビーチバレー	bīchibarē
ビーチボール	bīchibōru
ビートボックス	bītobokkusu
ビートル	bītoru
ピードモント	pīdomonto
ビードロ	bīdoro
ビーナス	bīnasu
ピーナッツ	pīnattsu
ピーナット	pīnatto
ピーナツ	pīnatsu
ビーバー	bībā
ビーフ	bīfu
ビーフステーキ	bīfusutēki
ピーマン	pīman
ビーム	bīmu
ビール	bīru
ビールス	bīrusu
ヒーロー	hīrō
ビーンバッグ	bīnbaggu
ピエモンテ	piemonte
ピエロ	piero
ピエロギ	pierogi
ビエンチャン	bienchan
ビエンナーレ	biennāre
ビオチン	biochin
ビオラ	biora
ピカソ	pikaso
ピカチュウ	pikachū
ヒガンバナ	higanbana
ヒキガエル	hikigaeru
ビキニ	bikini
ヒクイドリ	hikuidori
ビクーニャ	bikūnya
ピクセル	pikuseru
ビクター	bikutā
ビクトリア	bikutoria
ピクニック	pikunikku
ピクル	pikuru
ピクルス	pikurusu
ヒグマ	higuma
ピグミー	pigumī
ヒグラシ	higurashi
ピコ	piko-
ピコピコ	pikopiko
ピコメートル	pikomētoru
ピサ	pisa
ビサウ	bisau
ビザ	biza
ピザ	piza
ピザパイ	pizapai
ビザンチウム	bizanchiumu
ビザンチン	bizanchin
ビザンツ	bizantsu
ビザンティウム	bizantiumu
ビザンティン	bizantin
ヒシ	hishi
ビシュケク	bishukeku
ビシュヌ	bishunu
ビショップ	bishoppu
ビジネス	bijinesu
ヒジャーブ	hijābu
ヒジュラー	hijurā
ピジン	pijin
ビジー	bijī
ビス	bisu
ビスケット	bisuketto
ピスタチオ	pisutachio
ビスチェ	bisuche
ピストル	pisutoru
ピストン	pisuton
ビスマーク	bisumāku
ビスマス	bisumasu
ビスマルク	bisumaruku
ピセン	pisen
ヒタキ	hitaki
ピタゴラス	pitagorasu
ビタミン	bitamin
ピチカート	pichikāto
ピチレム	pichiremu
ヒッキー	hikkī
ピック	pikku
ピックアップ	pikkuappu
ビックリ	bikkuri
ビッグ	biggu
ビッグフット	biggufutto
ビッグマック	biggumakku
ピッコロ	pikkoro
ビッチ	bitchi
ピッチ	pitchi
ピッチャー	pitchā
ピッツァ	pittsa
ヒット	hitto
ビット	bitto
ピット	pitto
ビットコイン	bittokoin
ビットマップ	bittomappu
ヒップ	hippu
ヒップホップ	hippuhoppu
ヒッポクラテース	hippokuratēsu
ヒツジ	hitsuji
ビデ	bide
ビデオ	bideo
ビデオテープ	bideotēpu
ヒト	hito
ヒトカラ	hitokara
ヒトデ	hitode
ヒトラー	hitorā
ビトリオール	bitoriōru
ヒドラ	hidora
ヒドラジン	hidorajin
ヒドラゾン	hidorazon
ヒドロキシルアミン	hidorokishiruamin
ヒナギク	hinagiku
ビニール	binīru
ビニル	biniru
ピネン	pinen
ヒバリ	hibari
ヒヒ	hihi
ビビンバ	bibinba
ビフェニル	bifeniru
ビフテキ	bifuteki
ビブラート	biburāto
ピペラジン	piperajin
ピペリジン	piperijin
ヒポコンデリー	hipokonderī
ヒマラヤスギ	himarayasugi
ヒマワリ	himawari
ヒミコ	himiko
ヒメハジロ	himehajiro
ビャクシ	byakushi
ビャクダン	byakudan
ピュア	pyua
ビューグル	byūguru
ヒューストン	hyūsuton
ヒューズ	hyūzu
ピュータゴラース	pyūtagorāsu
ビューティー	byūtī
ビューティフル	byūtifuru
ピューマ	pyūma
ピューリタン	pyūritan
ピュグマイオイ	pyugumaioi
ビュザンティオン	byuzantion
ビュスチエ	byusuchie
ピュタゴラス	pyutagorasu
ビュッフェ	byuffe
ヒュドラ	hyudora
ヒュドラー	hyudorā
ヒュバート	hyubāto
ヒュペリーオーン	hyuperīōn
ヒュペリオン	hyuperion
ビュルテンベルク	byurutenberuku
ビュレット	byuretto
ヒョウ	hyō
ピョンヤン	pyon'yan
ヒヨス	hiyosu
ヒヨドリ	hiyodori
ビラ	bira
ピラジン	pirajin
ピラゾール	pirazōru
ピラティス	piratisu
ピラニア	pirania
ピラフ	pirafu
ピラミッド	piramiddo
ヒラメ	hirame
ピラン	piran
ビリー	birī
ピリジン	pirijin
ピリダジン	piridajin
ビリニュス	birinyusu
ビリビリ	biribiri
ピリピリ	piripiri
ピリミジン	pirimijin
ビリヤード	biriyādo
ヒル	hiru
ビル	biru
ピル	piru
ビルディング	birudingu
ビルマ	biruma
ヒレ	hire
ヒロイズム	hiroizumu
ヒロイック	hiroikku
ビロード	birōdo
ピロール	pirōru
ピロシキ	piroshiki
ピロティ	piroti
ビロビジャン	birobijan
ヒロポン	hiropon
ビワ	biwa
ビン	bin
ピン	pin
ピンイン	pin'in
ピンク	pinku
ビンゴ	bingo
ヒンズー	hinzū
ピンセット	pinsetto
ビンタ	binta
ピンチ	pinchi
ビンディー	bindī
ヒント	hinto
ピント	pinto
ビントロング	bintorongu
ヒンドゥー	hindū
ピンボケ	pinboke
ビンロウジ	binrōji
ファーガス	fāgasu
ファーガソン	fāgason
ファースト	fāsuto
ファーストバック	fāsutobakku
ファームウェア	fāmuwea
ファームウエア	fāmuuea
ファイアウォール	faiawōru
ファイター	faitā
ファイト	faito
ファイナル	fainaru
ファイナンス	fainansu
ファイバー	faibā
ファイヤー	faiyā
