アーバーダーン	ābādān
ペーズリー	pēzurī
ピー	pī
ピア	pia
ピアニスト	pianisuto
ピアノ	piano
ピアノフォルテ	pianoforute
ピアス	piasu
ピアストル	piasutoru
ピーチ	pīchi
ピチカート	pichikāto
ピチレム	pichiremu
ピードモント	pīdomonto
ピエモンテ	piemonte
ピエロ	piero
ピエロギ	pierogi
ピグミー	pigumī
ピジン	pijin
ピカチュウ	pikachū
ピカソ	pikaso
ピッコロ	pikkoro
ピック	pikku
ピックアップ	pikkuappu
ピコメートル	pikomētoru
ピコピコ	pikopiko
ピーク	pīku
ピクニック	pikunikku
ピクル	pikuru
ピクルス	pikurusu
ピクセル	pikuseru
ピーマン	pīman
ピン	pin
ピーナツ	pīnatsu
ピーナット	pīnatto
ピーナッツ	pīnattsu
ピンボケ	pinboke
ピンチ	pinchi
ピネン	pinen
ピンイン	pin'in
ピンク	pinku
ピンセット	pinsetto
ピント	pinto
ピペラジン	piperajin
ピペリジン	piperijin
ピラフ	pirafu
ピラジン	pirajin
ピラミッド	piramiddo
ピラン	piran
ピラニア	pirania
ピラティス	piratisu
ピラゾール	pirazōru
ピリダジン	piridajin
ピリジン	pirijin
ピリミジン	pirimijin
ピリオド	piriodo
ピリピリ	piripiri
ピロール	pirōru
ピロシキ	piroshiki
ピロティ	piroti
ピル	piru
ピサ	pisa
ピセン	pisen
ピース	pīsu
ピスコ	pisuko
ピスタチオ	pisutachio
ピストン	pisuton
ピストル	pisutoru
ピーター	pītā
ピタゴラス	pitagorasu
ピッチャー	pitchā
ピッチ	pitchi
ピット	pitto
ピッツァ	pittsa
ピザ	piza
ピザパイ	pizapai
ポア	poa
ポーチ	pōchi
ポッドキャスト	poddokyasuto
ポドゴリツァ	podogoritsa
ポグロム	poguromu
ポイ	poi
ポイベ	poibe
ポイベー	poibē
ポイント	pointo
ポジション	pojishon
ポカ	poka
ポーカー	pōkā
ポカポカ	pokapoka
ポケベル	pokeberu
ポケモン	pokemon
ポケット	poketto
ポケットベル	pokettoberu
ポーク	pōku
ポモナ	pomona
ポーモーナ	pōmōna
ポン	pon
ポーン	pōn
ポンチ	ponchi
ポンチョ	poncho
ポンド	pondo
ポニー	ponī
ポニーテール	ponītēru
ポンカン	ponkan
ポンコツ	ponkotsu
ポンポン	ponpon
ポンプ	ponpu
ポピー	popī
ポップ	poppu
ポップアップ	poppu-appu
ポップカルチャー	poppukaruchā
ポップコーン	poppukōn
ポップス	poppusu
ポプラ	popura
ポーランド	pōrando
ポラリス	porarisu
ポーレット	pōretto
ポリアミド	poriamido
ポリビニル	poribiniru
ポリブタジエン	poributajien
ポリエチレン	poriechiren
ポリエン	porien
ポリエステル	poriesuteru
ポリグラフ	porigurafu
ポリグロット	porigurotto
ポリッジ	porijji
ポリカーボネート	porikābonēto
ポリコレ	porikore
ポリマー	porimā
ポリメーター	porimētā
ポリミキシン	porimikishin
ポリイン	porīn
ポリネシア	porineshia
ポリニヤ	poriniya
ポリノジック	porinojikku
ポリオ	porio
ポリオキシメチレン	poriokishimechiren
ポリオレフィン	poriorefin
ポリオウイルス	poriouirusu
ポリプ	poripu
ポリープ	porīpu
ポリプロピレン	poripuropiren
ポリセントリズム	porisentorizumu
ポリシー	porishī
ポリッシュ	porisshu
ポリス	porisu
ポリスチレン	porisuchiren
ポリスチロール	porisuchirōru
ポリテトラフルオロエチレン	poritetorafuruoroechiren
ポリウレタン	poriuretan
ポロ	poro
ポロニウム	poroniumu
ポールダンス	pōrudansu
ポルフィン	porufin
ポルフィリン	porufirin
ポルノ	poruno
ポルノグラフィ	porunogurafi
ポルノグラフィー	porunogurafī
ポルシェ	porushe
ポルトガル	porutogaru
ポルトノボ	porutonobo
ポルトープランス	porutōpuransu
ポリュヒュムニア	poryuhyumunia
ポリュヒュムニアー	poryuhyumuniā
ポリュムニア	poryumunia
ポリュムニアー	poryumuniā
ポセイドーン	poseidōn
ポーション	pōshon
ポスター	posutā
ポスト	posuto
ポストモダン	posutomodan
ポストモダニズム	posutomodanizumu
ポストプロダクション	posutopurodakushon
ポタリ	potari
ポータル	pōtaru
ポテチ	potechi
ポテト	poteto
ポテトチップス	potetochippusu
ポート	pōto
ポートフォリオ	pōtoforio
ポトフ	potofu
ポートランド	pōtorando
ポートレート	pōtorēto
ポツダム	potsudamu
ポット	potto
プーチン	pūchin
プチプラ	puchipura
プチプライス	puchipuraisu
プディング	pudingu
プードル	pūdoru
プジョー	pujō
プーマ	pūma
プノンペン	punonpen
プラ	pura
プラチナ	purachina
プラグ	puragu
プラグイン	puraguin
プラハ	puraha
プライア	puraia
プライバシー	puraibashī
プライベート	puraibēto
プライド	puraido
プライス	puraisu
プライヤ	puraiya
プライヤー	puraiyā
プラマイ	puramai
プラモ	puramo
プラモデル	puramoderu
プラム	puramu
プラン	puran
プラナリア	puranaria
プラネタリウム	puranetariumu
プランクトン	purankuton
プランパー	puranpā
プラーラー	purārā
プラセボ	purasebo
プラセオジム	puraseojimu
プラシーボ	purashībo
プラス	purasu
プラスチック	purasuchikku
プラスマイナス	purasumainasu
プラトン	puraton
プラトニズム	puratonizumu
プラットフォーム	purattofōmu
プラットホーム	purattohōmu
プラウ	purau
プラザ	puraza
プラズマ	purazuma
プレー	purē
プレイ	purei
プレイン	purein
プレイリスト	pureirisuto
プレイステーション	pureisutēshon
プレイヤー	pureiyā
プレミア	puremia
プレミアム	puremiamu
プレーン	purēn
プレーオフ	purēofu
プレッシャー	puresshā
プレス	puresu
プレスカンファレンス	puresukanfarensu
プレスコ	puresuko
プレート	purēto
プレトリア	puretoria
プレッツェル	purettseru
プレーヤー	purēyā
プレゼン	purezen
プレゼンテーション	purezentēshon
プレゼント	purezento
プリチー	purichī
プリン	purin
プリニウス	puriniusu
プリンセス	purinsesu
プリンシペ	purinshipe
プリンス	purinsu
プリンター	purintā
プリント	purinto
プリオン	purion
プリプリ	puripuri
プリシュティナ	purishutina
プリティ	puriti
プリティー	puritī
プリズム	purizumu
プロ	puro
プロビデンス	purobidensu
プロダクション	purodakushon
プロデューサー	purodyūsā
プロデュース	purodyūsu
プロファイリング	purofairingu
プロフェッショナル	purofesshonaru
プロフィル	purofiru
プロフィール	purofīru
プログラマ	purogurama
プログラマー	puroguramā
プログラミング	puroguramingu
プログラム	puroguramu
プロイセン	puroisen
プロジェクタ	purojekuta
プロジェクター	purojekutā
プロジェクト	purojekuto
プロキオン	purokion
プロメチウム	puromechiumu
プロメテウス	purometeusu
プロメーテウス	puromēteusu
プロモーション	puromōshon
プロングホーン	puronguhōn
プロパガンダ	puropaganda
プロパン	puropan
プロパティ	puropati
プロパティー	puropatī
プロペラ	puropera
プロピレン	puropiren
プロポーズ	puropōzu
プロレス	puroresu
プロレタリア	puroretaria
プロレタリアート	puroretariāto
プロセッサ	purosessa
プロセッサー	purosessā
プロセス	purosesu
プロセスチーズ	purosesuchīzu
プロシア	puroshia
プロシージャ	puroshīja
プロテアーゼ	puroteāze
プロテイン	purotein
プロテスタンティズム	purotesutantizumu
プロテスタント	purotesutanto
プロトアクチニウム	purotoakuchiniumu
プロトコル	purotokoru
プッリャ	purrya
プール	pūru
プルコギ	purukogi
プルーン	purūn
プルオーバー	puruōbā
プルーセン	purūsen
プルタルコス	purutarukosu
プルト	puruto
プルトー	purutō
プルート	purūto
プルートー	purūtō
プルートーン	purūtōn
プルトニウム	purutoniumu
プサイ	pusai
プシー	pushī
プシケ	pushike
プシューケー	pushūkē
プッシュ	pusshu
プテラノドン	puteranodon
プテリジン	puterijin
プテリン	puterin
プテロダクティルス	puterodakutirusu
プーティン	pūtin
プトレマイオス	putoremaiosu
プーズー	pūzū
ピョンヤン	pyon'yan
ピュア	pyua
ピュグマイオイ	pyugumaioi
ピューマ	pyūma
ピューリタン	pyūritan
ピュタゴラス	pyutagorasu
ピュータゴラース	pyūtagorāsu
ラー	rā
ラバ	raba
ラバト	rabato
ラベル	raberu
ラビ	rabi
ラビリンス	rabirinsu
ラボ	rabo
ラボラトリー	raboratorī
ラブ	rabu
ラブバード	rabubādo
ラブチャイルド	rabuchairudo
ラブホ	rabuho
ラブラブ	raburabu
ラブラドール	raburadōru
ラブライバー	raburaibā
ラード	rādo
ラドン	radon
ラファエロ	rafaero
ラファエル	rafaeru
ラッフル	raffuru
ラフ	rafu
ラフソク	rafusoku
ラフティング	rafutingu
ラゴス	ragosu
ラグビー	ragubī
ラグドール	ragudōru
ラグーン	ragūn
ラグナロク	ragunaroku
ラハティ	rahati
ラホール	rahōru
ライ	rai
ライバル	raibaru
ライブ	raibu
ライブラリー	raiburarī
ライチ	raichi
ライダー	raidā
ライフ	raifu
ライフライン	raifurain
ライフル	raifuru
ライフサイクル	raifusaikuru
ライフスタイル	raifu-sutairu
ライフワーク	raifuwāku
ライガー	raigā
ライギョ	raigyo
ライヒー	raihī
ライマ	raima
ライム	raimu
ライムギ	raimugi
ライン	rain
ライナー	rainā
ラインナップ	rainnappu
ライノベ	rainobe
ラインラント	rainranto
ラインストーン	rainsutōn
ライオン	raion
ライラック	rairakku
ライセンス	raisensu
ライス	raisu
ライスペーパー	raisupēpā
ライスワーク	raisuwāku
ライター	raitā
ライティング	raitingu
ライト	raito
ライトビール	raitobīru
ライトセーバー	raitosēbā
ライヴ	raivu
ラジャー	rajā
ラジアン	rajian
ラジエーター	rajiētā
ラジカセ	rajikase
ラジコン	rajikon
ラジオ	rajio
ラヂオ	rajio
ラジオカセ	rajiokase
ラジオカセット	rajiokasetto
ラジウム	rajiumu
ラケル	rakeru
ラケット	raketto
ラッカセイ	rakkasei
ラッキー	rakkī
ラッコ	rakko
ラクダ	rakuda
ラクロス	rakurosu
ラクサ	rakusa
ラクセンバーグ	rakusenbāgu
ラクトース	rakutōsu
ラマ	rama
ラメ	rame
ラーメン	rāmen
ラム	ramu
ラムダ	ramuda
ラムネ	ramune
ラムセス	ramusesu
ランボルギーニ	ranborugīni
ランチ	ranchi
ランチュウ	ranchū
ランダム	randamu
ランド	rando
ランドセル	randoseru
ランゲージ	rangēji
ランジェリー	ranjerī
ランカシャー	rankashā
ランキング	rankingu
ランク	ranku
ラノベ	ranobe
ランプ	ranpu
ランプシェード	ranpushēdo
ランプウエー	ranpuuē
ランプウェー	ranpuwē
ランシング	ranshingu
ランタン	rantan
ランタニド	rantanido
ランタノイド	rantanoido
ラーオコオーン	rāokoōn
ラオス	raosu
ラパス	rapasu
ラペル	raperu
ラッパー	rappā
ラッペーンランタ	rappēnranta
ラッピング	rappingu
ラップ	rappu
ラップトップ	rapputoppu
ラプンツェル	rapuntseru
ラプソディ	rapusodi
ララバイ	rarabai
ラリー	rarī
ラサ	rasa
ラシャ	rasha
ラッセル	rasseru
ラッシュ	rasshu
ラスク	rasuku
ラスト	rasuto
ラストオーダー	rasutōodā
ラタトゥイユ	ratatuiyu
ラテン	raten
ラーテル	rāteru
ラトビア	ratobia
ラトヴィア	ratovia
ラウンド	raundo
ラウンジ	raunji
ラーユ	rāyu
ラザホージウム	razahōjiumu
ラザニア	razania
ラザーニャ	razānya
ラザロ	razaro
ラズベリー	razuberī
レア	rea
レアー	reā
レアル	rearu
レバー	rebā
レバノン	rebanon
レベッカ	rebekka
レベル	reberu
レーベル	rēberu
レボルバー	reborubā
レビュー	rebyū
レダ	reda
レーダー	rēdā
レッド	reddo
レディ	redi
レディー	redī
レディング	redingu
レディース	redīsu
レファレンダム	refarendamu
レファレンス	refarensu
レフト	refuto
レガース	regāsu
レガート	regāto
レゲエ	regē
レギュラー	regyurā
レギュレーション	regyurēshon
レイ	rei
レイアウト	reiauto
レイキャビク	reikyabiku
レイキャヴィーク	reikyavīku
レインボー	reinbō
レインコート	reinkōto
レイプ	reipu
レイス	reisu
レイテンシ	reitenshi
レイテンシー	reitenshī
レイヴン	reivun
レイヤー	reiyā
レイヨウ	reiyō
レジャー	rejā
レジャーランド	rejārando
レジャーウエア	rejāuea
レジ	reji
レジュメ	rejume
レコーダー	rekōdā
レコーディング	rekōdingu
レコーディングスタジオ	rekōdingusutajio
レコード	rekōdo
レーク	rēku
レクイエム	rekuiemu
レクリエーション	rekuriēshon
レクリェーション	rekuryēshon
レークサイド	rēkusaido
レミング	remingu
レモン	remon
レモンバーム	remonbāmu
レモネード	remonēdo
レモングラス	remongurasu
レム	remu
レムス	remusu
レンチ	renchi
レンチン	renchin
レンダリング	rendaringu
レンギョ	rengyo
レニングラード	reningurādo
レニウム	reniumu
レンジャー	renjā
レンジ	renji
レンタカー	rentakā
レンタル	rentaru
レントゲン	rentogen
レントゲニウム	rentogeniumu
レントラー	rentorā
レンズ	renzu
レオナルド	reonarudo
レオポルドヴィル	reoporudoviru
レオタード	reotādo
レパートリー	repātorī
レペゼン	repezen
レポ	repo
レポート	repōto
レプリカ	repurika
レプトン	reputon
レール	rēru
レールガン	rērugan
レーサー	rēsā
レセプション	resepushon
レーシー	rēshī
レーシック	rēshikku
レーシング	rēshingu
レシピ	reshipi
レシート	reshīto
レソト	resoto
レッスン	ressun
レス	resu
レース	rēsu
レスビアン	resubian
レースクイーン	rēsukuīn
レスラー	resurā
レスリング	resuringu
レスター	resutā
レーストラック	rēsutorakku
レストラン	resutoran
レター	retā
レターボックス	retābokkusu
レタス	retasu
レート	rēto
レトルト	retoruto
レーヨン	rēyon
レーザ	rēza
レーザー	rēzā
レズ	rezu
レズビアン	rezubian
レーズン	rēzun
リア	ria
リアクション	riakushon
リアリティショー	riaritishō
リアル	riaru
リアルタイム	riarutaimu
リバー	ribā
リバモリウム	ribamoriumu
リバプール	ribapūru
リベリア	riberia
リビア	ribia
リビドー	ribidō
リボフラビン	ribofurabin
リーボック	rībokku
リボン	ribon
リボルバー	riborubā
リボース	ribōsu
リブビット	ribubitto
リブランド	riburando
リーブルヴィル	rīburuviru
リチャード	richādo
リチウム	richiumu
リーダー	rīdā
リーダーシップ	rīdāshippu
リード	rīdo
リエゾン	riezon
リファレンス	rifarensu
リフォーマー	rifōmā
リフォーム	rifōmu
リーフブロワー	rīfuburowā
リフレッシュ	rifuresshu
リフト	rifuto
リガ	riga
リゲル	rigeru
リーグ	rīgu
リハ	riha
リハビリ	rihabiri
リハビリテーション	rihabiritēshon
リハーサル	rihāsaru
リヒテンシュタイン	rihitenshutain
リカオン	rikaon
リック	rikku
リコーダー	rikōdā
リコッタ	rikotta
リクエスト	rikuesuto
リクガメ	rikugame
リクルート	rikurūto
リキュール	rikyūru
リマ	rima
リメイク	rimeiku
リメンバー	rimenbā
リメリック	rimerikku
リミックス	rimikkusu
リモ	rimo
リモコン	rimokon
リモネン	rimonen
リモート	rimōto
リムジン	rimujin
リムリック	rimurikku
リン	rin
リナックス	rinakkusu
リナクス	rinakusu
リンボー	rinbō
リンボク	rinboku
リンチ	rinchi
リンギット	ringitto
リンゴ	ringo
リング	ringu
リニメント	rinimento
リンカ	rinka
リンカン	rinkan
リンカーン	rinkān
リンク	rinku
