а	a
гинеколог	ɡ i n e k ǒ l o ɡ
виталност	ʋ i t ǎː l n oː s t
живцирати	ʒ i ʋ t͡s ǐː r a t i
вишестран	ʋ i ʃ ě s t r a n
вјеровник	ʋ j e r ǒ ʋ n iː k
вјетрењак	ʋ j e t r ě ɲ aː k
вјетровит	ʋ j e t r ǒ ʋ i t
вјеровати	ʋ j ê r o ʋ a t i
вјешалица	ʋ j ê ʃ a l i t s a
вјеверица	ʋ j ê ʋ e r i t s a
вјештачки	ʋ j ě ʃ t aː t ʃ k i
вјештачки	ʋ j ě ʃ t aː t ʃ k iː
вјештачки	ʋ j ěː ʃ t a t ʃ k iː
школарина	ʃ k o l ǎ r i n a
укоченост	ǔ k oː t ʃ e n oː s t
шкртарити	ʃ k r t ǎː r i t i
шкргутати	ʃ k r ɡ ǔ t a t i
шкрипнути	ʃ k r ǐː p n u t i
екстреман	ě k s t r eː m a n
екстремно	ě k s t r eː m n o
школовати	ʃ k ô l o ʋ a t i
школовање	ʃ k ô l o ʋ aː ɲ e
олабавити	ǒ l a b a ʋ i t i
шлабекати	ʃ l a b ěː k a t i
властелин	ʋ l a s t ě l iː n
гласоноша	ɡ l a s ǒ n o ʃ a
гласачица	ɡ l a s ǎ t ʃ i t s a
главобоља	ɡ l a ʋ ǒ b o ʎ a
главетина	ɡ l a ʋ ě t i n a
глагољати	ɡ l a ɡ ǒ ʎ a t i
главешина	ɡ l a ʋ ě ʃ i n a
глагољица	ɡ l a ɡ ǒ ʎ i t s a
олибљанин	ǒ l i b ʎ a n i n
алкохолни	ǎ l k o x o l n iː
алкохолно	ǎ l k o x o l n oː
алтиметар	ǎ l t i m e t a r
гласовати	ɡ l â s o ʋ a t i
глаголски	ɡ l â ɡ o l s k iː
глагољски	ɡ l â ɡ o ʎ s k iː
шлафцимер	ʃ l âː f t͡s i m e r
шлајдрати	ʃ l âː j d r a t i
владавина	ʋ l ǎ d a ʋ i n a
владарски	ʋ l ǎ d aː r s k i
владарски	ʋ l ǎ d aː r s k iː
глоговина	ɡ l ǒ ɡ o ʋ i n a
владајући	ʋ l ǎː d a j uː t ɕ iː
амброзија	ǎ m b r oː z i j a
умереност	ǔ m e r e n oː s t
уметнички	ǔ m e t n i t ʃ k iː
умјетница	ǔ m j e t n i t s a
имовински	ǐ m o ʋ i n s k i
имовински	ǐ m o ʋ i n s k iː
имплозија	ǐ m p l oː z i j a
шмркавица	ʃ m r̂ k a ʋ i t s a
амстердам	ǎ m s t e r d a m
шмајхлати	ʃ m â j x l a t i
шмеркифел	ʃ m êː r k i f e l
шмирвуршт	ʃ m îː r ʋ u r ʃ t
анаеробан	ǎ n a e r o b a n
унапријед	ǔ n a p r j eː d
инспектор	ǐ n s p e k t o r
унутрашњи	ǔ n u t r a ʃ ɲ iː
шнешлагер	ʃ n êː ʃ l aː ɡ e r
војничина	ʋ o j n ǐ t ʃ i n a
војништво	ʋ o j n ǐː ʃ t ʋ o
голубињак	ɡ o l u b ǐ ɲ aː k
голишавац	ɡ o l ǐ ʃ a ʋ a t s
шовинизам	ʃ o ʋ i n ǐ z a m
воштаница	ʋ o ʃ t ǎ n i t͡s a
шпедиција	ʃ p e d ǐː t͡s i j a
шпекулант	ʃ p e k ǔ l a n t
управљати	ǔ p r a ʋ ʎ a t i
управљање	ǔ p r a ʋ ʎ aː ɲ e
оправдано	ǒ p r aː ʋ d a n o
оправдати	ǒ p r aː ʋ d a t i
шпренгати	ʃ p r ê n ɡ a t i
оптужница	ǒ p t u ʒ n i t s a
шпеквуршт	ʃ p ê k ʋ u r ʃ t
шпиццанге	ʃ p î t s t s aː n ɡ e
шпилкарта	ʃ p îː l k aː r t a
шпилцимер	ʃ p îː l t͡s i m e r
опљачкати	ǒ p ʎ a t ʃ k a t i
шперплоча	ʃ p ě r p l o t ʃ a
шпањолска	ʃ p ǎ ɲ oː l s k aː
шпањолски	ʃ p ǎ ɲ oː l s k iː
граматика	ɡ r a m ǎ t i k a
вратарица	ʋ r a t ǎ r i t͡s a
враголаст	ʋ r a ɡ ǒ l a s t
враголија	ʋ r a ɡ ǒ l i j a
грањавати	ɡ r a ɲ ǎː ʋ a t i
уреднички	ǔ r e d n i t ʃ k iː
вриједити	ʋ r i j ěː d i t i
вријеђати	ʋ r j ěː d ʑ a t i
гријешити	ɡ r j ěː ʃ i t i
уротнички	ǔ r o t n i t ʃ k i
уротнички	ǔ r o t n i t ʃ k iː
гротескан	ɡ r o t ě s k a n
гротескно	ɡ r o t ě s k n o
вртоглаво	ʋ r t ǒ ɡ l a ʋ o
архиђакон	ǎ r x i d ʑ a k o n
грађански	ɡ r â d ʑ a n s k iː
грациозан	ɡ r â t s i oː z a n
грациозно	ɡ r â t s i oː z n o
временски	ʋ r ê m e n s k i
временски	ʋ r ê m e n s k iː
громобран	ɡ r ô m o b r aː n
грузијски	ɡ r ûː z iː j s k i
грузијски	ɡ r ûː z iː j s k iː
грађевина	ɡ r ǎ d ʑ e ʋ i n a
шрафцигер	ʃ r ǎ f t͡s iː ɡ e r
грамзивац	ɡ r ǎ m z i ʋ a t s
граничити	ɡ r ǎ n i t͡ʃ i t i
исказница	ǐ s k a z n i t s a
ослабјети	ǒ s l a b j e t i
исландски	ǐ s l a n d s k iː
усмјерити	ǔ s m j e r i t i
исплетати	ǐ s p l e t a t i
испливати	ǐ s p l i ʋ a t i
исправити	ǐ s p r a ʋ i t i
остављати	ǒ s t a ʋ ʎ a t i
истјерати	ǐ s t j e r a t i
устрајати	ǔ s t r a j a t i
исходиште	ǐ s x o d iː ʃ t e
освјежити	ǒ s ʋ j e ʒ i t i
штеточина	ʃ t e t ǒ t ʃ i n a
штитоноша	ʃ t i t ǒ n o ʃ a
отклањати	ǒ t k l a ɲ a t i
атлантски	ǎ t l a n t s k iː
отпадница	ǒ t p a d n i t s a
отпливати	ǒ t p l i ʋ a t i
отправити	ǒ t p r a ʋ i t i
отправник	ǒ t p r aː ʋ n iː k
штрајфати	ʃ t r â j f a t i
штрајхати	ʃ t r ǎ j x a t i
отрцаност	ǒ t rː t s aː n oː s t
отуђеност	ǒ t uː d͡ʑ e n oː s t
штамлокал	ʃ t â m l o k aː l
штемовати	ʃ t ê m o ʋ a t i
штићеница	ʃ t î t ɕ e n i t s a
штицпункт	ʃ t î t͡s p u n k t
штихпроба	ʃ t î x p r oː b a
штоперица	ʃ t ô p e r i t s a
шчепавати	ʃ t ʃ e p ǎː ʋ a t i
штифлхозе	ʃ t ǐ f l x oː z e
учитељски	ǔ t ʃ i t e ʎ s k i
учитељски	ǔ t ʃ i t e ʎ s k iː
штекнферд	ʃ t ě k n f e r d
штандарац	ʃ t ǎ n d a r a t͡s
штокавица	ʃ t ǒː k a ʋ i t s a
штокавски	ʃ t ǒː k a ʋ s k iː
људескара	ʎ u d ě s k a r a
журналист	ʒ u r n ǎ l i s t
аутономан	ǎ u t o n oː m a n
гуштерача	ɡ u ʃ t ě r a t ʃ a
љуљушкати	ʎ u ʎ ǔ ʃ k a t i
избављати	ǐ z b a ʋ ʎ a t i
избрисати	ǐ z b r i s a t i
узбуркати	ǔ z b u r k a t i
издајство	ǐ z d aː j s t ʋ o
озлијеђен	ǒ z l i j eː d ʑ e n
измислити	ǐ z m i s l i t i
измјерити	ǐ z m j e r i t i
израслина	ǐ z r a s l i n a
изњедрити	ǐ z ɲ e d r i t i
извидјети	ǐ z ʋ i d j e t i
изгнаница	ǐ z ɡ n a n i t s a
извориште	ǐ z ʋ o r iː ʃ t e
узгредице	ǔ z ɡ r e d i t s eː
изгрепсти	ǐ z ɡ r e p s t i
вашмашина	ʋ â ʃ m a ʃ iː n a
генералан	ɡ ê n e r aː l a n
генијалан	ɡ ê n i j aː l a n
генијално	ɡ ê n i j aː l n o
генитивни	ɡ ê n i t iː ʋ n iː
веренички	ʋ ê r e n i t ʃ k iː
веројатан	ʋ ê r o j aː t a n
веројатно	ʋ ê r o j aː t n o
вероватно	ʋ ê r o ʋ aː t n o
ветрењаст	ʋ ê t r e ɲ a s t
ветробран	ʋ ê t r o b r aː n
вешмашина	ʋ ê ʃ m a ʃ iː n a
шилтерица	ʃ î l t e r i t͡s a
шиптарски	ʃ î p t a r s k iː
висиномер	ʋ î s i n o m eː r
висораван	ʋ î s o r aː ʋ a n
гигаметар	ɡ î ɡ a m e t a r
живахност	ʒ î ʋ aː x n oː s t
живописан	ʒ î ʋ o p iː s a n
живописно	ʒ î ʋ o p iː s n o
водораван	ʋ ô d o r aː ʋ a n
водоравно	ʋ ô d o r aː ʋ n o
гојазност	ɡ ô j aː z n oː s t
госпођица	ɡ ô s p o d ʑ i t s a
љубазност	ʎ û b a z n oː s t
љубоморан	ʎ û b o m oː r a n
љубоморно	ʎ û b o m oː r n o
гусјеница	ɡ û s j e n i t s a
авангарда	ǎ ʋ a n ɡ aː r d a
гватемала	ɡ ʋ a t e m ǎː l a
љубазница	ʎ ǔ b a z n i t s a
губитница	ɡ ǔ b i t n i t s a
шаблонски	ʃ ǎ b l oː n s k i
гибралтар	ɡ ǐ b r a l t aː r
годишњица	ɡ ǒ d i ʃ ɲ i t s a
ашиковати	ǎ ʃ i k o ʋ a t i
египатски	ě ɡ i p a t s k iː
египћанин	ě ɡ i p t ɕ a n i n
увјежбати	ǔ ʋ j e ʒ b a t i
војводина	ʋ ǒ j ʋ o d i n a
викторија	ʋ ǐ k t oː r i j a
железница	ʒ ě l e z n i t s a
голферица	ɡ ǒ l f e r i t s a
вулкански	ʋ ǔ l k aː n s k i
вулкански	ʋ ǔ l k aː n s k iː
шалсфинга	ʃ ǎ l s f i n ɡ a
гимназија	ɡ ǐ m n aː z i j a
шампањски	ʃ ǎ m p a ɲ s k iː
вампирски	ʋ ǎ m p iː r s k iː
грмљавина	ɡ ř m ʎ a ʋ i n a
вепровина	ʋ ě p r o ʋ i n a
игралишни	ǐ ɡ r a l iː ʃ n iː
игралиште	ǐ ɡ r a l iː ʃ t e
гордијски	ɡ ǒ r d iː j s k iː
увријеђен	ǔ ʋ r i j eː d͡ʑ e n
германски	ɡ ě r m aː n s k iː
версајски	ʋ ě r s a j s k iː
верзирано	ʋ ě r z iː r a n o
швракопис	ʃ ʋ r â k o p iː s
варварски	ʋ ǎ r ʋ a r s k i
варварски	ʋ ǎ r ʋ a r s k iː
шаумшнита	ʃ ǎ u m ʃ n i t a
швицарски	ʃ ʋ î t s a r s k iː
шљивовица	ʃ ʎ î ʋ o ʋ i t s a
гигантски	ɡ ǐ ɡ a n t s k iː
жељезница	ʒ ě ʎ e z n i t s a
вешерница	ʋ ě ʃ eː r n i t s a
љубавница	ʎ ǔː b aː ʋ n i t s a
абдикација	a b d i k ǎː t͡s i j a
абдицирати	a b d i t s ǐː r a t i
абдоменски	a b d ǒː m e n s k iː
абецедариј	a b e t s ě d aː r i j
абортирати	a b o r t ǐː r a t i
абидјански	a b ǐ d͡ʒ a n s k iː
адаптирати	a d a p t ǐː r a t i
адаптација	a d a p t ǎː t s i j a
адоптирати	a d o p t ǐː r a t i
адоптација	a d o p t ǎː t s i j a
адресирати	a d r e s ǐː r a t i
адсорпција	a d s ǒ r p t s i j a
адвокатски	a d ʋ ǒ k aː t s k i
аерологија	a e r o l ǒ ɡ i j a
афектирати	a f e k t ǐː r a t i
афектација	a f e k t ǎː t s i j a
афирмирати	a f i r m ǐː r a t i
афирмација	a f i r m ǎː t s i j a
африкански	a f r ǐ k aː n s k iː
афганистан	a f ɡ a n ǐ s t aː n
акламација	a k l a m ǎː t s i j a
аконтирати	a k o n t ǐː r a t i
аконтација	a k o n t ǎː t s i j a
акробатика	a k r o b ǎ t i k a
акробатски	a k r ǒ b a t s k i
акробатски	a k r ǒ b a t s k iː
активирати	a k t i ʋ ǐː r a t i
активација	a k t i ʋ ǎː t s i j a
актуализам	a k t u a l ǐ z a m
акумулатор	a k u m ǔ l aː t o r
аквизиција	a k ʋ i z ǐː t͡s i j a
алармантан	a l a r m ǎ n t a n
алармантно	a l a r m ǎ n t n o
алегоричан	a l e ɡ ǒ r i t ʃ a n
алфабетски	a l f ǎ b eː t s k iː
алтерација	a l t e r ǎː t s i j a
александар	a l ě k s aː n d a r
алгологија	a l ɡ o l ǒ ɡ i j a
аматеризам	a m a t e r ǐ z a m
аматерство	a m a t ěː r s t ʋ o
амбигвитет	a m b i ɡ ʋ ǐ t eː t
амбулантни	a m b ǔ l a n t n iː
американац	a m e r i k ǎː n a t s
американка	a m e r ǐ k aː n k a
амфитеатар	a m f i t ě aː t a r
аморалност	a m o r ǎː l n oː s t
ампутирати	a m p u t ǐː r a t i
ампутација	a m p u t ǎː t s i j a
анаболизам	a n a b o l ǐ z a m
анадиплоза	a n a d i p l ǒː z a
аналитичар	a n a l ǐ t i t ʃ aː r
аналитичан	a n a l ǐ t i t͡ʃ a n
анализатор	a n a l ǐ z aː t o r
андалузија	a n d ǎ l uː z i j a
анектирати	a n e k t ǐː r a t i
анестезија	a n e s t ě z i j a
анимозитет	a n i m o z ǐ t eː t
анкетирати	a n k e t ǐː r a t i
анонимност	a n o n ǐː m n oː s t
антибиотик	a n t i b i ǒ t i k
антифашист	a n t i f ǎ ʃ i s t
антологија	a n t o l ǒ ɡ i j a
антонимија	a n t o n ǐ m i j a
антрополог	a n t r o p ǒ l o ɡ
ангажирати	a n ɡ a ʒ ǐː r a t i
анексијски	a n ě k s iː j s k i
анексијски	a n ě k s iː j s k iː
англиканац	a n ɡ l i k ǎː n a t s
англицизам	a n ɡ l i t s ǐ z a m
аналгезија	a n ǎ l ɡ eː z i j a
англосаски	a n ɡ l ǒ s a s k iː
англистика	a n ɡ l ǐ s t i k a
анегдотски	a n ě ɡ d o t s k i
анегдотски	a n ě ɡ d o t s k iː
апликација	a p l i k ǎː t s i j a
аплицирати	a p l i t͡s ǐː r a t i
апокалипса	a p o k a l ǐ p s a
аполитичан	a p o l ǐ t i t ʃ a n
аполитички	a p o l ǐ t i t ʃ k i
аполитички	a p o l ǐ t i t ʃ k iː
апсолуција	a p s o l ǔː t͡s i j a
апсорпција	a p s ǒ r p t s i j a
аранжирати	a r a n ʒ ǐː r a t i
аристократ	a r i s t ǒ k r a t
аритметика	a r i t m ě t i k a
ароматичан	a r o m ǎ t i t ʃ a n
ароганција	a r o ɡ ǎ n t s i j a
артиљерија	a r t i ʎ ě r i j a
артистички	a r t ǐ s t i t ʃ k i
артистички	a r t ǐ s t i t ʃ k iː
артиљерски	a r t ǐ ʎ eː r s k i
артиљерски	a r t ǐ ʎ eː r s k iː
археолошки	a r x e ǒ l o ʃ k iː
аргентинац	a r ɡ e n t ǐː n a t s
асиметрија	a s i m ě t r i j a
асистирати	a s i s t ǐː r a t i
астматичан	a s t m ǎ t i t ʃ a n
астматичар	a s t m ǎ t i t ʃ aː r
астролошки	a s t r ǒ l o ʃ k i
астролошки	a s t r ǒ l o ʃ k iː
аутодидакт	a u t o d ǐ d a k t
аутономија	a u t o n ǒ m i j a
аутономист	a u t o n ǒ m i s t
аутоматски	a u t ǒ m a t s k i
аутоматски	a u t ǒ m a t s k iː
аутентичан	a u t ě n t i t ʃ a n
азербајџан	a z e r b ǎ j d͡ʒ aː n
азилантски	a z ǐ l a n t s k i
азилантски	a z ǐ l a n t s k iː
авантурист	a ʋ a n t ǔ r i s t
аванзирати	a ʋ a n z ǐː r a t i
авијатичар	a ʋ i j ǎ t i t ʃ aː r
агностичар	a ɡ n ǒ s t i t ʃ aː r
агностички	a ɡ n ǒ s t i t ʃ k iː
агрологија	a ɡ r o l ǒ ɡ i j a
агрономија	a ɡ r o n ǒ m i j a
агрономски	a ɡ r ǒ n o m s k i
агрономски	a ɡ r ǒ n o m s k iː
аустралија	a ǔ s t r aː l i j a
аустралски	a ǔ s t r aː l s k i
аустралски	a ǔ s t r aː l s k iː
авганистан	a ʋ ɡ a n ǐ s t aː n
балистички	b a l ǐ s t i t ʃ k i
балистички	b a l ǐ s t i t ʃ k iː
барбаризам	b a r b a r ǐ z a m
барбадоски	b a r b ǎː d o s k iː
бахреински	b a x r e ǐ n s k iː
бединерица	b e d ǐː n e r i t͡s a
белорусија	b e l o r ǔ s i j a
белгијанац	b e l ɡ i j ǎː n a t s
бесавестан	b e s ǎː ʋ e s t a n
бесавјесно	b e s ǎː ʋ j e s n o
бетонирати	b e t o n ǐː r a t i
бехандлати	b e x ǎ n d l a t i
безобразан	b e z ǒ b r a z a n
безуспешан	b e z ǔ s p e ʃ a n
безуспешно	b e z ǔ s p e ʃ n o
безаконито	b e z ǎː k o n i t o
библиотека	b i b l i o t ěː k a
бициклизам	b i t͡s i k l ǐ z a m
бизантинац	b i z a n t ǐː n a t s
биографски	b i ǒ ɡ r a f s k iː
бјеласнути	b j e l ǎ s n u t i
бјелоруски	b j ê l o r u s k i
бјелоруски	b j ê l o r u s k iː
бласфемија	b l a s f ě m i j a
благостање	b l a ɡ o s t ǎː ɲ e
блиједјети	b l i j ěː d j e t i
блијештити	b l i j ěː ʃ t i t i
блијештати	b l j ěː ʃ t a t i
блудничење	b l ûː d n i t ʃ eː ɲ e
блудничити	b l ûː d n i t ʃ i t i
бојадисати	b o j ǎ d i s a t i
болеснички	b o l ě s n iː t͡ʃ k i
болеснички	b o l ě s n iː t͡ʃ k iː
богорадити	b o ɡ o r ǎː d i t i
богословац	b o ɡ o s l ǒː ʋ a t s
богохулити	b o ɡ o x ǔː l i t i
божанствен	b o ʒ ǎ n s t ʋ e n
божиковина	b o ʒ ǐː k o ʋ i n a
бригадирка	b r i ɡ ǎ d iː r k a
бруталност	b r u t ǎː l n oː s t
братислава	b r ǎ t i s l a ʋ a
брижљивост	b r ǐ ʒ ʎ i ʋ oː s t
бубуљичаст	b u b ǔ ʎ i t͡ʃ a s t
будалетина	b u d a l ě t i n a
будистички	b u d ǐ s t i t͡ʃ k i
будистички	b u d ǐ s t i t͡ʃ k iː
буџетирати	b u d͡ʒ e t ǐː r a t i
бугарштица	b u ɡ ǎ r ʃ t i t͡s a
бабилонски	b â b i l oː n s k iː
бајослован	b â j o s l oː ʋ a n
башчаршија	b â ʃ t͡ʃ a r ʃ i j a
београдски	b ê o ɡ r a d s k iː
бесконачан	b ê s k o n a t ʃ a n
бесконачно	b ê s k o n a t ʃ n o
бескорисно	b ê s k o r i s n o
беспомоћан	b ê s p o m o t ɕ a n
беспомоћно	b ê s p o m o t͡ɕ n o
бесрамност	b ê s r aː m n oː s t
