а	a
севкупност	s ɛ f k u p n ɔ s t
сенаторски	s ɛ n a t ɔ r s k i
сонародник	s ɔ n a ɾ ɔ d n i k
сопатничка	s ɔ p a t n i t͡ʃ k a
соперничка	s ɔ p ɛ r n i t͡ʃ k a
сестраност	s ɛ s t r a n ɔ s t
соучесница	s ɔ u t͡ʃ ɛ s n i t͡s a
слушателка	s ɫ u ʃ a t ɛ ɫ k a
советничка	s ɔ v ɛ t n i t͡ʃ k a
таксирлија	t a k s i r l i j a
тактичност	t a k t i t͡ʃ n ɔ s t
типологија	t i p ɔ ɫ ɔ ɡ i j a
тракторски	t r a k t ɔ r s k i
транзиција	t r a n z i t͡s i j a
трагичарка	t r a ɡ i t͡ʃ a r k a
трагичност	t r a ɡ i t͡ʃ n ɔ s t
трогнатост	t r ɔ ɡ n a t ɔ s t
тенденција	t ɛ n d ɛ n t͡s i j a
техничарка	t ɛ x n i t͡ʃ a r k a
теократија	t ɛ ɔ k r a t i j a
цикличност	t͡s i k l i t͡ʃ n ɔ s t
цвеќарство	t͡s v ɛ c a r s t v ɔ
уметништво	u m ɛ t n i ʃ t v ɔ
уникатност	u n i k a t n ɔ s t
управничка	u p r a v n i t͡ʃ k a
уплашеност	u p ɫ a ʃ ɛ n ɔ s t
усмрденост	u s m r̩ d ɛ n ɔ s t
устројство	u s t r ɔ j s t v ɔ
учителство	u t͡ʃ i t ɛ ɫ s t v ɔ
узурпација	u z u r p a t͡s i j a
угнетеност	u ɡ n ɛ t ɛ n ɔ s t
варварство	v a r v a r s t v ɔ
вибрациски	v i b r a t͡s i s k i
википедија	v i k i p ɛ d i j a
викиречник	v i k i r ɛ t͡ʃ n i k
викендичка	v i k ɛ n d i t͡ʃ k a
вработувач	v r a b ɔ t u v a t͡ʃ
владејачки	v ɫ a d ɛ j a t͡ʃ k i
владетелка	v ɫ a d ɛ t ɛ ɫ k a
војводство	v ɔ j v ɔ t s t v ɔ
величество	v ɛ l i t͡ʃ ɛ s t v ɔ
вонредност	v ɔ n r ɛ d n ɔ s t
воспитувач	v ɔ s p i t u v a t͡ʃ
вестителка	v ɛ s t i t ɛ ɫ k a
волнарство	v ɔ ɫ n a r s t v ɔ
вжештеност	v ʒ ɛ ʃ t ɛ n ɔ s t
волшебност	v ɔ ɫ ʃ ɛ b n ɔ s t
хаотичност	x a ɔ t i t͡ʃ n ɔ s t
хировитост	x i r ɔ v i t ɔ s t
хранливост	x r a n l i v ɔ s t
хемичарски	x ɛ m i t͡ʃ a r s k i
хомофонија	x ɔ m ɔ f ɔ n i j a
хомонимија	x ɔ m ɔ n i m i j a
забиберува	z a b i b ɛ ɾ u v a
забрзаност	z a b r̩ z a n ɔ s t
забеганост	z a b ɛ ɡ a n ɔ s t
задишаност	z a d i ʃ a n ɔ s t
задуманост	z a d u m a n ɔ s t
закркорува	z a k r̩ k ɔ ɾ u v a
закупничка	z a k u p n i t͡ʃ k a
заљубеност	z a l u b ɛ n ɔ s t
заледеност	z a l ɛ d ɛ n ɔ s t
заматеност	z a m a t ɛ n ɔ s t
замирисува	z a m i r i s u v a
замрсеност	z a m r̩ s ɛ n ɔ s t
занесеност	z a n ɛ s ɛ n ɔ s t
запаливост	z a p a l i v ɔ s t
запаметува	z a p a m ɛ t u v a
запрегнува	z a p r ɛ ɡ n u v a
запушеност	z a p u ʃ ɛ n ɔ s t
заплакнува	z a p ɫ a k n u v a
заситеност	z a s i t ɛ n ɔ s t
затапеност	z a t a p ɛ n ɔ s t
зачаденост	z a t͡ʃ a d ɛ n ɔ s t
зачмаеност	z a t͡ʃ m a ɛ n ɔ s t
зачуденост	z a t͡ʃ u d ɛ n ɔ s t
зачекорува	z a t͡ʃ ɛ k ɔ ɾ u v a
заздравува	z a z d r a v u v a
загаденост	z a ɡ a d ɛ n ɔ s t
заебанција	z a ɛ b a n t͡s i j a
заобленост	z a ɔ b l ɛ n ɔ s t
заедништво	z a ɛ d n i ʃ t v ɔ
зажуборува	z a ʒ u b ɔ ɾ u v a
заложнички	z a ɫ ɔ ʒ n i t͡ʃ k i
збунувачки	z b u n u v a t͡ʃ k i
зборливост	z b ɔ r l i v ɔ s t
здруженост	z d r u ʒ ɛ n ɔ s t
здодевност	z d ɔ d ɛ v n ɔ s t
златарство	z ɫ a t a r s t v ɔ
зеленчуков	z ɛ l ɛ n t͡ʃ u k ɔ f
згрозеност	z ɡ r ɔ z ɛ n ɔ s t
згуснатост	z ɡ u s n a t ɔ s t
злокобност	z ɫ ɔ k ɔ b n ɔ s t
лактациски	ɫ a k t a t͡s i s k i
ѓаволштина	ɟ a v ɔ ɫ ʃ t i n a
обнадежува	ɔ b n a d ɛ ʒ u v a
обезбојува	ɔ b ɛ z b ɔ j u v a
одмереност	ɔ d m ɛ ɾ ɛ n ɔ s t
одмореност	ɔ d m ɔ ɾ ɛ n ɔ s t
однародува	ɔ d n a r ɔ d u v a
одработува	ɔ d r a b ɔ t u v a
одреденост	ɔ d r ɛ d ɛ n ɔ s t
одвратност	ɔ d v r a t n ɔ s t
одгледувач	ɔ d ɡ l ɛ d u v a t͡ʃ
оџачарство	ɔ d͡ʒ a t͡ʃ a r s t v ɔ
ефемерност	ɛ f ɛ m ɛ r n ɔ s t
оксидација	ɔ k s i d a t͡s i j a
експлозија	ɛ k s p ɫ ɔ z i j a
окупациски	ɔ k u p a t͡s i s k i
елеганција	ɛ l ɛ ɡ a n t͡s i j a
омлитавува	ɔ m l i t a v u v a
омекнатост	ɔ m ɛ k n a t ɔ s t
гнасотилак	ɡ n a s ɔ t i ɫ a k
енклитичен	ɛ n k l i t i t͡ʃ ɛ n
онтологија	ɔ n t ɔ ɫ ɔ ɡ i j a
ономастика	ɔ n ɔ m a s t i k a
епилепсија	ɛ p i l ɛ p s i j a
епископија	ɛ p i s k ɔ p i j a
опчинетост	ɔ p t͡ʃ i n ɛ t ɔ s t
опустошува	ɔ p u s t ɔ ʃ u v a
опуштеност	ɔ p u ʃ t ɛ n ɔ s t
операциски	ɔ p ɛ r a t͡s i s k i
опозициски	ɔ p ɔ z i t͡s i s k i
грабливост	ɡ r a b l i v ɔ s t
градинарка	ɡ r a d i n a r k a
градителка	ɡ r a d i t ɛ ɫ k a
грижливост	ɡ r i ʒ l i v ɔ s t
ортопедија	ɔ r t ɔ p ɛ d i j a
осигурител	ɔ s i ɡ u ɾ i t ɛ ɫ
ескалација	ɛ s k a ɫ a t͡s i j a
осквернува	ɔ s k v ɛ r n u v a
осцилација	ɔ s t͡s i ɫ a t͡s i j a
штитеничка	ʃ t i t ɛ n i t͡ʃ k a
етнологија	ɛ t n ɔ ɫ ɔ ɡ i j a
отпадничка	ɔ t p a d n i t͡ʃ k a
отпоздрави	ɔ t p ɔ z d r a v i
штрајкувач	ʃ t r a j k u v a t͡ʃ
отвореност	ɔ t v ɔ ɾ ɛ n ɔ s t
штедливост	ʃ t ɛ d l i v ɔ s t
штеточинец	ʃ t ɛ t ɔ t͡ʃ i n ɛ t͡s
губитнички	ɡ u b i t n i t͡ʃ k i
гулабарник	ɡ u ɫ a b a r n i k
евакуација	ɛ v a k u a t͡s i j a
евалуација	ɛ v a ɫ u a t͡s i j a
еволуциски	ɛ v ɔ ɫ u t͡s i s k i
шокираност	ʃ ɔ k i ɾ a n ɔ s t
железарски	ʒ ɛ l ɛ z a r s k i
железнички	ʒ ɛ l ɛ z n i t͡ʃ k i
горчливост	ɡ ɔ r t͡ʃ l i v ɔ s t
господство	ɡ ɔ s p ɔ t s t v ɔ
готварство	ɡ ɔ t v a r s t v ɔ
готовински	ɡ ɔ t ɔ v i n s k i
егзибиција	ɛ ɡ z i b i t͡s i j a
женкарство	ʒ ɛ ŋ k a r s t v ɔ
гломазност	ɡ ɫ ɔ m a z n ɔ s t
шегобиство	ʃ ɛ ɡ ɔ b i s t v ɔ
жонглерски	ʒ ɔ ŋ ɡ l ɛ r s k i
аксиологија	a k s i j ɔ ɫ ɔ ɡ i j a
акумулација	a k u m u ɫ a t͡s i j a
алитерација	a l i t ɛ r a t͡s i j a
амбасадорка	a m b a s a d ɔ r k a
апстракција	a p s t r a k t͡s i j a
архитектура	a r x i t ɛ k t u ɾ a
археологија	a r x ɛ ɔ ɫ ɔ ɡ i j a
асимилација	a s i m i ɫ a t͡s i j a
аритметички	a ɾ i t m ɛ t i t͡ʃ k i
алтернација	a ɫ t ɛ r n a t͡s i j a
аеронаутика	a ɛ ɾ ɔ n a u t i k a
биоенергија	b i j ɔ ɛ n ɛ r ɡ i j a
билетарница	b i l ɛ t a r n i t͡s a
билетарници	b i l ɛ t a r n i t͡s i
биполарност	b i p ɔ ɫ a r n ɔ s t
братучедски	b r a t u t͡ʃ ɛ t s k i
брборливост	b r̩ b ɔ r l i v ɔ s t
блазонирања	b ɫ a z ɔ n i ɾ a ɲ a
блазонирање	b ɫ a z ɔ n i ɾ a ɲ ɛ
благајничка	b ɫ a ɡ a j n i t͡ʃ k a
болезливост	b ɔ l ɛ z l i v ɔ s t
болежливост	b ɔ l ɛ ʒ l i v ɔ s t
безвкусност	b ɛ s f k u s n ɔ s t
бескрајност	b ɛ s k r a j n ɔ s t
бесплатност	b ɛ s p ɫ a t n ɔ s t
бесплодност	b ɛ s p ɫ ɔ d n ɔ s t
бесплотност	b ɛ s p ɫ ɔ t n ɔ s t
бесценетост	b ɛ s t͡s ɛ n ɛ t ɔ s t
безбројност	b ɛ z b r ɔ j n ɔ s t
безбожнички	b ɛ z b ɔ ʒ n i t͡ʃ k i
бездомнички	b ɛ z d ɔ m n i t͡ʃ k i
безутешност	b ɛ z u t ɛ ʃ n ɔ s t
безвредност	b ɛ z v r ɛ d n ɔ s t
безопасност	b ɛ z ɔ p a s n ɔ s t
безгрижност	b ɛ z ɡ r i ʒ n ɔ s t
безгласност	b ɛ z ɡ ɫ a s n ɔ s t
богословија	b ɔ ɡ ɔ s ɫ ɔ v i j a
дарежливост	d a r ɛ ʒ l i v ɔ s t
динамичност	d i n a m i t͡ʃ n ɔ s t
дипломатија	d i p ɫ ɔ m a t i j a
дизентерија	d i z ɛ n t ɛ ɾ i j a
драстичност	d r a s t i t͡ʃ n ɔ s t
драгоценост	d r a ɡ ɔ t͡s ɛ n ɔ s t
духовништво	d u x ɔ v n i ʃ t v ɔ
дворјанство	d v ɔ r j a n s t v ɔ
двостраност	d v ɔ s t r a n ɔ s t
дефинициски	d ɛ f i n i t͡s i s k i
деформација	d ɛ f ɔ r m a t͡s i j a
доистребува	d ɔ i s t r ɛ b u v a
докажливост	d ɔ k a ʒ l i v ɔ s t
деликатност	d ɛ l i k a t n ɔ s t
делегациска	d ɛ l ɛ ɡ a t͡s i s k a
допадливост	d ɔ p a d l i v ɔ s t
допирливост	d ɔ p i r l i v ɔ s t
депилациски	d ɛ p i ɫ a t͡s i s k i
депортација	d ɛ p ɔ r t a t͡s i j a
дестинација	d ɛ s t i n a t͡s i j a
доселеничка	d ɔ s ɛ l ɛ n i t͡ʃ k a
досетливост	d ɔ s ɛ t l i v ɔ s t
детонациски	d ɛ t ɔ n a t͡s i s k i
доусовршува	d ɔ u s ɔ v r̩ ʃ u v a
дехидрација	d ɛ x i d r a t͡s i j a
дозволивост	d ɔ z v ɔ l i v ɔ s t
дораскажува	d ɔ ɾ a s k a ʒ u v a
дообјаснува	d ɔ ɔ b j a s n u v a
деградација	d ɛ ɡ r a d a t͡s i j a
дегустација	d ɛ ɡ u s t a t͡s i j a
џаболебарка	d͡ʒ a b ɔ l ɛ b a r k a
фасцинација	f a s t͡s i n a t͡s i j a
физиономија	f i z i j ɔ n ɔ m i j a
физиологија	f i z i j ɔ ɫ ɔ ɡ i j a
вкоренетост	f k ɔ r ɛ n ɛ t ɔ s t
вкочанетост	f k ɔ t͡ʃ a n ɛ t ɔ s t
фрустрација	f r u s t r a t͡s i j a
формулација	f ɔ r m u ɫ a t͡s i j a
флуктуација	f ɫ u k t u a t͡s i j a
имиграциски	i m i ɡ r a t͡s i s k i
императорка	i m p ɛ r a t ɔ r k a
имунологија	i m u n ɔ ɫ ɔ ɡ i j a
иницијација	i n i t͡s i j a t͡s i j a
инсинуација	i n s i n u a t͡s i j a
инспекторка	i n s p ɛ k t ɔ r k a
инспекциски	i n s p ɛ k t͡s i s k i
инсталација	i n s t a ɫ a t͡s i j a
интонациски	i n t ɔ n a t͡s i s k i
интеракција	i n t ɛ r a k t͡s i j a
интересчија	i n t ɛ r ɛ ʃ t͡ʃ i j a
интеграција	i n t ɛ ɡ r a t͡s i j a
искривеност	i s k r i v ɛ n ɔ s t
искористува	i s k ɔ r i s t u v a
испакнатост	i s p a k n a t ɔ s t
испруженост	i s p r u ʒ ɛ n ɔ s t
испупченост	i s p u p t͡ʃ ɛ n ɔ s t
испонастине	i s p ɔ n a s t i n ɛ
испоначичка	i s p ɔ n a t͡ʃ i t͡ʃ k a
испопродаде	i s p ɔ p r ɔ d a d ɛ
испорачувач	i s p ɔ r a t͡ʃ u v a t͡ʃ
испоразбуди	i s p ɔ r a z b u d i
испосништво	i s p ɔ s n i ʃ t v ɔ
испозатвори	i s p ɔ z a t v ɔ ɾ i
испооговара	i s p ɔ ɔ ɡ ɔ v a ɾ a
истанченост	i s t a n t͡ʃ ɛ n ɔ s t
историчарка	i s t ɔ r i t͡ʃ a r k a
истовремено	i s t ɔ v r ɛ m ɛ n ɔ
иселеништво	i s ɛ l ɛ n i ʃ t v ɔ
избувливост	i z b u v l i v ɔ s t
издолженост	i z d ɔ ɫ ʒ ɛ n ɔ s t
изненадност	i z n ɛ n a d n ɔ s t
изработувач	i z r a b ɔ t u v a t͡ʃ
извинувачки	i z v i n u v a t͡ʃ k i
извршителка	i z v r̩ ʃ i t ɛ ɫ k a
изводливост	i z v ɔ d l i v ɔ s t
изведувачка	i z v ɛ d u v a t͡ʃ k a
изведувачки	i z v ɛ d u v a t͡ʃ k i
изопаченост	i z ɔ p a t͡ʃ ɛ n ɔ s t
изостреност	i z ɔ s t r ɛ n ɔ s t
информатика	i ɱ f ɔ r m a t i k a
инкубациски	i ŋ k u b a t͡s i s k i
инквизиција	i ŋ k v i z i t͡s i j a
илустрација	i ɫ u s t r a t͡s i j a
јагленисува	j a ɡ l ɛ n i s u v a
катастарски	k a t a s t a r s k i
калуѓерство	k a ɫ u ɟ ɛ r s t v ɔ
кибернетика	k i b ɛ r n ɛ t i k a
килимарство	k i l i m a r s t v ɔ
киселкавост	k i s ɛ ɫ k a v ɔ s t
краставичка	k r a s t a v i t͡ʃ k a
критичарски	k r i t i t͡ʃ a r s k i
крводарител	k r̩ v ɔ d a ɾ i t ɛ ɫ
крвожедност	k r̩ v ɔ ʒ ɛ d n ɔ s t
крволочност	k r̩ v ɔ ɫ ɔ t͡ʃ n ɔ s t
ксенофобија	k s ɛ n ɔ f ɔ b i j a
култивација	k u ɫ t i v a t͡s i j a
колебливост	k ɔ l ɛ b l i v ɔ s t
компактност	k ɔ m p a k t n ɔ s t
компарација	k ɔ m p a r a t͡s i j a
кондуктерка	k ɔ n d u k t ɛ r k a
космологија	k ɔ s m ɔ ɫ ɔ ɡ i j a
кошничарски	k ɔ ʃ n i t͡ʃ a r s k i
колокациски	k ɔ ɫ ɔ k a t͡s i s k i
ликвидација	l i k v i d a t͡s i j a
лицемерство	l i t͡s ɛ m ɛ r s t v ɔ
мајсторство	m a j s t ɔ r s t v ɔ
маѓепсаност	m a ɟ ɛ p s a n ɔ s t
министерски	m i n i s t ɛ r s k i
мирисливост	m i r i s l i v ɔ s t
младоликост	m ɫ a d ɔ l i k ɔ s t
месечарство	m ɛ s ɛ t͡ʃ a r s t v ɔ
металургија	m ɛ t a ɫ u r ɡ i j a
методичност	m ɛ t ɔ d i t͡ʃ n ɔ s t
меланхолија	m ɛ ɫ a n x ɔ l i j a
мелничарски	m ɛ ɫ n i t͡ʃ a r s k i
молчаливост	m ɔ ɫ t͡ʃ a l i v ɔ s t
меѓусебност	m ɛ ɟ u s ɛ b n ɔ s t
мелодичност	m ɛ ɫ ɔ d i t͡ʃ n ɔ s t
набабреност	n a b a b r ɛ n ɔ s t
надничарски	n a d n i t͡ʃ a r s k i
надреденост	n a d r ɛ d ɛ n ɔ s t
надзорничка	n a d z ɔ r n i t͡ʃ k a
надополнува	n a d ɔ p ɔ ɫ n u v a
надоградува	n a d ɔ ɡ r a d u v a
наклеветува	n a k l ɛ v ɛ t u v a
наклонетост	n a k ɫ ɔ n ɛ t ɔ s t
намрштеност	n a m r̩ ʃ t ɛ n ɔ s t
намуртеност	n a m u r t ɛ n ɔ s t
напоредност	n a p ɔ ɾ ɛ d n ɔ s t
настроеност	n a s t r ɔ ɛ n ɔ s t
натрапничка	n a t r a p n i t͡ʃ k a
навигациски	n a v i ɡ a t͡s i s k i
наврапитост	n a v r a p i t ɔ s t
навреденост	n a v r ɛ d ɛ n ɔ s t
нагласеност	n a ɡ ɫ a s ɛ n ɔ s t
наложништво	n a ɫ ɔ ʒ n i ʃ t v ɔ
нимфоманија	n i ɱ f ɔ m a n i j a
неактивност	n ɛ a k t i v n ɔ s t
недругарски	n ɛ d r u ɡ a r s k i
недоискажан	n ɛ d ɔ i s k a ʒ a n
недоличност	n ɛ d ɔ l i t͡ʃ n ɔ s t
недоработен	n ɛ d ɔ r a b ɔ t ɛ n
недорасонет	n ɛ d ɔ r a s ɔ n ɛ t
недоразвиен	n ɛ d ɔ r a z v i j ɛ n
недосежност	n ɛ d ɔ s ɛ ʒ n ɔ s t
недоволност	n ɛ d ɔ v ɔ ɫ n ɔ s t
недоразбран	n ɛ d ɔ ɾ a z b r a n
недооформен	n ɛ d ɔ ɔ f ɔ r m ɛ n
неискреност	n ɛ i s k r ɛ n ɔ s t
неискусност	n ɛ i s k u s n ɔ s t
неисплакнат	n ɛ i s p ɫ a k n a t
неизмерност	n ɛ i z m ɛ r n ɔ s t
некрофилија	n ɛ k r ɔ f i l i j a
немилосрдие	n ɛ m i ɫ ɔ s r̩ d i j ɛ
неменливост	n ɛ m ɛ n l i v ɔ s t
неморалност	n ɛ m ɔ ɾ a ɫ n ɔ s t
ненадејност	n ɛ n a d ɛ j n ɔ s t
непрочистен	n ɛ p r ɔ t͡ʃ i s t ɛ n
непроветрен	n ɛ p r ɔ v ɛ t r ɛ n
непреодност	n ɛ p r ɛ ɔ d n ɔ s t
непроодност	n ɛ p r ɔ ɔ d n ɔ s t
непобитност	n ɛ p ɔ b i t n ɔ s t
неподобност	n ɛ p ɔ d ɔ b n ɔ s t
неподготвен	n ɛ p ɔ d ɡ ɔ t v ɛ n
непосакуван	n ɛ p ɔ s a k u v a n
непогодност	n ɛ p ɔ ɡ ɔ d n ɔ s t
неразјаснет	n ɛ r a z j a s n ɛ t
неразумност	n ɛ r a z u m n ɔ s t
нередовност	n ɛ r ɛ d ɔ v n ɔ s t
нерешливост	n ɛ r ɛ ʃ l i v ɔ s t
несигурност	n ɛ s i ɡ u r n ɔ s t
неспремност	n ɛ s p r ɛ m n ɔ s t
несреденост	n ɛ s r ɛ d ɛ n ɔ s t
несебичност	n ɛ s ɛ b i t͡ʃ n ɔ s t
несовесност	n ɛ s ɔ v ɛ s n ɔ s t
нецелосност	n ɛ t͡s ɛ ɫ ɔ s n ɔ s t
нечистотија	n ɛ t͡ʃ i s t ɔ t i j a
нечитливост	n ɛ t͡ʃ i t l i v ɔ s t
неумоливост	n ɛ u m ɔ l i v ɔ s t
неупотребен	n ɛ u p ɔ t r ɛ b ɛ n
неуставност	n ɛ u s t a v n ɔ s t
неугледност	n ɛ u ɡ l ɛ d n ɔ s t
невалидност	n ɛ v a l i d n ɔ s t
новинарство	n ɔ v i n a r s t v ɔ
неврологија	n ɛ v r ɔ ɫ ɔ ɡ i j a
незабележан	n ɛ z a b ɛ l ɛ ʒ a n
неопходност	n ɛ ɔ p x ɔ d n ɔ s t
неотуѓивост	n ɛ ɔ t u ɟ i v ɔ s t
патетичност	p a t ɛ t i t͡ʃ n ɔ s t
писателство	p i s a t ɛ ɫ s t v ɔ
праисторија	p r a i s t ɔ ɾ i j a
пратеништво	p r a t ɛ n i ʃ t v ɔ
приближност	p r i b l i ʒ n ɔ s t
прифатеност	p r i f a t ɛ n ɔ s t
прикладност	p r i k ɫ a d n ɔ s t
приклучница	p r i k ɫ u t͡ʃ n i t͡s a
приврзаност	p r i v r̩ z a n ɔ s t
предавнички	p r ɛ d a v n i t͡ʃ k i
предикација	p r ɛ d i k a t͡s i j a
предназначи	p r ɛ d n a z n a t͡ʃ i
предродилен	p r ɛ d r ɔ d i l ɛ n
предвестува	p r ɛ d v ɛ s t u v a
предоговори	p r ɛ d ɔ ɡ ɔ v ɔ ɾ i
преиспитува	p r ɛ i s p i t u v a
произлегува	p r ɔ i z l ɛ ɡ u v a
прекрасност	p r ɛ k r a s n ɔ s t
прокрварува	p r ɔ k r̩ v a ɾ u v a
премаленост	p r ɛ m a l ɛ n ɔ s t
промрморува	p r ɔ m r̩ m ɔ ɾ u v a
премореност	p r ɛ m ɔ ɾ ɛ n ɔ s t
пренапрегне	p r ɛ n a p r ɛ ɡ n ɛ
проповедник	p r ɔ p ɔ v ɛ d n i k
просторност	p r ɔ s t ɔ r n ɔ s t
противнички	p r ɔ t i v n i t͡ʃ k i
претплатник	p r ɛ t p ɫ a t n i k
провалничка	p r ɔ v a ɫ n i t͡ʃ k a
провинциски	p r ɔ v i n t͡s i s k i
провокација	p r ɔ v ɔ k a t͡s i j a
