ababa	aβaβa
interconexiones	ĩn̪t̪erkoneɣsjones
intercrisis	ĩn̪t̪erkɾisis
interdicha	ĩn̪t̪erðit͡ʃa
interdichas	ĩn̪t̪erðit͡ʃas
interdicho	ĩn̪t̪erðit͡ʃo
interdichos	ĩn̪t̪erðit͡ʃos
interdisciplina	ĩn̪t̪erðisθiplina
interdisciplina	ĩn̪t̪erðissiplina
interés	ĩn̪t̪eɾes
interesadísimo	ĩn̪t̪eɾesaðisimo
interesante	ĩn̪t̪eɾesãn̪t̪e
interescolar	ĩn̪t̪eɾeskolaɾ
interétnico	ĩn̪t̪eɾeðniko
interfacial	ĩn̪t̪erfaθjal
interfacial	ĩn̪t̪erfasjal
interferencia	ĩn̪t̪erfeɾẽn̟θja
interferencia	ĩn̪t̪erfeɾẽnsja
interferida	ĩn̪t̪erfeɾiða
interferidas	ĩn̪t̪erfeɾiðas
interferido	ĩn̪t̪erfeɾiðo
interferidos	ĩn̪t̪erfeɾiðos
interferograma	ĩn̪t̪erfeɾoɣɾama
interferométrico	ĩn̪t̪erfeɾomet̪ɾiko
interfijo	ĩn̪t̪erfixo
intergrupal	ĩn̪t̪erɣɾupal
interindividual	ĩn̪t̪eɾĩn̪d̪iβiðwal
interiores	ĩn̪t̪eɾjoɾes
interiorizada	ĩn̪t̪eɾjoɾiθaða
interiorizada	ĩn̪t̪eɾjoɾisaða
interiorizadas	ĩn̪t̪eɾjoɾiθaðas
interiorizadas	ĩn̪t̪eɾjoɾisaðas
interiorizado	ĩn̪t̪eɾjoɾiθaðo
interiorizado	ĩn̪t̪eɾjoɾisaðo
interiorizados	ĩn̪t̪eɾjoɾiθaðos
interiorizados	ĩn̪t̪eɾjoɾisaðos
interiorizar	ĩn̪t̪eɾjoɾiθaɾ
interiorizar	ĩn̪t̪eɾjoɾisaɾ
interlobulillar	ĩn̪t̪erloβuliʎaɾ
interlobulillar	ĩn̪t̪erloβuliʝaɾ
intermediada	ĩn̪t̪ermeðjaða
intermediadas	ĩn̪t̪ermeðjaðas
intermediado	ĩn̪t̪ermeðjaðo
intermediados	ĩn̪t̪ermeðjaðos
intermediar	ĩn̪t̪ermeðjaɾ
intermembrana	ĩn̪t̪ermẽmbɾana
intermitente	ĩn̪t̪ermit̪ẽn̪t̪e
intermitentes	ĩn̪t̪ermit̪ẽn̪t̪es
internacional	ĩn̪t̪ernaθjonal
internacional	ĩn̪t̪ernasjonal
internacionalizada	ĩn̪t̪ernaθjonaliθaða
internacionalizada	ĩn̪t̪ernasjonalisaða
internacionalizadas	ĩn̪t̪ernaθjonaliθaðas
internacionalizadas	ĩn̪t̪ernasjonalisaðas
internacionalizado	ĩn̪t̪ernaθjonaliθaðo
internacionalizado	ĩn̪t̪ernasjonalisaðo
internacionalizados	ĩn̪t̪ernaθjonaliθaðos
internacionalizados	ĩn̪t̪ernasjonalisaðos
internada	ĩn̪t̪ernaða
internadas	ĩn̪t̪ernaðas
internado	ĩn̪t̪ernaðo
internados	ĩn̪t̪ernaðos
internar	ĩn̪t̪ernaɾ
internet	ĩn̪t̪ernet̪
interneurona	ĩn̪t̪erneu̯ɾona
interno	ĩn̪t̪erno
internodo	ĩn̪t̪ernoðo
interparlamentario	ĩn̪t̪erparlamẽn̪t̪aɾjo
interparroquial	ĩn̪t̪erparokjal
interpelada	ĩn̪t̪erpelaða
interpeladas	ĩn̪t̪erpelaðas
interpelado	ĩn̪t̪erpelaðo
interpelados	ĩn̪t̪erpelaðos
interpenetración	ĩn̪t̪erpenet̪ɾaθjõn
interpenetración	ĩn̪t̪erpenet̪ɾasjõn
interplaca	ĩn̪t̪erplaka
interpola	ĩn̪t̪erpola
interpolada	ĩn̪t̪erpolaða
interpoladas	ĩn̪t̪erpolaðas
interpolado	ĩn̪t̪erpolaðo
interpolados	ĩn̪t̪erpolaðos
interpolamos	ĩn̪t̪erpolamos
interpolando	ĩn̪t̪erpolãn̪d̪o
interpolar	ĩn̪t̪erpolaɾ
interpolara	ĩn̪t̪erpolaɾa
interpolará	ĩn̪t̪erpolaɾa
interpoláramos	ĩn̪t̪erpolaɾamos
interpolaras	ĩn̪t̪erpolaɾas
interpolarás	ĩn̪t̪erpolaɾas
interpolare	ĩn̪t̪erpolaɾe
interpolareis	ĩn̪t̪erpolaɾei̯s
interpolaremos	ĩn̪t̪erpolaɾemos
interpolares	ĩn̪t̪erpolaɾes
interpolaríamos	ĩn̪t̪erpolaɾiamos
interpolas	ĩn̪t̪erpolas
interpolaste	ĩn̪t̪erpolast̪e
interpole	ĩn̪t̪erpole
interpolem	ĩn̪t̪erpolẽm
interpolemos	ĩn̪t̪erpolemos
interpoles	ĩn̪t̪erpoles
interpolo	ĩn̪t̪erpolo
interpretación	ĩn̪t̪erpɾet̪aθjõn
interpretación	ĩn̪t̪erpɾet̪asjõn
interpretada	ĩn̪t̪erpɾet̪aða
interpretadas	ĩn̪t̪erpɾet̪aðas
interpretado	ĩn̪t̪erpɾet̪aðo
interpretados	ĩn̪t̪erpɾet̪aðos
interpretar	ĩn̪t̪erpɾet̪aɾ
interpretares	ĩn̪t̪erpɾet̪aɾes
interprofesional	ĩn̪t̪erpɾofesjonal
interpromocional	ĩn̪t̪erpɾomoθjonal
interpromocional	ĩn̪t̪erpɾomosjonal
interracial	ĩn̪t̪eraθjal
interracial	ĩn̪t̪erasjal
interred	ĩn̪t̪ereð
interrelacionada	ĩn̪t̪erelaθjonaða
interrelacionada	ĩn̪t̪erelasjonaða
interrelacionadas	ĩn̪t̪erelaθjonaðas
interrelacionadas	ĩn̪t̪erelasjonaðas
interrelacionado	ĩn̪t̪erelaθjonaðo
interrelacionado	ĩn̪t̪erelasjonaðo
interrelacionados	ĩn̪t̪erelaθjonaðos
interrelacionados	ĩn̪t̪erelasjonaðos
interrelacionar	ĩn̪t̪erelaθjonaɾ
interrelacionar	ĩn̪t̪erelasjonaɾ
interrogación	ĩn̪t̪eroɣaθjõn
interrogación	ĩn̪t̪eroɣasjõn
interrogaciones	ĩn̪t̪eroɣaθjones
interrogaciones	ĩn̪t̪eroɣasjones
interrogada	ĩn̪t̪eroɣaða
interrogadas	ĩn̪t̪eroɣaðas
interrogado	ĩn̪t̪eroɣaðo
interrogador	ĩn̪t̪eroɣaðoɾ
interrogadora	ĩn̪t̪eroɣaðoɾa
interrogadoras	ĩn̪t̪eroɣaðoɾas
interrogadores	ĩn̪t̪eroɣaðoɾes
interrogados	ĩn̪t̪eroɣaðos
interrogamos	ĩn̪t̪eroɣamos
interrogante	ĩn̪t̪eroɣãn̪t̪e
interrogantes	ĩn̪t̪eroɣãn̪t̪es
interrogar	ĩn̪t̪eroɣaɾ
interrogativa	ĩn̪t̪eroɣat̪iβa
interrogativas	ĩn̪t̪eroɣat̪iβas
interrogativo	ĩn̪t̪eroɣat̪iβo
interrogativos	ĩn̪t̪eroɣat̪iβos
interrogatorio	ĩn̪t̪eroɣat̪oɾjo
interrogatorios	ĩn̪t̪eroɣat̪oɾjos
interrogo	ĩn̪t̪eroɣo
interrumpida	ĩn̪t̪erũmpiða
interrumpidas	ĩn̪t̪erũmpiðas
interrumpido	ĩn̪t̪erũmpiðo
interrumpidos	ĩn̪t̪erũmpiðos
interseccionalidad	ĩn̪t̪erseɣθjonaliðað
interseccionalidad	ĩn̪t̪erseɣsjonaliðað
intersectada	ĩn̪t̪erseɣt̪aða
intersectadas	ĩn̪t̪erseɣt̪aðas
intersectado	ĩn̪t̪erseɣt̪aðo
intersectados	ĩn̪t̪erseɣt̪aðos
intersectar	ĩn̪t̪erseɣt̪aɾ
intersticial	ĩn̪t̪erst̪iθjal
intersticial	ĩn̪t̪erst̪isjal
intersubjetivo	ĩn̪t̪ersuβxet̪iβo
intertextual	ĩn̪t̪ert̪ekst̪wal
intertítulos	ĩn̪t̪ert̪it̪ulos
intertubercular	ĩn̪t̪ert̪uβerkulaɾ
interuniversitario	ĩn̪t̪eɾuniβersit̪aɾjo
interválico	ĩn̪t̪erβaliko
intervención	ĩn̪t̪erβẽn̟θjõn
intervención	ĩn̪t̪erβẽnsjõn
interviú	ĩn̪t̪erβju
intesto	ĩn̪t̪est̪o
intimidación	ĩn̪t̪imiðaθjõn
intimidación	ĩn̪t̪imiðasjõn
intimidada	ĩn̪t̪imiðaða
intimidadas	ĩn̪t̪imiðaðas
intimidades	ĩn̪t̪imiðaðes
intimidado	ĩn̪t̪imiðaðo
intimidados	ĩn̪t̪imiðaðos
intimidar	ĩn̪t̪imiðaɾ
intitulada	ĩn̪t̪it̪ulaða
intituladas	ĩn̪t̪it̪ulaðas
intitulado	ĩn̪t̪it̪ulaðo
intitulados	ĩn̪t̪it̪ulaðos
intocable	intokaβle
intocado	ĩn̪t̪okaðo
intolerable	ĩn̪t̪oleɾaβle
intolerables	ĩn̪t̪oleɾaβles
intolerancia	ĩn̪t̪oleɾãn̟θja
intolerancia	ĩn̪t̪oleɾãnsja
intolerantes	ĩn̪t̪oleɾãn̪t̪es
intoxicada	ĩn̪t̪oɣsikaða
intoxicadas	ĩn̪t̪oɣsikaðas
intoxicado	ĩn̪t̪oɣsikaðo
intoxicados	ĩn̪t̪oɣsikaðos
intrabucal	ĩn̪t̪ɾaβukal
intracatalana	ĩn̪t̪ɾakat̪alana
intradérmico	ĩn̪t̪ɾaðermiko
intraducible	ĩn̪t̪ɾaðuθiβle
intraducible	ĩn̪t̪ɾaðusiβle
intraespecífico	ĩn̪t̪ɾaespeθifiko
intraespecífico	ĩn̪t̪ɾaespesifiko
intralaminar	ĩn̪t̪ɾalaminaɾ
intramusculares	ĩn̪t̪ɾamuskulaɾes
intransigentes	ĩn̪t̪ɾãnsixẽn̪t̪es
intranuclear	ĩn̪t̪ɾanukleaɾ
intravenosa	ĩn̪t̪ɾaβenosa
intravenosas	ĩn̪t̪ɾaβenosas
intravenoso	ĩn̪t̪ɾaβenoso
intravenosos	ĩn̪t̪ɾaβenosos
intricada	ĩn̪t̪ɾikaða
intricadas	ĩn̪t̪ɾikaðas
intricado	ĩn̪t̪ɾikaðo
intricados	ĩn̪t̪ɾikaðos
intricar	ĩn̪t̪ɾikaɾ
intrico	ĩn̪t̪ɾiko
intriga	ĩn̪t̪ɾiɣa
intrigada	ĩn̪t̪ɾiɣaða
intrigadas	ĩn̪t̪ɾiɣaðas
intrigado	ĩn̪t̪ɾiɣaðo
intrigados	ĩn̪t̪ɾiɣaðos
intrigamos	ĩn̪t̪ɾiɣamos
intrigando	ĩn̪t̪ɾiɣãn̪d̪o
intrigar	ĩn̪t̪ɾiɣaɾ
intrigares	ĩn̪t̪ɾiɣaɾes
intrigas	ĩn̪t̪ɾiɣas
intrigo	ĩn̪t̪ɾiɣo
intrinca	ĩn̪t̪ɾĩŋka
intrincada	ĩn̪t̪ɾĩŋkaða
intrincadas	ĩn̪t̪ɾĩŋkaðas
intrincado	ĩn̪t̪ɾĩŋkaðo
intrincados	ĩn̪t̪ɾĩŋkaðos
intrincamos	ĩn̪t̪ɾĩŋkamos
intrincando	ĩn̪t̪ɾĩŋkãn̪d̪o
intrincar	ĩn̪t̪ɾĩŋkaɾ
intrincara	ĩn̪t̪ɾĩŋkaɾa
intrincará	ĩn̪t̪ɾĩŋkaɾa
intrincáramos	ĩn̪t̪ɾĩŋkaɾamos
intrincaras	ĩn̪t̪ɾĩŋkaɾas
intrincarás	ĩn̪t̪ɾĩŋkaɾas
intrincareis	ĩn̪t̪ɾĩŋkaɾei̯s
intrincaremos	ĩn̪t̪ɾĩŋkaɾemos
intrincares	ĩn̪t̪ɾĩŋkaɾes
intrincaríamos	ĩn̪t̪ɾĩŋkaɾiamos
intrincas	ĩn̪t̪ɾĩŋkas
intrincaste	ĩn̪t̪ɾĩŋkast̪e
intrinco	ĩn̪t̪ɾĩŋko
intrinque	ĩn̪t̪ɾĩŋke
intrinquemos	ĩn̪t̪ɾĩŋkemos
intrinques	ĩn̪t̪ɾĩŋkes
introducida	ĩn̪t̪ɾoðuθiða
introducida	ĩn̪t̪ɾoðusiða
introducidas	ĩn̪t̪ɾoðuθiðas
introducidas	ĩn̪t̪ɾoðusiðas
introducido	ĩn̪t̪ɾoðuθiðo
introducido	ĩn̪t̪ɾoðusiðo
introducidos	ĩn̪t̪ɾoðuθiðos
introducidos	ĩn̪t̪ɾoðusiðos
introducir	ĩn̪t̪ɾoðuθiɾ
introducir	ĩn̪t̪ɾoðusiɾ
introductor	ĩn̪t̪ɾoðuɣt̪oɾ
introductora	ĩn̪t̪ɾoðuɣt̪oɾa
introductoras	ĩn̪t̪ɾoðuɣt̪oɾas
introductores	ĩn̪t̪ɾoðuɣt̪oɾes
introductoria	ĩn̪t̪ɾoðuɣt̪oɾja
introductorias	ĩn̪t̪ɾoðuɣt̪oɾjas
introductorio	ĩn̪t̪ɾoðuɣt̪oɾjo
introductorios	ĩn̪t̪ɾoðuɣt̪oɾjos
intromisión	ĩn̪t̪ɾomisjõn
intrusada	ĩn̪t̪ɾusaða
intrusadas	ĩn̪t̪ɾusaðas
intrusado	ĩn̪t̪ɾusaðo
intrusados	ĩn̪t̪ɾusaðos
intrusar	ĩn̪t̪ɾusaɾ
intubada	ĩn̪t̪uβaða
intubadas	ĩn̪t̪uβaðas
intubado	ĩn̪t̪uβaðo
intubados	ĩn̪t̪uβaðos
intubar	ĩn̪t̪uβaɾ
intuicionismo	ĩn̪t̪wiθjonizmo
intuicionismo	ĩn̪t̪wisjonizmo
intuida	ĩn̪t̪wiða
intuidas	ĩn̪t̪wiðas
intuido	ĩn̪t̪wiðo
intuidos	ĩn̪t̪wiðos
intuir	ĩn̪t̪wiɾ
inubicable	inuβikaβle
inuit	inui̯t̪
inundación	inũn̪d̪aθjõn
inundación	inũn̪d̪asjõn
inundada	inũn̪d̪aða
inundadas	inũn̪d̪aðas
inundado	inũn̪d̪aðo
inundados	inũn̪d̪aðos
inútil	inut̪il
inutilización	inut̪iliθaθjõn
inutilización	inut̪ilisasjõn
inutilizada	inut̪iliθaða
inutilizada	inut̪ilisaða
inutilizadas	inut̪iliθaðas
inutilizadas	inut̪ilisaðas
inutilizado	inut̪iliθaðo
inutilizado	inut̪ilisaðo
inutilizados	inut̪iliθaðos
inutilizados	inut̪ilisaðos
invada	ĩmbaða
invadamos	ĩmbaðamos
invadas	ĩmbaðas
invade	ĩmbaðe
invades	ĩmbaðes
invadíamos	ĩmbaðiamos
invadida	ĩmbaðiða
invadidas	ĩmbaðiðas
invadido	ĩmbaðiðo
invadidos	ĩmbaðiðos
invadimos	ĩmbaðimos
invadir	ĩmbaðiɾ
invadirá	ĩmbaðiɾa
invadirás	ĩmbaðiɾas
invadiremos	ĩmbaðiɾemos
invadiríamos	ĩmbaðiɾiamos
invadiste	ĩmbaðist̪e
invado	ĩmbaðo
invaginada	ĩmbaxinaða
invaginadas	ĩmbaxinaðas
invaginado	ĩmbaxinaðo
invaginados	ĩmbaxinaðos
invaginar	ĩmbaxinaɾ
invalidada	ĩmbaliðaða
invalidadas	ĩmbaliðaðas
invalidado	ĩmbaliðaðo
invalidados	ĩmbaliðaðos
invasividad	ĩmbasiβiðað
invención	ĩmbẽn̟θjõn
invención	ĩmbẽnsjõn
inventa	ĩmbẽn̪t̪a
inventada	ĩmbẽn̪t̪aða
inventadas	ĩmbẽn̪t̪aðas
inventado	ĩmbẽn̪t̪aðo
inventados	ĩmbẽn̪t̪aðos
inventamos	ĩmbẽn̪t̪amos
inventando	ĩmbẽn̪t̪ãn̪d̪o
inventar	ĩmbẽn̪t̪aɾ
inventara	ĩmbẽn̪t̪aɾa
inventará	ĩmbẽn̪t̪aɾa
inventáramos	ĩmbẽn̪t̪aɾamos
inventaras	ĩmbẽn̪t̪aɾas
inventarás	ĩmbẽn̪t̪aɾas
inventareis	ĩmbẽn̪t̪aɾei̯s
inventaremos	ĩmbẽn̪t̪aɾemos
inventares	ĩmbẽn̪t̪aɾes
inventaríamos	ĩmbẽn̪t̪aɾiamos
inventas	ĩmbẽn̪t̪as
inventaste	ĩmbẽn̪t̪ast̪e
invente	ĩmbẽn̪t̪e
inventemos	ĩmbẽn̪t̪emos
inventes	ĩmbẽn̪t̪es
invento	ĩmbẽn̪t̪o
inventor	ĩmbẽn̪t̪oɾ
invernación	ĩmbernaθjõn
invernación	ĩmbernasjõn
invernáculo	ĩmbernakulo
invernada	ĩmbernaða
invernadero	ĩmbernaðeɾo
invernaderos	ĩmbernaðeɾos
invernar	ĩmbernaɾ
inverosímil	ĩmbeɾosimil
inversión	ĩmbersjõn
invertebrada	ĩmbert̪eβɾaða
invertebradas	ĩmbert̪eβɾaðas
invertebrado	ĩmbert̪eβɾaðo
invertebrados	ĩmbert̪eβɾaðos
invertida	ĩmbert̪iða
invertidas	ĩmbert̪iðas
invertido	ĩmbert̪iðo
invertidos	ĩmbert̪iðos
invertir	iɱbe̞ɾtiɾ
investida	ĩmbest̪iða
investidas	ĩmbest̪iðas
investido	ĩmbest̪iðo
investidos	ĩmbest̪iðos
investidura	ĩmbest̪iðuɾa
investigación	ĩmbest̪iɣaθjõn
investigación	ĩmbest̪iɣasjõn
investigada	ĩmbest̪iɣaða
investigadas	ĩmbest̪iɣaðas
investigado	ĩmbest̪iɣaðo
investigador	ĩmbest̪iɣaðoɾ
investigadora	ĩmbest̪iɣaðoɾa
investigadoras	ĩmbest̪iɣaðoɾas
investigadores	ĩmbest̪iɣaðoɾes
investigados	ĩmbest̪iɣaðos
investigar	ĩmbest̪iɣaɾ
investir	ĩmbest̪iɾ
inviable	ĩmbjaβle
inviables	ĩmbjaβles
invicta	ĩmbiɣt̪a
invictas	ĩmbiɣt̪as
invictísimo	ĩmbiɣt̪isimo
invictos	ĩmbiɣt̪os
invierno	ĩmbjerno
inviolable	ĩmbjolaβle
invisibilizada	ĩmbisiβiliθaða
invisibilizada	ĩmbisiβilisaða
invisibilizadas	ĩmbisiβiliθaðas
invisibilizadas	ĩmbisiβilisaðas
invisibilizado	ĩmbisiβiliθaðo
invisibilizado	ĩmbisiβilisaðo
invisibilizados	ĩmbisiβiliθaðos
invisibilizados	ĩmbisiβilisaðos
invisibilizar	ĩmbisiβiliθaɾ
invisibilizar	ĩmbisiβilisaɾ
invisible	ĩmbisiβle
invitación	ĩmbit̪aθjõn
invitación	ĩmbit̪asjõn
invitada	ĩmbit̪aða
invitado	ĩmbit̪aðo
invitar	ĩmbit̪aɾ
invitare	ĩmbit̪aɾe
invocada	ĩmbokaða
invocadas	ĩmbokaðas
invocado	ĩmbokaðo
invocados	ĩmbokaðos
involución	ĩmboluθjõn
involución	ĩmbolusjõn
involucionada	ĩmboluθjonaða
involucionada	ĩmbolusjonaða
involucionadas	ĩmboluθjonaðas
involucionadas	ĩmbolusjonaðas
involucionado	ĩmboluθjonaðo
involucionado	ĩmbolusjonaðo
involucionados	ĩmboluθjonaðos
involucionados	ĩmbolusjonaðos
involuciones	ĩmboluθjones
involuciones	ĩmbolusjones
involucrada	ĩmbolukɾaða
involucradas	ĩmbolukɾaðas
involucrado	ĩmbolukɾaðo
involucrados	ĩmbolukɾaðos
involucrar	ĩmbolukɾaɾ
involuntariamente	ĩmbolũn̪t̪aɾjamẽn̪t̪e
inyección	ĩɲɟ͡ʝeɣθjõn
inyección	ĩɲɟ͡ʝeɣsjõn
inyectable	ĩɲɟ͡ʝeɣt̪aβle
inyectadora	ĩɲɟ͡ʝeɣt̪aðoɾa
inyectar	ĩɲɟ͡ʝeɣt̪aɾ
inyectivo	ĩɲɟ͡ʝeɣt̪iβo
inyector	ĩɲɟ͡ʝeɣt̪oɾ
inyera	ĩɲɟ͡ʝeɾa
iodo	ɟ͡ʝoðo
iodopsina	ɟ͡ʝoðoβsina
ion	ɟ͡ʝõn
ion	iõn
ión	iõn
ionización	joniθaθjõn
ionización	jonisasjõn
ionizada	joniθaða
ionizada	jonisaða
ionizadas	joniθaðas
ionizadas	jonisaðas
ionizado	joniθaðo
ionizado	jonisaðo
ionizados	joniθaðos
ionizados	jonisaðos
iota	iot̪a
iota	ɟ͡ʝot̪a
ióyana	joʝana
iperita	ipeɾit̪a
iphone	ai̯fõn
ípsilon	iβsilõn
iquiteño	ikit̪eɲo
iracundo	iɾakũn̪d̪o
irán	iɾãn
iridio	iɾiðjo
iridiscente	iɾiðisθẽn̪t̪e
iridiscente	iɾiðissẽn̪t̪e
iridiscentes	iɾiðisθẽn̪t̪es
iridiscentes	iɾiðissẽn̪t̪es
iridología	iɾiðoloxia
irlanda	irlãn̪d̪a
irónicamente	iɾonikamẽn̪t̪e
ironizada	iɾoniθaða
ironizada	iɾonisaða
ironizadas	iɾoniθaðas
ironizadas	iɾonisaðas
ironizado	iɾoniθaðo
ironizado	iɾonisaðo
ironizados	iɾoniθaðos
ironizados	iɾonisaðos
irradiada	iraðjaða
irradiadas	iraðjaðas
irradiado	iraðjaðo
irradiados	iraðjaðos
irradiancia	iraðjãn̟θja
irradiancia	iraðjãnsja
irrecusables	irekusaβles
irredenta	ireðẽn̪t̪a
irredentas	ireðẽn̪t̪as
irredentista	ireðẽn̪t̪ist̪a
irredentistas	ireðẽn̪t̪ist̪as
irredento	ireðẽn̪t̪o
irredentos	ireðẽn̪t̪os
irreductibilidad	ireðuɣt̪iβiliðað
irreemplazable	ireẽmplaθaβle
irreemplazable	ireẽmplasaβle
irreemplazables	ireẽmplaθaβles
irreemplazables	ireẽmplasaβles
irrefutable	irefut̪aβle
irrefutablemente	irefut̪aβlemẽn̪t̪e
irrefutables	irefut̪aβles
irregular	ireɣulaɾ
irregulares	ireɣulaɾes
irrelevante	ireleβãn̪t̪e
irrelevantes	ireleβãn̪t̪es
irreproducible	irepɾoðuθiβle
irreproducible	irepɾoðusiβle
irreproducibles	irepɾoðuθiβles
irreproducibles	irepɾoðusiβles
irresistible	iresist̪iβle
irrespetuosa	irespet̪wosa
irrespetuosas	irespet̪wosas
irrespetuoso	irespet̪woso
irrespetuosos	irespet̪wosos
irreverente	ireβeɾẽn̪t̪e
irreverentes	ireβeɾẽn̪t̪es
irreversible	ireβersiβle
irritable	irit̪aβle
irritada	irit̪aða
irritadas	irit̪aðas
irritadísimo	irit̪aðisimo
irritado	irit̪aðo
irritados	irit̪aðos
irritar	irit̪aɾ
irulegui	iɾuleɣi
isaías	isa̠ia̠s
isis	isis
islam	islãm
islam	islãn
islamizada	islamiθaða
islamizada	islamisaða
islamizadas	islamiθaðas
islamizadas	islamisaðas
islamizado	islamiθaðo
islamizado	islamisaðo
islamizados	islamiθaðos
islamizados	islamisaðos
islandia	islãn̪d̪ja
ismaelita	izmaelit̪a
ismailí	izmai̯li
isogonal	isoɣonal
isógono	isoɣono
isohieta	isoʝet̪a
isolobal	isoloβal
isologotipo	isoloɣot̪ipo
isotretinoína	isot̪ɾet̪inoina
isotropía	isot̪ɾopia
isquemia	iskemja
israel	izɾael
itacate	it̪akat̪e
italia	it̪alja
italiana	it̪aljana
italianas	it̪aljanas
italianidad	it̪aljaniðað
italianizada	it̪aljaniθaða
italianizada	it̪aljanisaða
italianizadas	it̪aljaniθaðas
italianizadas	it̪aljanisaðas
italianizado	it̪aljaniθaðo
italianizado	it̪aljanisaðo
italianizados	it̪aljaniθaðos
italianizados	it̪aljanisaðos
italianizante	it̪aljaniθãn̪t̪e
italianizante	it̪aljanisãn̪t̪e
italiano	it̪aljano
italianos	it̪aljanos
italófono	it̪alofono
ítem	it̪ẽm
itera	it̪eɾa
iterable	it̪eɾaβle
iterada	it̪eɾaða
iteradas	it̪eɾaðas
iterado	it̪eɾaðo
iterados	it̪eɾaðos
iteramos	it̪eɾamos
iterando	it̪eɾãn̪d̪o
iterar	it̪eɾaɾ
iterara	it̪eɾaɾa
iterará	it̪eɾaɾa
iteráramos	it̪eɾaɾamos
iteraras	it̪eɾaɾas
iterarás	it̪eɾaɾas
iterare	it̪eɾaɾe
iterareis	it̪eɾaɾei̯s
iteraremos	it̪eɾaɾemos
iterares	it̪eɾaɾes
iteraríamos	it̪eɾaɾiamos
iteras	it̪eɾas
iteraste	it̪eɾast̪e
iterbio	it̪erβjo
itere	it̪eɾe
iteremos	it̪eɾemos
iteres	it̪eɾes
itero	it̪eɾo
itinerantes	it̪ineɾãn̪t̪es
itrio	it̪ɾjo
iuspositivismo	ɟ͡ʝusposit̪iβizmo
iva	iβa
izabal	iθaβal
izabal	isaβal
izan	iθãn
izan	isãn
izquierda	iθkjerða
izquierda	iskjerða
izquierdismo	iθkjerðizmo
izquierdismo	iskjerðizmo
izquierdista	iθkjerðist̪a
izquierdista	iskjerðist̪a
izquierdo	iθkjerðo
izquierdo	iskjerðo
izquierdo	iθkjerðo
izquierdo	iskjerðo
iztaccíhuatl	iθt̪aɣθiwat̪l
iztaccíhuatl	ist̪aɣsiwat̪l
jabalcón	xaβalkõn
jabalí	xaβali
jabalina	xaβalina
jabeba	xaβeβa
jabón	xaβõn
jacalteco	xakal̪t̪eko
jacinto	xaθĩn̪t̪o
jacinto	xasĩn̪t̪o
jacqueline	ɟ͡ʝakelĩn
jactada	xaɣt̪aða
jactadas	xaɣt̪aðas
jactado	xaɣt̪aðo
jactados	xaɣt̪aðos
jactar	xaɣt̪aɾ
jade	xaðe
jade	xade
jaén	xaẽn
jafet	xafeð
jaguarzo	xaɣwarθo
jaguarzo	xaɣwarso
jagüey	xaɣwei̯
jaiba	xai̯βa
jaime	xai̯me
jaimista	xai̯mist̪a
jamaica	xamai̯ka
jamaica	xamai̯ka
jamaicana	xamai̯kana
jamaicanas	xamai̯kanas
jamaicano	xamai̯kano
jamaicanos	xamai̯kanos
jamelgo	xamelɣo
jamón	xamõn
janeth	xanet̪
jangueo	xãŋɡeo
jansenismo	xãnsenizmo
japón	xapõn
japonés	xa̠po̞ne̞s
jaqueada	xakeaða
jaqueadas	xakeaðas
jaqueado	xakeaðo
jaqueados	xakeaðos
jaquelado	xakelaðo
jaquetón	xaket̪õn
jaquida	xakiða
jaquidas	xakiðas
jaquido	xakiðo
jaquidos	xakiðos
jarabe	xaɾaβe
jaramillo	xaɾamiʝo
jarcha	xaɾtʃa
jardín	xarðĩn
jargonza	xaɾɣonθa
jargonza	xaɾɣonsa
jarrete	xaret̪e
jarrón	xarõn
jato	xat̪o
jauría	xau̯ɾia
javier	xaβjeɾ
jayán	xaʝãn
jayari	xaʝaɾi
jazmín	xaθ̬mĩn
jazmín	xazmĩn
jazzístico	ɟ͡ʝasist̪iko
jeans	ɟ͡ʝĩns
jeepney	ɟ͡ʝiβnei̯
jefatura	xefat̪uɾa
jehovah	xeoβa
jengibre	xẽŋxiβɾe
jerga	xerɣa
jergal	xerɣal
jerigonza	xeɾiɣõn̟θa
jerigonza	xeɾiɣõnsa
jeringar	xe̞ɾiŋɣ̞a̠ɾ
jeroglífico	xeɾoɣlifiko
jersey	xersei̯
jerusalén	xeɾusalẽn
jesuita	xeswit̪a
jeta	xet̪a
jeva	xeβa
jibarización	xiβaɾiθaθjõn
jibarización	xiβaɾisasjõn
jibarizaciones	xiβaɾiθaθjones
jibarizaciones	xiβaɾisasjones
jibarizada	xiβaɾiθaða
jibarizada	xiβaɾisaða
jibarizadas	xiβaɾiθaðas
jibarizadas	xiβaɾisaðas
jibarizado	xiβaɾiθaðo
jibarizado	xiβaɾisaðo
jibarizados	xiβaɾiθaðos
jibarizados	xiβaɾisaðos
jibarizar	xiβaɾiθaɾ
jibarizar	xiβaɾisaɾ
jíbaro	xiβaɾo
jibia	xiβja
jicote	xikot̪e
jicotera	xikot̪eɾa
jicotillo	xikot̪iʎo
jicotillo	xikot̪iʝo
jilguero	xilɣeɾo
jilote	xilot̪e
jimada	ximaða
jimadas	ximaðas
jimado	ximaðo
jimados	ximaðos
jinete	xinet̪e
jinotega	xinot̪eɣa
jitomate	xit̪omat̪e
joaquín	xoakĩn
joaquín	xwakĩn
