aa	ɑː
ohdake	o̞ x d ɑ k e̞ ʔ
oheinen	o̞ ɦ e̞ i̯ n e̞ n
oheislaite	o̞ ɦ e̞ i̯ s̠ l ɑ i̯ t̪ e̞ ʔ
oheistulostin	o̞ ɦ e̞ i̯ s̠ t̪ u l o̞ s̠ t̪ i n
ohempi	o̞ ɦ e̞ m p i
ohentaa	o̞ ɦ e̞ n̪ t̪ ɑː ʔ
ohi	o̞ ɦ i
ohi	o̞ ɦ i ʔ
ohimolohko	o̞ ɦ i m o̞ l o̞ x k o̞
ohio	o̞ ɦ ɑ i̯ o̞
ohitusleikkaus	o̞ ɦ i t̪ u s̠ l e̞ i̯ kː ɑ u s̠
ohivirtaus	o̞ ɦ i ʋ i r t̪ ɑ u s̠
ohivirtaussuhde	o̞ ɦ i ʋ i r t̪ ɑ u s̠ s̠ u x d e̞ ʔ
ohivirtaussuihkumoottori	o̞ ɦ i ʋ i r t̪ ɑ u s̠ s̠ u i̯ ç k u m o̞ː t̪ː o̞ r i
ohja	o̞ x j ɑ
ohjaaja	o̞ x j ɑː j ɑ
ohjaajantuoli	o̞ x j ɑː j ɑ n t̪ u o̞̯ l i
ohjain	o̞ x j ɑ i̯ n
ohjainlaakeri	o̞ x j ɑ i̯ n l ɑː k e̞ r i
ohjastaminen	o̞ x j ɑ s̠ t̪ ɑ m i n e̞ n
ohjata	o̞ x j ɑ t̪ ɑ ʔ
ohjausholkki	o̞ x j ɑ u s̠ h o̞ l kː i
ohjauskoodi	o̞ x j ɑ u s̠ k o̞ː d i
ohjausneste	o̞ x j ɑ u s̠ n e̞ s̠ t̪ e̞ ʔ
ohjauspallo	o̞ x j ɑ u s̠ p ɑ lː o̞
ohjausrengas	o̞ x j ɑ u s̠ r e̞ ŋː ɑ s̠
ohjaussivu	o̞ x j ɑ u s̠ s̠ i ʋ u
ohjaustanko	o̞ x j ɑ u s̠ t̪ ɑ ŋ k o̞
ohjaustehostinneste	o̞ x j ɑ u s̠ t̪ e̞ ɦ o̞ s̠ t̪ i n n e̞ s̠ t̪ e̞ ʔ
ohjausvuo	o̞ x j ɑ u s̠ ʋ u o̞̯
ohjausväylä	o̞ x j ɑ u s̠ ʋ æ y̯ l æ
ohjautuminen	o̞ x j ɑ u t̪ u m i n e̞ n
ohje	o̞ x j e̞
ohjekirja	o̞ x j e̞ k̚ k i r j ɑ
ohjelmallinen	o̞ x j e̞ l m ɑ lː i n e̞ n
ohjelmatulkki	o̞ x j e̞ l m ɑ t̪ u l kː i
ohjelmatuote	o̞ x j e̞ l m ɑ t̪ u o̞̯ t̪ e̞ ʔ
ohjelmistoarkkitehtuuri	o̞ x j e̞ l m i s̠ t̪ o̞ ɑ r kː i t̪ e̞ h t̪ uː r i
ohjelmistokehittäjä	o̞ x j e̞ l m i s̠ t̪ o̞ k e̞ ɦ i t̪ t̪ æ j æ
ohjelmistokehys	o̞ x j e̞ l m i s̠ t̪ o̞ k e̞ ɦ y s̠
ohjelmistoliiketoiminta	o̞ x j e̞ l m i s̠ t̪ o̞ l iː k e̞ t̪̚ t̪ o̞ i̯ m i n̪ t̪ ɑ
ohjelmistoprosessi	o̞ x j e̞ l m i s̠ t̪ o̞ p r o̞ s̠ e̞ s̠ː i
ohjelmistopäällikkö	o̞ x j e̞ l m i s̠ t̪ o̞ p æː lː i kː ø̞
ohjelmistosuunnittelija	o̞ x j e̞ l m i s̠ t̪ o̞ s̠ uː nː i t̪ t̪ e̞ l i j ɑ
ohjelmistoversio	o̞ x j e̞ l m i s̠ t̪ o̞ ʋ e̞ r s̠ i o̞
ohjelmistoympäristö	o̞ x j e̞ l m i s̠ t̪ o̞ y m p æ r i s̠ t̪ ø̞
ohjelmointi	o̞ x j e̞ l m o̞ i n̪ t̪ i
ohjelmointivirhe	o̞ x j e̞ l m o̞ i n̪ t̪ i ʋ i r h e̞
ohjus	o̞ x j u s̠
ohjushyökkäys	o̞ x j u s̠ h y ø̞̯ kː æ y s̠
ohjuspuolustusjärjestelmä	o̞ x j u s̠ p u o̞̯ l u s̠ t̪ u s̠ j æ r j e̞ s̠ t̪ e̞ l m æ
ohkopaperi	o̞ x k o̞ p ɑ p e̞ r i
ohmimakkara	o̞ x m i m ɑ kː ɑ r ɑ
oho	o̞ ɦ o̞
ohoi	o̞ h o̞ i̯
ohotanlokki	o̞ ɦ o̞ t̪ ɑ n l o̞ kː i
ohra	o̞ x r ɑ
ohramallas	o̞ x r ɑ m ɑ lː ɑ s̠
ohrapirtelö	o̞ x r ɑ p i r t̪ e̞ l ø̞
ohratärkkelys	o̞ x r ɑ t̪ æ r kː e̞ l y s̠
ohrauunipuuro	o̞ x r ɑ uː n i p uː r o̞
ohto	o̞ x t̪ o̞
ohuempi	o̞ ɦ u e̞ m p i
ohuinen	o̞ ɦ u i̯ n e̞ n
ohukas	o̞ ɦ u k ɑ s̠
ohuke	o̞ ɦ u k e̞ ʔ
ohut	o̞ ɦ u t̪
ohutkerroskromatografia	o̞ ɦ u t̪ k e̞ rː o̞ s̠ k r o̞ m ɑ t̪ o̞ ɡ r ɑ f i ɑ
ohutleipä	o̞ ɦ u t̪ l e̞ i̯ p æ
oi	o̞ i̯
oikaista	o̞ i̯ k ɑ i̯ s̠ t̪ ɑ ʔ
oikaisukeino	o̞ i̯ k ɑ i̯ s̠ u k e̞ i̯ n o̞
oikaisupyyntö	o̞ i̯ k ɑ i̯ s̠ u p yː n̪ t̪ ø̞
oikea	o̞ i̯ k e̞ ɑ
oikeakulmainen	o̞ i̯ k e̞ ɑ k u l m ɑ i̯ n e̞ n
oikeakätisesti	o̞ i̯ k e̞ ɑ k æ t̪ i s̠ e̞ s̠ t̪ i ʔ
oikeapintainen	o̞ i̯ k e̞ ɑ p i n̪ t̪ ɑ i̯ n e̞ n
oikeapituinen	o̞ i̯ k e̞ ɑ p i t̪ u i̯ n e̞ n
oikeellinen	o̞ i̯ k e̞ː l l i n e̞ n
oikein	o̞ i̯ k e̞ i̯ n
oikeinkirjoitus	o̞ i̯ k e̞ i̯ ŋ k i r j o̞ i̯ t̪ u s̠
oikeudenkäyntikulut	o̞ i̯ k e̞ u d e̞ ŋ k æ y̯ n̪ t̪ i k u l u t̪
oikeudenvastaisesti	o̞ i̯ k e̞ u d e̞ n ʋ ɑ s̠ t̪ ɑ i s̠ e̞ s̠ t̪ i ʔ
oikeudet	o̞ i̯ k e̞ u d e̞ t̪
oikeudettomasti	o̞ i̯ k e̞ u d e̞ t̪ː o̞ m ɑ s̠ t̪ i ʔ
oikeus	o̞ i̯ k e̞ u s̠
oikeushammaslääketiede	o̞ i̯ k e̞ u s̠ h ɑ mː ɑ s̠ l æː k e̞ t̪̚ t̪ i e̞̯ d e̞ ʔ
oikeushammaslääkäri	o̞ i̯ k e̞ u s̠ h ɑ mː ɑ s̠ l æː k æ r i
oikeusjärjestelmä	o̞ i̯ k e̞ u s̠ j æ r j e̞ s̠ t̪ e̞ l m æ
oikeuskelpoinen	o̞ i̯ k e̞ u s̠ k e̞ l p o̞ i̯ n e̞ n
oikeuskelpoisuus	o̞ i̯ k e̞ u s̠ k e̞ l p o̞ i̯ s̠ uː s̠
oikeusneuvos	o̞ i̯ k e̞ u s̠ n e̞ u̯ ʋː o̞ s̠
oikeuspsykiatria	o̞ i̯ k e̞ u s̠ p s̠ y k i ɑ t̪ r i ɑ
oikeussosiologi	o̞ i̯ k e̞ u s̠ s̠ o̞ s̠ i o̞ l o̞ ɡ i
oikeussuhde	o̞ i̯ k e̞ u s̠ s̠ u x d e̞ ʔ
oikeusteologi	o̞ i̯ k e̞ u s̠ t̪ e̞ o̞ l o̞ ɡ i
oikeustieteellinen	o̞ i̯ k e̞ u s̠ t̪ i e̞̯ t̪ e̞ː l l i n e̞ n
oikeustoimi	o̞ i̯ k e̞ u s̠ t̪ o̞ i̯ m i
oikeusvoima	o̞ i̯ k e̞ u s̠ ʋ o̞ i̯ m ɑ
oikeutta	o̞ i̯ k e̞ u t̪ː ɑ
oikeuttaa	o̞ i̯ k e̞ u t̪ː ɑː
oikeuttaa	o̞ i̯ k e̞ u t̪ː ɑː ʔ
oikoa	o̞ i̯ k o̞ ɑ ʔ
oikoinen	o̞ i̯ k o̞ i̯ n e̞ n
oikoisenaan	o̞ i̯ k o̞ i̯ s̠ e̞ n ɑː n
oikokirves	o̞ i̯ k o̞ k i r ʋ e̞ s̠
oikosiirto	o̞ i̯ k o̞ s̠ iː r t̪ o̞
oikotasohöylä	o̞ i̯ k o̞ t̪ ɑ s̠ o̞ h ø̞ y̯ l æ
oikukkaasti	o̞ i̯ k u k k ɑː s̠ t̪ i ʔ
oili	o̞ i̯ l i
oinas	o̞ i̯ n ɑ s̠
oio	o̞ i̯ o̞ ʔ
oire	o̞ i̯ r e̞ ʔ
oirearvo	o̞ i̯ r e̞ ʔ ɑ r ʋ o̞
oirehtia	o̞ i̯ r e̞ h t̪ i ɑ ʔ
oireilla	o̞ i̯ r e̞ i̯ lː ɑ
oireilla	o̞ i̯ r e̞ i̯ lː ɑ ʔ
oireyhtymä	o̞ i̯ r e̞ ʔ y ç t̪ y m æ
oitis	o̞ i̯ t̪ i s̠
oiva	o̞ i̯ ʋ ɑ
oivaltaminen	o̞ i̯ ʋ ɑ l t̪ ɑ m i n e̞ n
oi’istaa	o̞ i̯ i s̠ t̪ ɑː ʔ
oja	o̞ j ɑ
ojakärsämö	o̞ j ɑ k æ r s̠ æ m ø̞
ojala	o̞ j ɑ l ɑ
ojalapio	o̞ j ɑ l ɑ p i o̞
ojentaa	o̞ j e̞ n̪ t̪ ɑː ʔ
ojentaja	o̞ j e̞ n t̪ ɑ j ɑ
oka	o̞ k ɑ
okakärsämato	o̞ k ɑ k æ r s̠ æ m ɑ t̪ o̞
okariina	o̞ k ɑ r iː n ɑ
okklusaalinen	o̞ kː l u s̠ ɑː l i n e̞ n
oklahoma	o̞ k l ɑ h o̞ː m ɑ
okluusio	o̞ k l uː s̠ i o̞
okra	o̞ k r ɑ
oksa	o̞ k s̠ ɑ
oksanen	o̞ k s̠ ɑ n e̞ n
oksavarsta	o̞ k s̠ ɑ ʋ ɑ r s̠ t̪ ɑ
oksennus	o̞ k s̠ e̞ nː u s̠
oksennuspallo	o̞ k s̠ e̞ nː u s̠ p ɑ lː o̞
oksentaa	o̞ k s̠ e̞ n̪ t̪ ɑː ʔ
oksentaminen	o̞ k s̠ e̞ n̪ t̪ ɑ m i n e̞ n
oksi	o̞ k s̠ i
oksidaasi	o̞ k s̠ i d ɑː s̠ i
oksidi	o̞ k s̠ i d i
oksidoreduktaasi	o̞ k s̠ i d o̞ r e̞ d u k t̪ ɑː s̠ i
oksiduuli	o̞ k s̠ i d uː l i
oksipitaalinen	o̞ k s̠ i p i t̪ ɑː l i n e̞ n
oksitaani	o̞ k s̠ i t̪ ɑː n i
oktaalijärjestelmä	o̞ k t̪ ɑː l i j æ r j e̞ s̠ t̪ e̞ l m æ
oktaaliluku	o̞ k t̪ ɑː l i l u k u
oktaavi	o̞ k t̪ ɑː ʋ i
oktaaviala	o̞ k t̪ ɑː ʋ i ɑ l ɑ
oktantti	o̞ k t̪ ɑ n̪ t̪ː i
oktoli	o̞ k t̪ o̞ l i
okulaari	o̞ k u l ɑː r i
olavi	o̞ l ɑ ʋ i
ole	o̞ l e̞ ʔ
oleaatti	o̞ l e̞ ɑː t̪ː i
oleen	o̞ l e̞ː n
olemaan	o̞ l e̞ m ɑː n
olemassaolokvanttori	o̞ l e̞ m ɑ s̠ː ɑ o̞ l o̞ k ʋ ɑ n̪ t̪ː o̞ r i
olemasta	o̞ l e̞ m ɑ s̠ t̪ ɑ
oleminen	o̞ l e̞ m i n e̞ n
olen	o̞ l e̞ n
oleskelukunta	o̞ l e̞ s̠ k e̞ l u k u n̪ t̪ ɑ
oleskeluryhmä	o̞ l e̞ s̠ k e̞ l u r y ç m æ
olettaa	o̞ l e̞ t̪ː ɑː ʔ
olettaminen	o̞ l e̞ t̪ː ɑ m i n e̞ n
olettamus	o̞ l e̞ t̪ t̪ ɑ m u s̠
oletus	o̞ l e̞ t̪ u s̠
oletusmuodostin	o̞ l e̞ t̪ u s̠ m u o̞̯ d o̞ s̠ t̪ i n
oleutua	o̞ l e̞ u t̪ u ɑ ʔ
oleva	o̞ l e̞ ʋ ɑ
olevan	o̞ l e̞ ʋ ɑ n
olga	o̞ l ɡ ɑ
oligarkia	o̞ l i ɡ ɑ r k i ɑ
oligodaktylia	o̞ l i ɡ o̞ d ɑ k t̪ y l i ɑ
oligoklaasi	o̞ l i ɡ o̞ k l ɑː s̠ i
oliivi	o̞ l iː ʋ i
oliomalli	o̞ l i o̞ m ɑ lː i
olisi	o̞ l i s̠ i
oliver	o̞ l i ʋ e̞ r
olka	o̞ l k ɑ
olkaa	o̞ l k ɑː
olkaamme	o̞ l k ɑː mː e̞
olkainhame	o̞ l k ɑ i̯ n h ɑ m e̞ ʔ
olkakirves	o̞ l k ɑ k i r ʋ e̞ s̠
olkakivi	o̞ l k ɑ k i ʋ i
olkaluu	o̞ l k ɑ l uː
olkanivel	o̞ l k ɑ n i ʋ e̞ l
olkapää	o̞ l k ɑ p æː
olki	o̞ l k i
olkikate	o̞ l k i k ɑ t̪ e̞ ʔ
olkineen	o̞ l k i n e̞ː n
olko	o̞ l k o̞ ʔ
olkoon	o̞ l k o̞ː n
olkoot	o̞ l k o̞ː t̪
olla	o̞ lː ɑ ʔ
ollaan	o̞ lː ɑː n
olleet	o̞ lː e̞ː t̪
olleiden	o̞ lː e̞ i̯ d e̞ n
olleiksi	o̞ lː e̞ i̯ k s̠ i
olleilla	o̞ lː e̞ i̯ lː ɑ
olleille	o̞ lː e̞ i̯ lː e̞ ʔ
olleilta	o̞ lː e̞ i̯ l t̪ ɑ
ollein	o̞ lː e̞ i̯ n
olleina	o̞ lː e̞ i̯ n ɑ
olleine	o̞ lː e̞ i̯ n e̞
olleisiin	o̞ lː e̞ i̯ s̠ iː n
olleissa	o̞ lː e̞ i̯ s̠ː ɑ
olleista	o̞ lː e̞ i̯ s̠ t̪ ɑ
olleita	o̞ lː e̞ i̯ t̪ ɑ
olleitta	o̞ lː e̞ i̯ t̪ː ɑ
olleitten	o̞ lː e̞ i̯ t̪ː e̞ n
olli	o̞ lː i
ollila	o̞ lː i l ɑ
oloinen	o̞ l o̞ i̯ n e̞ n
olomuoto	o̞ l o̞ m u o̞̯ t̪ o̞
olosija	o̞ l o̞ s̠ i j ɑ
olosuhteet	o̞ l o̞ s̠ u x t̪ e̞ː t̪
olot	o̞ l o̞ t̪
oltaisiin	o̞ l t̪ ɑ i̯ s̠ iː n
oltaneen	o̞ l t̪ ɑ n e̞ː n
oltavat	o̞ l t̪ ɑ ʋ ɑ t̪
oltermanninsauva	o̞ l t̪ e̞ r m ɑ nː i n s̠ ɑ u̯ ʋː ɑ
oltiin	o̞ l t̪ iː n
olut	o̞ l u t̪
oluttupa	o̞ l u t̪ t̪ u p ɑ
oma	o̞ m ɑ
omaehtoisesti	o̞ m ɑ e̞ h t̪ o̞ i̯ s̠ e̞ s̠ t̪ i ʔ
omaelämäkerta	o̞ m ɑ e̞ l æ m æ k e̞ r t̪ ɑ
omahyväisesti	o̞ m ɑ h y ʋ æ i̯ s̠ e̞ s̠ t̪ i ʔ
omainen	o̞ m ɑ i̯ n e̞ n
omaisryhmä	o̞ m ɑ i̯ s̠ r y ç m æ
omaisuudensuoja	o̞ m ɑ i̯ s̠ uː d e̞ n s̠ u o̞̯ j ɑ
omaisuus	o̞ m ɑ i̯ s̠ uː s̠
omaisuuserä	o̞ m ɑ i̯ s̠ uː s̠ e̞ r æ
omaisuusvahinko	o̞ m ɑ i̯ s̠ uː s̠ ʋ ɑ ɦ i ŋ k o̞
omakohtaisesti	o̞ m ɑ k o̞ x t̪ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
omakotialue	o̞ m ɑ k o̞ t̪ i ɑ l u e̞ ʔ
omakotitaloalue	o̞ m ɑ k o̞ t̪ i t̪ ɑ l o̞ ɑ l u e̞ ʔ
omaksuja	o̞ m ɑ k s̠ u j ɑ
omaksuminen	o̞ m ɑ k s̠ u m i n e̞ n
omakustannukset	o̞ m ɑ k u s̠ t̪ ɑ n n u k s̠ e̞ t̪
omakätisesti	o̞ m ɑ k æ t̪ i s̠ e̞ s̠ t̪ i ʔ
omalaatuisesti	o̞ m ɑ l ɑː t̪ u i̯ s̠ e̞ s̠ t̪ i ʔ
oman	o̞ m ɑ n
omanlainen	o̞ m ɑ n l ɑ i n e̞ n
omanto	o̞ m ɑ n̪ t̪ o̞
omapaino	o̞ m ɑ p ɑ i̯ n o̞
omaperäisesti	o̞ m ɑ p e̞ r æ i̯ s̠ e̞ s̠ t̪ i ʔ
omapäisesti	o̞ m ɑ p æ i̯ s̠ e̞ s̠ t̪ i ʔ
omarahoitteinen	o̞ m ɑ r ɑ ɦ o̞ i̯ t̪ t̪ e̞ i n e̞ n
omari	o̞ m ɑ r i
omatoimisesti	o̞ m ɑ t̪ o̞ i̯ m i s̠ e̞ s̠ t̪ i ʔ
omavaltainen	o̞ m ɑ ʋ ɑ l t̪ ɑ i̯ n e̞ n
omavaltaisesti	o̞ m ɑ ʋ ɑ l t̪ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
omavalvonta	o̞ m ɑ ʋ ɑ l ʋ o̞ n̪ t̪ ɑ
omavaraisuusaste	o̞ m ɑ ʋ ɑ r ɑ i̯ s̠ uː s̠ ɑ s̠ t̪ e̞ ʔ
omavastuisesti	o̞ m ɑ ʋ ɑ s̠ t̪ u i̯ s̠ e̞ s̠ t̪ i ʔ
omavastuuosuus	o̞ m ɑ ʋ ɑ s̠ t̪ uː o̞ s̠ uː s̠
omeletti	o̞ m e̞ l e̞ t̪ː i
omena	o̞ m e̞ n ɑ
omenainen	o̞ m e̞ n ɑ i n e̞ n
omenakääriäinen	o̞ m e̞ n ɑ k æː r i æ i n e̞ n
omenamehu	o̞ m e̞ n ɑ m e̞ ɦ u
omenavarkaisiin	o̞ m e̞ n ɑ ʋ ɑ r k ɑ i̯ s̠ iː n
omenavarkaissa	o̞ m e̞ n ɑ ʋ ɑ r k ɑ i̯ s̠ː ɑ
omenavarkaista	o̞ m e̞ n ɑ ʋ ɑ r k ɑ i̯ s̠ t̪ ɑ
omenavoi	o̞ m e̞ n ɑ ʋ o̞ i̯
omiansa	o̞ m i ɑ n s̠ ɑ
omikron	o̞ m i k r o̞ n
omilleen	o̞ m i lː e̞ː n
ominaisesti	o̞ m i n ɑ i s̠ e̞ s̠ t̪ i ʔ
ominaisuudennimi	o̞ m i n ɑ i s̠ uː d e̞ n n i m i
ominaisuus	o̞ m i n ɑ i s̠ uː s̠
ominaisvärähtelytaajuus	o̞ m i n ɑ i̯ s̠ ʋ æ r æ h t̪ e̞ l y t̪ ɑː j uː s̠
omintakeisesti	o̞ m i n t̪ ɑ k e̞ i̯ s̠ e̞ s̠ t̪ i ʔ
omistaa	o̞ m i s̠ t̪ ɑː ʔ
omistaja	o̞ m i s̠ t̪ ɑ j ɑ
omistajakunta	o̞ m i s̠ t̪ ɑ j ɑ k u n̪ t̪ ɑ
omistajaohjaus	o̞ m i s̠ t̪ ɑ j ɑ o̞ x j ɑ u s̠
omistajapolitiikka	o̞ m i s̠ t̪ ɑ j ɑ p o̞ l i t̪ iː kː ɑ
omistajuus	o̞ m i s̠ t̪ ɑ j uː s̠
omistusasunto	o̞ m i s̠ t̪ u s̠ ɑ s̠ u n̪ t̪ o̞
omistushaluisesti	o̞ m i s̠ t̪ u s̠ h ɑ l u i̯ s̠ e̞ s̠ t̪ i ʔ
omistusliite	o̞ m i s̠ t̪ u s̠ l iː t̪ e̞ ʔ
omistusmerkki	o̞ m i s̠ t̪ u s̠ m e̞ r kː i
omistussuhde	o̞ m i s̠ t̪ u s̠ s̠ u x d e̞ ʔ
ommel	o̞ mː e̞ l
ommella	o̞ mː e̞ lː ɑ ʔ
omofori	o̞ m o̞ f o̞ r i
ompelukoukku	o̞ m p e̞ l u k o̞ u̯ kː u
ompelupiiri	o̞ m p e̞ l u p iː r i
ompelupöytä	o̞ m p e̞ l u p ø̞ y̯ t̪ æ
ompelurasia	o̞ m p e̞ l u r ɑ s̠ i ɑ
ompelusormus	o̞ m p e̞ l u s̠ o̞ r m u s̠
ompeluteline	o̞ m p e̞ l u t̪ e̞ l i n e̞ ʔ
ompi	o̞ m p i
omppu	o̞ m pː u
omstart	o̞ m s̠ t̪ ɑ r t̪
on	o̞ n
onania	o̞ n ɑ n i ɑ
onerva	o̞ n e̞ r ʋ ɑ
ongelma	o̞ ŋː e̞ l m ɑ
ongelmajäte	o̞ ŋː e̞ l m ɑ j æ t̪ e̞ ʔ
onigiri	o̞ n i ɡ i r i
onki	o̞ ŋ k i
onkia	o̞ ŋ k i ɑ
onkia	o̞ ŋ k i ɑ ʔ
onkien	o̞ ŋ k i e̞ n
onkiminen	o̞ ŋ k i m i n e̞ n
online	o̞ n l ɑ i̯ n
onneksi	o̞ nː e̞ k s̠ i
onnenkeksi	o̞ nː e̞ ŋ k e̞ k s̠ i
onneton	o̞ nː e̞ t̪ o̞ n
onni	o̞ nː i
onnistua	o̞ nː i s̠ t̪ u ɑ ʔ
onnistunut	o̞ nː i s̠ t̪ u n u t̪
onnittelu	o̞ nː i t̪ t̪ e̞ l u
onomasiologia	o̞ n o̞ m ɑ s̠ i o̞ l o̞ ɡ i ɑ
ontario	o̞ n̪ t̪ e̞ː r i o̞
ontario	o̞ n̪ t̪ ɑ r i o̞
onteloeläin	o̞ n̪ t̪ e̞ l o̞ e̞ l æ i̯ n
ontelokranaatti	o̞ n̪ t̪ e̞ l o̞ k r ɑ n ɑː t̪ː i
ontogeneettinen	o̞ n̪ t̪ o̞ ɡ e̞ n e̞ː t̪ t̪ i n e̞ n
ontologi	o̞ n̪ t̪ o̞ l o̞ ɡ i
ontologisesti	o̞ n̪ t̪ o̞ l o̞ ɡ i s̠ e̞ s̠ t̪ i ʔ
ontto	o̞ n̪ t̪ː o̞
oo	o̞ː
oomega	o̞ː m e̞ ɡ ɑ
oona	o̞ː n ɑ
ooppera	o̞ː pː e̞ r ɑ
oopperavoileipä	o̞ː pː e̞ r ɑ ʋ o̞ i̯ l e̞ i̯ p æ
opaali	o̞ p ɑː l i
opas	o̞ p ɑ s̠
opasiteetti	o̞ p ɑ s̠ i t̪ e̞ː t̪ː i
ope	o̞ p e̞
operaatiokoodi	o̞ p e̞ r ɑː t̪ i o̞ k o̞ː d i
operaatiovahvistin	o̞ p e̞ r ɑː t̪ i o̞ ʋ ɑ x ʋ i s̠ t̪ i n
operandi	o̞ p e̞ r ɑ n d i
operoni	o̞ p e̞ r o̞ n i
opetella	o̞ p e̞ t̪ e̞ lː ɑ ʔ
opettaa	o̞ p e̞ t̪ː ɑː ʔ
opettaja	o̞ p e̞ t̪ t̪ ɑ j ɑ
opettajahuone	o̞ p e̞ t̪ː ɑ j ɑ h u o̞̯ n e̞ ʔ
opettajanhuone	o̞ p e̞ t̪ː ɑ j ɑ n h u o̞̯ n e̞ ʔ
opettajankoulutuslaitos	o̞ p e̞ t̪ː ɑ j ɑ ŋ k o̞ u̯ l u t̪ u s̠ l ɑ i̯ t̪ o̞ s̠
opettavasti	o̞ p e̞ t̪ː ɑ ʋ ɑ s̠ t̪ i ʔ
opettelu	o̞ p e̞ t̪ t̪ e̞ l u
opetusaine	o̞ p e̞ t̪ u s̠ ɑ i̯ n e̞ ʔ
opetusala	o̞ p e̞ t̪ u s̠ ɑ l ɑ
opetusharjoittelu	o̞ p e̞ t̪ u s̠ h ɑ r j o̞ i̯ t̪ t̪ e̞ l u
opetushenkilöstö	o̞ p e̞ t̪ u s̠ h e̞ ŋ k i l ø̞ s̠ t̪ ø̞
opetusmuoto	o̞ p e̞ t̪ u s̠ m u o̞̯ t̪ o̞
opetusneuvos	o̞ p e̞ t̪ u s̠ n e̞ u̯ ʋː o̞ s̠
opetusryhmä	o̞ p e̞ t̪ u s̠ r y ç m æ
opetustarjonta	o̞ p e̞ t̪ u s̠ t̪ ɑ r j o̞ n̪ t̪ ɑ
opetustila	o̞ p e̞ t̪ u s̠ t̪ i l ɑ
opetustunti	o̞ p e̞ t̪ u s̠ t̪ u n̪ t̪ i
opetustyö	o̞ p e̞ t̪ u s̠ t̪ y ø̞̯
opetusvideo	o̞ p e̞ t̪ u s̠ ʋ i d e̞ o̞
opetusväline	o̞ p e̞ t̪ u s̠ ʋ æ l i n e̞ ʔ
opillisesti	o̞ p i lː i s̠ e̞ s̠ t̪ i ʔ
opinala	o̞ p i n ɑ l ɑ
opinnäyte	o̞ p i n n æ y̯ t̪ e̞ ʔ
opinnäytetyö	o̞ p i n n æ y̯ t̪ e̞ t̪̚ t̪ y ø̞̯
opintie	o̞ p i n t̪ i e̞̯
opintoaine	o̞ p i n̪ t̪ o̞ ɑ i̯ n e̞ ʔ
opintoala	o̞ p i n̪ t̪ o̞ ɑ l ɑ
opintokokonaisuus	o̞ p i n̪ t̪ o̞ k o̞ k o̞ n ɑ i s̠ uː s̠
opintopiste	o̞ p i n̪ t̪ o̞ p i s̠ t̪ e̞ ʔ
opintosuoritus	o̞ p i n̪ t̪ o̞ s̠ u o̞̯ r i t̪ u s̠
opintosuunnitelma	o̞ p i n̪ t̪ o̞ s̠ uː nː i t̪ e̞ l m ɑ
opintotuki	o̞ p i n̪ t̪ o̞ t̪ u k i
opintoviikko	o̞ p i n̪ t̪ o̞ ʋ iː kː o̞
opioidireseptori	o̞ p i o̞ i d i r e̞ s̠ e̞ p t̪ o̞ r i
opiskeleminen	o̞ p i s̠ k e̞ l e̞ m i n e̞ n
opiskelija	o̞ p i s̠ k e̞ l i j ɑ
opiskelijajärjestö	o̞ p i s̠ k e̞ l i j ɑ j æ r j e̞ s̠ t̪ ø̞
opiskelijakortti	o̞ p i s̠ k e̞ l i j ɑ k o̞ r t̪ː i
opiskelijakunta	o̞ p i s̠ k e̞ l i j ɑ k u n̪ t̪ ɑ
opiskelijanumero	o̞ p i s̠ k e̞ l i j ɑ n u m e̞ r o̞
opiskelijapaikka	o̞ p i s̠ k e̞ l i j ɑ p ɑ i̯ kː ɑ
opiskelijavaihto	o̞ p i s̠ k e̞ l i j ɑ ʋ ɑ i̯ ç t̪ o̞
opiskelijavalinta	o̞ p i s̠ k e̞ l i j ɑ ʋ ɑ l i n̪ t̪ ɑ
opiskelumaksu	o̞ p i s̠ k e̞ l u m ɑ k s̠ u
opiskelumuoto	o̞ p i s̠ k e̞ l u m u o̞̯ t̪ o̞
opiskeluoikeus	o̞ p i s̠ k e̞ l u o̞ i̯ k e̞ u s̠
opiskelutoveri	o̞ p i s̠ k e̞ l u t̪ o̞ ʋ e̞ r i
opiskelutoverukset	o̞ p i s̠ k e̞ l u t̪ o̞ ʋ e̞ r u k s̠ e̞ t̪
opiskeluvuosi	o̞ p i s̠ k e̞ l u ʋ u o̞̯ s̠ i
opistolainen	o̞ p i s̠ t̪ o̞ l ɑ i n e̞ n
oppi	o̞ pː i
oppia	o̞ pː i ɑ ʔ
oppiaine	o̞ pː i ɑ i̯ n e̞ ʔ
oppija	o̞ pː i j ɑ
oppikoulu	o̞ pː i k o̞ u̯ l u
oppilas	o̞ pː i l ɑ s̠
oppilasaines	o̞ pː i l ɑ s̠ ɑ i̯ n e̞ s̠
oppilasarvostelu	o̞ pː i l ɑ s̠ ɑ r ʋ o̞ s̠ t̪ e̞ l u
oppilasasuntola	o̞ pː i l ɑ s̠ ɑ s̠ u n t̪ o̞ l ɑ
oppilashuolto	o̞ pː i l ɑ s̠ h u o̞̯ l t̪ o̞
oppilashuoltoryhmä	o̞ pː i l ɑ s̠ h u o̞̯ l t̪ o̞ r y ç m æ
