a	ɑː
wiccedom	w i t t͡ʃ e d oː m
wice	w i k e
wicg	w i d d͡ʒ
wicga	w i ɡ ɡ ɑ
wicing	w iː k i ŋ ɡ
wicing	w iː t͡ʃ i ŋ ɡ
wicu	w i k u
wid	w iː d
wide	w iː d e
widsiþ	w iː d s iː θ
wieldan	w i y l d ɑ n
wielisc	w iː y̯ l i ʃ
wielm	w i y l m
wieltan	w i y l t a n
wielwan	w i y l w ɑ n
wif	w iː f
wifer	w i f e r
wifgemana	w iː f j e m ɑː n ɑ
wifian	w iː f i ɑ n
wiflic	w iː f l iː t͡ʃ
wifmann	w iː f m ɑ n n
wifmenn	w iː f m e n n
wig	w iː j
wiga	w i ɣ ɑ
wigbære	w iː j b æː r e
wiges	w iː ɣ e s
wigle	w i j l e
wiglian	w i j l i ɑ n
wigsmiþ	w iː j s m i θ
wigweorþung	w iː j w e o r θ u ŋ ɡ
wiht	w i ç t
wilddeor	w i l d d eː o̯ r
wilde	w i l d e
wilgesiþ	w i l j e s iː θ
wilian	w i l i ɑ n
wilisc	w iː l i ʃ
willa	w i l l ɑ
willan	w i l l ɑ n
willian	w i l l i ɑ n
wilnian	w i l n i ɑ n
wilwan	w i l w ɑ n
win	w iː n
winberige	w iː n b e r i j e
wincel	w i n t͡ʃ e l
wincian	w i ŋ k i ɑ n
wind	w i n d
windan	w i n d ɑ n
windruncen	w iː n d r u n k e n
windscofl	w i n d ʃ o f l
wine	w i n e
winemæg	w i n e m æː j
winestra	w i n e s t r ɑ
wingeard	w iː n j æ ɑ̯ r d
winhate	w iː n h ɑː t e
winnan	w i n n ɑ n
winter	w i n t e r
winterbiter	w i n t e r b i t e r
winterburna	w i n t e r b u r n ɑ
winterceald	w i n t e r t͡ʃ æ ɑ̯ l d
wintercearig	w i n t e r t͡ʃ æ ɑ̯ r i j
winterdun	w i n t e r d uː n
winterdæg	w i n t e r d æ j
winterfeorm	w i n t e r f e o r m
winterfylleþ	w i n t e r f y l l e θ
wintergegang	w i n t e r j e ɡ ɑ ŋ ɡ
wintergerim	w i n t e r j e r iː m
wintergetæl	w i n t e r j e t æ l
wintergeweorp	w i n t e r j e w e o r p
wintergewæde	w i n t e r j e w æː d e
winterhus	w i n t e r h uː s
winterlic	w i n t e r l iː t͡ʃ
winterlæcan	w i n t e r l æː t͡ʃ ɑ n
winterrim	w i n t e r r iː m
winterscur	w i n t e r ʃ uː r
winterselde	w i n t e r s e l d e
winterset	w i n t e r s e t
wintersetl	w i n t e r s e t l
wintersufel	w i n t e r s u f e l
wintertid	w i n t e r t iː d
winterwylle	w i n t e r w y l l e
wintreow	w iː n t r eː o̯ w
wintrig	w i n t r i j
wipian	w iː p i ɑ n
wir	w iː r
wis	w iː s
wisa	w iː s ɑ
wisdom	w iː s d oː m
wise	w iː s e
wisian	w iː s i ɑ n
wist	w i s t
wiste	w i s t e
wit	w i t
wita	w i t ɑ
witan	w i t ɑ n
witan	w iː t ɑ n
wite	w iː t e
witegestre	w iː t e ɣ e s t r e
witena	w i t e n ɑ
witleast	w i t l æː ɑ s t
witod	w i t o d
witodlic	w i t o d l iː t͡ʃ
witodlice	w i t o d l iː t͡ʃ e
witt	w i t t
wituma	w i t u m ɑ
witword	w i t w o r d
wiþ	w i θ
wiþcweþan	w i θ k w e θ ɑ n
wiþercweþan	w i θ e r k w e ð ɑ n
wiþersaca	w i θ e r s ɑ k ɑ
wiþhabban	w i θ h ɑ b b ɑ n
wiþig	w iː θ i j
wiþinnan	w i θ i n n ɑ n
wiþmetan	w i θ m e t ɑ n
wiþmetendlic	w i θ m e t e n d l iː t͡ʃ
wiþmetenlic	w i θ m e t e n l iː t͡ʃ
wiþmetennes	w i θ m e t e n n e s
wiþsacendlic	w i θ s ɑ k e n d l iː t ʃ
wiþsecgan	w i θ s e d d͡ʒ ɑ n
wiþteon	w i θ t eː o n
wiþutan	w i θ uː t a n
wiþþe	w i θ θ e
wiþþingian	w i θː i n ɡ i ɑ n
wlanc	w l ɑ ŋ k
wlancian	w l ɑ ŋ k i ɑ n
wlatian	w l ɑ t i ɑ n
wlatian	w l ɑː t i ɑ n
wlencan	w l e ŋ k ɑ n
wlencu	w l e ŋ k u
wlisp	w l i s p
wlitan	w l iː t ɑ n
wlitbeorht	w l i t b e o r x t
wlite	w l i t e
wocon	w oː k o n
wod	w oː d
woden	w oː d e n
wodnesdæg	w oː d n e s d æ j
wogere	w oː ɡ e r e
wohbogen	w oː x b o ɣ e n
wohceapung	w oː x t͡ʃ æː ɑ p u ŋ ɡ
wohdom	w oː x d oː m
wohdæd	w oː x d æː d
wohfotede	w oː x f oː t e d e
wohfremmende	w oː x f r e m m e n d e
wohful	w oː x f u l
wohfulnes	w oː x f u l n e s
wohgeorn	w oː x j e o r n
wohgestreon	w oː x j e s t r eː o n
wohhandede	w oː x h ɑ n d e d e
wohhian	w oː x x i ɑ n
wohhæmed	w oː x h æː m e d
wohhæmende	w oː x h æː m e n d e
wohhæmere	w oː x h æː m e r e
wohlic	w oː x l iː t͡ʃ
wohlice	w oː h l iː t͡ʃ e
wohnes	w oː x n e s
wohsum	w oː x s u m
wol	w oː l
wolberende	w oː l b e r e n d e
wolberendlic	w oː l b e r e n d l iː t͡ʃ
wolbryne	w oː l b r y n e
wolbærnes	w oː l b æː r n e s
wolcen	w o l k e n
wolcn	w o l k n
wolde	w o l d e
woldæg	w oː l d æ j
wolgewinn	w oː l j e w i n n
wolnes	w oː l n e s
wom	w oː m
woma	w oː m ɑ
womm	w o m m
wop	w oː p
word	w o r d
worda	w o r d ɑ
wordfæst	w o r d f æ s t
wordhord	w o r d h o r d
wordlaþu	w o r d l ɑ θ u
wordsawere	w o r d s ɑː w e r e
worhana	w oː r h ɑ n ɑ
worn	w o r n
worold	w o r u l d
woroldar	w o r o l d ɑː r
woruld	w o r u l d
wos	w oː s
woþ	w oː θ
wracu	w r ɑ k u
wrang	w r ɑ n ɡ
wraþ	w r ɑː θ
wrecan	w r e k ɑ n
wrecca	w r e t t͡ʃ ɑ
wrecend	w r e k e n d
wrecnes	w r e k n e s
wrecscipe	w r e k ʃ i p e
wregan	w r eː j ɑ n
wregendlic	w r eː j e n d l iː t ʃ
wrenc	w r e n t͡ʃ
wrenna	w r e n n ɑ
wreon	w r eː o n
wrid	w r iː d
wrigian	w r iː j i ɑ n
wrist	w r i s t
writan	w r iː t ɑ n
wrixlan	w r i k s l ɑ n
wroht	w r oː x t
wrohtsawere	w r oː x t s ɑː w e r e
wrot	w r oː t
wræc	w r æ k
wræcca	w r æ t t͡ʃ ɑ
wrætlic	w r æː t l iː t ʃ
wrætt	w r æː t t
wræþþu	w r æː θ θ u
wucu	w u k u
wudu	w u d u
wuduwasa	w u d u w ɑː s ɑ
wuduwe	w u d u w e
wuldor	w u l d o r
wuldorbeagian	w u l d o r b æː ɑ ɣ i ɑ n
wuldorbeah	w u l d o r b æː ɑ x
wuldorcyning	w u l d o r k y n i ŋ ɡ
wuldordream	w u l d o r d r æː a m
wuldorfull	w u l d o r f u l l
wuldorfullian	w u l d o r f u l l i ɑ n
wuldorfullice	w u l d o r f u l l iː t͡ʃ e
wuldorfæder	w u l d o r f æ d e r
wuldorgast	w u l d o r ɡ ɑː s t
wuldorgeflogena	w u l d o r j e f l o ɣ e n ɑ
wuldorgeweorc	w u l d o r j e w e o r k
wuldorgifu	w u l d o r j i f u
wuldorgimm	w u l d o r j i m m
wuldorhama	w u l d o r h ɑ m ɑ
wuldorheap	w u l d o r h æː ɑ p
wuldorhelm	w u l d o r h e l m
wuldorlean	w u l d o r l æː ɑ n
wuldorlic	w u l d o r l iː t͡ʃ
wuldorlice	w u l d o r l iː t͡ʃ e
wuldormaga	w u l d o r m ɑː ɣ ɑ
wuldorsang	w u l d o r s ɑ ŋ ɡ
wuldorsped	w u l d o r s p eː d
wuldorspedig	w u l d o r s p eː d i j
wuldorwerod	w u l d o r w e r o d
wuldorword	w u l d o r w o r d
wuldorþrymm	w u l d o r θ r y m m
wuldrian	w u l d r i ɑ n
wuldrig	w u l d r i j
wuldrung	w u l d r u ŋ ɡ
wulf	w u l f
wull	w u l l
wuna	w u n ɑ
wund	w u n d
wundian	w u n d i ɑ n
wundor	w u n d o r
wundortacen	w u n d o r t ɑː k e n
wundrian	w u n d r i ɑ n
wunian	w u n i ɑ n
wunne	w u n n e
wunnon	w u n n o n
wunung	w u n u n ɡ
wurde	w u r d e
wurma	w u r m ɑ
wusc	w uː s k
wusc	w uː ʃ
wyda	w y d ɑ
wylf	w y l f
wylfen	w y l f e n
wylm	w y l m
wynfull	w y n f u l l
wynfæst	w y n f æ s t
wynn	w y n n
wynsum	w y n s u m
wyrcan	w y r t͡ʃ ɑ n
wyrcend	w y r t͡ʃ e n d
wyrcung	w y r t͡ʃ u ŋ ɡ
wyrd	w y r d
wyrdstæf	w y r d s t æ f
wyrgan	w y r j ɑ n
wyrgan	w y r ɣ ɑ n
wyrgen	w y r j e n
wyrgþu	w y r ɣ θ u
wyrhta	w y r x t ɑ
wyrm	w y r m
wyrnan	w y r n ɑ n
wyrp	w y r p
wyrrest	w y r r e s t
wyrs	w y r s
wyrsa	w y r s ɑ
wyrt	w y r t
wyrtian	w y r t i ɑ n
wyrtruma	w y r t r u m ɑ
wyrtweard	w y r t w æ ɑ̯ r d
wyrþe	w y r θ e
wyscan	w yː ʃ ʃ ɑ n
wæccan	w æ t t͡ʃ ɑ n
wæcce	w æ k k e
wæcnan	w æ k n ɑ n
wæd	w æː d
wæflian	w æ f l i ɑ n
wæg	w æ j
wæg	w æː j
wæge	w æː j e
wægholm	w æː j h o l m
wægn	w æ j n
wægnwyrhta	w æ j n̩ w y r x t ɑ
wæl	w æ l
wælcyrge	w æ l k y r j e
wælfyllo	w æ l f y l l o
wælhreowlice	w æ l x r eː o̯ w l iː t͡ʃ e
wælhreownes	w æ l x r eː o̯ w n e s
wælniþ	w æ l n iː θ
wælreow	w æ l r eː o w
wæpen	w æː p e n
wæpengetæc	w æː p e n j e t æ k
wæpn	w æː p n̩
wæpnhus	w æː p n̩ h uː s
wæpnian	w æː p n i ɑ n
wæpnwifestre	w æː p n̩ w iː f e s t r e
wæps	w æ p s
wær	w æ r
wær	w æː r
wærc	w æ r t͡ʃ
wære	w æː r e
wærloga	w æː r l o ɣ ɑ
wæs	w æ s
wæscan	w æ ʃ ʃ ɑ n
wæstm	w æ s t m
wæstmbære	w æ s t m b æː r e
wæstmbærnes	w æ s t m̩ b æː r n e s
wæt	w æː t
wæter	w æ t e r
wæteradl	w æ t e r ɑː d l̩
wætergelæt	w æ t e r j e l æː t
wæterian	w æ t e r i ɑ n
wæterseoc	w æ t e r s eː o̯ k
wæterseocnes	w æ t e r s eː o̯ k n e s
xerxis	k s e r k s i s
yce	yː t͡ʃ e
yfel	y f e l
yfela	y f e l ɑ
yfelcweþan	y f e l k w e θ ɑ n
yfelcƿeþan	y f e l k w e θ ɑ n
yfele	y f e l e
yfelum	y f e l u m
yfelwillende	y f e l w i l l e n d e
yfelwillendnes	y f e l w i l l e n d n e s
yfelƿillende	y f e l w i l l e n d e
yfelƿillendnes	y f e l w i l l e n d n e s
yfemest	y f e m e s t
yldan	y l d ɑ n
ylde	y l d e
ylp	y l p
ylpend	y l p e n d
ymb	y m b
ymbcierran	y m b t͡ʃ i y r r ɑ n
ymbcyrran	y m b t͡ʃ y r r ɑ n
ymbe	y m b e
ymbfær	y m b f æ r
ymbgang	y m b ɡ ɑ ŋ ɡ
ymbhabban	y m b h ɑ b b ɑ n
ymbhweorfan	y m b h w e o r f ɑ n
ymbhƿeorfan	y m b h w e o r f ɑ n
ymbsellan	y m b s e l l ɑ n
ymbsittend	y m b s i t t e n d
ymbsnidennes	y m b s n i d e n n e s
ymbsniþan	y m b s n iː θ ɑ n
ymbstandan	y m b s t ɑ n d ɑ n
ymbstandennes	y m b s t ɑ n d e n n e s
ymbwlatian	y m b w l ɑː t i ɑ n
ymbƿlatian	y m b w l ɑː t i ɑ n
yppe	y p p e
yr	yː r
yrfe	y r f e
yrhþo	y r x θ o
yrre	y r r e
yþ	yː θ
yþan	yː θ ɑ n
yþlad	yː θ l ɑː d
yþlaf	yː θ l ɑː f
yþlida	yː θ l i d ɑ
æ	æː
æbylgan	æː b y l j ɑ n
æcced	æ t t͡ʃ e d
æced	æ t͡ʃ e d
æcer	æ k e r
æcern	æː k e r n
ædre	æː d r e
æf	æ f
æfen	æː f e n
æfenglom	æː f e n ɡ l oː m
æfensteorra	æː f e n s t e o r r ɑ
æfgælþ	æ f ɡ æ l θ
æfnan	æ f n ɑ n
æfnian	æː f n i ɑ n
æfre	æː f r e
æfter	æ f t e r
æftercweþan	æ f t e r k w e θ ɑ n
æftercƿeþan	æ f t e r k w e θ ɑ n
æfweard	æ f w æ ɑ̯ r d
æfweardnes	æ f w æ ɑ̯ r d n e s
æfæst	æː f æ s t
æfƿeard	æ f w æ ɑ r d
æfƿeardnes	æ f w æ ɑ̯ r d n e s
æg	æː j
æghwylc	æː j h w y l t͡ʃ
æghwylcum	æː j h w y l t ʃ u m
æghwæþer	æː j h w æ θ e r
æghƿylc	æː j h w y l t͡ʃ
æghƿylcum	æː j h w y l t ʃ u m
æghƿæþer	æː j h w æ θ e r
ægra	æː j r ɑ
ægre	æː j r e
ægres	æː j r e s
ægru	æː j r u
ægrum	æː j r u m
ægwyrt	æː j w y r t
ægƿyrt	æː j w y r t
æht	æː ç t
æl	æː l
ælagol	æː l ɑ ɣ o l
ælan	æː l ɑ n
ælc	æː l k
æled	æː l e d
ælf	æ l f
ælfcynn	æ l f k y nː
ælfsogoþa	æ l f s o ɣ o θ ɑ
ælmihtig	æ l m i ç t i j
ælædend	æː l æː d e n d
æmethwil	æː m e t ʍ iː l
æmethyll	æː m e t h y lː
æmethƿil	æː m e t ʍ iː l
æmetta	æː m e t t ɑ
æmette	æː m e t t e
æmtian	æː m t i ɑ n
æne	æː n e
ængel	æ n d͡ʒ e l
ængle	æ ŋ ɡ l e
ænglisc	æ n ɡ l i ʃ
ænglish	æ n ɡ l i ʃ
ænig	æː n i j
ænlic	æː n l iː t͡ʃ
æppel	æ p p e l
æppelbære	æ p p e l b æː r e
æppelleaf	æ p p e l l æː ɑ f
æppelwin	æ p p e l w iː n
æppelƿin	æ p p e l w iː n
ær	æː r
ærcebiscop	æ r t͡ʃ e b i ʃ o p
ærdæg	æː r d æ j
ærende	æː r e n d e
ærendfæst	æː r e n d f æ s t
ærendgewrit	æː r e n d j e w r i t
ærendgeƿrit	æː r e n d j e w r i t
ærendian	æː r e n d i ɑ n
ærendwreca	æː r e n d w r e k ɑ
ærendƿreca	æː r e n d w r e k ɑ
ærest	æː r e s t
ærgiestrandæg	æː r j i y̯ s t r ɑ n d æ j
ærgod	æː r ɡ oː d
ærlice	æː r l iː t ʃ e
ærn	æ r n
ærs	æ r s
æsc	æ ʃ
æscas	æ ʃ ɑ s
æsce	æ ʃ ʃ e
æscen	æ ʃː e n
æscholt	æ ʃ h o l t
æscleah	æ ʃ l æ ɑ x
æsctir	æ ʃ t iː r
æsellend	æː s e l l e n d
æstel	æː s t e l
æswician	æː s w iː k i ɑ n
æsƿician	æː s w iː k i ɑ n
æt	æ t
æt	æː t
ætberan	æ t b e r a n
ætbregdendlic	æ t b r e j d e n d l iː t͡ʃ
ætgædere	æ t ɡ æ d e r e
æthabban	æ t h ɑ b b ɑ n
æthweorfan	æ t ʍ e o r f ɑ n
æthƿeorfan	æ t ʍ e o r f ɑ n
ætiewan	æ t iː y̯ w ɑ n
ætieƿan	æ t iː y̯ w ɑ n
ætren	æː t r e n
ætrian	æː t r i ɑ n
ætsamne	æ t s ɑ m n e
ætwindan	æ t w i n d ɑ n
ætƿindan	æ t w i n d ɑ n
æwan	æː w ɑ n
æwignes	æː w i ɣ n e s
æwisc	æː w i ʃ
æwiscnes	æː w i ʃ n e s
æwita	æː w i t ɑ
æwlic	æː w l iː t͡ʃ
æwlice	æː w l iː t ʃ e
æwnian	æː w n i ɑ n
æwnung	æː w n u n ɡ
æx	æ k s
æðelcyning	æ θ e l k y n i n ɡ
æðele	æ θ e l e
æðeling	æ θ e l i ŋ ɡ
æþel	æː θ e l
æþelcund	æ θ e l k u n d
æþelcyning	æ θ e l k y n i n ɡ
æþele	æ θ e l e
æþeling	æ θ e l i ŋ ɡ
æþm	æː θ m
æþryttan	æː θ r y t t ɑ n
æƿan	æː w ɑ n
æƿignes	æː w i ɣ n e s
æƿisc	æː w i ʃ
æƿiscnes	æː w i ʃ n e s
æƿita	æː w i t ɑ
æƿlice	æː w l iː t ʃ e
æƿnian	æː w n i ɑ n
æƿnung	æː w n u ŋ ɡ
þa	θ ɑː
þaccian	θ ɑ k k i ɑ n
þafian	θ ɑ f i ɑ n
þafung	θ ɑ f u ŋ ɡ
þah	θ ɑː x
þam	θ ɑː m
þan	θ ɑː n
þanc	θ ɑ ŋ k
þancian	θ ɑ ŋ k i ɑ n
þancweorþ	θ ɑ ŋ k w e o̯ r θ
þancƿeorþ	θ ɑ ŋ k w e o̯ r θ
þanon	θ ɑ n o n
þara	θ ɑː r ɑ
þas	θ ɑː s
þawian	θ ɑ w i ɑ n
þaƿian	θ ɑ w i ɑ n
þe	θ e
þe	θ eː
þeah	θ æː ɑ x
þeahtian	θ æ ɑ x t i ɑ n
þearf	θ æ ɑ r f
þearle	θ æ ɑ̯ r l e
þeatian	θ æ ɑ t i ɑ n
þeaw	θ æː ɑ̯ w
þeawleas	θ æː ɑ w l æː ɑ s
þeaƿ	θ æː ɑ̯ w
þeaƿleas	θ æː ɑ w l æː ɑ s
þec	θ e k
þec	θ e t ʃ
þeccan	θ e t t ʃ ɑ n
þeccean	θ e t t ʃ ɑ n
þefel	θ e f e l
þefian	θ e f i ɑ n
þegen	θ e j e n
þegenboren	θ e j e n b o r e n
þegon	θ eː ɣ o n
þencan	θ e n t͡ʃ ɑ n
þenden	θ e n d e n
þenian	θ e n i ɑ n
þenian	θ eː n i ɑ n
þennan	θ e n n ɑ n
þeod	θ eː o d
þeodan	θ eː o d ɑ n
þeodcyning	θ eː o d k y n i ŋ ɡ
þeodcyninga	θ eː o d k y n i ŋ ɡ ɑ
þeode	θ e o d e
þeoden	θ eː o d e n
þeodenleas	θ eː o d e n l æː ɑ s
þeodgestreon	θ eː o d j e s t r eː o n
þeodisc	θ eː o d i ʃ
þeodloga	θ eː o d l o ɣ ɑ
þeodwiga	θ eː o d w i ɣ ɑ
þeodwrecan	θ eː o d w r e k ɑ n
þeodþrea	θ eː o d θ r æː ɑ
þeodƿiga	θ eː o d w i ɣ ɑ
þeodƿrecan	θ eː o d w r e k ɑ n
þeof	θ eː o f
þeofscyldig	θ eː o f ʃ y l d i j
þeoh	θ eː o x
þeon	θ eː o n
þeorf	θ e o r f
þeos	θ eː o s
þeotan	θ eː o̯ t ɑ n
þeote	θ eː o̯ t e
þeow	θ eː o w
þeowan	θ eː o w ɑ n
þeowian	θ eː o w i ɑ n
þeox	θ e o̯ k s
þeoƿ	θ eː o w
þeoƿan	θ eː o w ɑ n
þeoƿian	θ eː o w i ɑ n
þerscan	θ e r ʃ ʃ ɑ n
þes	θ e s
þicce	θ i k k e
þicgan	θ i d d͡ʒ ɑ n
þider	θ i d e r
þin	θ iː n
þincg	θ i n d͡ʒ
þindan	θ i n d ɑ n
þing	θ i ŋ ɡ
þingian	θ i ŋ ɡ i ɑ n
þis	θ i s
þisses	θ i s e s
þisses	θ i s s e s
þissum	θ i s s u m
þissum	θ i s u m
þistel	θ i s t e l
þoden	θ o d e n
þol	θ o l
þolemod	θ o l e m oː d
þolian	θ o l i ɑ n
þon	θ o n
þone	θ o n e
þonne	θ o n n e
þorfte	θ o r f t e
þorn	θ o r n
þost	θ o s t
þrag	θ r ɑː x
þrawan	θ r ɑː w ɑ n
þraƿan	θ r ɑː w ɑ n
þrea	θ r æː ɑ
þreanyd	θ r æː ɑ n yː d
þreapian	θ r æː ɑ p i ɑ n
þreat	θ r æː ɑ t
þreatian	θ r æː ɑ t i ɑ n
þreax	θ r æ ɑ k s
þreo	θ r eː o
þreotan	θ r eː o t ɑ n
þreotiene	θ r e o̯ t i y̯ n e
þreowa	θ r e o̯ w ɑ
þreoƿa	θ r e o̯ w ɑ
þrescold	θ r e ʃ o l d
þri	θ r iː
þridda	θ r i d d ɑ
þrie	θ r iː y
þrimilce	θ r i m i l t͡ʃ e
þringan	θ r i ŋ ɡ ɑ n
þritig	θ r iː t i j
þroht	θ r o h t
þrostle	θ r o s t l e
þrote	θ r o t e
þrowend	θ r oː w e n d
þrowian	θ r oː w i ɑ n
þroƿend	θ r oː w e n d
þroƿian	θ r oː w i ɑ n
þruh	θ r uː x
þryccan	θ r y t t͡ʃ ɑ n
þrymm	θ r y m m
þryþ	θ r yː θ
þryþsƿyþ	θ r yː θ s w yː θ
þræd	θ r æː d
þræl	θ r æː l
þu	θ uː
þufbære	θ uː f b æː r e
þuhsian	θ u x s i ɑ n
þuma	θ uː m ɑ
þunor	θ u n o r
þunresdæg	θ u n r e s d æ j
þunrian	θ u n r i ɑ n
þunwange	θ u n w ɑ n ɡ e
þunƿange	θ u n w ɑ n ɡ e
þurfan	θ u r f ɑ n
þurh	θ u r h
þurhbirnan	θ u r x b i r n ɑ n
þurhblawan	θ u r x b l ɑː w ɑ n
þurhblaƿan	θ u r x b l ɑː w ɑ n
þurhborian	θ u r x b o r i ɑ n
þurhbrecan	θ u r x b r e k ɑ n
þurhbregdan	θ u r x b r e j d ɑ n
þurhbrengan	θ u r x b r e ŋ ɡ ɑ n
þurhbrucan	θ u r x b r uː k ɑ n
þurhclænsian	θ u r x k l æː n s i ɑ n
þurhcreopan	θ u r x k r eː o p ɑ n
þurhdelfan	θ u r x d e l f ɑ n
þurhdreogan	θ u r x d r eː o ɣ ɑ n
þurhdrifan	θ u r x d r iː f ɑ n
þurhdufan	θ u r x d uː f ɑ n
þurhetan	θ u r h e t ɑ n
þurhfæstnian	θ u r x f æ s t n i ɑ n
þurhgefeoht	θ u rˠ x j e f e o x t
þurhscyldig	θ u r h ʃ y l d i j
þurhsmeagan	θ u r x s m æː ɑ ɣ ɑ n
þurhsmugan	θ u r x s m uː ɣ ɑ n
þurhteon	θ u r x t eː o n
þurhwadan	θ u r x w ɑ d ɑ n
þurhwlitan	θ u r x w l iː t ɑ n
þurhwrecan	θ u r x w r e k ɑ n
þurhwunian	θ u r x w u n i ɑ n
þurhƿadan	θ u r x w ɑ d ɑ n
þurhƿlitan	θ u r x w l iː t ɑ n
þurhƿrecan	θ u r x w r e k ɑ n
þurhƿunian	θ u r x w u n i ɑ n
þurst	θ u r s t
þuruh	θ u r u x
þus	θ u s
þusend	θ uː s e n d
þusendfeald	θ uː s e n d f æ ɑ̯ l d
þwang	θ w ɑ ŋ ɡ
þwean	θ w æː ɑ̯ n
þweorh	θ w e o r x
þweran	θ w e r ɑ n
þwirel	θ w i r e l
þwære	θ w æː r e
þy	θ yː
þymel	θ yː m e l
þyncan	θ y n t͡ʃ ɑ n
þynne	θ y n n e
þyrel	θ y r e l
þyrre	θ y r r e
þyrs	θ y r s
þystre	θ yː s t r e
þystrian	θ yː s t r i ɑ n
þæc	θ æ k
þæctigele	θ æ k t i j e l e
þæge	θ æ j e
þæm	θ æː m
þær	θ æː r
þære	θ æː r e
þærmid	θ æː r m i d
þærwiþ	θ æː r w i θ
þærƿiþ	θ æː r w i θ
þæs	θ æ s
þæsma	θ æː s m ɑ
þæt	θ æ t
þƿang	θ w ɑ ŋ ɡ
þƿean	θ w æː a n
þƿeorh	θ w e o r x
þƿeran	θ w e r ɑ n
þƿirel	θ w i r e l
þƿære	θ w æː r e
ƿa	w ɑː
ƿacan	w ɑ k ɑ n
ƿacian	w ɑ k i ɑ n
ƿacol	w ɑ k o l
ƿacor	w ɑ k o r
ƿad	w ɑː d
ƿadan	w ɑ d ɑ n
ƿafian	w ɑ f i ɑ n
ƿafian	w ɑː f i ɑ n
ƿalhhnutu	w ɑ l x h n u t u
ƿamb	w ɑ m b
ƿan	w ɑ n
ƿancol	w ɑ n k o l
ƿand	w ɑ n d
ƿandeƿeorpe	w ɑ n d e w e o̯ r p e
ƿandian	w ɑ n d i ɑ n
ƿang	w ɑ ŋ ɡ
ƿange	w ɑ ŋ ɡ e
ƿangtoþ	w ɑ ŋ ɡ t oː θ
ƿansceaft	w ɑ n ʃ æ ɑ f t
ƿansælig	w ɑ n s æː l i j
ƿarnian	w ɑ r n i ɑ n
ƿaroþ	w ɑ r o θ
ƿaru	w ɑ r u
ƿascan	w ɑ ʃ ɑ n
ƿase	w ɑː s e
ƿasend	w ɑː s e n d
ƿaƿa	w ɑː w ɑ
ƿe	w eː
ƿea	w æː ɑ
ƿealas	w æ ɑ̯ l ɑ s
ƿealcian	w æ ɑ l k i ɑ n
ƿealcol	w æ ɑ l k o l
ƿeald	w æ ɑ l d
ƿealda	w æ ɑ l d ɑ
ƿealdan	w æ ɑ l d ɑ n
ƿealdend	w æ ɑ l d e n d
ƿealh	w æ ɑ̯ l h
ƿealhstod	w æ ɑ̯ l h s t o d
ƿealhþeoƿ	w æ ɑ l x θ eː o w
ƿeall	w æ ɑ̯ l l
ƿeall	w æ ɑ̯ ɫ ɫ
ƿean	w æː ɑ n
ƿeana	w æː ɑ n ɑ
ƿeard	w æ ɑ̯ r d
ƿeardian	w æ ɑ r d i ɑ n
ƿeargcƿeþan	w æ ɑ r ɣ k w e θ ɑ n
ƿearh	w æ ɑ r x
ƿearm	w æ ɑ̯ r m
ƿearn	w æ ɑ r n
ƿearte	w æ ɑ r t e
ƿeatacen	w æː ɑ t ɑː k e n
ƿeax	w æ ɑ̯ k s
ƿeaxcandel	w æ ɑ̯ k s k ɑ n d e l
ƿebb	w e bː
ƿebbestre	w e b b e s t r e
ƿeccan	w e t t͡ʃ ɑ n
ƿecgan	w e d d͡ʒ ɑ n
ƿedd	w e d d
ƿeddung	w e d d u ŋ ɡ
ƿeder	w e d e r
ƿederas	w e d e r ɑ s
ƿedertacen	w e d e r t ɑː k e n
ƿefan	w e f ɑ n
ƿeg	w e j
ƿegan	w e ɣ ɑ n
ƿel	w e l
ƿeler	w e l e r
ƿelisc	w eː l i ʃ
ƿelƿillende	w e l w i l l e n d e
ƿelƿillendlice	w e l w i l l e n d l iː t͡ʃ e
ƿelƿillendnes	w e l w i l l e n d n e s
ƿeman	w eː m ɑ n
ƿemman	w e m m ɑ n
ƿemmend	w e m m e n d
ƿemming	w e m m i ŋ ɡ
ƿen	w eː n
ƿenan	w eː n ɑ n
ƿendan	w e n d ɑ n
ƿendelsæ	w e n d e l s æː
ƿenden	w e n d e n
ƿendlas	w e n d l ɑ s
ƿendle	w e n d l e
ƿenian	w e n i ɑ n
ƿeod	w eː o d
ƿeodmonaþ	w eː o̯ d m oː n ɑ θ
ƿeofod	w eː o f o d
ƿeoh	w eː o x
ƿeorcsum	w e o r k s u m
ƿeorpan	w e o r p ɑ n
ƿeorþ	w e o r θ
ƿeorþan	w e o r θ ɑ n
ƿeorþian	w e o r θ i ɑ n
ƿeorþmynd	w e o r θ m y n d
ƿeorþscipe	w e o r θ ʃ i p e
ƿepan	w eː p ɑ n
ƿer	w e r
ƿera	w e r ɑ
ƿeras	w e r ɑ s
ƿerig	w eː r i j
ƿerlic	w e r l iː t͡ʃ
ƿerod	w e r o d
ƿesan	w e s ɑ n
ƿesan	w eː s ɑ n
ƿese	w eː s e
ƿesend	w e s e n d
ƿesende	w e s e n d e
ƿest	w e s t
ƿesten	w eː s t e n
ƿesterne	w e s t e r n e
ƿeðer	w e θ e r
ƿeþe	w eː θ e
ƿeþer	w e θ e r
ƿic	w iː k
ƿic	w iː t͡ʃ
ƿicca	w i t t͡ʃː ɑ
