a	ɒ
megvalósításának	m ɛ ɡ v ɒ l oː ʃ iː t aː ʃ aː n ɒ k
megvalósítására	m ɛ ɡ v ɒ l oː ʃ iː t aː ʃ aː r ɒ
megvalósítását	m ɛ ɡ v ɒ l oː ʃ iː t aː ʃ aː t
megvan	m ɛ ɡ v ɒ n
megvehet	m ɛ ɡ v ɛ h ɛ t
megvenni	m ɛ ɡ v ɛ nː i
megver	m ɛ ɡ v ɛ r
megverte	m ɛ ɡ v ɛ r t ɛ
megvesz	m ɛ ɡ v ɛ s
megveszteget	m ɛ ɡ v ɛ s t ɛ ɡ ɛ t
megvigasztal	m ɛ ɡ v i ɡ ɒ s t ɒ l
megvilágosodik	m ɛ ɡ v i l aː ɡ o ʃ o d i k
megvilágosodás	m ɛ ɡ v i l aː ɡ o ʃ o d aː ʃ
megvitatás	m ɛ ɡ v i t ɒ t aː ʃ
megvitatások	m ɛ ɡ v i t ɒ t aː ʃ o k
megvizsgál	m ɛ ɡ v i ʒ ɡ aː l
megválaszol	m ɛ ɡ v aː l ɒ s o l
megválaszt	m ɛ ɡ v aː l ɒ s t
megválasztott	m ɛ ɡ v aː l ɒ s t o tː
megválasztás	m ɛ ɡ v aː l ɒ s t aː ʃ
megválasztása	m ɛ ɡ v aː l ɒ s t aː ʃ ɒ
megváltozik	m ɛ ɡ v aː l t o z i k
megváltoztat	m ɛ ɡ v aː l t o s t ɒ t
megváltoztatni	m ɛ ɡ v aː l t o s t ɒ t n i
megváltoztatás	m ɛ ɡ v aː l t o s t ɒ t aː ʃ
megváltás	m ɛ ɡ v aː l t aː ʃ
megváltások	m ɛ ɡ v aː l t aː ʃ o k
megvásárol	m ɛ ɡ v aː ʃ aː r o l
megvásárolható	m ɛ ɡ v aː ʃ aː r o l ɦ ɒ t oː
megvásárolni	m ɛ ɡ v aː ʃ aː r o l n i
megvéd	m ɛ ɡ v eː d
megvédeni	m ɛ ɡ v eː d ɛ n i
megy	m ɛ ɟ
megye	m ɛ ɟ ɛ
megyei	m ɛ ɟ ɛʲ i
megyek	m ɛ ɟ ɛ k
megyében	m ɛ ɟ eː b ɛ n
megyék	m ɛ ɟ eː k
megyéken	m ɛ ɟ eː k ɛ n
megyékre	m ɛ ɟ eː k r ɛ
megyén	m ɛ ɟ eː n
megyére	m ɛ ɟ eː r ɛ
megyünk	m ɛ ɟ y ŋ k
megáld	m ɛ ɡ aː l d
megáldott	m ɛ ɡ aː l d o tː
megáldották	m ɛ ɡ aː l d o tː aː k
megáll	m ɛ ɡ aː lː
megállapodás	m ɛ ɡ aː lː ɒ p o d aː ʃ
megállapodások	m ɛ ɡ aː lː ɒ p o d aː ʃ o k
megállapít	m ɛ ɡ aː lː ɒ p iː t
megállapítani	m ɛ ɡ aː lː ɒ p iː t ɒ n i
megállapítás	m ɛ ɡ aː lː ɒ p iː t aː ʃ
megállapítása	m ɛ ɡ aː lː ɒ p iː t aː ʃ ɒ
megállapítására	m ɛ ɡ aː lː ɒ p iː t aː ʃ aː r ɒ
megállja	m ɛ ɡ aː jː ɒ
megállít	m ɛ ɡ aː lː iː t
megállíthatatlan	m ɛ ɡ aː lː iː t h ɒ t ɒ t l ɒ n
megállíthatatlanabb	m ɛ ɡ aː lː iː t h ɒ t ɒ t l ɒ n ɒ bː
megállíthatatlanul	m ɛ ɡ aː lː iː t h ɒ t ɒ t l ɒ n u l
megálló	m ɛ ɡ aː lː oː
megállóban	m ɛ ɡ aː lː oː b ɒ n
megállók	m ɛ ɡ aː lː oː k
megárt	m ɛ ɡ aː r t
megéhezik	m ɛ ɡ eː ɦ ɛ z i k
megél	m ɛ ɡ eː l
megélhetés	m ɛ ɡ eː l ɦ ɛ t eː ʃ
megélhetési	m ɛ ɡ eː l ɦ ɛ t eː ʃ i
megérdemel	m ɛ ɡ eː r d ɛ m ɛ l
megérint	m ɛ ɡ eː r i n t
megérkezik	m ɛ ɡ eː r k ɛ z i k
megért	m ɛ ɡ eː r t
megérteni	m ɛ ɡ eː r t ɛ n i
megértet	m ɛ ɡ eː r t ɛ t
megértés	m ɛ ɡ eː r t eː ʃ
megértése	m ɛ ɡ eː r t eː ʃ ɛ
megértéséhez	m ɛ ɡ eː r t eː ʃ eː ɦ ɛ z
megígér	m ɛ ɡ iː ɡ eː r
megígérte	m ɛ ɡ iː ɡ eː r t ɛ
megír	m ɛ ɡ iː r
megítélés	m ɛ ɡ iː t eː l eː ʃ
megítélése	m ɛ ɡ iː t eː l eː ʃ ɛ
megöl	m ɛ ɡ ø l
megölte	m ɛ ɡ ø l t ɛ
megöregszik	m ɛ ɡ ø r ɛ k s i k
megújhodik	m ɛ ɡ uː j ɦ o d i k
megújhodás	m ɛ ɡ uː j ɦ o d aː ʃ
megújhodások	m ɛ ɡ uː j ɦ o d aː ʃ o k
megújul	m ɛ ɡ uː j u l
megújult	m ɛ ɡ uː j u l t
megújulás	m ɛ ɡ uː j u l aː ʃ
megújulások	m ɛ ɡ uː j u l aː ʃ o k
megújuló	m ɛ ɡ uː j u l oː
megújít	m ɛ ɡ uː j iː t
megüt	m ɛ ɡ y t
megüti	m ɛ ɡ y t i
megőriz	m ɛ ɡ øː r i z
megőrizni	m ɛ ɡ øː r i z n i
megőrzés	m ɛ ɡ øː r z eː ʃ
megőrzése	m ɛ ɡ øː r z eː ʃ ɛ
mehet	m ɛ h ɛ t
meiózis	m ɛʲ iʲ oː z i ʃ
meiózisok	m ɛʲ iʲ oː z i ʃ o k
mek	m ɛ k
mekeg	m ɛ k ɛ ɡ
mekka	m ɛ kː ɒ
mekkora	m ɛ kː o r ɒ
melankolikus	m ɛ l ɒ ŋ k o l i k u ʃ
melankolikusan	m ɛ l ɒ ŋ k o l i k u ʃ ɒ n
melankolikusság	m ɛ l ɒ ŋ k o l i k u ʃː aː ɡ
meleg	m ɛ l ɛ ɡ
melegebb	m ɛ l ɛ ɡ ɛ bː
melegedik	m ɛ l ɛ ɡ ɛ d i k
melegek	m ɛ l ɛ ɡ ɛ k
melegház	m ɛ l ɛ k h aː z
melegházi	m ɛ l ɛ k h aː z i
melegszik	m ɛ l ɛ k s i k
melegágy	m ɛ l ɛ ɡ aː ɟ
melegágyak	m ɛ l ɛ ɡ aː ɟ ɒ k
melegít	m ɛ l ɛ ɡ iː t
melegítés	m ɛ l ɛ ɡ iː t eː ʃ
melegítési	m ɛ l ɛ ɡ iː t eː ʃ i
melegítőfelső	m ɛ l ɛ ɡ iː t øː f ɛ l ʃ øː
melinda	m ɛ l i n d ɒ
mell	m ɛ lː
mellbimbó	m ɛ l b i m b oː
mellbőség	m ɛ l b øː ʃ eː ɡ
mellcsont	m ɛ l t͡ʃ o n t
mellcsontok	m ɛ l t͡ʃ o n t o k
melle	m ɛ lː ɛ
melled	m ɛ lː ɛ d
mellei	m ɛ lː ɛʲ i
mellek	m ɛ lː ɛ k
mellem	m ɛ lː ɛ m
mellen	m ɛ lː ɛ n
mellet	m ɛ lː ɛ t
mellett	m ɛ lː ɛ tː
mellette	m ɛ lː ɛ tː ɛ
melletted	m ɛ lː ɛ tː ɛ d
mellettem	m ɛ lː ɛ tː ɛ m
mellettetek	m ɛ lː ɛ tː ɛ t ɛ k
melletti	m ɛ lː ɛ tː i
mellettük	m ɛ lː ɛ tː y k
mellettünk	m ɛ lː ɛ tː y ŋ k
mellhártya	m ɛ l ɦ aː r c ɒ
mellhártyagyulladás	m ɛ l ɦ aː r c ɒ ɟ u lː ɒ d aː ʃ
mellhártyaüreg	m ɛ l ɦ aː r c ɒ y r ɛ ɡ
mellhártyaüregek	m ɛ l ɦ aː r c ɒ y r ɛ ɡ ɛ k
mellkas	m ɛ l k ɒ ʃ
mellkasi	m ɛ l k ɒ ʃ i
mellkasok	m ɛ l k ɒ ʃ o k
mellkasú	m ɛ l k ɒ ʃ uː
mellső	m ɛ l ʃ øː
melltartó	m ɛ l t ɒ r t oː
melltartók	m ɛ l t ɒ r t oː k
mellvezeték	m ɛ l v ɛ z ɛ t eː k
mellvezetékek	m ɛ l v ɛ z ɛ t eː k ɛ k
mellyel	m ɛ jː ɛ l
mellyé	m ɛ jː eː
mellé	m ɛ lː eː
mellébeszél	m ɛ lː eː b ɛ s eː l
melléd	m ɛ lː eː d
melléje	m ɛ lː eː j ɛ
melléjük	m ɛ lː eː j y k
mellék	m ɛ lː eː k
mellékcselekmény	m ɛ lː eː k t͡ʃ ɛ l ɛ k m eː ɲ
mellékcselekmények	m ɛ lː eː k t͡ʃ ɛ l ɛ k m eː ɲ ɛ k
mellékek	m ɛ lː eː k ɛ k
mellékel	m ɛ lː eː k ɛ l
mellékelt	m ɛ lː eː k ɛ l t
mellékes	m ɛ lː eː k ɛ ʃ
mellékfolyó	m ɛ lː eː k f o j oː
mellékfolyók	m ɛ lː eː k f o j oː k
mellékhatás	m ɛ lː eː k h ɒ t aː ʃ
mellékjel	m ɛ lː eː k j ɛ l
melléklet	m ɛ lː eː k l ɛ t
mellékletben	m ɛ lː eː k l ɛ d b ɛ n
melléklete	m ɛ lː eː k l ɛ t ɛ
mellékletek	m ɛ lː eː k l ɛ t ɛ k
melléknevek	m ɛ lː eː k n ɛ v ɛ k
melléknév	m ɛ lː eː k n eː v
melléknévi	m ɛ lː eː k n eː v i
mellékpajzsmirigy	m ɛ lː eː k p ɒ j ʒ m i r i ɟ
mellékpajzsmirigyek	m ɛ lː eː k p ɒ j ʒ m i r i ɟ ɛ k
mellékszereplő	m ɛ lː eː k s ɛ r ɛ p l øː
mellékszög	m ɛ lː eː k s ø ɡ
melléktermék	m ɛ lː eː k t ɛ r m eː k
mellékutca	m ɛ lː eː k u t͡sː ɒ
mellékvese	m ɛ lː eː k v ɛ ʃ ɛ
mellékvesekéreg	m ɛ lː eː k v ɛ ʃ ɛ k eː r ɛ ɡ
mellékvesekérgek	m ɛ lː eː k v ɛ ʃ ɛ k eː r ɡ ɛ k
mellékvesék	m ɛ lː eː k v ɛ ʃ eː k
mellém	m ɛ lː eː m
mellénk	m ɛ lː eː ŋ k
mellény	m ɛ lː eː ɲ
mellények	m ɛ lː eː ɲ ɛ k
mellét	m ɛ lː eː t
mellétek	m ɛ lː eː t ɛ k
mellúszás	m ɛ lː uː s aː ʃ
mellüreg	m ɛ lː y r ɛ ɡ
mellüregek	m ɛ lː y r ɛ ɡ ɛ k
mellű	m ɛ lː yː
mellől	m ɛ lː øː l
mellőle	m ɛ lː øː l ɛ
mellőled	m ɛ lː øː l ɛ d
mellőlem	m ɛ lː øː l ɛ m
mellőletek	m ɛ lː øː l ɛ t ɛ k
mellőlük	m ɛ lː øː l y k
mellőlünk	m ɛ lː øː l y ŋ k
melpomené	m ɛ l p o m ɛ n eː
mely	m ɛ j
melybe	m ɛ j b ɛ
melyben	m ɛ j b ɛ n
melyből	m ɛ j b øː l
melyek	m ɛ j ɛ k
melyekbe	m ɛ j ɛ ɡ b ɛ
melyekben	m ɛ j ɛ ɡ b ɛ n
melyekből	m ɛ j ɛ ɡ b øː l
melyeken	m ɛ j ɛ k ɛ n
melyeket	m ɛ j ɛ k ɛ t
melyekhez	m ɛ j ɛ k h ɛ z
melyekig	m ɛ j ɛ k i ɡ
melyekkel	m ɛ j ɛ kː ɛ l
melyekké	m ɛ j ɛ kː eː
melyekként	m ɛ j ɛ kː eː n t
melyeknek	m ɛ j ɛ k n ɛ k
melyeknél	m ɛ j ɛ k n eː l
melyekre	m ɛ j ɛ k r ɛ
melyekről	m ɛ j ɛ k r øː l
melyektől	m ɛ j ɛ k t øː l
melyekért	m ɛ j ɛ k eː r t
melyen	m ɛ j ɛ n
melyet	m ɛ j ɛ t
melyhez	m ɛ j h ɛ z
melyig	m ɛ j i ɡ
melyik	m ɛ j i k
melyiket	m ɛ j i k ɛ t
melyként	m ɛ j k eː n t
melynek	m ɛ j n ɛ k
melynél	m ɛ j n eː l
melyre	m ɛ j r ɛ
melyről	m ɛ j r øː l
melytől	m ɛ j t øː l
melyért	m ɛ j eː r t
melír	m ɛ l iː r
melíroz	m ɛ l iː r o z
melírozás	m ɛ l iː r o z aː ʃ
melírozások	m ɛ l iː r o z aː ʃ o k
meló	m ɛ l oː
melódia	m ɛ l oː d iʲ ɒ
melódiák	m ɛ l oː d iʲ aː k
melók	m ɛ l oː k
membrán	m ɛ m b r aː n
membránfehérje	m ɛ m b r aː ɱ f ɛ ɦ eː r j ɛ
membránfehérjék	m ɛ m b r aː ɱ f ɛ ɦ eː r j eː k
membránok	m ɛ m b r aː n o k
memorizál	m ɛ m o r i z aː l
memoár	m ɛ m o aː r
memoárok	m ɛ m o aː r o k
memória	m ɛ m oː r iʲ ɒ
memóriakártya	m ɛ m oː r iʲ ɒ k aː r c ɒ
memóriák	m ɛ m oː r iʲ aː k
memóriát	m ɛ m oː r iʲ aː t
memóriával	m ɛ m oː r iʲ aː v ɒ l
mendelévium	m ɛ n d ɛ l eː v iʲ u m
menedzser	m ɛ n ɛ d͡ʒː ɛ r
menedzserek	m ɛ n ɛ d͡ʒː ɛ r ɛ k
menedzsment	m ɛ n ɛ d͡ʒ m ɛ n t
menedzsmentek	m ɛ n ɛ d͡ʒ m ɛ n t ɛ k
menedék	m ɛ n ɛ d eː k
menedékek	m ɛ n ɛ d eː k ɛ k
menekül	m ɛ n ɛ k y l
menekült	m ɛ n ɛ k y l t
menekültek	m ɛ n ɛ k y l t ɛ k
menekülés	m ɛ n ɛ k y l eː ʃ
menekülések	m ɛ n ɛ k y l eː ʃ ɛ k
menet	m ɛ n ɛ t
menete	m ɛ n ɛ t ɛ
menetek	m ɛ n ɛ t ɛ k
menetel	m ɛ n ɛ t ɛ l
menetrend	m ɛ n ɛ t r ɛ n d
menettérti	m ɛ n ɛ tː eː r t i
menetét	m ɛ n ɛ t eː t
menj	m ɛ ɲː
menjünk	m ɛ ɲː y ŋ k
menne	m ɛ nː ɛ
mennek	m ɛ nː ɛ k
mennem	m ɛ nː ɛ m
menni	m ɛ nː i
menny	m ɛ ɲː
mennydörgés	m ɛ ɲ d ø r ɡ eː ʃ
mennydörgések	m ɛ ɲ d ø r ɡ eː ʃ ɛ k
mennyei	m ɛ ɲː ɛʲ i
mennyek	m ɛ ɲː ɛ k
mennyezet	m ɛ ɲː ɛ z ɛ t
mennyezetek	m ɛ ɲː ɛ z ɛ t ɛ k
mennyezetet	m ɛ ɲː ɛ z ɛ t ɛ t
mennyi	m ɛ ɲː i
mennyibe	m ɛ ɲː i b ɛ
mennyiben	m ɛ ɲː i b ɛ n
mennyire	m ɛ ɲː i r ɛ
mennyiség	m ɛ ɲː i ʃ eː ɡ
mennyisége	m ɛ ɲː i ʃ eː ɡ ɛ
mennyiségek	m ɛ ɲː i ʃ eː ɡ ɛ k
mennyiséget	m ɛ ɲː i ʃ eː ɡ ɛ t
mennyiségi	m ɛ ɲː i ʃ eː ɡ i
mennyiségét	m ɛ ɲː i ʃ eː ɡ eː t
mennyiségű	m ɛ ɲː i ʃ eː ɡ yː
mennyit	m ɛ ɲː i t
mennyivel	m ɛ ɲː i v ɛ l
mennyország	m ɛ ɲː o r s aː ɡ
mennyországban	m ɛ ɲː o r s aː ɡ b ɒ n
menstruáció	m ɛ n ʃ t r u aː t͡s iʲ oː
menstruációk	m ɛ n ʃ t r u aː t͡s iʲ oː k
ment	m ɛ n t
menta	m ɛ n t ɒ
mente	m ɛ n t ɛ
mentek	m ɛ n t ɛ k
mentem	m ɛ n t ɛ m
menten	m ɛ n t ɛ n
menteni	m ɛ n t ɛ n i
mentes	m ɛ n t ɛ ʃ
mentetek	m ɛ n t ɛ t ɛ k
menti	m ɛ n t i
mentség	m ɛ n t ʃ eː ɡ
mentségek	m ɛ n t͡ʃ eː ɡ ɛ k
mentális	m ɛ n t aː l i ʃ
mentében	m ɛ n t eː b ɛ n
mentél	m ɛ n t eː l
mentén	m ɛ n t eː n
mentés	m ɛ n t eː ʃ
mentések	m ɛ n t eː ʃ ɛ k
mentünk	m ɛ n t y ŋ k
mentő	m ɛ n t øː
mentőautó	m ɛ n t øː ɒ u t oː
mentőautók	m ɛ n t øː ɒ u t oː k
mentőcsónak	m ɛ n t øː t͡ʃ oː n ɒ k
mentőcsónakok	m ɛ n t øː t͡ʃ oː n ɒ k o k
mentők	m ɛ n t øː k
mentőöv	m ɛ n t øː ø v
mentőövek	m ɛ n t øː ø v ɛ k
meny	m ɛ ɲ
menyasszony	m ɛ ɲ ɒ sː o ɲ
menyasszonyi	m ɛ ɲ ɒ sː o ɲ i
menyasszonyok	m ɛ ɲ ɒ sː o ɲ o k
menye	m ɛ ɲ ɛ
menyek	m ɛ ɲ ɛ k
menyet	m ɛ ɲ ɛ t
menyét	m ɛ ɲ eː t
menza	m ɛ n z ɒ
menóra	m ɛ n oː r ɒ
menórák	m ɛ n oː r aː k
menü	m ɛ n y
menüben	m ɛ n y b ɛ n
menük	m ɛ n y k
menüpont	m ɛ n y p o n t
menüpontra	m ɛ n y p o n t r ɒ
menüszalag	m ɛ n y s ɒ l ɒ ɡ
menő	m ɛ n øː
mer	m ɛ r
mered	m ɛ r ɛ d
meredek	m ɛ r ɛ d ɛ k
merev	m ɛ r ɛ v
merevlemez	m ɛ r ɛ v l ɛ m ɛ z
meri	m ɛ r i
merisztéma	m ɛ r i s t eː m ɒ
merkúr	m ɛ r k uː r
mernek	m ɛ r n ɛ k
merre	m ɛ rː ɛ
merről	m ɛ rː øː l
mert	m ɛ r t
mertek	m ɛ r t ɛ k
merthogy	m ɛ r t h o ɟ
merték	m ɛ r t eː k
merénylet	m ɛ r eː ɲ l ɛ t
merényletek	m ɛ r eː ɲ l ɛ t ɛ k
merénylő	m ɛ r eː ɲ l øː
merénylők	m ɛ r eː ɲ l øː k
merész	m ɛ r eː s
merészel	m ɛ r eː s ɛ l
merészen	m ɛ r eː s ɛ n
merészség	m ɛ r eː ʃː eː ɡ
merészségű	m ɛ r eː ʃː eː ɡ yː
merül	m ɛ r y l
merőkanál	m ɛ r øː k ɒ n aː l
merőleges	m ɛ r øː l ɛ ɡ ɛ ʃ
mese	m ɛ ʃ ɛ
mesebeli	m ɛ ʃ ɛ b ɛ l i
mesekönyv	m ɛ ʃ ɛ k ø ɲ v
meseország	m ɛ ʃ ɛ o r s aː ɡ
messze	m ɛ sː ɛ
messzebb	m ɛ sː ɛ bː
messzeség	m ɛ sː ɛ ʃ eː ɡ
messzeségbe	m ɛ sː ɛ ʃ eː ɡ b ɛ
messzi	m ɛ sː i
messzire	m ɛ sː i r ɛ
messziről	m ɛ sː i r øː l
mester	m ɛ ʃ t ɛ r
mesterbe	m ɛ ʃ t ɛ r b ɛ
mesterben	m ɛ ʃ t ɛ r b ɛ n
mesterből	m ɛ ʃ t ɛ r b øː l
mestere	m ɛ ʃ t ɛ r ɛ
mestered	m ɛ ʃ t ɛ r ɛ d
mesterei	m ɛ ʃ t ɛ r ɛʲ i
mestereid	m ɛ ʃ t ɛ r ɛʲ i d
mestereik	m ɛ ʃ t ɛ r ɛʲ i k
mestereim	m ɛ ʃ t ɛ r ɛʲ i m
mestereink	m ɛ ʃ t ɛ r ɛʲ i ŋ k
mestereitek	m ɛ ʃ t ɛ r ɛʲ i t ɛ k
mesterek	m ɛ ʃ t ɛ r ɛ k
mesterekbe	m ɛ ʃ t ɛ r ɛ ɡ b ɛ
mesterekben	m ɛ ʃ t ɛ r ɛ ɡ b ɛ n
mesterekből	m ɛ ʃ t ɛ r ɛ ɡ b øː l
mestereken	m ɛ ʃ t ɛ r ɛ k ɛ n
mestereket	m ɛ ʃ t ɛ r ɛ k ɛ t
mesterekhez	m ɛ ʃ t ɛ r ɛ k h ɛ z
mesterekig	m ɛ ʃ t ɛ r ɛ k i ɡ
mesterekkel	m ɛ ʃ t ɛ r ɛ kː ɛ l
mesterekké	m ɛ ʃ t ɛ r ɛ kː eː
mesterekként	m ɛ ʃ t ɛ r ɛ kː eː n t
mestereknek	m ɛ ʃ t ɛ r ɛ k n ɛ k
mestereknél	m ɛ ʃ t ɛ r ɛ k n eː l
mesterekre	m ɛ ʃ t ɛ r ɛ k r ɛ
mesterekről	m ɛ ʃ t ɛ r ɛ k r øː l
mesterektől	m ɛ ʃ t ɛ r ɛ k t øː l
mesterekért	m ɛ ʃ t ɛ r ɛ k eː r t
mesterekül	m ɛ ʃ t ɛ r ɛ k y l
mesterem	m ɛ ʃ t ɛ r ɛ m
mesteren	m ɛ ʃ t ɛ r ɛ n
mesteretek	m ɛ ʃ t ɛ r ɛ t ɛ k
mesterhez	m ɛ ʃ t ɛ r ɦ ɛ z
mesterig	m ɛ ʃ t ɛ r i ɡ
mesterként	m ɛ ʃ t ɛ r k eː n t
mestermű	m ɛ ʃ t ɛ r m yː
mesterművek	m ɛ ʃ t ɛ r m yː v ɛ k
mesternek	m ɛ ʃ t ɛ r n ɛ k
mesternél	m ɛ ʃ t ɛ r n eː l
mesterre	m ɛ ʃ t ɛ rː ɛ
mesterrel	m ɛ ʃ t ɛ rː ɛ l
mesterré	m ɛ ʃ t ɛ rː eː
mesterről	m ɛ ʃ t ɛ rː øː l
mesterség	m ɛ ʃ t ɛ r ʃ eː ɡ
mesterségek	m ɛ ʃ t ɛ r ʃ eː ɡ ɛ k
mesterséges	m ɛ ʃ t ɛ r ʃ eː ɡ ɛ ʃ
mesterségesen	m ɛ ʃ t ɛ r ʃ eː ɡ ɛ ʃ ɛ n
mestert	m ɛ ʃ t ɛ r t
mestertől	m ɛ ʃ t ɛ r t øː l
mesterért	m ɛ ʃ t ɛ r eː r t
mesterük	m ɛ ʃ t ɛ r y k
mesterül	m ɛ ʃ t ɛ r y l
mesterünk	m ɛ ʃ t ɛ r y ŋ k
meszek	m ɛ s ɛ k
mesztéláb	m ɛ s t eː l aː b
mesék	m ɛ ʃ eː k
meséket	m ɛ ʃ eː k ɛ t
mesél	m ɛ ʃ eː l
mesélni	m ɛ ʃ eː l n i
mesét	m ɛ ʃ eː t
mesüge	m ɛ ʃ y ɡ ɛ
metafizikus	m ɛ t ɒ f i z i k u ʃ
metanol	m ɛ t ɒ n o l
metanyelv	m ɛ t ɒ ɲ ɛ l v
metanyelvek	m ɛ t ɒ ɲ ɛ l v ɛ k
meteor	m ɛ t ɛ o r
meteorológia	m ɛ t ɛ o r o l oː ɡ iʲ ɒ
meteorológiai	m ɛ t ɛ o r o l oː ɡ iʲ ɒʲ i
metodista	m ɛ t o d i ʃ t ɒ
metró	m ɛ t r oː
metsz	m ɛ t͡sː
metsző	m ɛ t͡sː øː
metszőfog	m ɛ t͡sː øː f o ɡ
metál	m ɛ t aː l
metán	m ɛ t aː n
metél	m ɛ t eː l
metélőhagyma	m ɛ t eː l øː ɦ ɒ ɟ m ɒ
mexikó	m ɛ k s i k oː
mexikói	m ɛ k s i k oːʲ i
mexikóiak	m ɛ k s i k oːʲ iʲ ɒ k
mexikóváros	m ɛ k s i k oː v aː r o ʃ
mez	m ɛ z
mezei	m ɛ z ɛʲ i
mezek	m ɛ z ɛ k
mezeket	m ɛ z ɛ k ɛ t
mezopotámia	m ɛ z o p o t aː m iʲ ɒ
mezopotámiai	m ɛ z o p o t aː m iʲ ɒʲ i
mezre	m ɛ z r ɛ
mezt	m ɛ s t
meztelen	m ɛ s t ɛ l ɛ n
meztelenség	m ɛ s t ɛ l ɛ n ʃ eː ɡ
meztelenségek	m ɛ s t ɛ l ɛ n ʃ eː ɡ ɛ k
meztől	m ɛ s t øː l
mezzé	m ɛ zː eː
mezítláb	m ɛ z iː t l aː b
mezítlábas	m ɛ z iː t l aː b ɒ ʃ
mező	m ɛ z øː
mezőbe	m ɛ z øː b ɛ
mezőgazda	m ɛ z øː ɡ ɒ z d ɒ
mezőgazdaság	m ɛ z øː ɡ ɒ z d ɒ ʃ aː ɡ
mezőgazdasági	m ɛ z øː ɡ ɒ z d ɒ ʃ aː ɡ i
mezőgazdák	m ɛ z øː ɡ ɒ z d aː k
mezőgazdász	m ɛ z øː ɡ ɒ z d aː s
mezőgazdászok	m ɛ z øː ɡ ɒ z d aː s o k
mezők	m ɛ z øː k
mezőket	m ɛ z øː k ɛ t
mezőkövesd	m ɛ z øː k ø v ɛ ʒ d
mezőn	m ɛ z øː n
mezőnek	m ɛ z øː n ɛ k
mezőny	m ɛ z øː ɲ
mezőnyök	m ɛ z øː ɲ ø k
mezőt	m ɛ z øː t
mhz	m ɛ ɡ ɒ ɦ ɛ r t͡s
mi	m i
mialatt	m iʲ ɒ l ɒ tː
mialattunk	m iʲ ɒ l ɒ tː u ŋ k
mialánk	m iʲ ɒ l aː ŋ k
mialólunk	m iʲ ɒ l oː l u ŋ k
miatt	m iʲ ɒ tː
miau	m iʲ ɒ u
mibe	m i b ɛ
mibelénk	m i b ɛ l eː ŋ k
mibelőlünk	m i b ɛ l øː l y ŋ k
miben	m i b ɛ n
mibennünk	m i b ɛ nː y ŋ k
miből	m i b øː l
microsoft	m aː j k r o s o f t
microsoft	m i k r o s o f t
micsoda	m i t͡ʃ o d ɒ
mid	m i d
mieink	m iʲ ɛʲ i ŋ k
mielébünk	m iʲ ɛ l eː b y ŋ k
mielénk	m iʲ ɛ l eː ŋ k
mielőbb	m iʲ ɛ l øː bː
mielőbbi	m iʲ ɛ l øː bː i
mielőlünk	m iʲ ɛ l øː l y ŋ k
mielőtt	m iʲ ɛ l øː tː
mielőttünk	m iʲ ɛ l øː tː y ŋ k
mienk	m iʲ ɛ ŋ k
mifelettünk	m i f ɛ l ɛ tː y ŋ k
mifelénk	m i f ɛ l eː ŋ k
mifelőlünk	m i f ɛ l øː l y ŋ k
miféle	m i f eː l ɛ
mifölöttünk	m i f ø l ø tː y ŋ k
migráció	m i ɡ r aː t͡s iʲ oː
migrációk	m i ɡ r aː t͡s iʲ oː k
migrén	m i ɡ r eː n
mihelyest	m i ɦ ɛ j ɛ ʃ t
mihelyettünk	m i ɦ ɛ j ɛ tː y ŋ k
mihelyt	m i ɦ ɛ j t
mihez	m i ɦ ɛ z
mihozzánk	m i ɦ o zː aː ŋ k
mihály	m i ɦ aː j
mihálynak	m i ɦ aː j n ɒ k
miig	m i i ɡ
mije	m i j ɛ
mijei	m i j ɛʲ i
mijük	m i j y k
mik	m i k
mikbe	m i ɡ b ɛ
mikben	m i ɡ b ɛ n
mikből	m i ɡ b øː l
miken	m i k ɛ n
miket	m i k ɛ t
mikeás	m i k ɛ aː ʃ
mikhez	m i k h ɛ z
miki	m i k i
mikig	m i k i ɡ
mikike	m i k i k ɛ
mikkel	m i kː ɛ l
mikké	m i kː eː
mikként	m i kː eː n t
miklós	m i k l oː ʃ
miklóska	m i k l oː ʃ k ɒ
miknek	m i k n ɛ k
miknél	m i k n eː l
mikor	m i k o r
mikre	m i k r ɛ
mikrofilm	m i k r o f i l m
mikrofon	m i k r o f o n
mikrofonláz	m i k r o f o n l aː z
mikrofonok	m i k r o f o n o k
mikrofonpróba	m i k r o f o m p r oː b ɒ
mikrofonállvány	m i k r o f o n aː l v aː ɲ
mikrométer	m i k r o m eː t ɛ r
mikroprocesszor	m i k r o p r o t͡s ɛ sː o r
mikroprocesszorok	m i k r o p r o t͡s ɛ sː o r o k
mikrorajon	m i k r o r ɒ j o n
mikroszkopikus	m i k r o s k o p i k u ʃ
mikroszkóp	m i k r o s k oː p
mikroszkópok	m i k r o s k oː p o k
mikró	m i k r oː
mikről	m i k r øː l
miksa	m i k ʃ ɒ
mikszáth	m i k s aː t
mikszáthtal	m i k s aː tː ɒ l
miktől	m i k t øː l
mikulás	m i k u l aː ʃ
mikádó	m i k aː d oː
miként	m i k eː n t
miképpen	m i k eː pː ɛ n
mikért	m i k eː r t
miköröttünk	m i k ø r ø tː y ŋ k
miközben	m i k ø z b ɛ n
miközöttünk	m i k ø z ø tː y ŋ k
militarizál	m i l i t ɒ r i z aː l
