'ch	χ
hafota	h a v ɔ t a
hafren	h a v r ɛ n
hagor	h a ɡ ɔ r
hail	h a i̯ l
hais	h a i s
halen	h a l a n
halen	h a l ɛ n
halibalŵ	h a l ɪ b a l uː
hamerica	h a m ɛ r ɪ k a
hamod	h a m ɔ d
hamser	h a m s a r
hamser	h a m s ɛ r
hances	h a n k a s
hances	h a n k ɛ s
hanes	h a n a s
hanes	h a n ɛ s
hanfon	h a n v ɔ n
hangen	h a ŋ a n
hangen	h a ŋ ɛ n
hangharad	h a ŋ h a r a d
hanner	h a n a r
hanner	h a n ɛ r
hannwyd	h a n ʊ ɨ̯ d
hanodd	h a n ɔ ð
hapus	h a p ɨ̞ s
harall	h a r a ɬ
harbwr	h a r b ʊ r
hardal	h a r d a l
hardaloedd	h a r d a l ɔ ɨ̯ ð
hardd	h a r ð
harddach	h a r ð a χ
hardded	h a r ð ɛ d
harglwydd	h a r ɡ l ʊ ɨ̯ ð
harian	h a r j a n
harlwy	h a r l u ɨ̯
haros	h a r ɔ s
harth	h a r θ
hatyr	h a t ɨ̞ r
haul	h a ɨ̯ l
hawdd	h a u̯ ð
hawl	h a u̯ l
hawlfraint	h a u̯ l v r a i̯ n t
hawlio	h a u̯ l j ɔ
heb	h ɛ b
heboca	h ɛ b ɔ k a
hechryd	h ɛ χ r ɨ̞ d
hechrydu	h ɛ χ r ə d ɨ
hechrydus	h ɛ χ r ə d ɨ̞ s
hedd	h eː ð
heddferch	h ɛ ð v ɛ r χ
heddiw	h ɛ ð ɪ u̯
heddlu	h ɛ ð l ɨ
heddluoedd	h ɛ ð l ɨ̞ ɔ ɨ ð
heddwas	h ɛ ð w a s
heddwch	h ɛ ð ʊ χ
hedfan	h ɛ d v a n
hedyn	h ɛ d ɨ̞ n
hefin	h ɛ v ɪ n
hefo	h ɛ v ɔ
hefyd	h ɛ v ɨ̞ d
heglwys	h ɛ ɡ l ʊ ɨ̯ s
heibio	h e i̯ b j ɔ
heini	h e i̯ n i
heirdd	h e i̯ r ð
heisteddfod	h e i̯ s d ɛ ð v ɔ d
heisteddfodau	h e i̯ s d ɛ ð v ɔ d a
heisteddfodau	h e i̯ s d ɛ ð v ɔ d a ɨ̯
heisteddfodau	h e i̯ s d ɛ ð v ɔ d ɛ
hel	h ɛ l
helaeth	h ɛ l a ɨ̞ θ
helaeth	h ɛ l ɛ θ
helbul	h ɛ l b ɨ̞ l
helbulon	h ɛ l b ɨ̞ l ɔ n
helbulus	h ɛ l b ɨ̞ l ɨ̞ s
helc	h ɛ l k
helciaid	h ɛ l k j a i̯ d
helciaid	h ɛ l k j ɛ d
helfen	h ɛ l v ɛ n
heliwm	h ɛ l j ʊ m
help	h ɛ l p
help llaw	h ɛ l p ɬ a u̯
helpu	h ɛ l p ɨ̞
helpwr	h ɛ l p ʊ r
helpwyr	h ɛ l p w ɨ̞ r
helwr	h ɛ l ʊ r
helwyr	h ɛ l w ɨ̞ r
helyg	h ɛ l ɨ̞ ɡ
helyg	h ɛ l ɪ ɡ
helygen	h ɛ l ə ɡ a n
helygen	h ɛ l ə ɡ ɛ n
helyglys	h ɛ l ə ɡ l ɨ̞ s
helyglys hardd	h ɛ l ə ɡ l ɨ̞ s h a r ð
helynt	h ɛ l ɨ̞ n t
helyntion	h ɛ l ə n t j ɔ n
helyntoedd	h ɛ l ə n t ɔ ɨ̯ ð
hen	h eː n
hen bryd	h eː n b r ɨː d
hen galan	h eː n ɡ a l a n
henaint	h ɛ n a i̯ n t
hendrefa	h ɛ n d r ɛ v a
hendrefi	h ɛ n d r ɛ v i
hendrefydd	h ɛ n d r ɛ v ɨ̞ ð
henffordd	h ɛ n f ɔ r ð
henghraifft	h ɛ ŋ̊ r a i̯ f d
henghraifft	h ɛ ŋ̊ r ɛ f d
heno	h ɛ n ɔ
henw	h ɛ n u
heog	h ɛ ɔ ɡ
heol	h eː ɔ l
heol y gwynt	h eː ɔ l ə ɡ w ɨ̞ n t
her	h ɛ r
heraill	h ɛ r a i ɬ
heraill	h ɛ r ɪ ɬ
herwhela	h ɛ r w h ɛ l a
hesg	h eː s ɡ
hesgen	h ɛ s ɡ ɛ n
het	h ɛ t
hetiwr	h ɛ t j ʊ r
heuldro	h e ɨ̯ l d r ɔ
heuldro'r gaeaf	h e ɨ̯ l d r ɔ r ɡ e ɨ̯ a
heuldro'r gaeaf	h e ɨ̯ l d r ɔ r ɡ e ɨ̯ a v
heuldro'r haf	h e ɨ̯ l d r ɔ r h aː
heuldro'r haf	h e ɨ̯ l d r ɔ r h aː v
heuliog	h e ɨ̯ l j ɔ ɡ
heulog	h e ɨ̯ l ɔ ɡ
heulsaf	h e ɨ̯ l s a v
heulwen	h e ɨ̯ l w ɛ n
hi	h iː
hiach	h j aː χ
hiarll	h j a r ɬ
hiasoer	h j a s ɔ ɨ̯ r
hiddewiaeth	h ɪ ð e u̯ j a ɨ θ
hiddewiaeth	h ɪ ð e u̯ j ɛ θ
hieirll	h j e i̯ r ɬ
hifanc	h ɪ v a ŋ k
hil	h iː l
hiliaeth	h ɪ l j a ɨ̯ θ
hiliaeth	h ɪ l j ɛ θ
hinon	h ɪ n ɔ n
hir	h iː r
hiraeth	h ɪ r a ɨ̯ θ
hiraeth	h ɪ r ɛ θ
hirddydd	h ɪ r ð ɨ̞ ð
hirddydd haf	h ɪ r ð ɨ̞ ð h aː
hirddydd haf	h ɪ r ð ɨ̞ ð h aː v
hirgron	h ɪ r ɡ r ɔ n
hirgrwn	h ɪ r ɡ r ʊ n
hirgrynion	h ɪ r ɡ r ə n j ɔ n
hirion	h ɪ r j ɔ n
hirnod	h ɪ r n ɔ d
hirsgwar	h ɪ r s ɡ w a r
hirsgwarau	h ɪ r s ɡ w a r a
hirsgwarau	h ɪ r s ɡ w a r a ɨ̯
hirsgwarau	h ɪ r s ɡ w a r ɛ
hirsgwariau	h ɪ r s ɡ w a r j a
hirsgwariau	h ɪ r s ɡ w a r j a ɨ̯
hirsgwariau	h ɪ r s ɡ w a r j ɛ
hiâ	h j aː
hoed	h oː ɨ̯ d
hoelio	h ɔ i̯ l j ɔ
hoelio	h ɔ ɨ̯ l j ɔ
hoen	h oː ɨ̯ n
hoff	h oː f
hoffen	h ɔ f ɛ n
hoffest	h ɔ f ɛ s d
hoffet	h ɔ f ɛ t
hoffi	h ɔ f i
hofran	h ɔ v r a n
hofrennydd	h ɔ v r ɛ n ɨ̞ ð
hogan	h ɔ ɡ a n
hogen	h ɔ ɡ ɛ n
hogiau	h ɔ ɡ j a
hogiau	h ɔ ɡ j a ɨ̯
hogiau	h ɔ ɡ j ɛ
hogyn	h ɔ ɡ ɨ̯ n
holi	h ɔ l i
holl	h oː ɬ
hollti	h ɔ ɬ d i
holocost	h ɔ l ɔ k ɔ s d
homan	h ɔ m a n
hon	h ɔ n
honno	h ɔ n ɔ
hosbis	h ɔ s b ɪ s
hosbisau	h ɔ s b ɪ s a
hosbisau	h ɔ s b ɪ s a ɨ̯
hosbisau	h ɔ s b ɪ s ɛ
hoyw	h ɔ ɨ̯ u
huan	h ɨ a n
huawdl	h ɨː a u̯ d l
hud	h ɨː d
huddygl	h ɨ̞ ð ɨ̞ ɡ l
hudlath	h ɨ̞ d l a θ
hudo	h ɨ̞ d ɔ
hufen	h ɨ̞ v a n
hufen	h ɨ̞ v ɛ n
hugain	h ɪ ɡ a i̯ n
hugain	h ɪ ɡ j a n
hun	h ɨː n
huna	h ɨ̞ n a
hunain	h ɨ̞ n a i̯ n
hunain	h ɨ̞ n ɛ n
hunan	h ɨ̞ n a n
hunanynysu	h ɨ n a n ə n ə s ɨ
hunarddeg	h ɨː n a r ð eː ɡ
hunion	h ɪ n j ɔ n
hunllef	h ɨ̞ n ɬ a
hunllef	h ɨ̞ n ɬ ɛ
hunllef	h ɨ̞ n ɬ ɛ v
huno	h ɨ̞ n ɔ
huw	h ɨ̞ u̯
huw	h ɪ u̯
hwch	h uː χ
hwn	h ʊ n
hwngari	h ʊ ŋ ɡ a r i
hwngari	h ʊ ŋ ɡ r i
hwnna	h ʊ n a
hwnnw	h ʊ n u
hwntw	h ʊ n t u
hwntws	h ʊ n t u s
hwpo	h ʊ p ɔ
hwrdd	h ʊ r ð
hwy	h uː ɨ̯
hwyad	h ʊ ɨ̯ a d
hwyaden	h ʊ ɨ̯ a d a n
hwyaden	h ʊ ɨ̯ a d ɛ n
hwyaden	χ w a d a n
hwyaid	h ʊ ɨ̯ a i̯ d
hwyaid	h ʊ ɨ̯ ɛ d
hwyl	h uː ɨ̯ l
hwylbren	h ʊ ɨ̯ l b r ɛ n
hwylio	h ʊ ɨ̯ l j ɔ
hwynt	h ʊ ɨ̯ n t
hwyr	h uː ɨ̯ r
hwythfed	h ʊ ɨ̯ θ v a d
hwythfed	h ʊ ɨ̯ θ v ɛ d
hy	h ɨː
hyblyg	h ə b l ɨ̞ ɡ
hybu	h ə b ɨ
hych	h ɨː χ
hychod	h ə χ ɔ d
hyd	h ɨː d
hyd yn hyn	h ɨː d ə n h ɨ̞ n
hydref	h ə d r a
hydref	h ə d r ɛ
hydref	h ə d r ɛ v
hydrefau	h ə d r ɛ v a
hydrefau	h ə d r ɛ v a ɨ̯
hydrefau	h ə d r ɛ v ɛ
hyfed	h ə v ɛ d
hygyrch	h ə ɡ ɨ̞ r χ
hylif	h ə l ɪ v
hyll	h ɨ̞ ɬ
hyll	h ɪ ɬ
hyllt	h ɨː ɬ d
hymasiad	h ə m a ʃ a d
hymenyn	h ə m ɛ n ɨ̞ n
hyn	h ɨ̞ n
hyn a hyn	h ɨ̞ n a h ɨ̞ n
hyn a'r llall	h ɨ̞ n a r ɬ a ɬ
hyn i gyd	h ɨ̞ n i ɡ iː d
hyn oll	h ɨ̞ n oː ɬ
hynafol	h ə n a v ɔ l
hynny	h ə n ɨ
hynod	h ə n ɔ d
hynt	h ɨ̞ n t
hynt san ialm	h ɨ̞ n t s a n j a l m
hyrddod	h ə r ð ɔ d
hyrwyddo	h ə r ʊ ɨ̯ ð ɔ
hysbys	h ə s b ɨ̞ s
hysgi	h ə s ɡ i
hystafell	h ə s d a v ɛ ɬ
hywel	h ə u̯ ɛ l
i	iː
i blith	iː b l iː θ
i ffwrdd	f ʊ r
i ffwrdd	f ʊ r ð
i ffwrdd	ɪ f ʊ r ð
i fyny	ɪ v ə n ɨ
i gyd	ɪ ɡ iː d
i lawr	ɪ l a u̯ r
i'r dim	iː r d ɪ m
i'r dim	ɪ r d ɪ m
i'w	ɪ u̯
iach	j aː χ
iaith	j a i̯ θ
iarll	j a r ɬ
ias	j aː s
iasau	j a s a
iasau	j a s a ɨ̯
iasau	j a s ɛ
iasoer	j a s ɔ ɨ̯ r
iasol	j a s ɔ l
iau	j a ɨ̯
iawn	j a u̯ n
ichwi	ɪ χ w i
iddew	ɪ ð ɛ u̯
iddewes	ɪ ð ɛ u̯ ɛ s
iddewesau	ɪ ð ɛ u̯ ɛ s a
iddewesau	ɪ ð ɛ u̯ ɛ s a ɨ̯
iddewesau	ɪ ð ɛ u̯ ɛ s ɛ
iddewiaeth	ɪ ð e u̯ j a ɨ̯ θ
iddewiaeth	ɪ ð e u̯ j ɛ θ
iddewig	ɪ ð ɛ u̯ ɪ ɡ
iddewon	ɪ ð ɛ u̯ ɔ n
iddi	ɪ ð i
iddo	ɪ ð ɔ
iddyn	ɪ ð ɨ̞ n
iddynt	ɪ ð ɨ̞ n t
iechyd	j ɛ χ ɨ̞ d
iechyd da	j ɛ χ ɨ̞ d d aː
ieirll	j e i̯ r ɬ
ieithadur	j e i θ a d ɨ̞ r
ieithoedd	j e i̯ θ ɔ ɨ̯ ð
ieithydd	j e i̯ θ ɨ̞ ð
ieithyddiaeth	j e i̯ θ ə ð j a ɨ̯ θ
ieithyddiaeth	j e i̯ θ ə ð j ɛ θ
ieithyddion	j e i̯ θ ə ð j ɔ n
iesin	j ɛ s ɪ n
iesu	j ɛ s ɨ̞
iesu grist	j ɛ s ɨ ɡ r iː s t
iet	j ɛ t
ieuan	j e ɨ̯ a n
ieuanc	j e ɨ̯ a ŋ k
ieuenctid	j e ɨ ɛ ŋ k t ɪ d
ifan	ɪ v a n
ifanc	ɪ v a ŋ k
im	ɪ m
imi	ɪ m i
in	ɪ n
inni	ɪ n i
ioan	j ɔ a n
iogwrt	j ɔ ɡ ʊ r t
iolo	j ɔ l ɔ
ionawr	j ɔ n a u̯ r
iorwg	j ɔ r ʊ ɡ
ir	iː r
iro	ɪ r ɔ
isel	ɪ s a l
isel	ɪ s ɛ l
iselder	ɪ s ɛ l d a r
iselder	ɪ s ɛ l d ɛ r
iselder ysbryd	ɪ s ɛ l d a r ə s b r ɨ̞ d
iselder ysbryd	ɪ s ɛ l d ɛ r ə s b r ɨ̞ d
iselderau	ɪ s ɛ l d ɛ r a
iselderau	ɪ s ɛ l d ɛ r a ɨ̯
iselderau	ɪ s ɛ l d ɛ r ɛ
iseldiraidd	ɪ s ɛ l d ɪ r a i̯ ð
iseldiraidd	ɪ s ɛ l d ɪ r ɛ ð
iselydd	ɪ s ɛ l ɨ̞ ð
iselyddion	ɪ s ɛ l ə ð j ɔ n
isod	ɪ s ɔ d
isteitl	iː s d e i̯ t l
isteitlau	iː s d e i̯ t l a ɨ̯
isteitlau	iː s d e i̯ t l ɛ
isteitlo	iː s d e i̯ t l ɔ
it	ɪ t
ithfaen	ɪ θ v a ɨ̯ n
iti	ɪ t i
iwan	ɪ u̯ a n
iwch	ɪ u̯ χ
iwd	j uː d
iwd	ɪ u̯ d
iwerddon	ɪ u̯ ɛ r ð ɔ n
iwerddoneg	ɪ u̯ ɛ r ð ɔ n ɛ ɡ
iwrch	j ʊ r χ
iyrchod	j ə r χ ɔ d
iytan	j ə t a n
iâ	j aː
iâr	j aː r
iäaidd	j a a i̯ ð
j	d ʒ eː
jac	d ʒ a k
jac a'i wagen	d͡ʒ a k a i̯ w a ɡ ɛ n
jac codi baw	d ʒ a k k ɔ d i b a u̯
jaciau	d ʒ a k j a
jaciau	d ʒ a k j a ɨ̯
jaciau	d ʒ a k j ɛ
jacs	d ʒ a k s
jam	d͡ʒ a m
je	d ʒ eː
jyngl	d͡ʒ ə ŋ ɡ l
jôc	d͡ʒ oː k
labovaidd	l a b ɔ v a i̯ ð
ladd	l aː ð
ladin	l a d ɪ n
ladron	l a d r ɔ n
laeth	l aː ɨ̯ θ
laith	l a i̯ θ
lan	l a n
lanach	l a n a χ
lanaf	l a n a
lanaf	l a n a v
lanc	l a ŋ k
laned	l a n ɛ d
lanhau	l a n h a ɨ̯
las	l aː s
lasach	l a s a χ
lased	l a s ɛ d
lasen	l a s ɛ n
lasgoch	l a s ɡ ɔ χ
latfia	l a t v j a
lau	l a ɨ̯
lawio	l a u̯ j ɔ
lawn	l a u̯ n
le	l eː
lech	l eː χ
lechi	l ɛ χ i
ledled	l ɛ d l ɛ d
lefrith	l ɛ v r ɪ θ
leicia	l e i̯ k j a
leicia	l ɪ k j a
leician	l e i̯ k j a n
leician	l ɪ k j a n
leicio	l e i̯ k j ɔ
leicio	l ɪ k j ɔ
leidr	l e i̯ d r
leihau	l e i̯ h a ɨ̯
leision	l e i̯ ʃ ɔ n
lemon	l ɛ m ɔ n
lemwn	l ɛ m ʊ n
lerpwl	l ɛ r p ʊ l
les	l eː s
lesau	l ɛ s a
lesau	l ɛ s a ɨ̯
lesau	l ɛ s ɛ
lesddeiliad	l eː s ð e i̯ l j a d
lesddeiliaid	l eː s ð e i̯ l j a i̯ d
lesddeiliaid	l eː s ð e i̯ l j ɛ d
lesoedd	l ɛ s ɔ ɨ̯ ð
lestr	l ɛ s t r
letys	l ɛ t ɨ s
letysen	l ɛ t ə s a n
letysen	l ɛ t ə s ɛ n
leuen	l e ɨ̯ ɛ n
lifft	l ɪ f d
lifftiau	l ɪ f d j a
lifftiau	l ɪ f d j a ɨ̯
lifftiau	l ɪ f d j ɛ
lin	l iː n
lindys	l ɪ n d ɨ̞ s
lindysyn	l ɪ n d ə s ɨ̞ n
liwio	l ɪ u̯ j ɔ
lladd	ɬ aː ð
lladin	ɬ a d ɪ n
lladrad	ɬ a d r a d
lladron	ɬ a d r ɔ n
llaered	ɬ e ɨ̯ r ɛ d
llaeth	ɬ aː ɨ̯ θ
llafar	ɬ a v a r
llafariad	ɬ a v a r j a d
llafariad thematig	ɬ a v a r j a d θ ɛ m a t ɪ ɡ
llafariaid	ɬ a v a r j a i̯ d
llafariaid	ɬ a v a r j ɛ d
llafariaid thematig	ɬ a v a r j a i̯ d θ ɛ m a t ɪ ɡ
llafariaid thematig	ɬ a v a r j ɛ d θ ɛ m a t ɪ ɡ
llai	ɬ a i̯
llaid	ɬ a i̯ d
llais	ɬ a i̯ s
llaith	ɬ a i̯ θ
llall	ɬ a ɬ
llam	ɬ a m
llamhidog	ɬ a m h ɪ d ɔ ɡ
llamhidydd	ɬ a m h ɪ d ɨ̞ ð
llamidogion	ɬ a m ɪ d ɔ ɡ j ɔ n
llamidyddion	ɬ a m ɪ d ə ð j ɔ n
llan	ɬ a n
llanc	ɬ a ŋ k
llandudno	ɬ a n d ɨ̞ d n ɔ
llanelli	ɬ a n ɛ ɬ i
llansamlet	ɬ a n s a m l ɛ t
llanw	ɬ a n u
llasen	ɬ a s ɛ n
llaswyr	ɬ a s ʊ ɨ̯ r
llatai	ɬ a t a i̯
llath	ɬ aː θ
llau	ɬ a ɨ̯
llaw	ɬ aː u̯
llawen	ɬ a u̯ a n
llawen	ɬ a u̯ ɛ n
llawer	ɬ a u̯ a r
llawer	ɬ a u̯ ɛ r
llawfeddyg	ɬ a u̯ v ɛ ð ɨ̞ ɡ
llawfeddyg	ɬ a u̯ v ɛ ð ɪ ɡ
llawfeddygon	ɬ a u̯ v ɛ ð ə ɡ ɔ n
llawlyfr	ɬ a u̯ l ɨ̞ v ɨ̞ r
llawn	ɬ a u̯ n
llawr	ɬ a u̯ r
llawysgrif	ɬ a u̯ ə s ɡ r ɪ v
lle	ɬ eː
llech	ɬ eː χ
llechi	ɬ ɛ χ i
lled	ɬ eː d
lledieithog	ɬ ɛ d j e i̯ θ ɔ ɡ
lledr	ɬ ɛ d r
llefarydd	ɬ ɛ v a r ɨ̞ ð
llefn	ɬ ɛ v n
llefrith	ɬ ɛ v r ɪ θ
lleian	ɬ e i̯ a n
lleianaeth	ɬ e i̯ a n a ɨ̯ θ
lleianaeth	ɬ e i̯ a n ɛ θ
lleianaidd	ɬ e i̯ a n a i̯ ð
lleianaidd	ɬ e i̯ a n ɛ ð
lleiandai	ɬ e i̯ a n d a i̯
lleiandy	ɬ e i̯ a n d ɨ
lleianod	ɬ e i̯ a n ɔ d
lleidr	ɬ e i̯ d r
lleihau	ɬ e i̯ h a ɨ̯
lleill	ɬ e i̯ ɬ
lleinw	ɬ e i̯ n u
llen	ɬ ɛ n
llenwi	ɬ ɛ n w i
llenydda	ɬ ɛ n ə ð a
llenyddiaeth	ɬ ɛ n ə ð j a ɨ̯ θ
llenyddiaeth	ɬ ɛ n ə ð j ɛ θ
llenyddol	ɬ ɛ n ə ð ɔ l
lleol	ɬ eː ɔ l
lleoli	ɬ ɛ ɔ l i
lles	ɬ eː s
llestair	ɬ ɛ s d a i̯ r
llesteiriannau	ɬ ɛ s d e i̯ r j a n a
llesteiriannau	ɬ ɛ s d e i̯ r j a n a ɨ̯
llesteiriannau	ɬ ɛ s d e i̯ r j a n ɛ
llesteiriant	ɬ ɛ s d e i̯ r j a n t
llesteiriau	ɬ ɛ s d e i̯ r j a
llesteiriau	ɬ ɛ s d e i̯ r j a ɨ̯
llesteiriau	ɬ ɛ s d e i̯ r j ɛ
llesteirio	ɬ ɛ s d e i̯ r j ɔ
llestr	ɬ ɛ s t r
llethol	ɬ ɛ θ ɔ l
lleua	ɬ e ɨ̯ a
lleuad	ɬ e ɨ̯ a d
lleuen	ɬ e ɨ̯ a n
lleuen	ɬ e ɨ̯ ɛ n
lleugylch	ɬ e ɨ̯ ɡ ɨ̞ l χ
llew	ɬ eː u̯
llewod	ɬ ɛ u̯ ɔ d
llid	ɬ iː d
llifogydd	ɬ i v ɔ ɡ ɨ̞ ð
llinell	ɬ ɪ n a ɬ
llinell	ɬ ɪ n ɛ ɬ
llinos	ɬ ɪ n ɔ s
llinyn	ɬ ɪ n ɨ̞ n
llinynnau	ɬ ɪ n ə n a
llinynnau	ɬ ɪ n ə n a ɨ̯
llinynnau	ɬ ɪ n ə n ɛ
llith	ɬ iː θ
llithro	ɬ ɪ θ r ɔ
lliw	ɬ ɪ u̯
lliwio	ɬ ɪ u̯ j ɔ
lliwydd	ɬ ɪ u̯ ɨ̞ ð
lliwyddion	ɬ ɪ u̯ ə ð j ɔ n
llnau	ɬ n a ɨ̯
llo	ɬ oː
lloc	ɬ ɔ k
lloches	ɬ ɔ χ a s
lloches	ɬ ɔ χ ɛ s
llochesau	ɬ ɔ χ ɛ s a
llochesau	ɬ ɔ χ ɛ s a ɨ̯
llochesau	ɬ ɔ χ ɛ s ɛ
lloegr	ɬ ɔ ɨ̯ ɡ a r
lloegr	ɬ ɔ ɨ̯ ɡ r
lloegr	ɬ ɔ ɨ̯ ɡ ə r
lloegr newydd	ɬ ɔ ɨ̯ ɡ r n ɛ u̯ ɨ̞ ð
lloegr newydd	ɬ ɔ ɨ̯ ɡ ə r n ɛ u̯ ɨ̞ ð
lloer	ɬ oː ɨ̯ r
llond	ɬ ɔ n d
llong	ɬ ɔ ŋ
llong foel	ɬ ɔ ŋ v oː ɨ̯ l
llong noa	ɬ ɔ ŋ n oː a
llonydd	ɬ ɔ n ɨ̞ ð
llosg	ɬ ɔ s ɡ
llosgfaen	ɬ ɔ s ɡ v a ɨ̯ n
llosgi	ɬ ɔ s ɡ i
llost	ɬ ɔ s d
llu	ɬ ɨː
lluddias	ɬ ɨ̞ ð j a s
lludw	ɬ ɨ̞ d u
llun	ɬ ɨː n
llun y llong	ɬ ɨː n ə ɬ ɔ ŋ
llun yr haeddel	ɬ ɨː n ə r h e ɨ̯ ð ɛ l
llundain	ɬ ɨ̞ n d a i̯ n
llundain	ɬ ɨ̞ n d a n
llundain	ɬ ɨ̞ n d ɛ n
llungopi	ɬ ɨː ŋ ɡ ɔ p i
llungopi	ɬ ɨ̞ ŋ ɡ ɔ p i
llungopïau	ɬ ɨː ŋ ɡ ɔ p iː a
llungopïau	ɬ ɨː ŋ ɡ ɔ p iː a ɨ̯
llungopïau	ɬ ɨː ŋ ɡ ɔ p iː ɛ
llungopïau	ɬ ɨ̞ ŋ ɡ ɔ p iː a
llungopïau	ɬ ɨ̞ ŋ ɡ ɔ p iː a ɨ̯
llungopïau	ɬ ɨ̞ ŋ ɡ ɔ p iː ɛ
llungopïo	ɬ ɨː ŋ ɡ ɔ p iː ɔ
llungopïo	ɬ ɨ̞ ŋ ɡ ɔ p iː ɔ
llungopïwr	ɬ ɨː ŋ ɡ ɔ p iː ʊ r
llungopïwr	ɬ ɨ̞ ŋ ɡ ɔ p iː ʊ r
llungopïwyr	ɬ ɨː ŋ ɡ ɔ p ɪ w ɨ̞ r
llungopïwyr	ɬ ɨ̞ ŋ ɡ ɔ p ɪ w ɨ̞ r
llunio	ɬ ɨ̞ n j ɔ
lluoedd	ɬ ɨː ɔ ɨ̯ ð
llurs	ɬ ɨ̞ r s
llursod	ɬ ɨ̞ r s ɔ d
llus	ɬ ɨː s
llus america	ɬ ɨː s a m ɛ r ɪ k a
llusa	ɬ ɨ̞ s a
llusen	ɬ ɨ̞ s a n
llusen	ɬ ɨ̞ s ɛ n
llusen america	ɬ ɨ̞ s a n a m ɛ r ɪ k a
llusen america	ɬ ɨ̞ s ɛ n a m ɛ r ɪ k a
llusg	ɬ ɨː s ɡ
llusgo	ɬ ɨ̞ s ɡ ɔ
lluwch	ɬ ɨ u̯ χ
llwch	ɬ uː χ
llwchwr	ɬ ʊ χ ʊ r
llwgu	ɬ ʊ ɡ ɨ
llwm	ɬ ʊ m
llwnc	ɬ ʊ ŋ k
llwrw	ɬ ʊ r u
llwy	ɬ uː ɨ̯
llwybr	ɬ ʊ ɨ̯ b r
llwybr llaethog	ə ɬ ʊ ɨ̯ b r ɬ e ɨ̯ θ ɔ ɡ
llwybr y gwynt	ɬ ʊ ɨ̯ b r ə ɡ w ɨ̞ n t
llwyd	ɬ uː ɨ̯ d
llwyddiannus	l ʊ ɨ̯ ð j a n ɨ̞ s
llwyddo	ɬ ʊ ɨ̯ ð ɔ
llwydo	ɬ ʊ ɨ̯ d ɔ
llwyfan	ɬ ʊ ɨ̯ v a n
llwyfandir	ɬ ʊ ɨ̯ v a n d ɪ r
llwyn	ɬ uː ɨ̯ n
llwynog	ɬ ʊ ɨ̯ n ɔ ɡ
llwyth	ɬ ʊ ɨ̯ θ
llwythau	ɬ ʊ ɨ̯ θ a
llwythau	ɬ ʊ ɨ̯ θ a ɨ̯
llwythau	ɬ ʊ ɨ̯ θ ɛ
llwythi	ɬ ʊ ɨ̯ θ i
llwytho	ɬ ʊ ɨ̯ θ ɔ
llychlyn	ɬ ə χ l ɨ̞ n
llychlynnaidd	ɬ ə χ l ə n a i̯ ð
llydan	ɬ ə d a n
llydaw	ɬ ə d a u̯
llyf	ɬ ɨː v
llyf gen	ɬ ə v ɡ ɛ n
llyffant	ɬ ə f a n t
llyfn	ɬ ɨ̞ v n
llyfr	ɬ ɨ̞ v r
llyfr	ɬ ɨ̞ v ɨ̞ r
llyfrau	ɬ ə v r a
llyfrau	ɬ ə v r a ɨ̯
llyfrau	ɬ ə v r ɛ
llyfrgell	ɬ ə v r ɡ ɛ ɬ
llyfrgell genedlaethol cymru	ɬ ə v r ɡ ɛ ɬ ɡ ɛ n ɛ d l e ɨ̯ θ ɔ l k ə m r ɨ
llyfrgellwyr	ɬ ə v r ɡ ɛ ɬ w ɨ̞ r
llyfrgellydd	ɬ ə v r ɡ ɛ ɬ ɨ̞ ð
llyfu	ɬ ə v ɨ
llygad	ɬ ə ɡ a d
llygad	ɬ ɨ̞ ɡ a d
llygaid	ɬ ə ɡ a i̯ d
llygaid	ɬ ə ɡ ɛ d
llygaid	ɬ ɨ̞ ɡ a i̯ d
llygaid	ɬ ɨ̞ ɡ ɛ d
llygod	ɬ ə ɡ ɔ d
llygota	ɬ ə ɡ ɔ t a
llygru	ɬ ə ɡ r ɨ
llyn	ɬ ɨ̞ n
llynedd	ɬ ə n ɛ ð
llys	ɬ ɨː s
llysenw	ɬ ɨ̞ s ɛ n u
llysg	ɬ ɨː s ɡ
llysiau	ɬ ə ʃ a
llysiau	ɬ ə ʃ a ɨ̯
llysiau	ɬ ə ʃ ɛ
llysieua	ɬ ə ʃ e ɨ̯ a
llysieuyn	ɬ ə ʃ e ɨ̯ ɨ̞ n
llythrennau	ɬ ə θ r ɛ n a
llythrennau	ɬ ə θ r ɛ n a ɨ̯
llythrennau	ɬ ə θ r ɛ n ɛ
llythrennedd	ɬ ə θ r ɛ n ɛ ð
llythrennog	ɬ ə θ r ɛ n ɔ ɡ
llythrennol	ɬ ə θ r ɛ n ɔ l
llythrennu	ɬ ə θ r ɛ n ɨ
llythyr	ɬ ə θ ɨ̞ r
llythyren	ɬ ə θ ə r a n
llythyren	ɬ ə θ ə r ɛ n
llythyrennau	ɬ ə θ r ɛ n a
llythyrennau	ɬ ə θ ə r ɛ n a ɨ̯
llythyrennau	ɬ ə θ ə r ɛ n ɛ
llyw	ɬ ɨ̞ u̯
llywelyn	ɬ ə u̯ ɛ l ɨ̞ n
llywio	ɬ ɨ u̯ j ɔ
llywodraethu	ɬ ə u̯ ɔ d r e ɨ̯ θ ɨ
llywydd	ɬ ə u̯ ɨ̞ ð
llywyddion	ɬ ə u̯ ə ð j ɔ n
llên	ɬ eː n
loc	l ɔ k
