а	a
опредметува	ɔ p r ɛ d m ɛ t u v a
опсадник	ɔ p s a d n i k
опседнатост	ɔ p s ɛ d n a t ɔ s t
опседнува	ɔ p s ɛ d n u v a
опсипува	ɔ p s i p u v a
опстанува	ɔ p s t a n u v a
опстојува	ɔ p s t ɔ j u v a
опсудува	ɔ p s u d u v a
оптегнатост	ɔ p t ɛ ɡ n a t ɔ s t
оптегнува	ɔ p t ɛ ɡ n u v a
оптимистичност	ɔ p t i m i s t i t͡ʃ n ɔ s t
опустошува	ɔ p u s t ɔ ʃ u v a
опуштеност	ɔ p u ʃ t ɛ n ɔ s t
опчинетост	ɔ p t͡ʃ i n ɛ t ɔ s t
опширност	ɔ p ʃ i r n ɔ s t
орален	ɔ ɾ a l ɛ n
ораница	ɔ r a n i t͡s a
орасположува	ɔ ɾ a s p ɔ ɫ ɔ ʒ u v a
ораторски	ɔ r a t ɔ r s k i
организаторски	ɔ r ɡ a n i z a t ɔ r s k i
организациски	ɔ r ɡ a n i z a t͡s i s k i
орден	ɔ r d ɛ n
ординарии	ɔ r d i n a ɾ i i
ординарија	ɔ r d i n a ɾ i j a
орев	ɔ ɾ ɛ f
оревокршачка	ɔ ɾ ɛ v ɔ k r̩ ʃ a t͡ʃ k a
оревче	ɔ ɾ ɛ f t͡ʃ ɛ
орелски	ɔ ɾ ɛ ɫ s k i
оривче	ɔ ɾ i f t͡ʃ ɛ
ориентациски	ɔ ɾ i j ɛ n t a t͡s i s k i
ориз	ɔ ɾ i s
орле	ɔ r l ɛ
орлов	ɔ r ɫ ɔ f
орнитологија	ɔ r n i t ɔ ɫ ɔ ɡ i j a
орница	ɔ r n i t͡s a
оро	ɔ ɾ ɔ
ортак	ɔ r t a k
ортопедија	ɔ r t ɔ p ɛ d i j a
орце	ɔ r t͡s ɛ
орјат	ɔ r j a t
орјати	ɔ r j a t i
орјатин	ɔ r j a t i n
орјатка	ɔ r j a t k a
орјатски	ɔ r j a t s k i
оса	ɔ s a
осакатува	ɔ s a k a t u v a
осамне	ɔ s a m n ɛ
осамостојува	ɔ s a m ɔ s t ɔ j u v a
осарник	ɔ s a r n i k
освежувач	ɔ s v ɛ ʒ u v a t͡ʃ
освен	ɔ s v ɛ n
осветленост	ɔ s v ɛ t l ɛ n ɔ s t
освојувачки	ɔ s v ɔ j u v a t͡ʃ k i
оседлува	ɔ s ɛ d ɫ u v a
оси	ɔ s i
осигурител	ɔ s i ɡ u ɾ i t ɛ ɫ
осило	ɔ s i ɫ ɔ
осин	ɔ s i n
осквернител	ɔ s k v ɛ r n i t ɛ ɫ
осквернува	ɔ s k v ɛ r n u v a
оскудност	ɔ s k u d n ɔ s t
осло	ɔ s ɫ ɔ
ослоански	ɔ s ɫ ɔ a n s k i
ослободеност	ɔ s ɫ ɔ b ɔ d ɛ n ɔ s t
ослободителка	ɔ s ɫ ɔ b ɔ d i t ɛ ɫ k a
осмиум	ɔ s m i j u m
основен	ɔ s n ɔ v ɛ n
особеност	ɔ s ɔ b ɛ n ɔ s t
оспособеност	ɔ s p ɔ s ɔ b ɛ n ɔ s t
оставка	ɔ s t a f k a
остарува	ɔ s t a ɾ u v a
острилка	ɔ s t r i ɫ k a
острина	ɔ s t r i n a
остров	ɔ s t r ɔ f
островче	ɔ s t r ɔ f t͡ʃ ɛ
осум	ɔ s u m
осумдесет	ɔ s u m d ɛ s ɛ t
осуммина	ɔ s u m m i n a
осумнаесет	ɔ s u m n a ɛ s ɛ t
осумстотини	ɔ s u m s t ɔ t i n i
осцилациски	ɔ s t͡s i ɫ a t͡s i s k i
осцилација	ɔ s t͡s i ɫ a t͡s i j a
отава	ɔ t a v a
отавјански	ɔ t a v j a n s k i
отапеност	ɔ t a p ɛ n ɔ s t
отапува	ɔ t a p u v a
отвора	ɔ t v ɔ ɾ a
отвореност	ɔ t v ɔ ɾ ɛ n ɔ s t
отвори	ɔ t v ɔ ɾ i
отец	ɔ t ɛ t͡s
откачува	ɔ t k a t͡ʃ u v a
откинува	ɔ t k i n u v a
откочи	ɔ t k ɔ t͡ʃ i
откупува	ɔ t k u p u v a
откупувач	ɔ t k u p u v a t͡ʃ
оториноларингологија	ɔ t ɔ ɾ i n ɔ ɫ a ɾ i ŋ ɡ ɔ ɫ ɔ ɡ i j a
отпадник	ɔ t p a d n i k
отпадничка	ɔ t p a d n i t͡ʃ k a
отпадништво	ɔ t p a d n i ʃ t v ɔ
отпакува	ɔ t p a k u v a
отпара	ɔ t p a ɾ a
отпатува	ɔ t p a t u v a
отпечати	ɔ t p ɛ t͡ʃ a t i
отпишува	ɔ t p i ʃ u v a
отпловува	ɔ t p ɫ ɔ v u v a
отпоздрави	ɔ t p ɔ z d r a v i
отрезнува	ɔ t r ɛ z n u v a
отров	ɔ t r ɔ f
отровност	ɔ t r ɔ v n ɔ s t
отрпнува	ɔ t r̩ p n u v a
отсвирува	ɔ t s v i ɾ u v a
отсекува	ɔ t s ɛ k u v a
отсечност	ɔ t s ɛ t͡ʃ n ɔ s t
отстапка	ɔ t s t a p k a
отстои	ɔ t s t ɔ i
оттурнува	ɔ t t u r n u v a
отуѓеност	ɔ t u ɟ ɛ n ɔ s t
отчукува	ɔ t t͡ʃ u k u v a
отшелник	ɔ t ʃ ɛ ɫ n i k
отшрафува	ɔ t ʃ r a f u v a
оформува	ɔ f ɔ r m u v a
офталмологија	ɔ f t a ɫ m ɔ ɫ ɔ ɡ i j a
офтика	ɔ f t i k a
охрид	ɔ x r i t
охриѓанец	ɔ x r i ɟ a n ɛ t͡s
охриѓанка	ɔ x r i ɟ a ŋ k a
охриѓанче	ɔ x r i ɟ a n t͡ʃ ɛ
оцет	ɔ t͡s ɛ t
оцрт	ɔ t͡s r̩ t
оцртува	ɔ t͡s r̩ t u v a
очи	ɔ t͡ʃ i
очигледност	ɔ t͡ʃ i ɡ l ɛ d n ɔ s t
очила	ɔ t͡ʃ i ɫ a
очник	ɔ t͡ʃ n i k
очовечува	ɔ t͡ʃ ɔ v ɛ t͡ʃ u v a
оштетеник	ɔ ʃ t ɛ t ɛ n i k
оќелавува	ɔ c ɛ ɫ a v u v a
оќори	ɔ c ɔ ɾ i
оќорува	ɔ c ɔ ɾ u v a
оџачарски	ɔ d͡ʒ a t͡ʃ a r s k i
оџачарство	ɔ d͡ʒ a t͡ʃ a r s t v ɔ
па	p a
па	pʰ a
падежен	p a d ɛ ʒ ɛ n
пазар	p a z a r
пазарче	p a z a r t͡ʃ ɛ
пазарџија	p a z a r d͡ʒ i j a
пакет	p a k ɛ t
пакетче	p a k ɛ t t͡ʃ ɛ
пакистан	p a k i s t a n
палавост	p a ɫ a v ɔ s t
палатализација	p a ɫ a t a l i z a t͡s i j a
палента	p a l ɛ n t a
палеонтологија	p a l ɛ ɔ n t ɔ ɫ ɔ ɡ i j a
палестина	p a l ɛ s t i n a
палец	p a l ɛ t͡s
паликир	p a l i k i r
паликирски	p a l i k i r s k i
палка	p a ɫ k a
палмов	p a ɫ m ɔ f
палтенце	p a ɫ t ɛ n t͡s ɛ
палто	p a ɫ t ɔ
палче	p a ɫ t͡ʃ ɛ
памук	p a m u k
памуче	p a m u t͡ʃ ɛ
пандан	p a n d a n
панкер	p a ŋ k ɛ r
панкерка	p a ŋ k ɛ r k a
пантомимичарка	p a n t ɔ m i m i t͡ʃ a r k a
пантомимичен	p a n t ɔ m i m i t͡ʃ ɛ n
папок	p a p ɔ k
папочен	p a p ɔ t͡ʃ ɛ n
папски	p a p s k i
папсува	p a p s u v a
папучарски	p a p u t͡ʃ a r s k i
пара	p a ɾ a
парада	p a r a d a
паралела	p a ɾ a l ɛ ɫ a
пари	p a ɾ i
париз	p a ɾ i s
париски	p a ɾ i s k i
париче	p a ɾ i t͡ʃ ɛ
парк	p a r k
паркинг	p a r k i ŋ k
паркче	p a r k t͡ʃ ɛ
парник	p a r n i k
пародија	p a r ɔ d i j a
партал	p a r t a ɫ
парталче	p a r t a ɫ t͡ʃ ɛ
партицип	p a r t i t͡s i p
парчуле	p a r t͡ʃ u l ɛ
пасивност	p a s i v n ɔ s t
пасинок	p a s i n ɔ k
пасија	p a s i j a
пасош	p a s ɔ ʃ
пасошки	p a s ɔ ʃ k i
пастеризација	p a s t ɛ ɾ i z a t͡s i j a
пасторски	p a s t ɔ r s k i
патеник	p a t ɛ n i k
патетичност	p a t ɛ t i t͡ʃ n ɔ s t
патка	p a t k a
патлиџан	p a t l i d͡ʒ a n
патлиџанче	p a t l i d͡ʒ a n t͡ʃ ɛ
патопис	p a t ɔ p i s
патор	p a t ɔ r
патче	p a t t͡ʃ ɛ
паун	p a u n
паунов	p a u n ɔ f
паунче	p a u n t͡ʃ ɛ
пајаков	p a j a k ɔ f
пајка	p a j k a
пајче	p a j t͡ʃ ɛ
певливост	p ɛ v l i v ɔ s t
педер	p ɛ d ɛ r
педерастија	p ɛ d ɛ r a s t i j a
педерка	p ɛ d ɛ r k a
педерство	p ɛ d ɛ r s t v ɔ
педерче	p ɛ d ɛ r t͡ʃ ɛ
педесет	p ɛ d ɛ s ɛ t
педијатрија	p ɛ d i j a t r i j a
педофилија	p ɛ d ɔ f i l i j a
пеење	p ɛ ɛ ɲ ɛ
пекарство	p ɛ k a r s t v ɔ
пекинг	p ɛ k i ŋ k
пекиншки	p ɛ k i n ʃ k i
пелена	p ɛ l ɛ n a
пеленче	p ɛ l ɛ n t͡ʃ ɛ
пенетрација	p ɛ n ɛ t r a t͡s i j a
пенис	p ɛ n i s
пенкало	p ɛ ŋ k a ɫ ɔ
пепелник	p ɛ p ɛ ɫ n i k
пеперутка	p ɛ p ɛ ɾ u t k a
пеперуткин	p ɛ p ɛ ɾ u t k i n
пеперутче	p ɛ p ɛ ɾ u t t͡ʃ ɛ
перверзија	p ɛ r v ɛ r z i j a
пердаши	p ɛ r d a ʃ i
пердув	p ɛ r d u f
пердувче	p ɛ r d u f t͡ʃ ɛ
период	p ɛ ɾ i j ɔ t
перипетија	p ɛ ɾ i p ɛ t i j a
периферија	p ɛ ɾ i f ɛ ɾ i j a
пермутација	p ɛ r m u t a t͡s i j a
перница	p ɛ r n i t͡s a
перничка	p ɛ r n i t͡ʃ k a
перо	p ɛ ɾ ɔ
персиски	p ɛ r s i s k i
персонификација	p ɛ r s ɔ n i f i k a t͡s i j a
перфидност	p ɛ r f i d n ɔ s t
перцепција	p ɛ r t͡s ɛ p t͡s i j a
перјаница	p ɛ r j a n i t͡s a
песимистичност	p ɛ s i m i s t i t͡ʃ n ɔ s t
песма	p ɛ s m a
песна	p ɛ s n a
песничка	p ɛ s n i t͡ʃ k a
песок	p ɛ s ɔ k
пет	p ɛ t
петел	p ɛ t ɛ ɫ
петлов	p ɛ t ɫ ɔ f
петмина	p ɛ t m i n a
петнаесет	p ɛ t n a ɛ s ɛ t
петок	p ɛ t ɔ k
петокрак	p ɛ t ɔ k r a k
петолиние	p ɛ t ɔ l i n i j ɛ
петстотини	p ɛ t s t ɔ t i n i
петунија	p ɛ t u n i j a
печалбарски	p ɛ t͡ʃ a ɫ b a r s k i
печурка	p ɛ t͡ʃ u r k a
печурче	p ɛ t͡ʃ u r t͡ʃ ɛ
пешкир	p ɛ ʃ k i r
пешкирче	p ɛ ʃ k i r t͡ʃ ɛ
пештерски	p ɛ ʃ t ɛ r s k i
пивар	p i v a r
пиварски	p i v a r s k i
пиварство	p i v a r s t v ɔ
пивнува	p i v n u v a
пиво	p i v ɔ
пивце	p i f t͡s ɛ
пигментација	p i ɡ m ɛ n t a t͡s i j a
пие	p i j ɛ
пиење	p i j ɛ ɲ ɛ
пикадо	p i k a d ɔ
пикнува	p i k n u v a
пиков	p i k ɔ f
пингвин	p i ŋ ɡ v i n
пинјин	p i n j i n
пиперка	p i p ɛ r k a
пиперче	p i p ɛ r t͡ʃ ɛ
пиратство	p i ɾ a t s t v ɔ
пироманија	p i ɾ ɔ m a n i j a
писателство	p i s a t ɛ ɫ s t v ɔ
пискавост	p i s k a v ɔ s t
писменце	p i s m ɛ n t͡s ɛ
писмо	p i s m ɔ
писмуле	p i s m u l ɛ
писнува	p i s n u v a
писта	p i s t a
питомост	p i t ɔ m ɔ s t
пица	p i t͡s a
пицерија	p i t͡s ɛ ɾ i j a
пицнат	p i t͡s n a t
пичка	p i t͡ʃ k a
пички	p i t͡ʃ k i
пиштол	p i ʃ t ɔ ɫ
пиштолче	p i ʃ t ɔ ɫ t͡ʃ ɛ
пишуваат	p i ʃ u v a a t
пишувам	p i ʃ u v a m
пишуваме	p i ʃ u v a m ɛ
пишувате	p i ʃ u v a t ɛ
пишуваш	p i ʃ u v a ʃ
пишувај	p i ʃ u v a j
пишувајте	p i ʃ u v a j t ɛ
пишување	p i ʃ u v a ɲ ɛ
пијан	p i j a n
пињола	p i ɲ ɔ ɫ a
плагијаторски	p ɫ a ɡ i j a t ɔ r s k i
пламен	p ɫ a m ɛ n
пламенче	p ɫ a m ɛ n t͡ʃ ɛ
пламнува	p ɫ a m n u v a
план	p ɫ a n
планета	p ɫ a n ɛ t a
планина	p ɫ a n i n a
планинарски	p ɫ a n i n a r s k i
планинче	p ɫ a n i n t͡ʃ ɛ
пласт	p ɫ a s t
пластичарски	p ɫ a s t i t͡ʃ a r s k i
платина	p ɫ a t i n a
платинест	p ɫ a t i n ɛ s t
платински	p ɫ a t i n s k i
платненце	p ɫ a t n ɛ n t͡s ɛ
платно	p ɫ a t n ɔ
платонски	p ɫ a t ɔ n s k i
платформа	p ɫ a t f ɔ r m a
плачливост	p ɫ a t͡ʃ l i v ɔ s t
плаши	p ɫ a ʃ i
плаши	s ɛ p ɫ a ʃ i
плебеец	p l ɛ b ɛ ɛ t͡s
плевен	p l ɛ v ɛ n
племе	p l ɛ m ɛ
плен	p l ɛ n
плет	p l ɛ t
плејбек	p l ɛ j b ɛ k
пливање	p l i v a ɲ ɛ
плик	p l i k
плиснува	p l i s n u v a
плиткост	p l i t k ɔ s t
пловдив	p ɫ ɔ v d i f
пловност	p ɫ ɔ v n ɔ s t
плод	p ɫ ɔ t
плодови	p ɫ ɔ d ɔ v i
плотски	p ɫ ɔ t s k i
плуг	p ɫ u k
плука	p ɫ u k a
плукалник	p ɫ u k a ɫ n i k
плукнува	p ɫ u k n u v a
пневмонија	p n ɛ v m ɔ n i j a
пномпенски	p n ɔ m p ɛ n s k i
побегнува	p ɔ b ɛ ɡ n u v a
победа	p ɔ b ɛ d a
победи	p ɔ b ɛ d i
победител	p ɔ b ɛ d i t ɛ ɫ
побелува	p ɔ b ɛ ɫ u v a
побеснува	p ɔ b ɛ s n u v a
побожност	p ɔ b ɔ ʒ n ɔ s t
поборник	p ɔ b ɔ r n i k
поборништво	p ɔ b ɔ r n i ʃ t v ɔ
побратим	p ɔ b r a t i m
побрбори	p ɔ b r̩ b ɔ ɾ i
побркува	p ɔ b r̩ k u v a
побудалува	p ɔ b u d a ɫ u v a
побутнува	p ɔ b u t n u v a
поварди	p ɔ v a r d i
повари	p ɔ v a ɾ i
повелбен	p ɔ v ɛ ɫ b ɛ n
повереник	p ɔ v ɛ ɾ ɛ n i k
повереничка	p ɔ v ɛ r ɛ n i t͡ʃ k a
повеќезначност	p ɔ v ɛ c ɛ z n a t͡ʃ n ɔ s t
повеќејазичност	p ɔ v ɛ c ɛ j a z i t͡ʃ n ɔ s t
повикува	p ɔ v i k u v a
повиси	p ɔ v i s i
повози	p ɔ v ɔ z i
поврат	p ɔ v r a t
повратност	p ɔ v r a t n ɔ s t
повраќа	p ɔ v r a c a
повреви	p ɔ v r ɛ v i
поврие	p ɔ v r i j ɛ
поврне	p ɔ v r̩ n ɛ
поврти	p ɔ v r̩ t i
повторливост	p ɔ f t ɔ r l i v ɔ s t
погазува	p ɔ ɡ a z u v a
погалами	p ɔ ɡ a ɫ a m i
погалува	p ɔ ɡ a ɫ u v a
погани	p ɔ ɡ a n i
погинува	p ɔ ɡ i n u v a
погледнува	p ɔ ɡ l ɛ d n u v a
поглода	p ɔ ɡ ɫ ɔ d a
поглуми	p ɔ ɡ ɫ u m i
погмечи	p ɔ ɡ m ɛ t͡ʃ i
погодност	p ɔ ɡ ɔ d n ɔ s t
погодува	p ɔ ɡ ɔ d u v a
погори	p ɔ ɡ ɔ ɾ i
поготви	p ɔ ɡ ɔ t v i
поградец	p ɔ ɡ r a d ɛ t͡s
погрден	p ɔ ɡ r̩ d ɛ n
погрешува	p ɔ ɡ r ɛ ʃ u v a
погрицка	p ɔ ɡ r i t͡s k a
погрми	p ɔ ɡ r̩ m i
погуга	p ɔ ɡ u ɡ a
под	p ɔ t
поданица	p ɔ d a n i t͡s a
подбел	p ɔ d b ɛ ɫ
подбира	p ɔ d b i ɾ a
подвиткува	p ɔ d v i t k u v a
подвозник	p ɔ d v ɔ z n i k
подгорица	p ɔ d ɡ ɔ ɾ i t͡s a
подгорички	p ɔ d ɡ ɔ ɾ i t͡ʃ k i
подгорчува	p ɔ d ɡ ɔ r t͡ʃ u v a
подготвеност	p ɔ d ɡ ɔ t v ɛ n ɔ s t
подградец	p ɔ d ɡ r a d ɛ t͡s
поддржател	p ɔ d d r̩ ʒ a t ɛ ɫ
поддршка	p ɔ d d r̩ ʃ k a
поделува	p ɔ d ɛ ɫ u v a
подзаборави	p ɔ d z a b ɔ ɾ a v i
подзаврти	p ɔ d z a v r̩ t i
подзагори	p ɔ d z a ɡ ɔ ɾ i
подзагрижи	p ɔ d z a ɡ r i ʒ i
подзадоцни	p ɔ d z a d ɔ t͡s n i
подзакачи	p ɔ d z a k a t͡ʃ i
подзакрепне	p ɔ d z a k r ɛ p n ɛ
подзакрпи	p ɔ d z a k r̩ p i
подзалади	p ɔ d z a ɫ a d i
подзамиже	p ɔ d z a m i ʒ ɛ
подзамириса	p ɔ d z a m i ɾ i s a
подзамрзне	p ɔ d z a m r̩ z n ɛ
подзаниша	p ɔ d z a n i ʃ a
подзаобли	p ɔ d z a ɔ b l i
подзапржи	p ɔ d z a p r̩ ʒ i
подзарасне	p ɔ d z a ɾ a s n ɛ
подзарипне	p ɔ d z a ɾ i p n ɛ
подзасипне	p ɔ d z a s i p n ɛ
подзастане	p ɔ d z a s t a n ɛ
подзасука	p ɔ d z a s u k a
подзатегне	p ɔ d z a t ɛ ɡ n ɛ
подзатемни	p ɔ d z a t ɛ m n i
подзачешла	p ɔ d z a t͡ʃ ɛ ʃ ɫ a
подзачисти	p ɔ d z a t͡ʃ i s t i
подзголеми	p ɔ d z ɡ ɔ l ɛ m i
подзине	p ɔ d z i n ɛ
подивеност	p ɔ d i v ɛ n ɔ s t
подигнува	p ɔ d i ɡ n u v a
подизлиже	p ɔ d i z l i ʒ ɛ
подизрамни	p ɔ d i z r a m n i
подискара	p ɔ d i s k a ɾ a
подискастри	p ɔ d i s k a s t r i
подискриви	p ɔ d i s k r i v i
подиспегла	p ɔ d i s p ɛ ɡ ɫ a
подиспече	p ɔ d i s p ɛ t͡ʃ ɛ
подисправи	p ɔ d i s p r a v i
подиспразни	p ɔ d i s p r a z n i
подиспраша	p ɔ d i s p r a ʃ a
подистури	p ɔ d i s t u ɾ i
подисчисти	p ɔ d i ʃ t͡ʃ i s t i
подлец	p ɔ d l ɛ t͡s
подлизне	p ɔ d l i z n ɛ
подлост	p ɔ d ɫ ɔ s t
подмитливост	p ɔ d m i t l i v ɔ s t
подмладок	p ɔ d m ɫ a d ɔ k
подмножество	p ɔ d m n ɔ ʒ ɛ s t v ɔ
подмолност	p ɔ d m ɔ ɫ n ɔ s t
подмрдне	p ɔ d m r̩ d n ɛ
поднаближува	p ɔ d n a b l i ʒ u v a
поднавали	p ɔ d n a v a l i
поднаведне	p ɔ d n a v ɛ d n ɛ
поднамали	p ɔ d n a m a l i
поднамести	p ɔ d n a m ɛ s t i
поднаостри	p ɔ d n a ɔ s t r i
поднареди	p ɔ d n a ɾ ɛ d i
поднастине	p ɔ d n a s t i n ɛ
поднаучи	p ɔ d n a u t͡ʃ i
поднови	p ɔ d n ɔ v i
подносливост	p ɔ d n ɔ s l i v ɔ s t
подоближи	p ɔ d ɔ b l i ʒ i
подобност	p ɔ d ɔ b n ɔ s t
подозривост	p ɔ d ɔ z r i v ɔ s t
подои	p ɔ d ɔ i
подопијани	p ɔ d ɔ p i j a n i
подосвежи	p ɔ d ɔ s v ɛ ʒ i
подосвести	p ɔ d ɔ s v ɛ s t i
подосветли	p ɔ d ɔ s v ɛ t l i
подослаби	p ɔ d ɔ s ɫ a b i
подослободи	p ɔ d ɔ s ɫ ɔ b ɔ d i
подостари	p ɔ d ɔ s t a ɾ i
подоткрие	p ɔ d ɔ t k r i j ɛ
подотпара	p ɔ d ɔ t p a ɾ a
подотрезни	p ɔ d ɔ t r ɛ z n i
подочен	p ɔ d ɔ t͡ʃ ɛ n
подразбистри	p ɔ d r a z b i s t r i
подразвесели	p ɔ d r a z v ɛ s ɛ l i
подразголи	p ɔ d r a z ɡ ɔ l i
подразмести	p ɔ d r a z m ɛ s t i
подраспара	p ɔ d r a s p a ɾ a
подрасплете	p ɔ d r a s p l ɛ t ɛ
подрасчисти	p ɔ d r a ʃ t͡ʃ i s t i
подрашири	p ɔ d r a ʃ i ɾ i
подрдори	p ɔ d r̩ d ɔ ɾ i
подреденост	p ɔ d r ɛ d ɛ n ɔ s t
подреме	p ɔ d r ɛ m ɛ
подрипнува	p ɔ d r i p n u v a
подробност	p ɔ d r ɔ b n ɔ s t
подружи	p ɔ d r u ʒ i
подрум	p ɔ d r u m
подрумски	p ɔ d r u m s k i
поевтинува	p ɔ ɛ f t i n u v a
позајмувач	p ɔ z a j m u v a t͡ʃ
поимник	p ɔ i m n i k
показен	p ɔ k a z ɛ n
поканува	p ɔ k a n u v a
покајник	p ɔ k a j n i k
поквачи	p ɔ k v a t͡ʃ i
поквичи	p ɔ k v i t͡ʃ i
поклати	p ɔ k ɫ a t i
поклечи	p ɔ k l ɛ t͡ʃ i
поклопец	p ɔ k ɫ ɔ p ɛ t͡s
поколва	p ɔ k ɔ ɫ v a
покрека	p ɔ k r ɛ k a
покривка	p ɔ k r i f k a
покркори	p ɔ k r̩ k ɔ ɾ i
покровителка	p ɔ k r ɔ v i t ɛ ɫ k a
покука	p ɔ k u k a
пол	p ɔ ɫ
полае	p ɔ ɫ a ɛ
полази	p ɔ ɫ a z i
поларизаторски	p ɔ ɫ a ɾ i z a t ɔ r s k i
поларизациски	p ɔ ɫ a ɾ i z a t͡s i s k i
поларизација	p ɔ ɫ a ɾ i z a t͡s i j a
поларност	p ɔ ɫ a r n ɔ s t
поле	p ɔ l ɛ
полежи	p ɔ l ɛ ʒ i
полемика	p ɔ l ɛ m i k a
поленце	p ɔ l ɛ n t͡s ɛ
полетен	p ɔ l ɛ t ɛ n
полжав	p ɔ ɫ ʒ a f
полжавче	p ɔ ɫ ʒ a f t͡ʃ ɛ
полигамија	p ɔ l i ɡ a m i j a
полисемија	p ɔ l i s ɛ m i j a
политика	p ɔ l i t i k a
политичарски	p ɔ l i t i t͡ʃ a r s k i
полифонија	p ɔ l i f ɔ n i j a
полица	p ɔ l i t͡s a
полковник	p ɔ ɫ k ɔ v n i k
полковнички	p ɔ ɫ k ɔ v n i t͡ʃ k i
полнолетнички	p ɔ ɫ n ɔ l ɛ t n i t͡ʃ k i
половина	p ɔ ɫ ɔ v i n a
половичност	p ɔ ɫ ɔ v i t͡ʃ n ɔ s t
полски	p ɔ ɫ s k i
полубог	p ɔ ɫ u b ɔ k
полувреме	p ɔ ɫ u v r ɛ m ɛ
полугодие	p ɔ ɫ u ɡ ɔ d i j ɛ
полузатворен	p ɔ ɫ u z a t v ɔ ɾ ɛ n
полула	p ɔ ɫ u ɫ a
полунаводник	p ɔ ɫ u n a v ɔ d n i k
полуостров	p ɔ ɫ u ɔ s t r ɔ f
полуотворен	p ɔ ɫ u ɔ t v ɔ ɾ ɛ n
полупа	p ɔ ɫ u p a
полусвест	p ɔ ɫ u s v ɛ s t
полуспроводник	p ɔ ɫ u s p r ɔ v ɔ d n i k
полјоделство	p ɔ ɫ j ɔ d ɛ ɫ s t v ɔ
помавта	p ɔ m a f t a
помагач	p ɔ m a ɡ a t͡ʃ
помие	p ɔ m i j ɛ
помодреност	p ɔ m ɔ d r ɛ n ɔ s t
поморски	p ɔ m ɔ r s k i
помпезност	p ɔ m p ɛ z n ɔ s t
помрачува	p ɔ m r a t͡ʃ u v a
понеделник	p ɔ n ɛ d ɛ ɫ n i k
пониша	p ɔ n i ʃ a
поноси	p ɔ n ɔ s i
понудува	p ɔ n u d u v a
пооди	p ɔ ɔ d i
поора	p ɔ ɔ ɾ a
поофка	p ɔ ɔ f k a
поп	p ɔ p
попати	p ɔ p a t i
попишти	p ɔ p i ʃ t i
попишувач	p ɔ p i ʃ u v a t͡ʃ
поплаче	p ɔ p ɫ a t͡ʃ ɛ
поплете	p ɔ p l ɛ t ɛ
поплука	p ɔ p ɫ u k a
попречен	p ɔ p r ɛ t͡ʃ ɛ n
попреченост	p ɔ p r ɛ t͡ʃ ɛ n ɔ s t
попречувач	p ɔ p r ɛ t͡ʃ u v a t͡ʃ
попржи	p ɔ p r̩ ʒ i
поприма	p ɔ p r i m a
популација	p ɔ p u ɫ a t͡s i j a
