ᆜ	j ɯ
어근	ɘː ɡ ɯ n
어금니	ʌ̹ ɡ ɯ m n i
어긋나다	ʌ̹ ɡ ɯ n n a̠ d a̠
어눌	ɘː n u ɭ
어눌하다	ɘː n u ɾ ɦ a̠ d a̠
어느	ʌ̹ n ɯ
어덩이	ʌ̹ d ʌ̹ ŋ i
어도	ʌ̹ d o̞
어두워지다	ʌ̹ d u w ʌ̹ d͡ʑ i d a̠
어둠	ʌ̹ d u m
어둡다	ʌ̹ d u p̚ t͈ a̠
어드벤처	ʌ̹ d ɯ b e̞ ɲ t͡ɕʰ ʌ̹
어디	ʌ̹ d i
어디여	ʌ̹ d i j ʌ̹
어딘가	ʌ̹ d i n ɡ a̠
어떠하다	ʌ̹ t͈ ʌ̹ ɦ a̠ d a̠
어떡하다	ʌ̹ t͈ ʌ̹ kʰ a̠ d a̠
어떤	ʌ̹ t͈ ʌ̹ n
어떻게	ʌ̹ t͈ ʌ̹ kʰ e̞
어떻다	ʌ̹ t͈ ʌ̹ tʰ a̠
어라	ʌ̹ ɾ a̠
어란	ʌ̹ ɾ a̠ n
어려움	ʌ̹ ɾ j ʌ̹ u m
어렴풋이	ʌ̹ ɾ j ʌ̹ m pʰ u ɕʰ i
어렵다	ʌ̹ ɾ j ʌ̹ p̚ t͈ a̠
어렵사리	ʌ̹ ɾ j ʌ̹ p s͈ a̠ ɾ i
어뢰	ʌ̹ ɾ w e̞
어룡	ʌ̹ ɾ j o ŋ
어루다	ʌ̹ ɾ u d a̠
어르다	ɘː ɾ ɯ d a̠
어른	ɘː ɾ ɯ n
어름치	ʌ̹ ɾ ɯ m t͡ɕʰ i
어리다	ʌ̹ ɾ i d a̠
어리석다	ʌ̹ ɾ i sʰ ʌ̹ k̚ t͈ a̠
어린아이	ʌ̹ ɾ i n a̠ i
어린이	ʌ̹ ɾ i n i
어린이집	ʌ̹ ɾ i n i d͡ʑ i p̚
어마니	ʌ̹ m a̠ n i
어머	ʌ̹ m ʌ̹
어머나	ɘː m ʌ̹ n a̠
어머니	ʌ̹ m ʌ̹ n i
어머님	ʌ̹ m ʌ̹ n i m
어묵	ʌ̹ m u k̚
어미	ɘː m i
어미	ʌ̹ m i
어버이	ʌ̹ b ʌ̹ i
어부	ʌ̹ b u
어븀	ʌ̹ b j u m
어서	ʌ̹ sʰ ʌ̹
어여머리	ʌ̹ j ʌ̹ m ʌ̹ ɾ i
어여쁘다	ʌ̹ j ʌ̹ p͈ ɯ d a̠
어엿하다	ʌ̹ j ʌ̹ tʰ a̠ d a̠
어요	ʌ̹ j o
어우러지다	ʌ̹ u ɾ ʌ̹ d͡ʑ i d a̠
어울리다	ʌ̹ u ʎ ʎ i d a̠
어원	ɘː w ʌ̹ n
어원학	ɘː w ʌ̹ n ɦ a̠ k̚
어이	ʌ̹ i
어이없다	ʌ̹ i ʌ̹ p̚ t͈ a̠
어장관리	ʌ̹ d͡ʑ a̠ ŋ ɡ w a̠ ʎ ʎ i
어저께	ʌ̹ d͡ʑ ʌ̹ k͈ e̞
어제	ʌ̹ d͡ʑ e̞
어젯밤	ʌ̹ d͡ʑ e̞ t̚ p͈ a̠ m
어족	ɘː d͡ʑ o̞ k̚
어줍잖다	ʌ̹ d͡ʑ u p̚ t͡ɕ͈ a̠ n tʰ a̠
어즈버	ʌ̹ d͡ʑ ɯ b ʌ̹
어지럽다	ʌ̹ d͡ʑ i ɾ ʌ̹ p̚ t͈ a̠
어질다	ʌ̹ d͡ʑ i ɭ d a̠
어쩌다	ʌ̹ t͡ɕ͈ ʌ̹ d a̠
어쩌면	ʌ̹ t͡ɕ͈ ʌ̹ m j ʌ̹ n
어쭙잖다	ʌ̹ t͡ɕ͈ u p̚ t͡ɕ͈ a̠ n tʰ a̠
어찌	ʌ̹ t͡ɕ͈ i
어찌하다	ʌ̹ t͡ɕ͈ i ɦ a̠ d a̠
어차피	ʌ̹ t͡ɕʰ a̠ pʰ i
어치	ʌ̹ t͡ɕʰ i
어파	ɘː pʰ a̠
어학	ɘː ɦ a̠ k̚
어형	ʌ̹ ʝ j ʌ̹ ŋ
어휘	ɘː ɦ ɥ i
어휘소	ʌ̹ ɦ ɥ i sʰ o̞
어휘장	ɘː ɦ ɥ i d͡ʑ a̠ ŋ
억	ʌ̹ k̚
억누르다	ʌ̹ ŋ n u ɾ ɯ d a̠
억류	ʌ̹ ŋ ɲ j u
억류자	ʌ̹ ŋ ɲ j u d͡ʑ a̠
억수	ʌ̹ k s͈ u
억수로	ʌ̹ k s͈ u ɾ o̞
억압	ʌ̹ ɡ a̠ p̚
억울하다	ʌ̹ ɡ u ɾ ɦ a̠ d a̠
억지	ʌ̹ k̚ t͡ɕ͈ i
얶	ʌ̹ k̚
언	ʌ̹ n
언간	ʌ̹ n ɡ a̠ n
언급하다	ʌ̹ n ɡ ɯ pʰ a̠ d a̠
언니	ʌ̹ n n i
언덕	ʌ̹ n d ʌ̹ k̚
언뜻	ʌ̹ n t͈ ɯ t̚
언론	ʌ̹ ɭ ɭ o̞ n
언론가	ʌ̹ ɭ ɭ o̞ n ɡ a̠
언론학	ʌ̹ ɭ ɭ o̞ n ɦ a̠ k̚
언론학자	ʌ̹ ɭ ɭ o̞ n ɦ a̠ k̚ t͡ɕ͈ a̠
언문	ɘː n m u n
언어	ʌ̹ n ʌ̹
언어학	ʌ̹ n ʌ̹ ɦ a̠ k̚
언저리	ʌ̹ ɲ d͡ʑ ʌ̹ ɾ i
언제	ɘː ɲ d͡ʑ e̞
언제나	ɘː ɲ d͡ʑ e̞ n a̠
언젠가	ɘː ɲ d͡ʑ e̞ n ɡ a̠
언짢다	ʌ̹ ɲ t͡ɕ͈ a̠ n tʰ a̠
얹다	ʌ̹ n t͈ a̠
얻	ʌ̹ t̚
얻다	ɘː t̚ t͈ a̠
얻다	ʌ̹ t̚ t͈ a̠
얼	ɘː ɭ
얼	ʌ̹ ɭ
얼굴	ʌ̹ ɭ ɡ u ɭ
얼굴빛	ʌ̹ ɭ ɡ u ɭ p͈ i t̚
얼다	ɘː ɭ d a̠
얼룩	ʌ̹ ɭ ɭ u k̚
얼룩동사리	ʌ̹ ɭ ɭ u k̚ t͈ o̞ ŋ sʰ a̠ ɾ i
얼룩말	ʌ̹ ɭ ɭ u ŋ m a̠ ɭ
얼른	ʌ̹ ɭ ɭ ɯ n
얼리다	ʌ̹ ʎ ʎ i d a̠
얼마	ʌ̹ ɭ m a̠
얼마나	ʌ̹ ɭ m a̠ n a̠
얼버무리다	ʌ̹ ɭ b ʌ̹ m u ɾ i d a̠
얼쑤	ʌ̹ ɭ s͈ u
얼어붙다	ʌ̹ ɾ ʌ̹ b u t̚ t͈ a̠
얼음	ʌ̹ ɾ ɯ m
얼음과자	ʌ̹ ɾ ɯ m ɡ w a̠ d͡ʑ a̠
얼음꽃	ʌ̹ ɾ ɯ m k͈ o̞ t̚
얼음보숭이	ʌ̹ ɾ ɯ m b o̞ sʰ u ŋ i
얼음차	ʌ̹ ɾ ɯ m t͡ɕʰ a̠
얼짱	ʌ̹ ʎ t͡ɕ͈ a̠ ŋ
얼핏	ʌ̹ ɭ pʰ i t̚
얽다	ʌ̹ k̚ t͈ a̠
엄	ʌ̹ m
엄격	ʌ̹ m k͈ j ʌ̹ k̚
엄격하다	ʌ̹ m k͈ j ʌ̹ kʰ a̠ d a̠
엄니	ɘː m n i
엄동	ʌ̹ m d o̞ ŋ
엄두	ʌ̹ m d u
엄마	ʌ̹ m m a̠
엄습	ɘː m sʰ ɯ p̚
엄습하다	ɘː m sʰ ɯ pʰ a̠ d a̠
엄지	ʌ̹ m d͡ʑ i
엄지손가락	ʌ̹ m d͡ʑ i sʰ o̞ n ɡ a̠ ɾ a̠ k̚
엄청	ʌ̹ m t͡ɕʰ ʌ̹ ŋ
엄청나다	ʌ̹ m t͡ɕʰ ʌ̹ ŋ n a̠ d a̠
엄친아	ʌ̹ m t͡ɕʰ i n a̠
엄폐	ɘː m pʰ j e̞
업	ʌ̹ p̚
업그레이드	ʌ̹ p̚ k͈ ɯ ɾ e̞ i d ɯ
업다	ʌ̹ p̚ t͈ a̠
업동이	ʌ̹ p̚ t͈ o̞ ŋ i
업둥이	ʌ̹ p̚ t͈ u ŋ i
업무	ʌ̹ m m u
업소	ʌ̹ p s͈ o̞
업신여기다	ɘː p ɕ͈ i n ɲ j ʌ̹ ɡ i d a̠
업종	ʌ̹ p̚ t͡ɕ͈ o̞ ŋ
업진	ʌ̹ p̚ t͡ɕ͈ i n
업체	ʌ̹ p̚ t͡ɕʰ e̞
없다	ɘː p̚ t͈ a̠
없어지다	ɘː p s͈ ʌ̹ d͡ʑ i d a̠
없었다	ʌ̹ p s͈ ʌ̹ t̚ t͈ a̠
없이	ɘː p ɕ͈ i
엇	ʌ̹ t̚
엇더타	ʌ̹ t̚ t͈ ʌ̹ tʰ a̠
엇비슷하다	ʌ̹ t̚ p͈ i sʰ ɯ tʰ a̠ d a̠
었	ʌ̹ t̚
엉	ʌ̹ ŋ
엉겁결에	ʌ̹ ŋ ɡ ʌ̹ p̚ k͈ j ʌ̹ ɾ e̞
엉덩방아	ɘː ŋ d ʌ̹ ŋ b a̠ ŋ a̠
엉덩이	ɘː ŋ d ʌ̹ ŋ i
엉뚱하다	ʌ̹ ŋ t͈ u ŋ ɦ a̠ d a̠
엉망	ʌ̹ ŋ m a̠ ŋ
엉망진창	ʌ̹ ŋ m a̠ ŋ d͡ʑ i ɲ t͡ɕʰ a̠ ŋ
엉엉	ʌ̹ ŋ ʌ̹ ŋ
엉큼하다	ʌ̹ ŋ k x ɯ m ɦ a̠ d a̠
엊	ʌ̹ t̚
엊그제	ʌ̹ t̚ k͈ ɯ d͡ʑ e̞
엎드리다	ʌ̹ p̚ t͈ ɯ ɾ i d a̠
엎지르다	ʌ̹ p̚ t͡ɕ͈ i ɾ ɯ d a̠
에	e̞
에게	e̞ ɡ e̞
에너지	e̞ n ʌ̹ d͡ʑ i
에네르기	e̞ n e̞ ɾ ɯ ɡ i
에는	e̞ n ɯ n
에다가	e̞ d a̠ ɡ a̠
에러	e̞ ɾ ʌ̹
에르븀	e̞ ɾ ɯ b j u m
에리트레아	e̞ ɾ i tʰ ɯ ɾ e̞ a̠
에멜무지로	e̞ m e̞ ɭ m u d͡ʑ i ɾ o̞
에모지	e̞ m o̞ d͡ʑ i
에뮤	e̞ m j u
에미	e̞ m i
에미리트	e̞ m i ɾ i tʰ ɯ
에서	e̞ sʰ ʌ̹
에스빠냐	e̞ sʰ ɯ p͈ a̠ ɲ j a̠
에스체트	e̞ sʰ ɯ t͡ɕʰ e̞ tʰ ɯ
에스컬레이터	e̞ sʰ ɯ kʰ ʌ̹ ɭ ɭ e̞ i tʰ ʌ̹
에스터	e̞ sʰ ɯ tʰ ʌ̹
에스테르	e̞ sʰ ɯ tʰ e̞ ɾ ɯ
에스토니아	e̞ sʰ ɯ tʰ o̞ n i a̠
에스토니아어	e̞ sʰ ɯ tʰ o̞ n i a̠ ʌ̹
에스파냐	e̞ sʰ ɯ pʰ a̠ ɲ j a̠
에어컨	e̞ ʌ̹ kʰ ʌ̹ n
에어컨디셔너	e̞ ʌ̹ kʰ ʌ̹ n d i ɕʰ ʌ̹ n ʌ̹
에어쿠션	e̞ ʌ̹ kʰ u ɕʰ ʌ̹ n
에이즈	e̞ i d͡ʑ ɯ
에잇	e̞ i t̚
에취	e̞ t͡ɕʰ ɥ i
에콰도르	e̞ kʰ w a̠ d o̞ ɾ ɯ
에탄	e̞ tʰ a̠ n
에터	e̞ tʰ ʌ̹
에테르	e̞ tʰ e̞ ɾ ɯ
에테인	e̞ tʰ e̞ i n
에티오피아	e̞ tʰ i o̞ pʰ i a̠
에티켓	e̞ tʰ i kʰ e̞ t̚
에피소드	e̞ pʰ i sʰ o̞ d ɯ
엔	e̞ n
엔나	e̞ n n a̠
엔진	e̞ ɲ d͡ʑ i n
엘니노	e̞ ʎ ʎ i n o̞
엘니뇨	e̞ ʎ ʎ i ɲ j o
엘리베이터	e̞ ʎ ʎ i b e̞ i tʰ ʌ̹
엘리트	e̞ ʎ ʎ i tʰ ɯ
엘살바도르	e̞ ɭ sʰ a̠ ɭ b a̠ d o̞ ɾ ɯ
엘에이	e̞ ɾ e̞ i
엥가노쥐	e̞ ŋ ɡ a̠ n o̞ d͡ʑ ɥ i
여가	j ʌ̹ ɡ a̠
여건	j ɘː k͈ ʌ̹ n
여겨지다	j ʌ̹ ɡ j ʌ̹ d͡ʑ i d a̠
여과	j ɘː ɡ w a̠
여과기	j ɘː ɡ w a̠ ɡ i
여관	j ʌ̹ ɡ w a̠ n
여권	j ʌ̹ k͈ w ʌ̹ n
여기	j ʌ̹ ɡ i
여기다	j ʌ̹ ɡ i d a̠
여기저기	j ʌ̹ ɡ i d͡ʑ ʌ̹ ɡ i
여뀌	j ʌ̹ k͈ ɥ i
여남은	j ʌ̹ n a̠ m ɯ n
여단	j ɘː d a̠ n
여닫다	j ɘː d a̠ t̚ t͈ a̠
여당	j ɘː d a̠ ŋ
여덟	j ʌ̹ d ʌ̹ ɭ
여돌	j ʌ̹ d o̞ ɭ
여드레	j ʌ̹ d ɯ ɾ e̞
여드름	j ʌ̹ d ɯ ɾ ɯ m
여든	j ʌ̹ d ɯ n
여러	j ʌ̹ ɾ ʌ̹
여러분	j ʌ̹ ɾ ʌ̹ b u n
여럿	j ʌ̹ ɾ ʌ̹ t̚
여론	j ɘː ɾ o̞ n
여름	j ʌ̹ ɾ ɯ m
여름철	j ʌ̹ ɾ ɯ m t͡ɕʰ ʌ̹ ɭ
여린히읗	j ʌ̹ ɾ i n ʝ i ɯ t̚
여보	j ʌ̹ b o̞
여보세요	j ʌ̹ b o̞ sʰ e̞ j o
여사친	j ʌ̹ sʰ a̠ t͡ɕʰ i n
여섯	j ʌ̹ sʰ ʌ̹ t̚
여성	j ʌ̹ sʰ ʌ̹ ŋ
여성스럽다	j ʌ̹ sʰ ʌ̹ ŋ sʰ ɯ ɾ ʌ̹ p̚ t͈ a̠
여성주의	j ʌ̹ sʰ ʌ̹ ŋ d͡ʑ u ɰ i
여성혐오	j ʌ̹ sʰ ʌ̹ ŋ ʝ j ʌ̹ m o̞
여신	j ʌ̹ ɕʰ i n
여야	j ɘː j a̠
여여	j ʌ̹ j ʌ̹
여여하다	j ʌ̹ j ʌ̹ ɦ a̠ d a̠
여와	j ʌ̹ w a̠
여왕	j ʌ̹ w a̠ ŋ
여우	j ʌ̹ u
여우비	j ʌ̹ u b i
여우원숭이	j ʌ̹ u w ʌ̹ n sʰ u ŋ i
여울	j ʌ̹ u ɭ
여울마자	j ʌ̹ u ɭ m a̠ d͡ʑ a̠
여유	j ʌ̹ j u
여의자	j ʌ̹ ɰ i d͡ʑ a̠
여인	j ʌ̹ i n
여인숙	j ʌ̹ i n sʰ u k̚
여자	j ʌ̹ d͡ʑ a̠
여자아이	j ʌ̹ d͡ʑ a̠ a̠ i
여자친구	j ʌ̹ d͡ʑ a̠ t͡ɕʰ i n ɡ u
여장	j ʌ̹ d͡ʑ a̠ ŋ
여전하다	j ʌ̹ d͡ʑ ʌ̹ n ɦ a̠ d a̠
여전히	j ʌ̹ d͡ʑ ʌ̹ n ʝ i
여정	j ʌ̹ d͡ʑ ʌ̹ ŋ
여제	j ʌ̹ d͡ʑ e̞
여진	j ʌ̹ d͡ʑ i n
여쭈다	j ɘː t͡ɕ͈ u d a̠
여체	j ʌ̹ t͡ɕʰ e̞
여초	j ʌ̹ t͡ɕʰ o̞
여친	j ʌ̹ t͡ɕʰ i n
여하	j ʌ̹ ɦ a̠
여호와	j ʌ̹ β o̞ w a̠
역	j ʌ̹ k̚
역겹다	j ʌ̹ k̚ k͈ j ʌ̹ p̚ t͈ a̠
역경	j ʌ̹ k̚ k͈ j ʌ̹ ŋ
역량	j ʌ̹ ŋ ɲ j a̠ ŋ
역사	j ʌ̹ k s͈ a̠
역사가	j ʌ̹ k s͈ a̠ ɡ a̠
역사적	j ʌ̹ k s͈ a̠ d͡ʑ ʌ̹ k̚
역시	j ʌ̹ k ɕ͈ i
역원	j ʌ̹ ɡ w ʌ̹ n
역학	j ʌ̹ kʰ a̠ k̚
역할	j ʌ̹ kʰ a̠ ɭ
엮다	j ʌ̹ k̚ t͈ a̠
연	j ʌ̹ n
연가	j ɘː n ɡ a̠
연간	j ʌ̹ n ɡ a̠ n
연감	j ʌ̹ n ɡ a̠ m
연결	j ʌ̹ n ɡ j ʌ̹ ɭ
연결되다	j ʌ̹ n ɡ j ʌ̹ ɭ d w e̞ d a̠
연결하다	j ʌ̹ n ɡ j ʌ̹ ɾ ɦ a̠ d a̠
연고	j ɘː n ɡ o̞
연골	j ɘː n ɡ o̞ ɭ
연구	j ɘː n ɡ u
연구되다	j ʌ̹ n ɡ u d w e̞ d a̠
연구소	j ʌ̹ n ɡ u sʰ o̞
연구실	j ʌ̹ n ɡ u ɕʰ i ɭ
연구원	j ɘː n ɡ u w ʌ̹ n
연구자	j ɘː n ɡ u d͡ʑ a̠
연구하다	j ɘː n ɡ u ɦ a̠ d a̠
연극	j ɘː n ɡ ɯ k̚
연근	j ʌ̹ n ɡ ɯ n
연금	j ʌ̹ n ɡ ɯ m
연기	j ɘː n ɡ i
연기	j ʌ̹ n ɡ i
연기자	j ɘː n ɡ i d͡ʑ a̠
연꽃	j ʌ̹ n k͈ o̞ t̚
연락	j ʌ̹ ɭ ɭ a̠ k̚
연락처	j ʌ̹ ɭ ɭ a̠ k̚ t͡ɕʰ ʌ̹
연락하다	j ʌ̹ ɭ ɭ a̠ kʰ a̠ d a̠
연령	j ʌ̹ ʎ ʎ j ʌ̹ ŋ
연료	j ʌ̹ ʎ ʎ j o
연루	j ʌ̹ ɭ ɭ u
연말	j ʌ̹ n m a̠ ɭ
연못	j ʌ̹ n m o̞ t̚
연방	j ʌ̹ n b a̠ ŋ
연변	j ʌ̹ n b j ʌ̹ n
연뿌리	j ʌ̹ n p͈ u ɾ i
연상	j ʌ̹ n sʰ a̠ ŋ
연설	j ɘː n sʰ ʌ̹ ɭ
연설자	j ɘː n sʰ ʌ̹ ʎ t͡ɕ͈ a̠
연세	j ʌ̹ n sʰ e̞
연속	j ʌ̹ n sʰ o̞ k̚
연속극	j ʌ̹ n sʰ o̞ k̚ k͈ ɯ k̚
연습	j ɘː n sʰ ɯ p̚
연습곡	j ɘː n sʰ ɯ p̚ k͈ o̞ k̚
연습하다	j ɘː n sʰ ɯ pʰ a̠ d a̠
연안	j ʌ̹ n a̠ n
연어	j ʌ̹ n ʌ̹
연예인	j ɘː ɲ j e̞ i n
연옥	j ɘː n o̞ k̚
연월일	j ʌ̹ n w ʌ̹ ɾ i ɭ
연장	j ʌ̹ ɲ d͡ʑ a̠ ŋ
연적	j ɘː ɲ d͡ʑ ʌ̹ k̚
연주	j ɘː ɲ d͡ʑ u
연주하다	j ɘː ɲ d͡ʑ u ɦ a̠ d a̠
연준모치	j ʌ̹ ɲ d͡ʑ u n m o̞ t͡ɕʰ i
연체동물	j ɘː ɲ t͡ɕʰ e̞ d o̞ ŋ m u ɭ
연초	j ʌ̹ ɲ t͡ɕʰ o̞
연출	j ɘː ɲ t͡ɕʰ u ɭ
연탁	j ʌ̹ n tʰ a̠ k̚
연필	j ʌ̹ n pʰ i ɭ
연필깎이	j ʌ̹ n pʰ i ɭ k͈ a̠ k͈ i
연하다	j ɘː n ɦ a̠ d a̠
연합	j ʌ̹ n ɦ a̠ p̚
연혁	j ɘː n ʝ j ʌ̹ k̚
연회	j ɘː n β w e̞
연휴	j ʌ̹ n ʝ j u
연흔	j ʌ̹ n ɣ ɯ n
엳	j ʌ̹ t̚
엳아홉	j ʌ̹ d a̠ β o̞ p̚
열	j ʌ̹ ɭ
열넷	j ʌ̹ ɭ ɭ e̞ t̚
열다	j ɘː ɭ d a̠
열다섯	j ʌ̹ ɭ t͈ a̠ sʰ ʌ̹ t̚
열도	j ʌ̹ ɭ t͈ o̞
열동갈문절	j ʌ̹ ɭ t͈ o̞ ŋ ɡ a̠ ɭ m u ɲ d͡ʑ ʌ̹ ɭ
열둘	j ʌ̹ ɭ t͈ u ɭ
열등	j ʌ̹ ɭ d ɯ ŋ
열등감	j ʌ̹ ɭ t͈ ɯ ŋ ɡ a̠ m
열람실	j ʌ̹ ɭ ɭ a̠ m ɕʰ i ɭ
열량	j ʌ̹ ʎ ʎ j a̠ ŋ
열리다	j ʌ̹ ʎ ʎ i d a̠
열목어	j ʌ̹ ɭ m o̞ ɡ ʌ̹
열반	j ʌ̹ ɭ b a̠ n
열방	j ʌ̹ ɭ b a̠ ŋ
열병	j ʌ̹ ɭ b j ʌ̹ ŋ
열셋	j ʌ̹ ɭ s͈ e̞ t̚
열쇠	j ɘː ɭ s͈ w e̞
열심히	j ʌ̹ ɭ ɕ͈ i m ʝ i
열아홉	j ʌ̹ ɾ a̠ β o̞ p̚
열없다	j ɘː ɾ ʌ̹ p̚ t͈ a̠
열여덟	j ʌ̹ ʎ ʎ j ʌ̹ d ʌ̹ ɭ
열여섯	j ʌ̹ ʎ ʎ j ʌ̹ sʰ ʌ̹ t̚
열역학	j ʌ̹ ʎ ʎ j ʌ̹ kʰ a̠ k̚
열일곱	j ʌ̹ ʎ ʎ i ɭ ɡ o̞ p̚
열정	j ʌ̹ ʎ d͡ʑ ʌ̹ ŋ
열차	j ʌ̹ ʎ t͡ɕʰ a̠
열하나	j ʌ̹ ɾ ɦ a̠ n a̠
열화학	j ʌ̹ ɾ β w a̠ ɦ a̠ k̚
열흘	j ʌ̹ ɾ ɣ ɯ ɭ
엷다	j ɘː ɭ t͈ a̠
엷파랗다	j ʌ̹ ɭ pʰ a̠ ɾ a̠ tʰ a̠
염	j ʌ̹ m
염기	j ʌ̹ m ɡ i
염려하다	j ɘː m ɲ j ʌ̹ ɦ a̠ d a̠
염료	j ɘː m ɲ j o
염병	j ɘː m b j ʌ̹ ŋ
염복	j ɘː m b o̞ k̚
염불	j ʌ̹ m b u ɭ
염세	j ɘː m sʰ e̞
염세가	j ɘː m sʰ e̞ ɡ a̠
염세관	j ɘː m sʰ e̞ ɡ w a̠ n
염세주의	j ɘː m sʰ e̞ d͡ʑ u ɰ i
염소	j ʌ̹ m sʰ o̞
염장	j ʌ̹ m d͡ʑ a̠ ŋ
염주	j ɘː m d͡ʑ u
염증	j ʌ̹ m t͡ɕ͈ ɯ ŋ
염통	j ʌ̹ m tʰ o̞ ŋ
엽	j ʌ̹ p̚
엽궐련	j ʌ̹ p̚ k͈ w ʌ̹ ʎ ʎ j ʌ̹ n
엽록소	j ʌ̹ m n o̞ k s͈ o̞
엽록체	j ʌ̹ m n o̞ k̚ t͡ɕʰ e̞
엽서	j ʌ̹ p s͈ ʌ̹
엿	j ɘː t̚
엿	j ʌ̹ t̚
엿기름	j ʌ̹ t̚ k͈ i ɾ ɯ m
엿듣다	j ɘː t̚ t͈ ɯ t̚ t͈ a̠
엿보다	j ɘː t̚ p͈ o̞ d a̠
영	j ʌ̹ ŋ
영광	j ʌ̹ ŋ ɡ w a̠ ŋ
영광스럽다	j ʌ̹ ŋ ɡ w a̠ ŋ sʰ ɯ ɾ ʌ̹ p̚ t͈ a̠
영구	j ɘː ŋ ɡ u
영국	j ʌ̹ ŋ ɡ u k̚
영국인	j ʌ̹ ŋ ɡ u ɡ i n
영도자	j ʌ̹ ŋ d o̞ d͡ʑ a̠
영리하다	j ɘː ŋ n i ɦ a̠ d a̠
영묘	j ʌ̹ ŋ m j o
영문	j ʌ̹ ŋ m u n
영미권	j ʌ̹ ŋ m i k͈ w ʌ̹ n
영본	j ʌ̹ ŋ b o̞ n
영사	j ʌ̹ ŋ sʰ a̠
영사관	j ʌ̹ ŋ sʰ a̠ ɡ w a̠ n
영상	j ʌ̹ ŋ sʰ a̠ ŋ
영성	j ʌ̹ ŋ sʰ ʌ̹ ŋ
영성체	j ɘː ŋ sʰ ʌ̹ ŋ t͡ɕʰ e̞
영수증	j ʌ̹ ŋ sʰ u d͡ʑ ɯ ŋ
영양	j ʌ̹ ŋ j a̠ ŋ
영양물	j ʌ̹ ŋ j a̠ ŋ m u ɭ
영양실조	j ʌ̹ ŋ j a̠ ŋ ɕʰ i ʎ d͡ʑ o̞
영양제	j ʌ̹ ŋ j a̠ ŋ d͡ʑ e̞
영양탕	j ʌ̹ ŋ j a̠ ŋ tʰ a̠ ŋ
영어	j ʌ̹ ŋ ʌ̹
영어권	j ʌ̹ ŋ ʌ̹ k͈ w ʌ̹ n
영업	j ʌ̹ ŋ ʌ̹ p̚
영역	j ʌ̹ ŋ j ʌ̹ k̚
영예	j ʌ̹ ŋ j e̞
영웅	j ʌ̹ ŋ u ŋ
영원	j ɘː ŋ w ʌ̹ n
영원하다	j ɘː ŋ w ʌ̹ n ɦ a̠ d a̠
영원히	j ɘː ŋ w ʌ̹ n ʝ i
영자팔법	j ʌ̹ ŋ d͡ʑ a̠ pʰ a̠ ɭ b ʌ̹ p̚
영적	j ʌ̹ ŋ t͡ɕ͈ ʌ̹ k̚
영지	j ʌ̹ ŋ d͡ʑ i
영춘권	j ɘː ŋ t͡ɕʰ u n ɡ w ʌ̹ n
영토	j ʌ̹ ŋ tʰ o̞
영포자	j ʌ̹ ŋ pʰ o̞ d͡ʑ a̠
영하	j ʌ̹ ŋ ɦ a̠
영향	j ɘː ŋ ʝ j a̠ ŋ
영향력	j ɘː ŋ ʝ j a̠ ŋ ɲ j ʌ̹ k̚
영혼	j ʌ̹ ŋ β o̞ n
영화	j ʌ̹ ŋ β w a̠
영화관	j ʌ̹ ŋ β w a̠ ɡ w a̠ n
옅다	j ʌ̹ t̚ t͈ a̠
옆	j ʌ̹ p̚
옆얼굴	j ʌ̹ b ʌ̹ ɭ ɡ u ɭ
옆집	j ʌ̹ p̚ t͡ɕ͈ i p̚
예	j e̞
예	j e̞ː
예감	j e̞ː ɡ a̠ m
예구	j e̞ː k͈ u
예금	j e̞ː ɡ ɯ m
예능	j e̞ː n ɯ ŋ
예니레	j e̞ n i ɾ e̞
예닐곱	j e̞ n i ɭ ɡ o̞ p̚
예다	j e̞ː d a̠
예레반	j e̞ ɾ e̞ b a̠ n
예루살렘	j e̞ ɾ u sʰ a̠ ɭ ɭ e̞ m
예멘	j e̞ m e̞ n
예명	j e̞ m j ʌ̹ ŋ
예문	j e̞ː m u n
예물	j e̞ m u ɭ
예방	j e̞ː b a̠ ŋ
예비	j e̞ b i
예쁘다	j e̞ː p͈ ɯ d a̠
예산	j e̞ː sʰ a̠ n
예상	j e̞ː sʰ a̠ ŋ
예상되다	j e̞ː sʰ a̠ ŋ d w e̞ d a̠
예상하다	j e̞ː sʰ a̠ ŋ ɦ a̠ d a̠
예수	j e̞ sʰ u
예수회	j e̞ sʰ u β w e̞
예순	j e̞ sʰ u n
예술	j e̞ː sʰ u ɭ
예술가	j e̞ː sʰ u ɭ ɡ a̠
예시	j e̞ː ɕʰ i
예식	j e̞ ɕʰ i k̚
예약	j e̞ː j a̠ k̚
예약하다	j e̞ː j a̠ kʰ a̠ d a̠
예언	j e̞ː ʌ̹ n
예언자	j e̞ː ʌ̹ ɲ d͡ʑ a̠
예외	j e̞ː w e̞
예의	j e̞ ɰ i
예일	j e̞ i ɭ
예전	j e̞ː d͡ʑ ʌ̹ n
예절	j e̞ d͡ʑ ʌ̹ ɭ
예정	j e̞ː d͡ʑ ʌ̹ ŋ
예취기	j e̞ t͡ɕʰ ɥ i ɡ i
예카테린부르크	j e̞ kʰ a̠ tʰ e̞ ɾ i n b u ɾ ɯ k x ɯ
예후	j e̞ː β u
옛	j e̞ː t̚
옛날	j e̞ː n n a̠ ɭ
옛날이야기	j e̞ː n n a̠ ʎ ʎ i j a̠ ɡ i
옛말	j e̞ː n m a̠ ɭ
