aa	ɑː
monokliininen	m o n o k l iː n i n e n
monokordi	m o n o k o r d i
monokromaattori	m o n o k r o m ɑː tː o r i
monomeeri	m o n o m eː r i
monomorfismi	m o n o m o r f i s m i
mononukleaarinen	m o n o n u k l e ɑː r i n e n
monopoli	m o n o p o l i
monopoliasema	m o n o p o l i ɑ s e m ɑ
monopolisoida	m o n o p o l i s o i̯ d ɑˣ
monostabiili	m o n o s t ɑ b iː l i
monoteistinen	m o n o t e i̯ s t i n e n
monottaa	m o n o tː ɑːˣ
monovalentti	m o n o ʋ ɑ l e n tː i
monta	m o n t ɑ
montaa	m o n t ɑː
montana	m o n t ɑ n ɑ
montanismi	m o n t ɑ n i s m i
montmorilloniitti	m o n t m o r i lː o n iː tː i
montteerata	m o n tː eː r ɑ t ɑˣ
moodilukitus	m oː d i l u k i t u s
moolinen	m oː l i n e n
mooliosuus	m oː l i o s uː s
moolitilavuus	m oː l i t i l ɑ ʋ uː s
moon	m oː n
moona	m oː n ɑ
moonbootsit	m uː n b uː t s i t
mooses	m oː s e s
moottori	m oː tː o r i
moottorijuna	m oː tː o r i j u n ɑ
moottoriliikennetie	m oː tː o r i l iː k e nː eˣ t i e̯
moottoripolttoaine	m oː tː o r i p o l tː o ɑ i̯ n eˣ
moottoripyörä	m oː tː o r i p y ø̯ r æ
moottoripyöräkerho	m oː tː o r i p y ø̯ r æ k e r h o
moottoripyöräpoliisi	m oː tː o r i p y ø̯ r æ p o l iː s i
moottoritieverkko	m oː tː o r i t i e̯ ʋ e r kː o
moottoritieverkosto	m oː tː o r i t i e̯ ʋ e r k o s t o
moottoritorpedovene	m oː tː o r i t o r p eː d o ʋ e n eˣ
moottoritykkivene	m oː tː o r i t y kː i ʋ e n eˣ
moottorivaunu	m oː tː o r i ʋ ɑ u̯ n u
moottoriventtiili	m oː tː o r i ʋ e n tː iː l i
moottorivoima	m oː tː o r i ʋ o i̯ m ɑ
moottoroida	m oː tː o r o i̯ d ɑˣ
mopoauto	m o p o ɑ u t o
moppi	m o pː i
mopsi	m o p s i
mora	m o r ɑ
moraali	m o r ɑː l i
moraalisaarna	m o r ɑː l i s ɑː r n ɑ
moralisoida	m o r ɑ l i s o i̯ d ɑˣ
mordentti	m o r d e n tː i
moreenimaa	m o r eː n i m ɑː
moreeniselänne	m o r eː n i s e l æ nː eˣ
morfismi	m o r f i s m i
morfofonologia	m o r f o f o n o l o ɡ i ɑ
morfologi	m o r f o l o ɡ i
morfoosi	m o r f oː s i
morkata	m o r k ɑ t ɑˣ
moro	m o r o
morselamppu	m o r s e l ɑ m pː u
morsettaa	m o r s e tː ɑːˣ
morsian	m o r s i ɑ n
morsio	m o r s i o
morsiushuntu	m o r s i u s h u n t u
morsiuskatos	m o r s i u s k ɑ t o s
morsiuskimppu	m o r s i u s k i m pː u
morsiuskruunu	m o r s i u s k r uː n u
morsiuslahja	m o r s i u s l ɑ h j ɑ
mosaiikkityö	m o s ɑ i̯ː kː i t y ø̯
mosaikismi	m o s ɑ i̯ k i s m i
moselviini	m o s e l ʋ iː n i
moskeija	m o s k e i̯ j ɑ
moskova	m o s k o ʋ ɑ
motata	m o t ɑ t ɑˣ
motetti	m o t e tː i
moti	m o t i
motiivi	m o t iː ʋ i
motittaa	m o t i tː ɑːˣ
motivoida	m o t i ʋ o i̯ d ɑˣ
motivoitua	m o t i ʋ o i̯ t u ɑˣ
motoneuroni	m o t o n e u̯ r o n i
motoristi	m o t o r i s t i
motti	m o tː i
moukari	m o u̯ k ɑ r i
moukkamaisesti	m o u̯ kː ɑ m ɑ i̯ s e s t iˣ
mousse	m o u̯ sː e
mousse	m u s e
mousse	m u s eː
movettaa	m o ʋ e tː ɑːˣ
muffinsi	m u fː i n s i
muffinssi	m u fː i n sː i
muhea	m u h e ɑ
muhentua	m u h e n t u ɑˣ
muheva	m u h e ʋ ɑ
muhkura	m u h k u r ɑ
muhokselainen	m u h o k s e l ɑ i̯ n e n
muhos	m u h o s
muhoslainen	m u h o s l ɑ i̯ n e n
muhvi	m u h ʋ i
muiden	m u i̯ d e n
muija	m u i̯ j ɑ
muikea	m u i̯ k e ɑ
muikeasti	m u i̯ k e ɑ s t iˣ
muikistella	m u i̯ k i s t e lː ɑˣ
muikku	m u i̯ kː u
muikkukeitto	m u i̯ kː u k e i̯ tː o
muiluttaa	m u i̯ l u tː ɑːˣ
muinainen	m u i̯ n ɑ i̯ n e n
muinaisesine	m u i̯ n ɑ i̯ s e s i n eˣ
muinaishauta	m u i̯ n ɑ i̯ s h ɑ u̯ t ɑ
muinaisintia	m u i̯ n ɑ i̯ s i n t i ɑ
muinaisjäännös	m u i̯ n ɑ i̯ s j æː nː ø s
muinaisjäännösinventointi	m u i̯ n ɑ i̯ s j æː nː ø s i n ʋ e n t o i̯ n t i
muinaisjäännösrekisteri	m u i̯ n ɑ i̯ s j æː nː ø s r e k i s t e r i
muinaiskansa	m u i̯ n ɑ i̯ s k ɑ n s ɑ
muinaiskasvi	m u i̯ n ɑ i̯ s k ɑ s ʋ i
muinaiskaupunki	m u i̯ n ɑ i̯ s k ɑ u̯ p u ŋ k i
muinaiskieli	m u i̯ n ɑ i̯ s k i e̯ l i
muinaismeri	m u i̯ n ɑ i̯ s m e r i
muinaismuistoalue	m u i̯ n ɑ i̯ s m u i̯ s t o ɑ l u eˣ
muinaismuistohallinto	m u i̯ n ɑ i̯ s m u i̯ s t o h ɑ lː i n t o
muinaismuistolaki	m u i̯ n ɑ i̯ s m u i̯ s t o l ɑ k i
muinaispelto	m u i̯ n ɑ i̯ s p e l t o
muinaispuku	m u i̯ n ɑ i̯ s p u k u
muinaisranta	m u i̯ n ɑ i̯ s r ɑ n t ɑ
muinaisruotsi	m u i̯ n ɑ i̯ s r u o̯ t s i
muinoinen	m u i̯ n o i̯ n e n
muistaa	m u i̯ s t ɑː
muistaa	m u i̯ s t ɑːˣ
muistaakseni	m u i̯ s t ɑː k s e n i
muisti	m u i̯ s t i
muistialue	m u i̯ s t i ɑ l u eˣ
muistiaukko	m u i̯ s t i ɑ u kː o
muistiinpanna	m u i̯ s t iː n p ɑ nː ɑˣ
muistikaava	m u i̯ s t i k ɑː ʋ ɑ
muistikas	m u i̯ s t i k ɑ s
muistikortinlukija	m u i̯ s t i k o r t i n l u k i j ɑ
muistimoduuli	m u i̯ s t i m o d uː l i
muistinhallinta	m u i̯ s t i n h ɑ lː i n t ɑ
muistinhallintayksikkö	m u i̯ s t i n h ɑ lː i n t ɑ y k s i kː ø
muistipeli	m u i̯ s t i p e l i
muistipiiri	m u i̯ s t i p iː r i
muistitieto	m u i̯ s t i t i e̯ t o
muistivuoto	m u i̯ s t i ʋ u o̯ t o
muistoalbumi	m u i̯ s t o ɑ l b u m i
muistoisa	m u i̯ s t o i̯ s ɑ
muistokirja	m u i̯ s t o k i r j ɑ
muistokivi	m u i̯ s t o k i ʋ i
muistolaatta	m u i̯ s t o l ɑː tː ɑ
muistolause	m u i̯ s t o l ɑ u̯ s eˣ
muistolehto	m u i̯ s t o l e h t o
muistomitali	m u i̯ s t o m i t ɑ l i
muistopaasi	m u i̯ s t o p ɑː s i
muistopaikka	m u i̯ s t o p ɑ i̯ kː ɑ
muistopäivä	m u i̯ s t o p æ i̯ ʋ æ
muistoraha	m u i̯ s t o r ɑ h ɑ
muistorikas	m u i̯ s t o r i k ɑ s
muistoristi	m u i̯ s t o r i s t i
muistosanat	m u i̯ s t o s ɑ n ɑ t
muistosormus	m u i̯ s t o s o r m u s
muistua	m u i̯ s t u ɑˣ
muistuttaa	m u i̯ s t u tː ɑːˣ
muistuttaminen	m u i̯ s t u tː ɑ m i n e n
muita	m u i̯ t ɑ
muka	m u k ɑ
mukaa	m u k ɑː
mukaan	m u k ɑː n
mukaanotto	m u k ɑː n o tː o
mukaansatempaavasti	m u k ɑː n s ɑ t e m p ɑː ʋ ɑ s t iˣ
mukaantua	m u k ɑː n t u ɑˣ
mukaelma	m u k ɑ e l m ɑ
mukainen	m u k ɑ i̯ n e n
mukauttaa	m u k ɑ u tː ɑːˣ
mukautua	m u k ɑ u t u ɑˣ
mukautumiskyky	m u k ɑ u t u m i s k y k y
mukava	m u k ɑ ʋ ɑ
mukavasti	m u k ɑ ʋ ɑ s t iˣ
mukavoittaa	m u k ɑ ʋ o i̯ tː ɑːˣ
mukavoitua	m u k ɑ ʋ o i̯ t u ɑˣ
mukavuuslippu	m u k ɑ ʋ uː s l i pː u
mukavuuslippulaiva	m u k ɑ ʋ uː s l i pː u l ɑ i̯ ʋ ɑ
muki	m u k i
mukiinmenevästi	m u k iː n m e n e ʋ æ s t iˣ
mukista	m u k i s t ɑˣ
muks	m u k s
muksahtaa	m u k s ɑ h t ɑːˣ
muksauttaa	m u k s ɑ u tː ɑːˣ
mukula	m u k u l ɑ
mukulajuuri	m u k u l ɑ j uː r i
mukulakasvi	m u k u l ɑ k ɑ s ʋ i
mukulakivi	m u k u l ɑ k i ʋ i
mukulakivikatu	m u k u l ɑ k i ʋ i k ɑ t u
mulahtaa	m u l ɑ h t ɑːˣ
muljahdella	m u l j ɑ h d e lː ɑˣ
muljahtaa	m u l j ɑ h t ɑːˣ
muljautella	m u l j ɑ u t e lː ɑˣ
muljauttaa	m u l j ɑ u tː ɑːˣ
mulju	m u l j u
mulkoilla	m u l k o i̯ lː ɑˣ
mulla	m u lː ɑ
mullas	m u lː ɑ s
mullata	m u lː ɑ t ɑˣ
mulli	m u lː i
mulliitti	m u lː iː tː i
mullistava	m u lː i s t ɑ ʋ ɑ
mullistavasti	m u lː i s t ɑ ʋ ɑ s t iˣ
mullistua	m u lː i s t u ɑˣ
mullittaa	m u lː i tː ɑːˣ
mullos	m u lː o s
mulperipuu	m u l p e r i p uː
mulskahtaa	m u l s k ɑ h t ɑːˣ
multa	m u l t ɑ
multaaminen	m u l t ɑː m i n e n
multakerros	m u l t ɑ k e rː o s
multakokkare	m u l t ɑ k o kː ɑ r eˣ
multamaa	m u l t ɑ m ɑː
multapaakku	m u l t ɑ p ɑː kː u
multapitoinen	m u l t ɑ p i t o i̯ n e n
multaseos	m u l t ɑ s e o s
multasieni	m u l t ɑ s i e̯ n i
multava	m u l t ɑ ʋ ɑ
multia	m u l t i ɑ
multiainen	m u l t i ɑ i̯ n e n
multialainen	m u l t i ɑ l ɑ i̯ n e n
multifokaalinen	m u l t i f o k ɑː l i n e n
multikollineaarinen	m u l t i k o lː i n e ɑː r i n e n
multimedia	m u l t i m e d i ɑ
multimediatekniikka	m u l t i m e d i ɑ t e k n iː kː ɑ
multimodaalinen	m u l t i m o d ɑː l i n e n
multinomijakauma	m u l t i n o m i j ɑ k ɑ u m ɑ
multiplekseri	m u l t i p l e k s e r i
multiplikatiivi	m u l t i p l i k ɑ t iː ʋ i
multiplisiteetti	m u l t i p l i s i t eː tː i
multipoli	m u l t i p o l i
multippeli	m u l t i pː e l i
multivibraattori	m u l t i ʋ i b r ɑː tː o r i
mummo	m u mː o
muna	m u n ɑ
munajuusto	m u n ɑ j uː s t o
munakas	m u n ɑ k ɑ s
munakello	m u n ɑ k e lː o
munakotelo	m u n ɑ k o t e l o
munanivel	m u n ɑ n i ʋ e l
munarauhanen	m u n ɑ r ɑ u̯ h ɑ n e n
munasarjasyöpä	m u n ɑ s ɑ r j ɑ s y ø̯ p æ
munata	m u n ɑ t ɑˣ
munavaahto	m u n ɑ ʋ ɑː h t o
munavoi	m u n ɑ ʋ o i̯
munia	m u n i ɑ
munia	m u n i ɑˣ
munienkeruu	m u n i e n k e r uː
munii	m u n iː
munittaa	m u n i tː ɑːˣ
munitus	m u n i t u s
munkki	m u ŋ kː i
munkkius	m u ŋ kː i u s
munuainen	m u n u ɑ i̯ n e n
munuaisallas	m u n u ɑ i̯ s ɑ lː ɑ s
munuaisensiirto	m u n u ɑ i̯ s e n s iː r t o
munuaissiirto	m u n u ɑ i̯ s s iː r t o
munuaistauti	m u n u ɑ i̯ s t ɑ u̯ t i
muodinmukaisesti	m u o̯ d i n m u k ɑ i̯ s e s t iˣ
muodosteilla	m u o̯ d o s t e i̯ lː ɑ
muodostella	m u o̯ d o s t e lː ɑˣ
muodostin	m u o̯ d o s t i n
muodostuminen	m u o̯ d o s t u m i n e n
muodostumisentalpia	m u o̯ d o s t u m i s e n t ɑ l p i ɑ
muodostumislämpö	m u o̯ d o s t u m i s l æ m p ø
muodostumistapa	m u o̯ d o s t u m i s t ɑ p ɑ
muodota	m u o̯ d o t ɑˣ
muokata	m u o̯ k ɑ t ɑˣ
muokkaaminen	m u o̯ kː ɑː m i n e n
muokkaantua	m u o̯ kː ɑː n t u ɑˣ
muokkauskausi	m u o̯ kː ɑ u s k ɑ u̯ s i
muokkaustyö	m u o̯ kː ɑ u s t y ø̯
muonavarat	m u o̯ n ɑ ʋ ɑ r ɑ t
muonio	m u o̯ n i o
muoniolainen	m u o̯ n i o l ɑ i̯ n e n
muonionjoki	m u o̯ n i o n j o k i
muonittaa	m u o̯ n i tː ɑːˣ
muonitus	m u o̯ n i t u s
muoti	m u o̯ t i
muotiala	m u o̯ t i ɑ l ɑ
muotikuva	m u o̯ t i k u ʋ ɑ
muotipiirustus	m u o̯ t i p iː r u s t u s
muotitaiteilija	m u o̯ t i t ɑ i̯ t e i̯ l i j ɑ
muoto	m u o̯ t o
muotohistoria	m u o̯ t o h i s t o r i ɑ
muotoilija	m u o̯ t o i̯ l i j ɑ
muotoilla	m u o̯ t o i̯ lː ɑˣ
muotoilu	m u o̯ t o i̯ l u
muotoinen	m u o̯ t o i̯ n e n
muotokuvamaalari	m u o̯ t o k u ʋ ɑ m ɑː l ɑ r i
muotorikas	m u o̯ t o r i k ɑ s
muototiili	m u o̯ t o t iː l i
muotti	m u o̯ tː i
muottilevy	m u o̯ tː i l e ʋ y
muovaantua	m u o̯ ʋ ɑː n t u ɑˣ
muovailla	m u o̯ ʋ ɑ i̯ lː ɑˣ
muovailusavi	m u o̯ ʋ ɑ i̯ l u s ɑ ʋ i
muovautua	m u o̯ ʋ ɑ u t u ɑˣ
muovi	m u o̯ ʋ i
muovijäte	m u o̯ ʋ i j æ t eˣ
muovikulho	m u o̯ ʋ i k u l h o
muovilelu	m u o̯ ʋ i l e l u
muovilevy	m u o̯ ʋ i l e ʋ y
muovimatto	m u o̯ ʋ i m ɑ tː o
muovipakkaus	m u o̯ ʋ i p ɑ kː ɑ u s
muovipullo	m u o̯ ʋ i p u lː o
muoviraha	m u o̯ ʋ i r ɑ h ɑ
muoviruuvi	m u o̯ ʋ i r uː ʋ i
muoviteippi	m u o̯ ʋ i t e i̯ pː i
muovittaa	m u o̯ ʋ i tː ɑːˣ
muovitus	m u o̯ ʋ i t u s
mura	m u r ɑ
murahdella	m u r ɑ h d e lː ɑˣ
murea	m u r e ɑ
mureena	m u r eː n ɑ
murehduttaa	m u r e h d u tː ɑːˣ
mureke	m u r e k eˣ
murekekyljys	m u r e k eˣ k y l j y s
murekepihvi	m u r e k eˣ p i h ʋ i
murentaa	m u r e n t ɑː
murentaa	m u r e n t ɑːˣ
murha	m u r h ɑ
murhaaja	m u r h ɑː j ɑ
murhajuttu	m u r h ɑ j u tː u
murhanhimo	m u r h ɑ n h i m o
murhapaikka	m u r h ɑ p ɑ i̯ kː ɑ
murhapolttaja	m u r h ɑ p o l tː ɑ j ɑ
murhapoltto	m u r h ɑ p o l tː o
murharyhmä	m u r h ɑ r y h m æ
murhata	m u r h ɑ t ɑˣ
murhatutkimus	m u r h ɑ t u t k i m u s
murhatutkinta	m u r h ɑ t u t k i n t ɑ
murhauttaa	m u r h ɑ u tː ɑːˣ
murhe	m u r h eˣ
murheellisesti	m u r h eː lː i s e s t iˣ
murheenkryyni	m u r h eː n k r yː n i
murheissaan	m u r h e i̯ sː ɑː n
murhemielelle	m u r h eˣ m i e̯ l e lː eˣ
murhemielellä	m u r h eˣ m i e̯ l e lː æ
murhemielin	m u r h eˣ m i e̯ l i n
murina	m u r i n ɑ
murjoa	m u r j o ɑˣ
murjoutua	m u r j o u t u ɑˣ
murju	m u r j u
murkina	m u r k i n ɑ
murkku	m u r kː u
murokakku	m u r o k ɑ kː u
muromalainen	m u r o m ɑ l ɑ i̯ n e n
murot	m u r o t
murreaineisto	m u rː eˣ ɑ i̯ n e i̯ s t o
murreaines	m u rː eˣ ɑ i̯ n e s
murrealue	m u rː eˣ ɑ l u eˣ
murreasu	m u rː eˣ ɑ s u
murrehavainto	m u rː eˣ h ɑ ʋ ɑ i̯ n t o
murreilmaus	m u rː eˣ i l m ɑ u s
murrekirjallisuus	m u rː eˣ k i r j ɑ lː i s uː s
murremaantiede	m u rː eˣ m ɑː n t i e̯ d eˣ
murrepakina	m u rː eˣ p ɑ k i n ɑ
murreryhmä	m u rː eˣ r y h m æ
murretutkimus	m u rː eˣ t u t k i m u s
murrosikäinen	m u rː o s i k æ i̯ n e n
murroskausi	m u rː o s k ɑ u̯ s i
murrospinta	m u rː o s p i n t ɑ
murska	m u r s k ɑ
murskaaja	m u r s k ɑː j ɑ
murskaantua	m u r s k ɑː n t u ɑˣ
murskaavasti	m u r s k ɑː ʋ ɑ s t iˣ
murskaksi	m u r s k ɑ k s i
murskana	m u r s k ɑ n ɑ
murskauskone	m u r s k ɑ u s k o n eˣ
murskavoitto	m u r s k ɑ ʋ o i̯ tː o
murske	m u r s k eˣ
mursunluu	m u r s u n l uː
murtaa	m u r t ɑːˣ
murtaminen	m u r t ɑ m i n e n
murteittain	m u r t e i̯ tː ɑ i̯ n
murtohälytin	m u r t o h æ l y t i n
murtolauseke	m u r t o l ɑ u̯ s e k eˣ
murtolujuus	m u r t o l u j uː s
murtoyritys	m u r t o y r i t y s
murtua	m u r t u ɑˣ
murtumalinja	m u r t u m ɑ l i n j ɑ
murtuminen	m u r t u m i n e n
muru	m u r u
murustaa	m u r u s t ɑː
murustaa	m u r u s t ɑːˣ
murustua	m u r u s t u ɑˣ
murut	m u r u t
musa	m u s ɑ
museaalinen	m u s e ɑː l i n e n
museoala	m u s e o ɑ l ɑ
museoarkkitehtuuri	m u s e o ɑ r kː i t e h t uː r i
museoarvo	m u s e o ɑ r ʋ o
museoauto	m u s e o ɑ u t o
museoesine	m u s e o e s i n eˣ
museoharjoittelu	m u s e o h ɑ r j o i̯ tː e l u
museoida	m u s e o i̯ d ɑˣ
museojulkaisu	m u s e o j u l k ɑ i̯ s u
museojuna	m u s e o j u n ɑ
museojärjestö	m u s e o j æ r j e s t ø
museokahvila	m u s e o k ɑ h ʋ i l ɑ
museokokoelma	m u s e o k o k o e l m ɑ
museolaiva	m u s e o l ɑ i̯ ʋ ɑ
museologi	m u s e o l o ɡ i
museologia	m u s e o l o ɡ i ɑ
museomyymälä	m u s e o m yː m æ l æ
museoneuvos	m u s e o n e u̯ ʋ o s
museopedagogiikka	m u s e o p e d ɑ ɡ o ɡ iː kː ɑ
museopäivä	m u s e o p æ i̯ ʋ æ
museorakennus	m u s e o r ɑ k e nː u s
museorata	m u s e o r ɑ t ɑ
museotie	m u s e o t i e̯
museovene	m u s e o ʋ e n eˣ
musertava	m u s e r t ɑ ʋ ɑ
musertua	m u s e r t u ɑˣ
musiikillisesti	m u s iː k i lː i s e s t iˣ
musiikinopettaja	m u s iː k i n o p e tː ɑ j ɑ
musiikki	m u s iː kː i
musiikkiarvostelu	m u s iː kː i ɑ r ʋ o s t e l u
musiikkielämä	m u s iː kː i e l æ m æ
musiikkikappale	m u s iː kː i k ɑ pː ɑ l eˣ
musiikkikilpailu	m u s iː kː i k i l p ɑ i̯ l u
musiikkikorkeakoulu	m u s iː kː i k o r k e ɑ k o u̯ l u
musiikkikorva	m u s iː kː i k o r ʋ ɑ
musiikkileikki	m u s iː kː i l e i̯ kː i
musiikkineuvos	m u s iː kː i n e u̯ ʋ o s
musiikkiopinnot	m u s iː kː i o p i nː o t
muskatelliviini	m u s k ɑ t e lː i ʋ iː n i
muskattiviini	m u s k ɑ tː i ʋ iː n i
musketti	m u s k e tː i
muskettimies	m u s k e tː i m i e̯ s
muskotti	m u s k o tː i
muskottipähkinä	m u s k o tː i p æ h k i n æ
must	m u s t
must	m ɑ s t
musta	m u s t ɑ
mustaherukka	m u s t ɑ h e r u kː ɑ
mustaherukkaviini	m u s t ɑ h e r u kː ɑ ʋ iː n i
mustalainen	m u s t ɑ l ɑ i̯ n e n
mustalaiselämä	m u s t ɑ l ɑ i̯ s e l æ m æ
mustalaispuku	m u s t ɑ l ɑ i̯ s p u k u
mustaleipä	m u s t ɑ l e i̯ p æ
mustaliuske	m u s t ɑ l i u̯ s k eˣ
mustamaalaaminen	m u s t ɑ m ɑː l ɑː m i n e n
mustamakkara	m u s t ɑ m ɑ kː ɑ r ɑ
mustamulta	m u s t ɑ m u l t ɑ
mustamuurahainen	m u s t ɑ m uː r ɑ h ɑ i̯ n e n
mustanmerenlokki	m u s t ɑ n m e r e n l o kː i
mustapaita	m u s t ɑ p ɑ i̯ t ɑ
mustapapu	m u s t ɑ p ɑ p u
mustapippuri	m u s t ɑ p i pː u r i
mustapäälokki	m u s t ɑ p æː l o kː i
mustarousku	m u s t ɑ r o u̯ s k u
mustasaarelainen	m u s t ɑ s ɑː r e l ɑ i̯ n e n
mustasaari	m u s t ɑ s ɑː r i
mustasara	m u s t ɑ s ɑ r ɑ
mustasinappi	m u s t ɑ s i n ɑ pː i
mustatokko	m u s t ɑ t o kː o
mustavalkofilmi	m u s t ɑ ʋ ɑ l k o f i l m i
mustavalkokamera	m u s t ɑ ʋ ɑ l k o k ɑ m e r ɑ
mustavalkokuva	m u s t ɑ ʋ ɑ l k o k u ʋ ɑ
mustavalkokuvaus	m u s t ɑ ʋ ɑ l k o k u ʋ ɑ u s
mustavalkonegatiivi	m u s t ɑ ʋ ɑ l k o n e ɡ ɑ t iː ʋ i
mustaviinimarja	m u s t ɑ ʋ iː n i m ɑ r j ɑ
muste	m u s t eˣ
mustekuivain	m u s t eˣ k u i̯ ʋ ɑ i̯ n
mustekynä	m u s t eˣ k y n æ
musteleimasin	m u s t eˣ l e i̯ m ɑ s i n
mustepatruuna	m u s t eˣ p ɑ t r uː n ɑ
mustesieni	m u s t eˣ s i e̯ n i
mustesuihku	m u s t eˣ s u i̯ h k u
mustetäytekynä	m u s t eˣ t æ y̯ t eˣ k y n æ
mustikka	m u s t i kː ɑ
mustikkahillo	m u s t i kː ɑ h i lː o
mustikkakukko	m u s t i kː ɑ k u kː o
mustikkamaito	m u s t i kː ɑ m ɑ i̯ t o
mustikkapiirakka	m u s t i kː ɑ p iː r ɑ kː ɑ
mustikkapöperö	m u s t i kː ɑ p ø p e r ø
mustonen	m u s t o n e n
mustuainen	m u s t u ɑ i̯ n e n
mustuttaa	m u s t u tː ɑːˣ
muta	m u t ɑ
mutaasi	m u t ɑː s i
mutageeni	m u t ɑ ɡ eː n i
mutageeninen	m u t ɑ ɡ eː n i n e n
mutina	m u t i n ɑ
mutka	m u t k ɑ
mutkistuttaa	m u t k i s t u tː ɑːˣ
mutristella	m u t r i s t e lː ɑˣ
mutruilla	m u t r u i̯ lː ɑˣ
mutrulla	m u t r u lː ɑ
mutrullaan	m u t r u lː ɑː n
mutrulle	m u t r u lː eˣ
mutrulleen	m u t r u lː eː n
mutrussa	m u t r u sː ɑ
mutruun	m u t r uː n
mutsi	m u t s i
mutterinväännin	m u tː e r i n ʋ æː nː i n
mutti	m u tː i
mutu	m u t u
mutualismi	m u t u ɑ l i s m i
muu	m uː
muuanne	m uː ɑ nː eˣ
muukalainen	m uː k ɑ l ɑ i̯ n e n
muukalaisittain	m uː k ɑ l ɑ i̯ s i tː ɑ i̯ n
muukalaispelko	m uː k ɑ l ɑ i̯ s p e l k o
muukalaistua	m uː k ɑ l ɑ i̯ s t u ɑˣ
muuli	m uː l i
muulla	m uː lː ɑ
muumimuki	m uː m i m u k i
muumio	m uː m i o
muumioituminen	m uː m i o i̯ t u m i n e n
muunlainen	m uː n l ɑ i̯ n e n
muunnella	m uː nː e lː ɑˣ
muunnesointu	m uː nː eˣ s o i̯ n t u
muunnesävel	m uː nː eˣ s æ ʋ e l
muunnos	m uː nː o s
muuntajaöljy	m uː n t ɑ j ɑ ø l j y
muuntaminen	m uː n t ɑ m i n e n
muuntautua	m uː n t ɑ u t u ɑˣ
muuntoasema	m uː n t o ɑ s e m ɑ
muuntuminen	m uː n t u m i n e n
muurahainen	m uː r ɑ h ɑ i̯ n e n
muurahaishappo	m uː r ɑ h ɑ i̯ s h ɑ pː o
muurahaispolku	m uː r ɑ h ɑ i̯ s p o l k u
muurame	m uː r ɑ m e
muuramelainen	m uː r ɑ m e l ɑ i̯ n e n
muurari	m uː r ɑ r i
muuraus	m uː r ɑ u s
muurauskauha	m uː r ɑ u s k ɑ u̯ h ɑ
muurauskivi	m uː r ɑ u s k i ʋ i
muurauslasta	m uː r ɑ u s l ɑ s t ɑ
muurihauta	m uː r i h ɑ u̯ t ɑ
muurikivi	m uː r i k i ʋ i
muurin	m uː r i n
muurinharja	m uː r i n h ɑ r j ɑ
muurinpohjalettu	m uː r i n p o h j ɑ l e tː u
muuripata	m uː r i p ɑ t ɑ
muurittaa	m uː r i tː ɑːˣ
muurmanni	m uː r m ɑ nː i
muurmanski	m uː r m ɑ n s k i
muusikko	m uː s i kː o
muuta	m uː t ɑ
muuta	m uː t ɑˣ
muutama	m uː t ɑ m ɑ
muutattaa	m uː t ɑ tː ɑːˣ
muutosloki	m uː t o s l o k i
muutosnopeus	m uː t o s n o p e u s
muutospaine	m uː t o s p ɑ i̯ n eˣ
muutosrakentaminen	m uː t o s r ɑ k e n t ɑ m i n e n
muuttaa	m uː tː ɑːˣ
muuttohaukka	m uː tː o h ɑ u̯ kː ɑ
muuttovuosi	m uː tː o ʋ u o̯ s i
muuttua	m uː tː u ɑˣ
muuttuja	m uː tː u j ɑ
muuttujanvaihto	m uː tː u j ɑ n ʋ ɑ i̯ h t o
myalgia	m y ɑ l ɡ i ɑ
myelooinen	m y e l oː i n e n
myhähdellä	m y h æ h d e lː æˣ
myhähtää	m y h æ h t æːˣ
myi	m y i̯
mykerö	m y k e r ø
mykerösara	m y k e r ø s ɑ r ɑ
mykistyttää	m y k i s t y tː æːˣ
mykistyä	m y k i s t y æˣ
mykistää	m y k i s t æːˣ
mykkä	m y kː æ
myky	m y k y
mykyrokka	m y k y r o kː ɑ
myllerrys	m y lː e rː y s
mylly	m y lː y
myllykoski	m y lː y k o s k i
myllynkivi	m y lː y n k i ʋ i
myllyttää	m y lː y tː æːˣ
myloniitti	m y l o n iː tː i
mylvähtää	m y l ʋ æ h t æːˣ
mynkään	m y ŋ k æː n
mynsteri	m y n s t e r i
mynämäkeläinen	m y n æ m æ k e l æ i̯ n e n
mynämäki	m y n æ m æ k i
myokardium	m y o k ɑ r d i u m
myoklonia	m y o k l o n i ɑ
myosiini	m y o s iː n i
myristiinihappo	m y r i s t iː n i h ɑ pː o
myrkky	m y r kː y
myrkkyaine	m y r kː y ɑ i̯ n eˣ
myrkkykeiso	m y r kː y k e i̯ s o
myrkkykoiso	m y r kː y k o i̯ s o
myrkkymalja	m y r kː y m ɑ l j ɑ
myrkytysmurha	m y r k y t y s m u r h ɑ
myrmekologi	m y r m e k o l o ɡ i
myrsky	m y r s k y
myrskyaalto	m y r s k y ɑː l t o
myrskyalue	m y r s k y ɑ l u eˣ
myrskyilma	m y r s k y i l m ɑ
myrskykeskus	m y r s k y k e s k u s
myrskylasi	m y r s k y l ɑ s i
myrskylyhty	m y r s k y l y h t y
myrskylä	m y r s k y l æ
myrskyläläinen	m y r s k y l æ l æ i̯ n e n
myrskynpuuska	m y r s k y n p uː s k ɑ
myrskypilvi	m y r s k y p i l ʋ i
myrskyvahinko	m y r s k y ʋ ɑ h i ŋ k o
myrtsi	m y r t s i
