'bout	b a ʊ t
irrefrangible	ɪ ɹ ɪ f ɹ æ n d ʒ ə b ə l
irrefutable	ɪ ɹ ɪ f j uː t ə b l
irregardless	ɪ ɹ ə ɡ ɑ ɹ d l ə s
irregardless	ɪ ɹ ɪ ɡ ɑ ɹ d l ɪ s
irregular	ɪ ɹ ɛ ɡ j ə l ɚ
irregularity	ɪ r ɛ ɡ j ə l æ r ə t i
irrelative	ɪ ɹ ɛ l ə t ɪ v
irreligious	ɪ ɹ ɪ l ɪ d ʒ ə s
irremeable	ɪ ɹ ɛ m i ə b ə l
irremissible	ɪ ɹ ɪ m ɪ s ɪ b ə l
irreparable	ɪ ɹ ɛ p ə ɹ ə b ə l
irreparate	ɪ ɹ ɛ p ə ɹ ə t
irresistible	ɪ ɹ ɪ z ɪ s t ə b l̩
irrespective	ɪ ɹ ɪ s p ɛ k t ɪ v
irrespirable	ɪ ɹ ɪ s p a ɪ ɹ ə b ə l
irresponsible	ɪ r ə s p ɑ n s ɪ b ə l
irresponsibly	ɪ ɹ ɪ s p ɑː n s ə b l i
irrigate	ɪ ɹ ə ɡ e ɪ t
irrigation	ɪ ɹ ə ɡ e ɪ ʃ ə n
irrision	ɪ ɹ ɪ ʒ ə n
irritability	ɪ ɹ ɪ t ə b ɪ l ɪ t i
irritable	ɪ ɹ ɪ t ə b l
irritant	ɪ ɹ ɪ t ə n t
irritate	ɪ ɹ ɪ t e ɪ t
irritated	ɪ ɹ ɪ t e ɪ t ɪ d
irritation	ɪ ɹ ɪ t e ɪ ʃ ə n
irruent	ɪ ɹ ɪ ʊ ə n t
irrumation	ɪ ɹ ʊ m e i ʃ ə n
irs	a ɪ ɑ ɹ ɛ s
irukandji	ɪ ɹ ə k æ n d ʒ i
irv	ɝ v
irvin	ɝ v ɪ n
irvine	ɜ ɹ v a ɪ n
irvine	ɜ ɹ v ɪ n
irvine	ɜː v ɪ n
irving	ɜː ɹ v ɪ ŋ
irwell	ɜː ɹ w ɛ l
irwin	ɝ w ɪ n
is	a ɪ z
is	ɪ z
is't	ɪ s t
isaac	a ɪ z ə k
isabel	ɪ z ə b ɛ l
isabella	ɪ z ə b ɛ l ə
isadore	ɪ z ə d ɔ ɹ
isaiah	a ɪ z e ɪ ə
isangoma	i s æ ŋ ɡ o ʊ m ə
isanti	a ɪ s æ n t iː
isatuximab	a ɪ s ə t ʌ k s ɪ m æ b
isauria	a ɪ s ɔː ɹ i ə
ischemia	ɪ s k iː m i ə
ischemic	ɪ s k iː m ɪ k
ischium	ɪ s k i ə m
iscsi	a ɪ s k ʌ z i
isd	a ɪ ɛ s d iː
isethionate	a ɪ s ɪ θ a ɪ ə n e ɪ t
ish	ɪ ʃ
ishkabibble	ɪ ʃ k ə b ɪ b ə l
isil	a ɪ s ə l
isinglass	a ɪ z ɪ ŋ ɡ l æ s
isis	a ɪ s ɪ s
isis	i a ɪ s ə s
isla	a ɪ l ə
islam	ɪ s l ɑː m
islam	ɪ z l ɑː m
islamabad	ɪ s l ɑː m ə b ɑː d
islamabad	ɪ z l æ m ə b æ d
islamabad	ɪ z l ɑː m ə b ɑː d
islamic	ɪ s l ɑː m ɪ k
islamic	ɪ z l æː m ɪ k
islamic	ɪ z l ɑː m ɪ k
islamist	ɪ s l ə m ɪ s t
islamist	ɪ z l ə m ɪ s t
islamofascism	ɪ s l ɑ m o ʊ f æ ʃ ɪ z ə m
island	a ɪ̯ l ə n d
islander	a ɪ l ə n d ɚ
isle	a ɪ̯ l
islet	a ɪ l ə t
ism	ɪ z ə m
ismaili	ɪ s m ɑː i l i
ismaili	ɪ s m ʌ ɪ iː l i
isn't	ɪ z ə n t
iso	a ɪ s ə ʊ
isobathic	a ɪ s ə b æ θ ɪ k
isocarboxazid	a ɪ s o ʊ k ɑ ɹ b ɑ k s ə z ɪ d
isoflurane	a ɪ s ə f l ʊ ɹ e ɪ n
isogamy	a ɪ s ɒ ɡ ə m i
isogenous	a ɪ s ɑ d ʒ ə n ə s
isogloss	a ɪ s ə ɡ l ɑ s
isohexane	a ɪ s o ʊ h ɛ k s e ɪ n
isohyet	a ɪ s o ʊ h a ɪ ɪ t
isolated	a ɪ s ə l e ɪ t ɪ d
isolation	a ɪ s ə l e ɪ ʃ ə n
isolationism	a ɪ s ə l e ɪ ʃ ə n ɪ z ə m
isoleucine	a ɪ s ə l uː s iː n
isoleucyl	a ɪ s ə l u s ɪ l
isomer	a ɪ s ə m ɚ
isomerase	a ɪ s ɑ m ə ɹ e ɪ s
isomerize	a ɪ s ɑ m ə ɹ a ɪ z
isometric	a ɪ s o ʊ m ɛ t ɹ ɪ k
isometric	a ɪ s ə m ɛ t ɹ ɪ k
isomorphic	a ɪ s o ʊ m ɔ ɹ f ɪ k
isoniazid	a ɪ s ə n a ɪ ə z ɪ d
isoprenaline	a ɪ s ə p ɹ ɛ n ə l ɪ n
isoprene	a ɪ s ə p ɹ i n
isoproterenol	a ɪ s ə p ɹ o ʊ t ɛ ɹ ə n ɔ l
isopsephy	a ɪ s ə s ɛ f i
isosceles	a ɪ s ɒ s ə l iː z
isot	i s o ʊ t
isotonic	ɑ ɪ s ə t ɑː n ɪ k
isotope	a ɪ s ə t o ʊ p
isotretinoin	a ɪ s o ʊ t ɹ ɛ t ɪ n o ʊ ɪ n
isotropy	a ɪ s ɒ t ɹ ə p i
israel	ɪ z ɹ a ɪ ɛ l
israel	ɪ z ɹ e ɪ ə l
israel	ɪ z ɹ e ɪ ɛ l
israel	ɪ z ɹ i ə l
israeli	ɪ z ɹ e ɪ l i
israelite	ɪ z ɹ i ə l a ɪ t
israelite	ɪ z ɹ ɛ ɪ ə l a ɪ t
israelite	ɪ z ɹ ɨ l a ɪ t
issue	ɪ ʃ j u
issued	ɪ ʃ j u d
issued	ɪ ʃ u d
issus	ɪ s ə s
isthmus	ɪ s m ə s
it	ə t
it	ɪ t
it'd	ɪ d
it'd	ɪ t ə d
it'd	ɪ t ɪ d
it'll	ɪ t l̩
it's	ɪ t s
it'sn't	ɪ t s n t
italian	a ɪ t æ l j ə n
italian	ɪ t æ l j ə n
italianization	ɪ t æ l j ə n ə z e ɪ ʃ ə n
italic	a ɪ t æ l ɪ k
italic	ɪ t æ l ɪ k
italicise	ɪ t æ l ɪ s a ɪ z
italicization	ɪ t æ l ɪ s a ɪ z e ɪ ʃ ə n
italish	a ɪ t æ l ɪ ʃ
italish	ɪ t æ l ɪ ʃ
italy	ɪ t ə l i
itanic	a ɪ t æ n ɪ k
itch	ɪ t͡ʃ
itched	ɪ t ʃ t
itches	ɪ t ʃ ɪ z
itching	ɪ t ʃ ɪ ŋ
itchings	ɪ t ʃ ɪ ŋ z
itchy	ɪ t ʃ i
ite	a ɪ t iː iː
item	a ɪ t ə m
items	a ɪ t ə m z
iterate	a ɪ t ə ɹ e ɪ t
iterate	ɪ t ə ɹ e ɪ t
iteration	ɪ t ə ɹ e ɪ ʃ ə n
iterative	ɪ t ə ɹ e ɪ t ɪ v
iterative	ɪ t ə ɹ ə t ɪ v
iteroparous	ɪ t ə r o ʊ p æ r ə s
ith	a ɪ θ
ith	ɪ θ
ithaca	ɪ θ ə k ə
ithacan	ɪ θ ə k ə n
ithand	a ɪ ð ə n d
ithe	a ɪ ð
ithyphallic	ɪ θ ɪ f æ l ɪ k
itinerant	a ɪ t ɪ n ɚ ə n t
itinerary	a ɪ t ɪ n ə ɹ ɛ ɹ i
itis	a ɪ t ɨ s
itraconazole	ɪ t ɹ ə k ɑ n ə z o ʊ l
its	ɪ t s
itself	ɪ t s ɛ l f
iuka	a ɪ j uː k ə
iuliyanov	j uː l i ɑː n ɒ v
iupac	a ɪ j uː p æ k
iupac	j uː p æ k
ivabradine	a ɪ v æ b ɹ ə d iː n
ivan	a ɪ v ə n
ivan	i v ɑː n
ivan	ɪ v ɑː n
ivanhoe	a ɪ v ə n h o ʊ
ivanovich	ɪ v æ n ə v ɪ t͡ʃ
ivanovich	ɪ v ɑː n ə v ɪ t͡ʃ
ivanovna	ɪ v æ n ə v n ə
ivanovna	ɪ v ɑː n ə v n ə
ivermectin	a ɪ v ɚ m ɛ k t ɪ n
ivied	a ɪ v iː d
ivorian	a ɪ v ɔː ɹ i ə n
ivories	a ɪ v ə ɹ iː z
ivory	a ɪ v ə ɹ i
ivory	a ɪ v ɹ i
ivy	a ɪ v i
ivybridge	a ɪ v i b ɹ ɪ d ʒ
iwan	i w ɑ n
iwar	a ɪ w ɔ ɹ
iwi	iː w i
iwis	ɪ w ɪ s
ixazomib	i k s æ z ə ʊ m ɪ b
ixion	ɪ k s a ɪ ə n
ixnay	ɪ k s n e ɪ
ixodic	ɪ k s ɒ d ɪ k
iyokan	iː j ə ʊ k ɑ n
izba	ɪ z b ɑː
izimbongi	ɪ z ɪ m b ɔ ŋ ɡ i
izle	a ɪ z ə l
iztaccíhuatl	i s t ɑ k s i w ɑ t l̩
izzard	ɪ z ə ɹ d
izzie	ɪ z i
izzy	ɪ z i
j	d ʒ e ɪ
j	d͡ʒ e ɪ
j'accuse	ʒ ə k j uː z
jab	d ʒ æ b
jabbed	d ʒ æ b d
jabber	d ʒ æ b ə ɹ
jabberwocky	d ʒ æ b ɚ w ɑ k i
jabberwocky	d ʒ æ b ɚ w ɔ k i
jabberwocky	d͡ʒ æ b ɚ w ɔ k i
jabbing	d ʒ æ b ɪ ŋ
jabbings	d ʒ æ b ɪ ŋ z
jabby	d ʒ æ b i
jabiru	d ʒ æ b ɪ ɹ uː
jaboticaba	d ʒ æ b ɒ t ɪ k ɑː b ə
jabroni	d ʒ ə b ɹ o ʊ n i
jabs	d ʒ æ b z
jacal	h ə k ɑː l
jacana	d ʒ æ k ɑː n ə
jace	d ʒ e ɪ s
jacinth	d ʒ e ɪ s ɪ n θ
jacinth	d ʒ æ s ɪ n θ
jack	d ʒ æ k
jackal	d ʒ æ k ə l
jackalope	d ʒ æ k ə l o ʊ p
jackboot	d ʒ æ k b uː t
jackbooted	d͡ʒ æ k b u t ɪ d
jacked	d ʒ æ k t
jacker	d ʒ æ k ə ɹ
jackers	d ʒ æ k ə ɹ z
jacket	d͡ʒ æ k ə t
jacket	d͡ʒ æ k ɪ t
jackie	d ʒ æ k i
jacking	d ʒ æ k ɪ ŋ
jackings	d ʒ æ k ɪ ŋ z
jackpudding	d ʒ æ k p ʊ d ɪ ŋ
jacks	d ʒ æ k s
jackson	d ʒ æ k s ə n
jacksonian	d ʒ æ k s o ʊ n i ə n
jacky	d ʒ æ k i
jacob	d͡ʒ e ɪ k ə b
jacobian	d ʒ ə k o ʊ b i ə n
jacobian	j ɑː k ə ʊ b i ə n
jacobite	d͡ʒ æ k ə b a ɪ t
jacobs	d͡ʒ e ɪ k ə b z
jacobson	d͡ʒ e ɪ k ə b s ə n
jaconet	d͡ʒ æ k ə n ɪ t
jacques	d͡ʒ æ k
jacques	ʒ ɑː k
jactitation	d ʒ æ k t ɪ t e ɪ ʃ ə n
jacuzzi	d ʒ ə k u z i
jacuzzi	d ʒ ə k uː z i
jade	d͡ʒ e ɪ d
jaded	d ʒ e ɪ d ɪ d
jadeite	d ʒ e ɪ d a ɪ t
jadoo	d ʒ ɑː d uː
jaffa	d͡ʒ ɑ f ə
jag	d͡ʒ æ ɡ
jager	j e ɪ ɡ ɚ
jagerbomb	j e ɪ ɡ ɚ b ɑ m
jagged	d ʒ æ ɡ d
jagged	d ʒ æ ɡ ɪ d
jagger	d ʒ æ ɡ ə ɹ
jaggery	d ʒ æ ɡ ə ɹ i
jaggy	d ʒ æ ɡ i
jagirdar	d ʒ æ ɡ ɝ d ɑ ɹ
jaguar	d ʒ æ ɡ j u ɑ ɹ
jaguar	d ʒ æ ɡ w ɑ ɹ
jahannam	d͡ʒ ə h æ n ə m
jahannam	d͡ʒ ə h ɑ n ə m
jai	d ʒ e ɪ
jail	d ʒ e ɪ l
jailbait	d ʒ e ɪ l b e ɪ t
jailed	d ʒ e ɪ l d
jailer	d͡ʒ e ɪ l ə ɹ
jailing	d ʒ e ɪ l ɪ ŋ
jailings	d ʒ e ɪ l ɪ ŋ z
jails	d ʒ e ɪ l z
jain	d ʒ a ɪ n
jain	d ʒ e ɪ n
jainism	d ʒ e ɪ n ɪ z m̩
jakarta	d͡ʒ ə k ɑː ɹ t ə
jake	d͡ʒ e ɪ k
jakes	d ʒ e ɪ k s
jakes	d͡ʒ e ɪ k s
jakie	d͡ʒ e ɪ k i
jakobsonian	j ɑ k ə b s o ʊ n i ə n
jakun	d ʒ ʌ k u n
jalapeño	h æ l ə p e ɪ n j o ʊ
jalapeño	h æ l ə p e ɪ n o ʊ
jalapeño	h æ l ə p i n o ʊ
jalapeño	h ɑ l ə p e ɪ n j o ʊ
jalapeño	h ɑ l ə p e ɪ n o ʊ
jalapeño	h ɑ l ə p i n j o ʊ
jalapeño	h ɑ l ə p i n o ʊ
jaleo	h ɑː l e ɪ ə ʊ
jalopy	d ʒ ə l ɒ p i
jalouse	d͡ʒ ə l uː z
jalousie	d ʒ æ l ə s iː
jam	d ʒ æ m
jamaat	d͡ʒ ə m ɑː t
jamaat	d͡ʒ ə m ɑː ʔ ə t
jamaica	d ʒ ə m e ɪ k ə
jamaican	d ʒ ə m e ɪ k ə n
jamb	d ʒ æ m
jambalaya	d ʒ æ m b ə l a ɪ ə
jambalaya	d ʒ ʌ m b ə l a ɪ ə
james	d͡ʒ e ɪ m z
jameson	d͡ʒ e ɪ m ə s ə n
jamie	d ʒ e ɪ m i
jammer	d ʒ æ m ɚ
jammers	d ʒ a m ə ɹ z
jammers	d ʒ æ m ə ɹ z
jamming	d ʒ æ m ɪ ŋ
jammy	d ʒ æ m i
jamoke	d͡ʒ ə m ə ʊ k
jams	d͡ʒ æ m z
jan	d ʒ æ n
jan	j æ n
jan	j ɑ n
jandal	d ʒ æ n d ə l
jane	d ʒ e ɪ n
jane	d͡ʒ e ɪ n
janet	d͡ʒ æ n ɪ t
jangle	d ʒ æ ŋ ɡ ə l
jangly	d ʒ æ ŋ ɡ l i
janine	d ʒ ə n iː n
janissary	d ʒ æ n ə z e ɹ i
janitor	d͡ʒ æ n ɪ t ɚ
janjina	j ɑː n j ɪ n ə
janken	d ʒ ɑː ŋ k ɛ n
janky	d͡ʒ æ ŋ k i
januaries	d ʒ æ n j u ɛ ɹ i z
january	d͡ʒ æ n j u æ ɹ i
january	d͡ʒ æ n j u ɛ ɹ i
januarys	d ʒ æ n j u ɛ ɹ i z
janus	d ʒ e ɪ n ə s
jap	d ʒ æ p
japan	d ʒ ə p æ n
japanese	d ʒ æ p ə n iː z
japanophilia	d ʒ ə p æ n ə f ɪ l i ə
jape	d͡ʒ e ɪ p
japheth	d ʒ e ɪ f ɛ ð
japheth	d ʒ e ɪ f ɛ θ
japheth	d ʒ e ɪ f ɪ θ
japonia	d ʒ æ p ə ʊ n i ə
japonic	d͡ʒ ə p ɒ n ɪ k
japonica	d ʒ ə p ɑ n ɪ k ə
jar	d ʒ ɑ ɹ
jared	d ʒ æ ɹ ə d
jargle	d͡ʒ ɑː ɹ ɡ ə l
jargon	d ʒ ɑ ɹ ɡ ə n
jargoon	d͡ʒ ɑ ɹ ɡ uː n
jarl	j ɑ ɹ l
jarrah	d ʒ æ ɹ ə
jasmine	d ʒ æ z m ɪ n
jasper	d ʒ æ s p ɚ
jaunce	d͡ʒ ɔː n s
jaundice	d ʒ ɔ n d ɪ s
jaundiced	d͡ʒ ɔː n d ɪ s t
jaunt	d ʒ ɔː n t
jauntily	d ʒ ɑ n t ɪ l i
jauntily	d ʒ ɔ n t ɪ l i
jaunty	d ʒ ɔː n t i
jaurès	ʒ ɔː ɹ ɛ s
java	d ʒ ɑː v ə
javan	d ʒ ɑː v ə n
javanka	d͡ʒ ə v æ ŋ k ə
javans	d ʒ ɑː v ə n z
javascript	d ʒ ɑː v ə s k ɹ ɪ p t
javelin	d ʒ æ v l ɪ n
javelin	d ʒ æ v ə l ɪ n
javertian	ʒ ə v ɛ ɹ ʃ ə n
jaw	d͡ʒ ɑ
jaw	d͡ʒ ɔ
jawan	d ʒ ə w ɑː n
jawi	d͡ʒ æ w i
jawi	d͡ʒ ɑː w i
jawn	d͡ʒ ɔː n
jaws	d͡ʒ ɔː z
jay	d ʒ e ɪ
jayla	d ʒ e ɪ l ə
jays	d ʒ e ɪ z
jaysus	d ʒ e ɪ z ə s
jaywalk	d ʒ e ɪ w ɑː k
jaywalk	d ʒ e ɪ w ɔː k
jazz	d͡ʒ æ z
jazzed	d ʒ æ z d
jazzes	d ʒ æ z ɪ z
jazzing	d ʒ æ z ɪ ŋ
jazzy	d ʒ æ z i
jaén	h ɑ e ɪ n
jbiebs	d ʒ e ɪ b i b s
jealous	d ʒ ɛ l ə s
jealousy	d ʒ ɛ l ə s i
jean	d ʒ iː n
jeannette	d ʒ ə n ɛ t
jeans	d͡ʒ iː n z
jeb	d ʒ ɛ b
jebel	d ʒ ɛ b ə l
jedek	d ʒ ə d ɛ k
jedi	d ʒ ɛ d a ɪ
jedicide	d͡ʒ ɛ d ɪ s a ɪ d
jedidiah	d͡ʒ ɛ d ɪ d a ɪ ə
jeep	d ʒ iː p
jeepney	d͡ʒ iː p n i
jeeps	d ʒ iː p s
jeer	d ʒ ɪ ɹ
jeera	d ʒ iː ɹ ə
jeet	d ʒ i t
jeet	d ʒ i ʔ
jeeves	d͡ʒ i v z
jeff	d ʒ ɛ f
jefferson	d͡ʒ ɛ f ɚ s ə n
jeffrey	d ʒ ɛ f ɹ i
jegging	d ʒ ɛ ɡ ɪ ŋ
jeggings	d ʒ ɛ ɡ ɪ ŋ z
jehovah	d ʒ ə h o ʊ v ə
jehovist	d ʒ ə h o ʊ v ɨ s t
jehovistic	d ʒ i h o ʊ v ɪ s t ɪ k
jehovistic	d ʒ ə h o ʊ v ɪ s t ɪ k
jejune	d ʒ i d ʒ uː n
jejune	d ʒ ə d ʒ uː n
jejune	ʒ ə ʒ uː n
jekkie	d ʒ ɛ k i
jel	d ʒ ɛ l
jelena	d ʒ ə l iː n ə
jelena	j ɛ l e ɪ n ə
jell	d ʒ ɛ l
jello	d ʒ ɛ l o ʊ
jelly	d͡ʒ ɛ l i
jellyfish	d ʒ ɛ l i f ɪ ʃ
jelq	d ʒ ɛ l k
jenglish	d ʒ ɪ ŋ ɡ l ɪ ʃ
jenkin	d ʒ ɛ ŋ k ɪ n
jenkins	d ʒ ɛ ŋ k ɪ n z
jennifer	d ʒ ɛ n ɪ f ɚ
jennings	d ʒ ɛ n ɪ ŋ z
jenny	d͡ʒ ɛ n i
jensen	d ʒ ɛ n s ə n
jentacular	d ʒ ɛ n t æ k j ə l ə ɹ
jeofail	d ʒ ɛ f e ɪ l
jeopard	d͡ʒ ɛ p ə ɹ d
jeopardy	d͡ʒ ɛ p ɚ d i
jepson	d͡ʒ ɛ p s ə n
jeremiad	d ʒ ɛ ɹ ə m a ɪ ə d
jeremy	d ʒ ɛ ɹ m i
jeremy	d ʒ ɛ ɹ ə m i
jeremy	d ʒ ɛ ɹ ɪ m i
jeremy	d ʒ ɜ ɹ m i
jerk	d͡ʒ ɝ k
jerkin	d ʒ ɜ ɹ k ɪ n
jerkwater	d ʒ ɚ k w ɔ t ɚ
jerky	d ʒ ɝ k i
jeroboam	d ʒ ɛ ɹ ə b o ʊ ə m
jerome	d ʒ ə ɹ ə ʊ m
jerry	d͡ʒ ɛ ɹ i
jerrycan	d͡ʒ ɛ ɹ i k æ n
jersey	d ʒ ɝ z i
jerusalem	d͡ʒ ə ɹ uː s ə l ə m
jerusalem	d͡ʒ ə ɹ uː z ə l ə m
jess	d ʒ ɛ s
jessamy	d ʒ ɛ s ə m i
jessamy	d ʒ ɛ s ə m ɪ
jesse	d͡ʒ ɛ s i
jesses	d͡ʒ ɛ s iː z
jesses	d͡ʒ ɛ s ə z
jesses	d͡ʒ ɛ s ɪ z
jessica	d ʒ ɛ s ɪ k ə
jessup	d ʒ ɛ s ə p
jest	d ʒ ɛ s t
jested	d ʒ ɛ s t ɪ d
jester	d ʒ ɛ s t ɚ
jesting	d ʒ ɛ s t ɪ ŋ
jestings	d ʒ ɛ s t ɪ ŋ z
jests	d ʒ ɛ s t s
jesu	d ʒ e ɪ s uː
jesu	d ʒ e ɪ z uː
jesu	d ʒ iː s uː
jesu	d ʒ iː z uː
jesu	j e ɪ s uː
jesu	j e ɪ z uː
jesuism	d ʒ ɛ z u ɪ z ə m
jesuit	d ʒ ɛ z u ɪ t
jesuitic	d ʒ ɛ z j u ɪ t ɪ k
jet	d ʒ ɛ t
jete	ʒ ɛ t e ɪ
jethro	d ʒ ɛ θ ɹ o ʊ
jets	d ʒ ɛ t s
jetsam	d͡ʒ ɛ t s ə m
jetted	d ʒ ɛ t ɪ d
jetting	d ʒ ɛ t ɪ ŋ
jettison	d ʒ ɛ ɾ ɪ s n̩
jetty	d ʒ ɛ t i
jew	d ʒ uː
jewbush	d ʒ uː b ʊ ʃ
jewed	d ʒ uː d
jewel	d ʒ u l
jewel	d ʒ u ə l
jeweler	d ʒ u ə l ɚ
jewellery	d ʒ uː l ɹ i
jewellery	d ʒ uː ə l ɹ i
jewels	d ʒ u l z
jewels	d ʒ u ə l z
jewish	d ʒ uː ɪ ʃ
jewry	d ʒ uː ɹ i
jews	d ʒ uː z
jewy	d͡ʒ uː i
jez	d ʒ ɛ z
jezebel	d ʒ ɛ z ə b ɛ l
jharal	d ʒ ɑ ɹ ə ɫ
jharkhand	d͡ʒ ɑː ɹ k ə n d
jheel	d ʒ iː l
jib	d ʒ ɪ b
jibe	d ʒ a ɪ b
jicama	h iː k ə m ə
jicama	h ɪ k ə m ə
jiff	d ʒ ɪ f
jiffy	d͡ʒ ɪ f i
jig	d͡ʒ ɪ ɡ
jiggambob	d͡ʒ ɪ ɡ ə m b ɒ b
jigged	d ʒ ɪ ɡ d
jigger	d ʒ ɪ ɡ ɚ
jiggered	d ʒ ɪ ɡ ɚ d
jigget	d ʒ ɪ ɡ ə t
jigging	d ʒ ɪ ɡ ɪ ŋ
jiggings	d ʒ ɪ ɡ ɪ ŋ z
jiggish	d ʒ ɪ ɡ ɪ ʃ
jiggle	d ʒ ɪ ɡ ə l
jiggly	d ʒ ɪ ɡ l i
jiggly	d ʒ ɪ ɡ ə l i
jiggy	d ʒ ɪ ɡ i
jigs	d ʒ ɪ ɡ z
jihad	d ʒ ə h ɑː d
jihad	d ʒ ɪ h ɑː d
jildi	d͡ʒ ɪ l d i
jildy	d͡ʒ ɪ l d i
jilin	d͡ʒ iː l ɪ n
jill	d ʒ ɪ l
jillion	j ɪ l j ə n
jilt	d ʒ ɪ l t
jilted	d ʒ ɪ l t ɪ d
jilting	d ʒ ɪ l t ɪ ŋ
jiltings	d ʒ ɪ l t ɪ ŋ z
jilts	d ʒ ɪ l t s
jim	d ʒ ɪ m
jimbo	d ʒ ɪ m b o ʊ
jimmer	d ʒ ɪ m ə ɹ
jimmy	d ʒ ɪ m i
jimps	d͡ʒ ɪ m p s
jinan	d͡ʒ iː n ɑː n
jingle	d ʒ ɪ ŋ ɡ ə l
jingly	d ʒ ɪ ŋ ɡ l i
jingo	d ʒ ɪ ŋ ɡ o ʊ
jingoism	d ʒ ɪ ŋ ɡ ə ʊ ɪ z ə m
jingoistic	d ʒ ɪ ŋ ɡ o ʊ ɪ s t ɪ k
jingpo	d ʒ ɪ ŋ p o ʊ
jinhua	d͡ʒ ɪ n h w ɑː
jinkies	d ʒ ɪ ŋ k i z
jinks	d ʒ ɪ ŋ k s
jinn	d͡ʒ ɪ n
jinricksha	d͡ʒ ɪ n ɹ ɪ k ʃ ə
jinrickshaw	d͡ʒ ɪ n ɹ ɪ k ʃ ɔː
jinriksha	d͡ʒ ɪ n ɹ ɪ k ʃ ə
jint	d ʒ a ɪ n t
jinx	d ʒ ɪ ŋ k s
jism	d ʒ ɪ z ə m
jit	d ʒ ɪ t
jitterbug	d͡ʒ ɪ t ə ɹ b ʌ ɡ
jittery	d ʒ ɪ t ə ɹ i
jive	d ʒ a ɪ v
jived	d ʒ a ɪ v d
jives	d ʒ a ɪ v z
jiving	d ʒ a ɪ v ɪ ŋ
jizz	d ʒ ɪ z
jo	d ʒ o ʊ
joab	d͡ʒ ə ʊ æ b
joachim	d ʒ o ʊ ə k ɪ m
joan	d ʒ o ʊ n
joanna	d ʒ o ʊ æ n ə
joanna	d͡ʒ ə ʊ æ n ə
joanne	d ʒ ə ʊ æ n
joaquin	h w ɑ k iː n
joaquin	w ɑ k iː n
job	d ʒ ə ʊ b
job	d͡ʒ ɑ b
jobation	d ʒ ə ʊ b e ɪ ʃ ə n
jobe	d͡ʒ ə ʊ b
jobsworth	d͡ʒ ɑ b z w ɚ θ
jochebed	j ɒ k ɪ b ɛ d
jocose	d ʒ o ʊ k o ʊ s
jocose	d ʒ ə k o ʊ s
jocular	d ʒ ɑ k j ə l ɚ
jocularity	d ʒ ɑ k j ə l ɛ ɹ ɪ t i
jocund	d ʒ o ʊ k ə n d
jocund	d ʒ ɑ k ə n d
jodhpur	d͡ʒ ɒ d p ə ɹ
jodhpurs	d ʒ ɑ d p ɚ z
jody	d ʒ o ʊ d i
joe	d ʒ o ʊ
joel	d ʒ o ʊ ə l
joey	d͡ʒ o ʊ i
jog	d ʒ ɑ ɡ
jogger	d ʒ ɑː ɡ ɚ
jogging	d ʒ ɑ ɡ ɪ ŋ
joggle	d ʒ ɒ ɡ ə l
joh	d͡ʒ ə ʊ
johannine	d ʒ o ʊ h æ n a ɪ n
john	d ʒ ɑ n
johnny	d ʒ ɑ n i
johnnycake	d ʒ ɑː n iː k e ɪ k
johnson	d ʒ ɑ n s ə n
join	d ʒ ɔ ɪ n
joined	d ʒ ɔ ɪ n d
joiner	d ʒ ɔ ɪ n ɚ
joining	d ʒ ɔ ɪ n ɪ ŋ
joinings	d ʒ ɔ ɪ n ɪ ŋ z
joins	d ʒ ɔ ɪ n z
joint	d ʒ ɔ ɪ n t
jointed	d ʒ ɔ ɪ n t ɪ d
jointing	d ʒ ɔ ɪ n t ɪ ŋ
jointings	d ʒ ɔ ɪ n t ɪ ŋ z
jointress	d ʒ ɔ ɪ n t ɹ ɪ s
joints	d ʒ ɔ ɪ n t s
joist	d ʒ ɔ ɪ s t
jojoba	h o ʊ h o ʊ b ə
jojoba	h ə h o ʊ b ə
joke	d ʒ o ʊ k
joker	d ʒ o ʊ k ɚ
jokes	d ʒ o ʊ k s
jokester	d ʒ o ʊ k s t ɚ
joking	d ʒ o w k ɪ ŋ
jokul	j o ʊ k ə l
jollier	d ʒ ɑ l i ɚ
jolliest	d ʒ ɑ l i ɪ s t
jollop	d͡ʒ ɒ l ə p
jolly	d ʒ ɑ l i
jolt	d ʒ o ʊ l t
jolting	d͡ʒ o ʊ l t ɪ ŋ
joly	d ʒ ɑ l i
jonah	d ʒ o ʊ n ə
jonathan	d ʒ ɑ n ə θ ə n
jones	d ʒ o ʊ n z
jones	d͡ʒ o ʊ n z
jongleur	d͡ʒ ɑ ŋ ɡ l ɚ
jongleur	ʒ ɔ̃ ɡ l ɝ
jonquil	d ʒ ɑ ŋ k w ə l
jordan	d ʒ ɔ ɹ d ə n
jordan	d͡ʒ ɔ ɹ d n̩
jordanian	d͡ʒ ɔ ɹ d e ɪ n i ə n
jorum	d ʒ o ʊ ɹ ə m
jorum	d ʒ ɔ ɹ ə m
jose	h o ʊ z e ɪ
joseon	d͡ʒ o ʊ s ʌ n
joseph	d ʒ o ʊ s ə f
joseph	d͡ʒ o ʊ s ə f
joseph	d͡ʒ o ʊ z ə f
josephine	d ʒ o ʊ s ə f iː n
josh	d͡ʒ ɑ ʃ
joshua	d͡ʒ ɒ ʃ uː ə
josiah	d͡ʒ o ʊ z a ɪ ə
jostle	d ʒ ɑ s ə l
