あ	a̠
じょじゅつ	d͡ʑ o̞ ʑ ɨᵝ t͡s ɨᵝ
じょじょう	d͡ʑ o̞ ʑ o̞ː
じょじょうし	d͡ʑ o̞ ʑ o̞ː ɕ i
じょすう	d͡ʑ o̞ s ɨᵝː
じょすうし	d͡ʑ o̞ s ɨᵝː ɕ i
じょせい	d͡ʑ o̞ s e̞ː
じょせいご	d͡ʑ o̞ s e̞ː ɡ o̞
じょせつ	d͡ʑ o̞ s e̞ t͡s ɨᵝ
じょせつしゃ	d͡ʑ o̞ s e̞ t͡s ɨᵝ ɕ a̠
じょそう	d͡ʑ o̞ s o̞ː
じょそうざい	d͡ʑ o̞ s o̞ː z a̠ i
じょそんだんぴ	d͡ʑ o̞ s õ̞ n d ã̠ m pʲ i
じょたい	d͡ʑ o̞ t a̠ i
じょちょう	d͡ʑ o̞ t͡ɕ o̞ː
じょてい	d͡ʑ o̞ t e̞ː
じょねんざい	d͡ʑ o̞ n ẽ̞ n d͡z a̠ i
じょのくち	d͡ʑ o̞ n o̞ k ɯ̟ᵝ t͡ɕ i
じょはきゅう	d͡ʑ o̞ h a̠ kʲ ɨᵝː
じょぶん	d͡ʑ o̞ b ɯ̟̃ᵝ ɴ
じょほう	d͡ʑ o̞ h o̞ː
じょまく	d͡ʑ o̞ m a̠ k ɯ̟ᵝ
じょまくしき	d͡ʑ o̞ m a̠ k ɯ̟ᵝ ɕ i kʲ i
じょめい	d͡ʑ o̞ m e̞ː
じょゆう	d͡ʑ o̞ j ɯ̟ᵝː
じょれつ	d͡ʑ o̞ ɾ e̞ t͡s ɨᵝ
じょろ	d͡ʑ o̞ ɾ o̞
じょろう	d͡ʑ o̞ ɾ o̞ː
じょろうぐも	d͡ʑ o̞ ɾ o̞ː ɡ ɯ̟ᵝ m o̞
じょんがら	d͡ʑ õ̞ ŋ ɡ a̠ ɾ a̠
じらい	d͡ʑ i ɾ a̠ i
じりつ	d͡ʑ i ɾʲ i t͡s ɨᵝ
じりつご	d͡ʑ i ɾʲ i t͡s ɨᵝ ɡ o̞
じりん	d͡ʑ i ɾʲ ĩ ɴ
じれい	d͡ʑ i ɾ e̞ː
じれったい	d͡ʑ i ɾ e̞ t̚ t a̠ i
じろう	d͡ʑ i ɾ o̞ː
じろん	d͡ʑ i ɾ õ̞ ɴ
じわり	d͡ʑ i ɰᵝ a̠ ɾʲ i
じん	d͡ʑ ĩ ɴ
じんい	d͡ʑ ĩ ɰ̃ i
じんいてき	d͡ʑ ĩ ɰ̃ i t e̞ kʲ i
じんいん	d͡ʑ ĩ ɰ̃ ĩ ɴ
じんかく	d͡ʑ ĩ ŋ k a̠ k ɯ̟ᵝ
じんがい	d͡ʑ ĩ ŋ ɡ a̠ i
じんぎ	d͡ʑ ĩ ŋʲ ɡʲ i
じんけん	d͡ʑ ĩ ŋ k ẽ̞ ɴ
じんけんひ	d͡ʑ ĩ ŋ k ẽ̞ ɰ̃ ç i
じんこ	d͡ʑ ĩ ŋ k o̞
じんこう	d͡ʑ ĩ ŋ k o̞ː
じんこうえいせい	d͡ʑ ĩ ŋ k o̞ː e̞ː s e̞ː
じんこうげんご	d͡ʑ ĩ ŋ k o̞ː ɡ ẽ̞ ŋ ɡ o̞
じんこうこうう	d͡ʑ ĩ ŋ k o̞ː k o̞ː ɯ̟ᵝ
じんこうしば	d͡ʑ ĩ ŋ k o̞ː ɕ i b a̠
じんこうせいめい	d͡ʑ ĩ ŋ k o̞ː s e̞ː m e̞ː
じんこうちのう	d͡ʑ ĩ ŋ k o̞ː t͡ɕ i n o̞ː
じんこうみつど	d͡ʑ ĩ ŋ k o̞ː mʲ i t͡s ɨᵝ d o̞
じんこつ	d͡ʑ ĩ ŋ k o̞ t͡s ɨᵝ
じんざい	d͡ʑ ĩ n d͡z a̠ i
じんしゅさべつ	d͡ʑ ĩ ɰ̃ ɕ ɨᵝ s a̠ b e̞ t͡s ɨᵝ
じんしゅさべつしゅぎしゃ	d͡ʑ ĩ ɰ̃ ɕ ɨᵝ s a̠ b e̞ t͡s ɨᵝ ɕ ɨᵝ ɡʲ i ɕ a̠
じんしゅしゅぎ	d͡ʑ ĩ ɰ̃ ɕ ɨᵝ ̥ ɕ ɨᵝ ɡʲ i
じんしょう	d͡ʑ ĩ ɰ̃ ɕ o̞ː
じんしんこうげき	d͡ʑ ĩ ɰ̃ ɕ ĩ ŋ k o̞ː ɡ e̞ kʲ i
じんしんじこ	d͡ʑ ĩ ɰ̃ ɕ ĩ ɲ̟ d͡ʑ i k o̞
じんしんばいばい	d͡ʑ ĩ ɰ̃ ɕ ĩ m b a̠ i b a̠ i
じんじ	d͡ʑ ĩ ɲ̟ d͡ʑ i
じんじゃ	d͡ʑ ĩ ɲ̟ d͡ʑ a̠
じんじゅうきょうつうかんせんしょう	d͡ʑ ĩ ɲ̟ d͡ʑ ɨᵝː kʲ o̞ː t͡s ɨᵝː k ã̠ ɰ̃ s ẽ̞ ɰ̃ ɕ o̞ː
じんずう	d͡ʑ i ɴ d͡z u͍ː
じんずう	d͡ʑ i ɴ t͡s u͍ː
じんずう	d͡ʑ i ɴ z u͍ː
じんずうりき	d͡ʑ ĩ n t͡s ɨᵝː ɾʲ i kʲ i
じんせい	d͡ʑ ĩ ɰ̃ s e̞ː
じんせいかん	d͡ʑ ĩ ɰ̃ s e̞ː k ã̠ ɴ
じんせん	d͡ʑ ĩ ɰ̃ s ẽ̞ ɴ
じんそく	d͡ʑ ĩ ɰ̃ s o̞ k ɯ̟ᵝ
じんぞう	d͡ʑ ĩ n d͡z o̞ː
じんぞうけんし	d͡ʑ ĩ n d͡z o̞ː k ẽ̞ ɰ̃ ɕ i
じんぞうにんげん	d͡ʑ ĩ n d͡z o̞ː ɲ̟ ĩ ŋ ɡ ẽ̞ ɴ
じんたい	d͡ʑ ĩ n t a̠ i
じんだい	d͡ʑ ĩ n d a̠ i
じんち	d͡ʑ ĩ ɲ̟ t͡ɕ i
じんちく	d͡ʑ ĩ ɲ̟ t͡ɕ i k ɯ̟ᵝ
じんちくむがい	d͡ʑ ĩ ɲ̟ t͡ɕ i k ɯ̟ᵝ m ɯ̟ᵝ ɡ a̠ i
じんちょうげ	d͡ʑ ĩ ɲ̟ t͡ɕ o̞ː ɡ e̞
じんつう	d͡ʑ ĩ n t͡s ɨᵝː
じんとく	d͡ʑ ĩ n t o̞ k ɯ̟ᵝ
じんどう	d͡ʑ ĩ n d o̞ː
じんどうてき	d͡ʑ ĩ n d o̞ː t e̞ kʲ i
じんどる	d͡ʑ ĩ n d o̞ ɾ ɯ̟ᵝ
じんにん	d͡ʑ ĩ ɲ̟ ɲ̟ ĩ ɴ
じんば	d͡ʑ ĩ m b a̠
じんばきゅう	d͡ʑ ĩ m b a̠ kʲ ɨᵝː
じんぶつ	d͡ʑ ĩ m b ɯ̟ᵝ t͡s ɨᵝ
じんぶん	d͡ʑ ĩ m b ɯ̟̃ᵝ ɴ
じんぶんがく	d͡ʑ ĩ m b ɯ̟̃ᵝ ŋ ɡ a̠ k ɯ̟ᵝ
じんぶんしゅぎ	d͡ʑ ĩ m b ɯ̟̃ᵝ ɰ̃ ɕ ɨᵝ ɡʲ i
じんべい	d͡ʑ ĩ m b e̞ː
じんべいざめ	d͡ʑ ĩ m b e̞ː z a̠ m e̞
じんべえ	d͡ʑ ĩ m b e̞ e̞
じんべえざめ	d͡ʑ ĩ m b e̞ e̞ z a̠ m e̞
じんぼう	d͡ʑ ĩ m b o̞ː
じんみん	d͡ʑ ĩ mʲː ĩ ɴ
じんみんみんしゅどくさい	d͡ʑ ĩ mʲː ĩ mʲː ĩ ɰ̃ ɕ ɨᵝ d o̞ k ɯ̟ᵝ s a̠ i
じんめい	d͡ʑ ĩ mː e̞ː
じんめいようかんじ	d͡ʑ ĩ mː e̞ː j o̞ː k ã̠ ɲ̟ d͡ʑ i
じんめんぎょ	d͡ʑ ĩ mː ẽ̞ ŋʲ ɡʲ o̞
じんもん	d͡ʑ ĩ mː õ̞ ɴ
じんらい	d͡ʑ ĩ n ɾ a̠ i
じんりきしゃ	d͡ʑ ĩ n ɾʲ i kʲ i̥ ɕ a̠
じんりょく	d͡ʑ ĩ n ɾʲ o̞ k ɯ̟ᵝ
じんるい	d͡ʑ ĩ n ɾ ɯ̟ᵝ i
じんるいがく	d͡ʑ ĩ n ɾ ɯ̟ᵝ i ɡ a̠ k ɯ̟ᵝ
じんわ	d͡ʑ ĩ ɰ̃ ɰᵝ a̠
す	s ɨᵝ
すあし	s ɨᵝ a̠ ɕ i
すぃ	sʲ i
すい	s ɨᵝ i
すいあげる	s ɨᵝ i a̠ ɡ e̞ ɾ ɯ̟ᵝ
すいあつ	s ɨᵝ i a̠ t͡s ɨᵝ
すいい	s ɨᵝ i i
すいい	s ɨᵝ iː
すいいき	s ɨᵝ i i kʲ i
すいうん	s ɨᵝ i ɯ̟̃ᵝ ɴ
すいえい	s ɨᵝ i e̞ː
すいおん	s ɨᵝ i õ̞ ɴ
すいか	s ɨᵝ i k a̠
すいかとう	s ɨᵝ i k a̠ t o̞ː
すいかわり	s ɨᵝ i k a̠ ɰᵝ a̠ ɾʲ i
すいかん	s ɨᵝ i k ã̠ ɴ
すいがい	s ɨᵝ i ɡ a̠ i
すいがら	s ɨᵝ i ɡ a̠ ɾ a̠
すいがん	s ɨᵝ i ɡ ã̠ ɴ
すいきゅう	s ɨᵝ i kʲ ɨᵝː
すいぎゅう	s ɨᵝ i ɡʲ ɨᵝː
すいぎょうざ	s ɨᵝ i ɡʲ o̞ː z a̠
すいぎん	s ɨᵝ i ɡʲ ĩ ɴ
すいけい	s ɨᵝ i k e̞ː
すいけん	s ɨᵝ i k ẽ̞ ɴ
すいげん	s ɨᵝ i ɡ ẽ̞ ɴ
すいげんち	s ɨᵝ i ɡ ẽ̞ ɲ̟ t͡ɕ i
すいこう	s ɨᵝ i k o̞ː
すいこでん	s ɨᵝ i k o̞ d ẽ̞ ɴ
すいこみ	s ɨᵝ i k o̞ mʲ i
すいこむ	s ɨᵝ i k o̞ m ɯ̟ᵝ
すいさい	s ɨᵝ i s a̠ i
すいさいが	s ɨᵝ i s a̠ i ɡ a̠
すいさつ	s ɨᵝ i s a̠ t͡s ɨᵝ
すいさん	s ɨᵝ i s ã̠ ɴ
すいさんか	s ɨᵝ i s ã̠ ŋ k a̠
すいさんき	s ɨᵝ i s ã̠ ŋʲ kʲ i
すいしたい	s ɨᵝ i ɕ i t a̠ i
すいしつ	s ɨᵝ i ɕ i̥ t͡s ɨᵝ
すいしつおせん	s ɨᵝ i ɕ i t͡s ɨᵝ o̞ s ẽ̞ ɴ
すいしゃ	s ɨᵝ i ɕ a̠
すいしゅ	s ɨᵝ i ɕ ɨᵝ
すいしょう	s ɨᵝ i ɕ o̞ː
すいしょうきゅう	s ɨᵝ i ɕ o̞ː kʲ ɨᵝː
すいしょうたい	s ɨᵝ i ɕ o̞ː t a̠ i
すいしん	s ɨᵝ i ɕ ĩ ɴ
すいしんき	s ɨᵝ i ɕ ĩ ŋʲ kʲ i
すいじ	s ɨᵝ i ʑ i
すいじゃく	s ɨᵝ i ʑ a̠ k ɯ̟ᵝ
すいじゅん	s ɨᵝ i ʑ ɨ̃ᵝ ɴ
すいじょう	s ɨᵝ i ʑ o̞ː
すいじょうき	s ɨᵝ i ʑ o̞ː kʲ i
すいじょうきょうぎ	s ɨᵝ i ʑ o̞ː kʲ o̞ː ɡʲ i
すいじん	s ɨᵝ i ʑ ĩ ɴ
すいせい	s ɨᵝ i s e̞ː
すいせいがん	s ɨᵝ i s e̞ː ɡ ã̠ ɴ
すいせき	s ɨᵝ i s e̞ kʲ i
すいせん	s ɨᵝ i s ẽ̞ ɴ
すいせんじょう	s ɨᵝ i s ẽ̞ ɲ̟ d͡ʑ o̞ː
すいぜん	s ɨᵝ i z ẽ̞ ɴ
すいそ	s ɨᵝ i s o̞
すいそう	s ɨᵝ i s o̞ː
すいそうがく	s ɨᵝ i s o̞ː ɡ a̠ k ɯ̟ᵝ
すいそか	s ɨᵝ i s o̞ k a̠
すいそく	s ɨᵝ i s o̞ k ɯ̟ᵝ
すいそばくだん	s ɨᵝ i s o̞ b a̠ k ɯ̟ᵝ d ã̠ ɴ
すいぞう	s ɨᵝ i z o̞ː
すいぞくかん	s ɨᵝ i z o̞ k ɯ̟̊ᵝ k ã̠ ɴ
すいたい	s ɨᵝ i t a̠ i
すいたいさいぼう	s ɨᵝ i t a̠ i s a̠ i b o̞ː
すいちゅう	s ɨᵝ i t͡ɕ ɨᵝː
すいちょく	s ɨᵝ i t͡ɕ o̞ k ɯ̟ᵝ
すいつく	s ɨᵝ i t͡s ɨᵝ k ɯ̟ᵝ
すいてい	s ɨᵝ i t e̞ː
すいてき	s ɨᵝ i t e̞ kʲ i
すいでん	s ɨᵝ i d ẽ̞ ɴ
すいとう	s ɨᵝ i t o̞ː
すいとうがかり	s ɨᵝ i t o̞ː ɡ a̠ k a̠ ɾʲ i
すいとりがみ	s ɨᵝ i t o̞ ɾʲ i ɡ a̠ mʲ i
すいとる	s ɨᵝ i t o̞ ɾ ɯ̟ᵝ
すいどう	s ɨᵝ i d o̞ː
すいどうきょう	s ɨᵝ i d o̞ː kʲ o̞ː
すいはん	s ɨᵝ i h ã̠ ɴ
すいはんき	s ɨᵝ i h ã̠ ŋʲ kʲ i
すいばく	s ɨᵝ i b a̠ k ɯ̟ᵝ
すいふ	s ɨᵝ i ɸ ɯ̟ᵝ
すいぶん	s ɨᵝ i b ɯ̟̃ᵝ ɴ
すいへい	s ɨᵝ i h e̞ː
すいへいせん	s ɨᵝ i h e̞ː s ẽ̞ ɴ
すいほう	s ɨᵝ i h o̞ː
すいほうにきす	s ɨᵝ i h o̞ː ɲ̟ i kʲ i s ɨᵝ
すいぼう	s ɨᵝ i b o̞ː
すいぼくが	s ɨᵝ i b o̞ k ɯ̟ᵝ ɡ a̠
すいみん	s ɨᵝ i mʲ ĩ ɴ
すいみんぶそく	s ɨᵝ i mʲ ĩ m b ɯ̟ᵝ s o̞ k ɯ̟ᵝ
すいみんやく	s ɨᵝ i mʲ ĩ ɰ̃ j a̠ k ɯ̟ᵝ
すいめん	s ɨᵝ i m ẽ̞ ɴ
すいもん	s ɨᵝ i m õ̞ ɴ
すいもんがく	s ɨᵝ i m õ̞ ŋ ɡ a̠ k ɯ̟ᵝ
すいやく	s ɨᵝ i j a̠ k ɯ̟ᵝ
すいよう	s ɨᵝ i j o̞ː
すいようえき	s ɨᵝ i j o̞ː e̞ kʲ i
すいようび	s ɨᵝ i j o̞ː bʲ i
すいらい	s ɨᵝ i ɾ a̠ i
すいり	s ɨᵝ i ɾʲ i
すいりゅう	s ɨᵝ i ɾʲ ɨᵝː
すいりゅうき	s ɨᵝ i ɾʲ ɨᵝː kʲ i
すいりょう	s ɨᵝ i ɾʲ o̞ː
すいりょうけい	s ɨᵝ i ɾʲ o̞ː k e̞ː
すいりょく	s ɨᵝ i ɾʲ o̞ k ɯ̟ᵝ
すいれん	s ɨᵝ i ɾ ẽ̞ ɴ
すいろ	s ɨᵝ i ɾ o̞
すいろきょう	s ɨᵝ i ɾ o̞ kʲ o̞ː
すいろく	s ɨᵝ i ɾ o̞ k ɯ̟ᵝ
すいろん	s ɨᵝ i ɾ õ̞ ɴ
すう	s ɨᵝ ɯ̟ᵝ
すうがく	s ɨᵝː ɡ a̠ k ɯ̟ᵝ
すうがくしゃ	s ɨᵝː ɡ a̠ k ɯ̟̊ᵝ ɕ a̠
すうき	s ɨᵝː kʲ i
すうききょう	s ɨᵝː kʲ i kʲ o̞ː
すうけい	s ɨᵝː k e̞ː
すうこう	s ɨᵝː k o̞ː
すうし	s ɨᵝː ɕ i
すうしき	s ɨᵝː ɕ i kʲ i
すうじ	s ɨᵝː ʑ i
すうじく	s ɨᵝː ʑ i k ɯ̟ᵝ
すうじくこく	s ɨᵝː ʑ i k ɯ̟̊ᵝ k o̞ k ɯ̟ᵝ
すうじゅう	s ɨᵝː ʑ ɨᵝː
すうすう	s ɨᵝː s ɨᵝː
すうせい	s ɨᵝː s e̞ː
すうち	s ɨᵝː t͡ɕ i
すうちかいせき	s ɨᵝː t͡ɕ i k a̠ i s e̞ kʲ i
すうちょくせん	s ɨᵝː t͡ɕ o̞ k ɯ̟ᵝ s ẽ̞ ɴ
すうはい	s ɨᵝː h a̠ i
すうひ	s ɨᵝː ç i
すうびょう	s ɨᵝː bʲ o̞ː
すうりょう	s ɨᵝː ɾʲ o̞ː
すうれつ	s ɨᵝː ɾ e̞ t͡s ɨᵝ
すうろん	s ɨᵝː ɾ õ̞ ɴ
すえおき	s ɨᵝ e̞ o̞ kʲ i
すえおそろしい	s ɨᵝ e̞ o̞ s o̞ ɾ o̞ ɕ iː
すえっこ	s ɨᵝ e̞ k̚ k o̞
すえながい	s ɨᵝ e̞ n a̠ ɡ a̠ i
すえの	s ɨᵝ e̞ n o̞
すえる	s ɨᵝ e̞ ɾ ɯ̟ᵝ
すか	s ɨ̥ᵝ k a̠
すかさず	s ɨ̥ᵝ k a̠ s a̠ z ɨᵝ
すがお	s ɨᵝ ɡ a̠ o̞
すがすがしい	s ɨᵝ ɡ a̠ s ɨᵝ ɡ a̠ ɕ i i
すがた	s ɨᵝ ɡ a̠ t a̠
すがたみ	s ɨᵝ ɡ a̠ t a̠ mʲ i
すがたをけす	s ɨᵝ ɡ a̠ t a̠ o̞ k e̞ s ɨᵝ
すき	s ɨᵝ kʲ i
すききらい	s ɨ̥ᵝ kʲ i kʲ i ɾ a̠ i
すきこそもののじょうずなれ	s ɨᵝ kʲ i k o̞ s o̞ m o̞ n o̞ n o̞ d͡ʑ o̞ː z ɨᵝ n a̠ ɾ e̞
すきさけ	s ɨᵝ kʲ i s a̠ k e̞
すきざけ	s ɨᵝ kʲ i z a̠ k e̞
すきずき	s ɨ̥ᵝ kʲ i z ɨᵝ kʲ i
すきとおる	s ɨ̥ᵝ kʲ i t o̞ː ɾ ɯ̟ᵝ
すきなだけ	s ɨᵝ kʲ i n a̠ d a̠ k e̞
すきばさみ	s ɨᵝ kʲ i b a̠ s a̠ mʲ i
すきま	s ɨ̥ᵝ kʲ i m a̠
すきやき	s ɨ̥ᵝ kʲ i j a̠ kʲ i
すきやづくり	s ɨᵝ kʲ i j a̠ z ɨᵝ k ɯ̟ᵝ ɾʲ i
すきよけ	s ɨᵝ kʲ i j o̞ k e̞
すぎ	s ɨᵝ ɡʲ i
すぎる	s ɨᵝ ɡʲ i ɾ ɯ̟ᵝ
すく	s ɨ̥ᵝ k ɯ̟ᵝ
すく	s ɨᵝ k ɯ̟ᵝ
すくい	s ɨᵝ k ɯ̟ᵝ i
すくいあげる	s ɨ̥ᵝ k ɯ̟ᵝ i a̠ ɡ e̞ ɾ ɯ̟ᵝ
すくいなげ	s ɨᵝ k ɯ̟ᵝ i n a̠ ɡ e̞
すくう	s ɨ̥ᵝ k ɯ̟ᵝː
すくすく	s ɨᵝ k ɯ̟ᵝ s ɨᵝ k ɯ̟ᵝ
すくない	s ɨ̥ᵝ k ɯ̟ᵝ n a̠ i
すくなくとも	s ɨᵝ k ɯ̟ᵝ n a̠ k ɯ̟ᵝ t o̞ m o̞
すくむ	s ɨ̥ᵝ k ɯ̟ᵝ m ɯ̟ᵝ
すくめる	s ɨᵝ k ɯ̟ᵝ m e̞ ɾ ɯ̟ᵝ
すぐ	s ɨᵝ ɡ ɯ̟ᵝ
すぐさま	s ɨᵝ ɡ ɯ̟ᵝ s a̠ m a̠
すぐに	s ɨᵝ ɡ ɯ̟ᵝ ɲ̟ i
すぐは	s ɨᵝ ɡ ɯ̟ᵝ h a̠
すぐれる	s ɨᵝ ɡ ɯ̟ᵝ ɾ e̞ ɾ ɯ̟ᵝ
すけそうだら	s ɨᵝ k e̞ s o̞ː d a̠ ɾ a̠
すけだち	s ɨ̥ᵝ k e̞ d a̠ t͡ɕ i
すけっと	s ɨ̥ᵝ k e̞ t̚ t o̞
すけとうだら	s ɨᵝ k e̞ t o̞ː d a̠ ɾ a̠
すけばん	s ɨᵝ k e̞ b ã̠ ɴ
すけひろ	s ɨᵝ k e̞ ç i ɾ o̞
すける	s ɨ̥ᵝ k e̞ ɾ ɯ̟ᵝ
すげ	s ɨᵝ ɡ e̞
すげない	s ɨᵝ ɡ e̞ n a̠ i
すこし	s ɨ̥ᵝ k o̞ ɕ i
すこしずつ	s ɨ̥ᵝ k o̞ ɕ i z ɨᵝ t͡s ɨᵝ
すこしも	s ɨᵝ k o̞ ɕ i m o̞
すこぶる	s ɨᵝ k o̞ b ɯ̟ᵝ ɾ ɯ̟ᵝ
すこやか	s ɨ̥ᵝ k o̞ j a̠ k a̠
すごい	s ɨᵝ ɡ o̞ i
すごうで	s ɨᵝ ɡ o̞ ɯ̟ᵝ d e̞
すごく	s ɨᵝ ɡ o̞ k ɯ̟ᵝ
すごす	s ɨᵝ ɡ o̞ s ɨᵝ
すごすご	s ɨᵝ ɡ o̞ s ɨᵝ ɡ o̞
すごろく	s ɨᵝ ɡ o̞ ɾ o̞ k ɯ̟ᵝ
すさ	s ɨᵝ s a̠
すさのお	s ɨ̥ᵝ s a̠ n o̞ o̞
すさぶ	s ɨᵝ s a̠ b ɯ̟ᵝ
すさまじい	s ɨᵝ s a̠ m a̠ ʑ iː
すさむ	s ɨᵝ s a̠ m ɯ̟ᵝ
すざく	s ɨᵝ z a̠ k ɯ̟ᵝ
すし	s ɨᵝ ɕ i
すしめし	s ɨᵝ ɕ i m e̞ ɕ i
すしや	s ɨᵝ ɕ i j a̠
すじ	s ɨᵝ ʑ i
すじがき	s ɨᵝ ʑ i ɡ a̠ kʲ i
すじきんちょう	s ɨᵝ ʑ i kʲ ĩ ɲ̟ t͡ɕ o̞ː
すじみち	s ɨᵝ ʑ i mʲ i t͡ɕ i
すじょう	s ɨᵝ ʑ o̞ː
すす	s ɨᵝ s ɨᵝ
すすぐ	s ɨᵝ s ɨᵝ ɡ ɯ̟ᵝ
すすむ	s ɨᵝ s ɨᵝ m ɯ̟ᵝ
すすめ	s ɨᵝ s ɨᵝ m e̞
すすめる	s ɨᵝ s ɨᵝ m e̞ ɾ ɯ̟ᵝ
すすりなく	s ɨᵝ s ɨᵝ ɾʲ i n a̠ k ɯ̟ᵝ
すする	s ɨᵝ s ɨᵝ ɾ ɯ̟ᵝ
すすんで	s ɨᵝ s ɨ̃ᵝ n d e̞
すず	s ɨᵝ z ɨᵝ
すずき	s ɨᵝ z ɨᵝ kʲ i
すずしい	s ɨᵝ z ɨᵝ ɕ iː
すずな	s ɨᵝ z ɨᵝ n a̠
すずなり	s ɨᵝ z ɨᵝ n a̠ ɾʲ i
すずはく	s ɨᵝ z ɨᵝ h a̠ k ɯ̟ᵝ
すずむ	s ɨᵝ z ɨᵝ m ɯ̟ᵝ
すずむし	s ɨᵝ z ɨᵝ m ɯ̟ᵝ ɕ i
すずめ	s ɨᵝ z ɨᵝ m e̞
すずめが	s ɨᵝ z ɨᵝ m e̞ ɡ a̠
すずめだい	s ɨᵝ z ɨᵝ m e̞ d a̠ i
すずめばち	s ɨᵝ z ɨᵝ m e̞ b a̠ t͡ɕ i
すずらん	s ɨᵝ z ɨᵝ ɾ ã̠ ɴ
すずり	s ɨᵝ z ɨᵝ ɾʲ i
すずりばこ	s ɨᵝ z ɨᵝ ɾʲ i b a̠ k o̞
すずをころがすよう	s ɨᵝ z ɨᵝ o̞ k o̞ ɾ o̞ ɡ a̠ s ɨᵝ j o̞ː
すそ	s ɨᵝ s o̞
すその	s ɨᵝ s o̞ n o̞
すそよけ	s ɨᵝ s o̞ j o̞ k e̞
すたま	s ɨᵝ t a̠ m a̠
すたれる	s ɨᵝ t a̠ ɾ e̞ ɾ ɯ̟ᵝ
すだち	s ɨᵝ d a̠ t͡ɕ i
すだれ	s ɨᵝ d a̠ ɾ e̞
すっかり	s ɨ̥ᵝ k̚ k a̠ ɾʲ i
すっきり	s ɨ̥ᵝ k̚ʲ kʲ i ɾʲ i
すっと	s ɨᵝ t̚ t o̞
すっぱい	s ɨ̥ᵝ p̚ p a̠ i
すっぱだか	s ɨ̥ᵝ p̚ p a̠ d a̠ k a̠
すっぴん	s ɨᵝ p̚ʲ pʲ ĩ ɴ
すっぽかす	s ɨ̥ᵝ p̚ p o̞ k a̠ s ɨᵝ
すっぽん	s ɨ̥ᵝ p̚ p õ̞ ɴ
すっぽんぽん	s ɨᵝ p̚ p õ̞ m p õ̞ ɴ
すてがな	s ɨ̥ᵝ t e̞ ɡ a̠ n a̠
すてき	s ɨ̥ᵝ t e̞ kʲ i
すてる	s ɨᵝ t e̞ ɾ ɯ̟ᵝ
すで	s ɨᵝ d e̞
すでに	s ɨᵝ d e̞ ɲ̟ i
すどおり	s ɨᵝ d o̞ː ɾʲ i
すどまり	s ɨᵝ d o̞ m a̠ ɾʲ i
すな	s ɨᵝ n a̠
すなあらし	s ɨᵝ n a̠ː ɾ a̠ ɕ i
すなお	s ɨᵝ n a̠ o̞
すなどけい	s ɨᵝ n a̠ d o̞ k e̞ː
すなねずみ	s ɨᵝ n a̠ n e̞ z ɨᵝ mʲ i
すなのみ	s ɨᵝ n a̠ n o̞ mʲ i
すなはま	s ɨᵝ n a̠ h a̠ m a̠
すなば	s ɨᵝ n a̠ b a̠
すなぶろ	s ɨᵝ n a̠ b ɯ̟ᵝ ɾ o̞
すなゆ	s ɨᵝ n a̠ j ɯ̟ᵝ
すなわち	s ɨᵝ n a̠ ɰᵝ a̠ t͡ɕ i
すね	s ɨᵝ n e̞
すねる	s ɨᵝ n e̞ ɾ ɯ̟ᵝ
すばこ	s ɨᵝ b a̠ k o̞
すばしこい	s ɨᵝ b a̠ ɕ i̥ k o̞ i
すばやい	s ɨᵝ b a̠ j a̠ i
すばらしい	s ɨᵝ b a̠ ɾ a̠ ɕ iː
すばる	s ɨᵝ b a̠ ɾ ɯ̟ᵝ
すぶた	s ɨᵝ b ɯ̟ᵝ t a̠
すべからく	s ɨᵝ b e̞ k a̠ ɾ a̠ k ɯ̟ᵝ
すべすべ	s ɨᵝ b e̞ s ɨᵝ b e̞
すべて	s ɨᵝ b e̞ t e̞
すべりだい	s ɨᵝ b e̞ ɾʲ i d a̠ i
すべりだし	s ɨᵝ b e̞ ɾʲ i d a̠ ɕ i
すべる	s ɨᵝ b e̞ ɾ ɯ̟ᵝ
すぼまる	s ɨᵝ b o̞ m a̠ ɾ ɯ̟ᵝ
すぼめる	s ɨᵝ b o̞ m e̞ ɾ ɯ̟ᵝ
すぽっと	s ɨᵝ p o̞ t̚ t o̞
すぽん	s ɨᵝ p õ̞ ɴ
すまう	s ɨᵝ m a̠ ɯ̟ᵝ
すます	s ɨᵝ m a̠ s ɨᵝ
すませる	s ɨᵝ m a̠ s e̞ ɾ ɯ̟ᵝ
すまた	s ɨᵝ m a̠ t a̠
すみ	s ɨᵝ mʲ i
すみきる	s ɨᵝ mʲ i kʲ i ɾ ɯ̟ᵝ
すみずみ	s ɨᵝ mʲ i z ɨᵝ mʲ i
すみだ	s ɨᵝ mʲ i d a̠
すみび	s ɨᵝ mʲ i bʲ i
すみません	s ɨᵝ mʲ i m a̠ s ẽ̞ ɴ
すみやか	s ɨᵝ mʲ i j a̠ k a̠
すみれ	s ɨᵝ mʲ i ɾ e̞
すみれいろ	s ɨᵝ mʲ i ɾ e̞ i ɾ o̞
すむ	s ɨᵝ m ɯ̟ᵝ
すめばみやこ	s ɨᵝ m e̞ b a̠ mʲ i j a̠ k o̞
すもう	s ɨᵝ m o̞ː
すもも	s ɨᵝ m o̞ m o̞
すら	s ɨᵝ ɾ a̠
すらすら	s ɨᵝ ɾ a̠ s ɨᵝ ɾ a̠
すり	s ɨᵝ ɾʲ i
