a	ɑː
manigfealdan	m ɑ n i j f æ͜ɑ l d ɑ n
manigfealdian	m ɑ n i j f æ͜ɑ l d i ɑ n
manigfealdlic	m ɑ n i j f æ͜ɑ l d l iː t͡ʃ
manigfealdlice	m ɑ n i j f æ͜ɑ l d l iː t͡ʃ e
manigfealdnes	m ɑ n i j f æ͜ɑ l d n e s
mann	m ɑ n n
mannbære	m ɑ n n b æː r e
mannleas	m ɑ n n l æ͜ɑː s
mannlice	m ɑ n n l iː t͡ʃ e
manscipe	m ɑ n s k i p e
manscyldig	m ɑː n ʃ y l d i j
manslaga	m ɑ n s l ɑ ɡ ɑ
manswerian	m ɑː n s w e r j ɑ n
manu	m ɑ n u
mapolder	m ɑ p o l d e r
mapulder	m ɑ p u l d e r
mapuldor	m ɑ p u l d o r
mara	m ɑː r ɑ
marc	m ɑ r k
marcus	m ɑ r k u s
mare	m ɑ r e
marmstan	m ɑ r m s t ɑː n
masc	m ɑ ʃ
masc	m ɑː ʃ
mase	m ɑː s e
matheus	m ɑ t e u s
mawan	m ɑː w ɑ n
maþa	m ɑ θ ɑ
maþelian	m ɑ θ e l i ɑ n
maþelode	m ɑ θ e l o d e
maþm	m ɑː θ m
maþum	m ɑː θ u m
me	m eː
meaht	m æ͜ɑ x t
mealm	m æ͜ɑ l m
mealmiht	m æ͜ɑ l m i x t
mealt	m æ͜ɑ l t
mealwe	m æ͜ɑ l w e
meara	m æ͜ɑː r ɑ
mearc	m æ͜ɑ r k
mearcian	m æ͜ɑ r k i ɑ n
mearcung	m æ͜ɑ r k u n ɡ
meare	m æ͜ɑː r e
meares	m æ͜ɑː r e s
mearg	m æ͜ɑ r ɡ
mearh	m æ͜ɑ r x
mearn	m æ ɑ r n
mearum	m æ͜ɑː r u m
mearþ	m æ͜ɑ r θ
meatte	m æ͜ɑ t t e
mec	m e k
mece	m eː t͡ʃ e
mecefisc	m eː t͡ʃ e f i ʃ
mecgan	m e j j ɑ n
med	m eː d
meddern	m eː d d e r n
medeme	m e d e m e
medemian	m e d e m i ɑ n
medern	m eː d e r n
medren	m eː d r e n
medu	m e d u
medume	m e d u m e
medumian	m e d u m i ɑ n
medusetl	m e d u s e t l
medwis	m e d w iː s
melcan	m e l k ɑ n
meldian	m e l d i ɑ n
meltan	m e l t ɑ n
melu	m e l u
mencgan	m e n j ɑ n
mene	m e n e
mengan	m e n j ɑ n
mengu	m e n j u
menigeo	m e n i j o
menigu	m e n i j u
mennisc	m e n n i ʃ
mennisclic	m e n n i ʃ l iː t͡ʃ
mennisclicnes	m e n n i ʃ l iː k n e s
menniscnes	m e n n i ʃ n e s
menniscu	m e n n i s k u
meolc	m e͜o l k
meolcan	m e͜o l k ɑ n
meos	m e͜oː s
meotan	m e͜o t ɑ n
meowle	m e͜oː w l e
meox	m e͜o k s
mere	m e r e
meredeaþ	m e r e d æ͜ɑː θ
meredeor	m e r e d e͜oː r
merefisc	m e r e f i ʃ
meregrot	m e r e ɡ r o t
mereliþend	m e r e l iː θ e n d
mereswin	m e r e s w iː n
merian	m e r j ɑ n
merisc	m e r i ʃ
mersc	m e r ʃ
merscig	m e r ʃ i j
merscmealwe	m e r ʃ m æ͜ɑ l w e
mesan	m eː s ɑ n
met	m e t
metan	m e t ɑ n
metan	m eː t ɑ n
mete	m e t e
meteleas	m e t e l æ͜ɑː s
metere	m eː t e r e
metesacca	m e t e s ɑ k k ɑ
meteseax	m e t e s æ͜ɑ k s
metesocn	m e t e s oː k n
meteswamm	m e t e s w ɑ m m
metetid	m e t e t iː d
meteþearfende	m e t e θ æ͜ɑ r f e n d e
meteþegn	m e t e θ e j n
metgian	m e t ɡ i ɑ n
meting	m eː t i n ɡ
metod	m e t o d
meþe	m eː θ e
micel	m i t͡ʃ e l
micele	m i t͡ʃ e l e
micelian	m i t͡ʃ e l i ɑ n
micellic	m i t͡ʃ e l l iː t͡ʃ
micellice	m i t͡ʃ e l l iː t͡ʃ e
micelmod	m i t͡ʃ e l m oː d
micelnes	m i t͡ʃ e l n e s
micelu	m i t͡ʃ e l u
mid	m i d
midd	m i d d
middaneard	m i d d ɑ n æ͜ɑ r d
middangeard	m i d d ɑ n j æ͜ɑ r d
midde	m i d d e
middelfinger	m i d d e l f i n ɡ e r
middes	m i d d e s
middæg	m i d d æ j
midniht	m i d n i x t
midsumor	m i d s u m o r
midwist	m i d w i s t
midþeahtian	m i d θ æ͜ɑ x t i ɑ n
midþolian	m i d θ o l i ɑ n
mierce	m i͜y r t͡ʃ e
miercels	m i͜y r t͡ʃ e l s
miere	m i͜yː r e
migan	m iː ɡ ɑ n
migoþa	m i ɡ o θ ɑ
miht	m i x t
mihte	m i ç t e
mihtig	m i x t i j
mihtleas	m i x t l æ͜ɑː s
mihtlic	m i x t l iː t͡ʃ
mihtlice	m i x t l iː t͡ʃ e
mil	m iː l
milde	m i l d e
mildelice	m i l d e l iː t͡ʃ e
mildheortlic	m i l d x e͜o r t l iː t͡ʃ
mildheortnes	m i l d x e͜o r t n e s
milte	m i l t e
miltheortnis	m i l t x e͜o r t n i s
milts	m i l t s
miltsian	m i l t s i ɑ n
mimming	m i m m i n ɡ
mimor	m i m o r
mimorian	m i m o r i ɑ n
min	m i n
min	m iː n
mindom	m i n d oː m
minlic	m i n l iː t͡ʃ
minsian	m i n s i ɑ n
minum	m iː n u m
mioluc	m i͜u l u k
mircels	m i r t͡ʃ e l s
mirige	m i r i j e
misbeodan	m i s b e͜oː d ɑ n
miscennung	m i s k e n n u n ɡ
miscian	m i s k i ɑ n
miscweþan	m i s k w e θ ɑ n
miscyrran	m i s t͡ʃ y r r ɑ n
misdon	m i s d oː n
misdæd	m i s d æː d
misfangen	m i s f ɑ n ɡ e n
misfehst	m i s f eː x s t
misfehþ	m i s f eː x θ
misfeng	m i s f eː n ɡ
misfenge	m i s f eː n ɡ e
misfengen	m i s f eː n ɡ e n
misfengon	m i s f eː n ɡ o n
misfo	m i s f oː
misfoh	m i s f oː x
misfon	m i s f oː n
misfonde	m i s f oː n d e
misfoþ	m i s f oː θ
mishieran	m i s x i͜yː r ɑ n
mishweorfan	m i s x w e͜o r f ɑ n
mishyran	m i s x yː r ɑ n
mislar	m i s l ɑː r
mislibban	m i s l i b b ɑ n
mislician	m i s l iː k i ɑ n
mislædan	m i s l æː d ɑ n
misrædan	m i s r æː d ɑ n
miss	m i s s
missan	m i s s ɑ n
misscrydan	m i s ʃ r yː d ɑ n
missere	m i s s eː r e
misspowan	m i s s p oː w ɑ n
missprecan	m i s s p r e k ɑ n
mist	m i s t
mistel	m i s t e l
mistæcan	m i s t æː t͡ʃ ɑ n
miswendan	m i s w e n d ɑ n
miswritan	m i s w r iː t ɑ n
mið	m i θ
miþan	m iː θ ɑ n
mod	m oː d
modcræft	m oː d k r æ f t
modcræftig	m oː d k r æ f t i j
moder	m oː d e r
modgehygd	m oː d j e x y j d
modig	m oː d i j
modiglic	m oː d i j l iː t͡ʃ
modignes	m oː d i j n e s
modor	m oː d o r
modorleas	m oː d o r l æ͜ɑː s
modorlic	m oː d o r l iː t͡ʃ
modrige	m oː d r i j e
modsefa	m oː d s e f ɑ
modstaþol	m oː d s t ɑ θ o l
modstaþolnes	m oː d s t ɑ θ o l n e s
modþracu	m oː d θ r ɑ k u
molde	m o l d e
mona	m oː n ɑ
monandæg	m oː n ɑ n d æ j
monanniht	m oː n ɑ n n i x t
monað	m oː n ɑ θ
monaþ	m o n ɑ θ
monaþ	m oː n ɑ θ
monaþblod	m oː n ɑ θ b l oː d
monaþlic	m oː n ɑ θ l iː t͡ʃ
monelic	m oː n e l iː t͡ʃ
mor	m oː r
moras	m oː r ɑ s
morað	m oː r ɑ θ
moraþ	m oː r ɑ θ
morbeam	m oː r b æ͜ɑː m
morberige	m oː r b e r i j e
more	m oː r e
morgen	m o r ɡ e n
morgengiefu	m o r ɡ e n j i͜y f u
morgengifu	m o r ɡ e n j i f u
moru	m o r u
morþ	m o r θ
morþbealo	m o r θ b æ͜ɑ l o
morþor	m o r θ o r
morþorscyldig	m o r θ o r ʃ y l d i j
morþslaga	m o r θ s l ɑ ɡ ɑ
morþsliht	m o r θ s l i x t
mos	m o s
mos	m oː s
mot	m oː t
motan	m oː t ɑ n
motern	m oː t e r n
motian	m oː t i ɑ n
motung	m oː t u n ɡ
moþfreten	m o θ f r e t e n
moþþe	m o θ θ e
muga	m uː ɡ ɑ
mul	m uː l
munan	m u n ɑ n
mund	m u n d
mundbyrd	m u n d b y r d
mundgripe	m u n d ɡ r i p e
mundian	m u n d i ɑ n
munec	m u n e k
munt	m u n t
munuc	m u n u k
murnan	m u r n ɑ n
mus	m uː s
muscelle	m u s k e l l e
musfealle	m uː s f æ͜ɑ l l e
mushafoc	m uː s x ɑ f o k
musheafoc	m uː s x æ͜ɑ f o k
muð	m uː θ
muþ	m uː θ
muþa	m uː θ ɑ
muþleas	m uː θ l æ͜ɑː s
mycel	m y t͡ʃ e l
mycg	m y j j
mycgnett	m y j j n e t t
mylen	m y l e n
mylenhweol	m y l e n x w e͜oː l
myln	m y l n
myltestre	m y l t e s t r e
mymerian	m y m e r i ɑ n
myndgian	m y n d ɡ i ɑ n
myndleas	m y n d l æ͜ɑː s
myne	m y n e
mynecenu	m y n e t͡ʃ e n u
mynegian	m y n e ɡ i ɑ n
mynelic	m y n e l iː t͡ʃ
mynet	m y n e t
mynetere	m y n e t e r e
mynetian	m y n e t i ɑ n
mynetsmiþþe	m y n e t s m i θ θ e
myntan	m y n t ɑ n
myrge	m y r j e
myrgen	m y r j e n
myrgþ	m y r j θ
myrige	m y r i j e
myrþra	m y r θ r ɑ
mæce	m æː t͡ʃ e
mæcefisc	m æː t͡ʃ e f i ʃ
mæcg	m æ j j
mæd	m æː d
mæden	m æː d e n
mædmonaþ	m æː d m oː n ɑ θ
mædwe	m æː d w e
mæg	m æ j
mæg	m æː j
mægden	m æ j d e n
mægdencild	m æ j d e n t͡ʃ i l d
mægdenhad	m æ j d e n x ɑː d
mægdenlic	m æ j d e n l iː t͡ʃ
mægelan	m æ j e l ɑ n
mægen	m æ j e n
mægencræft	m æ j e n k r æ f t
mægenwudu	m æ j e n w u d u
mæger	m æ j e r
mægester	m æ j e s t e r
mægeþ	m æː j e θ
mæghæmed	m æː j x æː m e d
mægn	m æ j n
mægðe	m æ j θ e
mægþ	m æ j θ
mægþ	m æː j θ
mægþ	m æː ɡ θ
mægþblæd	m æ j θ b l æ d
mægþe	m æ j θ e
mægþhad	m æ j θ x ɑː d
mægþhad	m æː j θ x ɑː d
mæl	m æː l
mælan	m æː l ɑ n
mænan	m æː n ɑ n
mæne	m æː n e
mænigo	m æ n i j o
mæran	m æː r ɑ n
mære	m æː r e
mærsian	m æː r s i ɑ n
mærstan	m æː r s t ɑː n
mærsung	m æː r s u n ɡ
mærsungtima	m æː r s u n ɡ t iː m ɑ
mæscre	m æ ʃ r e
mæseren	m æ s e r e n
mæsling	m æ s l i n ɡ
mæsse	m æ s s e
mæssedæg	m æ s s e d æ j
mæst	m æ s t
mæst	m æː s t
mæstan	m æ s t ɑ n
mætan	m æː t ɑ n
mæw	m æː w
mæþel	m æ θ e l
mæþelern	m æ θ e l e r n
mæþlan	m æ θ l ɑ n
na	n ɑː
nabban	n ɑ b b ɑ n
naca	n ɑ k ɑ
nacian	n ɑ k i ɑ n
nacod	n ɑ k o d
nacodnes	n ɑ k o d n e s
nafela	n ɑ f e l ɑ
nafogar	n ɑ f o ɡ ɑː r
nafola	n ɑ f o l ɑ
nafu	n ɑ f u
nagan	n ɑː ɡ ɑ n
nahwær	n ɑː x w æː r
nam	n ɑ m
nama	n ɑ m ɑ
naman	n ɑ m ɑ n
namboc	n ɑ m b oː k
nan	n ɑː n
naso	n ɑ s o
nasturcium	n ɑ s t u r k i u m
nasu	n ɑ s u
nat	n ɑː t
nawiht	n ɑː w i x t
nazarenisc	n ɑ t s ɑ r e n i ʃ
nazareth	n ɑ t s ɑ r e t
ne	n e
neah	n æ͜ɑː x
neahbuend	n æ͜ɑː x b uː e n d
neahgebur	n æ͜ɑː x j e b uː r
neahstow	n æ͜ɑː x s t oː w
neaht	n æ͜ɑ x t
nealles	n æ͜ɑ l l e s
nealæcan	n æ͜ɑː l æː t͡ʃ ɑ n
nearanes	n æ͜ɑ r ɑ n e s
nearo	n æ͜ɑ r o
nearones	n æ͜ɑ r o n e s
neart	n æ͜ɑ r t
nearu	n æ͜ɑ r u
nearunes	n æ͜ɑ r u n e s
neat	n æ͜ɑː t
neawist	n æ͜ɑː w i s t
nebb	n e b b
ned	n eː d
nefa	n e f ɑ
nefene	n e f e n e
nefne	n e f n e
neh	n eː x
nemnan	n e m n ɑ n
nemnian	n e m n i ɑ n
nemniendlic	n e m n i e n d l iː t͡ʃ
nemnigendlic	n e m n i j e n d l iː t͡ʃ
nemning	n e m n i n ɡ
neo	n e͜oː
neod	n e͜oː d
neodful	n e͜oː d f u l
neodian	n e͜oː d i ɑ n
neodlaþu	n e͜oː d l ɑ θ u
neodlice	n e͜oː d l iː t͡ʃ e
neol	n e͜oː l
neolnes	n e͜oː l n e s
neom	n e͜o m
neorxnawang	n e͜o r k s n ɑ w ɑ n ɡ
neosian	n e͜oː s i ɑ n
neotan	n e͜oː t ɑ n
neowe	n e͜oː w e
neowel	n e͜o w e l
neowellic	n e͜o w e l l iː t͡ʃ
neowelnes	n e͜o w e l n e s
neowol	n e͜o w o l
neowollic	n e͜o w o l l iː t͡ʃ
neowolnes	n e͜o w o l n e s
neoðan	n e͜o θ ɑ n
neoþan	n e͜o θ ɑ n
neoþeweard	n e͜o θ e w æ͜ɑ r d
nepflod	n eː p f l oː d
nerian	n e r j ɑ n
nesan	n e s ɑ n
nese	n e s e
nest	n e s t
net	n e t
neþan	n eː θ ɑ n
nibacen	n iː b ɑ k e n
nic	n i t͡ʃ
nicc	n i t t͡ʃ
nicenned	n iː k e n n e d
nicor	n i k o r
nied	n i͜yː d
niedhæs	n i͜yː d x æː s
niedwracu	n i͜yː d w r ɑ k u
niehsta	n i͜yː x s t ɑ
nieht	n i͜y x t
nieten	n i͜yː t e n
niewan	n i͜yː w ɑ n
niewe	n i͜yː w e
niewian	n i͜yː w i ɑ n
niewlice	n i͜yː w l iː t͡ʃ e
niewnes	n i͜yː w n e s
niewung	n i͜yː w u n ɡ
nifol	n i f o l
nift	n i f t
nigon	n i j o n
nigon	n i ɡ o n
nigonfeald	n i j o n f æ͜ɑ l d
nigonfeald	n i ɡ o n f æ͜ɑ l d
nigonteoþa	n i j o n t e͜oː θ ɑ
nigonteoþa	n i ɡ o n t e͜oː θ ɑ
nigontiene	n i j o n t i͜yː n e
nigontiene	n i ɡ o n t i͜yː n e
nigoþa	n i j o θ ɑ
nigoþa	n i ɡ o θ ɑ
nihstig	n i x s t i j
niht	n i x t
nihtbealo	n i x t b æ͜ɑ l o
nihtegale	n i x t e ɡ ɑ l e
nihtes	n i x t e s
nihtgenga	n i x t ɡ e n j ɑ
nihtgenge	n i x t ɡ e n j e
nihthræfn	n i x t x r æ f n
nihtlic	n i x t l iː t͡ʃ
nihtscada	n i x t ʃ ɑ d ɑ
nihtsum	n i x t s u m
nihtsumian	n i x t s u m i ɑ n
nihtsumnes	n i x t s u m n e s
nillan	n i l l ɑ n
niman	n i m ɑ n
nioðan	n i͜u θ ɑ n
nioþan	n i͜u θ ɑ n
nipan	n iː p ɑ n
nis	n i s
niwan	n iː w ɑ n
niwe	n iː w e
niwel	n i w e l
niwellic	n i w e l l iː t͡ʃ
niwelnys	n i w e l n y s
niwian	n iː w i ɑ n
niwlice	n iː w l iː t͡ʃ e
niwnes	n iː w n e s
niwung	n iː w u n ɡ
niþ	n iː θ
niþer	n i θ e r
niþera	n i θ e r ɑ
niþerlic	n i θ e r l iː t͡ʃ
niþernes	n i θ e r n e s
niþful	n iː θ f u l
niþfull	n iː θ f u l l
niþgeteon	n iː θ j e t e͜oː n
niþgrimm	n iː θ ɡ r i m m
niþre	n i θ r e
niþþas	n i θ θ ɑ s
no	n oː
noma	n o m ɑ
non	n o n
non	n oː n
normandig	n o r m ɑ n d i j
normandig	n o r m ɑ n d iː j
norþ	n o r θ
norþanhymbre	n o r θ ɑ n x y m b r e
norþerne	n o r θ e r n e
norþman	n o r θ m ɑ n
norþmann	n o r θ m ɑ n n
norþweg	n o r θ w e j
nose	n o s e
nostle	n o s t l e
nosu	n o s u
nosþyrel	n o s θ yː r e l
not	n o t
notian	n o t i ɑ n
notu	n o t u
nowend	n oː w e n d
nowiht	n oː w i x t
noþ	n oː θ
nu	n uː
numen	n u m e n
nunne	n u n n e
nyd	n yː d
nydwracu	n yː d w r ɑ k u
nyht	n y x t
nyllan	n y l l ɑ n
nymþe	n y m θ e
nytan	n y t ɑ n
nyten	n y t e n
nyten	n yː t e n
nytennes	n y t e n n e s
nytlic	n y t l iː t͡ʃ
nytlice	n y t l iː t͡ʃ e
nytlicnes	n y t l iː t͡ʃ n e s
nytnes	n y t n e s
nytt	n y t t
nyttian	n y t t i ɑ n
nyttol	n y t t o l
nyttung	n y t t u n ɡ
nytwierþe	n y t w i͜y r θ e
nytwierþnes	n y t w i͜y r θ n e s
nytwyrþe	n y t w y r θ e
nytwyrþnes	n y t w y r θ n e s
nyþernes	n y θ e r n e s
nædl	n æː d l
nædre	n æː d r e
næfre	n æː f r e
næft	n æ f t
nægel	n æ j e l
nægl	n æ j l
næglan	n æ j l ɑ n
næglian	n æ j l i ɑ n
næht	n æ x t
nænig	n æː n i j
nære	n æː r e
næren	n æː r e n
næron	n æː r o n
næs	n æ s
næse	n æ s e
næster	n æ s t e r
odissia	o d i s s i ɑ
of	o f
ofdune	o f d uː n e
ofer	o f e r
ofer	oː f e r
oferbidan	o f e r b iː d ɑ n
oferbrecan	o f e r b r e k ɑ n
oferbru	o f e r b r uː
oferbugan	o f e r b uː ɡ ɑ n
ofercierran	o f e r t͡ʃ i͜y r r ɑ n
oferclimban	o f e r k l i m b ɑ n
ofercuman	o f e r k u m ɑ n
ofercyrr	o f e r t͡ʃ y r r
ofercyrran	o f e r t͡ʃ y r r ɑ n
oferdon	o f e r d oː n
oferdrifan	o f e r d r iː f ɑ n
oferdrincan	o f e r d r i n k ɑ n
oferdrincere	o f e r d r i n k e r e
oferfaran	o f e r f ɑ r ɑ n
oferfeallan	o f e r f æ͜ɑ l l ɑ n
oferflitan	o f e r f l iː t ɑ n
oferflowan	o f e r f l oː w ɑ n
oferfylgan	o f e r f y l j ɑ n
oferfyllan	o f e r f y l l ɑ n
oferfæreld	o f e r f æ r e l d
ofergan	o f e r ɡ ɑː n
ofergang	o f e r ɡ ɑ n ɡ
ofergangan	o f e r ɡ ɑ n ɡ ɑ n
ofergesawan	o f e r j e s ɑː w ɑ n
oferhabban	o f e r x ɑ b b ɑ n
oferheafod	o f e r x æ͜ɑː f o d
oferhealdan	o f e r x æ͜ɑ l d ɑ n
oferhebban	o f e r x e b b ɑ n
oferhieran	o f e r x i͜yː r ɑ n
oferhleapan	o f e r x l æ͜ɑː p ɑ n
oferhleoþor	o f e r x l e͜oː θ o r
oferhleoþrian	o f e r x l e͜oː θ r i ɑ n
oferhycgan	o f e r x y j j ɑ n
oferhyran	o f e r x yː r ɑ n
oferlecgan	o f e r l e j j ɑ n
oferlibban	o f e r l i b b ɑ n
oferlædan	o f e r l æː d ɑ n
oferlæfan	o f e r l æː f ɑ n
ofermod	o f e r m oː d
oferreccan	o f e r r e t t͡ʃ ɑ n
oferridan	o f e r r iː d ɑ n
oferrædan	o f e r r æː d ɑ n
ofersawan	o f e r s ɑː w ɑ n
ofersceadan	o f e r ʃ æ͜ɑː d ɑ n
ofersceadan	o f e r ʃ ɑː d ɑ n
ofersceadwian	o f e r ʃ ɑ d w i ɑ n
ofersendan	o f e r s e n d ɑ n
oferseon	o f e r s e͜oː n
ofersettan	o f e r s e t t ɑ n
ofersittan	o f e r s i t t ɑ n
ofersprecan	o f e r s p r e k ɑ n
ofersprecol	o f e r s p r e k o l
ofersprecolnes	o f e r s p r e k o l n e s
oferspræc	o f e r s p r æː t͡ʃ
oferspræce	o f e r s p r æː t͡ʃ e
ofersprædan	o f e r s p r æː d ɑ n
oferstandan	o f e r s t ɑ n d ɑ n
ofersteppan	o f e r s t e p p ɑ n
oferstigendlic	o f e r s t iː ɡ e n d l iː t͡ʃ
oferswiþan	o f e r s w iː θ ɑ n
oferswiþness	o f e r s w iː θ n e s s
oferswyþan	o f e r s w yː θ ɑ n
oferteon	o f e r t e͜oː n
ofertogennes	o f e r t o ɡ e n n e s
oferwadan	o f e r w ɑ d ɑ n
oferweorpan	o f e r w e͜o r p ɑ n
oferwinnan	o f e r w i n n ɑ n
oferwintran	o f e r w i n t r ɑ n
oferwrecan	o f e r w r e k ɑ n
oferwreon	o f e r w r e͜oː n
oferwrigels	o f e r w r iː ɡ e l s
oferwyrcan	o f e r w y r t͡ʃ ɑ n
oferyþ	o f e r yː θ
ofett	o f e t t
offestre	o f f eː s t r e
offrian	o f f r i ɑ n
ofgan	o f ɡ ɑː n
ofgangende	o f ɡ ɑ n ɡ e n d e
ofgangendlic	o f ɡ ɑ n ɡ e n d l iː t͡ʃ
ofgiefan	o f j i͜y f ɑ n
ofgifan	o f j i f ɑ n
ofhabban	o f x ɑ b b ɑ n
ofhealdan	o f x æ͜ɑ l d ɑ n
oflecgan	o f l e j j ɑ n
ofmunan	o f m u n ɑ n
ofn	o f n
ofost	o f o s t
ofsacan	o f s ɑ k ɑ n
ofsceadan	o f ʃ æ͜ɑː d ɑ n
ofsceadan	o f ʃ ɑː d ɑ n
ofslean	o f s l æ͜ɑː n
ofstandan	o f s t ɑ n d ɑ n
oft	o f t
ofteah	o f t æ͜ɑː x
ofteon	o f t e͜oː n
oftust	o f t u s t
ofweorpan	o f w e͜o r p ɑ n
ofþefian	o f θ e f i ɑ n
oht	oː x t
ohthere	o x t x e r e
olfend	o l f e n d
on	o n
onbidan	o n b iː d ɑ n
onbindan	o n b i n d ɑ n
onbugan	o n b uː ɡ ɑ n
onbutan	o n b uː t ɑ n
onbæc	o n b æ k
oncierran	o n t͡ʃ i͜y r r ɑ n
oncnyssan	o n k n y s s ɑ n
oncweþan	o n k w e θ ɑ n
oncyrran	o n t͡ʃ y r r ɑ n
ond	o n d
ondfon	o n d f oː n
ondon	o n d oː n
ondrædan	o n d r æː d ɑ n
oneardian	o n æ͜ɑ r d i ɑ n
oneardiend	o n æ͜ɑ r d i e n d
onerian	o n e r j ɑ n
onettan	o n e t t ɑ n
onfindan	o n f i n d ɑ n
onfon	o n f oː n
onfæreld	o n f æ r e l d
ongean	o n j æ͜ɑː n
ongeancyrring	o n j æ͜ɑː n t͡ʃ y r r i n ɡ
ongeanhweorfan	o n j æ͜ɑː n x w e͜o r f ɑ n
ongeat	o n j æ ɑ t
ongefeoht	o n j e f e͜o x t
ongegn	o n j e j n
ongemang	o n j e m ɑ n ɡ
ongietan	o n j i͜y t ɑ n
onginnan	o n j i n n ɑ n
ongitan	o n j i t ɑ n
onhabban	o n x ɑ b b ɑ n
onhatan	o n x ɑː t ɑ n
onhierdan	o n x i͜y r d ɑ n
onhreran	o n x r eː r ɑ n
onhweorfan	o n x w e͜o r f ɑ n
onhycgan	o n x y ɡ ɡ ɑ n
onhyrdan	o n x y r d ɑ n
onhyrenes	o n x y r e n e s
onhyrian	o n x y r j ɑ n
onhyriend	o n x y r j e n d
onhyring	o n x y r i n ɡ
onirnan	o n i r n ɑ n
onlec	o n l eː t͡ʃ
onliesan	o n l i͜yː s ɑ n
onlihtan	o n l iː x t ɑ n
onlucan	o n l uː k ɑ n
onlysan	o n l yː s ɑ n
onlædan	o n l æː d ɑ n
onmearcung	o n m æ͜ɑ r k u n ɡ
onmiddan	o n m i d d ɑ n
onmunan	o n m u n ɑ n
onsang	o n s ɑ n ɡ
onscogan	o n ʃ oː j ɑ n
onsendan	o n s e n d ɑ n
onsendon	o n s e n d o n
onsittan	o n s i t t ɑ n
onsteall	o n s t æ͜ɑ l l
onstellan	o n s t e l l ɑ n
onsundrian	o n s u n d r i ɑ n
onteon	o n t e͜oː n
ontimber	o n t i m b e r
ontynan	o n t yː n ɑ n
onwacan	o n w ɑ k ɑ n
onwadan	o n w ɑ d ɑ n
onweg	o n w e j
onwegacyrrednes	o n w e j ɑː t͡ʃ y r r e d n e s
onwegfæreld	o n w e j f æ r e l d
onwendan	o n w e n d ɑ n
onweorpan	o n w e͜o r p ɑ n
onwican	o n w iː k ɑ n
onwoc	o n w oː k
onwrecan	o n w r e k ɑ n
onwreon	o n w r e͜oː n
onwæcnan	o n w æ k n ɑ n
onælan	o n æː l ɑ n
onþracian	o n θ r ɑ k i ɑ n
open	o p e n
openears	o p e n æ͜ɑ r s
openian	o p e n i ɑ n
openlic	o p e n l iː t͡ʃ
openlice	o p e n l iː t͡ʃ e
openung	o p e n u n ɡ
or	oː r
ora	oː r ɑ
orblede	o r b l eː d e
orc	o r k
orceard	o r t͡ʃ æ͜ɑ r d
ord	o r d
ordal	o r d ɑː l
ordfruma	o r d f r u m ɑ
ordwulf	o r d w u l f
ore	o r e
oregel	o r e ɡ e l
oretmæcg	oː r e t m æ j j
orgel	o r ɡ e l
orgello	o r ɡ e l l o
orgol	o r ɡ o l
orleahter	o r l æ͜ɑ x t e r
orlege	o r l e j e
orleghwil	o r l e j x w iː l
orlæg	o r l æ j
ormæte	o r m æː t e
oroþ	o r o θ
orsawle	o r s ɑː w l e
orsorg	o r s o r ɡ
orsorgleas	o r s o r ɡ l æ͜ɑː s
orsorglice	o r s o r ɡ l iː t͡ʃ e
orsorgnes	o r s o r ɡ n e s
orsorgness	o r s o r ɡ n e s s
orsorh	o r s o r x
ortgeard	o r t j æ͜ɑ r d
ortreowe	o r t r e͜oː w e
orðanc	o r θ ɑ n k
orðonc	o r θ o n k
orþanc	o r θ ɑ n k
orþian	o r θ i ɑ n
orþonc	o r θ o n k
os	oː s
osle	oː s l e
ost	oː s t
ostre	o s t r e
oter	o t e r
otor	o t o r
oustrefeld	o u s t r e f e l d
owiht	oː w i x t
oxa	o k s ɑ
oxan	o k s ɑ n
oxenaford	o k s e n ɑ f o r d
oxnaford	o k s n ɑ f o r d
oððe	o θ θ e
oþ	o θ
oþcwelan	o θ k w e l ɑ n
oþcyrran	o θ t͡ʃ y r r ɑ n
oþer	oː θ e r
oþgripan	o θ ɡ r iː p ɑ n
oþian	oː θ i ɑ n
oþsceotan	o θ ʃ e͜oː t ɑ n
oþstandan	o θ s t ɑ n d ɑ n
oþteon	o θ t e͜oː n
oþwendan	oː θ w e n d ɑ n
oþþe	o θ θ e
oþþeodan	o θ θ e͜oː d ɑ n
oþþingian	o θ θ i n ɡ i ɑ n
oþþon	o θ θ o n
oþþæt	o θ θ æ t
paddoc	p ɑ d d o k
pal	p ɑː l
palent	p ɑ l e n t
palentlic	p ɑ l e n t l iː t͡ʃ
palmsunnandæg	p ɑ l m s u n n ɑ n d æ j
panne	p ɑ n n e
papa	p ɑː p ɑ
passion	p ɑ s s i͜u n
pawa	p ɑː w ɑ
paþas	p ɑ θ ɑ s
paþum	p ɑ θ u m
pearroc	p æ͜ɑ r r o k
pearruc	p æ͜ɑ r r u k
pehtas	p e x t ɑ s
penning	p e n n i n ɡ
penningmangere	p e n n i n ɡ m ɑ n ɡ e r e
penwihtsteort	p e n w i x t s t e͜o r t
peohtas	p e͜o x t ɑ s
peorð	p e͜o r θ
persoc	p e r s o k
persoctreow	p e r s o k t r e͜oː w
peru	p e r u
petersilige	p e t e r s i l i j e
petrus	p e t r u s
picgbread	p i ɡ ɡ b r æ͜ɑː d
pinca	p i n k ɑ
pinere	p iː n e r e
pinian	p iː n i ɑ n
pinn	p i n n
pinne	p i n n e
pinness	p iː n n e s s
