aa	ɑː
miettiä	m i e̞̯ t̪ː i æ ʔ
migreeni	m i ɡ r e̞ː n i
migreenikohtaus	m i ɡ r e̞ː n i k o̞ x t̪ ɑ u s̠
mihinkin	m i ɦ i ŋ k i n
mihinkään	m i ɦ i ŋ k æː n
mihinpäin	m i ɦ i m p æ i̯ n
miia	m iː ɑ
miika	m iː k ɑ
miikka	m iː kː ɑ
miilu	m iː l u
miilunpoltto	m iː l u m p o̞ l t̪ː o̞
miimisesti	m iː m i s̠ e̞ s̠ t̪ i ʔ
miina	m iː n ɑ
miinaharava	m iː n ɑ h ɑ r ɑ ʋ ɑ
miinakranaatti	m iː n ɑ k r ɑ n ɑː t̪ː i
miinanraivaus	m iː n ɑ n r ɑ i̯ ʋ ɑ u s̠
miinata	m iː n ɑ t̪ ɑ ʔ
miinavene	m iː n ɑ ʋ e̞ n e̞ ʔ
miinoittaminen	m iː n o̞ i̯ t̪ t̪ ɑ m i n e̞ n
miinoitus	m iː n o̞ i̯ t̪ u s̠
miinuslasit	m iː n u s̠ l ɑ s̠ i t̪
miinusmerkki	m iː n u s̠ m e̞ r kː i
miinustaa	m iː n u s̠ t̪ ɑː
miinustaa	m iː n u s̠ t̪ ɑː ʔ
miisa	m iː s̠ ɑ
miitinki	m iː t̪ i ŋ k i
miitti	m iː t̪ː i
mika	m i k ɑ
mikael	m i k ɑ e̞ l
mikaela	m i k ɑ e̞ l ɑ
mikin	m i k i n
mikittää	m i k i t̪ː æː ʔ
mikkeli	m i kː e̞ l i
mikkeliläinen	m i kː e̞ l i l æ i̯ n e̞ n
mikkelinpäivä	m i kː e̞ l i m p æ i̯ ʋ æ
mikki	m i kː i
mikko	m i kː o̞
mikkola	m i kː o̞ l ɑ
mikkonen	m i kː o̞ n e̞ n
miko	m i k o̞
mikro	m i k r o̞
mikroaalto	m i k r o̞ ɑː l t̪ o̞
mikroaaltouuni	m i k r o̞ ɑː l t̪ o̞ uː n i
mikroateria	m i k r o̞ ɑ t̪ e̞ r i ɑ
mikrobiekologi	m i k r o̞ b i e̞ k o̞ l o̞ ɡ i
mikrobiekologia	m i k r o̞ b i e̞ k o̞ l o̞ ɡ i ɑ
mikrobilääke	m i k r o̞ b i l æː k e̞ ʔ
mikrobiologia	m i k r o̞ b i o̞ l o̞ ɡ i ɑ
mikrobiomi	m i k r o̞ b i o̞ m i
mikrofilamentti	m i k r o̞ f i l ɑ m e̞ n̪ t̪ː i
mikrofluidistiikka	m i k r o̞ f l u i̯ d i s̠ t̪ iː kː ɑ
mikrofoni	m i k r o̞ f o̞ n i
mikrofoniliitäntä	m i k r o̞ f o̞ n i l iː t̪ æ n̪ t̪ æ
mikrokoodi	m i k r o̞ k o̞ː d i
mikrokortti	m i k r o̞ k o̞ r t̪ː i
mikrokuituliina	m i k r o̞ k u i̯ t̪ u l iː n ɑ
mikrokäsky	m i k r o̞ k æ s̠ k y
mikrosekunti	m i k r o̞ s̠ e̞ k u n̪ t̪ː i
mikroskooppi	m i k r o̞ s̠ k o̞ː pː i
mikroskopoiminen	m i k r o̞ s̠ k o̞ p o̞ i̯ m i n e̞ n
mikroskopointi	m i k r o̞ s̠ k o̞ p o̞ i̯ n̪ t̪ i
mikrosortsit	m i k r o̞ s̠ o̞ r t s̠ i t̪
mikroteknologia	m i k r o̞ t̪ e̞ k n o̞ l o̞ ɡ i ɑ
mikrotia	m i k r o̞ t̪ i ɑ
mikrotietokone	m i k r o̞ t̪ i e̞̯ t̪ o̞ k o̞ n e̞ ʔ
mikrotomi	m i k r o̞ t̪ o̞ m i
mikrotubulus	m i k r o̞ t̪ u b u l u s̠
mikrotukihenkilö	m i k r o̞ t̪ u k i h e̞ ŋ k i l ø̞
mikrouuni	m i k r o̞ uː n i
mikrovalmistus	m i k r o̞ ʋ ɑ l m i s̠ t̪ u s̠
miksaaja	m i k s̠ ɑː j ɑ
miksaaminen	m i k s̠ ɑː m i n e̞ n
miksata	m i k s̠ ɑ t̪ ɑ ʔ
miksaus	m i k s̠ ɑ u s̠
mikseri	m i k s̠ e̞ r i
miksi	m i k s̠ i
miksolyydinen	m i k s̠ o̞ l yː d i n e̞ n
miksotrofia	m i k s̠ o̞ t̪ r o̞ f i ɑ
mikä	m i k æ
mikäkin	m i k æ k i n
mikäli	m i k æ l i
mikäli	m i k æ l i ʔ
mikään	m i k æː n
mila	m i l ɑ
miliaarinen	m i l i ɑː r i n e̞ n
militaarinen	m i l i t̪ ɑː r i n e̞ n
militarisoida	m i l i t̪ ɑ r i s̠ o̞ i̯ d ɑ ʔ
militarisoitua	m i l i t̪ ɑ r i s̠ o̞ i̯ t̪ u ɑ ʔ
militääri	m i l i t̪ æː r i
milja	m i l j ɑ
miljardis	m i l j ɑ r d i s̠
miljoonainen	m i l j o̞ː n ɑ i̯ n e̞ n
miljoonakala	m i l j o̞ː n ɑ k ɑ l ɑ
miljoonakaupunki	m i l j o̞ː n ɑ k ɑ u̯ p u ŋ k i
miljoonakutoja	m i l j o̞ː n ɑ k u t̪ o̞ j ɑ
miljoonalaatikko	m i l j o̞ː n ɑ l ɑː t̪ i kː o̞
miljoonapalo	m i l j o̞ː n ɑ p ɑ l o̞
miljoonasosa	m i l j o̞ː n ɑ s̠ o̞ s̠ ɑ
miljoonikko	m i l j o̞ː n i kː o̞
miljöö	m i l j ø̞ː
miljöökuvaus	m i l j ø̞ː k u ʋ ɑ u s̠
milka	m i l k ɑ
milla	m i lː ɑ
millainen	m i lː ɑ i̯ n e̞ n
milletinpäästäinen	m i lː e̞ t̪ i m p æː s̠ t̪ æ i̯ n e̞ n
milliampeeri	m i lː i ɑ m p e̞ː r i
milliampeeri	m i lː i ɑ m pː e̞ː r i
millikaarisekunti	m i lː i k ɑː r i s̠ e̞ k u n̪ t̪ː i
millinen	m i lː i n e̞ n
millisekunti	m i lː i s̠ e̞ k u n̪ t̪ː i
milloinka	m i lː o̞ i̯ ŋ k ɑ
milloinkin	m i lː o̞ i̯ ŋ k i n
millänsäkään	m i lː æ n s̠ æ k æː n
milläänkään	m i lː æː ŋ k æː n
mimmi	m i mː i
mimmoinen	m i mː o̞ i̯ n e̞ n
mimoosamainen	m i m o̞ː s̠ ɑ m ɑ i̯ n e̞ n
mimosa	m i m o̞ s̠ ɑ
mina	m i n ɑ
minariini	m i n ɑ r iː n i
mindanaonrotta	m i n d ɑ n ɑ o̞ n r o̞ t̪ː ɑ
mindanaonrottasiili	m i n d ɑ n ɑ o̞ n r o̞ t̪ː ɑ s̠ iː l i
minea	m i n e̞ ɑ
mineraali	m i n e̞ r ɑː l i
mineraaliesiintymä	m i n e̞ r ɑː l i e̞ s̠ iː n t̪ y m æ
mineraalikuitu	m i n e̞ r ɑː l i k u i t̪ u
mineraalinen	m i n e̞ r ɑː l i n e̞ n
mineraalipitoinen	m i n e̞ r ɑː l i p i t̪ o̞ i n e̞ n
mineraalisuola	m i n e̞ r ɑː l i s̠ u o̞ l ɑ
mineraalivilla	m i n e̞ r ɑː l i ʋ i lː ɑ
mineralisaatio	m i n e̞ r ɑ l i s̠ ɑː t̪ i o̞
mineralisoitua	m i n e̞ r ɑ l i s̠ o̞ i̯ t̪ u ɑ ʔ
mineralogi	m i n e̞ r ɑ l o̞ ɡ i
mineralogia	m i n e̞ r ɑ l o̞ ɡ i ɑ
minerotrofinen	m i n e̞ r o̞ t̪ r o̞ f i n e̞ n
minestronekeitto	m i n e̞ s̠ t̪ r o̞ n e̞ k e̞ i̯ t̪ː o̞
mingreli	m i ŋ r e̞ l i
miniatyyrikoko	m i n i ɑ t̪ yː r i k o̞ k o̞
miniatyyrikokoinen	m i n i ɑ t̪ yː r i k o̞ k o̞ i n e̞ n
minikokoinen	m i n i k o̞ k o̞ i̯ n e̞ n
minimaalisesti	m i n i m ɑː l i s̠ e̞ s̠ t̪ i ʔ
minimalistisesti	m i n i m ɑ l i s̠ t̪ i s̠ e̞ s̠ t̪ i ʔ
minimiarvo	m i n i m i ɑ r ʋ o̞
minimikoko	m i n i m i k o̞ k o̞
minimimäärä	m i n i m i m æː r æ
minimipari	m i n i m i p ɑ r i
minimipolynomi	m i n i m i p o̞ l y n o̞ m i
minimisoiminen	m i n i m i s̠ o̞ i̯ m i n e̞ n
minimivarianssi	m i n i m i ʋ ɑ r i ɑ n s̠ː i
minimoiminen	m i n i m o̞ i̯ m i n e̞ n
minipilleri	m i n i p i lː e̞ r i
minipituinen	m i n i p i t̪ u i̯ n e̞ n
ministeri	m i n i s̠ t̪ e̞ r i
ministerikausi	m i n i s̠ t̪ e̞ r i k ɑ u̯ s̠ i
ministeristö	m i n i s̠ t̪ e̞ r i s̠ t̪ ø̞
ministeriys	m i n i s̠ t̪ e̞ r i y s̠
ministeriö	m i n i s̠ t̪ e̞ r i ø̞
minitietokone	m i n i t̪ i e̞̯ t̪ o̞ k o̞ n e̞ ʔ
minitopologia	m i n i t̪ o̞ p o̞ l o̞ ɡ i ɑ
miniä	m i n i æ
minja	m i n j ɑ
minkinlainen	m i ŋ k i n l ɑ i̯ n e̞ n
minkki	m i ŋ kː i
minkähintainen	m i ŋ k æ h i n̪ t̪ ɑ i̯ n e̞ n
minkäikäinen	m i ŋ k æ i k æ i̯ n e̞ n
minkäkinlainen	m i ŋ k æ k i n l ɑ i̯ n e̞ n
minkäkokoinen	m i ŋ k æ k o̞ k o̞ i̯ n e̞ n
minkälainen	m i ŋ k æ l ɑ i̯ n e̞ n
minkäluonteinen	m i ŋ k æ l u o̞̯ n̪ t̪ e̞ i̯ n e̞ n
minkämaalainen	m i ŋ k æ m ɑː l ɑ i̯ n e̞ n
minkämakuinen	m i ŋ k æ m ɑ k u i̯ n e̞ n
minkämerkkinen	m i ŋ k æ m e̞ r kː i n e̞ n
minkäniminen	m i ŋ k æ n i m i n e̞ n
minkänäköinen	m i ŋ k æ n æ k ø̞ i̯ n e̞ n
minkävärinen	m i ŋ k æ ʋ æ r i n e̞ n
minkäänarvoinen	m i ŋ k æː n ɑ r ʋ o̞ i̯ n e̞ n
minkäännäköinen	m i ŋ k æː n n æ k ø̞ i̯ n e̞ n
minna	m i nː ɑ
minnekin	m i nː e̞ kː i n
minnekä	m i nː e̞ kː æ
minnekään	m i nː e̞ kː æː n
minnesota	m i nː e̞ s̠ o̞ t̪ ɑ
minolainen	m i n o̞ l ɑ i̯ n e̞ n
minori	m i n o̞ r i
minoriteetti	m i n o̞ r i t̪ e̞ː t̪ː i
minttu	m i n̪ t̪ː u
minttujäätelö	m i n̪ t̪ː u j æː t̪ e̞ l ø̞
minttukastike	m i n̪ t̪ː u k ɑ s̠ t̪ i k e̞ ʔ
minttusuklaa	m i n̪ t̪ː u s̠ u k l ɑː
minttutee	m i n̪ t̪ː u t̪ e̞ː
mintunvihreä	m i n̪ t̪ u n ʋ i ç r e̞ æ
minua	m i n u ɑ
minuksi	m i n u k s̠ i
minulla	m i n u lː ɑ
minulle	m i n u lː e̞ ʔ
minulta	m i n u l t̪ ɑ
minuna	m i n u n ɑ
minunlaiseni	m i n u n l ɑ i̯ s̠ e̞ n i
minussa	m i n u s̠ː ɑ
minusta	m i n u s̠ t̪ ɑ
minut	m i n u t̪
minutta	m i n u t̪ː ɑ
minuun	m i n uː n
minuuteittain	m i n uː t̪ e̞ i̯ t̪ː ɑ i̯ n
minuutilleen	m i n uː t̪ i lː e̞ː n
minuutti	m i n uː t̪ː i
minä	m i n æ
minäkeskeinen	m i n æ k e̞ s̠ k e̞ i̯ n e̞ n
minäkeskeisyys	m i n æ k e̞ s̠ k e̞ i̯ s̠ yː s̠
minäkin	m i n æ k i n
minäkäsitys	m i n æ k æ s̠ i t̪ y s̠
minämuoto	m i n æ m u o̞̯ t̪ o̞
mira	m i r ɑ
miraakkeli	m i r ɑː k k e̞ l i
mirakuliini	m i r ɑ k u l iː n i
miratiivi	m i r ɑ t̪ iː ʋ i
mirhami	m i r h ɑ m i
mirhanvuodattaja	m i r h ɑ n ʋ u o̞̯ d ɑ t̪ t̪ ɑ j ɑ
mirja	m i r j ɑ
mirjam	m i r j ɑ m
mirjami	m i r j ɑ m i
mirka	m i r k ɑ
mirri	m i rː i
mirva	m i r ʋ ɑ
misandria	m i s̠ ɑ n d r i ɑ
miselli	m i s̠ e̞ lː i
miska	m i s̠ k ɑ
misogyyninen	m i s̠ o̞ ɡ yː n i n e̞ n
mispeli	m i s̠ p e̞ l i
missaaminen	m i s̠ː ɑː m i n e̞ n
missata	m i s̠ː ɑ t̪ ɑ ʔ
misseys	m i s̠ː e̞ y s̠
missi	m i s̠ː i
missiologi	m i s̠ː i o̞ l o̞ ɡ i
missiologia	m i s̠ː i o̞ l o̞ ɡ i ɑ
mississippi	m i s̠ i s̠ i p i
mississippi	m i s̠ i s̠ i pː i
mississippi	m i s̠ː i s̠ i p i
mississippi	m i s̠ː i s̠ i pː i
mississippi	m i s̠ː i s̠ s̠ i pː i
missivuosi	m i s̠ː i ʋ u o̞̯ s̠ i
missiys	m i s̠ː i y s̠
missouri	m i s̠ː uː r i
missä	m i s̠ː æ
mistäkin	m i s̠ t̪ æ k i n
misu	m i s̠ u
mitali	m i t̪ ɑ lː i
mitalijuhla	m i t̪ ɑ lː i j u x l ɑ
mitalitaide	m i t̪ ɑ lː i t̪ ɑ i̯ d e̞ ʔ
mitallisuus	m i t̪ ɑ l l i s̠ uː s̠
mitanpitävyys	m i t̪ ɑ m p i t̪ æ ʋ yː s̠
mitanpitävä	m i t̪ ɑ m p i t̪ æ ʋ æ
mitata	m i t̪ ɑ t̪ ɑ ʔ
mitenkin	m i t̪ e̞ ŋ k i n
mitenkuten	m i t̪ e̞ ŋ k u t̪ e̞ n
mitoittaa	m i t̪ o̞ i̯ t̪ː ɑː ʔ
mitoittaminen	m i t̪ o̞ i̯ t̪ t̪ ɑ m i n e̞ n
mitoittua	m i t̪ o̞ i̯ t̪ t̪ u ɑ ʔ
mitoitus	m i t̪ o̞ i̯ t̪ u s̠
mitoottinen	m i t̪ o̞ː t̪ t̪ i n e̞ n
mitoottisesti	m i t̪ o̞ː t̪ː i s̠ e̞ s̠ t̪ i ʔ
mitta	m i t̪ː ɑ
mittaaja	m i t̪ː ɑː j ɑ
mittaamaton	m i t̪ː ɑː m ɑ t̪ o̞ n
mittaaminen	m i t̪ː ɑː m i n e̞ n
mittailu	m i t̪ː ɑ i̯ l u
mittain	m i t̪ː ɑ i̯ n
mittainen	m i t̪ː ɑ i̯ n e̞ n
mittakello	m i t̪ː ɑ k e̞ lː o̞
mittakenttä	m i t̪ː ɑ k e̞ n̪ t̪ː æ
mittakeppi	m i t̪ː ɑ k e̞ pː i
mittalaite	m i t̪ː ɑ l ɑ i̯ t̪ e̞ ʔ
mittalasi	m i t̪ː ɑ l ɑ s̠ i
mittaliuos	m i t̪ː ɑ l i u̯ o̞ s̠
mittaluku	m i t̪ː ɑ l u k u
mittalusikka	m i t̪ː ɑ l u s̠ i kː ɑ
mittapiirustus	m i t̪ː ɑ p iː r u s̠ t̪ u s̠
mittari	m i t̪ː ɑ r i
mittariauto	m i t̪ː ɑ r i ɑ u̯ t̪ o̞
mittarilento	m i t̪ː ɑ r i l e̞ n̪ t̪ o̞
mittarimato	m i t̪ː ɑ r i m ɑ t̪ o̞
mittaristo	m i t̪ː ɑ r i s̠ t̪ o̞
mittasakset	m i t̪ː ɑ s̠ ɑ k s̠ e̞ t̪
mittatilaustyö	m i t̪ː ɑ t̪ i l ɑ u s̠ t̪ y ø̞̯
mittatoleranssi	m i t̪ː ɑ t̪ o̞ l e̞ r ɑ n s̠ː i
mittatyö	m i t̪ː ɑ t̪ y ø̞̯
mittauslaite	m i t̪ː ɑ u s̠ l ɑ i̯ t̪ e̞ ʔ
mittausoppi	m i t̪ː ɑ u s̠ o̞ pː i
mittaustekniikka	m i t̪ː ɑ u s̠ t̪ e̞ k n iː kː ɑ
mittausväline	m i t̪ː ɑ u s̠ ʋ æ l i n e̞ ʔ
mittauttaa	m i t̪ː ɑ u t̪ː ɑː ʔ
mittavuus	m i t̪ː ɑ ʋ uː s̠
mittaväline	m i t̪ː ɑ ʋ æ l i n e̞ ʔ
mittely	m i t̪ː e̞ l y
mittelö	m i t̪ː e̞ l ø̞
mitättömyys	m i t̪ æ t̪ t̪ ø̞ m yː s̠
mitätöidä	m i t̪ æ t̪ ø̞ i̯ d æ ʔ
mitätöiminen	m i t̪ æ t̪ ø̞ i̯ m i n e̞ n
mitätöinti	m i t̪ æ t̪ ø̞ i̯ n̪ t̪ i
mitätöityminen	m i t̪ æ t̪ ø̞ i̯ t̪ y m i n e̞ n
mitätöityä	m i t̪ æ t̪ ø̞ i̯ t̪ y æ
mitätöityä	m i t̪ æ t̪ ø̞ i̯ t̪ y æ ʔ
mitätöntyä	m i t̪ æ t̪ ø̞ n̪ t̪ y æ ʔ
mitätöntää	m i t̪ æ t̪ ø̞ n̪ t̪ æː
mitätöntää	m i t̪ æ t̪ ø̞ n̪ t̪ æː ʔ
mitäänsanomaton	m i t̪ æː n s̠ ɑ n o̞ m ɑ t̪ o̞ n
miukua	m i u̯ k u ɑ ʔ
miukuna	m i u̯ k u n ɑ
moa	m o̞ː ɑ
moaree	m o̞ ɑ r e̞ː
moat	m o̞ ɑ t̪
moat	m o̞ː ɑ t̪
mobbaus	m o̞ bː ɑ u s̠
mobiili	m o̞ b iː l i
mobiiliverkko	m o̞ b iː l i ʋ e̞ r kː o̞
mobile	m o̞ b i l e̞
mobile	m o̞ b i l e̞ ʔ
mobilisoida	m o̞ b i l i s̠ o̞ i̯ d ɑ ʔ
modaali	m o̞ d ɑː l i
modaalilogiikka	m o̞ d ɑː l i l o̞ ɡ iː kː ɑ
modaalirakenne	m o̞ d ɑː l i r ɑ k e̞ nː e̞ ʔ
modaalisuus	m o̞ d ɑː l i s̠ uː s̠
modalismi	m o̞ d ɑ l i s̠ m i
modata	m o̞ d ɑ t̪ ɑ ʔ
mode	m o̞ d e̞
modeemi	m o̞ d e̞ː m i
modernisoida	m o̞ d e̞ r n i s̠ o̞ i̯ d ɑ ʔ
modernisoitua	m o̞ d e̞ r n i s̠ o̞ i̯ t̪ u ɑ ʔ
modernisti	m o̞ d e̞ r n i s̠ t̪ i
moderniteetti	m o̞ d e̞ r n i t̪ e̞ː t̪ː i
modi	m o̞ d i
modulaariaritmetiikka	m o̞ d u l ɑː r i ɑ r i t̪ m e̞ t̪ iː kː ɑ
modulimuoto	m o̞ d u l i m u o̞̯ t̪ o̞
moduloida	m o̞ d u l o̞ i̯ d ɑ ʔ
moduuli	m o̞ d uː l i
moduulirakenteinen	m o̞ d uː l i r ɑ k e̞ n t̪ e̞ i̯ n e̞ n
mohikaani	m o̞ ɦ i k ɑː n i
moi	m o̞ i̯
moikata	m o̞ i̯ k ɑ t̪ ɑ ʔ
moikkaaminen	m o̞ i̯ kː ɑː m i n e̞ n
moikua	m o̞ i̯ k u ɑ ʔ
moilanen	m o̞ i̯ l ɑ n e̞ n
moinen	m o̞ i̯ n e̞ n
moiré	m o̞ ɑ r e̞ː
moiskahdus	m o̞ i̯ s̠ k ɑ x d u s̠
moiskahtaa	m o̞ i̯ s̠ k ɑ x t̪ ɑː ʔ
moiskahtaminen	m o̞ i̯ s̠ k ɑ h t̪ ɑ m i n e̞ n
moiskaus	m o̞ i̯ s̠ k ɑ u s̠
moiskauttaa	m o̞ i̯ s̠ k ɑ u t̪ː ɑː ʔ
moitinta	m o̞ i̯ t̪ i n̪ t̪ ɑ
moitiskella	m o̞ i̯ t̪ i s̠ k e̞ lː ɑ ʔ
moitiskelu	m o̞ i̯ t̪ i s̠ k e̞ l u
moitittava	m o̞ i̯ t̪ i t̪ t̪ ɑ ʋ ɑ
moitittavasti	m o̞ i̯ t̪ i t̪ː ɑ ʋ ɑ s̠ t̪ i ʔ
moitittavuus	m o̞ i̯ t̪ i t̪ t̪ ɑ ʋ uː s̠
moitteeton	m o̞ i̯ t̪ː e̞ː t̪ o̞ n
moitteettomasti	m o̞ i̯ t̪ː e̞ː t̪ː o̞ m ɑ s̠ t̪ i ʔ
moitteettomuus	m o̞ i̯ t̪ː e̞ː t̪ t̪ o̞ m uː s̠
moittia	m o̞ i̯ t̪ː i ɑ ʔ
moittiminen	m o̞ i̯ t̪ː i m i n e̞ n
moittiva	m o̞ i̯ t̪ː i ʋ ɑ
moittivasti	m o̞ i̯ t̪ː i ʋ ɑ s̠ t̪ i ʔ
mojahdus	m o̞ j ɑ x d u s̠
mojahtaa	m o̞ j ɑ x t̪ ɑː ʔ
mojahtaminen	m o̞ j ɑ h t̪ ɑ m i n e̞ n
mojito	m o̞ ɦ i t̪ o̞
mokaaminen	m o̞ k ɑː m i n e̞ n
mokaus	m o̞ k ɑ u s̠
moketti	m o̞ k e̞ t̪ː i
mokka	m o̞ kː ɑ
mokkaharja	m o̞ kː ɑ h ɑ r j ɑ
mokkainen	m o̞ kː ɑ i̯ n e̞ n
mokkanahkainen	m o̞ kː ɑ n ɑ x k ɑ i̯ n e̞ n
mokkatakki	m o̞ kː ɑ t̪ ɑ kː i
mokoma	m o̞ k o̞ m ɑ
moksahdus	m o̞ k s̠ ɑ x d u s̠
moksahtaa	m o̞ k s̠ ɑ x t̪ ɑː ʔ
moksahtaminen	m o̞ k s̠ ɑ h t̪ ɑ m i n e̞ n
moksaus	m o̞ k s̠ ɑ u s̠
moksauttaa	m o̞ k s̠ ɑ u t̪ː ɑː ʔ
moksibustio	m o̞ k s̠ i b u s̠ t̪ i o̞
moksiskaan	m o̞ k s̠ i s̠ k ɑː n
moku	m o̞ k u
mokša	m o̞ k ʃ ɑ
mokšamordvalainen	m o̞ k ʃ ɑ m o̞ r d ʋ ɑ l ɑ i̯ n e̞ n
molaalisuus	m o̞ l ɑː l i s̠ uː s̠
molaari	m o̞ l ɑː r i
molaarinen	m o̞ l ɑː r i n e̞ n
molassi	m o̞ l ɑ s̠ː i
molekulaarisuus	m o̞ l e̞ k u l ɑː r i s̠ uː s̠
molekylaarinen	m o̞ l e̞ k y l ɑː r i n e̞ n
molekyyli	m o̞ l e̞ k yː l i
molekyylibiologi	m o̞ l e̞ k yː l i b i o̞ l o̞ ɡ i
molekyylibiologia	m o̞ l e̞ k yː l i b i o̞ l o̞ ɡ i ɑ
molekyylidynamiikka	m o̞ l e̞ k yː l i d y n ɑ m iː kː ɑ
molekyyligeometria	m o̞ l e̞ k yː l i ɡ e̞ o̞ m e̞ t̪ r i ɑ
molekyylikaava	m o̞ l e̞ k yː l i k ɑː ʋ ɑ
molekyyliorbitaali	m o̞ l e̞ k yː l i o̞ r b i t̪ ɑː l i
molekyylisuihku	m o̞ l e̞ k yː l i s̠ u i ç k u
molekyylivoima	m o̞ l e̞ k yː l i ʋ o̞ i m ɑ
molemminpuolinen	m o̞ l e̞ mː i m p u o̞̯ l i n e̞ n
molempi	m o̞ l e̞ m p i
mollaus	m o̞ lː ɑ u s̠
molli	m o̞ lː i
mollisointu	m o̞ lː i s̠ o̞ i̯ n̪ t̪ u
mollottaa	m o̞ lː o̞ t̪ː ɑː ʔ
molluska	m o̞ lː u s̠ k ɑ
molotov	m o̞ l o̞ t̪ o̞ ʋ
molottaminen	m o̞ l o̞ t̪ t̪ ɑ m i n e̞ n
molotus	m o̞ l o̞ t̪ u s̠
molskahdella	m o̞ l s̠ k ɑ h d e̞ lː ɑ ʔ
molskahtaminen	m o̞ l s̠ k ɑ h t̪ ɑ m i n e̞ n
molskauttaa	m o̞ l s̠ k ɑ u t̪ː ɑː ʔ
molski	m o̞ l s̠ k i
molski	m o̞ l s̠ k i ʔ
molskia	m o̞ l s̠ k i ɑ ʔ
molva	m o̞ l ʋ ɑ
molybdeeni	m o̞ l y b d e̞ː n i
momentaaninen	m o̞ m e̞ n t̪ ɑː n i n e̞ n
momentti	m o̞ m e̞ n̪ t̪ː i
momenttiemäfunktio	m o̞ m e̞ n̪ t̪ː i e̞ m æ f u ŋ k t̪ i o̞
monarkistinen	m o̞ n ɑ r k i s̠ t̪ i n e̞ n
monarkkinen	m o̞ n ɑ r k k i n e̞ n
mondeeni	m o̞ n d e̞ː n i
monenarvoinen	m o̞ n e̞ n ɑ r ʋ o̞ i̯ n e̞ n
monenikäinen	m o̞ n e̞ n i k æ i̯ n e̞ n
monenkaltainen	m o̞ n e̞ ŋ k ɑ l t̪ ɑ i̯ n e̞ n
monenkertainen	m o̞ n e̞ ŋ k e̞ r t̪ ɑ i̯ n e̞ n
monenkielinen	m o̞ n e̞ ŋ k i e̞̯ l i n e̞ n
monenkirjava	m o̞ n e̞ ŋ k i r j ɑ ʋ ɑ
monenkokoinen	m o̞ n e̞ ŋ k o̞ k o̞ i̯ n e̞ n
monenlaatuinen	m o̞ n e̞ n l ɑː t̪ u i̯ n e̞ n
monenmoinen	m o̞ n e̞ m m o̞ i̯ n e̞ n
monenmuotoinen	m o̞ n e̞ m m u o̞̯ t̪ o̞ i̯ n e̞ n
monennäköinen	m o̞ n e̞ n n æ k ø̞ i̯ n e̞ n
monentaa	m o̞ n e̞ n̪ t̪ ɑː
monentaa	m o̞ n e̞ n̪ t̪ ɑː ʔ
monenvälinen	m o̞ n e̞ n ʋ æ l i n e̞ n
monenvärinen	m o̞ n e̞ n ʋ æ r i n e̞ n
mones	m o̞ n e̞ s̠
monesko	m o̞ n e̞ s̠ k o̞
monetaristi	m o̞ n e̞ t̪ ɑ r i s̠ t̪ i
monetaristinen	m o̞ n e̞ t̪ ɑ r i s̠ t̪ i n e̞ n
mongertaa	m o̞ ŋː e̞ r t̪ ɑː
mongertaa	m o̞ ŋː e̞ r t̪ ɑː ʔ
mongertaminen	m o̞ ŋː e̞ r t̪ ɑ m i n e̞ n
mongolia	m o̞ ŋː o̞ l i ɑ
mongolianlokki	m o̞ ŋː o̞ l i ɑ n l o̞ kː i
mongolilainen	m o̞ ŋː o̞ l i l ɑ i̯ n e̞ n
moni	m o̞ n i
moniaalla	m o̞ n i ɑː lː ɑ
moniaalle	m o̞ n i ɑː lː e̞ ʔ
moniaalta	m o̞ n i ɑː l t̪ ɑ
moniajaa	m o̞ n i ɑ j ɑː ʔ
monialaistua	m o̞ n i ɑ l ɑ i̯ s̠ t̪ u ɑ ʔ
monialaisuus	m o̞ n i ɑ l ɑ i̯ s̠ uː s̠
monialayritys	m o̞ n i ɑ l ɑ y r i t̪ y s̠
moniammatillisuus	m o̞ n i ɑ mː ɑ t̪ i lː i s̠ uː s̠
moniarvoinen	m o̞ n i ɑ r ʋ o̞ i̯ n e̞ n
monielinvaurio	m o̞ n i e̞ l i n ʋ ɑ u̯ r i o̞
monihuippuinen	m o̞ n i h u i̯ pː u i̯ n e̞ n
monihäiriöisyys	m o̞ n i h æ i̯ r i ø̞ i̯ s̠ yː s̠
monijärvinen	m o̞ n i j æ r ʋ i n e̞ n
monikansallisuus	m o̞ n i k ɑ n s̠ ɑ l l i s̠ uː s̠
monikerroksisuus	m o̞ n i k e̞ rː o̞ k s̠ i s̠ uː s̠
monikerroslevy	m o̞ n i k e̞ rː o̞ s̠ l e̞ ʋ y
monikko	m o̞ n i kː o̞
monikkous	m o̞ n i k k o̞ u s̠
monikymmenkertainen	m o̞ n i k y mː e̞ ŋ k e̞ r t̪ ɑ i̯ n e̞ n
monikymmenlukuinen	m o̞ n i k y mː e̞ n l u k u i̯ n e̞ n
monikymmenvuotinen	m o̞ n i k y mː e̞ n ʋ u o̞̯ t̪ i n e̞ n
monikäyttöauto	m o̞ n i k æ y̯ t̪ː ø̞ ɑ u̯ t̪ o̞
monilapsisuus	m o̞ n i l ɑ p s̠ i s̠ uː s̠
monilukuinen	m o̞ n i l u k u i̯ n e̞ n
monilukuisesti	m o̞ n i l u k u i̯ s̠ e̞ s̠ t̪ i ʔ
