က	k a̰
ယဉ်ကျေးမှု	j ɪ̀ ɴ t͡ɕ é m̥ ṵ
ယတြာ	j ə d ə j à
ယနေ့	j a̰ n ḛ
ယန္တရား	j à ɴ d ə j á
ယပက်လက်	j a̰ p ɛ ʔ l ɛ ʔ
ယပင့်	j a̰ p ɪ̰ ɴ
ယပ်	j a ʔ
ယမက	j ə m ə k a̰
ယမင်း	j ə m ɪ́ ɴ
ယမနေ	j ə m ə n è
ယမန်နှစ်	j ə m à ɴ n̥ ɪ ʔ
ယမမင်း	j ə m a̰ m ɪ́ ɴ
ယမုန်နာ	j ə m ò ʊ ɴ n à
ယမ်း	j á ɴ
ယမ်းတောင့်	j á ɴ d a̰ ʊ ɴ
ယမ်းမှုန့်	j á ɴ m̥ o̰ ʊ ɴ
ယဝဒီပ	j a̰ w a̰ d ì p a̰
ယသောဓရာ	j a̰ θ ɔ́ d ə j à
ယာဉ်	j ɪ̀ ɴ
ယာဉ်မောင်း	j ɪ̀ ɴ m à ʊ ɴ
ယာဉ်ရပ်	j ɪ̀ ɴ j a ʔ
ယာဘ	j à b a̰
ယာမာ	j à m à
ယာယီ	j à j ì
ယို	j ò
ယိုးဒယား	j ó d ə j á
ယီမင်	j ì m ɪ̀ ɴ
ယုဂ်	j o ʊ ʔ
ယုဇန	j ṵ z a̰ n a̰
ယုတ္တိ	j o ʊ ʔ t ḭ
ယုတ္တိဗေဒ	j o ʊ ʔ t ḭ b è d a̰
ယုန်	j ò ʊ ɴ
ယုံ	j ò ʊ ɴ
ယုံကြည်	j ò ʊ ɴ t͡ɕ ì
ယူ	j ù
ယူကရိန်း	j ù k ə ɹ é ɪ ɴ
ယူဂန်းဒါး	j ù ɡ á ɴ d á
ယူနိုက်တက်ကင်းဒမ်း	j ù n a ɪ ʔ t ɛ ʔ k ɪ́ ɴ d á ɴ
ယူနီယန်	j ù n ì j à ɴ
ယူရို	j ù ɹ ò
ယူရေးရှား	j ù ɹ é ʃ á
ယေရှု	j è ʃ ṵ
ယောက္ခထီး	j a ʊ ʔ kʰ ə tʰ í
ယောက္ခမ	j a ʊ ʔ kʰ ə m a̰
ယောက်	j a ʊ ʔ
ယောက်ဖ	j a ʊ ʔ pʰ a̰
ယောက်မ	j á ʊ ɴ m a̰
ယောက်ျား	j a ʊ ʔ t͡ɕ á
ယောက်ျားလျာ	j a ʊ ʔ k ə ʃ à
ယောဂ	j ɔ́ ɡ a̰
ယောဇနာ	j ɔ́ z ə n à
ယောနိ	j ɔ́ n ḭ
ယဲ့ယဲ့	j ɛ̰ j ɛ̰
ယွန်း	j ʊ́ ɴ
ယွန်းထည်	j ʊ́ ɴ tʰ ɛ̀
ယွန်းယွန်း	j ʊ́ ɴ j ʊ́ ɴ
ယှဉ်ဖက်	ʃ ɪ̀ ɴ pʰ ɛ ʔ
ယှဉ်း	ʃ ɪ́ ɴ
ရ	j a̰
ရ	ɹ a̰
ရကောက်	j a̰ k a ʊ ʔ
ရက်	j ɛ ʔ
ရက်ကန်း	j ɛ ʔ k á ɴ
ရက်ကန်းစင်	j ɛ ʔ k á ɴ z ɪ̀ ɴ
ရက်စွဲ	j ɛ ʔ s w ɛ́
ရက်ရာဇာ	j ɛ ʔ j à z à
ရက်သတ္တပတ်	j ɛ ʔ θ a ʔ d ə b a ʔ
ရခိုင်	j ə kʰ à ɪ ɴ
ရင်	j ɪ̀ ɴ
ရင်ခံ	j ɪ̀ ɴ kʰ à ɴ
ရင်ထိုးတံဆိပ်	j ɪ̀ ɴ d ó d ə z e ɪ ʔ
ရင်ပတ်	j ɪ̀ ɴ b a ʔ
ရင်ပြင်	j ɪ̀ ɴ b j ɪ̀ ɴ
ရင်ဘတ်	j ɪ̀ ɴ b a ʔ
ရင်းရဲ	j ɪ́ ɴ j ɛ́
ရည်	j ì
ရည်းစား	j í z á
ရတနာ	j ɛ̀ d ə n à
ရတနာပုံ	j ɛ̀ d ə n à b ò ʊ ɴ
ရတနာပူရ	j ɛ̀ d ə n à p ù ɹ a̰
ရတနာသိင်္ဃ	j ə d ə n à θ è ɪ ɴ ɡ a̰
ရတနာသုံးပါး	j ɛ̀ d ə n à θ ó ʊ ɴ b á
ရတီ	j ə t ì
ရတု	j a̰ t ṵ
ရထား	j ə tʰ á
ရနံ့	j ə n a̰ ɴ
ရန်	j à ɴ
ရန်ကုန်	j à ɴ ɡ ò ʊ ɴ
ရန်ပြု	j à ɴ p j ṵ
ရန်ဖြစ်	j à ɴ pʰ j ɪ ʔ
ရန်သူ	j à ɴ ð ù
ရန်သူမျိုးငါးပါး	j à ɴ ð ù m j ó ŋ á b á
ရပါတယ်	j a̰ b à d ɛ̀
ရပ်	j a ʔ
ရပ်ကွက်	j a ʔ k w ɛ ʔ
ရမ္မက်	j ə m ɛ ʔ
ရမ်	ɹ à ɴ
ရမ်းရမ်း	j á ɴ j á ɴ
ရယ်	j ì
ရရစ်	j a̰ j ɪ ʔ
ရဝမ်ဒါ	ɹ ə w à ɴ d à
ရဝိန်	j ə w è ɪ ɴ
ရဝေ	j ə w è
ရသ	j a̰ ð à
ရဟတ်	j ə h a ʔ
ရဟန်း	j ə h á ɴ
ရာ	j à
ရာခိုင်နှုန်း	j à kʰ à ɪ ɴ n̥ ó ʊ ɴ
ရာဂ	j à ɡ a̰
ရာစု	j à z ṵ
ရာစုနှစ်	j à z ṵ n̥ ɪ ʔ
ရာဇ	j à z a̰
ရာဇဂုရု	j à z a̰ ɡ ṵ ɹ ṵ
ရာဇဌာန်	ɹ à z ə tʰ à n
ရာဇဝင်	j à z ə w ɪ̀ ɴ
ရာဇဝတ်	j à z ə w ʊ ʔ
ရာဇဝတ်ကောင်	j à z ə w ʊ ʔ k à ʊ ɴ
ရာဇသတ်	j à z ə θ a ʔ
ရာဇာ	j à z à
ရာဇာဓိရာဇဂုရု	j à z a̰ d ḭ j à z a̰ ɡ ṵ ɹ ṵ
ရာဘ	j à b a̰
ရာဘာ	j à b à
ရာမ	j à m a̰
ရာမည	ɹ à m ə ɲ a̰
ရာဝဏ	ɹ à w ə n a̰
ရာသီ	j à ð ì
ရာသီဥတု	j à ð ì ʔ ṵ d ṵ
ရာဟုလာ	j à h ṵ l à
ရိက္ခါ	j e ɪ ʔ kʰ à
ရိက္ခာ	j e ɪ ʔ kʰ à
ရိတ်	j e ɪ ʔ
ရိတ်သိမ်း	j e ɪ ʔ θ é ɪ ɴ
ရိပ်ရိပ်	j e ɪ ʔ j e ɪ ʔ
ရိုက်	j a ɪ ʔ
ရိုင်ဖယ်	ɹ à ɪ ɴ pʰ ɛ̀
ရိုင်ရိုင်	j à ɪ ɴ j à ɪ ɴ
ရိုဟင်ဂျာ	ɹ ò h ɪ̀ ɴ d͡ʑ à
ရိုး	j ó
ရိုးရာအမည်	j ó j à ʔ ə m j ì
ရိုးရိုး	j ó j ó
ရုက္ခစိုး	j o ʊ ʔ ɡ ə z ó
ရုက္ခဗေဒ	j o ʊ ʔ kʰ a̰ b è d a̰
ရုပ်	j o ʊ ʔ
ရုပ်ကလာပ်	j o ʊ ʔ k ə l a ʔ
ရုပ်တု	j o ʊ ʔ t ṵ
ရုပ်ပုံ	j o ʊ ʔ p ò ʊ ɴ
ရုပ်မြင်သံကြား	j o ʊ ʔ m j ɪ̀ ɴ θ à ɴ d͡ʑ á
ရုပ်ရှင်	j o ʊ ʔ ʃ ɪ̀ ɴ
ရုပ်ရှင်ရုံ	j o ʊ ʔ ʃ ɪ̀ ɴ j ò ʊ ɴ
ရုပ်သေး	j o ʊ ʔ θ é
ရုပ်သေးအစိုးရ	j o ʊ ʔ θ é ʔ ə s ó j a̰
ရုရု	j ṵ j ṵ
ရုရှား	ɹ ṵ ʃ á
ရုံ	j ò ʊ ɴ
ရုံး	j ó ʊ ɴ
ရုံးပတီ	j ó ʊ ɴ b ə t ì
ရူပ	j ù p a̰
ရူပကအလင်္ကာ	j ù p ə k a̰ ʔ ə l ì ɡ à
ရူပနက္ခတ္တဗေဒ	j ù p a̰ n ɛ ʔ kʰ a ʔ t a̰ b è d a̰
ရူပဗေဒ	j ù p a̰ b è d a̰
ရူမေးနီးယား	ɹ ù m é n í j á
ရေ	j è
ရေကတော့	j è ɡ ə d ɔ̰
ရေကာတာ	j è ɡ à d à
ရေကူး	j è k ú
ရေကူးကန်	j è k ú ɡ à ɴ
ရေကြီး	j è t͡ɕ í
ရေကြီးခြင်း	j è t͡ɕ í d͡ʑ ɪ́ ɴ
ရေခဲ	j è ɡ ɛ́
ရေခဲမုန့်	j è ɡ ɛ́ m o̰ ʊ ɴ
ရေခဲသေတ္တာ	j è ɡ ɛ́ θ ɪ ʔ t à
ရေချိုး	j è t͡ɕʰ ó
ရေခွက်	j è ɡ w ɛ ʔ
ရေငတ်တယ်	j è ŋ a ʔ t ɛ̀
ရေငွေ့	j è ŋ w ḛ
ရေစစ္စရီ	j è s ɪ ʔ s ə ɹ ì
ရေညှိ	j è ɲ̊ ḭ
ရေတပ်	j è d a ʔ
ရေတံခွန်	j è d à ɡ ʊ̀ ɴ
ရေတွက်	j è t w ɛ ʔ
ရေတွင်း	j è d w ɪ́ ɴ
ရေဒီယို	ɹ è d ì j ò
ရေနဂါး	j è n ə ɡ á
ရေနံ	j è n à ɴ
ရေနံချောင်း	j è n à ɴ t͡ɕʰ á ʊ ɴ
ရေနံဆီ	j è n à ɴ z ì
ရေပန်း	j è b á ɴ
ရေပိုက်	j è p a ɪ ʔ
ရေမိုင်	j è m à ɪ ɴ
ရေမြင်း	j è m j ɪ́ ɴ
ရေမွှေး	j è m̥ w é
ရေမှုတ်	j è m̥ o ʊ ʔ
ရေယုန်	j è j ò ʊ ɴ
ရေလက်ဝါး	j è l ɛ ʔ w á
ရေလုပ်သား	j è l o ʊ ʔ θ á
ရေဝတ	ɹ è w ə t a̰
ရေဝတဘုရား	j è w ə t a̰ pʰ ə j á
ရေသူ	j è ð ù
ရေသူမ	j è ð ù m a̰
ရောက်	j a ʊ ʔ
ရောဂန္တရကပ်	j ɔ́ ɡ à ɴ t ə ɹ a̰ k a ʔ
ရောဂါ	j ɔ́ ɡ à
ရောဂါဗေဒ	j ɔ́ ɡ à b è d a̰
ရောင်	j à ʊ ɴ
ရောင်ခြည်	j à ʊ ɴ d͡ʑ ì
ရောင်း	j á ʊ ɴ
ရောမ	ɹ ɔ́ m a̰
ရော်ဘာ	ɹ ɔ̀ b à
ရေး	j é
ရေးချ	j é t͡ɕʰ a̰
ရေးရေး	j é j é
ရဲ	j ɛ́
ရဲစခန်း	j ɛ́ s ə kʰ á ɴ
ရဲတိုက်	j ɛ́ d a ɪ ʔ
ရဲဘော်	j ɛ́ b ɔ̀
ရဲရင့်	j ɛ́ j ɪ̰ ɴ
ရဲရဲ	j ɛ́ j ɛ́
ရဲသား	j ɛ́ ð á
ရဲ့	j ɛ̰
ရွတ်ရွတ်	j ʊ ʔ j ʊ ʔ
ရွပ်ရွပ်	j ʊ ʔ j ʊ ʔ
ရွရွ	j w a̰ j w a̰
ရွာ	j w à
ရွာစား	j w à z á
ရွာသူ	j w à ð ù
ရွေး	j w é
ရွေးကောက်ပွဲ	j w é k a ʊ ʔ p w ɛ́
ရွှေ	ʃ w è
ရွှေကြည်	ʃ w è d͡ʑ ì
ရွှေချည်ထိုး	ʃ w è d͡ʑ ì d ó
ရွှေချီ	ʃ w è d͡ʑ ì
ရွှေတိုက်	ʃ w è d a ɪ ʔ
ရွှေတောင်	ʃ w è d à ʊ ɴ
ရွှေတောင်ခေါက်ဆွဲ	ʃ w è d à ʊ ɴ kʰ a ʊ ʔ sʰ w ɛ́
ရွှေထမင်း	ʃ w è tʰ ə m ɪ́ ɴ
ရွှေနန်းရွှေပြာသာဒ်သခင်	ʃ w è n á ɴ ʃ w è p j a ʔ θ a ʔ θ ə kʰ ɪ̀ ɴ
ရွှေနန်းရှင်ဘုရား	ʃ w è n á ɴ ʃ ɪ̀ ɴ pʰ ə j á
ရွှေပြည်စိုး	ʃ w è p j ì s ó
ရွှေဖရုံသီး	ʃ w è pʰ ə j ò ʊ ɴ ð í
ရွှေဖြူ	ʃ w è b j ù
ရွှေဘို	ʃ w è b ò
ရွှေမျက်ပါး	ʃ w è m j ɛ ʔ p á
ရွှေရင်အေး	ʃ w è j ɪ̀ ɴ ʔ é
ရွှေ့	ʃ w ḛ
ရွှဲ	ʃ w ɛ́
ရွှံ့	ʃ ʊ̰ ɴ
ရွှံ့ပွက်	ʃ ʊ̰ ɴ b w ɛ ʔ
ရှက်	ʃ ɛ ʔ
ရှင့်	ʃ ɪ̰ ɴ
ရှင်	ʃ ɪ̀ ɴ
ရှင်တို့	ʃ ɪ̀ ɴ d o̰
ရှင်ပြု	ʃ ɪ̀ ɴ p j ṵ
ရှင်ဘုရင်	ʃ ɪ̀ ɴ b ə j ɪ̀ ɴ
ရှင်ရှင်	ʃ ɪ̀ ɴ ʃ ɪ̀ ɴ
ရှင်းရှင်း	ʃ ɪ́ ɴ ʃ ɪ́ ɴ
ရှစ်	ʃ ɪ ʔ
ရှစ်လ	ʃ ɪ ʔ l a̰
ရှဉ့်	ʃ ɪ̰ ɴ
ရှည်	ʃ è
ရှည်မျော	ʃ è m j ɔ́
ရှမ်း	ʃ á ɴ
ရှမ်းခေါက်ဆွဲ	ʃ á ɴ kʰ a ʊ ʔ sʰ w ɛ́
ရှယ်	ʃ ɛ̀
ရှလကာရည်	ʃ à l ə k à j è
ရှလပတ်ရည်	ʃ a̰ l ə p a ʔ j è
ရှာ	ʃ à
ရှား	ʃ á
ရှိ	ʃ ḭ
ရှိန်းခို	ʃ é ɪ ɴ ɡ ò
ရှိုက်	ʃ a ɪ ʔ
ရှို့	ʃ o̰
ရှိုး	ʃ ó
ရှူ	ʃ ù
ရှူတင်	ʃ ù t ɪ̀ ɴ
ရှူရှိုက်	ʃ ù ʃ a ɪ ʔ
ရှူးဖိနပ်	ʃ ú pʰ ə n a ʔ
ရှောက်	ʃ a ʊ ʔ
ရှောက်နု	ʃ a ʊ ʔ n ṵ
ရှေ့	ʃ ḛ
ရှေ့ဆက်	ʃ ḛ z ɛ ʔ
ရှေ့နေ	ʃ ḛ n è
ရှေ့ရုံး	ʃ ḛ j ó ʊ ɴ
ရှေး	ʃ é
ရဿ	ɹ a ʔ θ a̰
လ	l a̰
လက္ခဏ	l ɛ ʔ kʰ ə n a̰
လက္ခဏာ	l ɛ ʔ kʰ ə n à
လက္ခဏာရေးသုံးပါး	l ɛ ʔ kʰ ə n à j é θ ó ʊ ɴ b á
လက်	l ɛ ʔ
လက်ကိုင်ပဝါ	l ɛ ʔ k à ɪ ɴ p a̰ w à
လက်ကောက်	l ɛ ʔ k a ʊ ʔ
လက်ကွက်	l ɛ ʔ k w ɛ ʔ
လက်ခံ	l ɛ ʔ kʰ à ɴ
လက်ချောင်း	l ɛ ʔ t͡ɕʰ á ʊ ɴ
လက်စွပ်	l ɛ ʔ s ʊ ʔ
လက်ဆောင်	l ɛ ʔ sʰ à ʊ ɴ
လက်ဆွဲသေတ္တာ	l ɛ ʔ sʰ w ɛ́ θ ɪ ʔ t à
လက်တင်	l ɛ ʔ t ɪ̀ ɴ
လက်တင်အမေရိက	l ɛ ʔ t ɪ̀ ɴ ʔ ə m è ɹ ḭ k a̰
လက်တန်း	l ɛ ʔ t á ɴ
လက်ထပ်	l ɛ ʔ tʰ a ʔ
လက်နက်	l ɛ ʔ n ɛ ʔ
လက်နှိပ်စက်	l ɛ ʔ n̥ e ɪ ʔ s ɛ ʔ
လက်ပတ်နာရီ	l ɛ ʔ p a ʔ n à j ì
လက်ပံ	l ɛ ʔ p à ɴ
လက်ပံခါး	l ɛ ʔ p à ɴ ɡ á
လက်ဖက်	l ə pʰ ɛ ʔ
လက်ဖက်	l ɛ ʔ pʰ ɛ ʔ
လက်ဖက်ထုပ်	l ə pʰ ɛ ʔ tʰ o ʊ ʔ
လက်ဖက်ရည်	l ə pʰ ɛ ʔ j è
လက်ဖက်ရည်ဆိုင်	l ə pʰ ɛ ʔ j è z à ɪ ɴ
လက်ဖက်သုပ်	l ə pʰ ɛ ʔ θ o ʊ ʔ
လက်ဘနွန်	l ɛ ʔ b ə n ʊ̀ ɴ
လက်မှတ်	l ɛ ʔ m̥ a ʔ
လက်ရန်း	l ɛ ʔ j á ɴ
လက်ဝါး	l ɛ ʔ w á
လက်ဝါးကပ်တိုင်	l ɛ ʔ w ə ɡ a ʔ t à ɪ ɴ
လက်ဝှေ့	l ɛ ʔ ʍ ḛ
လက်သည်	l ɛ ʔ θ ɛ̀
လက်သည်း	l ɛ ʔ θ ɛ́
လက်သည်းကွင်း	l ɛ ʔ θ é ɡ w ɪ́ ɴ
လက်သမား	l ɛ ʔ θ a̰ m á
လက်သီး	l ɛ ʔ θ í
လက်သုတ်ပဝါ	l ɛ ʔ θ o ʊ ʔ p a̰ w à
လက်သုပ်စုံ	l ɛ ʔ θ o ʊ ʔ s ò ʊ ɴ
လက်အိတ်	l ɛ ʔ ʔ e ɪ ʔ
လကွယ်	l a̰ ɡ w ɛ̀
လခြမ်း	l a̰ d͡ʑ á ɴ
လခြမ်းဆိုင်း	l a̰ d͡ʑ á ɴ sʰ á ɪ ɴ
လငယ်	l a̰ ŋ ɛ̀
လင်	l ɪ̀ ɴ
လင်ကောင်ပိုး	l ɪ̀ ɴ ɡ à ʊ ɴ b ó
လင်ပန်း	l ɪ̀ ɴ b á ɴ
လင်မယား	l ɪ̀ ɴ m ə j á
လင်း	l ɪ́ ɴ
လင်းဆွဲ	l ɪ́ ɴ z w ɛ́
လင်းဇင်း	l ɪ́ ɴ z ɪ́ ɴ
လင်းတ	l ɪ́ ɴ d a̰
လင်းနို့	l ɪ́ ɴ n o̰
လင်းပိုင်	l ɪ́ ɴ b à ɪ ɴ
လင်းယဉ်	l ɪ́ ɴ j ɪ̀ ɴ
လင်းယုန်	l ɪ́ ɴ j ò ʊ ɴ
လစဉ်	l a̰ z ɪ̀ ɴ
လစ်	l ɪ ʔ
လစ်တန်စတိန်း	l ɪ ʔ t à ɴ s ə t é ɪ ɴ
လစ်ဗျား	l ɪ ʔ b j á
လစ်သူယေးနီးယား	l ɪ ʔ θ ù j é n í j á
လဆန်း	l a̰ z á ɴ
လဆုတ်	l a̰ z o ʊ ʔ
လဆွဲ	l a̰ sʰ w ɛ́
လည်	l ɛ̀
လည်ချောင်း	l ɛ̀ d͡ʑ á ʊ ɴ
လည်စည်း	l è z í
လည်ပင်း	l ɛ̀ b ɪ́ ɴ
လည်ပင်းကြီးရောဂါ	l ì b ɪ́ ɴ d͡ʑ í j ɔ́ ɡ à
လည်း	l í
လည်း	l ɛ́
လတ်	l a ʔ
လတ်ဗီယာ	l a ʔ b ì j à
လန်ဒန်	l à ɴ d à ɴ
လပို့	l ə b o̰
လပ်	l a ʔ
လပြည့်	l a̰ p j ḛ
လပြည့်နေ့	l a̰ p j ḭ n ḛ
လပြည့်ဝန်း	l a̰ b j ḛ w ʊ́ ɴ
လမု	l ə m ṵ
လမုန့်	l a̰ m o̰ ʊ ɴ
လမ်း	l á ɴ
လမ်းကြား	l á ɴ d͡ʑ á
လမ်းဆုံ	l á ɴ z ò ʊ ɴ
လမ်းပြ	l á ɴ p j a̰
လမ်းဘေးဆိုင်	l á ɴ b é z à ɪ ɴ
လမ်းလျှောက်	l á ɴ ʃ a ʊ ʔ
လမ်းသရဲ	l á ɴ θ ə j ɛ́
လယ်	l ɛ̀
လယ်ထွန်	l ɛ̀ tʰ ʊ̀ ɴ
လယ်ထွန်မင်္ဂလာ	l ɛ̀ tʰ ʊ̀ ɴ m ɪ̀ ɴ ɡ ə l à
လယ်ပြင်	l ɛ̀ b j ɪ̀ ɴ
လယ်ယာ	l ɛ̀ j à
လယ်သမား	l ɛ̀ ð ə m á
လဟု	l ə h ṵ
လာ	l à
လာဘ်	l a ʔ
လာအို	l à ʔ ò
လား	l á
လိင်	l è ɪ ɴ
လိင်ဆက်ဆံ	l è ɪ ɴ sʰ ɛ ʔ sʰ à ɴ
လိင်တံ	l è ɪ ɴ d à ɴ
လိင်ပညာ	l è ɪ ɴ p j ɪ̀ ɴ ɲ à
လိပ်	l e ɪ ʔ
လိပ်ကျောက်	l e ɪ ʔ t͡ɕ a ʊ ʔ
လိပ်ခေါင်း	l e ɪ ʔ ɡ á ʊ ɴ j ɔ́ ɡ à
လိပ်ခေါင်းရောဂါ	l e ɪ ʔ ɡ á ʊ ɴ j ɔ́ ɡ à
လိပ်စာ	l e ɪ ʔ s à
လိပ်ပြာ	l e ɪ ʔ p j à
လိမ္မော်	l è ɪ ɴ m ɔ̀
လိမ်	l è ɪ ɴ
လိမ်း	l é ɪ ɴ
လိမ်းဆေး	l é ɪ ɴ z é
လို	l ò
လိုက်	l a ɪ ʔ
လိုက်ချီး	l a ɪ ʔ t͡ɕʰ í
လိုက်ပြေး	l a ɪ ʔ p j é
လိုက်ဘေးရီးယား	l a ɪ ʔ b é ɹ í j á
လိုချင်	l ò d͡ʑ ɪ̀ ɴ
လိုင်စင်	l à ɪ ɴ s ɪ̀ ɴ
လိုင်း	l á ɪ ɴ
လိုဏ်	l̥ à ɪ ɴ
လိုဏ်ခေါင်း	l̥ à ɪ ɴ ɡ á ʊ ɴ
လိုအပ်	l ò ʔ a ʔ
လို့	l o̰
လိုး	l ó
လီဆိုသို	l ì sʰ ò θ ò
လီဆူ	l ì sʰ ù
လီတာ	l ì t à
လီသီယမ်	l ì θ ì j à ɴ
လီး	l í
လုပ်	l o ʊ ʔ
လုပ်ခ	l o ʊ ʔ kʰ a̰
လုပ်ငန်း	l o ʊ ʔ ŋ á ɴ
လုပ်ရတ်	l o ʊ ʔ j a ʔ
လုပ်သား	l o ʊ ʔ θ á
လုပ်အား	l o ʊ ʔ ʔ á
လုံချည်	l ò ʊ ɴ d͡ʑ ì
လုံခြုံရေး	l ò ʊ ɴ d͡ʑ ò ʊ ɴ j é
လုံး	l ó ʊ ɴ
လုံးလုံး	l ó ʊ ɴ l ó ʊ ɴ
လူ	l ù
လူကြီး	l ù d͡ʑ í
လူငယ်	l ù ŋ ɛ̀
လူစုလူဝေး	l ù z ṵ l ù w é
လူဇင်ဘတ်	l ù z ɪ̀ ɴ b a ʔ
လူတော	l ù d ɔ́
လူပျို	l ù b j ò
လူပျိုနာ	l ù b j ò n à
လူမျိုး	l ù m j ó
လူမျိုးစုလွှတ်တော်	l ù m j ó z ṵ l̥ ʊ ʔ t ɔ̀
လူမျိုးရေးဝါဒ	l ù m j ó j é w à d a̰
လူမှုကွန်ရက်	l ù m̥ ṵ k ʊ̀ ɴ j ɛ ʔ
လူဝင်မှုကြီးကြပ်ရေး	l ù w ɪ̀ ɴ m̥ ṵ t͡ɕ í t͡ɕ a ʔ j é
လူဝံ	l ù w ʊ̀ ɴ
လူသတ်မှု	l ù ð a ʔ m̥ ṵ
လူသတ်သမား	l ù θ a ʔ ð ’ မ ာ
လူသား	l ù ð á
လူဦးရေ	l ù ʔ ú j è
လူ့ဘောင်	l ṵ b à ʊ ɴ
လူ့အဖွဲ့အစည်း	l ṵ ʔ ə pʰ w ɛ̰ ʔ ə s í
လေ	l è
လေကတော့	l è ɡ ə d ɔ̰
လေချဉ်တက်	l è d͡ʑ ɪ̀ ɴ t ɛ ʔ
လေချွန်	l è t͡ɕʰ ʊ̀ ɴ
လေစုန်	l è z ò ʊ ɴ
လေဆိပ်	l è z e ɪ ʔ
လေထိုးတံ	l è tʰ ó d à ɴ
လေထီး	l è d í
လေထု	l è d ṵ
လေပွေ	l è b w è
လေဖိအား	l è pʰ ḭ ʔ á
လေဖုတ်	l è pʰ o ʊ ʔ
လေဖြတ်ရောဂါ	l è pʰ j a ʔ j ɔ́ ɡ à
လေမုန်တိုင်း	l è m ò ʊ ɴ d á ɪ ɴ
လေယာဉ်	l è j ɪ̀ ɴ
လေယာဉ်ပျံ	l è j ɪ̀ ɴ b j à ɴ
လေရဟတ်	l è j ə h a ʔ
လေလည်	l è l è
လေသာခန်း	l è ð à ɡ á ɴ
လေသာပေါက်	l è ð à b a ʊ ʔ
လေသိုက်	l è θ a ɪ ʔ
လေအေးစက်	l è ʔ é z ɛ ʔ
လောက	l ɔ́ k a̰
လောကနတ်	l ɔ́ k a̰ n a ʔ
လောကဝတ်	l ɔ́ ɡ ə w ʊ ʔ
လောက်	l a ʊ ʔ
လောင်	l à ʊ ɴ
လောင်စာ	l à ʊ ɴ z à
လောင်း	l á ʊ ɴ
လောဘ	l ɔ́ b a̰
လောလော	l ɔ́ l ɔ́
လေ့ကျင့်	l ḛ t͡ɕ ɪ̰ ɴ
လေ့ကျင့်ခန်း	l ḛ t͡ɕ ɪ̰ ɴ ɡ á ɴ
လေ့လာ	l ḛ l à
လေး	l é
လေးကြိုး	l é d͡ʑ ó
လေးညှင်း	l é ɲ̊ ɪ́ ɴ
လေးညှင်းပွင့်	l é ɲ̊ ɪ́ ɴ b w ɪ̰ ɴ
လေးထောင့်	l é d a̰ ʊ ɴ
လေးလ	l é l a̰
လေးလံ	l é l à ɴ
လဲ	l ɛ́
လဲ့လဲ့	l ɛ̰ l ɛ̰
လံဗား	l à ɴ b á
လျက်	j ɛ ʔ
လျားလျား	j á j á
လျောင်း	l j á ʊ ɴ
လျှင်	l̥ j ɪ̀ ɴ
လျှပ်	l̥ j a ʔ
လျှပ်စစ်ဓာတ်	l̥ j a ʔ s ɪ ʔ d a ʔ
လျှပ်စီး	l̥ j a ʔ s í
လျှာ	ʃ à
လျှာနာခွာနာ	ʃ à n à kʰ w à n à
လျှာရည်	ʃ à j ì
လျှောက်	ʃ a ʊ ʔ
လွတ်လပ်	l ʊ ʔ l a ʔ
လွတ်လပ်ခွင့်	l ʊ ʔ l a ʔ kʰ w ɪ̰ ɴ
လွတ်လပ်ရေးနေ့	l ʊ ʔ l a ʔ j é n ḛ
လွန်	l ʊ̀ ɴ
လွန်ဆွဲ	l ʊ̀ ɴ sʰ w ɛ́
လွယ်	l w ɛ̀
လွိုင်ကော်	l w à ɪ ɴ k ɔ̀
လွှ	l̥ w a̰
လွှတ်တော်	l̥ ʊ ʔ t ɔ̀
လွှတ်ရုံးငါးရပ်	l̥ ʊ ʔ j ó ʊ ɴ ŋ á j a ʔ
လှ	l̥ a̰
လှည့်	l̥ ɛ̰
လှည်း	l̥ ɛ́
လှည်းကူး	l̥ í k ú
လှပ	l̥ a̰ p a̰
လှပ်လှပ်	l̥ a ʔ l̥ a ʔ
လှလှ	l̥ a̰ l̥ a̰
လှိုင်း	l̥ á ɪ ɴ
လှုပ်ရှား	l̥ o ʊ ʔ ʃ á
လှုပ်လှုပ်	l̥ o ʊ ʔ l̥ o ʊ ʔ
လှုလှု	l̥ ṵ l̥ ṵ
လှုံ	l̥ ò ʊ ɴ
လှေ	l̥ è
လှေကား	l̥ è ɡ á
လှောက်	l̥ a ʊ ʔ
လှော်ကား	l̥ ɔ̀ ɡ á
လှေး	l̥ é
လှဲ	l̥ ɛ́
လှံ	l̥ à ɴ
ဝ	w a̰
ဝက်	w ɛ ʔ
ဝက်ကြွပ်	w ɛ ʔ t͡ɕ ʊ ʔ
ဝက်ခြံ	w ɛ ʔ t͡ɕʰ à ɴ
ဝက်ဆီ	w ɛ ʔ sʰ ì
ဝက်ထီး	w ɛ ʔ tʰ í
ဝက်ဘ်ဆိုဒ်	w ɛ ʔ b sʰ a ɪ ʔ
ဝက်မ	w ɛ ʔ m a̰
ဝက်မှင်ဘီး	w ɛ ʔ m̥ ɪ̀ ɴ b í
ဝက်ဝံ	w ɛ ʔ w ʊ̀ ɴ
ဝက်သား	w ɛ ʔ θ á
ဝက်သားချဉ်	w ɛ ʔ θ á t͡ɕʰ ɪ̀ ɴ
