'ch	χ
gwrthiselyddion	ɡ ʊ r θ ɪ s ɛ l ə ð j ɔ n
gwrthod	ɡ ʊ r θ ɔ d
gwrthrych	ɡ ʊ r θ r ɪ χ
gwrthrychol	ɡ ʊ r θ r ə χ ɔ l
gwrthryfel	ɡ ʊ r θ r ə v ɛ l
gwrthryfela	ɡ ʊ r θ r ə v eː l a
gwrthryfela	ɡ ʊ r θ r ə v ɛ l a
gwrthryfelgar	ɡ ʊ r θ r ə v ɛ l ɡ a r
gwrthryfeloedd	ɡ ʊ r θ r ə v eː l ɔ i̯ ð
gwrthryfeloedd	ɡ ʊ r θ r ə v ɛ l ɔ i̯ ð
gwrthryfelwr	ɡ ʊ r θ r ə v eː l ʊ r
gwrthryfelwr	ɡ ʊ r θ r ə v ɛ l ʊ r
gwrthryfelwyr	ɡ ʊ r θ r ə v ɛ l w ɪ r
gwrthwynebair	ɡ ʊ r θ w ɪ n ɛ b a i̯ r
gwrthwynebiad	ɡ ʊ r θ w ɪ n ɛ b j a d
gwrthwynebiadau	ɡ ʊ r θ w ɪ n ɛ b j a d a i̯
gwrthwynebiadau	ɡ ʊ r θ w ɪ n ɛ b j a d ɛ
gwrthwynebiadau	ɡ ʊ r θ w ɪ n ɛ b j aː d a i̯
gwrthwynebiadau	ɡ ʊ r θ w ɪ n ɛ b j aː d ɛ
gwrthwynebu	ɡ ʊ r θ w ɪ n eː b i
gwrthwynebu	ɡ ʊ r θ w ɪ n ɛ b i
gwrthwynebwyr	ɡ ʊ r θ w ɪ n ɛ b w ɪ r
gwrthwynebydd	ɡ ʊ r θ w ɪ n eː b ɪ ð
gwrthwynebydd	ɡ ʊ r θ w ɪ n ɛ b ɪ ð
gwrw	ɡ uː r u
gwrw	ɡ ʊ r u
gwsberen	ɡ ʊ s b eː r ɛ n
gwsberen	ɡ ʊ s b ɛ r ɛ n
gwsberis	ɡ ʊ s b ɛ r ɪ s
gwy	ɡ ʊ i̯
gwyach	ɡ ʊ i̯ a χ
gwyar	ɡ ʊ i̯ a r
gwybed	ɡ w ə b ɛ d
gwybed ffwng	ɡ w ə b ɛ d f ʊ ŋ
gwybedyn	ɡ w ə b eː d ɪ n
gwybedyn	ɡ w ə b ɛ d ɪ n
gwybod	ɡ uː b ɔ
gwybod	ɡ uː b ɔ d
gwybod	ɡ w ɪ b ɔ d
gwybod	ɡ ʊ b ɔ
gwybod	ɡ ʊ b ɔ d
gwybod	ɡ ʊ i̯ b ɔ d
gwybodaeth	ɡ w ə b oː d a i̯ θ
gwybodaeth	ɡ w ə b oː d ɛ θ
gwybodaeth	ɡ w ə b ɔ d a i̯ θ
gwybodaeth	ɡ w ə b ɔ d ɛ θ
gwybodaeth	ɡ w ɪ b oː d a i̯ θ
gwybodaeth	ɡ w ɪ b oː d ɛ θ
gwybodaeth	ɡ w ɪ b ɔ d a i̯ θ
gwybodaeth	ɡ w ɪ b ɔ d ɛ θ
gwybodaeth	ɡ ʊ i̯ b oː d a i̯ θ
gwybodaeth	ɡ ʊ i̯ b oː d ɛ θ
gwybodaeth	ɡ ʊ i̯ b ɔ d a i̯ θ
gwybodaeth	ɡ ʊ i̯ b ɔ d ɛ θ
gwych	ɡ w iː χ
gwychach	ɡ w ə χ a χ
gwyched	ɡ w ə χ ɛ d
gwyddau	ɡ ʊ i̯ ð a i̯
gwyddau	ɡ ʊ i̯ ð ɛ
gwyddbwyll	ɡ w ɪ ð b ʊ i̯ ɬ
gwyddbwyll	ɡ ʊ i̯ ð b ʊ i̯ ɬ
gwyddel	ɡ ʊ i̯ ð ɛ l
gwyddeleg	ɡ ʊ i̯ ð ɛ l ɛ ɡ
gwydden	ɡ w ɪ ð ɛ n
gwyddion	ɡ w ə ð j ɔ n
gwyddon	ɡ w ə ð ɔ n
gwyddor	ɡ ʊ i̯ ð ɔ r
gwydr	ɡ w ɪ d r
gwydraid	ɡ w ə d r a i̯ d
gwyfyn	ɡ w ə v ɪ n
gwylan	ɡ ʊ i̯ l a n
gwylanod	ɡ ʊ i̯ l a n ɔ d
gwylanod	ɡ ʊ i̯ l aː n ɔ d
gwyliedydd	ɡ w ɪ l j eː d ɪ ð
gwyliedydd	ɡ w ɪ l j ɛ d ɪ ð
gwyliedydd	ɡ ʊ i̯ l j eː d ɪ ð
gwyliedydd	ɡ ʊ i̯ l j ɛ d ɪ ð
gwyliedyddion	ɡ w ɪ l j ɛ d ə ð j ɔ n
gwyliedyddion	ɡ ʊ i̯ l j ɛ d ə ð j ɔ n
gwylio	ɡ w ɪ l j ɔ
gwylio	ɡ ʊ i̯ l j ɔ
gwyll	ɡ w ɪ ɬ
gwyll	ɡ ʊ i̯ ɬ
gwylliaid	ɡ ʊ i̯ ɬ j a i̯ d
gwylliaid	ɡ ʊ i̯ ɬ j ɛ d
gwyllon	ɡ w ə ɬ ɔ n
gwyllt	ɡ w ɪ ɬ d
gwylog	ɡ ʊ i̯ l ɔ ɡ
gwylogod	ɡ ʊ i̯ l oː ɡ ɔ d
gwylogod	ɡ ʊ i̯ l ɔ ɡ ɔ d
gwymona	ɡ w ɪ m oː n a
gwymona	ɡ w ɪ m ɔ n a
gwymona	ɡ ʊ i̯ m oː n a
gwymona	ɡ ʊ i̯ m ɔ n a
gwympo	ɡ w ɪ m p ɔ
gwympo	ɡ ʊ m p ɔ
gwympo	ɡ ʊ ɪ̯ m p ɔ
gwyn	ɡ w ɪ n
gwyndyd	ɡ ʊ i̯ n d ɪ d
gwynedd	ɡ u i̯ n ɛ ð
gwyneira	ɡ w ɪ n e i̯ r a
gwyneth	ɡ w ɪ n ɛ θ
gwynnach	ɡ w ə n a χ
gwynnu	ɡ w ə n i
gwynnu	ɡ w ɪ n i
gwyno	ɡ ʊ i̯ n ɔ
gwynt	ɡ w ɪ n t
gwyrdd	ɡ w ɪ r ð
gwyrddfaen	ɡ w ə r ð v a i̯ n
gwyrddion	ɡ w ə r ð j ɔ n
gwyrddsug	ɡ w ə r ð s ɪ ɡ
gwyryf	ɡ w ə r ɪ v
gwyryf	ɡ w ɪ r ɪ v
gwys	ɡ w iː s
gwystl	ɡ w ɪ s d l
gwystl	ɡ w ɪ s d ɪ l
gwystl	ɡ ʊ i̯ s d l
gwystl	ɡ ʊ i̯ s d ɪ l
gwâl	ɡ w aː l
gwâr	ɡ w aː r
gwêl	ɡ w eː l
gwên	ɡ w eː n
gwŷdd	ɡ w iː ð
gwŷl	ɡ w iː l
gwŷn	ɡ w iː n
gwŷr	ɡ w iː r
gychwyn	ɡ ə χ w ɪ n
gyd	ɡ iː d
gyda	d a
gyda	ɡ ə d a
gyda	ɡ ɪ d a
gyda hyn	ɡ ə d a h ɪ n
gyda hyn	ɡ ɪ d a h ɪ n
gydag	ɡ ə d a ɡ
gydag	ɡ ɪ d a ɡ
gydbreswylwyr	ɡ iː d b r ɛ s ʊ i̯ l w ɪ r
gyddfau	ɡ ə ð v a i̯
gyddfau	ɡ ə ð v ɛ
gyfarfod	ɡ w a r v ɔ d
gyfarfod	ɡ ə v a r v ɔ d
gyfforddus	ɡ ə f ɔ r ð ɪ s
gyfiawnder	ɡ ə v j a u̯ n d ɛ r
gyflym	ɡ ə v l ɪ m
gyfnither	ɡ ə v n iː θ ɛ r
gyfnither	ɡ ə v n ɪ θ ɛ r
gyfoethog	ɡ ə v ɔ i̯ θ ɔ ɡ
gyfreithiwr	ɡ ə v r e i̯ θ j ʊ r
gylch	ɡ ɪ l χ
gylchgrawn	ɡ ə l χ ɡ r a u̯ n
gylchgrawn	ɡ ɪ l χ ɡ r a u̯ n
gylfin	ɡ ə l v ɪ n
gylfinau	ɡ ə l v iː n a i̯
gylfinau	ɡ ə l v iː n ɛ
gylfinau	ɡ ə l v ɪ n a i̯
gylfinau	ɡ ə l v ɪ n ɛ
gylfinir	ɡ ə l v iː n ɪ r
gylfinir	ɡ ə l v ɪ n ɪ r
gylfinirod	ɡ ə l v ɪ n iː r ɔ d
gylfinirod	ɡ ə l v ɪ n ɪ r ɔ d
gyll	ɡ ɪ ɬ
gymaint	ɡ ə m a i̯ n t
gymaint	ɡ ə m ɛ n t
gymaint	ɡ ɪ m ɛ n t
gymedrolwr	ɡ ə m ɛ d r oː l ʊ r
gymedrolwr	ɡ ə m ɛ d r ɔ l ʊ r
gymedrolwyr	ɡ ə m ɛ d r ɔ l w ɪ r
gymorth	ɡ ə m ɔ r θ
gymru	ɡ ə m r i
gymylog	ɡ ə m ə l ɔ ɡ
gyngor	ɡ ə ŋ ɔ r
gynhadledd	ɡ ə n h a d l ɛ ð
gynnar	ɡ ə n a r
gynnar	ɡ ɪ n a r
gynnwrf	ɡ ə n ʊ r v
gyrdd	ɡ ɪ r ð
gyrgoed	ɡ ə r ɡ ɔ i̯ d
gyrgoed	ɡ ɪ r ɡ ɔ i̯ d
gyrraedd	ɡ ə r a i̯ ð
gyrraedd	ɡ ə r a ð
gyrraedd	ɡ ə r ɛ ð
gyrraf	ɡ ə r a v
gyrru	ɡ ə r i
gyrrwr	ɡ ə r ʊ r
gysgu	ɡ ə s ɡ i
gystadlu	ɡ ə s d a d l i
gythraul	ɡ ə θ r a i̯ l
gythraul	ɡ ə θ r ɛ l
gythreuliaid	ɡ ə θ r e i̯ l j a i̯ d
gythreuliaid	ɡ ə θ r e i̯ l j ɛ d
gâl	ɡ aː l
gân	ɡ aː n
gât	ɡ aː t
gêm	ɡ eː m
gên	ɡ eː n
gôl	ɡ oː l
gôt	ɡ oː t
gŵr	ɡ uː r
gŵydd	ɡ ʊ i̯ ð
gŵyl	ɡ ʊ i̯ l
gŵyll	ɡ ʊ i̯ ɬ
gŵyr	ɡ ʊ i̯ r
gŵyth	ɡ ʊ i̯ θ
gẃraidd	ɡ uː r a i̯ ð
gẃraidd	ɡ ʊ r a i̯ ð
h	a i̯ t ʃ
h	h
h	h a i̯ t ʃ
h	h ə
habad	h a b a d
habad	h aː b a d
habadaeth	h a b a d a i̯ θ
habadaeth	h a b aː d a i̯ θ
habadaeth	h a b aː d ɛ θ
habadaethau	h a b a d e i̯ θ a i̯
habadaethau	h a b a d e i̯ θ ɛ
habadau	h a b a d a i̯
habadau	h a b a d ɛ
habadau	h a b aː d a i̯
habadau	h a b aː d ɛ
habades	h a b a d ɛ s
habades	h a b aː d ɛ s
habadesau	h a b a d ɛ s a i̯
habadesau	h a b a d ɛ s ɛ
habatai	h a b a t a i̯
habatir	h a b a t ɪ r
habatiroedd	h a b a t iː r ɔ i̯ ð
habatiroedd	h a b a t ɪ r ɔ i̯ ð
habaty	h a b a t i
haber	h a b ɛ r
haber	h aː b ɛ r
haberaeron	h a b ɛ r e i̯ r ɔ n
haberdâr	h a b ɛ r d aː r
habwyd	h a b ʊ i̯ d
habwyd	h aː b ʊ i̯ d
habwydyn	h a b ʊ i̯ d ɪ n
hach	aː χ
hachos	h a χ ɔ s
hachos	h aː χ ɔ s
hachosi	h a χ ɔ s i
had	h aː d
hadar	h a d a r
hadar	h aː d a r
haddo	h a ð ɔ
haddo	h aː ð ɔ
hadeilad	h a d e i̯ l a d
haden	h a d ɛ n
haden	h aː d ɛ n
hadolygu	h a d ɔ l ə ɡ i
hadran	h a d r a n
hadu	h a d i
hadu	h aː d i
hadwaenent	h a d w e i̯ n ɛ n t
haeddel	h e i̯ ð ɛ l
haeddel fawr	h e i̯ ð ɛ l v a u̯ r
haelwyd	h e i̯ l ʊ i̯ d
haen	h a i̯ n
haethnen	h e i̯ θ n ɛ n
haethnenni	h e i̯ θ n ɛ n i
haf	h aː v
hafod	h a v ɔ d
hafod	h aː v ɔ d
hafodau	h a v oː d a i̯
hafodau	h a v oː d ɛ
hafodau	h a v ɔ d a i̯
hafodau	h a v ɔ d ɛ
hafodydd	h a v oː d ɪ ð
hafodydd	h a v ɔ d ɪ ð
hafota	h a v ɔ t a
hafren	h a v r ɛ n
hagor	h a ɡ ɔ r
hagor	h aː ɡ ɔ r
hail	h a i̯ l
hais	h a i s
halen	h a l ɛ n
halen	h aː l ɛ n
halibalŵ	h a l ɪ b a l uː
hamerica	h a m ɛ r ɪ k a
hamod	h a m ɔ d
hamser	h a m s ɛ r
hances	h a n k ɛ s
hanes	h a n ɛ s
hanes	h aː n ɛ s
hanfon	h a n v ɔ n
hangen	h a ŋ ɛ n
hangharad	h a ŋ h a r a d
hangharad	h a ŋ h aː r a d
hanner	h a n ɛ r
hannwyd	h a n ʊ i̯ d
hanodd	h a n ɔ ð
hanodd	h aː n ɔ ð
hapus	h a p ɪ s
harall	h a r a ɬ
harall	h aː r a ɬ
harbwr	h a r b ʊ r
hardal	h a r d a l
hardaloedd	h a r d aː l ɔ i̯ ð
hardaloedd	h a r d aː l ɔ ð
hardd	h a r ð
harddach	h a r ð a χ
hardded	h a r ð ɛ d
harglwydd	h a r ɡ l ʊ i̯ ð
harian	h a r j a n
harlwy	h a r l u i̯
harlwy	h a r l u ɨ̯
haros	h a r ɔ s
haros	h aː r ɔ s
harth	h a r θ
hatyr	h a t ɪ r
haul	h a i̯ l
haul	h ɔ i̯ l
hawdd	h a u̯ ð
hawl	h a u̯ l
hawlfraint	h a u̯ l v r a i̯ n t
hawlio	h a u̯ l j ɔ
heb	h eː b
heboca	h ɛ b ɔ k a
hechryd	h ɛ χ r ɪ d
hechrydu	h ɛ χ r ə d i
hechrydus	h ɛ χ r ə d ɪ s
hedd	h eː ð
heddferch	h ɛ ð v ɛ r χ
heddiw	h eː ð i
heddiw	h eː ð ɪ u̯
heddiw	h ɛ ð i
heddiw	h ɛ ð ɪ u̯
heddlu	h ɛ ð l i
heddluoedd	h ɛ ð l i ɔ i̯ ð
heddluoedd	h ɛ ð l iː ɔ i̯ ð
heddwas	h ɛ ð w a s
heddwch	h eː ð ʊ χ
heddwch	h ɛ ð ʊ χ
hedfan	h ɛ d v a n
hedyn	h eː d ɪ n
hedyn	h ɛ d ɪ n
hefin	h eː v ɪ n
hefin	h ɛ v ɪ n
hefo	h eː v ɔ
hefo	h ɛ v ɔ
hefyd	h eː v ɪ d
hefyd	h ɛ v ɪ d
heglwys	h ɛ ɡ l ʊ i̯ s
heglwys	h ɛ ɡ l ʊ s
heibio	h e i̯ b j ɔ
heibio	h e i̯ b ɔ
heibio	h iː b ɔ
heini	h e i̯ n i
heirdd	h e i̯ r ð
heisteddfod	h e i̯ s d ɛ ð v ɔ d
heisteddfodau	h e i̯ s d ɛ ð v oː d a i̯
heisteddfodau	h e i̯ s d ɛ ð v oː d ɛ
heisteddfodau	h e i̯ s d ɛ ð v ɔ d a i̯
heisteddfodau	h e i̯ s d ɛ ð v ɔ d ɛ
hel	h ɛ l
helaeth	h eː l a i̯ θ
helaeth	h eː l ɛ θ
helaeth	h ɛ l a i̯ θ
helaeth	h ɛ l ɛ θ
helbul	h ɛ l b ɪ l
helbulon	h ɛ l b iː l ɔ n
helbulon	h ɛ l b ɪ l ɔ n
helbulus	h ɛ l b iː l ɪ s
helbulus	h ɛ l b ɪ l ɪ s
helc	h ɛ l k
helciaid	h ɛ l k j a i̯ d
helciaid	h ɛ l k j ɛ d
helfen	h ɛ l v ɛ n
heliwm	h ɛ l j ʊ m
help	h ɛ l p
help llaw	h ɛ l p ɬ a u̯
helpu	h ɛ l p i
helpwr	h ɛ l p ʊ r
helpwyr	h ɛ l p w ɪ r
helwr	h eː l ʊ r
helwr	h ɛ l ʊ r
helwyr	h ɛ l w ɪ r
helyg	h eː l ɪ ɡ
helyg	h ɛ l ɪ ɡ
helygen	h ɛ l ə ɡ ɛ n
helyglys	h ɛ l ə ɡ l ɪ s
helyglys hardd	h ɛ l ə ɡ l ɪ s h a r ð
helynt	h eː l ɪ n t
helynt	h ɛ l ɪ n t
helyntion	h ɛ l ə n t j ɔ n
helyntoedd	h ɛ l ə n t ɔ i̯ ð
hen	h eː n
hen bryd	h eː n b r iː d
hen galan	h eː n ɡ a l a n
hen galan	h eː n ɡ aː l a n
henaint	h eː n a i̯ n t
henaint	h ɛ n a i̯ n t
hendrefa	h ɛ n d r eː v a
hendrefa	h ɛ n d r ɛ v a
hendrefi	h ɛ n d r eː v i
hendrefi	h ɛ n d r ɛ v i
hendrefydd	h ɛ n d r eː v ɪ ð
hendrefydd	h ɛ n d r ɛ v ɪ ð
henffordd	h ɛ n f ɔ r ð
henghraifft	h ɛ ŋ r ɛ f d
henghraifft	h ɛ ŋ̊ r a i̯ f d
henghraifft	h ɛ ŋ̊ r ɛ f d
heno	h eː n ɔ
heno	h ɛ n ɔ
henw	h eː n u
henw	h ɛ n u
heog	h eː ɔ ɡ
heog	h ɛ ɔ ɡ
heol	h eː ɔ l
heol	h ɛ u̯ l
heol y gwynt	h eː ɔ l ə ɡ w ɪ n t
her	h ɛ r
heraill	h eː r a i ɬ
heraill	h eː r ɪ ɬ
heraill	h ɛ r a i ɬ
heraill	h ɛ r ɪ ɬ
herwhela	h ɛ r w h eː l a
herwhela	h ɛ r w h ɛ l a
hesg	h ɛ s ɡ
hesgen	h ɛ s ɡ ɛ n
het	h ɛ t
hetiwr	h ɛ t j ʊ r
heuldro	h e i̯ l d r ɔ
heuldro'r gaeaf	h e i̯ l d r ɔ r ɡ e i̯ a
heuldro'r gaeaf	h e i̯ l d r ɔ r ɡ e i̯ a v
heuldro'r haf	h e i̯ l d r ɔ r h aː v
heuliog	h e i̯ l j ɔ ɡ
heulog	h e i̯ l ɔ ɡ
heulsaf	h e i̯ l s a v
heulwen	h e i̯ l w ɛ n
hi	h iː
hiach	h j aː χ
hiarll	h j a r ɬ
hiasoer	h j a s ɔ i̯ r
hiddewiaeth	h ɪ ð e u̯ j a i̯ θ
hiddewiaeth	h ɪ ð e u̯ j ɛ θ
hieirll	h j e i̯ r ɬ
hifanc	h iː v a ŋ k
hifanc	h ɪ v a ŋ k
hil	h iː l
hiliaeth	h ɪ l j a i̯ θ
hiliaeth	h ɪ l j ɛ θ
hinon	h iː n ɔ n
hinon	h ɪ n ɔ n
hir	h iː r
hiraeth	h iː r a i̯ θ
hiraeth	h iː r ɛ θ
hiraeth	h ɪ r a i̯ θ
hiraeth	h ɪ r ɛ θ
hirddydd	h ɪ r ð ɪ ð
hirddydd haf	h ɪ r ð ɪ ð h aː v
hirgron	h ɪ r ɡ r ɔ n
hirgrwn	h ɪ r ɡ r ʊ n
hirgrynion	h ɪ r ɡ r ə n j ɔ n
hirion	h ɪ r j ɔ n
hirnod	h ɪ r n ɔ d
hirsgwar	h ɪ r s ɡ w a r
hirsgwarau	h ɪ r s ɡ w a r a i̯
hirsgwarau	h ɪ r s ɡ w a r ɛ
hirsgwarau	h ɪ r s ɡ w aː r a i̯
hirsgwarau	h ɪ r s ɡ w aː r ɛ
hirsgwariau	h ɪ r s ɡ w a r j a i̯
hirsgwariau	h ɪ r s ɡ w a r j ɛ
hiâ	h j aː
hoed	h oː d
hoed	h ɔ i̯ d
hoen	h ɔ i̯ n
hoff	h oː f
hoffen	h ɔ f ɛ n
hoffest	h ɔ f ɛ s d
hoffet	h ɔ f ɛ t
hoffi	h ɔ f i
hofran	h ɔ v r a n
hofrennydd	h ɔ v r ɛ n ɪ ð
hogan	h ɔ ɡ a n
hogen	h ɔ ɡ ɛ n
hogiau	h ɔ ɡ j a i̯
hogiau	h ɔ ɡ j ɛ
hogyn	h ɔ ɡ ɪ n
holi	h oː l i
holi	h ɔ l i
holl	h oː ɬ
hollti	h ɔ ɬ d i
holocost	h ɔ l ɔ k ɔ s d
homan	h ɔ m a n
hon	h ɔ n
honno	h ɔ n ɔ
hosbis	h ɔ s b ɪ s
hosbisau	h ɔ s b ɪ s a i̯
hosbisau	h ɔ s b ɪ s ɛ
hoyw	h ɔ i̯ u
huan	h i a n
huan	h iː a n
huawdl	h iː a u̯ d l
hud	h iː d
huddygl	h ɪ ð ɪ ɡ l
hudlath	h ɪ d l a θ
hudo	h iː d ɔ
hudo	h ɪ d ɔ
hufen	h iː v ɛ n
hufen	h ɪ v ɛ n
hugain	h iː ɡ a i̯ n
hugain	h iː ɡ ɛ n
hugain	h ɪ ɡ a i̯ n
hugain	h ɪ ɡ ɛ n
hun	h iː n
huna	h iː n a
huna	h ɪ n a
hunain	h iː n a i̯ n
hunain	h iː n ɛ n
hunain	h ɪ n a i̯ n
hunain	h ɪ n ɛ n
hunan	h iː n a n
hunan	h ɪ n a n
hunanladdwr	h iː n a n ɬ aː ð ʊ r
hunanladdwr	h ɪ n a n ɬ a ð ʊ r
hunanladdwr	h ɪ n a n ɬ aː ð ʊ r
hunanynysu	h iː n a n ə n ə s i
hunanynysu	h ɪ n a n ə n ə s i
hunarddeg	h iː n a r ð eː ɡ
hunion	h ɪ n j ɔ n
hunllef	h ɪ n ɬ ɛ
hunllef	h ɪ n ɬ ɛ v
huno	h iː n ɔ
huno	h ɪ n ɔ
hwch	h uː χ
hwn	h ʊ n
hwngari	h ʊ ŋ ɡ a r i
hwngari	h ʊ ŋ ɡ r i
hwnna	h ʊ n a
hwnnw	h ʊ n u
hwntw	h ʊ n t u
hwntws	h ʊ n t u z
hwpo	h ʊ p ɔ
hwpo	ʊ p ɔ
hwrdd	h ʊ r ð
hwy	h ʊ i̯
hwyad	h ʊ i̯ a d
hwyaden	h ʊ i̯ a d ɛ n
hwyaden	h ʊ i̯ aː d ɛ n
hwyaid	h ʊ i̯ a i̯ d
hwyaid	h ʊ i̯ ɛ d
hwyl	h ʊ i̯ l
hwylbren	h ʊ i̯ l b r ɛ n
hwylio	h ʊ i̯ l j ɔ
hwynt	h ʊ i̯ n t
hwyr	h ʊ i̯ r
hwythfed	h ʊ i̯ θ v ɛ d
hy	h iː
hyblyg	h ə b l ɪ ɡ
hybu	h ə b i
hych	h iː χ
hychod	h ə χ ɔ d
hyd	h iː d
hyd yn hyn	h iː d ə n h ɪ n
hydref	h ə d r ɛ
hydref	h ə d r ɛ v
hydrefau	h ə d r eː v a i̯
hydrefau	h ə d r eː v ɛ
hydrefau	h ə d r ɛ v a i̯
hydrefau	h ə d r ɛ v ɛ
hyfed	h ə v ɛ d
hygyrch	h ə ɡ ɪ r χ
hylif	h ə l ɪ v
hyll	h ɨ̞ ɬ
hyll	h ɪ ɬ
hyllt	h ɪ ɬ d
hymasiad	h ə m a s j a d
hymasiad	h ə m a ʃ a d
hymenyn	h ə m eː n ɪ n
hymenyn	h ə m ɛ n ɪ n
hyn	h ɪ n
hyn a hyn	h ɪ n a h ɪ n
hyn a'r llall	h ɪ n a r ɬ a ɬ
hyn a'r llall	h ɪ n a r ɬ aː ɬ
hyn i gyd	h ɪ n i ɡ iː d
hyn oll	h ɪ n oː ɬ
hynafol	h ə n a v ɔ l
hynafol	h ə n aː v ɔ l
hynny	h ə n i
hynod	h ə n ɔ d
hynt	h ɪ n t
hynt san ialm	h ɪ n t s a n j a l m
hyrddod	h ə r ð ɔ d
hyrwyddo	h ə r ʊ i̯ ð ɔ
hysbys	h ə s b ɪ s
hysgi	h ə s ɡ i
hystafell	h ə s d a v ɛ ɬ
hystafell	h ə s d aː v ɛ ɬ
hywel	h ə u̯ ɛ l
i	iː d ɔ t
i	iː ð ɔ t
i blith	iː b l iː θ
i ffwrdd	ɪ f ʊ r ð
i fyny	ɪ v ə n i
i gyd	ɪ ɡ iː d
i lawr	ɪ l a u̯ r
i'r dim	iː r d ɪ m
i'r dim	ɪ r d ɪ m
i'w	ɪ u̯
iach	j aː χ
iaith	j a i̯ θ
iarll	j a r ɬ
ias	j aː s
iasau	j a s a i̯
iasau	j a s ɛ
iasoer	j a s ɔ i̯ r
iasol	j a s ɔ l
iau	j a i̯
iau	j ɔ i̯
iawn	j a u̯ n
ichwi	ɪ χ w i
iddew	iː ð ɛ u̯
iddew	ɪ ð ɛ u̯
iddewes	ɪ ð ɛ u̯ ɛ s
iddewesau	ɪ ð ɛ u̯ ɛ s a i̯
iddewesau	ɪ ð ɛ u̯ ɛ s ɛ
iddewiaeth	ɪ ð e u̯ j a i̯ θ
iddewiaeth	ɪ ð e u̯ j ɛ θ
iddewig	ɪ ð ɛ u̯ ɪ ɡ
iddewon	ɪ ð ɛ u̯ ɔ n
iddi	iː ð i
iddi	ɪ ð i
iddo	iː ð ɔ
iddo	ɪ ð ɔ
iddyn	iː ð ɪ n
iddyn	ɪ ð ɪ n
iddynt	iː ð ɪ n t
iddynt	ɪ ð ɪ n t
iechyd	j eː χ ɪ d
iechyd	j ɛ χ ɪ d
iechyd da	j eː χ ɪ d d aː
iechyd da	j ɛ χ ɪ d d aː
ieirll	j e i̯ r ɬ
ieithadur	j e i θ a d ɪ r
ieithadur	j e i θ aː d ɪ r
ieithoedd	j e i̯ θ ɔ i̯ ð
ieithydd	j e i̯ θ ɪ ð
ieithyddiaeth	j e i̯ θ ə ð j a i̯ θ
ieithyddiaeth	j e i̯ θ ə ð j ɛ θ
ieithyddion	j e i̯ θ ə ð j ɔ n
iesin	j ɛ s ɪ n
iesu	j ɛ s i
iesu grist	j ɛ s i ɡ r ɪ s t
iet	j ɛ t
ieuan	j e i̯ a n
ieuanc	j e i̯ a ŋ k
ieuenctid	j e i̯ ɛ ŋ k t ɪ d
ifan	iː v a n
ifan	ɪ v a n
ifanc	iː v a ŋ k
ifanc	ɪ v a ŋ k
im	ɪ m
imi	ɪ m i
in	ɪ n
inni	ɪ n i
ioan	j oː a n
ioan	j ɔ a n
iogwrt	j oː ɡ ʊ r t
iogwrt	j ɔ ɡ ʊ r t
iolo	j ɔ l ɔ
ionawr	j oː n a u̯ r
ionawr	j ɔ n a u̯ r
iorwg	j oː r ʊ ɡ
iorwg	j ɔ r ʊ ɡ
ir	iː r
iro	iː r ɔ
iro	ɪ r ɔ
is	iː ʃ
isel	iː s ɛ l
isel	iː ʃ ɛ l
isel	ɪ s ɛ l
isel	ɪ ʃ ɛ l
iselder	ɪ s ɛ l d ɛ r
iselder	ɪ ʃ ɛ l d ɛ r
iselder ysbryd	ɪ s ɛ l d ɛ r ə s b r ɪ d
iselder ysbryd	ɪ ʃ ɛ l d ɛ r ə s b r ɪ d
iselderau	ɪ s ɛ l d eː r a i̯
iselderau	ɪ s ɛ l d eː r ɛ
iselderau	ɪ s ɛ l d ɛ r a i̯
iselderau	ɪ s ɛ l d ɛ r ɛ
iseldiraidd	ɪ s ɛ l d iː r a i̯ ð
iseldiraidd	ɪ s ɛ l d iː r ɛ ð
iseldiraidd	ɪ s ɛ l d ɪ r a i̯ ð
iseldiraidd	ɪ s ɛ l d ɪ r ɛ ð
iselydd	ɪ s eː l ɪ ð
iselydd	ɪ s ɛ l ɪ ð
iselyddion	ɪ s ɛ l ə ð j ɔ n
isod	ɪ s ɔ d
isteitl	iː s d e i̯ t l
isteitlau	iː s d e i̯ t l a i̯
isteitlau	iː s d e i̯ t l ɛ
isteitlo	iː s d e i̯ t l ɔ
it	ɪ t
ithfaen	ɪ θ v a i̯ n
iti	ɪ t i
iwan	ɪ u̯ a n
iwch	ɪ u̯ χ
iwd	j uː d
iwd	ɪ u̯ d
iwerddon	ɪ u̯ ɛ r ð ɔ n
iwerddoneg	ɪ u̯ ɛ r ð oː n ɛ ɡ
iwerddoneg	ɪ u̯ ɛ r ð ɔ n ɛ ɡ
iwrch	j ʊ r χ
iyrchod	j ə r χ ɔ d
iytan	j ə t a n
iâ	j aː
iâr	j aː r
iäaidd	j a a i̯ ð
iäaidd	j aː a i̯ ð
j	d ʒ eː
jac	d ʒ a k
jac a'i wagen	d͡ʒ a k a i̯ w a ɡ ɛ n
jac a'i wagen	d͡ʒ a k a i̯ w aː ɡ ɛ n
jac codi baw	d ʒ a k k oː d i b a u̯
jac codi baw	d ʒ a k k ɔ d i b a u̯
jaciau	d ʒ a k j a i̯
jaciau	d ʒ a k j ɛ
jacs	d ʒ a k s
jam	d͡ʒ a m
je	d ʒ eː
jyngl	d͡ʒ ə ŋ ɡ l
