ͷ	t͡sʼ
ἀγγέλοισ	a ŋ ɡ é l o i̯ s
ἀγγέλοισ	a ŋ ɡ ɛ l y s
ἀγγέλοισ	a ɲ ɟ e l i s
ἀγγέλοισ	a ɲ ɟ e l y s
ἀγγέλοισθε	a ŋ ɡ e l y s θ e
ἀγγέλοισθε	a ŋ ɡ é l o i̯ s tʰ e
ἀγγέλοισθε	a ŋ ɡ ɛ l y s tʰ ɛ
ἀγγέλοισθε	a ɲ ɟ e l i s θ e
ἀγγέλοισθε	a ɲ ɟ e l y s θ e
ἀγγέλοισθον	a ŋ ɡ e l y s θ o n
ἀγγέλοισθον	a ŋ ɡ é l o i̯ s tʰ o n
ἀγγέλοισθον	a ŋ ɡ ɛ l y s tʰ o n
ἀγγέλοισθον	a ɲ ɟ e l i s θ o n
ἀγγέλοισθον	a ɲ ɟ e l y s θ o n
ἀγγέλοιτε	a ŋ ɡ e l y t e
ἀγγέλοιτε	a ŋ ɡ é l o i̯ t e
ἀγγέλοιτε	a ŋ ɡ ɛ l y t ɛ
ἀγγέλοιτε	a ɲ ɟ e l i t e
ἀγγέλοιτε	a ɲ ɟ e l y t e
ἀγγέλοιτο	a ŋ ɡ e l y t o
ἀγγέλοιτο	a ŋ ɡ é l o i̯ t o
ἀγγέλοιτο	a ŋ ɡ ɛ l y t o
ἀγγέλοιτο	a ɲ ɟ e l i t o
ἀγγέλοιτο	a ɲ ɟ e l y t o
ἀγγέλοιτον	a ŋ ɡ e l y t o n
ἀγγέλοιτον	a ŋ ɡ é l o i̯ t o n
ἀγγέλοιτον	a ŋ ɡ ɛ l y t o n
ἀγγέλοιτον	a ɲ ɟ e l i t o n
ἀγγέλοιτον	a ɲ ɟ e l y t o n
ἀγγέλου	a ŋ ɡ e l u
ἀγγέλου	a ŋ ɡ é l oː
ἀγγέλου	a ŋ ɡ ɛ l u
ἀγγέλου	a ɲ ɟ e l u
ἀγγέλουσ	a ŋ ɡ e l u s
ἀγγέλουσ	a ŋ ɡ é l oː s
ἀγγέλουσ	a ŋ ɡ ɛ l u s
ἀγγέλουσ	a ɲ ɟ e l u s
ἀγγέλω	a ŋ ɡ e l o
ἀγγέλω	a ŋ ɡ é l ɔː
ἀγγέλω	a ŋ ɡ ɛ l o
ἀγγέλω	a ɲ ɟ e l o
ἀγγέλωι	a ŋ ɡ e l o
ἀγγέλωι	a ŋ ɡ é l ɔː i̯
ἀγγέλωι	a ŋ ɡ ɛ l o
ἀγγέλωι	a ɲ ɟ e l o
ἀγγέλωμαι	a ŋ ɡ e l o m ɛ
ἀγγέλωμαι	a ŋ ɡ é l ɔː m a i̯
ἀγγέλωμαι	a ŋ ɡ ɛ l o m ɛ
ἀγγέλωμαι	a ɲ ɟ e l o m e
ἀγγέλωμεν	a ŋ ɡ e l o m e n
ἀγγέλωμεν	a ŋ ɡ é l ɔː m e n
ἀγγέλωμεν	a ŋ ɡ ɛ l o m ɛ n
ἀγγέλωμεν	a ɲ ɟ e l o m e n
ἀγγέλων	a ŋ ɡ e l o n
ἀγγέλων	a ŋ ɡ é l ɔː n
ἀγγέλων	a ŋ ɡ ɛ l o n
ἀγγέλων	a ɲ ɟ e l o n
ἀγγέλωνται	a ŋ ɡ e l o n t ɛ
ἀγγέλωνται	a ŋ ɡ é l ɔː n t a i̯
ἀγγέλωνται	a ŋ ɡ ɛ l o n t ɛ
ἀγγέλωνται	a ɲ ɟ e l o n d e
ἀγγέλωνται	a ɲ ɟ e l o n t e
ἀγγέλωσι	a ŋ ɡ e l o s i
ἀγγέλωσι	a ŋ ɡ é l ɔː s i
ἀγγέλωσι	a ŋ ɡ ɛ l o s i
ἀγγέλωσι	a ɲ ɟ e l o s i
ἀγγήϊον	a ŋ ɡ e i o n
ἀγγήϊον	a ŋ ɡ i i o n
ἀγγήϊον	a ŋ ɡ ɛ̌ː i o n
ἀγγήϊον	a ɲ ɟ i i o n
ἀγγαρεῦον	a ŋ ɡ a r e v o n
ἀγγαρεῦον	a ŋ ɡ a r e w o n
ἀγγαρεῦον	a ŋ ɡ a r e β o n
ἀγγαρεῦον	a ŋ ɡ a r ê u̯ o n
ἀγγαρεῦσαι	a ŋ ɡ a r e f s e
ἀγγαρεῦσαι	a ŋ ɡ a r e ɸ s ɛ
ἀγγαρεῦσαι	a ŋ ɡ a r e ʍ s ɛ
ἀγγαρεῦσαι	a ŋ ɡ a r ê u̯ s a i̯
ἀγγαρεῦσαν	a ŋ ɡ a r e f s a n
ἀγγαρεῦσαν	a ŋ ɡ a r e ɸ s a n
ἀγγαρεῦσαν	a ŋ ɡ a r e ʍ s a n
ἀγγαρεῦσαν	a ŋ ɡ a r ê u̯ s a n
ἀγγαρεῦσον	a ŋ ɡ a r e f s o n
ἀγγαρεῦσον	a ŋ ɡ a r e ɸ s o n
ἀγγαρεῦσον	a ŋ ɡ a r e ʍ s o n
ἀγγαρεῦσον	a ŋ ɡ a r ê u̯ s o n
ἀγγαρευέσθω	a ŋ ɡ a r e v e s θ o
ἀγγαρευέσθω	a ŋ ɡ a r e w ɛ s tʰ o
ἀγγαρευέσθω	a ŋ ɡ a r e β e s θ o
ἀγγαρευέσθων	a ŋ ɡ a r e v e s θ o n
ἀγγαρευέσθων	a ŋ ɡ a r e w ɛ s tʰ o n
ἀγγαρευέσθων	a ŋ ɡ a r e β e s θ o n
ἀγγαρευέτω	a ŋ ɡ a r e v e t o
ἀγγαρευέτω	a ŋ ɡ a r e w ɛ t o
ἀγγαρευέτω	a ŋ ɡ a r e β e t o
ἀγγαρευέτων	a ŋ ɡ a r e v e t o n
ἀγγαρευέτων	a ŋ ɡ a r e w ɛ t o n
ἀγγαρευέτων	a ŋ ɡ a r e β e t o n
ἀγγαρευοίμεθα	a ŋ ɡ a r e v i m e θ a
ἀγγαρευοίμεθα	a ŋ ɡ a r e v y m e θ a
ἀγγαρευοίμεθα	a ŋ ɡ a r e w y m ɛ tʰ a
ἀγγαρευοίμεθα	a ŋ ɡ a r e β y m e θ a
ἀγγαρευοίμην	a ŋ ɡ a r e v i m i n
ἀγγαρευοίμην	a ŋ ɡ a r e v y m i n
ἀγγαρευοίμην	a ŋ ɡ a r e w y m e n
ἀγγαρευοίμην	a ŋ ɡ a r e β y m i n
ἀγγαρευοίσθην	a ŋ ɡ a r e v i s θ i n
ἀγγαρευοίσθην	a ŋ ɡ a r e v y s θ i n
ἀγγαρευοίσθην	a ŋ ɡ a r e w y s tʰ e n
ἀγγαρευοίσθην	a ŋ ɡ a r e β y s θ i n
ἀγγαρευοίτην	a ŋ ɡ a r e v i t i n
ἀγγαρευοίτην	a ŋ ɡ a r e v y t i n
ἀγγαρευοίτην	a ŋ ɡ a r e w y t e n
ἀγγαρευοίτην	a ŋ ɡ a r e β y t i n
ἀγγαρευομένη	a ŋ ɡ a r e v o m e n i
ἀγγαρευομένη	a ŋ ɡ a r e w o m ɛ n e
ἀγγαρευομένη	a ŋ ɡ a r e β o m e n i
ἀγγαρευσάμενον	a ŋ ɡ a r e f s a m e n o n
ἀγγαρευσάμενον	a ŋ ɡ a r e ɸ s a m e n o n
ἀγγαρευσάμενον	a ŋ ɡ a r e ʍ s a m ɛ n o n
ἀγγαρευσάμενοσ	a ŋ ɡ a r e f s a m e n o s
ἀγγαρευσάμενοσ	a ŋ ɡ a r e ɸ s a m e n o s
ἀγγαρευσάμενοσ	a ŋ ɡ a r e ʍ s a m ɛ n o s
ἀγγαρευσάντων	a ŋ ɡ a r e f s a n d o n
ἀγγαρευσάντων	a ŋ ɡ a r e f s a n t o n
ἀγγαρευσάντων	a ŋ ɡ a r e ɸ s a n t o n
ἀγγαρευσάντων	a ŋ ɡ a r e ʍ s a n t o n
ἀγγαρευσάσθω	a ŋ ɡ a r e f s a s θ o
ἀγγαρευσάσθω	a ŋ ɡ a r e ɸ s a s θ o
ἀγγαρευσάσθω	a ŋ ɡ a r e ʍ s a s tʰ o
ἀγγαρευσάσθων	a ŋ ɡ a r e f s a s θ o n
ἀγγαρευσάσθων	a ŋ ɡ a r e ɸ s a s θ o n
ἀγγαρευσάσθων	a ŋ ɡ a r e ʍ s a s tʰ o n
ἀγγαρευσάτω	a ŋ ɡ a r e f s a t o
ἀγγαρευσάτω	a ŋ ɡ a r e ɸ s a t o
ἀγγαρευσάτω	a ŋ ɡ a r e ʍ s a t o
ἀγγαρευσάτων	a ŋ ɡ a r e f s a t o n
ἀγγαρευσάτων	a ŋ ɡ a r e ɸ s a t o n
ἀγγαρευσάτων	a ŋ ɡ a r e ʍ s a t o n
ἀγγαρευσαίμεθα	a ŋ ɡ a r e f s e m e θ a
ἀγγαρευσαίμεθα	a ŋ ɡ a r e ɸ s ɛ m e θ a
ἀγγαρευσαίμεθα	a ŋ ɡ a r e ʍ s ɛ m ɛ tʰ a
ἀγγαρευσαίμην	a ŋ ɡ a r e f s e m i n
ἀγγαρευσαίμην	a ŋ ɡ a r e ɸ s ɛ m i n
ἀγγαρευσαίμην	a ŋ ɡ a r e ʍ s ɛ m e n
ἀγγαρευσαίσθην	a ŋ ɡ a r e f s e s θ i n
ἀγγαρευσαίσθην	a ŋ ɡ a r e ɸ s ɛ s θ i n
ἀγγαρευσαίσθην	a ŋ ɡ a r e ʍ s ɛ s tʰ e n
ἀγγαρευσαίτην	a ŋ ɡ a r e f s e t i n
ἀγγαρευσαίτην	a ŋ ɡ a r e ɸ s ɛ t i n
ἀγγαρευσαίτην	a ŋ ɡ a r e ʍ s ɛ t e n
ἀγγαρευσαμένη	a ŋ ɡ a r e f s a m e n i
ἀγγαρευσαμένη	a ŋ ɡ a r e ɸ s a m e n i
ἀγγαρευσαμένη	a ŋ ɡ a r e ʍ s a m ɛ n e
ἀγγαρευσοίμεθα	a ŋ ɡ a r e f s i m e θ a
ἀγγαρευσοίμεθα	a ŋ ɡ a r e f s y m e θ a
ἀγγαρευσοίμεθα	a ŋ ɡ a r e ɸ s y m e θ a
ἀγγαρευσοίμεθα	a ŋ ɡ a r e ʍ s y m ɛ tʰ a
ἀγγαρευσοίμην	a ŋ ɡ a r e f s i m i n
ἀγγαρευσοίμην	a ŋ ɡ a r e f s y m i n
ἀγγαρευσοίμην	a ŋ ɡ a r e ɸ s y m i n
ἀγγαρευσοίμην	a ŋ ɡ a r e ʍ s y m e n
ἀγγαρευσοίσθην	a ŋ ɡ a r e f s i s θ i n
ἀγγαρευσοίσθην	a ŋ ɡ a r e f s y s θ i n
ἀγγαρευσοίσθην	a ŋ ɡ a r e ɸ s y s θ i n
ἀγγαρευσοίσθην	a ŋ ɡ a r e ʍ s y s tʰ e n
ἀγγαρευσοίτην	a ŋ ɡ a r e f s i t i n
ἀγγαρευσοίτην	a ŋ ɡ a r e f s y t i n
ἀγγαρευσοίτην	a ŋ ɡ a r e ɸ s y t i n
ἀγγαρευσοίτην	a ŋ ɡ a r e ʍ s y t e n
ἀγγαρευσομένη	a ŋ ɡ a r e f s o m e n i
ἀγγαρευσομένη	a ŋ ɡ a r e ɸ s o m e n i
ἀγγαρευσομένη	a ŋ ɡ a r e ʍ s o m ɛ n e
ἀγγαρευσόμεθα	a ŋ ɡ a r e f s o m e θ a
ἀγγαρευσόμεθα	a ŋ ɡ a r e ɸ s o m e θ a
ἀγγαρευσόμεθα	a ŋ ɡ a r e ʍ s o m ɛ tʰ a
ἀγγαρευσόμενον	a ŋ ɡ a r e f s o m e n o n
ἀγγαρευσόμενον	a ŋ ɡ a r e ɸ s o m e n o n
ἀγγαρευσόμενον	a ŋ ɡ a r e ʍ s o m ɛ n o n
ἀγγαρευσόμενοσ	a ŋ ɡ a r e f s o m e n o s
ἀγγαρευσόμενοσ	a ŋ ɡ a r e ɸ s o m e n o s
ἀγγαρευσόμενοσ	a ŋ ɡ a r e ʍ s o m ɛ n o s
ἀγγαρευσώμεθα	a ŋ ɡ a r e f s o m e θ a
ἀγγαρευσώμεθα	a ŋ ɡ a r e ɸ s o m e θ a
ἀγγαρευσώμεθα	a ŋ ɡ a r e ʍ s o m ɛ tʰ a
ἀγγαρευόμεθα	a ŋ ɡ a r e v o m e θ a
ἀγγαρευόμεθα	a ŋ ɡ a r e w o m ɛ tʰ a
ἀγγαρευόμεθα	a ŋ ɡ a r e β o m e θ a
ἀγγαρευόμενον	a ŋ ɡ a r e v o m e n o n
ἀγγαρευόμενον	a ŋ ɡ a r e w o m ɛ n o n
ἀγγαρευόμενον	a ŋ ɡ a r e β o m e n o n
ἀγγαρευόμενοσ	a ŋ ɡ a r e v o m e n o s
ἀγγαρευόμενοσ	a ŋ ɡ a r e w o m ɛ n o s
ἀγγαρευόμενοσ	a ŋ ɡ a r e β o m e n o s
ἀγγαρευόντων	a ŋ ɡ a r e v o n d o n
ἀγγαρευόντων	a ŋ ɡ a r e v o n t o n
ἀγγαρευόντων	a ŋ ɡ a r e w o n t o n
ἀγγαρευόντων	a ŋ ɡ a r e β o n t o n
ἀγγαρευώμεθα	a ŋ ɡ a r e v o m e θ a
ἀγγαρευώμεθα	a ŋ ɡ a r e w o m ɛ tʰ a
ἀγγαρευώμεθα	a ŋ ɡ a r e β o m e θ a
ἀγγαρεύει	a ŋ ɡ a r e v i
ἀγγαρεύει	a ŋ ɡ a r e w i
ἀγγαρεύει	a ŋ ɡ a r e β i
ἀγγαρεύειν	a ŋ ɡ a r e v i n
ἀγγαρεύειν	a ŋ ɡ a r e w i n
ἀγγαρεύειν	a ŋ ɡ a r e β i n
ἀγγαρεύεισ	a ŋ ɡ a r e v i s
ἀγγαρεύεισ	a ŋ ɡ a r e w i s
ἀγγαρεύεισ	a ŋ ɡ a r e β i s
ἀγγαρεύεσθαι	a ŋ ɡ a r e v e s θ e
ἀγγαρεύεσθαι	a ŋ ɡ a r e w ɛ s tʰ ɛ
ἀγγαρεύεσθαι	a ŋ ɡ a r e β e s θ ɛ
ἀγγαρεύεσθε	a ŋ ɡ a r e v e s θ e
ἀγγαρεύεσθε	a ŋ ɡ a r e w ɛ s tʰ ɛ
ἀγγαρεύεσθε	a ŋ ɡ a r e β e s θ e
ἀγγαρεύεσθον	a ŋ ɡ a r e v e s θ o n
ἀγγαρεύεσθον	a ŋ ɡ a r e w ɛ s tʰ o n
ἀγγαρεύεσθον	a ŋ ɡ a r e β e s θ o n
ἀγγαρεύεται	a ŋ ɡ a r e v e t e
ἀγγαρεύεται	a ŋ ɡ a r e w ɛ t ɛ
ἀγγαρεύεται	a ŋ ɡ a r e β e t ɛ
ἀγγαρεύετε	a ŋ ɡ a r e v e t e
ἀγγαρεύετε	a ŋ ɡ a r e w ɛ t ɛ
ἀγγαρεύετε	a ŋ ɡ a r e β e t e
ἀγγαρεύετον	a ŋ ɡ a r e v e t o n
ἀγγαρεύετον	a ŋ ɡ a r e w ɛ t o n
ἀγγαρεύετον	a ŋ ɡ a r e β e t o n
ἀγγαρεύηι	a ŋ ɡ a r e v i
ἀγγαρεύηι	a ŋ ɡ a r e w e
ἀγγαρεύηι	a ŋ ɡ a r e β i
ἀγγαρεύηι	a ŋ ɡ a r ě u̯ ɛː i̯
ἀγγαρεύηισ	a ŋ ɡ a r e v i s
ἀγγαρεύηισ	a ŋ ɡ a r e w e s
ἀγγαρεύηισ	a ŋ ɡ a r e β i s
ἀγγαρεύηισ	a ŋ ɡ a r ě u̯ ɛː i̯ s
ἀγγαρεύησθε	a ŋ ɡ a r e v i s θ e
ἀγγαρεύησθε	a ŋ ɡ a r e w e s tʰ ɛ
ἀγγαρεύησθε	a ŋ ɡ a r e β i s θ e
ἀγγαρεύησθον	a ŋ ɡ a r e v i s θ o n
ἀγγαρεύησθον	a ŋ ɡ a r e w e s tʰ o n
ἀγγαρεύησθον	a ŋ ɡ a r e β i s θ o n
ἀγγαρεύηται	a ŋ ɡ a r e v i t e
ἀγγαρεύηται	a ŋ ɡ a r e w e t ɛ
ἀγγαρεύηται	a ŋ ɡ a r e β i t ɛ
ἀγγαρεύητε	a ŋ ɡ a r e v i t e
ἀγγαρεύητε	a ŋ ɡ a r e w e t ɛ
ἀγγαρεύητε	a ŋ ɡ a r e β i t e
ἀγγαρεύητον	a ŋ ɡ a r e v i t o n
ἀγγαρεύητον	a ŋ ɡ a r e w e t o n
ἀγγαρεύητον	a ŋ ɡ a r e β i t o n
ἀγγαρεύοι	a ŋ ɡ a r e v i
ἀγγαρεύοι	a ŋ ɡ a r e v y
ἀγγαρεύοι	a ŋ ɡ a r e w y
ἀγγαρεύοι	a ŋ ɡ a r e β y
ἀγγαρεύοιεν	a ŋ ɡ a r e v i e n
ἀγγαρεύοιεν	a ŋ ɡ a r e v y e n
ἀγγαρεύοιεν	a ŋ ɡ a r e w y ɛ n
ἀγγαρεύοιεν	a ŋ ɡ a r e β y e n
ἀγγαρεύοιμεν	a ŋ ɡ a r e v i m e n
ἀγγαρεύοιμεν	a ŋ ɡ a r e v y m e n
ἀγγαρεύοιμεν	a ŋ ɡ a r e w y m ɛ n
ἀγγαρεύοιμεν	a ŋ ɡ a r e β y m e n
ἀγγαρεύοιμι	a ŋ ɡ a r e v i m i
ἀγγαρεύοιμι	a ŋ ɡ a r e v y m i
ἀγγαρεύοιμι	a ŋ ɡ a r e w y m i
ἀγγαρεύοιμι	a ŋ ɡ a r e β y m i
ἀγγαρεύοιντο	a ŋ ɡ a r e v i n d o
ἀγγαρεύοιντο	a ŋ ɡ a r e v y n t o
ἀγγαρεύοιντο	a ŋ ɡ a r e w y n t o
ἀγγαρεύοιντο	a ŋ ɡ a r e β y n t o
ἀγγαρεύοιο	a ŋ ɡ a r e v i o
ἀγγαρεύοιο	a ŋ ɡ a r e v y o
ἀγγαρεύοιο	a ŋ ɡ a r e w y o
ἀγγαρεύοιο	a ŋ ɡ a r e β y o
ἀγγαρεύοισ	a ŋ ɡ a r e v i s
ἀγγαρεύοισ	a ŋ ɡ a r e v y s
ἀγγαρεύοισ	a ŋ ɡ a r e w y s
ἀγγαρεύοισ	a ŋ ɡ a r e β y s
ἀγγαρεύοισθε	a ŋ ɡ a r e v i s θ e
ἀγγαρεύοισθε	a ŋ ɡ a r e v y s θ e
ἀγγαρεύοισθε	a ŋ ɡ a r e w y s tʰ ɛ
ἀγγαρεύοισθε	a ŋ ɡ a r e β y s θ e
ἀγγαρεύοισθον	a ŋ ɡ a r e v i s θ o n
ἀγγαρεύοισθον	a ŋ ɡ a r e v y s θ o n
ἀγγαρεύοισθον	a ŋ ɡ a r e w y s tʰ o n
ἀγγαρεύοισθον	a ŋ ɡ a r e β y s θ o n
ἀγγαρεύοιτε	a ŋ ɡ a r e v i t e
ἀγγαρεύοιτε	a ŋ ɡ a r e v y t e
ἀγγαρεύοιτε	a ŋ ɡ a r e w y t ɛ
ἀγγαρεύοιτε	a ŋ ɡ a r e β y t e
ἀγγαρεύοιτο	a ŋ ɡ a r e v i t o
ἀγγαρεύοιτο	a ŋ ɡ a r e v y t o
ἀγγαρεύοιτο	a ŋ ɡ a r e w y t o
ἀγγαρεύοιτο	a ŋ ɡ a r e β y t o
ἀγγαρεύοιτον	a ŋ ɡ a r e v i t o n
ἀγγαρεύοιτον	a ŋ ɡ a r e v y t o n
ἀγγαρεύοιτον	a ŋ ɡ a r e w y t o n
ἀγγαρεύοιτον	a ŋ ɡ a r e β y t o n
ἀγγαρεύομαι	a ŋ ɡ a r e v o m e
ἀγγαρεύομαι	a ŋ ɡ a r e w o m ɛ
ἀγγαρεύομαι	a ŋ ɡ a r e β o m ɛ
ἀγγαρεύομεν	a ŋ ɡ a r e v o m e n
ἀγγαρεύομεν	a ŋ ɡ a r e w o m ɛ n
ἀγγαρεύομεν	a ŋ ɡ a r e β o m e n
ἀγγαρεύονται	a ŋ ɡ a r e v o n d e
ἀγγαρεύονται	a ŋ ɡ a r e v o n t e
ἀγγαρεύονται	a ŋ ɡ a r e w o n t ɛ
ἀγγαρεύονται	a ŋ ɡ a r e β o n t ɛ
ἀγγαρεύου	a ŋ ɡ a r e v u
ἀγγαρεύου	a ŋ ɡ a r e w u
ἀγγαρεύου	a ŋ ɡ a r e β u
ἀγγαρεύουσα	a ŋ ɡ a r e v u s a
ἀγγαρεύουσα	a ŋ ɡ a r e w u s a
ἀγγαρεύουσα	a ŋ ɡ a r e β u s a
ἀγγαρεύουσι	a ŋ ɡ a r e v u s i
ἀγγαρεύουσι	a ŋ ɡ a r e w u s i
ἀγγαρεύουσι	a ŋ ɡ a r e β u s i
ἀγγαρεύσαι	a ŋ ɡ a r e f s e
ἀγγαρεύσαι	a ŋ ɡ a r e ɸ s ɛ
ἀγγαρεύσαι	a ŋ ɡ a r e ʍ s ɛ
ἀγγαρεύσαιεν	a ŋ ɡ a r e f s e e n
ἀγγαρεύσαιεν	a ŋ ɡ a r e ɸ s ɛ e n
ἀγγαρεύσαιεν	a ŋ ɡ a r e ʍ s ɛ ɛ n
ἀγγαρεύσαιμεν	a ŋ ɡ a r e f s e m e n
ἀγγαρεύσαιμεν	a ŋ ɡ a r e ɸ s ɛ m e n
ἀγγαρεύσαιμεν	a ŋ ɡ a r e ʍ s ɛ m ɛ n
ἀγγαρεύσαιμι	a ŋ ɡ a r e f s e m i
ἀγγαρεύσαιμι	a ŋ ɡ a r e ɸ s ɛ m i
ἀγγαρεύσαιμι	a ŋ ɡ a r e ʍ s ɛ m i
ἀγγαρεύσαιντο	a ŋ ɡ a r e f s e n d o
ἀγγαρεύσαιντο	a ŋ ɡ a r e f s e n t o
ἀγγαρεύσαιντο	a ŋ ɡ a r e ɸ s ɛ n t o
ἀγγαρεύσαιντο	a ŋ ɡ a r e ʍ s ɛ n t o
ἀγγαρεύσαιο	a ŋ ɡ a r e f s e o
ἀγγαρεύσαιο	a ŋ ɡ a r e ɸ s ɛ o
ἀγγαρεύσαιο	a ŋ ɡ a r e ʍ s ɛ o
ἀγγαρεύσαισ	a ŋ ɡ a r e f s e s
ἀγγαρεύσαισ	a ŋ ɡ a r e ɸ s ɛ s
ἀγγαρεύσαισ	a ŋ ɡ a r e ʍ s ɛ s
ἀγγαρεύσαισθε	a ŋ ɡ a r e f s e s θ e
ἀγγαρεύσαισθε	a ŋ ɡ a r e ɸ s ɛ s θ e
ἀγγαρεύσαισθε	a ŋ ɡ a r e ʍ s ɛ s tʰ ɛ
ἀγγαρεύσαισθον	a ŋ ɡ a r e f s e s θ o n
ἀγγαρεύσαισθον	a ŋ ɡ a r e ɸ s ɛ s θ o n
ἀγγαρεύσαισθον	a ŋ ɡ a r e ʍ s ɛ s tʰ o n
ἀγγαρεύσαιτε	a ŋ ɡ a r e f s e t e
ἀγγαρεύσαιτε	a ŋ ɡ a r e ɸ s ɛ t e
ἀγγαρεύσαιτε	a ŋ ɡ a r e ʍ s ɛ t ɛ
ἀγγαρεύσαιτο	a ŋ ɡ a r e f s e t o
ἀγγαρεύσαιτο	a ŋ ɡ a r e ɸ s ɛ t o
ἀγγαρεύσαιτο	a ŋ ɡ a r e ʍ s ɛ t o
ἀγγαρεύσαιτον	a ŋ ɡ a r e f s e t o n
ἀγγαρεύσαιτον	a ŋ ɡ a r e ɸ s ɛ t o n
ἀγγαρεύσαιτον	a ŋ ɡ a r e ʍ s ɛ t o n
ἀγγαρεύσασ	a ŋ ɡ a r e f s a s
ἀγγαρεύσασ	a ŋ ɡ a r e ɸ s a s
ἀγγαρεύσασ	a ŋ ɡ a r e ʍ s a s
ἀγγαρεύσασα	a ŋ ɡ a r e f s a s a
ἀγγαρεύσασα	a ŋ ɡ a r e ɸ s a s a
ἀγγαρεύσασα	a ŋ ɡ a r e ʍ s a s a
ἀγγαρεύσασθαι	a ŋ ɡ a r e f s a s θ e
ἀγγαρεύσασθαι	a ŋ ɡ a r e ɸ s a s θ ɛ
ἀγγαρεύσασθαι	a ŋ ɡ a r e ʍ s a s tʰ ɛ
ἀγγαρεύσασθε	a ŋ ɡ a r e f s a s θ e
ἀγγαρεύσασθε	a ŋ ɡ a r e ɸ s a s θ e
ἀγγαρεύσασθε	a ŋ ɡ a r e ʍ s a s tʰ ɛ
ἀγγαρεύσασθον	a ŋ ɡ a r e f s a s θ o n
ἀγγαρεύσασθον	a ŋ ɡ a r e ɸ s a s θ o n
ἀγγαρεύσασθον	a ŋ ɡ a r e ʍ s a s tʰ o n
ἀγγαρεύσατε	a ŋ ɡ a r e f s a t e
ἀγγαρεύσατε	a ŋ ɡ a r e ɸ s a t e
ἀγγαρεύσατε	a ŋ ɡ a r e ʍ s a t ɛ
ἀγγαρεύσατον	a ŋ ɡ a r e f s a t o n
ἀγγαρεύσατον	a ŋ ɡ a r e ɸ s a t o n
ἀγγαρεύσατον	a ŋ ɡ a r e ʍ s a t o n
ἀγγαρεύσει	a ŋ ɡ a r e f s i
ἀγγαρεύσει	a ŋ ɡ a r e ɸ s i
ἀγγαρεύσει	a ŋ ɡ a r e ʍ s i
ἀγγαρεύσειαν	a ŋ ɡ a r e f s i a n
ἀγγαρεύσειαν	a ŋ ɡ a r e ɸ s i a n
ἀγγαρεύσειαν	a ŋ ɡ a r e ʍ s i a n
ἀγγαρεύσειασ	a ŋ ɡ a r e f s i a s
ἀγγαρεύσειασ	a ŋ ɡ a r e ɸ s i a s
ἀγγαρεύσειασ	a ŋ ɡ a r e ʍ s i a s
ἀγγαρεύσειε	a ŋ ɡ a r e f s i e
ἀγγαρεύσειε	a ŋ ɡ a r e ɸ s i e
ἀγγαρεύσειε	a ŋ ɡ a r e ʍ s i ɛ
ἀγγαρεύσειν	a ŋ ɡ a r e f s i n
ἀγγαρεύσειν	a ŋ ɡ a r e ɸ s i n
ἀγγαρεύσειν	a ŋ ɡ a r e ʍ s i n
ἀγγαρεύσεισ	a ŋ ɡ a r e f s i s
ἀγγαρεύσεισ	a ŋ ɡ a r e ɸ s i s
ἀγγαρεύσεισ	a ŋ ɡ a r e ʍ s i s
ἀγγαρεύσεσθαι	a ŋ ɡ a r e f s e s θ e
ἀγγαρεύσεσθαι	a ŋ ɡ a r e ɸ s e s θ ɛ
ἀγγαρεύσεσθαι	a ŋ ɡ a r e ʍ s ɛ s tʰ ɛ
ἀγγαρεύσεσθε	a ŋ ɡ a r e f s e s θ e
ἀγγαρεύσεσθε	a ŋ ɡ a r e ɸ s e s θ e
ἀγγαρεύσεσθε	a ŋ ɡ a r e ʍ s ɛ s tʰ ɛ
ἀγγαρεύσεσθον	a ŋ ɡ a r e f s e s θ o n
ἀγγαρεύσεσθον	a ŋ ɡ a r e ɸ s e s θ o n
ἀγγαρεύσεσθον	a ŋ ɡ a r e ʍ s ɛ s tʰ o n
ἀγγαρεύσεται	a ŋ ɡ a r e f s e t e
ἀγγαρεύσεται	a ŋ ɡ a r e ɸ s e t ɛ
ἀγγαρεύσεται	a ŋ ɡ a r e ʍ s ɛ t ɛ
ἀγγαρεύσετε	a ŋ ɡ a r e f s e t e
ἀγγαρεύσετε	a ŋ ɡ a r e ɸ s e t e
ἀγγαρεύσετε	a ŋ ɡ a r e ʍ s ɛ t ɛ
ἀγγαρεύσετον	a ŋ ɡ a r e f s e t o n
ἀγγαρεύσετον	a ŋ ɡ a r e ɸ s e t o n
ἀγγαρεύσετον	a ŋ ɡ a r e ʍ s ɛ t o n
ἀγγαρεύσηι	a ŋ ɡ a r e f s i
ἀγγαρεύσηι	a ŋ ɡ a r e ɸ s i
ἀγγαρεύσηι	a ŋ ɡ a r e ʍ s e
ἀγγαρεύσηι	a ŋ ɡ a r ě u̯ s ɛː i̯
ἀγγαρεύσηισ	a ŋ ɡ a r e f s i s
ἀγγαρεύσηισ	a ŋ ɡ a r e ɸ s i s
ἀγγαρεύσηισ	a ŋ ɡ a r e ʍ s e s
ἀγγαρεύσηισ	a ŋ ɡ a r ě u̯ s ɛː i̯ s
ἀγγαρεύσησθε	a ŋ ɡ a r e f s i s θ e
