अ	ɐ
पुष्यति	p ú ʂ j ɐ t̪ i
पुस्तक	p u s̪ t̪ ɐ k ɐ
पूजयति	p uː d͡ʑ ɐ j ɐ t̪ i
पूजा	p uː d͡ʑ ɑː
पूजा	p uː d͡ʑ ɑ́ː
पूत	p uː t̪ ɐ
पूत	p uː t̪ ɐ́
पूय	p uː j ɐ
पूय	p úː j ɐ
पूयति	p uː j ɐ t̪ i
पूयति	p úː j ɐ t̪ i
पूर्	p uː ɾ
पूर्	p úː ɾ
पूर्ण	p uː ɾ ɳ ɐ
पूर्ण	p uː ɾ ɳ ɐ́
पूर्णमास्	p uː ɾ ɳ ɐ m ɑː s̪
पूर्णमास्	p uː ɾ ɳ ɐ́ m ɑː s̪
पूर्त्वा	p uː ɾ t̪ ʋ ɑː
पूर्व	p uː ɾ ʋ ɐ
पूर्व	p úː ɾ ʋ ɐ
पृ	p r̩
पृच्छति	p r̩ t t͡ɕʰ ɐ t̪ i
पृच्छति	p r̩ t t͡ɕʰ ɐ́ t̪ i
पृच्छा	p r̩ t t͡ɕʰ ɑː
पृणक्ति	p r̩ ɳ ɐ k t̪ i
पृणाति	p r̩ ɳ ɑː t̪ i
पृणाति	p r̩ ɳ ɑ́ː t̪ i
पृथिवी	p r̩ t̪ʰ i ʋ iː
पृथिवी	p r̩ t̪ʰ i ʋ íː
पृथु	p r̩ t̪ʰ u
पृथु	p r̩ t̪ʰ ú
पृथुक	p r̩ t̪ʰ u k ɐ
पृथुक	p ŕ̩ t̪ʰ u k ɐ
पृथ्वी	p r̩ t̪ʰ ʋ iː
पृथ्वी	p r̩ t̪ʰ ʋ íː
पृषत्	p r̩ ʂ ɐ t̪
पृषत्	p ŕ̩ ʂ ɐ t̪
पृष्ट	p r̩ ʂ ʈ ɐ
पृष्ट	p r̩ ʂ ʈ ɐ́
पृष्टि	p r̩ ʂ ʈ i
पृष्टि	p r̩ ʂ ʈ í
पृष्ठ	p r̩ ʂ ʈʰ ɐ
पृष्ठ	p r̩ ʂ ʈʰ ɐ́
पॄ	p r̩ː
पेचक	p eː t͡ɕ ɐ k ɐ
पेचक	p ɐ́ j t͡ɕ ɐ k ɐ
पेशी	p eː ɕ iː
पेशी	p ɐ j ɕ iː
पोषण	p oː ʂ ɐ ɳ ɐ
पोषण	p ɐ w ʂ ɐ ɳ ɐ
पोस्फोर्ति	p oː s̪ pʰ oː ɾ t̪ i
पोस्फोर्ति	p ɐ w s̪ pʰ ɐ w ɾ t̪ i
पौंस्य	p ɑ̃ w s̪ j ɐ
पौंस्य	p ɑ̃́ː w s̪ j ɐ
पौत्र	p ɑ w t̪ ɾ ɐ
पौत्र	p ɑ́ː w t̪ ɾ ɐ
पौरुष	p ɑ w ɾ u ʂ ɐ
पौरुष	p ɑː w ɾ u ʂ ɐ́
पौष्टिक	p ɑ w ʂ ʈ i k ɐ
पौष्टिक	p ɑː w ʂ ʈ i k ɐ
प्यान	p j ɑː n̪ ɐ
प्यायन	p j ɑː j ɐ n̪ ɐ
प्यायित	p j ɑː j i t̪ ɐ
प्यै	p j ɑ j
प्यै	p j ɑː j
प्रउग	p ɾ ɐ u ɡ ɐ
प्रउग	p ɾ ɐ́ u ɡ ɐ
प्रउग्य	p ɾ ɐ u ɡ j ɐ
प्रउग्य	p ɾ ɐ u ɡ j ɐ́
प्रचलित	p ɾ ɐ t͡ɕ ɐ l̪ i t̪ ɐ
प्रचेतस्	p ɾ ɐ t͡ɕ eː t̪ ɐ s̪
प्रचेतस्	p ɾ ɐ t͡ɕ ɐ j t̪ ɐ s̪
प्रजापति	p ɾ ɐ d͡ʑ ɑː p ɐ t̪ i
प्रजापति	p ɾ ɐ d͡ʑ ɑ́ː p ɐ t̪ i
प्रज्ञा	p ɾ ɐ d͡ʑ ɲ ɑː
प्रज्ञा	p ɾ ɐ́ d͡ʑ ɲ ɑː
प्रज्ञान	p ɾ ɐ d͡ʑ ɲ ɑː n̪ ɐ
प्रज्ञान	p ɾ ɐ d͡ʑ ɲ ɑ́ː n̪ ɐ
प्रणृत्यति	p ɾ ɐ ɳ r̩ t̪ j ɐ t̪ i
प्रताडित	p ɾ ɐ t̪ ɑː ɖ i t̪ ɐ
प्रतिगच्छति	p ɾ ɐ t̪ i ɡ ɐ t t͡ɕʰ ɐ t̪ i
प्रतिज्ञा	p ɾ ɐ t̪ i d͡ʑ ɲ ɑː
प्रतिनिधित्व	p ɾ ɐ t̪ i n̪ i d̪ʱ i t̪ ʋ ɐ
प्रतिबुद्ध	p ɾ ɐ t̪ i b u d̪ d̪ʱ ɐ
प्रतिबुद्ध	p ɾ ɐ́ t̪ i b u d̪ d̪ʱ ɐ
प्रतिमन्	p ɾ ɐ t̪ i m ɐ n̪
प्रतिमा	p ɾ ɐ t̪ i m ɑː
प्रतिमा	p ɾ ɐ t̪ i m ɑ́ː
प्रतिरोध	p ɾ ɐ t̪ i ɾ oː d̪ʱ ɐ
प्रतिरोध	p ɾ ɐ t̪ i ɾ ɐ w d̪ʱ ɐ
प्रतिशाखा	p ɾ ɐ t̪ i ɕ ɑː kʰ ɑː
प्रतिश्याय	p ɾ ɐ t̪ i ɕ j ɑː j ɐ
प्रतीक	p ɾ ɐ t̪ iː k ɐ
प्रतीक	p ɾ ɐ́ t̪ iː k ɐ
प्रतीति	p ɾ ɐ t̪ iː t̪ i
प्रत्याशिनी	p ɾ ɐ t̪ j ɑː ɕ i n̪ iː
प्रत्याशिन्	p ɾ ɐ t̪ j ɑː ɕ i n̪
प्रत्याशी	p ɾ ɐ t̪ j ɑː ɕ iː
प्रथम	p ɾ ɐ t̪ʰ ɐ m ɐ
प्रथम	p ɾ ɐ t̪ʰ ɐ m ɐ́
प्रथस्	p ɾ ɐ t̪ʰ ɐ s̪
प्रथस्	p ɾ ɐ́ t̪ʰ ɐ s̪
प्रदातोस्	p ɾ ɐ d̪ ɑː t̪ oː s̪
प्रदातोस्	p ɾ ɐ d̪ ɑː t̪ ɐ w s̪
प्रपद्यते	p ɾ ɐ p ɐ d̪ j ɐ t̪ eː
प्रपद्यते	p ɾ ɐ p ɐ d̪ j ɐ t̪ ɐ j
प्रभु	p ɾ ɐ bʱ u
प्रभु	p ɾ ɐ bʱ ú
प्रमेतोस्	p ɾ ɐ m eː t̪ oː s̪
प्रमेतोस्	p ɾ ɐ m ɐ j t̪ ɐ w s̪
प्रवते	p ɾ ɐ ʋ ɐ t̪ eː
प्रवते	p ɾ ɐ́ ʋ ɐ t̪ ɐ j
प्रवदति	p ɾ ɐ ʋ ɐ d̪ ɐ t̪ i
प्रवस्ते	p ɾ ɐ ʋ ɐ s̪ t̪ eː
प्रवस्ते	p ɾ ɐ ʋ ɐ s̪ t̪ ɐ j
प्रवाचे	p ɾ ɐ ʋ ɑː t͡ɕ eː
प्रवाचे	p ɾ ɐ ʋ ɑ́ː t͡ɕ ɐ j
प्रवेश	p ɾ ɐ ʋ eː ɕ ɐ
प्रवेश	p ɾ ɐ ʋ ɐ j ɕ ɐ
प्रश्न	p ɾ ɐ ɕ n̪ ɐ
प्रश्न	p ɾ ɐ ɕ n̪ ɐ́
प्रहेलिका	p ɾ ɐ ɦ eː l̪ i k ɑː
प्रहेलिका	p ɾ ɐ ɦ ɐ j l̪ i k ɑː
प्राकार	p ɾ ɑː k ɑː ɾ ɐ
प्राण	p ɾ ɑː ɳ ɐ
प्राण	p ɾ ɑː ɳ ɐ́
प्राणिन्	p ɾ ɑː ɳ i n̪
प्राणी	p ɾ ɑː ɳ iː
प्रातःकाल	p ɾ ɑː t̪ ɐ h k ɑː l̪ ɐ
प्रातर्	p ɾ ɑː t̪ ɐ ɾ
प्रातर्	p ɾ ɑː t̪ ɐ́ ɾ
प्राथमिक	p ɾ ɑː t̪ʰ ɐ m i k ɐ
प्रान्त	p ɾ ɑː n̪ t̪ ɐ
प्राप्तिका	p ɾ ɑː p t̪ i k ɑː
प्राप्य	p ɾ ɑː p j ɐ
प्राप्यक	p ɾ ɑː p j ɐ k ɐ
प्रावृष्	p ɾ ɑː ʋ r̩ ʂ
प्रावृष्	p ɾ ɑː ʋ ŕ̩ ʂ
प्रासाद	p ɾ ɑː s̪ ɑː d̪ ɐ
प्रिय	p ɾ i j ɐ
प्रिय	p ɾ i j ɐ́
प्रियदर्शिन्	p ɾ i j ɐ d̪ ɐ ɾ ɕ i n̪
प्रीणाति	p ɾ iː ɳ ɑː t̪ i
प्रीणाति	p ɾ iː ɳ ɑ́ː t̪ i
प्रीणीतः	p ɾ iː ɳ iː t̪ ɐ h
प्रीयते	p ɾ iː j ɐ t̪ eː
प्रीयते	p ɾ iː j ɐ t̪ ɐ j
प्रेत	p ɾ eː t̪ ɐ
प्रेत	p ɾ ɐ́ j t̪ ɐ
प्रेषण	p ɾ eː ʂ ɐ ɳ ɐ
प्रेषण	p ɾ ɐ́ j ʂ ɐ ɳ ɐ
प्रेषित	p ɾ eː ʂ i t̪ ɐ
प्रेषित	p ɾ ɐ́ j ʂ i t̪ ɐ
प्रेष्	p ɾ eː ʂ
प्रेष्	p ɾ ɐ́ j ʂ
प्रैणान	p ɾ ɑ j ɳ ɑː n̪ ɐ
प्रैणान	p ɾ ɑː j ɳ ɑː n̪ ɐ́
प्रैतोस्	p ɾ ɑ j t̪ oː s̪
प्रैतोस्	p ɾ ɑː j t̪ ɐ w s̪
प्रौढ	p ɾ ɑ w ɖʱ ɐ
प्रौढ	p ɾ ɑː w ɖʱ ɐ
प्लव	p l̪ ɐ ʋ ɐ
प्लव	p l̪ ɐ ʋ ɐ́
प्लवते	p l̪ ɐ ʋ ɐ t̪ eː
प्लवते	p l̪ ɐ́ ʋ ɐ t̪ ɐ j
प्लीहन्	p l̪ iː ɦ ɐ n̪
प्लीहन्	p l̪ iː ɦ ɐ́ n̪
प्लुषि	p l̪ u ʂ i
प्लुषि	p l̪ ú ʂ i
प्सरस्	p s̪ ɐ ɾ ɐ s̪
प्सरस्	p s̪ ɐ́ ɾ ɐ s̪
प्सात	p s̪ ɑː t̪ ɐ
प्सात	p s̪ ɑː t̪ ɐ́
प्साति	p s̪ ɑː t̪ i
प्साति	p s̪ ɑ́ː t̪ i
प्सु	p s̪ u
प्सुरस्	p s̪ u ɾ ɐ s̪
प्सुरस्	p s̪ ú ɾ ɐ s̪
फकार	pʰ ɐ k ɑː ɾ ɐ
फडिङ्गा	pʰ ɐ ɖ i ŋ ɡ ɑː
फल	pʰ ɐ l̪ ɐ
फल	pʰ ɐ́ l̪ ɐ
फलक	pʰ ɐ l̪ ɐ k ɐ
फलति	pʰ ɐ l̪ ɐ t̪ i
फलन	pʰ ɐ l̪ ɐ n̪ ɐ
फलनम्	pʰ ɐ l̪ ɐ n̪ ɐ m
फलनयोः	pʰ ɐ l̪ ɐ n̪ ɐ j oː h
फलनयोः	pʰ ɐ l̪ ɐ n̪ ɐ j ɐ w h
फलनस्य	pʰ ɐ l̪ ɐ n̪ ɐ s̪ j ɐ
फलना	pʰ ɐ l̪ ɐ n̪ ɑː
फलनात्	pʰ ɐ l̪ ɐ n̪ ɑː t̪
फलनानाम्	pʰ ɐ l̪ ɐ n̪ ɑː n̪ ɑː m
फलनानि	pʰ ɐ l̪ ɐ n̪ ɑː n̪ i
फलनाभ्याम्	pʰ ɐ l̪ ɐ n̪ ɑː bʱ j ɑː m
फलनाय	pʰ ɐ l̪ ɐ n̪ ɑː j ɐ
फलने	pʰ ɐ l̪ ɐ n̪ eː
फलने	pʰ ɐ l̪ ɐ n̪ ɐ j
फलनेन	pʰ ɐ l̪ ɐ n̪ eː n̪ ɐ
फलनेन	pʰ ɐ l̪ ɐ n̪ ɐ j n̪ ɐ
फलनेभिः	pʰ ɐ l̪ ɐ n̪ eː bʱ i h
फलनेभिः	pʰ ɐ l̪ ɐ n̪ ɐ j bʱ i h
फलनेभ्यः	pʰ ɐ l̪ ɐ n̪ eː bʱ j ɐ h
फलनेभ्यः	pʰ ɐ l̪ ɐ n̪ ɐ j bʱ j ɐ h
फलनेषु	pʰ ɐ l̪ ɐ n̪ eː ʂ u
फलनेषु	pʰ ɐ l̪ ɐ n̪ ɐ j ʂ u
फलनैः	pʰ ɐ l̪ ɐ n̪ ɑ j h
फलनैः	pʰ ɐ l̪ ɐ n̪ ɑː j h
फल्	pʰ ɐ l̪
फिङ्गक	pʰ i ŋ ɡ ɐ k ɐ
फिरङ्ग	pʰ i ɾ ɐ ŋ ɡ ɐ
फिरङ्गिन्	pʰ i ɾ ɐ ŋ ɡ i n̪
फुल्ल	pʰ u l̪ l̪ ɐ
फेन	pʰ eː n̪ ɐ
फेन	pʰ ɐ́ j n̪ ɐ
फेनक	pʰ eː n̪ ɐ k ɐ
फेनक	pʰ ɐ j n̪ ɐ k ɐ
बकार	b ɐ k ɑː ɾ ɐ
बज	b ɐ d͡ʑ ɐ
बजाय	b ɐ d͡ʑ ɑː j ɐ
बजे	b ɐ d͡ʑ eː
बजे	b ɐ d͡ʑ ɐ j
बटु	b ɐ ʈ u
बदर	b ɐ d̪ ɐ ɾ ɐ
बद्ध	b ɐ d̪ d̪ʱ ɐ
बद्ध	b ɐ d̪ d̪ʱ ɐ́
बधिर	b ɐ d̪ʱ i ɾ ɐ
बधिर	b ɐ d̪ʱ i ɾ ɐ́
बन्दिनी	b ɐ n̪ d̪ i n̪ iː
बन्दिन्	b ɐ n̪ d̪ i n̪
बन्ध	b ɐ n̪ d̪ʱ ɐ
बन्ध	b ɐ n̪ d̪ʱ ɐ́
बन्धन	b ɐ n̪ d̪ʱ ɐ n̪ ɐ
बन्धन	b ɐ́ n̪ d̪ʱ ɐ n̪ ɐ
बन्धु	b ɐ n̪ d̪ʱ u
बन्धु	b ɐ́ n̪ d̪ʱ u
बप्सति	b ɐ p s̪ ɐ t̪ i
बप्सति	b ɐ́ p s̪ ɐ t̪ i
बभस्ति	b ɐ bʱ ɐ s̪ t̪ i
बभस्ति	b ɐ́ bʱ ɐ s̪ t̪ i
बभार	b ɐ bʱ ɑː ɾ ɐ
बभार	b ɐ bʱ ɑ́ː ɾ ɐ
बभूव	b ɐ bʱ uː ʋ ɐ
बभूव	b ɐ bʱ úː ʋ ɐ
बभ्रु	b ɐ bʱ ɾ u
बभ्रु	b ɐ bʱ ɾ ú
बभ्रे	b ɐ bʱ ɾ eː
बभ्रे	b ɐ bʱ ɾ ɐ j
बर्जह	b ɐ ɾ d͡ʑ ɐ ɦ ɐ
बर्जह	b ɐ́ ɾ d͡ʑ ɐ ɦ ɐ
बर्जह्य	b ɐ ɾ d͡ʑ ɐ ɦ j ɐ
बर्जह्य	b ɐ ɾ d͡ʑ ɐ ɦ j ɐ́
बर्बट	b ɐ ɾ b ɐ ʈ ɐ
बर्बटी	b ɐ ɾ b ɐ ʈ iː
बर्बर	b ɐ ɾ b ɐ ɾ ɐ
बर्हयति	b ɐ ɾ ɦ ɐ j ɐ t̪ i
बर्हयति	b ɐ ɾ ɦ ɐ́ j ɐ t̪ i
बर्हिष्ठ	b ɐ ɾ ɦ i ʂ ʈʰ ɐ
बर्हिष्ठ	b ɐ́ ɾ ɦ i ʂ ʈʰ ɐ
बर्हिस्	b ɐ ɾ ɦ i s̪
बर्हिस्	b ɐ ɾ ɦ í s̪
बल	b ɐ l̪ ɐ
बल	b ɐ́ l̪ ɐ́
बलीवर्द	b ɐ l̪ iː ʋ ɐ ɾ d̪ ɐ
बलीवर्द	b ɐ l̪ iː ʋ ɐ́ ɾ d̪ ɐ
बसयान	b ɐ s̪ ɐ j ɑː n̪ ɐ
बस्त	b ɐ s̪ t̪ ɐ
बस्त	b ɐ s̪ t̪ ɐ́
बहिः	b ɐ ɦ i h
बहिर्	b ɐ ɦ i ɾ
बहिष्	b ɐ ɦ i ʂ
बहिष्कार	b ɐ ɦ i ʂ k ɑː ɾ ɐ
बहिस्	b ɐ ɦ i s̪
बहिस्	b ɐ ɦ í s̪
बहु	b ɐ ɦ u
बहु	b ɐ ɦ ú
बहुक	b ɐ ɦ u k ɐ
बहुता	b ɐ ɦ u t̪ ɑː
बहुता	b ɐ ɦ ú t̪ ɑː
बहुत्व	b ɐ ɦ u t̪ ʋ ɐ
बहुत्व	b ɐ ɦ ú t̪ ʋ ɐ
बहुल	b ɐ ɦ u l̪ ɐ
बहुल	b ɐ ɦ u l̪ ɐ́
बहुव्रीहि	b ɐ ɦ u ʋ ɾ iː ɦ i
बहुव्रीहि	b ɐ ɦ ú ʋ ɾ iː ɦ i
बाढ	b ɑː ɖʱ ɐ
बाढ	b ɑː ɖʱ ɐ́
बाण	b ɑː ɳ ɐ
बाधताम्	b ɑː d̪ʱ ɐ t̪ ɑː m
बाधति	b ɑː d̪ʱ ɐ t̪ i
बाधति	b ɑ́ː d̪ʱ ɐ t̪ i
बाधे	b ɑː d̪ʱ eː
बाधे	b ɑː d̪ʱ ɐ j
बान्धव	b ɑː n̪ d̪ʱ ɐ ʋ ɐ
बाल	b ɑː l̪ ɐ
बालकेलि	b ɑː l̪ ɐ k eː l̪ i
बालकेलि	b ɑː l̪ ɐ k ɐ j l̪ i
बालक्रीडा	b ɑː l̪ ɐ k ɾ iː ɖ ɑː
बालिका	b ɑː l̪ i k ɑː
बालिश	b ɑː l̪ i ɕ ɐ
बाल्य	b ɑː l̪ j ɐ
बाळ्ह	b ɑː ɭ̆ ɦ ɐ
बाळ्ह	b ɑː ɭ̆ ɦ ɐ́
बाहु	b ɑː ɦ u
बाहु	b ɑː ɦ ú
बिन्दु	b i n̪ d̪ u
बिन्दु	b i n̪ d̪ ú
बिभर्ति	b i bʱ ɐ ɾ t̪ i
बिभर्ति	b i bʱ ɐ́ ɾ t̪ i
बिभाय	b i bʱ ɑː j ɐ
बिभाय	b i bʱ ɑ́ː j ɐ
बिभेति	b i bʱ eː t̪ i
बिभेति	b i bʱ ɐ́ j t̪ i
बिल	b i l̪ ɐ
बिल	b í l̪ ɐ
बीज	b iː d͡ʑ ɐ
बीज	b íː d͡ʑ ɐ
बुक्कति	b u k k ɐ t̪ i
बुक्कयति	b u k k ɐ j ɐ t̪ i
बुद्ध	b u d̪ d̪ʱ ɐ
बुद्ध	b u d̪ d̪ʱ ɐ́
बुद्धि	b u d̪ d̪ʱ i
बुद्धि	b ú d̪ d̪ʱ i
बुद्धीन्द्रिय	b u d̪ d̪ʱ iː n̪ d̪ ɾ i j ɐ
बुद्धीन्द्रिय	b u d̪ d̪ʱ iː n̪ d̪ ɾ i j ɐ́
बुद्ध्वा	b u d̪ d̪ʱ ʋ ɑː
बुध्	b u d̪ʱ
बुध्	b ú d̪ʱ
बुध्न	b u d̪ʱ n̪ ɐ
बुध्न	b u d̪ʱ n̪ ɐ́
बुध्यते	b u d̪ʱ j ɐ t̪ eː
बुध्यते	b ú d̪ʱ j ɐ t̪ ɐ j
बुन्द	b u n̪ d̪ ɐ
बुन्द	b u n̪ d̪ ɐ́
बुभुक्षा	b u bʱ u k ʂ ɑː
बुभुक्षित	b u bʱ u k ʂ i t̪ ɐ
बृहत्	b r̩ ɦ ɐ t̪
बृहत्	b r̩ ɦ ɐ́ t̪
बृहन्त्	b r̩ ɦ ɐ n̪ t̪
बृहन्त्	b r̩ ɦ ɐ́ n̪ t̪
बोधति	b oː d̪ʱ ɐ t̪ i
बोधति	b ɐ́ w d̪ʱ ɐ t̪ i
बोधते	b oː d̪ʱ ɐ t̪ eː
बोधते	b ɐ w d̪ʱ ɐ t̪ ɐ j
बोधयति	b oː d̪ʱ ɐ j ɐ t̪ i
बोधयति	b ɐ w d̪ʱ ɐ́ j ɐ t̪ i
बोधि	b oː d̪ʱ i
बोधि	b ɐ w d̪ʱ í
बोधिसत्त्व	b oː d̪ʱ i s̪ ɐ t̪ t̪ ʋ ɐ
बोभवति	b oː bʱ ɐ ʋ ɐ t̪ i
बोभवति	b ɐ w bʱ ɐ ʋ ɐ t̪ i
बोभवीति	b oː bʱ ɐ ʋ iː t̪ i
बोभवीति	b ɐ́ w bʱ ɐ ʋ iː t̪ i
बोभोति	b oː bʱ oː t̪ i
बोभोति	b ɐ w bʱ ɐ w t̪ i
ब्रध्न	b ɾ ɐ d̪ʱ n̪ ɐ
ब्रध्न	b ɾ ɐ d̪ʱ n̪ ɐ́
ब्रह्मन्	b ɾ ɐ ɦ m ɐ n̪
ब्रह्मन्	b ɾ ɐ́ ɦ m ɐ n̪
ब्रह्मा	b ɾ ɐ ɦ m ɑː
ब्राह्मण	b ɾ ɑː ɦ m ɐ ɳ ɐ
ब्राह्मण	b ɾ ɑ́ː ɦ m ɐ ɳ ɐ
भक्त	bʱ ɐ k t̪ ɐ
भक्त	bʱ ɐ k t̪ ɐ́
भक्ष	bʱ ɐ k ʂ ɐ
भक्ष	bʱ ɐ k ʂ ɐ́
भग	bʱ ɐ ɡ ɐ
भग	bʱ ɐ́ ɡ ɐ
भगदत्त	bʱ ɐ ɡ ɐ d̪ ɐ t̪ t̪ ɐ
भगवत्	bʱ ɐ ɡ ɐ ʋ ɐ t̪
भगवान्	bʱ ɐ ɡ ɐ ʋ ɑː n̪
भग्न	bʱ ɐ ɡ n̪ ɐ
भग्न	bʱ ɐ ɡ n̪ ɐ́
भजति	bʱ ɐ d͡ʑ ɐ t̪ i
भजति	bʱ ɐ́ d͡ʑ ɐ t̪ i
भजते	bʱ ɐ d͡ʑ ɐ t̪ eː
भजते	bʱ ɐ́ d͡ʑ ɐ t̪ ɐ j
भजन	bʱ ɐ d͡ʑ ɐ n̪ ɐ
भञ्जक	bʱ ɐ ɲ d͡ʑ ɐ k ɐ
भञ्ज्	bʱ ɐ ɲ d͡ʑ
भद्र	bʱ ɐ d̪ ɾ ɐ
भद्र	bʱ ɐ d̪ ɾ ɐ́
भनक्ति	bʱ ɐ n̪ ɐ k t̪ i
भनक्ति	bʱ ɐ n̪ ɐ́ k t̪ i
भनति	bʱ ɐ n̪ ɐ t̪ i
भनति	bʱ ɐ́ n̪ ɐ t̪ i
भन्दताम्	bʱ ɐ n̪ d̪ ɐ t̪ ɑː m
भय	bʱ ɐ j ɐ
भय	bʱ ɐ j ɐ́
भयते	bʱ ɐ j ɐ t̪ eː
भयते	bʱ ɐ́ j ɐ t̪ ɐ j
भर	bʱ ɐ ɾ ɐ
भर	bʱ ɐ́ ɾ ɐ
भरण	bʱ ɐ ɾ ɐ ɳ ɐ
भरति	bʱ ɐ ɾ ɐ t̪ i
भरति	bʱ ɐ́ ɾ ɐ t̪ i
भरतु	bʱ ɐ ɾ ɐ t̪ u
भरत्	bʱ ɐ ɾ ɐ t̪
भरत्	bʱ ɐ́ ɾ ɐ t̪
भरस्	bʱ ɐ ɾ ɐ s̪
भरस्	bʱ ɐ́ ɾ ɐ s̪
भरिष	bʱ ɐ ɾ i ʂ ɐ
भरिष	bʱ ɐ ɾ i ʂ ɐ́
भरीमन्	bʱ ɐ ɾ iː m ɐ n̪
भरीमन्	bʱ ɐ́ ɾ iː m ɐ n̪
भरु	bʱ ɐ ɾ u
भर्ग	bʱ ɐ ɾ ɡ ɐ
भर्ग	bʱ ɐ́ ɾ ɡ ɐ
भर्तृ	bʱ ɐ ɾ t̪ r̩
भर्तृ	bʱ ɐ ɾ t̪ ŕ̩
भर्तृ	bʱ ɐ́ ɾ t̪ r̩
भर्त्सक	bʱ ɐ ɾ t̪ s̪ ɐ k ɐ
भर्त्सन	bʱ ɐ ɾ t̪ s̪ ɐ n̪ ɐ
भर्त्सना	bʱ ɐ ɾ t̪ s̪ ɐ n̪ ɑː
भर्त्स्	bʱ ɐ ɾ t̪ s̪
भर्मन्	bʱ ɐ ɾ m ɐ n̪
भर्मन्	bʱ ɐ́ ɾ m ɐ n̪
भर्व्	bʱ ɐ ɾ ʋ
भर्व्	bʱ ɐ́ ɾ ʋ
भल्लाक	bʱ ɐ l̪ l̪ ɑː k ɐ
भल्लात	bʱ ɐ l̪ l̪ ɑː t̪ ɐ
भल्लातक	bʱ ɐ l̪ l̪ ɑː t̪ ɐ k ɐ
भल्लूक	bʱ ɐ l̪ l̪ uː k ɐ
भवतः	bʱ ɐ ʋ ɐ t̪ ɐ h
भवतात्	bʱ ɐ ʋ ɐ t̪ ɑː t̪
भवति	bʱ ɐ ʋ ɐ t̪ i
भवति	bʱ ɐ́ ʋ ɐ t̪ i
भवतु	bʱ ɐ ʋ ɐ t̪ u
भवत्	bʱ ɐ ʋ ɐ t̪
भवत्	bʱ ɐ́ ʋ ɐ t̪
भवथ	bʱ ɐ ʋ ɐ t̪ʰ ɐ
भवथः	bʱ ɐ ʋ ɐ t̪ʰ ɐ h
भवन्ति	bʱ ɐ ʋ ɐ n̪ t̪ i
भवसि	bʱ ɐ ʋ ɐ s̪ i
भवानि	bʱ ɐ ʋ ɑː n̪ i
भवानी	bʱ ɐ ʋ ɑː n̪ iː
भवान्	bʱ ɐ ʋ ɑː n̪
भवान्	bʱ ɐ́ ʋ ɑː n̪
भवामः	bʱ ɐ ʋ ɑː m ɐ h
भवामि	bʱ ɐ ʋ ɑː m i
भवावः	bʱ ɐ ʋ ɑː ʋ ɐ h
भवितव्य	bʱ ɐ ʋ i t̪ ɐ ʋ j ɐ
भविष्य	bʱ ɐ ʋ i ʂ j ɐ
भविष्यति	bʱ ɐ ʋ i ʂ j ɐ t̪ i
भविष्यसि	bʱ ɐ ʋ i ʂ j ɐ s̪ i
भविष्यामि	bʱ ɐ ʋ i ʂ j ɑː m i
भव्य	bʱ ɐ ʋ j ɐ
भशिरा	bʱ ɐ ɕ i ɾ ɑː
भस्	bʱ ɐ s̪
भस्त्रा	bʱ ɐ s̪ t̪ ɾ ɑː
भस्त्रा	bʱ ɐ́ s̪ t̪ ɾ ɑː
भस्त्री	bʱ ɐ s̪ t̪ ɾ iː
भस्मन्	bʱ ɐ s̪ m ɐ n̪
भस्मन्	bʱ ɐ́ s̪ m ɐ n̪
भा	bʱ ɑː
भा	bʱ ɑ́ː
भाग	bʱ ɑː ɡ ɐ
भाग	bʱ ɑː ɡ ɐ́
भागवत	bʱ ɑː ɡ ɐ ʋ ɐ t̪ ɐ
भाजन	bʱ ɑː d͡ʑ ɐ n̪ ɐ
भाजन	bʱ ɑ́ː d͡ʑ ɐ n̪ ɐ
भाजयति	bʱ ɑː d͡ʑ ɐ j ɐ t̪ i
भाजयति	bʱ ɑː d͡ʑ ɐ́ j ɐ t̪ i
भाति	bʱ ɑː t̪ i
भाति	bʱ ɑ́ː t̪ i
भान	bʱ ɑː n̪ ɐ
भान	bʱ ɑ́ː n̪ ɐ
भानु	bʱ ɑː n̪ u
भानु	bʱ ɑː n̪ ú
भाम	bʱ ɑː m ɐ
भाम	bʱ ɑ́ː m ɐ
भार	bʱ ɑː ɾ ɐ
भार	bʱ ɑː ɾ ɐ́
भारत	bʱ ɑː ɾ ɐ t̪ ɐ
भारत	bʱ ɑ́ː ɾ ɐ t̪ ɐ
भारिक	bʱ ɑː ɾ i k ɐ
भारिन्	bʱ ɑː ɾ i n̪
भारी	bʱ ɑː ɾ iː
भार्मन्	bʱ ɑː ɾ m ɐ n̪
भार्मन्	bʱ ɑ́ː ɾ m ɐ n̪
भाल	bʱ ɑː l̪ ɐ
भावज्ञा	bʱ ɑː ʋ ɐ d͡ʑ ɲ ɑː
भावित	bʱ ɑː ʋ i t̪ ɐ
भाषते	bʱ ɑː ʂ ɐ t̪ eː
भाषते	bʱ ɑ́ː ʂ ɐ t̪ ɐ j
भाषा	bʱ ɑː ʂ ɑː
भाषा	bʱ ɑ́ː ʂ ɑː
भास्	bʱ ɑː s̪
भास्	bʱ ɑ́ː s̪
भिक्षु	bʱ i k ʂ u
भिक्षु	bʱ i k ʂ ú
भिण्डा	bʱ i ɳ ɖ ɑː
भिनत्ति	bʱ i n̪ ɐ t̪ t̪ i
भिनत्ति	bʱ i n̪ ɐ́ t̪ t̪ i
