aaleniano	aleˈnjano
ilíaco	iˈliako
iliacos	iˈljakos
ilícita	iˈliθita
ilícita	iˈlisita
ilícitas	iˈliθitas
ilícitas	iˈlisitas
ilícito	iˈliθito
ilícito	iˈlisito
ilícitos	iˈliθitos
ilícitos	iˈlisitos
iliolumbar	iljolumˈbaɾ
ilion	ˈiljon
iliotibial	iljotiˈbjal
iliquidez	ilikiˈdeθ
iliquidez	ilikiˈdes
ilocutivo	ilokuˈtibo
iludida	iluˈdida
iludidas	iluˈdidas
iludido	iluˈdido
iludidos	iluˈdidos
iluminación	iluminaˈθjon
iluminación	iluminaˈsjon
iluminada	ilumiˈnada
iluminadas	ilumiˈnadas
iluminado	ilumiˈnado
iluminados	ilumiˈnados
ilusión	iluˈsjon
ilusionada	ilusjoˈnada
ilusionadas	ilusjoˈnadas
ilusionado	ilusjoˈnado
ilusionados	ilusjoˈnados
ilustrada	ilusˈtɾada
ilustradas	ilusˈtɾadas
ilustradísimo	ilustɾaˈdisimo
ilustrado	ilusˈtɾado
ilustrados	ilusˈtɾados
imagen	iˈmaxen
imágenes	iˈmaxenes
imagina	imaˈxina
imaginable	imaxiˈnable
imaginables	imaxiˈnables
imaginación	imaxinaˈθjon
imaginación	imaxinaˈsjon
imaginaciones	imaxinaˈθjones
imaginaciones	imaxinaˈsjones
imaginada	imaxiˈnada
imaginadas	imaxiˈnadas
imaginado	imaxiˈnado
imaginados	imaxiˈnados
imaginamos	imaxiˈnamos
imaginando	imaxiˈnando
imaginar	imaxiˈnaɾ
imaginara	imaxiˈnaɾa
imaginará	imaxinaˈɾa
imagináramos	imaxiˈnaɾamos
imaginaras	imaxiˈnaɾas
imaginarás	imaxinaˈɾas
imaginareis	imaxiˈnaɾeis
imaginaremos	imaxinaˈɾemos
imaginares	imaxiˈnaɾes
imaginaria	imaxiˈnaɾja
imaginaríamos	imaxinaˈɾiamos
imaginarias	imaxiˈnaɾjas
imaginario	imaxiˈnaɾjo
imaginaste	imaxiˈnaste
imagine	imaˈxine
imaginemos	imaxiˈnemos
imagines	imaˈxines
imanados	imaˈnados
imanar	imaˈnaɾ
imantada	imanˈtada
imantadas	imanˈtadas
imantado	imanˈtado
imantados	imanˈtados
imantar	imanˈtaɾ
imbécil	imˈbe.θil
imbécil	imˈbe.sil
imbecilizar	imbeθiliˈθaɾ
imbecilizar	imbesiliˈsaɾ
imberbe	imˈberbe
imbricadas	imbɾiˈkadas
imbricados	imbɾiˈkados
imbricar	imbɾiˈkaɾ
ímbrice	ˈimbɾiθe
ímbrice	ˈimbɾise
imbuida	imˈbwida
impacientada	impaθjenˈtada
impacientada	impasjenˈtada
impacientadas	impaθjenˈtadas
impacientadas	impasjenˈtadas
impactadas	impaɡˈtadas
impactado	impaɡˈtado
impagar	impaˈɡaɾ
imparables	impaˈɾables
imparcial	impaɾˈθjal
imparcial	imparˈsjal
impecabilidad	impekabiliˈdad
impecablemente	impekableˈmente
impecables	impeˈkables
impedido	impeˈdido
impedimos	impeˈdimos
impedirás	impediˈɾas
impediste	impeˈdiste
impelida	impeˈlida
impelido	impeˈlido
impelidos	impeˈlidos
imperada	impeˈɾada
imperado	impeˈɾado
imperialista	impeɾjaˈlista
imperialmente	impeɾjalˈmente
impermanencia	impermaˈnenθja
impermanencia	impermaˈnensja
impermeabilizados	impermeabiliˈθados
impermeabilizados	impermeabiliˈsados
impermeabilizar	impermeabiliˈθaɾ
impermeabilizar	impermeabiliˈsaɾ
impersonal	impersoˈnal
impersonalizar	impersonaliˈθaɾ
impersonalizar	impersonaliˈsaɾ
impétigo	imˈpetiɡo
impetrada	impeˈtɾada
impetrado	impeˈtɾado
ímpetu	ˈimpetu
impetuoso	impeˈtwoso
implantadas	implanˈtadas
implantado	implanˈtado
implementada	implemenˈtada
implementado	implemenˈtado
implementados	implemenˈtados
implementar	implemenˈtaɾ
implicaciones	implikaˈθjones
implicaciones	implikaˈsjones
implicadas	impliˈkadas
implicamos	impliˈkamos
imponer	impoˈneɾ
impopularidad	impopulaɾiˈdad
importada	imporˈtada
importadas	imporˈtadas
importado	imporˈtado
importancia	imporˈtanθja
importancia	imporˈtansja
importar	imporˈtaɾ
imposible	impoˈsible
imposta	imˈposta
impostas	imˈpostas
imposto	imˈposto
impotente	impoˈtente
imprecada	impɾeˈkada
imprecadas	impɾeˈkadas
imprecados	impɾeˈkados
impresa	imˈpɾesa
impresas	imˈpɾesas
imprimación	impɾimaˈθjon
imprimación	impɾimaˈsjon
imprimido	impɾiˈmido
imprimidos	impɾiˈmidos
improbadas	impɾoˈbadas
improvisado	impɾobiˈsado
improvisados	impɾobiˈsados
improvisto	impɾoˈbisto
impúdica	imˈpudika
impúdicas	imˈpudikas
impúdico	imˈpudiko
impúdicos	imˈpudikos
impuesta	imˈpwesta
impuesto	imˈpwesto
impuestos	imˈpwestos
impugnada	impuɡˈnada
impugnadas	impuɡˈnadas
impulsa	imˈpulsa
impulsar	impulˈsaɾ
impulso	imˈpulso
impurificar	impuɾifiˈkaɾ
imputada	impuˈtada
imputados	impuˈtados
inacabada	inakaˈbada
inacabadas	inakaˈbadas
inactivada	inaɡtiˈbada
inactivadas	inaɡtiˈbadas
Iñaki	iˈɲaki
inalterabilidad	inalteɾabiliˈdad
inalterada	inalteˈɾada
inauguradas	inauɡuˈɾadas
inaugurados	inauɡuˈɾados
incapaces	inkaˈpaθes
incapaces	inkaˈpases
incapacitar	inkapaθiˈtaɾ
incapacitar	inkapasiˈtaɾ
incapaz	inkaˈpaθ
incapaz	inkaˈpas
incardinación	inkardinaˈθjon
incardinación	inkardinaˈsjon
incardinada	inkardiˈnada
incardinar	inkardiˈnaɾ
incendiados	inθenˈdjados
incendiados	insenˈdjados
incendiar	inθenˈdjaɾ
incendiar	insenˈdjaɾ
incendiaría	inθendjaˈɾia
incendiaría	insendjaˈɾia
incendiarias	inθenˈdjaɾjas
incendiarias	insenˈdjaɾjas
incendiario	inθenˈdjaɾjo
incendiario	insenˈdjaɾjo
incensados	inθenˈsados
incensados	insenˈsados
incentivada	inθentiˈbada
incentivada	insentiˈbada
incentivado	inθentiˈbado
incentivado	insentiˈbado
incentivados	inθentiˈbados
incentivados	insentiˈbados
incertidumbre	in.θeɾ.tiˈðum.bɾe
incertidumbre	in.seɾ.tiˈðum.bɾe
incestuosa	inθesˈtwosa
incestuosa	insesˈtwosa
incestuoso	inθesˈtwoso
incestuoso	insesˈtwoso
incestuosos	inθesˈtwosos
incestuosos	insesˈtwosos
incidida	inθiˈdida
incidida	insiˈdida
incidido	inθiˈdido
incidido	insiˈdido
inciertamente	inθjertaˈmente
inciertamente	insjertaˈmente
incinerada	inθineˈɾada
incinerada	insineˈɾada
incinerado	inθineˈɾado
incinerado	insineˈɾado
incinerados	inθineˈɾados
incinerados	insineˈɾados
incipiente	inθiˈpjente
incipiente	insiˈpjente
incitación	inθitaˈθjon
incitación	insitaˈsjon
inclinación	inklinaˈθjon
inclinación	inklinaˈsjon
inclinado	inkliˈnado
inclinados	inkliˈnados
incluida	inˈklwida
incluidas	inˈklwidas
incluyente	inkluˈɟ͡ʝente
incluyentes	inkluˈɟ͡ʝentes
incoadas	inkoˈadas
incoados	inkoˈados
íncola	ˈin.ko.la
incoloras	inkoˈloɾas
incomestible	inkomesˈtible
incómodo	inˈkomodo
incómodos	inˈkomodos
inconsiderados	inkonsideˈɾados
inconstante	inkonsˈtante
incontrolado	inkontɾoˈlado
incorporadas	inkorpoˈɾadas
incorporados	inkorpoˈɾados
increíble	inkɾeˈible
increpadas	inkɾeˈpadas
increpados	inkɾeˈpados
incriminada	inkɾimiˈnada
incriminado	inkɾimiˈnado
incriminados	inkɾimiˈnados
incrustadas	inkɾusˈtadas
incubada	inkuˈbada
incubadas	inkuˈbadas
inculcadas	inkulˈkadas
inculcado	inkulˈkado
incumbida	inkumˈbida
incumbidas	inkumˈbidas
indagadas	indaˈɡadas
indagados	indaˈɡados
indecente	indeˈθente
indecente	indeˈsente
indeclinables	indekliˈnables
indecoroso	indekoˈɾoso
indefinido	indefiˈnido
indefinidos	indefiˈnidos
indemnizada	indemniˈθada
indemnizada	indemniˈsada
indemnizadas	indemniˈθadas
indemnizadas	indemniˈsadas
independista	indepenˈdista
independizadas	independiˈθadas
independizadas	independiˈsadas
independizados	independiˈθados
independizados	independiˈsados
independizarse	independiˈθarse
independizarse	independiˈsarse
indicado	indiˈkado
indicativo	indikaˈtibo
indicator	indikaˈtoɾ
indigestadas	indixesˈtadas
indignadas	indiɡˈnadas
indignados	indiɡˈnados
indispuesto	indisˈpwesto
indispuestos	indisˈpwestos
individualizada	indibidwaliˈθada
individualizada	indibidwaliˈsada
indizada	indiˈθada
indizada	indiˈsada
Indonesia	indoˈnesja
indonesias	indoˈnesjas
inducida	induˈθida
inducida	induˈsida
indultadas	indulˈtadas
industrial	indusˈtɾjal
industrializadas	industɾjaliˈθadas
industrializadas	industɾjaliˈsadas
inequívoco	ineˈkiboko
Inés	iˈnes
inevitables	inebiˈtables
inexpulsable	inekspulˈsable
infamadas	infaˈmadas
infantado	infanˈtado
infantilización	infantiliθaˈθjon
infantilización	infantilisaˈsjon
infantilizada	infantiliˈθada
infantilizada	infantiliˈsada
infartada	infarˈtada
infección	iɱfekˈθjon
infección	iɱfekˈsjon
infectadas	infeɡˈtadas
infelice	infeˈliθe
infelice	infeˈlise
infelices	infeˈliθes
infelices	infeˈlises
infelicidad	infeliθiˈdad
infelicidad	infelisiˈdad
infelicidades	infeliθiˈdades
infelicidades	infelisiˈdades
infestada	infesˈtada
inficionado	infiθjoˈnado
inficionado	infisjoˈnado
infiltradas	infilˈtɾadas
infinitesimales	infinitesiˈmales
infinitivo	infiniˈtibo
inflación	inflaˈθjon
inflación	inflaˈsjon
inflacionaria	inflaθjoˈnaɾja
inflacionaria	inflasjoˈnaɾja
inflacionarias	inflaθjoˈnaɾjas
inflacionarias	inflasjoˈnaɾjas
inflacionario	inflaθjoˈnaɾjo
inflacionario	inflasjoˈnaɾjo
infladas	inˈfladas
inflado	inˈflado
inflamable	inflaˈmable
inflamada	inflaˈmada
inflamados	inflaˈmados
influente	inˈflwente
influida	inˈflwida
influidas	inˈflwidas
influidos	inˈflwidos
informada	inforˈmada
informalizar	informaliˈθaɾ
informalizar	informaliˈsaɾ
informatizada	informatiˈθada
informatizada	informatiˈsada
infraclase	infɾaˈklase
infractor	infɾaɡˈtoɾ
infractora	infɾaɡˈtoɾa
infraorden	infɾaˈorden
infrarrepresentada	infɾarepɾesenˈtada
infrarrepresentadas	infɾarepɾesenˈtadas
infringida	infɾinˈxida
infringidas	infɾinˈxidas
infundada	infunˈdada
infundadas	infunˈdadas
ingratamente	inˌɡɾataˈmente
ingrávida	inˈɡɾabida
ingrediente	inɡɾeˈdjente
ingreso	inˈɡɾeso
inguinal	inɡiˈnal
inhalada	inaˈlada
inhalados	inaˈlados
inhóspito	inˈospito
inhumana	inuˈmana
iniciadas	iniˈθjadas
iniciadas	iniˈsjadas
iniciado	iniˈθjado
iniciado	iniˈsjado
iniciativa	iniθjaˈtiba
iniciativa	inisjaˈtiba
iniciativas	iniθjaˈtibas
iniciativas	inisjaˈtibas
inicié	iniˈθje
inicié	iniˈsje
inigualable	iniɡwaˈlable
injerida	inxeˈɾida
injerido	inxeˈɾido
injeridos	inxeˈɾidos
injerir	inxeˈɾiɾ
injertar	inxerˈtaɾ
inmatricular	immatɾikuˈlaɾ
inmediato	ĩm.me.ˈðja.to
inmensas	imˈmensas
inmenso	imˈmenso
inmerecida	immeɾeˈθida
inmerecida	immeɾeˈsida
inmerecidas	immeɾeˈθidas
inmerecidas	immeɾeˈsidas
inmerecido	immeɾeˈθido
inmerecido	immeɾeˈsido
inmiscuida	immisˈkwida
inmiscuidos	immisˈkwidos
inmoralidad	immoɾaliˈdad
inmortalizado	immortaliˈθado
inmortalizado	immortaliˈsado
inmovilizadas	immobiliˈθadas
inmovilizadas	immobiliˈsadas
inmovilizado	immobiliˈθado
inmovilizado	immobiliˈsado
inmovilizados	immobiliˈθados
inmovilizados	immobiliˈsados
inmune	inˈmune
inmunocomplejo	immunokomˈplexo
inmunodeprimido	immunodepɾiˈmido
inmunohistoquímica	immunoistoˈkimika
innegable	inneˈɡable
innegables	inneˈɡables
innombrable	innomˈbɾable
innovación	innobaˈθjon
innovación	innobaˈsjon
innovada	innoˈbada
innovado	innoˈbado
innovados	innoˈbados
inocuas	iˈnokwas
inocuidad	inokwiˈdad
inoculada	inokuˈlada
inoculado	inokuˈlado
inocuo	iˈnokwo
inocuos	iˈnokwos
inopia	iˈnopja
inorgánicas	inorˈɡanikas
inorgánico	inorˈɡaniko
inorgánicos	inorˈɡanikos
inquietadas	inkjeˈtadas
inquietados	inkjeˈtados
inquilino	inkiˈlino
inquirida	inkiˈɾida
inquisición	inkisiˈθjon
inquisición	inkisiˈsjon
insaciables	insaˈθjables
insaciables	insaˈsjables
insalubre	insaˈlubɾe
inscrita	ˈinskɾita
inscritas	ˈinskɾitas
insensata	insenˈsata
insensatas	insenˈsatas
insensato	insenˈsato
inseparables	insepaˈɾables
insesgado	insesˈɡado
insidiada	insiˈdjada
insidiados	insiˈdjados
insignia	inˈsiɡnja
insinuada	insiˈnwada
insinuadas	insiˈnwadas
insinuado	insiˈnwado
insinuados	insiˈnwados
insistida	insisˈtida
insistido	insisˈtido
insistidos	insisˈtidos
insolvente	insolˈbente
insondables	insonˈdables
insonorizar	insonoɾiˈθaɾ
insonorizar	insonoɾiˈsaɾ
insonoro	insoˈnoɾo
insostenible	insosteˈnible
inspector	inspeɡˈtoɾ
inspiración	inspiɾaˈθjon
inspiración	inspiɾaˈsjon
inspiradas	inspiˈɾadas
inspirados	inspiˈɾados
instalar	instaˈlaɾ
instar	insˈtaɾ
instaurada	instauˈɾada
instaurados	instauˈɾados
instiga	insˈtiɡa
instigación	instiɡaˈθjon
instigación	instiɡaˈsjon
instigada	instiˈɡada
instigando	instiˈɡando
instigáramos	instiˈɡaɾamos
instigaras	instiˈɡaɾas
instigarás	instiɡaˈɾas
instigaríamos	instiɡaˈɾiamos
instigue	insˈtiɡe
instigues	insˈtiɡes
instilación	instilaˈθjon
instilación	instilaˈsjon
instintiva	instinˈtiba
instinto	insˈtinto
institucionalizada	instituθjonaliˈθada
institucionalizada	institusjonaliˈsada
institucionalizado	instituθjonaliˈθado
institucionalizado	institusjonaliˈsado
instituida	instiˈtwida
instituidas	instiˈtwidas
instituidos	instiˈtwidos
instruí	ˈinstɾwi
instruías	ˈinstɾwias
instruidas	ˈinstɾwidas
instruís	ˈinstɾwis
instrumentada	instɾumenˈtada
instrumentados	instɾumenˈtados
instrumentalizada	instɾumentaliˈθada
instrumentalizada	instɾumentaliˈsada
instrumentar	instɾumenˈtaɾ
insuflada	insufˈlada
insufladas	insufˈladas
insuflados	insufˈlados
ínsula	ˈinsula
insulsez	insulˈseθ
insulsez	insulˈses
insulso	inˈsulso
insulta	inˈsulta
insultada	insulˈtada
insultadas	insulˈtadas
insultaras	insulˈtaɾas
insultarás	insultaˈɾas
insultaremos	insultaˈɾemos
insultas	inˈsultas
insultaste	insulˈtaste
insulte	inˈsulte
insulté	insulˈte
insurrección	insureɡˈθjon
insurrección	insureɡˈsjon
insurreccionalismo	insureɡθjonaˈlismo
insurreccionalismo	insureɡsjonaˈlismo
integérrimo	inteˈxerimo
integrada	inteˈɡɾada
integrados	inteˈɡɾados
integral	inteˈɡɾal
intelectual	inteleɡˈtwal
inteligente	inteliˈxente
inteligentísimo	intelixenˈtisimo
intempestiva	intempesˈtiba
intempestivos	intempesˈtibos
intencionalmente	intenθjonalˈmente
intencionalmente	intensjonalˈmente
intenciones	intenˈθjones
intenciones	intenˈsjones
intendencia	intenˈdenθja
intendencia	intenˈdensja
intensa	inˈtensa
intensificada	intensifiˈkada
intensificadas	intensifiˈkadas
intensivista	intensiˈbista
intensivos	intenˈsibos
intentadas	intenˈtadas
intentados	intenˈtados
intento	inˈtento
interaccionadas	inteɾaɡθjoˈnadas
interaccionadas	inteɾaɡsjoˈnadas
interactuación	inteɾaɡtwaˈθjon
interactuación	inteɾaɡtwaˈsjon
interactuada	inteɾaɡˈtwada
interactuado	inteɾaɡˈtwado
interactuados	inteɾaɡˈtwados
interalemán	inteɾaleˈman
intercaladas	interkaˈladas
intercalados	interkaˈlados
interceptadas	inteɾθebˈtadas
interceptadas	intersebˈtadas
interceptar	inteɾθebˈtaɾ
interceptar	intersebˈtaɾ
interclasista	interklaˈsista
interclub	interˈklub
intercomunicarse	interkomuniˈkarse
interconexión	interkoneɡˈsjon
interconexiones	interkoneɡˈsjones
interdicha	interˈdit͡ʃa
interétnico	inteˈɾedniko
interferido	interfeˈɾido
interferidos	interfeˈɾidos
interferométrico	interfeɾoˈmetɾiko
interindividual	inteɾindibiˈdwal
interiores	inteˈɾjoɾes
interiorizado	inteɾjoɾiˈθado
interiorizado	inteɾjoɾiˈsado
interiorizar	inteɾjoɾiˈθaɾ
interiorizar	inteɾjoɾiˈsaɾ
intermediada	intermeˈdjada
intermediadas	intermeˈdjadas
intermediar	intermeˈdjaɾ
intermembrana	intermemˈbɾana
internacional	internaθjoˈnal
internacional	internasjoˈnal
internacionalizada	internaθjonaliˈθada
internacionalizada	internasjonaliˈsada
internacionalizados	internaθjonaliˈθados
internacionalizados	internasjonaliˈsados
internodo	interˈnodo
interparlamentario	interparlamenˈtaɾjo
interparroquial	interparoˈkjal
interpeladas	interpeˈladas
interpolado	interpoˈlado
interpolamos	interpoˈlamos
interpolando	interpoˈlando
interpolaras	interpoˈlaɾas
interpolare	interpoˈlaɾe
interpolareis	interpoˈlaɾeis
interpolaremos	interpolaˈɾemos
interpolares	interpoˈlaɾes
interpole	interˈpole
interpolo	interˈpolo
interpretación	interpɾetaˈθjon
interpretación	interpɾetaˈsjon
interpretada	interpɾeˈtada
interpretadas	interpɾeˈtadas
interpretar	interpɾeˈtaɾ
interpretares	interpɾeˈtaɾes
interprofesional	interpɾofesjoˈnal
interpromocional	interpɾomoθjoˈnal
interpromocional	interpɾomosjoˈnal
interrogación	interoɡaˈθjon
interrogación	interoɡaˈsjon
interrogaciones	interoɡaˈθjones
interrogaciones	interoɡaˈsjones
interrogador	interoɡaˈdoɾ
interrogadoras	interoɡaˈdoɾas
interrogados	interoˈɡados
interrogamos	interoˈɡamos
interrogantes	interoˈɡantes
interrogar	interoˈɡaɾ
interrogativo	interoɡaˈtibo
interrogativos	interoɡaˈtibos
interrogatorio	interoɡaˈtoɾjo
interrogo	inteˈroɡo
interrumpidas	interumˈpidas
interrumpido	interumˈpido
interseccionalidad	interseɡθjonaliˈdad
interseccionalidad	interseɡsjonaliˈdad
intersectar	interseɡˈtaɾ
intersticial	interstiˈθjal
intersticial	interstiˈsjal
intertextual	interteksˈtwal
interuniversitario	inteɾunibersiˈtaɾjo
interválico	interˈbaliko
intesto	inˈtesto
intimidades	intimiˈdades
intimidado	intimiˈdado
intitulada	intituˈlada
intitulado	intituˈlado
intitulados	intituˈlados
intocado	intoˈkado
intolerable	intoleˈɾable
intolerables	intoleˈɾables
intolerancia	intoleˈɾanθja
intolerancia	intoleˈɾansja
intoxicadas	intoɡsiˈkadas
intoxicados	intoɡsiˈkados
intraducible	intɾaduˈθible
intraducible	intɾaduˈsible
intramusculares	intɾamuskuˈlaɾes
intravenosas	intɾabeˈnosas
intricada	intɾiˈkada
intrigada	intɾiˈɡada
intrigado	intɾiˈɡado
intrigamos	intɾiˈɡamos
intrigar	intɾiˈɡaɾ
intrigares	intɾiˈɡaɾes
intrigo	inˈtɾiɡo
intrincados	intɾinˈkados
intrincara	intɾinˈkaɾa
intrincará	intɾinkaˈɾa
intrincaras	intɾinˈkaɾas
intrincarás	intɾinkaˈɾas
intrincaremos	intɾinkaˈɾemos
intrincas	inˈtɾinkas
intrinco	inˈtɾinko
intrinque	inˈtɾinke
intrinques	inˈtɾinkes
introducidas	intɾoduˈθidas
introducidas	intɾoduˈsidas
introducidos	intɾoduˈθidos
introducidos	intɾoduˈsidos
intromisión	intɾomiˈsjon
intrusados	intɾuˈsados
intubado	intuˈbado
intuición	intwiˈθjo̞n
intuición	intwiˈsjo̞n
intuicionismo	intwiθjoˈnismo
intuicionismo	intwisjoˈnismo
intuida	inˈtwida
intuido	inˈtwido
intuidos	inˈtwidos
inubicable	inubiˈkable
inundada	inunˈdada
inundadas	inunˈdadas
inútil	iˈnutil
inutilización	inutiliθaˈθjon
inutilización	inutilisaˈsjon
inutilizadas	inutiliˈθadas
inutilizadas	inutiliˈsadas
inutilizado	inutiliˈθado
inutilizado	inutiliˈsado
inutilizados	inutiliˈθados
inutilizados	inutiliˈsados
invadas	imˈbadas
invade	imˈbade
invadíamos	imbaˈdiamos
invadido	imbaˈdido
invadimos	imbaˈdimos
invadir	imbaˈdiɾ
invadirás	imbadiˈɾas
invadiremos	imbadiˈɾemos
invaginada	imbaxiˈnada
invalidado	imbaliˈdado
invalidados	imbaliˈdados
inventadas	imbenˈtadas
inventados	imbenˈtados
inventaras	imbenˈtaɾas
inventarás	imbentaˈɾas
inventareis	imbenˈtaɾeis
inventaremos	imbentaˈɾemos
inventaste	imbenˈtaste
invente	imˈbente
invento	imˈbento
inventor	imbenˈtoɾ
invernación	imbernaˈθjon
invernación	imbernaˈsjon
invernadero	imbernaˈdeɾo
invernizo	im.beɾˈni.θo
invernizo	im.beɾˈni.so
invertebrada	imberteˈbɾada
invertida	imberˈtida
invertido	imberˈtido
investida	imbesˈtida
investidos	imbesˈtidos
investidura	imbestiˈduɾa
investigación	imbestiɡaˈθjon
investigación	imbestiɡaˈsjon
investigada	imbestiˈɡada
inviable	imˈbjable
inviables	imˈbjables
invictos	imˈbiɡtos
invierno	imˈbjerno
invisibilizadas	imbisibiliˈθadas
invisibilizadas	imbisibiliˈsadas
invisibilizados	imbisibiliˈθados
invisibilizados	imbisibiliˈsados
invisible	imbiˈsible
invocada	imboˈkada
involucionada	imboluθjoˈnada
involucionada	imbolusjoˈnada
involuciones	imboluˈθjones
involuciones	imboluˈsjones
involucradas	imboluˈkɾadas
involucrado	imboluˈkɾado
inyectadora	inɟ͡ʝeɡtaˈdoɾa
inyectar	inɟ͡ʝeɡˈtaɾ
inyector	inɟ͡ʝeɡˈtoɾ
inyera	inˈɟ͡ʝeɾa
Ío	ˈio
iodo	ˈɟ͡ʝodo
ión	iˈon
iónico	iˈoniko
iónico	ˈɟ͡ʝoniko
ionización	joniθaˈθjon
ionización	jonisaˈsjon
ionizada	joniˈθada
ionizada	joniˈsada
ionizado	joniˈθado
ionizado	joniˈsado
ionizar	joniˈθaɾ
ionizar	joniˈsaɾ
iota	iˈota
iota	ˈɟ͡ʝota
ir	ˈiɾ
ira	ˈiɾa
irá	iˈɾa
iracundo	iɾaˈkundo
Irak	iˈɾak
Irán	iˈɾan
iraniana	iɾaˈnjana
iré	iˈɾe
iridiscente	iɾidisˈθente
iridiscente	iɾidisˈsente
iridiscentes	iɾidisˈθentes
iridiscentes	iɾidisˈsentes
iris	ˈiɾis
irónicamente	iˌɾonikaˈmente
ironizadas	iɾoniˈθadas
ironizadas	iɾoniˈsadas
irradiadas	iraˈdjadas
irreconciliable	i.re.kon.siˈlja.vle
irredenta	ireˈdenta
irredentas	ireˈdentas
irredentista	iredenˈtista
irredentistas	iredenˈtistas
irredentos	ireˈdentos
irrefutable	irefuˈtable
irrefutables	irefuˈtables
irregular	ireɡuˈlaɾ
irrelevante	ireleˈbante
irreproducible	irepɾoduˈθible
irreproducible	irepɾoduˈsible
irresistible	iresisˈtible
irrespetuosa	irespeˈtwosa
irrespetuoso	irespeˈtwoso
irritable	iriˈtable
irritada	iriˈtada
irritadas	iriˈtadas
irritadísimo	iritaˈdisimo
irritado	iriˈtado
irritados	iriˈtados
irse	ˈirse
Irulegui	iɾuˈleɡi
isa	ˈisa
Isaac	isaˈaɡ
islam	isˈlam
islam	isˈlan
islámico	isˈlamiko
isleño	isˈleɲo
isolobal	isoloˈbal
isologotipo	isoloɡoˈtipo
Israel	isɾaˈel
itacate	itaˈkate
italianizada	italjaniˈθada
italianizada	italjaniˈsada
italiano	itaˈljano
ítem	ˈitem
iterada	iteˈɾada
iterados	iteˈɾados
iteramos	iteˈɾamos
iterando	iteˈɾando
iterar	iteˈɾaɾ
iterara	iteˈɾaɾa
iterará	iteɾaˈɾa
iteraras	iteˈɾaɾas
iterarás	iteɾaˈɾas
iterare	iteˈɾaɾe
iteraremos	iteɾaˈɾemos
iterbio	iˈterbjo
iuspositivismo	ˌɟ͡ʝuspositiˈbismo
IVA	ˈiba
Izabal	iθaˈbal
Izabal	isaˈbal
izote	iˈθo.te
izote	iˈso.te
izquierdista	iθkjerˈdista
izquierdista	iskjerˈdista
Izquierdo	iθˈkjerdo
Izquierdo	isˈkjerdo
Iztaccíhuatl	iθtaɡˈθiwatl
Iztaccíhuatl	istaɡˈsiwatl
j	x
j	ˈxota
ja	xa
jabalí	xabaˈli
jabalina	xabaˈlina
jabeba	xaˈbeba
jaca	ˈxaka
jacal	xaˈkal
jacamará	xakamaˈɾa
jacinto	xaˈθinto
jacinto	xaˈsinto
jactada	xaɡˈtada
jaiba	ˈxaiba
jajá	xaˈxa
jalapeño	xalaˈpeɲo
Jalisco	xaˈlisko
jalma	ˈxalma
jamaicanas	xamaiˈkanas
jamaicano	xamaiˈkano
Janeth	xaˈnet
jaquear	xakeˈaɾ
jaquido	xaˈkido
Jaramillo	xaɾaˈmiɟ͡ʝo
jarocha	xaˈɾot͡ʃa
jazmín	xaθˈmin
jazmín	xasˈmin
jefe	ˈxefe
jengibre	xenˈxibɾe
jerigonza	xeɾiˈɡonθa
jerigonza	xeɾiˈɡonsa
Jerónimo	xeˈɾonimo
jersey	xerˈsei
jeta	ˈxeta
ji	ˈxi
jibarizadas	xibaɾiˈθadas
jibarizadas	xibaɾiˈsadas
jibarizado	xibaɾiˈθado
jibarizado	xibaɾiˈsado
jibarizados	xibaɾiˈθados
jibarizados	xibaɾiˈsados
jibia	ˈxibja
jícama	ˈxikama
jícara	ˈxikaɾa
jicote	xiˈkote
jilote	xiˈlote
jimado	xiˈmado
jiñar	xiˈɲaɾ
Jinotega	xinoˈteɡa
jitomate	xitoˈmate
jo	xo
Joaquín	xoaˈkin
Joaquín	xwaˈkin
Joaquín	xwaˈkin
jocho	ˈxot͡ʃo
jocoque	xoˈkoke
jocosamente	xoˌkosaˈmente
jocote	xoˈkote
jodido	xoˈdido
jolines	xoˈlines
jónica	ˈxonika
José	xoˈse
josear	xoseˈaɾ
Josefa	xoˈsefa
Josué	xoˈswe
jota	ˈxota
joteado	xoteˈado
joto	ˈxoto
joven	ˈxoben
jovial	xoˈbjal
joya	ˈxoɟ͡ʝa
Juan	xwan
Juana	ˈxwana
jubilada	xubiˈlada
júbilo	ˈxubilo
judaico	xuˈdaiko
judaísmo	xudaˈismo
judaizar	xudaiˈθaɾ
judaizar	xudaiˈsaɾ
judas	ˈxudas
Judas	ˈxudas
judeocristiana	xudeokɾisˈtjana
judeocristianas	xudeokɾisˈtjanas
judeomasónica	xudeomaˈsonika
judía	xuˈdia
juelule	xweˈlule
jueves	ˈxwebes
juey	ˈxwei
jugadas	xuˈɡadas
jugar	xuˈɡaɾ
juglar	xuˈɡlaɾ
jugo	ˈxuɡo
juguete	xuˈɡete
juguetón	xuɡeˈton
Julia	ˈxulja
Julián	xuˈljan
julianas	xuˈljanas
juliano	xuˈljano
Julio	ˈxuljo
juliobrigense	xuljobɾiˈxense
jumento	xuˈmento
jumeras	xuˈmeɾas
jungla	ˈxunɡla
juntada	xunˈtada
juntado	xunˈtado
juntamente	ˌxuntaˈmente
junto	ˈxunto
jupiteriano	xupiteˈɾjano
jura	ˈxuɾa
jurados	xuˈɾados
