є	j ɛ
операція	ɔ p e r ɑ t͡sʲ i j ɐ
опис	ɔ p e s
описати	ɔ p e s ɑ t e
описовий	ɔ p e s ɔ ʋ e i̯
описувати	ɔ p ɪ s ʊ ʋ ɐ t e
опитати	ɔ p e t ɑ t e
опитувати	ɔ p ɪ t ʊ ʋ ɐ t e
оповідання	ɔ p ɔ ʋʲ i d ɑ nʲː ɐ
оповідати	ɔ p ɔ ʋʲ i d ɑ t e
оповісти	ɔ p ɔ ʋʲ i s t ɪ
оподатковувати	ɔ p ɔ d ɐ t k ɔ w ʊ ʋ ɐ t e
оподаткувати	ɔ p ɔ d ɐ t k ʊ ʋ ɑ t e
опозиційний	ɔ p ɔ z e t͡sʲ i i̯ n e i̯
опозиція	ɔ p ɔ z ɪ t͡sʲ i j ɐ
опонент	ɔ p ɔ n ɛ n t
оприлюднити	ɔ p r e lʲ u d n e t e
оприлюднювати	ɔ p r e lʲ u dʲ nʲ ʊ ʋ ɐ t e
оптика	ɔ p t e k ɐ
оптимізм	ɔ p t e mʲ i z m
оптимістичний	ɔ p t e mʲ i s t ɪ t͡ʃ n e i̯
оптимальний	ɔ p t e m ɑ lʲ n e i̯
оптична	ɔ p t ɪ t͡ʃ n ɐ
оптичний	ɔ p t ɪ t͡ʃ n e i̯
опубліковувати	ɔ p ʊ b lʲ i k ɔ w ʊ ʋ ɐ t e
опублікувати	ɔ p ʊ b lʲ i k ʊ ʋ ɑ t e
орієнтація	ɔ rʲ i j e n t ɑ t͡sʲ i j ɐ
орієнтувати	ɔ rʲ i j e n t ʊ ʋ ɑ t e
оранжевий	ɔ r ɑ n ʒ e ʋ e i̯
оранжерея	ɔ r ɐ n ʒ e r ɛ j ɐ
орбіт	o r bʲ i t
орбіті	o r bʲ i tʲ i
орбіта	o r bʲ i t ɐ
орбітам	o r bʲ i t ɐ m
орбітами	o r bʲ i t ɐ m e
орбітах	o r bʲ i t ɐ x
орбіти	o r bʲ i t e
орбітою	o r bʲ i t ɔ j ʊ
орбіту	o r bʲ i t ʊ
оргазм	ɔ r ɦ ɑ z m
орган	ɔ r ɦ ɐ n
орган	ɔ r ɦ ɑ n
органів	ɔ r ɦ ɐ nʲ i u̯
органів	ɔ r ɦ ɑ nʲ i u̯
організатор	ɔ r ɦ ɐ nʲ i z ɑ t ɔ r
організаторка	ɔ r ɦ ɐ nʲ i z ɑ t ɔ r k ɐ
організаціє	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j e
організацією	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j e j ʊ
організації	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j i
організацій	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i i̯
організаційний	ɔ r ɦ ɐ nʲ i z ɐ t͡sʲ i i̯ n e i̯
організацію	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j ʊ
організація	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j ɐ
організаціям	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j ɐ m
організаціями	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j ɐ m e
організаціях	ɔ r ɦ ɐ nʲ i z ɑ t͡sʲ i j ɐ x
організм	ɔ r ɦ ɐ nʲ i z m
організмів	ɔ r ɦ ɐ nʲ i zʲ mʲ i u̯
організми	ɔ r ɦ ɐ nʲ i z m e
організована	ɔ r ɦ ɐ nʲ i z ɔ ʋ ɐ n ɐ
організований	ɔ r ɦ ɐ nʲ i z ɔ ʋ ɐ n e i̯
організовувати	ɔ r ɦ ɐ nʲ i z ɔ w ʊ ʋ ɐ t e
організувати	ɔ r ɦ ɐ nʲ i z ʊ ʋ ɑ t e
органічна	ɔ r ɦ ɐ nʲ i t͡ʃ n ɐ
органічний	ɔ r ɦ ɐ nʲ i t͡ʃ n e i̯
органи	ɔ r ɦ ɐ n e
органи	ɔ r ɦ ɑ n e
орден	ɔ r d e n
орел	ɔ r ɛ ɫ
оренда	ɔ r ɛ n d ɐ
оригінальність	ɔ r e ɦʲ i n ɑ lʲ nʲ i sʲ tʲ
оригінальний	ɔ r e ɦʲ i n ɑ lʲ n e i̯
орнітологічний	ɔ r nʲ i t ɔ ɫ o ɦʲ i t͡ʃ n e i̯
орнітологія	ɔ r nʲ i t ɔ ɫ ɔ ɦʲ i j ɐ
орудний	o r u d n e i̯
орфографічний	ɔ r f ɔ ɦ r ɐ fʲ i t͡ʃ n e i̯
осінній	o sʲ i nʲː i i̯
осінь	ɔ sʲ i nʲ
оса	ɔ s ɑ
освіжати	ɔ sʲ ʋʲ i ʒ ɑ t e
освіжити	ɔ sʲ ʋʲ i ʒ ɪ t e
освіта	ɔ sʲ ʋʲ i t ɐ
освітній	ɔ sʲ ʋʲ i tʲ nʲ i i̯
освітологія	ɔ sʲ ʋʲ i t ɔ ɫ ɔ ɦʲ i j ɐ
освічений	ɔ sʲ ʋʲ i t͡ʃ e n e i̯
осел	ɔ s ɛ ɫ
оселедець	ɔ s e ɫ ɛ d e t͡sʲ
осердя	ɔ s ɛ r dʲ ɐ
осло	ɔ s ɫ ɔ
осмислити	ɔ s m ɪ s ɫ e t e
осмислювати	ɔ s m ɪ sʲ lʲ ʊ ʋ ɐ t e
основа	ɔ s n ɔ ʋ ɐ
основний	ɔ s n ɔ u̯ n ɪ i̯
основному	ɔ s n ɔ u̯ n ɔ m ʊ
особа	ɔ s ɔ b ɐ
особистість	ɔ s ɔ b ɪ sʲ tʲ i sʲ tʲ
особистий	ɔ s ɔ b ɪ s t e i̯
особисто	ɔ s ɔ b ɪ s t ɔ
особливість	ɔ s ɔ b ɫ ɪ ʋʲ i sʲ tʲ
особливий	ɔ s ɔ b ɫ ɪ ʋ e i̯
особливо	ɔ s ɔ b ɫ ɪ w ɔ
особовий	ɔ s ɔ b ɔ ʋ e i̯
останній	ɔ s t ɑ nʲː i i̯
остаточний	ɔ s t ɐ t ɔ t͡ʃ n e i̯
острів	ɔ s tʲ rʲ i u̯
ось	ɔ sʲ
отава	ɔ t ɑ ʋ ɐ
отаман	ɔ t ɑ m ɐ n
отвір	ɔ tʲ ʋʲ i r
отець	ɔ t ɛ t͡sʲ
отже	ɔ d ʒ e
оточення	ɔ t ɔ t͡ʃ e nʲː ɐ
оточити	ɔ t ɔ t͡ʃ ɪ t e
оточувати	ɔ t ɔ t͡ʃ ʊ ʋ ɐ t e
отримати	ɔ t r ɪ m ɐ t e
отримувати	ɔ t r ɪ m ʊ ʋ ɐ t e
отруїти	ɔ t r ʊ j i t e
отруйний	o t r u i̯ n e i̯
отрута	o t r u t ɐ
офіра	o fʲ i r ɐ
офіс	ɔ fʲ i s
офісний	ɔ fʲ i s n e i̯
офіціант	ɔ fʲ i t͡sʲ i ɑ n t
офіціантка	ɔ fʲ i t͡sʲ i ɑ n t k ɐ
офіційний	ɔ fʲ i t͡sʲ i i̯ n e i̯
охопити	ɔ x ɔ p ɪ t e
охоплювати	ɔ x ɔ p lʲ ʊ ʋ ɐ t e
охорона	ɔ x ɔ r ɔ n ɐ
охоронець	ɔ x ɔ r ɔ n e t͡sʲ
охоронити	ɔ x ɔ r ɔ n ɪ t e
охороняти	ɔ x ɔ r ɔ nʲ ɑ t e
охра	ɔ x r ɐ
оці	o t͡sʲ i
оцієї	ɔ t͡sʲ i j ɛ j i
оцією	ɔ t͡sʲ i j ɛ j ʊ
оцій	o t͡sʲ i i̯
оцім	o t͡sʲ i m
оцінити	ɔ t͡sʲ i n ɪ t e
оцінка	o t͡sʲ i n k ɐ
оцінювати	o t͡sʲ i nʲ ʊ ʋ ɐ t e
оце	ɔ t͡s ɛ
оцей	ɔ t͡s ɛ i̯
оцет	ɔ t͡s e t
оцим	ɔ t͡s ɪ m
оцими	ɔ t͡s ɪ m e
оцих	ɔ t͡s ɪ x
оцього	ɔ t͡sʲ ɔ ɦ ɔ
оцьому	ɔ t͡sʲ o m u
оцю	o t͡sʲ u
оця	ɔ t͡sʲ ɑ
очі	ɔ t͡ʃʲ i
очікувати	o t͡ʃʲ i k ʊ ʋ ɐ t e
очевидець	ɔ t͡ʃ e ʋ ɪ d e t͡sʲ
очевидиця	ɔ t͡ʃ e ʋ ɪ d e t͡sʲ ɐ
очевидно	ɔ t͡ʃ e ʋ ɪ d n ɔ
очеревина	ɔ t͡ʃ e r ɛ ʋ e n ɐ
очерет	ɔ t͡ʃ e r ɛ t
очиці	ɔ t͡ʃ ɪ t͡sʲ i
очко	ɔ t͡ʃ k ɔ
очко	ɔ t͡ʃ k ɔ
очолити	ɔ t͡ʃ ɔ ɫ e t e
очолювати	ɔ t͡ʃ ɔ lʲ ʊ ʋ ɐ t e
оштрафувати	ɔ ʃ t r ɐ f ʊ ʋ ɑ t e
ощасливити	ɔ ʃ t͡ʃ ɐ s ɫ ɪ ʋ e t e
ощасливлювати	ɔ ʃ t͡ʃ ɐ s ɫ ɪ u̯ lʲ ʊ ʋ ɐ t e
п'єса	p j ɛ s ɐ
п'ядун	p j ɐ d u n
п'яний	p j ɑ n e i̯
п'ята	p j ɑ t ɐ
п'ята	p j ɐ t ɑ
п'ятдесят	p j ɐ d d e sʲ ɑ t
п'ятдесят	p j ɐ d e sʲ ɑ t
п'ятдесятий	p j ɐ d d e sʲ ɑ t e i̯
п'ятеро	p j ɑ t e r ɔ
п'ятий	p j ɑ t e i̯
п'ятисот	p j ɐ t e s ɔ t
п'ятисотий	p j ɐ t e s ɔ t e i̯
п'ятнадцятий	p j ɐ t n ɑ d͡zʲ t͡sʲ ɐ t e i̯
п'ятнадцять	p j ɐ t n ɑ d͡zʲ t͡sʲ ɐ tʲ
п'ятниця	p j ɑ t n e t͡sʲ ɐ
п'ятсот	p j ɐ t͡s ɔ t
п'ять	p j ɑ tʲ
піаніно	pʲ i ɐ nʲ i n ɔ
південний	pʲ i u̯ d ɛ nː e i̯
південноамериканський	pʲ i u̯ d e nː ɔ ɐ m e r e k ɑ nʲ sʲ k e i̯
південь	pʲ i u̯ d e nʲ
півень	pʲ i ʋ e nʲ
півзахисник	pʲ i u̯ z ɐ x e s n ɪ k
півкуля	pʲ i u̯ k u lʲ ɐ
північ	pʲ i u̯ nʲ i t͡ʃ
північний	pʲ i u̯ nʲ i t͡ʃ n e i̯
північноамериканський	pʲ i u̯ nʲ i t͡ʃ n ɔ ɐ m e r e k ɑ nʲ sʲ k e i̯
півострів	pʲ i w ɔ s tʲ rʲ i u̯
півстоліття	pʲ i u̯ s t o lʲ i tʲː ɐ
під	pʲ i d
підборіддя	pʲ i d b o rʲ i dʲː ɐ
підборідь	pʲ i d b o rʲ i dʲ
підвіконня	pʲ i dʲ ʋʲ i k ɔ nʲː ɐ
підвищення	pʲ i d ʋ ɪ ʃ t͡ʃ e nʲː ɐ
підвищити	pʲ i d ʋ ɪ ʃ t͡ʃ e t e
підвищувати	pʲ i d ʋ ɪ ʃ t͡ʃ ʊ ʋ ɐ t e
підводний	pʲ i d w ɔ d n e i̯
підготовити	pʲ i d ɦ ɔ t ɔ ʋ e t e
підготовка	pʲ i d ɦ ɔ t ɔ u̯ k ɐ
підготовляти	pʲ i d ɦ ɔ t ɔ u̯ lʲ ɑ t e
підгузок	pʲ i d ɦ u z ɔ k
піддашшя	pʲ i dː ɑ ʃʲː ɐ
піддержати	pʲ i dː ɛ r ʒ ɐ t e
піддержувати	pʲ i dː ɛ r ʒ ʊ ʋ ɐ t e
підземний	pʲ i d͡z z ɛ m n e i̯
підказати	pʲ i d k ɐ z ɑ t e
підказувати	pʲ i d k ɑ z ʊ ʋ ɐ t e
підкорити	pʲ i d k ɔ r ɪ t e
підкоряти	pʲ i d k ɔ rʲ ɑ t e
підкреслити	pʲ i d k r ɛ s ɫ e t e
підкреслювати	pʲ i d k r ɛ sʲ lʲ ʊ ʋ ɐ t e
підлива	pʲ i d ɫ ɪ ʋ ɐ
підлога	pʲ i d ɫ ɔ ɦ ɐ
підлоги	pʲ i d ɫ ɔ ɦ e
підлого	pʲ i d ɫ ɔ ɦ ɔ
підлогою	pʲ i d ɫ ɔ ɦ ɔ j ʊ
підлогу	pʲ i d ɫ ɔ ɦ ʊ
підлозі	pʲ i d ɫ ɔ zʲ i
підлокітник	pʲ i d ɫ o kʲ i t n e k
підміна	pʲ i dʲ mʲ i n ɐ
підмінити	pʲ i dʲ mʲ i n ɪ t e
підмінювати	pʲ i dʲ mʲ i nʲ ʊ ʋ ɐ t e
підміняти	pʲ i dʲ mʲ i nʲ ɑ t e
підмет	pʲ i d m e t
підніжжя	pʲ i dʲ nʲ i ʒʲː ɐ
піднебіння	pʲ i d n e bʲ i nʲː ɐ
підняти	pʲ i dʲ nʲ ɑ t e
підозріливий	pʲ i d o zʲ rʲ i ɫ e ʋ e i̯
підозра	pʲ i d ɔ z r ɐ
підошві	pʲ i d ɔ ʃ ʋʲ i
підошва	pʲ i d ɔ ʃ ʋ ɐ
підошвам	pʲ i d ɔ ʃ ʋ ɐ m
підошвами	pʲ i d ɔ ʃ ʋ ɐ m e
підошвах	pʲ i d ɔ ʃ ʋ ɐ x
підошви	pʲ i d ɔ ʃ ʋ e
підошво	pʲ i d ɔ ʃ w ɔ
підошвою	pʲ i d ɔ ʃ w ɔ j ʊ
підошву	pʲ i d ɔ ʃ w ʊ
підошов	pʲ i d ɔ ʃ ɔ u̯
підпис	pʲ i d p e s
підписати	pʲ i d p e s ɑ t e
підписка	pʲ i d p ɪ s k ɐ
підписувати	pʲ i d p ɪ s ʊ ʋ ɐ t e
підпорядковувати	pʲ i d p ɔ rʲ ɐ d k ɔ w ʊ ʋ ɐ t e
підпорядкувати	pʲ i d p ɔ rʲ ɐ d k ʊ ʋ ɑ t e
підприємець	pʲ i d p r e j ɛ m e t͡sʲ
підприємництво	pʲ i d p r e j ɛ m n e t͡s t w ɔ
підприємницький	pʲ i d p r e j ɛ m n e t͡sʲ k e i̯
підприємниця	pʲ i d p r e j ɛ m n e t͡sʲ ɐ
підприємство	pʲ i d p r e j ɛ m s t w ɔ
підростати	pʲ i d r ɔ s t ɑ t e
підрости	pʲ i d r ɔ s t ɪ
підручник	pʲ i d r u t͡ʃ n e k
підстава	pʲ i d͡z s t ɑ ʋ ɐ
підсумовувати	pʲ i d͡z s ʊ m ɔ w ʊ ʋ ɐ t e
підсумок	pʲ i d͡z s ʊ m ɔ k
підсумок	pʲ i d͡z s u m ɔ k
підсумувати	pʲ i d͡z s ʊ m ʊ ʋ ɑ t e
підтверджувати	pʲ i d t ʋ ɛ r d͡ʒ ʊ ʋ ɐ t e
підтвердити	pʲ i d t ʋ ɛ r d e t e
підтримати	pʲ i d t r ɪ m ɐ t e
підтримка	pʲ i d t r ɪ m k ɐ
підтримувати	pʲ i d t r ɪ m ʊ ʋ ɐ t e
підтримуючий	pʲ i d t r ɪ m ʊ j ʊ t͡ʃ e i̯
підхід	pʲ i dʲ xʲ i d
підходящий	pʲ i d x ɔ dʲ ɑ ʃ t͡ʃ e i̯
підхожий	pʲ i d x ɔ ʒ e i̯
підшлункова	pʲ i d͡ʒ ʃ ɫ ʊ n k ɔ ʋ ɐ
пізній	pʲ i zʲ nʲ i i̯
пізніше	pʲ i zʲ nʲ i ʃ e
пізніший	pʲ i zʲ nʲ i ʃ e i̯
пізно	pʲ i z n ɔ
піка	pʲ i k ɐ
піл	pʲ i ɫ
пілот	pʲ i ɫ ɔ t
пільга	pʲ i lʲ ɦ ɐ
піна	pʲ i n ɐ
пінистий	pʲ i n e s t e i̯
пінистий	pʲ i n ɪ s t e i̯
пінний	pʲ i nː e i̯
пінцет	pʲ i n t͡s ɛ t
піп	pʲ i p
піраміда	pʲ i r ɐ mʲ i d ɐ
піранья	pʲ i r ɑ nʲ j ɐ
пірнути	pʲ i r n u t e
піскар	pʲ i s k ɑ r
після	pʲ i sʲ lʲ ɐ
післявоєнний	pʲ i sʲ lʲ ɐ w ɔ j ɛ nː e i̯
післязавтра	pʲ i sʲ lʲ ɐ z ɑ u̯ t r ɐ
пісня	pʲ i sʲ nʲ ɐ
пісок	pʲ i s ɔ k
піст	pʲ i s t
піт	pʲ i t
піти	pʲ i t ɪ
піхва	pʲ i x ʋ ɐ
піхвовий	pʲ i x w ɔ ʋ e i̯
піца	pʲ i t͡s ɐ
піч	pʲ i t͡ʃ
піший	pʲ i ʃ e i̯
пішки	pʲ i ʃ k e
пішохід	pʲ i ʃ o xʲ i d
пішохідна	pʲ i ʃ o xʲ i d n ɐ
пішохідний	pʲ i ʃ o xʲ i d n e i̯
пішоходів	pʲ i ʃ ɔ x ɔ dʲ i u̯
пішохода	pʲ i ʃ ɔ x ɔ d ɐ
пішоходам	pʲ i ʃ ɔ x ɔ d ɐ m
пішоходами	pʲ i ʃ ɔ x ɔ d ɐ m e
пішоходах	pʲ i ʃ ɔ x ɔ d ɐ x
пішоходи	pʲ i ʃ ɔ x ɔ d e
павза	p ɑ u̯ z ɐ
павич	p ɐ ʋ ɪ t͡ʃ
павук	p ɐ w u k
павутина	p ɐ w ʊ t ɪ n ɐ
падати	p ɑ d ɐ t e
падь	p ɑ dʲ
пазл	p ɑ z ɫ
пакет	p ɐ k ɛ t
пакистан	p ɐ k e s t ɑ n
палітурник	p ɐ lʲ i t u r n e k
паламар	p ɐ ɫ ɐ m ɑ r
палати	p ɐ ɫ ɑ t e
палац	p ɐ ɫ ɑ t͡s
палестина	p ɐ ɫ e s t ɪ n ɐ
палестинець	p ɐ ɫ e s t ɪ n e t͡sʲ
палестинка	p ɐ ɫ e s t ɪ n k ɐ
палестинський	p ɐ ɫ e s t ɪ nʲ sʲ k e i̯
палець	p ɑ ɫ e t͡sʲ
паливний	p ɑ ɫ e u̯ n e i̯
паливо	p ɑ ɫ e w ɔ
палити	p ɐ ɫ ɪ t e
палиця	p ɑ ɫ e t͡sʲ ɐ
палка	p ɑ ɫ k ɐ
паломництво	p ɐ ɫ ɔ m n e t͡s t w ɔ
палтус	p ɑ ɫ t ʊ s
пальто	p ɐ lʲ t ɔ
пальчик	p ɑ lʲ t͡ʃ e k
пам'ятати	p ɐ m j ɐ t ɑ t e
пам'ятний	p ɑ m j ɐ t n e i̯
пам'ятник	p ɑ m j ɐ t n e k
пам'ять	p ɑ m j ɐ tʲ
паморозь	p ɑ m ɔ r ɔ zʲ
пан	p ɑ n
пані	p ɑ nʲ i
паніка	p ɑ nʲ i k ɐ
панікер	p ɐ nʲ i k ɛ r
панікерство	p ɐ nʲ i k ɛ r s t w ɔ
панікувати	p ɐ nʲ i k ʊ ʋ ɑ t e
панічний	p ɐ nʲ i t͡ʃ n e i̯
панас	p ɐ n ɑ s
пандемічний	p ɐ n d e mʲ i t͡ʃ n e i̯
пандемія	p ɐ n d e mʲ i j ɐ
пандус	p ɑ n d ʊ s
панкреатит	p ɐ n k r e ɐ t ɪ t
панпсихізм	p ɐ n p s e xʲ i z m
панство	p ɑ n s t w ɔ
панчоха	p ɐ n t͡ʃ ɔ x ɐ
папір	p ɐ pʲ i r
папа	p ɑ p ɐ
паперовий	p ɐ p e r ɔ ʋ e i̯
паприка	p ɑ p r e k ɐ
папуга	p ɐ p u ɦ ɐ
пара	p ɑ r ɐ
парада	p ɐ r ɑ d ɐ
парадигма	p ɐ r ɐ d ɪ ɦ m ɐ
парадигматичний	p ɐ r ɐ d e ɦ m ɐ t ɪ t͡ʃ n e i̯
парадокс	p ɐ r ɐ d ɔ k s
парадоксальний	p ɐ r ɐ d ɔ k s ɑ lʲ n e i̯
паразит	p ɐ r ɐ z ɪ t
параліч	p ɐ r ɑ lʲ i t͡ʃ
паралель	p ɐ r ɐ ɫ ɛ lʲ
паралельний	p ɐ r ɐ ɫ ɛ lʲ n e i̯
параметр	p ɐ r ɑ m e t r
параметричний	p ɐ r ɐ m e t r ɪ t͡ʃ n e i̯
парасолька	p ɐ r ɐ s ɔ lʲ k ɐ
парашут	p ɐ r ɐ ʃ u t
парашутизм	p ɐ r ɐ ʃ ʊ t ɪ z m
париж	p ɐ r ɪ ʒ
парижанин	p ɐ r e ʒ ɑ n e n
парижанка	p ɐ r e ʒ ɑ n k ɐ
паризький	p ɐ r ɪ zʲ k e i̯
парк	p ɑ r k
паркан	p ɐ r k ɑ n
парламент	p ɐ r ɫ ɑ m e n t
парник	p ɐ r n ɪ k
парниковий	p ɐ r n e k ɔ ʋ e i̯
паровоз	p ɐ r ɔ w ɔ z
пародія	p ɐ r ɔ dʲ i j ɐ
пароль	p ɐ r ɔ lʲ
пароплав	p ɐ r ɔ p ɫ ɑ u̯
партійний	p ɐ r tʲ i i̯ n e i̯
партія	p ɑ r tʲ i j ɐ
парта	p ɑ r t ɐ
партнер	p ɐ r t n ɛ r
партнерство	p ɐ r t n ɛ r s t w ɔ
парубок	p ɑ r ʊ b ɔ k
пархоменко	p ɐ r x ɔ m e n k ɔ
парші	p ɑ r ʃʲ i
парша	p ɑ r ʃ ɐ
пасіка	p ɑ sʲ i k ɐ
пасічник	p ɑ sʲ i t͡ʃ n e k
пасажир	p ɐ s ɐ ʒ ɪ r
пасажирка	p ɐ s ɐ ʒ ɪ r k ɐ
пасажирський	p ɐ s ɐ ʒ ɪ r sʲ k e i̯
пасивність	p ɐ s ɪ u̯ nʲ i sʲ tʲ
пасивний	p ɐ s ɪ u̯ n e i̯
паспорт	p ɑ s p ɔ r t
пастернак	p ɐ s t e r n ɑ k
пасти	p ɑ s t e
пастка	p ɑ s t k ɐ
пательня	p ɐ t ɛ lʲ nʲ ɐ
патент	p ɐ t ɛ n t
патентувати	p ɐ t e n t ʊ ʋ ɑ t e
патетичний	p ɐ t e t ɪ t͡ʃ n e i̯
патина	p ɑ t e n ɐ
патина	p ɐ t ɪ n ɐ
патоген	p ɐ t ɔ ɦ ɛ n
патогенний	p ɐ t ɔ ɦ ɛ nː e i̯
патологічний	p ɐ t ɔ ɫ o ɦʲ i t͡ʃ n e i̯
патологія	p ɐ t ɔ ɫ ɔ ɦʲ i j ɐ
патріарх	p ɐ tʲ rʲ i ɑ r x
патріотизм	p ɐ tʲ rʲ i ɔ t ɪ z m
патріотизмі	p ɐ tʲ rʲ i ɔ t ɪ zʲ mʲ i
патріотизмові	p ɐ tʲ rʲ i ɔ t ɪ z m ɔ ʋʲ i
патріотизмом	p ɐ tʲ rʲ i ɔ t ɪ z m ɔ m
патріотизму	p ɐ tʲ rʲ i ɔ t ɪ z m ʊ
патруль	p ɐ t r u lʲ
пауз	p ɑ ʊ z
паузі	p ɑ ʊ zʲ i
пауза	p ɑ ʊ z ɐ
паузам	p ɑ ʊ z ɐ m
паузами	p ɑ ʊ z ɐ m e
паузах	p ɑ ʊ z ɐ x
паузи	p ɑ ʊ z e
паузою	p ɑ ʊ z ɔ j ʊ
паузу	p ɑ ʊ z ʊ
пацієнт	p ɐ t͡sʲ i j ɛ n t
пацієнтка	p ɐ t͡sʲ i j ɛ n t k ɐ
пацалунак	p ɐ t͡s ɐ ɫ u n ɐ k
пацюк	p ɐ t͡sʲ u k
певний	p ɛ u̯ n e i̯
певною	p ɛ u̯ n ɔ j ʊ
педагог	p e d ɐ ɦ ɔ ɦ
педагогіка	p e d ɐ ɦ ɔ ɦʲ i k ɐ
педагогічний	p e d ɐ ɦ o ɦʲ i t͡ʃ n e i̯
пейзаж	p e i̯ z ɑ ʒ
пекін	p e kʲ i n
пекар	p ɛ k ɐ r
пекарень	p e k ɑ r e nʲ
пекарка	p ɛ k ɐ r k ɐ
пекарні	p e k ɑ r nʲ i
пекарня	p e k ɑ r nʲ ɐ
пекло	p ɛ k ɫ ɔ
пекти	p e k t ɪ
пелюстка	p e lʲ u s t k ɐ
пелюстка	p e lʲ ʊ s t k ɑ
пелюшка	p e lʲ u ʃ k ɐ
пеніс	p ɛ nʲ i s
пензель	p ɛ n z e lʲ
пенсія	p ɛ nʲ sʲ i j ɐ
пенсильванія	p e n s e lʲ ʋ ɑ nʲ i j ɐ
пень	p ɛ nʲ
період	p e rʲ i ɔ d
періодизацією	p e rʲ i ɔ d e z ɑ t͡sʲ i j e j ʊ
періодизації	p e rʲ i ɔ d e z ɑ t͡sʲ i j i
періодизацій	p e rʲ i ɔ d e z ɑ t͡sʲ i i̯
періодизацію	p e rʲ i ɔ d e z ɑ t͡sʲ i j ʊ
періодизація	p e rʲ i ɔ d e z ɑ t͡sʲ i j ɐ
періодизаціям	p e rʲ i ɔ d e z ɑ t͡sʲ i j ɐ m
періодизаціями	p e rʲ i ɔ d e z ɑ t͡sʲ i j ɐ m e
періодизаціях	p e rʲ i ɔ d e z ɑ t͡sʲ i j ɐ x
періодичність	p e rʲ i ɔ d ɪ t͡ʃ nʲ i sʲ tʲ
періодичний	p e rʲ i ɔ d ɪ t͡ʃ n e i̯
періодично	p e rʲ i ɔ d ɪ t͡ʃ n ɔ
перга	p e r ɦ ɑ
пердіти	p e r dʲ i t e
перебільшити	p e r e bʲ i lʲ ʃ e t e
перебільшувати	p e r e bʲ i lʲ ʃ ʊ ʋ ɐ t e
перебувати	p e r e b ʊ ʋ ɑ t e
перебудова	p e r e b ʊ d ɔ ʋ ɐ
перевізник	p e r e ʋʲ i z n e k
перевірений	p e r e ʋʲ i r e n e i̯
перевірити	p e r e ʋʲ i r e t e
перевірка	p e r ɛ ʋʲ i r k ɐ
перевірка	p e r e ʋʲ i r k ɐ
перевіряти	p e r e ʋʲ i rʲ ɑ t e
перевага	p e r e ʋ ɑ ɦ ɐ
переважати	p e r e ʋ ɐ ʒ ɑ t e
переважити	p e r e ʋ ɑ ʒ e t e
переважний	p e r e ʋ ɑ ʒ n e i̯
переважно	p e r e ʋ ɑ ʒ n ɔ
переважувати	p e r e ʋ ɑ ʒ ʊ ʋ ɐ t e
перевалити	p e r e ʋ ɐ ɫ ɪ t e
перевалювати	p e r e ʋ ɑ lʲ ʊ ʋ ɐ t e
перевантаженість	p e r e ʋ ɐ n t ɑ ʒ e nʲ i sʲ tʲ
перевантажений	p e r e ʋ ɐ n t ɑ ʒ e n e i̯
перевантаження	p e r e ʋ ɐ n t ɑ ʒ e nʲː ɐ
перевантажити	p e r e ʋ ɐ n t ɑ ʒ e t e
перевантажувати	p e r e ʋ ɐ n t ɑ ʒ ʊ ʋ ɐ t e
переведений	p e r e ʋ ɛ d e n e i̯
перевезення	p e r e ʋ ɛ z e nʲː ɐ
перевезти	p e r e ʋ e z t ɪ
перевершити	p e r e ʋ ɛ r ʃ e t e
перевершувати	p e r e ʋ ɛ r ʃ ʊ ʋ ɐ t e
перевести	p e r e ʋ e s t ɪ
перевибори	p e r e ʋ ɪ b ɔ r e
перевидання	p e r e ʋ e d ɑ nʲː ɐ
перевиховати	p e r e ʋ ɪ x ɔ ʋ ɐ t e
перевиховувати	p e r e ʋ e x ɔ w ʊ ʋ ɐ t e
перевищити	p e r e ʋ ɪ ʃ t͡ʃ e t e
перевищувати	p e r e ʋ ɪ ʃ t͡ʃ ʊ ʋ ɐ t e
переводити	p e r e w ɔ d e t e
переводити	p e r e w ɔ d ɪ t e
перевозити	p e r e w ɔ z e t e
переворот	p e r e w ɔ r ɔ t
переглядати	p e r e ɦ lʲ ɐ d ɑ t e
переглянути	p e r e ɦ lʲ ɑ n ʊ t e
переговори	p e r e ɦ ɔ w ɔ r e
перед	p ɛ r e d
перед	p e r ɛ d
передісторія	p e r e dʲ i s t ɔ rʲ i j ɐ
передбачати	p e r e d b ɐ t͡ʃ ɑ t e
передбачити	p e r e d b ɑ t͡ʃ e t e
передвиборчий	p e r e d ʋ ɪ b ɔ r t͡ʃ e i̯
передвоєнний	p e r e d w ɔ j ɛ nː e i̯
переддень	p e r e dː ɛ nʲ
передмістя	p e r e dʲ mʲ i sʲ tʲ ɐ
передній	p e r ɛ dʲ nʲ i i̯
передова	p e r e d ɔ ʋ ɑ
