ԱԱ	ɑ ɑ
համերաշխ	h ɑ m e ɾ ɑ ʃ χ
համերաշխություն	h ɑ m e ɾ ɑ ʃ χ u tʰ j u n
համերգ	h ɑ m e ɾ kʰ
համերգ	h ɑ m e ɾ ɡ
համերգասրահ	h ɑ m e ɾ ɡ ɑ s ə ɾ ɑ h
համեցեք	h ɑ m e t͡sʰ e kʰ
համընկնել	h ɑ m ə n k n e l
համհարզ	h ɑ m h ɑ ɾ z
համմե	h ɑ m m e
համշենցի	h ɑ m ʃ e n t͡sʰ i
համշենցիներ	h ɑ m ʃ e n t͡sʰ i n e ɾ
համոզ	h ɑ m o z
համոզակեր	h ɑ m o z ɑ k e ɾ
համոզել	h ɑ m o z e l
համոզիչ	h ɑ m o z i t͡ʃʰ
համոզկեր	h ɑ m o z k e ɾ
համոզմունք	h ɑ m o z m u n kʰ
համոզված	h ɑ m o z v ɑ t͡s
համով	h ɑ m o v
համր	h ɑ m ə ɾ
համրել	h ɑ m ɾ e l
համրիչ	h ɑ m ɾ i t͡ʃʰ
համք	h ɑ m kʰ
հայ	h ɑ j
հայաբնակ	h ɑ j ɑ b ə n ɑ k
հայագետ	h ɑ j ɑ ɡ e t
հայագիտական	h ɑ j ɑ ɡ i t ɑ k ɑ n
հայագիտություն	h ɑ j ɑ ɡ i t u tʰ j u n
հայազգի	h ɑ j ɑ z ɡ i
հայաթ	h ɑ j ɑ tʰ
հայաշատ	h ɑ j ɑ ʃ ɑ t
հայասերեն	h ɑ j ɑ s e ɾ e n
հայաստանցի	h ɑ j ɑ s t ɑ n t͡sʰ i
հայատյաց	h ɑ j ɑ t j ɑ t͡sʰ
հայացի	h ɑ j ɑ t͡sʰ i
հայացք	h ɑ j ɑ t͡sʰ kʰ
հայդուկ	h ɑ j d u k
հայդուկական	h ɑ j d u k ɑ k ɑ n
հայել	h ɑ j e l
հայելի	h ɑ j e l i
հայեր	h ɑ j e ɾ
հայերեն	h ɑ j e ɾ e n
հայերենագիտություն	h ɑ j e ɾ e n ɑ ɡ i t u tʰ j u n
հայեցակարգ	h ɑ j e t͡sʰ ɑ k ɑ ɾ kʰ
հայեցի	h ɑ j e t͡sʰ i
հայեցված	h ɑ j e t͡sʰ v ɑ t͡s
հայթայթանք	h ɑ j tʰ ɑ j tʰ ɑ n kʰ
հայթայթել	h ɑ j tʰ ɑ j tʰ e l
հայիլ	h ɑ j i l
հայլի	h ɑ j l i
հայկազն	h ɑ j k ɑ z ə n
հայկազուն	h ɑ j k ɑ z u n
հայկական	h ɑ j k ɑ k ɑ n
հայկականություն	h ɑ j k ɑ k ɑ n u tʰ j u n
հայկյան	h ɑ j k j ɑ n
հայհոյանք	h ɑ j h o j ɑ n kʰ
հայհոյել	h ɑ j h o j e l
հայորդի	h ɑ j o ɾ tʰ i
հայոց	h ɑ j o t͡sʰ
հայություն	h ɑ j u tʰ j u n
հայուհի	h ɑ j u h i
հայտ	h ɑ j t
հայտանիշ	h ɑ j t ɑ n i ʃ
հայտարար	h ɑ j t ɑ ɾ ɑ ɾ
հայտարարել	h ɑ j t ɑ ɾ ɑ ɾ e l
հայտարարություն	h ɑ j t ɑ ɾ ɑ ɾ u tʰ j u n
հայտարարում	h ɑ j t ɑ ɾ ɑ ɾ u m
հայտարարվել	h ɑ j t ɑ ɾ ɑ ɾ v e l
հայտնաբերել	h ɑ j t n ɑ b e ɾ e l
հայտնագործություն	h ɑ j t n ɑ ɡ o ɾ t͡s u tʰ j u n
հայտնապես	h ɑ j t n ɑ p e s
հայտնել	h ɑ j t n e l
հայտնի	h ɑ j t n i
հայր	h ɑ j ɾ
հայրական	h ɑ j ɾ ɑ k ɑ n
հայրանուն	h ɑ j ɾ ɑ n u n
հայրասպան	h ɑ j ɾ ɑ s p ɑ n
հայրատ	h ɑ j ɾ ɑ t
հայրեն	h ɑ j ɾ e n
հայրենակից	h ɑ j ɾ e n ɑ k i t͡sʰ
հայրենասեր	h ɑ j ɾ e n ɑ s e ɾ
հայրենասիրական	h ɑ j ɾ e n ɑ s i ɾ ɑ k ɑ n
հայրենասիրություն	h ɑ j ɾ e n ɑ s i ɾ u tʰ j u n
հայրենի	h ɑ j ɾ e n i
հայրենիք	h ɑ j ɾ e n i kʰ
հայրենյաց	h ɑ j ɾ e n j ɑ t͡sʰ
հայց	h ɑ j t͡sʰ
հայցական	h ɑ j t͡sʰ ɑ k ɑ n
հայցել	h ɑ j t͡sʰ e l
հայցող	h ɑ j t͡sʰ o ʁ
հայցվոր	h ɑ j t͡sʰ v o ɾ
հայք	h ɑ j kʰ
հան	h ɑ n
հանապազ	h ɑ n ɑ p ɑ z
հանաք	h ɑ n ɑ kʰ
հանգ	h ɑ n ɡ
հանգամանք	h ɑ n ɡ ɑ m ɑ n kʰ
հանգել	h ɑ n ɡ e l
հանգիստ	h ɑ n ɡ i s t
հանգույց	h ɑ n ɡ u j t͡sʰ
հանգչել	h ɑ n ɡ t͡ʃʰ e l
հանգստանալ	h ɑ n ɡ ə s t ɑ n ɑ l
հանգստապատառ	h ɑ n ɡ ə s t ɑ p ɑ t ɑ r
հանգրվան	h ɑ n ɡ ə ɾ v ɑ n
հանդ	h ɑ n d
հանդարտ	h ɑ n d ɑ ɾ t
հանդբոլ	h ɑ n d b o l
հանդեպ	h ɑ n d e p
հանդես	h ɑ n d e s
հանդերձ	h ɑ n d e ɾ t͡sʰ
հանդիման	h ɑ n d i m ɑ n
հանդիմանել	h ɑ n d i m ɑ n e l
հանդիպել	h ɑ n d i p e l
հանդիպեցնել	h ɑ n d i p e t͡sʰ n e l
հանդիպում	h ɑ n d i p u m
հանդիսանալ	h ɑ n d i s ɑ n ɑ l
հանդիսասրահ	h ɑ n d i s ɑ s ə ɾ ɑ h
հանդիսավոր	h ɑ n d i s ɑ v o ɾ
հանդիսավորապես	h ɑ n d i s ɑ v o ɾ ɑ p e s
հանդիսավորություն	h ɑ n d i s ɑ v o ɾ u tʰ j u n
հանդիսացող	h ɑ n d i s ɑ t͡sʰ o ʁ
հանդուգն	h ɑ n d u ɡ ə n
հանդուրժել	h ɑ n d u ɾ ʒ e l
հանդուրժող	h ɑ n d u ɾ ʒ o ʁ
հանդուրժողական	h ɑ n d u ɾ ʒ o ʁ ɑ k ɑ n
հանդուրժողականություն	h ɑ n d u ɾ ʒ o ʁ ɑ k ɑ n u tʰ j u n
հանել	h ɑ n e l
հանելուկ	h ɑ n e l u k
հանի	h ɑ n i
հանկարծ	h ɑ n k ɑ ɾ t͡s
հանձին	h ɑ n d͡z i n
հանձինս	h ɑ n d͡z i n ə s
հանձնաժողով	h ɑ n d͡z n ɑ ʒ o ʁ o v
հանձնախումբ	h ɑ n d͡z n ɑ χ u m b
հանձնակատար	h ɑ n d͡z n ɑ k ɑ t ɑ ɾ
հանձնարարել	h ɑ n d͡z n ɑ ɾ ɑ ɾ e l
հանձնել	h ɑ n d͡z n e l
հանձնվել	h ɑ n d͡z n ə v e l
հանճար	h ɑ n t͡ʃ ɑ ɾ
հանճարեղ	h ɑ n t͡ʃ ɑ ɾ e ʁ
հանում	h ɑ n u m
հանուն	h ɑ n u n
հանուր	h ɑ n u ɾ
հանպատրաստից	h ɑ n p ɑ t ɾ ɑ s t i t͡sʰ
հանվել	h ɑ n v e l
հանրագիտարան	h ɑ n ɾ ɑ ɡ i t ɑ ɾ ɑ n
հանրագիր	h ɑ n ɾ ɑ ɡ i ɾ
հանրախանութ	h ɑ n ɾ ɑ χ ɑ n u tʰ
հանրակառք	h ɑ n ɾ ɑ k ɑ r kʰ
հանրակացարան	h ɑ n ɾ ɑ k ɑ t͡sʰ ɑ ɾ ɑ n
հանրահավաք	h ɑ n ɾ ɑ h ɑ v ɑ kʰ
հանրային	h ɑ n ɾ ɑ j i n
հանրապետական	h ɑ n ɾ ɑ p e t ɑ k ɑ n
հանրապետություն	h ɑ n ɾ ɑ p e t u tʰ j u n
հանրաքվե	h ɑ n ɾ ɑ kʰ ə v e
հանրություն	h ɑ n ɾ u tʰ j u n
հանցագործ	h ɑ n t͡sʰ ɑ ɡ o ɾ t͡s
հանցագործություն	h ɑ n t͡sʰ ɑ ɡ o ɾ t͡s u tʰ j u n
հանցանք	h ɑ n t͡sʰ ɑ n kʰ
հանցավորություն	h ɑ n t͡sʰ ɑ v o ɾ u tʰ j u n
հանք	h ɑ n kʰ
հանքաբան	h ɑ n kʰ ɑ b ɑ n
հանքաբանական	h ɑ n kʰ ɑ b ɑ n ɑ k ɑ n
հանքաբանություն	h ɑ n kʰ ɑ b ɑ n u tʰ j u n
հանքային	h ɑ n kʰ ɑ j i n
հանքաքար	h ɑ n kʰ ɑ kʰ ɑ ɾ
հաշիվ	h ɑ ʃ i v
հաշմանդամ	h ɑ ʃ m ɑ n d ɑ m
հաշմանդամ	h ɑ ʃ m ɑ n tʰ ɑ m
հաշմանդամություն	h ɑ ʃ m ɑ n d ɑ m u tʰ j u n
հաշմել	h ɑ ʃ m e l
հաշվապահ	h ɑ ʃ v ɑ p ɑ h
հաշվապահական	h ɑ ʃ v ɑ p ɑ h ɑ k ɑ n
հաշվապահություն	h ɑ ʃ v ɑ p ɑ h u tʰ j u n
հաշվառում	h ɑ ʃ v ɑ r u m
հաշվառք	h ɑ ʃ v ɑ r kʰ
հաշվարկ	h ɑ ʃ v ɑ ɾ k
հաշվել	h ɑ ʃ v e l
հաշվեկշիռ	h ɑ ʃ v e k ə ʃ i r
հաշվետախտակ	h ɑ ʃ v e t ɑ χ t ɑ k
հաշվետվողական	h ɑ ʃ v e t v o ʁ ɑ k ɑ n
հաշվեփայտ	h ɑ ʃ v e pʰ ɑ j t
հաշվեքննիչ	h ɑ ʃ v e kʰ ə n n i t͡ʃʰ
հաշվիչ	h ɑ ʃ v i t͡ʃʰ
հաշվում	h ɑ ʃ v u m
հաշտ	h ɑ ʃ t
հաշտեցում	h ɑ ʃ t e t͡sʰ u m
հաշտություն	h ɑ ʃ t u tʰ j u n
հաուսա	h ɑ u s ɑ
հաչալ	h ɑ t͡ʃʰ ɑ l
հաչաղ	h ɑ t͡ʃʰ ɑ ʁ
հաչաղկոտ	h ɑ t͡ʃʰ ɑ χ k o t
հաչել	h ɑ t͡ʃʰ e l
հաչոց	h ɑ t͡ʃʰ o t͡sʰ
հապալաս	h ɑ p ɑ l ɑ s
հապաղ	h ɑ p ɑ ʁ
հապաղանք	h ɑ p ɑ ʁ ɑ n kʰ
հապաղել	h ɑ p ɑ ʁ e l
հապաղեցնել	h ɑ p ɑ ʁ e t͡sʰ n e l
հապաղիչ	h ɑ p ɑ ʁ i t͡ʃʰ
հապաղկոտ	h ɑ p ɑ χ k o t
հապաղկոտություն	h ɑ p ɑ χ k o t u tʰ j u n
հապաղություն	h ɑ p ɑ ʁ u tʰ j u n
հապաղում	h ɑ p ɑ ʁ u m
հապավում	h ɑ p ɑ v u m
հաջող	h ɑ d͡ʒ o ʁ
հաջողություն	h ɑ d͡ʒ o ʁ u tʰ j u n
հաջորդ	h ɑ d͡ʒ o ɾ tʰ
հառաչ	h ɑ r ɑ t͡ʃʰ
հառաչալի	h ɑ r ɑ t͡ʃʰ ɑ l i
հառաչալիր	h ɑ r ɑ t͡ʃʰ ɑ l i ɾ
հառաչալից	h ɑ r ɑ t͡ʃʰ ɑ l i t͡sʰ
հառաչախառն	h ɑ r ɑ t͡ʃʰ ɑ χ ɑ r ə n
հառաչական	h ɑ r ɑ t͡ʃʰ ɑ k ɑ n
հառաչակից	h ɑ r ɑ t͡ʃʰ ɑ k i t͡sʰ
հառաչակուլ	h ɑ r ɑ t͡ʃʰ ɑ k u l
հառաչաձայն	h ɑ r ɑ t͡ʃʰ ɑ d͡z ɑ j n
հառաչանք	h ɑ r ɑ t͡ʃʰ ɑ n kʰ
հառաչել	h ɑ r ɑ t͡ʃʰ e l
հառաչք	h ɑ r ɑ t͡ʃʰ kʰ
հառաջացում	h ɑ r ɑ t͡ʃʰ ɑ t͡sʰ u m
հառել	h ɑ r e l
հառնել	h ɑ r n e l
հաս	h ɑ s
հասած	h ɑ s ɑ t͡s
հասակ	h ɑ s ɑ k
հասանելի	h ɑ s ɑ n e l i
հասարակ	h ɑ s ɑ ɾ ɑ k
հասարակագիտություն	h ɑ s ɑ ɾ ɑ k ɑ ɡ i t u tʰ j u n
հասարակած	h ɑ s ɑ ɾ ɑ k ɑ t͡s
հասարակական	h ɑ s ɑ ɾ ɑ k ɑ k ɑ n
հասարակություն	h ɑ s ɑ ɾ ɑ k u tʰ j u n
հասիում	h ɑ s i j u m
հասկ	h ɑ s k
հասկանալ	h ɑ s k ɑ n ɑ l
հասկանալի	h ɑ s k ɑ n ɑ l i
հասկանում	h ɑ s k ɑ n u m
հասմիկ	h ɑ s m i k
հասնել	h ɑ s n e l
հասու	h ɑ s u
հասուն	h ɑ s u n
հաստ	h ɑ s t
հաստագլուխ	h ɑ s t ɑ ɡ ə l u χ
հաստատ	h ɑ s t ɑ t
հաստատակամ	h ɑ s t ɑ t ɑ k ɑ m
հաստատել	h ɑ s t ɑ t e l
հաստատություն	h ɑ s t ɑ t u tʰ j u n
հաստատում	h ɑ s t ɑ t u m
հաստատուն	h ɑ s t ɑ t u n
հաստել	h ɑ s t e l
հաստիչ	h ɑ s t i t͡ʃʰ
հաստոց	h ɑ s t o t͡sʰ
հաստություն	h ɑ s t u tʰ j u n
հաստույր	h ɑ s t u j ɾ
հաստված	h ɑ s t v ɑ t͡s
հասցե	h ɑ s t͡sʰ e
հասցեական	h ɑ s t͡sʰ e ɑ k ɑ n
հասցեատեր	h ɑ s t͡sʰ e ɑ t e ɾ
հասցնել	h ɑ s t͡sʰ n e l
հավ	h ɑ v
հավա	h ɑ v ɑ
հավաի	h ɑ v ɑ i
հավալուսն	h ɑ v ɑ l u s ə n
հավակնել	h ɑ v ɑ k n e l
հավակնոտ	h ɑ v ɑ k n o t
հավակնորդ	h ɑ v ɑ k n o ɾ tʰ
հավայի	h ɑ v ɑ j i
հավան	h ɑ v ɑ n
հավանաբար	h ɑ v ɑ n ɑ b ɑ ɾ
հավանական	h ɑ v ɑ n ɑ k ɑ n
հավանականություն	h ɑ v ɑ n ɑ k ɑ n u tʰ j u n
հավանել	h ɑ v ɑ n e l
հավանոց	h ɑ v ɑ n o t͡sʰ
հավասար	h ɑ v ɑ s ɑ ɾ
հավասարակշռություն	h ɑ v ɑ s ɑ ɾ ɑ k ə ʃ r u tʰ j u n
հավասարակողմ	h ɑ v ɑ s ɑ ɾ ɑ k o ʁ m
հավասարապես	h ɑ v ɑ s ɑ ɾ ɑ p e s
հավասարասրուն	h ɑ v ɑ s ɑ ɾ ɑ s ɾ u n
հավասարություն	h ɑ v ɑ s ɑ ɾ u tʰ j u n
հավասարում	h ɑ v ɑ s ɑ ɾ u m
հավաստի	h ɑ v ɑ s t i
հավաստիք	h ɑ v ɑ s t i kʰ
հավատ	h ɑ v ɑ t
հավատալ	h ɑ v ɑ t ɑ l
հավատարիմ	h ɑ v ɑ t ɑ ɾ i m
հավատարմաբար	h ɑ v ɑ t ɑ ɾ m ɑ b ɑ ɾ
հավատարմագրել	h ɑ v ɑ t ɑ ɾ m ɑ ɡ ɾ e l
հավատարմագրվել	h ɑ v ɑ t ɑ ɾ m ɑ ɡ ə ɾ v e l
հավատարմորեն	h ɑ v ɑ t ɑ ɾ m o ɾ e n
հավատարմություն	h ɑ v ɑ t ɑ ɾ m u tʰ j u n
հավատուրաց	h ɑ v ɑ t u ɾ ɑ t͡sʰ
հավատք	h ɑ v ɑ t kʰ
հավաք	h ɑ v ɑ kʰ
հավաքածո	h ɑ v ɑ kʰ ɑ t͡s o
հավաքածու	h ɑ v ɑ kʰ ɑ t͡s u
հավաքական	h ɑ v ɑ kʰ ɑ k ɑ n
հավաքարար	h ɑ v ɑ kʰ ɑ ɾ ɑ ɾ
հավաքարարուհի	h ɑ v ɑ kʰ ɑ ɾ ɑ ɾ u h i
հավաքել	h ɑ v ɑ kʰ e l
հավաքորդ	h ɑ v ɑ kʰ o ɾ tʰ
հավաքույթ	h ɑ v ɑ kʰ u j tʰ
հավելել	h ɑ v e l e l
հավելված	h ɑ v e l v ɑ t͡s
հավես	h ɑ v e s
հավետ	h ɑ v e t
հավերժ	h ɑ v e ɾ ʒ
հավերժություն	h ɑ v e ɾ ʒ u tʰ j u n
հավիտենական	h ɑ v i t e n ɑ k ɑ n
հավիտյան	h ɑ v i t j ɑ n
հավկիթ	h ɑ f k i tʰ
հավնոց	h ɑ v n o t͡sʰ
հավփալ	h ɑ f pʰ ɑ l
հավք	h ɑ v kʰ
հավքել	h ɑ f kʰ e l
հատ	h ɑ t
հատակ	h ɑ t ɑ k
հատակաբաց	h ɑ t ɑ k ɑ b ɑ t͡sʰ
հատակագիծ	h ɑ t ɑ k ɑ ɡ i t͡s
հատակել	h ɑ t ɑ k e l
հատապտուղ	h ɑ t ɑ p ə t u ʁ
հատել	h ɑ t e l
հատիկ	h ɑ t i k
հատկանիշ	h ɑ t k ɑ n i ʃ
հատկապես	h ɑ t k ɑ p e s
հատկացնել	h ɑ t k ɑ t͡sʰ n e l
հատկություն	h ɑ t k u tʰ j u n
հատնել	h ɑ t n e l
հատոր	h ɑ t o ɾ
հատու	h ɑ t u
հատուկ	h ɑ t u k
հատուկենտ	h ɑ t u k e n t
հատում	h ɑ t u m
հատուցել	h ɑ t u t͡sʰ e l
հատուցում	h ɑ t u t͡sʰ u m
հատված	h ɑ t v ɑ t͡s
հար	h ɑ ɾ
հարաբերական	h ɑ ɾ ɑ b e ɾ ɑ k ɑ n
հարաբերություն	h ɑ ɾ ɑ b e ɾ u tʰ j u n
հարազատ	h ɑ ɾ ɑ z ɑ t
հարականջային	h ɑ ɾ ɑ k ɑ n d͡ʒ ɑ j i n
հարակատար	h ɑ ɾ ɑ k ɑ t ɑ ɾ
հարակարծություն	h ɑ ɾ ɑ k ɑ ɾ t͡s u tʰ j u n
հարակիրի	h ɑ ɾ ɑ k i ɾ i
հարամ	h ɑ ɾ ɑ m
հարամի	h ɑ ɾ ɑ m i
հարայ	h ɑ ɾ ɑ j
հարավ	h ɑ ɾ ɑ f
հարավային	h ɑ ɾ ɑ f ɑ j i n
հարատև	h ɑ ɾ ɑ t e v
հարացույց	h ɑ ɾ ɑ t͡sʰ u j t͡sʰ
հարբած	h ɑ ɾ pʰ ɑ t͡s
հարբել	h ɑ ɾ pʰ e l
հարբենալ	h ɑ ɾ pʰ e n ɑ l
հարբուխ	h ɑ ɾ pʰ u χ
հարգանք	h ɑ ɾ ɡ ɑ n kʰ
հարգել	h ɑ ɾ ɡ e l
հարգելի	h ɑ ɾ ɡ e l i
հարդ	h ɑ ɾ d
հարդարել	h ɑ ɾ d ɑ ɾ e l
հարել	h ɑ ɾ e l
հարթ	h ɑ ɾ tʰ
հարթակ	h ɑ ɾ tʰ ɑ k
հարթավայր	h ɑ ɾ tʰ ɑ v ɑ j ɾ
հարթաքանդակ	h ɑ ɾ tʰ ɑ kʰ ɑ n d ɑ k
հարթել	h ɑ ɾ tʰ e l
հարթություն	h ɑ ɾ tʰ u tʰ j u n
հարթուկ	h ɑ ɾ tʰ u k
հարթուկել	h ɑ ɾ tʰ u k e l
հարիսա	h ɑ ɾ i s ɑ
հարիֆ	h ɑ ɾ i f
հարկ	h ɑ ɾ k
հարկադրական	h ɑ ɾ k ɑ d ɾ ɑ k ɑ n
հարկադրել	h ɑ ɾ k ɑ d ɾ e l
հարկահավաք	h ɑ ɾ k ɑ h ɑ v ɑ kʰ
հարկային	h ɑ ɾ k ɑ j i n
հարկանել	h ɑ ɾ k ɑ n e l
հարկապարտ	h ɑ ɾ k ɑ p ɑ ɾ t
հարկավ	h ɑ ɾ k ɑ v
հարկավոր	h ɑ ɾ k ɑ v o ɾ
հարկատու	h ɑ ɾ k ɑ t u
հարկել	h ɑ ɾ k e l
հարձակում	h ɑ ɾ t͡sʰ ɑ k u m
հարձակվել	h ɑ ɾ t͡sʰ ɑ k v e l
հարձակվող	h ɑ ɾ t͡sʰ ɑ k v o ʁ
հարճ	h ɑ ɾ t͡ʃ
հարմար	h ɑ ɾ m ɑ ɾ
հարմարավետ	h ɑ ɾ m ɑ ɾ ɑ v e t
հարմարվել	h ɑ ɾ m ɑ ɾ v e l
հարյուր	h ɑ ɾ j u ɾ
հարյուրամյակ	h ɑ ɾ j u ɾ ɑ m j ɑ k
հարյուրապետ	h ɑ ɾ j u ɾ ɑ p e t
հարյուրերորդ	h ɑ ɾ j u ɾ e ɾ o ɾ tʰ
հարնչել	h ɑ ɾ ə n t͡ʃʰ e l
հարություն	h ɑ ɾ u tʰ j u n
հարուստ	h ɑ ɾ u s t
հարս	h ɑ ɾ s
հարսանեկան	h ɑ ɾ s ɑ n e k ɑ n
հարսանիթ	h ɑ ɾ s ɑ n i tʰ
հարսանիք	h ɑ ɾ s ɑ n i kʰ
հարսանյաց	h ɑ ɾ s ɑ n j ɑ t͡sʰ
հարսնազգեստ	h ɑ ɾ s n ɑ z ɡ e s t
հարսնանալ	h ɑ ɾ s n ɑ n ɑ l
հարսնանման	h ɑ ɾ s n ɑ n ə m ɑ n
հարսնաշոր	h ɑ ɾ s n ɑ ʃ o ɾ
հարսնապար	h ɑ ɾ s n ɑ p ɑ ɾ
հարսնարան	h ɑ ɾ s n ɑ ɾ ɑ n
հարսնացնել	h ɑ ɾ s n ɑ t͡sʰ n e l
հարսնացու	h ɑ ɾ s n ɑ t͡sʰ u
հարսնաքույր	h ɑ ɾ s n ɑ kʰ u j ɾ
հարսնյակ	h ɑ ɾ s n j ɑ k
հարսնցու	h ɑ ɾ s ə n t͡sʰ u
հարստություն	h ɑ ɾ ə s t u tʰ j u n
հարված	h ɑ ɾ v ɑ t͡s
հարվածել	h ɑ ɾ v ɑ t͡s e l
հարց	h ɑ ɾ t͡sʰ
հարցազրույց	h ɑ ɾ t͡sʰ ɑ z ə ɾ u j t͡sʰ
հարցասեր	h ɑ ɾ t͡sʰ ɑ s e ɾ
հարցաքննություն	h ɑ ɾ t͡sʰ ɑ kʰ ə n n u tʰ j u n
հարցաքննում	h ɑ ɾ t͡sʰ ɑ kʰ ə n n u m
հարցմունք	h ɑ ɾ t͡sʰ m u n kʰ
հարցնել	h ɑ ɾ t͡sʰ n e l
հարցուկ	h ɑ ɾ t͡sʰ u k
հարցում	h ɑ ɾ t͡sʰ u m
հարևան	h ɑ ɾ e v ɑ n
հաց	h ɑ t͡sʰ
հացաբույս	h ɑ t͡sʰ ɑ b u j s
հացագործ	h ɑ t͡sʰ ɑ ɡ o ɾ t͡s
հացադուլ	h ɑ t͡sʰ ɑ d u l
հացահատիկ	h ɑ t͡sʰ ɑ h ɑ t i k
հացենի	h ɑ t͡sʰ e n i
հացի	h ɑ t͡sʰ i
հացհամեմ	h ɑ t͡sʰ h ɑ m e m
հացուտ	h ɑ t͡sʰ u t
հափափել	h ɑ pʰ ɑ pʰ e l
հափշտակում	h ɑ pʰ ʃ t ɑ k u m
հաքեր	h ɑ kʰ e ɾ
հեգ	h e ɡ
հեգել	h e ɡ e l
հեգենա	h e ɡ e n ɑ
հեգնական	h e ɡ n ɑ k ɑ n
հեգնանք	h e ɡ n ɑ n kʰ
հեգնել	h e ɡ n e l
հեզ	h e z
հեթանոս	h e tʰ ɑ n o s
հեթանոսություն	h e tʰ ɑ n o s u tʰ j u n
հեթիթերեն	h e tʰ i tʰ e ɾ e n
հելիում	h e l i j u m
հելիում	h e l j u m
հելլեն	h e l l e n
հելլենացի	h e l l e n ɑ t͡sʰ i
հելնել	h e l n e l
հեծան	h e t͡s ɑ n
հեծանիվ	h e t͡s ɑ n i v
հեծանոց	h e t͡s ɑ n o t͡sʰ
հեծել	h e t͡s e l
հեծելազոր	h e t͡s e l ɑ z o ɾ
հեծելազորային	h e t͡s e l ɑ z o ɾ ɑ j i n
հեծեծել	h e t͡s e t͡s e l
հեծյալ	h e t͡s j ɑ l
հեծնել	h e t͡s n e l
հեկտար	h e k t ɑ ɾ
հեղաշրջում	h e ʁ ɑ ʃ ə ɾ d͡ʒ u m
հեղափոխական	h e ʁ ɑ pʰ o χ ɑ k ɑ n
հեղափոխել	h e ʁ ɑ pʰ o χ e l
հեղափոխություն	h e ʁ ɑ pʰ o χ u tʰ j u n
հեղել	h e ʁ e l
հեղեղ	h e ʁ e ʁ
հեղեղատ	h e ʁ e ʁ ɑ t
հեղեղել	h e ʁ e ʁ e l
հեղեղում	h e ʁ e ʁ u m
հեղինակ	h e ʁ i n ɑ k
հեղինակություն	h e ʁ i n ɑ k u tʰ j u n
հեղձամղձուկ	h e ʁ d͡z ɑ m ə ʁ d͡z u k
հեղուկ	h e ʁ u k
հեղույս	h e ʁ u j s
հեղուսել	h e ʁ u s e l
հեղված	h e ʁ v ɑ t͡s
հեղվել	h e ʁ v e l
հեղց	h e χ t͡sʰ
հեյզեր	h e j z e ɾ
հեն	h e n
հենասյուն	h e n ɑ s j u n
հենել	h e n e l
հենվել	h e n v e l
հենց	h e n t͡sʰ
հեշթեգ	h e ʃ tʰ e ɡ
հեշտ	h e ʃ t
հեշտոց	h e ʃ t o t͡sʰ
հեշտոցային	h e ʃ t o t͡sʰ ɑ j i n
հեշտություն	h e ʃ t u tʰ j u n
հեչ	h e t͡ʃʰ
հեպարդ	h e p ɑ ɾ d
հեռագիր	h e r ɑ ɡ i ɾ
հեռադիտակ	h e r ɑ d i t ɑ k
հեռախոս	h e r ɑ χ o s
հեռախոսազանգ	h e r ɑ χ o s ɑ z ɑ n ɡ
հեռախոսահամար	h e r ɑ χ o s ɑ h ɑ m ɑ ɾ
հեռակառավարման	h e r ɑ k ɑ r ɑ v ɑ ɾ m ɑ n
հեռակառավարում	h e r ɑ k ɑ r ɑ v ɑ ɾ u m
հեռահաղորդակցություն	h e r ɑ h ɑ ʁ o ɾ tʰ ɑ k t͡sʰ u tʰ j u n
հեռաձայն	h e r ɑ d͡z ɑ j n
հեռաձայնել	h e r ɑ d͡z ɑ j n e l
հեռանալ	h e r ɑ n ɑ l
հեռանկար	h e r ɑ n ə k ɑ ɾ
հեռաստան	h e r ɑ s t ɑ n
հեռավոր	h e r ɑ v o ɾ
հեռավորություն	h e r ɑ v o ɾ u tʰ j u n
հեռատես	h e r ɑ t e s
հեռատեսիլ	h e r ɑ t e s i l
հեռացնել	h e r ɑ t͡sʰ n e l
հեռացում	h e r ɑ t͡sʰ u m
հեռել	h e r e l
հեռի	h e r i
հեռու	h e r u
հեռուստ	h e r u s t
հեռուստադիտող	h e r u s t ɑ d i t o ʁ
հեռուստաընկերություն	h e r u s t ɑ ə n k e ɾ u tʰ j u n
հեռուստատեսություն	h e r u s t ɑ t e s u tʰ j u n
հեռուստացմփորիկ	h e r u s t ɑ t͡sʰ ə m pʰ o ɾ i k
հեռուստացույց	h e r u s t ɑ t͡sʰ u j t͡sʰ
հեսան	h e s ɑ n
հեստ	h e s t
հեստապար	h e s t ɑ p ɑ ɾ
հեստապարուհի	h e s t ɑ p ɑ ɾ u h i
հետ	h e t
հետագա	h e t ɑ ɡ ɑ
հետադարձ	h e t ɑ d ɑ ɾ t͡sʰ
հետազոտել	h e t ɑ z o t e l
հետազոտող	h e t ɑ z o t o ʁ
հետազոտություն	h e t ɑ z o t u tʰ j u n
հետախուզական	h e t ɑ χ u z ɑ k ɑ n
հետախուզություն	h e t ɑ χ u z u tʰ j u n
հետախույզ	h e t ɑ χ u j z
հետաձգել	h e t ɑ d͡z ə kʰ e l
հետամուտ	h e t ɑ m u t
հետանցք	h e t ɑ n t͡sʰ kʰ
հետաքրքիր	h e t ɑ kʰ ə ɾ kʰ i ɾ
հետաքրքրական	h e t ɑ kʰ ə ɾ kʰ ə ɾ ɑ k ɑ n
