अ	ə
विझणे	ʋ i d͡zʱ ɳ e
विझणे	ʋ i d͡zʱ ɳ ə
विझवणे	ʋ i d͡zʱ ə ʋ ɳ e
विझवणे	ʋ i d͡zʱ ə ʋ ɳ ə
विटाळ	ʋ i ʈ a ɭ̆
विटाळशी	ʋ i ʈ a ɭ̆ ɕ i
विडूर	ʋ i ɖ u ɾ
वितरण	ʋ i t̪ ɾ ə ɳ
वितळणे	ʋ i t̪ ə ɭ̆ ɳ e
वितळणे	ʋ i t̪ ə ɭ̆ ɳ ə
विद्यापीठ	ʋ i d̪ j a p i ʈʰ
विद्यार्थी	ʋ i d̪ j a ɾ t̪ʰ i
विद्यालय	ʋ i d̪ j a l ə j
विधवा	ʋ i d̪ʱ ʋ a
विधुर	ʋ i d̪ʱ u ɾ
विनंती	ʋ i n ə n t̪ i
विना	ʋ i n a
विनिमय	ʋ i n i m ə j
विनोद	ʋ i n o d̪
विनोदी	ʋ i n o d̪ i
विपत्ति	ʋ i p ə t̪ t̪ i
विपत्ती	ʋ i p ə t̪ t̪ i
विपदा	ʋ i p d̪ a
विपरीत	ʋ i p ɾ i t̪
विपुल	ʋ i p u l
विपुलता	ʋ i p u l t̪ a
विमान	ʋ i m a n
विमानतळ	ʋ i m a n t̪ ə ɭ̆
विमाने	ʋ i m a n e
विमाने	ʋ i m a n ə
विरंगुळा	ʋ i ɾ ə ŋ ɡ u ɭ̆ a
विरुद्ध	ʋ i ɾ u d̪ d̪ʱ ə
विलक्षण	ʋ i l ə k ʂ ə ɳ
विलायत	ʋ i l a j ə t̪
विलास	ʋ i l a s
विवरण	ʋ i ʋ ɾ ə ɳ
विवाह	ʋ i ʋ a ɦ
विवाहित	ʋ i ʋ a ɦ i t̪
विशिष्ट	ʋ i ɕ i ʂ ʈ ə
विशेष	ʋ i ɕ e ʂ
विशेषण	ʋ i ɕ e ʂ ə ɳ
विशेषता	ʋ i ɕ e ʂ t̪ a
विश्रांती	ʋ i ɕ ɾ a n t̪ i
विश्व	ʋ i ɕ ʋ ə
विश्वास	ʋ i ɕ ʋ a s
विश्वासघात	ʋ i ɕ ʋ a s ɡʱ a t̪
विश्वासघातकी	ʋ i ɕ ʋ a s ɡʱ a t̪ k i
विष	ʋ i ʂ
विषघ्न	ʋ i ʂ ə ɡʱ n ə
विषनाशक	ʋ i ʂ ə n a ɕ ə k
विषप्रयोग	ʋ i ʂ ə p ɾ ə j o ɡ
विषबाधा	ʋ i ʂ ə b a d̪ʱ a
विषय	ʋ i ʂ ə j
विषयक	ʋ i ʂ j ə k
विषाणू	ʋ i ʂ a ɳ u
विषारी	ʋ i ʂ a ɾ i
विषारीपणा	ʋ i ʂ a ɾ i p ə ɳ a
विष्ठा	ʋ i ʂ ʈʰ a
विष्णु	ʋ i ʂ ɳ u
विसंगत	ʋ i s ə ŋ ɡ ə t̪
विसंगती	ʋ i s ə ŋ ɡ t̪ i
विसरणे	ʋ i s ə ɾ ɳ e
विसरणे	ʋ i s ə ɾ ɳ ə
विसळणे	ʋ i s ə ɭ̆ ɳ e
विसळणे	ʋ i s ə ɭ̆ ɳ ə
विसावा	ʋ i s a ʋ a
विसावे	ʋ i s a ʋ e
विसावे	ʋ i s a ʋ ə
विस्कटणे	ʋ i s k ə ʈ ɳ e
विस्कटणे	ʋ i s k ə ʈ ɳ ə
विहीर	ʋ i ɦ i ɾ
वीज	ʋ i d͡z
वीट	ʋ i ʈ
वीणा	ʋ i ɳ a
वीर	ʋ i ɾ
वीरता	ʋ i ɾ t̪ a
वीर्य	ʋ i ɾ j ə
वीस	ʋ i s
वृक्ष	ʋ ɾ u k ʂ ə
वृत्ती	ʋ ɾ u t̪ t̪ i
वृश्चिक	ʋ ɾ u ɕ t͡ɕ i k
वृषण	ʋ ɾ u ʂ ə ɳ
वृषभ	ʋ ɾ u ʂ ə bʱ
वेग	ʋ e ɡ
वेगळे	ʋ e ɡ ɭ̆ e
वेगळेपण	ʋ e ɡ ɭ̆ e p ə ɳ
वेड	ʋ e ɖ
वेडा	ʋ e ɖ a
वेडावणे	ʋ e ɖ a ʋ ə ɳ e
वेडावणे	ʋ e ɖ a ʋ ə ɳ ə
वेडी	ʋ e ɖ i
वेडे	ʋ e ɖ e
वेडे	ʋ e ɖ ə
वेडेपणा	ʋ e ɖ e p ə ɳ a
वेणी	ʋ e ɳ i
वेत	ʋ e t̪
वेद	ʋ e d̪
वेदना	ʋ e d̪ n a
वेधणे	ʋ e d̪ʱ ɳ e
वेधणे	ʋ e d̪ʱ ɳ ə
वेबसाईट	ʋ e b s a i ʈ
वेलची	ʋ e l t͡ɕ i
वेळ	ʋ e ɭ̆
वेळा	ʋ e ɭ̆ a
वेळापत्रक	ʋ e ɭ̆ a p ə t̪ ɾ ə k
वेश्या	ʋ e ɕ j a
वेष	ʋ e ʂ
वैकुंठ	ʋ ə i k u ɳ ʈʰ ə
वैगुण्य	ʋ ə i ɡ u ɳ j ə
वैज्ञानिक	ʋ ə i d͡ʑ n a n i k
वैणिक	ʋ ə i ɳ i k
वैताग	ʋ ə i t̪ a ɡ
वैतागणे	ʋ ə i t̪ a ɡ ɳ e
वैतागणे	ʋ ə i t̪ a ɡ ɳ ə
वैद्य	ʋ ə i d̪ j ə
वैध	ʋ ə i d̪ʱ
वैधव्य	ʋ ə i d̪ʱ ə ʋ j ə
वैपुल्य	ʋ ə i p u l j ə
वैभव	ʋ ə i bʱ ə ʋ
वैयक्तिक	ʋ ə i j ə k t̪ i k
वैर	ʋ ə i ɾ
वैरी	ʋ ə i ɾ i
वैरोद्धार	ʋ ə i ɾ o d̪ d̪ʱ a ɾ
वैष्णव	ʋ ə i ʂ ɳ ə ʋ
व्यंग	ʋ j ə ŋ ɡ ə
व्यंगचित्र	ʋ j ə ŋ ɡ t͡ɕ i t̪ ɾ ə
व्यंगित	ʋ j ə ŋ ɡ i t̪
व्यंजन	ʋ j ə n d͡ʑ ə n
व्यक्त	ʋ j ə k t̪ ə
व्यक्ती	ʋ j ə k t̪ i
व्यथा	ʋ j ə t̪ʰ a
व्यर्थ	ʋ j ə ɾ t̪ʰ ə
व्यवकलन	ʋ j ə ʋ ə k l ə n
व्यवसाय	ʋ j ə ʋ s a j
व्यवहार	ʋ j ə ʋʱ a ɾ
व्याकरण	ʋ j a k ɾ ə ɳ
व्याकुळ	ʋ j a k u ɭ̆
व्याकूळ	ʋ j a k u ɭ̆
व्याख्या	ʋ j a kʰ j a
व्याख्याता	ʋ j a kʰ j a t̪ a
व्याख्यान	ʋ j a kʰ j a n
व्यापार	ʋ j a p a ɾ
व्यापारी	ʋ j a p a ɾ i
व्यापारीसंघ	ʋ j a p a ɾ i s ə ŋ ɡʱ ə
व्यास	ʋ j a s
व्याही	ʋ j a ɦ i
व्योम	ʋ j o m
व्रण	ʋ ɾ ə ɳ
व्रत	ʋ ɾ ə t̪
व्रात्य	ʋ ɾ a t̪ j ə
व्हियेतनाम	ʋʱ i j e t̪ n a m
श	ɕ ə
शंकर	ɕ ə ŋ k ə ɾ
शंभर	ɕ ə m bʱ ə ɾ
शकणे	ɕ ə k ɳ e
शक्ती	ɕ ə k t̪ i
शक्य	ɕ ə k j ə
शक्यता	ɕ ə k j ə t̪ a
शतक	ɕ ə t̪ ə k
शतपावली	ɕ ə t̪ p a ʋ l i
शत्रुत्व	ɕ ə t̪ ɾ u t̪ ʋ ə
शत्रू	ɕ ə t̪ ɾ u
शनिवार	ɕ ə n i ʋ a ɾ
शब्द	ɕ ə b d̪ ə
शब्दकोश	ɕ ə b d̪ ə k o ɕ
शब्दकोष	ɕ ə b d̪ ə k o ʂ
शब्दशः	ɕ ə b d̪ ə ɕ əʰ
शमूएल	ɕ ə m u e l
शर	ɕ ə ɾ
शरम	ɕ ə ɾ ə m
शरीर	ɕ ə ɾ i ɾ
शर्करा	ɕ ə ɾ k ə ɾ a
शर्ट	ɕ ə ɾ ʈ ə
शर्मा	ɕ ə ɾ m a
शस्त्र	ɕ ə s t̪ ɾ ə
शस्त्रक्रिया	ɕ ə s t̪ ɾ ə k ɾ i j a
शहर	ɕ ə ɦ ə ɾ
शहरी	ɕ ə ɦ ɾ i
शहा	ɕ ə ɦ a
शहाजिरे	ɕ ə ɦ a d͡ʑ i ɾ e
शहाणे	ɕ ə ɦ a ɳ e
शहानिशा	ɕ ə ɦ a n i ɕ a
शांत	ɕ a n t̪ ə
शांतता	ɕ a n t̪ t̪ a
शांती	ɕ a n t̪ i
शाकाहार	ɕ a k a ɦ a ɾ
शाकाहारी	ɕ a k a ɦ a ɾ i
शाबास	ɕ a b a s
शाब्दिक	ɕ a b d̪ i k
शाब्बाथ	ɕ a b b a t̪ʰ
शारदा	ɕ a ɾ d̪ a
शाल	ɕ a l
शालोम	ɕ a l o m
शाळा	ɕ a ɭ̆ a
शास्त्र	ɕ a s t̪ ɾ ə
शास्त्रज्ञ	ɕ a s t̪ ɾ ə d͡ʑ n ə
शाहीर	ɕ a ɦ i ɾ
शिंक	ɕ i ŋ k ə
शिंकणे	ɕ i ŋ k ɳ e
शिंकणे	ɕ i ŋ k ɳ ə
शिंग	ɕ i ŋ ɡ ə
शिंतोडा	ɕ i n t̪ o ɖ a
शिंपडणे	ɕ i m p ə ɖ ɳ e
शिंपडणे	ɕ i m p ə ɖ ɳ ə
शिकणे	ɕ i k ɳ e
शिकणे	ɕ i k ɳ ə
शिकवणे	ɕ i k ə ʋ ɳ e
शिकवणे	ɕ i k ə ʋ ɳ ə
शिकारी	ɕ i k a ɾ i
शिक्का	ɕ i k k a
शिक्षक	ɕ i k ʂ ə k
शिक्षण	ɕ i k ʂ ə ɳ
शिक्षा	ɕ i k ʂ a
शिक्षिका	ɕ i k ʂ i k a
शिजणे	ɕ i d͡z ə ɳ e
शिजणे	ɕ i d͡z ə ɳ ə
शिजवणे	ɕ i d͡ʑ ə ʋ ə ɳ e
शिजवणे	ɕ i d͡ʑ ə ʋ ə ɳ ə
शिट्टी	ɕ i ʈ ʈ i
शिडी	ɕ i ɖ i
शिपाई	ɕ i p a i
शिफारस	ɕ i pʰ a ɾ ə s
शिर्डी	ɕ i ɾ ɖ i
शिला	ɕ i l a
शिल्लक	ɕ i l l ə k
शिळे	ɕ i ɭ̆ e
शिळे	ɕ i ɭ̆ ə
शिवडी	ɕ i ʋ ɖ i
शिवणे	ɕ i ʋ ɳ e
शिवणे	ɕ i ʋ ɳ ə
शिवाय	ɕ i ʋ a j
शिष्ट	ɕ i ʂ ʈ ə
शिसारी	ɕ i s a ɾ i
शिस्त	ɕ i s t̪ ə
शीघ्र	ɕ i ɡʱ ɾ ə
शीघ्रपतन	ɕ i ɡʱ ɾ ə p t̪ ə n
शीतज्वर	ɕ i t̪ ə d͡ʑ ʋ ə ɾ
शीर	ɕ i ɾ
शीर्षक	ɕ i ɾ ʂ ə k
शीव	ɕ i ʋ
शीस	ɕ i s
शुक्रवार	ɕ u k ɾ ə ʋ a ɾ
शुद्ध	ɕ u d̪ d̪ʱ ə
शुभेच्छा	ɕ u bʱ e t͡ɕ t͡ɕʰ a
शुल्क	ɕ u l k ə
शुश्रूषा	ɕ u ɕ ɾ u ʂ a
शूर	ɕ u ɾ
शेंग	ɕ e ŋ ɡ ə
शेंगदाणा	ɕ e ŋ ɡ d̪ a ɳ a
शेंडी	ɕ e ɳ ɖ i
शेंबूड	ɕ e m b u ɖ
शेकणे	ɕ e k ɳ e
शेकणे	ɕ e k ɳ ə
शेगडी	ɕ e ɡ ə ɖ i
शेज	ɕ e d͡z
शेजार	ɕ e d͡z a ɾ
शेजारी	ɕ e d͡z a ɾ i
शेट	ɕ e ʈ
शेण	ɕ e ɳ
शेत	ɕ e t̪
शेतकरी	ɕ e t̪ ə k ɾ i
शेपटा	ɕ e p ʈ a
शेपू	ɕ e p u
शेरी	ɕ e ɾ i
शेळी	ɕ e ɭ̆ i
शेवट	ɕ e ʋ ə ʈ
शेष	ɕ e ʂ
शेहेचाळीस	ɕ e ɦ e t͡ɕ a ɭ̆ i s
शैक्षणिक	ɕ ə i k ʂ ə ɳ i k
शैव	ɕ ə i ʋ
शोध	ɕ o d̪ʱ
शोभणे	ɕ o bʱ ɳ e
शोभणे	ɕ o bʱ ɳ ə
शोभित	ɕ o bʱ i t̪
शोषण	ɕ o ʂ ə ɳ
शोषणे	ɕ o ʂ ɳ e
शौर्य	ɕ ə u ɾ j ə
श्रद्धा	ɕ ɾ ə d̪ d̪ʱ a
श्रद्धाळू	ɕ ɾ ə d̪ d̪ʱ a ɭ̆ u
श्रद्धेय	ɕ ɾ ə d̪ d̪ʱ e j
श्राद्ध	ɕ ɾ a d̪ d̪ʱ ə
श्रावण	ɕ ɾ a ʋ ə ɳ
श्री	ɕ ɾ i
श्रीखंड	ɕ ɾ i kʰ ə ɳ ɖ ə
श्रीमंत	ɕ ɾ i m ə n t̪ ə
श्रीमंती	ɕ ɾ i m ə n t̪ i
श्रीयुत	ɕ ɾ i j u t̪
श्रेणी	ɕ ɾ e ɳ i
श्लेष्मा	ɕ l e ʂ m a
श्वास	ɕ ʋ a s
श्वासरोग	ɕ ʋ a s ɾ o ɡ
ष	ʂ ə
षंड	ʂ ə ɳ ɖ ə
षंढ	ʂ ə ɳ ɖʱ ə
षडयंत्र	ʂ ə ɖ j ə n t̪ ɾ ə
षड्यंत्र	ʂ ə ɖ j ə n t̪ ɾ ə
स	s ə
संकट	s ə ŋ k ə ʈ
संकलन	s ə ŋ k l ə n
संकल्पना	s ə ŋ k ə l p ə n a
संकेतस्थळ	s ə ŋ k e t̪ ə s t̪ʰ ə ɭ̆
संकेतस्थळे	s ə ŋ k e t̪ ə s t̪ʰ ə ɭ̆ e
संकेतस्थळे	s ə ŋ k e t̪ ə s t̪ʰ ə ɭ̆ ə
संख्या	s ə ŋ kʰ j a
संगत	s ə ŋ ɡ ə t̪
संगती	s ə ŋ ɡ t̪ i
संगम	s ə ŋ ɡ ə m
संगीतकार	s ə ŋ ɡ i t̪ k a ɾ
संगोपन	s ə ŋ ɡ o p ə n
संग्रह	s ə ŋ ɡ ɾ ə ɦ
संग्रहालय	s ə ŋ ɡ ɾ ə ɦ a l ə j
संघ	s ə ŋ ɡʱ ə
संघटना	s ə ŋ ɡʱ ə ʈ n a
संतत	s ə n t̪ ə t̪
संततिनियमन	s ə n t̪ ə t̪ i n i j ə m ə n
संताप	s ə n t̪ a p
संतापणे	s ə n t̪ a p ə ɳ e
संतापणे	s ə n t̪ a p ə ɳ ə
संतापित	s ə n t̪ a p i t̪
संतापी	s ə n t̪ a p i
संदेश	s ə n d̪ e ɕ
संधी	s ə n d̪ʱ i
संपणे	s ə m p ɳ e
संपणे	s ə m p ɳ ə
संपत्ती	s ə m p ə t̪ t̪ i
संपदा	s ə m p d̪ a
संपादक	s ə m p a d̪ ə k
संपादकीय	s ə m p a d̪ k i j ə
संपादन	s ə m p a d̪ ə n
संबंध	s ə m b ə n d̪ʱ ə
संभव	s ə m bʱ ə ʋ
संभवणे	s ə m bʱ ə ʋ ɳ e
संभवणे	s ə m bʱ ə ʋ ɳ ə
संभाळ	s ə m bʱ a ɭ̆
संभाळणे	s ə m bʱ a ɭ̆ ɳ e
संभाळणे	s ə m bʱ a ɭ̆ ɳ ə
संभाषण	s ə m bʱ a ʂ ə ɳ
संभोग	s ə m bʱ o ɡ
संमती	s ə m m t̪ i
संमेलन	s ə m m e l ə n
संयम	s ə i j ə m
संरचना	s ə u ɾ ə t͡ɕ ə n a
संवाद	s ə u ʋ a d̪
संवेदनशील	s ə u ʋ e d̪ ə n ɕ i l
संवेदनशीलता	s ə u ʋ e d̪ n ə ɕ i l t̪ a
संवेदना	s ə u ʋ e d̪ n a
संशय	s ə u ɕ ə j
संशयास्पद	s ə u ɕ j a s p ə d̪
संशोधक	s ə u ɕ o d̪ʱ ə k
संशोधन	s ə u ɕ o d̪ʱ ə n
संशोधित	s ə u ɕ o d̪ʱ i t̪
संसार	s ə u s a ɾ
संस्कार	s ə u s k a ɾ
संस्कारी	s ə u s k a ɾ i
संस्कृत	s ə u s k ɾ u t̪
संहार	s ə u ɦ a ɾ
सकट	s ə k ə ʈ
सकल	s ə k ə l
सकारात्मक	s ə k a ɾ a t̪ m ə k
सकारात्मकता	s ə k a ɾ a t̪ m ə k t̪ a
सकाळ	s ə k a ɭ̆
सक्त	s ə k t̪ ə
सगळीकडे	s ə ɡ ɭ̆ i k ɖ e
सगळे	s ə ɡ ɭ̆ e
सगळे	s ə ɡ ɭ̆ ə
सजवणे	s ə d͡z ə ʋ ɳ e
सजवणे	s ə d͡z ə ʋ ɳ ə
सजीव	s ə d͡ʑ i ʋ
सज्ज	s ə d͡ʑ d͡ʑ ə
सटकणे	s ə ʈ ə k ɳ e
सटकणे	s ə ʈ ə k ɳ ə
सडणे	s ə ɖ ɳ e
सडणे	s ə ɖ ɳ ə
सडी	s ə ɖ i
सण	s ə ɳ
सतत	s ə t̪ ə t̪
सतरा	s ə t̪ ɾ a
सतावणे	s ə t̪ a ʋ ɳ e
सतावणे	s ə t̪ a ʋ ɳ ə
सत्कार	s ə t̪ k a ɾ
सत्तर	s ə t̪ t̪ ə ɾ
सत्तावीस	s ə t̪ t̪ a ʋ i s
सत्तेचाळीस	s ə t̪ t̪ e t͡ɕ a ɭ̆ i s
सत्य	s ə t̪ j ə
सत्यवती	s ə t̪ j ə ʋ t̪ i
सदतीस	s ə d̪ t̪ i s
सदरा	s ə d̪ ɾ a
सदसद्विवेकबुद्धी	s ə d̪ s ə d̪ ʋ i ʋ e k b u d̪ d̪ʱ i
सदा	s ə d̪ a
सद्य	s ə d̪ j ə
सध्या	s ə d̪ d̪ʱ j a
सनई	s ə n ə i
सपक	s ə p ə k
सप्टेंबर	s ə p ʈ e m b ə ɾ
सप्ताह	s ə p t̪ a ɦ
सफरचंद	s ə pʰ ə ɾ t͡ɕ ə n d̪
सफरचंदे	s ə pʰ ə ɾ t͡ɕ ə n d̪ e
सफरचंदे	s ə pʰ ə ɾ t͡ɕ ə n d̪ ə
सफेद	s ə pʰ e d̪
सबंध	s ə b ə n d̪ʱ ə
सबब	s ə b ə b
सभा	s ə bʱ a
समज	s ə m ə d͡z
समजणे	s ə m ə d͡z ɳ e
समजणे	s ə m ə d͡z ɳ ə
समर्पण	s ə m ə ɾ p ə ɳ
समर्पित	s ə m ə ɾ p i t̪
समस्या	s ə m ə s j a
समांतर	s ə m a n t̪ ə ɾ
समाज	s ə m a d͡ʑ
समाजवाद	s ə m a d͡ʑ ʋ a d̪
समाजवादी	s ə m a d͡ʑ ʋ a d̪ i
समाधान	s ə m a d̪ʱ a n
समान	s ə m a n
समाविष्ट	s ə m a ʋ i ʂ ʈ ə
समुद्र	s ə m u d̪ ɾ ə
समृद्ध	s ə m ɾ u d̪ d̪ʱ ə
समृद्धी	s ə m ɾ u d̪ d̪ʱ i
समोर	s ə m o ɾ
सम्मुख	s ə m m u kʰ
सरकणे	s ə ɾ ə k ə ɳ e
सरकणे	s ə ɾ ə k ə ɳ ə
सरकवणे	s ə ɾ ə k ə ʋ ɳ e
सरकवणे	s ə ɾ ə k ə ʋ ɳ ə
सरकार	s ə ɾ k a ɾ
सरकारी	s ə ɾ k a ɾ i
सरकारे	s ə ɾ k a ɾ e
सरकारे	s ə ɾ k a ɾ ə
सरणे	s ə ɾ ɳ e
सरणे	s ə ɾ ɳ ə
सरबत	s ə ɾ b ə t̪
सरस्वती	s ə ɾ ə s ʋ ə t̪ i
सरहद्द	s ə ɾ ɦ ə d̪ d̪ ə
सराफ	s ə ɾ a pʰ
सरोवर	s ə ɾ o ʋ ə ɾ
सर्दी	s ə ɾ d̪ i
सर्प	s ə ɾ p ə
सर्वत्र	s ə ɾ ʋ ə t̪ ɾ ə
सर्वथा	s ə ɾ ʋ ə t̪ʰ a
सर्वदा	s ə ɾ ʋ ə d̪ a
सर्वनाम	s ə ɾ ʋ ə n a m
सर्वनामे	s ə ɾ ʋ ə n a m e
सर्वनामे	s ə ɾ ʋ ə n a m ə
सल	s ə l
सलग	s ə l ə ɡ
सलणे	s ə l ɳ e
सलणे	s ə l ɳ ə
सलाम	s ə l a m
सल्लागार	s ə l l a ɡ a ɾ
सवत	s ə ʋ ə t̪
सवय	s ə ʋ ə j
सवलत	s ə ʋ l ə t̪
सविस्तर	s ə ʋ i s t̪ ə ɾ
सवे	s ə ʋ e
सव्वीस	s ə ʋ ʋ i s
सव्हाना	s ə ʋʱ a n a
सशस्त्र	s ə ɕ ə s t̪ ɾ ə
ससा	s ə s a
ससाणा	s ə s a ɳ a
सह	s ə ɦ
सहज	s ə ɦ ə d͡z
सहदेव	s ə ɦ d̪ e ʋ
सहनशक्ती	s ə ɦ ə n ɕ ə k t̪ i
सहनशील	s ə ɦ ə n ɕ i l
सहनशीलता	s ə ɦ n ə ɕ i l t̪ a
सहल	s ə ɦ ə l
सहवास	s ə ɦ ʋ a s
सहसा	s ə ɦ s a
सहा	s ə ɦ a
सहाय	s ə ɦ a j
सहाय्य	s ə ɦ a j j ə
सहाय्यक	s ə ɦ a j j ə k
सही	s ə ɦ i
सही	s ə i
सहोदर	s ə ɦ o d̪ ə ɾ
सांगणे	s a ŋ ɡ ɳ e
सांगणे	s a ŋ ɡ ɳ ə
सांचा	s a n t͡s a
सांज	s a n d͡z
सांडणे	s a ɳ ɖ ə ɳ e
सांडणे	s a ɳ ɖ ə ɳ ə
सांताक्रूझ	s a n t̪ a k ɾ u d͡ʑʱ
सांधणे	s a n d̪ʱ ə ɳ e
सांधणे	s a n d̪ʱ ə ɳ ə
सांबार	s a m b a ɾ
सांभाळ	s a m bʱ a ɭ̆
साखर	s a kʰ ə ɾ
साखरपुडा	s a kʰ ə ɾ p u ɖ a
साखळी	s a kʰ ɭ̆ i
सागर	s a ɡ ə ɾ
साचणे	s a t͡s ɳ e
साचणे	s a t͡s ɳ ə
साठ	s a ʈʰ
साठणे	s a ʈʰ ɳ e
साठणे	s a ʈʰ ɳ ə
साडी	s a ɖ i
साडू	s a ɖ u
सात	s a t̪
सातत्य	s a t̪ ə t̪ j ə
साद	s a d̪
साधणे	s a d̪ʱ ɳ e
साधणे	s a d̪ʱ ɳ ə
साधे	s a d̪ʱ e
साधे	s a d̪ʱ ə
साधेपणा	s a d̪ʱ e p ɳ a
साध्य	s a d̪ʱ j ə
सान्निध्य	s a n n i d̪ʱ j ə
साप	s a p
साप्ताहिक	s a p t̪ a ɦ i k
साबण	s a b ə ɳ
सामना	s a m n a
सामवेद	s a m ʋ e d̪
सामसन	s a m s ə n
सामान	s a m a n
सामान्य	s a m a n j ə
सामान्यतः	s a m a n j ə t̪ əʰ
सामावणे	s a m a ʋ ɳ e
सामावणे	s a m a ʋ ɳ ə
सामीप्य	s a m i p j ə
साम्यवाद	s a m j ə ʋ a d̪
साम्यवादी	s a m j ə ʋ a d̪ i
साम्राज्यवाद	s a m ɾ a d͡ʑ j ə ʋ a d̪
सायप्रस	s a j ə p ɾ ə s
सार	s a ɾ
सारणी	s a ɾ ɳ i
सारण्या	s a ɾ ə ɳ j a
सारा	s a ɾ a
सारांश	s a ɾ a u ɕ ə
साल	s a l
सालस	s a l ə s
सालसपणा	s a l ə s p ə ɳ a
साली	s a l i
साळ	s a ɭ̆
साळा	s a ɭ̆ a
साव	s a ʋ
सावकाश	s a ʋ k a ɕ
सावत्र	s a ʋ ə t̪ ɾ ə
सावर	s a ʋ ə ɾ
सावरकर	s a ʋ ə ɾ k ə ɾ
सावरणे	s a ʋ ə ɾ ɳ e
सावरणे	s a ʋ ə ɾ ɳ ə
सावरी	s a ʋ ɾ i
सावली	s a ʋ l i
सासर	s a s ə ɾ
सासुरवास	s a s u ɾ ʋ a s
सासू	s a s u
साहचर्य	s a ɦ t͡ɕ ə ɾ j ə
साहित्य	s a ɦ i t̪ j ə
सिंगापूर	s i ŋ ɡ a p u ɾ
सिंह	s i u ɦ ə
सिद्धि	s i d̪ d̪ʱ i
सिद्धी	s i d̪ d̪ʱ i
सिप्पोरा	s i p p o ɾ a
सीता	s i t̪ a
सीताफळ	s i t̪ a pʰ ə ɭ̆
सीमा	s i m a
सुंदर	s u n d̪ ə ɾ
सुईण	s u i ɳ
सुकणे	s u k ɳ e
सुकणे	s u k ɳ ə
सुकवणे	s u k ə ʋ ɳ e
सुकवणे	s u k ə ʋ ɳ ə
सुख	s u kʰ
सुखरूप	s u kʰ ɾ u p
सुगंध	s u ɡ ə n d̪ʱ ə
सुगंधमूली	s u ɡ ə n d̪ʱ m u l i
सुगंधित	s u ɡ ə n d̪ʱ i t̪
सुगंधिद्रव्य	s u ɡ ə n d̪ʱ i d̪ ɾ ə ʋ j ə
सुगंधी	s u ɡ ə n d̪ʱ i
सुचणे	s u t͡s ɳ e
सुचणे	s u t͡s ɳ ə
सुचवणे	s u t͡s ə ʋ ɳ e
सुचवणे	s u t͡s ə ʋ ɳ ə
सुजणे	s u d͡z ɳ e
सुजणे	s u d͡z ɳ ə
सुटणे	s u ʈ ɳ e
सुटणे	s u ʈ ɳ ə
सुटे	s u ʈ e
सुटे	s u ʈ ə
सुट्टी	s u ʈ ʈ i
सुदैव	s u d̪ ə i ʋ
सुदैवी	s u d̪ ə i ʋ i
सुद्धा	s u d̪ d̪ʱ a
सुधारणा	s u d̪ʱ a ɾ ə ɳ a
सुनावणी	s u n a ʋ ɳ i
सुनावणे	s u n a ʋ ɳ e
सुनावणे	s u n a ʋ ɳ ə
सुपारी	s u p a ɾ i
सुबक	s u b ə k
सुबोध	s u b o d̪ʱ
सुभा	s u bʱ a
सुभेदार	s u bʱ e d̪ a ɾ
सुरक्षा	s u ɾ ə k ʂ a
सुरक्षित	s u ɾ ə k ʂ i t̪
सुरण	s u ɾ ə ɳ
सुरमई	s u ɾ m ə i
सुरू	s u ɾ u
सुवास	s u ʋ a s
सुवासिनी	s u ʋ a s i n i
सुशील	s u ɕ i l
सुशोभित	s u ɕ o bʱ i t̪
सुसंवाद	s u s ə u ʋ a d̪
सुस्ती	s u s t̪ i
सूड	s u ɖ
सूत	s u t̪
सूर्य	s u ɾ j ə
सूर्यकिरण	s u ɾ j ə k i ɾ ə ɳ
सूर्यमाला	s u ɾ j ə m a l a
सूर्यास्त	s u ɾ j a s t̪ ə
सूर्योदय	s u ɾ j o d̪ ə j
सृजन	s ɾ u d͡ʑ ə n
सृजनशील	s ɾ u d͡ʑ ə n ɕ i l
सेकंद	s e k ə n d̪ ə
सेटिंग	s e ʈ i ŋ ɡ ə
सेना	s e n a
सैंपाकघर	s ə i m p a k ɡʱ ə ɾ
सैन्य	s ə i n j ə
सैल	s ə i l
सैलपणा	s ə i l ə p ɳ a
सॉफ्टवेअर	s ɔ pʰ ʈ ə ʋ e ə ɾ
सोंग	s o ŋ ɡ ə
सोडणे	s o ɖ ɳ e
सोडणे	s o ɖ ɳ ə
सोडवणे	s o ɖ ə ʋ ɳ e
सोडवणे	s o ɖ ə ʋ ɳ ə
सोने	s o n e
सोने	s o n ə
सोनेरी	s o n e ɾ i
सोपवणे	s o p ə ʋ ɳ e
सोपवणे	s o p ə ʋ ɳ ə
सोपे	s o p e
सोपे	s o p ə
सोबत	s o b ə t̪
सोमवार	s o m ʋ a ɾ
सोरठ	s o ɾ ə ʈʰ
सोलणे	s o l ɳ e
सोलणे	s o l ɳ ə
सोलाणा	s o l a ɳ a
सोलापूर	s o l a p u ɾ
सोळा	s o ɭ̆ a
सोसणे	s o s ɳ e
सोसणे	s o s ɳ ə
सोहळा	s o ɦ ɭ̆ a
सौ.	s ə u
सौख्य	s ə u kʰ j ə
सौभाग्य	s ə u bʱ a ɡ j ə
सौभाग्यवती	s ə u bʱ a ɡ j ə ʋ t̪ i
स्खलन	s kʰ ə l ə n
स्खलनशील	s kʰ ə l ə n ɕ i l
