ab	ɑ b
ovçu	o v t͡s ɯ
ovdan	o v d ɑ n
ovlaq	o v ɫ ɑ χ
ovsar	o v s ɑ r
ovuc	o v u d͡ʒ
ovuc	o v u d͡z
ovuc	o u d͡z
ovuq	o v u χ
ovuq	o v u χ
ovuq	œ j y χ
ovuq	u j u ɣ
ovuq	œː χ
ovuq	o u χ
ovuq	o j u χ
ovuntu	o v u n t u
oyanış	o j ɑ n ɯ ʃ
oyanmaq	o j ɑ n m ɑ χ
oyanmaq	o j ɑ mː ɑ χ
oymaq	o j m ɑ x
oynamaq	o j n ɑ m ɑ χ
oyuq	o j u x
oyun	o j u n
öcəşmək	œ d͡ʒ æ ʃ m æ c
öcəşmək	œ d͡z æ ʃ m æ c
öd	œ d
ödəniş	œ d æ n i ʃ
ödənişli	œ d æ n i ʃ l i
ödənişsiz	œ d æ n i ʃ s i z
ödlük	œ d l y k
ödlük	œ d l y j
ödlük	œ d l y ç
öfgə	o f ɟ æ
öfgə	œ f ɟ æ
öfgə	œ f d͡ʒ æ
ögey	œ ɟ e j
ögey	œ ɟ æ j
öxbə	œ x b æ
öxbə	œ h b æ
öküz	œ k y z
ölçən	œ l t͡ʃ æ n
ölçən	œ l t͡s æ n
ölçmək	œ l t͡ʃ m æ c
ölçmək	œ l t͡s m æ c
ölçmək	œ l t͡ʃ m æ j
ölçmək	œ l t͡s m æ j
ölçmək	œ l t͡s m ɑ χ
ölçmək	œ ʃ m ɑ χ
ölçü	œ l t͡ʃ y
ölçü	œ l t͡s y
öldürmək	œ l d y r m æ k
öldürmək	œ l d y r m æ j
öldürmək	œ l d y r m ɑ χ
ölət	œ l æ t
ölət	œ l æ d
ölkə	œ l c æ
ölmək	œ l m æ k
ölmək	œ l m ɑ χ
ölməz	œ l m æ z
ölməzlik	œ l m æ z l i c
ölməzlik	œ l m æ z d i c
ölüxana	œ l y χ ɑ n ɑ
ölüm	œ l y m
ölümcül	œ l y m d͡ʒ y l
ölümcül	œ l y m d͡z y l
ölüsoyan	œ l y s o j ɑ n
ölüsü	œ l y s y
önbaxış	œ n b ɑ χ ɯ ʃ
öncül	œ n d͡ʒ y ɫ
öncül	œ n d͡z y ɫ
öndər	œ n d æ r
önəm	œ n æ m
önəmli	œ n æ m l i
önşərt	œ n ʃ æ r t
öpmək	œ p m æ k
öpmək	œ p m æ j
öpüşmək	œ p y ʃ m æ k
öpüşmək	œ p œ p y ʃ m æ j
ördək	œ r d æ k
ördək	œ r d æ ç
ördək	œ r d æ j
ördək	y r d æ j
ördəkburun	œ r d æ k b u r u n
örgənmək	œ r ɟ æ n m æ c
örgənmək	œ r ɟ æ mː æ c
örgəşmək	œ r ɟ æ ʃ m æ c
örpək	œ r p æ j
örpək	œ r p æ ç
örtmək	œ r t m æ k
örtmək	œ r t m æ j
örtmək	œ r t m ɑ χ
örtmək	œ t m ɑ χ
örtük	œ r t y j
örtük	œ r t y ç
örüş	œ r y ʃ
öskürək	œ s k y r æ k
öskürmək	œ s c y r m æ c
öskürmək	œ s ɟ y r m æ ç
öskürmək	œ s ɟ y r m ɑ χ
ötəri	œ t æ r i
ötkəm	œ t k æ m
ötrü	œ t r y
övlad	œ v l ɑ d
övlad	e v l ɑ d
övladsız	œ v ɫ ɑ d s ɯ z
övladsız	œ v ɫ ɑ t s ɯ z
övrə	œ v r æ
öyəc	œ j æ d͡ʒ
öyəc	œ æ d͡ʒ
öyəc	œ j æ d͡z
öyəc	œ æ d͡z
öyəc	œ ɟ æ d͡ʒ
öyəc	œ d͡ʒ æ d͡z
öyrənmək	œ j r æ n m æ k
öyrənmək	œ j r æ n m æ j
öyrətmək	œ j r æ t m æ k
öyrətmək	œ j r æ t m æ j
öyümək	œ j y m æ c
öyümək	œ j y m æ j
öz	œ z
özbaşına	œ z b ɑ ʃ ɯ n ɑ
özbaşına	œ z b ɑ ʃ n ɑ
özbaşınalıq	œ z b ɑ ʃ ɯ n ɑ ɫ ɯ x
özbaşınalıq	œ z b ɑ ʃ n ɑ ɫ ɯ x
özgə	œ z ɟ æ
özgələşdirmək	œ z ɟ æ l æ ʃ d i ɾ m æ ç
özlü	œ z l y
özlü	œ z d y
özüboşaldan	œ z y b o ʃ ɑ ɫ d a n
özünəhörmət	œ z y n æ h œ ɾ m æ t
özünəməxsus	œ z y n æ m æ x s u s
özünlə	œ z y n l æ
paçka	p ɑ t͡ʃ k ɑ
paçka	p ɑ ʃ k ɑ
padruqa	p a d r u ɡ ɑ
padruqa	p a d u r ɣ ɑ
paxıl	p ɑ χ ɯ ɫ
paxıllıq	p ɑ χ ɯ ɫː ɯ χ
paxır	p ɑ χ ɯ r
paxlava	p ɑ χ ɫ ɑ v ɑ
paxmel	p ɑ x m e l
palata	p ɑ ɫ ɑ t ɑ
palçıq	p ɑ ɫ t͡ʃ ɯ χ
palçıq	p ɑ ɫ t͡s ɯ χ
paltaryuyan	p ɑ ɫ t ɑ r j u j ɑ n
pambıq	p ɑ m b ɯ x
pampers	p ɑ m p e ɾ s
panamalı	p ɑ n ɑ m ɑ ɫ ɯ
papaq	p ɑ p ɑ χ
papaqatdı	p ɑ p ɑ ɣ ɑ t d ɯ
papiros	p ɑ p i r o s
papiros	p ɑ p r o s
par	p ɑ ɾ
parıltı	p ɑ ɾ ɯ ɫ t ɯ
parıltılı	p ɑ ɾ ɯ ɫ t ɯ ɫ ɯ
parlamaq	p ɑ ɾ ɫ ɑ m ɑ x
parlamaq	p ɑ rː ɑ m ɑ x
part	p ɑ ɾ t
partal	p ɑ r t ɑ l
partlamaq	p ɑ r tː ɑ m ɑ χ
partlatmaq	p ɑ r tː ɑ t m ɑ χ
partlayış	p ɑ r tː ɑ j ɯ ʃ
pas	p ɑ s
Pasxa	p ɑ s χ ɑ
paslanmaq	p ɑ s ɫ ɑ n m ɑ x
paslanmaq	p ɑ s ɫ ɑ mː ɑ x
paslanmaq	p ɑ s d ɑ mː ɑ x
paşol	p ɑ ʃ o ɫ
patı	p ɑ t ɯ
patrondaş	p ɑ t r o n d ɑ ʃ
payız	p ɑ j ɯ z
paylaşım	p ɑ j ɫ ɑ ʃ ɯ m
paytaxt	p ɑ j t ɑ χ t
peçenye	p i t ʃ e nː i
peçenye	p i t s e nː i
pencək	p e n d͡ʒ æ k
pencər	p e n d͡ʒ æ r
pencər	p e n d͡z æ r
pendir	p e n d i r
pendir	p æ n i r
penis	p e n i s
pensiya	p e n s i j ɑ
perulu	p e ɾ u ɫ u
peşə	p e ʃ æ
petux	p e t u χ
peyğəmbər	p e j ɣ æ m b æ r
peyğəmbər	p e j ɣ ɑ m b æ r
peyvənd	p e j v æ n d
pənah	p æ n ɑ h
Pəncab	p æ n d͡ʒ ɑ b
pəncərə	p æ n d͡ʒ æ r æ
pəncərə	p æ n d͡z æ r æ
pəncərə	p e n d͡ʒ æ r æ
pəncərə	p e n d͡z æ r æ
pəncərəaltı	p æ n d͡ʒ æ r æ ɑ ɫ t ɯ
pəncərəaltı	p æ n d͡z æ r æ ɑ ɫ t ɯ
pərakəndə	p æ r ɑ c æ n d æ
pərakəndəlik	p æ r ɑː c æ n d æ l i c
pərakəndəlik	p æ r ɑ c æ n d æ l i c
pərinc	p æ r i n d͡ʒ
pərinc	p æ r i n d͡z
pərvanə	p æ r v ɑː n æ
pəşov	p æ ʃ o v
pillə	p i lː æ
pilotsuz	p i ɫ o t s u z
pinti	p i n t i
piramida	p i r ɑ m i d ɑ
pis	p i s
pişdə	p i ʃ d æ
piti	p i t i
pivə	p iː v æ
pivə	p i v æ
pivəxana	p iː v æ χ ɑ n ɑ
pivəxana	p i v æ χ ɑ n ɑ
planet	p ɫ ɑ n e t
plaş	p ɫ ɑ ʃ
plov	p ɫ o v
poçt	p o t͡ʃ t
poçt	p o ʃ t
poçt	p o ʃ t
poçtalyon	p o t͡ʃ t ɑ l j o n
podkast	p ɑ d k ɑ s t
podkat	p ɑ t k ɑ t
podkat	p ɑ d ɡ ɑ t
podnos	p ɑ d n o s
polis	p o l i s
polkovnik	p ɑ ɫ k o v n i k
pomidor	p ɑ m i d o r
pomidor	b ɑ m ɑ d o r
populyar	p o p u l j ɑ ɾ
portuqal	p o ɾ t u ɡ ɑ l
posa	p o s ɑ
pota	p o t ɑ
pozmaq	p o z m ɑ χ
premyera	p r e m j e r a
prodüser	p r o d y s e r
prodüser	p r o d y sː e r
proqnozlaşdırmaq	p r o ɡ n o z l ɑ ʃ d ɯ r m ɑ χ
proqnozlaşdırmaq	p r ɑ ɡ n o z l ɑ ʃ d ɯ r m ɑ χ
proqramçı	p r o ɡ r ɑ m t͡ʃ ɯ
proqramçı	p r o ɡ r ɑ m t͡s ɯ
proqramlaşdırma	p r o ɡ r ɑ m ɫ ɑ ʃ d ɯ r m ɑ
proteje	p r ɑ t e ʒ e
proteje	p r o t e ʒ e
pul	p u ɫ
pulsuz	p u ɫ s u z
pusmaq	p u s m a x
püxtə	p y x t æ
pünhan	p y n h ɑ n
püstə	p y s t æ
püşk	p y ʃ c
r	ɾ
R	ɾ
rabitə	r ɑː b i t æ
racə	r ɑː d͡ʒ æ
racə	r ɑː d͡z æ
radio	ɾ ɑ d i j o
rahat	r ɑ h ɑ t
rahatlıq	r ɑ h ɑ t l ɯ χ
rama	r ɑ m ɑ
rejissor	r e ʒ i sː o r
reksona	ɾ e k s o n a
repressiya	r e p r e sː i j ɑ
repressiya	r e p r e s i j ɑ
rezin	r e z i n
rəbiülaxir	r æ b i y ɫ ɑ x i r
rəbiüssani	r æ b i y sː ɑ n i
rəcm	r æ d͡ʒ m
rəcm	r æ d͡z m
rədif	ɾ æ d i f
rəfiqə	r æ f iː ɡ æ
rəfiqə	r æ f i ɡ æ
rəftar	r æ f t ɑ r
rəğbət	r æ ɣ b æ t
rəğmən	r æ ɣ m æ n
rəhbər	r æ h b æ r
rəhm	r æ h m
rəncbər	r æ n d͡ʒ b æ r
rəncbər	r æ n d͡z b æ r
rəng	r æ ŋ ɡ
rəngləmək	r æ ŋ l æ m æ k
rəsədxana	r æ s æ d x ɑ n ɑ
rəvac	r æ v ɑ d͡ʒ
rəvac	r æ v a d͡z
rəvayət	r æ v ɑː j æ t
rəvayət	r æ v ɑ j æ t
rəvənd	r æ v æ n d
rəzalət	r æ z ɑː l æ t
riayət	r i ɑ j æ t
rifah	r i f a h
rozetka	r ɑ z e t k ɑ
ruçka	r u t͡ʃ k ɑ
ruhani	r u h ɑː n i
ruhi	r uː h i
ruzigar	r u z i ɟ a r
ruzigar	r u z ɟ a r
ruzigar	r y z ɟ a r
ruzigar	r y z d͡ʒ a r
ruznamə	r u z n ɑ m æ
rüsvayçılıq	r y s v ɑ j t͡ʃ ɯ ɫ ɯ x
rüsvayçılıq	r y s v ɑ j t͡s ɯ ɫ ɯ x
rüşvət	r y ʃ v æ t
rüşvətxorluq	r y ʃ v æ t x o r ɫ u x
rüşvətxorluq	r y ʃ v æ t x o rː u x
rütubət	r y t uː b æ t
Rza	r i z ɑː
Rza	i r z ɑ
s	s
s	e s
s	s eː
S	s
S	e s
S	s eː
saat	s ɑ h ɑ t
saat	s ɑ ɑ t
sabah	s ɑ b ɑ h
sabah	z ɑ v ɑ χ
sabit	s ɑː b i t
sac	s ɑ d͡ʒ
sac	s ɑ d͡z
saç	s ɑ t͡ʃ
saç	s ɑ t͡s
saçqurudan	s ɑ t͡ʃ ɡ u r u d a n
saçqurudan	s ɑ t͡s ɡ u r u d a n
saçqurudan	s ɑ ʃ ɡ u r u d a n
saçmaq	s ɑ t͡ʃ m ɑ χ
saçmaq	s ɑ t͡s m ɑ χ
sadaq	s ɑ d ɑ χ
sadalamaq	s ɑ d ɑ ɫ ɑ m ɑ χ
sadə	s ɑː d æ
sağ	s ɑ ɣ
sağalmaq	s ɑ ɣ ɑ ɫ m ɑ χ
sağaltmaq	s ɑ ɣ ɑ ɫ t m ɑ χ
sağdış	s ɑ ɣ d ɯ ʃ
sağıcı	s ɑ ɣ ɯ d͡ʒ ɯ
sağıcı	s ɑ ɣ ɯ d͡z ɯ
sağlıq	s ɑ ɣ ɫ ɯ x
sağmaq	s ɑ ɣ m ɑ χ
sağmal	s ɑ ɣ m ɑ ɫ
sağsağan	s ɑ x s a ɣ a n
sahib	s ɑ h i b
saxlamaq	s ɑ χ l ɑ m ɑ χ
saxsı	s ɑ χ s ɯ
saqqal	s ɑ kː ɑ ɫ
saqqal	s ɑ k ɡ ɑ ɫ
saqqız	s ɑ kː ɯ z
sal	s ɑ ɫ
salamat	s ɑ ɫ ɑ m ɑ t
salamat	s æ l ɑ m ɑ t
salfet	s a l f e t
salxım	s ɑ ɫ x ɯ m
salxım	s æ l x u m
salmaq	s ɑ ɫ m ɑ χ
salvadorlu	s ɑ ɫ v ɑ d o rː u
salvadorlu	s ɑ ɫ v ɑ d o ɾ ɫ u
saman	s ɑ m ɑ n
saman	s ɑ m ɑ n
saman	s ɑː m ɑ n
Sami	s ɑ m i
sami	s ɑ m i
sami	s ɑ m i
Samiyə	s ɑ m i j æ
saniyə	s ɑː n i j æ
saniyəölçən	s ɑː n i j æ œ l t͡ʃ æ n
saniyəölçən	s ɑː n i j æ œ l t͡s æ n
sapand	s ɑ p ɑ n d
sapand	s ɑ p ɑ n t
saplamaq	s ɑ p ɫ ɑ m ɑ χ
sar	s ɑ r
saray	s ɑ r ɑ j
sarı	s ɑ r ɯ
sarıq	s ɑ r ɯ χ
sarılmaq	s ɑ r ɯ ɫ m ɑ x
sarplıq	s ɑ r p ɫ ɯ χ
sarsıtmaq	s ɑ r s ɯ t m a χ
sataşmaq	s ɑ t ɑ ʃ m ɑ χ
satıcı	s ɑ t ɯ d͡ʒ ɯ
satıcı	s ɑ t ɯ d͡z ɯ
satılmaq	s ɑ t ɯ ɫ m ɑ x
satılmaz	s ɑ t ɯ ɫ m ɑ z
satış	s ɑ t ɯ ʃ
satqın	s ɑ t ɡ ɯ n
satlıq	s ɑ t d ɯ x
satlıq	s ɑ t ɫ ɯ x
satmaq	s ɑ t m ɑ χ
savab	s ɑ v ɑ b
savaş	s ɑ v ɑ ʃ
savayı	s ɑ v ɑː j ɯ
savayı	s ɑ v ɑ j ɯ
sayaq	s ɑ j ɑ χ
sayğı	s ɑ j ɣ ɯ
sayıq	s ɑ j ɯ χ
sayılmaq	s ɑ j ɯ ɫ m ɑ x
saymaca	s ɑ j m ɑ d͡ʒ ɑ
saymaca	s ɑ j m ɑ d͡z ɑ
saymaq	s ɑ j m ɑ x
sayt	s ɑ j t
saz	s ɑ z
sazaq	s ɑ z ɑ x
saziş	ʃ ɑː z i ʃ
seçici	s e t͡ʃ i d͡ʒ i
seçici	s e t͡s i d͡z i
seçim	s e t͡ʃ i m
seçim	s e t͡s i m
seçki	s e t͡ʃ k i
seçki	s e t͡s k i
seçmək	s e t͡ʃ m æ c
seçmək	s e t͡ʃ m æ j
seçmək	s e t͡s m æ c
seçmək	s e t͡s m æ j
seçmək	s e ʃ m ɑ χ
sevda	s e v d ɑ
sevda	s œ j d ɑ
sevda	s œ y d ɑ
sevgi	s e v ɟ i
sevgisiz	s e v ɡ i s i z
sevgisiz	s e v d͡ʒ i s i z
sevimli	s e v i m l i
sevincək	s e v i n d͡ʒ æ k
sevincək	s e v i n d͡z æ k
sevindirici	s e v i n d i r i d͡ʒ i
sevindirici	s e v i n d i r i d͡z i
sevindirmək	s e v i n d i r m æ k
sevindirmək	s e v i n d i r m æ j
sevinmək	s e v i n m æ k
sevinmək	s e v i n m æ j
sevinmək	s œ j y n m ɑ χ
sevmək	s e v m æ k
sevmək	s e v m æ j
sevmək	s œ j m ɑ χ
seyrək	s e j r æ c
sezmək	s e z m æ k
sezmək	s e z m æ j
səbəb	s æ b æ b
Səbha	s æ b h ɑ
səbirsiz	s æ b r s i z
səbirsizlik	s æ b r s i z l i c
sədbər	s æ d b æ r
sədd	s æ d
sədəqə	s æ d æ ɡ æ
səfalət	s æ f ɑː l æ t
səfər	s æ f æ r
səfil	s æ f i l
səfir	s æ f i r
səhər	s æ h æ r
səhnə	s æ h n æ
səhv	s æ f
səkkiz	s æ c ɟ i z
səkkizinci	s æ c c i z i n d͡ʒ i
səksən	s æ ç s æ n
səksən	s æ c s æ n
səksəninci	s æ ç s æ n i n d͡ʒ i
sələf	s æ l æ f
səliqə	s æ l i ɡ æ
səma	s æ m ɑ
səmərə	s æ m æ r æ
Səmərqənd	s æ m æ r ɡ æ n d
səmimi	s æ m i m i
Səminə	s æ m i n æ
səndemə	s æ n d e m æ
səngək	s æ ŋ æ ɡ
səngək	s æ ŋ æ h
səngək	s æ ŋ æ h
səngin	s æ ŋ ɡ i n
səngin	s æ n d͡ʒ i n
sənsən	s æ n s æ n
səpmək	s æ p m æ j
sərbaz	s æ r b ɑ z
sərbəstdüşmə	s æ r b æ s t d y ʃ m æ
sərbəstdüşmə	s æ r b æ s d y ʃ m æ
sərçə	s æ r t͡ʃ æ
sərçə	s æ r t͡s æ
sərgiləmək	s æ r ɟ i l æ m æ c
sərgiləmək	s æ r d͡ʒ i l æ m æ c
sərxoş	s æ r χ o ʃ
sərin	s æ r i n
sərinkeş	s æ ɾ i n c e ʃ
sərinləmək	s æ r i nː æ m æ k
sərinləmək	s æ r i nː æ m æ j
səriştə	s æ r i ʃ t æ
sərlövhə	s æ r l œ v h æ
sərnişin	s æ r n i ʃ i n
sərraf	s æ rː ɑ f
sərt	s æ r t
səs	s æ s
səsləndirmək	s æ s l æ n d i r m æ c
səsləndirmək	s æ s d æ n d i r m æ ç
səsucaldan	s æ s u d͡ʒ ɑ ɫ d ɑ n
səsucaldan	s æ s u d͡z ɑ ɫ d ɑ n
səsvermə	s æ s v e r m æ
sıcaq	s ɯ d͡ʒ ɑ x
sıcaq	s ɯ d͡z a x
sıçmaq	s ɯ t͡ʃ m ɑ χ
sıçmaq	s ɯ t͡s m ɑ χ
sıçramaq	s ɯ t͡ʃ r ɑ m ɑ x
sıçramaq	s ɯ t͡s r ɑ m ɑ x
sıçrayış	s ɯ t͡ʃ r ɑ j ɯ ʃ
sıçrayış	s ɯ t͡s r ɑ j ɯ ʃ
sıfır	s ɯ f ɯ ɾ
sığınaq	s ɯ ɣ ɯ n ɑ x
sığınaq	s ɯ ɣ n ɑ x
sığınmaq	s ɯ ɣ ɯ n m ɑ χ
sığmaq	s ɯ ɣ m ɑ χ
sığortalamaq	s ɯ ɣ o r t ɑ ɫ ɑ m ɑ χ
sıxac	s ɯ χ a d͡ʒ
sıxac	s ɯ χ a d͡z
sıxışdırmaq	s ɯ x ɯ ʃ d ɯ r m a x
sıxmaq	s ɯ χ m a χ
sındırmaq	s ɯ n d ɯ r m ɑ χ
sınmaq	s ɯ mː ɑ χ
sırğa	s ɯ r ɣ ɑ
sırtıq	s ɯ r t ɯ χ
sıyırqac	s ɯ j ɯ r ɡ a d͡ʒ
sıyırqac	s ɯ j ɯ r ɡ a d͡z
sıyırqac	s ɯ j ɯ r ɣ a d͡ʒ
sıyırqac	s ɯ j ɯ r ɣ a d͡z
sıyırmaq	s ɯ j ɯ r m ɑ χ
siçovul	s i t͡ʃ o v u ɫ
siçovul	s i t͡s o v u ɫ
sidr	s i d r
siftə	s i f t æ
sikmək	s i k m æ k
sikmək	s i k m æ j
sikmək	s i k m æ ç
siqaret	s i ɡ ɑ r e t
silahlanmaq	s i l ɑ h l ɑ mː a χ
silahlı	s i ɫ ɑ h ɫ ɯ
silk	s i l c
silmək	s i l m æ k
simic	s i m i d͡ʒ
simic	s i m i d͡z
simiclik	s i m i d͡ʒ l i k
simiclik	s i m i d͡ʒ l i j
simiclik	s i m i d͡z l i t͡ʃ
sincab	s i n d͡ʒ ɑ b
sincab	s i n d͡z ɑ b
sini	s i n i
sirkə	s i r k æ
siyahı	s i j ɑː h ɯ
siyahı	s i j ɑ h ɯ
siyasət	s i j ɑ s æ t
siyasət	s i ɑ s æ t
siymək	s i j m æ k
siymək	s i j m æ j
sizsiniz	s i z s i n i z
sizsiz	s i z s i z
soba	s o b ɑ
soğança	s o ɣ ɑ n t͡ʃ ɑ
soxasox	s o χ ɑ s o χ
soxmaq	s o x m ɑ x
soxulcan	s o x u ɫ d͡ʒ ɑ n
soxulcan	s o x u ɫ d͡z ɑ n
soxulmaq	s o x u ɫ m a x
sok	s o k
sol	s o ɫ
solaxay	s o ɫ ɑ χ ɑ j
solçuluq	s o ɫ t͡ʃ u ɫ u x
solçuluq	s o ɫ t͡s u ɫ u x
soldış	s o ɫ d ɯ ʃ
solmaq	s o ɫ m ɑ x
son	s o n
sonluq	s o nː u χ
sonluq	s o n l u χ
sonra	s o n r ɑ
sonra	s o r ɑ
sonra	s o n r a m
sonra	s o r a m
sonra	s u r æ
sonuncu	s o n u n d͡ʒ u
sonuncu	s o n u n d͡z u
sormaq	s o u r m ɑ χ
sormaq	s o r m ɑ χ
sosializm	s o s i ɑ l i z m
sosializm	s ɑ s i ɑ l i z m
soyad	s o j ɑ d
soyğun	s o j ɣ u n
soyğunçu	s o j ɣ u n t͡ʃ u
soyğunçu	s o j ɣ u n t͡s u
soymaq	s o j m ɑ χ
soyuducu	s o j u d u d͡ʒ u
soyuducu	s o j u d u d͡z u
soyuq	s o j u χ
soyunmaq	s o j u mː ɑ χ
soyutma	s o j u t m ɑ
soyutmaq	s o j u t m ɑ χ
söhbət	s œ h b æ t
söhbət	s œ h p æ t
söhbət	s œ j b æ t
söhbət	s œː b æ t
sökmək	s œ k m æ k
sökmək	s œ k m æ j
sökmək	s œ t͡ʃ m ɑ χ
sökmək	s œ ç m ɑ χ
sökmək	s œ h m ɑ χ
söküntü	s œ k y n t y
söküntü	s œ t͡ʃ y n t y
söndürmək	s œ n d y r m æ k
söndürmək	s œ n d y r m æ j
söndürmək	s œ n d y r m ɑ χ
sönmək	s œ n m æ k
sönmək	s œ j m æ j
söykəmək	s œ j k æ m æ k
söykəmək	s œ j k æ m æ j
söykənmək	s œ j k æ n m æ k
söykənmək	s œ j k æ n m æ j
söyləmək	s œ j l æ m æ k
söyləmək	s œ j l æ m æ j
söymək	s œ j m æ k
söymək	s œ j m æ j
söymək	s œ j m ɑ χ
söyüş	s œ j y ʃ
söz	s œ z
sözbelə	s œ z b e l æ
sözdəyişdirici	s œ z d æ j i ʃ d i ɾ i d͡ʒ i
sözdəyişdirici	s œ z d æ j i ʃ d i ɾ i d͡z i
sözdüzəldici	s œ z d y z æ l d i d͡ʒ i
sözdüzəldici	s œ z d y z æ l d i d͡z i
sözdüzəltmə	s œ z d y z æ l t m æ
sözləşmək	s œ z l æ ʃ m æ c
sözləşmək	s œ z d æ ʃ m æ c
sözügedən	s œ z y ɟ e d æ n
spidometr	s p i d o m e t r
spirtölçən	s p i ɾ t œ l t͡ʃ æ n
spirtölçən	s p i ɾ t œ l t͡s æ n
ssenari	sː e n ɑ r i
ssenari	s e n ɑ r i
SSRİ	e s e s e r i
stəkan	s t æ c ɑ n
stul	s t u ɫ
su	s u
sual	s u ɑ ɫ
subay	s u b ɑ j
suiti	s u i t i
sulamaq	s u ɫ ɑ m ɑ x
sumaq	s u m ɑ χ
sumka	s u m k ɑ
suölçən	s u œ l t͡ʃ æ n
suölçən	s u œ l t͡s æ n
superyapışqan	s u p e r j ɑ p ɯ ʃ ɡ ɑ n
surət	s uː r æ t
susamaq	s u s ɑ m ɑ χ
susdurmaq	s u s d u r m a χ
susdurmaq	s u s t u r m a χ
susmaq	s u s m a χ
susuzluq	s u s u z ɫ u x
susuzluq	s u s u z d u x
sübut	s y b u t
süfrə	s y f r æ
süfrəçi	s y f ɾ æ t͡ʃ i
süfrəçi	s y f ɾ æ t͡s i
Süleyman	s y l e j m ɑ n
sülh	s y l h
sümsü	s y m s y
sümük	s y m y k
sümük	s y m y j
sünnət	s y n n æ t
sünni	s y nː i
sürək	s y ɾ æ c
sürəkli	s y ɾ æ c l i
sürəkli	s y ɾ æ ç l i
sürət	s y ɾ æ t
sürətləndirmək	s y r æ t l æ n d i r m æ k
sürətlənmə	s y r æ t l æ n m æ
sürətlənmə	s y r æ t l æ mː æ
sürətlənmək	s y r æ t l æ n m æ k
sürətlənmək	s y r æ t l æ mː æ k
sürətölçən	s y ɾ æ t œ l t͡ʃ æ n
sürətölçən	s y ɾ æ t œ l t͡s æ n
sürgün	s y r ɟ y n
sürmək	s y r m æ k
sürmək	s y r m æ j
sürmək	s y r m ɑ χ
sürtgü	s y r t ɟ y
sürtgü	s y r t d͡ʒ y
sürtkü	s y r t c y
sürtkü	s y r t t͡ʃ y
sürü	s y r y
sürü	s y r i
sürücü	s y r y d͡ʒ y
sürücü	s y r y d͡z y
sürüşkən	s y r y ʃ c æ n
sürüşkən	s y r y ʃ ɟ æ n
süst	s y s t
süysün	s y j s y n
süzmək	s y z m æ k
süzmək	s y z m æ j
ş	ʃ
ş	ʃ eː
Ş	ʃ
Ş	ʃ eː
şad	ʃ ɑ d
şadara	ʃ ɑ d ɑ r ɑ
şadlıq	ʃ ɑ d ɫ ɯ χ
şagird	ʃ ɑː ɟ i ɾ t
şahanə	ʃ ɑ h ɑ n æ
şahid	ʃ ɑː h i d
şahmat	ʃ ɑ h m ɑ t
şahmatçı	ʃ ɑ h m ɑ t t͡ʃ ɯ
şahmatçı	ʃ ɑ h m ɑ t t͡s ɯ
şaxşax	ʃ ɑ χ ʃ ɑ χ
şaxta	ʃ ɑ χ t ɑ
şaxta	ʃ ɑ χ t ɑ
şair	ʃ ɑː i r
şaldırğan	ʃ ɑ l d ɯ r ɣ ɑ n
şalvar	ʃ ɑ ɫ v ɑ r
şam	ʃ ɑ m
Şamaxı	ʃ ɑ m ɑ χ ɯ
şamçı	ʃ ɑ m t͡ʃ ɯ
şamçı	ʃ ɑ m t͡s ɯ
şanapipik	ʃ ɑ n ɑ p i p i c
şanlı	ʃ ɑ n ɫ ɯ
şanlı	ʃ ɑ nː ɯ
şapalaq	ʃ ɑ p ɑ ɫ ɑ χ
şar	ʃ ɑ r
şeir	ʃ e j i r
şeir	ʃ e i r
şer	ʃ e i r
şer	ʃ e r
şeytan	ʃ e j t ɑ n
şəbəkə	ʃ æ b æ c æ
şəbəkə	ʃ æ b æ t͡ʃ æ
şəcərə	ʃ æ d͡ʒ æ r æ
şəcərə	ʃ æ d͡z æ r æ
şəhər	ʃ æ h æ ɾ
şəhid	ʃ æ h i d
şəhla	ʃ æ h l ɑ
Şəhla	ʃ æ h l ɑ
şəxsiyyət	ʃ æ χ s i j æ t
şəkər	ʃ æ c æ ɾ
şəkil	ʃ æ c i l
şəlalə	ʃ æ ɫ ɑː l æ
şənbə	ʃ æ m b æ
şərbət	ʃ æ r b æ t
şərh	ʃ æ r h
şərq	ʃ æ r ɡ
şərqşünas	ʃ æ ɾ k ʃ y n ɑ s
şərt	ʃ æ r t
şərti	ʃ æ r t i
şır	ʃ ɯ ɾ
şırnov	ʃ ɯ r n o v
şırrağan	ʃ ɯ rː ɑ ɣ ɑ n
şırran	ʃ ɯ r r ɑ n
şiə	ʃ i æ
şiə	ʃ i j æ
şikəst	ʃ i c æ s t
şikəst	ʃ i c æ s
şikəst	ʃ i t͡ʃ æ s t
şikəst	ʃ i t͡ʃ æ s
şillələmək	ʃ i lː æ
şimal	ʃ i m a ɫ
şimali	ʃ i m ɑː l i
şimali	ʃ i m ɑ l ɯ
şimşək	ʃ i m ʃ æ c
şimşək	ʃ i m ʃ æ j
şirə	ʃ i r æ
şirəçəkən	ʃ i ɾ æ t͡ʃ æ c æ n
şirəçəkən	ʃ i ɾ æ t͡s æ t͡ʃ æ n
şirkət	ʃ i r c æ t
şiş	ʃ i ʃ
şişirtmək	ʃ i ʃ i r t m æ k
şişirtmək	ʃ i ʃ i r t m æ j
şişlik	ʃ i ʃ l i k
şoi	ʃ o u
şor	ʃ o r
şornax	ʃ o r n ɑ χ
