Ա	ɑ
հողատարածք	h o ʁ ɑ d ɑ ɾ ɑ t͡sʰ kʰ
հողդողդ	h o χ tʰ o χ tʰ
հողդողդել	h o χ tʰ o χ tʰ e l
հողեղեն	h o ʁ e ʁ e n
հողմ	h o ʁ m
հողմակայան	h o ʁ m ɑ ɡ ɑ j ɑ n
հողմաղաց	h o ʁ m ɑ ʁ ɑ t͡sʰ
հողմաշարժիչ	h o ʁ m ɑ ʃ ɑ ɾ ʒ i t͡ʃʰ
հողմաչափ	h o ʁ m ɑ t͡ʃʰ ɑ pʰ
հոմանիշ	h o m ɑ n i ʃ
հոմոսեքսուալիզմ	h o m o s e kʰ s u ɑ l i z m
հոմոֆոբիա	h o m o f o pʰ i j ɑ
հոյակապ	h o j ɑ ɡ ɑ b
հոյակառույց	h o j ɑ ɡ ɑ ɾ u j t͡sʰ
հոյակերտ	h o j ɑ ɡ e ɾ d
հոյաշեն	h o j ɑ ʃ e n
հոն	h o n
հոնք	h o ŋ kʰ
հոշոտել	h o ʃ o d e l
հոպար	h o b ɑ ɾ
հոպնակ	h o b n ɑ ɡ
հոպոպ	h o b o b
հոռետես	h o ɾ e d e s
հոռետեսական	h o ɾ e d e s ɑ ɡ ɑ n
հոռետեսություն	h o ɾ e d e s u tʰ ʏ n
հոռի	h o ɾ i
հոռովել	h o ɾ o v e l
հոս	h o s
հոսանուտ	h o s ɑ n u d
հոսանք	h o s ɑ ŋ kʰ
հոսել	h o s e l
հոսհոս	h o s h o s
հոսնական	h o s n ɑ ɡ ɑ n
հոսք	h o s kʰ
հով	h o v
հովազ	h o v ɑ z
հովանի	h o v ɑ n i
հովանոց	h o v ɑ n o t͡sʰ
հովանուտ	h o v ɑ n u d
հովիվ	h o v i v
հովիտ	h o v i d
հովհար	h o v h ɑ ɾ
հոտ	h o d
հոտաղ	h o d ɑ ʁ
հոտել	h o d e l
հոտոտել	h o d o d e l
հոր	h o ɾ
հորա	h o ɾ ɑ
հորան	h o ɾ ɑ n
հորանջ	h o ɾ ɑ n t͡ʃʰ
հորանջել	h o ɾ ɑ n t͡ʃʰ e l
հորաքույր	h o ɾ ɑ kʰ u j ɾ
հորաքրոջ	h o ɾ ɑ kʰ ə ɾ o t͡ʃʰ
հորդ	h o ɾ tʰ
հորդել	h o ɾ tʰ e l
հորդորակ	h o ɾ tʰ o ɾ ɑ ɡ
հորդորանք	h o ɾ tʰ o ɾ ɑ ŋ kʰ
հորդորել	h o ɾ tʰ o ɾ e l
հորդորեցուցիչ	h o ɾ tʰ o ɾ e t͡sʰ u t͡sʰ i t͡ʃʰ
հորդորիչ	h o ɾ tʰ o ɾ i t͡ʃʰ
հորեղբայր	h o ɾ e χ p ɑ j ɾ
հորեղբոր	h o ɾ e χ p o ɾ
հորթ	h o ɾ tʰ
հորթուկ	h o ɾ tʰ u ɡ
հորիզոն	h o ɾ i z o n
հորիզոնական	h o ɾ i z o n ɑ ɡ ɑ n
հորինել	h o ɾ i n e l
հորինվել	h o ɾ i n v e l
հորողբեր	h o ɾ o χ p e ɾ
հորողբեր	h o ɾ o χ pʰ e ɾ
հորովել	h o ɾ o v e l
հորու	h o ɾ u
հորջորջ	h o ɾ t͡ʃʰ o ɾ t͡ʃʰ
հորջորջանք	h o ɾ t͡ʃʰ o ɾ t͡ʃʰ ɑ ŋ kʰ
հորջորջել	h o ɾ t͡ʃʰ o ɾ t͡ʃʰ e l
հորս	h o ɾ s
հորսայս	h o ɾ s ɑ j s
հորքուր	h o ɾ kʰ u ɾ
հու	h u
հուգենոտ	h u kʰ e n o d
հուդայականություն	h u tʰ ɑ j ɑ ɡ ɑ n u tʰ ʏ n
հուզել	h u z e l
հուզիչ	h u z i t͡ʃʰ
հուզող	h u z o ʁ
հուժկու	h u ʒ ɡ u
հուլիս	h u l i s
հուլիսյան	h u l i s j ɑ n
հուլունք	h u l u ŋ kʰ
հում	h u m
հումանիզմ	h u m ɑ n i z m
հումանիստ	h u m ɑ n i s t
հումանիտար	h u m ɑ n i d ɑ ɾ
հումոր	h u m o ɾ
հումուս	h u m u s
հումք	h u m kʰ
հույզ	h u j z
հույլ	h u j l
հույլք	h u j l kʰ
հույն	h u j n
հույս	h u j s
հույր	h u j ɾ
հուն	h u n
հունական	h u n ɑ ɡ ɑ n
հունավոր	h u n ɑ v o ɾ
հունարեն	h u n ɑ ɾ e n
հունգարացի	h u ŋ kʰ ɑ ɾ ɑ t͡sʰ i
հունգարերեն	h u ŋ kʰ ɑ ɾ e ɾ e n
հունդ	h u n tʰ
հուներեն	h u n e ɾ e n
հունիս	h u n i s
հունիսյան	h u n i s j ɑ n
հունձ	h u n t͡sʰ
հունվար	h u n v ɑ ɾ
հունվարյան	h u n v ɑ ɾ j ɑ n
հունտ	h u n d
հունքուբունք	h u ŋ kʰ u pʰ u ŋ kʰ
հուշ	h u ʃ
հուշամատյան	h u ʃ ɑ m ɑ d j ɑ n
հուշանվեր	h u ʃ ɑ n ə v e ɾ
հուշարար	h u ʃ ɑ ɾ ɑ ɾ
հուշարձան	h u ʃ ɑ ɾ t͡sʰ ɑ n
հուշեր	h u ʃ e ɾ
հուռ	h u ɾ
հուռթանալ	h u ɾ tʰ ɑ n ɑ l
հուռթի	h u ɾ tʰ i
հուռութ	h u ɾ u tʰ
հուռութք	h u ɾ u tʰ kʰ
հուսադրել	h u s ɑ tʰ ɾ e l
հուսալ	h u s ɑ l
հուսալի	h u s ɑ l i
հուսալքել	h u s ɑ l ə kʰ e l
հուսալքություն	h u s ɑ l ə kʰ u tʰ ʏ n
հուսալքված	h u s ɑ l ə kʰ v ɑ d͡z
հուսակորույս	h u s ɑ ɡ o ɾ u j s
հուսակտուր	h u s ɑ ɡ ə d u ɾ
հուսահատ	h u s ɑ h ɑ d
հուսահատաբար	h u s ɑ h ɑ d ɑ pʰ ɑ ɾ
հուսահատեցնել	h u s ɑ h ɑ d e t͡sʰ ə n e l
հուսահատեցնող	h u s ɑ h ɑ d e t͡sʰ n o ʁ
հուսահատորեն	h u s ɑ h ɑ d o ɾ e n
հուսահատություն	h u s ɑ h ɑ d u tʰ ʏ n
հուսահատվել	h u s ɑ h ɑ d v e l
հուր	h u ɾ
հպատակվել	h ə b ɑ d ɑ ɡ v e l
հպարտ	h ə b ɑ ɾ d
հպարտանալ	h ə b ɑ ɾ d ɑ n ɑ l
հպարտություն	h ə b ɑ ɾ d u tʰ ʏ n
հռետոր	h ɾ e d o ɾ
հռետորաբան	h ə ɾ e d o ɾ ɑ pʰ ɑ n
հռետորաբանություն	h ə ɾ e d o ɾ ɑ pʰ ɑ n u tʰ ʏ n
հռետորաբանություն	h ɾ e d o ɾ ɑ pʰ ɑ n u tʰ ʏ n
հռոմեական	h ə ɾ o m j ɑ ɡ ɑ n
հռոմեական	h ɾ o m j ɑ ɡ ɑ n
հռոմեացի	h ə ɾ o m e j ɑ t͡sʰ i
հռոմեացի	h ɾ o m e j ɑ t͡sʰ i
հռովմայեցի	h r o v m ɑ j e t͡sʰ i
հռովմայեցի	h ə ɾ o v m ɑ j e t͡sʰ i
հռովմայեցի	h ɾ o v m ɑ j e t͡sʰ i
հռովմեական	h r o v m e j ɑ k ɑ n
հռովմեական	h ə ɾ o v m e j ɑ ɡ ɑ n
հռովմեական	h ɾ o v m e j ɑ ɡ ɑ n
հռչակ	h ə ɾ t͡ʃʰ ɑ ɡ
հռչակագիր	h ə ɾ t͡ʃʰ ɑ ɡ ɑ kʰ i ɾ
հռչակավոր	h ə ɾ t͡ʃʰ ɑ ɡ ɑ v o ɾ
հռչակել	h ə ɾ t͡ʃʰ ɑ ɡ e l
հսկա	h ə s k ɑ
հսկայական	h ə s k ɑ j ɑ ɡ ɑ n
հսկել	h ə s k e l
հստակ	h ə s t ɑ ɡ
հստակորեն	h ə s t ɑ ɡ o ɾ e n
հրաբուխ	h ə ɾ ɑ pʰ u χ
հրադադար	h ə ɾ ɑ tʰ ɑ tʰ ɑ ɾ
հրազեն	h ə ɾ ɑ z e n
հրաժարական	h ə ɾ ɑ ʒ ɑ ɾ ɑ ɡ ɑ n
հրաժարվել	h ə ɾ ɑ ʒ ɑ ɾ v e l
հրաժեշտ	h ə ɾ ɑ ʒ e ʃ t
հրաժեշտախնջույք	h ə ɾ ɑ ʒ e ʃ t ɑ χ ə n t͡ʃʰ u j kʰ
հրաժեշտասեղան	h ə ɾ ɑ ʒ e ʃ t ɑ s e ʁ ɑ n
հրահան	h ə ɾ ɑ h ɑ n
հրահրել	h ə ɾ ɑ h ə ɾ e l
հրաձգարան	h ə ɾ ɑ t͡sʰ ə kʰ ɑ ɾ ɑ n
հրաձգել	h ə ɾ ɑ t͡sʰ ə kʰ e l
հրամայական	h ə ɾ ɑ m ɑ j ɑ ɡ ɑ n
հրամայել	h ə ɾ ɑ m ɑ j e l
հրաման	h ə ɾ ɑ m ɑ n
հրամանատար	h ə ɾ ɑ m ɑ n ɑ d ɑ ɾ
հրանետ	h ə ɾ ɑ n e d
հրաշակերտ	h ə ɾ ɑ ʃ ɑ ɡ e ɾ d
հրաշք	h ə ɾ ɑ ʃ kʰ
հրապատ	h ə ɾ ɑ b ɑ d
հրապարակ	h ə ɾ ɑ b ɑ ɾ ɑ ɡ
հրապարակախոս	h ə ɾ ɑ b ɑ ɾ ɑ ɡ ɑ χ o s
հրապարակայնություն	h ə ɾ ɑ b ɑ ɾ ɑ ɡ ɑ j n u tʰ ʏ n
հրապարակավ	h ɾ ɑ b ɑ ɾ ɑ ɡ ɑ v
հրապարակել	h ə ɾ ɑ b ɑ ɾ ɑ ɡ e l
հրապույր	h ə ɾ ɑ b u j ɾ
հրապուրել	h ə ɾ ɑ b u ɾ e l
հրասախ	h ə ɾ ɑ s ɑ χ
հրասայլ	h ə ɾ ɑ s ɑ j l
հրավառել	h ə ɾ ɑ v ɑ ɾ e l
հրավառություն	h ə ɾ ɑ v ɑ ɾ u tʰ ʏ n
հրավեր	h ə ɾ ɑ v e ɾ
հրավերք	h ə ɾ ɑ v e ɾ kʰ
հրավիրել	h ə ɾ ɑ v i ɾ e l
հրատ	h ə ɾ ɑ d
հրատապ	h ə ɾ ɑ d ɑ b
հրատարակել	h ə ɾ ɑ d ɑ ɾ ɑ ɡ e l
հրատարակիչ	h ə ɾ ɑ d ɑ ɾ ɑ ɡ i t͡ʃʰ
հրատարակում	h ə ɾ ɑ d ɑ ɾ ɑ ɡ u m
հրատարակչություն	h ə ɾ ɑ d ɑ ɾ ɑ kʰ t͡ʃʰ u tʰ ʏ n
հրացան	h ə ɾ ɑ t͡sʰ ɑ n
հրացանակիր	h ə ɾ ɑ t͡sʰ ɑ n ɑ ɡ i ɾ
հրդեհ	h ə ɾ tʰ e h
հրդեհում	h ə ɾ tʰ e h u m
հրեա	h ə ɾ e ɑ
հրեա	h ə ɾ j ɑ
հրեական	h ə ɾ j ɑ ɡ ɑ n
հրեատյաց	h ə ɾ e ɑ d j ɑ t͡sʰ
հրեատյաց	h ə ɾ j ɑ d j ɑ t͡sʰ
հրել	h ə ɾ e l
հրեղեն	h ə ɾ e ʁ e n
հրեշ	h ə ɾ e ʃ
հրեշտակ	h ə ɾ e ʃ t ɑ ɡ
հրես	h ə ɾ e s
հրետ	h ə ɾ e d
հրետանի	h ə ɾ e d ɑ n i
հրթիռ	h ə ɾ tʰ i ɾ
հրթիռային	h ə ɾ tʰ i ɾ ɑ j i n
հրկիզել	h ə ɾ ɡ i z e l
հրկիզում	h ə ɾ ɡ i z u m
հրճվանք	h ə ɾ d͡ʒ v ɑ ŋ kʰ
հրճվել	h ə ɾ d͡ʒ v e l
հրշեջ	h ə ɾ ʃ e t͡ʃʰ
հրողբեր	h ə ɾ o χ p e ɾ
հրոսակախումբ	h ə ɾ o s ɑ ɡ ɑ χ u m pʰ
հրովարտակ	h ə ɾ o v ɑ ɾ d ɑ ɡ
հրուշակ	h ə ɾ u ʃ ɑ ɡ
հրուշակագործ	h ə ɾ u ʃ ɑ ɡ ɑ kʰ o ɾ d͡z
հրուշակեղեն	h ə ɾ u ʃ ɑ ɡ e ʁ e n
հրվանդան	h ə ɾ v ɑ n tʰ ɑ n
հօգուտ	h o kʰ u d
հևք	h e f kʰ
ձ	t͡sʰ ə
ձՙ	d̤͡z̤
ձա	t͡sʰ ɑ
ձագ	t͡sʰ ɑ kʰ
ձագար	t͡sʰ ɑ kʰ ɑ ɾ
ձագուկ	t͡sʰ ɑ kʰ u ɡ
ձախ	t͡sʰ ɑ χ
ձախլիկ	t͡sʰ ɑ χ l i ɡ
ձախող	t͡sʰ ɑ χ o ʁ
ձախողակ	t͡sʰ ɑ χ o ʁ ɑ ɡ
ձախողում	t͡sʰ ɑ χ o ʁ u m
ձախորդ	t͡sʰ ɑ χ o ɾ tʰ
ձաղ	t͡sʰ ɑ ʁ
ձաղանք	t͡sʰ ɑ ʁ ɑ ŋ kʰ
ձաղել	t͡sʰ ɑ ʁ e l
ձաղկ	t͡sʰ ɑ χ k
ձաղկել	t͡sʰ ɑ χ k e l
ձաղտել	t͡sʰ ɑ χ t e l
ձայն	t͡sʰ ɑ j n
ձայնադարձ	t͡sʰ ɑ j n ɑ tʰ ɑ ɾ t͡sʰ
ձայնանիշ	t͡sʰ ɑ j n ɑ n i ʃ
ձայնապնակ	t͡sʰ ɑ j n ɑ b ə n ɑ ɡ
ձայնասփյուռ	t͡sʰ ɑ j n ɑ s pʰ ʏ ɾ
ձայնավոր	t͡sʰ ɑ j n ɑ v o ɾ
ձայնարկիչ	t͡sʰ ɑ j n ɑ ɾ ɡ i t͡ʃʰ
ձայնարկություն	t͡sʰ ɑ j n ɑ ɾ ɡ u tʰ ʏ n
ձայնդարձ	t͡sʰ ɑ j n tʰ ɑ ɾ t͡sʰ
ձայնեղ	t͡sʰ ɑ j n e ʁ
ձայներիզ	t͡sʰ ɑ j n e ɾ i z
ձայնորդ	t͡sʰ ɑ j n o ɾ tʰ
ձանձրալի	t͡sʰ ɑ n t͡sʰ ɾ ɑ l i
ձանձրանալ	t͡sʰ ɑ n t͡sʰ ɾ ɑ n ɑ l
ձանձրույթ	t͡sʰ ɑ n t͡sʰ ɾ u j tʰ
ձառ	t͡sʰ ɑ ɾ
ձավար	t͡sʰ ɑ v ɑ ɾ
ձավարապուր	t͡sʰ ɑ v ɑ ɾ ɑ b u ɾ
ձար	t͡sʰ ɑ ɾ
ձարխոտ	t͡sʰ ɑ ɾ χ o d
ձգել	t͡sʰ ə kʰ e l
ձգձգել	t͡sʰ ə kʰ t͡sʰ ə kʰ e l
ձգտել	t͡sʰ ə kʰ t e l
ձգտում	t͡sʰ ə kʰ t u m
ձեզ	t͡sʰ e z
ձեթ	t͡sʰ e tʰ
ձելկվա	t͡sʰ e l ɡ v ɑ
ձեղնահարկ	t͡sʰ e ʁ n ɑ h ɑ ɾ ɡ
ձեղուն	t͡sʰ e ʁ u n
ձեն	t͡sʰ e n
ձեռ	t͡sʰ e ɾ
ձեռագիր	t͡sʰ e ɾ ɑ kʰ i ɾ
ձեռային	t͡sʰ e ɾ ɑ j i n
ձեռնագնդակ	t͡sʰ e ɾ n ɑ kʰ ə n tʰ ɑ ɡ
ձեռնածու	t͡sʰ e ɾ n ɑ d͡z u
ձեռնաշարժություն	t͡sʰ e ɾ n ɑ ʃ ɑ ɾ ʒ u tʰ ʏ n
ձեռնաշղթա	t͡sʰ e ɾ n ɑ ʃ ə χ tʰ ɑ
ձեռնասայլ	t͡sʰ e ɾ n ɑ s ɑ j l
ձեռնասայլակ	t͡sʰ e ɾ n ɑ s ɑ j l ɑ ɡ
ձեռնարկ	t͡sʰ e ɾ n ɑ ɾ ɡ
ձեռնարկություն	t͡sʰ e ɾ n ɑ ɾ ɡ u tʰ ʏ n
ձեռներեց	t͡sʰ e ɾ n e ɾ e t͡sʰ
ձեռնոց	t͡sʰ e ɾ n o t͡sʰ
ձեռնպահ	t͡sʰ e ɾ ə n b ɑ h
ձեռնտու	d͡z e r n ə t u
ձեռնտու	t͡sʰ e ɾ ə n d u
ձեռք	t͡sʰ e ɾ kʰ
ձեռքի	t͡sʰ e ɾ kʰ i
ձեռքսեղմում	d͡z e r kʰ s e χ m u m
ձեռքսեղմում	t͡sʰ e ɾ kʰ s e ʁ m u m
ձեռքսեղմում	t͡sʰ e ɾ kʰ s e χ m u m
ձետ	t͡sʰ e d
ձեր	t͡sʰ e ɾ
ձերբակալ	t͡sʰ e ɾ pʰ ɑ ɡ ɑ l
ձերբակալել	t͡sʰ e ɾ pʰ ɑ ɡ ɑ l e l
ձերբակալություն	t͡sʰ e ɾ pʰ ɑ ɡ ɑ l u tʰ ʏ n
ձերոնք	t͡sʰ e ɾ o ŋ kʰ
ձերովսանն	t͡sʰ e ɾ o f s ɑ nː
ձի	t͡sʰ i
ձիաբոռ	t͡sʰ i j ɑ pʰ o ɾ
ձիաուժ	t͡sʰ i j ɑ u ʒ
ձիաստան	t͡sʰ i j ɑ s t ɑ n
ձիաստաց	t͡sʰ i j ɑ s t ɑ t͡sʰ
ձիավոր	t͡sʰ i j ɑ v o ɾ
ձիգ	t͡sʰ i kʰ
ձիթայուղ	t͡sʰ i tʰ ɑ j u ʁ
ձիթապտուղ	t͡sʰ i tʰ ɑ b ə d u ʁ
ձիթենի	t͡sʰ i tʰ e n i
ձիուկ	t͡sʰ i j u ɡ
ձիր	t͡sʰ i ɾ
ձիրք	t͡sʰ i ɾ kʰ
ձկնաբան	t͡sʰ ə ɡ n ɑ pʰ ɑ n
ձկնաբանական	t͡sʰ ə ɡ n ɑ pʰ ɑ n ɑ ɡ ɑ n
ձկնաբանություն	t͡sʰ ə ɡ n ɑ pʰ ɑ n u tʰ ʏ n
ձկնկիթ	t͡sʰ ə ɡ ə ŋ ɡ i tʰ
ձկնկուլ	t͡sʰ ə ɡ ə ŋ ɡ u l
ձկնորս	t͡sʰ ə ɡ n o ɾ s
ձկնորսական	t͡sʰ ə ɡ n o ɾ s ɑ ɡ ɑ n
ձկնորսություն	t͡sʰ ə ɡ n o ɾ s u tʰ ʏ n
ձձում	t͡sʰ ə t͡sʰ u m
ձմեթ	t͡sʰ ə m e tʰ
ձմեռ	t͡sʰ ə m e ɾ
ձմեռային	t͡sʰ ə m e ɾ ɑ j i n
ձմեռանոց	t͡sʰ ə m e ɾ ɑ n o t͡sʰ
ձմեռել	t͡sʰ ə m e ɾ e l
ձմեռոց	t͡sʰ ə m e ɾ o t͡sʰ
ձմեռում	t͡sʰ ə m e ɾ u m
ձմերուկ	t͡sʰ ə m e ɾ u ɡ
ձմուկ	t͡sʰ ə m u ɡ
ձմռանը	t͡sʰ ə m ɾ ɑ n ə
ձյութ	t͡sʰ ʏ tʰ
ձյուն	t͡sʰ ʏ n
ձյունակույտ	t͡sʰ ʏ n ɑ ɡ u j d
ձյունահովազ	t͡sʰ ʏ n ɑ h o v ɑ z
ձյունամրրիկ	t͡sʰ ʏ n ɑ m ə ɾː i ɡ
ձյունատախտակ	t͡sʰ ʏ n ɑ d ɑ χ t ɑ ɡ
ձյունափաթիլ	t͡sʰ ʏ n ɑ pʰ ɑ tʰ i l
ձյունե	t͡sʰ ʏ n e
ձնաբուք	t͡sʰ ə n ɑ pʰ u kʰ
ձնագնդիկ	t͡sʰ ə n ɑ kʰ ə n tʰ i ɡ
ձնահյուս	t͡sʰ ə n ɑ h ʏ s
ձնամարդ	t͡sʰ ə n ɑ m ɑ ɾ tʰ
ձնե	t͡sʰ ə n e
ձնեմարդ	t͡sʰ ə n e m ɑ ɾ tʰ
ձնծաղիկ	t͡sʰ ə n d͡z ɑ ʁ i ɡ
ձող	t͡sʰ o ʁ
ձողաձուկ	t͡sʰ o ʁ ɑ t͡sʰ u ɡ
ձողիկ	t͡sʰ o ʁ i ɡ
ձոր	t͡sʰ o ɾ
ձորակ	t͡sʰ o ɾ ɑ ɡ
ձորձ	t͡sʰ o ɾ t͡sʰ
ձու	t͡sʰ u
ձութ	t͡sʰ u tʰ
ձուլածո	t͡sʰ u l ɑ d͡z o
ձուլարան	t͡sʰ u l ɑ ɾ ɑ n
ձուլել	t͡sʰ u l e l
ձուլվել	t͡sʰ u l v e l
ձուկ	t͡sʰ u ɡ
ձուղբ	t͡sʰ u χ p
ձուղպ	t͡sʰ u ʁ b
ձույլ	t͡sʰ u j l
ձուն	t͡sʰ u n
ձվաբջիջ	t͡sʰ ə v ɑ pʰ ə t͡ʃʰ i t͡ʃʰ
ձվագիծ	t͡sʰ ə v ɑ kʰ i d͡z
ձվածեղ	t͡sʰ ə v ɑ d͡z e ʁ
ձվաձեղ	t͡sʰ ə v ɑ t͡sʰ e ʁ
ձվաձև	t͡sʰ ə v ɑ t͡sʰ e v
ձվատար	t͡sʰ ə v ɑ d ɑ ɾ
ձվարան	t͡sʰ ə v ɑ ɾ ɑ n
ձրի	t͡sʰ ə ɾ i
ձրիակեր	t͡sʰ ə ɾ i j ɑ ɡ e ɾ
ձև	t͡sʰ e v
ձևաբանություն	t͡sʰ e v ɑ pʰ ɑ n u tʰ ʏ n
ձևանմուշ	t͡sʰ e v ɑ n ə m u ʃ
ձևաչափ	t͡sʰ e v ɑ t͡ʃʰ ɑ pʰ
ձևավոր	t͡sʰ e v ɑ v o ɾ
ձևավորել	t͡sʰ e v ɑ v o ɾ e l
ձևույթ	t͡sʰ e v u j tʰ
ղ	ʁ ə
ղՙ	q
ղաբուլ	ʁ ɑ pʰ u l
ղազ	ʁ ɑ z
ղազախ	ʁ ɑ z ɑ χ
ղազախական	ʁ ɑ z ɑ χ ɑ ɡ ɑ n
ղազախերեն	ʁ ɑ z ɑ χ e ɾ e n
ղալաթ	ʁ ɑ l ɑ tʰ
ղալամթրաշ	ʁ ɑ l ɑ m tʰ ə ɾ ɑ ʃ
ղալիբ	ʁ ɑ l i pʰ
ղալմաղալ	ʁ ɑ l m ɑ ʁ ɑ l
ղամբար	ʁ ɑ m pʰ ɑ ɾ
ղամպար	ʁ ɑ m b ɑ ɾ
ղայիլ	ʁ ɑ j i l
ղայիշ	ʁ ɑ j i ʃ
ղանթար	ʁ ɑ n tʰ ɑ ɾ
ղանձիլ	ʁ ɑ n t͡sʰ i l
ղանձլամեր	ʁ ɑ n t͡sʰ ə l ɑ m e ɾ
ղաշանգ	ʁ ɑ ʃ ɑ ŋ kʰ
ղաստի	ʁ ɑ s t i
ղավ	ʁ ɑ v
ղատ	ʁ ɑ d
ղարաբաղերեն	ʁ ɑ ɾ ɑ pʰ ɑ ʁ e ɾ e n
ղարաբաղյան	ʁ ɑ ɾ ɑ pʰ ɑ ʁ j ɑ n
ղարաբաղցի	ʁ ɑ ɾ ɑ pʰ ɑ χ t͡sʰ i
ղարանֆիլ	ʁ ɑ ɾ ɑ n f i l
ղարավաշ	ʁ ɑ ɾ ɑ v ɑ ʃ
ղափաղ	ʁ ɑ pʰ ɑ ʁ
ղափամա	ʁ ɑ pʰ ɑ m ɑ
ղափլան	ʁ ɑ pʰ l ɑ n
ղեկ	ʁ e ɡ
ղեկավար	ʁ e ɡ ɑ v ɑ ɾ
ղեկավարել	ʁ e ɡ ɑ v ɑ ɾ e l
ղեկավարություն	ʁ e ɡ ɑ v ɑ ɾ u tʰ ʏ n
ղենջակ	ʁ e n t͡ʃʰ ɑ ɡ
ղեր	ʁ e ɾ
ղզիկ	ʁ ə z i ɡ
ղզլբաշ	ʁ ə z ə l pʰ ɑ ʃ
ղզղնած	ʁ ə z ʁ ə n ɑ d͡z
ղզօղլան	ʁ ə z o ʁ l ɑ n
ղիամաթ	ʁ i j ɑ m ɑ tʰ
ղիյափ	ʁ i j ɑ pʰ
ղոզ	ʁ o z
ղոնաղ	ʁ o n ɑ ʁ
ղութի	ʁ u tʰ i
ղուշ	ʁ u ʃ
ղուսուր	ʁ u s u ɾ
ղպտի	ʁ ə b d i
ղպտիական	ʁ ə b d i j ɑ ɡ ɑ n
ղպտիերեն	ʁ ə b d i j e ɾ e n
ղսմաթ	ʁ ə s m ɑ tʰ
ղրկել	ʁ ə ɾ ɡ e l
ղրղզական	ʁ ə ɾ ʁ ə z ɑ ɡ ɑ n
ղրղզերեն	ʁ ə ɾ ʁ ə z e ɾ e n
ղրղըզ	ʁ ə ɾ ʁ ə z
ճ	d͡ʒ ə
ճագար	d͡ʒ ɑ kʰ ɑ ɾ
ճախարակ	d͡ʒ ɑ χ ɑ ɾ ɑ ɡ
ճախրել	d͡ʒ ɑ χ ɾ e l
ճակատ	d͡ʒ ɑ ɡ ɑ d
ճակատագիր	d͡ʒ ɑ ɡ ɑ d ɑ kʰ i ɾ
ճակատամարտ	d͡ʒ ɑ ɡ ɑ d ɑ m ɑ ɾ d
ճակատային	d͡ʒ ɑ ɡ ɑ d ɑ j i n
ճակնդեղ	d͡ʒ ɑ ɡ ə n tʰ e ʁ
ճահիճ	d͡ʒ ɑ h i d͡ʒ
ճահուկ	d͡ʒ ɑ h u ɡ
ճաղ	d͡ʒ ɑ ʁ
ճաղաշար	d͡ʒ ɑ ʁ ɑ ʃ ɑ ɾ
ճաղաշարք	d͡ʒ ɑ ʁ ɑ ʃ ɑ ɾ kʰ
ճաղատ	d͡ʒ ɑ ʁ ɑ d
ճաճանչ	d͡ʒ ɑ d͡ʒ ɑ n t͡ʃʰ
ճաճանչոսկր	d͡ʒ ɑ d͡ʒ ɑ n t͡ʃʰ o s k ə ɾ
ճամբար	d͡ʒ ɑ m pʰ ɑ ɾ
ճամուկ	d͡ʒ ɑ m u ɡ
ճամպրուկ	d͡ʒ ɑ m b ɾ u ɡ
ճամփա	d͡ʒ ɑ m pʰ ɑ
ճամփել	d͡ʒ ɑ m pʰ e l
ճամփորդ	d͡ʒ ɑ m pʰ o ɾ tʰ
ճամփորդել	d͡ʒ ɑ m pʰ o ɾ tʰ e l
ճայ	d͡ʒ ɑ j
ճան	d͡ʒ ɑ n
ճանաչել	d͡ʒ ɑ n ɑ t͡ʃʰ e l
ճանաչում	d͡ʒ ɑ n ɑ t͡ʃʰ u m
ճանապարհ	d͡ʒ ɑ n ɑ b ɑ ɾ
ճանապարհային	d͡ʒ ɑ n ɑ b ɑ ɾ ɑ j i n
ճանապարհել	d͡ʒ ɑ n ɑ b ɑ ɾ e l
ճանապարհորդ	d͡ʒ ɑ n ɑ b ɑ ɾ o ɾ tʰ
ճանապարհորդել	d͡ʒ ɑ n ɑ b ɑ ɾ o ɾ tʰ e l
ճանապարհորդություն	d͡ʒ ɑ n ɑ b ɑ ɾ o ɾ tʰ u tʰ ʏ n
ճանգ	d͡ʒ ɑ ŋ kʰ
ճանդան	d͡ʒ ɑ n tʰ ɑ n
ճանկ	d͡ʒ ɑ ŋ ɡ
ճանճ	d͡ʒ ɑ n d͡ʒ
ճանճասպան	d͡ʒ ɑ n d͡ʒ ɑ s p ɑ n
ճանճասպան	t͡ʃ ɑ n d͡ʒ ɑ s p ɑ n
ճանճկեն	d͡ʒ ɑ n d͡ʒ ɡ e n
ճանչնալ	d͡ʒ ɑ n t͡ʃʰ n ɑ l
ճաշ	d͡ʒ ɑ ʃ
ճաշակ	d͡ʒ ɑ ʃ ɑ ɡ
ճաշաման	d͡ʒ ɑ ʃ ɑ m ɑ n
ճաշասեղան	d͡ʒ ɑ ʃ ɑ s e ʁ ɑ n
ճաշասրահ	d͡ʒ ɑ ʃ ɑ s ə ɾ ɑ h
ճաշարան	d͡ʒ ɑ ʃ ɑ ɾ ɑ n
ճաշացանկ	d͡ʒ ɑ ʃ ɑ t͡sʰ ɑ ŋ ɡ
ճաշացուցակ	d͡ʒ ɑ ʃ ɑ t͡sʰ u t͡sʰ ɑ ɡ
ճաշել	d͡ʒ ɑ ʃ e l
ճաշկերույթ	d͡ʒ ɑ ʃ k e ɾ u j tʰ
ճապոնական	d͡ʒ ɑ b o n ɑ ɡ ɑ n
