A	ʔ aː ˧˧
Một vành đai, một con đường	m o t̚ ˧˨ ʔ v a j ŋ̟ ˨˩ ʔ ɗ aː j ˧˧ m o t̚ ˧˨ ʔ k ɔ n ˧˧ ʔ ɗ ɨ ə ŋ ˨˩
mơ	m əː ˧˧
Mơ	m əː ˧˧
mơ hồ	m əː ˧˧ h o ˨˩
mơ màng	m əː ˧˧ m aː ŋ ˨˩
mơ mộng	m əː ˧˧ m ə w ŋ͡m ˧˨ ʔ
mơ mơ màng màng	m əː ˧˧ m əː ˧˧ m aː ŋ ˨˩ m aː ŋ ˨˩
mơ tây	m əː ˧˧ t ə j ˧˧
mơ tưởng	m əː ˧˧ t ɨ ə ŋ ˧˩
mơ ước	m əː ˧˧ ʔ ɨ ə k̚ ˧˦
mờ	m əː ˨˩
mờ ảo	m əː ˨˩ ʔ aː w ˧˩
mờ mịt	m əː ˨˩ m i t̚ ˧˨ ʔ
mờ nhạt	m əː ˨˩ ɲ aː t̚ ˧˨ ʔ
mờ sương	m əː ˨˩ s ɨ ə ŋ ˧˧
mở	m əː ˧˩
mở bài	m əː ˧˩ ʔ ɓ aː j ˨˩
mở cửa	m əː ˧˩ k ɨ ə ˧˩
mở đầu	m əː ˧˩ ʔ ɗ ə w ˨˩
mở hàng	m əː ˧˩ h aː ŋ ˨˩
mở lòng	m əː ˧˩ l a w ŋ͡m ˨˩
mở màn	m əː ˧˩ m aː n ˨˩
mở mang	m əː ˧˩ m aː ŋ ˧˧
mở nắp chai	m əː ˧˩ n a p̚ ˧˦ t͡ɕ aː j ˧˧
mở rộng	m əː ˧˩ z ə w ŋ͡m ˧˨ ʔ
mở toang	m əː ˧˩ t w aː ŋ ˧˧
mỡ	m əː ˦ˀ˥
mỡ nước	m əː ˦ˀ˥ n ɨ ə k̚ ˧˦
mớ	m əː ˧˦
mợ	m əː ˧˨ ʔ
mời	m əː j ˨˩
mời chào	m əː j ˨˩ t͡ɕ aː w ˨˩
mời gọi	m əː j ˨˩ ɣ ɔ j ˧˨ ʔ
mời lơi	m əː j ˨˩ l əː j ˧˧
mới	m əː j ˧˦
mới coong	m əː j ˧˦ k ɔ ŋ ˧˧
mới đầu	m əː j ˧˦ ʔ ɗ ə w ˨˩
mới đây	m əː j ˧˦ ʔ ɗ ə j ˧˧
mới lạ	m əː j ˧˦ l aː ˧˨ ʔ
mới mẻ	m əː j ˧˦ m ɛ ˧˩
mới tinh	m əː j ˧˦ t ï ŋ ˧˧
mới toanh	m əː j ˧˦ t w a j ŋ̟ ˧˧
mớm	m əː m ˧˦
mơn man	m əː n ˧˧ m aː n ˧˧
mơn mởn	m əː n ˧˧ m əː n ˧˩
mơn trớn	m əː n ˧˧ t͡ɕ əː n ˧˦
mớn nước	m əː n ˧˦ n ɨ ə k̚ ˧˦
MTDTGPMNVN	m a t̚ ˧˨ ʔ t͡ɕ ə n ˧˨ ʔ z ə n ˧˧ t ə w k͡p̚ ˧˨ ʔ z aː j ˧˩ f a w ŋ͡m ˧˦ m i ə n ˨˩ n aː m ˧˧ v i ə t̚ ˧˨ ʔ n aː m ˧˧
mu	m u ˧˧
mù	m u ˨˩
mù chữ	m u ˨˩ t͡ɕ ɨ ˦ˀ˥
mù công nghệ	m u ˨˩ k ə w ŋ͡m ˧˧ ŋ e ˧˨ ʔ
mù đêm	m u ˨˩ ʔ ɗ e m ˧˧
mù màu	m u ˨˩ m a w ˨˩
mù mịt	m u ˨˩ m i t̚ ˧˨ ʔ
mù quáng	m u ˨˩ k w aː ŋ ˧˦
mù soa	m u ˨˩ s w aː ˧˧
mù tạc	m u ˨˩ t aː k̚ ˧˨ ʔ
mù tạt	m u ˨˩ t aː t̚ ˧˨ ʔ
mù u	m u ˨˩ ʔ u ˧˧
mủ	m u ˧˩
mũ	m u ˦ˀ˥
mũ bảo hiểm	m u ˦ˀ˥ ʔ ɓ aː w ˧˩ h i ə m ˧˩
mũ cánh chuồn	m u ˦ˀ˥ k a j ŋ̟ ˧˦ t͡ɕ u ə n ˨˩
mũ cối	m u ˦ˀ˥ k o j ˧˦
mũ len	m u ˦ˀ˥ l ɛ n ˧˧
mũ mạo	m u ˦ˀ˥ m aː w ˧˨ ʔ
mũ miện	m u ˦ˀ˥ m i ə n ˧˨ ʔ
mũ nón	m u ˦ˀ˥ n ɔ n ˧˦
mũ nồi	m u ˦ˀ˥ n o j ˨˩
mụ	m u ˧˨ ʔ
mụ mị	m u ˧˨ ʔ m i ˧˨ ʔ
mua	m u ə ˧˧
mua bán	m u ə ˧˧ ʔ ɓ aː n ˧˦
mua chuộc	m u ə ˧˧ t͡ɕ u ə k̚ ˧˨ ʔ
mua dâm	m u ə ˧˧ z ə m ˧˧
mua sắm	m u ə ˧˧ s a m ˧˦
mua vui	m u ə ˧˧ v u j ˧˧
mùa	m u ə ˨˩
mùa đông	m u ə ˨˩ ʔ ɗ ə w ŋ͡m ˧˧
mùa hạ	m u ə ˨˩ h aː ˧˨ ʔ
mùa hè	m u ə ˨˩ h ɛ ˨˩
mùa màng	m u ə ˨˩ m aː ŋ ˨˩
mùa mưa	m u ə ˨˩ m ɨ ə ˧˧
mùa nước nổi	m u ə ˨˩ n ɨ ə k̚ ˧˦ n o j ˧˩
mùa thu	m u ə ˨˩ tʰ u ˧˧
mùa vụ	m u ə ˨˩ v u ˧˨ ʔ
mùa xuân	m u ə ˨˩ s w ə n ˧˧
múa	m u ə ˧˦
múa rìu qua mắt thợ	m u ə ˧˦ z i w ˨˩ k w aː ˧˧ m a t̚ ˧˦ tʰ əː ˧˨ ʔ
múa rối nước	m u ə ˧˦ z o j ˧˦ n ɨ ə k̚ ˧˦
múa võ	m u ə ˧˦ v ɔ ˦ˀ˥
múc	m ʊ w k͡p̚ ˧˦
mục	m ʊ w k͡p̚ ˧˨ ʔ
mục đích	m ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ ï k̟̚ ˧˦
mục đích luận	m ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ ï k̟̚ ˧˦ l w ə n ˧˨ ʔ
mục đồng	m ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˨˩
mục lục	m ʊ w k͡p̚ ˧˨ ʔ l ʊ w k͡p̚ ˧˨ ʔ
mục nát	m ʊ w k͡p̚ ˧˨ ʔ n aː t̚ ˧˦
mục sở thị	m ʊ w k͡p̚ ˧˨ ʔ s əː ˧˩ tʰ i ˧˨ ʔ
mục súc	m ʊ w k͡p̚ ˧˨ ʔ s ʊ w k͡p̚ ˧˦
mục sư	m ʊ w k͡p̚ ˧˨ ʔ s ɨ ˧˧
mục tiêu	m ʊ w k͡p̚ ˧˨ ʔ t i ə w ˧˧
mục từ	m ʊ w k͡p̚ ˧˨ ʔ t ɨ ˨˩
mục vụ	m ʊ w k͡p̚ ˧˨ ʔ v u ˧˨ ʔ
mui	m u j ˧˧
mùi	m u j ˨˩
Mùi	m u j ˨˩
mùi mẫn	m u j ˨˩ m ə n ˦ˀ˥
mùi soa	m u j ˨˩ s w aː ˧˧
mùi tàu	m u j ˨˩ t a w ˨˩
mùi tây	m u j ˨˩ t ə j ˧˧
mùi vị	m u j ˨˩ v i ˧˨ ʔ
mủi	m u j ˧˩
mủi lòng	m u j ˧˩ l a w ŋ͡m ˨˩
mũi	m u j ˦ˀ˥
mũi Cà Mau	m u j ˦ˀ˥ k aː ˨˩ m a w ˧˧
mũi Hảo Vọng	m u j ˦ˀ˥ h aː w ˧˩ v a w ŋ͡m ˧˨ ʔ
mũi tên	m u j ˦ˀ˥ t e n ˧˧
múi	m u j ˧˦
múi giờ	m u j ˧˦ z əː ˨˩
mũm mĩm	m u m ˦ˀ˥ m i m ˦ˀ˥
mun	m u n ˧˧
mùn	m u n ˨˩
mùn cưa	m u n ˨˩ k ɨ ə ˧˧
mủn	m u n ˧˩
mụn	m u n ˧˨ ʔ
mụn cám	m u n ˧˨ ʔ k aː m ˧˦
mụn nhọt	m u n ˧˨ ʔ ɲ ɔ t̚ ˧˨ ʔ
mụn rộp	m u n ˧˨ ʔ z o p̚ ˧˨ ʔ
mùng	m ʊ w ŋ͡m ˨˩
muôi	m u ə j ˧˧
muồi	m u ə j ˨˩
muỗi	m u ə j ˦ˀ˥
muối	m u ə j ˧˦
muối ăn	m u ə j ˧˦ ʔ a n ˧˧
muối bỏ biển	m u ə j ˧˦ ʔ ɓ ɔ ˧˩ ʔ ɓ i ə n ˧˩
muối mè	m u ə j ˧˦ m ɛ ˨˩
muối mỏ	m u ə j ˧˦ m ɔ ˧˩
muội	m u ə j ˧˨ ʔ
muồm muỗm	m u ə m ˨˩ m u ə m ˦ˀ˥
muỗm	m u ə m ˦ˀ˥
muôn	m u ə n ˧˧
muôn đời	m u ə n ˧˧ ʔ ɗ əː j ˨˩
muôn hình	m u ə n ˧˧ h ï ŋ ˨˩
muôn hình vạn trạng	m u ə n ˧˧ h ï ŋ ˨˩ v aː n ˧˨ ʔ t͡ɕ aː ŋ ˧˨ ʔ
muôn năm	m u ə n ˧˧ n a m ˧˧
muôn tâu	m u ə n ˧˧ t ə w ˧˧
muôn thú	m u ə n ˧˧ tʰ u ˧˦
muôn thuở	m u ə n ˧˧ tʰ w əː ˧˩
muôn trùng	m u ə n ˧˧ t͡ɕ ʊ w ŋ͡m ˨˩
muôn vàn	m u ə n ˧˧ v aː n ˨˩
muốn	m u ə n ˧˦
muốn ăn thì lăn vào bếp	m u ə n ˧˦ ʔ a n ˧˧ tʰ i ˨˩ l a n ˧˧ v aː w ˨˩ ʔ ɓ e p̚ ˧˦
muộn	m u ə n ˧˨ ʔ
muộn màng	m u ə n ˧˨ ʔ m aː ŋ ˨˩
muộn mằn	m u ə n ˧˨ ʔ m a n ˨˩
muộn phiền	m u ə n ˧˨ ʔ f i ə n ˨˩
muông	m u ə ŋ ˧˧
muông thú	m u ə ŋ ˧˧ tʰ u ˧˦
muồng	m u ə ŋ ˨˩
muỗng	m u ə ŋ ˦ˀ˥
muỗng cà phê	m u ə ŋ ˦ˀ˥ k aː ˨˩ f e ˧˧
muỗng canh	m u ə ŋ ˦ˀ˥ k a j ŋ̟ ˧˧
muống	m u ə ŋ ˧˦
múp	m u p̚ ˧˦
mụp	m u p̚ ˧˨ ʔ
mút	m u t̚ ˧˦
mụt	m u t̚ ˧˨ ʔ
mụt ruồi	m u t̚ ˧˨ ʔ z u ə j ˨˩
mưa	m ɨ ə ˧˧
mưa bão	m ɨ ə ˧˧ ʔ ɓ aː w ˦ˀ˥
mưa bóng mây	m ɨ ə ˧˧ ʔ ɓ a w ŋ͡m ˧˦ m ə j ˧˧
mưa đá	m ɨ ə ˧˧ ʔ ɗ aː ˧˦
mưa gió	m ɨ ə ˧˧ z ɔ ˧˦
mưa ngâu	m ɨ ə ˧˧ ŋ ə w ˧˧
mưa phùn	m ɨ ə ˧˧ f u n ˨˩
mưa rào	m ɨ ə ˧˧ z aː w ˨˩
mưa tuyết	m ɨ ə ˧˧ t w i ə t̚ ˧˦
mửa	m ɨ ə ˧˩
mửa mật	m ɨ ə ˧˩ m ə t̚ ˧˨ ʔ
mứa	m ɨ ə ˧˦
mựa	m ɨ ə ˧˨ ʔ
mức	m ɨ k̚ ˧˦
mức độ	m ɨ k̚ ˧˦ ʔ ɗ o ˧˨ ʔ
mức sống	m ɨ k̚ ˧˦ s ə w ŋ͡m ˧˦
mực	m ɨ k̚ ˧˨ ʔ
Mực	m ɨ k̚ ˧˨ ʔ
mực dái	m ɨ k̚ ˧˨ ʔ z aː j ˧˦
mực ghim	m ɨ k̚ ˧˨ ʔ ɣ i m ˧˧
mực khổng lồ	m ɨ k̚ ˧˨ ʔ x ə w ŋ͡m ˧˩ l o ˨˩
mực kim	m ɨ k̚ ˧˨ ʔ k i m ˧˧
mực lá	m ɨ k̚ ˧˨ ʔ l aː ˧˦
mực ma	m ɨ k̚ ˧˨ ʔ m aː ˧˧
mực mai	m ɨ k̚ ˧˨ ʔ m aː j ˧˧
mực nang	m ɨ k̚ ˧˨ ʔ n aː ŋ ˧˧
mực ống	m ɨ k̚ ˧˨ ʔ ʔ ə w ŋ͡m ˧˦
mực quỷ	m ɨ k̚ ˧˨ ʔ k w i ˧˩
mực tàu	m ɨ k̚ ˧˨ ʔ t a w ˨˩
mực Tàu	m ɨ k̚ ˧˨ ʔ t a w ˨˩
mực thẻ	m ɨ k̚ ˧˨ ʔ tʰ ɛ ˧˩
mực thỏi	m ɨ k̚ ˧˨ ʔ tʰ ɔ j ˧˩
mực tuộc	m ɨ k̚ ˧˨ ʔ t u ə k̚ ˧˨ ʔ
mực xà	m ɨ k̚ ˧˨ ʔ s aː ˨˩
mưng mủ	m ɨ ŋ ˧˧ m u ˧˩
mừng	m ɨ ŋ ˨˩
mừng húm	m ɨ ŋ ˨˩ h u m ˧˦
mừng quýnh	m ɨ ŋ ˨˩ k w ï ŋ̟ ˧˦
mừng rỡ	m ɨ ŋ ˨˩ z əː ˦ˀ˥
mừng tuổi	m ɨ ŋ ˨˩ t u ə j ˧˩
mươi	m ɨ ə j ˧˧
mười	m ɨ ə j ˨˩
mười ba	m ɨ ə j ˨˩ ʔ ɓ aː ˧˧
mười bảy	m ɨ ə j ˨˩ ʔ ɓ a j ˧˩
mười bốn	m ɨ ə j ˨˩ ʔ ɓ o n ˧˦
mười chín	m ɨ ə j ˨˩ t͡ɕ i n ˧˦
mười hai	m ɨ ə j ˨˩ h aː j ˧˧
mười lăm	m ɨ ə j ˨˩ l a m ˧˧
mười một	m ɨ ə j ˨˩ m o t̚ ˧˨ ʔ
mười mươi	m ɨ ə j ˨˩ m ɨ ə j ˧˧
mười phân vẹn mười	m ɨ ə j ˨˩ f ə n ˧˧ v ɛ n ˧˨ ʔ m ɨ ə j ˨˩
mười sáu	m ɨ ə j ˨˩ s a w ˧˦
mười tám	m ɨ ə j ˨˩ t aː m ˧˦
mươn	m ɨ ə n ˧˧
mướn	m ɨ ə n ˧˦
mượn	m ɨ ə n ˧˨ ʔ
mượn cớ	m ɨ ə n ˧˨ ʔ k əː ˧˦
mượn gió bẻ măng	m ɨ ə n ˧˨ ʔ z ɔ ˧˦ ʔ ɓ ɛ ˧˩ m a ŋ ˧˧
mương	m ɨ ə ŋ ˧˧
Mường	m ɨ ə ŋ ˨˩
mường	m ɨ ə ŋ ˨˩
Mường Thanh	m ɨ ə ŋ ˨˩ tʰ a j ŋ̟ ˧˧
mường tượng	m ɨ ə ŋ ˨˩ t ɨ ə ŋ ˧˨ ʔ
mướp	m ɨ ə p̚ ˧˦
mướp đắng	m ɨ ə p̚ ˧˦ ʔ ɗ a ŋ ˧˦
mướp tây	m ɨ ə p̚ ˧˦ t ə j ˧˧
mướt	m ɨ ə t̚ ˧˦
mướt mát	m ɨ ə t̚ ˧˦ m aː t̚ ˧˦
mượt	m ɨ ə t̚ ˧˨ ʔ
mượt mà	m ɨ ə t̚ ˧˨ ʔ m aː ˨˩
mứt	m ɨ t̚ ˧˦
mưu	m i w ˧˧
mưu cầu	m i w ˧˧ k ə w ˨˩
mưu đồ	m i w ˧˧ ʔ ɗ o ˨˩
mưu mẹo	m i w ˧˧ m ɛ w ˧˨ ʔ
mưu sát	m i w ˧˧ s aː t̚ ˧˦
mưu sĩ	m i w ˧˧ s i ˦ˀ˥
mưu sinh	m i w ˧˧ s ï ŋ ˧˧
mưu toan	m i w ˧˧ t w aː n ˧˧
mưu trí	m i w ˧˧ t͡ɕ i ˧˦
MV	ʔ ɛ m ˧˧ v i ˧˧
Mỹ Sơn	m i ˦ˀ˥ s əː n ˧˧
Mỵ	m i ˧˨ ʔ
N	ʔ ɛ ˧˧ n əː ˨˩
N	ʔ ɛ n ˧˧ n əː ˨˩
N	n əː ˨˩ tʰ ə p̚ ˧˦
N	n əː ˨˩
na	n aː ˧˧
Na	n aː ˧˧
na ná	n aː ˧˧ n aː ˧˦
Na Tra	n aː ˧˧ t͡ɕ aː ˧˧
Na Uy	n aː ˧˧ ʔ w i ˧˧
nà	n aː ˨˩
nã	n aː ˦ˀ˥
Nã Phá Luân	n aː ˦ˀ˥ f aː ˧˦ l w ə n ˧˧
ná	n aː ˧˦
ná thở	n aː ˧˦ tʰ əː ˧˩
nạ	n aː ˧˨ ʔ
nạ dòng	n aː ˧˨ ʔ z a w ŋ͡m ˨˩
nác	n aː k̚ ˧˦
nác méng	n aː k̚ ˧˦ m ɛ ŋ ˧˦
nạc	n aː k̚ ˧˨ ʔ
nách	n a j k̟̚ ˧˦
nai	n aː j ˧˧
nai cà tông	n aː j ˧˧ k aː ˨˩ t ə w ŋ͡m ˧˧
nai lưng	n aː j ˧˧ l ɨ ŋ ˧˧
nai nịt	n aː j ˧˧ n i t̚ ˧˨ ʔ
nai sừng tấm	n aː j ˧˧ s ɨ ŋ ˨˩ t ə m ˧˦
nài	n aː j ˨˩
nải	n aː j ˧˩
Nãi Man	n aː j ˦ˀ˥ m aː n ˧˧
nái	n aː j ˧˦
nail	n ɛ w ˧˧
nam	n aː m ˧˧
Nam	n aː m ˧˧
Nam Á	n aː m ˧˧ ʔ aː ˧˦
Nam Âu	n aː m ˧˧ ʔ ə w ˧˧
nam bán cầu	n aː m ˧˧ ʔ ɓ aː n ˧˦ k ə w ˨˩
Nam Băng Dương	n aː m ˧˧ ʔ ɓ a ŋ ˧˧ z ɨ ə ŋ ˧˧
Nam Bộ	n aː m ˧˧ ʔ ɓ o ˧˨ ʔ
nam châm	n aː m ˧˧ t͡ɕ ə m ˧˧
Nam Chiếu	n aː m ˧˧ t͡ɕ i ə w ˧˦
nam chính	n aː m ˧˧ t͡ɕ ï ŋ ˧˦
Nam cực	n aː m ˧˧ k ɨ k̚ ˧˨ ʔ
nam cực	n aː m ˧˧ k ɨ k̚ ˧˨ ʔ
Nam Dương	n aː m ˧˧ z ɨ ə ŋ ˧˧
Nam Đại Dương	n aː m ˧˧ ʔ ɗ aː j ˧˨ ʔ z ɨ ə ŋ ˧˧
Nam Đàn	n aː m ˧˧ ʔ ɗ aː n ˨˩
Nam Đầu	n aː m ˧˧ ʔ ɗ ə w ˨˩
Nam Đẩu	n aː m ˧˧ ʔ ɗ ə w ˧˩
Nam Định	n aː m ˧˧ ʔ ɗ ï ŋ ˧˨ ʔ
nam giao	n aː m ˧˧ z aː w ˧˧
nam giới	n aː m ˧˧ z əː j ˧˦
Nam Hà	n aː m ˧˧ h aː ˨˩
Nam Hà Lan	n aː m ˧˧ h aː ˨˩ l aː n ˧˧
Nam Hàn	n aː m ˧˧ h aː n ˨˩
Nam Hán	n aː m ˧˧ h aː n ˧˦
Nam Hoa kinh	n aː m ˧˧ h w aː ˧˧ k ï ŋ ˧˧
nam hoá	n aː m ˧˧ h w aː ˧˦
nam khoa	n aː m ˧˧ x w aː ˧˧
Nam Kì	n aː m ˧˧ k i ˨˩
Nam Kinh	n aː m ˧˧ k ï ŋ ˧˧
Nam Mĩ	n aː m ˧˧ m i ˦ˀ˥
nam mô	n aː m ˧˧ m o ˧˧
Nam mô A Di Đà Phật	n aː m ˧˧ m o ˧˧ ʔ aː ˧˧ z i ˧˧ ʔ ɗ aː ˨˩ f ə t̚ ˧˨ ʔ
nam nhân ngư	n aː m ˧˧ ɲ ə n ˧˧ ŋ ɨ ˧˧
nam nữ	n aː m ˧˧ n ɨ ˦ˀ˥
nam nữ thụ thụ bất thân	n aː m ˧˧ n ɨ ˦ˀ˥ tʰ u ˧˨ ʔ tʰ u ˧˨ ʔ ʔ ɓ ə t̚ ˧˦ tʰ ə n ˧˧
Nam Ô	n aː m ˧˧ ʔ o ˧˧
Nam Phần	n aː m ˧˧ f ə n ˨˩
Nam Phi	n aː m ˧˧ f i ˧˧
Nam Sách	n aː m ˧˧ s a j k̟̚ ˧˦
nam sinh	n aː m ˧˧ s ï ŋ ˧˧
Nam Tào	n aː m ˧˧ t aː w ˨˩
Nam Tề	n aː m ˧˧ t e ˨˩
nam thanh nữ tú	n aː m ˧˧ tʰ a j ŋ̟ ˧˧ n ɨ ˦ˀ˥ t u ˧˦
nam thực như hổ, nữ thực như miêu	n aː m ˧˧ tʰ ɨ k̚ ˧˨ ʔ ɲ ɨ ˧˧ h o ˧˩ n ɨ ˦ˀ˥ tʰ ɨ k̚ ˧˨ ʔ ɲ ɨ ˧˧ m i ə w ˧˧
Nam tiến	n aː m ˧˧ t i ə n ˧˦
nam tính	n aː m ˧˧ t ï ŋ ˧˦
nam tôn nữ ti	n aː m ˧˧ t o n ˧˧ n ɨ ˦ˀ˥ t i ˧˧
Nam Tống	n aː m ˧˧ t ə w ŋ͡m ˧˦
nam trầm	n aː m ˧˧ t͡ɕ ə m ˨˩
Nam triều	n aː m ˧˧ t͡ɕ i ə w ˨˩
Nam Triều Tiên	n aː m ˧˧ t͡ɕ i ə w ˨˩ t i ə n ˧˧
Nam Trung Bộ	n aː m ˧˧ t͡ɕ ʊ w ŋ͡m ˧˧ ʔ ɓ o ˧˨ ʔ
Nam Tư	n aː m ˧˧ t ɨ ˧˧
nam tước	n aː m ˧˧ t ɨ ə k̚ ˧˦
Nam Úc	n aː m ˧˧ ʔ ʊ w k͡p̚ ˧˦
Nam Vang	n aː m ˧˧ v aː ŋ ˧˧
Nam Việt	n aː m ˧˧ v i ə t̚ ˧˨ ʔ
Nam Vinh	n aː m ˧˧ v ï ŋ ˧˧
nam vô	n aː m ˧˧ v o ˧˧
Nam Xương	n aː m ˧˧ s ɨ ə ŋ ˧˧
nám	n aː m ˧˦
nạm	n aː m ˧˨ ʔ
nan	n aː n ˧˧
nan giải	n aː n ˧˧ z aː j ˧˩
nan hoa	n aː n ˧˧ h w aː ˧˧
nan y	n aː n ˧˧ ʔ i ˧˧
nản	n aː n ˧˩
nản chí	n aː n ˧˩ t͡ɕ i ˧˦
nản lòng	n aː n ˧˩ l a w ŋ͡m ˨˩
nán	n aː n ˧˦
nạn	n aː n ˧˨ ʔ
nạn nhân	n aː n ˧˨ ʔ ɲ ə n ˧˧
nang	n aː ŋ ˧˧
nàng	n aː ŋ ˨˩
nàng thơ	n aː ŋ ˨˩ tʰ əː ˧˧
nàng tiên	n aː ŋ ˨˩ t i ə n ˧˧
nàng tiên cá	n aː ŋ ˨˩ t i ə n ˧˧ k aː ˧˦
náng	n aː ŋ ˧˦
nạng	n aː ŋ ˧˨ ʔ
nanh	n a j ŋ̟ ˧˧
nanh nọc	n a j ŋ̟ ˧˧ n a w k͡p̚ ˧˨ ʔ
nanh sấu	n a j ŋ̟ ˧˧ s ə w ˧˦
nanh vuốt	n a j ŋ̟ ˧˧ v u ə t̚ ˧˦
nạnh	n a j ŋ̟ ˧˨ ʔ
nao	n aː w ˧˧
nao lòng	n aː w ˧˧ l a w ŋ͡m ˨˩
nao nao	n aː w ˧˧ n aː w ˧˧
nao núng	n aː w ˧˧ n ʊ w ŋ͡m ˧˦
nao nức	n aː w ˧˧ n ɨ k̚ ˧˦
nào	n aː w ˨˩
nào giờ	n aː w ˨˩ z əː ˨˩
nào ngờ	n aː w ˨˩ ŋ əː ˨˩
não	n aː w ˦ˀ˥
não bộ	n aː w ˦ˀ˥ ʔ ɓ o ˧˨ ʔ
não cá vàng	n aː w ˦ˀ˥ k aː ˧˦ v aː ŋ ˨˩
não mô cầu	n aː w ˦ˀ˥ m o ˧˧ k ə w ˨˩
não nề	n aː w ˦ˀ˥ n e ˨˩
não ngắn	n aː w ˦ˀ˥ ŋ a n ˧˦
não nùng	n aː w ˦ˀ˥ n ʊ w ŋ͡m ˨˩
não nuột	n aː w ˦ˀ˥ n u ə t̚ ˧˨ ʔ
não to	n aː w ˦ˀ˥ t ɔ ˧˧
não trạng	n aː w ˦ˀ˥ t͡ɕ aː ŋ ˧˨ ʔ
náo	n aː w ˧˦
náo động	n aː w ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
náo loạn	n aː w ˧˦ l w aː n ˧˨ ʔ
náo nhiệt	n aː w ˧˦ ɲ i ə t̚ ˧˨ ʔ
náo nức	n aː w ˧˦ n ɨ k̚ ˧˦
nạo	n aː w ˧˨ ʔ
nạo bạt	n aː w ˧˨ ʔ ʔ ɓ aː t̚ ˧˨ ʔ
nạo vét	n aː w ˧˨ ʔ v ɛ t̚ ˧˦
nạp	n aː p̚ ˧˨ ʔ
nạp điện	n aː p̚ ˧˨ ʔ ʔ ɗ i ə n ˧˨ ʔ
napan	n aː ˧˧ p aː n ˧˧
Napoli	n aː ˧˧ p o ˧˧ l i ˧˧
NASA	n aː ˧˧ z aː ˧˧
NASA	n aː ˧˧ s aː ˧˧
nát	n aː t̚ ˧˦
nát rượu	n aː t̚ ˧˦ z i ə w ˧˨ ʔ
nạt	n aː t̚ ˧˨ ʔ
natri	n aː ˧˧ t͡ɕ i ˧˧
nau	n a w ˧˧
náu	n a w ˧˦
nay	n a j ˧˧
nay mai	n a j ˧˧ m aː j ˧˧
này	n a j ˨˩
này kia khác nọ	n a j ˨˩ k i ə ˧˧ x aː k̚ ˧˦ n ɔ ˧˨ ʔ
này nọ	n a j ˨˩ n ɔ ˧˨ ʔ
nảy	n a j ˧˩
nảy nở	n a j ˧˩ n əː ˧˩
nảy sinh	n a j ˧˩ s ï ŋ ˧˧
nãy	n a j ˦ˀ˥
nãy giờ	n a j ˦ˀ˥ z əː ˨˩
nạy	n a j ˧˨ ʔ
nắc nẻ	n a k̚ ˧˦ n ɛ ˧˩
nặc	n a k̚ ˧˨ ʔ
nặc danh	n a k̚ ˧˨ ʔ z a j ŋ̟ ˧˧
năm	n a m ˧˧
năm ánh sáng	n a m ˧˧ ʔ a j ŋ̟ ˧˦ s aː ŋ ˧˦
năm châu bốn bể	n a m ˧˧ t͡ɕ ə w ˧˧ ʔ ɓ o n ˧˦ ʔ ɓ e ˧˩
năm học	n a m ˧˧ h a w k͡p̚ ˧˨ ʔ
năm mới	n a m ˧˧ m əː j ˧˦
năm mười	n a m ˧˧ m ɨ ə j ˨˩
năm ngoái	n a m ˧˧ ŋ w aː j ˧˦
năm nhuận	n a m ˧˧ ɲ w ə n ˧˨ ʔ
năm tài chính	n a m ˧˧ t aː j ˨˩ t͡ɕ ï ŋ ˧˦
năm tháng	n a m ˧˧ tʰ aː ŋ ˧˦
năm thì mười hoạ	n a m ˧˧ tʰ i ˨˩ m ɨ ə j ˨˩ h w aː ˧˨ ʔ
năm Thìn bão lụt	n a m ˧˧ tʰ i n ˨˩ ʔ ɓ aː w ˦ˀ˥ l u t̚ ˧˨ ʔ
năm xưa	n a m ˧˧ s ɨ ə ˧˧
nằm	n a m ˨˩
nằm gai nếm mật	n a m ˨˩ ɣ aː j ˧˧ n e m ˧˦ m ə t̚ ˧˨ ʔ
nằm lòng	n a m ˨˩ l a w ŋ͡m ˨˩
nằm mơ	n a m ˨˩ m əː ˧˧
nằm vùng	n a m ˨˩ v ʊ w ŋ͡m ˨˩
nằm xuống	n a m ˨˩ s u ə ŋ ˧˦
nẳm	n a m ˧˩
nắm	n a m ˧˦
nắm bắt	n a m ˧˦ ʔ ɓ a t̚ ˧˦
nắm đấm	n a m ˧˦ ʔ ɗ ə m ˧˦
nắm giữ	n a m ˧˦ z ɨ ˦ˀ˥
nắm lấy	n a m ˧˦ l ə j ˧˦
nắm thằng có tóc, không ai nắm kẻ trọc đầu	n a m ˧˦ tʰ a ŋ ˨˩ k ɔ ˧˦ t a w k͡p̚ ˧˦ x ə w ŋ͡m ˧˧ ʔ aː j ˧˧ n a m ˧˦ k ɛ ˧˩ t͡ɕ a w k͡p̚ ˧˨ ʔ ʔ ɗ ə w ˨˩
năn	n a n ˧˧
năn ngọt	n a n ˧˧ ŋ ɔ t̚ ˧˨ ʔ
năn nỉ	n a n ˧˧ n i ˧˩
nắn	n a n ˧˦
nắn dòng	n a n ˧˦ z a w ŋ͡m ˨˩
