a	ɒ
kenyerén	k ɛ ɲ ɛ r eː n
kenyér	k ɛ ɲ eː r
kenyérbetű	k ɛ ɲ eː r b ɛ t yː
kenyérbolt	k ɛ ɲ eː r b o l t
kenyérboltok	k ɛ ɲ eː r b o l t o k
kenyéren	k ɛ ɲ eː r ɛ n
kenyérkosár	k ɛ ɲ eː r k o ʃ aː r
kenyérszöveg	k ɛ ɲ eː r s ø v ɛ ɡ
kenyérért	k ɛ ɲ eː r eː r t
kenőcs	k ɛ n øː t͡ʃ
kenőcsök	k ɛ n øː t͡ʃ ø k
kerecsensólymok	k ɛ r ɛ t͡ʃ ɛ n ʃ oː j m o k
kerecsensólyom	k ɛ r ɛ t͡ʃ ɛ n ʃ oː j o m
kerek	k ɛ r ɛ k
kerekded	k ɛ r ɛ ɡ d ɛ d
kerekdedebb	k ɛ r ɛ ɡ d ɛ d ɛ bː
kereke	k ɛ r ɛ k ɛ
kerekebb	k ɛ r ɛ k ɛ bː
kerekek	k ɛ r ɛ k ɛ k
kerekes	k ɛ r ɛ k ɛ ʃ
kerekesszék	k ɛ r ɛ k ɛ ʃ s eː k
kerekít	k ɛ r ɛ k iː t
kerekű	k ɛ r ɛ k yː
keres	k ɛ r ɛ ʃ
keresd	k ɛ r ɛ ʒ d
keresed	k ɛ r ɛ ʃ ɛ d
keresek	k ɛ r ɛ ʃ ɛ k
keresel	k ɛ r ɛ ʃ ɛ l
keresem	k ɛ r ɛ ʃ ɛ m
kereset	k ɛ r ɛ ʃ ɛ t
keresetek	k ɛ r ɛ ʃ ɛ t ɛ k
keresetet	k ɛ r ɛ ʃ ɛ t ɛ t
keresett	k ɛ r ɛ ʃ ɛ tː
keresgél	k ɛ r ɛ ʒ ɡ eː l
keresgélt	k ɛ r ɛ ʒ ɡ eː l t
kereshet	k ɛ r ɛ ʃ h ɛ t
kereshető	k ɛ r ɛ ʃ h ɛ t øː
kereshetők	k ɛ r ɛ ʃ h ɛ t øː k
keresi	k ɛ r ɛ ʃ i
keresik	k ɛ r ɛ ʃ i k
kereskedelem	k ɛ r ɛ ʃ k ɛ d ɛ l ɛ m
kereskedelme	k ɛ r ɛ ʃ k ɛ d ɛ l m ɛ
kereskedelmek	k ɛ r ɛ ʃ k ɛ d ɛ l m ɛ k
kereskedelmi	k ɛ r ɛ ʃ k ɛ d ɛ l m i
kereskedik	k ɛ r ɛ ʃ k ɛ d i k
kereskedés	k ɛ r ɛ ʃ k ɛ d eː ʃ
kereskedések	k ɛ r ɛ ʃ k ɛ d eː ʃ ɛ k
kereskedő	k ɛ r ɛ ʃ k ɛ d øː
kereskedők	k ɛ r ɛ ʃ k ɛ d øː k
kereslek	k ɛ r ɛ ʃ l ɛ k
kereslet	k ɛ r ɛ ʃ l ɛ t
keresletek	k ɛ r ɛ ʃ l ɛ t ɛ k
keresmény	k ɛ r ɛ ʃ m eː ɲ
keresmények	k ɛ r ɛ ʃ m eː ɲ ɛ k
keresnek	k ɛ r ɛ ʃ n ɛ k
keresni	k ɛ r ɛ ʃ n i
keresnivaló	k ɛ r ɛ ʃ n i v ɒ l oː
keresnélek	k ɛ r ɛ ʃ n eː l ɛ k
keress	k ɛ r ɛ ʃː
keresse	k ɛ r ɛ ʃː ɛ
keresselek	k ɛ r ɛ ʃː ɛ l ɛ k
keressük	k ɛ r ɛ ʃː y k
kereste	k ɛ r ɛ ʃ t ɛ
kerested	k ɛ r ɛ ʃ t ɛ d
kerestelek	k ɛ r ɛ ʃ t ɛ l ɛ k
kerestem	k ɛ r ɛ ʃ t ɛ m
kerestél	k ɛ r ɛ ʃ t eː l
keresve	k ɛ r ɛ ʃ v ɛ
kereszt	k ɛ r ɛ s t
keresztbe	k ɛ r ɛ z d b ɛ
keresztcsont	k ɛ r ɛ s t t͡ʃ o n t
keresztcsontok	k ɛ r ɛ s t t͡ʃ o n t o k
keresztek	k ɛ r ɛ s t ɛ k
keresztel	k ɛ r ɛ s t ɛ l
keresztelés	k ɛ r ɛ s t ɛ l eː ʃ
keresztelő	k ɛ r ɛ s t ɛ l øː
keresztelők	k ɛ r ɛ s t ɛ l øː k
keresztes	k ɛ r ɛ s t ɛ ʃ
keresztesek	k ɛ r ɛ s t ɛ ʃ ɛ k
keresztespók	k ɛ r ɛ s t ɛ ʃ p oː k
keresztespókok	k ɛ r ɛ s t ɛ ʃ p oː k o k
keresztet	k ɛ r ɛ s t ɛ t
kereszthalál	k ɛ r ɛ s t h ɒ l aː l
keresztlány	k ɛ r ɛ s t l aː ɲ
keresztlányok	k ɛ r ɛ s t l aː ɲ o k
keresztnevek	k ɛ r ɛ s t n ɛ v ɛ k
keresztnév	k ɛ r ɛ s t n eː v
keresztre	k ɛ r ɛ s t r ɛ
keresztrejtvény	k ɛ r ɛ s t r ɛ j t v eː ɲ
keresztrejtvényből	k ɛ r ɛ s t r ɛ j t v eː ɲ b øː l
keresztrejtvények	k ɛ r ɛ s t r ɛ j t v eː ɲ ɛ k
kereszttel	k ɛ r ɛ s t ɛ l
kereszttűz	k ɛ r ɛ s t yː z
keresztvetés	k ɛ r ɛ s t v ɛ t eː ʃ
keresztvetések	k ɛ r ɛ s t v ɛ t eː ʃ ɛ k
keresztény	k ɛ r ɛ s t eː ɲ
keresztények	k ɛ r ɛ s t eː ɲ ɛ k
kereszténység	k ɛ r ɛ s t eː ɲ ʃ eː ɡ
keresztül	k ɛ r ɛ s t y l
keresztülfolyik	k ɛ r ɛ s t y l f o j i k
keresztüli	k ɛ r ɛ s t y l i
keresztülmegy	k ɛ r ɛ s t y l m ɛ ɟ
keresés	k ɛ r ɛ ʃ eː ʃ
keresése	k ɛ r ɛ ʃ eː ʃ ɛ
keresések	k ɛ r ɛ ʃ eː ʃ ɛ k
kereséssel	k ɛ r ɛ ʃ eː ʃː ɛ l
keresünk	k ɛ r ɛ ʃ y ŋ k
kereső	k ɛ r ɛ ʃ øː
keresők	k ɛ r ɛ ʃ øː k
keresőlámpa	k ɛ r ɛ ʃ øː l aː m p ɒ
keresőlámpák	k ɛ r ɛ ʃ øː l aː m p aː k
keresőmotor	k ɛ r ɛ ʃ øː m o t o r
keret	k ɛ r ɛ t
kerete	k ɛ r ɛ t ɛ
keretei	k ɛ r ɛ t ɛ j i
keretek	k ɛ r ɛ t ɛ k
kereteket	k ɛ r ɛ t ɛ k ɛ t
keretelem	k ɛ r ɛ t ɛ l ɛ m
kereten	k ɛ r ɛ t ɛ n
keretet	k ɛ r ɛ t ɛ t
keretében	k ɛ r ɛ t eː b ɛ n
keretén	k ɛ r ɛ t eː n
kerevet	k ɛ r ɛ v ɛ t
kerevetek	k ɛ r ɛ v ɛ t ɛ k
kerge	k ɛ r ɡ ɛ
kerget	k ɛ r ɡ ɛ t
kergébb	k ɛ r ɡ eː bː
kering	k ɛ r i ŋ ɡ
keringsz	k ɛ r i ŋ k s
keringés	k ɛ r i ŋ ɡ eː ʃ
keringések	k ɛ r i ŋ ɡ eː ʃ ɛ k
keringési	k ɛ r i ŋ ɡ eː ʃ i
keringő	k ɛ r i ŋ ɡ øː
keringők	k ɛ r i ŋ ɡ øː k
keringőzik	k ɛ r i ŋ ɡ øː z i k
kernel	k ɛ r n ɛ l
kernelek	k ɛ r n ɛ l ɛ k
kerozin	k ɛ r o z i n
kert	k ɛ r t
kertbe	k ɛ r d b ɛ
kertben	k ɛ r d b ɛ n
kertből	k ɛ r d b øː l
kerted	k ɛ r t ɛ d
kertek	k ɛ r t ɛ k
kertekbe	k ɛ r t ɛ ɡ b ɛ
kertekben	k ɛ r t ɛ ɡ b ɛ n
kertekből	k ɛ r t ɛ ɡ b øː l
kerteken	k ɛ r t ɛ k ɛ n
kerteket	k ɛ r t ɛ k ɛ t
kertekhez	k ɛ r t ɛ k h ɛ z
kertekig	k ɛ r t ɛ k i ɡ
kertekkel	k ɛ r t ɛ kː ɛ l
kertekké	k ɛ r t ɛ kː eː
kertekként	k ɛ r t ɛ kː eː n t
kerteknek	k ɛ r t ɛ k n ɛ k
kerteknél	k ɛ r t ɛ k n eː l
kertekre	k ɛ r t ɛ k r ɛ
kertekről	k ɛ r t ɛ k r øː l
kertektől	k ɛ r t ɛ k t øː l
kertekért	k ɛ r t ɛ k eː r t
kertekül	k ɛ r t ɛ k y l
kertel	k ɛ r t ɛ l
kertelek	k ɛ r t ɛ l ɛ k
kertem	k ɛ r t ɛ m
kertemben	k ɛ r t ɛ m b ɛ n
kerten	k ɛ r t ɛ n
kertes	k ɛ r t ɛ ʃ
kertet	k ɛ r t ɛ t
kertetek	k ɛ r t ɛ t ɛ k
kerthez	k ɛ r t h ɛ z
kerti	k ɛ r t i
kertig	k ɛ r t i ɡ
kertje	k ɛ r c ɛ
kertjei	k ɛ r c ɛ j i
kertjeid	k ɛ r c ɛ j i d
kertjeik	k ɛ r c ɛ j i k
kertjeim	k ɛ r c ɛ j i m
kertjeink	k ɛ r c ɛ j i ŋ k
kertjeitek	k ɛ r c ɛ j i t ɛ k
kertjük	k ɛ r c y k
kertként	k ɛ r t k eː n t
kertnek	k ɛ r t n ɛ k
kertnél	k ɛ r t n eː l
kertre	k ɛ r t r ɛ
kertről	k ɛ r t r øː l
kerttel	k ɛ r t ɛ l
kertté	k ɛ r t eː
kerttől	k ɛ r t øː l
kertváros	k ɛ r t v aː r o ʃ
kerté	k ɛ r t eː
kertért	k ɛ r t eː r t
kertésszel	k ɛ r t eː sː ɛ l
kertésszé	k ɛ r t eː sː eː
kertész	k ɛ r t eː s
kertészbe	k ɛ r t eː z b ɛ
kertészben	k ɛ r t eː z b ɛ n
kertészből	k ɛ r t eː z b øː l
kertésze	k ɛ r t eː s ɛ
kertészed	k ɛ r t eː s ɛ d
kertészei	k ɛ r t eː s ɛ j i
kertészeid	k ɛ r t eː s ɛ j i d
kertészeik	k ɛ r t eː s ɛ j i k
kertészeim	k ɛ r t eː s ɛ j i m
kertészeink	k ɛ r t eː s ɛ j i ŋ k
kertészeitek	k ɛ r t eː s ɛ j i t ɛ k
kertészek	k ɛ r t eː s ɛ k
kertészekbe	k ɛ r t eː s ɛ ɡ b ɛ
kertészekben	k ɛ r t eː s ɛ ɡ b ɛ n
kertészekből	k ɛ r t eː s ɛ ɡ b øː l
kertészeken	k ɛ r t eː s ɛ k ɛ n
kertészeket	k ɛ r t eː s ɛ k ɛ t
kertészekhez	k ɛ r t eː s ɛ k h ɛ z
kertészekig	k ɛ r t eː s ɛ k i ɡ
kertészekkel	k ɛ r t eː s ɛ kː ɛ l
kertészekké	k ɛ r t eː s ɛ kː eː
kertészekként	k ɛ r t eː s ɛ kː eː n t
kertészeknek	k ɛ r t eː s ɛ k n ɛ k
kertészeknél	k ɛ r t eː s ɛ k n eː l
kertészekre	k ɛ r t eː s ɛ k r ɛ
kertészekről	k ɛ r t eː s ɛ k r øː l
kertészektől	k ɛ r t eː s ɛ k t øː l
kertészekért	k ɛ r t eː s ɛ k eː r t
kertészem	k ɛ r t eː s ɛ m
kertészen	k ɛ r t eː s ɛ n
kertészet	k ɛ r t eː s ɛ t
kertészetek	k ɛ r t eː s ɛ t ɛ k
kertészhez	k ɛ r t eː s h ɛ z
kertészig	k ɛ r t eː s i ɡ
kertészkedik	k ɛ r t eː s k ɛ d i k
kertészként	k ɛ r t eː s k eː n t
kertésznek	k ɛ r t eː s n ɛ k
kertésznél	k ɛ r t eː s n eː l
kertészre	k ɛ r t eː s r ɛ
kertészről	k ɛ r t eː s r øː l
kertészt	k ɛ r t eː s t
kertésztől	k ɛ r t eː s t øː l
kertészért	k ɛ r t eː s eː r t
kertészük	k ɛ r t eː s y k
kertészünk	k ɛ r t eː s y ŋ k
kertül	k ɛ r t y l
kertünk	k ɛ r t y ŋ k
kerámia	k ɛ r aː m i j ɒ
kerék	k ɛ r eː k
kerékpár	k ɛ r eː k p aː r
kerékpáralkatrész	k ɛ r eː k p aː r ɒ l k ɒ t r eː s
kerékpáralkatrészek	k ɛ r eː k p aː r ɒ l k ɒ t r eː s ɛ k
kerékpárok	k ɛ r eː k p aː r o k
kerékpáros	k ɛ r eː k p aː r o ʃ
kerékpárpumpa	k ɛ r eː k p aː r p u m p ɒ
kerékpártúra	k ɛ r eː k p aː r t uː r ɒ
kerékpártúrák	k ɛ r eː k p aː r t uː r aː k
kerékpárverseny	k ɛ r eː k p aː r v ɛ r ʃ ɛ ɲ
kerékvágás	k ɛ r eː k v aː ɡ aː ʃ
kerékzörgés	k ɛ r eː ɡ z ø r ɡ eː ʃ
kerít	k ɛ r iː t
kerítés	k ɛ r iː t eː ʃ
kerítések	k ɛ r iː t eː ʃ ɛ k
kerítésen	k ɛ r iː t eː ʃ ɛ n
kerítést	k ɛ r iː t eː ʃ t
kerül	k ɛ r y l
kerület	k ɛ r y l ɛ t
kerületben	k ɛ r y l ɛ d b ɛ n
kerületek	k ɛ r y l ɛ t ɛ k
kerületekben	k ɛ r y l ɛ t ɛ ɡ b ɛ n
kerületi	k ɛ r y l ɛ t i
kerülget	k ɛ r y l ɡ ɛ t
kerülgeti	k ɛ r y l ɡ ɛ t i
kerülhet	k ɛ r y l ɦ ɛ t
kerülj	k ɛ r y jː
kerülnek	k ɛ r y l n ɛ k
kerülni	k ɛ r y l n i
kerülsz	k ɛ r y l s
került	k ɛ r y l t
kerültek	k ɛ r y l t ɛ k
kerültetek	k ɛ r y l t ɛ t ɛ k
kerülték	k ɛ r y l t eː k
kerülöd	k ɛ r y l ø d
kerülöm	k ɛ r y l ø m
kerülő	k ɛ r y l øː
keselyű	k ɛ ʃ ɛ j yː
keselyűk	k ɛ ʃ ɛ j yː k
kesereg	k ɛ ʃ ɛ r ɛ ɡ
keserédes	k ɛ ʃ ɛ r eː d ɛ ʃ
keserű	k ɛ ʃ ɛ r yː
keserűbb	k ɛ ʃ ɛ r yː bː
keserűek	k ɛ ʃ ɛ r yː ɛ k
keskeny	k ɛ ʃ k ɛ ɲ
keskenyebb	k ɛ ʃ k ɛ ɲ ɛ bː
keskenyedik	k ɛ ʃ k ɛ ɲ ɛ d i k
kesudió	k ɛ ʃ u d i j oː
keszeg	k ɛ s ɛ ɡ
keszonbetegség	k ɛ s o m b ɛ t ɛ k ʃ eː ɡ
keszthely	k ɛ s t h ɛ j
kesztyű	k ɛ s c yː
kesztyűben	k ɛ s c yː b ɛ n
kesztyűk	k ɛ s c yː k
kesztyűs	k ɛ s c yː ʃ
kesztyűsebb	k ɛ s c yː ʃ ɛ bː
kesztyűsök	k ɛ s c yː ʃ ø k
kesztölc	k ɛ s t ø l t͡s
ketrec	k ɛ t r ɛ t͡s
ketrecben	k ɛ t r ɛ d͡z b ɛ n
ketrecek	k ɛ t r ɛ t͡s ɛ k
kettejük	k ɛ tː ɛ j y k
ketten	k ɛ tː ɛ n
kettes	k ɛ tː ɛ ʃ
ketté	k ɛ tː eː
kettészakad	k ɛ tː eː s ɒ k ɒ d
kettészakít	k ɛ tː eː s ɒ k iː t
kettétör	k ɛ tː eː t ø r
kettétörik	k ɛ tː eː t ø r i k
kettévág	k ɛ tː eː v aː ɡ
kettéágazik	k ɛ tː eː j aː ɡ ɒ z i k
kettő	k ɛ tː øː
kettőjük	k ɛ tː øː j y k
kettőnk	k ɛ tː øː ŋ k
kettős	k ɛ tː øː ʃ
kettőshangzó	k ɛ tː øː ʃ h ɒ ŋ ɡ z oː
kettőshangzók	k ɛ tː øː ʃ h ɒ ŋ ɡ z oː k
kettőspont	k ɛ tː øː ʃ p o n t
kettőspontok	k ɛ tː øː ʃ p o n t o k
kettősség	k ɛ tː øː ʃː eː ɡ
kettősségek	k ɛ tː øː ʃː eː ɡ ɛ k
kettőt	k ɛ tː øː t
kettőtök	k ɛ tː øː t ø k
ketyeg	k ɛ c ɛ ɡ
ketyegek	k ɛ c ɛ ɡ ɛ k
kever	k ɛ v ɛ r
keveredik	k ɛ v ɛ r ɛ d i k
keverék	k ɛ v ɛ r eː k
keverékek	k ɛ v ɛ r eː k ɛ k
keverőcsap	k ɛ v ɛ r øː t͡ʃ ɒ p
keverőcsapok	k ɛ v ɛ r øː t͡ʃ ɒ p o k
kevesebb	k ɛ v ɛ ʃ ɛ bː
kevesebben	k ɛ v ɛ ʃ ɛ bː ɛ n
kevesebbet	k ɛ v ɛ ʃ ɛ bː ɛ t
kevesell	k ɛ v ɛ ʃ ɛ lː
kevesen	k ɛ v ɛ ʃ ɛ n
keveset	k ɛ v ɛ ʃ ɛ t
kevés	k ɛ v eː ʃ
kevésbé	k ɛ v eː ʒ b eː
kevéssé	k ɛ v eː ʃː eː
kezd	k ɛ z d
kezdd	k ɛ z d
kezdek	k ɛ z d ɛ k
kezdeményez	k ɛ z d ɛ m eː ɲ ɛ z
kezdeményezés	k ɛ z d ɛ m eː ɲ ɛ z eː ʃ
kezdeményezése	k ɛ z d ɛ m eː ɲ ɛ z eː ʃ ɛ
kezdeményezések	k ɛ z d ɛ m eː ɲ ɛ z eː ʃ ɛ k
kezdeményezésére	k ɛ z d ɛ m eː ɲ ɛ z eː ʃ eː r ɛ
kezdeményező	k ɛ z d ɛ m eː ɲ ɛ z øː
kezdeményezőbb	k ɛ z d ɛ m eː ɲ ɛ z øː bː
kezdene	k ɛ z d ɛ n ɛ
kezdeni	k ɛ z d ɛ n i
kezdesz	k ɛ z d ɛ s
kezdet	k ɛ z d ɛ t
kezdetben	k ɛ z d ɛ d b ɛ n
kezdete	k ɛ z d ɛ t ɛ
kezdetek	k ɛ z d ɛ t ɛ k
kezdetektől	k ɛ z d ɛ t ɛ k t øː l
kezdethez	k ɛ z d ɛ t h ɛ z
kezdeti	k ɛ z d ɛ t i
kezdetleges	k ɛ z d ɛ t l ɛ ɡ ɛ ʃ
kezdett	k ɛ z d ɛ tː
kezdettől	k ɛ z d ɛ tː øː l
kezdetén	k ɛ z d ɛ t eː n
kezdi	k ɛ z d i
kezdik	k ɛ z d i k
kezdj	k ɛ z ɟ
kezdte	k ɛ s t ɛ
kezdted	k ɛ s t ɛ d
kezdtek	k ɛ s t ɛ k
kezdtem	k ɛ s t ɛ m
kezdték	k ɛ s t eː k
kezdve	k ɛ z d v ɛ
kezdünk	k ɛ z d y ŋ k
kezdő	k ɛ z d øː
kezdőbb	k ɛ z d øː bː
kezdődik	k ɛ z d øː d i k
kezdődött	k ɛ z d øː d ø tː
kezdődő	k ɛ z d øː d øː
kezdők	k ɛ z d øː k
kezdőlap	k ɛ z d øː l ɒ p
kezdőlapom	k ɛ z d øː l ɒ p o m
keze	k ɛ z ɛ
kezed	k ɛ z ɛ d
kezedben	k ɛ z ɛ d b ɛ n
kezei	k ɛ z ɛ j i
kezeid	k ɛ z ɛ j i d
kezeidet	k ɛ z ɛ j i d ɛ t
kezeik	k ɛ z ɛ j i k
kezeiket	k ɛ z ɛ j i k ɛ t
kezeim	k ɛ z ɛ j i m
kezeimet	k ɛ z ɛ j i m ɛ t
kezeink	k ɛ z ɛ j i ŋ k
kezeinket	k ɛ z ɛ j i ŋ k ɛ t
kezeit	k ɛ z ɛ j i t
kezeitek	k ɛ z ɛ j i t ɛ k
kezeiteket	k ɛ z ɛ j i t ɛ k ɛ t
kezek	k ɛ z ɛ k
kezekbe	k ɛ z ɛ ɡ b ɛ
kezekben	k ɛ z ɛ ɡ b ɛ n
kezekből	k ɛ z ɛ ɡ b øː l
kezeken	k ɛ z ɛ k ɛ n
kezeket	k ɛ z ɛ k ɛ t
kezekhez	k ɛ z ɛ k h ɛ z
kezekig	k ɛ z ɛ k i ɡ
kezekkel	k ɛ z ɛ kː ɛ l
kezekké	k ɛ z ɛ kː eː
kezekként	k ɛ z ɛ kː eː n t
kezeknek	k ɛ z ɛ k n ɛ k
kezeknél	k ɛ z ɛ k n eː l
kezekre	k ɛ z ɛ k r ɛ
kezekről	k ɛ z ɛ k r øː l
kezektől	k ɛ z ɛ k t øː l
kezekért	k ɛ z ɛ k eː r t
kezel	k ɛ z ɛ l
kezelhető	k ɛ z ɛ l ɦ ɛ t øː
kezelik	k ɛ z ɛ l i k
kezelni	k ɛ z ɛ l n i
kezelsz	k ɛ z ɛ l s
kezelés	k ɛ z ɛ l eː ʃ
kezelése	k ɛ z ɛ l eː ʃ ɛ
kezelések	k ɛ z ɛ l eː ʃ ɛ k
kezelési	k ɛ z ɛ l eː ʃ i
kezelést	k ɛ z ɛ l eː ʃ t
kezelésében	k ɛ z ɛ l eː ʃ eː b ɛ n
kezelésének	k ɛ z ɛ l eː ʃ eː n ɛ k
kezelésére	k ɛ z ɛ l eː ʃ eː r ɛ
kezelését	k ɛ z ɛ l eː ʃ eː t
kezelő	k ɛ z ɛ l øː
kezelőfelület	k ɛ z ɛ l øː f ɛ l y l ɛ t
kezelők	k ɛ z ɛ l øː k
kezelőorvos	k ɛ z ɛ l øː o r v o ʃ
kezelőorvosok	k ɛ z ɛ l øː o r v o ʃ o k
kezem	k ɛ z ɛ m
kezembe	k ɛ z ɛ m b ɛ
kezemben	k ɛ z ɛ m b ɛ n
kezemre	k ɛ z ɛ m r ɛ
kezes	k ɛ z ɛ ʃ
kezesebb	k ɛ z ɛ ʃ ɛ bː
kezesek	k ɛ z ɛ ʃ ɛ k
kezet	k ɛ z ɛ t
kezetek	k ɛ z ɛ t ɛ k
kezicsókolom	k ɛ z i t͡ʃ oː k o l o m
kezébe	k ɛ z eː b ɛ
kezében	k ɛ z eː b ɛ n
kezéből	k ɛ z eː b øː l
kezéhez	k ɛ z eː ɦ ɛ z
kezén	k ɛ z eː n
kezének	k ɛ z eː n ɛ k
kezére	k ɛ z eː r ɛ
kezét	k ɛ z eː t
kezétől	k ɛ z eː t øː l
kezével	k ɛ z eː v ɛ l
kezük	k ɛ z y k
kezünk	k ɛ z y ŋ k
kezű	k ɛ z yː
kharón	k ɒ r oː n
khmer	k m ɛ r
ki	k i
kiabál	k i j ɒ b aː l
kiabálnak	k i j ɒ b aː l n ɒ k
kiabálok	k i j ɒ b aː l o k
kiabálsz	k i j ɒ b aː l s
kiabáltok	k i j ɒ b aː l t o k
kiad	k i j ɒ d
kiadja	k i j ɒ ɟː ɒ
kiadni	k i j ɒ d n i
kiadok	k i j ɒ d o k
kiadott	k i j ɒ d o tː
kiadvány	k i j ɒ d v aː ɲ
kiadványok	k i j ɒ d v aː ɲ o k
kiadás	k i j ɒ d aː ʃ
kiadása	k i j ɒ d aː ʃ ɒ
kiadásban	k i j ɒ d aː ʒ b ɒ n
kiadási	k i j ɒ d aː ʃ i
kiadások	k i j ɒ d aː ʃ o k
kiadásokat	k i j ɒ d aː ʃ o k ɒ t
kiadásra	k i j ɒ d aː ʃ r ɒ
kiadással	k i j ɒ d aː ʃː ɒ l
kiadást	k i j ɒ d aː ʃ t
kiadásában	k i j ɒ d aː ʃ aː b ɒ n
kiadását	k i j ɒ d aː ʃ aː t
kiadó	k i j ɒ d oː
kiadója	k i j ɒ d oː j ɒ
kiadók	k i j ɒ d oː k
kialakul	k i j ɒ l ɒ k u l
kialakult	k i j ɒ l ɒ k u l t
kialakulás	k i j ɒ l ɒ k u l aː ʃ
kialakulása	k i j ɒ l ɒ k u l aː ʃ ɒ
kialakulások	k i j ɒ l ɒ k u l aː ʃ o k
kialakulásának	k i j ɒ l ɒ k u l aː ʃ aː n ɒ k
kialakulását	k i j ɒ l ɒ k u l aː ʃ aː t
kialakuló	k i j ɒ l ɒ k u l oː
kialakít	k i j ɒ l ɒ k iː t
kialakítani	k i j ɒ l ɒ k iː t ɒ n i
kialakítás	k i j ɒ l ɒ k iː t aː ʃ
kialakítása	k i j ɒ l ɒ k iː t aː ʃ ɒ
kialakítások	k i j ɒ l ɒ k iː t aː ʃ o k
kialakításában	k i j ɒ l ɒ k iː t aː ʃ aː b ɒ n
kialakításához	k i j ɒ l ɒ k iː t aː ʃ aː ɦ o z
kialakításának	k i j ɒ l ɒ k iː t aː ʃ aː n ɒ k
kialakítására	k i j ɒ l ɒ k iː t aː ʃ aː r ɒ
kialakításával	k i j ɒ l ɒ k iː t aː ʃ aː v ɒ l
kialszik	k i j ɒ l s i k
kialudt	k i j ɒ l u tː
kialvatlan	k i j ɒ l v ɒ t l ɒ n
kibaszott	k i b ɒ s o tː
kibe	k i b ɛ
kiben	k i b ɛ n
kiberbűnözés	k i b ɛ r b yː n ø z eː ʃ
kibernetika	k i b ɛ r n ɛ t i k ɒ
kibernetikus	k i b ɛ r n ɛ t i k u ʃ
kibernetikusok	k i b ɛ r n ɛ t i k u ʃ o k
kibertámadás	k i b ɛ r t aː m ɒ d aː ʃ
kibeszél	k i b ɛ s eː l
kibocsát	k i b o t͡ʃ aː t
kibocsátás	k i b o t͡ʃ aː t aː ʃ
kibocsátások	k i b o t͡ʃ aː t aː ʃ o k
kibocsátó	k i b o t͡ʃ aː t oː
kibogozhatatlan	k i b o ɡ o s h ɒ t ɒ t l ɒ n
kibír	k i b iː r
kibírhatatlan	k i b iː r ɦ ɒ t ɒ t l ɒ n
kibírhatatlanabb	k i b iː r ɦ ɒ t ɒ t l ɒ n ɒ bː
kiből	k i b øː l
kibővít	k i b øː v iː t
kicserél	k i t͡ʃ ɛ r eː l
kicserélni	k i t͡ʃ ɛ r eː l n i
kicsi	k i t͡ʃ i
kicsibe	k i t͡ʃ i b ɛ
kicsiben	k i t͡ʃ i b ɛ n
kicsiből	k i t͡ʃ i b øː l
kicsihez	k i t͡ʃ i ɦ ɛ z
kicsiig	k i t͡ʃ i i ɡ
kicsik	k i t͡ʃ i k
kicsiként	k i t͡ʃ i k eː n t
kicsin	k i t͡ʃ i n
kicsinek	k i t͡ʃ i n ɛ k
kicsiny	k i t͡ʃ i ɲ
kicsinyt	k i t͡ʃ i ɲ t
kicsinél	k i t͡ʃ i n eː l
kicsire	k i t͡ʃ i r ɛ
kicsiről	k i t͡ʃ i r øː l
kicsit	k i t͡ʃ i t
kicsitől	k i t͡ʃ i t øː l
kicsivel	k i t͡ʃ i v ɛ l
kicsivé	k i t͡ʃ i v eː
kicsiért	k i t͡ʃ i j eː r t
kicsoda	k i t͡ʃ o d ɒ
kicsontoz	k i t͡ʃ o n t o z
kid	k i d
kiderít	k i d ɛ r iː t
kideríteni	k i d ɛ r iː t ɛ n i
kideríthet	k i d ɛ r iː t h ɛ t
kiderül	k i d ɛ r y l
kiderült	k i d ɛ r y l t
kidolgozott	k i d o l ɡ o z o tː
kidolgozottabb	k i d o l ɡ o z o tː ɒ bː
kidolgozás	k i d o l ɡ o z aː ʃ
kidolgozása	k i d o l ɡ o z aː ʃ ɒ
kiegyensúlyozott	k i j ɛ ɟ ɛ n ʃ uː j o z o tː
kiegyensúlyozottabb	k i j ɛ ɟ ɛ n ʃ uː j o z o tː ɒ bː
kiegyeztetek	k i j ɛ ɟː ɛ s t ɛ t ɛ k
kiegészít	k i j ɛ ɡ eː s iː t
kiegészíti	k i j ɛ ɡ eː s iː t i
kiegészítve	k i j ɛ ɡ eː s iː t v ɛ
kiegészítés	k i j ɛ ɡ eː s iː t eː ʃ
kiegészítő	k i j ɛ ɡ eː s iː t øː
kiegészítők	k i j ɛ ɡ eː s iː t øː k
kiejt	k i j ɛ j t
kiejteni	k i j ɛ j t ɛ n i
kiejtés	k i j ɛ j t eː ʃ
kiejtések	k i j ɛ j t eː ʃ ɛ k
kiejtésű	k i j ɛ j t eː ʃ yː
kielégít	k i j ɛ l eː ɡ iː t
kielégíteni	k i j ɛ l eː ɡ iː t ɛ n i
kielégítés	k i j ɛ l eː ɡ iː t eː ʃ
kielégítő	k i j ɛ l eː ɡ iː t øː
kielégítőbb	k i j ɛ l eː ɡ iː t øː bː
kiemel	k i j ɛ m ɛ l
kiemelkedik	k i j ɛ m ɛ l k ɛ d i k
kiemelkedő	k i j ɛ m ɛ l k ɛ d øː
kiemelkedőbb	k i j ɛ m ɛ l k ɛ d øː bː
