က	k a̰
မဲဆောက်	m ɛ́ sʰ a ʊ ʔ
မဲဇလီ	m ɛ́ z ə l ì
မဲပေး	m ɛ́ p é
မံ	m à ɴ
မံသ	m à ɴ θ a̰
မျက်ခုံး	m j ɛ ʔ kʰ ó ʊ ɴ
မျက်ခွံ	m j ɛ ʔ kʰ ʊ̀ ɴ
မျက်စိ	m j ɛ ʔ s ḭ
မျက်တောင်	m j ɛ ʔ t à ʊ ɴ
မျက်တော်မူ	m j ɛ ʔ d ɔ̀ m ù
မျက်နှာ	m j ɛ ʔ n̥ à
မျက်နှာကြက်	m j ɛ ʔ n̥ à d͡ʑ ɛ ʔ
မျက်နှာဖုံး	m j ɛ ʔ n̥ ə pʰ ó ʊ ɴ
မျက်နှာသုတ်ပဝါ	m j ɛ ʔ n̥ à θ o ʊ ʔ p a̰ w à
မျက်ပါး	m j ɛ ʔ p á
မျက်မှန်	m j ɛ ʔ m̥ à ɴ
မျက်ရည်	m j ɛ ʔ j è
မျက်လုံး	m j ɛ ʔ l ó ʊ ɴ
မျက်လွှာ	m j ɛ ʔ l̥ w à
မျက်လှည့်	m j ɛ ʔ l̥ ɛ̰
မျက်လှည့်ဆရာ	m j ɛ ʔ l̥ ɛ̰ sʰ ə j à
မျဉ်း	m j ɪ́ ɴ
မျည်းတံ	m j í d à ɴ
များ	m j á
များများ	m j á m j á
မျို	m j ò
မျိုး	m j ó
မျိုးချစ်	m j ó t͡ɕʰ ɪ ʔ
မျိုးချစ်စိတ်	m j ó t͡ɕʰ ɪ ʔ s e ɪ ʔ
မျိုးခွဲပညာ	m j ó ɡ w ɛ́ p j ɪ̀ ɴ ɲ à
မျိုးစဉ်	m j ó z ɪ̀ ɴ
မျိုးစိတ်	m j ó z e ɪ ʔ
မျိုးစု	m j ó z ṵ
မျိုးဆက်	m j ó z ɛ ʔ
မျိုးပေါင်း	m j ó b á ʊ ɴ
မျိုးပေါင်းစု	m j ó b á ʊ ɴ z ṵ
မျိုးရင်း	m j ó j ɪ́ ɴ
မျိုးရိုး	m j ó j ó
မျိုးရိုးပညာ	m j ó j ó p j ɪ̀ ɴ ɲ à
မျိုးဥအိမ်	m j ó ʔ ṵ ʔ è ɪ ɴ
မျော	m j ɔ́
မျောက်	m j a ʊ ʔ
မျောက်ချော	m j a ʊ ʔ t͡ɕʰ ɔ́
မျောက်လုတ်	m j a ʊ ʔ l o ʊ ʔ
မျောက်လောင်း	m j a ʊ ʔ l á ʊ ɴ
မျှင်	m̥ j ɪ̀ ɴ
မျှစ်	m̥ j ɪ ʔ
မျှို့	m̥ j o̰
မျှော	m̥ j ɔ́
မျှော့	m̥ j ɔ̰
မျှော်	m̥ j ɔ̀
မျှော်စင်	m̥ j ɔ̀ z ɪ̀ ɴ
မျှော်လင့်	m̥ j ɔ̀ l ɪ̰ ɴ
မျှော်လင့်ချက်	m̥ j ɔ̀ l ɪ̰ ɴ d͡ʑ ɛ ʔ
မြ	m j a̰
မြက်	m j ɛ ʔ
မြက်ခင်း	m j ɛ ʔ kʰ ɪ́ ɴ
မြက်ခုတ်ဓား	m j ɛ ʔ kʰ o ʊ ʔ d á
မြက်ခြောက်	m j ɛ ʔ t͡ɕʰ a ʊ ʔ
မြင့်	m j ɪ̰ ɴ
မြင်	m j ɪ̀ ɴ
မြင်း	m j ɪ́ ɴ
မြင်းကလေး	m j ɪ́ ɴ ɡ ə l é
မြင်းကျား	m j ɪ́ ɴ d͡ʑ á
မြင်းခြံ	m j ɪ́ ɴ d͡ʑ à ɴ
မြင်းခွာ	m j ɪ́ ɴ kʰ w à
မြင်းခွာရွက်သုပ်	m j ɪ́ ɴ kʰ w à j w ɛ ʔ θ o ʊ ʔ
မြင်းစားဂျုံ	m j ɪ́ ɴ z á d͡ʑ ò ʊ ɴ
မြင်းဆေး	m j ɪ́ ɴ z é
မြင်းတာရာ	m j ɪ́ ɴ t à j à
မြင်းမ	m j ɪ́ ɴ m a̰
မြင်းမကလေး	m j ɪ́ ɴ m a̰ ɡ ə l é
မြင်းမိုရ်	m j ɪ́ ɴ m ò
မြင်းမိုရ်တောင်	m j ɪ́ ɴ m ò t à ʊ ɴ
မြင်းမိုရ်ပွဲ	m j ɪ́ ɴ m ò b w ɛ́
မြင်းလှည်း	m j ɪ́ ɴ l̥ ɛ́
မြင်းသံခွာ	m j ɪ́ ɴ θ à ɴ kʰ w à
မြစ်	m j ɪ ʔ
မြစ်ကြီးနား	m j ɪ ʔ t͡ɕ í n á
မြည်	m j ì
မြည်း	m j í
မြတ်လေး	m j a ʔ l é
မြန်	m j à ɴ
မြန်နှုန်းပြကိရိယာ	m j à ɴ n̥ ó ʊ ɴ p j a̰ k ḭ j ḭ j à
မြန်မာ	m j à ɴ m à
မြန်မာကြီး	m j ə m à d͡ʑ í
မြန်မာ့	m j à ɴ m a̰
မြန်မြန်	m j à ɴ m j à ɴ
မြမ္မာ	m j à ɴ m à
မြဝတီ	m j a̰ w ə d ì
မြား	m̥ j á
မြိတ်	b e ɪ ʔ
မြို့	m j o̰
မြို့စား	m j o̰ z á
မြို့တော်	m j o̰ d ɔ̀
မြို့တော်ဝန်	m j o̰ d ɔ̀ w ʊ̀ ɴ
မြို့နယ်	m j o̰ n ɛ̀
မြို့ပြနိုင်ငံ	m j o̰ p j a̰ n à ɪ ɴ ŋ à ɴ
မြို့ဝန်	m j o̰ w ʊ̀ ɴ
မြို့အုပ်	m j o̰ ʔ o ʊ ʔ
မြီ	m j ì
မြီးရှေ	m j í ʃ è
မြုံ	m j ò ʊ ɴ
မြူ	m j ù
မြူစွမ်	m j ù s w à ɴ
မြေ	m j è
မြေကွက်	m j è ɡ w ɛ ʔ
မြေချ	m j è t͡ɕʰ a̰
မြေခွေး	m j è ɡ w é
မြေစာ	m j è z à
မြေနင်းခွာစိုက်	m j è n ɪ́ ɴ kʰ w à z a ɪ ʔ
မြေနုကျွန်းပေါ်	m j è n ṵ t͡ɕ ʊ́ ɴ b ɔ̀
မြေပုံ	m j è b ò ʊ ɴ
မြေပုံဆွဲပညာ	m j è b ò ʊ ɴ sʰ w ɛ́ p j ɪ̀ ɴ ɲ à
မြေပုံသီး	m j è b ò ʊ ɴ ð í
မြေပဲ	m j è b ɛ́
မြေပြင်	m j è b j ɪ̀ ɴ
မြေပြန့်	m j è b j a̰ ɴ
မြေဖြူခဲ	m j è b j ù ɡ ɛ́
မြေမြုပ်မိုင်း	m j è m j o ʊ ʔ m á ɪ ɴ
မြေရိုင်း	m j è j á ɪ ɴ
မြေရှင်	m j è ʃ ɪ̀ ɴ
မြေအောက်	m j è ʔ a ʊ ʔ
မြေအောက်မီးရထား	m j è ʔ a ʊ ʔ m í j ə tʰ á
မြေအောက်ရထား	m j è ʔ a ʊ ʔ j ə tʰ á
မြေဩဇာ	m j è ʔ ɔ́ z à
မြောက်	m j a ʊ ʔ
မြောက်ကိုရီးယား	m j a ʊ ʔ k ò ɹ í j á
မြောက်မက်စီဒိုးနီးယား	m j a ʊ ʔ m ɛ ʔ s ì d ó n í j á
မြောက်အမေရိက	m j a ʊ ʔ ʔ ə m è ɹ ḭ k a̰
မြောက်အိုင်ယာလန်	m j a ʊ ʔ ʔ à ɪ ɴ j ə l à ɴ
မြောင်း	m j á ʊ ɴ
မြေး	m j é
မြေးမ	m j é m a̰
မြံမာ	m j à ɴ m à
မြွက်	m j w ɛ ʔ
မြွေ	m w è
မြွေပါ	m w è b à
မြွေဟောက်	m j w è h a ʊ ʔ
မြှား	m̥ j á
မြှုပ်	m̥ j o ʊ ʔ
မြှုပ်နှံ	m̥ j o ʊ ʔ n̥ à ɴ
မြှောက်	m̥ j a ʊ ʔ
မြှောက်ရကိန်း	m̥ j a ʊ ʔ j a̰ k é ɪ ɴ
မွတ်	m ʊ ʔ
မွတ်စလင်	m ʊ ʔ s ə l ɪ̀ ɴ
မွန်	m ʊ̀ ɴ
မွန်ဂိုးလီးယား	m ʊ̀ ɴ ɡ ó l í j á
မွန်တီနီဂရိုး	m ʊ̀ ɴ t ì n ì ɡ ə ɹ ó
မွန်း	m ʊ́ ɴ
မွန်းစောင်း	m ʊ́ ɴ s á ʊ ɴ
မွန်းတည့်	m ʊ́ ɴ t ḭ
မွန်းတိမ်း	m ʊ́ ɴ t é ɪ ɴ
မွန်းလတ်	m ʊ́ ɴ l a ʔ
မွန်းလွဲ	m ʊ́ ɴ l w ɛ́
မွာချီး	m w à t͡ɕʰ í
မွေ့	m w ḛ
မွေ့ရာ	m w ḛ j à
မွေး	m w é
မွေးနေ့	m w é n ḛ
မွေးနေ့ကိတ်မုန့်	m w é n ḛ k e ɪ ʔ m o̰ ʊ ɴ
မွေးနေ့မင်္ဂလာပါ	m w é n ḛ m ɪ̀ ɴ ɡ ə l à b à
မွေးရပ်	m w é j a ʔ
မွေးရပ်မြေ	m w é j a ʔ m j è
မွဲ	m w ɛ́
မွှား	m̥ w á
မွှေး	m̥ w é
မှ	m̥ a̰
မှတ်	m̥ a ʔ
မှတ်ကျောက်	m̥ a ʔ t͡ɕ a ʊ ʔ
မှတ်စု	m̥ a ʔ s ṵ
မှတ်စုစာအုပ်	m̥ a ʔ s ṵ s à ʔ o ʊ ʔ
မှတ်ဉာဏ်	m̥ a ʔ ɲ à n
မှတ်တမ်း	m̥ a ʔ t á ɴ
မှတ်တိုင်	m̥ a ʔ t à ɪ ɴ
မှတ်မိ	m̥ a ʔ m ḭ
မှန်	m̥ à ɴ
မှန်စာ	m̥ à ɴ z à
မှန်စီရွှေချ	m̥ à ɴ z ì ʃ w è t͡ɕʰ a̰
မှန်တော့	m̥ à ɴ d ɔ̰
မှန်ပါ့ဘုရား	m̥ à ɴ b a̰ pʰ ə j á
မှန်ပြောင်း	m̥ à ɴ b j á ʊ ɴ
မှန်ဖြူ	m̥ à ɴ b j ù
မှန်ဘီလူး	m̥ à ɴ b ə l ú
မှန်မှန်	m̥ à ɴ m̥ à ɴ
မှန်လာ	m̥ à ɴ l à
မှာ	m̥ à
မှား	m̥ á
မှို	m̥ ò
မှု	m̥ ṵ
မှုတ်	m̥ o ʊ ʔ
မှုန့်	m̥ o̰ ʊ ɴ
မှုန်	m̥ ò ʊ ɴ
မှောင်ခိုဈေး	m̥ à ʊ ɴ kʰ ò z é
မှဲ့	m̥ ɛ̰
ယ	j a̰
ယက္ခ	j ɛ ʔ kʰ a̰
ယက်	j ɛ ʔ
ယခု	j ə kʰ ṵ
ယင်	j ɪ̀ ɴ
ယင်ကောင်	j ɪ̀ ɴ ɡ à ʊ ɴ
ယင်းမာ	j ɪ́ ɴ m à
ယစ်ထုတ်	j ɪ ʔ tʰ o ʊ ʔ
ယဇ်	j ɪ ʔ
ယဉ်	j ɪ̀ ɴ
ယဉ်ကျေးမှု	j ɪ̀ ɴ t͡ɕ é m̥ ṵ
ယတြာ	j ə d ə j à
ယနေ့	j a̰ n ḛ
ယန္တရား	j à ɴ d ə j á
ယပက်လက်	j a̰ p ɛ ʔ l ɛ ʔ
ယပင့်	j a̰ p ɪ̰ ɴ
ယပ်	j a ʔ
ယမက	j ə m ə k a̰
ယမကာ	j ə m ə k à
ယမင်း	j ə m ɪ́ ɴ
ယမနေ	j ə m ə n è
ယမန်နှစ်	j ə m à ɴ n̥ ɪ ʔ
ယမမင်း	j ə m a̰ m ɪ́ ɴ
ယမုန်နာ	j ə m ò ʊ ɴ n à
ယမ်း	j á ɴ
ယမ်းတောင့်	j á ɴ d a̰ ʊ ɴ
ယမ်းမှုန့်	j á ɴ m̥ o̰ ʊ ɴ
ယဝဒီပ	j a̰ w a̰ d ì p a̰
ယသောဓရာ	j a̰ θ ɔ́ d ə j à
ယာ	j à
ယာဉ်	j ɪ̀ ɴ
ယာဉ်မောင်း	j ɪ̀ ɴ m à ʊ ɴ
ယာဉ်ရပ်	j ɪ̀ ɴ j a ʔ
ယာဘ	j à b a̰
ယာမာ	j à m à
ယာယီ	j à j ì
ယား	j á
ယို	j ò
ယိုးဒယား	j ó d ə j á
ယိုးဒယားကြေးသွား	j ó d ə j á
ယိုးဒယားဆယ့်နှစ်ခန်း	j ó d ə j á sʰ ɛ̰ n̥ ə kʰ á ɴ
ယိုးဒယားနှဲသွား	j ó d ə j á
ယိုးဒယားသမင်လိုက်	j ó d ə j á θ ə m ɪ̀ ɴ l a ɪ ʔ
ယိုးဒယားသီချင်း	j ó d ə j á θ ə t͡ɕʰ ɪ́ ɴ
ယိုးဒယားသံရှစ်မျိုး	j ó d ə j á
ယိုးဒယားအက	j ó d ə j á ʔ ə k a̰
ယီမင်	j ì m ɪ̀ ɴ
ယုဂ်	j o ʊ ʔ
ယုဇန	j ṵ z a̰ n a̰
ယုတ္တိ	j o ʊ ʔ t ḭ
ယုတ္တိဗေဒ	j o ʊ ʔ t ḭ b è d a̰
ယုန်	j ò ʊ ɴ
ယုံ	j ò ʊ ɴ
ယုံကြည်	j ò ʊ ɴ t͡ɕ ì
ယူ	j ù
ယူကရိန်း	j ù k ə ɹ é ɪ ɴ
ယူဂန်းဒါး	j ù ɡ á ɴ d á
ယူဂိုဆလားဗီးယား	j ù ɡ ò sʰ ə l á b í j á
ယူနိုက်တက်ကင်းဒမ်း	j ù n a ɪ ʔ t ɛ ʔ k ɪ́ ɴ d á ɴ
ယူနီ	j ù n ì
ယူနီဖောင်း	j ù n ì pʰ á ʊ ɴ
ယူနီဘာစီတီ	j ù n ì b à s ì t ì
ယူနီယန်	j ù n ì j à ɴ
ယူရို	j ù ɹ ò
ယူရေနတ်	j ù ɹ è n a ʔ
ယူရေးရှား	j ù ɹ é ʃ á
ယေရေဗန်	j è ɹ è b à ɴ
ယေရှု	j è ʃ ṵ
ယောက္ခထီး	j a ʊ ʔ kʰ ə tʰ í
ယောက္ခမ	j a ʊ ʔ kʰ ə m a̰
ယောက်	j a ʊ ʔ
ယောက်ဖ	j a ʊ ʔ pʰ a̰
ယောက်မ	j á ʊ ɴ m a̰
ယောက်သွား	j a ʊ ʔ θ w á
ယောက်ျား	j a ʊ ʔ t͡ɕ á
ယောက်ျားလျာ	j a ʊ ʔ k ə ʃ à
ယောဂ	j ɔ́ ɡ a̰
ယောဇနာ	j ɔ́ z ə n à
ယောနိ	j ɔ́ n ḭ
ယဲ့ယဲ့	j ɛ̰ j ɛ̰
ယွင်း	j w ɪ́ ɴ
ယွန်း	j ʊ́ ɴ
ယွန်းဇဝါ	j ʊ́ ɴ z ə w à
ယွန်းထည်	j ʊ́ ɴ tʰ ɛ̀
ယွန်းထည်သရိုး	j ʊ́ ɴ tʰ ì θ ə j ó
ယွန်းပန်း	j ʊ́ ɴ b á ɴ
ယွန်းပန်းချီ	j ʊ́ ɴ b ə d͡ʑ ì
ယွန်းပေါင်ပုရပိုက်	j ʊ́ ɴ b à ʊ ɴ p ə ɹ ə b a ɪ ʔ
ယွန်းယွန်း	j ʊ́ ɴ j ʊ́ ɴ
ယှက်	ʃ ɛ ʔ
ယှဉ်ဖက်	ʃ ɪ̀ ɴ pʰ ɛ ʔ
ယှဉ်း	ʃ ɪ́ ɴ
ရ	j a̰
ရ	ɹ a̰
ရကောက်	j a̰ k a ʊ ʔ
ရက်	j ɛ ʔ
ရက်ကန်း	j ɛ ʔ k á ɴ
ရက်ကန်းစင်	j ɛ ʔ k á ɴ z ɪ̀ ɴ
ရက်စွဲ	j ɛ ʔ s w ɛ́
ရက်ရာဇာ	j ɛ ʔ j à z à
ရက်သတ္တပတ်	j ɛ ʔ θ a ʔ d ə b a ʔ
ရခိုင်	j ə kʰ à ɪ ɴ
ရင့်	j ɪ̰ ɴ
ရင်	j ɪ̀ ɴ
ရင်ခံ	j ɪ̀ ɴ kʰ à ɴ
ရင်ခွဲရုံ	j ɪ̀ ɴ ɡ w ɛ́ j ò ʊ ɴ
ရင်ထိုးတံဆိပ်	j ɪ̀ ɴ d ó d ə z e ɪ ʔ
ရင်ပတ်	j ɪ̀ ɴ b a ʔ
ရင်ပြင်	j ɪ̀ ɴ b j ɪ̀ ɴ
ရင်ဘတ်	j ɪ̀ ɴ b a ʔ
ရင်းရဲ	j ɪ́ ɴ j ɛ́
ရစ်	j ɪ ʔ
ရည်	j ì
ရည်မှန်းချက်	j ì m̥ á ɴ d͡ʑ ɛ ʔ
ရည်းစား	j í z á
ရတနာ	j ə d ə n à
ရတနာပုံ	j ɛ̀ d ə n à b ò ʊ ɴ
ရတနာပူရ	j ə d ə n à p ù ɹ a̰
ရတနာသိင်္ဃ	j ə d ə n à θ è ɪ ɴ ɡ a̰
ရတနာသုံးပါး	j ə d ə n à θ ó ʊ ɴ b á
ရတီ	j ə t ì
ရတု	j a̰ t ṵ
ရထား	j ə tʰ á
ရနံ့	j ə n a̰ ɴ
ရန်	j à ɴ
ရန်ကင်း	j à ɴ ɡ ɪ́ ɴ
ရန်ကုန်	j à ɴ ɡ ò ʊ ɴ
ရန်ပြု	j à ɴ p j ṵ
ရန်ဖြစ်	j à ɴ pʰ j ɪ ʔ
ရန်သူ	j à ɴ ð ù
ရန်သူမျိုးငါးပါး	j à ɴ ð ù m j ó ŋ á b á
ရပါတယ်	j a̰ b à d ɛ̀
ရပ်	j a ʔ
ရပ်ကွက်	j a ʔ k w ɛ ʔ
ရမ္မက်	j ə m ɛ ʔ
ရမ်	ɹ à ɴ
ရမ်းရမ်း	j á ɴ j á ɴ
ရယ်	j ì
ရရစ်	j a̰ j ɪ ʔ
ရလဒ်	j a̰ l a ʔ
ရဝမ်ဒါ	ɹ ə w à ɴ d à
ရဝိန်	j ə w è ɪ ɴ
ရဝေ	j ə w è
ရဝေတိုင်	j ə w è d à ɪ ɴ
ရသ	j a̰ ð à
ရသာ	j a̰ ð à
ရသာရုံ	j a̰ θ à j ò ʊ ɴ
ရသေ့	j ə θ ḛ
ရဟတ်	j ə h a ʔ
ရဟတ်ယာဉ်	j ə h a ʔ j ɪ̀ ɴ
ရဟန်း	j ə h á ɴ
ရာ	j à
ရာခိုင်နှုန်း	j à kʰ à ɪ ɴ n̥ ó ʊ ɴ
ရာဂ	j à ɡ a̰
ရာစု	j à z ṵ
ရာစုနှစ်	j à z ṵ n̥ ɪ ʔ
ရာဇ	j à z a̰
ရာဇဂုရု	j à z a̰ ɡ ṵ ɹ ṵ
ရာဇဌာန်	ɹ à z ə tʰ à n
ရာဇဝင်	j à z ə w ɪ̀ ɴ
ရာဇဝတ်	j à z ə w ʊ ʔ
ရာဇဝတ်ကောင်	j à z ə w ʊ ʔ k à ʊ ɴ
ရာဇသတ်	j à z ə θ a ʔ
ရာဇာ	j à z à
ရာဇာဓိရာဇဂုရု	j à z a̰ d ḭ j à z a̰ ɡ ṵ ɹ ṵ
ရာဘ	j à b a̰
ရာဘတ်	ɹ à b a ʔ
ရာဘာ	j à b à
ရာမ	j à m a̰
ရာမည	ɹ à m ə ɲ a̰
ရာရာစစ	j à j à s a̰ s a̰
ရာဝဏ	ɹ à w ə n a̰
ရာသီ	j à ð ì
ရာသီရုပ်	j à ð ì j o ʊ ʔ
ရာသီဥတု	j à ð ì ʔ ṵ d ṵ
ရာဟုဂြိုဟ်	j à h ṵ d͡ʑ ò
ရာဟုလာ	j à h ṵ l à
ရိက္ခါ	j e ɪ ʔ kʰ à
ရိက္ခာ	j e ɪ ʔ kʰ à
ရိတ်	j e ɪ ʔ
ရိတ်သိမ်း	j e ɪ ʔ θ é ɪ ɴ
ရိပ်ရိပ်	j e ɪ ʔ j e ɪ ʔ
ရိုက်	j a ɪ ʔ
ရိုင်ဖယ်	ɹ à ɪ ɴ pʰ ɛ̀
ရိုင်ရိုင်	j à ɪ ɴ j à ɪ ɴ
ရိုဟင်ဂျာ	ɹ ò h ɪ̀ ɴ d͡ʑ à
ရိုး	j ó
ရိုးရာအမည်	j ó j à ʔ ə m j ì
ရိုးရိုး	j ó j ó
ရီဂါ	ɹ ì ɡ à
ရုက္ခစိုး	j o ʊ ʔ ɡ ə z ó
ရုက္ခဗေဒ	j o ʊ ʔ kʰ a̰ b è d a̰
ရုက္ခဗေဒဥယျာဉ်	j o ʊ ʔ kʰ a̰ b è d a̰ ʔ ṵ j ɪ̀ ɴ
ရုပ်	j o ʊ ʔ
ရုပ်ကလာပ်	j o ʊ ʔ k ə l a ʔ
ရုပ်တု	j o ʊ ʔ t ṵ
ရုပ်ပုံ	j o ʊ ʔ p ò ʊ ɴ
ရုပ်မြင်သံကြား	j o ʊ ʔ m j ɪ̀ ɴ θ à ɴ d͡ʑ á
ရုပ်ရှင်	j o ʊ ʔ ʃ ɪ̀ ɴ
ရုပ်ရှင်ရုံ	j o ʊ ʔ ʃ ɪ̀ ɴ j ò ʊ ɴ
ရုပ်သေး	j o ʊ ʔ θ é
ရုပ်သေးအစိုးရ	j o ʊ ʔ θ é ʔ ə s ó j a̰
ရုဘစ်ကုဗတုံး	ɹ ṵ b ɪ ʔ k ṵ b ə t ó ʊ ɴ
ရုရု	j ṵ j ṵ
ရုရှား	ɹ ṵ ʃ á
ရုံ	j ò ʊ ɴ
ရုံး	j ó ʊ ɴ
ရုံးပတီ	j ó ʊ ɴ b ə t ì
ရူပ	j ù p a̰
ရူပကအလင်္ကာ	j ù p ə k a̰ ʔ ə l ì ɡ à
ရူပနက္ခတ္တဗေဒ	j ù p a̰ n ɛ ʔ kʰ a ʔ t a̰ b è d a̰
ရူပဗေဒ	j ù p a̰ b è d a̰
ရူပါရုံ	j ù p à j ò ʊ ɴ
ရူပီး	ɹ ù p í
ရူမေးနီးယား	ɹ ù m é n í j á
ရေ	j è
ရေကတော့	j è ɡ ə d ɔ̰
ရေကာတာ	j è ɡ à d à
ရေကူး	j è k ú
ရေကူးကန်	j è k ú ɡ à ɴ
ရေကြီး	j è t͡ɕ í
ရေကြီးခြင်း	j è t͡ɕ í d͡ʑ ɪ́ ɴ
ရေခဲ	j è ɡ ɛ́
ရေခဲခေတ်	j è ɡ ɛ́ kʰ ɪ ʔ
ရေခဲခြစ်	j è ɡ ɛ́ d͡ʑ ɪ ʔ
ရေခဲတိုက်	j è ɡ ɛ́ d a ɪ ʔ
ရေခဲတောင်	j è ɡ ɛ́ d à ʊ ɴ
ရေခဲမုန့်	j è ɡ ɛ́ m o̰ ʊ ɴ
ရေခဲသေတ္တာ	j è ɡ ɛ́ θ ɪ ʔ t à
ရေချိုး	j è t͡ɕʰ ó
ရေခွက်	j è ɡ w ɛ ʔ
ရေဂျာဗစ်	ɹ è d͡ʑ à b ɪ ʔ
ရေငတ်	j è ŋ a ʔ
ရေငတ်တယ်	j è ŋ a ʔ t ɛ̀
ရေငုပ်သင်္ဘော	j è ŋ o ʊ ʔ θ ɪ̀ ɴ b ɔ́
ရေငွေ့	j è ŋ w ḛ
ရေစစ္စရီ	j è s ɪ ʔ s ə ɹ ì
ရေညှိ	j è ɲ̊ ḭ
ရေတပ်	j è d a ʔ
ရေတံခွန်	j è d à ɡ ʊ̀ ɴ
ရေတွက်	j è t w ɛ ʔ
ရေတွင်း	j è d w ɪ́ ɴ
ရေဒါ	ɹ è d à
ရေဒီယို	ɹ è d ì j ò
ရေနဂါး	j è n ə ɡ á
ရေနံ	j è n à ɴ
ရေနံချောင်း	j è n à ɴ d͡ʑ á ʊ ɴ
ရေနံဆီ	j è n à ɴ z ì
ရေနွေးကြမ်း	j è n w é d͡ʑ á ɴ
ရေနွေးအိုး	j è n w é ʔ ó
ရေပန်း	j è b á ɴ
ရေပိုက်	j è p a ɪ ʔ
ရေပေါ်ဆီ	j è b ɔ̀ z ì
ရေမိုင်	j è m à ɪ ɴ
ရေမြင်း	j è m j ɪ́ ɴ
ရေမြေသခင်	j è m j è θ ə kʰ ɪ̀ ɴ
ရေမွှေး	j è m̥ w é
ရေမှုတ်	j è m̥ o ʊ ʔ
ရေယုန်	j è j ò ʊ ɴ
ရေလက်ဝါး	j è l ɛ ʔ w á
ရေလုပ်သား	j è l o ʊ ʔ θ á
ရေဝတ	ɹ è w ə t a̰
ရေဝတဘုရား	j è w ə t a̰ pʰ ə j á
ရေသူ	j è ð ù
ရေသူမ	j è ð ù m a̰
ရောက်	j a ʊ ʔ
ရောက်တာ	ɹ a ʊ ʔ t à
ရောဂန္တရကပ်	j ɔ́ ɡ à ɴ t ə ɹ a̰ k a ʔ
ရောဂါ	j ɔ́ ɡ à
ရောဂါဗေဒ	j ɔ́ ɡ à b è d a̰
ရောင်	j à ʊ ɴ
ရောင်ခြည်	j à ʊ ɴ d͡ʑ ì
ရောင်း	j á ʊ ɴ
ရောမ	ɹ ɔ́ m a̰
ရော်	j ɔ̀
ရော်ဘာ	ɹ ɔ̀ b à
ရေး	j é
ရေးချ	j é t͡ɕʰ a̰
ရေးရေး	j é j é
ရဲ	j ɛ́
ရဲစခန်း	j ɛ́ s ə kʰ á ɴ
ရဲတိုက်	j ɛ́ d a ɪ ʔ
ရဲဘော်	j ɛ́ b ɔ̀
ရဲမေ	j ɛ́ m è
ရဲရင့်	j ɛ́ j ɪ̰ ɴ
ရဲရဲ	j ɛ́ j ɛ́
ရဲသား	j ɛ́ ð á
ရဲ့	j ɛ̰
ရွက်	j w ɛ ʔ
ရွက်ကြမ်း	j w ɛ ʔ d͡ʑ á ɴ
ရွက်ကြမ်းရေကျို	j w ɛ ʔ t͡ɕ á ɴ j è d͡ʑ ò
ရွက်ပုန်းသီး	j w ɛ ʔ p ó ʊ ɴ ð í
ရွက်လှေ	j w ɛ ʔ l̥ è
ရွတ်ရွတ်	j ʊ ʔ j ʊ ʔ
ရွပ်ရွပ်	j ʊ ʔ j ʊ ʔ
ရွရွ	j w a̰ j w a̰
ရွာ	j w à
ရွာစား	j w à z á
ရွာသူ	j w à ð ù
ရွာသူကြီး	j w à θ ə d͡ʑ í
ရွေး	j w é
ရွေးကောက်ပွဲ	j w é k a ʊ ʔ p w ɛ́
ရွေးချယ်	j w é t͡ɕʰ ɛ̀
ရွေးချယ်တင်မြှောက်ပွဲ	j w é t͡ɕʰ ɛ̀ t ɪ̀ ɴ m̥ j a ʊ ʔ p w ɛ́
ရွံ	j ʊ̀ ɴ
ရွံ့	j ʊ̰ ɴ
ရွှေ	ʃ w è
ရွှေချည်ထိုး	ʃ w è d͡ʑ ì d ó
ရွှေချီ	ʃ w è d͡ʑ ì
ရွှေချီပူတင်း	ʃ w è d͡ʑ ì p ù d ɪ́ ɴ
ရွှေတိုက်	ʃ w è d a ɪ ʔ
ရွှေတောင်	ʃ w è d à ʊ ɴ
ရွှေတောင်ခေါက်ဆွဲ	ʃ w è d à ʊ ɴ kʰ a ʊ ʔ sʰ w ɛ́
ရွှေတြိဂံ	ʃ w è t ɹ ḭ ɡ à ɴ
ရွှေထမင်း	ʃ w è tʰ ə m ɪ́ ɴ
ရွှေနန်းရွှေပြာသာဒ်သခင်	ʃ w è n á ɴ ʃ w è p j a ʔ θ a ʔ θ ə kʰ ɪ̀ ɴ
ရွှေနန်းရှင်ဘုရား	ʃ w è n á ɴ ʃ ɪ̀ ɴ pʰ ə j á
ရွှေနီ	ʃ w è n ì
ရွှေပဲ	ʃ w è p ɛ́
ရွှေပြည်စိုး	ʃ w è p j ì s ó
ရွှေဖရုံသီး	ʃ w è pʰ ə j ò ʊ ɴ ð í
ရွှေဖြူ	ʃ w è b j ù
ရွှေဘို	ʃ w è b ò
ရွှေမျက်ပါး	ʃ w è m j ɛ ʔ p á
ရွှေရင်အေး	ʃ w è j ɪ̀ ɴ ʔ é
ရွှေ့	ʃ w ḛ
ရွှဲ	ʃ w ɛ́
ရွှံ့	ʃ ʊ̰ ɴ
ရွှံ့ပွက်	ʃ ʊ̰ ɴ b w ɛ ʔ
ရှက်	ʃ ɛ ʔ
ရှင့်	ʃ ɪ̰ ɴ
ရှင်	ʃ ɪ̀ ɴ
ရှင်တို့	ʃ ɪ̀ ɴ d o̰
