aba	a b a
lignito	l i ɡ n i t o
limacha	l i m a t͡ʃ a̝
limáchega	l i m a t͡ʃ e̝ ɣ a̝
limaco	l i m a k o
limas	l i m a s
limeta	l i m e t a
limiar	l i m j a ɾ
límite	l i m i t e
limpar	l i m p a ɾ
limpo	l i m p o
linde	l i n d e̝
lindeiro	l i n d e j ɾ o̝
lindura	l i n d u ɾ a
lingua	l i ŋ ɡ w a
lingua	l i ŋ ɡ w a
lingua	l i ŋ ħ w a
linguado	l i ŋ ɡ w a d o
linguado	l i ŋ ɡ w a d o
linguado	l i ŋ ħ w a d o
linguaxe	l i ŋ ɡ w a ʃ e̝
lingüístico	l i ŋ ɡ w i s t i k o
lingüístico	l i ŋ ɡ w i s t i k o
lingüístico	l i ŋ ħ w i s t i k o
lintel	l i n t ɛ l
liña	l i ɲ a
liñar	l i ɲ a ɾ
liñaxe	l i ɲ a ʃ e
liñaza	l i ɲ a θ a̝
liñaza	l i ɲ a s a̝
liñeiro	l i ɲ e j ɾ o̝
liño	l i ɲ o̝
liñó	l i ɲ ɔ
liorna	l i ɔ ɾ n a̝
liorta	l i ɔ ɾ t a̝
lípido	l i p i d o
lique	l i k e̝
líquido	l i k i d o
lirio	l i ɾ j o
liscanzo	l i s k a n θ o̝
liscar	l i s k a ɾ
liso	l i s o
lista	l i s t a
lisura	l i s u ɾ a
literal	l i t ɛ ɾ a l
livián	l i b j a ŋ
lixeiro	l i ʃ e j ɾ o
lixo	l i ʃ o
lle	ʎ ɪ
llonxe	ʎ ɔ n ʃ e
loar	l o a ɾ
loba	l o b a
lobato	l o b a t o
lobio	l o β j o̝
lobishome	l o b i s ɔ m e
lobo	l o b o
loderno	l o ð ɛ ɾ n o̝
lodo	l o d o
lodoeiro	l o ð o e j ɾ o̝
Loentia	l o ɛ n t j a̝
lofa	l ɔ f a
logo	l ɔ ɡ o
logo	l ɔ ɡ o
logo	l ɔ ħ o
logro	l o ɡ ɾ o
logro	l o ɡ ɾ o
logro	l o ħ ɾ o
loia	l ɔ j a
loiro	l o j ɾ o̝
Lois	l o j s
loita	l o j t a
loitador	l o j t a ð o ɾ
loitar	l o j t a ɾ
loitosa	l o j t o s a̝
loixa	l ɔ j ʃ ɐ
lomba	l o m b a̝
lombo	l o m b o
londra	l o n d ɾ a
Londres	l o n d ɾ e s
longaínza	l o ŋ ɡ a i n θ a
longaínza	l o ŋ ɡ a i n θ a
longaínza	l o ŋ ħ a i n θ a
longaínza	l o ŋ ħ a i n s a
Longo	l o ŋ ɡ o̝
lontra	l o n t ɾ a
lonxe	l o n ʃ e
lorcho	l ɔ ɾ t͡ʃ o̝
lorda	l ɔ ɾ d a
loro	l o ɾ o̝
los	l o s
lostregar	l o s t ɾ e ɣ a ɾ
lostregar	l u s t ɾ i ɣ a ɾ
lóstrego	l o s t ɾ e ɡ o
lóstrego	l o s t ɾ e ɡ o
lóstrego	l o s t ɾ e ħ o
lote	l ɔ t e̝
louco	l o w k o
Louredo	l o w ɾ e ð o̝
Lourenzá	l o w ɾ e n θ a
louro	l o w ɾ o̝
lousa	l o w s ɐ
lousado	l o w s a ð o̝
lousar	l o w s a ɾ
louxa	l o w ʃ ɐ
louza	l o w θ a
louza	l o w θ a
louza	l o w s a
louzán	l o w θ a ŋ
louzán	l o w s a ŋ
louzán	l o w θ a o̯
Louzán	l o w θ a ŋ
Louzán	l o w s a ŋ
Louzao	l o w θ a o̯
lúa	l u a
luar	l w a ɾ
lucecú	l u θ e k u
lucecú	l u θ e k u
lucecú	l u s e k u
lucenza	l u θ e n θ a̝
lucenza	l u θ ɛ n θ a̝
lucerna	l u θ ɛ ɾ n a
lucerna	l u θ ɛ ɾ n a
lucerna	l u s ɛ ɾ n a
lucrar	l u k ɾ a ɾ
ludreira	l u ð ɾ e j ɾ ɐ
Ludrio	l u ð ɾ j o̝
Ludro	l u ð ɾ o̝
lufiada	l u f j a ð a̝
lugar	l u ɡ a ɾ
lugar	l u ɡ a ɾ
lugar	l u ħ a ɾ
Lugo	l u ɡ o
Lugo	l u ɡ o
Lugo	l u ħ o
lula	l u l a̝
lumbrigante	l u m b ɾ i ɣ a n t e̝
lume	l u m e
lumeira	l u m e j ɾ a
lumes	l u m e s
lumieira	l u m i e j ɾ a
lunación	l u n a θ j o ŋ
lunación	l u n a θ j o ŋ
lunación	l u n a s j o ŋ
lunada	l u n a ð̞ a̝
luns	l u ŋ s
lúparo	l u p a ɾ ʊ
lúparo	l u p ɾ ʊ
lura	l u ɾ a
lurcucú	l u ɾ k u k u
luscofusco	l u s k o f u s k o̝
luva	l u b a
luvas	l u β̞ ɐ s̺
luz	l u θ
luz	l u θ
luz	l u s
Maariz	m aː ɾ i θ
Maceda	m a θ ɛ d a
Maceda	m a θ ɛ d a
Maceda	m a s ɛ d a
maceira	m a θ e j ɾ a̝
maceira	m a s e j ɾ a̝
machada	m a t͡ʃ a d a
machado	m a t͡ʃ a d o
macheta	m a t͡ʃ e t a
machicón	m a t ʃ i k o ŋ
machinal	m a t͡ʃ i n a l
machismo	m a t͡ʃ i s m o
machista	m a t͡ʃ i s t a
macho	m a t͡ʃ o
machucar	m a t͡ʃ u k a ɾ
macicada	m a θ i k a d a
macicada	m a θ i k a d a
macicada	m a s i k a d a
macicadas	m a θ i k a d a s
macicadas	m a θ i k a d a s
macicadas	m a s i k a d a s
macicado	m a θ i k a d o
macicado	m a θ i k a d o
macicado	m a s i k a d o
macicados	m a θ i k a d o s
macicados	m a θ i k a d o s
macicados	m a s i k a d o s
macicar	m a θ i k a ɾ
macicar	m a θ i k a ɾ
macicar	m a s i k a ɾ
macico	m a θ i k o
macico	m a θ i k o
macico	m a s i k o
macicos	m a θ i k o s
macicos	m a θ i k o s
macicos	m a s i k o s
macio	m a θ j o
macio	m a θ j o
macio	m a s j o
macizo	m a θ i θ o
macizo	m a θ i θ o
macizo	m a s i s o
mada	m a ð a̝
madeira	m a d e j ɾ a
madeiras	m a d e j ɾ a s
madeiro	m a ð e j ɾ o̝
madeixa	m a ð e j ʃ a̝
madre	m a d ɾ e
madreña	m a d ɾ e ɲ a
madreselva	m a d ɾ e s ɛ l b a
madroña	m a d ɾ o ɲ a
madrugada	m a d ɾ u ɡ a d a
madrugada	m a d ɾ u ɡ a d a
madrugada	m a d ɾ u ħ a d a
maga	m a ɡ a
maga	m a ɡ a
maga	m a ħ a
magán	m a ɣ a ŋ
magnánimo	m a ŋ n a n i m o
magnolia	m a ŋ n ɔ l j a
mágoa	m a ɡ o a
mágoa	m a ɡ o a
mágoa	m a ħ o a
magoar	m a ɣ o a ɾ
magro	m a ɡ ɾ o
magro	m a ɡ ɾ o
magro	m a ħ ɾ o
magueiro	m a ɣ e j ɾ o̝
mailo	m a j l o
mainel	m a j n ɛ l
maínzo	m a i n θ o
maínzo	m a i n θ o
maínzo	m a i n s o
maio	m a j o
mais	m a j s
máis	m a j s
mal	m a l
malado	m a l a d o
malagueño	m a l a ɡ e ɲ o
malagueño	m a l a ɡ e ɲ o
malagueño	m a l a ħ e ɲ o
malamente	m a l a m e n t e
malataría	m a l a t a ɾ i a̝
malato	m a l a t o
maldicións	m a l d i θ i o n s
maldicións	m a l d i s i o n s
maleita	m a l e j t a
malestar	m a l e s t a ɾ
maleta	m a l e t a
malfeito	m a l f e j t o
malia	m a l j a
malla	m a ɟ a
mallada	m a ɟ a d a
mallada	m a ɟ a d a
malladura	m a ʎ a ð u ɾ a̝
mallante	m a ʎ a n t e̝
mallar	m a ɟ a ɾ
malle	m a ʎ e̝
malleira	m a ʎ e j ɾ a̝
mallo	m a ʎ o̝
malo	m a l o
mamada	m a m a d a
mamar	m a m a ɾ
mámoa	m a m o̯ a
manancial	m a n a n θ j a l
manancial	m a n a n θ j a l
manancial	m a n a n s j a l
mancar	m a ŋ k a ɾ
mancha	m a n t͡ʃ a
manchea	m a n t͡ʃ e a̝
manciña	m a n θ i ɲ a
manciña	m a n θ i ɲ a
manciña	m a n s i ɲ a
manco	m a ŋ k o
manda	m a n d a̝
manda	m a n d a̝
mandado	m a n d a d o
mandar	m a n d a ɾ
mandarina	m a n d a ɾ i n a
mandolina	m a n d o l i n a
mandorla	m a n d ɔ ɾ l a̝
manexar	m a n e ʃ a ɾ
manga	m a ŋ ɡ a
manga	m a ŋ ɡ a
manga	m a ŋ ħ a
mangueira	m a ŋ ɡ e j ɾ a
mangueira	m a ŋ ɡ e j ɾ a
mangueira	m a ŋ ħ e j ɾ a
manicomio	m a n i k ɔ m j o
manifestación	m a n i f e s t a θ j o ŋ
manifestación	m a n i f e s t a θ j o ŋ
manifestación	m a n i f e s t a s j o ŋ
maniño	m a n i ɲ o
manípulo	m a n i p u l o
manlle	m a n ʎ e̝
mansión	m a n s j o ŋ
manta	m a n t a̝
manteiga	m a n t e j ɡ a
manteiga	m a n t e j ɡ a
manteiga	m a n t e j ħ a
Manteiga	m a n t e j ɣ a̝
mantel	m a n t ɛ l
mantelo	m a n t ɛ l o̝
mantemento	m a n t e m ɛ n t o
mantemento	m a n t e m e n t o
mantenza	m a n t ɛ n θ a
mantenza	m a n t ɛ n θ a
mantenza	m a n t ɛ n s a
manter	m a n t eː ɾ
mantido	m a n t i d o
manto	m a n t o̝
maña	m a ɲ a
mañá	m a ɲ a
mañás	m a ɲ a s
Mañufe	m a ɲ u f e̝
mao	m a o
mapache	m a p a t͡ʃ e
maquía	m a k i a̝
máquina	m a k i n a
mar	m a ɾ
marabilla	m a ɾ a b i ɟ a
marabilloso	m a ɾ a b i ɟ o s o
Maragoto	m a ɾ a ɣ ɔ t o̝
maraña	m a ɾ a ɲ a
marañón	m a ɾ a ɲ o ŋ
maravalla	m a ɾ a β a ʎ a̝
maravallada	m a ɾ a β a ʎ a ð a̝
marca	m a ɾ k a
marcar	m a ɾ k a ɾ
marcaxe	m a ɾ k a ʃ e̝
marchar	m a ɾ t͡ʃ a ɾ
marco	m a ɾ k o
marea	m a ɾ ɛ a̝
marear	m a ɾ e a ɾ
marfil	m a ɾ f i l
marfollar	a m a ɾ f o ʎ a ɾ
marfollo	m a ɾ f o ʎ o̝̝
margarida	m a ɾ ɡ a ɾ i d a
margarida	m a ɾ ɡ a ɾ i d a
margarida	m a ɾ ħ a ɾ i d a
María	m a ɾ i a
mariña	m a ɾ i ɲ a̝
mariñeiro	m a ɾ i ɲ e j ɾ o̝
mariño	m a ɾ i ɲ ʊ
mariola	m a ɾ j ɔ l a
Marís	m a ɾ i s
Marís	m aː ɾ i s
marisco	m a ɾ i s k o
marisma	m a ɾ i s m a
Mariz	m a ɾ i θ
Mariz	m aː ɾ i θ
marmelo	m a ɾ m ɛ l o
marón	m a ɾ o̝ ŋ
marouba	m a ɾ o w β a̝
maroxo	m a ɾ o ʃ o
marra	m a r a̝
marrán	m a r a ŋ
marrar	m a r a ɾ
Marrocos	m a r ɔ k o s
marrón	m a r o ŋ
marta	m a ɾ t a̝
martabela	m a ɾ t a β ɛ l a̝
martelo	m a ɾ t e l o
martelo	m a ɾ t ɛ l o
martes	m a ɾ t e s
Maruxa	m a ɾ u ʃ a̝
maruxiña	m a ɾ u ʃ i ɲ a
marxa	m a ɾ ʃ a
marxe	m a ɾ ʃ e
marzapán	m a r θ a p a ŋ
marzapán	m a r s̻ a p a ŋ
marzo	m a ɾ θ o
marzo	m a ɾ θ o
marzo	m a ɾ s o
masa	m a s a
masacrar	m a s a k ɾ a ɾ
masaxe	m a s a ʃ e
máscara	m a s k a ɾ a
mascarón	m a s k a ɾ o ŋ
mascato	m a s k a t o̝
maseira	m a s e j ɾ a̝
mastro	m a s t ɾ o̝
masturba	m a s t u ɾ b a
masturbación	m a s t u ɾ b a θ j o ŋ
masturbación	m a s t u ɾ b a θ j o ŋ
masturbación	m a s t u ɾ b a s j o ŋ
masturbada	m a s t u ɾ b a d a
masturbando	m a s t u ɾ b a n d o
masturbar	m a s t u ɾ b a ɾ
masturbas	m a s t u ɾ b a s
macio	m a θ j o
macio	m a θ j o
macio	m a s j o
macizo	m a θ i θ o
macizo	m a θ i θ o
macizo	m a s i s o
mada	m a ð a̝
madeira	m a d e j ɾ a
madeiras	m a d e j ɾ a s
madeiro	m a ð e j ɾ o̝
madeixa	m a ð e j ʃ a̝
madre	m a d ɾ e
madreña	m a d ɾ e ɲ a
madreselva	m a d ɾ e s ɛ l b a
madroña	m a d ɾ o ɲ a
madrugada	m a d ɾ u ɡ a d a
madrugada	m a d ɾ u ɡ a d a
madrugada	m a d ɾ u ħ a d a
maga	m a ɡ a
maga	m a ɡ a
maga	m a ħ a
magán	m a ɣ a ŋ
magnánimo	m a ŋ n a n i m o
magnolia	m a ŋ n ɔ l j a
mágoa	m a ɡ o a
mágoa	m a ɡ o a
mágoa	m a ħ o a
magoar	m a ɣ o a ɾ
magro	m a ɡ ɾ o
magro	m a ɡ ɾ o
magro	m a ħ ɾ o
magueiro	m a ɣ e j ɾ o̝
mailo	m a j l o
mainel	m a j n ɛ l
maínzo	m a i n θ o
maínzo	m a i n θ o
maínzo	m a i n s o
maio	m a j o
mais	m a j s
máis	m a j s
mal	m a l
malado	m a l a d o
malagueño	m a l a ɡ e ɲ o
malagueño	m a l a ɡ e ɲ o
malagueño	m a l a ħ e ɲ o
malamente	m a l a m e n t e
malataría	m a l a t a ɾ i a̝
malato	m a l a t o
maldicións	m a l d i θ i o n s
maldicións	m a l d i s i o n s
maleita	m a l e j t a
malestar	m a l e s t a ɾ
maleta	m a l e t a
malfeito	m a l f e j t o
malia	m a l j a
malla	m a ɟ a
mallada	m a ɟ a d a
mallada	m a ɟ a d a
malladura	m a ʎ a ð u ɾ a̝
mallante	m a ʎ a n t e̝
mallar	m a ɟ a ɾ
malle	m a ʎ e̝
malleira	m a ʎ e j ɾ a̝
mallo	m a ʎ o̝
malo	m a l o
mamada	m a m a d a
mamar	m a m a ɾ
mámoa	m a m o̯ a
manancial	m a n a n θ j a l
manancial	m a n a n θ j a l
manancial	m a n a n s j a l
mancar	m a ŋ k a ɾ
mancha	m a n t͡ʃ a
manchea	m a n t͡ʃ e a̝
manciña	m a n θ i ɲ a
manciña	m a n θ i ɲ a
manciña	m a n s i ɲ a
manco	m a ŋ k o
manda	m a n d a̝
manda	m a n d a̝
mandado	m a n d a d o
mandar	m a n d a ɾ
mandarina	m a n d a ɾ i n a
mandolina	m a n d o l i n a
mandorla	m a n d ɔ ɾ l a̝
manexar	m a n e ʃ a ɾ
manga	m a ŋ ɡ a
manga	m a ŋ ɡ a
manga	m a ŋ ħ a
mangueira	m a ŋ ɡ e j ɾ a
mangueira	m a ŋ ɡ e j ɾ a
mangueira	m a ŋ ħ e j ɾ a
manicomio	m a n i k ɔ m j o
manifestación	m a n i f e s t a θ j o ŋ
manifestación	m a n i f e s t a θ j o ŋ
manifestación	m a n i f e s t a s j o ŋ
maniño	m a n i ɲ o
manípulo	m a n i p u l o
manlle	m a n ʎ e̝
mansión	m a n s j o ŋ
manta	m a n t a̝
manteiga	m a n t e j ɡ a
manteiga	m a n t e j ɡ a
manteiga	m a n t e j ħ a
Manteiga	m a n t e j ɣ a̝
mantel	m a n t ɛ l
mantelo	m a n t ɛ l o̝
mantemento	m a n t e m ɛ n t o
mantemento	m a n t e m e n t o
mantenza	m a n t ɛ n θ a
mantenza	m a n t ɛ n θ a
mantenza	m a n t ɛ n s a
manter	m a n t eː ɾ
mantido	m a n t i d o
manto	m a n t o̝
maña	m a ɲ a
mañá	m a ɲ a
mañás	m a ɲ a s
Mañufe	m a ɲ u f e̝
mao	m a o
mapache	m a p a t͡ʃ e
maquía	m a k i a̝
máquina	m a k i n a
mar	m a ɾ
marabilla	m a ɾ a b i ɟ a
marabilloso	m a ɾ a b i ɟ o s o
Maragoto	m a ɾ a ɣ ɔ t o̝
maraña	m a ɾ a ɲ a
marañón	m a ɾ a ɲ o ŋ
maravalla	m a ɾ a β a ʎ a̝
maravallada	m a ɾ a β a ʎ a ð a̝
marca	m a ɾ k a
marcar	m a ɾ k a ɾ
marcaxe	m a ɾ k a ʃ e̝
marchar	m a ɾ t͡ʃ a ɾ
marco	m a ɾ k o
marea	m a ɾ ɛ a̝
marear	m a ɾ e a ɾ
marfil	m a ɾ f i l
marfollar	a m a ɾ f o ʎ a ɾ
marfollo	m a ɾ f o ʎ o̝̝
margarida	m a ɾ ɡ a ɾ i d a
margarida	m a ɾ ɡ a ɾ i d a
margarida	m a ɾ ħ a ɾ i d a
María	m a ɾ i a
mariña	m a ɾ i ɲ a̝
mariñeiro	m a ɾ i ɲ e j ɾ o̝
mariño	m a ɾ i ɲ ʊ
mariola	m a ɾ j ɔ l a
Marís	m a ɾ i s
Marís	m aː ɾ i s
marisco	m a ɾ i s k o
marisma	m a ɾ i s m a
Mariz	m a ɾ i θ
Mariz	m aː ɾ i θ
marmelo	m a ɾ m ɛ l o
marón	m a ɾ o̝ ŋ
marouba	m a ɾ o w β a̝
maroxo	m a ɾ o ʃ o
marra	m a r a̝
marrán	m a r a ŋ
marrar	m a r a ɾ
Marrocos	m a r ɔ k o s
marrón	m a r o ŋ
marta	m a ɾ t a̝
martabela	m a ɾ t a β ɛ l a̝
martelo	m a ɾ t e l o
martelo	m a ɾ t ɛ l o
martes	m a ɾ t e s
Maruxa	m a ɾ u ʃ a̝
maruxiña	m a ɾ u ʃ i ɲ a
marxa	m a ɾ ʃ a
marxe	m a ɾ ʃ e
marzapán	m a r θ a p a ŋ
marzapán	m a r s̻ a p a ŋ
marzo	m a ɾ θ o
marzo	m a ɾ θ o
marzo	m a ɾ s o
masa	m a s a
masacrar	m a s a k ɾ a ɾ
masaxe	m a s a ʃ e
máscara	m a s k a ɾ a
mascarón	m a s k a ɾ o ŋ
mascato	m a s k a t o̝
maseira	m a s e j ɾ a̝
mastro	m a s t ɾ o̝
masturba	m a s t u ɾ b a
masturbación	m a s t u ɾ b a θ j o ŋ
masturbación	m a s t u ɾ b a θ j o ŋ
masturbación	m a s t u ɾ b a s j o ŋ
masturbada	m a s t u ɾ b a d a
masturbando	m a s t u ɾ b a n d o
masturbar	m a s t u ɾ b a ɾ
masturbas	m a s t u ɾ b a s
mata	m a t a
matadoiro	m a t a d o j ɾ o
matanza	m a t a n θ a
matanza	m a t a n θ a
matanza	m a t a n s a
matapiollos	m a t a p j o ɟ o s
matar	m a t a ɾ
mate	m a t e
maternidade	m a t e ɾ n i d a d e
Mateu	m a t e w
mato	m a t o
mauriciano	m a w ɾ i θ j a n o̝
mauriciano	m a w ɾ i θ j a n ʊ
Mauricio	m a w ɾ i θ j o̝
maxenta	m a ʃ e n t a
máxico	m a ʃ i k o
maza	m a θ a̝
maza	m a s a̝
mazadura	m a θ a ð u ɾ a̝
mazadura	m a s a ð u ɾ a̝
mazar	m a θ a ɾ
mazar	m a θ a ɾ
mazar	m a s a ɾ
mazarelo	m a θ a ɾ ɛ l o̝
mazarelo	m a s a ɾ ɛ l o̝
mazarico	m a θ a ɾ i k o
mazarico	m a θ a ɾ i k o
mazarico	m a s a ɾ i k o
mazaroca	m a θ a ɾ ɔ k ɐ
mazaroca	m a s a ɾ ɔ k ɐ
mazás	m ɐ θ a s
mázcara	m a θ k a ɾ a
mázcara	m a θ k a ɾ a
mázcara	m a s k a ɾ a
mazo	m a θ o
mazo	m a θ o
mazo	m a s o
meada	m e a ð a̝
meada	m e a ð a̝
meán	m e a ŋ
mecánico	m e k a n i k o
mecanismo	m e k a n i s m o
mecha	m e t͡ʃ a̝
meco	m ɛ k o
meda	m e ð a̝
meda	m ɛ ð a̝
medalla	m e d a ɟ a
medeiro	m e ð e j ɾ o̝
media	m e d j a
médico	m ɛ d i k o
medio	m e d j o
meditación	m e d i t a θ j o ŋ
meditación	m e d i t a θ j o ŋ
meditación	m e d i t a s j o ŋ
medo	m e d o
medoña	m e d o ɲ a
medoñento	m e d o ɲ e n t o
medorra	m e d o r a
medoso	m e d o s o
medrar	m e ð ɾ a ɾ
medroso	m e d ɾ o s o
megálito	m e ɣ a l i t o̝
meiga	m e j ɣ a̝
meigallo	m e j ɣ a ʎ o̝
meigo	m e j ɡ o
meigo	m e j ɡ o
meigo	m e j ħ o
meiró	m e j ɾ ɔ
Meitufe	m e j t u f e̝
Méixamo	m e j ʃ a̝ m o̝
meixela	m e j ʃ ɛ l a̝
melada	m ɛ l a d a
melada	m e l a d a
melado	m e l a d o
melancolía	m e l a ŋ k o l i a
melancólico	m e l a ŋ k ɔ l i k o
melandro	m e l a n d ɾ o̝
Meleiro	m ɛ l e j ɾ o̝
meleiro	m ɛ l e j ɾ o̝
melena	m e l e n a
melga	m ɛ l ɣ a̝
melga	m ɛ l ɣ a̝
melgacho	m ɛ l ɣ a t͡ʃ o̝
Melide	m e l i ð e̝
mellor	m e ɟ o ɾ
mellora	m e ʎ o ɾ a̝
melón	m e l o ŋ
meloso	m e l o s o
membro	m e m b ɾ o
memoria	m e m ɔ ɾ j a
menciña	m e n θ i ɲ a̝
menciñeiro	m e n θ i ɲ e j ɾ o̝
mención	m e n θ j o ŋ
mención	m e n θ j o ŋ
mención	m e n s j o ŋ
mendrello	m e n d ɾ e ʎ o̝
meniña	m e n i ɲ a
menor	m e n o ɾ
menos	m e n o s
mensaxeiro	m e n s a ʃ e j ɾ o̝
menta	m ɛ n t a
menta	m e n t a
menta	m ɛ n t a̝
menta	m e n t a̝
mental	m e n t a l
mental	m ɛ n t a l
mentalidade	m e n t a l i d a d e
mentalidade	m ɛ n t a l i d a d e
mentalmente	m e n t a l m e n t e
mentalmente	m ɛ n t a l m e n t e
mente	m e n t e
mente	m ɛ n t e
mentira	m e n t i ɾ a
mentirán	m e n t i ɾ a ŋ
meogo	m e ɔ ɣ o̝
mera	m ɛ ɾ a̝
Mera	m ɛ ɾ a̝
merca	m ɛ ɾ k a
mercado	m e ɾ k a d o
mercadoría	m e ɾ k a ð o ɾ i a̝
mercamos	m e ɾ k a m ʊ s
mercan	m ɛ ɾ k ɐ ŋ
mercar	m e ɾ k a ɾ
mercé	m e ɾ θ e
mercé	m e ɾ θ e
mercé	m e ɾ s e
mércores	m ɛ ɾ k o ɾ e s
merda	m ɛ ɾ d a
merdán	m ɛ ɾ ð a ŋ
merdeiro	m ɛ ɾ d e j ɾ o
merdento	m ɛ ɾ ð e n t o̝
merdento	m ɛ ɾ ð ɛ n t o̝
merenda	m e ɾ e n d a
mergullador	m e ɾ ɣ u ʎ a ð o ɾ
mergullar	m e ɾ ɣ u ʎ a ɾ
mergullo	m e ɾ ɣ u ʎ o̝
Merlán	m e r l a ŋ
merlo	m ɛ ɾ l o̝
mero	m ɛ ɾ o̝
mes	m e s
més	m ɛ s
mesa	m e s a
mesado	m e s a ð o̝
mesas	m e s a s
mesmo	m ɛ s m o
mesmo	m i ɾ m o
mesquita	m e s k i t a
mestas	m e s t a̝ s
mesto	m e s t o
mestre	m ɛ s t ɾ e
mestría	m ɛ s t ɾ i a
mestura	m e s t u ɾ a̝
mesturar	m e s t u ɾ a ɾ
metal	m e t a l
metanol	m e t a n ɔ l
meter	m e t e ɾ
metódico	m e t ɔ d i k o
método	m ɛ t o d o
metro	m ɛ t ɾ o
meu	m e w
meu	m ɛ w
meus	m e w s
mexacán	m e ʃ a k a ŋ
mexacán	m e ʃ a k a ŋ
mexada	m e ʃ a d a
mexamorno	m e ʃ a̝ m ɔ ɾ n o̝
mexar	m e ʃ a ɾ
mexarela	m e ʃ a ɾ ɛ l a̝
mexeira	m e ʃ e j ɾ a̝
mexer	m e ʃ e ɾ
mexericas	m e ʃ e ɾ i k a̝ s
mexericas	m i ʃ i ɾ i k a̝ s
mexicano	m e ʃ i k ɐ n ʊ
México	m ɛ ʃ i k o
mexillón	m e ʃ i ɟ o ŋ
mexo	m e ʃ o̝
macio	m a θ j o
macio	m a θ j o
macio	m a s j o
macizo	m a θ i θ o
macizo	m a θ i θ o
macizo	m a s i s o
mada	m a ð a̝
madeira	m a d e j ɾ a
madeiras	m a d e j ɾ a s
madeiro	m a ð e j ɾ o̝
madeixa	m a ð e j ʃ a̝
madre	m a d ɾ e
madreña	m a d ɾ e ɲ a
madreselva	m a d ɾ e s ɛ l b a
madroña	m a d ɾ o ɲ a
madrugada	m a d ɾ u ɡ a d a
madrugada	m a d ɾ u ɡ a d a
madrugada	m a d ɾ u ħ a d a
maga	m a ɡ a
maga	m a ɡ a
maga	m a ħ a
magán	m a ɣ a ŋ
magnánimo	m a ŋ n a n i m o
magnolia	m a ŋ n ɔ l j a
mágoa	m a ɡ o a
mágoa	m a ɡ o a
mágoa	m a ħ o a
magoar	m a ɣ o a ɾ
magro	m a ɡ ɾ o
magro	m a ɡ ɾ o
magro	m a ħ ɾ o
magueiro	m a ɣ e j ɾ o̝
mailo	m a j l o
mainel	m a j n ɛ l
maínzo	m a i n θ o
maínzo	m a i n θ o
maínzo	m a i n s o
maio	m a j o
mais	m a j s
máis	m a j s
mal	m a l
malado	m a l a d o
malagueño	m a l a ɡ e ɲ o
malagueño	m a l a ɡ e ɲ o
malagueño	m a l a ħ e ɲ o
malamente	m a l a m e n t e
malataría	m a l a t a ɾ i a̝
malato	m a l a t o
maldicións	m a l d i θ i o n s
maldicións	m a l d i s i o n s
maleita	m a l e j t a
malestar	m a l e s t a ɾ
maleta	m a l e t a
malfeito	m a l f e j t o
malia	m a l j a
malla	m a ɟ a
mallada	m a ɟ a d a
mallada	m a ɟ a d a
malladura	m a ʎ a ð u ɾ a̝
mallante	m a ʎ a n t e̝
mallar	m a ɟ a ɾ
malle	m a ʎ e̝
malleira	m a ʎ e j ɾ a̝
mallo	m a ʎ o̝
malo	m a l o
mamada	m a m a d a
mamar	m a m a ɾ
mámoa	m a m o̯ a
manancial	m a n a n θ j a l
manancial	m a n a n θ j a l
manancial	m a n a n s j a l
mancar	m a ŋ k a ɾ
mancha	m a n t͡ʃ a
manchea	m a n t͡ʃ e a̝
manciña	m a n θ i ɲ a
manciña	m a n θ i ɲ a
manciña	m a n s i ɲ a
manco	m a ŋ k o
manda	m a n d a̝
manda	m a n d a̝
mandado	m a n d a d o
mandar	m a n d a ɾ
mandarina	m a n d a ɾ i n a
mandolina	m a n d o l i n a
mandorla	m a n d ɔ ɾ l a̝
manexar	m a n e ʃ a ɾ
manga	m a ŋ ɡ a
manga	m a ŋ ɡ a
manga	m a ŋ ħ a
mangueira	m a ŋ ɡ e j ɾ a
mangueira	m a ŋ ɡ e j ɾ a
mangueira	m a ŋ ħ e j ɾ a
manicomio	m a n i k ɔ m j o
manifestación	m a n i f e s t a θ j o ŋ
manifestación	m a n i f e s t a θ j o ŋ
manifestación	m a n i f e s t a s j o ŋ
maniño	m a n i ɲ o
manípulo	m a n i p u l o
manlle	m a n ʎ e̝
mansión	m a n s j o ŋ
manta	m a n t a̝
manteiga	m a n t e j ɡ a
manteiga	m a n t e j ɡ a
manteiga	m a n t e j ħ a
Manteiga	m a n t e j ɣ a̝
mantel	m a n t ɛ l
mantelo	m a n t ɛ l o̝
mantemento	m a n t e m ɛ n t o
mantemento	m a n t e m e n t o
mantenza	m a n t ɛ n θ a
mantenza	m a n t ɛ n θ a
mantenza	m a n t ɛ n s a
manter	m a n t eː ɾ
mantido	m a n t i d o
manto	m a n t o̝
maña	m a ɲ a
mañá	m a ɲ a
mañás	m a ɲ a s
Mañufe	m a ɲ u f e̝
mao	m a o
mapache	m a p a t͡ʃ e
maquía	m a k i a̝
máquina	m a k i n a
mar	m a ɾ
marabilla	m a ɾ a b i ɟ a
marabilloso	m a ɾ a b i ɟ o s o
Maragoto	m a ɾ a ɣ ɔ t o̝
maraña	m a ɾ a ɲ a
marañón	m a ɾ a ɲ o ŋ
maravalla	m a ɾ a β a ʎ a̝
maravallada	m a ɾ a β a ʎ a ð a̝
marca	m a ɾ k a
marcar	m a ɾ k a ɾ
