A	ʔ aː ˧˧
nợ như chúa Chổm	n əː ˧˨ ʔ ɲ ɨ ˧˧ t͡ɕ u ə ˧˦ t͡ɕ o m ˧˩
nợ nần	n əː ˧˨ ʔ n ə n ˨˩
nụ	n u ˧˨ ʔ
nụ cười	n u ˧˨ ʔ k ɨ ə j ˨˩
nứa	n ɨ ə ˧˦
nức	n ɨ k̚ ˧˦
nức nở	n ɨ k̚ ˧˦ n əː ˧˩
nức tiếng	n ɨ k̚ ˧˦ t i ə ŋ ˧˦
nứng	n ɨ ŋ ˧˦
nứt	n ɨ t̚ ˧˦
nứt nanh	n ɨ t̚ ˧˦ n a j ŋ̟ ˧˧
nứt nẻ	n ɨ t̚ ˧˦ n ɛ ˧˩
nứt đố đổ vách	n ɨ t̚ ˧˦ ʔ ɗ o ˧˦ ʔ ɗ o ˧˩ v a j k̟̚ ˧˦
nừng	n ɨ ŋ ˨˩
nửa	n ɨ ə ˧˩
nửa chừng	n ɨ ə ˧˩ t͡ɕ ɨ ŋ ˨˩
nửa nạc nửa mỡ	n ɨ ə ˧˩ n aː k̚ ˧˨ ʔ n ɨ ə ˧˩ m əː ˦ˀ˥
nửa vời	n ɨ ə ˧˩ v əː j ˨˩
nửa đêm	n ɨ ə ˧˩ ʔ ɗ e m ˧˧
nửa đời	n ɨ ə ˧˩ ʔ ɗ əː j ˨˩
nữ	n ɨ ˦ˀ˥
nữ cai trị	n ɨ ˦ˀ˥ k aː j ˧˧ t͡ɕ i ˧˨ ʔ
nữ chính	n ɨ ˦ˀ˥ t͡ɕ ï ŋ ˧˦
nữ công	n ɨ ˦ˀ˥ k ə w ŋ͡m ˧˧
nữ công gia chánh	n ɨ ˦ˀ˥ k ə w ŋ͡m ˧˧ z aː ˧˧ t͡ɕ a j ŋ̟ ˧˦
nữ giới	n ɨ ˦ˀ˥ z əː j ˧˦
nữ hoàng	n ɨ ˦ˀ˥ h w aː ŋ ˨˩
nữ sinh	n ɨ ˦ˀ˥ s ï ŋ ˧˧
nữ thần	n ɨ ˦ˀ˥ tʰ ə n ˨˩
nữ trang	n ɨ ˦ˀ˥ t͡ɕ aː ŋ ˧˧
nữ tính	n ɨ ˦ˀ˥ t ï ŋ ˧˦
nữ tù trưởng	n ɨ ˦ˀ˥ t u ˨˩ t͡ɕ ɨ ə ŋ ˧˩
nữ tướng	n ɨ ˦ˀ˥ t ɨ ə ŋ ˧˦
nữ vương	n ɨ ˦ˀ˥ v ɨ ə ŋ ˧˧
nữa	n ɨ ə ˦ˀ˥
nữa là	n ɨ ə ˦ˀ˥ l aː ˨˩
nực	n ɨ k̚ ˧˨ ʔ
nực cười	n ɨ k̚ ˧˨ ʔ k ɨ ə j ˨˩
nựng	n ɨ ŋ ˧˨ ʔ
nựng nịu	n ɨ ŋ ˧˨ ʔ n i w ˧˨ ʔ
o mèo	ʔ ɔ ˧˧ m ɛ w ˨˩
oa	ʔ w aː ˧˧
oa trữ	ʔ w aː ˧˧ t͡ɕ ɨ ˦ˀ˥
oa tàng	ʔ w aː ˧˧ t aː ŋ ˨˩
oai	ʔ w aː j ˧˧
oai danh	ʔ w aː j ˧˧ z a j ŋ̟ ˧˧
oai nghiêm	ʔ w aː j ˧˧ ŋ i ə m ˧˧
oai phong	ʔ w aː j ˧˧ f a w ŋ͡m ˧˧
oai vệ	ʔ w aː j ˧˧ v e ˧˨ ʔ
oan	ʔ w aː n ˧˧
oan gia	ʔ w aː n ˧˧ z aː ˧˧
oan gia ngõ hẹp	ʔ w aː n ˧˧ z aː ˧˧ ŋ ɔ ˦ˀ˥ h ɛ p̚ ˧˨ ʔ
oan hồn	ʔ w aː n ˧˧ h o n ˨˩
oan khiên	ʔ w aː n ˧˧ x i ə n ˧˧
oan nghiệt	ʔ w aː n ˧˧ ŋ i ə t̚ ˧˨ ʔ
oan trái	ʔ w aː n ˧˧ t͡ɕ aː j ˧˦
oanh	ʔ w a j ŋ̟ ˧˧
oanh liệt	ʔ w a j ŋ̟ ˧˧ l i ə t̚ ˧˨ ʔ
oanh tạc	ʔ w a j ŋ̟ ˧˧ t aː k̚ ˧˨ ʔ
oanh tạc cơ	ʔ w a j ŋ̟ ˧˧ t aː k̚ ˧˨ ʔ k əː ˧˧
obitan	ʔ o ˧˧ ʔ ɓ i ˧˧ t aː n ˧˧
oganesson	ʔ ɔ ˧˧ ɣ aː ˧˧ n ɛ t̚ ˧˦ s əː n ˧˧
oi	ʔ ɔ j ˧˧
oi bức	ʔ ɔ j ˧˧ ʔ ɓ ɨ k̚ ˧˦
oi ả	ʔ ɔ j ˧˧ ʔ aː ˧˩
ok	ʔ o ˧˧ k e ˧˧
om	ʔ ɔ m ˧˧
om sòm	ʔ ɔ m ˧˧ s ɔ m ˨˩
ong	ʔ a w ŋ͡m ˧˧
ong bướm	ʔ a w ŋ͡m ˧˧ ʔ ɓ ɨ ə m ˧˦
ong bầu	ʔ a w ŋ͡m ˧˧ ʔ ɓ ə w ˨˩
ong bắp cày	ʔ a w ŋ͡m ˧˧ ʔ ɓ a p̚ ˧˦ k a j ˨˩
ong chúa	ʔ a w ŋ͡m ˧˧ t͡ɕ u ə ˧˦
ong khoái	ʔ a w ŋ͡m ˧˧ x w aː j ˧˦
ong mật	ʔ a w ŋ͡m ˧˧ m ə t̚ ˧˨ ʔ
ong ong	ʔ a w ŋ͡m ˧˧ ʔ a w ŋ͡m ˧˧
ong ruồi	ʔ a w ŋ͡m ˧˧ z u ə j ˨˩
organ	ʔ ɔ k̚ ˧˦ ɣ aː n ˧˧
osimi	ʔ o ˧˧ s i ˧˧ m i ˧˧
out trình	ʔ aː w ˧˧ t͡ɕ ï ŋ ˨˩
oxi	ʔ o ˧˧ s i ˧˧
oxi già	ʔ o ˧˧ s i ˧˧ z aː ˨˩
oxi hoá	ʔ o ˧˧ s i ˧˧ h w aː ˧˦
oxi hoá khử	ʔ o ˧˧ s i ˧˧ h w aː ˧˦ x ɨ ˧˩
oxit	ʔ o ˧˧ s i t̚ ˧˦
oà	ʔ w aː ˨˩
oàm oạp	ʔ w aː m ˨˩ ʔ w aː p̚ ˧˨ ʔ
oách	ʔ w a j k̟̚ ˧˦
oái oăm	ʔ w aː j ˧˦ ʔ w a m ˧˧
oán	ʔ w aː n ˧˦
oán hận	ʔ w aː n ˧˦ h ə n ˧˨ ʔ
oán hờn	ʔ w aː n ˧˦ h əː n ˨˩
oát	ʔ w aː t̚ ˧˦
oóc	ʔ ɔ k̚ ˧˦
oải	ʔ w aː j ˧˩
oải hương	ʔ w aː j ˧˩ h ɨ ə ŋ ˧˧
oản	ʔ w aː n ˧˩
oắt	ʔ w a t̚ ˧˦
oắt con	ʔ w a t̚ ˧˦ k ɔ n ˧˧
oằn	ʔ w a n ˨˩
oẳn tù tì	ʔ w a n ˧˩ t u ˨˩ t i ˨˩
oẳng	ʔ w a ŋ ˧˩
oặt	ʔ w a t̚ ˧˨ ʔ
oẹ	ʔ w ɛ ˧˨ ʔ
oẻ hoẹ	ʔ w ɛ ˧˩ h w ɛ ˧˨ ʔ
pa lăng	p aː ˧˧ l a ŋ ˧˧
pa tê sô	p aː ˧˧ t e ˧˧ s o ˧˧
palađi	p aː ˧˧ l aː ˧˧ ʔ ɗ i ˧˧
palađi	ʔ ɓ aː ˧˧ l aː ˧˧ ʔ ɗ i ˧˧
panh	p a j ŋ̟ ˧˧
pao	p aː w ˧˧
parabol	p aː ˧˧ z aː ˧˧ ʔ ɓ o n ˧˧
parabol	p aː ˧˧ ɹ aː ˧˧ ʔ ɓ o n ˧˧
pha	f aː ˧˧
pha chế	f aː ˧˧ t͡ɕ e ˧˦
pha lê	f aː ˧˧ l e ˧˧
pha trò	f aː ˧˧ t͡ɕ ɔ ˨˩
pha trộn	f aː ˧˧ t͡ɕ o n ˧˨ ʔ
phai	f aː j ˧˧
phai mờ	f aː j ˧˧ m əː ˨˩
phai nhạt	f aː j ˧˧ ɲ aː t̚ ˧˨ ʔ
phang	f aː ŋ ˧˧
phanh	f a j ŋ̟ ˧˧
phanh phui	f a j ŋ̟ ˧˧ f u j ˧˧
phanh thây	f a j ŋ̟ ˧˧ tʰ ə j ˧˧
phao	f aː w ˧˧
phao câu	f aː w ˧˧ k ə w ˧˧
phau	f a w ˧˧
phay	f a j ˧˧
phenol	f e ˧˧ n o n ˧˧
phenolphtalein	f e ˧˧ n o n ˧˧ f əː ˨˩ t aː ˧˧ l e ˧˧ ʔ i n ˧˧
phim	f i m ˧˧
phim chiến tranh	f i m ˧˧ t͡ɕ i ə n ˧˦ t͡ɕ a j ŋ̟ ˧˧
phim chưởng	f i m ˧˧ t͡ɕ ɨ ə ŋ ˧˩
phim câm	f i m ˧˧ k ə m ˧˧
phim hài	f i m ˧˧ h aː j ˨˩
phim khiêu dâm	f i m ˧˧ x i ə w ˧˧ z ə m ˧˧
phim kinh dị	f i m ˧˧ k ï ŋ ˧˧ z i ˧˨ ʔ
phim ma	f i m ˧˧ m aː ˧˧
phim sex	f i m ˧˧ s ə j k̟̚ ˧˦
phim truyện	f i m ˧˧ t͡ɕ w i ə n ˧˨ ʔ
phim trường	f i m ˧˧ t͡ɕ ɨ ə ŋ ˨˩
phim tài liệu	f i m ˧˧ t aː j ˨˩ l i ə w ˧˨ ʔ
phim ảnh	f i m ˧˧ ʔ a j ŋ̟ ˧˩
phin	f i n ˧˧
phiêu lưu	f i ə w ˧˧ l i w ˧˧
phiến	f i ə n ˧˦
phiến diện	f i ə n ˧˦ z i ə n ˧˨ ʔ
phiếu	f i ə w ˧˦
phiếu bầu	f i ə w ˧˦ ʔ ɓ ə w ˨˩
pho	f ɔ ˧˧
pho mát	f ɔ ˧˧ m aː t̚ ˧˦
pho tượng	f ɔ ˧˧ t ɨ ə ŋ ˧˨ ʔ
phoi	f ɔ j ˧˧
phom	f ɔ m ˧˧
phong	f a w ŋ͡m ˧˧
phong ba	f a w ŋ͡m ˧˧ ʔ ɓ aː ˧˧
phong ba bão táp không bằng ngữ pháp Việt Nam	f a w ŋ͡m ˧˧ ʔ ɓ aː ˧˧ ʔ ɓ aː w ˦ˀ˥ t aː p̚ ˧˦ x ə w ŋ͡m ˧˧ ʔ ɓ a ŋ ˨˩ ŋ ɨ ˦ˀ˥ f aː p̚ ˧˦ v i ə t̚ ˧˨ ʔ n aː m ˧˧
phong bì	f a w ŋ͡m ˧˧ ʔ ɓ i ˨˩
phong cách	f a w ŋ͡m ˧˧ k a j k̟̚ ˧˦
phong cảnh	f a w ŋ͡m ˧˧ k a j ŋ̟ ˧˩
phong cấp	f a w ŋ͡m ˧˧ k ə p̚ ˧˦
phong cầm	f a w ŋ͡m ˧˧ k ə m ˨˩
phong hoá	f a w ŋ͡m ˧˧ h w aː ˧˦
phong kiến	f a w ŋ͡m ˧˧ k i ə n ˧˦
phong lan	f a w ŋ͡m ˧˧ l aː n ˧˧
phong lưu	f a w ŋ͡m ˧˧ l i w ˧˧
phong nhã	f a w ŋ͡m ˧˧ ɲ aː ˦ˀ˥
phong phanh	f a w ŋ͡m ˧˧ f a j ŋ̟ ˧˧
phong phú	f a w ŋ͡m ˧˧ f u ˧˦
phong sát	f a w ŋ͡m ˧˧ s aː t̚ ˧˦
phong sương	f a w ŋ͡m ˧˧ s ɨ ə ŋ ˧˧
phong thanh	f a w ŋ͡m ˧˧ tʰ a j ŋ̟ ˧˧
phong thuỷ	f a w ŋ͡m ˧˧ tʰ w i ˧˩
phong thái	f a w ŋ͡m ˧˧ tʰ aː j ˧˦
phong thánh	f a w ŋ͡m ˧˧ tʰ a j ŋ̟ ˧˦
phong thấp	f a w ŋ͡m ˧˧ tʰ ə p̚ ˧˦
phong thần	f a w ŋ͡m ˧˧ tʰ ə n ˨˩
phong thổ	f a w ŋ͡m ˧˧ tʰ o ˧˩
phong toả	f a w ŋ͡m ˧˧ t w aː ˧˩
phong trào	f a w ŋ͡m ˧˧ t͡ɕ aː w ˨˩
phong trào Nghĩa Hoà Đoàn	f a w ŋ͡m ˧˧ t͡ɕ aː w ˨˩ ŋ i ə ˦ˀ˥ h w aː ˨˩ ʔ ɗ w aː n ˨˩
phong trần	f a w ŋ͡m ˧˧ t͡ɕ ə n ˨˩
phong tình	f a w ŋ͡m ˧˧ t ï ŋ ˨˩
phong tước	f a w ŋ͡m ˧˧ t ɨ ə k̚ ˧˦
phong tục	f a w ŋ͡m ˧˧ t ʊ w k͡p̚ ˧˨ ʔ
phong tục tập quán	f a w ŋ͡m ˧˧ t ʊ w k͡p̚ ˧˨ ʔ t ə p̚ ˧˨ ʔ k w aː n ˧˦
phong vương	f a w ŋ͡m ˧˧ v ɨ ə ŋ ˧˧
phong vị	f a w ŋ͡m ˧˧ v i ˧˨ ʔ
phong độ	f a w ŋ͡m ˧˧ ʔ ɗ o ˧˨ ʔ
photphat	f o t̚ ˧˦ f aː t̚ ˧˦
photpho	f o t̚ ˧˦ f ɔ ˧˧
photphua	f o t̚ ˧˦ f u ə ˧˧
phu	f u ˧˧
phà	f aː ˨˩
phàm	f aː m ˨˩
phàm phu	f aː m ˨˩ f u ˧˧
phàm ăn	f aː m ˨˩ ʔ a n ˧˧
phàm ăn tục uống	f aː m ˨˩ ʔ a n ˧˧ t ʊ w k͡p̚ ˧˨ ʔ ʔ u ə ŋ ˧˦
phàn nàn	f aː n ˨˩ n aː n ˨˩
phành phạch	f a j ŋ̟ ˨˩ f a j k̟̚ ˧˨ ʔ
phá	f aː ˧˦
phá bĩnh	f aː ˧˦ ʔ ɓ ï ŋ ˦ˀ˥
phá bản	f aː ˧˦ ʔ ɓ aː n ˧˩
phá bỏ	f aː ˧˦ ʔ ɓ ɔ ˧˩
phá cỗ	f aː ˧˦ k o ˦ˀ˥
phá gia chi tử	f aː ˧˦ z aː ˧˧ t͡ɕ i ˧˧ t ɨ ˧˩
phá giá	f aː ˧˦ z aː ˧˦
phá giới	f aː ˧˦ z əː j ˧˦
phá hoại	f aː ˧˦ h w aː j ˧˨ ʔ
phá huỷ	f aː ˧˦ h w i ˧˩
phá lấu	f aː ˧˦ l ə w ˧˦
phá nước	f aː ˧˦ n ɨ ə k̚ ˧˦
phá phách	f aː ˧˦ f a j k̟̚ ˧˦
phá rừng	f aː ˧˦ z ɨ ŋ ˨˩
phá sản	f aː ˧˦ s aː n ˧˩
phá thai	f aː ˧˦ tʰ aː j ˧˧
phá trận	f aː ˧˦ t͡ɕ ə n ˧˨ ʔ
phá vỡ	f aː ˧˦ v əː ˦ˀ˥
phá án	f aː ˧˦ ʔ aː n ˧˦
phá đám	f aː ˧˦ ʔ ɗ aː m ˧˦
phá đảo	f aː ˧˦ ʔ ɗ aː w ˧˩
phác	f aː k̚ ˧˦
phác hoạ	f aː k̚ ˧˦ h w aː ˧˨ ʔ
phác thảo	f aː k̚ ˧˦ tʰ aː w ˧˩
phác đồ	f aː k̚ ˧˦ ʔ ɗ o ˨˩
phách	f a j k̟̚ ˧˦
phách lối	f a j k̟̚ ˧˦ l o j ˧˦
phái	f aː j ˧˦
phái bộ	f aː j ˧˦ ʔ ɓ o ˧˨ ʔ
phái mạnh	f aː j ˧˦ m a j ŋ̟ ˧˨ ʔ
phái sinh	f aː j ˧˦ s ï ŋ ˧˧
phái viên	f aː j ˧˦ v i ə n ˧˧
phái yếu	f aː j ˧˦ ʔ i ə w ˧˦
phái đoàn	f aː j ˧˦ ʔ ɗ w aː n ˨˩
phái đẹp	f aː j ˧˦ ʔ ɗ ɛ p̚ ˧˨ ʔ
phán	f aː n ˧˦
phán quyết	f aː n ˧˦ k w i ə t̚ ˧˦
phán xét	f aː n ˧˦ s ɛ t̚ ˧˦
phán xử	f aː n ˧˦ s ɨ ˧˩
phán đoán	f aː n ˧˦ ʔ ɗ w aː n ˧˦
pháo	f aː w ˧˦
pháo binh	f aː w ˧˦ ʔ ɓ ï ŋ ˧˧
pháo bông	f aː w ˧˦ ʔ ɓ ə w ŋ͡m ˧˧
pháo hoa	f aː w ˧˦ h w aː ˧˧
pháo lồng	f aː w ˧˦ l ə w ŋ͡m ˨˩
pháo tay	f aː w ˧˦ t a j ˧˧
pháo đài	f aː w ˧˦ ʔ ɗ aː j ˨˩
pháp	f aː p̚ ˧˦
pháp chế	f aː p̚ ˧˦ t͡ɕ e ˧˦
pháp danh	f aː p̚ ˧˦ z a j ŋ̟ ˧˧
pháp gia	f aː p̚ ˧˦ z aː ˧˧
pháp luân	f aː p̚ ˧˦ l w ə n ˧˧
pháp luật	f aː p̚ ˧˦ l w ə t̚ ˧˨ ʔ
pháp lí	f aː p̚ ˧˦ l i ˧˦
pháp lệnh	f aː p̚ ˧˦ l ə j ŋ̟ ˧˨ ʔ
pháp nhân	f aː p̚ ˧˦ ɲ ə n ˧˧
pháp quyền	f aː p̚ ˧˦ k w i ə n ˨˩
pháp sư	f aː p̚ ˧˦ s ɨ ˧˧
pháp thuật	f aː p̚ ˧˦ tʰ w ə t̚ ˧˨ ʔ
pháp tuyến	f aː p̚ ˧˦ t w i ə n ˧˦
pháp y	f aː p̚ ˧˦ ʔ i ˧˧
pháp điển	f aː p̚ ˧˦ ʔ ɗ i ə n ˧˩
pháp điển hoá	f aː p̚ ˧˦ ʔ ɗ i ə n ˧˩ h w aː ˧˦
phát	f aː t̚ ˧˦
phát biểu	f aː t̚ ˧˦ ʔ ɓ i ə w ˧˩
phát bệnh	f aː t̚ ˧˦ ʔ ɓ ə j ŋ̟ ˧˨ ʔ
phát cuồng	f aː t̚ ˧˦ k u ə ŋ ˨˩
phát dục	f aː t̚ ˧˦ z ʊ w k͡p̚ ˧˨ ʔ
phát giác	f aː t̚ ˧˦ z aː k̚ ˧˦
phát hiện	f aː t̚ ˧˦ h i ə n ˧˨ ʔ
phát hoả	f aː t̚ ˧˦ h w aː ˧˩
phát huy	f aː t̚ ˧˦ h w i ˧˧
phát hành	f aː t̚ ˧˦ h a j ŋ̟ ˨˩
phát kiến	f aː t̚ ˧˦ k i ə n ˧˦
phát lưu	f aː t̚ ˧˦ l i w ˧˧
phát lộ	f aː t̚ ˧˦ l o ˧˨ ʔ
phát minh	f aː t̚ ˧˦ m ï ŋ ˧˧
phát ngôn	f aː t̚ ˧˦ ŋ o n ˧˧
phát ngôn viên	f aː t̚ ˧˦ ŋ o n ˧˧ v i ə n ˧˧
phát nổ	f aː t̚ ˧˦ n o ˧˩
phát quang	f aː t̚ ˧˦ k w aː ŋ ˧˧
phát sinh	f aː t̚ ˧˦ s ï ŋ ˧˧
phát sóng	f aː t̚ ˧˦ s a w ŋ͡m ˧˦
phát thanh	f aː t̚ ˧˦ tʰ a j ŋ̟ ˧˧
phát thanh viên	f aː t̚ ˧˦ tʰ a j ŋ̟ ˧˧ v i ə n ˧˧
phát triển	f aː t̚ ˧˦ t͡ɕ i ə n ˧˩
phát tác	f aː t̚ ˧˦ t aː k̚ ˧˦
phát tán	f aː t̚ ˧˦ t aː n ˧˦
phát xít	f aː t̚ ˧˦ s i t̚ ˧˦
phát âm	f aː t̚ ˧˦ ʔ ə m ˧˧
phát điên	f aː t̚ ˧˦ ʔ ɗ i ə n ˧˧
phát điện	f aː t̚ ˧˦ ʔ ɗ i ə n ˧˨ ʔ
phát đạt	f aː t̚ ˧˦ ʔ ɗ aː t̚ ˧˨ ʔ
phát động	f aː t̚ ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
phát ốm	f aː t̚ ˧˦ ʔ o m ˧˦
phân	f ə n ˧˧
phân biệt	f ə n ˧˧ ʔ ɓ i ə t̚ ˧˨ ʔ
phân biệt vùng miền	f ə n ˧˧ ʔ ɓ i ə t̚ ˧˨ ʔ v ʊ w ŋ͡m ˨˩ m i ə n ˨˩
phân biệt đối xử	f ə n ˧˧ ʔ ɓ i ə t̚ ˧˨ ʔ ʔ ɗ o j ˧˦ s ɨ ˧˩
phân bua	f ə n ˧˧ ʔ ɓ u ə ˧˧
phân bì	f ə n ˧˧ ʔ ɓ i ˨˩
phân bón	f ə n ˧˧ ʔ ɓ ɔ n ˧˦
phân băng li tích	f ə n ˧˧ ʔ ɓ a ŋ ˧˧ l i ˧˧ t ï k̟̚ ˧˦
phân bố	f ə n ˧˧ ʔ ɓ o ˧˦
phân bổ	f ə n ˧˧ ʔ ɓ o ˧˩
phân chia	f ə n ˧˧ t͡ɕ i ə ˧˧
phân công	f ə n ˧˧ k ə w ŋ͡m ˧˧
phân công lao động	f ə n ˧˧ k ə w ŋ͡m ˧˧ l aː w ˧˧ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
phân giải	f ə n ˧˧ z aː j ˧˩
phân hiệu	f ə n ˧˧ h i ə w ˧˨ ʔ
phân hoá	f ə n ˧˧ h w aː ˧˦
phân hoá tố	f ə n ˧˧ h w aː ˧˦ t o ˧˦
phân huỷ	f ə n ˧˧ h w i ˧˩
phân hội	f ə n ˧˧ h o j ˧˨ ʔ
phân khoa	f ə n ˧˧ x w aː ˧˧
phân khối	f ə n ˧˧ x o j ˧˦
phân li	f ə n ˧˧ l i ˧˧
phân loại	f ə n ˧˧ l w aː j ˧˨ ʔ
phân loại học	f ə n ˧˧ l w aː j ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
phân loại sinh học	f ə n ˧˧ l w aː j ˧˨ ʔ s ï ŋ ˧˧ h a w k͡p̚ ˧˨ ʔ
phân lưu	f ə n ˧˧ l i w ˧˧
phân nửa	f ə n ˧˧ n ɨ ə ˧˩
phân phát	f ə n ˧˧ f aː t̚ ˧˦
phân phối	f ə n ˧˧ f o j ˧˦
phân quyền	f ə n ˧˧ k w i ə n ˨˩
phân rẽ	f ə n ˧˧ z ɛ ˦ˀ˥
phân số	f ə n ˧˧ s o ˧˦
phân thân	f ə n ˧˧ tʰ ə n ˧˧
phân tán	f ə n ˧˧ t aː n ˧˦
phân tâm	f ə n ˧˧ t ə m ˧˧
phân tâm học	f ə n ˧˧ t ə m ˧˧ h a w k͡p̚ ˧˨ ʔ
phân tích	f ə n ˧˧ t ï k̟̚ ˧˦
phân từ	f ə n ˧˧ t ɨ ˨˩
phân từ hiện tại	f ə n ˧˧ t ɨ ˨˩ h i ə n ˧˨ ʔ t aː j ˧˨ ʔ
phân từ quá khứ	f ə n ˧˧ t ɨ ˨˩ k w aː ˧˦ x ɨ ˧˦
phân tử	f ə n ˧˧ t ɨ ˧˩
phân tử khối	f ə n ˧˧ t ɨ ˧˩ x o j ˧˦
phân viện	f ə n ˧˧ v i ə n ˧˨ ʔ
phân vân	f ə n ˧˧ v ə n ˧˧
phân vùng	f ə n ˧˧ v ʊ w ŋ͡m ˨˩
phân xử	f ə n ˧˧ s ɨ ˧˩
phân định	f ə n ˧˧ ʔ ɗ ï ŋ ˧˨ ʔ
phân ưu	f ə n ˧˧ ʔ i w ˧˧
phép	f ɛ p̚ ˧˦
phình	f ï ŋ ˨˩
phím	f i m ˧˦
phò	f ɔ ˨˩
phò mã	f ɔ ˨˩ m aː ˦ˀ˥
phòi	f ɔ j ˨˩
phòng	f a w ŋ͡m ˨˩
phòng bệnh	f a w ŋ͡m ˨˩ ʔ ɓ ə j ŋ̟ ˧˨ ʔ
phòng bệnh hơn chữa bệnh	f a w ŋ͡m ˨˩ ʔ ɓ ə j ŋ̟ ˧˨ ʔ h əː n ˧˧ t͡ɕ ɨ ə ˦ˀ˥ ʔ ɓ ə j ŋ̟ ˧˨ ʔ
phòng bị	f a w ŋ͡m ˨˩ ʔ ɓ i ˧˨ ʔ
phòng chống	f a w ŋ͡m ˨˩ t͡ɕ ə w ŋ͡m ˧˦
phòng hộ	f a w ŋ͡m ˨˩ h o ˧˨ ʔ
phòng khi	f a w ŋ͡m ˨˩ x i ˧˧
phòng khách	f a w ŋ͡m ˨˩ x a j k̟̚ ˧˦
phòng khám	f a w ŋ͡m ˨˩ x aː m ˧˦
phòng không	f a w ŋ͡m ˨˩ x ə w ŋ͡m ˧˧
phòng mạch	f a w ŋ͡m ˨˩ m a j k̟̚ ˧˨ ʔ
phòng mổ	f a w ŋ͡m ˨˩ m o ˧˩
phòng ngủ	f a w ŋ͡m ˨˩ ŋ u ˧˩
phòng ngừa	f a w ŋ͡m ˨˩ ŋ ɨ ə ˨˩
phòng thân	f a w ŋ͡m ˨˩ tʰ ə n ˧˧
phòng thí nghiệm	f a w ŋ͡m ˨˩ tʰ i ˧˦ ŋ i ə m ˧˨ ʔ
phòng thủ	f a w ŋ͡m ˨˩ tʰ u ˧˩
phòng tránh	f a w ŋ͡m ˨˩ t͡ɕ a j ŋ̟ ˧˦
phòng tuyến	f a w ŋ͡m ˨˩ t w i ə n ˧˦
phòng tắm	f a w ŋ͡m ˨˩ t a m ˧˦
phòng tắm hơi	f a w ŋ͡m ˨˩ t a m ˧˦ h əː j ˧˧
phòng vé	f a w ŋ͡m ˨˩ v ɛ ˧˦
phòng vệ	f a w ŋ͡m ˨˩ v e ˧˨ ʔ
phòng xa	f a w ŋ͡m ˨˩ s aː ˧˧
phòng ăn	f a w ŋ͡m ˨˩ ʔ a n ˧˧
phòng đôi	f a w ŋ͡m ˨˩ ʔ ɗ o j ˧˧
phòng ốc	f a w ŋ͡m ˨˩ ʔ ə w k͡p̚ ˧˦
phó	f ɔ ˧˦
phó chủ tịch	f ɔ ˧˦ t͡ɕ u ˧˩ t ï k̟̚ ˧˨ ʔ
phó giám đốc	f ɔ ˧˦ z aː m ˧˦ ʔ ɗ ə w k͡p̚ ˧˦
phó giáp	f ɔ ˧˦ z aː p̚ ˧˦
phó giáp trạng	f ɔ ˧˦ z aː p̚ ˧˦ t͡ɕ aː ŋ ˧˨ ʔ
phó hiệu trưởng	f ɔ ˧˦ h i ə w ˧˨ ʔ t͡ɕ ɨ ə ŋ ˧˩
phó mát	f ɔ ˧˦ m aː t̚ ˧˦
phó mặc	f ɔ ˧˦ m a k̚ ˧˨ ʔ
phó nháy	f ɔ ˧˦ ɲ a j ˧˦
phó thác	f ɔ ˧˦ tʰ aː k̚ ˧˦
phó thủ tướng	f ɔ ˧˦ tʰ u ˧˩ t ɨ ə ŋ ˧˦
phó tế	f ɔ ˧˦ t e ˧˦
phó từ	f ɔ ˧˦ t ɨ ˨˩
phó vương	f ɔ ˧˦ v ɨ ə ŋ ˧˧
phó đô đốc	f ɔ ˧˦ ʔ ɗ o ˧˧ ʔ ɗ ə w k͡p̚ ˧˦
phó đề đốc	f ɔ ˧˦ ʔ ɗ e ˨˩ ʔ ɗ ə w k͡p̚ ˧˦
phóng	f a w ŋ͡m ˧˦
phóng hoả	f a w ŋ͡m ˧˦ h w aː ˧˩
phóng khoáng	f a w ŋ͡m ˧˦ x w aː ŋ ˧˦
phóng lợn	f a w ŋ͡m ˧˦ l əː n ˧˨ ʔ
phóng sinh	f a w ŋ͡m ˧˦ s ï ŋ ˧˧
phóng sự	f a w ŋ͡m ˧˦ s ɨ ˧˨ ʔ
phóng thanh	f a w ŋ͡m ˧˦ tʰ a j ŋ̟ ˧˧
phóng thích	f a w ŋ͡m ˧˦ tʰ ï k̟̚ ˧˦
phóng tinh	f a w ŋ͡m ˧˦ t ï ŋ ˧˧
phóng tác	f a w ŋ͡m ˧˦ t aː k̚ ˧˦
phóng túng	f a w ŋ͡m ˧˦ t ʊ w ŋ͡m ˧˦
phóng uế	f a w ŋ͡m ˧˦ ʔ w e ˧˦
phóng viên	f a w ŋ͡m ˧˦ v i ə n ˧˧
phóng xạ	f a w ŋ͡m ˧˦ s aː ˧˨ ʔ
phóng điện	f a w ŋ͡m ˧˦ ʔ ɗ i ə n ˧˨ ʔ
phóng đãng	f a w ŋ͡m ˧˦ ʔ ɗ aː ŋ ˦ˀ˥
phóng đại	f a w ŋ͡m ˧˦ ʔ ɗ aː j ˧˨ ʔ
phô	f o ˧˧
phô bay	f o ˧˧ ʔ ɓ a j ˧˧
