AFI	a f i
exagerará	e ɡ s a x e ɾ a ɾ a
exagerarás	e ɡ s a x e ɾ a ɾ a s
exageraríamos	e ɡ s a x e ɾ a ɾ i a m o s
exageras	e ɡ s a x e ɾ a s
exageraste	e ɡ s a x e ɾ a s t e
exagere	e ɡ s a x e ɾ e
exageremos	e ɡ s a x e ɾ e m o s
exageres	e ɡ s a x e ɾ e s
exageráramos	e ɡ s a x e ɾ a ɾ a m o s
exalguacil	e ɡ s a l ɡ w a θ i l
exaltación	e ɡ s a l t a θ j o n
exaltada	e ɡ s a l t a d a
exaltadas	e ɡ s a l t a d a s
exaltado	e ɡ s a l t a d o
exaltados	e ɡ s a l t a d o s
exaltadísimo	e ɡ s a l t a d i s i m o
exaltar	e ɡ s a l t a ɾ
exalumna	e ɡ s a l u m n a
exalumno	e ɡ s a l u m n o
examante	e ɡ s a m a n t e
examen	e ɡ s a m e n
examina	e ɡ s a m i n a
examinación	e ɡ s a m i n a θ j o n
examinada	e ɡ s a m i n a d a
examinadas	e ɡ s a m i n a d a s
examinado	e ɡ s a m i n a d o
examinador	e ɡ s a m i n a d o ɾ
examinadora	e ɡ s a m i n a d o ɾ a
examinadoras	e ɡ s a m i n a d o ɾ a s
examinados	e ɡ s a m i n a d o s
examinamos	e ɡ s a m i n a m o s
examinando	e ɡ s a m i n a n d o
examinar	e ɡ s a m i n a ɾ
examinara	e ɡ s a m i n a ɾ a
examinaras	e ɡ s a m i n a ɾ a s
examinareis	e ɡ s a m i n a ɾ e i s
examinaremos	e ɡ s a m i n a ɾ e m o s
examinares	e ɡ s a m i n a ɾ e s
examinará	e ɡ s a m i n a ɾ a
examinarás	e ɡ s a m i n a ɾ a s
examinaríamos	e ɡ s a m i n a ɾ i a m o s
examinas	e ɡ s a m i n a s
examinaste	e ɡ s a m i n a s t e
examine	e ɡ s a m i n e
examinemos	e ɡ s a m i n e m o s
examines	e ɡ s a m i n e s
examino	e ɡ s a m i n o
examináramos	e ɡ s a m i n a ɾ a m o s
examinó	e ɡ s a m i n o
exantemática	e ɡ s a n t e m a t i k a
exantemáticas	e ɡ s a n t e m a t i k a s
exantemático	e ɡ s a n t e m a t i k o
exantemáticos	e ɡ s a n t e m a t i k o s
exasesor	e ɡ s a s e s o ɾ
exasperada	e ɡ s a s p e ɾ a d a
exasperadas	e ɡ s a s p e ɾ a d a s
exasperado	e ɡ s a s p e ɾ a d o
exasperados	e ɡ s a s p e ɾ a d o s
exasperante	e ɡ s a s p e ɾ a n t e
exasperar	e ɡ s a s p e ɾ a ɾ
exasperas	e ɡ s a s p e ɾ a s
exbaloncestista	e ɡ s b a l o n θ e s t i s t a
exbanda	e ɡ s b a n d a
exbeisbolista	e ɡ s b e i s b o l i s t a
excarcelada	e ɡ s k a ɾ θ e l a d a
excarceladas	e ɡ s k a ɾ θ e l a d a s
excarcelado	e ɡ s k a ɾ θ e l a d o
excarcelados	e ɡ s k a ɾ θ e l a d o s
excarcelar	e ɡ s k a ɾ θ e l a ɾ
excavación	e ɡ s k a b a θ j o n
excavada	e ɡ s k a b a d a
excavadas	e ɡ s k a b a d a s
excavado	e ɡ s k a b a d o
excavador	e ɡ s k a b a d o ɾ
excavadora	e ɡ s k a b a d o ɾ a
excavados	e ɡ s k a b a d o s
excavar	e ɡ s k a b a ɾ
excedencia	e ɡ s θ e d e n θ j a
excedentario	e ɡ s θ e d e n t a ɾ j o
excedente	e ɡ s θ e d e n t e
excedentes	e ɡ s θ e d e n t e s
exceder	e ɡ s θ e d e ɾ
excedida	e ɡ s θ e d i d a
excedidas	e ɡ s θ e d i d a s
excedido	e ɡ s θ e d i d o
excedidos	e ɡ s θ e d i d o s
excelencia	e ɡ s θ e l e n θ j a
excelente	e ɡ s θ e l e n t e
excelentemente	e ɡ s θ e l e n t e m e n t e
excelentes	e ɡ s θ e l e n t e s
excelsitud	e ɡ s θ e l s i t u d
excelso	e ɡ s θ e l s o
excentricidad	e ɡ s θ e n t ɾ i θ i d a d
excepcional	e ɡ s θ e b θ j o n a l
excepcionales	e ɡ s θ e b θ j o n a l e s
excepcionalidad	e ɡ s θ e b θ j o n a l i d a d
excepcionalismo	e ɡ s θ e b θ j o n a l i s m o
excepcionalismos	e ɡ s θ e b θ j o n a l i s m o s
excepcionalmente	e ɡ s θ e b θ j o n a l m e n t e
excepción	e ɡ s θ e b θ j o n
excepto	e ɡ θ e b t o
exceptuada	e ɡ s θ e b t w a d a
exceptuadas	e ɡ s θ e b t w a d a s
exceptuado	e ɡ s θ e b t w a d o
exceptuados	e ɡ s θ e b t w a d o s
exceptuar	e ɡ s θ e b t w a ɾ
excesivo	e ɡ s θ e s i b o
exceso	e ɡ s θ e s o
excesos	e ɡ s θ e s o s
excitabilidad	e ɡ s θ i t a b i l i d a d
excitable	e ɡ s θ i t a b l e
excitables	e ɡ s θ i t a b l e s
excitación	e ɡ s θ i t a θ j o n
excitada	e ɡ s θ i t a d a
excitadas	e ɡ s θ i t a d a s
excitado	e ɡ s θ i t a d o
excitados	e ɡ s θ i t a d o s
excitadísimo	e ɡ s θ i t a d i s i m o
excitante	e ɡ s θ i t a n t e
excitar	e ɡ s θ i t a ɾ
excite	e ɡ s θ i t e
exclamación	e ɡ s k l a m a θ j o n
exclamada	e ɡ s k l a m a d a
exclamadas	e ɡ s k l a m a d a s
exclamado	e ɡ s k l a m a d o
exclamados	e ɡ s k l a m a d o s
exclamar	e ɡ s k l a m a ɾ
exclamativo	e ɡ s k l a m a t i b o
exclub	e ɡ s k l u b
excluida	e ɡ s k l w i d a
excluidas	e ɡ s k l w i d a s
excluido	e ɡ s k l w i d o
excluidos	e ɡ s k l w i d o s
excluir	e ɡ s k l w i ɾ
exclusiva	e ɡ s k l u s i b a
exclusivamente	e ɡ s k l u s i b a m e n t e
exclusivismo	e ɡ s k l u s i b i s m o
exclusivo	e ɡ s k l u s i b o
exclusión	e ɡ s k l u s j o n
excompetidor	e ɡ s k o m p e t i d o ɾ
excomulgada	e ɡ s k o m u l ɡ a d a
excomulgadas	e ɡ s k o m u l ɡ a d a s
excomulgado	e ɡ s k o m u l ɡ a d o
excomulgados	e ɡ s k o m u l ɡ a d o s
excomulgar	e ɡ s k o m u l ɡ a ɾ
excomunista	e ɡ s k o m u n i s t a
excoriar	e ɡ s k o ɾ j a ɾ
excoronel	e ɡ s k o ɾ o n e l
excorredor	e ɡ s k o r e d o ɾ
excreción	e ɡ s k ɾ e θ j o n
excrementicio	e ɡ s k ɾ e m e n t i θ j o
excremento	e ɡ s k ɾ e m e n t o
excretada	e ɡ s k ɾ e t a d a
excretadas	e ɡ s k ɾ e t a d a s
excretado	e ɡ s k ɾ e t a d o
excretados	e ɡ s k ɾ e t a d o s
excretar	e ɡ s k ɾ e t a ɾ
excriminal	e ɡ s k ɾ i m i n a l
exculpación	e ɡ s k u l p a θ j o n
exculpada	e ɡ s k u l p a d a
exculpadas	e ɡ s k u l p a d a s
exculpado	e ɡ s k u l p a d o
exculpados	e ɡ s k u l p a d o s
exculpar	e ɡ s k u l p a ɾ
excursionismo	e ɡ s k u ɾ s j o n i s m o
excursionista	e ɡ s k u ɾ s j o n i s t a
excursión	e ɡ s k u ɾ s j o n
excurso	e ɡ s k u ɾ s o
excusa	e ɡ s k u s a
excusada	e ɡ s k u s a d a
excusadas	e ɡ s k u s a d a s
excusado	e ɡ s k u s a d o
excusados	e ɡ s k u s a d o s
excusar	e ɡ s k u s a ɾ
excéntrico	e ɡ s θ e n t ɾ i k o
excímero	e ɡ s θ i m e ɾ o
excónsul	e ɡ s k o n s u l
exdefensora	e ɡ s d e f e n s o ɾ a
exdictador	e ɡ s d i ɡ t a d o ɾ
exdirigencia	e ɡ s d i ɾ i x e n θ j a
exdiseñador	e ɡ s d i s e ɲ a d o ɾ
execrable	e ɡ s e k ɾ a b l e
execrables	e ɡ s e k ɾ a b l e s
execrada	e ɡ s e k ɾ a d a
execradas	e ɡ s e k ɾ a d a s
execrado	e ɡ s e k ɾ a d o
execrados	e ɡ s e k ɾ a d o s
execrar	e ɡ s e k ɾ a ɾ
executada	e ɡ s e k u t a d a
executadas	e ɡ s e k u t a d a s
executado	e ɡ s e k u t a d o
executados	e ɡ s e k u t a d o s
executar	e x e k u t a ɾ
executares	e x e k u t a ɾ e s
exeditor	e ɡ s e d i t o ɾ
exegético	e ɡ s e x e t i k o
exejecutiva	e ɡ s e x e k u t i b a
exemperador	e ɡ s e m p e ɾ a d o ɾ
exención	e ɡ s e n θ j o n
exequias	e ɡ s e k j a s
exerto	e ɡ s e ɾ t o
exesteliano	e ɡ s e s t e l j a n o
exestratega	e ɡ s e s t ɾ a t e ɡ a
exestrella	e ɡ s e s t ɾ e ʝ a
exetarra	e ɡ s e t a r a
exfoliada	e ɡ s f o l j a d a
exfoliadas	e ɡ s f o l j a d a s
exfoliado	e ɡ s f o l j a d o
exfoliados	e ɡ s f o l j a d o s
exfoliante	e ɡ s f o l j a n t e
exfoliantes	e ɡ s f o l j a n t e s
exfoliar	e ɡ s f o l j a ɾ
exfoliativo	e ɡ s f o l j a t i b o
exfrentista	e ɡ s f ɾ e n t i s t a
exfuncionaria	e ɡ s f u n θ j o n a ɾ j a
exfuncionario	e ɡ s f u n θ j o n a ɾ j o
exgay	e ɡ s ɡ a i
exgobernadora	e ɡ s ɡ o b e ɾ n a d o ɾ a
exguardia	e ɡ s ɡ w a ɾ d j a
exguerrillera	e ɡ s ɡ e r i ʝ e ɾ a
exhalada	e ɡ s a l a d a
exhaladas	e ɡ s a l a d a s
exhalado	e ɡ s a l a d o
exhalados	e ɡ s a l a d o s
exhalar	e ɡ s a l a ɾ
exhaustiva	e ɡ s a u s t i b a
exhaustivamente	e ɡ s a u s t i b a m e n t e
exhaustivas	e ɡ s a u s t i b a s
exhaustividad	e ɡ s a u s t i b i d a d
exhaustivo	e ɡ s a u s t i b o
exhaustivos	e ɡ s a u s t i b o s
exhausto	e ɡ s a u s t o
exhibicionista	e ɡ s i b i θ j o n i s t a
exhibición	e ɡ s i b i θ j o n
exhibida	e ɡ s i b i d a
exhibidas	e ɡ s i b i d a s
exhibido	e ɡ s i b i d o
exhibidor	e ɡ s i b i d o ɾ
exhibidos	e ɡ s i b i d o s
exhibir	e ɡ s i b i ɾ
exhortada	e ɡ s o ɾ t a d a
exhortadas	e ɡ s o ɾ t a d a s
exhortado	e ɡ s o ɾ t a d o
exhortados	e ɡ s o ɾ t a d o s
exhortar	e ɡ s o ɾ t a ɾ
exhumación	e ɡ s u m a θ j o n
exhumada	e ɡ s u m a d a
exhumadas	e ɡ s u m a d a s
exhumado	e ɡ s u m a d o
exhumados	e ɡ s u m a d o s
exhumar	e ɡ s u m a ɾ
exhume	e ɡ s u m e
exida	e ɡ s i d a
exigencia	e ɡ s i x e n θ j a
exigente	e ɡ s i x e n t e
exigentes	e ɡ s i x e n t e s
exigibilidad	e ɡ s i x i b i l i d a d
exigida	e ɡ s i x i d a
exigidas	e ɡ s i x i d a s
exigido	e ɡ s i x i d o
exigidos	e ɡ s i x i d o s
exigir	e ɡ s i x i ɾ
exigua	e ɡ s i ɡ w a
exiguo	e ɡ s i ɡ w o
exigüidad	e ɡ s i ɡ w i d a d
exilar	e ɡ s i l a ɾ
exiliada	e ɡ s i l j a d a
exiliadas	e ɡ s i l j a d a s
exiliado	e ɡ s i l j a d o
exiliados	e ɡ s i l j a d o s
exiliar	e ɡ s i l j a ɾ
exilio	e ɡ s i l j o
eximia	e ɡ s i m j a
eximias	e ɡ s i m j a s
eximido	e ɡ s i m i d o
eximio	e ɡ s i m j o
eximios	e ɡ s i m j o s
eximir	e ɡ s i m i ɾ
exinstructor	e ɡ s i n s t ɾ u ɡ t o ɾ
existe	e ɡ s i s t e
existencia	e ɡ s i s t e n θ j a
existencial	e ɡ s i s t e n θ j a l
existencialista	e ɡ s i s t e n θ j a l i s t a
existencialistas	e ɡ s i s t e n θ j a l i s t a s
existente	e ɡ s i s t e n t e
existida	e ɡ s i s t i d a
existidas	e ɡ s i s t i d a s
existido	e ɡ s i s t i d o
existidos	e ɡ s i s t i d o s
existimada	e ɡ s i s t i m a d a
existimadas	e ɡ s i s t i m a d a s
existimado	e ɡ s i s t i m a d o
existimados	e ɡ s i s t i m a d o s
existir	e ɡ s i s t i ɾ
exitazo	e ɡ s i t a θ o
exitoso	e ɡ s i t o s o
exitosísimo	e ɡ s i t o s i s i m o
exmarido	e ɡ s m a ɾ i d o
exnovio	e ɡ s n o b j o
exocarpio	e ɡ s o k a ɾ p j o
exodoncia	e ɡ s o d o n θ j a
exoesqueleto	e ɡ s o e s k e l e t o
exogamia	e ɡ s o ɡ a m j a
exolímpico	e ɡ s o l i m p i k o
exoma	e ɡ s o m a
exoneración	e ɡ s o n e ɾ a θ j o n
exonerada	e ɡ s o n e ɾ a d a
exoneradas	e ɡ s o n e ɾ a d a s
exonerado	e ɡ s o n e ɾ a d o
exonerados	e ɡ s o n e ɾ a d o s
exonerar	e ɡ s o n e ɾ a ɾ
exonucleolítico	e ɡ s o n u k l e o l i t i k o
exonártex	e ɡ s o n a ɾ t e ɡ s
exoperidio	e ɡ s o p e ɾ i d j o
exoplaneta	e ɡ s o p l a n e t a
exopodito	e ɡ s o p o d i t o
exorbitantes	e ɡ s o ɾ b i t a n t e s
exorcismo	e ɡ s o ɾ θ i s m o
exorcizada	e ɡ s o ɾ θ i θ a d a
exorcizadas	e ɡ s o ɾ θ i θ a d a s
exorcizado	e ɡ s o ɾ θ i θ a d o
exorcizados	e ɡ s o ɾ θ i θ a d o s
exorcizar	e ɡ s o ɾ θ i θ a ɾ
exornar	e ɡ s o ɾ n a ɾ
exorno	e ɡ s o ɾ n o
exotismo	e ɡ s o t i s m o
exotoxina	e ɡ s o t o ɡ s i n a
exotérica	e ɡ s o t e ɾ i k a
exotéricas	e ɡ s o t e ɾ i k a s
exotérico	e ɡ s o t e ɾ i k o
exotéricos	e ɡ s o t e ɾ i k o s
exotérmica	e ɡ s o t e ɾ m i k a
exotérmicas	e ɡ s o t e ɾ m i k a s
exotérmico	e ɡ s o t e ɾ m i k o
exotérmicos	e ɡ s o t e ɾ m i k o s
expandida	e ɡ s p a n d i d a
expandidas	e ɡ s p a n d i d a s
expandido	e ɡ s p a n d i d o
expandidos	e ɡ s p a n d i d o s
expandir	e ɡ s p a n d i ɾ
expansionada	e ɡ s p a n s j o n a d a
expansionadas	e ɡ s p a n s j o n a d a s
expansionado	e ɡ s p a n s j o n a d o
expansionados	e ɡ s p a n s j o n a d o s
expansionar	e ɡ s p a n s j o n a ɾ
expansiva	e ɡ s p a n s i b a
expansivas	e ɡ s p a n s i b a s
expansivo	e ɡ s p a n s i b o
expansivos	e ɡ s p a n s i b o s
expansión	e ɡ s p a n s j o n
expatriación	e ɡ s p a t ɾ j a θ j o n
expatriar	e ɡ s p a t ɾ j a ɾ
expectación	e ɡ s p e ɡ t a θ j o n
expectar	e ɡ s p e ɡ t a ɾ
expectativa	e ɡ s p e ɡ t a t i b a
expectoración	e ɡ s p e ɡ t o ɾ a θ j o n
expectorada	e ɡ s p e ɡ t o ɾ a d a
expectoradas	e ɡ s p e ɡ t o ɾ a d a s
expectorado	e ɡ s p e ɡ t o ɾ a d o
expectorados	e ɡ s p e ɡ t o ɾ a d o s
expectorante	e ɡ s p e ɡ t o ɾ a n t e
expectorar	e ɡ s p e ɡ t o ɾ a ɾ
expedicionario	e ɡ s p e d i θ j o n a ɾ j o
expedición	e ɡ s p e d i θ j o n
expedida	e ɡ s p e d i d a
expedidas	e ɡ s p e d i d a s
expedido	e ɡ s p e d i d o
expedidos	e ɡ s p e d i d o s
expedientada	e ɡ s p e d j e n t a d a
expedientadas	e ɡ s p e d j e n t a d a s
expedientado	e ɡ s p e d j e n t a d o
expedientados	e ɡ s p e d j e n t a d o s
expedientar	e ɡ s p e d j e n t a ɾ
expediente	e ɡ s p e d j e n t e
expedientes	e ɡ s p e d j e n t e s
expedientés	e ɡ s p e d j e n t e s
expedir	e ɡ s p e d i ɾ
expedita	e ɡ s p e d i t a
expeditada	e ɡ s p e d i t a d a
expeditadas	e ɡ s p e d i t a d a s
expeditado	e ɡ s p e d i t a d o
expeditados	e ɡ s p e d i t a d o s
expeditar	e ɡ s p e d i t a ɾ
expeditas	e ɡ s p e d i t a s
expedito	e ɡ s p e d i t o
expeditos	e ɡ s p e d i t o s
expeleador	e ɡ s p e l e a d o ɾ
expeler	e ɡ s p e l e ɾ
expelida	e ɡ s p e l i d a
expelidas	e ɡ s p e l i d a s
expelido	e ɡ s p e l i d o
expelidos	e ɡ s p e l i d o s
expendedor	e ɡ s p e n d e d o ɾ
expendedora	e ɡ s p e n d e d o ɾ a
expender	e ɡ s p e n d e ɾ
expendida	e ɡ s p e n d i d a
expendidas	e ɡ s p e n d i d a s
expendido	e ɡ s p e n d i d o
expendidos	e ɡ s p e n d i d o s
experiencia	e ɡ s p e ɾ j e n θ j a
experienciado	e ɡ s p e ɾ j e n θ j a d o
experiencial	e ɡ s p e ɾ j e n θ j a l
experienciar	e ɡ s p e ɾ j e n θ j a ɾ
experimentada	e ɡ s p e ɾ i m e n t a d a
experimentadas	e ɡ s p e ɾ i m e n t a d a s
experimentado	e ɡ s p e ɾ i m e n t a d o
experimentadora	e ɡ s p e ɾ i m e n t a d o ɾ a
experimentados	e ɡ s p e ɾ i m e n t a d o s
experimental	e ɡ s p e ɾ i m e n t a l
experimentar	e ɡ s p e ɾ i m e n t a ɾ
experimento	e ɡ s p e ɾ i m e n t o
experta	e ɡ s p e ɾ t a
experticia	e ɡ s p e ɾ t i θ j a
expertise	e ɡ s p e ɾ t i s
experto	e ɡ s p e ɾ t o
expertísimo	e ɡ s p e ɾ t i s i m o
expiada	e ɡ s p j a d a
expiadas	e ɡ s p j a d a s
expiado	e ɡ s p j a d o
expiados	e ɡ s p j a d o s
expiar	e ɡ s p j a ɾ
expiare	e ɡ s p j a ɾ e
expiatorio	e ɡ s p j a t o ɾ j o
expiración	e ɡ s p i ɾ a θ j o n
expirar	e ɡ s p i ɾ a ɾ
expirare	e ɡ s p i ɾ a ɾ e
explanación	e ɡ s p l a n a θ j o n
explanada	e ɡ s p l a n a d a
explanar	e ɡ s p l a n a ɾ
explayada	e ɡ s p l a ʝ a d a
explayadas	e ɡ s p l a ʝ a d a s
explayado	e ɡ s p l a ʝ a d o
explayados	e ɡ s p l a ʝ a d o s
explayar	e ɡ s p l a ʝ a ɾ
expletiva	e ɡ s p l e t i b a
expletivas	e ɡ s p l e t i b a s
expletivo	e ɡ s p l e t i b o
expletivos	e ɡ s p l e t i b o s
explica	e ɡ s p l i k a
explicable	e ɡ s p l i k a b l e
explicación	e ɡ s p l i k a θ j o n
explicada	e ɡ s p l i k a d a
explicadas	e ɡ s p l i k a d a s
explicado	e ɡ s p l i k a d o
explicados	e ɡ s p l i k a d o s
explicamos	e ɡ s p l i k a m o s
explicando	e ɡ s p l i k a n d o
explicara	e ɡ s p l i k a ɾ a
explicaras	e ɡ s p l i k a ɾ a s
explicare	e ɡ s p l i k a ɾ e
explicareis	e ɡ s p l i k a ɾ e i s
explicaremos	e ɡ s p l i k a ɾ e m o s
explicares	e ɡ s p l i k a ɾ e s
explicará	e ɡ s p l i k a ɾ a
explicarás	e ɡ s p l i k a ɾ a s
explicaré	e ɡ s p l i k a ɾ e
explicaréis	e ɡ s p l i k a ɾ e i s
explicaría	e ɡ s p l i k a ɾ i a
explicaríamos	e ɡ s p l i k a ɾ i a m o s
explicarías	e ɡ s p l i k a ɾ i a s
explicas	e ɡ s p l i k a s
explicaste	e ɡ s p l i k a s t e
explicasteis	e ɡ s p l i k a s t e i s
explicativa	e ɡ s p l i k a t i b a
explicativas	e ɡ s p l i k a t i b a s
explicativo	e ɡ s p l i k a t i b o
explicativos	e ɡ s p l i k a t i b o s
explicitada	e ɡ s p l i θ i t a d a
explicitadas	e ɡ s p l i θ i t a d a s
explicitado	e ɡ s p l i θ i t a d o
explicitados	e ɡ s p l i θ i t a d o s
explicitar	e ɡ s p l i θ i t a ɾ
explicitud	e ɡ s p l i θ i t u d
explico	e ɡ s p l i k o
explicá	e ɡ s p l i k a
explicáramos	e ɡ s p l i k a ɾ a m o s
explicáremos	e ɡ s p l i k a ɾ e m o s
explicás	e ɡ s p l i k a s
explique	e ɡ s p l i k e
expliquemos	e ɡ s p l i k e m o s
expliques	e ɡ s p l i k e s
expliqué	e ɡ s p l i k e
expliqués	e ɡ s p l i k e s
exploración	e ɡ s p l o ɾ a θ j o n
explorada	e ɡ s p l o ɾ a d a
exploradas	e ɡ s p l o ɾ a d a s
explorado	e ɡ s p l o ɾ a d o
explorador	e ɡ s p l o ɾ a d o ɾ
exploradora	e ɡ s p l o ɾ a d o ɾ a
exploradoras	e ɡ s p l o ɾ a d o ɾ a s
explorados	e ɡ s p l o ɾ a d o s
explorar	e ɡ s p l o ɾ a ɾ
exploratoria	e ɡ s p l o ɾ a t o ɾ j a
exploratorias	e ɡ s p l o ɾ a t o ɾ j a s
exploratorio	e ɡ s p l o ɾ a t o ɾ j o
exploratorios	e ɡ s p l o ɾ a t o ɾ j o s
explosionada	e ɡ s p l o s j o n a d a
explosionadas	e ɡ s p l o s j o n a d a s
explosionado	e ɡ s p l o s j o n a d o
explosionados	e ɡ s p l o s j o n a d o s
explosionar	e ɡ s p l o s j o n a ɾ
explosiones	e ɡ s p l o s j o n e s
explosiva	e ɡ s p l o s i b a
explosivas	e ɡ s p l o s i b a s
explosivo	e ɡ s p l o s i b o
explosivos	e ɡ s p l o s i b o s
explosión	e ɡ s p l o s j o n
explotable	e ɡ s p l o t a b l e
explotación	e ɡ s p l o t a θ j o n
explotadas	e ɡ s p l o t a d a s
explotado	e ɡ s p l o t a d o
explotador	e ɡ s p l o t a d o ɾ
explotadoras	e ɡ s p l o t a d o ɾ a s
explotadores	e ɡ s p l o t a d o ɾ e s
explotados	e ɡ s p l o t a d o s
explotar	e ɡ s p l o t a ɾ
explote	e ɡ s p l o t e
explícito	e ɡ s p l i θ i t o
expoliación	e ɡ s p o l j a θ j o n
expoliada	e ɡ s p o l j a d a
expoliadas	e ɡ s p o l j a d a s
expoliado	e ɡ s p o l j a d o
expoliador	e ɡ s p o l j a d o ɾ
expoliados	e ɡ s p o l j a d o s
expoliar	e ɡ s p o l j a ɾ
expolio	e ɡ s p o l j o
exponer	e ɡ s p o n e ɾ
exporta	e ɡ s p o ɾ t a
exportable	e ɡ s p o ɾ t a b l e
exportables	e ɡ s p o ɾ t a b l e s
exportación	e ɡ s p o ɾ t a θ j o n
exportada	e ɡ s p o ɾ t a d a
exportadas	e ɡ s p o ɾ t a d a s
exportado	e ɡ s p o ɾ t a d o
exportador	e ɡ s p o ɾ t a d o ɾ
exportadora	e ɡ s p o ɾ t a d o ɾ a
exportadoras	e ɡ s p o ɾ t a d o ɾ a s
exportadores	e ɡ s p o ɾ t a d o ɾ e s
exportados	e ɡ s p o ɾ t a d o s
exportamos	e ɡ s p o ɾ t a m o s
exportando	e ɡ s p o ɾ t a n d o
exportar	e ɡ s p o ɾ t a ɾ
exportara	e ɡ s p o ɾ t a ɾ a
exportaras	e ɡ s p o ɾ t a ɾ a s
exportareis	e ɡ s p o ɾ t a ɾ e i s
exportaremos	e ɡ s p o ɾ t a ɾ e m o s
exportares	e ɡ s p o ɾ t a ɾ e s
exportará	e ɡ s p o ɾ t a ɾ a
exportarás	e ɡ s p o ɾ t a ɾ a s
exportaríamos	e ɡ s p o ɾ t a ɾ i a m o s
exportas	e ɡ s p o ɾ t a s
exportaste	e ɡ s p o ɾ t a s t e
exporte	e ɡ s p o ɾ t e
exportemos	e ɡ s p o ɾ t e m o s
exportes	e ɡ s p o ɾ t e s
exporto	e ɡ s p o ɾ t o
exportáramos	e ɡ s p o ɾ t a ɾ a m o s
exporté	e ɡ s p o ɾ t e
exportéis	e ɡ s p o ɾ t e i s
exportés	e ɡ s p o ɾ t e s
exposición	e ɡ s p o s i θ j o n
expositiva	e ɡ s p o s i t i b a
expositivas	e ɡ s p o s i t i b a s
expositivo	e ɡ s p o s i t i b o
expositivos	e ɡ s p o s i t i b o s
expositor	e ɡ s p o s i t o ɾ
expositorio	e ɡ s p o s i t o ɾ j o
expresable	e ɡ s p ɾ e s a b l e
expresada	e ɡ s p ɾ e s a d a
expresadas	e ɡ s p ɾ e s a d a s
expresado	e ɡ s p ɾ e s a d o
expresados	e ɡ s p ɾ e s a d o s
expresar	e ɡ s p ɾ e s a ɾ
expresiva	e ɡ s p ɾ e s i b a
expresivas	e ɡ s p ɾ e s i b a s
expresividad	e ɡ s p ɾ e s i b i d a d
expresivo	e ɡ s p ɾ e s i b o
expresivos	e ɡ s p ɾ e s i b o s
expresión	e ɡ s p ɾ e s j o n
expreso	e ɡ s p ɾ e s o
exprimida	e ɡ s p ɾ i m i d a
exprimidas	e ɡ s p ɾ i m i d a s
exprimido	e ɡ s p ɾ i m i d o
exprimidor	e ɡ s p ɾ i m i d o ɾ
exprimidos	e ɡ s p ɾ i m i d o s
exprimir	e ɡ s p ɾ i m i ɾ
expropiación	e ɡ s p ɾ o p j a θ j o n
expropiada	e ɡ s p ɾ o p j a d a
expropiadas	e ɡ s p ɾ o p j a d a s
expropiado	e ɡ s p ɾ o p j a d o
expropiador	e ɡ s p ɾ o p j a d o ɾ
expropiados	e ɡ s p ɾ o p j a d o s
expropiar	e ɡ s p ɾ o p j a ɾ
expuesta	e ɡ s p w e s t a
expuestas	e ɡ s p w e s t a s
expuesto	e ɡ s p w e s t o
expuestos	e ɡ s p w e s t o s
expugna	e ɡ s p u ɡ n a
expugnación	e ɡ s p u ɡ n a θ j o n
expugnada	e ɡ s p u ɡ n a d a
expugnadas	e ɡ s p u ɡ n a d a s
expugnado	e ɡ s p u ɡ n a d o
expugnados	e ɡ s p u ɡ n a d o s
expugnamos	e ɡ s p u ɡ n a m o s
expugnando	e ɡ s p u ɡ n a n d o
expugnar	e ɡ s p u ɡ n a ɾ
expugnara	e ɡ s p u ɡ n a ɾ a
expugnaras	e ɡ s p u ɡ n a ɾ a s
expugnareis	e ɡ s p u ɡ n a ɾ e i s
expugnaremos	e ɡ s p u ɡ n a ɾ e m o s
expugnares	e ɡ s p u ɡ n a ɾ e s
expugnará	e ɡ s p u ɡ n a ɾ a
expugnarás	e ɡ s p u ɡ n a ɾ a s
expugnaríamos	e ɡ s p u ɡ n a ɾ i a m o s
expugnas	e ɡ s p u ɡ n a s
expugnaste	e ɡ s p u ɡ n a s t e
expugne	e ɡ s p u ɡ n e
expugnemos	e ɡ s p u ɡ n e m o s
expugnes	e ɡ s p u ɡ n e s
expugno	e ɡ s p u ɡ n o
expugnáramos	e ɡ s p u ɡ n a ɾ a m o s
expulsable	e ɡ s p u l s a b l e
expulsada	e ɡ s p u l s a d a
expulsadas	e ɡ s p u l s a d a s
expulsado	e ɡ s p u l s a d o
expulsados	e ɡ s p u l s a d o s
expulsar	e ɡ s p u l s a ɾ
expulsas	e ɡ s p u l s a s
expulsión	e ɡ s p u l s j o n
expulso	e ɡ s p u l s o
expurgación	e ɡ s p u ɾ ɡ a θ j o n
expurgada	e ɡ s p u ɾ ɡ a d a
expurgadas	e ɡ s p u ɾ ɡ a d a s
expurgado	e ɡ s p u ɾ ɡ a d o
expurgados	e ɡ s p u ɾ ɡ a d o s
expurgar	e ɡ s p u ɾ ɡ a ɾ
