ա	ɑ
ձերովսանն	t͡sʰ ɛ ɾ ɔ f s ɑ nː
ձեւ	t͡sʰ ɛ v
ձեւաբանություն	t͡sʰ ɛ v ɑ pʰ ɑ n u tʰ ʏ n
ձեւանմուշ	t͡sʰ ɛ v ɑ n ə m u ʃ
ձեւաչափ	t͡sʰ ɛ v ɑ t͡ʃʰ ɑ pʰ
ձեւավորել	t͡sʰ ɛ v ɑ v ɔ ɾ ɛ l
ձեւույթ	t͡sʰ ɛ v u j tʰ
ձի	t͡sʰ i
ձիաբոռ	t͡sʰ i j ɑ pʰ ɔ ɾ
ձիահ	t͡sʰ i ɑ h
ձիաուժ	t͡sʰ i j ɑ u ʒ
ձիաստան	t͡sʰ i j ɑ s t ɑ n
ձիաստաց	t͡sʰ i j ɑ s t ɑ t͡sʰ
ձիգ	t͡sʰ i kʰ
ձիթայուղ	t͡sʰ i tʰ ɑ j u ʁ
ձիթապտուղ	t͡sʰ i tʰ ɑ b ə d u ʁ
ձիթենի	t͡sʰ i tʰ ɛ n i
ձիր	t͡sʰ i ɾ
ձիրք	t͡sʰ i ɾ kʰ
ձկնաբան	t͡sʰ ə ɡ n ɑ pʰ ɑ n
ձկնաբանական	t͡sʰ ə ɡ n ɑ pʰ ɑ n ɑ ɡ ɑ n
ձկնաբանություն	t͡sʰ ə ɡ n ɑ pʰ ɑ n u tʰ ʏ n
ձկնկիթ	t͡sʰ ə ɡ ə ŋ ɡ i tʰ
ձկնկուլ	t͡sʰ ə ɡ ə ŋ ɡ u l
ձկնորս	t͡sʰ ə ɡ n ɔ ɾ s
ձկնորսական	t͡sʰ ə ɡ n ɔ ɾ s ɑ ɡ ɑ n
ձկնորսություն	t͡sʰ ə ɡ n ɔ ɾ s u tʰ ʏ n
ձձում	t͡sʰ ə t͡sʰ u m
ձմեթ	t͡sʰ ə m ɛ tʰ
ձմեռ	t͡sʰ ə m ɛ ɾ
ձմեռային	t͡sʰ ə m ɛ ɾ ɑ j i n
ձմեռանոց	t͡sʰ ə m ɛ ɾ ɑ n ɔ t͡sʰ
ձմեռոց	t͡sʰ ə m ɛ ɾ ɔ t͡sʰ
ձմերուկ	t͡sʰ ə m ɛ ɾ u ɡ
ձմուկ	t͡sʰ ə m u ɡ
ձմռանը	t͡sʰ ə m ɾ ɑ n ə
ձյութ	t͡sʰ ʏ tʰ
ձյուն	t͡sʰ ʏ n
ձյունակույտ	t͡sʰ ʏ n ɑ ɡ u j d
ձյունահովազ	t͡sʰ ʏ n ɑ h ɔ v ɑ z
ձյունամրրիկ	t͡sʰ ʏ n ɑ m ə ɾː i ɡ
ձյունատախտակ	t͡sʰ ʏ n ɑ d ɑ χ t ɑ ɡ
ձյունափաթիլ	t͡sʰ ʏ n ɑ pʰ ɑ tʰ i l
ձյունե	t͡sʰ ʏ n ɛ
ձնաբուք	t͡sʰ ə n ɑ pʰ u kʰ
ձնագնդիկ	t͡sʰ ə n ɑ kʰ ə n tʰ i ɡ
ձնահյուս	t͡sʰ ə n ɑ h ʏ s
ձնամարդ	t͡sʰ ə n ɑ m ɑ ɾ tʰ
ձնե	t͡sʰ ə n ɛ
ձնեմարդ	t͡sʰ ə n ɛ m ɑ ɾ tʰ
ձնծաղիկ	t͡sʰ ə n d͡z ɑ ʁ i ɡ
ձող	t͡sʰ ɔ ʁ
ձողաձուկ	t͡sʰ ɔ ʁ ɑ t͡sʰ u ɡ
ձողիկ	t͡sʰ ɔ ʁ i ɡ
ձոր	t͡sʰ ɔ ɾ
ձորակ	t͡sʰ ɔ ɾ ɑ ɡ
ձորձ	t͡sʰ ɔ ɾ t͡sʰ
ձու	t͡sʰ u
ձութ	t͡sʰ u tʰ
ձուլածո	t͡sʰ u l ɑ d͡z ɔ
ձուլարան	t͡sʰ u l ɑ ɾ ɑ n
ձուլել	t͡sʰ u l ɛ l
ձուկ	t͡sʰ u ɡ
ձուղբ	t͡sʰ u χ p
ձուղպ	t͡sʰ u ʁ b
ձույլ	t͡sʰ u j l
ձուն	t͡sʰ u n
ձվաբջիջ	t͡sʰ ə v ɑ pʰ ə t͡ʃʰ i t͡ʃʰ
ձվագիծ	t͡sʰ ə v ɑ kʰ i d͡z
ձվածեղ	t͡sʰ ə v ɑ d͡z ɛ ʁ
ձվաձեղ	t͡sʰ ə v ɑ t͡sʰ ɛ ʁ
ձվաձեւ	t͡sʰ ə v ɑ t͡sʰ ɛ v
ձվատար	t͡sʰ ə v ɑ d ɑ ɾ
ձվարան	t͡sʰ ə v ɑ ɾ ɑ n
ձվիկ	t͡sʰ ə v i ɡ
ձրի	t͡sʰ ə ɾ i
ղ	ʁ ə
ղաբուլ	ʁ ɑ pʰ u l
ղազ	ʁ ɑ z
ղազախ	ʁ ɑ z ɑ χ
ղազախական	ʁ ɑ z ɑ χ ɑ ɡ ɑ n
ղազախերեն	ʁ ɑ z ɑ χ ɛ ɾ ɛ n
ղազախստան	ʁ ɑ z ɑ χ s t ɑ n
ղազար	ʁ ɑ z ɑ ɾ
ղազարյան	ʁ ɑ z ɑ ɾ j ɑ n
ղազարոս	ʁ ɑ z ɑ ɾ ɔ s
ղազվին	ʁ ɑ z v i n
ղալաթ	ʁ ɑ l ɑ tʰ
ղալամթրաշ	ʁ ɑ l ɑ m tʰ ə ɾ ɑ ʃ
ղալիբ	ʁ ɑ l i pʰ
ղալմաղալ	ʁ ɑ l m ɑ ʁ ɑ l
ղայիլ	ʁ ɑ j i l
ղայիշ	ʁ ɑ j i ʃ
ղանդահար	ʁ ɑ n tʰ ɑ h ɑ ɾ
ղանթար	ʁ ɑ n tʰ ɑ ɾ
ղանձիլ	ʁ ɑ n t͡sʰ i l
ղանձլամեր	ʁ ɑ n t͡sʰ ə l ɑ m ɛ ɾ
ղանոն	ʁ ɑ n ɔ n
ղաշանգ	ʁ ɑ ʃ ɑ ŋ kʰ
ղասաբ	ʁ ɑ s ɑ pʰ
ղասաբյան	ʁ ɑ s ɑ pʰ j ɑ n
ղավ	ʁ ɑ v
ղատ	ʁ ɑ d
ղարաբաղ	ʁ ɑ ɾ ɑ pʰ ɑ ʁ
ղարաբաղյան	ʁ ɑ ɾ ɑ pʰ ɑ ʁ j ɑ n
ղարաբաղցի	ʁ ɑ ɾ ɑ pʰ ɑ χ t͡sʰ i
ղարանֆիլ	ʁ ɑ ɾ ɑ n f i l
ղարավաշ	ʁ ɑ ɾ ɑ v ɑ ʃ
ղարս	ʁ ɑ ɾ s
ղափաղ	ʁ ɑ pʰ ɑ ʁ
ղափամա	ʁ ɑ pʰ ɑ m ɑ
ղափան	ʁ ɑ pʰ ɑ n
ղափլան	ʁ ɑ pʰ l ɑ n
ղեկ	ʁ ɛ ɡ
ղեկավար	ʁ ɛ ɡ ɑ v ɑ ɾ
ղեկավարել	ʁ ɛ ɡ ɑ v ɑ ɾ ɛ l
ղեկավարություն	ʁ ɛ ɡ ɑ v ɑ ɾ u tʰ ʏ n
ղենջակ	ʁ ɛ n t͡ʃʰ ɑ ɡ
ղեւոնդ	ʁ ɛ v ɔ n tʰ
ղզիկ	ʁ ə z i ɡ
ղզլար	ʁ ə z l ɑ ɾ
ղզղնած	ʁ ə z ʁ ə n ɑ d͡z
ղիամաթ	ʁ i j ɑ m ɑ tʰ
ղոզ	ʁ ɔ z
ղոնաղ	ʁ ɔ n ɑ ʁ
ղութի	ʁ u tʰ i
ղուկաս	ʁ u ɡ ɑ s
ղում	ʁ u m
ղուշ	ʁ u ʃ
ղուսուր	ʁ u s u ɾ
ղուրան	ʁ u ɾ ɑ n
ղպտի	ʁ ə b d i
ղպտիական	ʁ ə b d i j ɑ ɡ ɑ n
ղպտիերեն	ʁ ə b d i j ɛ ɾ ɛ n
ղսմաթ	ʁ ə s m ɑ tʰ
ղրիմ	ʁ ə ɾ i m
ղրղզական	ʁ ə ɾ ʁ ə z ɑ ɡ ɑ n
ղրղզերեն	ʁ ə ɾ ʁ ə z ɛ ɾ ɛ n
ղրղզստան	ʁ ə ɾ ʁ ə z s t ɑ n
ղրղըզ	ʁ ə ɾ ʁ ə z
ճ	d͡ʒ ə
ճագար	d͡ʒ ɑ kʰ ɑ ɾ
ճախարակ	d͡ʒ ɑ χ ɑ ɾ ɑ ɡ
ճախրել	d͡ʒ ɑ χ ɾ ɛ l
ճակատ	d͡ʒ ɑ ɡ ɑ d
ճակատագիր	d͡ʒ ɑ ɡ ɑ d ɑ kʰ i ɾ
ճակատամարտ	d͡ʒ ɑ ɡ ɑ d ɑ m ɑ ɾ d
ճակատային	d͡ʒ ɑ ɡ ɑ d ɑ j i n
ճակնդեղ	d͡ʒ ɑ ɡ ə n tʰ ɛ ʁ
ճահիճ	d͡ʒ ɑ h i d͡ʒ
ճահուկ	d͡ʒ ɑ h u ɡ
ճաղ	d͡ʒ ɑ ʁ
ճաղաշար	d͡ʒ ɑ ʁ ɑ ʃ ɑ ɾ
ճաղաշարք	d͡ʒ ɑ ʁ ɑ ʃ ɑ ɾ kʰ
ճաղատ	d͡ʒ ɑ ʁ ɑ d
ճաճանչ	d͡ʒ ɑ d͡ʒ ɑ n t͡ʃʰ
ճամայկա	d͡ʒ ɑ m ɑ j ɡ ɑ
ճամբար	d͡ʒ ɑ m pʰ ɑ ɾ
ճամուկ	d͡ʒ ɑ m u ɡ
ճամպրուկ	d͡ʒ ɑ m b ɾ u ɡ
ճամփա	d͡ʒ ɑ m pʰ ɑ
ճամփել	d͡ʒ ɑ m pʰ ɛ l
ճամփորդ	d͡ʒ ɑ m pʰ ɔ ɾ tʰ
ճամփորդել	d͡ʒ ɑ m pʰ ɔ ɾ tʰ ɛ l
ճայ	d͡ʒ ɑ j
ճան	d͡ʒ ɑ n
ճանաչել	d͡ʒ ɑ n ɑ t͡ʃʰ ɛ l
ճանաչում	d͡ʒ ɑ n ɑ t͡ʃʰ u m
ճանապարհ	d͡ʒ ɑ n ɑ b ɑ ɾ
ճանապարհային	d͡ʒ ɑ n ɑ b ɑ ɾ ɑ j i n
ճանապարհել	d͡ʒ ɑ n ɑ b ɑ ɾ ɛ l
ճանապարհորդ	d͡ʒ ɑ n ɑ b ɑ ɾ ɔ ɾ tʰ
ճանապարհորդել	d͡ʒ ɑ n ɑ b ɑ ɾ ɔ ɾ tʰ ɛ l
ճանապարհորդություն	d͡ʒ ɑ n ɑ b ɑ ɾ ɔ ɾ tʰ u tʰ ʏ n
ճանգ	d͡ʒ ɑ ŋ kʰ
ճանդան	d͡ʒ ɑ n tʰ ɑ n
ճանկ	d͡ʒ ɑ ŋ ɡ
ճանճ	d͡ʒ ɑ n d͡ʒ
ճանճկեն	d͡ʒ ɑ n d͡ʒ ɡ ɛ n
ճաշ	d͡ʒ ɑ ʃ
ճաշակ	d͡ʒ ɑ ʃ ɑ ɡ
ճաշաման	d͡ʒ ɑ ʃ ɑ m ɑ n
ճաշասեղան	d͡ʒ ɑ ʃ ɑ s ɛ ʁ ɑ n
ճաշասրահ	d͡ʒ ɑ ʃ ɑ s ə ɾ ɑ h
ճաշարան	d͡ʒ ɑ ʃ ɑ ɾ ɑ n
ճաշացուցակ	d͡ʒ ɑ ʃ ɑ t͡sʰ u t͡sʰ ɑ ɡ
ճաշել	d͡ʒ ɑ ʃ ɛ l
ճաշկերույթ	d͡ʒ ɑ ʃ k ɛ ɾ u j tʰ
ճապոնական	d͡ʒ ɑ b ɔ n ɑ ɡ ɑ n
ճապոնացի	d͡ʒ ɑ b ɔ n ɑ t͡sʰ i
ճապոներեն	d͡ʒ ɑ b ɔ n ɛ ɾ ɛ n
ճապոնիա	d͡ʒ ɑ b ɔ n j ɑ
ճապուկ	d͡ʒ ɑ b u ɡ
ճառ	d͡ʒ ɑ ɾ
ճառագայթ	d͡ʒ ɑ ɾ ɑ kʰ ɑ j tʰ
ճավա	d͡ʒ ɑ v ɑ
ճավայերեն	d͡ʒ ɑ v ɑ j ɛ ɾ ɛ n
ճատրակ	d͡ʒ ɑ d ɾ ɑ ɡ
ճար	d͡ʒ ɑ ɾ
ճարակ	d͡ʒ ɑ ɾ ɑ ɡ
ճարահատ	d͡ʒ ɑ ɾ ɑ h ɑ d
ճարահատել	d͡ʒ ɑ ɾ ɑ h ɑ d ɛ l
ճարահատյալ	d͡ʒ ɑ ɾ ɑ h ɑ d j ɑ l
ճարահատություն	d͡ʒ ɑ ɾ ɑ h ɑ d u tʰ ʏ n
ճարահատվել	d͡ʒ ɑ ɾ ɑ h ɑ d v ɛ l
ճարել	d͡ʒ ɑ ɾ ɛ l
ճարմանդ	d͡ʒ ɑ ɾ m ɑ n tʰ
ճարպ	d͡ʒ ɑ ɾ b
ճարպիկ	d͡ʒ ɑ ɾ b i ɡ
ճարտար	d͡ʒ ɑ ɾ d ɑ ɾ
ճարտարագետ	d͡ʒ ɑ ɾ d ɑ ɾ ɑ kʰ ɛ d
ճարտարագիտական	d͡ʒ ɑ ɾ d ɑ ɾ ɑ kʰ i d ɑ ɡ ɑ n
ճարտարապետ	d͡ʒ ɑ ɾ d ɑ ɾ ɑ b ɛ d
ճարտարապետություն	d͡ʒ ɑ ɾ d ɑ ɾ ɑ b ɛ d u tʰ ʏ n
ճարտուկ	d͡ʒ ɑ ɾ d u ɡ
ճաք	d͡ʒ ɑ kʰ
ճաքած	d͡ʒ ɑ kʰ ɑ d͡z
ճաքել	d͡ʒ ɑ kʰ ɛ l
ճգնաժամ	d͡ʒ ə kʰ n ɑ ʒ ɑ m
ճգնավոր	d͡ʒ ə kʰ n ɑ v ɔ ɾ
ճե	d͡ʒ ɛ
ճեղք	d͡ʒ ɛ χ kʰ
ճեղքել	d͡ʒ ɛ χ kʰ ɛ l
ճեղքում	d͡ʒ ɛ χ kʰ u m
ճեղքվածք	d͡ʒ ɛ χ kʰ v ɑ t͡sʰ kʰ
ճեղքվել	d͡ʒ ɛ χ kʰ v ɛ l
ճեմասրահ	d͡ʒ ɛ m ɑ s ə ɾ ɑ h
ճեմել	d͡ʒ ɛ m ɛ l
ճենապակի	d͡ʒ ɛ n ɑ b ɑ ɡ i
ճենովա	d͡ʒ ɛ n ɔ v ɑ
ճենովական	d͡ʒ ɛ n ɔ v ɑ ɡ ɑ n
ճենովացի	d͡ʒ ɛ n ɔ v ɑ t͡sʰ i
ճեպազրույց	d͡ʒ ɛ b ɑ z ə ɾ u j t͡sʰ
ճերմակ	d͡ʒ ɛ ɾ m ɑ ɡ
ճերմակություն	d͡ʒ ɛ ɾ m ɑ ɡ u tʰ ʏ n
ճիգ	d͡ʒ i kʰ
ճիզվիտ	d͡ʒ i z v i d
ճիճ	d͡ʒ i d͡ʒ
ճիճու	d͡ʒ i d͡ʒ u
ճիմ	d͡ʒ i m
ճիշտ	d͡ʒ i ʃ t
ճիչ	d͡ʒ i t͡ʃʰ
ճիպոտ	d͡ʒ i b ɔ d
ճիռ	d͡ʒ i ɾ
ճիվ	d͡ʒ i v
ճիտ	d͡ʒ i d
ճիտք	d͡ʒ i t kʰ
ճիրան	d͡ʒ i ɾ ɑ n
ճլեզ	d͡ʒ ə l ɛ z
ճկել	d͡ʒ ə ɡ ɛ l
ճկույթ	d͡ʒ ə ɡ u j tʰ
ճկուն	d͡ʒ ə ɡ u n
ճկունություն	d͡ʒ ə ɡ u n u tʰ ʏ n
ճղել	d͡ʒ ə ʁ ɛ l
ճճու	d͡ʒ ə d͡ʒ u
ճմլել	d͡ʒ ə m l ɛ l
ճմռել	d͡ʒ ə m ɾ ɛ l
ճմռթել	d͡ʒ ə m ə ɾ tʰ ɛ l
ճյուղ	d͡ʒ ʏ ʁ
ճնճղկաբլիթ	d͡ʒ ə n d͡ʒ ə ʁ ɡ ɑ pʰ ə l i tʰ
ճնճղուկ	d͡ʒ ə n d͡ʒ ə ʁ u ɡ
ճնշում	d͡ʒ ə n ʃ u m
ճշգրիտ	d͡ʒ ə ʃ kʰ ə ɾ i d
ճշգրիտ	d͡ʒ ə ʃ kʰ ɾ i d
ճշգրտել	d͡ʒ ə ʃ kʰ ə ɾ d ɛ l
ճշմարիտ	d͡ʒ ə ʃ m ɑ ɾ i d
ճշմարտիվ	d͡ʒ ə ʃ m ɑ ɾ d i v
ճշմարտություն	d͡ʒ ə ʃ m ɑ ɾ d u tʰ ʏ n
ճշտիվ	d͡ʒ ə ʃ t i v
ճո	d͡ʒ ə ɔ
ճոխ	d͡ʒ ɔ χ
ճոկան	d͡ʒ ɔ ɡ ɑ n
ճողոպրել	d͡ʒ ɔ ʁ ɔ b ɾ ɛ l
ճոճ	d͡ʒ ɔ d͡ʒ
ճոճաթոռ	d͡ʒ ɔ d͡ʒ ɑ tʰ ɔ ɾ
ճոճանակ	d͡ʒ ɔ d͡ʒ ɑ n ɑ ɡ
ճոճել	d͡ʒ ɔ d͡ʒ ɛ l
ճոն	d͡ʒ ɔ n
ճոպան	d͡ʒ ɔ b ɑ n
ճոռոմ	d͡ʒ ɔ ɾ ɔ m
ճոռոմաբան	d͡ʒ ɔ ɾ ɔ m ɑ pʰ ɑ n
ճոռոմաբանական	d͡ʒ ɔ ɾ ɔ m ɑ pʰ ɑ n ɑ ɡ ɑ n
ճոռոմաբանել	d͡ʒ ɔ ɾ ɔ m ɑ pʰ ɑ n ɛ l
ճոռոմաբանություն	d͡ʒ ɔ ɾ ɔ m ɑ pʰ ɑ n u tʰ ʏ n
ճոռոմախոս	d͡ʒ ɔ ɾ ɔ m ɑ χ ɔ s
ճոռոմախոսել	d͡ʒ ɔ ɾ ɔ m ɑ χ ɔ s ɛ l
ճոռոմախոսություն	d͡ʒ ɔ ɾ ɔ m ɑ χ ɔ s u tʰ ʏ n
ճորոխ	d͡ʒ ɔ ɾ ɔ χ
ճորտ	d͡ʒ ɔ ɾ d
ճուճուլ	d͡ʒ u d͡ʒ u l
ճուճուլիկ	d͡ʒ u d͡ʒ u l i ɡ
ճումբ	d͡ʒ u m pʰ
ճուտ	d͡ʒ u d
ճչալ	d͡ʒ ə t͡ʃʰ ɑ l
ճչել	d͡ʒ ə t͡ʃʰ ɛ l
ճպուռ	d͡ʒ ə b u ɾ
ճռիկ	d͡ʒ ə ɾ i ɡ
ճռճռալ	d͡ʒ ə ɾ d͡ʒ ə ɾ ɑ l
ճվատել	d͡ʒ ə v ɑ d ɛ l
ճտճտալ	d͡ʒ ə d ə d͡ʒ d ɑ l
ճտպտալ	d͡ʒ ə d b ə d ɑ l
ճտվտալ	d͡ʒ ə d v ə d ɑ l
ճրագ	d͡ʒ ə ɾ ɑ kʰ
ճրագալույց	d͡ʒ ə ɾ ɑ kʰ ɑ l u j t͡sʰ
ճրագու	d͡ʒ ə ɾ ɑ kʰ u
մ	m ə
մա	m ɑ
մագադան	m ɑ kʰ ɑ tʰ ɑ n
մագաս	m ɑ kʰ ɑ s
մագելան	m ɑ kʰ ɛ l ɑ n
մագիլ	m ɑ kʰ i l
մագլցել	m ɑ kʰ ə l t͡sʰ ɛ l
մագմա	m ɑ kʰ m ɑ
մագնիս	m ɑ kʰ n i s
մագնիսականություն	m ɑ kʰ n i s ɑ ɡ ɑ n u tʰ ʏ n
մադագասկար	m ɑ tʰ ɑ kʰ ɑ s k ɑ ɾ
մադադյան	m ɑ tʰ ɑ tʰ j ɑ n
մադաթ	m ɑ tʰ ɑ tʰ
մադաթյան	m ɑ tʰ ɑ tʰ j ɑ n
մադիան	m ɑ tʰ j ɑ n
մադուրերեն	m ɑ tʰ u ɾ ɛ ɾ ɛ n
մադրիդ	m ɑ tʰ ɾ i tʰ
մադրիդյան	m ɑ tʰ ɾ i tʰ j ɑ n
մազ	m ɑ z
մազանոթ	m ɑ z ɑ n ɔ tʰ
մազդեզն	m ɑ s tʰ ɛ z ə n
մազուրկա	m ɑ z u ɾ ɡ ɑ
մաթեմատիկա	m ɑ tʰ ɛ m ɑ d i ɡ ɑ
մաթեմատիկոս	m ɑ tʰ ɛ m ɑ d i ɡ ɔ s
մաթեւոս	m ɑ tʰ ɛ v ɔ s
մաթեւոսյան	m ɑ tʰ ɛ v ɔ s j ɑ n
մաթիլ	m ɑ tʰ i l
մալ	m ɑ l
մալայալամ	m ɑ l ɑ j ɑ l ɑ m
մալայերեն	m ɑ l ɑ j ɛ ɾ ɛ n
մալայզիա	m ɑ l ɑ j z j ɑ
մալավի	m ɑ l ɑ v i
մալարիա	m ɑ l ɑ ɾ j ɑ
մալգաշերեն	m ɑ l kʰ ɑ ʃ ɛ ɾ ɛ n
մալդիվերեն	m ɑ l tʰ i v ɛ ɾ ɛ n
մալդիվներ	m ɑ l tʰ i v n ɛ ɾ
մալե	m ɑ l ɛ
մալել	m ɑ l ɛ l
մալթա	m ɑ l tʰ ɑ
մալթայերեն	m ɑ l tʰ ɑ j ɛ ɾ ɛ n
մալի	m ɑ l i
մալուխ	m ɑ l u χ
մախաթ	m ɑ χ ɑ tʰ
մախաչկալա	m ɑ χ ɑ t͡ʃʰ k ɑ l ɑ
մախր	m ɑ χ ə ɾ
մածնաբրդոշ	m ɑ d͡z n ɑ pʰ ə ɾ tʰ ɔ ʃ
մածուկ	m ɑ d͡z u ɡ
մածուն	m ɑ d͡z u n
մածվել	m ɑ d͡z v ɛ l
մակ	m ɑ ɡ
մակամորձի	m ɑ ɡ ɑ m ɔ ɾ t͡sʰ i
մական	m ɑ ɡ ɑ n
մականախաղ	m ɑ ɡ ɑ n ɑ χ ɑ ʁ
մականուն	m ɑ ɡ ɑ n u n
մակաշերտ	m ɑ ɡ ɑ ʃ ɛ ɾ d
մակարդակ	m ɑ ɡ ɑ ɾ tʰ ɑ ɡ
մակարոն	m ɑ ɡ ɑ ɾ ɔ n
մակբայ	m ɑ ɡ pʰ ɑ j
մակբայական	m ɑ kʰ pʰ ɑ j ɑ ɡ ɑ n
մակդիր	m ɑ kʰ tʰ i ɾ
մակեդոնական	m ɑ ɡ ɛ tʰ ɔ n ɑ ɡ ɑ n
մակեդոնացի	m ɑ ɡ ɛ tʰ ɔ n ɑ t͡sʰ i
մակեդոներեն	m ɑ ɡ ɛ tʰ ɔ n ɛ ɾ ɛ n
մակեդոնիա	m ɑ ɡ ɛ tʰ ɔ n j ɑ
մակերես	m ɑ ɡ ɛ ɾ ɛ s
մակերիկամ	m ɑ ɡ ɛ ɾ i ɡ ɑ m
մակույկ	m ɑ ɡ u j ɡ
մակրոտնտեսական	m ɑ ɡ ɾ ɔ d ə n d ɛ s ɑ ɡ ɑ n
մահ	m ɑ h
մահաբեր	m ɑ h ɑ pʰ ɛ ɾ
մահակ	m ɑ h ɑ ɡ
մահանա	m ɑ h ɑ n ɑ
մահանալ	m ɑ h ɑ n ɑ l
մահապատիժ	m ɑ h ɑ b ɑ d i ʒ
մահապարտ	m ɑ h ɑ b ɑ ɾ d
մահարաշտրա	m ɑ h ɑ ɾ ɑ ʃ t ɾ ɑ
մահացու	m ɑ h ɑ t͡sʰ u
մահափորձ	m ɑ h ɑ pʰ ɔ ɾ t͡sʰ
մահաքաղաք	m ɑ h ɑ kʰ ɑ ʁ ɑ kʰ
մահիկ	m ɑ h i ɡ
մահիճ	m ɑ h i d͡ʒ
մահլա	m ɑ h l ɑ
մահկանացու	m ɑ h ɡ ɑ n ɑ t͡sʰ u
մահճակալ	m ɑ h d͡ʒ ɑ ɡ ɑ l
մահմեդական	m ɑ h m ɛ tʰ ɑ ɡ ɑ n
մահմեդականություն	m ɑ h m ɛ tʰ ɑ ɡ ɑ n u tʰ ʏ n
մահջոնգ	m ɑ h t͡ʃʰ ɔ ŋ kʰ
մաղ	m ɑ ʁ
մաղադանոս	m ɑ ʁ ɑ tʰ ɑ n ɔ s
մաղարիչ	m ɑ ʁ ɑ ɾ i t͡ʃʰ
մաղել	m ɑ ʁ ɛ l
մաղթանք	m ɑ χ tʰ ɑ ŋ kʰ
մաղթել	m ɑ χ tʰ ɛ l
մաղձ	m ɑ χ t͡sʰ
մաճ	m ɑ d͡ʒ
մաճառ	m ɑ d͡ʒ ɑ ɾ
մաճար	m ɑ d͡ʒ ɑ ɾ
մամ	m ɑ m
մամա	m ɑ m ɑ
մամբո	m ɑ m pʰ ɔ
մամելյուկ	m ɑ m ɛ l ʏ ɡ
մամիկ	m ɑ m i ɡ
մամլյուք	m ɑ m l ʏ kʰ
մամխենի	m ɑ m χ ɛ n i
մամխի	m ɑ m χ i
մամոնտ	m ɑ m ɔ n d
մամուլ	m ɑ m u l
մամուլի	m ɑ m u l i
մամուխ	m ɑ m u χ
մամուկ	m ɑ m u ɡ
մամուռ	m ɑ m u ɾ
մայա	m ɑ j ɑ
մայել	m ɑ j ɛ l
մայթ	m ɑ j tʰ
մայիս	m ɑ j i s
մայիսյան	m ɑ j i s j ɑ n
մայլա	m ɑ j l ɑ
մայկա	m ɑ j ɡ ɑ
մայկոպ	m ɑ j ɡ ɔ b
մայն	m ɑ j n
մայոնեզ	m ɑ j ɔ n ɛ z
մայտներիում	m ɑ j d n ɛ ɾ i j u m
մայր	m ɑ j ɾ
մայրաբերդ	m ɑ j ɾ ɑ pʰ ɛ ɾ tʰ
մայրական	m ɑ j ɾ ɑ ɡ ɑ n
մայրամուտ	m ɑ j ɾ ɑ m u d
մայրապետ	m ɑ j ɾ ɑ b ɛ d
մայրապետյան	m ɑ j ɾ ɑ b ɛ d j ɑ n
մայրասպան	m ɑ j ɾ ɑ s p ɑ n
մայրաքաղաք	m ɑ j ɾ ɑ kʰ ɑ ʁ ɑ kʰ
մայրեհավ	m ɑ j ɾ ɛ h ɑ v
մայրենի	m ɑ j ɾ ɛ n i
մայրի	m ɑ j ɾ i
մայրիկ	m ɑ j ɾ i ɡ
մայրուղի	m ɑ j ɾ u ʁ i
մայրցամաք	m ɑ j ɾ t͡sʰ ɑ m ɑ kʰ
մանագուա	m ɑ n ɑ kʰ u ɑ
մանաթ	m ɑ n ɑ tʰ
մանամա	m ɑ n ɑ m ɑ
մանանա	m ɑ n ɑ n ɑ
մանանդյան	m ɑ n ɑ n tʰ j ɑ n
մանանեխ	m ɑ n ɑ n ɛ χ
մանգաղ	m ɑ ŋ kʰ ɑ ʁ
մանգան	m ɑ ŋ kʰ ɑ n
մանգո	m ɑ ŋ kʰ ɔ
մանգուստ	m ɑ ŋ kʰ u s t
մանդակ	m ɑ n tʰ ɑ ɡ
մանդակունի	m ɑ n tʰ ɑ ɡ u n i
մանդարին	m ɑ n tʰ ɑ ɾ i n
մանե	m ɑ n ɛ
մանեթ	m ɑ n ɛ tʰ
մանթ	m ɑ n tʰ
մանթապուր	m ɑ n tʰ ɑ b u ɾ
մանթի	m ɑ n tʰ i
մանիշակ	m ɑ n i ʃ ɑ ɡ
մանիպուր	m ɑ n i b u ɾ
մանկանալ	m ɑ ŋ ɡ ɑ n ɑ l
մանկապարտեզ	m ɑ ŋ ɡ ɑ b ɑ ɾ d ɛ z
մանկապիղծ	m ɑ ŋ ɡ ɑ b i ʁ d͡z
մանկասայլակ	m ɑ ŋ ɡ ɑ s ɑ j l ɑ ɡ
մանկասար	m ɑ ŋ ɡ ɑ s ɑ ɾ
մանկություն	m ɑ ŋ ɡ u tʰ ʏ n
մանկտի	m ɑ ŋ ɡ d i
մանկտիք	m ɑ ŋ ɡ d i kʰ
մանյակ	m ɑ n j ɑ ɡ
մանուլ	m ɑ n u l
մանուկ	m ɑ n u ɡ
մանուկյան	m ɑ n u ɡ j ɑ n
մանուշակագույն	m ɑ n u ʃ ɑ ɡ ɑ kʰ u j n
մանչեստր	m ɑ n t͡ʃʰ ɛ s t ə ɾ
մանջուրիա	m ɑ n t͡ʃʰ u ɾ j ɑ
մանսարդ	m ɑ n s ɑ ɾ tʰ
մանվածապատ	m ɑ n v ɑ d͡z ɑ b ɑ d
մանվածապատություն	m ɑ n v ɑ d͡z ɑ b ɑ d u tʰ ʏ n
մանվածք	m ɑ n v ɑ t͡sʰ kʰ
