'tamo'	t̪ a m o
desestructuras	d̪ e s e s t̪ ɾ u ɣ̞ t̪ u ɾ a s
desfachatez	d̪ e s f a t͡ʃ a t̪ e s
desfalcada	d̪ e s f a l k a ð̞ a
desfalcadas	d̪ e s f a l k a ð̞ a s
desfalcado	d̪ e s f a l k a ð̞ o
desfalcador	d̪ e s f a l k a ð̞ o ɾ
desfalcados	d̪ e s f a l k a ð̞ o s
desfalcar	d̪ e s f a l k a ɾ
desfalcares	d̪ e s f a l k a ɾ e s
desfalco	d̪ e s f a l k o
desfallecer	d̪ e s f a ʝ e s e ɾ
desfallecer	d̪ e s f a ʝ e s e ɾ
desfallecida	d̪ e s f a ʝ e s i ð̞ a
desfallecida	d̪ e s f a ʝ e s i ð̞ a
desfallecidas	d̪ e s f a ʝ e s i ð̞ a s
desfallecidas	d̪ e s f a ʝ e s i ð̞ a s
desfallecido	d̪ e s f a ʝ e s i ð̞ o
desfallecido	d̪ e s f a ʝ e s i ð̞ o
desfallecidos	d̪ e s f a ʝ e s i ð̞ o s
desfallecidos	d̪ e s f a ʝ e s i ð̞ o s
desfarfollada	d̪ e s f a ɾ f o ʝ a ð̞ a
desfarfollada	d̪ e s f a ɾ f o ʝ a ð̞ a
desfarfolladas	d̪ e s f a ɾ f o ʝ a ð̞ a s
desfarfolladas	d̪ e s f a ɾ f o ʝ a ð̞ a s
desfarfollado	d̪ e s f a ɾ f o ʝ a ð̞ o
desfarfollado	d̪ e s f a ɾ f o ʝ a ð̞ o
desfarfollados	d̪ e s f a ɾ f o ʝ a ð̞ o s
desfarfollados	d̪ e s f a ɾ f o ʝ a ð̞ o s
desfarfollar	d̪ e s f a ɾ f o ʝ a ɾ
desfarfollar	d̪ e s f a ɾ f o ʝ a ɾ
desfarfollé	d̪ e s f a ɾ f o ʝ e
desfarfollé	d̪ e s f a ɾ f o ʝ e
desfarfollo	d̪ e s f a ɾ f o ʝ o
desfarfollo	d̪ e s f a ɾ f o ʝ o
desfasada	d̪ e s f a s a ð̞ a
desfasadas	d̪ e s f a s a ð̞ a s
desfasado	d̪ e s f a s a ð̞ o
desfasados	d̪ e s f a s a ð̞ o s
desfasaje	d̪ e s f a s a x e
desfasar	d̪ e s f a s a ɾ
desfascistización	d̪ e s f a s i s t̪ i s a s j õ n
desfascistizar	d̪ e s f a s i s t̪ i s a ɾ
desfase	d̪ e s f a s e
desfavor	d̪ e s f a β̞ o ɾ
desfavorable	d̪ e s f a β̞ o ɾ a β̞ l e
desfavorablemente	d̪ e s f a β̞ o ɾ a β̞ l e m ẽ n̪ t̪ e
desfavorecer	d̪ e s f a β̞ o ɾ e s e ɾ
desfavorecido	d̪ e s f a β̞ o ɾ e s i ð̞ o
desfibradora	d̪ e s f i β̞ ɾ a ð̞ o ɾ a
desfibrilación	d̪ e s f i β̞ ɾ i l a s j õ n
desfibrilador	d̪ e s f i β̞ ɾ i l a ð̞ o ɾ
desfibriladores	d̪ e s f i β̞ ɾ i l a ð̞ o ɾ e s
desfigura	d̪ e s f i ɣ̞ u ɾ a
desfiguración	d̪ e s f i ɣ̞ u ɾ a s j õ n
desfigurada	d̪ e s f i ɣ̞ u ɾ a ð̞ a
desfiguradas	d̪ e s f i ɣ̞ u ɾ a ð̞ a s
desfigurado	d̪ e s f i ɣ̞ u ɾ a ð̞ o
desfigurados	d̪ e s f i ɣ̞ u ɾ a ð̞ o s
desfiguran	d̪ e s f i ɣ̞ u ɾ ã n
desfigurar	d̪ e s f i ɣ̞ u ɾ a ɾ
desfilada	d̪ e s f i l a ð̞ a
desfiladas	d̪ e s f i l a ð̞ a s
desfiladero	d̪ e s f i l a ð̞ e ɾ o
desfilado	d̪ e s f i l a ð̞ o
desfilados	d̪ e s f i l a ð̞ o s
desfilar	d̪ e s f i l a ɾ
desfile	d̪ e s f i l e
desfinanciar	d̪ e s f i n ã n s j a ɾ
desflecar	d̪ e s f l e k a ɾ
desflorada	d̪ e s f l o ɾ a ð̞ a
desfloradas	d̪ e s f l o ɾ a ð̞ a s
desflorado	d̪ e s f l o ɾ a ð̞ o
desflorados	d̪ e s f l o ɾ a ð̞ o s
desflorar	d̪ e s f l o ɾ a ɾ
desfogada	d̪ e s f o ɣ̞ a ð̞ a
desfogadas	d̪ e s f o ɣ̞ a ð̞ a s
desfogado	d̪ e s f o ɣ̞ a ð̞ o
desfogados	d̪ e s f o ɣ̞ a ð̞ o s
desfogar	d̪ e s f o ɣ̞ a ɾ
desfondada	d̪ e s f õ n̪ d̪ a ð̞ a
desfondadas	d̪ e s f õ n̪ d̪ a ð̞ a s
desfondado	d̪ e s f õ n̪ d̪ a ð̞ o
desfondados	d̪ e s f õ n̪ d̪ a ð̞ o s
desfondamiento	d̪ e s f õ n̪ d̪ a m j ẽ n̪ t̪ o
desfondar	d̪ e s f õ n̪ d̪ a ɾ
desforzá	d̪ e s f o ɾ s a
desforzada	d̪ e s f o ɾ s a ð̞ a
desforzadas	d̪ e s f o ɾ s a ð̞ a s
desforzado	d̪ e s f o ɾ s a ð̞ o
desforzados	d̪ e s f o ɾ s a ð̞ o s
desforzar	d̪ e s f o ɾ s a ɾ
desforzarse	d̪ e s f o ɾ s a ɾ s e
desfragmentada	d̪ e s f ɾ a ɣ̞ m ẽ n̪ t̪ a ð̞ a
desfragmentadas	d̪ e s f ɾ a ɣ̞ m ẽ n̪ t̪ a ð̞ a s
desfragmentado	d̪ e s f ɾ a ɣ̞ m ẽ n̪ t̪ a ð̞ o
desfragmentados	d̪ e s f ɾ a ɣ̞ m ẽ n̪ t̪ a ð̞ o s
desfragmentar	d̪ e s f ɾ a ɣ̞ m ẽ n̪ t̪ a ɾ
desgaire	d̪ e z ɣ̞ a i̯ ɾ e
desgajada	d̪ e z ɣ̞ a x a ð̞ a
desgajadas	d̪ e z ɣ̞ a x a ð̞ a s
desgajado	d̪ e z ɣ̞ a x a ð̞ o
desgajados	d̪ e z ɣ̞ a x a ð̞ o s
desgajamiento	d̪ e z ɣ̞ a x a m j ẽ n̪ t̪ o
desgajar	d̪ e z ɣ̞ a x a ɾ
desgana	d̪ e z ɣ̞ a n a
desganada	d̪ e z ɣ̞ a n a ð̞ a
desganado	d̪ e z ɣ̞ a n a ð̞ o
desganar	d̪ e z ɣ̞ a n a ɾ
desganas	d̪ e z ɣ̞ a n a s
desgano	d̪ e z ɣ̞ a n o
desgañitar	d̪ e z ɣ̞ a ɲ i t̪ a ɾ
desgarbado	d̪ e z ɣ̞ a ɾ β̞ a ð̞ o
desgarbo	d̪ e z ɣ̞ a ɾ β̞ o
desgarrada	d̪ e z ɣ̞ a r a ð̞ a
desgarradas	d̪ e z ɣ̞ a r a ð̞ a s
desgarrado	d̪ e z ɣ̞ a r a ð̞ o
desgarrador	d̪ e z ɣ̞ a r a ð̞ o ɾ
desgarradoramente	d̪ e z ɣ̞ a r a ð̞ o ɾ a m ẽ n̪ t̪ e
desgarrados	d̪ e z ɣ̞ a r a ð̞ o s
desgarradura	d̪ e z ɣ̞ a r a ð̞ u ɾ a
desgarramiento	d̪ e z ɣ̞ a r a m j ẽ n̪ t̪ o
desgarrante	d̪ e z ɣ̞ a r ã n̪ t̪ e
desgarrar	d̪ e z ɣ̞ a r a ɾ
desgarre	d̪ e z ɣ̞ a r e
desgarres	d̪ e z ɣ̞ a r e s
desgarro	d̪ e z ɣ̞ a r o
desgarrón	d̪ e z ɣ̞ a r õ n
desgasificada	d̪ e z ɣ̞ a s i f i k a ð̞ a
desgasificadas	d̪ e z ɣ̞ a s i f i k a ð̞ a s
desgasificado	d̪ e z ɣ̞ a s i f i k a ð̞ o
desgasificados	d̪ e z ɣ̞ a s i f i k a ð̞ o s
desgasificar	d̪ e z ɣ̞ a s i f i k a ɾ
desgastada	d̪ e z ɣ̞ a s t̪ a ð̞ a
desgastadas	d̪ e z ɣ̞ a s t̪ a ð̞ a s
desgastado	d̪ e z ɣ̞ a s t̪ a ð̞ o
desgastados	d̪ e z ɣ̞ a s t̪ a ð̞ o s
desgastante	d̪ e z ɣ̞ a s t̪ ã n̪ t̪ e
desgastantes	d̪ e z ɣ̞ a s t̪ ã n̪ t̪ e s
desgastar	d̪ e z ɣ̞ a s t̪ a ɾ
desgaste	d̪ e z ɣ̞ a s t̪ e
desglasar	d̪ e z ɣ̞ l a s a ɾ
desglobalizar	d̪ e z ɣ̞ l o β̞ a l i s a ɾ
desglosada	d̪ e z ɣ̞ l o s a ð̞ a
desglosadas	d̪ e z ɣ̞ l o s a ð̞ a s
desglosado	d̪ e z ɣ̞ l o s a ð̞ o
desglosados	d̪ e z ɣ̞ l o s a ð̞ o s
desglosar	d̪ e z ɣ̞ l o s a ɾ
desglose	d̪ e z ɣ̞ l o s e
desgobernar	d̪ e z ɣ̞ o β̞ e ɾ n a ɾ
desgobierno	d̪ e z ɣ̞ o β̞ j e ɾ n o
desgomada	d̪ e z ɣ̞ o m a ð̞ a
desgomadas	d̪ e z ɣ̞ o m a ð̞ a s
desgomado	d̪ e z ɣ̞ o m a ð̞ o
desgomados	d̪ e z ɣ̞ o m a ð̞ o s
desgomar	d̪ e z ɣ̞ o m a ɾ
desgonzar	d̪ e z ɣ̞ õ n s a ɾ
desgorrifada	d̪ e z ɣ̞ o r i f a ð̞ a
desgorrifadas	d̪ e z ɣ̞ o r i f a ð̞ a s
desgorrifado	d̪ e z ɣ̞ o r i f a ð̞ o
desgorrifados	d̪ e z ɣ̞ o r i f a ð̞ o s
desgorrifando	d̪ e z ɣ̞ o r i f ã n̪ d̪ o
desgorrifar	d̪ e z ɣ̞ o r i f a ɾ
desgorrifó	d̪ e z ɣ̞ o r i f o
desgracia	d̪ e z ɣ̞ ɾ a s j a
desgraciada	d̪ e z ɣ̞ ɾ a s j a ð̞ a
desgraciadamente	d̪ e z ɣ̞ ɾ a s j a ð̞ a m ẽ n̪ t̪ e
desgraciadas	d̪ e z ɣ̞ ɾ a s j a ð̞ a s
desgraciadísimo	d̪ e z ɣ̞ ɾ a s j a ð̞ i s i m o
desgraciado	d̪ e z ɣ̞ ɾ a s j a ð̞ o
desgraciados	d̪ e z ɣ̞ ɾ a s j a ð̞ o s
desgraciar	d̪ e z ɣ̞ ɾ a s j a ɾ
desgranada	d̪ e z ɣ̞ ɾ a n a ð̞ a
desgranadas	d̪ e z ɣ̞ ɾ a n a ð̞ a s
desgranado	d̪ e z ɣ̞ ɾ a n a ð̞ o
desgranados	d̪ e z ɣ̞ ɾ a n a ð̞ o s
desgranar	d̪ e z ɣ̞ ɾ a n a ɾ
desgrano	d̪ e z ɣ̞ ɾ a n o
desgrasada	d̪ e z ɣ̞ ɾ a s a ð̞ a
desgrasadas	d̪ e z ɣ̞ ɾ a s a ð̞ a s
desgrasado	d̪ e z ɣ̞ ɾ a s a ð̞ o
desgrasados	d̪ e z ɣ̞ ɾ a s a ð̞ o s
desgrasar	d̪ e z ɣ̞ ɾ a s a ɾ
desgravables	d̪ e z ɣ̞ ɾ a β̞ a β̞ l e s
desgravación	d̪ e z ɣ̞ ɾ a β̞ a s j õ n
desgravada	d̪ e z ɣ̞ ɾ a β̞ a ð̞ a
desgravadas	d̪ e z ɣ̞ ɾ a β̞ a ð̞ a s
desgravado	d̪ e z ɣ̞ ɾ a β̞ a ð̞ o
desgravados	d̪ e z ɣ̞ ɾ a β̞ a ð̞ o s
desgravar	d̪ e z ɣ̞ ɾ a β̞ a ɾ
desguace	d̪ e z ɣ̞ w a s e
desguaces	d̪ e z ɣ̞ w a s e s
desgualamida	d̪ e z ɣ̞ w a l a m i ð̞ a
desgualamidas	d̪ e z ɣ̞ w a l a m i ð̞ a s
desgualamido	d̪ e z ɣ̞ w a l a m i ð̞ o
desgualamidos	d̪ e z ɣ̞ w a l a m i ð̞ o s
desgualetada	d̪ e z ɣ̞ w a l e t̪ a ð̞ a
desgualetadas	d̪ e z ɣ̞ w a l e t̪ a ð̞ a s
desgualetado	d̪ e z ɣ̞ w a l e t̪ a ð̞ o
desgualetados	d̪ e z ɣ̞ w a l e t̪ a ð̞ o s
desguamilado	d̪ e z ɣ̞ w a m i l a ð̞ o
desguanguañada	d̪ e z ɣ̞ w ã ŋ ɡ w a ɲ a ð̞ a
desguanguañadas	d̪ e z ɣ̞ w ã ŋ ɡ w a ɲ a ð̞ a s
desguanguañado	d̪ e z ɣ̞ w ã ŋ ɡ w a ɲ a ð̞ o
desguanguañados	d̪ e z ɣ̞ w ã ŋ ɡ w a ɲ a ð̞ o s
desguanguañar	d̪ e z ɣ̞ w ã ŋ ɡ w a ɲ a ɾ
desguarambilada	d̪ e z ɣ̞ w a ɾ ã m b i l a ð̞ a
desguarambiladas	d̪ e z ɣ̞ w a ɾ ã m b i l a ð̞ a s
desguarambilado	d̪ e z ɣ̞ w a ɾ ã m b i l a ð̞ o
desguarambilados	d̪ e z ɣ̞ w a ɾ ã m b i l a ð̞ o s
desguazada	d̪ e z ɣ̞ w a s a ð̞ a
desguazadas	d̪ e z ɣ̞ w a s a ð̞ a s
desguazadero	d̪ e z ɣ̞ w a s a ð̞ e ɾ o
desguazado	d̪ e z ɣ̞ w a s a ð̞ o
desguazados	d̪ e z ɣ̞ w a s a ð̞ o s
desguazar	d̪ e z ɣ̞ w a s a ɾ
desgubernamentalizar	d̪ e z ɣ̞ u β̞ e ɾ n a m ẽ n̪ t̪ a l i s a ɾ
desguinzada	d̪ e z ɣ̞ ĩ n s a ð̞ a
desguinzadas	d̪ e z ɣ̞ ĩ n s a ð̞ a s
desguinzado	d̪ e z ɣ̞ ĩ n s a ð̞ o
desguinzados	d̪ e z ɣ̞ ĩ n s a ð̞ o s
desguinzar	d̪ e z ɣ̞ ĩ n s a ɾ
deshabilitación	d̪ e s a β̞ i l i t̪ a s j õ n
deshabilitar	d̪ e s a β̞ i l i t̪ a ɾ
deshabitado	d̪ e s a β̞ i t̪ a ð̞ o
deshabitar	d̪ e s a β̞ i t̪ a ɾ
deshabituación	d̪ e s a β̞ i t̪ w a s j õ n
deshabituar	d̪ e s a β̞ i t̪ w a ɾ
deshacer	d̪ e s a s e ɾ
deshaciéndome	d̪ e s a s j ẽ n̪ d̪ o m e
deshágala	d̪ e s a ɣ̞ a l a
deshágalas	d̪ e s a ɣ̞ a l a s
deshágale	d̪ e s a ɣ̞ a l e
deshágales	d̪ e s a ɣ̞ a l e s
deshágalo	d̪ e s a ɣ̞ a l o
deshágalos	d̪ e s a ɣ̞ a l o s
deshágame	d̪ e s a ɣ̞ a m e
desháganla	d̪ e s a ɣ̞ ã n l a
desháganlas	d̪ e s a ɣ̞ ã n l a s
desháganle	d̪ e s a ɣ̞ ã n l e
desháganles	d̪ e s a ɣ̞ ã n l e s
desháganlo	d̪ e s a ɣ̞ ã n l o
desháganlos	d̪ e s a ɣ̞ ã n l o s
desháganme	d̪ e s a ɣ̞ ã m m e
deshágannos	d̪ e s a ɣ̞ ã n n o s
desháganos	d̪ e s a ɣ̞ a n o s
deshágase	d̪ e s a ɣ̞ a s e
deshalogenación	d̪ e s a l o x e n a s j õ n
deshauciar	d̪ e s a u̯ s j a ɾ
deshaucio	d̪ e s a u̯ s j o
deshazla	d̪ e s a s l a
deshazlas	d̪ e s a s l a s
deshazle	d̪ e s a s l e
deshazles	d̪ e s a s l e s
deshazlos	d̪ e s a s l o s
deshazme	d̪ e s a z m e
deshaznos	d̪ e s a z n o s
deshebrada	d̪ e s e β̞ ɾ a ð̞ a
deshebradas	d̪ e s e β̞ ɾ a ð̞ a s
deshebrado	d̪ e s e β̞ ɾ a ð̞ o
deshebrados	d̪ e s e β̞ ɾ a ð̞ o s
deshebrar	d̪ e s e β̞ ɾ a ɾ
deshecha	d̪ e s e t͡ʃ a
deshechas	d̪ e s e t͡ʃ a s
deshecho	d̪ e s e t͡ʃ o
deshechos	d̪ e s e t͡ʃ o s
deshelada	d̪ e s e l a ð̞ a
desheladas	d̪ e s e l a ð̞ a s
deshelado	d̪ e s e l a ð̞ o
deshelados	d̪ e s e l a ð̞ o s
deshelar	d̪ e s e l a ɾ
desheredación	d̪ e s e ɾ e ð̞ a s j õ n
desheredada	d̪ e s e ɾ e ð̞ a ð̞ a
desheredadas	d̪ e s e ɾ e ð̞ a ð̞ a s
desheredado	d̪ e s e ɾ e ð̞ a ð̞ o
desheredados	d̪ e s e ɾ e ð̞ a ð̞ o s
desheredar	d̪ e s e ɾ e ð̞ a ɾ
deshidratación	d̪ e s i ð̞ ɾ a t̪ a s j õ n
deshidratado	d̪ e s i ð̞ ɾ a t̪ a ð̞ o
deshidratador	d̪ e s i ð̞ ɾ a t̪ a ð̞ o ɾ
deshidratadora	d̪ e s i ð̞ ɾ a t̪ a ð̞ o ɾ a
deshidratadoras	d̪ e s i ð̞ ɾ a t̪ a ð̞ o ɾ a s
deshidratadores	d̪ e s i ð̞ ɾ a t̪ a ð̞ o ɾ e s
deshidratante	d̪ e s i ð̞ ɾ a t̪ ã n̪ t̪ e
deshidratar	d̪ e s i ð̞ ɾ a t̪ a ɾ
deshidrogenación	d̪ e s i ð̞ ɾ o x e n a s j õ n
deshidrogenaciones	d̪ e s i ð̞ ɾ o x e n a s j o n e s
deshidrogenasa	d̪ e s i ð̞ ɾ o x e n a s a
deshidrogenizar	d̪ e s i ð̞ ɾ o x e n i s a ɾ
deshidrohalogenación	d̪ e s i ð̞ ɾ o a l o x e n a s j õ n
deshielo	d̪ e z ʝ e l o
deshilachada	d̪ e s i l a t͡ʃ a ð̞ a
deshilachadas	d̪ e s i l a t͡ʃ a ð̞ a s
deshilachado	d̪ e s i l a t͡ʃ a ð̞ o
deshilachados	d̪ e s i l a t͡ʃ a ð̞ o s
deshilachar	d̪ e s i l a t͡ʃ a ɾ
deshilar	d̪ e s i l a ɾ
deshilvanar	d̪ e s i l β̞ a n a ɾ
deshinchada	d̪ e s ĩ nʲ t͡ʃ a ð̞ a
deshinchadas	d̪ e s ĩ nʲ t͡ʃ a ð̞ a s
deshinchado	d̪ e s ĩ nʲ t͡ʃ a ð̞ o
deshinchados	d̪ e s ĩ nʲ t͡ʃ a ð̞ o s
deshinchar	d̪ e s ĩ nʲ t͡ʃ a ɾ
deshojada	d̪ e s o x a ð̞ a
deshojadas	d̪ e s o x a ð̞ a s
deshojado	d̪ e s o x a ð̞ o
deshojados	d̪ e s o x a ð̞ o s
deshojar	d̪ e s o x a ɾ
deshollinar	d̪ e s o ʝ i n a ɾ
deshollinar	d̪ e s o ʝ i n a ɾ
deshonesta	d̪ e s o n e s t̪ a
deshonestamente	d̪ e s o n e s t̪ a m ẽ n̪ t̪ e
deshonestas	d̪ e s o n e s t̪ a s
deshonestidad	d̪ e s o n e s t̪ i ð̞ a ð̞
deshonesto	d̪ e s o n e s t̪ o
deshonestos	d̪ e s o n e s t̪ o s
deshonor	d̪ e s o n o ɾ
deshonorar	d̪ e s o n o ɾ a ɾ
deshonra	d̪ e s õ n r a
deshonrada	d̪ e s õ n r a ð̞ a
deshonradas	d̪ e s õ n r a ð̞ a s
deshonrado	d̪ e s õ n r a ð̞ o
deshonrados	d̪ e s õ n r a ð̞ o s
deshonrar	d̪ e s õ n r a ɾ
deshonrosamente	d̪ e s õ n r o s a m ẽ n̪ t̪ e
deshonroso	d̪ e s õ n r o s o
deshora	d̪ e s o ɾ a
deshuesada	d̪ e z w̝ e s a ð̞ a
deshuesadas	d̪ e z w̝ e s a ð̞ a s
deshuesado	d̪ e z w̝ e s a ð̞ o
deshuesado	d̪ e z ɣ̞ w e s a ð̞ o
deshuesados	d̪ e z w̝ e s a ð̞ o s
deshuesar	d̪ e z w̝ e s a ɾ
deshuesar	d̪ e z ɣ̞ w e s a ɾ
deshuevar	d̪ e z w̝ e β̞ a ɾ
deshumanización	d̪ e s u m a n i s a s j õ n
deshumanizada	d̪ e s u m a n i s a ð̞ a
deshumanizadas	d̪ e s u m a n i s a ð̞ a s
deshumanizado	d̪ e s u m a n i s a ð̞ o
deshumanizador	d̪ e s u m a n i s a ð̞ o ɾ
deshumanizados	d̪ e s u m a n i s a ð̞ o s
deshumanizante	d̪ e s u m a n i s ã n̪ t̪ e
deshumanizar	d̪ e s u m a n i s a ɾ
deshumidificación	d̪ e s u m i ð̞ i f i k a s j õ n
deshumidificar	d̪ e s u m i ð̞ i f i k a ɾ
desiderátum	d̪ e s i ð̞ e ɾ a t̪ ũ m
desidia	d̪ e s i ð̞ j a
desidioso	d̪ e s i ð̞ j o s o
desierta	d̪ e s j e ɾ t̪ a
desiertas	d̪ e s j e ɾ t̪ a s
desierto	d̪ e s j e ɾ t̪ o
desiertos	d̪ e s j e ɾ t̪ o s
designación	d̪ e s i ɣ̞ n a s j õ n
designada	d̪ e s i ɣ̞ n a ð̞ a
designadas	d̪ e s i ɣ̞ n a ð̞ a s
designado	d̪ e s i ɣ̞ n a ð̞ o
designados	d̪ e s i ɣ̞ n a ð̞ o s
designar	d̪ e s i ɣ̞ n a ɾ
designio	d̪ e s i ɣ̞ n j o
designo	d̪ e s i ɣ̞ n o
desigual	d̪ e s i ɣ̞ w a l
desigualdad	d̪ e s i ɣ̞ w a l̪ d̪ a ð̞
desigualitario	d̪ e s i ɣ̞ w a l i t̪ a ɾ j o
desigualmente	d̪ e s i ɣ̞ w a l m ẽ n̪ t̪ e
desilenciada	d̪ e s i l ẽ n s j a ð̞ a
desilenciadas	d̪ e s i l ẽ n s j a ð̞ a s
desilenciado	d̪ e s i l ẽ n s j a ð̞ o
desilenciados	d̪ e s i l ẽ n s j a ð̞ o s
desilenciar	d̪ e s i l ẽ n s j a ɾ
desilusión	d̪ e s i l u s j õ n
desilusionada	d̪ e s i l u s j o n a ð̞ a
desilusionadas	d̪ e s i l u s j o n a ð̞ a s
desilusionado	d̪ e s i l u s j o n a ð̞ o
desilusionados	d̪ e s i l u s j o n a ð̞ o s
desilusionante	d̪ e s i l u s j o n ã n̪ t̪ e
desilusionar	d̪ e s i l u s j o n a ɾ
desimanación	d̪ e s i m a n a s j õ n
desimpactación	d̪ e s ĩ m p a ɣ̞ t̪ a s j õ n
desimpactar	d̪ e s ĩ m p a ɣ̞ t̪ a ɾ
desimpresionar	d̪ e s ĩ m p ɾ e s j o n a ɾ
desimputación	d̪ e s ĩ m p u t̪ a s j õ n
desimputar	d̪ e s ĩ m p u t̪ a ɾ
desincentivada	d̪ e s ĩ n s ẽ n̪ t̪ i β̞ a ð̞ a
desincentivadas	d̪ e s ĩ n s ẽ n̪ t̪ i β̞ a ð̞ a s
desincentivado	d̪ e s ĩ n s ẽ n̪ t̪ i β̞ a ð̞ o
desincentivados	d̪ e s ĩ n s ẽ n̪ t̪ i β̞ a ð̞ o s
desincentivar	d̪ e s ĩ n s ẽ n̪ t̪ i β̞ a ɾ
desincentivo	d̪ e s ĩ n s ẽ n̪ t̪ i β̞ o
desincorporar	d̪ e s ĩ ŋ k o ɾ p o ɾ a ɾ
desincrustar	d̪ e s ĩ ŋ k ɾ u s t̪ a ɾ
desindustrializa	d̪ e s ĩ n̪ d̪ u s t̪ ɾ j a l i s a
desindustrialización	d̪ e s ĩ n̪ d̪ u s t̪ ɾ j a l i s a s j õ n
desindustrializar	d̪ e s ĩ n̪ d̪ u s t̪ ɾ j a l i s a ɾ
desinencia	d̪ e s i n ẽ n s j a
desinfección	d̪ e s ĩ ɱ f e ɣ̞ s j õ n
desinfectado	d̪ e s ĩ ɱ f e ɣ̞ t̪ a ð̞ o
desinfectante	d̪ e s ĩ ɱ f e ɣ̞ t̪ ã n̪ t̪ e
desinfectantes	d̪ e s ĩ ɱ f e ɣ̞ t̪ ã n̪ t̪ e s
desinfectar	d̪ e s ĩ ɱ f e ɣ̞ t̪ a ɾ
desinflada	d̪ e s ĩ ɱ f l a ð̞ a
desinfladas	d̪ e s ĩ ɱ f l a ð̞ a s
desinflado	d̪ e s ĩ ɱ f l a ð̞ o
desinflados	d̪ e s ĩ ɱ f l a ð̞ o s
desinflamar	d̪ e s ĩ ɱ f l a m a ɾ
desinflar	d̪ e s ĩ ɱ f l a ɾ
desinformación	d̪ e s ĩ ɱ f o ɾ m a s j õ n
desinformaciones	d̪ e s ĩ ɱ f o ɾ m a s j o n e s
desinformar	d̪ e s ĩ ɱ f o ɾ m a ɾ
desinhibidamente	d̪ e s i n i β̞ i ð̞ a m ẽ n̪ t̪ e
desinhibido	d̪ e s i n i β̞ i ð̞ o
desinmovilizada	d̪ e s ĩ m m o β̞ i l i s a ð̞ a
desinmovilizadas	d̪ e s ĩ m m o β̞ i l i s a ð̞ a s
desinmovilizado	d̪ e s ĩ m m o β̞ i l i s a ð̞ o
desinmovilizados	d̪ e s ĩ m m o β̞ i l i s a ð̞ o s
desinmovilizar	d̪ e s ĩ m m o β̞ i l i s a ɾ
desinquieta	d̪ e s ĩ ŋ k j e t̪ a
desinquietas	d̪ e s ĩ ŋ k j e t̪ a s
desinquieto	d̪ e s ĩ ŋ k j e t̪ o
desinquietos	d̪ e s ĩ ŋ k j e t̪ o s
desinscribir	d̪ e s ĩ n s k ɾ i β̞ i ɾ
desinscribo	d̪ e s ĩ n s k ɾ i β̞ o
desinscripta	d̪ e s ĩ n s k ɾ i β̞ t̪ a
desinscriptas	d̪ e s ĩ n s k ɾ i β̞ t̪ a s
desinscripto	d̪ e s ĩ n s k ɾ i β̞ t̪ o
desinscriptos	d̪ e s ĩ n s k ɾ i β̞ t̪ o s
desinscrita	d̪ e s ĩ n s k ɾ i t̪ a
desinscritas	d̪ e s ĩ n s k ɾ i t̪ a s
desinscrito	d̪ e s ĩ n s k ɾ i t̪ o
desinscritos	d̪ e s ĩ n s k ɾ i t̪ o s
desinsectada	d̪ e s ĩ n s e ɣ̞ t̪ a ð̞ a
desinsectadas	d̪ e s ĩ n s e ɣ̞ t̪ a ð̞ a s
desinsectado	d̪ e s ĩ n s e ɣ̞ t̪ a ð̞ o
desinsectados	d̪ e s ĩ n s e ɣ̞ t̪ a ð̞ o s
desinsectar	d̪ e s ĩ n s e ɣ̞ t̪ a ɾ
desinstalación	d̪ e s ĩ n s t̪ a l a s j õ n
desinstalada	d̪ e s ĩ n s t̪ a l a ð̞ a
desinstaladas	d̪ e s ĩ n s t̪ a l a ð̞ a s
desinstalado	d̪ e s ĩ n s t̪ a l a ð̞ o
desinstalador	d̪ e s ĩ n s t̪ a l a ð̞ o ɾ
desinstalados	d̪ e s ĩ n s t̪ a l a ð̞ o s
desinstalar	d̪ e s ĩ n s t̪ a l a ɾ
desintegra	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a
desintegración	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a s j õ n
desintegrada	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ð̞ a
desintegradas	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ð̞ a s
desintegrado	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ð̞ o
desintegrados	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ð̞ o s
desintegramos	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a m o s
desintegrando	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ ã n̪ d̪ o
desintegrar	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ɾ
desintegrara	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ɾ a
desintegrará	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ɾ a
desintegráramos	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ɾ a m o s
desintegraras	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ɾ a s
desintegrarás	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ɾ a s
desintegrareis	d̪ e s ĩ n̪ t̪ e ɣ̞ ɾ a ɾ e i̯ s
