'ch	χ
gwst	ɡ ʊ s d
gwth	ɡ uː θ
gwthio	ɡ ʊ θ j ɔ
gwyach	ɡ ʊ ɨ̯ a χ
gwyar	ɡ ʊ ɨ̯ a r
gwyb	ɡ w ɨ̞ b
gwybed	ɡ w ə b ɛ d
gwybedog	ɡ w ə b ɛ d ɔ ɡ
gwybedogion	ɡ w ə b ɛ d ɔ ɡ j ɔ n
gwybedyn	ɡ w ə b ɛ d ɨ̞ n
gwybod	ɡ w ɨ̞ b ɔ d
gwybod	ɡ ʊ b ɔ
gwybod	ɡ ʊ b ɔ d
gwybodaeth	ɡ w ə b ɔ d a ɨ̯ θ
gwybodaeth	ɡ w ə b ɔ d ɛ θ
gwybodaeth	ɡ w ɨ̞ b ɔ d a ɨ̯ θ
gwybodaeth	ɡ w ɨ̞ b ɔ d ɛ θ
gwybodaeth	ɡ ʊ b ɔ d a ɨ̯ θ
gwybodus	ɡ w ɨ̞ b ɔ d ɨ̞ s
gwycbys	ɡ w ə k b ɨ̞ s
gwych	ɡ w ɨː χ
gwychach	ɡ w ə χ a χ
gwychder	ɡ w ɨ̞ χ d ɛ r
gwyched	ɡ w ə χ ɛ d
gwyddau	ɡ ʊ ɨ̯ ð a
gwyddau	ɡ ʊ ɨ̯ ð a ɨ̯
gwyddau	ɡ ʊ ɨ̯ ð ɛ
gwyddbwyll	ɡ w ɨ̞ ð b ʊ ɨ̯ ɬ
gwydden	ɡ w ɨ̞ ð ɛ n
gwyddfid	ɡ w ɨ̞ ð v ɪ d
gwyddion	ɡ w ə ð j ɔ n
gwyddon	ɡ w ɨ̞ ð ɔ n
gwyddoniaeth	ɡ w ɨ̞ ð ɔ n j a ɨ̯ θ
gwyddoniaeth	ɡ w ɨ̞ ð ɔ n j ɛ θ
gwyddonias	ɡ w ɨ̞ ð ɔ n j a s
gwyddonol	ɡ w ɨ̞ ð ɔ n ɔ l
gwyddonwyr	ɡ w ɨ̞ ð ɔ n w ɨ̞ r
gwyddonydd	ɡ w ɨ̞ ð ɔ n ɨ̞ ð
gwyddor	ɡ w ɨ̞ ð ɔ r
gwydr	ɡ w ɨ̞ d r
gwydr	ɡ w ɨ̞ d ɨ̞ r
gwydraid	ɡ w ɨ d r a d
gwydraid	ɡ w ɨ d r a i̯ d
gwydraid	ɡ w ɨ d r ɛ d
gwydrau	ɡ w ə d r a
gwydrau	ɡ w ə d r a ɨ̯
gwydrau	ɡ w ə d r ɛ
gwydryn	ɡ w ɨ d r ɨ̞ n
gwyfwn	ɡ ʊ ɨ̯ v ʊ n
gwyfyn	ɡ w ə v ɨ̞ n
gwylaeth	ɡ w ə l a ɨ̯ θ
gwylaeth	ɡ w ə l a θ
gwylaeth	ɡ w ə l ɛ θ
gwylan	ɡ ʊ ɨ̯ l a n
gwylanod	ɡ ʊ ɨ̯ l a n ɔ d
gwylanwydd	ɡ ʊ ɨ̯ l a n ʊ ɨ̯ ð
gwyliau	ɡ w ɨ̞ l j a
gwyliau	ɡ w ɨ̞ l j a ɨ̯
gwyliau	ɡ w ɨ̞ l j ɛ
gwyliedydd	ɡ w ɨ̞ l j ɛ d ɨ̞ ð
gwyliedyddion	ɡ w ɨ̞ l j ɛ d ə ð j ɔ n
gwylio	ɡ w ɨ̞ l j ɔ
gwylio	ɡ w ɪ l j ɔ
gwyll	ɡ w ɨ̞ ɬ
gwyllgi	ɡ w ə ɬ ɡ i
gwylliaid	ɡ w ɨ̞ ɬ j a i̯ d
gwylliaid	ɡ w ɨ̞ ɬ j ɛ d
gwylliaid	ɡ ʊ ɨ̯ ɬ j a i̯ d
gwylliaid	ɡ ʊ ɨ̯ ɬ j ɛ d
gwyllon	ɡ w ə ɬ ɔ n
gwyllt	ɡ w ɨː ɬ d
gwylog	ɡ ʊ ɨ̯ l ɔ ɡ
gwylogod	ɡ ʊ ɨ̯ l ɔ ɡ ɔ d
gwymon	ɡ w ɨ̞ m ɔ n
gwymona	ɡ w ɨ̞ m ɔ n a
gwympo	ɡ w ɨ m p ɔ
gwyn	ɡ w ɨ̞ n
gwyniad	ɡ w ɨ̞ n j a d
gwynion	ɡ w ə n j ɔ n
gwynlas	ɡ w ɨ̞ n l a s
gwynnach	ɡ w ə n a χ
gwynnu	ɡ w ə n ɨ̞
gwyno	ɡ ʊ ɨ̯ n ɔ
gwynt	ɡ w ɨ̞ n t
gwyntog	ɡ w ɨ̞ n t ɔ ɡ
gwyntyll	ɡ w ɨ̞ n t ɨ̞ ɬ
gwyrdd	ɡ w ɨ̞ r ð
gwyrddfaen	ɡ w ə r ð v a ɨ̯ n
gwyrddion	ɡ w ə r ð j ɔ n
gwyrddlas	ɡ w ɨ̞ r ð l a s
gwyrddsug	ɡ w ə r ð s ɨ̞ ɡ
gwyrdroi	ɡ ʊ ɨ̯ r d r ɔ i̯
gwyrgamu	ɡ ʊ ɨ̯ r ɡ a m ɨ̞
gwyrth	ɡ w ɨ̞ r θ
gwyryf	ɡ w ə r ɨ v
gwys	ɡ u ɨ̯ s
gwys	ɡ w ɨː s
gwystl	ɡ w ɨ̞ s d l
gwythi	ɡ ʊ ɨ̯ θ ɪ
gwâl	ɡ w aː l
gwân	ɡ w aː n
gwâr	ɡ w aː r
gwäeg	ɡ w aː ɛ ɡ
gwäell	ɡ w aː ɛ ɬ
gwêl	ɡ w eː l
gwên	ɡ w eː n
gwêr	ɡ w eː r
gwëyll	ɡ w eː ɨ̞ ɬ
gwŷd	ɡ w ɨː d
gwŷdd	ɡ w ɨː ð
gwŷg	ɡ w ɨː ɡ
gwŷl	ɡ w ɨː l
gwŷn	ɡ w ɨː n
gwŷr	ɡ w ɨː r
gwŷs	ɡ w ɨː s
gychwyn	ɡ ə χ w ɨ̞ n
gyd	ɡ iː d
gyda	ɡ ɨ̞ d a
gydag	d a ɡ
gydag	ɡ ə d a ɡ
gydag	ɡ ɨ̞ d a ɡ
gydag	ɡ ɪ d a ɡ
gydbreswylwyr	ɡ ɨː d b r ɛ s ʊ ɨ̯ l w ɨ̞ r
gyddfau	ɡ ə ð v a
gyddfau	ɡ ə ð v a ɨ̯
gyddfau	ɡ ə ð v ɛ
gyddfddu	ɡ ə ð v ð ɨ̞
gyddfgoch	ɡ ə ð v ɡ ɔ χ
gyddfliain	ɡ ə ð v l iː a i̯ n
gyddfol	ɡ ə ð v ɔ l
gyfaill	ɡ ə v a i̯ ɬ
gyfaredd	ɡ ə v a r ɛ ð
gyfarfod	ɡ w a r v ɔ d
gyfarfod	ɡ ə v a r v ɔ d
gyfeillgar	ɡ ə v e i̯ ɬ ɡ a r
gyfeillion	ɡ ə v e i̯ ɬ j ɔ n
gyferbyn	ɡ ə v ɛ r b ɨ̞ n
gyfforddus	ɡ ə f ɔ r ð ɨ̞ s
gyffrous	ɡ ə f r ɔ ɨ̯ s
gyfiawnder	ɡ ə v j a u̯ n d ɛ r
gyflym	ɡ ə v l ɨ̞ m
gyflymach	ɡ ə v l ə m a χ
gyfnither	ɡ ə v n ɪ θ a r
gyfnither	ɡ ə v n ɪ θ ɛ r
gyfoethocach	ɡ ə v ɔ ɨ̯ θ ɔ k a χ
gyfoethocaf	ɡ ə v ɔ i̯ θ ɔ k a
gyfoethocaf	ɡ ə v ɔ i̯ θ ɔ k a v
gyfoethocaf	ɡ ə v ɔ ɨ̯ θ ɔ k a
gyfoethocaf	ɡ ə v ɔ ɨ̯ θ ɔ k a v
gyfoethoced	ɡ ə v ɔ ɨ̯ θ ɔ k ɛ d
gyfoethog	ɡ ə v ɔ ɨ̯ θ ɔ ɡ
gyfoethogion	ɡ ə v ɔ ɨ̯ θ ɔ ɡ j ɔ n
gyfraith	ɡ ə v r a i̯ θ
gyfraith	ɡ ə v r a θ
gyfraith	ɡ ə v r ɛ θ
gyfreithiwr	ɡ ə v r e i̯ θ j ʊ r
gyfrifol	ɡ ə v r ɪ v ɔ l
gyfun	ɡ ə v ɨ̞ n
gylch	ɡ ɨ̞ l χ
gylchgrawn	ɡ ə l χ ɡ r a u̯ n
gylchgrawn	ɡ ɨ̞ l χ ɡ r a u̯ n
gylf	ɡ ɨ̞ l v
gylfbraff	ɡ ə l v b r a f
gylfin	ɡ ə l v ɪ n
gylfinau	ɡ ə l v ɪ n a
gylfinau	ɡ ə l v ɪ n a ɨ̯
gylfinau	ɡ ə l v ɪ n ɛ
gylfinbraff	ɡ ə l v ɪ n b r a f
gylfinddu	ɡ ə l v ɪ n ð ɨ̞
gylfinir	ɡ ə l v ɪ n ɪ r
gylfinirod	ɡ ə l v ɪ n ɪ r ɔ d
gylfog	ɡ ə l v ɔ ɡ
gyll	ɡ ɨ̞ ɬ
gyllell	ɡ ə ɬ a ɬ
gyllell	ɡ ə ɬ ɛ ɬ
gymaint	ɡ ə m a i̯ n t
gymaint	ɡ ə m ɛ n t
gymdeithas	ɡ ə m d e i̯ θ a s
gymedrolwr	ɡ ə m ɛ d r ɔ l ʊ r
gymedrolwyr	ɡ ə m ɛ d r ɔ l w ɨ̞ r
gymnasteg	d͡ʒ ɨ̞ m n a s d ɛ ɡ
gymnasteg	ɡ ɨ̞ m n a s d ɛ ɡ
gymnastwr	d͡ʒ ɨ̞ m n a s d ʊ r
gymnastwr	ɡ ɨ̞ m n a s d ʊ r
gymorth	ɡ ə m ɔ r θ
gymryd	ɡ ə m r ɨ̞ d
gymylog	ɡ ə m ə l ɔ ɡ
gynffon	ɡ ə n f ɔ n
gyngerdd	ɡ ə ŋ ɛ r ð
gynghrair	ɡ ə ŋ h r a i̯ r
gynghrair	ɡ ə ŋ h r ɛ r
gyngor	ɡ ə ŋ ɔ r
gynhadledd	ɡ ə n h a d l ɛ ð
gynnar	ɡ ə n a r
gynnau	ɡ ə n a
gynnau	ɡ ə n a ɨ̯
gynnau	ɡ ə n ɛ
gynnes	ɡ ə n ɛ s
gynni	ɡ ə n ɪ
gynno	ɡ ə n ɔ
gynnoch	ɡ ə n ɔ χ
gynnon	ɡ ə n ɔ n
gynnwrf	ɡ ə n ʊ r v
gynnyn	ɡ ə n ɨ̞ n
gynradd	ɡ ə n r a ð
gynt	ɡ ɨ̞ n t
gyntaf	ɡ ə n t a
gyntaf	ɡ ə n t a v
gyrdd	ɡ ɨ̞ r ð
gyrfa	ɡ ə r v a
gyrgoed	ɡ ə r ɡ ɔ ɨ̯ d
gyrhaeddais	ɡ ə r h e ɨ̯ ð a i̯ s
gyrhaeddais	ɡ ə r h e ɨ̯ ð ɛ s
gyriad	ɡ ə r j a d
gyrliog	ɡ ə r l j ɔ ɡ
gyrraedd	ɡ ə r a ð
gyrraedd	ɡ ə r a ɨ̯ ð
gyrraedd	ɡ ə r ɛ ð
gyrraf	ɡ ə r a v
gyrru	ɡ ə r ɨ̞
gyrrwr	ɡ ə r ʊ r
gysawd	ɡ ə s a u̯ d
gysgaf	ɡ ə s ɡ a
gysgaf	ɡ ə s ɡ a v
gysgoch	ɡ ə s ɡ ɔ χ
gysgod	ɡ ə s ɡ ɔ d
gysgon	ɡ ə s ɡ ɔ n
gysgu	ɡ ə s ɡ ɨ
gysgwch	ɡ ə s ɡ ʊ χ
gyson	ɡ ə s ɔ n
gystadlu	ɡ ə s d a d l ɨ
gytgan	ɡ ə t ɡ a n
gytganau	ɡ ə t ɡ a n a
gytganau	ɡ ə t ɡ a n a ɨ̯
gythraul	ɡ ə θ r a l
gythraul	ɡ ə θ r a ɨ̯ l
gythraul	ɡ ə θ r ɛ l
gythreuliaid	ɡ ə θ r e ɨ̯ l j a i̯ d
gythreuliaid	ɡ ə θ r e ɨ̯ l j ɛ d
gyuerbyn	ɡ ə v e r b ɨ n
gywer	ɡ ə u̯ ɛ r
gywerbyn	ɡ ə v e r b ɨ n
gywir	ɡ ə u̯ ɪ r
gâl	ɡ aː l
gân	ɡ aː n
gât	ɡ aː t
gès	ɡ ɛ s
gêl	ɡ eː l
gêm	ɡ eː m
gên	ɡ eː n
gêr	ɡ eː r
gïau	ɡ iː a
gïau	ɡ iː a ɨ̯
gïau	ɡ iː ɛ
gôl	ɡ oː l
gôr	ɡ oː r
gôt	ɡ oː t
göoer	ɡ oː ɔ ɨ̯ r
gŵer	ɡ uː ɛ r
gŵn	ɡ uː n
gŵr	ɡ uː r
gŵydd	ɡ uː ɨ̯ ð
gŵyl	ɡ uː ɨ̯ l
gŵyl	ɡ w ɪ l j a i̯
gŵyl	ɡ ʊ i̯ l j a i̯
gŵyll	ɡ uː ɨ̯ ɬ
gŵyn	ɡ uː ɨ̯ n
gŵyr	ɡ uː ɨ̯ r
gŵyth	ɡ uː ɨ̯ θ
gẃraidd	ɡ ʊ r a i̯ ð
h	h
habad	h a b a d
habadaeth	h a b a d a ɨ̯ θ
habadaeth	h a b a d ɛ θ
habadaethau	h a b a d e ɨ̯ θ a
habadaethau	h a b a d e ɨ̯ θ a ɨ̯
habadaethau	h a b a d e ɨ̯ θ ɛ
habadau	h a b a d a
habadau	h a b a d a ɨ̯
habadau	h a b a d ɛ
habades	h a b a d ɛ s
habadesau	h a b a d ɛ s a
habadesau	h a b a d ɛ s a ɨ̯
habadesau	h a b a d ɛ s ɛ
habatai	h a b a t a ɨ̯
habatir	h a b a t ɪ r
habatiroedd	h a b a t ɪ r ɔ ɨ̯ ð
habaty	h a b a t ɨ
haber	h a b ɛ r
habwyd	h a b ʊ ɨ̯ d
habwydyn	h a b ʊ ɨ̯ d ɨ̞ n
hach	h aː χ
hachos	h a χ ɔ s
hachosi	h a χ ɔ s i
hachub	h a χ ɨ̞ b
hachubwr	h a χ ɨ̞ b ʊ r
hachubwyr	h a χ ɨ̞ b w ɨ̞ r
hactor	h a k t ɔ r
hactoresau	h a k t ɔ r ɛ s a
hactoresau	h a k t ɔ r ɛ s a ɨ̯
hactoresau	h a k t ɔ r ɛ s ɛ
hactorion	h a k t ɔ r j ɔ n
had	h aː d
hadar	h a d a r
haddo	h a ð ɔ
haddysgu	h a ð ə s ɡ ɨ̞
hadeilad	h a d e i̯ l a d
haden	h a d ɛ n
haderyn	h a d ɛ r ɨ̞ n
hadog	h a d o ɡ
hadolygu	h a d ɔ l ə ɡ ɨ̞
hadran	h a d r a n
hadu	h a d ɨ̞
hadwaenent	h a d w e ɨ̯ n ɛ n t
haearn	h e ɨ̯ a r n
haearngant	h e ɨ̯ a r n ɡ a n t
haeddel	h e ɨ̯ ð ɛ l
hael	h aː ɨ̯ l
haelodaeth	h e ɨ̯ l ɔ d a ɨ̯ θ
haelodaeth	h e ɨ̯ l ɔ d ɛ θ
haelwyd	h e ɨ̯ l ʊ ɨ̯ d
haen	h aː ɨ̯ n
haethnen	h e ɨ̯ θ n ɛ n
haethnenni	h e ɨ̯ θ n ɛ n i
haf	h aː
haf	h aː v
haffniwm	h a f n j ʊ m
hafgwsg	h a v ɡ ʊ s ɡ
hafgysgu	h a v ɡ ə s ɡ ɨ̞
hafod	h a v ɔ d
hafodau	h a v ɔ d a
hafodau	h a v ɔ d a ɨ̯
hafodau	h a v ɔ d ɛ
hafodydd	h a v ɔ d ɨ̞ ð
hafota	h a v ɔ t a
hagor	h a ɡ ɔ r
hagr	h a ɡ r
haidd	h a i̯ ð
hail	h a i̯ l
haint	h a i̯ n t
hais	h a i s
halen	h a l a n
halen	h a l ɛ n
halibalŵ	h a l ɪ b a l uː
halid	h a l ɪ d
halier	h a l j ɛ r
halio	h a l j ɔ
haliwr	h a l j ʊ r
hallt	h aː ɬ d
halmanac	h a l m a n a k
halmanaciau	a l m a n a k j a
halmanaciau	a l m a n a k j a ɨ̯
halmanaciau	a l m a n a k j ɛ
halogen	h a l ɔ ɡ ɛ n
halogi	h a l ɔ ɡ ɪ
halwminiwm	h a l ʊ m ɪ n j ʊ m
hambon	h a m b ɔ n
hamgylch	h a m ɡ ɨ̞ l χ
hamharu	h a m h a r ɨ̞
haml	h a m a l
haml	h a m l̩
hamod	h a m ɔ d
hamser	h a m s a r
hamser	h a m s ɛ r
hanafu	h a n a v ɨ̞
hances	h a n k a s
hances	h a n k ɛ s
hanercrwn	h a n ɛ r k r ʊ n
hanerog	h a n ɛ r ɔ ɡ
haneru	h a n ɛ r ɨ̞
hanes	h a n a s
hanes	h a n ɛ s
hanesydd	h a n ɛ s ɨ̞ ð
hanesyddol	h a n ɛ s ə ð ɔ l
hanfodol	h a n v ɔ d ɔ l
hanfon	h a n v ɔ n
hangen	h a ŋ a n
hangen	h a ŋ ɛ n
hangor	h a ŋ ɔ r
haniad	h a n j a d
haniaeth	h a n j a ɨ̯ θ
haniaeth	h a n j ɛ θ
haniaethol	h a n j e ɨ̯ θ ɔ l
hanifail	h a n ɪ v a i̯ l
hanifail	h a n ɪ v ɛ l
hanner	h a n a r
hanner	h a n ɛ r
hannwyd	h a n ʊ ɨ̯ d
hanodd	h a n ɔ ð
hansier	h a n ʃ ɛ r
hanu	h a n ɨ̞
hap	h a p
haprif	h a p r ɪ v
hapus	h a p ɨ̞ s
hapusach	h a p ɨ̞ s a χ
hapusach	h a p ɪ s a χ
harall	h a r a ɬ
harbed	h a r b ɛ d
harbwr	h a r b ʊ r
harchesgob	h a r χ ɛ s ɡ ɔ b
hardal	h a r d a l
hardaloedd	h a r d a l ɔ ɨ̯ ð
hardd	h a r ð
harddach	h a r ð a χ
harddangos	h a r ð a ŋ ɔ s
harddangosfa	h a r ð a ŋ ɡ ɔ s v a
hardded	h a r ð ɛ d
harddu	h a r ð ɨ̞
harddwisg	h a r ð w ɪ s ɡ
harestio	h a r ɛ s d j ɔ
harfbais	h a r v b a i̯ s
harfbeisiau	h a r v b e i̯ ʃ a
harfbeisiau	h a r v b e i̯ ʃ a ɨ̯
harfbeisiau	h a r v b e i̯ ʃ ɛ
harglwydd	h a r ɡ l ʊ ɨ̯ ð
hargraffwr	h a r ɡ r a f ʊ r
hargraffydd	h a r ɡ r a f ɨ̞ ð
harian	h a r j a n
harlwy	h a r l u ɨ̯
harmoni	h a r m ɔ n i
haros	h a r ɔ s
harth	h a r θ
hasiwm	h a s j ʊ m
hathrawes	h a θ r a u̯ a s
hathrawes	h a θ r a u̯ ɛ s
hathro	h a θ r ɔ
hatyr	h a t ɨ̞ r
haul	h a ɨ̯ l
hawdd	h a u̯ ð
hawddgar	h a u̯ ð ɡ a r
hawl	h a u̯ l
hawlfraint	h a u̯ l v r a i̯ n t
hawliau	h a ʊ̯ l j a
hawliau	h a ʊ̯ l j a ɨ̯
hawlio	h a u̯ l j ɔ
haws	h a u̯ s
hawsed	h a ʊ s ɛ d
heb	h ɛ b
heblaw	h ɛ b l a u̯
heboca	h ɛ b ɔ k a
hebog	h ɛ b ɔ ɡ
hebogiaid	h ɛ b ɔ ɡ j a i̯ d
hebogiaid	h ɛ b ɔ ɡ j ɛ d
hebrwng	h ɛ b r ʊ ŋ
hebu	h ɛ b ɨ̞
hechryd	h ɛ χ r ɨ̞ d
hechrydu	h ɛ χ r ə d ɨ
hechrydus	h ɛ χ r ə d ɨ̞ s
hecsagon	h ɛ k s a ɡ ɔ n
hecsagonol	h ɛ k s a ɡ ɔ n ɔ l
hed	h eː d
hedd	h eː ð
heddferch	h ɛ ð v ɛ r χ
heddi	h ɛ ð ɪ
heddiw	h ɛ ð ɪ u̯
heddlu	h ɛ ð l ɨ̞
heddluoedd	h ɛ ð l ɨː ɔ ɨ̯ ð
heddwas	h ɛ ð w a s
heddwch	h ɛ ð ʊ χ
heddychwr	h ɛ ð ə χ ʊ r
heddychwyr	h ɛ ð ə χ w ɨ̞ r
hedeg	h ɛ d a ɡ
hedeg	h ɛ d ɛ ɡ
hedfan	h ɛ d v a n
hedyn	h ɛ d ɨ̞ n
hefin	h ɛ v ɪ n
hefo	h ɛ v ɔ
hefyd	h ɛ v ɨ̞ d
heglwys	h ɛ ɡ l ʊ ɨ̯ s
heibio	h e i̯ b j ɔ
heiddiw	h e i̯ ð ɪ u̯
heidiol	h e i̯ d j ɔ l
heini	h e i̯ n i
heiniardy	h e i̯ n j a r d ɨ̞
heintiad	h e i̯ n t j a d
heintiadau	h e i̯ n t j a d a
heintiadau	h e i̯ n t j a d a ɨ̯
heintiadau	h e i̯ n t j a d ɛ
heintio	h e i̯ n t j ɔ
heintrydd	h e i̯ n t r ɨ̞ ð
heintryddid	h e i̯ n t r ə ð ɪ d
heintus	h e i̯ n t ɨ̞ s
heirdd	h e i̯ r ð
heirin	h e i̯ r ɪ n
heirlys	h e i̯ r l ɨ̞ s
heirlysiau	h e i̯ r l ə ʃ a
heirlysiau	h e i̯ r l ə ʃ a ɨ̯
heirlysiau	h e i̯ r l ə ʃ ɛ
heisteddfod	h e i̯ s d ɛ ð v ɔ d
heisteddfodau	h e i̯ s d ɛ ð v ɔ d a
heisteddfodau	h e i̯ s d ɛ ð v ɔ d a ɨ̯
heisteddfodau	h e i̯ s d ɛ ð v ɔ d ɛ
hel	h ɛ l
hela	h ɛ l a
helaeth	h ɛ l a ɨ̞ θ
helaeth	h ɛ l ɛ θ
helbul	h ɛ l b ɨ̞ l
helbulon	h ɛ l b ɨ̞ l ɔ n
helbulus	h ɛ l b ɨ̞ l ɨ̞ s
helc	h ɛ l k
helciaid	h ɛ l k j a i̯ d
helciaid	h ɛ l k j ɛ d
helfa	h ɛ l v a
helfen	h ɛ l v ɛ n
helgi	h ɛ l ɡ i
heli	h ɛ l ɪ
heliwm	h ɛ l j ʊ m
hell	h ɛ ɬ
helm	h ɛ l m
helmau	h ɛ l m a
helmau	h ɛ l m a ɨ̯
helmau	h ɛ l m ɛ
helmedau	h ɛ l m ɛ d a
helmedau	h ɛ l m ɛ d a ɨ̯
helmedau	h ɛ l m ɛ d ɛ
helmedi	h ɛ l m ɛ d ɪ
help	h ɛ l p
helpoch	h ɛ l p ɔ χ
helpodd	h ɛ l p ɔ ð
helpon	h ɛ l p ɔ n
helpu	h ɛ l p ɨ̞
helpwr	h ɛ l p ʊ r
helpwyr	h ɛ l p w ɨ̞ r
helwr	h ɛ l ʊ r
helwyr	h ɛ l w ɨ̞ r
helyg	h ɛ l ɨ̞ ɡ
helyg	h ɛ l ɪ ɡ
helygen	h ɛ l ə ɡ a n
helygen	h ɛ l ə ɡ ɛ n
helyglys	h ɛ l ə ɡ l ɨ̞ s
helynt	h ɛ l ɨ̞ n t
helyntion	h ɛ l ə n t j ɔ n
helyntoedd	h ɛ l ə n t ɔ ɨ̯ ð
hemisffer	h ɛ m ɪ s f ɛ r
hemisfferau	h ɛ m ɪ s f ɛ r a
hemisfferau	h ɛ m ɪ s f ɛ r a ɨ̯
hemisfferau	h ɛ m ɪ s f ɛ r ɛ
hemlog	h ɛ m l ɔ ɡ
hen	h eː n
henadur	h ɛ n a d ɨ̞ r
henaint	h ɛ n a i̯ n t
hendrefa	h ɛ n d r ɛ v a
hendrefi	h ɛ n d r ɛ v i
hendrefydd	h ɛ n d r ɛ v ɨ̞ ð
henghraifft	h ɛ ŋ̊ r a i̯ f d
henghraifft	h ɛ ŋ̊ r ɛ f d
hengor	h ɛ n ɡ ɔ r
hennill	h ɛ n ɪ ɬ
heno	h ɛ n ɔ
henuriad	h ɛ n ɨ̞ r j a d
henw	h ɛ n u
henwebu	h ɛ n w ɛ b ɨ̞
heog	h ɛ ɔ ɡ
heol	h eː ɔ l
hepgor	h ɛ b ɡ ɔ r
her	h ɛ r
heraill	h ɛ r a i ɬ
heraill	h ɛ r ɪ ɬ
herchi	h ɛ r χ i
herciog	h ɛ r k j ɔ ɡ
hers	h ɛ r s
herw	h ɛ r u
herwa	h ɛ r w a
herwhela	h ɛ r w h ɛ l a
herwr	h ɛ r ʊ r
herwriaeth	h ɛ r ʊ r j a ɨ̯ θ
herwydd	h ɛ r w ɨ̞ ð
hesg	h eː s ɡ
hesgen	h ɛ s ɡ ɛ n
hesgob	h ɛ s ɡ ɔ b
het	h ɛ t
heterosis	h ɛ t ɛ r ɔ s ɪ s
hetiwr	h ɛ t j ʊ r
heuldro	h e ɨ̯ l d r ɔ
heuliog	h e ɨ̯ l j ɔ ɡ
heulo	h e ɨ̯ l ɔ
heulog	h e ɨ̯ l ɔ ɡ
heulsaf	h e ɨ̯ l s a v
heulwen	h e ɨ̯ l w ɛ n
heuslau	h e ɨ̯ s l a ɨ̯
hewyn	h ɛ u̯ ɨ̞ n
hi	h iː
hiaaidd	h j aː a i̯ ð
hiach	h j aː χ
hiarll	h j a r ɬ
hiasoer	h j a s ɔ ɨ̯ r
hid	h iː d
hidliad	h ɪ d l j a d
hidlydd	h ɪ d l ɨ̞ ð
hidlyddion	h ɪ d l ə ð j ɔ n
hieirll	h j e i̯ r ɬ
hifanc	h ɪ v a ŋ k
hil	h iː l
hiliaeth	h ɪ l j a ɨ̯ θ
hiliaeth	h ɪ l j ɛ θ
hiliogaeth	h ɪ l j ɔ ɡ a ɨ̯ θ
hiliwr	h ɪ l ɪ ʊ r
hilydd	h ɪ l ɨ̞ ð
hilyddol	h ɪ l ɪ ð ɔ l
hin	h iː n
hinon	h ɪ n ɔ n
hinsawdd	h ɪ n s a u̯ ð
hipopotamws	h ɪ p ɔ p ɔ t a m ʊ s
hir	h iː r
hiraeth	h ɪ r a ɨ̯ θ
hiraeth	h ɪ r ɛ θ
hirddisgwyliedig	h iː r ð ɪ s ɡ ʊ ɨ̯ l j ɛ d ɪ ɡ
hirddydd	h ɪ r ð ɨ̞ ð
hirfaith	h ɪ r v a i̯ θ
hirgoes	h ɪ r ɡ ɔ ɨ̯ s
hirgron	h ɪ r ɡ r ɔ n
hirgrwn	h ɪ r ɡ r ʊ n
hirgrynion	h ɪ r ɡ r ə n j ɔ n
hirgul	h ɪ r ɡ ɨ̞ l
hirion	h ɪ r j ɔ n
hirnod	h ɪ r n ɔ d
hirsgwar	h ɪ r s ɡ w a r
hirsgwarau	h ɪ r s ɡ w a r a
hirsgwarau	h ɪ r s ɡ w a r a ɨ̯
hirsgwarau	h ɪ r s ɡ w a r ɛ
hirsgwariau	h ɪ r s ɡ w a r j a
hirsgwariau	h ɪ r s ɡ w a r j a ɨ̯
hirsgwariau	h ɪ r s ɡ w a r j ɛ
hisian	h ɪ s j a n
hithau	h ɪ θ a
hithau	h ɪ θ a ɨ̯
hiâ	h j aː
hoced	h ɔ k ɛ d
hoci	h ɔ k ɪ
hocys	h ɔ k ɨ̞ s
hoe	h oː ɨ̯
hoed	h oː ɨ̯ d
hoedi	h ɔ ɨ̯ d i
hoedl	h oː ɨ̯ d l
hoedlog	h oː ɨ̯ d l ɔ ɡ
hoel	h oː ɨ̯ l
hoelbren	h ɔ ɨ̯ l b r ɛ n
hoelio	h ɔ i̯ l j ɔ
hoelio	h ɔ ɨ̯ l j ɔ
hoen	h oː ɨ̯ n
hoeri	h ɔ ɨ̯ r i
hoetian	h ɔ ɨ̯ t j a n
hoff	h oː f
hoffai	h ɔ f a i̯
hoffech	h ɔ f ɛ χ
hoffen	h ɔ f ɛ n
hoffest	h ɔ f ɛ s d
hoffet	h ɔ f ɛ t
hoffi	h ɔ f ɪ
hoffter	h ɔ f t ɛ r
hoffus	h ɔ f ɨ̞ s
hoffwn	h ɔ f ʊ n
hofran	h ɔ v r a n
hofrennydd	h ɔ v r ɛ n ɨ̞ ð
hogan	h ɔ ɡ a n
hogen	h ɔ ɡ ɛ n
hogi	h ɔ ɡ ɪ
hogiau	h ɔ ɡ j a
hogiau	h ɔ ɡ j a ɨ̯
hogiau	h ɔ ɡ j ɛ
hogldy	h ɔ ɡ l d ɨ̞
hogyn	h ɔ ɡ ɨ̞ n
holaf	h ɔ l a
holaf	h ɔ l a v
holi	h ɔ l i
holiad	h ɔ l j a d
holiadur	h ɔ l j a d ɨ̞ r
holl	h oː ɬ
hollbwysig	h ɔ ɬ b ʊ ɨ̯ s ɪ ɡ
hollbwysigrwydd	h ɔ ɬ b ʊ ɨ̯ s ɪ ɡ r ʊ ɨ̯ ð
