'day	d̪ a ɪ̯
Militante	m ɪ l ɪ t̪ a n̪ t̪ ɛ
militar	m ɪ l ɪ t̪ a ɾ
militarismo	m ɪ l ɪ t̪ ɐ ɾ i s m o
Millares	m ɪ l j aː ɾ ɛ s
milokoton	m ɪ l o x o t̪ o n̪
milon	m ɪ l o n̪
milya	m i l j ɐ
milyahe	m ɪ l j aː h ɛ
milyon	m ɪ l j o n̪
milyonaryo	m ɪ l j o n̪ a ɾ j o
mima	m iː m ɐ
mimbar	m i m b ɐ ɾ
mimeograp	m iː m ɛ j o ɡ ɾ a p̚
mimiograp	m iː m j o ɡ ɾ a p̚
mimyograp	m i m j o ɡ ɾ a p̚
mina	m iː n̪ ɐ
minahan	m ɪ n̪ ɐ h a n̪
Minako	m iː n̪ ɐ x o
Minalabac	m ɪ n̪ ɐ l aː b ɐ k̚
Minalin	m ɪ n̪ aː l ɪ n̪
minalon	m ɪ n̪ ɐ l o n̪
minalong	m ɪ n̪ ɐ l o ŋ
minamarcos	m ɪ n̪ ɐ m a ɾ k o s
Minami	m ɪ n̪ aː m ɪ
minandal	m ɪ n̪ ɐ n̪ d̪ a l
minangon	m ɪ n̪ aː ŋ o n̪
minarcos	m ɪ n̪ a ɾ k o s
minarete	m ɪ n̪ ɐ ɾ ɛː t̪ ɛ
minatamis	m ɪ n̪ ɐ t̪ ɐ m ɪ s
minatay	m ɪ n̪ ɐ t̪ a ɪ̯
minatayin	m ɪ n̪ ɐ t̪ ɐ j ɪ n̪
Mindanao	m ɪ n̪ d̪ ɐ n̪ a ʊ̯
Mindanaw	m ɪ n̪ d̪ ɐ n̪ a ʊ̯
Mindoro	m ɪ n̪ d̪ oː ɾ o
minero	m ɪ n̪ ɛː ɾ o
minimal	m iː n̪ ɪ m a l
minimal	m ɪ n̪ ɪ m a l
minimalismo	m ɪ n̪ ɪ m ɐ l i s m o
minindal	m ɪ n̪ ɪ n̪ d̪ a l
ministeryo	m ɪ n̪ ɪ s t̪ ɛ ɾ j o
ministro	m ɪ n̪ i s t̪ ɾ o
miniyatura	m ɪ ɲ ɐ t̪ uː ɾ ɐ
miniyatura	m ɪ n̪ j ɐ t̪ uː ɾ ɐ
miniyatura	m ɪ n̪ j ɐ t̪ uː ɾ ɐ
minola	m ɪ n̪ oː l ɐ
minorya	m ɪ n̪ o ɾ j a
minorya	m ɪ n̪ o ɾ j ɐ
minsan	m i n̪ s ɐ n̪
minsan	m ɪ n̪ s a n̪
minsanan	m ɪ n̪ s aː n̪ ɐ n̪
minsanduwa	m i n̪ s ɐ n̪ d̪ w a ʔ
minsanduwa	m ɪ n̪ s ɐ n̪ d̪ w a ʔ
mintis	m ɪ n̪ t̪ ɪ s
minudensiya	m ɪ n̪ ʊ d̪ ɛ n̪ ʃ ɐ
minudensiya	m ɪ n̪ ʊ d̪ ɛ n̪ s j ɐ
minudensiya	m ɪ n̪ ʊ d̪ ɛ n̪ s j ɐ
minutero	m ɪ n̪ ʊ t̪ ɛː ɾ o
minuto	m ɪ n̪ uː t̪ o
minutos	m ɪ n̪ uː t̪ o s
Minviluz	m ɪ m v ɪ l ʊ s
Minviluz	m ɪ m b ɪ l ʊ s
Minviluz	m ɪ m b ɪ l ʊ s
minwe	m ɪ n̪ w ɛ
minyatura	m ɪ n ɲ ɐ t̪ uː ɾ ɐ
minyatura	m ɪ n̪ j ɐ t̪ uː ɾ ɐ
minyatura	m ɪ n̪ j ɐ t̪ uː ɾ ɐ
minyo	m iː ɲ o
minyo	m i n̪ j o
minyo	m i n̪ j o
Minglanilla	m ɪ n̪ l ɐ n̪ i l j ɐ
mingming	m ɪ ŋ m ɪ ŋ
Mira	m iː ɾ ɐ
mira	m iː ɾ ɐ
Miraflores	m ɪ ɾ ɐ f l oː ɾ ɛ s
Miraflores	m ɪ ɾ ɐ p l oː ɾ ɛ s
Miraflores	m ɪ ɾ ɐ p l oː ɾ ɛ s
mirakulo	m ɪ ɾ aː x ʊ l o
Miranda	m ɪ ɾ a n̪ d̪ ɐ
mirasol	m ɪ ɾ ɐ s o l
Mirasol	m ɪ ɾ ɐ s o l
mirindal	m ɪ ɾ ɪ n̪ d̪ a l
mirog	m iː ɾ o ɡ̚
miron	m ɪ ɾ o n̪
miryametro	m ɪ ɾ j ɐ m ɛː t̪ ɾ o
miryametro	m ɪ ɾ j aː m ɛ t̪ ɾ o
misa	m iː s ɐ
misail	m iː s a ɪ̯ l
Misako	m ɪ s aː x o
misal	m ɪ s a l
Misalucha	m ɪ s ɐ l uː t͡ʃ ɐ
Misalucha	m ɪ s ɐ l u t̪ s ɐ
Misalucha	m ɪ s ɐ l u t̪ s ɐ
Misamis	m ɪ s aː m ɪ s
misay	m ɪ s a ɪ̯
misay	m iː s a ɪ̯
misayl	m iː s a ɪ̯ l
misedukasyon	m ɪ s ɛ d̪ ʊ x ɐ ʃ o n̪
misedukasyon	m ɪ s ɛ d̪ ʊ x ɐ s j o n̪
misedukasyon	m ɪ s ɛ d̪ ʊ x ɐ s j o n̪
miserikordiya	m ɪ s ɛ ɾ ɪ x o ɾ d͡ʒ ɐ
miserikordiya	m ɪ s ɛ ɾ ɪ x o ɾ d̪ j ɐ
miserikordiya	m ɪ s ɛ ɾ ɪ x o ɾ d̪ j ɐ
miserikordya	m ɪ s ɛ ɾ ɪ x o ɾ d͡ʒ ɐ
miserikordya	m ɪ s ɛ ɾ ɪ x o ɾ d̪ j ɐ
miserikordya	m ɪ s ɛ ɾ ɪ x o ɾ d̪ j ɐ
misil	m iː s ɪ l
misimpormasyon	m ɪ s ɪ m p o ɾ m ɐ ʃ o n̪
misimpormasyon	m ɪ s ɪ m p o ɾ m ɐ s j o n̪
misimpormasyon	m ɪ s ɪ m p o ɾ m ɐ s j o n̪
misis	m iː s ɪ s
miskol	m ɪ s k o l
miskonsepsiyon	m ɪ s k o n̪ s ɛ p ʃ o n̪
miskonsepsiyon	m ɪ s k o n̪ s ɛ p s j o n̪
miskonsepsiyon	m ɪ s k o n̪ s ɛ p s j o n̪
miskonsepsyon	m ɪ s k o n̪ s ɛ p ʃ o n̪
miskonsepsyon	m ɪ s k o n̪ s ɛ p s j o n̪
miskonsepsyon	m ɪ s k o n̪ s ɛ p s j o n̪
mismis	m ɪ s m ɪ s
mismo	m i s m o
miso	m ɪ s o
mistah	m i s t̪ ɐ
mister	m i s t̪ ɛ ɾ
mister	m ɪ s t̪ ɛ ɾ
misterio	m ɪ s t̪ ɛ ɾ j o
misteryo	m ɪ s t̪ ɛ ɾ j o
misteryoso	m ɪ s t̪ ɛ ɾ j oː s o
mistula	m ɪ s t̪ uː l ɐ ʔ
miswa	m i s w ɐ
misyon	m ɪ ʃ o n̪
misyon	m ɪ s j o n̪
misyon	m ɪ s j o n̪
misyonaryo	m ɪ ʃ o n̪ a ɾ j o
misyonaryo	m ɪ s j o n̪ a ɾ j o
misyonaryo	m ɪ s j o n̪ a ɾ j o
misyonero	m ɪ ʃ o n̪ ɛː ɾ o
misyonero	m ɪ s j o n̪ ɛː ɾ o
misyonero	m ɪ s j o n̪ ɛː ɾ o
mita	m iː t̪ ɐ
mita	m iː t̪ ɐ ʔ
mital	m ɪ t̪ a l
Mitch	m ɪ t͡ʃ
Mitch	m ɪ t̪ s
Mitch	m ɪ t̪ s
mithi	m ɪ t̪ h ɪ ʔ
mitig	m iː t̪ ɪ ɡ̚
mitig	m ɪ t̪ ɪ ɡ̚
mitigasyon	m ɪ t̪ ɪ ɣ ɐ ʃ o n̪
mitigasyon	m ɪ t̪ ɪ ɣ ɐ s j o n̪
mitigasyon	m ɪ t̪ ɪ ɣ ɐ s j o n̪
miting	m iː t̪ ɪ ŋ
mitolohiya	m ɪ t̪ o l o h iː j ɐ
mitsa	m ɪ t t͡ʃ a
mitsa	m ɪ t̪ s a
mitsa	m ɪ t̪ s a
mitsado	m ɪ t t͡ʃ aː d̪ o
mitsado	m ɪ t̪ s aː d̪ o
mitsado	m ɪ t̪ s aː d̪ o
Mitsui	m ɪ t͡s uː w ɪ
Miy	m ɪ j
Miy.	m ɪ j
Miyagawa	m j ɐ ɣ aː w ɐ
miyel	m j ɛ l
miyembro	m j ɛ m b ɾ o
miyentras	m j ɛ n̪ t̪ ɾ ɐ s
Miyer	m j ɛ ɾ
Miyer.	m j ɛ ɾ
Miyerkoles	m j ɛ ɾ k o l ɛ s
Miyerkules	m j ɛ ɾ k ʊ l ɛ s
Miyuki	m j uː x ɪ
Mizuguchi	m ɪ z ʊ ɣ uː t͡ʃ ɪ
Mizuguchi	m ɪ s ʊ ɣ uː t͡ʃ ɪ
Mizuguchi	m ɪ s ʊ ɣ u t̪ s ɪ
Mizuguchi	m ɪ s ʊ ɣ uː t͡ʃ ɪ
Mizuguchi	m ɪ s ʊ ɣ u t̪ s ɪ
Mizuno	m ɪ z uː n̪ o
Mizuno	m ɪ s uː n̪ o
Mizuno	m ɪ s uː n̪ o
mnemonika	n̪ ɛ m oː n̪ ɪ x a
mo	m o
Moalboal	m w ɐ l b w a l
mod	m o d̪̚
modelo	m o d̪ ɛː l o
modernisado	m o d̪ ɛ ɾ n̪ ɪ s aː d̪ o
modernisasyon	m o d̪ ɛ ɾ n̪ ɪ s ɐ ʃ o n̪
modernisasyon	m o d̪ ɛ ɾ n̪ ɪ s ɐ s j o n̪
modernisasyon	m o d̪ ɛ ɾ n̪ ɪ s ɐ s j o n̪
moderno	m o d̪ ɛ ɾ n̪ o
modus	m oː d̪ ʊ s
modyul	m oː d͡ʒ ʊ l
modyul	m o d̪ j ʊ l
modyul	m o d̪ j ʊ l
mohon	m o h o n̪
Moises	m o ɪ̯ s ɛ s
Moises	m o ɪ̯ s ɛ s
mokong	m oː x o ŋ
molabe	m o l aː b ɛ
molave	m o l aː v ɛ
molave	m o l aː b ɛ
molave	m o l aː b ɛ
Moldabya	m o l d̪ a b j ɐ
mole	m o l ɛ
mole	m oː l ɛ
molekula	m o l ɛː x ʊ l a
molesta	m o l ɛ s t̪ ɐ
molestahin	m o l ɛ s t̪ ɐ h ɪ n̪
molestiya	m o l ɛ s t͡ʃ ɐ
molestiya	m o l ɛ s t̪ j ɐ
molestiya	m o l ɛ s t̪ j ɐ
molestiyahin	m o l ɛ s t͡ʃ ɐ h ɪ n̪
molestiyahin	m o l ɛ s t̪ j ɐ h ɪ n̪
molestiyahin	m o l ɛ s t̪ j ɐ h ɪ n̪
molihon	m o l ɪ h o n̪
Molina	m o l iː n̪ ɐ
molinilyo	m o l ɪ n̪ i l j o
momiya	m o m iː j ɐ
momo	m oː m o ʔ
MOMOL	m oː m o l
momya	m o m j ɐ
Monako	m oː n̪ ɐ x o
monarka	m o n̪ a ɾ k ɐ
monarkiko	m o n̪ a ɾ k ɪ x o
monarkiya	m o n̪ ɐ ɾ k iː j ɐ
monasilyo	m o n̪ ɐ s i l j o
monasteryo	m o n̪ ɐ s t̪ ɛ ɾ j o
monay	m oː n̪ a ɪ̯
monay	m o n̪ a ɪ̯
Mondragon	m o n̪ d̪ ɾ ɐ ɣ o n̪
Monica	m oː n̪ ɪ x a
monigote	m o n̪ ɪ ɣ oː t̪ ɛ
monismo	m o n̪ i s m o
Monje	m o ŋ h ɛ
Monkayo	m o ŋ k aː j o
monopolisasyon	m o n̪ o p o l ɪ s ɐ ʃ o n̪
monopolisasyon	m o n̪ o p o l ɪ s ɐ s j o n̪
monopolisasyon	m o n̪ o p o l ɪ s ɐ s j o n̪
monopolyo	m o n̪ o p o l j o
monoptonggo	m o n̪ o p t̪ o ŋ ɡ o
monoteismo	m o n̪ o t̪ ɛ j i s m o
Monreal	m o n̪ ɾ ɛ j a l
Monsalud	m o n̪ s ɐ l ʊ d̪̚
monstrosidad	m o n̪ s t̪ ɾ o s ɪ d̪ a d̪̚
monstruosidad	m o n̪ s t̪ ɾ w o s ɪ d̪ a d̪̚
monstruwosidad	m o n̪ s t̪ ɾ w o s ɪ d̪ a d̪̚
Montalban	m o n̪ t̪ ɐ l b a n̪
Montalbo	m o n̪ t̪ a l b o
Montana	m o n̪ t̪ aː n̪ ɐ
Montaner	m o n̪ t̪ ɐ n̪ ɛ ɾ
Montañez	m o n̪ t̪ aː ɲ ɛ s
Montañez	m o n̪ t̪ a n̪ j ɛ s
Montañez	m o n̪ t̪ a n̪ j ɛ s
Montaño	m o n̪ t̪ aː ɲ o
Montaño	m o n̪ t̪ a n̪ j o
Montaño	m o n̪ t̪ a n̪ j o
Monte	m o n̪ t̪ ɛ
Montealegre	m o n̪ t̪ ɛ ʔ ɐ l ɛː ɡ ɾ ɛ
Montealto	m o n̪ t̪ ɛ ʔ a l t̪ o
Montecalvo	m o n̪ t̪ ɛ x a l v o
Montecalvo	m o n̪ t̪ ɛ x a l b o
Montecalvo	m o n̪ t̪ ɛ x a l b o
Montecillo	m o n̪ t̪ ɛ s i l j o
Monteclaro	m o n̪ t̪ ɛ k l aː ɾ o
Montejo	m o n̪ t̪ ɛː h o
Montemayor	m o n̪ t̪ ɛ m ɐ j o ɾ
Montenegro	m o n̪ t̪ ɛ n̪ ɛː ɡ ɾ o
Monterola	m o n̪ t̪ ɛ ɾ oː l ɐ
Montes	m o n̪ t̪ ɛ s
Montevista	m o n̪ t̪ ɛ v i s t̪ ɐ
Montevista	m o n̪ t̪ ɛ b i s t̪ ɐ
Montevista	m o n̪ t̪ ɛ b i s t̪ ɐ
Montillano	m o n̪ t̪ ɪ l j aː n̪ o
Montinola	m o n̪ t̪ ɪ n̪ oː l ɐ
Montojo	m o n̪ t̪ oː h o
Montoya	m o n̪ t̪ oː j ɐ
monumento	m o n̪ ʊ m ɛ n̪ t̪ o
Monge	m o ŋ h ɛ
monggo	m o ŋ ɡ o
monggo	m o ŋ ɡ o
monghe	m o ŋ h ɛ
mongol	m o ŋ ɡ o l
moog	m o ʔ o ɡ̚
moog	m oː ʔ o ɡ̚
mook	m o ʔ o k̚
Morada	m o ɾ aː d̪ ɐ
morado	m o ɾ aː d̪ o
moral	m o ɾ a l
Moralde	m o ɾ a l d̪ ɛ
Morales	m o ɾ aː l ɛ s
moralidad	m o ɾ ɐ l ɪ d̪ a d̪̚
Morando	m o ɾ a n̪ d̪ o
Morato	m o ɾ ɐ t̪ o
morena	m o ɾ ɛː n̪ ɐ
moreno	m o ɾ ɛː n̪ o
Moreno	m o ɾ ɛː n̪ o
morge	m o ɾ ɡ ɛ
Moriones	m o ɾ j oː n̪ ɛ s
morisketa	m o ɾ ɪ s k ɛː t̪ ɐ
Moro	m oː ɾ o
Morong	m oː ɾ o ŋ
morong	m oː ɾ o ŋ
morong	m o ɾ o ŋ
mortuwaryo	m o ɾ t̪ w a ɾ j o
mortuworyo	m o ɾ t̪ w o ɾ j o
mortwaryo	m o ɾ t̪ w a ɾ j o
mortworyo	m o ɾ t̪ w o ɾ j o
moryon	m o ɾ j o n̪
mosang	m oː s ɐ ŋ
moskada	m o s k aː d̪ ɐ
moske	m o s k ɛ
moskete	m o s k ɛː t̪ ɛ
mosketero	m o s k ɛ t̪ ɛː ɾ o
moskitero	m o s k ɪ t̪ ɛː ɾ o
Mosku	m o s k ʊ
Moslem	m o s l ɛ m
mosong	m oː s o ŋ
motel	m o t̪ ɛ l
motibo	m o t̪ iː b o
motin	m o t̪ ɪ n̪
motmot	m o t̪ m o t̪̚
Motoko	m o t̪ oː x o
motor	m o t̪ o ɾ
motorista	m o t̪ o ɾ i s t̪ ɐ
motorsiklo	m o t̪ o ɾ s i k l o
motosikleta	m o t̪ o s ɪ k l ɛː t̪ ɐ
motosiklista	m o t̪ o s ɪ k l i s t̪ ɐ
Moymoy	m o ɪ̯ m o ɪ̯
muang	m ʊ ʔ a ŋ
muang	m w a ŋ
mudmod	m ʊ d̪ m o d̪̚
mudra	m u d̪ ɾ ɐ
mudrakels	m u d̪ ɾ ɐ x ɛ l s
mufti	m u f t̪ ɪ
mufti	m u p t̪ ɪ
mufti	m u p t̪ ɪ
muha	m uː h ɐ
muhala	m ʊ h aː l ɐ ʔ
Muhammad	m ʊ h aː m ɐ d̪̚
muher	m ʊ h ɛ ɾ
muherista	m ʊ h ɛ ɾ i s t̪ ɐ
muhi	m uː h ɪ ʔ
muhi	m ʊ h ɪ ʔ
Muhi	m uː h ɪ
mukbang	m u k b ɐ ŋ
mukbang	m ʊ k b a ŋ
mukha	m ʊ k h a ʔ
mukha	m ʊ x a ʔ
mukhasim	m ʊ k h aː s ɪ m
mukmok	m ʊ k m o k̚
muksa	m ʊ k s a ʔ
mula	m ʊ l a ʔ
mula	m uː l ɐ
mula	m uː l ɐ
mula	m ʊ l a
mula	m uː l ɐ ʔ
mulabe	m ʊ l aː b ɛ
mulala	m ʊ l ɐ l a ʔ
mulala	m ʊ l aː l ɐ ʔ
mulan	m ʊ l a n̪
Mulanay	m ʊ l ɐ n̪ a ɪ̯
mulangkap	m ʊ l ɐ ŋ k a p̚
mulapik	m ʊ l aː p ɪ k̚
mulasik	m ʊ l aː s ɪ k̚
mulat	m uː l ɐ t̪̚
mulat	m ʊ l a t̪̚
mulat	m uː l ɐ t̪̚
mulatil	m ʊ l aː t̪ ɪ l
mulawen	m ʊ l aː w ɛ n̪
mulawin	m ʊ l aː w ɪ n̪
mule	m ʊ l ɛ
muli	m ʊ l ɪ ʔ
muli	m ʊ l ɪ
muli	m ʊ l ɪ
muli	m uː l ɪ ʔ
mulias	m ʊ l ɪ ʔ a s
mulias	m ʊ l iː ʔ ɐ s
mulihon	m ʊ l ɪ h o n̪
Mulimbayan	m ʊ l ɪ m b aː j ɐ n̪
mulimuli	m ʊ l ɪ m uː l ɪ ʔ
mulinilyo	m ʊ l ɪ n̪ i l j o
mulinsigla	m ʊ l ɪ n̪ s ɪ ɡ l a
mulintapang	m ʊ l ɪ n̪ t̪ aː p ɐ ŋ
mulinyari	m ʊ l ɪ n ɲ aː ɾ ɪ ʔ
mulinyari	m ʊ l ɪ n̪ j aː ɾ ɪ ʔ
mulinyari	m ʊ l ɪ n̪ j aː ɾ ɪ ʔ
Mulingtapang	m ʊ l ɪ n̪ t̪ aː p ɐ ŋ
mulkaphay	m ʊ l k ɐ p h a ɪ̯
mulmayawan	m ʊ l m ɐ j aː w ɐ n̪
mulpikan	m ʊ l p iː x ɐ n̪
multa	m ʊ l t̪ a
multilingguwal	m ʊ l t̪ ɪ l ɪ ŋ ɡ w a l
multiplikasyon	m ʊ l t̪ ɪ p l ɪ x ɐ ʃ o n̪
multiplikasyon	m ʊ l t̪ ɪ p l ɪ x ɐ s j o n̪
multiplikasyon	m ʊ l t̪ ɪ p l ɪ x ɐ s j o n̪
multo	m ʊ l t̪ o
multuhin	m ʊ l t̪ ʊ h ɪ n̪
mulumor	m ʊ l ʊ m o ɾ
mulyas	m ʊ l j a s
mulyihon	m ʊ l j ɪ h o n̪
mulyohon	m ʊ l j o h o n̪
mulyon	m ʊ l j o n̪
mumo	m uː m o
mumo	m uː m o ʔ
mumog	m uː m o ɡ̚
mumshie	m a m ʃ ɪ
mumshie	m a m s j ɪ
mumshie	m a m s j ɪ
mumu	m uː m ʊ ʔ
muna	m uː n̪ ɐ
munay	m uː n̪ a ɪ̯
munay	m ʊ n̪ a ɪ̯
mundial	m ʊ n̪ d͡ʒ a l
mundial	m ʊ n̪ d̪ j a l
mundial	m ʊ n̪ d̪ j a l
mundiyal	m ʊ n̪ d͡ʒ a l
mundiyal	m ʊ n̪ d̪ j a l
mundiyal	m ʊ n̪ d̪ j a l
mundo	m ʊ n̪ d̪ o
mundo	m u n̪ d̪ o
mundo	m ʊ n̪ d̪ o
mundyal	m ʊ n̪ d͡ʒ a l
mundyal	m ʊ n̪ d̪ j a l
mundyal	m ʊ n̪ d̪ j a l
muni	m uː n̪ ɪ
muni	m uː n̪ ɪ ʔ
munika	m ʊ n̪ iː x ɐ ʔ
munimuni	m ʊ n̪ ɪ m uː n̪ ɪ
muning	m ʊ n̪ ɪ ŋ
munisipyo	m ʊ n̪ ɪ s i p j o
munisyon	m ʊ n̪ ɪ ʃ o n̪
munisyon	m ʊ n̪ ɪ s j o n̪
munisyon	m ʊ n̪ ɪ s j o n̪
munlay	m ʊ n̪ l a ɪ̯
Munsayac	m ʊ n̪ s ɐ j a k̚
munsik	m ʊ n̪ s ɪ k̚
muntaklat	m ʊ n̪ t̪ ɐ k l a t̪̚
muntanga	m u n̪ t̪ ɐ ŋ a
munti	m ʊ n̪ t̪ ɪ ʔ
Munti	m ʊ n̪ t̪ ɪ ʔ
muntik	m ʊ n̪ t̪ ɪ k̚
muntikan	m ʊ n̪ t̪ iː x ɐ n̪
Muntinlupa	m ʊ n̪ t̪ ɪ n̪ l uː p ɐ ʔ
munyagit	m ʊ n ɲ aː ɣ ɪ t̪̚
munyagit	m ʊ n̪ j aː ɣ ɪ t̪̚
munyagit	m ʊ n̪ j aː ɣ ɪ t̪̚
munyika	m ʊ n ɲ iː x ɐ ʔ
munyika	m ʊ n̪ j iː x ɐ ʔ
munyika	m ʊ n̪ j iː x ɐ ʔ
Muñoz	m ʊ n ɲ o s
Muñoz	m ʊ n̪ j o s
Muñoz	m ʊ n̪ j o s
Mungcal	m ʊ ŋ k a l
munggo	m ʊ ŋ ɡ o
munggo	m u ŋ ɡ o
mungkahi	m ʊ ŋ k aː h ɪ ʔ
munglay	m ʊ n̪ l a ɪ̯
mungot	m uː ŋ o t̪̚
muog	m ʊ ʔ o ɡ̚
muog	m uː ʔ o ɡ̚
muok	m ʊ ʔ o k̚
mura	m uː ɾ ɐ
mura	m uː ɾ ɐ
mura	m ʊ ɾ a
mura	m uː ɾ ɐ ʔ
murahin	m ʊ ɾ aː h ɪ n̪
Murayama	m ʊ ɾ ɐ j aː m ɐ
mursiko	m ʊ ɾ s iː x o
mursikos	m ʊ ɾ s iː x o s
mursiyas	m ʊ ɾ s iː j ɐ s
musala	m ʊ s aː l ɐ
museo	m ʊ s ɛː j o
museyo	m ʊ s ɛː j o
mushaf	m u s h ɐ f
mushaf	m u s h ɐ p̚
mushaf	m u s h ɐ p̚
musika	m uː s ɪ x a
musikero	m ʊ s ɪ x ɛː ɾ o
musiko	m uː s ɪ x o
musim	m uː s ɪ m
muskabado	m ʊ s k ɐ b aː d̪ o
muskada	m ʊ s k aː d̪ ɐ
muskubado	m ʊ s k ʊ b aː d̪ o
muskulado	m ʊ s k ʊ l aː d̪ o
muskulo	m u s k ʊ l o
muskulo	m ʊ s k ʊ l o
Muslim	m ʊ s l ɪ m
musmos	m ʊ s m o s
musoleyo	m ʊ s o l ɛː j o
muson	m ʊ s o n̪
musta	m ʊ s t̪ a
mustasa	m ʊ s t̪ aː s ɐ
Musulman	m ʊ s ʊ l m a n̪
muta	m uː t̪ ɐ ʔ
muta	m ʊ t̪ a
mutawi	m ʊ t̪ aː w ɪ ʔ
mutawi	m ʊ t̪ aː w ɪ
mutha	m ʊ t̪ h a ʔ
Mutiangpili	m ʊ t t͡ʃ ɐ m p iː l ɪ
Mutiangpili	m ʊ t̪ j ɐ m p iː l ɪ
Mutiangpili	m ʊ t̪ j ɐ m p iː l ɪ
mutsatsa	m ʊ t t͡ʃ aː t͡ʃ ɐ
mutsatsa	m ʊ t̪ s a t̪ s ɐ
mutsatsa	m ʊ t̪ s a t̪ s ɐ
mutsatso	m ʊ t t͡ʃ aː t͡ʃ o
mutsatso	m ʊ t̪ s a t̪ s o
mutsatso	m ʊ t̪ s a t̪ s o
Mutuc	m uː t̪ ʊ k̚
mutwal	m ʊ t̪ w a l
mutya	m ʊ t t͡ʃ a ʔ
mutya	m ʊ t̪ j a ʔ
mutya	m ʊ t̪ j a ʔ
Mutya	m ʊ t t͡ʃ a ʔ
Mutya	m ʊ t̪ j a ʔ
Mutya	m ʊ t̪ j a ʔ
muwak	m w a k̚
muwak	m uː w ɐ k̚
muwang	m w a ŋ
muwebles	m w ɛ b l ɛ s
muwerto	m w ɛ ɾ t̪ o
muwi	m uː w ɪ ʔ
muwi	m w ɪ ʔ
muyangit	m ʊ j aː ŋ ɪ t̪̚
Muyot	m uː j o t̪̚
Muzon	m ʊ z o n̪
Muzon	m ʊ s o n̪
Muzon	m ʊ s o n̪
Myanmar	m j ɐ n̪ m a ɾ
myembro	m j ɛ m b ɾ o
n	ʔ ɛ n̪
n	n̪ a
n	ʔ ɛː n̪ ɛ
n	n̪
n	n̪ ɐ
N	ʔ ɛ n̪
N	n̪ a
N	ʔ ɛː n̪ ɛ
N	n̪
n'yo	ɲ o
n'yo	n̪ j o
n'yo	n̪ j o
na	n̪ ɐ
na'ng	n̪ a ŋ
naaagnas	n̪ ɐ ʔ aː ʔ ɐ ɡ n̪ a s
naaapektuhan	n̪ ɐ ʔ aː ʔ ɐ p ɛ k t̪ ʊ h a n̪
naapektuhan	n̪ ɐ ʔ ɐ p ɛ k t̪ ʊ h a n̪
nababagay	n̪ ɐ b ɐ b aː ɣ a ɪ̯
nababagay	n̪ aː b ɐ b aː ɣ a ɪ̯
nababagay	n̪ ɐ b aː b aː ɣ a ɪ̯
Nabalawag	n̪ ɐ b ɐ l aː w ɐ ɡ̚
Nabas	n̪ aː b ɐ s
nabasa	n̪ ɐ b aː s ɐ
nabasa	n̪ aː b aː s ɐ
nabasa	n̪ ɐ b ɐ s a ʔ
nabasa	n̪ aː b ɐ s a ʔ
nabasa	n̪ ɐ b aː s ɐ
Nabua	n̪ a b w ɐ
Nabua	n̪ a b w ɐ ʔ
nabubuhay	n̪ ɐ b ʊ b uː h a ɪ̯
nabubulok	n̪ ɐ b uː b ʊ l o k̚
nabubuwisit	n̪ ɐ b ʊ b w iː s ɪ t̪̚
nabudol	n̪ ɐ b uː d̪ o l
nabuhay	n̪ ɐ b uː h a ɪ̯
Nabukodonosor	n̪ ɐ b ʊ x o d̪ o n̪ o s o ɾ
Nabunturan	n̪ ɐ b ʊ n̪ t̪ ʊ ɾ a n̪
nabutas	n̪ ɐ b uː t̪ ɐ s
nabuwisit	n̪ ɐ b w iː s ɪ t̪̚
Nacpil	n̪ ɐ k p ɪ l
Nadia	n̪ aː d͡ʒ ɐ
Nadia	n̪ a d̪ j ɐ
Nadia	n̪ a d̪ j ɐ
Nadine	n̪ ɐ d̪ ɪ n̪
nadir	n̪ ɐ d̪ ɪ ɾ
naga	n̪ aː ɣ ɐ
naga	n̪ aː ɣ ɐ ʔ
naga	n̪ aː ɣ ɐ
Naga	n̪ aː ɣ ɐ
nagaganap	n̪ ɐ ɣ aː ɣ ɐ n̪ a p̚
nagagandahan	n̪ ɐ ɣ aː ɣ ɐ n̪ d̪ ɐ h a n̪
nagakuwento	n̪ ɐ ɣ ɐ k w ɛ n̪ t̪ o
naganap	n̪ ɐ ɣ ɐ n̪ a p̚
naganap	n̪ ɐ ɣ ɐ n̪ a p̚
naganap	n̪ aː ɣ ɐ n̪ a p̚
nagandahan	n̪ ɐ ɣ ɐ n̪ d̪ ɐ h a n̪
nagbabaon	n̪ ɐ ɡ b ɐ b aː ʔ o n̪
nagbabaon	n̪ ɐ ɡ b aː b ɐ ʔ o n̪
nagbaon	n̪ ɐ ɡ b aː ʔ o n̪
nagbaon	n̪ ɐ ɡ b ɐ ʔ o n̪
Nagcarlan	n̪ ɐ ɡ k ɐ ɾ l a n̪
nagdedeliryo	n̪ ɐ ɡ d̪ ɛ d̪ ɛ l i ɾ j o
nagdeliryo	n̪ ɐ ɡ d̪ ɛ l i ɾ j o
nagdudulot	n̪ ɐ ɡ d̪ ʊ d̪ uː l o t̪̚
nagdudulot	n̪ ɐ ɡ d̪ uː d̪ uː l o t̪̚
naghahari	n̪ ɐ ɡ h ɐ h aː ɾ ɪ ʔ
naghahari	n̪ ɐ ɡ h aː h aː ɾ ɪ ʔ
naghahasik	n̪ ɐ ɡ h aː h ɐ s ɪ k̚
naghasik	n̪ ɐ ɡ h ɐ s ɪ k̚
