अ	ɐ
पर्युषितभोजिन्	p ɐ ɾ j u ʂ i t ɐ bʱ ɐ w d͡ʑ i n
पर्युषितभोजिन्	p ɐ ɾ j u ʂ i t̪ ɐ bʱ oː d͡ʑ i n̪
पर्युषितवाक्य	p ɐ ɾ j u ʂ i t ɐ ʋ ɑː k j ɐ
पर्युषितवाक्य	p ɐ ɾ j u ʂ i t̪ ɐ ʋ ɑː k j ɐ
पर्युष्ट	p ɐ ɾ j u ʂ ʈ ɐ
पर्वत	p ɐ ɾ ʋ ɐ t̪ ɐ
पर्वत	p ɐ́ ɾ ʋ ɐ t ɐ
पर्वन्	p ɐ ɾ ʋ ɐ n̪
पर्वन्	p ɐ́ ɾ ʋ ɐ n
पर्शान	p ɐ ɾ ɕ ɑː n̪ ɐ
पर्शान	p ɐ́ ɾ ɕ ɑː n ɐ
पर्शु	p ɐ ɾ ɕ u
पर्शु	p ɐ́ ɾ ɕ u
पर्ष	p ɐ ɾ ʂ ɐ
पर्ष	p ɐ ɾ ʂ ɐ́
पल	p ɐ l ɐ
पल	p ɐ l̪ ɐ
पलल	p ɐ l ɐ l ɐ
पलल	p ɐ l̪ ɐ l̪ ɐ
पलव	p ɐ l ɐ ʋ ɐ
पलव	p ɐ l̪ ɐ ʋ ɐ
पलाण्डु	p ɐ l ɑː ɳ ɖ u
पलाण्डु	p ɐ l̪ ɑː ɳ ɖ u
पलायन	p ɐ l ɑː j ɐ n ɐ
पलायन	p ɐ l̪ ɑː j ɐ n̪ ɐ
पलायिन्	p ɐ l̪ ɑː j i n̪
पलाल	p ɐ l ɑː l ɐ
पलाल	p ɐ l̪ ɑː l̪ ɐ
पलाली	p ɐ l ɑː l iː
पलाली	p ɐ l̪ ɑː l̪ iː
पलाव	p ɐ l ɑ́ː ʋ ɐ
पलाव	p ɐ l̪ ɑː ʋ ɐ
पलित	p ɐ l i t ɐ́
पलित	p ɐ l̪ i t̪ ɐ
पल्य	p ɐ l j ɐ
पल्य	p ɐ l̪ j ɐ
पल्यङ्क	p ɐ l j ɐ ŋ k ɐ
पल्यङ्क	p ɐ l̪ j ɐ ŋ k ɐ
पल्ल	p ɐ l l ɐ
पल्ल	p ɐ l̪ l̪ ɐ
पल्ली	p ɐ l l iː
पल्ली	p ɐ l̪ l̪ iː
पल्वल	p ɐ l ʋ ɐ l ɐ́
पल्वल	p ɐ l̪ ʋ ɐ l̪ ɐ
पवमान	p ɐ ʋ ɐ m ɑː n̪ ɐ
पवमान	p ɐ́ ʋ ɐ m ɑː n ɐ
पवयति	p ɐ ʋ ɐ j ɐ t̪ i
पवयति	p ɐ ʋ ɐ́ j ɐ t i
पवस्त	p ɐ ʋ ɐ s̪ t̪ ɐ
पवस्त	p ɐ ʋ ɐ́ s t ɐ
पशव्य	p ɐ ɕ ɐ ʋ j ɐ
पशव्य	p ɐ ɕ ɐ ʋ j ɐ́
पशु	p ɐ ɕ u
पशु	p ɐ ɕ ú
पशु	p ɐ́ ɕ u
पश्	p ɐ ɕ
पश्च	p ɐ ɕ t͡ɕ ɐ
पश्चा	p ɐ ɕ t͡ɕ ɑː
पश्चात्	p ɐ ɕ t͡ɕ ɑː t̪
पश्चात्	p ɐ ɕ t͡ɕ ɑ́ː t
पश्चात्ताप	p ɐ ɕ t͡ɕ ɑː t t ɑː p ɐ
पश्चात्ताप	p ɐ ɕ t͡ɕ ɑː t̪ t̪ ɑː p ɐ
पश्चिम	p ɐ ɕ t͡ɕ i m ɐ
पश्यति	p ɐ ɕ j ɐ t̪ i
पश्यति	p ɐ́ ɕ j ɐ t i
पश्य्	p ɐ ɕ j
पसस्	p ɐ s̪ ɐ s̪
पसस्	p ɐ́ s ɐ s
पा	p ɑː
पांसु	p ɑ̃ː s ú
पांसु	p ɑ̃ː s̪ u
पागल	p ɑː ɡ ɐ l̪ ɐ
पाचक	p ɑː t͡ɕ ɐ k ɐ
पाटल	p ɑː ʈ ɐ l ɐ́
पाटल	p ɑː ʈ ɐ l̪ ɐ
पाटलिपुत्र	p ɑː ʈ ɐ l i p u t ɾ ɐ
पाटलिपुत्र	p ɑː ʈ ɐ l̪ i p u t̪ ɾ ɐ
पाठ	p ɑː ʈʰ ɐ
पाणि	p ɑː ɳ i
पाणिनि	p ɑː ɳ i n i
पाणिनि	p ɑː ɳ i n̪ i
पाण्डव	p ɑː ɳ ɖ ɐ ʋ ɐ
पाण्डु	p ɑː ɳ ɖ u
पाण्डुप्रस्थ	p ɑː ɳ ɖ u p ɾ ɐ s̪ t̪ʰ ɐ
पाण्डुप्रस्थ	p ɑː ɳ ɖ ú p ɾ ɐ s tʰ ɐ
पात	p ɑː t ɐ
पात	p ɑː t̪ ɐ
पाताल	p ɑː t ɑː l ɐ
पाताल	p ɑː t̪ ɑː l̪ ɐ
पाति	p ɑː t̪ i
पाति	p ɑ́ː t i
पातृ	p ɑː t ŕ̩
पातृ	p ɑː t̪ r̩
पात्र	p ɑː t̪ ɾ ɐ
पात्र	p ɑ́ː t ɾ ɐ
पाथ	p ɑː tʰ ɐ
पाथ	p ɑː t̪ʰ ɐ
पाथस्	p ɑː t̪ʰ ɐ s̪
पाथस्	p ɑ́ː tʰ ɐ s
पाद	p ɑː d ɐ
पाद	p ɑː d̪ ɐ
पादकन्दुक	p ɑː d̪ ɐ k ɐ n̪ d̪ u k ɐ
पादकन्दुकक्रीडा	p ɑː d̪ ɐ k ɐ n̪ d̪ u k ɐ k ɾ iː ɖ ɑː
पादग्रन्थि	p ɑː d ɐ ɡ ɾ ɐ n tʰ i
पादग्रन्थि	p ɑː d̪ ɐ ɡ ɾ ɐ n̪ t̪ʰ i
पादत्र	p ɑː d ɐ t ɾ ɐ
पादत्र	p ɑː d̪ ɐ t̪ ɾ ɐ
पादत्राण	p ɑː d ɐ t ɾ ɑː ɳ ɐ
पादत्राण	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ
पादत्राणम्	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ m
पादत्राणस्य	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ s̪ j ɐ
पादत्राणानि	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː n̪ i
पादत्राणेन	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ eː n̪ ɐ
पादत्राणेषु	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ eː ʂ u
पादत्राणैः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑ j h
पादप	p ɑː d ɐ p ɐ
पादप	p ɑː d̪ ɐ p ɐ
पादशोथ	p ɑː d ɐ ɕ ɐ w tʰ ɐ
पादशोथ	p ɑː d̪ ɐ ɕ oː t̪ʰ ɐ
पादांशुक	p ɑː d̪ ɑ̃ː ɕ u k ɐ
पादोपधान	p ɑː d̪ oː p ɐ d̪ʱ ɑː n̪ ɐ
पान	p ɑː n̪ ɐ
पान	p ɑ́ː n ɐ
पाप	p ɑː p ɐ
पाप	p ɑː p ɐ́
पाप	p ɑ́ː p ɐ
पापतीति	p ɑː p ɐ t iː t i
पापतीति	p ɑː p ɐ t̪ iː t̪ i
पापा	p ɑː p ɑː
पामन्	p ɑː m ɐ n̪
पामन्	p ɑː m ɐ́ n
पायु	p ɑː j u
पायु	p ɑː j ú
पाय्य	p ɑ j j ɐ
पाय्य	p ɑ́ː j j ɐ
पार	p ɑː ɾ ɐ
पारद	p ɑː ɾ ɐ d ɐ
पारद	p ɑː ɾ ɐ d̪ ɐ
पार्थ	p ɑː ɾ tʰ ɐ́
पार्थ	p ɑː ɾ t̪ʰ ɐ
पार्थिव	p ɑː ɾ t̪ʰ i ʋ ɐ
पार्थिव	p ɑ́ː ɾ tʰ i ʋ ɐ
पार्वती	p ɑː ɾ ʋ ɐ t iː
पार्वती	p ɑː ɾ ʋ ɐ t̪ iː
पार्ष्णि	p ɑː ɾ ʂ ɳ i
पार्ष्णि	p ɑ́ː ɾ ʂ ɳ i
पाल	p ɑː l ɐ
पाल	p ɑː l̪ ɐ
पालक	p ɑː l ɐ k ɐ
पालक	p ɑː l̪ ɐ k ɐ
पालक्या	p ɑː l ɐ k j ɑː
पालक्या	p ɑː l̪ ɐ k j ɑː
पालङ्क	p ɑː l ɐ ŋ k ɐ
पालङ्क	p ɑː l̪ ɐ ŋ k ɐ
पालङ्किका	p ɑː l ɐ ŋ k i k ɑː
पालङ्किका	p ɑː l̪ ɐ ŋ k i k ɑː
पालङ्की	p ɑː l ɐ ŋ k iː
पालङ्की	p ɑː l̪ ɐ ŋ k iː
पालङ्क्य	p ɑː l ɐ ŋ k j ɐ
पालङ्क्य	p ɑː l̪ ɐ ŋ k j ɐ
पालयति	p ɑː l ɐ́ j ɐ t i
पालयति	p ɑː l̪ ɐ j ɐ t̪ i
पालवी	p ɑː l ɐ ʋ iː
पालवी	p ɑː l̪ ɐ ʋ iː
पालि	p ɑː l i
पालि	p ɑː l̪ i
पालिका	p ɑː l i k ɑː
पालिका	p ɑː l̪ i k ɑː
पाल्	p ɑː l
पाल्	p ɑː l̪
पावक	p ɐ ʋ ɑː k ɐ́
पावक	p ɑː ʋ ɐ k ɐ
पाश	p ɑː ɕ ɐ
पाश	p ɑ́ː ɕ ɐ
पाश्चात्य	p ɑː ɕ t͡ɕ ɑː t j ɐ
पाश्चात्य	p ɑː ɕ t͡ɕ ɑː t̪ j ɐ
पाषण्ड	p ɑː ʂ ɐ ɳ ɖ ɐ
पाषण्ड	p ɑ́ː ʂ ɐ ɳ ɖ ɐ
पाषी	p ɑː ʂ iː
पास्यति	p ɑː s j ɐ t i
पास्यति	p ɑː s̪ j ɐ t̪ i
पिङ्क्ते	p i ŋ k t̪ eː
पिङ्ग	p i ŋ ɡ ɐ
पिङ्गल	p i ŋ ɡ ɐ l ɐ́
पिङ्गल	p i ŋ ɡ ɐ l̪ ɐ
पिच्छोरा	p i t t͡ɕʰ ɐ w ɾ ɑː
पिच्छोरा	p i t̪ t͡ɕʰ oː ɾ ɑː
पिञ्छ	p i ɲ t͡ɕʰ ɐ
पिञ्जर	p i ɲ d͡ʑ ɐ ɾ ɐ
पिट	p i ʈ ɐ
पिटक	p i ʈ ɐ k ɐ
पिण्याक	p i ɳ j ɑː k ɐ
पिता	p i t ɑ́ː
पिता	p i t̪ ɑː
पितामह	p i t ɑː m ɐ ɦ ɐ́
पितामह	p i t̪ ɑː m ɐ ɦ ɐ
पितु	p i t ú
पितु	p i t̪ u
पितुः	p i t ú h
पितुः	p i t̪ u h
पितुःष्वसा	p i t u h ʂ ʋ ɐ s ɑː
पितुःष्वसा	p i t̪ u h ʂ ʋ ɐ s̪ ɑː
पितुःष्वसृ	p i t u h ʂ ʋ ɐ s r̩
पितुःष्वसृ	p i t̪ u h ʂ ʋ ɐ s̪ r̩
पितुष्	p i t ú ʂ
पितुष्	p i t̪ u ʂ
पितुस्	p i t ú s
पितुस्	p i t̪ u s̪
पितृ	p i t ŕ̩
पितृ	p i t̪ r̩
पितृदेव	p i t r̩ d ɐ j ʋ ɐ
पितृदेव	p i t̪ r̩ d̪ eː ʋ ɐ
पितृदेवः	p i t r̩ d ɐ j ʋ ɐ h
पितृदेवः	p i t̪ r̩ d̪ eː ʋ ɐ h
पितृदेवो	p i t r̩ d ɐ j ʋ ɐ w
पितृदेवो	p i t̪ r̩ d̪ eː ʋ oː
पितृमेध	p i t r̩ m ɐ j dʱ ɐ
पितृमेध	p i t̪ r̩ m eː d̪ʱ ɐ
पितृव्य	p i t r̩ ʋ j ɐ́
पितृव्य	p i t̪ r̩ ʋ j ɐ
पितृष्वसा	p i t r̩ ʂ ʋ ɐ s ɑː
पितृष्वसा	p i t̪ r̩ ʂ ʋ ɐ s̪ ɑː
पितृष्वसृ	p i t r̩ ʂ ʋ ɐ s r̩
पितृष्वसृ	p i t̪ r̩ ʂ ʋ ɐ s̪ r̩
पितृष्वसेय	p i t r̩ ʂ ʋ ɐ s ɐ j j ɐ
पितृष्वसेय	p i t̪ r̩ ʂ ʋ ɐ s̪ eː j ɐ
पित्तल	p i t t ɐ l ɐ
पित्तल	p i t̪ t̪ ɐ l̪ ɐ
पिनद्ध	p i n ɐ́ d dʱ ɐ
पिनद्ध	p i n̪ ɐ d̪ d̪ʱ ɐ
पिनष्टि	p i n ɐ́ ʂ ʈ i
पिनष्टि	p i n̪ ɐ ʂ ʈ i
पिनाक	p i n̪ ɑː k ɐ
पिनाक	p í n ɑː k ɐ
पिपर्ति	p i p ɐ ɾ t̪ i
पिपर्ति	p í p ɐ ɾ t i
पिपासा	p i p ɑː s ɑ́ː
पिपासा	p i p ɑː s̪ ɑː
पिपील	p i p iː l ɐ
पिपील	p i p iː l̪ ɐ
पिपीलक	p i p iː l ɐ k ɐ
पिपीलक	p i p iː l̪ ɐ k ɐ
पिपीलिका	p i p iː l i k ɑː
पिपीलिका	p i p iː l̪ i k ɑː
पिप्पल	p i p p ɐ l̪ ɐ
पिप्पल	p í p p ɐ l ɐ
पिप्पलि	p i p p ɐ l i
पिप्पलि	p i p p ɐ l̪ i
पिबति	p i b ɐ t̪ i
पिबति	p í b ɐ t i
पिशङ्ग	p i ɕ ɐ ŋ ɡ ɐ
पिशाच	p i ɕ ɑː t͡ɕ ɐ
पिशाच	p i ɕ ɑː t͡ɕ ɐ́
पिश्	p i ɕ
पिष्	p i ʂ
पिष्ट	p i ʂ ʈ ɐ
पिष्ट	p i ʂ ʈ ɐ́
पी	p iː
पीठ	p iː ʈʰ ɐ
पीडन	p iː ɖ ɐ n ɐ
पीडन	p iː ɖ ɐ n̪ ɐ
पीडयति	p iː ɖ ɐ j ɐ t̪ i
पीडयति	p iː ɖ ɐ́ j ɐ t i
पीडा	p iː ɖ ɑː
पीड्	p iː ɖ
पीत	p iː t ɐ́
पीत	p iː t̪ ɐ
पीतल	p iː t ɐ l ɐ
पीतल	p iː t̪ ɐ l̪ ɐ
पीति	p iː t í
पीति	p iː t̪ i
पीन	p iː n ɐ
पीन	p iː n̪ ɐ
पीनस	p iː n ɐ s ɐ
पीनस	p iː n̪ ɐ s̪ ɐ
पीपिवस्	p iː p i ʋ ɐ s̪
पीपिवस्	p iː p i ʋ ɐ́ s
पीयति	p iː j ɐ t̪ i
पीयति	p íː j ɐ t i
पीयूष	p iː j uː ʂ ɐ
पीयूष	p iː j úː ʂ ɐ
पीयूषधाराकिर्	p iː j uː ʂ ɐ dʱ ɑː ɾ ɑː k i ɾ
पीयूषधाराकिर्	p iː j uː ʂ ɐ d̪ʱ ɑː ɾ ɑː k i ɾ
पीवस्	p iː ʋ ɐ s̪
पीवस्	p íː ʋ ɐ s
पुंश्चली	p ũ ɕ t͡ɕ ɐ l íː
पुंश्चली	p ũ ɕ t͡ɕ ɐ l̪ iː
पुंश्चिह्न	p ũ ɕ t͡ɕ i ɦ n ɐ
पुंश्चिह्न	p ũ ɕ t͡ɕ i ɦ n̪ ɐ
पुंस्	p u ɴ s̪
पुंस्	p ú ɴ s
पुच्छ	p u t̪ t͡ɕʰ ɐ
पुच्छ	p ú t t͡ɕʰ ɐ
पुण्डरीक	p u ɳ ɖ ɐ ɾ iː k ɐ
पुण्डरीक	p u ɳ ɖ ɐ́ ɾ iː k ɐ
पुण्ड्र	p u ɳ ɖ ɾ ɐ
पुण्य	p u ɳ j ɐ
पुत्र	p u t ɾ ɐ́
पुत्र	p u t̪ ɾ ɐ
पुत्रकाम	p u t ɾ ɐ́ k ɑː m ɐ
पुत्रकाम	p u t̪ ɾ ɐ k ɑː m ɐ
पुद्गल	p u d ɡ ɐ l ɐ
पुद्गल	p u d̪ ɡ ɐ l̪ ɐ
पुनर्	p u n̪ ɐ ɾ
पुनर्	p ú n ɐ ɾ
पुनर्दर्शनाय	p u n ɐ ɾ d ɐ ɾ ɕ ɐ n ɑː j ɐ
पुनर्दर्शनाय	p u n̪ ɐ ɾ d̪ ɐ ɾ ɕ ɐ n̪ ɑː j ɐ
पुनाति	p u n ɑ́ː t i
पुनाति	p u n̪ ɑː t̪ i
पुरंदर	p u ɾ ɐ n d ɐ ɾ ɐ́
पुरंदर	p u ɾ ɐ n̪ d̪ ɐ ɾ ɐ
पुरतस्	p u ɾ ɐ t ɐ s
पुरतस्	p u ɾ ɐ t̪ ɐ s̪
पुरम्	p u ɾ ɐ m
पुरम्	p ú ɾ ɐ m
पुरस्	p u ɾ ɐ s̪
पुरस्	p u ɾ ɐ́ s
पुरा	p u ɾ ɑː
पुरा	p u ɾ ɑ́ː
पुराण	p u ɾ ɑː ɳ ɐ
पुराण	p u ɾ ɑː ɳ ɐ́
पुरु	p u ɾ u
पुरु	p u ɾ ú
पुरुष	p u ɾ u ʂ ɐ
पुरुष	p ú ɾ u ʂ ɐ
पुरुषोत्तम	p u ɾ u ʂ oː t̪ t̪ ɐ m ɐ
पुरुषोत्तम	p u ɾ u ʂ ɐ w t t ɐ m ɐ
पुरोडाश	p u ɾ oː ɖ ɑː ɕ ɐ
पुरोडाश	p u ɾ ɐ w ɖ ɑ́ː ɕ ɐ
पुरोळाश्	p u ɾ oː ɭ̆ ɑː ɕ
पुरोळाश्	p u ɾ ɐ w ɭ̆ ɑ́ː ɕ
पुरोवात	p u ɾ oː ʋ ɑː t̪ ɐ
पुरोवात	p u ɾ ɐ w ʋ ɑː t ɐ́
पुर्	p u ɾ
पुर्	p ú ɾ
पुल	p u l ɐ
पुल	p u l̪ ɐ
पुलकित	p u l ɐ k i t ɐ
पुलकित	p u l̪ ɐ k i t̪ ɐ
पुलाक	p u l ɑː k ɐ
पुलाक	p u l̪ ɑː k ɐ
पुल्ल	p u l l ɐ
पुल्ल	p u l̪ l̪ ɐ
पुवस्	p u ʋ ɐ s̪
पुवस्	p ú ʋ ɐ s
पुष्	p u ʂ
पुष्कलावती	p u ʂ k ɐ l ɑː ʋ ɐ t iː
पुष्कलावती	p u ʂ k ɐ l̪ ɑː ʋ ɐ t̪ iː
पुष्टि	p u ʂ ʈ i
पुष्टि	p ú ʂ ʈ i
पुष्प	p u ʂ p ɐ
पुष्प	p ú ʂ p ɐ
पुष्पशाक	p u ʂ p ɐ ɕ ɑː k ɐ
पुष्यति	p u ʂ j ɐ t̪ i
पुष्यति	p ú ʂ j ɐ t i
पुस्तक	p u s t ɐ k ɐ
पुस्तक	p u s̪ t̪ ɐ k ɐ
पू	p uː
पूजयति	p uː d͡ʑ ɐ j ɐ t i
पूजयति	p uː d͡ʑ ɐ j ɐ t̪ i
पूजा	p uː d͡ʑ ɑː
पूजा	p uː d͡ʑ ɑ́ː
पूजार्ह	p uː d͡ʑ ɑː ɾ ɦ ɐ
पूज्	p uː d͡ʑ
पूज्य	p uː d͡ʑ j ɐ
पूत	p uː t ɐ́
पूत	p uː t̪ ɐ
पूति	p uː t̪ i
पूति	p úː t i
पूतिवात	p uː t i ʋ ɑː t ɐ
पूतिवात	p uː t̪ i ʋ ɑː t̪ ɐ
पूय	p uː j ɐ
पूय	p úː j ɐ
पूयति	p uː j ɐ t̪ i
पूयति	p úː j ɐ t i
पूय्	p uː j
पूरक	p uː ɾ ɐ k ɐ
पूर्	p uː ɾ
पूर्	p úː ɾ
पूर्ण	p uː ɾ ɳ ɐ
पूर्ण	p uː ɾ ɳ ɐ́
पूर्णमास	p uː ɾ ɳ ɐ m ɑː s̪ ɐ
पूर्णमास	p uː ɾ ɳ ɐ́ m ɑː s ɐ
पूर्णमास्	p uː ɾ ɳ ɐ m ɑː s̪
पूर्णमास्	p uː ɾ ɳ ɐ́ m ɑː s
पूर्त	p uː ɾ t ɐ
पूर्त	p uː ɾ t̪ ɐ
पूर्ति	p uː ɾ t i
पूर्ति	p uː ɾ t̪ i
पूर्त्वा	p uː ɾ t ʋ ɑː
पूर्त्वा	p uː ɾ t̪ ʋ ɑː
पूर्व	p uː ɾ ʋ ɐ
पूर्व	p úː ɾ ʋ ɐ
पूर्वाह्ण	p uː ɾ ʋ ɑː ɦ ɳ ɐ
पूर्वाह्ण	p uː ɾ ʋ ɑː ɦ ɳ ɐ́
पूर्वाह्णे	p uː ɾ ʋ ɑː ɦ ɳ eː
पूर्वाह्णे	p uː ɾ ʋ ɑː ɦ ɳ ɐ́ j
पूल्य	p uː l j ɐ
पूल्य	p uː l̪ j ɐ
पूषन्	p uː ʂ ɐ n̪
पूषन्	p uː ʂ ɐ́ n
पृ	p r̩
पृच्	p r̩ t͡ɕ
पृच्छति	p r̩ t t͡ɕʰ ɐ́ t i
पृच्छति	p r̩ t̪ t͡ɕʰ ɐ t̪ i
पृच्छा	p r̩ t t͡ɕʰ ɑː
पृच्छा	p r̩ t̪ t͡ɕʰ ɑː
पृणक्ति	p r̩ ɳ ɐ k t̪ i
पृणक्ति	p r̩ ɳ ɐ́ k t i
पृणाति	p r̩ ɳ ɑː t̪ i
पृणाति	p r̩ ɳ ɑ́ː t i
पृतना	p r̩ t̪ ɐ n̪ ɑː
पृतना	p ŕ̩ t ɐ n ɑː
पृतन्यति	p r̩ t ɐ n j ɐ́ t i
पृतन्यति	p r̩ t̪ ɐ n̪ j ɐ t̪ i
पृतन्या	p r̩ t̪ ɐ n̪ j ɑː
पृत्	p r̩ t
पृत्	p r̩ t̪
पृत्सु	p r̩ t s ú
पृत्सु	p r̩ t̪ s̪ u
पृथा	p r̩ tʰ ɑ́ː
पृथा	p r̩ t̪ʰ ɑː
पृथिवी	p r̩ tʰ i ʋ íː
पृथिवी	p r̩ t̪ʰ i ʋ iː
पृथु	p r̩ tʰ ú
पृथु	p r̩ t̪ʰ u
पृथुक	p r̩ t̪ʰ u k ɐ
पृथुक	p ŕ̩ tʰ u k ɐ
पृथुल	p r̩ tʰ u l ɐ́
पृथुल	p r̩ t̪ʰ u l̪ ɐ
पृथ्वी	p r̩ tʰ ʋ íː
पृथ्वी	p r̩ t̪ʰ ʋ iː
पृषत	p r̩ ʂ ɐ t̪ ɐ
पृषत	p r̩ ʂ ɐ́ t ɐ
पृषति	p r̩ ʂ ɐ t í
पृषति	p r̩ ʂ ɐ t̪ i
पृषती	p r̩ ʂ ɐ t iː
पृषती	p r̩ ʂ ɐ t̪ iː
पृषत्	p r̩ ʂ ɐ t̪
पृषत्	p ŕ̩ ʂ ɐ t
पृष्ट	p r̩ ʂ ʈ ɐ
पृष्ट	p r̩ ʂ ʈ ɐ́
पृष्टि	p r̩ ʂ ʈ i
पृष्टि	p r̩ ʂ ʈ í
पृष्ठ	p r̩ ʂ ʈʰ ɐ
पृष्ठ	p r̩ ʂ ʈʰ ɐ́
पॄ	p r̩ː
पेचक	p eː t͡ɕ ɐ k ɐ
पेचक	p ɐ́ j t͡ɕ ɐ k ɐ
पेट	p eː ʈ ɐ
पेट	p ɐ j ʈ ɐ
पेटक	p eː ʈ ɐ k ɐ
पेटक	p ɐ j ʈ ɐ k ɐ
पेटिका	p eː ʈ i k ɑː
पेटिका	p ɐ́ j ʈ i k ɑː
पेरज	p eː ɾ ɐ d͡ʑ ɐ
पेशी	p eː ɕ iː
पेशी	p ɐ j ɕ iː
पोष	p oː ʂ ɐ
पोष	p ɐ w ʂ ɐ
पोषण	p oː ʂ ɐ ɳ ɐ
पोषण	p ɐ w ʂ ɐ ɳ ɐ
पोस्फोर्ति	p oː s̪ pʰ oː ɾ t̪ i
पोस्फोर्ति	p ɐ w s pʰ ɐ w ɾ t i
पौंस्य	p ɑ̃ w s̪ j ɐ
पौंस्य	p ɑ̃́ː w s j ɐ
पौत्र	p ɑ w t̪ ɾ ɐ
पौत्र	p ɑ́ː w t ɾ ɐ
पौरुष	p ɑ w ɾ u ʂ ɐ
पौरुष	p ɑː w ɾ u ʂ ɐ́
पौलिका	p ɑ w l̪ i k ɑː
पौलिका	p ɑː w l i k ɑː
पौष	p ɑ w ʂ ɐ
पौष	p ɑː w ʂ ɐ
पौष्टिक	p ɑ w ʂ ʈ i k ɐ
पौष्टिक	p ɑː w ʂ ʈ i k ɐ
प्यान	p j ɑː n ɐ
प्यान	p j ɑː n̪ ɐ
प्यायन	p j ɑː j ɐ n ɐ
प्यायन	p j ɑː j ɐ n̪ ɐ
प्यायित	p j ɑː j i t ɐ
प्यायित	p j ɑː j i t̪ ɐ
प्यै	p j ɑ j
प्यै	p j ɑː j
प्रउग	p ɾ ɐ u ɡ ɐ
प्रउग	p ɾ ɐ́ u ɡ ɐ
प्रउग्य	p ɾ ɐ u ɡ j ɐ
प्रउग्य	p ɾ ɐ u ɡ j ɐ́
प्रकृति	p ɾ ɐ k r̩ t i
प्रकृति	p ɾ ɐ k r̩ t̪ i
प्रकोप	p ɾ ɐ k oː p ɐ
प्रकोप	p ɾ ɐ k ɐ w p ɐ
प्रकोष्ठ	p ɾ ɐ k oː ʂ ʈʰ ɐ
प्रकोष्ठ	p ɾ ɐ k ɐ w ʂ ʈʰ ɐ
प्रक्षालन	p ɾ ɐ k ʂ ɑː l ɐ n ɐ
प्रक्षालन	p ɾ ɐ k ʂ ɑː l̪ ɐ n̪ ɐ
प्रक्षालयति	p ɾ ɐ k ʂ ɑː l ɐ j ɐ t i
प्रक्षालयति	p ɾ ɐ k ʂ ɑː l̪ ɐ j ɐ t̪ i
प्रक्षालित	p ɾ ɐ k ʂ ɑː l i t ɐ
प्रक्षालित	p ɾ ɐ k ʂ ɑː l̪ i t̪ ɐ
प्रचलित	p ɾ ɐ t͡ɕ ɐ l i t ɐ
प्रचलित	p ɾ ɐ t͡ɕ ɐ l̪ i t̪ ɐ
प्रचेतस्	p ɾ ɐ t͡ɕ eː t̪ ɐ s̪
प्रचेतस्	p ɾ ɐ t͡ɕ ɐ j t ɐ s
प्रछ्	p ɾ ɐ t͡ɕʰ
प्रजा	p ɾ ɐ d͡ʑ ɑː
प्रजापति	p ɾ ɐ d͡ʑ ɑː p ɐ t̪ i
प्रजापति	p ɾ ɐ d͡ʑ ɑ́ː p ɐ t i
प्रज्ञ	p ɾ ɐ d͡ʑ ɲ ɐ
प्रज्ञा	p ɾ ɐ d͡ʑ ɲ ɑː
प्रज्ञा	p ɾ ɐ d͡ʑ ɲ ɑ́ː
प्रज्ञान	p ɾ ɐ d͡ʑ ɲ ɑː n̪ ɐ
प्रज्ञान	p ɾ ɐ d͡ʑ ɲ ɑ́ː n ɐ
प्रणक	p ɾ ɐ ɳ ɐ k ɐ
प्रणपात्	p ɾ ɐ ɳ ɐ p ɑː t̪
प्रणपात्	p ɾ ɐ́ ɳ ɐ p ɑː t
प्रणयति	p ɾ ɐ ɳ ɐ j ɐ t̪ i
प्रणयति	p ɾ ɐ́ ɳ ɐ j ɐ t i
प्रणयोन्माद	p ɾ ɐ ɳ ɐ j oː n̪ m ɑː d̪ ɐ
प्रणृत्यति	p ɾ ɐ ɳ r̩ t j ɐ t i
प्रणृत्यति	p ɾ ɐ ɳ r̩ t̪ j ɐ t̪ i
प्रताडित	p ɾ ɐ t ɑː ɖ i t ɐ
प्रताडित	p ɾ ɐ t̪ ɑː ɖ i t̪ ɐ
प्रति	p ɾ ɐ t̪ i
प्रति	p ɾ ɐ́ t i
प्रतिगच्छति	p ɾ ɐ t i ɡ ɐ t t͡ɕʰ ɐ t i
प्रतिगच्छति	p ɾ ɐ t̪ i ɡ ɐ t̪ t͡ɕʰ ɐ t̪ i
प्रतिज्ञा	p ɾ ɐ t i d͡ʑ ɲ ɑː
प्रतिज्ञा	p ɾ ɐ t̪ i d͡ʑ ɲ ɑː
प्रतिदिनम्	p ɾ ɐ t̪ i d̪ i n̪ ɐ m
प्रतिनिधित्व	p ɾ ɐ t i n i dʱ i t ʋ ɐ
प्रतिनिधित्व	p ɾ ɐ t̪ i n̪ i d̪ʱ i t̪ ʋ ɐ
प्रतिबद्ध	p ɾ ɐ t i b ɐ d dʱ ɐ́
प्रतिबद्ध	p ɾ ɐ t̪ i b ɐ d̪ d̪ʱ ɐ
