ア	a̠
デカグラム	d e̞ k a̠ ɡ ɯ̟ᵝ ɾ a̠ m ɯ̟ᵝ
デカチチ	d e̞ k a̠ t͡ɕ i t͡ɕ i
デカン	d e̞ k ã̠ ɴ
デキストリン	d e̞ kʲ i s ɨᵝ t o̞ ɾʲ ĩ ɴ
デキュー	d e̞ kʲ ɨᵝː
デクレッシェンド	d e̞ k ɯ̟ᵝ ɾ e̞ ɕː ẽ̞ n d o̞
デコイ	d e̞ k o̞ i
デコルテ	d e̞ k o̞ ɾ ɯ̟ᵝ t e̞
デコンパイル	d e̞ k õ̞ m p a̠ i ɾ ɯ̟ᵝ
デザイナー	d e̞ z a̠ i n a̠ː
デザイン	d e̞ z a̠ ĩ ɴ
デザート	d e̞ z a̠ː t o̞
デジアナ	d e̞ ʑ i a̠ n a̠
デジカメ	d e̞ ʑ i k a̠ m e̞
デジタル	d e̞ ʑ i t a̠ ɾ ɯ̟ᵝ
デス	d e̞ s ɨ̥ᵝ
デスクトップ	d e̞ s ɨ̥ᵝ k ɯ̟ᵝ t o̞ p̚ p ɯ̟ᵝ
デスティネーション	d e̞ s ɨᵝ tʲ i n e̞ː ɕ õ̞ ɴ
デスボ	d e̞ s ɨᵝ b o̞
デスマ	d e̞ s ɨᵝ m a̠
デスマスク	d e̞ s ɨᵝ m a̠ s ɨᵝ k ɯ̟ᵝ
デスマッチ	d e̞ s ɨᵝ m a̠ t̚ t͡ɕ i
デタント	d e̞ t ã̠ n t o̞
デッキ	d e̞ k̚ʲ kʲ i
デッサン	d e̞ sː ã̠ ɴ
デッドボール	d e̞ d̚ d̥ o̞ b o̞ː ɾ ɯ̟ᵝ
デディケーション	d e̞ dʲ i k e̞ː ɕ õ̞ ɴ
デトロイト	d e̞ t o̞ ɾ o̞ i t o̞
デニス	d e̞ ɲ̟ i s ɨᵝ
デニム	d e̞ ɲ̟ i m ɯ̟ᵝ
デニール	d e̞ ɲ̟ iː ɾ ɯ̟ᵝ
デバッガ	d e̞ b a̠ ɡ̚ ɡ̊ a̠
デバッガー	d e̞ b a̠ ɡ̚ ɡ̊ a̠ː
デパート	d e̞ p a̠ː t o̞
デビッド	d e̞ bʲ i d̚ d̥ o̞
デビュタント	d e̞ bʲ ɨᵝ t ã̠ n t o̞
デビュー	d e̞ bʲ ɨᵝː
デビル	d e̞ bʲ i ɾ ɯ̟ᵝ
デフォルト	d e̞ ɸ o̞ ɾ ɯ̟ᵝ t o̞
デフォルマシオン	d e̞ ɸ o̞ ɾ ɯ̟ᵝ m a̠ ɕ i õ̞ ɴ
デフォルメ	d e̞ ɸ o̞ ɾ ɯ̟ᵝ m e̞
デフレ	d e̞ ɸ ɯ̟ᵝ ɾ e̞
デフレーション	d e̞ ɸ ɯ̟ᵝ ɾ e̞ː ɕ õ̞ ɴ
デフロック	d e̞ ɸ ɯ̟ᵝ ɾ o̞ k̚ k ɯ̟ᵝ
デブ	d e̞ b ɯ̟ᵝ
デベ	d e̞ b e̞
デマ	d e̞ m a̠
デャ	dʲ a̠
デュ	dʲ ɨᵝ
デュオ	dʲ ɨᵝ o̞
デュクシ	dʲ ɨᵝ k ɯ̟ᵝ ɕ i
デュッセルドルフ	dʲ ɨᵝ sː e̞ ɾ ɯ̟ᵝ d o̞ ɾ ɯ̟ᵝ ɸ ɯ̟ᵝ
デュフフ	dʲ ɨᵝ ɸ ɯ̟ᵝ ɸ ɯ̟ᵝ
デュワー	dʲ ɨᵝ ɰᵝ a̠ː
デューテリウム	dʲ ɨᵝː t e̞ ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
デョ	dʲ o̞
デリカシー	d e̞ ɾʲ i k a̠ ɕ iː
デリバティブ	d e̞ ɾʲ i b a̠ tʲ i b ɯ̟ᵝ
デリバリー	d e̞ ɾʲ i b a̠ ɾʲ iː
デリヘル	d e̞ ɾʲ i h e̞ ɾ ɯ̟ᵝ
デリー	d e̞ ɾʲ iː
デルタ	d e̞ ɾ ɯ̟ᵝ t a̠
デント	d ẽ̞ n t o̞
デンバー	d ẽ̞ m b a̠ː
デンパサール	d ẽ̞ m p a̠ s a̠ː ɾ ɯ̟ᵝ
デンマーク	d ẽ̞ mː a̠ː k ɯ̟ᵝ
デンモク	d ẽ̞ mː o̞ k ɯ̟ᵝ
データ	d e̞ː t a̠
データベース	d e̞ː t a̠ b e̞ː s ɨᵝ
デーツ	d e̞ː t͡s ɨ̥ᵝ
デート	d e̞ː t o̞
デーメーテール	d e̞ː m e̞ː t e̞ː ɾ ɯ̟ᵝ
デーモン	d e̞ː m õ̞ ɴ
デーヴァナーガリー	d e̞ː b a̠ n a̠ː ɡ a̠ ɾʲ iː
ト	t o̞
トイトイホー	t o̞ i t o̞ i h o̞ː
トイペ	t o̞ i p e̞
トイレ	t o̞ i ɾ e̞
トイレット	t o̞ i ɾ e̞ t̚ t o̞
トゥ	t ɯ̟ᵝ
トゥクマン	t ɯ̟ᵝ k ɯ̟ᵝ m ã̠ ɴ
トゥッティ	t ɯ̟ᵝ t̚ʲ tʲ i
トゥナイト	t ɯ̟ᵝ n a̠ i t o̞
トゥンク	t ɯ̟̃ᵝ ŋ k ɯ̟ᵝ
トウバンジャン	t o̞ː b ã̠ ɲ̟ d͡ʑ ã̠ ɴ
トカラ	t o̞ k a̠ ɾ a̠
トケラウ	t o̞ k e̞ ɾ a̠ ɯ̟ᵝ
トック	t o̞ k̚ k ɯ̟ᵝ
トッケイ	t o̞ k̚ k e̞ː
トッケビ	t o̞ k̚ k e̞ bʲ i
トッテナム	t o̞ t̚ t e̞ n a̠ m ɯ̟ᵝ
トッピング	t o̞ p̚ʲ pʲ ĩ ŋ ɡ ɯ̟ᵝ
トップ	t o̞ p̚ p ɯ̟ᵝ
トップス	t o̞ p̚ p ɯ̟ᵝ s ɨᵝ
トップバスト	t o̞ p̚ p ɯ̟ᵝ b a̠ s ɨᵝ t o̞
トップレス	t o̞ p̚ p ɯ̟ᵝ ɾ e̞ s ɨᵝ
トッポギ	t o̞ p̚ p o̞ ɡʲ i
トッポッキ	t o̞ p̚ p o̞ k̚ʲ kʲ i
トナカイ	t o̞ n a̠ k a̠ i
トニー	t o̞ ɲ̟ iː
トビリシ	t o̞ bʲ i ɾʲ i ɕ i
トピック	t o̞ pʲ i k̚ k ɯ̟ᵝ
トポロジー	t o̞ p o̞ ɾ o̞ ʑ iː
トマス	t o̞ m a̠ s ɨᵝ
トマト	t o̞ m a̠ t o̞
トマホーク	t o̞ m a̠ h o̞ː k ɯ̟ᵝ
トミー	t o̞ mʲ iː
トムヤムクン	t o̞ m ɯ̟ᵝ j a̠ m ɯ̟ᵝ k ɯ̟̃ᵝ ɴ
トモグラフィー	t o̞ m o̞ ɡ ɯ̟ᵝ ɾ a̠ ɸʲ iː
トライ	t o̞ ɾ a̠ i
トライアスロン	t o̞ ɾ a̠ i a̠ s ɨᵝ ɾ õ̞ ɴ
トライバル	t o̞ ɾ a̠ i b a̠ ɾ ɯ̟ᵝ
トラウマ	t o̞ ɾ a̠ ɯ̟ᵝ m a̠
トラクター	t o̞ ɾ a̠ k ɯ̟̊ᵝ t a̠ː
トラスト	t o̞ ɾ a̠ s ɨ̥ᵝ t o̞
トラッキング	t o̞ ɾ a̠ k̚ʲ kʲ ĩ ŋ ɡ ɯ̟ᵝ
トラック	t o̞ ɾ a̠ k̚ k ɯ̟ᵝ
トラックバック	t o̞ ɾ a̠ k̚ k ɯ̟ᵝ b a̠ k̚ k ɯ̟ᵝ
トラネコ	t o̞ ɾ a̠ n e̞ k o̞
トラフィック	t o̞ ɾ a̠ ɸʲ i k̚ k ɯ̟ᵝ
トラブル	t o̞ ɾ a̠ b ɯ̟ᵝ ɾ ɯ̟ᵝ
トラブルシュータ	t o̞ ɾ a̠ b ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ ɨᵝː t a̠
トラブルシューター	t o̞ ɾ a̠ b ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ ɨᵝː t a̠ː
トラブルシューティング	t o̞ ɾ a̠ b ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ ɨᵝː tʲ ĩ ŋ ɡ ɯ̟ᵝ
トラホーム	t o̞ ɾ a̠ h o̞ː m ɯ̟ᵝ
トラム	t o̞ ɾ a̠ m ɯ̟ᵝ
トランクス	t o̞ ɾ ã̠ ŋ k ɯ̟̊ᵝ s ɨᵝ
トランシーバー	t o̞ ɾ ã̠ ɰ̃ ɕ iː b a̠ː
トランジスタ	t o̞ ɾ ã̠ ɲ̟ d͡ʑ i s ɨ̥ᵝ t a̠
トランジスター	t o̞ ɾ ã̠ ɲ̟ d͡ʑ i s ɨ̥ᵝ t a̠ː
トランス	t o̞ ɾ ã̠ ɰ̃ s ɨᵝ
トランスジェンダー	t o̞ ɾ ã̠ ɰ̃ s ɨᵝ ʑ ẽ̞ n d a̠ː
トランスセクシャル	t o̞ ɾ ã̠ ɰ̃ s ɨᵝ s e̞ k ɯ̟ᵝ ɕ a̠ ɾ ɯ̟ᵝ
トランスミッタ	t o̞ ɾ ã̠ ɰ̃ s ɨᵝ mʲ i t̚ t a̠
トランスミッター	t o̞ ɾ ã̠ ɰ̃ s ɨᵝ mʲ i t̚ t a̠ː
トランスモダン	t o̞ ɾ ã̠ ɰ̃ s ɨᵝ m o̞ d ã̠ ɴ
トランピズム	t o̞ ɾ ã̠ m pʲ i z ɨᵝ m ɯ̟ᵝ
トランプ	t o̞ ɾ ã̠ m p ɯ̟ᵝ
トランプゲーム	t o̞ ɾ ã̠ m p ɯ̟ᵝ ɡ e̞ː m ɯ̟ᵝ
トランペット	t o̞ ɾ ã̠ m p e̞ t̚ t o̞
トランポリン	t o̞ ɾ ã̠ m p o̞ ɾʲ ĩ ɴ
トリウム	t o̞ ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
トリガー	t o̞ ɾʲ i ɡ a̠ː
トリコット	t o̞ ɾʲ i k o̞ t̚ t o̞
トリチウム	t o̞ ɾʲ i t͡ɕ i ɯ̟ᵝ m ɯ̟ᵝ
トリック	t o̞ ɾʲ i k̚ k ɯ̟ᵝ
トリップ	t o̞ ɾʲ i p̚ p ɯ̟ᵝ
トリニトロトルエン	t o̞ ɾʲ i ɲ̟ i t o̞ ɾ o̞ t o̞ ɾ ɯ̟ᵝ ẽ̞ ɴ
トリプトファン	t o̞ ɾʲ i p ɯ̟ᵝ t o̞ ɸ ã̠ ɴ
トリポリ	t o̞ ɾʲ i p o̞ ɾʲ i
トリヤッチ	t o̞ ɾʲ i j a̠ t̚ t͡ɕ i
トリル	t o̞ ɾʲ i ɾ ɯ̟ᵝ
トルエン	t o̞ ɾ ɯ̟ᵝ ẽ̞ ɴ
トルク	t o̞ ɾ ɯ̟ᵝ k ɯ̟ᵝ
トルクメニスタン	t o̞ ɾ ɯ̟ᵝ k ɯ̟ᵝ m e̞ ɲ̟ i s ɨᵝ t ã̠ ɴ
トルティーヤ	t o̞ ɾ ɯ̟ᵝ tʲ iː j a̠
トルテッローニ	t o̞ ɾ ɯ̟ᵝ t e̞ ɾ̚ ɾ o̞ː ɲ̟ i
トルテリーニ	t o̞ ɾ ɯ̟ᵝ t e̞ ɾʲ iː ɲ̟ i
トルネード	t o̞ ɾ ɯ̟ᵝ n e̞ː d o̞
トレイ	t o̞ ɾ e̞ː
トレオニン	t o̞ ɾ e̞ o̞ ɲ̟ ĩ ɴ
トレカ	t o̞ ɾ e̞ k a̠
トレス	t o̞ ɾ e̞ s ɨᵝ
トレパク	t o̞ ɾ e̞ p a̠ k ɯ̟ᵝ
トレパン	t o̞ ɾ e̞ p ã̠ ɴ
トレブル	t o̞ ɾ e̞ b ɯ̟ᵝ ɾ ɯ̟ᵝ
トレマ	t o̞ ɾ e̞ m a̠
トレモロ	t o̞ ɾ e̞ m o̞ ɾ o̞
トレンチ	t o̞ ɾ ẽ̞ ɲ̟ t͡ɕ i
トレント	t o̞ ɾ ẽ̞ n t o̞
トレンド	t o̞ ɾ ẽ̞ n d o̞
トレー	t o̞ ɾ e̞ː
トレース	t o̞ ɾ e̞ː s ɨᵝ
トレーナー	t o̞ ɾ e̞ː n a̠ː
トレーニング	t o̞ ɾ e̞ː ɲ̟ ĩ ŋ ɡ ɯ̟ᵝ
トレーラー	t o̞ ɾ e̞ː ɾ a̠ː
トロイメライ	t o̞ ɾ o̞ i m e̞ ɾ a̠ i
トロッコ	t o̞ ɾ o̞ k̚ k o̞
トロット	t o̞ ɾ o̞ t̚ t o̞
トロピリウム	t o̞ ɾ o̞ pʲ i ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
トロフィー	t o̞ ɾ o̞ ɸʲ iː
トロリー	t o̞ ɾ o̞ ɾʲ iː
トロリーバス	t o̞ ɾ o̞ ɾʲ iː b a̠ s ɨᵝ
トロント	t o̞ ɾ õ̞ n t o̞
トロンボーン	t o̞ ɾ õ̞ m b õ̞ː ɴ
トンカツ	t õ̞ ŋ k a̠ t͡s ɨ̥ᵝ
トング	t õ̞ ŋ ɡ ɯ̟ᵝ
トンスル	t õ̞ ɰ̃ s ɨᵝ ɾ ɯ̟ᵝ
トンデモ	t õ̞ n d e̞ m o̞
トンネ	t õ̞ nː e̞
トンネル	t õ̞ nː e̞ ɾ ɯ̟ᵝ
トンファー	t õ̞ ɰ̃ ɸ a̠ː
トンプソン	t õ̞ m p ɯ̟ᵝ s õ̞ ɴ
トンペー	t õ̞ m p e̞ː
トーキー	t o̞ː kʲ iː
トーク	t o̞ː k ɯ̟ᵝ
トークン	t o̞ː k ɯ̟̃ᵝ ɴ
トーゴ	t o̞ː ɡ o̞
トースカン	t o̞ː s ɨᵝ k ã̠ ɴ
トースター	t o̞ː s ɨ̥ᵝ t a̠ː
トースト	t o̞ː s ɨ̥ᵝ t o̞
トータル	t o̞ː t a̠ ɾ ɯ̟ᵝ
トーチ	t o̞ː t͡ɕ i
トーテム	t o̞ː t e̞ m ɯ̟ᵝ
トート	t o̞ː t o̞
トートバッグ	t o̞ː t o̞ b a̠ ɡ̚ ɡ̊ ɯ̟ᵝ
トーナメント	t o̞ː n a̠ m ẽ̞ n t o̞
ド	d o̞
ドア	d o̞ a̠
ドアスコープ	d o̞ a̠ s ɨᵝ k o̞ː p ɯ̟ᵝ
ドイツ	d o̞ i t͡s ɨᵝ
ドゥ	d ɯ̟ᵝ
ドゥランゴ	d ɯ̟ᵝ ɾ ã̠ ŋ ɡ o̞
ドゥーワップ	d ɯ̟ᵝː ɰᵝ a̠ p̚ p ɯ̟ᵝ
ドエス	d o̞ e̞ s ɨᵝ
ドエム	d o̞ e̞ m ɯ̟ᵝ
ドキュメンタリー	d o̞ kʲ ɨᵝ m ẽ̞ n t a̠ ɾʲ iː
ドキュメント	d o̞ kʲ ɨᵝ m ẽ̞ n t o̞
ドキュモ	d o̞ kʲ ɨᵝ m o̞
ドキュン	d o̞ kʲ ɨ̃ᵝ ɴ
ドギーバッグ	d o̞ ɡʲ iː b a̠ ɡ̚ ɡ̊ ɯ̟ᵝ
ドクター	d o̞ k ɯ̟ᵝ t a̠ː
ドクト	d o̞ k ɯ̟ᵝ t o̞
ドクトル	d o̞ k ɯ̟ᵝ t o̞ ɾ ɯ̟ᵝ
ドザ	d o̞ z a̠
ドジ	d o̞ ʑ i
ドタキャン	d o̞ t a̠ kʲ ã̠ ɴ
ドック	d o̞ k̚ k ɯ̟ᵝ
ドッグイア	d o̞ ɡ̚ ɡ̊ ɯ̟ᵝ i a̠
ドッグイヤー	d o̞ ɡ̚ ɡ̊ ɯ̟ᵝ i j a̠ː
ドッジボール	d o̞ d̚ d͡ʑ i b o̞ː ɾ ɯ̟ᵝ
ドッチボール	d o̞ t̚ t͡ɕ i b o̞ː ɾ ɯ̟ᵝ
ドッペルゲンガー	d o̞ p̚ p e̞ ɾ ɯ̟ᵝ ɡ ẽ̞ ŋ ɡ a̠ː
ドドマ	d o̞ d o̞ m a̠
ドナルド	d o̞ n a̠ ɾ ɯ̟ᵝ d o̞
ドナー	d o̞ n a̠ː
ドニプロ	d o̞ ɲ̟ i p ɯ̟ᵝ ɾ o̞
ドバイ	d o̞ b a̠ i
ドビュッシー	d o̞ bʲ ɨᵝ ɕː iː
ドブニウム	d o̞ b ɯ̟ᵝ ɲ̟ i ɯ̟ᵝ m ɯ̟ᵝ
ドミノ	d o̞ mʲ i n o̞
ドラァグ	d o̞ ɾ a̠ː ɡ ɯ̟ᵝ
ドライアイス	d o̞ ɾ a̠ i a̠ i s ɨᵝ
ドライアド	d o̞ ɾ a̠ i a̠ d o̞
ドライクリーニング	d o̞ ɾ a̠ i k ɯ̟ᵝ ɾʲ iː ɲ̟ ĩ ŋ ɡ ɯ̟ᵝ
ドライバ	d o̞ ɾ a̠ i b a̠
ドライバー	d o̞ ɾ a̠ i b a̠ː
ドライブ	d o̞ ɾ a̠ i b ɯ̟ᵝ
ドライブイン	d o̞ ɾ a̠ i b ɯ̟ᵝ ĩ ɴ
ドライブスルー	d o̞ ɾ a̠ i b ɯ̟ᵝ s ɨᵝ ɾ ɯ̟ᵝː
ドライヤー	d o̞ ɾ a̠ i j a̠ː
ドラキュラ	d o̞ ɾ a̠ kʲ ɨᵝ ɾ a̠
ドラグ	d o̞ ɾ a̠ ɡ ɯ̟ᵝ
ドラグーン	d o̞ ɾ a̠ ɡ ɯ̟̃ᵝː ɴ
ドラゴン	d o̞ ɾ a̠ ɡ õ̞ ɴ
ドラッグ	d o̞ ɾ a̠ ɡ̚ ɡ̊ ɯ̟ᵝ
ドラマ	d o̞ ɾ a̠ m a̠
ドラマティック	d o̞ ɾ a̠ m a̠ tʲ i k̚ k ɯ̟ᵝ
ドラマー	d o̞ ɾ a̠ m a̠ː
ドラム	d o̞ ɾ a̠ m ɯ̟ᵝ
ドラムスティック	d o̞ ɾ a̠ m ɯ̟ᵝ s ɨᵝ tʲ i k̚ k ɯ̟ᵝ
ドラムセット	d o̞ ɾ a̠ m ɯ̟ᵝ s e̞ t̚ t o̞
ドラレコ	d o̞ ɾ a̠ ɾ e̞ k o̞
ドランゴ	d o̞ ɾ ã̠ ŋ ɡ o̞
ドリアン	d o̞ ɾʲ i ã̠ ɴ
ドリアード	d o̞ ɾʲ i a̠ː d o̞
ドリップコーヒー	d o̞ ɾʲ i p̚ p ɯ̟ᵝ k o̞ː ç iː
ドリュアス	d o̞ ɾʲ ɨᵝ a̠ s ɨᵝ
ドリル	d o̞ ɾʲ i ɾ ɯ̟ᵝ
ドリンク	d o̞ ɾʲ ĩ ŋ k ɯ̟ᵝ
ドリーム	d o̞ ɾʲ iː m ɯ̟ᵝ
ドル	d o̞ ɾ ɯ̟ᵝ
ドルオタ	d o̞ ɾ ɯ̟ᵝ o̞ t a̠
ドレイン	d o̞ ɾ ẽ̞ː ɴ
ドレス	d o̞ ɾ e̞ s ɨᵝ
ドレスコード	d o̞ ɾ e̞ s ɨᵝ k o̞ː d o̞
ドレスメーカー	d o̞ ɾ e̞ s ɨᵝ m e̞ː k a̠ː
ドレスメーキング	d o̞ ɾ e̞ s ɨᵝ m e̞ː kʲ ĩ ŋ ɡ ɯ̟ᵝ
ドレッシング	d o̞ ɾ e̞ ɕː ĩ ŋ ɡ ɯ̟ᵝ
ドレッジング	d o̞ ɾ e̞ d̚ d͡ʑ ĩ ŋ ɡ ɯ̟ᵝ
ドロー	d o̞ ɾ o̞ː
ドローン	d o̞ ɾ õ̞ː ɴ
ドワーフ	d o̞ ɰᵝ a̠ː ɸ ɯ̟ᵝ
ドン	d õ̞ ɴ
ドンペリ	d õ̞ m p e̞ ɾʲ i
ドードー	d o̞ː d o̞ː
ドーナツ	d o̞ː n a̠ t͡s ɨᵝ
ドーハ	d o̞ː h a̠
ドーパミン	d o̞ː p a̠ mʲ ĩ ɴ
ドーピング	d o̞ː pʲ ĩ ŋ ɡ ɯ̟ᵝ
ドーム	d o̞ː m ɯ̟ᵝ
ドーラン	d o̞ː ɾ ã̠ ɴ
ドール	d o̞ː ɾ ɯ̟ᵝ
ナ	n a̠
ナイジェリア	n a̠ i ʑ e̞ ɾʲ i a̠
ナイス	n a̠ i s ɨᵝ
ナイスキー	n a̠ i s ɨᵝ kʲ iː
ナイスパ	n a̠ i s ɨᵝ p a̠
ナイズ	n a̠ i z ɨᵝ
ナイター	n a̠ i t a̠ː
ナイチンゲール	n a̠ i t͡ɕ ĩ ŋ ɡ e̞ː ɾ ɯ̟ᵝ
ナイト	n a̠ i t o̞
ナイトクラブ	n a̠ i t o̞ k ɯ̟ᵝ ɾ a̠ b ɯ̟ᵝ
ナイトスタンド	n a̠ i t o̞ s ɨᵝ t ã̠ n d o̞
ナイトテーブル	n a̠ i t o̞ t e̞ː b ɯ̟ᵝ ɾ ɯ̟ᵝ
ナイフ	n a̠ i ɸ ɯ̟ᵝ
ナイロビ	n a̠ i ɾ o̞ bʲ i
ナイロン	n a̠ i ɾ õ̞ ɴ
ナイン	n a̠ ĩ ɴ
ナイーブ	n a̠ iː b ɯ̟ᵝ
ナウ	n a̠ ɯ̟ᵝ
ナガサキ	n a̠ ɡ a̠ s a̠ kʲ i
ナゲット	n a̠ ɡ e̞ t̚ t o̞
ナサ	n a̠ s a̠
ナシビル	n a̠ ɕ i bʲ i ɾ ɯ̟ᵝ
ナショナリズム	n a̠ ɕ o̞ n a̠ ɾʲ i z ɨᵝ m ɯ̟ᵝ
ナショナルフットボールリーグ	n a̠ ɕ o̞ n a̠ ɾ ɯ̟ᵝ ɸ ɯ̟ᵝ t̚ t o̞ b o̞ː ɾ ɯ̟ᵝ ɾʲ iː ɡ ɯ̟ᵝ
ナセリー	n a̠ s e̞ ɾʲ iː
ナタナエル	n a̠ t a̠ n a̠ e̞ ɾ ɯ̟ᵝ
ナタン	n a̠ t ã̠ ɴ
ナターシャ	n a̠ t a̠ː ɕ a̠
ナチ	n a̠ t͡ɕ i
ナチス	n a̠ t͡ɕ i s ɨᵝ
ナチズム	n a̠ t͡ɕ i z ɨᵝ m ɯ̟ᵝ
ナチュラル	n a̠ t͡ɕ ɨᵝ ɾ a̠ ɾ ɯ̟ᵝ
ナッソー	n a̠ sː o̞ː
ナット	n a̠ t̚ t o̞
ナトリウム	n a̠ t o̞ ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
ナトロン	n a̠ t o̞ ɾ õ̞ ɴ
ナトー	n a̠ t o̞ː
ナニ	n a̠ ɲ̟ i
ナノセカンド	n a̠ n o̞ s e̞ k ã̠ n d o̞
ナノテクノロジー	n a̠ n o̞ t e̞ k ɯ̟ᵝ n o̞ ɾ o̞ ʑ iː
ナビ	n a̠ bʲ i
ナビゲーター	n a̠ bʲ i ɡ e̞ː t a̠ː
ナフサ	n a̠ ɸ ɯ̟̊ᵝ s a̠
ナフタリン	n a̠ ɸ ɯ̟ᵝ t a̠ ɾʲ ĩ ɴ
ナフタレン	n a̠ ɸ ɯ̟ᵝ t a̠ ɾ ẽ̞ ɴ
ナフチリジン	n a̠ ɸ ɯ̟ᵝ t͡ɕ i ɾʲ i ʑ ĩ ɴ
ナプキン	n a̠ p ɯ̟̊ᵝ kʲ ĩ ɴ
ナベシャツ	n a̠ b e̞ ɕ a̠ t͡s ɨᵝ
ナポリ	n a̠ p o̞ ɾʲ i
ナポリタン	n a̠ p o̞ ɾʲ i t ã̠ ɴ
ナマポ	n a̠ m a̠ p o̞
ナミビア	n a̠ mʲ i bʲ i a̠
ナムル	n a̠ m ɯ̟ᵝ ɾ ɯ̟ᵝ
ナルキッソス	n a̠ ɾ ɯ̟ᵝ kʲ i sː o̞ s ɨᵝ
ナルシシスト	n a̠ ɾ ɯ̟ᵝ ɕ i ɕ i s ɨ̥ᵝ t o̞
ナルシシズム	n a̠ ɾ ɯ̟ᵝ ɕ i̥ ɕ i z ɨᵝ m ɯ̟ᵝ
ナルシスト	n a̠ ɾ ɯ̟ᵝ ɕ i̥ s ɨ̥ᵝ t o̞
ナレッジ	n a̠ ɾ e̞ d̚ d͡ʑ i
ナレーター	n a̠ ɾ e̞ː t a̠ː
ナワリヌイ	n a̠ ɰᵝ a̠ ɾʲ i n ɯ̟ᵝ i
ナングアズ	n ã̠ ŋ ɡ ɯ̟ᵝ a̠ z ɨᵝ
ナンセンス	n ã̠ ɰ̃ s ẽ̞ ɰ̃ s ɨᵝ
ナンバリング	n ã̠ m b a̠ ɾʲ ĩ ŋ ɡ ɯ̟ᵝ
ナンパ	n ã̠ m p a̠
ナンプラー	n ã̠ m p ɯ̟ᵝ ɾ a̠ː
ナンプレ	n ã̠ m p ɯ̟ᵝ ɾ e̞
ナース	n a̠ː s ɨᵝ
ナーフ	n a̠ː ɸ ɯ̟ᵝ
ナーロッパ	n a̠ː ɾ o̞ p̚ p a̠
ニ	ɲ̟ i
ニアピン	ɲ̟ i a̠ pʲ ĩ ɴ
ニイニイゼミ	ɲ̟ iː ɲ̟ iː z e̞ mʲ i
ニイハオ	ɲ̟ iː h a̠ o̞
ニェ	ɲ̟ e̞
ニエロ	ɲ̟ i e̞ ɾ o̞
ニオブ	ɲ̟ i o̞ b ɯ̟ᵝ
ニオベー	ɲ̟ i o̞ b e̞ː
ニガクリタケ	ɲ̟ i ɡ a̠ k ɯ̟ᵝ ɾʲ i t a̠ k e̞
ニガナ	ɲ̟ i ɡ a̠ n a̠
ニキ	ɲ̟ i kʲ i
ニグロ	ɲ̟ i ɡ ɯ̟ᵝ ɾ o̞
ニコシア	ɲ̟ i k o̞ ɕ i a̠
ニコチン	ɲ̟ i k o̞ t͡ɕ ĩ ɴ
ニコラス	ɲ̟ i k o̞ ɾ a̠ s ɨᵝ
ニジェール	ɲ̟ i ʑ e̞ː ɾ ɯ̟ᵝ
ニダ	ɲ̟ i d a̠
ニックネーム	ɲ̟ i k̚ k ɯ̟ᵝ n e̞ː m ɯ̟ᵝ
ニッケル	ɲ̟ i k̚ k e̞ ɾ ɯ̟ᵝ
ニッチ	ɲ̟ i t̚ t͡ɕ i
ニッパー	ɲ̟ i p̚ p a̠ː
ニトリル	ɲ̟ i t o̞ ɾʲ i ɾ ɯ̟ᵝ
ニトログリセリン	ɲ̟ i t o̞ ɾ o̞ ɡ ɯ̟ᵝ ɾʲ i s e̞ ɾʲ ĩ ɴ
ニヒリスティック	ɲ̟ i ç i ɾʲ i s ɨᵝ tʲ i k̚ k ɯ̟ᵝ
ニヒリズム	ɲ̟ i ç i ɾʲ i z ɨᵝ m ɯ̟ᵝ
ニホニウム	ɲ̟ i h o̞ ɲ̟ i ɯ̟ᵝ m ɯ̟ᵝ
ニャ	ɲ̟ a̠
ニヤリスト	ɲ̟ i j a̠ ɾʲ i s ɨᵝ t o̞
ニュ	ɲ̟ ɯ̟ᵝ
ニュアンス	ɲ̟ ɯ̟ᵝ ã̠ ɰ̃ s ɨᵝ
ニュルンベルク	ɲ̟ ɯ̟ᵝ ɾ ɯ̟̃ᵝ m b e̞ ɾ ɯ̟ᵝ k ɯ̟ᵝ
ニュー	ɲ̟ ɯ̟ᵝː
ニューカマー	ɲ̟ ɯ̟ᵝː k a̠ m a̠ː
ニュース	ɲ̟ ɯ̟ᵝː s ɨᵝ
ニュースキャスター	ɲ̟ ɯ̟ᵝː s ɨ̥ᵝ kʲ a̠ s ɨ̥ᵝ t a̠ː
ニュースデスク	ɲ̟ ɯ̟ᵝː s ɨᵝ d e̞ s ɨᵝ k ɯ̟ᵝ
ニュースフラッシュ	ɲ̟ ɯ̟ᵝː s ɨᵝ ɸ ɯ̟ᵝ ɾ a̠ ɕː ɯ̟ᵝ
ニュースルーム	ɲ̟ ɯ̟ᵝː s ɨᵝ ɾ ɯ̟ᵝː m ɯ̟ᵝ
ニューチャン	ɲ̟ ɯ̟ᵝː t͡ɕ ã̠ ɴ
