AFI	a f i
martirizar	m a ɾ t̪ i ɾ i θ a ɾ
martirologio	m a ɾ t̪ i ɾ o l o x j o
martín	m a ɾ t̪ ĩ n
marucho	m a ɾ u t͡ʃ o
maruga	m a ɾ u ɣ̞ a
marujear	m a ɾ u x e a ɾ
marujeo	m a ɾ u x e o
marula	m a ɾ u l a
marullo	m a ɾ u ʝ o
marxiano	m a ɾ ɣ̞ s j a n o
marxismo	m a ɾ ɣ̞ s i z m o
marxista	m a ɾ ɣ̞ s i s t̪ a
marzo	m a ɾ θ o
maría	m a ɾ i a
mas	m a s
masa	m a s a
masachusetano	m a s a t͡ʃ u s e t̪ a n o
masacrada	m a s a k ɾ a ð̞ a
masacradas	m a s a k ɾ a ð̞ a s
masacrado	m a s a k ɾ a ð̞ o
masacrados	m a s a k ɾ a ð̞ o s
masacrar	m a s a k ɾ a ɾ
masacre	m a s a k ɾ e
masada	m a s a ð̞ a
masadas	m a s a ð̞ a s
masado	m a s a ð̞ o
masados	m a s a ð̞ o s
masaje	m a s a x e
masajeada	m a s a x e a ð̞ a
masajeadas	m a s a x e a ð̞ a s
masajeado	m a s a x e a ð̞ o
masajeador	m a s a x e a ð̞ o ɾ
masajeados	m a s a x e a ð̞ o s
masajear	m a s a x e a ɾ
masajista	m a s a x i s t̪ a
masar	m a s a ɾ
masas	m a s a s
mascada	m a s k a ð̞ a
mascadas	m a s k a ð̞ a s
mascado	m a s k a ð̞ o
mascados	m a s k a ð̞ o s
mascamos	m a s k a m o s
mascando	m a s k ã n̪ d̪ o
mascar	m a s k a ɾ
mascarada	m a s k a ɾ a ð̞ a
mascaradas	m a s k a ɾ a ð̞ a s
mascarilla	m a s k a ɾ i ʝ a
mascarita	m a s k a ɾ i t̪ a
mascaron	m a s k a ɾ õ n
mascarpone	m a s k a ɾ p o n e
mascarón	m a s k a ɾ õ n
mascletá	m a s k l e t̪ a
mascné	m a z ɣ̞ n e
mascota	m a s k o t̪ a
mascotita	m a s k o t̪ i t̪ a
mascujada	m a s k u x a ð̞ a
mascujadas	m a s k u x a ð̞ a s
mascujado	m a s k u x a ð̞ o
mascujados	m a s k u x a ð̞ o s
mascujar	m a s k u x a ɾ
masculina	m a s k u l i n a
masculinas	m a s k u l i n a s
masculinidad	m a s k u l i n i ð̞ a ð̞
masculinismo	m a s k u l i n i z m o
masculinista	m a s k u l i n i s t̪ a
masculinizada	m a s k u l i n i θ a ð̞ a
masculinizadas	m a s k u l i n i θ a ð̞ a s
masculinizado	m a s k u l i n i θ a ð̞ o
masculinizados	m a s k u l i n i θ a ð̞ o s
masculino	m a s k u l i n o
masculinos	m a s k u l i n o s
mascullada	m a s k u ʝ a ð̞ a
masculladas	m a s k u ʝ a ð̞ a s
mascullado	m a s k u ʝ a ð̞ o
mascullados	m a s k u ʝ a ð̞ o s
mascullar	m a s k u ʝ a ɾ
mascá	m a s k a
mashina	m a ʃ i n a
masificación	m a s i f i k a θ j õ n
masificar	m a s i f i k a ɾ
masilla	m a s i ʝ a
masiva	m a s i β̞ a
masivas	m a s i β̞ a s
masividad	m a s i β̞ i ð̞ a ð̞
masivo	m a s i β̞ o
masivos	m a s i β̞ o s
masnavi	m a z n a β̞ i
maso	m a s o
masona	m a s o n a
masonas	m a s o n a s
masonería	m a s o n e ɾ i a
masones	m a s o n e s
masoquismo	m a s o k i z m o
masoquista	m a s o k i s t̪ a
masoquistas	m a s o k i s t̪ a s
masorético	m a s o ɾ e t̪ i k o
mastectomía	m a s t̪ e ɣ̞ t̪ o m i a
mastelero	m a s t̪ e l e ɾ o
masticable	m a s t̪ i k a β̞ l e
masticación	m a s t̪ i k a θ j õ n
masticada	m a s t̪ i k a ð̞ a
masticadas	m a s t̪ i k a ð̞ a s
masticado	m a s t̪ i k a ð̞ o
masticador	m a s t̪ i k a ð̞ o ɾ
masticados	m a s t̪ i k a ð̞ o s
masticar	m a s t̪ i k a ɾ
masticatorio	m a s t̪ i k a t̪ o ɾ j o
mastitis	m a s t̪ i t̪ i s
mastodonte	m a s t̪ o ð̞ õ n̪ t̪ e
mastoideo	m a s t̪ o i̯ ð̞ e o
mastoides	m a s t̪ o i̯ ð̞ e s
mastopexia	m a s t̪ o p e ɣ̞ s j a
mastozoológica	m a s t̪ o θ o o l o x i k a
mastozoológicas	m a s t̪ o θ o o l o x i k a s
mastozoológico	m a s t̪ o θ o o l o x i k o
mastozoológicos	m a s t̪ o θ o o l o x i k o s
mastozoólogo	m a s t̪ o θ o o l o ɣ̞ o
mastranzo	m a s t̪ ɾ ã n̟ θ o
mastuerzo	m a s t̪ w e ɾ θ o
masturba	m a s t̪ u ɾ β̞ a
masturbaciones	m a s t̪ u ɾ β̞ a θ j o n e s
masturbación	m a s t̪ u ɾ β̞ a θ j õ n
masturbada	m a s t̪ u ɾ β̞ a ð̞ a
masturbadas	m a s t̪ u ɾ β̞ a ð̞ a s
masturbado	m a s t̪ u ɾ β̞ a ð̞ o
masturbador	m a s t̪ u ɾ β̞ a ð̞ o ɾ
masturbadora	m a s t̪ u ɾ β̞ a ð̞ o ɾ a
masturbados	m a s t̪ u ɾ β̞ a ð̞ o s
masturbamos	m a s t̪ u ɾ β̞ a m o s
masturbando	m a s t̪ u ɾ β̞ ã n̪ d̪ o
masturbar	m a s t̪ u ɾ β̞ a ɾ
masturbarse	m a s t̪ u ɾ β̞ a ɾ s e
masturbas	m a s t̪ u ɾ β̞ a s
masturbatorio	m a s t̪ u ɾ β̞ a t̪ o ɾ j o
mastín	m a s t̪ ĩ n
mastóloga	m a s t̪ o l o ɣ̞ a
masuda	m a s u ð̞ a
masudas	m a s u ð̞ a s
masudo	m a s u ð̞ o
masudos	m a s u ð̞ o s
masía	m a s i a
masón	m a s õ n
masónica	m a s o n i k a
masónicas	m a s o n i k a s
masónico	m a s o n i k o
masónicos	m a s o n i k o s
mat	m a t̪
mata	m a t̪ a
mataburros	m a t̪ a β̞ u r o s
matacandelas	m a t̪ a k ã n̪ d̪ e l a s
matachispas	m a t̪ a t͡ʃ i s p a s
matachín	m a t̪ a t͡ʃ ĩ n
matacán	m a t̪ a k ã n
matada	m a t̪ a ð̞ a
matadas	m a t̪ a ð̞ a s
matadero	m a t̪ a ð̞ e ɾ o
matado	m a t̪ a ð̞ o
matador	m a t̪ a ð̞ o ɾ
matadora	m a t̪ a ð̞ o ɾ a
matados	m a t̪ a ð̞ o s
matadura	m a t̪ a ð̞ u ɾ a
matagalpa	m a t̪ a ɣ̞ a l p a
matalahúga	m a t̪ a l a u ɣ̞ a
matalahúva	m a t̪ a l a u β̞ a
matambrito	m a t̪ ã m b ɾ i t̪ o
matamos	m a t̪ a m o s
matan	m a t̪ ã n
matando	m a t̪ ã n̪ d̪ o
matanza	m a t̪ ã n̟ θ a
mataojos	m a t̪ a o x o s
matar	m a t̪ a ɾ
matara	m a t̪ a ɾ a
mataras	m a t̪ a ɾ a s
matareis	m a t̪ a ɾ e i̯ s
mataremos	m a t̪ a ɾ e m o s
matares	m a t̪ a ɾ e s
matarife	m a t̪ a ɾ i f e
matarratas	m a t̪ a r a t̪ a s
matará	m a t̪ a ɾ a
matarás	m a t̪ a ɾ a s
mataríamos	m a t̪ a ɾ i a m o s
matas	m a t̪ a s
matasano	m a t̪ a s a n o
matasanos	m a t̪ a s a n o s
matasellada	m a t̪ a s e ʝ a ð̞ a
mataselladas	m a t̪ a s e ʝ a ð̞ a s
matasellado	m a t̪ a s e ʝ a ð̞ o
matasellados	m a t̪ a s e ʝ a ð̞ o s
matasellar	m a t̪ a s e ʝ a ɾ
matasellos	m a t̪ a s e ʝ o s
mataste	m a t̪ a s t̪ e
matatenas	m a t̪ a t̪ e n a s
match	m a t͡ʃ
mate	m a t̪ e
matea	m a t̪ e a
mateada	m a t̪ e a ð̞ a
mateadas	m a t̪ e a ð̞ a s
mateado	m a t̪ e a ð̞ o
mateados	m a t̪ e a ð̞ o s
matecito	m a t̪ e θ i t̪ o
matematización	m a t̪ e m a t̪ i θ a θ j õ n
matemos	m a t̪ e m o s
matemática	m a t̪ e m a t̪ i k a
matemáticas	m a t̪ e m a t̪ i k a s
matemático	m a t̪ e m a t̪ i k o
mateo	m a t̪ e o
materia	m a t̪ e ɾ j a
material	m a t̪ e ɾ j a l
materialidad	m a t̪ e ɾ j a l i ð̞ a ð̞
materialismo	m a t̪ e ɾ j a l i z m o
materialistas	m a t̪ e ɾ j a l i s t̪ a s
materialización	m a t̪ e ɾ j a l i θ a θ j õ n
materializada	m a t̪ e ɾ j a l i θ a ð̞ a
materializadas	m a t̪ e ɾ j a l i θ a ð̞ a s
materializado	m a t̪ e ɾ j a l i θ a ð̞ o
materializados	m a t̪ e ɾ j a l i θ a ð̞ o s
materializar	m a t̪ e ɾ j a l i θ a ɾ
materna	m a t̪ e ɾ n a
maternal	m a t̪ e ɾ n a l
maternas	m a t̪ e ɾ n a s
maternidad	m a t̪ e ɾ n i ð̞ a ð̞
materno	m a t̪ e ɾ n o
maternos	m a t̪ e ɾ n o s
mates	m a t̪ e s
mateína	m a t̪ e i n a
matices	m a t̪ i θ e s
matico	m a t̪ i k o
matidez	m a t̪ i ð̞ e θ
matificante	m a t̪ i f i k ã n̪ t̪ e
matino	m a t̪ i n o
matiné	m a t̪ i n e
matiz	m a t̪ i θ
matización	m a t̪ i θ a θ j õ n
matizada	m a t̪ i θ a ð̞ a
matizadas	m a t̪ i θ a ð̞ a s
matizado	m a t̪ i θ a ð̞ o
matizados	m a t̪ i θ a ð̞ o s
matizar	m a t̪ i θ a ɾ
matlazinca	m a t̪ l a θ ĩ ŋ k a
mato	m a t̪ o
matojo	m a t̪ o x o
matona	m a t̪ o n a
matoneada	m a t̪ o n e a ð̞ a
matoneadas	m a t̪ o n e a ð̞ a s
matoneado	m a t̪ o n e a ð̞ o
matoneados	m a t̪ o n e a ð̞ o s
matonear	m a t̪ o n e a ɾ
matonería	m a t̪ o n e ɾ i a
matonismo	m a t̪ o n i z m o
matorral	m a t̪ o r a l
matorralero	m a t̪ o r a l e ɾ o
matorrales	m a t̪ o r a l e s
matoso	m a t̪ o s o
matraca	m a t̪ ɾ a k a
matraquear	m a t̪ ɾ a k e a ɾ
matraquearlo	m a t̪ ɾ a k e a ɾ l o
matraqueo	m a t̪ ɾ a k e o
matraquero	m a t̪ ɾ a k e ɾ o
matraz	m a t̪ ɾ a θ
matriarca	m a t̪ ɾ j a ɾ k a
matriarcado	m a t̪ ɾ j a ɾ k a ð̞ o
matriarcal	m a t̪ ɾ j a ɾ k a l
matriarcales	m a t̪ ɾ j a ɾ k a l e s
matriarcas	m a t̪ ɾ j a ɾ k a s
matriculación	m a t̪ ɾ i k u l a θ j õ n
matriculada	m a t̪ ɾ i k u l a ð̞ a
matriculadas	m a t̪ ɾ i k u l a ð̞ a s
matriculado	m a t̪ ɾ i k u l a ð̞ o
matriculados	m a t̪ ɾ i k u l a ð̞ o s
matriculamos	m a t̪ ɾ i k u l a m o s
matricular	m a t̪ ɾ i k u l a ɾ
matrifagia	m a t̪ ɾ i f a x j a
matrifocal	m a t̪ ɾ i f o k a l
matrilateral	m a t̪ ɾ i l a t̪ e ɾ a l
matrilineal	m a t̪ ɾ i l i n e a l
matrilocal	m a t̪ ɾ i l o k a l
matrilocalidad	m a t̪ ɾ i l o k a l i ð̞ a ð̞
matrimonial	m a t̪ ɾ i m o n j a l
matrimonialmente	m a t̪ ɾ i m o n j a l m ẽ n̪ t̪ e
matrimoniar	m a t̪ ɾ i m o n j a ɾ
matrimonio	m a t̪ ɾ i m o n j o
matritense	m a t̪ ɾ i t̪ ẽ n s e
matriz	m a t̪ ɾ i θ
matrona	m a t̪ ɾ o n a
matrícula	m a t̪ ɾ i k u l a
matula	m a t̪ u l a
matutina	m a t̪ u t̪ i n a
matutinas	m a t̪ u t̪ i n a s
matutino	m a t̪ u t̪ i n o
matutinos	m a t̪ u t̪ i n o s
matáramos	m a t̪ a ɾ a m o s
matón	m a t̪ õ n
maullada	m a u̯ ʝ a ð̞ a
maulladas	m a u̯ ʝ a ð̞ a s
maullado	m a u̯ ʝ a ð̞ o
maullados	m a u̯ ʝ a ð̞ o s
maullar	m a u̯ ʝ a ɾ
maullido	m a u̯ ʝ i ð̞ o
mauriciano	m a u̯ ɾ i θ j a n o
maurismo	m a u̯ ɾ i z m o
maurista	m a u̯ ɾ i s t̪ a
mauritana	m a u̯ ɾ i t̪ a n a
mauritanas	m a u̯ ɾ i t̪ a n a s
mauritano	m a u̯ ɾ i t̪ a n o
mauritanos	m a u̯ ɾ i t̪ a n o s
mauveína	m a u̯ β̞ e i n a
maxilar	m a ɣ̞ s i l a ɾ
maximal	m a ɣ̞ s i m a l
maximalismo	m a ɣ̞ s i m a l i z m o
maximalista	m a ɣ̞ s i m a l i s t̪ a
maximización	m a ɣ̞ s i m i θ a θ j õ n
maximizada	m a ɣ̞ s i m i θ a ð̞ a
maximizadas	m a ɣ̞ s i m i θ a ð̞ a s
maximizado	m a ɣ̞ s i m i θ a ð̞ o
maximizador	m a ɣ̞ s i m i θ a ð̞ o ɾ
maximizados	m a ɣ̞ s i m i θ a ð̞ o s
maximizamos	m a ɣ̞ s i m i θ a m o s
maximizando	m a ɣ̞ s i m i θ ã n̪ d̪ o
maximizar	m a ɣ̞ s i m i θ a ɾ
maxiserie	m a ɣ̞ s i s e ɾ j e
maxivestido	m a ɣ̞ s i β̞ e s t̪ i ð̞ o
maya	m a ʝ a
mayada	m a ʝ a ð̞ a
mayadas	m a ʝ a ð̞ a s
mayados	m a ʝ a ð̞ o s
mayal	m a ʝ a l
mayar	m a ʝ a ɾ
mayate	m a ʝ a t̪ e
mayito	m a ʝ i t̪ o
mayo	m a ʝ o
mayonesa	m a ʝ o n e s a
mayor	m a ʝ o ɾ
mayora	m a ʝ o ɾ a
mayoral	m a ʝ o ɾ a l
mayorazga	m a ʝ o ɾ a θ̬ ɣ̞ a
mayorazgo	m a ʝ o ɾ a θ̬ ɣ̞ o
mayorcito	m a ʝ o ɾ θ i t̪ o
mayordomía	m a ʝ o ɾ ð̞ o m i a
mayoritaria	m a ʝ o ɾ i t̪ a ɾ j a
mayoritarias	m a ʝ o ɾ i t̪ a ɾ j a s
mayoritario	m a ʝ o ɾ i t̪ a ɾ j o
mayoritarios	m a ʝ o ɾ i t̪ a ɾ j o s
mayoría	m a ʝ o ɾ i a
mayusculación	m a ʝ u s k u l a θ j õ n
mayéutico	m a ʝ e u̯ t̪ i k o
mayón	m a ʝ õ n
mayúscula	m a ʝ u s k u l a
mayúsculas	m a ʝ u s k u l a s
mayúsculo	m a ʝ u s k u l o
mayúsculos	m a ʝ u s k u l o s
maza	m a θ a
mazacote	m a θ a k o t̪ e
mazacuata	m a θ a k w a t̪ a
mazada	m a θ a ð̞ a
mazadas	m a θ a ð̞ a s
mazado	m a θ a ð̞ o
mazados	m a θ a ð̞ o s
mazahua	m a θ a w a
mazamorra	m a θ a m o r a
mazana	m a θ a n a
mazapán	m a θ a p ã n
mazar	m a θ a ɾ
mazas	m a θ a s
mazazo	m a θ a θ o
mazazos	m a θ a θ o s
mazmorra	m a θ̬ m o r a
maznada	m a θ̬ n a ð̞ a
maznadas	m a θ̬ n a ð̞ a s
maznado	m a θ̬ n a ð̞ o
maznados	m a θ̬ n a ð̞ o s
mazo	m a θ o
mazonado	m a θ o n a ð̞ o
mazonero	m a θ o n e ɾ o
mazonería	m a θ o n e ɾ i a
mazorca	m a θ o ɾ k a
mazos	m a θ o s
mazurca	m a θ u ɾ k a
maíz	m a i θ
maña	m a ɲ a
mañana	m a ɲ a n a
mañanear	m a ɲ a n e a ɾ
mañanera	m a ɲ a n e ɾ a
mañaneras	m a ɲ a n e ɾ a s
mañanero	m a ɲ a n e ɾ o
mañaneros	m a ɲ a n e ɾ o s
mañas	m a ɲ a s
maño	m a ɲ o
mañoco	m a ɲ o k o
maños	m a ɲ o s
mañoso	m a ɲ o s o
mbyá	m b ʝ a
me	m e
meada	m e a ð̞ a
meadas	m e a ð̞ a s
meadero	m e a ð̞ e ɾ o
meado	m e a ð̞ o
meados	m e a ð̞ o s
meamos	m e a m o s
meando	m e ã n̪ d̪ o
mear	m e a ɾ
meara	m e a ɾ a
mearas	m e a ɾ a s
meareis	m e a ɾ e i̯ s
mearemos	m e a ɾ e m o s
meares	m e a ɾ e s
meará	m e a ɾ a
mearás	m e a ɾ a s
mearíamos	m e a ɾ i a m o s
meas	m e a s
measte	m e a s t̪ e
meatal	m e a t̪ a l
meatales	m e a t̪ a l e s
meato	m e a t̪ o
meca	m e k a
mecachis	m e k a t͡ʃ i s
mecanismo	m e k a n i z m o
mecanizaciones	m e k a n i θ a θ j o n e s
mecanización	m e k a n i θ a θ j õ n
mecanizada	m e k a n i θ a ð̞ a
mecanizadas	m e k a n i θ a ð̞ a s
mecanizado	m e k a n i θ a ð̞ o
mecanizados	m e k a n i θ a ð̞ o s
mecanizamos	m e k a n i θ a m o s
mecanizar	m e k a n i θ a ɾ
mecanografiada	m e k a n o ɣ̞ ɾ a f j a ð̞ a
mecanografiadas	m e k a n o ɣ̞ ɾ a f j a ð̞ a s
mecanografiado	m e k a n o ɣ̞ ɾ a f j a ð̞ o
mecanografiados	m e k a n o ɣ̞ ɾ a f j a ð̞ o s
mecanografiar	m e k a n o ɣ̞ ɾ a f j a ɾ
mecanografía	m e k a n o ɣ̞ ɾ a f i a
mecanógrafo	m e k a n o ɣ̞ ɾ a f o
mecapal	m e k a p a l
mecas	m e k a s
mecatazo	m e k a t̪ a θ o
mecate	m e k a t̪ e
mecatear	m e k a t̪ e a ɾ
mece	m e θ e
mecedorcito	m e θ e ð̞ o ɾ θ i t̪ o
mecenas	m e θ e n a s
mecenazgo	m e θ e n a θ̬ ɣ̞ o
mecer	m e θ e ɾ
mecha	m e t͡ʃ a
mechar	m e t͡ʃ a ɾ
mechero	m e t͡ʃ e ɾ o
mechicano	m e t͡ʃ i k a n o
mechinal	m e t͡ʃ i n a l
mechoncito	m e t͡ʃ õ n̟ θ i t̪ o
mechoneo	m e t͡ʃ o n e o
mechón	m e t͡ʃ õ n
mecida	m e θ i ð̞ a
mecidas	m e θ i ð̞ a s
mecido	m e θ i ð̞ o
mecidos	m e θ i ð̞ o s
meco	m e k o
mecos	m e k o s
mecánica	m e k a n i k a
mecánico	m e k a n i k o
medalaganario	m e ð̞ a l a ɣ̞ a n a ɾ j o
medalla	m e ð̞ a ʝ a
medallero	m e ð̞ a ʝ e ɾ o
medallita	m e ð̞ a ʝ i t̪ a
medanoso	m e ð̞ a n o s o
media	m e ð̞ j a
mediada	m e ð̞ j a ð̞ a
mediadas	m e ð̞ j a ð̞ a s
mediado	m e ð̞ j a ð̞ o
mediador	m e ð̞ j a ð̞ o ɾ
mediados	m e ð̞ j a ð̞ o s
medial	m e ð̞ j a l
mediana	m e ð̞ j a n a
medianera	m e ð̞ j a n e ɾ a
medianería	m e ð̞ j a n e ɾ i a
medianil	m e ð̞ j a n i l
mediano	m e ð̞ j a n o
medianoche	m e ð̞ j a n o t͡ʃ e
mediante	m e ð̞ j ã n̪ t̪ e
medianía	m e ð̞ j a n i a
mediar	m e ð̞ j a ɾ
mediastinitis	m e ð̞ j a s t̪ i n i t̪ i s
mediastino	m e ð̞ j a s t̪ i n o
mediatriz	m e ð̞ j a t̪ ɾ i θ
medicación	m e ð̞ i k a θ j õ n
medicada	m e ð̞ i k a ð̞ a
medicadas	m e ð̞ i k a ð̞ a s
medicado	m e ð̞ i k a ð̞ o
medicados	m e ð̞ i k a ð̞ o s
medicalización	m e ð̞ i k a l i θ a θ j õ n
medicalizada	m e ð̞ i k a l i θ a ð̞ a
medicalizadas	m e ð̞ i k a l i θ a ð̞ a s
medicalizado	m e ð̞ i k a l i θ a ð̞ o
medicalizados	m e ð̞ i k a l i θ a ð̞ o s
medicalizar	m e ð̞ i k a l i θ a ɾ
medicamento	m e ð̞ i k a m ẽ n̪ t̪ o
medicamentoso	m e ð̞ i k a m ẽ n̪ t̪ o s o
medicar	m e ð̞ i k a ɾ
medicina	m e ð̞ i θ i n a
medicinada	m e ð̞ i θ i n a ð̞ a
medicinadas	m e ð̞ i θ i n a ð̞ a s
medicinado	m e ð̞ i θ i n a ð̞ o
medicinados	m e ð̞ i θ i n a ð̞ o s
medicinal	m e ð̞ i θ i n a l
medicinar	m e ð̞ i θ i n a ɾ
medicino	m e ð̞ i θ i n o
mediciones	m e ð̞ i θ j o n e s
medición	m e ð̞ i θ j õ n
medico	m e ð̞ i k o
medida	m e ð̞ i ð̞ a
medidas	m e ð̞ i ð̞ a s
medido	m e ð̞ i ð̞ o
medidor	m e ð̞ i ð̞ o ɾ
medidos	m e ð̞ i ð̞ o s
mediera	m e ð̞ j e ɾ a
mediero	m e ð̞ j e ɾ o
medieval	m e ð̞ j e β̞ a l
medievales	m e ð̞ j e β̞ a l e s
medievo	m e ð̞ j e β̞ o
medio	m e ð̞ j o
mediocracia	m e ð̞ j o k ɾ a θ j a
mediocre	m e ð̞ j o k ɾ e
mediocres	m e ð̞ j o k ɾ e s
mediocridad	m e ð̞ j o k ɾ i ð̞ a ð̞
mediodía	m e ð̞ j o ð̞ i a
mediodías	m e ð̞ j o ð̞ i a s
medioevo	m e ð̞ j o e β̞ o
mediofondista	m e ð̞ j o f õ n̪ d̪ i s t̪ a
mediofondo	m e ð̞ j o f õ n̪ d̪ o
medios	m e ð̞ j o s
mediquillo	m e ð̞ i k i ʝ o
medir	m e ð̞ i ɾ
medita	m e ð̞ i t̪ a
meditación	m e ð̞ i t̪ a θ j õ n
meditada	m e ð̞ i t̪ a ð̞ a
meditadas	m e ð̞ i t̪ a ð̞ a s
meditado	m e ð̞ i t̪ a ð̞ o
meditador	m e ð̞ i t̪ a ð̞ o ɾ
meditadora	m e ð̞ i t̪ a ð̞ o ɾ a
meditados	m e ð̞ i t̪ a ð̞ o s
meditamos	m e ð̞ i t̪ a m o s
meditando	m e ð̞ i t̪ ã n̪ d̪ o
meditar	m e ð̞ i t̪ a ɾ
meditara	m e ð̞ i t̪ a ɾ a
meditaras	m e ð̞ i t̪ a ɾ a s
meditareis	m e ð̞ i t̪ a ɾ e i̯ s
meditaremos	m e ð̞ i t̪ a ɾ e m o s
meditares	m e ð̞ i t̪ a ɾ e s
meditará	m e ð̞ i t̪ a ɾ a
meditarás	m e ð̞ i t̪ a ɾ a s
meditaríamos	m e ð̞ i t̪ a ɾ i a m o s
meditas	m e ð̞ i t̪ a s
meditaste	m e ð̞ i t̪ a s t̪ e
medite	m e ð̞ i t̪ e
meditemos	m e ð̞ i t̪ e m o s
mediterraneidad	m e ð̞ i t̪ e r a n e i̯ ð̞ a ð̞
mediterránea	m e ð̞ i t̪ e r a n e a
mediterráneas	m e ð̞ i t̪ e r a n e a s
mediterráneo	m e ð̞ i t̪ e r a n e o
mediterráneos	m e ð̞ i t̪ e r a n e o s
medites	m e ð̞ i t̪ e s
meditáramos	m e ð̞ i t̪ a ɾ a m o s
medley	m e ð̞ l e i̯
medra	m e ð̞ ɾ a
medrada	m e ð̞ ɾ a ð̞ a
medradas	m e ð̞ ɾ a ð̞ a s
medrado	m e ð̞ ɾ a ð̞ o
medrador	m e ð̞ ɾ a ð̞ o ɾ
medradora	m e ð̞ ɾ a ð̞ o ɾ a
medrados	m e ð̞ ɾ a ð̞ o s
medramos	m e ð̞ ɾ a m o s
medrando	m e ð̞ ɾ ã n̪ d̪ o
medrar	m e ð̞ ɾ a ɾ
medrara	m e ð̞ ɾ a ɾ a
medraras	m e ð̞ ɾ a ɾ a s
medrareis	m e ð̞ ɾ a ɾ e i̯ s
medraremos	m e ð̞ ɾ a ɾ e m o s
medrares	m e ð̞ ɾ a ɾ e s
medrará	m e ð̞ ɾ a ɾ a
medrarás	m e ð̞ ɾ a ɾ a s
medraríamos	m e ð̞ ɾ a ɾ i a m o s
medras	m e ð̞ ɾ a s
medraste	m e ð̞ ɾ a s t̪ e
medremos	m e ð̞ ɾ e m o s
medres	m e ð̞ ɾ e s
medro	m e ð̞ ɾ o
medroso	m e ð̞ ɾ o s o
medráramos	m e ð̞ ɾ a ɾ a m o s
medula	m e ð̞ u l a
medular	m e ð̞ u l a ɾ
medusa	m e ð̞ u s a
medusas	m e ð̞ u s a s
medís	m e ð̞ i s
meemos	m e e m o s
meeting	m i t̪ ĩ n
meetings	m e e t̪ ĩ n s
mefenámico	m e f e n a m i k o
mefistofélico	m e f i s t̪ o f e l i k o
mega	m e ɣ̞ a
megabanco	m e ɣ̞ a β̞ ã ŋ k o
megabit	m e ɣ̞ a β̞ i t̪
megabyte	m e ɣ̞ a β̞ a i̯ t̪
megacariocito	m e ɣ̞ a k a ɾ j o θ i t̪ o
megacariocitos	m e ɣ̞ a k a ɾ j o θ i t̪ o s
megacompañía	m e ɣ̞ a k õ m p a ɲ i a
megacorrupción	m e ɣ̞ a k o r u β̞ θ j õ n
megadoméstico	m e ɣ̞ a ð̞ o m e s t̪ i k o
megafilo	m e ɣ̞ a f i l o
megafilos	m e ɣ̞ a f i l o s
megafonía	m e ɣ̞ a f o n i a
megahercio	m e ɣ̞ a e ɾ θ j o
megahercios	m e ɣ̞ a e ɾ θ j o s
megahierba	m e ɣ̞ a j e ɾ β̞ a
megainversión	m e ɣ̞ ã ĩ m b e ɾ s j õ n
megaloblasto	m e ɣ̞ a l o β̞ l a s t̪ o
megaloblastos	m e ɣ̞ a l o β̞ l a s t̪ o s
megaloblástica	m e ɣ̞ a l o β̞ l a s t̪ i k a
megaloblásticas	m e ɣ̞ a l o β̞ l a s t̪ i k a s
megaloblástico	m e ɣ̞ a l o β̞ l a s t̪ i k o
megaloblásticos	m e ɣ̞ a l o β̞ l a s t̪ i k o s
megalomaniaco	m e ɣ̞ a l o m a n j a k o
megalosáurido	m e ɣ̞ a l o s a u̯ ɾ i ð̞ o
megalítico	m e ɣ̞ a l i t̪ i k o
megalómano	m e ɣ̞ a l o m a n o
megamuestra	m e ɣ̞ a m w e s t̪ ɾ a
megapixel	m e ɣ̞ a p i ɣ̞ s e l
megaplanta	m e ɣ̞ a p l ã n̪ t̪ a
megas	m e ɣ̞ a s
megaspora	m e ɣ̞ a s p o ɾ a
mego	m e ɣ̞ o
megraproyecto	m e ɣ̞ ɾ a p ɾ o ʝ e ɣ̞ t̪ o
megáfono	m e ɣ̞ a f o n o
megámetro	m e ɣ̞ a m e t̪ ɾ o
megámetros	m e ɣ̞ a m e t̪ ɾ o s
meiosis	m e j o s i s
meitnerio	m e i̯ ð̞ n e ɾ j o
meja	m e x a
mejana	m e x a n a
mejanas	m e x a n a s
mejenga	m e x ẽ ŋ ɡ a
mejicana	m e x i k a n a
mejicanas	m e x i k a n a s
mejicanense	m e x i k a n ẽ n s e
mejicano	m e x i k a n o
mejicanos	m e x i k a n o s
mejilla	m e x i ʝ a
mejillón	m e x i ʝ õ n
mejo	m e x o
mejor	m e x o ɾ
mejora	m e x o ɾ a
mejorable	m e x o ɾ a β̞ l e
mejorada	m e x o ɾ a ð̞ a
mejoradas	m e x o ɾ a ð̞ a s
mejorado	m e x o ɾ a ð̞ o
mejorados	m e x o ɾ a ð̞ o s
mejoramiento	m e x o ɾ a m j ẽ n̪ t̪ o
mejorana	m e x o ɾ a n a
mejorar	m e x o ɾ a ɾ
mejorcito	m e x o ɾ θ i t̪ o
mejoría	m e x o ɾ i a
mejunje	m e x ũ ŋ x e
mela	m e l a
melada	m e l a ð̞ a
meladas	m e l a ð̞ a s
melado	m e l a ð̞ o
melados	m e l a ð̞ o s
melafo	m e l a f o
melamina	m e l a m i n a
melamos	m e l a m o s
melancolía	m e l ã ŋ k o l i a
melancólico	m e l ã ŋ k o l i k o
melando	m e l ã n̪ d̪ o
melanesia	m e l a n e s j a
