Ա	ɑ
հաթաթա	h ɑ tʰ ɑ tʰ ɑ
հաթյան	h ɑ tʰ j ɑ n
հալալ	h ɑ l ɑ l
հալած	h ɑ l ɑ t͡s
հալածանք	h ɑ l ɑ t͡s ɑ ŋ kʰ
հալավ	h ɑ l ɑ v
հալումաշ	h ɑ l u m ɑ ʃ
հալվա	h ɑ l v ɑ
հախճապակի	h ɑ χ t͡ʃ ɑ p ɑ k i
հածանավ	h ɑ t͡s ɑ n ɑ v
հակ	h ɑ k
հակաթույն	h ɑ k ɑ tʰ u j n
հակահարձակում	h ɑ k ɑ h ɑ ɾ t͡sʰ ɑ k u m
հակահարված	h ɑ k ɑ h ɑ ɾ v ɑ t͡s
հակաճառություն	h ɑ k ɑ t͡ʃ ɑ r u t͡sʰ j u n
հակաճիճվային	h ɑ k ɑ t͡ʃ i t͡ʃ v ɑ j i n
հակամակարդիչ	h ɑ k ɑ m ɑ k ɑ ɾ d i t͡ʃʰ
հակամասնիկ	h ɑ k ɑ m ɑ s n i k
հականիշ	h ɑ k ɑ n i ʃ
հակապապ	h ɑ k ɑ p ɑ p
հակապատմական	h ɑ k ɑ p ɑ t m ɑ k ɑ n
հակառակ	h ɑ k ɑ r ɑ k
հակառուսականություն	h ɑ k ɑ r u s ɑ k ɑ n u t͡sʰ j u n
հակասական	h ɑ k ɑ s ɑ k ɑ n
հակինթ	h ɑ k i n tʰ
հակիրճ	h ɑ k i ɾ t͡ʃ
հաղագս	h ɑ ʁ ɑ ɡ ə s
հաղարջ	h ɑ ʁ ɑ ɾ d͡ʒ
հաղբ	h ɑ ʁ b
հաղթ	h ɑ χ tʰ
հաղթաթուղթ	h ɑ χ tʰ ɑ tʰ u χ tʰ
հաղթակամար	h ɑ χ tʰ ɑ k ɑ m ɑ ɾ
հաղթական	h ɑ χ tʰ ɑ k ɑ n
հաղթամարմին	h ɑ χ tʰ ɑ m ɑ ɾ m i n
հաղթանակ	h ɑ χ tʰ ɑ n ɑ k
հաղթու	h ɑ χ tʰ u
հաճ	h ɑ t͡ʃ
հաճախ	h ɑ t͡ʃ ɑ χ
հաճախակի	h ɑ t͡ʃ ɑ χ ɑ k i
հաճախություն	h ɑ t͡ʃ ɑ χ u t͡sʰ j u n
հաճախում	h ɑ t͡ʃ ɑ χ u m
հաճար	h ɑ t͡ʃ ɑ ɾ
հաճարի	h ɑ t͡ʃ ɑ ɾ i
հաճիլ	h ɑ t͡ʃ i l
հաճիս	h ɑ t͡ʃ i s
հաճություն	h ɑ t͡ʃ u t͡sʰ j u n
հաճույք	h ɑ t͡ʃ u j kʰ
համ	h ɑ m
համագումար	h ɑ m ɑ ɡ u m ɑ ɾ
համագույն	h ɑ m ɑ ɡ u j n
համադարման	h ɑ m ɑ d ɑ ɾ m ɑ n
համադրություն	h ɑ m ɑ d ə ɾ u t͡sʰ j u n
համադրույթ	h ɑ m ɑ d ə ɾ u j tʰ
համազգային	h ɑ m ɑ z ɡ ɑ j i n
համաժամանակյա	h ɑ m ɑ ʒ ɑ m ɑ n ɑ k j ɑ
համալ	h ɑ m ɑ l
համալիր	h ɑ m ɑ l i ɾ
համալսարան	h ɑ m ɑ l s ɑ ɾ ɑ n
համախտանիշ	h ɑ m ɑ χ t ɑ n i ʃ
համակարգ	h ɑ m ɑ k ɑ ɾ kʰ
համակարգային	h ɑ m ɑ k ɑ ɾ kʰ ɑ j i n
համակարգիչ	h ɑ m ɑ k ɑ ɾ kʰ i t͡ʃʰ
համակարգչային	h ɑ m ɑ k ɑ ɾ kʰ t͡ʃʰ ɑ j i n
համակրանք	h ɑ m ɑ k ɾ ɑ ŋ kʰ
համահայկական	h ɑ m ɑ h ɑ j k ɑ k ɑ n
համահիմնադիր	h ɑ m ɑ h i m n ɑ d i ɾ
համաձայն	h ɑ m ɑ d͡z ɑ j n
համաձուլվածք	h ɑ m ɑ d͡z u l v ɑ t͡s kʰ
համաճարակ	h ɑ m ɑ t͡ʃ ɑ ɾ ɑ k
համամարդկային	h ɑ m ɑ m ɑ ɾ tʰ k ɑ j i n
համայնավարություն	h ɑ m ɑ j n ɑ v ɑ ɾ u t͡sʰ j u n
համայնք	h ɑ m ɑ j ŋ kʰ
համանախագահ	h ɑ m ɑ n ɑ χ ɑ ɡ ɑ h
համանուն	h ɑ m ɑ n u n
համաշխարհային	h ɑ m ɑ ʃ χ ɑ ɾ ɑ j i n
համաշխարհաքաղաքացի	h ɑ m ɑ ʃ χ ɑ ɾ ɑ kʰ ɑ ʁ ɑ kʰ ɑ t͡sʰ i
համաչափ	h ɑ m ɑ t͡ʃʰ ɑ pʰ
համապատասխան	h ɑ m ɑ p ɑ t ɑ s χ ɑ n
համառ	h ɑ m ɑ r
համավարակ	h ɑ m ɑ v ɑ ɾ ɑ k
համատարած	h ɑ m ɑ t ɑ ɾ ɑ t͡s
համատիրություն	h ɑ m ɑ t i ɾ u t͡sʰ j u n
համար	h ɑ m ɑ ɾ
համարակար	h ɑ m ɑ ɾ ɑ k ɑ ɾ
համարիչ	h ɑ m ɑ ɾ i t͡ʃʰ
համարյա	h ɑ m ɑ ɾ j ɑ
համացանց	h ɑ m ɑ t͡sʰ ɑ n t͡sʰ
համացանցային	h ɑ m ɑ t͡sʰ ɑ n t͡sʰ ɑ j i n
համաքաղաքացի	h ɑ m ɑ kʰ ɑ ʁ ɑ kʰ ɑ t͡sʰ i
համբալ	h ɑ m b ɑ l
համբավ	h ɑ m b ɑ v
համբար	h ɑ m b ɑ ɾ
համբարձում	h ɑ m b ɑ ɾ t͡sʰ u m
համբյուր	h ɑ m pʰ j u ɾ
համբույր	h ɑ m pʰ u j ɾ
համհարզ	h ɑ m h ɑ ɾ z
համր	h ɑ m ə ɾ
համրիչ	h ɑ m ɾ i t͡ʃʰ
համք	h ɑ m kʰ
հայ	h ɑ j
հայաբնակ	h ɑ j ɑ b ə n ɑ k
հայագիտական	h ɑ j ɑ ɡ i t ɑ k ɑ n
հայագիտություն	h ɑ j ɑ ɡ i t u t͡sʰ j u n
հայազգի	h ɑ j ɑ z ɡ i
հայաթ	h ɑ j ɑ tʰ
հայաշատ	h ɑ j ɑ ʃ ɑ t
հայաստանցի	h ɑ j ɑ s t ɑ n t͡sʰ i
հայատյաց	h ɑ j ɑ t j ɑ t͡sʰ
հայացի	h ɑ j ɑ t͡sʰ i
հայացք	h ɑ j ɑ t͡sʰ kʰ
հայդուկ	h ɑ j d u k
հայդուկական	h ɑ j d u k ɑ k ɑ n
հայթայթանք	h ɑ j tʰ ɑ j tʰ ɑ ŋ kʰ
հայիլ	h ɑ j i l
հայլի	h ɑ j l i
հայկազն	h ɑ j k ɑ z ə n
հայկազուն	h ɑ j k ɑ z u n
հայկական	h ɑ j k ɑ k ɑ n
հայկականություն	h ɑ j k ɑ k ɑ n u t͡sʰ j u n
հայկյան	h ɑ j k j ɑ n
հայություն	h ɑ j u t͡sʰ j u n
հայուհի	h ɑ j u h i
հայտ	h ɑ j t
հայտանիշ	h ɑ j t ɑ n i ʃ
հայտարար	h ɑ j t ɑ ɾ ɑ ɾ
հայտարարություն	h ɑ j t ɑ ɾ ɑ ɾ u t͡sʰ j u n
հայտարարում	h ɑ j t ɑ ɾ ɑ ɾ u m
հայտնի	h ɑ j t n i
հայր	h ɑ j ɾ
հայրական	h ɑ j ɾ ɑ k ɑ n
հայրանուն	h ɑ j ɾ ɑ n u n
հայրասպան	h ɑ j ɾ ɑ s p ɑ n
հայրատ	h ɑ j ɾ ɑ t
հայց	h ɑ j t͡sʰ
հայցական	h ɑ j t͡sʰ ɑ k ɑ n
հայք	h ɑ j kʰ
հան	h ɑ n
հանապազ	h ɑ n ɑ p ɑ z
հանաք	h ɑ n ɑ kʰ
հանգ	h ɑ ŋ ɡ
հանգամանք	h ɑ ŋ ɡ ɑ m ɑ ŋ kʰ
հանգիստ	h ɑ ŋ ɡ i s t
հանգույց	h ɑ ŋ ɡ u j t͡sʰ
հանգստանալ	h ɑ ŋ ɡ ə s t ɑ n ɑ l
հանգստապատառ	h ɑ ŋ ɡ ə s t ɑ p ɑ t ɑ r
հանգրվան	h ɑ ŋ ɡ ə ɾ v ɑ n
հանդ	h ɑ n d
հանդարտ	h ɑ n d ɑ ɾ t
հանդիման	h ɑ n d i m ɑ n
հանդիպում	h ɑ n d i p u m
հանդիսական	h ɑ n d i s ɑ k ɑ n
հանդիսանալ	h ɑ n d i s ɑ n ɑ l
հանդիսասրահ	h ɑ n d i s ɑ s ə ɾ ɑ h
հանդուգն	h ɑ n d u ɡ ə n
հանի	h ɑ n i
հանկարծ	h ɑ ŋ k ɑ ɾ t͡s
հանձին	h ɑ n d͡z i n
հանձինս	h ɑ n d͡z i n ə s
հանձնախումբ	h ɑ n d͡z n ɑ χ u m b
հանձնակատար	h ɑ n d͡z n ɑ k ɑ t ɑ ɾ
հանճար	h ɑ n t͡ʃ ɑ ɾ
հանում	h ɑ n u m
հանուն	h ɑ n u n
հանուր	h ɑ n u ɾ
հանպատրաստից	h ɑ n p ɑ t ɾ ɑ s t i t͡sʰ
հանրագիտարան	h ɑ n ɾ ɑ ɡ i t ɑ ɾ ɑ n
հանրագիր	h ɑ n ɾ ɑ ɡ i ɾ
հանրախանութ	h ɑ n ɾ ɑ χ ɑ n u tʰ
հանրակառք	h ɑ n ɾ ɑ k ɑ r kʰ
հանրակացարան	h ɑ n ɾ ɑ k ɑ t͡sʰ ɑ ɾ ɑ n
հանրահավաք	h ɑ n ɾ ɑ h ɑ v ɑ kʰ
հանրային	h ɑ n ɾ ɑ j i n
հանրություն	h ɑ n ɾ u t͡sʰ j u n
հանցանք	h ɑ n t͡sʰ ɑ ŋ kʰ
հանք	h ɑ ŋ kʰ
հանքաբան	h ɑ ŋ kʰ ɑ b ɑ n
հանքաբանական	h ɑ ŋ kʰ ɑ b ɑ n ɑ k ɑ n
հանքաբանություն	h ɑ ŋ kʰ ɑ b ɑ n u t͡sʰ j u n
հանքային	h ɑ ŋ kʰ ɑ j i n
հանքաքար	h ɑ ŋ kʰ ɑ kʰ ɑ ɾ
հաշիվ	h ɑ ʃ i v
հաշմանդամ	h ɑ ʃ m ɑ n d ɑ m
հաշմանդամ	h ɑ ʃ m ɑ n tʰ ɑ m
հաշմանդամություն	h ɑ ʃ m ɑ n d ɑ m u t͡sʰ j u n
հաշվապահ	h ɑ ʃ v ɑ p ɑ h
հաշվապահական	h ɑ ʃ v ɑ p ɑ h ɑ k ɑ n
հաշվապահություն	h ɑ ʃ v ɑ p ɑ h u t͡sʰ j u n
հաշվառում	h ɑ ʃ v ɑ r u m
հաշվառք	h ɑ ʃ v ɑ r kʰ
հաշվարկ	h ɑ ʃ v ɑ ɾ k
հաշվիչ	h ɑ ʃ v i t͡ʃʰ
հաշվում	h ɑ ʃ v u m
հաշտ	h ɑ ʃ t
հաշտություն	h ɑ ʃ t u t͡sʰ j u n
հաուսա	h ɑ u s ɑ
հաչալ	h ɑ t͡ʃʰ ɑ l
հաչաղ	h ɑ t͡ʃʰ ɑ ʁ
հապալաս	h ɑ p ɑ l ɑ s
հապաղ	h ɑ p ɑ ʁ
հապաղանք	h ɑ p ɑ ʁ ɑ ŋ kʰ
հապաղիչ	h ɑ p ɑ ʁ i t͡ʃʰ
հապաղություն	h ɑ p ɑ ʁ u t͡sʰ j u n
հապաղում	h ɑ p ɑ ʁ u m
հապավում	h ɑ p ɑ v u m
հառաչ	h ɑ r ɑ t͡ʃʰ
հառաչալի	h ɑ r ɑ t͡ʃʰ ɑ l i
հառաչալիր	h ɑ r ɑ t͡ʃʰ ɑ l i ɾ
հառաչալից	h ɑ r ɑ t͡ʃʰ ɑ l i t͡sʰ
հառաչախառն	h ɑ r ɑ t͡ʃʰ ɑ χ ɑ r ə n
հառաչական	h ɑ r ɑ t͡ʃʰ ɑ k ɑ n
հառաչակից	h ɑ r ɑ t͡ʃʰ ɑ k i t͡sʰ
հառաչակուլ	h ɑ r ɑ t͡ʃʰ ɑ k u l
հառաչաձայն	h ɑ r ɑ t͡ʃʰ ɑ d͡z ɑ j n
հառաչանք	h ɑ r ɑ t͡ʃʰ ɑ ŋ kʰ
հառաչք	h ɑ r ɑ t͡ʃʰ kʰ
հառաջացում	h ɑ r ɑ t͡ʃʰ ɑ t͡sʰ u m
հաս	h ɑ s
հասած	h ɑ s ɑ t͡s
հասակ	h ɑ s ɑ k
հասարակ	h ɑ s ɑ ɾ ɑ k
հասարակագիտություն	h ɑ s ɑ ɾ ɑ k ɑ ɡ i t u t͡sʰ j u n
հասարակած	h ɑ s ɑ ɾ ɑ k ɑ t͡s
հասարակական	h ɑ s ɑ ɾ ɑ k ɑ k ɑ n
հասարակություն	h ɑ s ɑ ɾ ɑ k u t͡sʰ j u n
հասիում	h ɑ s i j u m
հասկ	h ɑ s k
հասկանալ	h ɑ s k ɑ n ɑ l
հասկանալի	h ɑ s k ɑ n ɑ l i
հասկանում	h ɑ s k ɑ n u m
հասմիկ	h ɑ s m i k
հասու	h ɑ s u
հասուն	h ɑ s u n
հաստ	h ɑ s t
հաստագլուխ	h ɑ s t ɑ ɡ ə l u χ
հաստատ	h ɑ s t ɑ t
հաստատակամ	h ɑ s t ɑ t ɑ k ɑ m
հաստատություն	h ɑ s t ɑ t u t͡sʰ j u n
հաստատում	h ɑ s t ɑ t u m
հաստատուն	h ɑ s t ɑ t u n
հաստիչ	h ɑ s t i t͡ʃʰ
հաստություն	h ɑ s t u t͡sʰ j u n
հաստույր	h ɑ s t u j ɾ
հաստված	h ɑ s t v ɑ t͡s
հավ	h ɑ v
հավա	h ɑ v ɑ
հավաի	h ɑ v ɑ i
հավալուսն	h ɑ v ɑ l u s ə n
հավայի	h ɑ v ɑ j i
հավան	h ɑ v ɑ n
հավանաբար	h ɑ v ɑ n ɑ b ɑ ɾ
հավանական	h ɑ v ɑ n ɑ k ɑ n
հավանականություն	h ɑ v ɑ n ɑ k ɑ n u t͡sʰ j u n
հավասար	h ɑ v ɑ s ɑ ɾ
հավասարակշռություն	h ɑ v ɑ s ɑ ɾ ɑ k ə ʃ r u t͡sʰ j u n
հավասարասրուն	h ɑ v ɑ s ɑ ɾ ɑ s ɾ u n
հավասարություն	h ɑ v ɑ s ɑ ɾ u t͡sʰ j u n
հավասարում	h ɑ v ɑ s ɑ ɾ u m
հավաստի	h ɑ v ɑ s t i
հավաստիք	h ɑ v ɑ s t i kʰ
հավատ	h ɑ v ɑ t
հավատալ	h ɑ v ɑ t ɑ l
հավատարիմ	h ɑ v ɑ t ɑ ɾ i m
հավատարմաբար	h ɑ v ɑ t ɑ ɾ m ɑ b ɑ ɾ
հավատարմություն	h ɑ v ɑ t ɑ ɾ m u t͡sʰ j u n
հավատուրաց	h ɑ v ɑ t u ɾ ɑ t͡sʰ
հավատք	h ɑ v ɑ t kʰ
հավաք	h ɑ v ɑ kʰ
հավաքածու	h ɑ v ɑ kʰ ɑ t͡s u
հավաքական	h ɑ v ɑ kʰ ɑ k ɑ n
հավաքարար	h ɑ v ɑ kʰ ɑ ɾ ɑ ɾ
հավաքարարուհի	h ɑ v ɑ kʰ ɑ ɾ ɑ ɾ u h i
հավաքույթ	h ɑ v ɑ kʰ u j tʰ
հավիտյան	h ɑ v i t j ɑ n
հավկիթ	h ɑ f k i tʰ
հավփալ	h ɑ f pʰ ɑ l
հավք	h ɑ f kʰ
հատ	h ɑ t
հատակ	h ɑ t ɑ k
հատակաբաց	h ɑ t ɑ k ɑ b ɑ t͡sʰ
հատապտուղ	h ɑ t ɑ p ə t u ʁ
հատիկ	h ɑ t i k
հատկանիշ	h ɑ t k ɑ n i ʃ
հատկություն	h ɑ t k u t͡sʰ j u n
հատու	h ɑ t u
հատուկ	h ɑ t u k
հատում	h ɑ t u m
հատուցում	h ɑ t u t͡sʰ u m
հատված	h ɑ t v ɑ t͡s
հար	h ɑ ɾ
հարազատ	h ɑ ɾ ɑ z ɑ t
հարականջային	h ɑ ɾ ɑ k ɑ n d͡ʒ ɑ j i n
հարակատար	h ɑ ɾ ɑ k ɑ t ɑ ɾ
հարակարծություն	h ɑ ɾ ɑ k ɑ ɾ t͡s u t͡sʰ j u n
հարակիրի	h ɑ ɾ ɑ k i ɾ i
հարամ	h ɑ ɾ ɑ m
հարամի	h ɑ ɾ ɑ m i
հարայ	h ɑ ɾ ɑ j
հարավ	h ɑ ɾ ɑ f
հարավային	h ɑ ɾ ɑ f ɑ j i n
հարացույց	h ɑ ɾ ɑ t͡sʰ u j t͡sʰ
հարբած	h ɑ ɾ pʰ ɑ t͡s
հարբուխ	h ɑ ɾ b u χ
հարբուխ	h ɑ ɾ pʰ u χ
հարգանք	h ɑ ɾ ɡ ɑ ŋ kʰ
հարդ	h ɑ ɾ d
հարթ	h ɑ ɾ tʰ
հարթակ	h ɑ ɾ tʰ ɑ k
հարթավայր	h ɑ ɾ tʰ ɑ v ɑ j ɾ
հարթաքանդակ	h ɑ ɾ tʰ ɑ kʰ ɑ n d ɑ k
հարթություն	h ɑ ɾ tʰ u t͡sʰ j u n
հարթուկ	h ɑ ɾ tʰ u k
հարիսա	h ɑ ɾ i s ɑ
հարիֆ	h ɑ ɾ i f
հարկ	h ɑ ɾ k
հարկադրական	h ɑ ɾ k ɑ d ɾ ɑ k ɑ n
հարկահավաք	h ɑ ɾ k ɑ h ɑ v ɑ kʰ
հարկային	h ɑ ɾ k ɑ j i n
հարկապարտ	h ɑ ɾ k ɑ p ɑ ɾ t
հարկավ	h ɑ ɾ k ɑ v
հարկատու	h ɑ ɾ k ɑ t u
հարձակում	h ɑ ɾ t͡sʰ ɑ k u m
հարճ	h ɑ ɾ t͡ʃ
հարմար	h ɑ ɾ m ɑ ɾ
հարյուր	h ɑ ɾ j u ɾ
հարյուրամյակ	h ɑ ɾ j u ɾ ɑ m j ɑ k
հարություն	h ɑ ɾ u t͡sʰ j u n
հարուստ	h ɑ ɾ u s t
հարս	h ɑ ɾ s
հարսանիթ	h ɑ ɾ s ɑ n i tʰ
հարսանիք	h ɑ ɾ s ɑ n i kʰ
հարսանյաց	h ɑ ɾ s ɑ n j ɑ t͡sʰ
հարսնանալ	h ɑ ɾ s n ɑ n ɑ l
հարսնանման	h ɑ ɾ s n ɑ n ə m ɑ n
հարսնապար	h ɑ ɾ s n ɑ p ɑ ɾ
հարսնարան	h ɑ ɾ s n ɑ ɾ ɑ n
հարսնացու	h ɑ ɾ s n ɑ t͡sʰ u
հարսնաքույր	h ɑ ɾ s n ɑ kʰ u j ɾ
հարսնյակ	h ɑ ɾ s n j ɑ k
հարսնցու	h ɑ ɾ s ə n t͡sʰ u
հարստություն	h ɑ ɾ ə s t u t͡sʰ j u n
հարված	h ɑ ɾ v ɑ t͡s
հարց	h ɑ ɾ t͡sʰ
հարցազրույց	h ɑ ɾ t͡sʰ ɑ z ə ɾ u j t͡sʰ
հարցաքննություն	h ɑ ɾ t͡sʰ ɑ kʰ ə nː u t͡sʰ j u n
հարցաքննում	h ɑ ɾ t͡sʰ ɑ kʰ ə nː u m
հարցմունք	h ɑ ɾ t͡sʰ m u ŋ kʰ
հարցուկ	h ɑ ɾ t͡sʰ u k
հարցում	h ɑ ɾ t͡sʰ u m
հաց	h ɑ t͡sʰ
հացաբույս	h ɑ t͡sʰ ɑ b u j s
հացադուլ	h ɑ t͡sʰ ɑ d u l
հացահատիկ	h ɑ t͡sʰ ɑ h ɑ t i k
հացի	h ɑ t͡sʰ i
հացուտ	h ɑ t͡sʰ u t
հափշտակում	h ɑ pʰ ʃ t ɑ k u m
հաֆնիում	h ɑ f n j u m
հըլը	h ə l ə
հի	h i
հիանալ	h i j ɑ n ɑ l
հիանալի	h i j ɑ n ɑ l i
հիասթափ	h i j ɑ s tʰ ɑ pʰ
հիասթափություն	h i j ɑ s tʰ ɑ pʰ u t͡sʰ j u n
հիասթափում	h i j ɑ s tʰ ɑ pʰ u m
հիասթափված	h i j ɑ s tʰ ɑ pʰ v ɑ t͡s
հիասքանչ	h i j ɑ s kʰ ɑ n t͡ʃʰ
հիացմունք	h i j ɑ t͡sʰ m u ŋ kʰ
հիդրատ	h i d ɾ ɑ t
հիմ	h i m
հիմա	h i m ɑ
հիմամբ	h i m ɑ m pʰ
հիման	h i m ɑ n
հիմար	h i m ɑ ɾ
հիմարություն	h i m ɑ ɾ u t͡sʰ j u n
հիմն	h i m ə n
հիմնադիր	h i m n ɑ d i ɾ
հիմնադրական	h i m n ɑ d ɾ ɑ k ɑ n
հիմնադրամ	h i m n ɑ d ɾ ɑ m
հիմնադրություն	h i m n ɑ d ɾ u t͡sʰ j u n
հիմնադրուհի	h i m n ɑ d ɾ u h i
հիմնադրում	h i m n ɑ d ɾ u m
հիմնախնդիր	h i m n ɑ χ ə n tʰ i ɾ
հիմնական	h i m n ɑ k ɑ n
հիմնականում	h i m n ɑ k ɑ n u m
հիմնահարց	h i m n ɑ h ɑ ɾ t͡sʰ
հիմունք	h i m u ŋ kʰ
հիմք	h i m kʰ
հին	h i n
հինավուրց	h i n ɑ v u ɾ t͡sʰ
հինգ	h i ŋ ɡ
հինգշաբթի	h i ŋ ɡ ʃ ɑ p t i
հինգշաբթի	h i ŋ ɡ ʃ ɑ pʰ tʰ i
հինդի	h i n d i
հինդուիզմ	h i n d u j i z m
հինդուստանի	h i n d u s t ɑ n i
հիշատակ	h i ʃ ɑ t ɑ k
հիպատ	h i p ɑ t
հիսուն	h i s u n
հիսուն	h i sː u n
հիվանդ	h i v ɑ n d
հիվանդագին	h i v ɑ n d ɑ ɡ i n
հիվանդախնամ	h i v ɑ n d ɑ χ ə n ɑ m
հիվանդանալ	h i v ɑ n d ɑ n ɑ l
հիվանդություն	h i v ɑ n d u t͡sʰ j u n
հիրավի	h i ɾ ɑ v i
հիրիկ	h i ɾ i k
հիցուն	h i t͡sʰ u n
հլու	h ə l u
հղանալ	h ə ʁ ɑ n ɑ l
հղացք	h ə ʁ ɑ t͡sʰ kʰ
հղի	h ə ʁ i
հղիանալ	h ə ʁ i j ɑ n ɑ l
հղիացում	h ə ʁ i j ɑ t͡sʰ u m
հղիություն	h ə ʁ i j u t͡sʰ j u n
հղություն	h ə ʁ u t͡sʰ j u n
հղում	h ə ʁ u m
հղփանալ	h ə χ pʰ ɑ n ɑ l
հղփություն	h ə χ pʰ u t͡sʰ j u n
հմայագիր	h ə m ɑ j ɑ ɡ i ɾ
հմայք	h ə m ɑ j kʰ
հմուտ	h ə m u t
հմտություն	h ə m t u t͡sʰ j u n
հյութ	h j u tʰ
հյուն	h j u n
հյուս	h j u s
հյուսիս	h j u s i s
հյուսիսային	h j u s i s ɑ j i n
հյուսն	h j u s ə n
հյուսվածք	h j u s v ɑ t͡s kʰ
հյուսվածքաբանություն	h j u s v ɑ t͡s kʰ ɑ b ɑ n u t͡sʰ j u n
հյուր	h j u ɾ
հյուր	h u j ɾ
հյուրախաղ	h j u ɾ ɑ χ ɑ ʁ
հյուրասրահ	h j u ɾ ɑ s ə ɾ ɑ h
հյուրը	h j u ɾ ə
հյուրի	h j u ɾ i
հյուրիդ	h j u ɾ i d
հյուրին	h j u ɾ i n
հյուրիս	h j u ɾ i s
հյուրից	h j u ɾ i t͡sʰ
հյուրիցդ	h j u ɾ i t͡sʰ ə d
հյուրիցս	h j u ɾ i t͡sʰ ə s
հյուրն	h j u ɾ n
հյուրս	h j u ɾ ə s
հնագիտություն	h ə n ɑ ɡ i t u t͡sʰ j u n
հնագույն	h ə n ɑ ɡ u j n
հնազանդ	h ə n ɑ z ɑ n d
հնազանդություն	h ə n ɑ z ɑ n d u t͡sʰ j u n
հնամյա	h ə n ɑ m j ɑ
հնանալ	h ə n ɑ n ɑ l
հնավուն	h ə n ɑ v u n
հնար	h ə n ɑ ɾ
հնարամիտ	h ə n ɑ ɾ ɑ m i t
հնարամտություն	h ə n ɑ ɾ ɑ m ə t u t͡sʰ j u n
հնարք	h ə n ɑ ɾ kʰ
հնացած	h ə n ɑ t͡sʰ ɑ t͡s
հնգամյա	h ə ŋ ɡ ɑ m j ɑ
հնդիկ	h ə n d i k
հնդկական	h ə n d k ɑ k ɑ n
հնդկահավ	h ə n d k ɑ h ɑ v
հնդկացի	h ə n d k ɑ t͡sʰ i
հնդկընկույզ	h ə n d k ə ŋ k u j z
հնձան	h ə n d͡z ɑ n
հնձիչ	h ə n d͡z i t͡ʃʰ
հնչյուն	h ə n t͡ʃʰ j u n
հնչյունաբան	h ə n t͡ʃʰ j u n ɑ b ɑ n
հնչյունաբանական	h ə n t͡ʃʰ j u n ɑ b ɑ n ɑ k ɑ n
հնչյունաբանություն	h ə n t͡ʃʰ j u n ɑ b ɑ n u t͡sʰ j u n
հնչյունական	h ə n t͡ʃʰ j u n ɑ k ɑ n
հնչյունային	h ə n t͡ʃʰ j u n ɑ j i n
հնչույթ	h ə n t͡ʃʰ u j tʰ
հու	h u
հուդայականություն	h u d ɑ j ɑ k ɑ n u t͡sʰ j u n
հուզիչ	h u z i t͡ʃʰ
հուժկու	h u ʃ k u
հուժկու	h u ʒ k u
հուլիս	h u l i s
հուլիսյան	h u l i s j ɑ n
հուլունք	h u l u ŋ kʰ
հում	h u m
հումանիզմ	h u m ɑ n i z m
հումանիստ	h u m ɑ n i s t
հումանիտար	h u m ɑ n i t ɑ ɾ
հումուս	h u m u s
հումք	h u m kʰ
հույզ	h u j z
հույլ	h u j l
հույլք	h u j l kʰ
հույն	h u j n
հույս	h u j s
հույր	h u j ɾ
հուն	h u n
հունական	h u n ɑ k ɑ n
հունգարացի	h u ŋ ɡ ɑ ɾ ɑ t͡sʰ i
հունդ	h u n d
հունիս	h u n i s
հունիսյան	h u n i s j ɑ n
հունձ	h u n d͡z
հունվար	h u n v ɑ ɾ
հունվարյան	h u n v ɑ ɾ j ɑ n
հունքուբունք	h u ŋ kʰ u b u ŋ kʰ
հուշ	h u ʃ
հուշամատյան	h u ʃ ɑ m ɑ t j ɑ n
հուշարար	h u ʃ ɑ ɾ ɑ ɾ
հուշարձան	h u ʃ ɑ ɾ d͡z ɑ n
հուռ	h u r
հուռթանալ	h u r tʰ ɑ n ɑ l
հուռթի	h u r tʰ i
հուռութ	h u r u tʰ
հուռութք	h u r u tʰ kʰ
հուսալ	h u s ɑ l
հուսալի	h u s ɑ l i
հուսալքություն	h u s ɑ l ə kʰ u t͡sʰ j u n
հուսալքված	h u s ɑ l ə kʰ v ɑ t͡s
հուսակտուր	h u s ɑ k ə t u ɾ
հուսահատ	h u s ɑ h ɑ t
հուսահատաբար	h u s ɑ h ɑ t ɑ b ɑ ɾ
հուսահատություն	h u s ɑ h ɑ t u t͡sʰ j u n
հուր	h u ɾ
հպարտ	h ə p ɑ ɾ t
հպարտանալ	h ə p ɑ ɾ t ɑ n ɑ l
հպարտություն	h ə p ɑ ɾ t u t͡sʰ j u n
հռչակ	h ə r t͡ʃʰ ɑ k
հռչակագիր	h ə r t͡ʃʰ ɑ k ɑ ɡ i ɾ
հսկա	h ə s k ɑ
հսկայական	h ə s k ɑ j ɑ k ɑ n
հստակ	h ə s t ɑ k
հրաբուխ	h ə ɾ ɑ b u χ
հրադադար	h ə ɾ ɑ d ɑ tʰ ɑ ɾ
հրաժարական	h ə ɾ ɑ ʒ ɑ ɾ ɑ k ɑ n
հրահան	h ə ɾ ɑ h ɑ n
հրաձգարան	h ə ɾ ɑ d͡z ə kʰ ɑ ɾ ɑ n
հրամայական	h ə ɾ ɑ m ɑ j ɑ k ɑ n
հրաման	h ə ɾ ɑ m ɑ n
հրամանատար	h ə ɾ ɑ m ɑ n ɑ t ɑ ɾ
հրաշք	h ə ɾ ɑ ʃ kʰ
հրապատ	h ə ɾ ɑ p ɑ t
հրապարակ	h ə ɾ ɑ p ɑ ɾ ɑ k
