ং	ŋ
মুখস্থ	m u kʰ o s t̪ʰ oˑ
মুখার্জি	m u kʰ a ɾ d͡ʒ iˑ
মুখুজ্জে	m u kʰ u d͡ʒ d͡ʒ eˑ
মুখুজ্জে	m u kʰ u z̪̪ d͡ʒ eˑ
মুখোপাধ্যায়	m u kʰ o p a d̪ʱː a e̯
মুখোশ	m u kʰ o ʃ
মুখ্য	m u kʰː oˑ
মুগ	m u ɡ
মুগ্ধ	m u ɡ d̪ʱ oˑ
মুঘল	m u ɡʱ o l
মুচি	m u t͡ʃ iˑ
মুছনি	m u t͡ʃʰ o n iˑ
মুছা	m u t͡ʃʰ aˑ
মুজিব	m u d͡ʒ i b
মুড়ি	m u ɽ iˑ
মুড়ি	m u ɾ iˑ
মুড়ো	m u ɽ oˑ
মুড়ো	m u ɾ oˑ
মুত	m uː t̪
মুতা	m u t̪ äˑ
মুতাজ	m u t̪ a d͡ʒ
মুদি	m u d̪ iˑ
মুদ্রা	m u d̪ː ɾ aˑ
মুন্ডা	m u ɳ ɖ aˑ
মুফত	m u f ɔ t̪
মুবারক	m o b a ɾ o k
মুবারক	m u b a ɾ o k
মুবারক	m ʊ b a ɾ o k
মুবারাক	m u b a ɾ a k
মুবাশশির	m u b a ʃː i ɾ
মুভি	m u bʱ iˑ
মুভি	m u v iˑ
মুম্বই	m u m b o i̯
মুয়াজ্জিন	m u̯ a d͡ʒ d͡ʒ i n
মুয়াজ্জিন	m u̯ a z̪̪ d͡ʒ i n
মুয়াবিয়া	m u̯ a b i̯ aˑ
মুরগি	m u ɾ ɡ iˑ
মুরগী	m u ɾ ɡ iˑ
মুরলি	m u ɾ o l iˑ
মুরাদ	m u ɾ a d̪
মুরুব্বি	m u ɾ u bː iˑ
মুরোদ	m u ɾ o d̪
মুর্শিদ	m u ɾ ʃ i d̪
মুর্শিদাবাদ	m u ɾ ʃ i d̪ a b a d̪
মুশকিল	m u ʃ k i l
মুষল	m u ʃ o l
মুষলধার	m u ʃ o l̪ d̪ʱ a ɾ
মুষ্টি	m u ʂ ʈ iˑ
মুসলমান	m u s o l m a n
মুসলিম	m u s l i m
মুসল্লি	m u s o lː iˑ
মুসাফির	m u s a f i ɾ
মুসাবিদা	m u ʃ a b i d̪ aˑ
মুসিবত	m u s i b ɔ t̪
মুস্কান	m u s k a n
মুহররম	m u h ɾ ɔ ɾ o m
মুহাজির	m u h a d͡ʒ i ɾ
মুহাম্মদ	m o h a mː ɔ d̪
মুহাম্মদ	m o h ɔ mː ɔ d̪
মুহাম্মদ	m u h a mː ɔ d̪
মুহাম্মদ	m u h ɔ mː ɔ d̪
মূকাভিনয়	m u k a bʱ i n ɔ e̯
মূকাভিনয়	m u k a v i n ɔ e̯
মূঢ়	m u ɽ oˑ
মূঢ়	m u ɽʱ oˑ
মূঢ়	m u ɾ h oˑ
মূত্র	m u t̪ː ɾ ɔ̝ˑ
মূত্রনালি	m u t̪ː ɾ ɔ n a l iˑ
মূর্খ	m u r kʰ o
মূর্খতা	m u ɾ kʰ ɔ t̪ aˑ
মূর্তি	m u ɾ t̪ iˑ
মূর্ধন্য	m u ɾ d̪ʱ ɔ nː oˑ
মূল	m u l
মূল	m uː l
মূল্য	m u lː oˑ
মূসক	m u ʃ ɔ k
মৃগ	m ɾ i ɡ
মৃণ্ময়	m ɾ i n m ɔ e̯
মৃত	m ɾ i t̪ oˑ
মৃতদেহ	m ɾ i t̪ ɔ d̪ e h oˑ
মৃত্তিকা	m ɾ i t̪ː i k aˑ
রাণা	r a n aˑ
রিষ্ট	r i ʂ ʈ oˑ
রৌশনী	r o u̯ ʃ ɔ n iˑ
রৌশনী	r oː ʃ ɔ n iˑ
রৌশনী	r ɔ u ʃ ɔ n iˑ
লওয়া	l ɔ o̯ aˑ
লক্ষ	l ɔ kʰː oˑ
লক্ষণ	l ɔ kʰː ɔ n
লক্ষ্মণ	l ɔ kʰː ɔ n
লক্ষ্মী	l o kʰː iˑ
লক্ষ্মীপেঁচা	l ɔ kʰː i p ẽ t͡ʃ aˑ
লক্ষ্মীফল	l ɔ kʰː i f ɔ l
লক্ষ্যবস্তু	l ɔ k kʰ ɔ b o s t̪ uˑ
লখনউ	l ɔ kʰ o n uˑ
লখা	l ɔ kʰ aˑ
লঙ্কা	l ɔ ŋ k aˑ
লড়া	l ɔ ɽ aˑ
লড়া	l ɔ ɾ aˑ
লড়াই	l ɔ ɽ a i̯
লড়াই	l ɔ ɾ a i̯
লতা	l ɔ t̪ aˑ
লতিফ	l o t̪ i f
লন্ঠন	l ɔ ɳ ʈʰ ɔ n
লন্ডন	l ɔ ɳ ɖ ɔ n
লপ্জ	l ɔ p d͡ʒ oˑ
লফজ	l ɔ f d͡ʒ oˑ
লবঙ্গ	l ɔ b o ŋ ɡ oˑ
লবডঙ্কা	l ɔ b o ɖ ɔ ŋ k aˑ
লব্জ	l ɔ b d͡ʒ oˑ
লব্ধ	l ɔ b d̪ʱ oˑ
লম্বা	l ɔ m b aˑ
ললিতা	l o l i t̪ aˑ
লস্কর	l ɔ ʃ k ɔ ɾ
লস্যি	l ɔ sː iˑ
লহর	l ɔ h o ɾ
লাইটার	l a i̯ ʈ a ɾ
লাইব্রেরি	l a i̯ b ɾ e ɾ iˑ
লাউ	l a u̯
লাক্ষাদ্বীপ	l a kʰː a d̪ː i p
লাগা	l ä ɡ ä
লাগানো	l a ɡ a n oˑ
লাগাম	l a ɡ a m
লাগিয়া	l a ɡ i̯ aˑ
লাগে	l a ɡ eˑ
লাগো	l a ɡ oˑ
লাঙল	l a ŋ ɔ l
লাচ্ছি	l a sː iˑ
লাচ্ছি	l a t͡ʃʰː iˑ
লাজুক	l a d͡ʒ u k
লাঞ্চ	l a n t͡ʃ
লাঞ্ছিত	l a n t͡ʃʰ i t̪ oˑ
লাট	l aː ʈ
লাঠি	l a ʈʰ iˑ
লাড়কা	l a ɽ k aˑ
লাড়কা	l a ɾ k aˑ
লাড়কী	l a ɽ k iˑ
লাড়কী	l a ɾ k iˑ
লাথি	l a t̪ʰ i
লাফ	l a f
লাফ	l a p
লাফ	l aː f
লাফ	l aː p
লাফানো	l a pʰ a n o
লাভ	l a v
লাভ	l aː b
লাভা	l a bʱ aˑ
লাভা	l a v aˑ
লায়লা	l a e̯ l aˑ
লাল	l a l
লাল	l aː l
লালন	l a l o n
লালা	l a l aˑ
লাশ	l a ʃ
লাশ	l aː ʃ
লাস্যি	l a sː iˑ
লিংকনশায়ার	l i ŋ k ɔ n ʃ a e̯ a ɾ
লিঙ্কনশায়ার	l i ŋ k ɔ n ʃ a e̯ a ɾ
লিঙ্গ	l i ŋ ɡ oˑ
লিচু	l i t͡ʃ uˑ
লিপস্টিক	l i p s ʈ i k
লিপস্টিক	l i p ʂ ʈ i k
লিফট	l i f ʈ
লিভারপুল	l i bʱ a ɾ p u l
লিভারপুল	l i v a ɾ p u l
লিসবন	l i s b o n
লীগ	l iː ɡ
লুকোচুরি	l u k o t͡ʃ u ɾ iˑ
লুঙ্গি	l u ŋ ɡ iˑ
লুৎফুর	l u t̪ f u ɾ
লূত	l u t̪
লেওড়া	l æ o̯ ɽ aˑ
লেওড়া	l æ o̯ ɾ aˑ
লেখনী	l e kʰ o n iˑ
লেখা	l ɛ kʰ aˑ
লেখানো	l e kʰ a n oˑ
লেজ	l e d͡ʒ
লেজ	l ɛ d͡ʒ
লেপটানো	l e p ʈ a n oˑ
লেফাফা	l e f a f aˑ
লেবু	l e b u
লেমনেড	l e m ɔ n e ɖ
লোকমা	l o k m aˑ
লোকসান	l o k s a n
লোচন	l o t͡ʃ ɔ n
লোধ্র	l o d̪ʱ ɾ oˑ
লোপ	l o p
লোপ	l oː p
লোবান	l o b a n
লোহা	l o h aˑ
লোহিত	l o h i t̪ oˑ
লৌহ	l o u̯ h oˑ
ল্যাজ	l æ d͡ʒ
ল্যাপটপ	l æ p ʈ ɔ p
শ	ʃ ɔː
শ	ʃ ɔˑ
শউর	ʃ o d͡ʒ u ɾ
শওহর	ʃ ɔ o̯ h ɔ ɾ
শক্ত	ʃ ɔ k t̪ oˑ
শক্তি	ʃ ɔ k t̪ iˑ
শক্তিহীন	ʃ ɔ k t̪ i h i n
শখ	ʃ ɔ x
শখ	ʃ ɔː k
শখ্‌স	ʃ ɔ k s
শখ্‌স	ʃ ɔ k s oˑ
শখ্‌স	ʃ ɔ k ʃ
শখ্‌স	ʃ ɔ k ʃ oˑ
শখ্‌স	ʃ ɔ kʰ s
শখ্‌স	ʃ ɔ kʰ s oˑ
শখ্‌স	ʃ ɔ kʰ ʃ
শখ্‌স	ʃ ɔ kʰ ʃ oˑ
শঙ্খচূড়	ʃ ɔ ŋ kʰ ɔ t͡ʃ u ɽ
শঙ্খচূড়	ʃ ɔ ŋ kʰ ɔ t͡ʃ u ɾ
শজারু	ʃ ɔ d͡ʒ a ɾ uˑ
শণ	ʃ ɔ n
শণ	ʃ ɔː n
শত	s̠ ɔ̜ t̪ oˑ
শত	s̠ ɔ̜ t̪ ɔ̝̜ˑ
শত	ʃ ɔ t̪ ɔˑ
শতরকম	s̠ ɔ̜ t̪ o ɾ ɔ̜ k oˑ m
শত্রু	ʃ o t̪ː ɾ uˑ
শত্রুতা	ʃ o t̪ː ɾ u t̪ aˑ
শনাক্ত	ʃ ɔ n a k t̪ oˑ
শনি	ʃ o n iˑ
শনিবার	ʃ o n i b a ɾ
শপথ	ʃ ɔ p ɔ t̪
শব	ʃ ɔ b oˑ
শবনম	ʃ ɔ b n ɔ m
শব্দ	ʃ ɔ b d̪ oˑ
শব্দহীন	ʃ ɔ b d̪ o h i n
শম	ʃ ɔ m
শম	ʃ ɔː m
শমশের	ʃ ɔ m ɔ ʃ e ɾ
শয়তান	ʃ ɔ e t̪ a n
শরণ	ʃ ɔ ɾ o n
শরবত	s ɔ ɾ b o t̪
শরবত	ʃ ɔ ɾ b o t̪
শরম	ʃ ɔ ɾ o m
শরমানো	ʃ ɔ ɾ m a n oˑ
শরিক	ʃ o ɾ i k
শরিকানা	ʃ o ɾ i k a n aˑ
শরিফা	ʃ o ɾ i f aˑ
শরীফ	ʃ o ɾ i f
শরীর	ʃ o ɾ i ɾ
শর্করা	ʃ ɔ ɾ k ɔ ɾ aˑ
শর্বত	s ɔ ɾ b o t̪
শর্বত	ʃ ɔ ɾ b o t̪
শর্মিষ্ঠা	ʃ o ɾ m i ʂ ʈʰ aˑ
শরৎ	ʃ ɔ ɾ o t̪
শল্যচিকিৎসা	ʃ ɔ lː o t͡ʃ i k i t̪ s̪ aˑ
শসা	ʃ ɔ ʃ aˑ
শহর	ʃ ɔ h o ɾ
শহীদ	ʃ o h i d̪
শহুরে	ʃ o h u ɾ eˑ
শাঁখ	ʃ ã x
শাঁখ	ʃ ãː k
শাঁখা	ʃ ã kʰ aˑ
শাওয়াল	ʃ a o̯ a l
শাক	ʃ a k
শাক	ʃ aː k
শাখা	ʃ a kʰ aˑ
শাগ	ʃ a ɡ
শাগরেদ	ʃ a ɡ ɾ e d̪
শাড়ি	ʃ a ɽ iˑ
শাড়ি	ʃ a ɾ iˑ
শানাই	ʃ a n a i̯
শান্ত	ʃ a n t̪ oˑ
শান্তভাব	ʃ a n t̪ ɔ bʱ a b
শান্তভাব	ʃ a n t̪ ɔ v a b
শান্তি	ʃ a n t̪ iˑ
শান্তিনিকেতন	ʃ a n t̪ i n i k e t̪ ɔ n
শাফা	ʃ a f aˑ
শাবক	ʃ a b ɔ k
শাবান	ʃ a b a n
শাবাশ	ʃ a b a ʃ
শাবাশ	ʃ a bː a ʃ
শাম	ʃ a m
শাম	ʃ aː m
শামসুজ্জামান	ʃ a m ɔ ʃ u d͡ʒ d͡ʒ a m a n
শামসুজ্জামান	ʃ a m ɔ ʃ u z̪̪ d͡ʒ a m a n
শামা	ʃ a m aˑ
শামিয়ানা	ʃ a m i̯ a n aˑ
শামুক	ʃ a m u k
শায়া	ʃ a e̯ aˑ
শারমেন্দাগী	ʃ a ɾ ɔ m e n d̪ a ɡ iˑ
শার্ট	ʃ a ɹ ʈ
শাল	ʃ a l
শাল	ʃ aː l
শালগম	ʃ a l ɡ ɔ m
শালা	ʃ a l aˑ
শালি	ʃ a l iˑ
শালিক	ʃ a l i k
শালী	ʃ a l iˑ
শাশুড়ি	ʃ a ʃ u ɽ iˑ
শাশুড়ি	ʃ a ʃ u ɾ iˑ
শাস্তি	ʃ a s t̪ iˑ
শৈশব	ʃ o i̯ ʃ ɔ b
সঠিক	ʃ ɔ ʈʰ i k
সফল	ʃ ɔ f ɔ l
সরাসরি	ʃ ɔ ɾ a ʃ o ɾ iˑ
সরিষা	ʃ o ɾ i ʃ aˑ
সরোজ	ʃ ɔ ɾ o d͡ʒ
সর্জি	ʃ ɔ ɾ d͡ʒ iˑ
সর্জিকা	ʃ ɔ ɾ d͡ʒ i k aˑ
সর্দি	ʃ o ɾ d̪ iˑ
সর্প	ʃ ɔ ɾ p oˑ
সর্ব	ʃ ɔ ɹ b oˑ
সর্ব	ʃ ɔ ɾ b oˑ
সর্বকামী	ʃ ɔ ɾ b ɔ k a m iˑ
সর্বত	s ɔ ɾ b o t̪
সর্বত	ʃ ɔ ɾ b o t̪
সর্বদা	ʃ ɔ ɾ b o d̪ aˑ
সর্বনাম	ʃ ɔ ɾ b o n a m
সর্বোচ্চ	ʃ ɔ ɾ b o t͡ʃː oˑ
সর্বোত্তম	ʃ ɔ ɾ b o t̪ː ɔ m
সর্ব্বসময়	ʃ ɔ ɾ bː ɔ ʃ ɔ m ɔ e̯
সলতনত	s ɔ l̪ t̪ ɔ n ɔ t̪
সলতনৎ	s ɔ l̪ t̪ ɔ n ɔ t̪
সস	ʃ ɔ s
সস	ʃ ɔː s
সস্তা	ʃ ɔ s t̪ aˑ
সহকার	ʃ ɔ h o k a ɾ
সহগ	ʃ ɔ h o ɡ
সহচর	ʃ ɔ h o t͡ʃ ɔ ɾ
সহজ	ʃ ɔ h o d͡ʒ
সহনাগরিক	ʃ ɔ n h a ɡ ɾ i k
সহনাগরিক	ʃ ɔ nː a ɡ ɾ i k
সহযোগিতা	ʃ ɔ h ɔ d͡ʒ o ɡ i t̪ aˑ
সহস্র	ʃ ɔ h o s ɾ oˑ
সহস্রাব্দ	ʃ ɔ h o s ɾ a b d̪ oˑ
সহানুভূতি	ʃ ɔ h a n u bʱ u t̪ iˑ
সহানুভূতি	ʃ ɔ h a n u v u t̪ iˑ
সহানুভূতিশীল	ʃ ɔ h a n u bʱ u t̪ i ʃ i l
সহানুভূতিশীল	ʃ ɔ h a n u v u t̪ i ʃ i l
সহোদর	ʃ ɔ h o d̪ ɔ ɾ
সহ্য	ʃ o d͡ʒ d͡ʒ oˑ
সহ্য	ʃ o d͡ʒ d͡ʒʱ oˑ
সহ্য	ʃ o z̪̪ d͡ʒ oˑ
সহ্য	ʃ o z̪̪ d͡ʒʱ oˑ
সাঁই	ʃ ã iˑ
সাঁইতিরিশ	ʃ ã i t̪ i ɾ i ʃ
সাঁওতাল	ʃ ã o t̪ a l
সাঁওতালি	ʃ ã o t̪ a l iˑ
সাঁচ্চা	ʃ ã t͡ʃː aˑ
সাঁঝ	ʃ ã d͡ʒ
সাঁতরানো	ʃ ã t̪ r a n o
সাঁতার	ʃ ã t̪ a ɾ
সাংস্কৃতিক	ʃ a ŋ s k ɾ i t̪ i k
সাইকিল	s a e̯ k i l
সাইকিল	s a i̯ k i l
সাইকেল	s a e̯ k e l
সাইকেল	s a i̯ k e l
সাইক্লোন	s a i̯ k l o n
সাইফ	s a i̯ f
সাঈদ	s a i̯ d̪
সাওয়াব	s a o̯ a b
সাকিব	s a k i b
সাকিব	ʃ a k i b
সাক্ষি	ʃ a kʰː iˑ
সাক্ষী	ʃ a kʰː iˑ
সাক্ষ্য	s a kʰː oˑ
সাখী	ʃ a kʰ iˑ
সাগর	ʃ a ɡ o ɾ
সাগু	ʃ a ɡ uˑ
সাচা	ʃ a t͡ʃ aˑ
সাচ্চা	s a t͡ʃː aˑ
সাচ্চা	ʃ a t͡ʃː aˑ
সাজদা	ʃ a d͡ʒ d̪ aˑ
সাজদা	ʃ a z̪̪ d̪ aˑ
সাজা	ʃ a d͡ʒ aˑ
সাড়ে	ʃ a ɽ eˑ
সাড়ে	ʃ a ɾ eˑ
সাত	ʃ a t̪
সাতক্ষীরা	ʃ a t̪ kʰ i ɾ aˑ
সাতানব্বই	ʃ a t̪ a n ɔ bː o i̯
সাথে	ʃ a t̪ʰ eˑ
সাদ	ʃ a d̪
সাদমান	s a d̪ m a n
সাদা	ʃ a d̪ aˑ
সাদাসিধা	ʃ a d̪ a ʃ i d̪ʱ aˑ
সাদাসিধে	ʃ a d̪ a ʃ i d̪ʱ eˑ
সাদিয়া	s a d̪ i̯ aˑ
সাধ	ʃ a d̪
সাধা	ʃ a d̪ʱ aˑ
সাধারণ	ʃ a d̪ʱ a ɾ o n
সাধু	ʃ a d̪ʱ uˑ
সাধুভাষা	ʃ a d̪ʱ u bʱ a ʃ aˑ
সাধুভাষা	ʃ a d̪ʱ u v a ʃ aˑ
সানা	s a n aˑ
সানাই	ʃ a n a i̯
সান্ত্বনা	ʃ a n t̪ o n aˑ
সান্ধা	ʃ a n d̪ʱ aˑ
সাপ	ʃ a p
সাপ	ʃ aː p
সাফ	s a f
সাফ	s aː f
সাফারি	ʃ a f a ɾ iˑ
সাবধান	ʃ a b d̪ʱ a n
সাবধানতা	ʃ a b d̪ʱ a n o t̪ aˑ
সাবরিনা	s a b ɹ i n aˑ
সাবরিনা	s a b ɾ i n aˑ
সাবান	ʃ a b a n
সাবিত	s a b i t̪
সাব্যস্ত	ʃ a bː o s t̪ oˑ
সাভার	ʃ a bʱ a ɾ
সাভার	ʃ a v a ɾ
সামনে	ʃ a m n eˑ
সামান	s a m a n
সামিয়া	s a m i̯ aˑ
সামী	s a m iˑ
সাম্যবাদ	ʃ a mː ɔ b a d̪
সায়া	ʃ a e̯ aˑ
সায়াহ্ন	ʃ a e̯ a nː h oˑ
সায়াহ্ন	ʃ a e̯ a nː n oˑ
সায়াহ্ন	ʃ a e̯ a nː oˑ
সার	s a ɾ
সার	s aː ɾ
সার	ʃ a ɾ
সার	ʃ aː ɾ
সারা	ʃ a ɾ aˑ
সারি	ʃ a ɾ iˑ
সার্জারি	s a ɾ d͡ʒ a ɾ iˑ
সার্জারি	s a ɾ d͡ʒ e ɾ iˑ
সাল	ʃ a l
সাল	ʃ aː l
সালতানাত	s a l̪ t̪ a n a t̪
সালমান	s a l m a n
সালাত	s a l a t̪
সালাদ	s a l a d̪
সালাম	s a l a m
সালোকসংশ্লেষ	ʃ a l o k ʃ ɔ ŋ s l e ʃ
সালোকসংশ্লেষণ	ʃ a l o k ʃ ɔ ŋ s l e ʃ o n
সাহস	ʃ a h o ʃ
সাহা	ʃ a h aˑ
সাহায্য	ʃ a h a d͡ʒ d͡ʒ oˑ
সাহায্য	ʃ a h a z̪̪ d͡ʒ oˑ
সাহিত্য	ʃ a h i t̪ː oˑ
সাহেব	ʃ a e̯ b
সাহেব	ʃ a h e b
সাহ্নাই	ʃ a h n a i̯
সাহ্নাই	ʃ a n a i̯
সিঁড়ি	ʃ i ɽ iˑ
সিঁড়ি	ʃ i ɾ iˑ
সিঁড়ি	ʃ ĩ ɽ iˑ
সিঁড়ি	ʃ ĩ ɾ iˑ
সিঁড়ী	ʃ ĩ ɽ iˑ
সিঁড়ী	ʃ ĩ ɾ iˑ
সিঁথি	ʃ ĩ t̪ʰ iˑ
সিঁদুর	ʃ ĩ d̪ u ɾ
সিঁদুরে	ʃ ĩ d̪ u ɾ eˑ
সিংহ	ʃ i ŋ h oˑ
সিংহাসন	ʃ i ŋ h a ʃ o n
সিএনজি	s i̯ e n d͡ʒ iˑ
সিকান্দর	s i k a n d̪ a ɾ
সিকান্দর	s i k a n d̪ ɔ ɾ
সিকি	ʃ i k iˑ
সিকিম	s i k i m
সিকিম	ʃ i k i m
সিক্কিম	s i kː i m
সিক্কিম	ʃ i kː i m
সিগারেট	s i ɡ a ɾ e ʈ
সিঙাড়া	ʃ i ŋ a ɽ aˑ
সিঙাড়া	ʃ i ŋ a ɾ aˑ
সিঙ্গাড়া	ʃ i ŋ ɡ a ɽ aˑ
সিঙ্গাড়া	ʃ i ŋ ɡ a ɾ aˑ
সিঙ্গাপুর	ʃ i ŋ ɡ a p u ɾ
সিজদা	ʃ i d͡ʒ d̪ aˑ
সিজদা	ʃ i z̪̪ d̪ aˑ
সিট	s i ʈ
সিট	s iː ʈ
সিড়ি	ʃ i ɽ iˑ
সিড়ি	ʃ i ɾ iˑ
সিড়ী	ʃ i ɽ iˑ
সিড়ী	ʃ i ɾ iˑ
সিডি	s i ɖ iˑ
সিদ্ধ	ʃ i d̪ʱː oˑ
সিদ্ধান্ত	ʃ i d̪ʱː a n t̪ oˑ
সিধা	ʃ i d̪ʱ aˑ
সিধে	ʃ i d̪ʱ eˑ
সিন্দুক	ʃ i n d̪ u k
সিন্দূর	ʃ i n d̪ u ɾ
সিন্ধু	ʃ i n d̪ʱ uˑ
সিন্ধুঘোটক	ʃ i n d̪ʱ u ɡʱ o ʈ ɔ k
সিপাহী	ʃ i p a h iˑ
সিপাহী	ʃ i p a i̯
সিয়াম	s i̯ a m
সির্কা	ʃ i ɾ k aˑ
সিলেট	s i l e ʈ
সিলেট	ʃ i l e ʈ
সিলেটি	ʃ i l e ʈ iˑ
সীতা	ʃ i t̪ aˑ
সীতাকুণ্ড	ʃ i t̪ a k u ɳ ɖ oˑ
সীমা	ʃ i m a
সীমানা	ʃ i m a n aˑ
সুই	ʃ u̯ iˑ
সুইজারল্যান্ড	s u̯ i z a ɾ l æ ɳ ɖ
সুখ	ʃ u x
সুখ	ʃ uː k
সুগার	s u ɡ a ɾ
সুগার	ʃ u ɡ a ɾ
সুজি	ʃ u d͡ʒ iˑ
সুজুদ	s u d͡ʒ u d̪
সুজুদ	ʃ u d͡ʒ u d̪
সুজূদ	s u d͡ʒ u d̪
সুজূদ	ʃ u d͡ʒ u d̪
সুড়ঙ্গ	ʃ u ɽ ɔ ŋ ɡ oˑ
সুড়ঙ্গ	ʃ u ɾ ɔ ŋ ɡ oˑ
সুদ	ʃ u d̪
সুনামি	ʃ u n a m iˑ
সুনিধি	ʃ u n i d̪ʱ iˑ
সুন্দর	ʃ u n d̪ ɔ ɾ
সুন্দরবন	ʃ u n d̪ ɔ ɾ b o n
সুপারিশ	ʃ u p a ɾ i ʃ
সুপ্রভাত	ʃ u p ɾ o bʱ a t̪
সুপ্রভাত	ʃ u p ɾ o v a t̪
সুবর্ণ	ʃ u b ɔ ɾ n oˑ
সুবর্ণা	ʃ u b ɔ ɾ n aˑ
সুবহানাল্লাহ	ʃ u b h a n a lː aˑ
সুবহানাল্লাহ	ʃ u v a n a lː aˑ
সুমন	ʃ u m o n
সুমন	ʃ u m ɔ n
সুমাত্রা	s u m a t̪ː ɾ aˑ
সুমাত্রা	ʃ u m a t̪ː ɾ aˑ
সুরক্ষিত	ʃ u ɾ ɔ kʰː i t̪ oˑ
সুরত	s u ɾ ɔ t̪
সুরা	s̠ u ɾ aˑ
সুরিনাম	ʃ u ɾ i n a m
সুলতান	s u l̪ t̪ a n
সুলতানা	s u l̪ t̪ a n aˑ
সুলায়মান	s u l a e̯ m a n
সুলুপ	s̠ u l uˑ p
সুসমাচার	ʃ u ʃ ɔ m a t͡ʃ a ɾ
সুস্থ	ʃ u s t̪ʰ oˑ
সুস্বাদু	ʃ u ʃː a d̪ uˑ
সূচী	ʃ u t͡ʃ iˑ
সূরা	s u ɾ aˑ
সূরা	ʃ u ɾ aˑ
সূর্য	ʃ u ɹ d͡ʒ oˑ
সূর্য্য	ʃ u ɾ d͡ʒ oˑ
সৃষ্টি	s ɾ i ʂ ʈ iˑ
সে	ʃ eː
সে	ʃ eˑ
সেঁজা	ʃ ẽ d͡ʒ aˑ
সেই	ʃ e i̯
সেকেন্ড	s e k e ɳ ɖ
সেখান	ʃ e kʰ a n
সেখানকার	ʃ e kʰ a n k a ɾ
সেখানে	ʃ e kʰ a n e
সেজদা	ʃ e d͡ʒ d̪ aˑ
সেজদা	ʃ e z̪̪ d̪ aˑ
সেন	s e n
সেন	s eː n
সেনগুপ্ত	ʃ e n ɡ u p t̪ oˑ
সেনা	ʃ e n aˑ
সেন্সস	s̠ e n s̠ ɔˑ s̠
সেপ্টেম্বর	s e p ʈ e m b ɔ ɾ
সেবক	ʃ e b ɔ k
স্বর্গ	ʃ o̯ ɔ ɾ ɡ oˑ
স্বর্গ	ʃ ɔ ɾ ɡ oˑ
হজ্য	h ɔ d͡ʒ
হজ্য	h ɔ d͡ʒ d͡ʒ
হজ্য	h ɔ z̪̪ d͡ʒ
হয়	h ɔ e̯
হাইপোথ্যালামাস	h a i̯ p o t̪ʰ æ l a m a s
হাতা	h a t̪ aˑ
হার্মাদ	h a ɾ m a d̪
হাল	h a l
হালকা	h a l k aˑ
হালাক	h a l a k
হালাল	h a l a l
হালুয়া	h a l u̯ aˑ
হাশি	h a ʃ iˑ
হাসন	h a s ɔ n
হাসন	h a ʃ ɔ n
হাসপাতাল	h a ʃ p a t̪ a l
হাসা	h a ʃ aˑ
হাসান	h a s a n
হাসান	h a ʃ a n
হাসানো	h a ʃ a n oˑ
হাসি	h a ʃ iˑ
হাসিন	h a s i n
হিং	h i ŋ
হিংসা	h i ŋ ʃ aˑ
হিঙ	h i ŋ
হিজড়া	h i d͡ʒ ɽ aˑ
হিজড়া	h i d͡ʒ ɾ aˑ
হিটলার	h i ʈː l a ɾ
হিড়িক	h i ɽ i k
হিতৈষী	h i t̪ o i̯ ʃ iˑ
হিতোপদেশ	h i t̪ o p o d̪ e ʃ
হিন্দ	h i n d̪
হিন্দ	h i n d̪ oˑ
হিন্দকী	h i n d̪ k iˑ
হিন্দি	h i n d̪ iˑ
হিন্দী	h i n d̪ iˑ
হিন্দীয়া	h i n d̪ i̯ aˑ
হিন্দু	h i n d̪ uˑ
হিন্দুত্ব	h i n d̪ u t̪ː oˑ
হিন্দুধর্ম	h i n d̪ u d̪ʱ ɔ ɾ m oˑ
হিন্দুস্তান	h i n d̪ u s t̪ a n
হিব্রু	h i b ɾ uˑ
হিম	h i m
হিমাচল	h i m a t͡ʃ ɔ l
হিমালয়	h i m ä l ɔ̜ e̯
হিয়া	h i̯ aˑ
হিসাব	h i ʃ a b
হিসেব	h i ʃ e b
হিস্যা	h i s ʃ aˑ
হিস্সা	h i s ʃ aˑ
হীরা	h i ɾ aˑ
হুকুমত	h u k u m ɔ t̪
হুক্কা	h u kː aˑ
হুজুর	h u d͡ʒ u ɾ
হুণ্ডি	h u ɳ ɖ iˑ
হুতাশন	h u t̪ a ʃ ɔ n
হুদা	h u d̪ aˑ
হুমকি	h u m k iˑ
হুমায়রা	h u m a e̯ ɾ aˑ
হুমায়ুন	h u m a u̯ n
হুরইন	h u ɾ o i̯ n
হূদ	h u d̪
হৃদপিণ্ড	h ɾ i d̪ p i ɳ ɖ oˑ
হৃদপিণ্ড	r i d̪ p i ɳ ɖ oˑ
হৃদপিন্ড	h ɾ i d̪ p i ɳ ɖ oˑ
হৃদপিন্ড	r i d̪ p i ɳ ɖ oˑ
হৃদয়	r i d̪ ɔ e̯
হৃদয়	ɦ ɾ i d̪ ɔ e̯
হৃৎপিণ্ড	h ɾ i t̪ p i ɳ ɖ oˑ
হৃৎপিণ্ড	r i t̪ p i ɳ ɖ oˑ
হৃৎপিন্ড	h ɾ i t̪ p i ɳ ɖ oˑ
হৃৎপিন্ড	r i t̪ p i ɳ ɖ oˑ
হেঁচকা	h ẽ t͡ʃ k aˑ
হেঁচকি	h ẽ t͡ʃ k iˑ
হেঁতাল	h ẽ t̪ a l
