A	a
męskiego	m ɛ w̃ s k j ɛ ɡ ɔ
męskiej	m ɛ n s k j ɛ j
męskiej	m ɛ w̃ s k j ɛ j
męskiemu	m ɛ n s k j ɛ m u
męskiemu	m ɛ w̃ s k j ɛ m u
męskim	m ɛ n s k i m
męskim	m ɛ w̃ s k i m
męskimi	m ɛ n s k i m i
męskimi	m ɛ w̃ s k i m i
męsko	m ɛ n s k ɔ
męsko	m ɛ w̃ s k ɔ
męskoosobowy	m ɛ n s k ɔ ɔ s ɔ b ɔ v ɘ
męskoosobowy	m ɛ w̃ s k ɔ ɔ s ɔ b ɔ v ɘ
męskorzeczowy	m ɛ n s k ɔ ʐ ɛ t͡ʂ ɔ v ɘ
męskorzeczowy	m ɛ w̃ s k ɔ ʐ ɛ t͡ʂ ɔ v ɘ
męskozwierzęcy	m ɛ n s k ɔ z v j ɛ ʐ ɛ n t͡s ɘ
męskozwierzęcy	m ɛ w̃ s k ɔ z v j ɛ ʐ ɛ n t͡s ɘ
męskości	m ɛ n s k ɔ ɕ t͡ɕ i
męskości	m ɛ w̃ s k ɔ ɕ t͡ɕ i
męskościach	m ɛ n s k ɔ ɕ t͡ɕ a x
męskościach	m ɛ w̃ s k ɔ ɕ t͡ɕ a x
męskościami	m ɛ n s k ɔ ɕ t͡ɕ a m i
męskościami	m ɛ w̃ s k ɔ ɕ t͡ɕ a m i
męskościom	m ɛ n s k ɔ ɕ t͡ɕ ɔ m
męskościom	m ɛ w̃ s k ɔ ɕ t͡ɕ ɔ m
męskością	m ɛ n s k ɔ ɕ t͡ɕ ɔ w̃
męskością	m ɛ w̃ s k ɔ ɕ t͡ɕ ɔ w̃
męskość	m ɛ n s k ɔ ɕ t͡ɕ
męskość	m ɛ w̃ s k ɔ ɕ t͡ɕ
męskożywotny	m ɛ n s k ɔ ʐ ɘ v ɔ t n ɘ
męskożywotny	m ɛ w̃ s k ɔ ʐ ɘ v ɔ t n ɘ
męską	m ɛ n s k ɔ w̃
męską	m ɛ w̃ s k ɔ w̃
męstwo	m ɛ n s t f ɔ
męstwo	m ɛ w̃ s t f ɔ
męt	m ɛ n t
męta	m ɛ n t a
mętach	m ɛ n t a x
mętami	m ɛ n t a m i
mętel	m ɛ n t ɛ l
mętem	m ɛ n t ɛ m
mętlik	m ɛ n t l i k
mętna	m ɛ n t n a
mętnawy	m ɛ n t n a v ɘ
mętne	m ɛ n t n ɛ
mętni	m ɛ n t ɲ i
mętnieć	m ɛ n t ɲ ɛ t͡ɕ
mętność	m ɛ n t n ɔ ɕ t͡ɕ
mętny	m ɛ n t n ɘ
mętną	m ɛ n t n ɔ w̃
mętom	m ɛ n t ɔ m
mętoperz	m ɛ n t ɔ p ɛ ʂ
mętowi	m ɛ n t ɔ v i
mętowie	m ɛ n t ɔ v j ɛ
mętu	m ɛ n t u
męty	m ɛ n t ɘ
mętów	m ɛ n t u f
męża	m ɛ n ʐ a
męża	m ɛ w̃ ʐ a
mężach	m ɛ n ʐ a x
mężach	m ɛ w̃ ʐ a x
mężami	m ɛ n ʐ a m i
mężami	m ɛ w̃ ʐ a m i
mężatka	m ɛ n ʐ a t k a
mężatka	m ɛ w̃ ʐ a t k a
mężatką	m ɛ n ʐ a t k ɔ w̃
mężatką	m ɛ w̃ ʐ a t k ɔ w̃
mężaty	m ɛ n ʐ a t ɘ
mężaty	m ɛ w̃ ʐ a t ɘ
mężczyzn	m ɛ n ʂ t͡ʂ ɘ z n
mężczyzn	m ɛ w̃ ʂ t͡ʂ ɘ z n
mężczyzna	m ɛ n ʂ t͡ʂ ɘ z n a
mężczyzna	m ɛ w̃ ʂ t͡ʂ ɘ z n a
mężczyzna	m ɛ̃ ʂ t͡ʂ ɨ z n a
mężczyznach	m ɛ n ʂ t͡ʂ ɘ z n a x
mężczyznach	m ɛ w̃ ʂ t͡ʂ ɘ z n a x
mężczyznami	m ɛ n ʂ t͡ʂ ɘ z n a m i
mężczyznami	m ɛ w̃ ʂ t͡ʂ ɘ z n a m i
mężczyzno	m ɛ n ʂ t͡ʂ ɘ z n ɔ
mężczyzno	m ɛ w̃ ʂ t͡ʂ ɘ z n ɔ
mężczyznom	m ɛ n ʂ t͡ʂ ɘ z n ɔ m
mężczyznom	m ɛ w̃ ʂ t͡ʂ ɘ z n ɔ m
mężczyzny	m ɛ n ʂ t͡ʂ ɘ z n ɘ
mężczyzny	m ɛ w̃ ʂ t͡ʂ ɘ z n ɘ
mężczyzną	m ɛ n ʂ t͡ʂ ɘ z n ɔ w̃
mężczyzną	m ɛ w̃ ʂ t͡ʂ ɘ z n ɔ w̃
mężczyznę	m ɛ n ʂ t͡ʂ ɘ z n ɛ
mężczyznę	m ɛ n ʂ t͡ʂ ɘ z n ɛ w̃
mężczyznę	m ɛ w̃ ʂ t͡ʂ ɘ z n ɛ
mężczyznę	m ɛ w̃ ʂ t͡ʂ ɘ z n ɛ w̃
mężczyźni	m ɛ n ʂ t͡ʂ ɘ ʑ ɲ i
mężczyźni	m ɛ w̃ ʂ t͡ʂ ɘ ʑ ɲ i
mężczyźnie	m ɛ n ʂ t͡ʂ ɘ ʑ ɲ ɛ
mężczyźnie	m ɛ w̃ ʂ t͡ʂ ɘ ʑ ɲ ɛ
mężem	m ɛ n ʐ ɛ m
mężem	m ɛ w̃ ʐ ɛ m
mężnie	m ɛ n ʐ ɲ ɛ
mężnie	m ɛ w̃ ʐ ɲ ɛ
mężnienie	m ɛ n ʐ ɲ ɛ ɲ ɛ
mężnienie	m ɛ w̃ ʐ ɲ ɛ ɲ ɛ
mężnieć	m ɛ n ʐ ɲ ɛ t͡ɕ
mężnieć	m ɛ w̃ ʐ ɲ ɛ t͡ɕ
mężny	m ɛ n ʐ n ɘ
mężny	m ɛ w̃ ʐ n ɘ
mężobójca	m ɛ n ʐ ɔ b u j t͡s a
mężobójca	m ɛ w̃ ʐ ɔ b u j t͡s a
mężobójczy	m ɛ n ʐ ɔ b u j t͡ʂ ɘ
mężobójczy	m ɛ w̃ ʐ ɔ b u j t͡ʂ ɘ
mężobójczyni	m ɛ n ʐ ɔ b u j t͡ʂ ɘ ɲ i
mężobójczyni	m ɛ w̃ ʐ ɔ b u j t͡ʂ ɘ ɲ i
mężobójstwo	m ɛ n ʐ ɔ b u j s t f ɔ
mężobójstwo	m ɛ w̃ ʐ ɔ b u j s t f ɔ
mężom	m ɛ n ʐ ɔ m
mężom	m ɛ w̃ ʐ ɔ m
mężowi	m ɛ n ʐ ɔ v i
mężowi	m ɛ w̃ ʐ ɔ v i
mężowie	m ɛ n ʐ ɔ v j ɛ
mężowie	m ɛ w̃ ʐ ɔ v j ɛ
mężołożnik	m ɛ n ʐ ɔ w ɔ ʐ ɲ i k
mężołożnik	m ɛ w̃ ʐ ɔ w ɔ ʐ ɲ i k
mężu	m ɛ n ʐ u
mężu	m ɛ w̃ ʐ u
mężulek	m ɛ n ʐ u l ɛ k
mężulek	m ɛ w̃ ʐ u l ɛ k
mężusi	m ɛ n ʐ u ɕ i
mężusi	m ɛ w̃ ʐ u ɕ i
mężusia	m ɛ n ʐ u ɕ a
mężusia	m ɛ w̃ ʐ u ɕ a
mężusiach	m ɛ n ʐ u ɕ a x
mężusiach	m ɛ w̃ ʐ u ɕ a x
mężusiami	m ɛ n ʐ u ɕ a m i
mężusiami	m ɛ w̃ ʐ u ɕ a m i
mężusiem	m ɛ n ʐ u ɕ ɛ m
mężusiem	m ɛ w̃ ʐ u ɕ ɛ m
mężusiom	m ɛ n ʐ u ɕ ɔ m
mężusiom	m ɛ w̃ ʐ u ɕ ɔ m
mężusiowi	m ɛ n ʐ u ɕ ɔ v i
mężusiowi	m ɛ w̃ ʐ u ɕ ɔ v i
mężusiowie	m ɛ n ʐ u ɕ ɔ v j ɛ
mężusiowie	m ɛ w̃ ʐ u ɕ ɔ v j ɛ
mężusiu	m ɛ n ʐ u ɕ u
mężusiu	m ɛ w̃ ʐ u ɕ u
mężuś	m ɛ n ʐ u ɕ
mężuś	m ɛ w̃ ʐ u ɕ
mężyk	m ɛ n ʐ ɘ k
mężyk	m ɛ w̃ ʐ ɘ k
mężysko	m ɛ n ʐ ɘ s k ɔ
mężysko	m ɛ w̃ ʐ ɘ s k ɔ
mężów	m ɛ n ʐ u f
mężów	m ɛ w̃ ʐ u f
młocarka	m w ɔ t͡s a r k a
młocarnia	m w ɔ t͡s a r ɲ a
młociarka	m w ɔ t͡ɕ a r k a
młociarką	m w ɔ t͡ɕ a r k ɔ w̃
młociarz	m w ɔ t͡ɕ a ʂ
młocka	m w ɔ t͡s k a
młockarnia	m w ɔ t͡s k a r ɲ a
młoda	m w ɔ d a
młode	m w ɔ d ɛ
młodego	m w ɔ d ɛ ɡ ɔ
młodej	m w ɔ d ɛ j
młodemu	m w ɔ d ɛ m u
młodniak	m w ɔ d ɲ a k
młodnieć	m w ɔ d ɲ ɛ t͡ɕ
młodnik	m w ɔ d ɲ i k
młodo	m w ɔ d ɔ
młodociany	m w ɔ d ɔ t͡ɕ a n ɘ
młodogramatyk	m w ɔ d ɔ ɡ r a m a t ɘ k
młodopolanin	m w ɔ d ɔ p ɔ l a ɲ i n
młodopolski	m w ɔ d ɔ p ɔ l s k i
młodopolszczyzna	m w ɔ d ɔ p ɔ l ʂ t͡ʂ ɘ z n a
młodości	m w ɔ d ɔ ɕ t͡ɕ i
młodością	m w ɔ d ɔ ɕ t͡ɕ ɔ w̃
młodość	m w ɔ d ɔ ɕ t͡ɕ
młodożeniec	m w ɔ d ɔ ʐ ɛ ɲ ɛ t͡s
młodsi	m w ɔ t ɕ i
młodszego	m w ɔ t ʂ ɛ ɡ ɔ
młodszy	m w ɔ t ʂ ɘ
młody	m w ɔ d ɘ
młody	m ɫ ɔ d ɨ
młodych	m w ɔ d ɘ x
młodym	m w ɔ d ɘ m
młodymi	m w ɔ d ɘ m i
młodzi	m w ɔ d͡ʑ i
młodzian	m w ɔ d͡ʑ a n
młodzie	m w ɔ d͡ʑ ɛ
młodzieniaszek	m w ɔ d͡ʑ ɛ ɲ a ʂ ɛ k
młodzieniec	m w ɔ d͡ʑ ɛ ɲ ɛ t͡s
młodzieńczo	m w ɔ d͡ʑ ɛ ɲ t͡ʂ ɔ
młodzieńczy	m w ɔ d͡ʑ ɛ ɲ t͡ʂ ɘ
młodzież	m w ɔ d͡ʑ ɛ ʂ
młodzież	m ɫ ɔ d͡ʑ e ʂ
młodzież	m ɫ ɔ d͡ʑ ɛ ʂ
młodzieżowy	m w ɔ d͡ʑ ɛ ʐ ɔ v ɘ
młodzieżówka	m w ɔ d͡ʑ ɛ ʐ u f k a
młodzik	m w ɔ d͡ʑ i k
młodzik	m ɫ ɔ d͡ʑ i k
młodziutki	m w ɔ d͡ʑ u t k i
młodziwo	m w ɔ d͡ʑ i v ɔ
młodą	m w ɔ d ɔ w̃
młokos	m w ɔ k ɔ s
młot	m w ɔ t
młoteczek	m w ɔ t ɛ t͡ʂ ɛ k
młotek	m w ɔ t ɛ k
młotka	m w ɔ t k a
młotowiertarka	m w ɔ t ɔ v j ɛ r t a r k a
młyn	m w ɘ n
młynarce	m w ɘ n a r t͡s ɛ
młynarczyk	m w ɘ n a r t͡ʂ ɘ k
młynarka	m w ɘ n a r k a
młynarki	m w ɘ n a r k i
młynarką	m w ɘ n a r k ɔ w̃
młynarkę	m w ɘ n a r k ɛ
młynarkę	m w ɘ n a r k ɛ w̃
młynarz	m w ɘ n a ʂ
młynarze	m w ɘ n a ʐ ɛ
młynek	m w ɘ n ɛ k
młynowy	m w ɘ n ɔ v ɘ
młynówka	m w ɘ n u f k a
młyński	m w ɘ ɲ s k i
młóci	m w u t͡ɕ i
młócić	m w u t͡ɕ i t͡ɕ
młócić	m ɫ o t͡ɕ i t͡ɕ
młócka	m w u t͡s k a
młócą	m w u t͡s ɔ w̃
młócę	m w u t͡s ɛ
młócę	m w u t͡s ɛ w̃
młód	m ɫ o t
młódka	m w u t k a
młódź	m w u t͡ɕ
młóto	m w u t ɔ
młóć	m w u t͡ɕ
mściciel	m ɕ t͡ɕ i t͡ɕ ɛ l
mścicielka	m ɕ t͡ɕ i t͡ɕ ɛ l k a
mścisz	m ɕ t͡ɕ i ʂ
mściwość	m ɕ t͡ɕ i v ɔ ɕ t͡ɕ
mściwy	m ɕ t͡ɕ i v ɘ
mścić	m ɕ t͡ɕ i t͡ɕ
mżawce	m ʐ a f t͡s ɛ
mżawek	m ʐ a v ɛ k
mżawka	m ʐ a f k a
mżawkach	m ʐ a f k a x
mżawkami	m ʐ a f k a m i
mżawki	m ʐ a f k i
mżawko	m ʐ a f k ɔ
mżawkom	m ʐ a f k ɔ m
mżawką	m ʐ a f k ɔ w̃
mżawkę	m ʐ a f k ɛ
mżawkę	m ʐ a f k ɛ w̃
mżenie	m ʐ ɛ ɲ ɛ
mży	m ʐ ɘ
mżyj	m ʐ ɘ j
mżysty	m ʐ ɘ s t ɘ
mżyć	m ʐ ɘ t͡ɕ
mżą	m ʐ ɔ w̃
mżę	m ʐ ɛ
mżę	m ʐ ɛ w̃
n	ɛ n
na	n a
naadmirowanie	n a a d m i r ɔ v a ɲ ɛ
naadmirować	n a a d m i r ɔ v a t͡ɕ
naajak	n a a j a k
nabalsamować	n a b a l s a m ɔ v a t͡ɕ
nabaw	n a b a f
nabawiać	n a b a v j a t͡ɕ
nabawić	n a b a v i t͡ɕ
nabazgrać	n a b a z ɡ r a t͡ɕ
nabazgrolić	n a b a z ɡ r ɔ l i t͡ɕ
nabałaganić	n a b a w a ɡ a ɲ i t͡ɕ
nabałamucić	n a b a w a m u t͡ɕ i t͡ɕ
nabiał	n a b j a w
nabicie	n a b i t͡ɕ ɛ
nabieracz	n a b j ɛ r a t͡ʂ
nabieranie	n a b j ɛ r a ɲ ɛ
nabierać	n a b j ɛ r a t͡ɕ
nabierka	n a b j ɛ r k a
nabierz	n a b j ɛ ʂ
nabij	n a b i j
nabijanie	n a b i j a ɲ ɛ
nabijać	n a b i j a t͡ɕ
nabity	n a b i t ɘ
nabizm	n a b i z m
nabić	n a b i t͡ɕ
naboi	n a b ɔ i
nabojach	n a b ɔ j a x
nabojami	n a b ɔ j a m i
naboje	n a b ɔ j ɛ
nabojem	n a b ɔ j ɛ m
nabojom	n a b ɔ j ɔ m
nabojowi	n a b ɔ j ɔ v i
naboju	n a b ɔ j u
nabojów	n a b ɔ j u f
nabożeństwo	n a b ɔ ʐ ɛ ɲ s t f ɔ
nabożnie	n a b ɔ ʐ ɲ ɛ
nabożny	n a b ɔ ʐ n ɘ
nabrana	n a b r a n a
nabrane	n a b r a n ɛ
nabrani	n a b r a ɲ i
nabranie	n a b r a ɲ ɛ
nabrano	n a b r a n ɔ
nabrany	n a b r a n ɘ
nabraną	n a b r a n ɔ w̃
nabrać	n a b r a t͡ɕ
nabrałam	n a b r a w a m
nabrojenie	n a b r ɔ j ɛ ɲ ɛ
nabrzeże	n a b ʐ ɛ ʐ ɛ
nabrzmiały	n a b ʐ m j a w ɘ
nabrzmiewać	n a b ʐ m j ɛ v a t͡ɕ
nabrzmieć	n a b ʐ m j ɛ t͡ɕ
naburmuszać	n a b u r m u ʂ a t͡ɕ
naburmuszony	n a b u r m u ʂ ɔ n ɘ
naburmuszyć	n a b u r m u ʂ ɘ t͡ɕ
nabuzowany	n a b u z ɔ v a n ɘ
nabuzować	n a b u z ɔ v a t͡ɕ
nabycie	n a b ɘ t͡ɕ ɛ
nabytek	n a b ɘ t ɛ k
nabywanie	n a b ɘ v a ɲ ɛ
nabywać	n a b ɘ v a t͡ɕ
nabywca	n a b ɘ f t͡s a
nabywczy	n a b ɘ f t͡ʂ ɘ
nabyć	n a b ɘ t͡ɕ
nabzdryngolić	n a b z d r ɘ n ɡ ɔ l i t͡ɕ
nabzdyczać	n a b z d ɘ t͡ʂ a t͡ɕ
nabzdyczony	n a b z d ɘ t͡ʂ ɔ n ɘ
nabzdyczyć	n a b z d ɘ t͡ʂ ɘ t͡ɕ
nabój	n a b u j
nabór	n a b u r
nabłonek	n a b w ɔ n ɛ k
nabździć	n a b ʑ d͡ʑ i t͡ɕ
nacechowanie	n a t͡s ɛ x ɔ v a ɲ ɛ
nacechowany	n a t͡s ɛ x ɔ v a n ɘ
nacechować	n a t͡s ɛ x ɔ v a t͡ɕ
nachalniejszy	n a x a l ɲ ɛ j ʂ ɘ
nachalny	n a x a l n ɘ
nachapać	n a x a p a t͡ɕ
nachlany	n a x l a n ɘ
nachlapanie	n a x l a p a ɲ ɛ
nachlapać	n a x l a p a t͡ɕ
nachlać	n a x l a t͡ɕ
nachlewać	n a x l ɛ v a t͡ɕ
nachmurzać	n a x m u ʐ a t͡ɕ
nachmurzony	n a x m u ʐ ɔ n ɘ
nachmurzyć	n a x m u ʐ ɘ t͡ɕ
nachodzenie	n a x ɔ d͡z ɛ ɲ ɛ
nachodzić	n a x ɔ d͡ʑ i t͡ɕ
nachodźca	n a x ɔ t͡ɕ t͡s a
nachos	n a t͡ʂ ɔ s
nachrapnik	n a x r a p ɲ i k
nachwalić	n a x f a l i t͡ɕ
nachwycić	n a x f ɘ t͡ɕ i t͡ɕ
nachwyt	n a x f ɘ t
nachwytać	n a x f ɘ t a t͡ɕ
nachy	n a x ɘ
nachyl	n a x ɘ l
nachylać	n a x ɘ l a t͡ɕ
nachyleni	n a x ɘ l ɛ ɲ i
nachylenie	n a x ɘ l ɛ ɲ ɛ
nachylić	n a x ɘ l i t͡ɕ
nachylony	n a x ɘ l ɔ n ɘ
naci	n a t͡ɕ i
naciach	n a t͡ɕ a x
naciami	n a t͡ɕ a m i
nacie	n a t͡ɕ ɛ
naciek	n a t͡ɕ ɛ k
nacierać	n a t͡ɕ ɛ r a t͡ɕ
nacierpieć	n a t͡ɕ ɛ r p j ɛ t͡ɕ
nacinanie	n a t͡ɕ i n a ɲ ɛ
nacinać	n a t͡ɕ i n a t͡ɕ
naciom	n a t͡ɕ ɔ m
naciosa	n a t͡ɕ ɔ s a
naciosać	n a t͡ɕ ɔ s a t͡ɕ
naciosywać	n a t͡ɕ ɔ s ɘ v a t͡ɕ
naciot	n a t͡ɕ ɔ t
naciowy	n a t͡ɕ ɔ v ɘ
nacisk	n a t͡ɕ i s k
naciskanie	n a t͡ɕ i s k a ɲ ɛ
naciskać	n a t͡ɕ i s k a t͡ɕ
nacisnąć	n a t͡ɕ i s n ɔ ɲ t͡ɕ
nacią	n a t͡ɕ ɔ w̃
naciąg	n a t͡ɕ ɔ ŋ k
naciągacz	n a t͡ɕ ɔ ŋ ɡ a t͡ʂ
naciągaczka	n a t͡ɕ ɔ ŋ ɡ a t͡ʂ k a
naciągaczką	n a t͡ɕ ɔ ŋ ɡ a t͡ʂ k ɔ w̃
naciągaczkę	n a t͡ɕ ɔ ŋ ɡ a t͡ʂ k ɛ
naciągaczkę	n a t͡ɕ ɔ ŋ ɡ a t͡ʂ k ɛ w̃
naciągany	n a t͡ɕ ɔ ŋ ɡ a n ɘ
naciągać	n a t͡ɕ ɔ ŋ ɡ a t͡ɕ
naciągnąć	n a t͡ɕ ɔ ŋ ɡ n ɔ ɲ t͡ɕ
naciąć	n a t͡ɕ ɔ ɲ t͡ɕ
nacięcie	n a t͡ɕ ɛ ɲ t͡ɕ ɛ
nacięty	n a t͡ɕ ɛ n t ɘ
nacięć	n a t͡ɕ ɛ ɲ t͡ɕ
nacięższy	n ɒ t͡ɕ ɛ̃ ʂ ʂ ɨ
naciśnięcie	n a t͡ɕ i ɕ ɲ ɛ ɲ t͡ɕ ɛ
nacja	n a t͡s j a
nacjonalista	n a t͡s j ɔ n a l i s t a
nacjonalistka	n a t͡s j ɔ n a l i s t k a
nacjonalistką	n a t͡s j ɔ n a l i s t k ɔ w̃
nacjonalistycznie	n a t͡s j ɔ n a l i s t ɘ t͡ʂ ɲ ɛ
nacjonalistyczny	n a t͡s j ɔ n a l i s t ɘ t͡ʂ n ɘ
nacjonalizm	n a t͡s j ɔ n a l i z m
nacjonalizować	n a t͡s j ɔ n a l i z ɔ v a t͡ɕ
nacjonalny	n a t͡s j ɔ n a l n ɘ
naczalstwo	n a t͡ʂ a l s t f ɔ
naczelnik	n a t͡ʂ ɛ l ɲ i k
naczelny	n a t͡ʂ ɛ l n ɘ
naczep	n a t͡ʂ ɛ p
naczepa	n a t͡ʂ ɛ p a
naczynać	n a t͡ʂ ɘ n a t͡ɕ
naczynia	n a t͡ʂ ɘ ɲ a
naczyniak	n a t͡ʂ ɘ ɲ a k
naczynie	n a t͡ʂ ɘ ɲ ɛ
naczyniowy	n a t͡ʂ ɘ ɲ ɔ v ɘ
naczyniówce	n a t͡ʂ ɘ ɲ u f t͡s ɛ
naczyniówek	n a t͡ʂ ɘ ɲ u v ɛ k
naczyniówka	n a t͡ʂ ɘ ɲ u f k a
naczyniówkach	n a t͡ʂ ɘ ɲ u f k a x
naczyniówkami	n a t͡ʂ ɘ ɲ u f k a m i
naczyniówki	n a t͡ʂ ɘ ɲ u f k i
naczyniówko	n a t͡ʂ ɘ ɲ u f k ɔ
naczyniówkom	n a t͡ʂ ɘ ɲ u f k ɔ m
naczyniówką	n a t͡ʂ ɘ ɲ u f k ɔ w̃
naczyniówkę	n a t͡ʂ ɘ ɲ u f k ɛ
naczyniówkę	n a t͡ʂ ɘ ɲ u f k ɛ w̃
naczynko	n a t͡ʂ ɘ ŋ k ɔ
naczytać	n a t͡ʂ ɘ t a t͡ɕ
naczyń	n a t͡ʂ ɘ ɲ
naczółek	n a t͡ʂ u w ɛ k
nacząć	n a t͡ʂ ɔ̃ t͡ɕ
naczęstszy	n ɒ t͡ʂ ɛ̃ s t ʂ ɨ
naczęściej	n ɒ t͡ʂ ɛ̃ ɕ t͡ɕ e j
naczęściej	n ɒ t͡ʂ ɛ̃ ɕ t͡ɕ ɛ j
nad	n a t
nada	n a d a
nadaj	n a d a j
nadaje	n a d a j ɛ
nadajnik	n a d a j ɲ i k
nadaktywność	n a d a k t ɘ v n ɔ ɕ t͡ɕ
nadaktywny	n a d a k t ɘ v n ɘ
nadal	n a d a l
nadal	n a d ɒ l
nadalej	n ɒ d a l e j
nadali	n a d a l i
nadalszy	n ɒ d a l ʂ ɨ
nadam	n a d a m
nadana	n a d a n a
nadane	n a d a n ɛ
nadani	n a d a ɲ i
nadanie	n a d a ɲ ɛ
nadany	n a d a n ɘ
nadaną	n a d a n ɔ w̃
nadarcie	n a d a r t͡ɕ ɛ
nadaremnie	n a d a r ɛ m ɲ ɛ
nadaremno	n a d a r ɛ m n ɔ
nadaremny	n a d a r ɛ m n ɘ
nadarty	n a d a r t ɘ
nadarzać	n a d a ʐ a t͡ɕ
nadarzyć	n a d a ʐ ɘ t͡ɕ
nadawać	n a d a v a t͡ɕ
nadawca	n a d a f t͡s a
nadać	n a d a t͡ɕ
nadał	n a d a w
nadała	n a d a w a
nadało	n a d a w ɔ
nadbagaż	n a d b a ɡ a ʂ
nadbijanie	n a d b i j a ɲ ɛ
nadbitka	n a d b i t k a
nadbitką	n a d b i t k ɔ w̃
nadbrzeże	n a d b ʐ ɛ ʐ ɛ
nadbrzusze	n a d b ʐ u ʂ ɛ
nadbudowa	n a d b u d ɔ v a
nadbudówka	n a d b u d u f k a
nadbudówką	n a d b u d u f k ɔ w̃
nadchloran	n a t x l ɔ r a n
nadchodzenie	n a t x ɔ d͡z ɛ ɲ ɛ
nadchodzi	n a t x ɔ d͡ʑ i
nadchodzić	n a t x ɔ d͡ʑ i t͡ɕ
nadchodzą	n a t x ɔ d͡z ɔ w̃
nadcinać	n a t t͡ɕ i n a t͡ɕ
nadciągać	n a t t͡ɕ ɔ ŋ ɡ a t͡ɕ
nadciągnąć	n a t t͡ɕ ɔ ŋ ɡ n ɔ ɲ t͡ɕ
nadciąć	n a t t͡ɕ ɔ ɲ t͡ɕ
nadcięć	n a t t͡ɕ ɛ ɲ t͡ɕ
nadciśnienie	n a t t͡ɕ i ɕ ɲ ɛ ɲ ɛ
nadczynność	n a t t͡ʂ ɘ n n ɔ ɕ t͡ɕ
nadczłowiek	n a t t͡ʂ w ɔ v j ɛ k
naddarcie	n a d d a r t͡ɕ ɛ
naddawać	n a d d a v a t͡ɕ
naddawać	n a d d ɒ v a t͡ɕ
naddać	n a d d a t͡ɕ
naddniestrzański	n a d d ɲ ɛ s t ʂ a ɲ s k i
naddźwiękowy	n a d d͡ʑ v j ɛ ŋ k ɔ v ɘ
nade	n a d ɛ
nadedrzeć	n a d ɛ d ʐ ɛ t͡ɕ
nadejdzie	n a d ɛ j d͡ʑ ɛ
nadejdziecie	n a d ɛ j d͡ʑ ɛ t͡ɕ ɛ
nadejdziemy	n a d ɛ j d͡ʑ ɛ m ɘ
nadejdziesz	n a d ɛ j d͡ʑ ɛ ʂ
nadejdą	n a d ɛ j d ɔ w̃
nadejdę	n a d ɛ j d ɛ
nadejdę	n a d ɛ j d ɛ w̃
nadejście	n a d ɛ j ɕ t͡ɕ ɛ
nadejść	n a d ɛ j ɕ t͡ɕ
nadepnąć	n a d ɛ p n ɔ ɲ t͡ɕ
nadeptać	n a d ɛ p t a t͡ɕ
nadeptywać	n a d ɛ p t ɘ v a t͡ɕ
nader	n a d ɛ r
naderwać	n a d ɛ r v a t͡ɕ
nadeszli	n a d ɛ ʂ l i
nadeszła	n a d ɛ ʂ w a
nadeszło	n a d ɛ ʂ w ɔ
nadeszły	n a d ɛ ʂ w ɘ
nadesłać	n a d ɛ s w a t͡ɕ
nadetnie	n a d ɛ t ɲ ɛ
nadetną	n a d ɛ t n ɔ w̃
nadetnę	n a d ɛ t n ɛ
nadetnę	n a d ɛ t n ɛ w̃
nadeń	n a d ɛ ɲ
nadeśle	n a d ɛ ɕ l ɛ
nadeślą	n a d ɛ ɕ l ɔ w̃
nadeślę	n a d ɛ ɕ l ɛ
nadeślę	n a d ɛ ɕ l ɛ w̃
nadfiolet	n a t f j ɔ l ɛ t
nadfioletowy	n a t f j ɔ l ɛ t ɔ v ɘ
nadfruniecie	n a t f r u ɲ ɛ t͡ɕ ɛ
nadfrunięcie	n a t f r u ɲ ɛ ɲ t͡ɕ ɛ
nadfruwanie	n a t f r u v a ɲ ɛ
nadganiać	n a d ɡ a ɲ a t͡ɕ
nadgarstek	n a d ɡ a r s t ɛ k
nadgięcie	n a d ɡ j ɛ ɲ t͡ɕ ɛ
nadgięty	n a d ɡ j ɛ n t ɘ
nadglądanie	n a d ɡ l ɔ n d a ɲ ɛ
nadgodzina	n a d ɡ ɔ d͡ʑ i n a
nadgodziną	n a d ɡ ɔ d͡ʑ i n ɔ w̃
nadgonić	n a d ɡ ɔ ɲ i t͡ɕ
nadgorliwie	n a d ɡ ɔ r l i v j ɛ
nadgorliwość	n a d ɡ ɔ r l i v ɔ ɕ t͡ɕ
nadgorliwy	n a d ɡ ɔ r l i v ɘ
nadgromada	n a d ɡ r ɔ m a d a
nadgromadą	n a d ɡ r ɔ m a d ɔ w̃
nadgrzebieniowy	n a d ɡ ʐ ɛ b j ɛ ɲ ɔ v ɘ
nadinterpretacja	n a d i n t ɛ r p r ɛ t a t͡s j a
nadinterpretacją	n a d i n t ɛ r p r ɛ t a t͡s j ɔ w̃
nadinterpretować	n a d i n t ɛ r p r ɛ t ɔ v a t͡ɕ
nadir	n a d i r
nadjada	n a d j a d a
nadjadą	n a d j a d ɔ w̃
nadjadę	n a d j a d ɛ
nadjadę	n a d j a d ɛ w̃
nadjechanie	n a d j ɛ x a ɲ ɛ
nadjechać	n a d j ɛ x a t͡ɕ
nadjedz	n a d j ɛ t͡s
nadjedzie	n a d j ɛ d͡ʑ ɛ
nadjedź	n a d j ɛ t͡ɕ
nadjeżdżać	n a d j ɛ ʐ d͡ʐ a t͡ɕ
nadjodan	n a d j ɔ d a n
