'day	d̪ a ɪ̯
kalabitin	k aː l ɐ b ɪ t̪ ɪ n̪
kalabitin	k ɐ l ɐ b ɪ t̪ ɪ n̪
kalabo	k ɐ l aː b o
kalabog	k ɐ l ɐ b o ɡ̚
kalabos	k ɐ l ɐ b o s
kalaboso	k ɐ l ɐ b oː s o
kalachuchi	k ɐ l ɐ t t͡ʃ uː t͡ʃ ɪ
kalachuchi	k ɐ l ɐ t̪ s u t̪ s ɪ
kaladkad	k ɐ l ɐ d̪ k a d̪̚
kaladkarin	k ɐ l ɐ d̪ k aː ɾ ɪ n̪
kaladkarin	k ɐ l ɐ d̪ k ɐ ɾ ɪ n̪
kalag	k ɐ l a ɡ̚
kalagayan	k ɐ l ɐ ɣ aː j ɐ n̪
kalagitna	k ɐ l ɐ ɣ ɪ t̪ n̪ a ʔ
kalagitnaan	k ɐ l ɐ ɣ ɪ t̪ n̪ aː ʔ ɐ n̪
kalagkag	k ɐ l ɐ ɡ k a ɡ̚
kalaguyo	k ɐ l ɐ ɣ uː j o ʔ
kalahati	k ɐ l ɐ h aː t̪ ɪ ʔ
kalahatian	k ɐ l ɐ h ɐ t̪ iː ʔ ɐ n̪
kalahay	k ɐ l ɐ h a ɪ̯
kalahok	k ɐ l ɐ h o k̚
kalakal	k ɐ l aː x ɐ l
kalakal	k ɐ l ɐ x a l
kalakalan	k aː l ɐ x ɐ l a n̪
kalakaran	k aː l ɐ x ɐ ɾ a n̪
kalakaran	k ɐ l ɐ x ɐ ɾ a n̪
kalakati	k ɐ l ɐ x aː t̪ ɪ ʔ
kalakbay	k ɐ l ɐ k b a ɪ̯
kalakhan	k ɐ l ɐ k h a n̪
kalakian	k ɐ l ɐ x iː ʔ ɐ n̪
kalakihan	k ɐ l ɐ x ɪ h a n̪
kalakiyan	k ɐ l ɐ x iː j ɐ n̪
kalakpan	k ɐ l ɐ k p a n̪
kalakuwerda	k ɐ l ɐ k w ɛ ɾ d̪ ɐ
kalakyan	k ɐ l ɐ k j a n̪
kalalakihan	k ɐ l aː l ɐ x ɪ h a n̪
kalalakihan	k ɐ l ɐ l ɐ x iː h ɐ n̪
kalalang	k ɐ l aː l ɐ ŋ
kalalang	k ɐ l ɐ l a ŋ
kalaliman	k ɐ l ɐ l iː m ɐ n̪
kalamaan	k ɐ l ɐ m aː ʔ ɐ n̪
kalamak	k ɐ l ɐ m a k̚
kalamansanay	k ɐ l ɐ m ɐ n̪ s aː n̪ a ɪ̯
kalamansi	k ɐ l ɐ m ɐ n̪ s ɪ ʔ
kalamares	k ɐ l ɐ m aː ɾ ɛ s
kalamayo	k ɐ l ɐ m aː j o
kalamba	k ɐ l ɐ m b a ʔ
kalambatan	k ɐ l ɐ m b ɐ t̪ a n̪
kalambigas	k ɐ l ɐ m b ɪ ɣ a s
kalambre	k ɐ l a m b ɾ ɛ
kalamidad	k ɐ l ɐ m ɪ d̪ a d̪̚
kalamismis	k ɐ l ɐ m ɪ s m ɪ s
kalamnan	k ɐ l ɐ m n̪ a n̪
kalampinay	k ɐ l ɐ m p iː n̪ a ɪ̯
kalamunding	k ɐ l ɐ m ʊ n̪ d̪ ɪ ŋ
kalamyas	k ɐ l ɐ m j a s
kalan	k ɐ l a n̪
kalanbanyaga	k ɐ l ɐ m b ɐ n ɲ aː ɣ ɐ ʔ
kalanbanyaga	k ɐ l ɐ m b ɐ n̪ j aː ɣ ɐ ʔ
kalanda	k ɐ l ɐ n̪ d̪ a
kalanda	k ɐ l ɐ n̪ d̪ a ʔ
kalandak	k ɐ l ɐ n̪ d̪ a k̚
kalandra	k ɐ l a n̪ d̪ ɾ ɐ
kalang	k aː l ɐ ŋ
kalangay	k ɐ l aː ŋ a ɪ̯
kalangbahala	k aː l ɐ m b ɐ h aː l ɐ ʔ
kalangitan	k ɐ l ɐ ŋ iː t̪ ɐ n̪
kalangitan	k ɐ l ɐ ŋ ɪ t̪ a n̪
kalansay	k ɐ l ɐ n̪ s a ɪ̯
kalantari	k ɐ l ɐ n̪ t̪ aː ɾ ɪ ʔ
kalantas	k ɐ l ɐ n̪ t̪ a s
kalap	k aː l ɐ p̚
kalap	k ɐ l a p̚
kalapa	k ɐ l ɐ p a ʔ
kalapastangan	k ɐ l ɐ p ɐ s t̪ aː ŋ ɐ n̪
kalapastanganan	k ɐ l ɐ p ɐ s t̪ ɐ ŋ aː n̪ ɐ n̪
kalapati	k ɐ l ɐ p aː t̪ ɪ
kalapatihan	k aː l ɐ p ɐ t̪ iː h ɐ n̪
kalapintero	k ɐ l ɐ p ɪ n̪ t̪ ɛː ɾ o
kalara	k ɐ l ɐ ɾ a
kalarawan	k ɐ l ɐ ɾ aː w ɐ n̪
kalarawnan	k ɐ l ɐ ɾ a ʊ̯ n̪ a n̪
kalaro	k ɐ l ɐ ɾ o ʔ
kalas	k ɐ l a s
kalasag	k ɐ l aː s ɐ ɡ̚
kalasag	k ɐ l ɐ s a ɡ̚
kalasaw	k ɐ l ɐ s a ʊ̯
kalasing	k ɐ l ɐ s ɪ ŋ
kalasingan	k ɐ l ɐ s ɪ ŋ a n̪
kalasusi	k ɐ l ɐ s uː s ɪ ʔ
kalasutsi	k ɐ l ɐ s u t̪ s ɪ ʔ
kalasutsi	k ɐ l ɐ s uː t͡ʃ ɪ ʔ
kalaswaan	k ɐ l ɐ s w ɐ ʔ a n̪
kalat	k aː l ɐ t̪̚
kalat	k ɐ l a t̪̚
kalatas	k ɐ l ɐ t̪ a s
kalatiw	k ɐ l ɐ t̪ ɪ ʊ̯
kalatiyo	k ɐ l ɐ t̪ iː j o
kalatiyo	k ɐ l ɐ t̪ j o
kalatiyo	k ɐ l ɐ t͡ʃ o
kalatowat	k ɐ l ɐ t̪ o w a t̪̚
kalatowat	k ɐ l ɐ t̪ oː w ɐ t̪̚
kalatsutsi	k ɐ l ɐ t t͡ʃ uː t͡ʃ ɪ ʔ
kalatsutsi	k ɐ l ɐ t̪ s u t̪ s ɪ ʔ
kalatuwat	k ɐ l ɐ t̪ uː w ɐ t̪̚
kalatuwat	k ɐ l ɐ t̪ w a t̪̚
kalatwat	k ɐ l ɐ t̪ w a t̪̚
kalatyo	k ɐ l ɐ t t͡ʃ o
kalatyo	k ɐ l ɐ t̪ j o
kalaunan	k ɐ l ɐ ʔ uː n̪ ɐ n̪
kalaw	k aː l a ʊ̯
kalawakan	k ɐ l ɐ w aː x ɐ n̪
kalawang	k ɐ l aː w ɐ ŋ
kalawangin	k ɐ l ɐ w aː ŋ ɪ n̪
kalawangin	k ɐ l ɐ w ɐ ŋ ɪ n̪
kalawit	k ɐ l aː w ɪ t̪̚
kalayaan	k ɐ l ɐ j aː ʔ ɐ n̪
kalayaan	k ɐ l ɐ j ɐ ʔ a n̪
kalayahan	k ɐ l ɐ j aː h ɐ n̪
kalaykay	k ɐ l a ɪ̯ x a ɪ̯
kalba	k ɐ l b a
kalbaryo	k ɐ l b a ɾ j o
kalbasa	k ɐ l b aː s ɐ
kalbit	k ɐ l b ɪ t̪̚
kalbo	k ɐ l b o
kalbo	k ɐ l b o ʔ
kalburo	k ɐ l b uː ɾ o
kalda	k ɐ l d̪ a
kaldera	k ɐ l d̪ ɛː ɾ ɐ
kaldereta	k ɐ l d̪ ɛ ɾ ɛː t̪ ɐ
kaldero	k ɐ l d̪ ɛː ɾ o
kalembang	k ɐ l ɛ m b ɐ ŋ
kalendaryo	k ɐ l ɛ n̪ d̪ a ɾ j o
kalesa	k ɐ l ɛː s ɐ
kali	k aː l ɪ
kali	k ɐ l ɛ ʔ
kali	k ɐ l ɪ
kali	k ɐ l ɪ ʔ
kalibangbang	k ɐ l ɪ b ɐ m b a ŋ
kalibid	k ɐ l iː b ɪ d̪̚
kalibkib	k ɐ l ɪ b k ɪ b̚
kalibre	k ɐ l iː b ɾ ɛ
kalibugan	k ɐ l ɪ b uː ɣ ɐ n̪
kalidad	k ɐ l ɪ d̪ a d̪̚
kalidoskopyo	k ɐ l ɪ d̪ o s k o p j o
kaligayahan	k ɐ l ɪ ɣ ɐ j ɐ h a n̪
kaligkig	k ɐ l ɪ ɡ k ɪ ɡ̚
kalihim	k ɐ l iː h ɪ m
kalihiman	k ɐ l ɪ h iː m ɐ n̪
kalihiman	k ɐ l ɪ h ɪ m a n̪
kaliitan	k ɐ l ɪ ʔ ɪ t̪ a n̪
kalikam	k ɐ l iː x ɐ m
kalikasan	k ɐ l iː x aː s ɐ n̪
kalikasan	k ɐ l ɪ x aː s ɐ n̪
kaliko	k ɐ l iː x o
kalikot	k ɐ l iː x o t̪̚
kalilya	k ɐ l i l j ɐ
kalima	k ɐ l ɪ m a
kalimaras	k ɐ l ɪ m ɐ ɾ a s
kalimatyo	k ɐ l ɪ m ɐ t t͡ʃ o
kalimatyo	k ɐ l ɪ m ɐ t̪ j o
kalimbahin	k ɐ l ɪ m b ɐ h ɪ n̪
kalimutan	k ɐ l ɪ m uː t̪ ɐ n̪
kalinangan	k ɐ l ɪ n̪ ɐ ŋ a n̪
kalinga	k ɐ l iː ŋ ɐ ʔ
kalingaan	k aː l ɪ ŋ ɐ ʔ a n̪
kalinggalan	k ɐ l ɪ ŋ ɡ ɐ l a n̪
kalinggitan	k ɐ l ɪ ŋ ɡ ɪ t̪ a n̪
kalingkingan	k aː l ɪ ŋ k iː ŋ ɐ n̪
kalinisan	k ɐ l ɪ n̪ iː s ɐ n̪
kalis	k aː l ɪ s
kaliskis	k ɐ l ɪ s k ɪ s
kalit	k ɐ l ɪ t̪̚
kaliwa	k ɐ l ɪ w a ʔ
kaliwanagan	k ɐ l ɪ w ɐ n̪ aː ɣ ɐ n̪
kaliwete	k ɐ l ɪ w ɛː t̪ ɛ
kaliya	k aː l j ɐ ʔ
kaliya	k ɐ l j a ʔ
kalkal	k ɐ l k a l
kalkulador	k ɐ l k ʊ l ɐ d̪ o ɾ
kalkulasyon	k ɐ l k ʊ l ɐ s j o n̪
kalkulasyon	k ɐ l k ʊ l ɐ ʃ o n̪
kalma	k a l m ɐ
kalma	k ɐ l m a
kalma	k ɐ l m a ʔ
kalmado	k ɐ l m aː d̪ o
kalmen	k ɐ l m ɛ n̪
kalmot	k ɐ l m o t̪̚
kalo	k aː l o ʔ
kalo	k ɐ l o ʔ
kalokohan	k ɐ l o x oː h ɐ n̪
kaloob	k ɐ l o ʔ o b̚
kalooban	k ɐ l o ʔ o b a n̪
kalooban	k ɐ l o ʔ oː b ɐ n̪
kalookan	k aː l o ʔ o x a n̪
kalookan	k ɐ l o ʔ oː x ɐ n̪
kalos	k aː l o s
kalos	k ɐ l o s
kalot	k aː l o t̪̚
kalot	k ɐ l o t̪̚
kalsada	k ɐ l s aː d̪ ɐ
kalsetin	k ɐ l s ɛ t̪ ɪ n̪
kalsiyo	k a l s j o
kalsiyo	k a l ʃ o
kalso	k ɐ l s o
kalsonsilyo	k ɐ l s o n̪ s i l j o
kaltas	k ɐ l t̪ a s
kaltasado	k ɐ l t̪ ɐ s aː d̪ o
kaltek	k a l t̪ ɛ k̚
kaluban	k ɐ l uː b ɐ n̪
kalubasa	k ɐ l ʊ b aː s ɐ
kalugay	k ɐ l uː ɣ a ɪ̯
kalukati	k ɐ l ʊ x aː t̪ ɪ ʔ
kalukbanan	k ɐ l ʊ k b aː n̪ ɐ n̪
kalukbanan	k ɐ l ʊ k b ɐ n̪ a n̪
kalukbananan	k ɐ l ʊ k b ɐ n̪ aː n̪ ɐ n̪
kaluluwa	k aː l ʊ l w a
kaluluwa	k ɐ l ʊ l w a
kalulwa	k aː l ʊ l w a
kalulwa	k ɐ l ʊ l w a
kalumbaba	k ɐ l ʊ m b aː b ɐ ʔ
kalumbaba	k ɐ l ʊ m b ɐ b a ʔ
kalumbahin	k ɐ l ʊ m b ɐ h ɪ n̪
kalumbibit	k ɐ l ʊ m b ɪ b ɪ t̪̚
kalumpang	k ɐ l ʊ m p a ŋ
kalumpit	k ɐ l ʊ m p ɪ t̪̚
kalungkutan	k ɐ l ʊ ŋ k uː t̪ ɐ n̪
kalungsuran	k ɐ l ʊ n̪ s ʊ ɾ a n̪
kalungtian	k ɐ l ʊ n̪ t̪ ɪ ʔ a n̪
kaluniya	k ɐ l ʊ n̪ iː j ɐ ʔ
kaluniya	k ɐ l ʊ n̪ j a ʔ
kaluniya	k ɐ l ʊ ɲ a ʔ
kaluntian	k ɐ l ʊ n̪ t̪ ɪ ʔ a n̪
kalunuran	k ɐ l ʊ n̪ uː ɾ ɐ n̪
kalunya	k aː l ʊ n ɲ a ʔ
kalunya	k aː l ʊ n̪ j a ʔ
kalunya	k ɐ l ʊ n ɲ a ʔ
kalunya	k ɐ l ʊ n̪ j a ʔ
kalupaan	k ɐ l ʊ p ɐ ʔ a n̪
kaluskos	k ɐ l ʊ s k o s
kalusugan	k aː l ʊ s uː ɣ ɐ n̪
kalusugan	k ɐ l ʊ s uː ɣ ɐ n̪
kalusugan	k ɐ l ʊ s ʊ ɣ a n̪
kaluwalhatian	k ɐ l w ɐ l h ɐ t̪ iː ʔ ɐ n̪
kalya	k a l j ɐ ʔ
kalya	k ɐ l j a ʔ
kalye	k a l j ɛ
kalyehon	k ɐ l j ɛ h o n̪
kalyo	k a l j o
kalyos	k ɐ l j o s
kama	k aː m ɐ
kamada	k ɐ m aː d̪ ɐ
kamagalingga	k ɐ m ɐ ɣ ɐ l ɪ ŋ ɡ a
kamagong	k ɐ m ɐ ɣ o ŋ
kamakaapat	k ɐ m ɐ x ɐ ʔ aː p ɐ t̪̚
kamakailan	k ɐ m ɐ x a ɪ̯ l a n̪
kamakailan	k ɐ m ɐ x ɐ ʔ ɪ l a n̪
kamakalawa	k ɐ m ɐ x ɐ l ɐ w a
kamakalima	k ɐ m ɐ x ɐ l ɪ m a
kamakapat	k ɐ m ɐ x aː p ɐ t̪̚
kamakapuwo	k ɐ m ɐ x ɐ p uː w o ʔ
kamakatlo	k ɐ m ɐ x ɐ t̪ l̪ o
kamaksi	k aː m ɐ k s ɪ ʔ
kamalala	k ɐ m ɐ l aː l ɐ
kamalasan	k ɐ m ɐ l aː s ɐ n̪
kamalayan	k ɐ m ɐ l ɐ j a n̪
kamaleon	k ɐ m ɐ l ɛ j o n̪
kamalian	k ɐ m ɐ l iː ʔ ɐ n̪
kamalig	k ɐ m aː l ɪ ɡ̚
kamanahan	k ɐ m ɐ n̪ aː h ɐ n̪
kamandag	k ɐ m ɐ n̪ d̪ a ɡ̚
kamanga	k ɐ m ɐ ŋ a ʔ
kamanggagawa	k ɐ m ɐ ŋ ɡ ɐ ɣ aː w ɐ ʔ
kamanggiyanis	k ɐ m ɐ ŋ ɡ j aː n̪ ɪ s
kamangiyanis	k ɐ m ɐ ŋ j aː n̪ ɪ s
kamangmangan	k ɐ m ɐ ŋ m ɐ ŋ a n̪
kamangsi	k ɐ m ɐ n̪ s ɪ ʔ
kamangyan	k ɐ m ɐ ŋ j a n̪
kamansi	k ɐ m ɐ n̪ s ɪ ʔ
kamantigi	k ɐ m ɐ n̪ t̪ iː ɣ ɪ ʔ
kamanyan	k ɐ m ɐ n ɲ a n̪
kamanyan	k ɐ m ɐ n̪ j a n̪
kamanyang	k ɐ m ɐ n ɲ a ŋ
kamanyang	k ɐ m ɐ n̪ j a ŋ
kamao	k ɐ m ɐ ʔ o
kamaoo	k ɐ m ɐ ʔ o ʔ o
kamaoo	k ɐ m ɐ ʔ oː ʔ o
kamape	k ɐ m ɐ p ɛ
kamara	k aː m ɐ ɾ a
kamaro	k aː m ɐ ɾ o
kamas	k ɐ m a s
kamatayan	k ɐ m ɐ t̪ aː j ɐ n̪
kamatis	k ɐ m aː t̪ ɪ s
kamatsile	k ɐ m a t̪ s ɪ l ɛ
kamatsile	k ɐ m aː t͡ʃ ɪ l ɛ
kamaw	k ɐ m a ʊ̯
kamay	k ɐ m a ɪ̯
kamayan	k ɐ m aː j ɐ n̪
kamayan	k ɐ m ɐ j a n̪
kamaydorea	k ɐ m a ɪ̯ d̪ o ɾ ɛː j ɐ
kambal	k ɐ m b a l
kambas	k a m b ɐ s
kambing	k ɐ m b ɪ ŋ
kambiyo	k a m b j o
kambyo	k a m b j o
kameleon	k ɐ m ɛ l ɛ j o n̪
kamelyo	k ɐ m ɛ l j o
kamelyon	k ɐ m ɛ l j o n̪
kamera	k aː m ɛ ɾ a
kameraman	k aː m ɛ ɾ ɐ m a n̪
kami	k ɐ m ɛ
kami	k ɐ m ɪ
kamihasnan	k aː m ɪ h ɐ s n̪ a n̪
kamikam	k ɐ m iː x ɐ m
kamisa	k ɐ m iː s ɐ
kamiseta	k ɐ m ɪ s ɛː t̪ ɐ
kamison	k ɐ m ɪ s o n̪
kamit	k ɐ m ɪ t̪̚
kamkam	k ɐ m k a m
kamo	k aː m o
kamo	k ɐ m o
kamot	k aː m o t̪̚
kamote	k ɐ m oː t̪ ɛ
kamotpusa	k aː m o t̪ p uː s ɐ ʔ
kampana	k ɐ m p aː n̪ ɐ ʔ
kampanaryo	k ɐ m p ɐ n̪ a ɾ j o
kampang	k ɐ m p a ŋ
kampanilya	k ɐ m p ɐ n̪ i l j ɐ
kampante	k ɐ m p a n̪ t̪ ɛ
kampanya	k ɐ m p a n̪ j ɐ
kampanya	k ɐ m p aː ɲ ɐ
kampanya	k ɐ m p ɐ n ɲ a
kampanya	k ɐ m p ɐ n̪ j a
kampay	k ɐ m p a ɪ̯
kampeon	k ɐ m p ɛ j o n̪
kampeonato	k ɐ m p ɛ j o n̪ aː t̪ o
kampetse	k ɐ m p ɛ t̪ s ɛ
kampetse	k ɐ m p ɛː t͡ʃ ɛ
kampilan	k ɐ m p iː l ɐ n̪
kamping	k ɐ m p ɪ ŋ
kampit	k ɐ m p ɪ t̪̚
kampiyon	k ɐ m p j o n̪
kampon	k ɐ m p o n̪
kampor	k a m p o ɾ
kamposanto	k ɐ m p o s a n̪ t̪ o
kampukan	k ɐ m p uː x ɐ n̪
kampupot	k ɐ m p uː p o t̪̚
kampyon	k ɐ m p j o n̪
kamto	k a m t̪ o
kamto	k ɐ m t̪ o
kamukha	k ɐ m ʊ k h a ʔ
kamukha	k ɐ m ʊ x a ʔ
kamulkap	k ɐ m ʊ l k a p̚
kamulkapanan	k ɐ m ʊ l k ɐ p aː n̪ ɐ n̪
kamumo	k ɐ m uː m o
kamunduhan	k ɐ m ʊ n̪ d̪ ʊ h a n̪
kamuning	k ɐ m ʊ n̪ ɪ ŋ
kamunti	k ɐ m ʊ n̪ t̪ ɪ ʔ
kamuntik	k ɐ m ʊ n̪ t̪ ɪ k̚
kamuplads	k aː m ʊ p l a d̪ s
kamuplads	k aː m ʊ p l a d͡ʒ
kamuplahe	k ɐ m ʊ p l aː h ɛ
kamuplas	k aː m ʊ p l a s
kamusta	k ɐ m ʊ s t̪ a
kamya	k a m j ɐ
kamya	k ɐ m j a
kamyas	k ɐ m j a s
kamyon	k ɐ m j o n̪
kana	k aː n̪ ɐ ʔ
kana	k ɐ n̪ a
kana	k ɐ n̪ a ʔ
kanakana	k ɐ n̪ ɐ x ɐ n̪ a ʔ
kanal	k ɐ n̪ a l
kanalado	k ɐ n̪ ɐ l aː d̪ o
kanan	k aː n̪ ɐ n̪
kanan	k ɐ n̪ a n̪
kanape	k ɐ n̪ ɐ p ɛ
kanaryo	k ɐ n̪ a ɾ j o
kanaw	k ɐ n̪ a ʊ̯
kanayunan	k ɐ n̪ ɐ j uː n̪ ɐ n̪
kandado	k ɐ n̪ d̪ aː d̪ o
kandaduhan	k ɐ n̪ d̪ ɐ d̪ uː h ɐ n̪
kandaki	k ɐ n̪ d̪ aː x ɪ ʔ
kandaki	k ɐ n̪ d̪ ɐ x ɪ ʔ
kandangaho	k ɐ n̪ d̪ ɐ ŋ aː h o ʔ
kandangaok	k ɐ n̪ d̪ ɐ ŋ aː ʔ o k̚
kandanggaok	k ɐ n̪ d̪ ɐ ŋ ɡ aː ʔ o k̚
kandarapa	k ɐ n̪ d̪ ɐ ɾ aː p ɐ ʔ
kandaro	k ɐ n̪ d̪ aː ɾ o
kandelabra	k ɐ n̪ d̪ ɛ l aː b ɾ ɐ
kandelabro	k ɐ n̪ d̪ ɛ l aː b ɾ o
kandelero	k ɐ n̪ d̪ ɛ l ɛː ɾ o
kandi	k ɐ n̪ d̪ ɪ
kandidata	k ɐ n̪ d̪ ɪ d̪ aː t̪ ɐ
kandidato	k ɐ n̪ d̪ ɪ d̪ aː t̪ o
kandidatura	k ɐ n̪ d̪ ɪ d̪ ɐ t̪ uː ɾ ɐ
kandila	k ɐ n̪ d̪ iː l ɐ ʔ
kandilero	k ɐ n̪ d̪ ɪ l ɛː ɾ o
kandililya	k ɐ n̪ d̪ ɪ l i l j ɐ
kandingga	k ɐ n̪ d̪ i ŋ ɡ ɐ
kandingga	k ɐ n̪ d̪ ɪ ŋ ɡ a
kandong	k ɐ n̪ d̪ o ŋ
kandoy	k ɐ n̪ d̪ o ɪ̯
kanduli	k ɐ n̪ d̪ uː l ɪ ʔ
kandungan	k ɐ n̪ d̪ uː ŋ ɐ n̪
kanela	k ɐ n̪ ɛː l ɐ
kanelado	k ɐ n̪ ɛ l aː d̪ o
kang	k a ŋ
kangalanan	k ɐ ŋ ɐ l ɐ n̪ a n̪
kangga	k ɐ ŋ ɡ a
kangga	k ɐ ŋ ɡ a ʔ
kanggaru	k a ŋ ɡ ɐ ɾ ʊ
kanggreho	k ɐ ŋ ɡ ɾ ɛː h o
kangina	k ɐ ŋ iː n̪ ɐ
kangkaro	k a ŋ k ɐ ɾ o
kangkaroso	k ɐ ŋ k ɐ ɾ oː s o
kangkong	k ɐ ŋ k o ŋ
kangkungan	k ɐ ŋ k uː ŋ ɐ n̪
kangreho	k ɐ ŋ ɡ ɾ ɛː h o
kanibal	k aː n̪ ɪ b a l
kanibal	k ɐ n̪ ɪ b a l
kanibalismo	k ɐ n̪ ɪ b ɐ l i s m o
kaniguan	k ɐ n̪ ɪ ɣ uː ʔ ɐ n̪
kanila	k ɐ n̪ ɪ l a
kanilado	k ɐ n̪ ɪ l aː d̪ o
kanilya	k ɐ n̪ i l j ɐ
kanilyado	k ɐ n̪ ɪ l j aː d̪ o
kanin	k aː n̪ ɪ n̪
kanina	k ɐ n̪ iː n̪ ɐ
kanino	k ɐ n̪ iː n̪ o
kanisid	k ɐ n̪ iː s ɪ d̪̚
kaniya	k aː n̪ j ɐ
kaniya	k aː ɲ ɐ
kaniya	k ɐ n̪ j a
kaniya	k ɐ ɲ a
kaniyugan	k ɐ n̪ j uː ɣ ɐ n̪
kaniyugan	k ɐ ɲ uː ɣ ɐ n̪
kankaro	k a ŋ k ɐ ɾ o
kanlong	k ɐ n̪ l o ŋ
kanlungan	k ɐ n̪ l uː ŋ ɐ n̪
kanluran	k ɐ n̪ l uː ɾ ɐ n̪
kanoa	k ɐ n̪ oː w ɐ
kanonisasyon	k ɐ n̪ o n̪ ɪ s ɐ s j o n̪
kanonisasyon	k ɐ n̪ o n̪ ɪ s ɐ ʃ o n̪
kanowa	k ɐ n̪ oː w ɐ
kansa	k a n̪ s ɐ
kansa	k ɐ n̪ s a
kanselasyon	k ɐ n̪ s ɛ l ɐ s j o n̪
kanselasyon	k ɐ n̪ s ɛ l ɐ ʃ o n̪
kanser	k a n̪ s ɛ ɾ
kansi	k a n̪ s ɪ
kansi	k ɐ n̪ s ɪ
kansilyer	k ɐ n̪ s ɪ l j ɛ ɾ
kansing	k ɐ n̪ s ɪ ŋ
kanta	k ɐ n̪ t̪ a
kantahan	k ɐ n̪ t̪ ɐ h a n̪
kantahin	k ɐ n̪ t̪ ɐ h ɪ n̪
kantarilya	k ɐ n̪ t̪ ɐ ɾ i l j ɐ
kanti	k ɐ n̪ t̪ ɪ ʔ
kantidad	k ɐ n̪ t̪ ɪ d̪ a d̪̚
kantin	k ɐ n̪ t̪ ɪ n̪
kanto	k a n̪ t̪ o
kanto	k ɐ n̪ t̪ o
kantog	k ɐ n̪ t̪ o ɡ̚
kanton	k ɐ n̪ t̪ o n̪
kantot	k ɐ n̪ t̪ o t̪̚
kantunan	k ɐ n̪ t̪ uː n̪ ɐ n̪
kantutan	k ɐ n̪ t̪ uː t̪ ɐ n̪
kantutay	k ɐ n̪ t̪ uː t̪ a ɪ̯
kantutero	k ɐ n̪ t̪ ʊ t̪ ɛː ɾ o
kantutin	k ɐ n̪ t̪ ʊ t̪ ɪ n̪
kanugnog	k ɐ n̪ ʊ ɡ n̪ o ɡ̚
kanula	k aː n̪ ʊ l a
kanumay	k ɐ n̪ uː m a ɪ̯
kanunuan	k ɐ n̪ ʊ n̪ uː ʔ ɐ n̪
kanya	k ɐ n ɲ a
kanya	k ɐ n ɲ a ʔ
kanya	k ɐ n̪ j a
kanya	k ɐ n̪ j a ʔ
kanyaw	k ɐ n ɲ a ʊ̯
kanyaw	k ɐ n̪ j a ʊ̯
kanyon	k ɐ n ɲ o n̪
kanyon	k ɐ n̪ j o n̪
kaoba	k ɐ w oː b ɐ
kaoba	k ɐ ʔ oː b ɐ
kaon	k ɐ ʔ o n̪
kaopisina	k ɐ ʔ o p ɪ s iː n̪ ɐ
kaos	k aː w o s
kaotiko	k ɐ w oː t̪ ɪ x o
kapabayaan	k ɐ p ɐ b ɐ j ɐ ʔ a n̪
kapabilidad	k ɐ p ɐ b ɪ l ɪ d̪ a d̪̚
kapag	k ɐ p a ɡ̚
kapagdaka	k ɐ p ɐ ɡ d̪ aː x ɐ
kapagka	k ɐ p ɐ ɡ k a ʔ
kapahamakan	k ɐ p ɐ h ɐ m ɐ x a n̪
kapak	k aː p ɐ k̚
kapakanan	k ɐ p ɐ x ɐ n̪ a n̪
kapal	k ɐ p a l
kapalaluan	k ɐ p ɐ l ɐ l uː ʔ ɐ n̪
kapalan	k ɐ p ɐ l a n̪
kapalaran	k ɐ p ɐ l aː ɾ ɐ n̪
kapalit	k ɐ p ɐ l ɪ t̪̚
kapalutan	k ɐ p ɐ l uː t̪ ɐ n̪
kapamilya	k ɐ p ɐ m i l j ɐ
kapanahunan	k ɐ p ɐ n̪ ɐ h uː n̪ ɐ n̪
kapananampalataya	k ɐ p ɐ n̪ ɐ n̪ ɐ m p ɐ l ɐ t̪ aː j ɐ
kapandakan	k ɐ p ɐ n̪ d̪ ɐ x a n̪
kapangahasan	k ɐ p ɐ ŋ ɐ h ɐ s a n̪
kapanganakan	k ɐ p ɐ ŋ ɐ n̪ aː x ɐ n̪
kapangitan	k ɐ p ɐ ŋ iː t̪ ɐ n̪
kapangyarihan	k ɐ p ɐ ŋ j ɐ ɾ iː h ɐ n̪
kapanlikhaan	k ɐ p ɐ n̪ l ɪ x ɐ ʔ a n̪
kapansanan	k ɐ p ɐ n̪ s aː n̪ ɐ n̪
kaparangan	k ɐ p ɐ ɾ aː ŋ ɐ n̪
kapas	k aː p ɐ s
kapas	k ɐ p a s
kapasidad	k ɐ p ɐ s ɪ d̪ a d̪̚
kapat	k aː p ɐ t̪̚
kapatagan	k ɐ p ɐ t̪ aː ɣ ɐ n̪
kapatas	k ɐ p ɐ t̪ a s
kapatawaran	k ɐ p ɐ t̪ ɐ w ɐ ɾ a n̪
kapatid	k ɐ p ɐ t̪ ɪ d̪̚
kapatiran	k aː p ɐ t̪ iː ɾ ɐ n̪
kapayapaan	k ɐ p ɐ j ɐ p aː ʔ ɐ n̪
kapayatan	k ɐ p ɐ j ɐ t̪ a n̪
kapayiran	k ɐ p ɐ j iː ɾ ɐ n̪
kapbiling	k ɐ p b ɪ l ɪ ŋ
kapbisa	k ɐ p b iː s ɐ ʔ
kapbulog	k ɐ p b uː l o ɡ̚
kape	k ɐ p ɛ
kapehan	k ɐ p ɛː h ɐ n̪
kapeina	k ɐ p e ɪ̯ n̪ ɐ
kapetera	k ɐ p ɛ t̪ ɛː ɾ ɐ
