AFI	a f i
hortelá	ɔ ɾ t e l a
hortelán	ɔ ɾ t e l a ŋ
hortensa	ɔ ɾ t e n s̺ ɐ
horóscopo	ɔ ɾ ɔ s k o p o
hospital	ɔ s p i t a l
hoste	ɔ s t e̝
hoteis	ɔ t ɛ j s
hotel	ɔ t ɛ l
hoxe	o ʃ
hoxe	o ʃ e
hucha	u t͡ʃ a
humectante	u m e k t a n t e
humidade	u m i d a d e
humilde	u m i l d e
humillación	u m i ɟ a s j o ŋ
humillación	u m i ɟ a θ j o ŋ
humillar	u m i ʎ a ɾ
hábito	a β i t o̝
hórreo	o r e o
hóspede	ɔ s p e d e
húngaro	u ŋ ħ a ɾ o
húngaro	u ŋ ɡ a ɾ o
i	i
ichó	i t͡ʃ ɔ
idade	i d a d e
idea	i d ɛ a
ideal	i d ɛ a l
identidade	i d ɛ n t i d a d e
identificar	i d ɛ n t i f i k a ɾ
ieste	j ɛ s t e
ignominioso	i ŋ n ɔ m i n j o s o
ignorancia	i ŋ n o ɾ a n s j a
ignorancia	i ŋ n o ɾ a n θ j a
ignorante	i ŋ n o ɾ a n t e
igreja	i ħ ɾ e ʃ a
igreja	i ɡ ɾ e ʃ a
igrexa	i ħ ɾ e ʃ a
igrexa	i ɡ ɾ e ʃ a
igrexario	i ħ ɾ e ʃ a ɾ j o
igrexario	i ɡ ɾ e ʃ a ɾ j o
igual	i ħ w a l
igual	i ɡ w a l
igualmente	i ħ w a l m e n t e
igualmente	i ɡ w a l m e n t e
ilegal	i l e ħ a l
ilegal	i l e ɡ a l
ilegítimo	i l e ʃ i t i m o
illa	i ɟ a
illar	i ʎ a ɾ
illarga	i ʎ a ɾ ɣ a̝
illargada	i ʎ a ɾ ɣ a ð a̝
illeu	i ʎ e w
illó	i ʎ ɔ
iluminación	i l u m i n a s j o ŋ
iluminación	i l u m i n a θ j o ŋ
iluminar	i l u m i n a ɾ
imaginário	i m a ʃ i n a ɾ j o
imaxe	i m a ʃ e
imaxinación	i m a ʃ i n a s j o ŋ
imaxinación	i m a ʃ i n a θ j o ŋ
imaxinar	i m a ʃ i n a ɾ
imaxinario	i m a ʃ i n a ɾ j o
imita	i m i t a
imitación	i m i t a s j o ŋ
imitación	i m i t a θ j o ŋ
imitada	i m i t a d a
imitando	i m i t a n d o
imitar	i m i t a ɾ
imitas	i m i t a s
imos	i m o s
impaciente	i m p a s j e n t e
impaciente	i m p a s j ɛ n t e
impaciente	i m p a θ j e n t e
impaciente	i m p a θ j ɛ n t e
imperio	i m p ɛ ɾ j o
impermeable	ĩ m p e ɾ m e a β l e
implicar	i m p l i k a ɾ
implícito	i m p l i s i t o
implícito	i m p l i θ i t o
impopularidade	i m p o p u l a ɾ i d a d e
importancia	i m p o ɾ t a n s j a
importancia	i m p o ɾ t a n θ j a
importante	i m p o ɾ t a n t e
importar	i m p o ɾ t a ɾ
impreciso	i m p ɾ e s i s o
impreciso	i m p ɾ e θ i s o
imprimida	i m p ɾ i m i d a
imprimiu	i m p ɾ i m i w
impugnar	i m p u ŋ n a ɾ
incapacidade	i ŋ k a p a s i d a d e
incapacidade	i ŋ k a p a θ i d a d e
incapacitación	i ŋ k a p a s i t a s j o ŋ
incapacitación	i ŋ k a p a θ i t a θ j o ŋ
incapacitar	i ŋ k a p a s i t a ɾ
incapacitar	i ŋ k a p a θ i t a ɾ
incardinación	i ŋ k a ɾ d i n a s j o ŋ
incardinación	i ŋ k a ɾ d i n a θ j o ŋ
incardinar	i ŋ k a ɾ d i n a ɾ
incendiar	i n s ɛ n d j a ɾ
incendiar	i n θ ɛ n d j a ɾ
incensar	i n s e n s a ɾ
incensar	i n θ e n s a ɾ
incenso	i n θ e n s o̝
incenso	i n θ ɛ n s o̝
incentivar	i n s e n t i b a ɾ
incentivar	i n θ e n t i b a ɾ
inchar	i n t͡ʃ a ɾ
inchazo	i n t͡ʃ a s o
inchazo	i n t͡ʃ a θ o
incitación	i n s i t a s j o ŋ
incitación	i n θ i t a θ j o ŋ
inclinación	i ŋ k l i n a s j o ŋ
inclinación	i ŋ k l i n a θ j o ŋ
inclinada	i ŋ k l i n a d a
inclusión	i ŋ k l u s j o ŋ
incompetencia	i ŋ k o m p e t e n s j a
incompetencia	i ŋ k o m p e t e n θ j a
incompetencia	i ŋ k o m p e t ɛ n s j a
incompetencia	i ŋ k o m p e t ɛ n θ j a
incondicionalmente	i ŋ k o n d i s j o n a l m e n t e
incondicionalmente	i ŋ k o n d i θ j o n a l m e n t e
inconstante	i ŋ k o n s t a n t e
incre	i ŋ k ɾ ɪ
incrustar	i ŋ k ɾ u s t a ɾ
indecoro	i n d e k o ɾ o
indecoro	i n d e k ɔ ɾ o
independencia	i n d e p e n d e n s j a
independencia	i n d e p e n d e n θ j a
independencia	i n d e p e n d ɛ n s j a
independencia	i n d e p e n d ɛ n θ j a
indicar	i n d i k a ɾ
indio	i n d j o
indiscreción	i n d i s k ɾ ɛ s j o ŋ
indiscreción	i n d i s k ɾ ɛ θ j o ŋ
indiscrecións	i n d i s k ɾ ɛ s j o ŋ s
indiscrecións	i n d i s k ɾ ɛ θ j o ŋ s
individualismo	i n d i b i d w a l i s m o
individuo	i n d i b i d w o
inducir	i n d u s i ɾ
inducir	i n d u θ i ɾ
industria	i n d u s t ɾ j a
industrial	i n d u s t ɾ j a l
industrialización	i n d u s t ɾ j a l i s a s j o ŋ
industrialización	i n d u s t ɾ j a l i θ a θ j o ŋ
infante	i n f a n t e
infanticidio	i n f a n t i s i d j o
infanticidio	i n f a n t i θ i d j o
inferno	i ɱ f ɛ ɾ n o̝
infiltra	i n f i l t ɾ a
infiltración	i n f i l t ɾ a s j o ŋ
infiltración	i n f i l t ɾ a θ j o ŋ
infiltrada	i n f i l t ɾ a d a
infiltrar	i n f i l t ɾ a ɾ
inflación	i n f l a s j o ŋ
inflación	i n f l a θ j o ŋ
inflexible	i n f l e k s i b l e
influencia	i n f l u e n s j a
influencia	i n f l u e n θ j a
influencia	i n f l u ɛ n s j a
influencia	i n f l u ɛ n θ j a
infondura	ɪ ŋ f o n d u ɾ a̝
información	i n f o ɾ m a s j o ŋ
información	i n f o ɾ m a θ j o ŋ
informaçom	i n f o ɾ m a s o ŋ
informaçom	i n f o ɾ m a θ o ŋ
informação	i n f o ɾ m a s o ŋ
informação	i n f o ɾ m a θ o ŋ
infravermello	ĩ n f ɾ a β e ɾ m e ʎ o
infértil	i n f ɛ ɾ t i l
inglés	i ŋ ħ l e s
inglés	i ŋ ɡ l e s
ingre	i ŋ ɡ ɾ ɪ
ingrediente	i ŋ ħ ɾ e d j ɛ n t e
ingrediente	i ŋ ɡ ɾ e d j ɛ n t e
ingua	i ŋ ɡ o̯ a̝
ingua	i ŋ ɡ w a̝
inicialmente	i n i s j a l m e n t e
inicialmente	i n i θ j a l m e n t e
inmatura	i ŋ m a t u ɾ a
inmaturas	i ŋ m a t u ɾ a s
inmaturo	i ŋ m a t u ɾ o
inmaturos	i ŋ m a t u ɾ o s
inmediatamente	i ŋ m e d j a t a m e n t e
inmigración	i ŋ m i ħ ɾ a s j o ŋ
inmigración	i ŋ m i ħ ɾ a θ j o ŋ
inmigración	i ŋ m i ɡ ɾ a θ j o ŋ
inquilino	i ŋ k i l i n o
inquisitivo	i ŋ k i s i t i b o
insecto	i n s ɛ k t o
insensibilidade	i n s e n s i b i l i d a d e
inseparable	i n s e p a ɾ a b l e
insidioso	i n s i d j o s o
insignia	i n s i ŋ n j a
insignificante	i n s i ŋ n i f i k a n t e
insistas	i n s i s t a s
insistida	i n s i s t i d a
insistir	i n s i s t i ɾ
insistiu	i n s i s t i w
insolvente	i n s o l b e n t e
insolvente	i n s o l b ɛ n t e
inspector	i n s p e k t o ɾ
inspectora	i n s p e k t o ɾ a
inspectoras	i n s p e k t o ɾ a s
inspectores	i n s p e k t o ɾ e s
inspiración	i n s p i ɾ a s j o ŋ
inspiración	i n s p i ɾ a θ j o ŋ
instalación	i n s t a l a s j o ŋ
instalación	i n s t a l a θ j o ŋ
instancia	i n s t a n s j a
instancia	i n s t a n θ j a
institución	i n s t i t u s j o ŋ
institución	i n s t i t u θ j o ŋ
instrumento	i n s t ɾ u m e n t o
instrumento	i n s t ɾ u m ɛ n t o
instrumentos	i n s t ɾ u m e n t o s
instrumentos	i n s t ɾ u m ɛ n t o s
insua	i n s w a
insuficiente	i n s u f i s j ɛ n t e
insuficiente	i n s u f i θ j ɛ n t e
insultar	i n s u l t a ɾ
insurrección	i n s u r ɛ k s j o ŋ
insurrección	i n s u r ɛ k θ j o ŋ
intanxíbel	i n t a n ʃ i b e l
integración	i n t e ħ ɾ a s j o ŋ
integración	i n t e ħ ɾ a θ j o ŋ
integración	i n t e ɡ ɾ a θ j o ŋ
integras	i n t ɛ ħ ɾ a s
integras	i n t ɛ ɡ ɾ a s
intelectual	i n t e l ɛ k t u a l
intencionalmente	i n t e n s j o n a l m e n t e
intencionalmente	i n t e n θ j o n a l m e n t e
intención	i n t e n s j o ŋ
intención	i n t e n θ j o ŋ
intencións	i n t e n θ j o ŋ s
interesante	i n t e ɾ e s a n t e
interesantes	i n t ɪ ɾ ɪ s a n t ɪ s
interesar	i n t e ɾ e s a ɾ
interferencia	i n t e ɾ f e ɾ e n s j a
interferencia	i n t e ɾ f e ɾ e n θ j a
interferencia	i n t e ɾ f e ɾ ɛ n s j a
interferencia	i n t e ɾ f e ɾ ɛ n θ j a
interferi	i n t e ɾ f e ɾ i
interferir	i n t e ɾ f e ɾ i ɾ
interferis	i n t e ɾ f e ɾ i s
internacional	i n t e ɾ n a s j o n a l
internacional	i n t e ɾ n a θ j o n a l
interno	i n t ɛ ɾ n o
interpretación	i n t e ɾ p ɾ e t a s j o ŋ
interpretación	i n t e ɾ p ɾ e t a θ j o ŋ
interprofesional	i n t e ɾ p ɾ o f e s j o n a l
intervención	i n t e ɾ b e n s j o ŋ
intervención	i n t e ɾ b e n θ j o ŋ
intervir	i n t e ɾ b i ɾ
intre	i n t ɾ e̝
intricar	i n t ɾ i k a ɾ
introducir	i n t ɾ o d u s i ɾ
introducir	i n t ɾ o d u θ i ɾ
intromisión	i n t ɾ o m i s j o ŋ
intérprete	i n t ɛ ɾ p ɾ e t e
inundación	i n u n d a s j o ŋ
inundación	i n u n d a θ j o ŋ
invadiu	i m b a d i w
invención	i m b e n s j o ŋ
invención	i m b e n θ j o ŋ
inventar	i m b e n t a ɾ
invernada	i m b ɛ ɾ n a d a
inverno	i m b ɛ ɾ n o
invernos	i m b ɛ ɾ n o s
invernía	i m b ɛ ɾ n i a̝
investigación	i m b e s t i ħ a s j o ŋ
investigación	i m b e s t i ħ a θ j o ŋ
investigación	i m b e s t i ɡ a θ j o ŋ
investigador	i m b e s t i ħ a d o ɾ
investigador	i m b e s t i ɡ a d o ɾ
investigar	i m b e s t i ħ a ɾ
investigar	i m b e s t i ɡ a ɾ
invitas	i m b i t a s
inxenuo	i n ʃ e n w o
inxustiza	i n ʃ u s t i s a
inxustiza	i n ʃ u s t i θ a
inxusto	i n ʃ u s t o
inzar	i n θ a ɾ
inzo	i n θ o̝
ionizar	i o n i s a ɾ
ionizar	i o n i θ a ɾ
ira	i ɾ a
irado	i ɾ a d o
irce	i ɾ s e
irce	i ɾ θ e
irlandés	i ɾ l ɐ n d ɛ s
irmá	i ɾ m a ŋ
irmá	i ɾ m aː
irmán	i ɾ m a ŋ
irmáns	i ɾ m a ŋ s
ironicamente	i ɾ ɔ n i k a m e n t e
ironía	i ɾ o n i a
irracional	i r a s j o n a l
irracional	i r a θ j o n a l
irracionalidade	i r a s j o n a l i d a d e
irracionalidade	i r a θ j o n a l i d a d e
irregular	i r e ħ u l a ɾ
irregular	i r e ɡ u l a ɾ
irto	i ɾ t o̝
irónico	i ɾ ɔ n i k o
isca	i s k a̝
isqueiro	i s k e j ɾ o̝
israelita	i s r a ɛ l i t a
israelitas	i s r a ɛ l i t a s
israelí	i s r a ɛ l i
italiano	i t a l j ɐ n ʊ
janeiro	ʃ a n e j ɾ o
kafkiano	k a f k j a n o
labestro	l a β e s t ɾ o̝
laboratorio	l a b o ɾ a t ɔ ɾ j o
labrada	l a b ɾ a d a
labrar	l a b ɾ a ɾ
labrego	l a b ɾ ɛ ħ o
labrego	l a b ɾ ɛ ɡ o
lacazán	l a k a s a ŋ
lacazán	l a k a θ a ŋ
laceira	l a θ ɛ j ɾ a̝
lacón	l a k o ŋ
ladaíña	l a ð a i ɲ a
ladeira	l a d e j ɾ a
lado	l a d o
ladral	l a ð ɾ a l
ladrar	l a ð ɾ a ɾ
ladrillo	l a d ɾ i ɟ o
ladrón	l a d ɾ o ŋ
lagar	l a ħ a ɾ
lagar	l a ɡ a ɾ
lagareta	l a ɣ a ɾ e t ɐ
lagartixa	l a ħ a ɾ t i ʃ a
lagartixa	l a ɡ a ɾ t i ʃ a
lagarto	l a ħ a ɾ t o
lagarto	l a ɡ a ɾ t o
lago	l a ħ o
lago	l a ɡ o
lagoa	l a ħ o a
lagoa	l a ɡ o a
lagorza	l a ħ o ɾ s a
lagorza	l a ħ o ɾ θ a
lagorza	l a ɡ o ɾ θ a
lagos	l a ħ o s
lagos	l a ɡ o s
lagosta	l a ħ o s t a
lagosta	l a ɡ o s t a
laiar	l a j a ɾ
laido	l a j d o
lais	l a j s
lama	l a m a
lamacento	l a m a s ɛ n t o
lamacento	l a m a θ ɛ n t o
lamarckismo	l a m a ɾ k i s m o
lamazal	l a m a s a l
lamazal	l a m a θ a l
lambecricas	l a m b e k ɾ i k a̝ s
lambefoula	l a m b e f o w l a̝
lamber	l a m b e ɾ
lambetada	l a m b e t a ð a̝
lambonada	l a m b o n a ð a̝
lameiro	l a m e j ɾ o̝
lamela	l a m ɛ l a̝
lamentación	l a m e n t a s j o ŋ
lamentación	l a m e n t a θ j o ŋ
lamentación	l a m ɛ n t a s j o ŋ
lamentación	l a m ɛ n t a θ j o ŋ
lamia	l a m j a̝
lamigueiro	l a m i ɡ e j ɾ ʊ
lampaza	l a m p a s̻ ɐ
lampaza	l a m p a θ a̝
lampaza	l a m p a θ ɐ
lampo	l a m p o
lamprea	l a m p ɾ e a̝
landeira	l a n d e j ɾ a̝
landra	l a n d ɾ a̝
langosta	l a ŋ ħ o s t a
langosta	l a ŋ ɡ o s t a
langrán	l a ŋ ɡ ɾ a ŋ
lanza	l a n s a
lanza	l a n θ a
lanzoa	l a n θ o a̝
lapacaldos	l a p a k a l d o̝ s
lapar	l a p a ɾ
lapela	l a p ɛ l a
lapis	l a p i s
lapo	l a p o̝
lar	l a ɾ
larada	l a ɾ a ð a̝
laranxa	l a ɾ a n ʃ a
laranxeira	l a ɾ a n ʃ e j ɾ a̝
larcha	l a r t͡ʃ a̝
lardo	l a ɾ d o
laredo	l a ɾ e ð o̝
laredo	l a ɾ i ð o̝
larengo	l a ɾ e ŋ ɡ o̝
laretar	l a ɾ e t a ɾ
lareto	l a ɾ e t o̝
larfar	l a ɾ f a ɾ
largar	l a ɾ ħ a ɾ
largar	l a ɾ ɡ a ɾ
largueza	l a ɾ ħ e s a
largueza	l a ɾ ħ e θ a
largueza	l a ɾ ɡ e θ a
larpar	l a ɾ p a ɾ
larpeirada	l a ɾ p e j ɾ a ð a̝
lastra	l a s t ɾ a̝
lata	l a t a
latar	l a t a ɾ
latitude	l a t i t u d e
latricar	l a t ɾ i k a ɾ
latín	l a t i ŋ
lauto	l a w t o
lava	l a b a
lavacuncas	l a β a k u ŋ k a̝ s
lavacús	l a b a k u s
lavado	l a b a d o
lavadoiro	l a β a ð o j ɾ o̝
lavanco	l a b a ŋ k o
lavandeira	l a β a n d e j ɾ a̝
laverca	l a b ɛ ɾ k a
laverco	l a β ɛ ɾ k o
laxa	l a ʃ a̝
laxe	l a ʃ e̝
lazo	l a θ o
laído	l a i ð o̝
laña	l a ɲ a̝
lañar	l a ɲ a ɾ
laño	l a ɲ o̝
lear	l e a ɾ
lebrato	l ɛ b ɾ a t o
lebre	l ɛ b ɾ e
lebreiro	l ɛ b ɾ e j ɾ o
lección	l e k s j o ŋ
lección	l e k θ j o ŋ
lecer	l e s e ɾ
lecer	l e θ e ɾ
ledicia	l e ð i θ j a̝
ledo	l e ð o̝
ledo	l ɛ ð o̝
legal	l e ħ a l
legal	l e ɡ a l
legua	l ɛ ħ w a
legua	l ɛ ɡ w a
legume	l e ɣ u m e̝
legón	l e ħ o ŋ
legón	l e ɡ o ŋ
lei	l e i
leiba	l ɛ j β a̝
leilán	l e j l a ŋ
leira	l e j ɾ a̝
leirón	l e j ɾ o ŋ
leite	l e j t e
leito	l e j t o
leitoso	l e j t o s o
leituga	l e j t u ħ a
leituga	l e j t u ɡ a
leitón	l e j t o ŋ
leiva	l e j b a
lella	l e ʎ a̝
lello	l e ʎ o̝
lembranza	l e m b ɾ a n s a
lembranza	l e m b ɾ a n θ a
lembrar	l e m b ɾ a ɾ
leme	l ɛ m e̝
lene	l ɛ n e̝
lenlla	l e n ʎ a̝
lenllo	l e n ʎ o̝
lenta	l e n t a
lentella	l e n t e ʎ a̝
lento	l e n t o
lentura	l e n t u ɾ a
lenzo	l ɛ n s o̝
lenzo	l ɛ n θ o̝
lenzó	l ɛ n θ ɔ
leo	l e ʊ
ler	l e ɾ
lera	l ɛ ɾ a̝
lercha	l ɛ ɾ t͡ʃ a
lercho	l ɛ ɾ t͡ʃ o̝
leria	l ɛ ɾ j a
leriar	l ɛ ɾ i a ɾ
lesma	l e s m a
lesma	l ɛ s m a
lesta	l ɛ s t a̝
leste	l e s t e
leste	l ɛ s t e
letreiro	l e t ɾ e j ɾ o
leva	l ɛ b a
levada	l e β a ð a̝
levar	l e b a ɾ
levedar	l e b e d a ɾ
levo	l ɛ b o
lexislativo	l e ʃ i s l a t i b o
leña	l e ɲ a
león	l e o ŋ
león	l j o ŋ
liame	l i a m e̝
liaza	l i a s a̝
liaza	l i a θ a̝
liberación	l i b ɛ ɾ a s j o ŋ
liberación	l i b ɛ ɾ a θ j o ŋ
liberalización	l i b ɛ ɾ a l i s a s j o ŋ
liberalización	l i b ɛ ɾ a l i θ a θ j o ŋ
liberaçom	l i b ɛ ɾ a s o ŋ
liberaçom	l i b ɛ ɾ a θ o ŋ
liberdade	l i b e ɾ d a d e
libido	l i β i ð̞ ʊ
libracións	l i b ɾ a s j o ŋ
libracións	l i b ɾ a θ j o ŋ
libraduras	l i b ɾ a d u ɾ a s
librar	l i b ɾ a ɾ
libraría	l i β ɾ a ɾ i a̝
libre	l i b ɾ e
libremente	l i b ɾ e m e n t e
libres	l i b ɾ e s
libretista	l i b ɾ e t i s t a
libretistas	l i b ɾ e t i s t a s
libriño	l i b ɾ i ɲ o
libro	l i b ɾ o
libros	l i b ɾ o s
libélula	l i b ɛ l u l a
licenza	l i s e n s a
licenza	l i s ɛ n s a
licenza	l i θ e n θ a
licenza	l i θ ɛ n θ a
lidar	l i ð a ɾ
lideira	l i d e j ɾ a
ligamento	l i ħ a m e n t o
ligamento	l i ħ a m ɛ n t o
ligamento	l i ɡ a m e n t o
ligamento	l i ɡ a m ɛ n t o
ligar	l i ħ a ɾ
ligar	l i ɡ a ɾ
lighó	l i ħ o ŋ
lighó	l i ħ oː
lignito	l i ɡ n i t o
limacha	l i m a t͡ʃ a̝
limaco	l i m a k o
limas	l i m a s
limeta	l i m e t a
limiar	l i m j a ɾ
limpar	l i m p a ɾ
limpo	l i m p o
limáchega	l i m a t͡ʃ e̝ ɣ a̝
linde	l i n d e̝
lindeiro	l i n d e j ɾ o̝
lindura	l i n d u ɾ a
lingua	l i ŋ ħ w a
lingua	l i ŋ ɡ w a
linguado	l i ŋ ħ w a d o
linguado	l i ŋ ɡ w a d o
linguaxe	l i ŋ ɡ w a ʃ e̝
lingüístico	l i ŋ ħ w i s t i k o
lingüístico	l i ŋ ɡ w i s t i k o
lintel	l i n t ɛ l
liorna	l i ɔ ɾ n a̝
liorta	l i ɔ ɾ t a̝
lique	l i k e̝
lirio	l i ɾ j o
liscanzo	l i s k a n θ o̝
liscar	l i s k a ɾ
liso	l i s o
lista	l i s t a
lisura	l i s u ɾ a
literal	l i t ɛ ɾ a l
livián	l i b j a ŋ
lixeiro	l i ʃ e j ɾ o
lixo	l i ʃ o
liña	l i ɲ a
liñar	l i ɲ a ɾ
liñaxe	l i ɲ a ʃ e
liñaza	l i ɲ a s a̝
liñaza	l i ɲ a θ a̝
liñeiro	l i ɲ e j ɾ o̝
liño	l i ɲ o̝
liñó	l i ɲ ɔ
lle	ʎ ɪ
llonxe	ʎ ɔ n ʃ e
loar	l o a ɾ
loba	l o b a
lobato	l o b a t o
lobio	l o β j o̝
lobishome	l o b i s ɔ m e
lobo	l o b o
loderno	l o ð ɛ ɾ n o̝
lodo	l o d o
lodoeiro	l o ð o e j ɾ o̝
lofa	l ɔ f a
logo	l ɔ ħ o
logo	l ɔ ɡ o
logro	l o ħ ɾ o
logro	l o ɡ ɾ o
loia	l ɔ j a
loiro	l o j ɾ o̝
loita	l o j t a
loitador	l o j t a ð o ɾ
loitar	l o j t a ɾ
loitosa	l o j t o s a̝
loixa	l ɔ j ʃ ɐ
lomba	l o m b a̝
lombo	l o m b o
londra	l o n d ɾ a
longaínza	l o ŋ ħ a i n s a
longaínza	l o ŋ ħ a i n θ a
longaínza	l o ŋ ɡ a i n θ a
lontra	l o n t ɾ a
lonxe	l o n ʃ e
lorcho	l ɔ ɾ t͡ʃ o̝
lorda	l ɔ ɾ d a
loro	l o ɾ o̝
los	l o s
lostregar	l o s t ɾ e ɣ a ɾ
lostregar	l u s t ɾ i ɣ a ɾ
lote	l ɔ t e̝
louco	l o w k o
louro	l o w ɾ o̝
lousa	l o w s ɐ
lousado	l o w s a ð o̝
lousar	l o w s a ɾ
louxa	l o w ʃ ɐ
louza	l o w s a
louza	l o w θ a
louzán	l o w s a ŋ
louzán	l o w θ a o̯
louzán	l o w θ a ŋ
luar	l w a ɾ
lucecú	l u s e k u
lucecú	l u θ e k u
lucenza	l u θ e n θ a̝
lucenza	l u θ ɛ n θ a̝
lucerna	l u s ɛ ɾ n a
lucerna	l u θ ɛ ɾ n a
lucrar	l u k ɾ a ɾ
ludreira	l u ð ɾ e j ɾ ɐ
lufiada	l u f j a ð a̝
lugar	l u ħ a ɾ
lugar	l u ɡ a ɾ
lula	l u l a̝
lumbrigante	l u m b ɾ i ɣ a n t e̝
lume	l u m e
lumeira	l u m e j ɾ a
lumes	l u m e s
lumieira	l u m i e j ɾ a
lunación	l u n a s j o ŋ
lunación	l u n a θ j o ŋ
lunada	l u n a ð̞ a̝
luns	l u ŋ s
lura	l u ɾ a
lurcucú	l u ɾ k u k u
luscofusco	l u s k o f u s k o̝
luva	l u b a
luvas	l u β̞ ɐ s̺
luz	l u s
luz	l u θ
lábil	l a b iː l
lágrima	l a ħ ɾ i m a
lágrima	l a ɡ ɾ i m a
lámpada	l a m p a d a
lámpadas	l a m p a d a s
látego	l a t e ħ o
látego	l a t e ɡ o
légoa	l ɛ ɣ w a̝
légoa	l ɛ ɣ ʊ̯ a̝
lévedo	l e b e d o
límite	l i m i t e
lípido	l i p i d o
líquido	l i k i d o
lóstrego	l o s t ɾ e ħ o
lóstrego	l o s t ɾ e ɡ o
lúa	l u a
lúparo	l u p a ɾ ʊ
lúparo	l u p ɾ ʊ
maceira	m a s e j ɾ a̝
maceira	m a θ e j ɾ a̝
machada	m a t͡ʃ a d a
machado	m a t͡ʃ a d o
macheta	m a t͡ʃ e t a
machicón	m a t ʃ i k o ŋ
machinal	m a t͡ʃ i n a l
machismo	m a t͡ʃ i s m o
machista	m a t͡ʃ i s t a
macho	m a t͡ʃ o
machucar	m a t͡ʃ u k a ɾ
macicada	m a s i k a d a
macicada	m a θ i k a d a
macicadas	m a s i k a d a s
macicadas	m a θ i k a d a s
macicado	m a s i k a d o
macicado	m a θ i k a d o
macicados	m a s i k a d o s
macicados	m a θ i k a d o s
macicar	m a s i k a ɾ
macicar	m a θ i k a ɾ
macico	m a s i k o
macico	m a θ i k o
macicos	m a s i k o s
macicos	m a θ i k o s
macio	m a s j o
macio	m a θ j o
macizo	m a s i s o
macizo	m a θ i θ o
mada	m a ð a̝
madeira	m a d e j ɾ a
madeiras	m a d e j ɾ a s
madeiro	m a ð e j ɾ o̝
madeixa	m a ð e j ʃ a̝
madre	m a d ɾ e
madreselva	m a d ɾ e s ɛ l b a
madreña	m a d ɾ e ɲ a
madroña	m a d ɾ o ɲ a
madrugada	m a d ɾ u ħ a d a
madrugada	m a d ɾ u ɡ a d a
maga	m a ħ a
maga	m a ɡ a
magnolia	m a ŋ n ɔ l j a
magnánimo	m a ŋ n a n i m o
magoar	m a ɣ o a ɾ
magro	m a ħ ɾ o
magro	m a ɡ ɾ o
magueiro	m a ɣ e j ɾ o̝
magán	m a ɣ a ŋ
mailo	m a j l o
mainel	m a j n ɛ l
maio	m a j o
mais	m a j s
mal	m a l
malado	m a l a d o
malagueño	m a l a ħ e ɲ o
malagueño	m a l a ɡ e ɲ o
malamente	m a l a m e n t e
malataría	m a l a t a ɾ i a̝
malato	m a l a t o
maldicións	m a l d i s i o n s
maldicións	m a l d i θ i o n s
maleita	m a l e j t a
malestar	m a l e s t a ɾ
maleta	m a l e t a
malfeito	m a l f e j t o
malia	m a l j a
malla	m a ɟ a
mallada	m a ɟ a d a
malladura	m a ʎ a ð u ɾ a̝
mallante	m a ʎ a n t e̝
mallar	m a ɟ a ɾ
malle	m a ʎ e̝
malleira	m a ʎ e j ɾ a̝
mallo	m a ʎ o̝
malo	m a l o
mamada	m a m a d a
mamar	m a m a ɾ
manancial	m a n a n s j a l
manancial	m a n a n θ j a l
mancar	m a ŋ k a ɾ
mancha	m a n t͡ʃ a
manchea	m a n t͡ʃ e a̝
manciña	m a n s i ɲ a
manciña	m a n θ i ɲ a
manco	m a ŋ k o
manda	m a n d a̝
mandado	m a n d a d o
mandar	m a n d a ɾ
mandarina	m a n d a ɾ i n a
mandolina	m a n d o l i n a
mandorla	m a n d ɔ ɾ l a̝
manexar	m a n e ʃ a ɾ
manga	m a ŋ ħ a
manga	m a ŋ ɡ a
mangueira	m a ŋ ħ e j ɾ a
mangueira	m a ŋ ɡ e j ɾ a
manicomio	m a n i k ɔ m j o
manifestación	m a n i f e s t a s j o ŋ
manifestación	m a n i f e s t a θ j o ŋ
maniño	m a n i ɲ o
manlle	m a n ʎ e̝
mansión	m a n s j o ŋ
manta	m a n t a̝
manteiga	m a n t e j ħ a
manteiga	m a n t e j ɡ a
mantel	m a n t ɛ l
mantelo	m a n t ɛ l o̝
mantemento	m a n t e m e n t o
mantemento	m a n t e m ɛ n t o
mantenza	m a n t ɛ n s a
mantenza	m a n t ɛ n θ a
manter	m a n t eː ɾ
mantido	m a n t i d o
manto	m a n t o̝
manípulo	m a n i p u l o
mao	m a o
mapache	m a p a t͡ʃ e
maquía	m a k i a̝
mar	m a ɾ
marabilla	m a ɾ a b i ɟ a
marabilloso	m a ɾ a b i ɟ o s o
maravalla	m a ɾ a β a ʎ a̝
maravallada	m a ɾ a β a ʎ a ð a̝
maraña	m a ɾ a ɲ a
marañón	m a ɾ a ɲ o ŋ
marca	m a ɾ k a
marcar	m a ɾ k a ɾ
marcaxe	m a ɾ k a ʃ e̝
marchar	m a ɾ t͡ʃ a ɾ
marco	m a ɾ k o
marea	m a ɾ ɛ a̝
marear	m a ɾ e a ɾ
marfil	m a ɾ f i l
marfollar	a m a ɾ f o ʎ a ɾ
marfollo	m a ɾ f o ʎ o̝̝
margarida	m a ɾ ħ a ɾ i d a
margarida	m a ɾ ɡ a ɾ i d a
mariola	m a ɾ j ɔ l a
marisco	m a ɾ i s k o
marisma	m a ɾ i s m a
mariña	m a ɾ i ɲ a̝
mariñeiro	m a ɾ i ɲ e j ɾ o̝
