A	ʔ aː ˧˧
lộm cộm	l o m ˧˨ ʔ k o m ˧˨ ʔ
lộn	l o n ˧˨ ʔ
lộn xộn	l o n ˧˨ ʔ s o n ˧˨ ʔ
lộng	l ə w ŋ͡m ˧˨ ʔ
lộng giả thành chân	l ə w ŋ͡m ˧˨ ʔ z aː ˧˩ tʰ a j ŋ̟ ˨˩ t͡ɕ ə n ˧˧
lộng hành	l ə w ŋ͡m ˧˨ ʔ h a j ŋ̟ ˨˩
lộng lẫy	l ə w ŋ͡m ˧˨ ʔ l ə j ˦ˀ˥
lộng ngôn	l ə w ŋ͡m ˧˨ ʔ ŋ o n ˧˧
lộng quyền	l ə w ŋ͡m ˧˨ ʔ k w i ə n ˨˩
lộp	l o p̚ ˧˨ ʔ
lộp bà lộp bộp	l o p̚ ˧˨ ʔ ʔ ɓ aː ˨˩ l o p̚ ˧˨ ʔ ʔ ɓ o p̚ ˧˨ ʔ
lộp bộp	l o p̚ ˧˨ ʔ ʔ ɓ o p̚ ˧˨ ʔ
lộp cộp	l o p̚ ˧˨ ʔ k o p̚ ˧˨ ʔ
lộp độp	l o p̚ ˧˨ ʔ ʔ ɗ o p̚ ˧˨ ʔ
lột	l o t̚ ˧˨ ʔ
lột xác	l o t̚ ˧˨ ʔ s aː k̚ ˧˦
lớn	l əː n ˧˦
lớn bổng	l əː n ˧˦ ʔ ɓ ə w ŋ͡m ˧˩
lớn hơn	l əː n ˧˦ h əː n ˧˧
lớn lao	l əː n ˧˦ l aː w ˧˧
lớn lên	l əː n ˧˦ l e n ˧˧
lớn mạnh	l əː n ˧˦ m a j ŋ̟ ˧˨ ʔ
lớn mật	l əː n ˧˦ m ə t̚ ˧˨ ʔ
lớn tiếng	l əː n ˧˦ t i ə ŋ ˧˦
lớn tuổi	l əː n ˧˦ t u ə j ˧˩
lớp	l əː p̚ ˧˦
lớp chồi	l əː p̚ ˧˦ t͡ɕ o j ˨˩
lớp học	l əː p̚ ˧˦ h a w k͡p̚ ˧˨ ʔ
lớp lang	l əː p̚ ˧˦ l aː ŋ ˧˧
lớp lá	l əː p̚ ˧˦ l aː ˧˦
lớp mầm	l əː p̚ ˧˦ m ə m ˨˩
lớp trưởng	l əː p̚ ˧˦ t͡ɕ ɨ ə ŋ ˧˩
lớp tớp	l əː p̚ ˧˦ t əː p̚ ˧˦
lớt phớt	l əː t̚ ˧˦ f əː t̚ ˧˦
lờ	l əː ˨˩
lờ mờ	l əː ˨˩ m əː ˨˩
lờ đờ	l əː ˨˩ ʔ ɗ əː ˨˩
lời	l əː j ˨˩
lời chào	l əː j ˨˩ t͡ɕ aː w ˨˩
lời chào cao hơn mâm cỗ	l əː j ˨˩ t͡ɕ aː w ˨˩ k aː w ˧˧ h əː n ˧˧ m ə m ˧˧ k o ˦ˀ˥
lời hứa	l əː j ˨˩ h ɨ ə ˧˦
lời khuyên	l əː j ˨˩ x w i ə n ˧˧
lời lãi	l əː j ˨˩ l aː j ˦ˀ˥
lời lẽ	l əː j ˨˩ l ɛ ˦ˀ˥
lời nói	l əː j ˨˩ n ɔ j ˧˦
lời nói đầu	l əː j ˨˩ n ɔ j ˧˦ ʔ ɗ ə w ˨˩
lời ong tiếng ve	l əː j ˨˩ ʔ a w ŋ͡m ˧˧ t i ə ŋ ˧˦ v ɛ ˧˧
lời tựa	l əː j ˨˩ t ɨ ə ˧˨ ʔ
lờn	l əː n ˨˩
lở	l əː ˧˩
lở mồm long móng	l əː ˧˩ m o m ˨˩ l a w ŋ͡m ˧˧ m a w ŋ͡m ˧˦
lở đất	l əː ˧˩ ʔ ɗ ə t̚ ˧˦
lởm chởm	l əː m ˧˩ t͡ɕ əː m ˧˩
lởn vởn	l əː n ˧˩ v əː n ˧˩
lỡ	l əː ˦ˀ˥
lỡ làng	l əː ˦ˀ˥ l aː ŋ ˨˩
lỡ lầm	l əː ˦ˀ˥ l ə m ˨˩
lỡ thời	l əː ˦ˀ˥ tʰ əː j ˨˩
lỡ đường	l əː ˦ˀ˥ ʔ ɗ ɨ ə ŋ ˨˩
lợ	l əː ˧˨ ʔ
lợi	l əː j ˧˨ ʔ
lợi dụng	l əː j ˧˨ ʔ z ʊ w ŋ͡m ˧˨ ʔ
lợi hại	l əː j ˧˨ ʔ h aː j ˧˨ ʔ
lợi nhuận	l əː j ˧˨ ʔ ɲ w ə n ˧˨ ʔ
lợi niệu	l əː j ˧˨ ʔ n i ə w ˧˨ ʔ
lợi thế	l əː j ˧˨ ʔ tʰ e ˧˦
lợi tiểu	l əː j ˧˨ ʔ t i ə w ˧˩
lợi tức	l əː j ˧˨ ʔ t ɨ k̚ ˧˦
lợi ích	l əː j ˧˨ ʔ ʔ ï k̟̚ ˧˦
lợn	l əː n ˧˨ ʔ
lợn cợn	l əː n ˧˨ ʔ k əː n ˧˨ ʔ
lợn lòi	l əː n ˧˨ ʔ l ɔ j ˨˩
lợn nước	l əː n ˧˨ ʔ n ɨ ə k̚ ˧˦
lợn rừng	l əː n ˧˨ ʔ z ɨ ŋ ˨˩
lợn đất	l əː n ˧˨ ʔ ʔ ɗ ə t̚ ˧˦
lợp	l əː p̚ ˧˨ ʔ
lụ khụ	l u ˧˨ ʔ x u ˧˨ ʔ
lụa	l u ə ˧˨ ʔ
lụa là	l u ə ˧˨ ʔ l aː ˨˩
lục	l ʊ w k͡p̚ ˧˨ ʔ
lục bát	l ʊ w k͡p̚ ˧˨ ʔ ʔ ɓ aː t̚ ˧˦
lục bình	l ʊ w k͡p̚ ˧˨ ʔ ʔ ɓ ï ŋ ˨˩
lục cục	l ʊ w k͡p̚ ˧˨ ʔ k ʊ w k͡p̚ ˧˨ ʔ
lục giác	l ʊ w k͡p̚ ˧˨ ʔ z aː k̚ ˧˦
lục huyền cầm	l ʊ w k͡p̚ ˧˨ ʔ h w i ə n ˨˩ k ə m ˨˩
lục địa	l ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ i ə ˧˨ ʔ
lục đục	l ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ ʊ w k͡p̚ ˧˨ ʔ
m	m əː ˨˩
m	ʔ ɛ m ˧˧ m əː ˨˩
ma	m aː ˧˧
man	m aː n ˧˧
man di	m aː n ˧˧ z i ˧˧
man dại	m aː n ˧˧ z aː j ˧˨ ʔ
man mác	m aː n ˧˧ m aː k̚ ˧˦
man rợ	m aː n ˧˧ z əː ˧˨ ʔ
man trá	m aː n ˧˧ t͡ɕ aː ˧˦
mang	m aː ŋ ˧˧
mang con bỏ chợ	m aː ŋ ˧˧ k ɔ n ˧˧ ʔ ɓ ɔ ˧˩ t͡ɕ əː ˧˨ ʔ
mang máng	m aː ŋ ˧˧ m aː ŋ ˧˦
mang nặng đẻ đau	m aː ŋ ˧˧ n a ŋ ˧˨ ʔ ʔ ɗ ɛ ˧˩ ʔ ɗ a w ˧˧
mang tiếng	m aː ŋ ˧˧ t i ə ŋ ˧˦
mang tên	m aː ŋ ˧˧ t e n ˧˧
manga	m aː n ˧˧ ɣ aː ˧˧
mangan	m aː n ˧˧ ɣ aː n ˧˧
manh	m a j ŋ̟ ˧˧
manh giông	m a j ŋ̟ ˧˧ z ə w ŋ͡m ˧˧
manh mún	m a j ŋ̟ ˧˧ m u n ˧˦
manh mối	m a j ŋ̟ ˧˧ m o j ˧˦
manh nha	m a j ŋ̟ ˧˧ ɲ aː ˧˧
manh tràng	m a j ŋ̟ ˧˧ t͡ɕ aː ŋ ˨˩
manh tâm	m a j ŋ̟ ˧˧ t ə m ˧˧
manh động	m a j ŋ̟ ˧˧ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
mao mạch	m aː w ˧˧ m a j k̟̚ ˧˨ ʔ
mau	m a w ˧˧
mau chóng	m a w ˧˧ t͡ɕ a w ŋ͡m ˧˦
mau mắn	m a w ˧˧ m a n ˧˦
mau nước mắt	m a w ˧˧ n ɨ ə k̚ ˧˦ m a t̚ ˧˦
may	m a j ˧˧
may mắn	m a j ˧˧ m a n ˧˦
may mặc	m a j ˧˧ m a k̚ ˧˨ ʔ
may ra	m a j ˧˧ z aː ˧˧
me	m ɛ ˧˧
me Tây	m ɛ ˧˧ t ə j ˧˧
meitneri	m a j ˧˧ n əː ˧˧ z i ˧˧
meme	m i m ˧˧
meme	m ɛ ˧˧ m ɛ ˧˧
men	m ɛ n ˧˧
men tiêu hoá	m ɛ n ˧˧ t i ə w ˧˧ h w aː ˧˦
mentor	m ɛ n ˧˧ t əː ˨˩
menđelevi	m ɛ n ˧˧ ʔ ɗ e ˧˧ l e ˧˧ v i ˧˧
meo	m ɛ w ˧˧
metro	m e ˧˧ t͡ɕ o ˧˧
mi	m i ˧˧
mi mắt	m i ˧˧ m a t̚ ˧˦
mi nhon	m i ˧˧ ɲ ɔ n ˧˧
mi tâm	m i ˧˧ t ə m ˧˧
mic	m ï k̟̚ ˧˦
min	m i n ˧˧
minh	m ï ŋ ˧˧
minh bạch	m ï ŋ ˧˧ ʔ ɓ a j k̟̚ ˧˨ ʔ
minh chủ	m ï ŋ ˧˧ t͡ɕ u ˧˩
minh chứng	m ï ŋ ˧˧ t͡ɕ ɨ ŋ ˧˦
minh hoạ	m ï ŋ ˧˧ h w aː ˧˨ ʔ
minh mông	m ï ŋ ˧˧ m ə w ŋ͡m ˧˧
minh mẫn	m ï ŋ ˧˧ m ə n ˦ˀ˥
minh oan	m ï ŋ ˧˧ ʔ w aː n ˧˧
minh quyết	m ï ŋ ˧˧ k w i ə t̚ ˧˦
minh quân	m ï ŋ ˧˧ k w ə n ˧˧
minh quản	m ï ŋ ˧˧ k w aː n ˧˩
minh ti	m ï ŋ ˧˧ t i ˧˧
minh tinh	m ï ŋ ˧˧ t ï ŋ ˧˧
minh tinh màn bạc	m ï ŋ ˧˧ t ï ŋ ˧˧ m aː n ˨˩ ʔ ɓ aː k̚ ˧˨ ʔ
minh triết	m ï ŋ ˧˧ t͡ɕ i ə t̚ ˧˦
minh tâm	m ï ŋ ˧˧ t ə m ˧˧
minh tâm khắc cốt	m ï ŋ ˧˧ t ə m ˧˧ x a k̚ ˧˦ k o t̚ ˧˦
minh xác	m ï ŋ ˧˧ s aː k̚ ˧˦
minh ước	m ï ŋ ˧˧ ʔ ɨ ə k̚ ˧˦
miu	m i w ˧˧
miên man	m i ə n ˧˧ m aː n ˧˧
miêu tả	m i ə w ˧˧ t aː ˧˩
miến	m i ə n ˧˦
miếng	m i ə ŋ ˧˦
miếng trầu là đầu câu chuyện	m i ə ŋ ˧˦ t͡ɕ ə w ˨˩ l aː ˨˩ ʔ ɗ ə w ˨˩ k ə w ˧˧ t͡ɕ w i ə n ˧˨ ʔ
miết	m i ə t̚ ˧˦
miếu	m i ə w ˧˦
miếu hiệu	m i ə w ˧˦ h i ə w ˧˨ ʔ
miền	m i ə n ˨˩
miền Bắc	m i ə n ˨˩ ʔ ɓ a k̚ ˧˦
miền Nam	m i ə n ˨˩ n aː m ˧˧
miền Trung	m i ə n ˨˩ t͡ɕ ʊ w ŋ͡m ˧˧
miền Tây	m i ə n ˨˩ t ə j ˧˧
miền quê	m i ə n ˨˩ k w e ˧˧
miền xuôi	m i ə n ˨˩ s u ə j ˧˧
miền Đông	m i ə n ˨˩ ʔ ɗ ə w ŋ͡m ˧˧
miểng	m i ə ŋ ˧˩
miễn	m i ə n ˦ˀ˥
miễn bàn	m i ə n ˦ˀ˥ ʔ ɓ aː n ˨˩
miễn chấp	m i ə n ˦ˀ˥ t͡ɕ ə p̚ ˧˦
miễn cưỡng	m i ə n ˦ˀ˥ k ɨ ə ŋ ˦ˀ˥
miễn dịch	m i ə n ˦ˀ˥ z ï k̟̚ ˧˨ ʔ
miễn dịch cộng đồng	m i ə n ˦ˀ˥ z ï k̟̚ ˧˨ ʔ k ə w ŋ͡m ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˨˩
miễn dịch học	m i ə n ˦ˀ˥ z ï k̟̚ ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
miễn nhiễm	m i ə n ˦ˀ˥ ɲ i ə m ˦ˀ˥
miễn nhiệm	m i ə n ˦ˀ˥ ɲ i ə m ˧˨ ʔ
miễn phí	m i ə n ˦ˀ˥ f i ˧˦
miễn thuế	m i ə n ˦ˀ˥ tʰ w e ˧˦
miễn trừ	m i ə n ˦ˀ˥ t͡ɕ ɨ ˨˩
miễu	m i ə w ˦ˀ˥
miện	m i ə n ˧˨ ʔ
miệng	m i ə ŋ ˧˨ ʔ
miệng hùm gan sứa	m i ə ŋ ˧˨ ʔ h u m ˨˩ ɣ aː n ˧˧ s ɨ ə ˧˦
miệng lưỡi	m i ə ŋ ˧˨ ʔ l ɨ ə j ˦ˀ˥
miệng ăn núi lở	m i ə ŋ ˧˨ ʔ ʔ a n ˧˧ n u j ˧˦ l əː ˧˩
miệt mài	m i ə t̚ ˧˨ ʔ m aː j ˨˩
miệt thị	m i ə t̚ ˧˨ ʔ tʰ i ˧˨ ʔ
miệt vườn	m i ə t̚ ˧˨ ʔ v ɨ ə n ˨˩
mlem	m əː ˨˩ l ɛ m ˧˧
mo	m ɔ ˧˧
mo nang	m ɔ ˧˧ n aː ŋ ˧˧
moa	m w aː ˧˧
modem	m o ˧˧ ʔ ɗ e m ˧˧
moi	m ɔ j ˧˧
molipđen	m o ˧˧ l i p̚ ˧˦ ʔ ɗ ɛ n ˧˧
mom	m ɔ m ˧˧
mon men	m ɔ n ˧˧ m ɛ n ˧˧
mong	m a w ŋ͡m ˧˧
mong chờ	m a w ŋ͡m ˧˧ t͡ɕ əː ˨˩
mong manh	m a w ŋ͡m ˧˧ m a j ŋ̟ ˧˧
mong muốn	m a w ŋ͡m ˧˧ m u ə n ˧˦
mong mỏi	m a w ŋ͡m ˧˧ m ɔ j ˧˩
mong ngóng	m a w ŋ͡m ˧˧ ŋ a w ŋ͡m ˧˦
mong đợi	m a w ŋ͡m ˧˧ ʔ ɗ əː j ˧˨ ʔ
mong ước	m a w ŋ͡m ˧˧ ʔ ɨ ə k̚ ˧˦
monoxit	m o ˧˧ n o ˧˧ s i t̚ ˧˦
moscovi	m aː t̚ ˧˦ s k əː ˧˧ v i ˧˧
moóc	m ɔ k̚ ˧˦
moạ	m w aː ˧˨ ʔ
moả	m w aː ˧˩
mu	m u ˧˧
mua	m u ə ˧˧
mua bán	m u ə ˧˧ ʔ ɓ aː n ˧˦
mua chuộc	m u ə ˧˧ t͡ɕ u ə k̚ ˧˨ ʔ
mua dâm	m u ə ˧˧ z ə m ˧˧
mua sắm	m u ə ˧˧ s a m ˧˦
mua vui	m u ə ˧˧ v u j ˧˧
mui	m u j ˧˧
mun	m u n ˧˧
muôi	m u ə j ˧˧
muôn	m u ə n ˧˧
muôn hình	m u ə n ˧˧ h ï ŋ ˨˩
muôn hình vạn trạng	m u ə n ˧˧ h ï ŋ ˨˩ v aː n ˧˨ ʔ t͡ɕ aː ŋ ˧˨ ʔ
muôn năm	m u ə n ˧˧ n a m ˧˧
muôn thuở	m u ə n ˧˧ tʰ w əː ˧˩
muôn thú	m u ə n ˧˧ tʰ u ˧˦
muôn trùng	m u ə n ˧˧ t͡ɕ ʊ w ŋ͡m ˨˩
muôn tâu	m u ə n ˧˧ t ə w ˧˧
muôn vàn	m u ə n ˧˧ v aː n ˨˩
muôn đời	m u ə n ˧˧ ʔ ɗ əː j ˨˩
muông	m u ə ŋ ˧˧
muông thú	m u ə ŋ ˧˧ tʰ u ˧˦
muối	m u ə j ˧˦
muối bỏ biển	m u ə j ˧˦ ʔ ɓ ɔ ˧˩ ʔ ɓ i ə n ˧˩
muối mè	m u ə j ˧˦ m ɛ ˨˩
muối mỏ	m u ə j ˧˦ m ɔ ˧˩
muối ăn	m u ə j ˧˦ ʔ a n ˧˧
muốn	m u ə n ˧˦
muốn ăn thì lăn vào bếp	m u ə n ˧˦ ʔ a n ˧˧ tʰ i ˨˩ l a n ˧˧ v aː w ˨˩ ʔ ɓ e p̚ ˧˦
muống	m u ə ŋ ˧˦
muồi	m u ə j ˨˩
muồm muỗm	m u ə m ˨˩ m u ə m ˦ˀ˥
muồng	m u ə ŋ ˨˩
muỗi	m u ə j ˦ˀ˥
muỗm	m u ə m ˦ˀ˥
muỗng	m u ə ŋ ˦ˀ˥
muỗng canh	m u ə ŋ ˦ˀ˥ k a j ŋ̟ ˧˧
muỗng cà phê	m u ə ŋ ˦ˀ˥ k aː ˨˩ f e ˧˧
muội	m u ə j ˧˨ ʔ
muộn	m u ə n ˧˨ ʔ
muộn màng	m u ə n ˧˨ ʔ m aː ŋ ˨˩
muộn mằn	m u ə n ˧˨ ʔ m a n ˨˩
muộn phiền	m u ə n ˧˨ ʔ f i ə n ˨˩
màn	m aː n ˨˩
màn bạc	m aː n ˨˩ ʔ ɓ aː k̚ ˧˨ ʔ
màn cửa	m aː n ˨˩ k ɨ ə ˧˩
màn hình	m aː n ˨˩ h ï ŋ ˨˩
màn hình cảm ứng	m aː n ˨˩ h ï ŋ ˨˩ k aː m ˧˩ ʔ ɨ ŋ ˧˦
màn thầu	m aː n ˨˩ tʰ ə w ˨˩
màn trời chiếu đất	m aː n ˨˩ t͡ɕ əː j ˨˩ t͡ɕ i ə w ˧˦ ʔ ɗ ə t̚ ˧˦
màn ảnh	m aː n ˨˩ ʔ a j ŋ̟ ˧˩
màng	m aː ŋ ˨˩
màng cứng	m aː ŋ ˨˩ k ɨ ŋ ˧˦
màng lưới	m aː ŋ ˨˩ l ɨ ə j ˧˦
màng mềm	m aː ŋ ˨˩ m e m ˨˩
màng nhĩ	m aː ŋ ˨˩ ɲ i ˦ˀ˥
màng nhầy	m aː ŋ ˨˩ ɲ ə j ˨˩
màng nhện	m aː ŋ ˨˩ ɲ e n ˧˨ ʔ
màng não	m aː ŋ ˨˩ n aː w ˦ˀ˥
màng tang	m aː ŋ ˨˩ t aː ŋ ˧˧
màng trinh	m aː ŋ ˨˩ t͡ɕ ï ŋ ˧˧
màng óc	m aː ŋ ˨˩ ʔ a w k͡p̚ ˧˦
mào	m aː w ˨˩
mào gà	m aː w ˨˩ ɣ aː ˨˩
màu	m a w ˨˩
màu mè	m a w ˨˩ m ɛ ˨˩
màu mỡ	m a w ˨˩ m əː ˦ˀ˥
màu sắc	m a w ˨˩ s a k̚ ˧˦
mày	m a j ˨˩
mày hả mạy	m a j ˨˩ h aː ˧˩ m a j ˧˨ ʔ
mày tao chi tớ	m a j ˨˩ t aː w ˧˧ t͡ɕ i ˧˧ t əː ˧˦
má	m aː ˧˦
mán	m aː n ˧˦
máng	m aː ŋ ˧˦
mánh	m a j ŋ̟ ˧˦
mánh khoé	m a j ŋ̟ ˧˦ x w ɛ ˧˦
mánh lới	m a j ŋ̟ ˧˦ l əː j ˧˦
mát	m aː t̚ ˧˦
mát mặt	m aː t̚ ˧˦ m a t̚ ˧˨ ʔ
mát mẻ	m aː t̚ ˧˦ m ɛ ˧˩
mát rượi	m aː t̚ ˧˦ z ɨ ə j ˧˨ ʔ
mát tay	m aː t̚ ˧˦ t a j ˧˧
máu	m a w ˧˦
máu Hoạn thư	m a w ˧˦ h w aː n ˧˨ ʔ tʰ ɨ ˧˧
máu cam	m a w ˧˦ k aː m ˧˧
máu lạnh	m a w ˧˦ l a j ŋ̟ ˧˨ ʔ
máu lửa	m a w ˧˦ l ɨ ə ˧˩
máu me	m a w ˧˦ m ɛ ˧˧
máu mặt	m a w ˧˦ m a t̚ ˧˨ ʔ
máu mủ	m a w ˧˦ m u ˧˩
máu nóng	m a w ˧˦ n a w ŋ͡m ˧˦
máu trắng	m a w ˧˦ t͡ɕ a ŋ ˧˦
máu đen	m a w ˧˦ ʔ ɗ ɛ n ˧˧
máu đỏ	m a w ˧˦ ʔ ɗ ɔ ˧˩
máy	m a j ˧˦
máy bay	m a j ˧˦ ʔ ɓ a j ˧˧
máy bay bà già	m a j ˧˦ ʔ ɓ a j ˧˧ ʔ ɓ aː ˨˩ z aː ˨˩
máy bay lên thẳng	m a j ˧˦ ʔ ɓ a j ˧˧ l e n ˧˧ tʰ a ŋ ˧˩
máy bay ném bom	m a j ˧˦ ʔ ɓ a j ˧˧ n ɛ m ˧˦ ʔ ɓ ɔ m ˧˧
máy bay phản lực	m a j ˧˦ ʔ ɓ a j ˧˧ f aː n ˧˩ l ɨ k̚ ˧˨ ʔ
máy bay tiêm kích	m a j ˧˦ ʔ ɓ a j ˧˧ t i ə m ˧˧ k ï k̟̚ ˧˦
máy bay trực thăng	m a j ˧˦ ʔ ɓ a j ˧˧ t͡ɕ ɨ k̚ ˧˨ ʔ tʰ a ŋ ˧˧
máy bán hàng	m a j ˧˦ ʔ ɓ aː n ˧˦ h aː ŋ ˨˩
máy bộ đàm	m a j ˧˦ ʔ ɓ o ˧˨ ʔ ʔ ɗ aː m ˨˩
máy chiếu	m a j ˧˦ t͡ɕ i ə w ˧˦
máy chiếu hình	m a j ˧˦ t͡ɕ i ə w ˧˦ h ï ŋ ˨˩
máy chém	m a j ˧˦ t͡ɕ ɛ m ˧˦
máy chạy bộ	m a j ˧˦ t͡ɕ a j ˧˨ ʔ ʔ ɓ o ˧˨ ʔ
máy chụp hình	m a j ˧˦ t͡ɕ u p̚ ˧˨ ʔ h ï ŋ ˨˩
máy chủ	m a j ˧˦ t͡ɕ u ˧˩
máy chữ	m a j ˧˦ t͡ɕ ɨ ˦ˀ˥
máy cơ	m a j ˧˦ k əː ˧˧
máy giặt	m a j ˧˦ z a t̚ ˧˨ ʔ
máy hát	m a j ˧˦ h aː t̚ ˧˦
máy hút bụi	m a j ˧˦ h u t̚ ˧˦ ʔ ɓ u j ˧˨ ʔ
máy hút mùi	m a j ˧˦ h u t̚ ˧˦ m u j ˨˩
máy in	m a j ˧˦ ʔ i n ˧˧
máy khoan	m a j ˧˦ x w aː n ˧˧
máy khách	m a j ˧˦ x a j k̟̚ ˧˦
máy khâu	m a j ˧˦ x ə w ˧˧
máy kéo	m a j ˧˦ k ɛ w ˧˦
máy kéo tạ	m a j ˧˦ k ɛ w ˧˦ t aː ˧˨ ʔ
máy lạnh	m a j ˧˦ l a j ŋ̟ ˧˨ ʔ
máy may	m a j ˧˦ m a j ˧˧
máy móc	m a j ˧˦ m a w k͡p̚ ˧˦
máy nước	m a j ˧˦ n ɨ ə k̚ ˧˦
máy nổ	m a j ˧˦ n o ˧˩
máy phát thanh	m a j ˧˦ f aː t̚ ˧˦ tʰ a j ŋ̟ ˧˧
máy phát điện	m a j ˧˦ f aː t̚ ˧˦ ʔ ɗ i ə n ˧˨ ʔ
máy quay	m a j ˧˦ k w a j ˧˧
máy quay đĩa	m a j ˧˦ k w a j ˧˧ ʔ ɗ i ə ˦ˀ˥
máy rung	m a j ˧˦ z ʊ w ŋ͡m ˧˧
máy rửa bát	m a j ˧˦ z ɨ ə ˧˩ ʔ ɓ aː t̚ ˧˦
máy rửa chén	m a j ˧˦ z ɨ ə ˧˩ t͡ɕ ɛ n ˧˦
máy sưởi	m a j ˧˦ s ɨ ə j ˧˩
máy sấy	m a j ˧˦ s ə j ˧˦
máy sấy quần áo	m a j ˧˦ s ə j ˧˦ k w ə n ˨˩ ʔ aː w ˧˦
máy sấy tóc	m a j ˧˦ s ə j ˧˦ t a w k͡p̚ ˧˦
máy tính	m a j ˧˦ t ï ŋ ˧˦
máy tính bảng	m a j ˧˦ t ï ŋ ˧˦ ʔ ɓ aː ŋ ˧˩
máy tính bảng đồ hoạ	m a j ˧˦ t ï ŋ ˧˦ ʔ ɓ aː ŋ ˧˩ ʔ ɗ o ˨˩ h w aː ˧˨ ʔ
máy tính cá nhân	m a j ˧˦ t ï ŋ ˧˦ k aː ˧˦ ɲ ə n ˧˧
máy tính tiền	m a j ˧˦ t ï ŋ ˧˦ t i ə n ˨˩
máy tính xách tay	m a j ˧˦ t ï ŋ ˧˦ s a j k̟̚ ˧˦ t a j ˧˧
máy tính để bàn	m a j ˧˦ t ï ŋ ˧˦ ʔ ɗ e ˧˩ ʔ ɓ aː n ˨˩
máy vi tính	m a j ˧˦ v i ˧˧ t ï ŋ ˧˦
máy xay	m a j ˧˦ s a j ˧˧
máy xay sinh tố	m a j ˧˦ s a j ˧˧ s ï ŋ ˧˧ t o ˧˦
máy điều hoà không khí	m a j ˧˦ ʔ ɗ i ə w ˨˩ h w aː ˨˩ x ə w ŋ͡m ˧˧ x i ˧˦
máy điều hoà nhiệt độ	m a j ˧˦ ʔ ɗ i ə w ˨˩ h w aː ˨˩ ɲ i ə t̚ ˧˨ ʔ ʔ ɗ o ˧˨ ʔ
máy điện	m a j ˧˦ ʔ ɗ i ə n ˧˨ ʔ
máy đánh chữ	m a j ˧˦ ʔ ɗ a j ŋ̟ ˧˦ t͡ɕ ɨ ˦ˀ˥
máy đèn	m a j ˧˦ ʔ ɗ ɛ n ˨˩
máy ảnh	m a j ˧˦ ʔ a j ŋ̟ ˧˩
máy ủi	m a j ˧˦ ʔ u j ˧˩
mâm	m ə m ˧˧
mâm cỗ	m ə m ˧˧ k o ˦ˀ˥
mâm xôi	m ə m ˧˧ s o j ˧˧
mân	m ə n ˧˧
mân côi	m ə n ˧˧ k o j ˧˧
mân mê	m ə n ˧˧ m e ˧˧
mân mó	m ə n ˧˧ m ɔ ˧˦
mâu	m ə w ˧˧
mâu thuẫn	m ə w ˧˧ tʰ w ə n ˦ˀ˥
mây	m ə j ˧˧
mây mù	m ə j ˧˧ m u ˨˩
mây mưa	m ə j ˧˧ m ɨ ə ˧˧
mây tích	m ə j ˧˧ t ï k̟̚ ˧˦
mã	m aː ˦ˀ˥
mãn	m aː n ˦ˀ˥
mãn nguyện	m aː n ˦ˀ˥ ŋ w i ə n ˧˨ ʔ
mãn nhãn	m aː n ˦ˀ˥ ɲ aː n ˦ˀ˥
mãn tính	m aː n ˦ˀ˥ t ï ŋ ˧˦
mãn ý	m aː n ˦ˀ˥ ʔ i ˧˦
mãng	m aː ŋ ˦ˀ˥
mãng cầu	m aː ŋ ˦ˀ˥ k ə w ˨˩
mãng cầu ta	m aː ŋ ˦ˀ˥ k ə w ˨˩ t aː ˧˧
mãng cầu tây	m aː ŋ ˦ˀ˥ k ə w ˨˩ t ə j ˧˧
mãng cầu xiêm	m aː ŋ ˦ˀ˥ k ə w ˨˩ s i ə m ˧˧
mãng xà	m aː ŋ ˦ˀ˥ s aː ˨˩
mãnh	m a j ŋ̟ ˦ˀ˥
mãnh liệt	m a j ŋ̟ ˦ˀ˥ l i ə t̚ ˧˨ ʔ
mãnh lực	m a j ŋ̟ ˦ˀ˥ l ɨ k̚ ˧˨ ʔ
mão	m aː w ˦ˀ˥
mè	m ɛ ˨˩
mè nheo	m ɛ ˨˩ ɲ ɛ w ˧˧
mèm	m ɛ m ˨˩
mèn mén	m ɛ n ˨˩ m ɛ n ˧˦
mèn đét ơi	m ɛ n ˨˩ ʔ ɗ ɛ t̚ ˧˦ ʔ əː j ˧˧
mèn ơi	m ɛ n ˨˩ ʔ əː j ˧˧
mèng đéc ơi	m ɛ ŋ ˨˩ ʔ ɗ ɛ k̚ ˧˦ ʔ əː j ˧˧
mèng ơi	m ɛ ŋ ˨˩ ʔ əː j ˧˧
mèo	m ɛ w ˨˩
mèo báo	m ɛ w ˨˩ ʔ ɓ aː w ˧˦
mèo già hoá cáo	m ɛ w ˨˩ z aː ˨˩ h w aː ˧˦ k aː w ˧˦
mèo khen mèo dài đuôi	m ɛ w ˨˩ x ɛ n ˧˧ m ɛ w ˨˩ z aː j ˨˩ ʔ ɗ u ə j ˧˧
mèo mướp	m ɛ w ˨˩ m ɨ ə p̚ ˧˦
mèo mả gà đồng	m ɛ w ˨˩ m aː ˧˩ ɣ aː ˨˩ ʔ ɗ ə w ŋ͡m ˨˩
mèo rừng	m ɛ w ˨˩ z ɨ ŋ ˨˩
