ᆜ	j ɯ
업동이	ʌ̹ p̚ t͈ o̞ ŋ i
업둥이	ʌ̹ p̚ t͈ u ŋ i
업무	ʌ̹ m m u
업소	ʌ̹ p s͈ o̞
업신여기다	ɘː p ɕ͈ i n ɲ ʌ̹ ɡ i d a̠
업자	ʌ̹ p̚ t͡ɕ͈ a̠
업적	ʌ̹ p̚ t͡ɕ͈ ʌ̹ k̚
업종	ʌ̹ p̚ t͡ɕ͈ o̞ ŋ
업진	ʌ̹ p̚ t͡ɕ͈ i n
업진살	ʌ̹ p̚ t͡ɕ͈ i n sʰ a̠ ɭ
업체	ʌ̹ p̚ t͡ɕʰ e̞
없다	ɘː p̚ t͈ a̠
없어지다	ɘː p s͈ ʌ̹ d͡ʑ i d a̠
없었다	ɘː p s͈ ʌ̹ t̚ t͈ a̠
없이	ɘː p ɕ͈ i
엇	ʌ̹ t̚
엇비슷하다	ʌ̹ t̚ p͈ i sʰ ɯ tʰ a̠ d a̠
엉	ʌ̹ ŋ
엉거주춤	ʌ̹ ŋ ɡ ʌ̹ d͡ʑ u t͡ɕʰ u m
엉겁결에	ʌ̹ ŋ ɡ ʌ̹ p̚ k͈ j ʌ̹ ɾ e̞
엉기다	ʌ̹ ŋ ɡ i d a̠
엉덩방아	ɘː ŋ d ʌ̹ ŋ b a̠ ŋ a̠
엉덩이	ɘː ŋ d ʌ̹ ŋ i
엉뎅이	ɘː ŋ d e̞ ŋ i
엉뚱하다	ʌ̹ ŋ t͈ u ŋ ɦ a̠ d a̠
엉망	ʌ̹ ŋ m a̠ ŋ
엉망진창	ʌ̹ ŋ m a̠ ŋ d͡ʑ i ɲ t͡ɕʰ a̠ ŋ
엉성하다	ʌ̹ ŋ sʰ ʌ̹ ŋ ɦ a̠ d a̠
엉엉	ʌ̹ ŋ ʌ̹ ŋ
엉큼하다	ʌ̹ ŋ k x ɯ m ɦ a̠ d a̠
엉터리	ʌ̹ ŋ tʰ ʌ̹ ɾ i
엊그제	ʌ̹ t̚ k͈ ɯ d͡ʑ e̞
엎드리다	ʌ̹ p̚ t͈ ɯ ɾ i d a̠
엎지르다	ʌ̹ p̚ t͡ɕ͈ i ɾ ɯ d a̠
에	e̞
에그머니	e̞ ɡ ɯ m ʌ̹ n i
에기	e̞ ɡ i
에꽈도르	e̞ k͈ w a̠ d o̞ ɾ ɯ
에너지	e̞ n ʌ̹ d͡ʑ i
에네르기	e̞ n e̞ ɾ ɯ ɡ i
에다	e̞ː d a̠
에드먼턴	e̞ d ɯ m ʌ̹ n tʰ ʌ̹ n
에든버러	e̞ d ɯ n b ʌ̹ ɾ ʌ̹
에따	e̞ t͈ a̠
에러	e̞ ɾ ʌ̹
에로	e̞ ɾ o̞
에르븀	e̞ ɾ ɯ b j u m
에리트레아	e̞ ɾ i tʰ ɯ ɾ e̞ a̠
에멜무지로	e̞ m e̞ ɭ m u d͡ʑ i ɾ o̞
에모지	e̞ m o̞ d͡ʑ i
에뮤	e̞ m j u
에미	e̞ m i
에미나이	e̞ m i n a̠ i
에미리트	e̞ m i ɾ i tʰ ɯ
에바	e̞ b a̠
에서	e̞ sʰ ʌ̹
에세이	e̞ s͈ e̞ i
에스빠냐	e̞ sʰ ɯ p͈ a̠ ɲ a̠
에스와티니	e̞ sʰ ɯ w a̠ tʰ i n i
에스체트	e̞ sʰ ɯ t͡ɕʰ e̞ tʰ ɯ
에스컬레이터	e̞ sʰ ɯ kʰ ʌ̹ ɭ ɭ e̞ i tʰ ʌ̹
에스터	e̞ sʰ ɯ tʰ ʌ̹
에스테르	e̞ sʰ ɯ tʰ e̞ ɾ ɯ
에스토니아	e̞ sʰ ɯ tʰ o̞ n i a̠
에스토니아어	e̞ sʰ ɯ tʰ o̞ n i a̠ ʌ̹
에스파냐	e̞ sʰ ɯ pʰ a̠ ɲ a̠
에스페란토	e̞ sʰ ɯ pʰ e̞ ɾ a̠ n tʰ o̞
에스프레소	e̞ sʰ ɯ pʰ ɯ ɾ e̞ s͈ o̞
에어로젤	e̞ ʌ̹ ɾ o̞ d͡ʑ e̞ ɭ
에어로졸	e̞ ʌ̹ ɾ o̞ d͡ʑ o̞ ɭ
에어컨	e̞ ʌ̹ kʰ ʌ̹ n
에어컨디셔너	e̞ ʌ̹ kʰ ʌ̹ n d i ɕʰ ʌ̹ n ʌ̹
에어쿠션	e̞ ʌ̹ kʰ u ɕʰ ʌ̹ n
에우다	e̞ u d a̠
에이즈	e̞ i d͡ʑ ɯ
에잇	e̞ i t̚
에취	e̞ t͡ɕʰ ɥ i
에콰도르	e̞ kʰ w a̠ d o̞ ɾ ɯ
에탄	e̞ tʰ a̠ n
에터	e̞ tʰ ʌ̹
에테르	e̞ tʰ e̞ ɾ ɯ
에테인	e̞ tʰ e̞ i n
에티오피아	e̞ tʰ i o̞ pʰ i a̠
에티켓	e̞ tʰ i kʰ e̞ t̚
에펠탑	e̞ pʰ e̞ ɭ tʰ a̠ p̚
에피소드	e̞ pʰ i sʰ o̞ d ɯ
엑스선	e̞ k s͈ ɯ sʰ ʌ̹ n
엔	e̞ n
엔나	e̞ n n a̠
엔조이	e̞ ɲ d͡ʑ o̞ i
엔지니어링	e̞ ɲ d͡ʑ i n i ʌ̹ ɾ i ŋ
엔진	e̞ ɲ d͡ʑ i n
엔터테인먼트	e̞ n tʰ ʌ̹ tʰ e̞ i n m ʌ̹ n tʰ ɯ
엔트로피	e̞ n tʰ ɯ ɾ o̞ pʰ i
엘니노	e̞ ʎ ʎ i n o̞
엘니뇨	e̞ ʎ ʎ i ɲ o
엘리베이터	e̞ ʎ ʎ i b e̞ i tʰ ʌ̹
엘리자베스	e̞ ʎ ʎ i d͡ʑ a̠ b e̞ sʰ ɯ
엘리트	e̞ ʎ ʎ i tʰ ɯ
엘베	e̞ ɭ b e̞
엘살바도르	e̞ ɭ sʰ a̠ ɭ b a̠ d o̞ ɾ ɯ
엘쌀바도르	e̞ ɭ s͈ a̠ ɭ b a̠ d o̞ ɾ ɯ
엘에이	e̞ ɾ e̞ i
엘지비티	e̞ ʎ d͡ʑ i b i tʰ i
엣날	e̞ː n n a̠ ɭ
엥가노쥐	e̞ ŋ ɡ a̠ n o̞ d͡ʑ ɥ i
엥간히	e̞ ŋ ɡ a̠ n ʝ i
여	j ɘː
여	j ʌ̹
여가	j ʌ̹ ɡ a̠
여간	j ʌ̹ ɡ a̠ n
여건	j ɘː k͈ ʌ̹ n
여겨지다	j ʌ̹ ɡ j ʌ̹ d͡ʑ i d a̠
여격	j ʌ̹ ɡ j ʌ̹ k̚
여과	j ɘː ɡ w a̠
여과기	j ɘː ɡ w a̠ ɡ i
여과하다	j ɘː ɡ w a̠ ɦ a̠ d a̠
여관	j ʌ̹ ɡ w a̠ n
여교황	j ʌ̹ ɡ j o β w a̠ ŋ
여군	j ʌ̹ ɡ u n
여권	j ɘː k͈ w ʌ̹ n
여권	j ʌ̹ k͈ w ʌ̹ n
여기	j ʌ̹ ɡ i
여기다	j ʌ̹ ɡ i d a̠
여기저기	j ʌ̹ ɡ i d͡ʑ ʌ̹ ɡ i
여뀌	j ʌ̹ k͈ ɥ i
여남은	j ʌ̹ n a̠ m ɯ n
여념	j ʌ̹ ɲ ʌ̹ m
여단	j ʌ̹ d a̠ n
여닫다	j ɘː d a̠ t̚ t͈ a̠
여달	j ʌ̹ d a̠ ɭ
여당	j ɘː d a̠ ŋ
여덟	j ʌ̹ d ʌ̹ ɭ
여돌	j ʌ̹ d o̞ ɭ
여드레	j ʌ̹ d ɯ ɾ e̞
여드름	j ʌ̹ d ɯ ɾ ɯ m
여든	j ʌ̹ d ɯ n
여러	j ʌ̹ ɾ ʌ̹
여러분	j ʌ̹ ɾ ʌ̹ b u n
여럿	j ʌ̹ ɾ ʌ̹ t̚
여론	j ɘː ɾ o̞ n
여류	j ʌ̹ ɾ j u
여름	j ʌ̹ ɾ ɯ m
여름밤	j ʌ̹ ɾ ɯ m p͈ a̠ m
여름비	j ʌ̹ ɾ ɯ m p͈ i
여름철	j ʌ̹ ɾ ɯ m t͡ɕʰ ʌ̹ ɭ
여리다	j ʌ̹ ɾ i d a̠
여린히읗	j ʌ̹ ɾ i n ʝ i ɯ t̚
여망	j ɘː m a̠ ŋ
여망	j ʌ̹ m a̠ ŋ
여물다	j ʌ̹ m u ɭ d a̠
여미다	j ʌ̹ m i d a̠
여보	j ʌ̹ b o̞
여보세요	j ʌ̹ b o̞ sʰ e̞ j o
여사친	j ʌ̹ sʰ a̠ t͡ɕʰ i n
여섯	j ʌ̹ sʰ ʌ̹ t̚
여섯고을말	j ʌ̹ sʰ ʌ̹ t̚ k͈ o̞ ɯ ɭ m a̠ ɭ
여성	j ʌ̹ sʰ ʌ̹ ŋ
여성스럽다	j ʌ̹ sʰ ʌ̹ ŋ sʰ ɯ ɾ ʌ̹ p̚ t͈ a̠
여성운동가	j ʌ̹ sʰ ʌ̹ ŋ u n d o̞ ŋ ɡ a̠
여성적	j ʌ̹ sʰ ʌ̹ ŋ d͡ʑ ʌ̹ k̚
여성주의	j ʌ̹ sʰ ʌ̹ ŋ d͡ʑ u ɰ i
여성주의자	j ʌ̹ sʰ ʌ̹ ŋ d͡ʑ u ɰ i d͡ʑ a̠
여성혐오	j ʌ̹ sʰ ʌ̹ ŋ ʝ ʌ̹ m o̞
여송연	j ɘː sʰ o̞ ŋ j ʌ̹ n
여수	j ʌ̹ sʰ u
여신	j ʌ̹ ɕʰ i n
여실히	j ʌ̹ ɕʰ i ɾ ʝ i
여야	j ɘː j a̠
여여	j ʌ̹ j ʌ̹
여여하다	j ʌ̹ j ʌ̹ ɦ a̠ d a̠
여와	j ʌ̹ w a̠
여왕	j ʌ̹ w a̠ ŋ
여우	j ʌ̹ u
여우비	j ʌ̹ u b i
여우원숭이	j ʌ̹ u w ʌ̹ n sʰ u ŋ i
여울	j ʌ̹ u ɭ
여울마자	j ʌ̹ u ɭ m a̠ d͡ʑ a̠
여위다	j ʌ̹ ɥ i d a̠
여유	j ʌ̹ j u
여의다	j ʌ̹ ɰ i d a̠
여의자	j ʌ̹ ɰ i d͡ʑ a̠
여인	j ʌ̹ i n
여인숙	j ʌ̹ i n sʰ u k̚
여자	j ʌ̹ d͡ʑ a̠
여자답다	j ʌ̹ d͡ʑ a̠ d a̠ p̚ t͈ a̠
여자아이	j ʌ̹ d͡ʑ a̠ a̠ i
여자친구	j ʌ̹ d͡ʑ a̠ t͡ɕʰ i n ɡ u
여장	j ʌ̹ d͡ʑ a̠ ŋ
여전하다	j ʌ̹ d͡ʑ ʌ̹ n ɦ a̠ d a̠
여전히	j ʌ̹ d͡ʑ ʌ̹ n ʝ i
여정	j ʌ̹ d͡ʑ ʌ̹ ŋ
여제	j ʌ̹ d͡ʑ e̞
여존남비	j ɘː d͡ʑ o̞ n n a̠ m b i
여지	j ʌ̹ d͡ʑ i
여진	j ʌ̹ d͡ʑ i n
여쭈다	j ɘː t͡ɕ͈ u d a̠
여차저차	j ʌ̹ t͡ɕʰ a̠ d͡ʑ ʌ̹ t͡ɕʰ a̠
여체	j ʌ̹ t͡ɕʰ e̞
여초	j ʌ̹ t͡ɕʰ o̞
여친	j ʌ̹ t͡ɕʰ i n
여파	j ʌ̹ pʰ a̠
여포	j ʌ̹ pʰ o̞
여하	j ʌ̹ ɦ a̠
여하튼	j ʌ̹ ɦ a̠ tʰ ɯ n
여호와	j ʌ̹ β o̞ w a̠
여황	j ʌ̹ β w a̠ ŋ
역	j ʌ̹ k̚
역겹다	j ʌ̹ k̚ k͈ j ʌ̹ p̚ t͈ a̠
역경	j ʌ̹ k̚ k͈ j ʌ̹ ŋ
역도	j ʌ̹ k̚ t͈ o̞
역량	j ʌ̹ ŋ ɲ a̠ ŋ
역력	j ʌ̹ ŋ ɲ ʌ̹ k̚
역력하다	j ʌ̹ ŋ ɲ ʌ̹ kʰ a̠ d a̠
역마	j ʌ̹ ŋ m a̠
역사	j ʌ̹ k s͈ a̠
역사가	j ʌ̹ k s͈ a̠ ɡ a̠
역사선	j ʌ̹ k s͈ a̠ sʰ ʌ̹ n
역사적	j ʌ̹ k s͈ a̠ d͡ʑ ʌ̹ k̚
역사화	j ʌ̹ k s͈ a̠ β w a̠
역습	j ʌ̹ k s͈ ɯ p̚
역시	j ʌ̹ k ɕ͈ i
역원	j ʌ̹ ɡ w ʌ̹ n
역자	j ʌ̹ k̚ t͡ɕ͈ a̠
역정	j ʌ̹ k̚ t͡ɕ͈ ʌ̹ ŋ
역지사지	j ʌ̹ k̚ t͡ɕ͈ i sʰ a̠ d͡ʑ i
역학	j ʌ̹ kʰ a̠ k̚
역할	j ʌ̹ kʰ a̠ ɭ
엮다	j ʌ̹ k̚ t͈ a̠
연	j ʌ̹ n
연가	j ɘː n ɡ a̠
연간	j ʌ̹ n ɡ a̠ n
연감	j ʌ̹ n ɡ a̠ m
연거푸	j ʌ̹ n ɡ ʌ̹ pʰ u
연결	j ʌ̹ n ɡ j ʌ̹ ɭ
연결되다	j ʌ̹ n ɡ j ʌ̹ ɭ d w e̞ d a̠
연결망	j ʌ̹ n ɡ j ʌ̹ ɭ m a̠ ŋ
연결하다	j ʌ̹ n ɡ j ʌ̹ ɾ ɦ a̠ d a̠
연고	j ɘː n ɡ o̞
연고지	j ʌ̹ n ɡ o̞ d͡ʑ i
연골	j ɘː n ɡ o̞ ɭ
연관공	j ʌ̹ n ɡ w a̠ n ɡ o̞ ŋ
연구	j ɘː n ɡ u
연구되다	j ʌ̹ n ɡ u d w e̞ d a̠
연구소	j ʌ̹ n ɡ u sʰ o̞
연구실	j ʌ̹ n ɡ u ɕʰ i ɭ
연구원	j ɘː n ɡ u w ʌ̹ n
연구자	j ɘː n ɡ u d͡ʑ a̠
연구하다	j ɘː n ɡ u ɦ a̠ d a̠
연극	j ɘː n ɡ ɯ k̚
연근	j ʌ̹ n ɡ ɯ n
연금	j ʌ̹ n ɡ ɯ m
연기	j ɘː n ɡ i
연기	j ʌ̹ n ɡ i
연기자	j ɘː n ɡ i d͡ʑ a̠
연길	j ʌ̹ n ɡ i ɭ
연꽃	j ʌ̹ n k͈ o̞ t̚
연단	j ɘː n d a̠ n
연단	j ʌ̹ n d a̠ n
연달다	j ʌ̹ n d a̠ ɭ d a̠
연두	j ɘː n d u
연두	j ʌ̹ n d u
연락	j ʌ̹ ɭ ɭ a̠ k̚
연락선	j ʌ̹ ɭ ɭ a̠ k s͈ ʌ̹ n
연락처	j ʌ̹ ɭ ɭ a̠ k̚ t͡ɕʰ ʌ̹
연락하다	j ʌ̹ ɭ ɭ a̠ kʰ a̠ d a̠
연령	j ʌ̹ ʎ ʎ ʌ̹ ŋ
연료	j ʌ̹ ʎ ʎ o
연루	j ʌ̹ ɭ ɭ u
연립	j ʌ̹ ʎ ʎ i p̚
연막	j ʌ̹ n m a̠ k̚
연말	j ʌ̹ n m a̠ ɭ
연못	j ʌ̹ n m o̞ t̚
연무	j ʌ̹ n m u
연무질	j ʌ̹ n m u d͡ʑ i ɭ
연민	j ʌ̹ n m i n
연밥	j ʌ̹ n p͈ a̠ p̚
연밥소	j ʌ̹ n p͈ a̠ p s͈ o̞
연방	j ʌ̹ n b a̠ ŋ
연변	j ʌ̹ n b j ʌ̹ n
연복초	j ʌ̹ n b o̞ k̚ t͡ɕʰ o̞
연봉	j ʌ̹ n b o̞ ŋ
연분	j ʌ̹ n b u n
연뿌리	j ʌ̹ n p͈ u ɾ i
연상	j ʌ̹ n sʰ a̠ ŋ
연석	j ɘː n sʰ ʌ̹ k̚
연석	j ʌ̹ n sʰ ʌ̹ k̚
연설	j ɘː n sʰ ʌ̹ ɭ
연설자	j ɘː n sʰ ʌ̹ ʎ t͡ɕ͈ a̠
연세	j ʌ̹ n sʰ e̞
연소	j ʌ̹ n sʰ o̞
연소하다	j ʌ̹ n sʰ o̞ ɦ a̠ d a̠
연속	j ʌ̹ n sʰ o̞ k̚
연속극	j ʌ̹ n sʰ o̞ k̚ k͈ ɯ k̚
연수	j ɘː n sʰ u
연수	j ʌ̹ n sʰ u
연수	j ʌ̹ n s͈ u
연습	j ɘː n sʰ ɯ p̚
연습곡	j ɘː n sʰ ɯ p̚ k͈ o̞ k̚
연습장	j ɘː n sʰ ɯ p̚ t͡ɕ͈ a̠ ŋ
연습하다	j ɘː n sʰ ɯ pʰ a̠ d a̠
연신	j ʌ̹ n ɕʰ i n
연안	j ʌ̹ n a̠ n
연어	j ʌ̹ n ʌ̹
연예인	j ɘː ɲ e̞ i n
연옥	j ɘː n o̞ k̚
연와	j ɘː n w a̠
연와	j ʌ̹ n w a̠
연와탕	j ʌ̹ n w a̠ tʰ a̠ ŋ
연월일	j ʌ̹ n w ʌ̹ ɾ i ɭ
연육	j ɘː ɲ u k̚
연육	j ʌ̹ ɲ u k̚
연음화	j ɘː n ɯ m β w a̠
연인	j ɘː n i n
연인	j ʌ̹ n i n
연잇다	j ʌ̹ n i t̚ t͈ a̠
연장	j ʌ̹ ɲ d͡ʑ a̠ ŋ
연장전	j ʌ̹ ɲ d͡ʑ a̠ ŋ d͡ʑ ʌ̹ n
연장통	j ʌ̹ ɲ d͡ʑ a̠ ŋ tʰ o̞ ŋ
연적	j ɘː ɲ d͡ʑ ʌ̹ k̚
연정	j ɘː ɲ d͡ʑ ʌ̹ ŋ
연정	j ʌ̹ ɲ d͡ʑ ʌ̹ ŋ
연조비가사	j ɘː ɲ d͡ʑ o̞ b i ɡ a̠ sʰ a̠
연주	j ɘː ɲ d͡ʑ u
연주자	j ɘː ɲ d͡ʑ u d͡ʑ a̠
연주하다	j ɘː ɲ d͡ʑ u ɦ a̠ d a̠
연준모치	j ʌ̹ ɲ d͡ʑ u n m o̞ t͡ɕʰ i
연중무휴	j ʌ̹ ɲ d͡ʑ u ŋ m u ʝ u
연지	j ʌ̹ ɲ d͡ʑ i
연체동물	j ɘː ɲ t͡ɕʰ e̞ d o̞ ŋ m u ɭ
연초	j ʌ̹ ɲ t͡ɕʰ o̞
연출	j ɘː ɲ t͡ɕʰ u ɭ
연탁	j ʌ̹ n tʰ a̠ k̚
연탄	j ɘː n tʰ a̠ n
연투	j ʌ̹ n tʰ u
연평도	j ʌ̹ n pʰ j ʌ̹ ŋ d o̞
연필	j ʌ̹ n pʰ i ɭ
연필깎이	j ʌ̹ n pʰ i ɭ k͈ a̠ k͈ i
연하다	j ɘː n ɦ a̠ d a̠
연합	j ʌ̹ n ɦ a̠ p̚
연합국	j ʌ̹ n ɦ a̠ p̚ k͈ u k̚
연혁	j ɘː n ʝ ʌ̹ k̚
연호	j ʌ̹ n β o̞
연화발	j ɘː n β w a̠ b a̠ ɭ
연회	j ɘː n β w e̞
연휴	j ʌ̹ n ʝ u
연흔	j ʌ̹ n ɣ ɯ n
엳아홉	j ʌ̹ d a̠ β o̞ p̚
열	j ʌ̹ ɭ
열광자	j ʌ̹ ɭ ɡ w a̠ ŋ d͡ʑ a̠
열구자탕	j ʌ̹ ɭ ɡ u d͡ʑ a̠ tʰ a̠ ŋ
열기구	j ʌ̹ ɭ ɡ i ɡ u
열넷	j ʌ̹ ɭ ɭ e̞ t̚
열다	j ɘː ɭ d a̠
열다섯	j ʌ̹ ɭ t͈ a̠ sʰ ʌ̹ t̚
열도	j ʌ̹ ɭ t͈ o̞
열동갈문절	j ʌ̹ ɭ t͈ o̞ ŋ ɡ a̠ ɭ m u ɲ d͡ʑ ʌ̹ ɭ
열둘	j ʌ̹ ɭ t͈ u ɭ
열등	j ʌ̹ ɭ t͈ ɯ ŋ
열등감	j ʌ̹ ɭ t͈ ɯ ŋ ɡ a̠ m
열람	j ʌ̹ ɭ ɭ a̠ m
열람실	j ʌ̹ ɭ ɭ a̠ m ɕʰ i ɭ
열량	j ʌ̹ ʎ ʎ a̠ ŋ
열량계	j ʌ̹ ʎ ʎ a̠ ŋ ɡ j e̞
열렬	j ʌ̹ ʎ ʎ ʌ̹ ɭ
열렬하다	j ʌ̹ ʎ ʎ ʌ̹ ɾ ɦ a̠ d a̠
열리다	j ʌ̹ ʎ ʎ i d a̠
열목어	j ʌ̹ ɭ m o̞ ɡ ʌ̹
열무	j ʌ̹ ɭ m u
열무김치	j ʌ̹ ɭ m u ɡ i m t͡ɕʰ i
열반	j ʌ̹ ɭ b a̠ n
열방	j ʌ̹ ɭ b a̠ ŋ
열변	j ʌ̹ ɭ b j ʌ̹ n
열병	j ʌ̹ ɭ b j ʌ̹ ŋ
열사	j ʌ̹ ɭ sʰ a̠
열사병	j ʌ̹ ɭ s͈ a̠ p͈ j ʌ̹ ŋ
열셋	j ʌ̹ ɭ s͈ e̞ t̚
열쇠	j ɘː ɭ s͈ w e̞
열쇠글	j ʌ̹ ɭ sʰ w e̞ ɡ ɯ ɭ
열심	j ʌ̹ ɭ ɕ͈ i m
열심히	j ʌ̹ ɭ ɕ͈ i m ʝ i
열씨	j ʌ̹ ɭ ɕ͈ i
열아홉	j ʌ̹ ɾ a̠ β o̞ p̚
열없다	j ɘː ɾ ʌ̹ p̚ t͈ a̠
열여덟	j ʌ̹ ʎ ʎ ʌ̹ d ʌ̹ ɭ
열여섯	j ʌ̹ ʎ ʎ ʌ̹ sʰ ʌ̹ t̚
열역학	j ʌ̹ ʎ ʎ ʌ̹ kʰ a̠ k̚
열의	j ʌ̹ ɾ ɰ i
열일곱	j ʌ̹ ʎ ʎ i ɭ ɡ o̞ p̚
열정	j ʌ̹ ʎ t͡ɕ͈ ʌ̹ ŋ
열중	j ʌ̹ ʎ t͡ɕ͈ u ŋ
열중증	j ʌ̹ ʎ d͡ʑ u ŋ d͡ʑ ɯ ŋ
열차	j ʌ̹ ʎ t͡ɕʰ a̠
열폭	j ʌ̹ ɭ pʰ o̞ k̚
열하나	j ʌ̹ ɾ ɦ a̠ n a̠
열화학	j ʌ̹ ɾ β w a̠ ɦ a̠ k̚
열흘	j ʌ̹ ɾ ɣ ɯ ɭ
엷다	j ɘː ɭ t͈ a̠
엷파랗다	j ɘː ɭ pʰ a̠ ɾ a̠ tʰ a̠
염	j ʌ̹ m
염가	j ɘː m ɡ a̠
염가	j ʌ̹ m k͈ a̠
염기	j ʌ̹ m ɡ i
염라	j ʌ̹ m n a̠
염려	j ɘː m ɲ ʌ̹
염려하다	j ɘː m ɲ ʌ̹ ɦ a̠ d a̠
염력	j ɘː m ɲ ʌ̹ k̚
염료	j ɘː m ɲ o
염병	j ɘː m b j ʌ̹ ŋ
염복	j ɘː m b o̞ k̚
염불	j ʌ̹ m b u ɭ
염세	j ɘː m sʰ e̞
염세가	j ɘː m sʰ e̞ ɡ a̠
염세관	j ɘː m sʰ e̞ ɡ w a̠ n
염세주의	j ɘː m sʰ e̞ d͡ʑ u ɰ i
염소	j ʌ̹ m sʰ o̞
염수	j ʌ̹ m sʰ u
염오	j ɘː m o̞
염장	j ʌ̹ m d͡ʑ a̠ ŋ
염주	j ɘː m d͡ʑ u
염주비둘기	j ʌ̹ m d͡ʑ u b i d u ɭ ɡ i
염증	j ʌ̹ m t͡ɕ͈ ɯ ŋ
염치	j ʌ̹ m t͡ɕʰ i
염탐	j ʌ̹ m tʰ a̠ m
염탐하다	j ʌ̹ m tʰ a̠ m ɦ a̠ d a̠
염통	j ʌ̹ m tʰ o̞ ŋ
염호	j ʌ̹ m β o̞
염화	j ɘː m β w a̠
염화	j ʌ̹ m β w a̠
엽	j ʌ̹ p̚
엽궐련	j ʌ̹ p̚ k͈ w ʌ̹ ʎ ʎ ʌ̹ n
엽란	j ʌ̹ m n a̠ n
엽록소	j ʌ̹ m n o̞ k s͈ o̞
엽록체	j ʌ̹ m n o̞ k̚ t͡ɕʰ e̞
엽사	j ʌ̹ p s͈ a̠
엽서	j ʌ̹ p s͈ ʌ̹
엽전	j ʌ̹ p̚ t͡ɕ͈ ʌ̹ n
엿	j ʌ̹ t̚
엿기름	j ʌ̹ t̚ k͈ i ɾ ɯ m
엿듣다	j ɘː t̚ t͈ ɯ t̚ t͈ a̠
엿보다	j ɘː t̚ p͈ o̞ d a̠
영	j ɘː ŋ
영	j ʌ̹ ŋ
영감	j ɘː ŋ ɡ a̠ m
영감	j ʌ̹ ŋ ɡ a̠ m
영감님	j ɘː ŋ ɡ a̠ m n i m
영검하다	j ʌ̹ ŋ ɡ ʌ̹ m ɦ a̠ d a̠
영관	j ʌ̹ ŋ ɡ w a̠ n
영광	j ʌ̹ ŋ ɡ w a̠ ŋ
영광스럽다	j ʌ̹ ŋ ɡ w a̠ ŋ sʰ ɯ ɾ ʌ̹ p̚ t͈ a̠
영구	j ɘː ŋ ɡ u
영구성	j ɘː ŋ ɡ u s͈ ʌ̹ ŋ
영구차	j ʌ̹ ŋ ɡ u t͡ɕʰ a̠
영국	j ʌ̹ ŋ ɡ u k̚
영국인	j ʌ̹ ŋ ɡ u ɡ i n
영기	j ʌ̹ ŋ ɡ i
영남	j ʌ̹ ŋ n a̠ m
영달	j ʌ̹ ŋ d a̠ ɭ
영도자	j ʌ̹ ŋ d o̞ d͡ʑ a̠
영동	j ʌ̹ ŋ d o̞ ŋ
영락	j ʌ̹ ŋ n a̠ k̚
영리	j ɘː ŋ n i
영리	j ʌ̹ ŋ n i
영리단체	j ʌ̹ ŋ n i d a̠ ɲ t͡ɕʰ e̞
영리하다	j ɘː ŋ n i ɦ a̠ d a̠
영리하다	j ʌ̹ ŋ n i ɦ a̠ d a̠
영묘	j ʌ̹ ŋ m j o
영문	j ʌ̹ ŋ m u n
영미권	j ʌ̹ ŋ m i k͈ w ʌ̹ n
영본	j ʌ̹ ŋ b o̞ n
영부인	j ʌ̹ ŋ b u i n
영사	j ɘː ŋ sʰ a̠
영사	j ʌ̹ ŋ sʰ a̠
영사관	j ʌ̹ ŋ sʰ a̠ ɡ w a̠ n
영사기	j ʌ̹ ŋ sʰ a̠ ɡ i
영사하다	j ɘː ŋ sʰ a̠ ɦ a̠ d a̠
영사하다	j ʌ̹ ŋ sʰ a̠ ɦ a̠ d a̠
영산홍	j ɘː ŋ sʰ a̠ n β o̞ ŋ
영상	j ʌ̹ ŋ sʰ a̠ ŋ
영서	j ʌ̹ ŋ sʰ ʌ̹
영성	j ʌ̹ ŋ sʰ ʌ̹ ŋ
영성모	j ʌ̹ ŋ sʰ ʌ̹ ŋ m o̞
영성체	j ɘː ŋ sʰ ʌ̹ ŋ t͡ɕʰ e̞
영속	j ɘː ŋ sʰ o̞ k̚
영속성	j ɘː ŋ sʰ o̞ k s͈ ʌ̹ ŋ
영수증	j ʌ̹ ŋ sʰ u d͡ʑ ɯ ŋ
영안실	j ʌ̹ ŋ a̠ n ɕʰ i ɭ
영양	j ʌ̹ ŋ j a̠ ŋ
영양물	j ʌ̹ ŋ j a̠ ŋ m u ɭ
영양실조	j ʌ̹ ŋ j a̠ ŋ ɕʰ i ʎ d͡ʑ o̞
영양제	j ʌ̹ ŋ j a̠ ŋ d͡ʑ e̞
영양탕	j ʌ̹ ŋ j a̠ ŋ tʰ a̠ ŋ
영어	j ʌ̹ ŋ ʌ̹
영어권	j ʌ̹ ŋ ʌ̹ k͈ w ʌ̹ n
영업	j ʌ̹ ŋ ʌ̹ p̚
영역	j ʌ̹ ŋ j ʌ̹ k̚
영연방	j ʌ̹ ŋ ɲ ʌ̹ n b a̠ ŋ
영영	j ɘː ŋ j ʌ̹ ŋ
영예	j ʌ̹ ŋ j e̞
영웅	j ʌ̹ ŋ u ŋ
영원	j ɘː ŋ w ʌ̹ n
영원	j ʌ̹ ŋ w ʌ̹ n
영원성	j ɘː ŋ w ʌ̹ n s͈ ʌ̹ ŋ
영원하다	j ɘː ŋ w ʌ̹ n ɦ a̠ d a̠
영원히	j ɘː ŋ w ʌ̹ n ʝ i
영자팔법	j ʌ̹ ŋ d͡ʑ a̠ pʰ a̠ ɭ b ʌ̹ p̚
