'bout	b a ʊ t
grocery	ɡ ɹ ə ʊ s ə ɹ i
grody	ɡ ɹ o ʊ d i
grog	ɡ ɹ ɒ ɡ
groggy	ɡ ɹ ɒ ɡ i
grognard	ɡ ɹ o ʊ n j ɑ ɹ d
grognard	ɡ ɹ ɑ ɡ n ɑ ɹ d
grognard	ɡ ɹ ɔ n j ɑ ɹ
grogram	ɡ ɹ ɒ ɡ ɹ ə m
groin	ɡ ɹ ɔ ɪ n
grok	ɡ ɹ ɒ k
grommet	ɡ ɹ ɒ m ɪ t
grommet	ɡ ɹ ʌ m ɪ t
groom	ɡ ɹ uː m
groomed	ɡ ɹ uː m d
groomer	ɡ ɹ uː m ə
grooming	ɡ ɹ uː m ɪ ŋ
groomings	ɡ ɹ uː m ɪ ŋ z
grooms	ɡ ɹ uː m z
groove	ɡ ɹ uː v
groover	ɡ ɹ uː v ə ɹ
groovy	ɡ ɹ u v i
grope	ɡ ɹ ə ʊ p
grosgrain	ɡ ɹ ə ʊ ɡ ɹ e ɪ n
gross	ɡ ɹ ə ʊ s
grossetti	ɡ ɹ ə ʊ s ɛ t iː
grossetto	ɡ ɹ ə ʊ s ɛ t ə ʊ
grossly	ɡ ɹ ə ʊ s l i
grossness	ɡ ɹ ə ʊ s n ə s
grosvenor	ɡ ɹ ə ʊ v ə n ə ɹ
grotch	ɡ ɹ ɑː t ʃ
grotesque	ɡ ɹ ə ʊ t ɛ s k
grotesquerie	ɡ ɹ ə ʊ t ɛ s k ə ɹ i
grotto	ɡ ɹ ɒ t ə ʊ
groty	ɡ ɹ o ʊ t i
grouch	ɡ ɹ a ʊ t ʃ
grouched	ɡ ɹ a ʊ t ʃ t
grouches	ɡ ɹ a ʊ t ʃ ɪ z
grouching	ɡ ɹ a ʊ t ʃ ɪ ŋ
grouchy	ɡ ɹ a ʊ t ʃ i
ground	ɡ ɹ a ʊ n d
groundbreaking	ɡ ɹ a ʊ n d b ɹ e ɪ k ɪ ŋ
grounded	ɡ ɹ a ʊ n d ɪ d
grounder	ɡ ɹ a ʊ n d ə ɹ
grounding	ɡ ɹ a ʊ n d ɪ ŋ
groundings	ɡ ɹ a ʊ n d ɪ ŋ z
grounds	ɡ ɹ a ʊ n d z
groundsel	ɡ ɹ a ʊ n d s ə l
groundsel	ɡ ɹ a ʊ n s ə l
groundsill	ɡ ɹ a ʊ n d s ə l
group	ɡ ɹ uː p
grouped	ɡ ɹ uː p t
grouper	ɡ ɹ uː p ə ɹ
groupie	ɡ ɹ uː p i
grouping	ɡ ɹ uː p ɪ ŋ
groupings	ɡ ɹ uː p ɪ ŋ z
groups	ɡ ɹ uː p s
groupthink	ɡ ɹ uː p θ ɪ ŋ k
groupuscule	ɡ ɹ uː p ə s k j uː l
grouse	ɡ ɹ a ʊ s
grout	ɡ ɹ a ʊ t
grove	ɡ ɹ ə ʊ v
groves	ɡ ɹ ə ʊ v z
grovy	ɡ ɹ ə ʊ v i
grow	ɡ ɹ ə ʊ
growing	ɡ ɹ ə ʊ ɪ ŋ
growl	ɡ ɹ a ʊ l
growled	ɡ ɹ a ʊ l d
growler	ɡ ɹ a ʊ l ə
growls	ɡ ɹ a ʊ l z
grown	ɡ ɹ ə ʊ n
grows	ɡ ɹ ə ʊ z
growth	ɡ ɹ ə ʊ θ
groyne	ɡ ɹ ɔ ɪ n
groyper	ɡ r ɔ ɪ p ɝ
grub	ɡ ɹ ʌ b
grubbed	ɡ ɹ ʌ b d
grubbing	ɡ ɹ ʌ b ɪ ŋ
grubbings	ɡ ɹ ʌ b ɪ ŋ z
grubby	ɡ ɹ ʌ b i
grubs	ɡ ɹ ʌ b z
grudge	ɡ ɹ ʌ d ʒ
grudged	ɡ ɹ ʌ d ʒ d
grudgeful	ɡ ɹ ʌ d ʒ f ə l
grudges	ɡ ɹ ʌ d ʒ ɪ z
grudging	ɡ ɹ ʌ d ʒ ɪ ŋ
grue	ɡ ɹ uː
gruel	ɡ ɹ uː ə l
gruelling	ɡ ɹ ʊ ə l ɪ ŋ
grues	ɡ ɹ uː z
gruff	ɡ ɹ ʌ f
gruffish	ɡ ɹ ʌ f ɪ ʃ
grum	ɡ ɹ ʌ m
grumble	ɡ ɹ ʌ m b l̩
grume	ɡ ɹ uː m
grummel	ɡ ɹ ʌ m ə l
grummer	ɡ ɹ ə m ɚ
grummest	ɡ ɹ ə m ɪ s t
grump	ɡ ɹ ʌ m p
grumped	ɡ ɹ ʌ m p t
grumping	ɡ ɹ ʌ m p ɪ ŋ
grumps	ɡ ɹ ʌ m p s
grumpy	ɡ ɹ ʌ m p i
grundle	ɡ ɹ ʌ n d ə l
grunge	ɡ ɹ ʌ n d ʒ
grungy	ɡ ɹ ʌ n d ʒ i
grunion	ɡ ɹ ʌ n j ə n
grunt	ɡ ɹ ʌ n t
grunted	ɡ ɹ ʌ n t ɪ d
grunter	ɡ ɽ ʌ n t ə
grunting	ɡ ɹ ʌ n t ɪ ŋ
gruntings	ɡ ɹ ʌ n t ɪ ŋ z
gruntled	ɡ ɹ ʌ n t l̩ d
grunts	ɡ ɹ ʌ n t s
gruyere	ɡ r uː j ɛː
gruyere	ɡ r uː ɛː
græcaster	ɡ ɹ iː k æ s t ə
gskew	d ʒ iː s k j uː
gss	d ʒ iː ɛ s ɛ s
guadalajara	ɡ w ɑː d ə l ə h ɑː ɹ ə
guadalcanal	ɡ w ɑː d ə l k ə n ɑː l
guadalquivir	ɡ w ɑː d ə l k ɪ v ɪ ə
guadeloupe	ɡ w ɑː d ə l uː p
guadiana	ɡ w ɑː d ɪ ɑː n ə
guaiacum	ɡ w a ɪ ə k ə m
guaifenesin	ɡ w a ɪ f ɛ n ɨ s ɪ n
guam	ɡ w æ m
guam	ɡ w ɑː m
guam	ɡ w ɒ m
guan	ɡ w ɑ n
guanaco	ɡ w ə n ɑː k ə ʊ
guangzhou	ɡ w æ ŋ d ʒ ə ʊ
guanine	ɡ w ɑː n iː n
guanines	ɡ w ɑː n iː n z
guano	ɡ w ɑː n ə ʊ
guanxi	k w a n ʃ i
guanxi	ɡ w a n ʃ i
guarana	ɡ w ə ɹ ɑː n ə
guaranine	ɡ w ɑː ɹ ə n iː n
guarantee	ɡ æ ɹ ə n t iː
guarantor	ɡ æ ɹ ə n t ɔː ɹ
guarantor	ɡ æ ɹ ə n t ə ɹ
guaranty	ɡ æ ɹ ə n t i
guaraní	ɡ w ɑː ɹ ə n iː
guard	ɡ ɑː d
guarded	ɡ ɑː d ɪ d
guardenage	ɡ ɑː ɹ d ə n ɪ d ʒ
guarder	ɡ ɑː d ə
guardian	ɡ ɑː d ɪ ə n
guardiancy	ɡ ɑː d i ə n s i
guardienne	ɡ ɑː d ɪ ɛ n
guards	ɡ ɑː d z
guatemala	ɡ w ɑː t ə m ɑː l ə
gubbins	ɡ ʌ b ɪ n z
gubernatorial	ɡ j uː b ə n e t ɔː ɹ i ə l
gubernatorial	ɡ uː b ə n e t ɔː ɹ i ə l
gubmint	ɡ ʌ b m ɪ n t
guck	ɡ ʌ k
gudgeon	ɡ ʌ d ʒ ə n
gudgeon	ɡ ʌ j ə n
gue	ɡ j uː
guelph	ɡ w ɛ l f
guenon	ɡ w ɛ n ə n
guenon	ɡ ə n o ʊ n
guerdon	ɡ əː d ə n
guernsey	ɡ ɜː n z i
guerrilla	ɡ ə ɹ ɪ l ə
guerrillero	ɡ ɛ ɹ ɪ j ɛ ə ɹ ə ʊ
guerrillero	ɡ ɛ ɹ ɪ l j ɛ ə ɹ ə ʊ
guess	ɡ ɛ s
guessed	ɡ ɛ s t
guesses	ɡ ɛ s ɪ z
guessing	ɡ ɛ s ɪ ŋ
guessings	ɡ ɛ s ɪ ŋ z
guest	ɡ ɛ s t
guests	ɡ ɛ s t s
gueuze	ɡ ø z
guff	ɡ ʌ f
guffaw	ɡ ə f oː
guffaw	ɡ ə f ɔː
gui	d ʒ iː j uː a ɪ
gui	ɡ uː i
guiche	ɡ iː ʃ
guidance	ɡ a ɪ d ə n s
guide	ɡ a ɪ d
guided	ɡ a ɪ d ɪ d
guides	ɡ a ɪ d z
guiding	ɡ a ɪ d ɪ ŋ
guidings	ɡ a ɪ d ɪ ŋ z
guido	ɡ w iː d ə ʊ
guidon	ɡ a ɪ d ə n
guige	ɡ iː d͡ʒ
guige	ɡ iː ʒ
guild	ɡ ɪ l d
guilder	ɡ ɪ l d ə
guildford	ɡ ɪ l f ə d
guildhall	ɡ ɪ l d h ɔː l
guilds	ɡ ɪ l d z
guildsman	ɡ ɪ l d z m ə n
guile	ɡ a ɪ l
guiled	ɡ a ɪ l d
guilefully	ɡ ʌ ɪ l f ə l i
guileless	ɡ a ɪ l l ə s
guiles	ɡ a ɪ l z
guiling	ɡ a ɪ l ɪ ŋ
guillemet	ɡ i j ə m e ɪ
guillemet	ɡ ɪ l ə m ɛ t
guillemot	ɡ ɪ l ɪ m ɒ t
guilloche	ɡ ɪ l ɒ ʃ
guillotine	ɡ iː ə t iː n
guillotine	ɡ ɪ l ə t iː n
guilt	ɡ ɪ l t
guilted	ɡ ɪ l t ɪ d
guiltily	ɡ ɪ l t ɪ l i
guilting	ɡ ɪ l t ɪ ŋ
guiltless	ɡ ɪ l t l ə s
guilts	ɡ ɪ l t s
guimpe	ɡ ɪ m p
guinea	ɡ ɪ n i
guinea	ɡ ɪ n iː
guinevere	ɡ w ɪ n ɪ v ɪ ə
guinguette	ɡ æ ŋ ɡ ɛ t
guinness	ɡ ɪ n ɪ s
guipure	ɡ iː p j ʊ ə
guiro	ɡ w a ɪ ɹ ə ʊ
guisborough	ɡ ɪ z b ə ɹ ə
guisborough	ɡ ɪ z b ɹ ə
guise	ɡ a ɪ z
guiseley	ɡ a ɪ z l i
guises	ɡ a ɪ z ɪ z
guitar	ɡ i t ɑ ɹ
guitar	ɡ ɪ t ɑː ɹ
guitar	ɡ ʌ t ɑ ɹ
gujarat	ɡ ʊ d ʒ ə ɹ ɑː t
gujarati	ɡ ʊ d ʒ ə r ɑː t i
gula	ɡ j uː l ə
gulag	ɡ u l æ ɡ
gulag	ɡ u l ɑ ɡ
gular	ɡ j uː l ə
gular	ɡ uː l ɑː
gulbenkian	ɡ ʊ l b ɛ ŋ k i ə n
gulch	ɡ ʌ l t ʃ
gulches	ɡ ʌ l t ʃ ɪ z
gule	ɡ j uː l
gules	ɡ j uː l z
gulf	ɡ ʌ l f
gulfs	ɡ ʌ l f s
gulfy	ɡ ʌ l f i
gull	ɡ ʌ l
gullah	ɡ ʌ l ə
gulled	ɡ ʌ l d
gullet	ɡ ʌ l ə t
gullet	ɡ ʌ l ɪ t
gullible	ɡ ʌ l ɪ b l̩
gullibly	ɡ ʌ l ɪ b l i
gullied	ɡ ʌ l i d
gullies	ɡ ʌ l i z
gulling	ɡ ʌ l ɪ ŋ
gullion	ɡ ʌ l i ə n
gullish	ɡ ʌ l ɪ ʃ
gulliver	ɡ ʌ l ɪ v ə ɹ
gulls	ɡ ʌ l z
gully	ɡ ʌ l i
gulp	ɡ ʌ l p
gulped	ɡ ʌ l p t
gulping	ɡ ʌ l p ɪ ŋ
gulpings	ɡ ʌ l p ɪ ŋ z
gulps	ɡ ʌ l p s
gum	ɡ ʌ m
gumdrop	ɡ ʌ m d ɹ ɒ p
gummed	ɡ ʌ m d
gumming	ɡ ʌ m ɪ ŋ
gummings	ɡ ʌ m ɪ ŋ z
gummy	ɡ ʌ m i
gumption	ɡ ʌ m p ʃ ə n
gums	ɡ ʌ m z
gumshoe	ɡ ʌ m ʃ uː
gun	ɡ ʌ n
gunfire	ɡ ʌ n f ʌ ɪ ə
gunge	ɡ ʌ n d͡ʒ
gungy	ɡ ʌ n d͡ʒ iː
gunite	ɡ ʌ n a ɪ t
gunk	ɡ ʌ ŋ k
gunlock	ɡ ʌ n l ɒ k
gunlocks	ɡ ʌ n l ɒ k s
gunmetal	ɡ ʌ n m ɛ t ə l
gunn	ɡ ʌ n
gunned	ɡ ʌ n d
gunnel	ɡ ʌ n ə l
gunner	ɡ ʌ n ə ɹ
gunnersbury	ɡ ʌ n ə z b ɹ i
gunpoint	ɡ ʌ n p ɔ ɪ n t
gunpoke	ɡ ʌ n p ə ʊ k
gunpowder	ɡ ʌ n p a ʊ d ə
guns	ɡ ʌ n z
gunsel	ɡ ʌ n s ə l
gunship	ɡ ʌ n ʃ ɪ p
gunshy	ɡ ʌ n ʃ a ɪ
gunwale	ɡ ʌ n ə l
gunzel	ɡ ʌ n z l̩
guoqing	ɡ w o ʊ t͡ʃ ɪ ŋ
guoxue	ɡ w o ʊ ʃ w e ɪ
gup	ɡ ʌ p
guppy	ɡ ʌ p i
guqin	ɡ uː t ʃ iː n
gurgitator	ɡ ɜː d ʒ ɪ t e ɪ t ə
gurgle	ɡ əː ɡ ə l
gurl	ɡ ɜː l
gurnard	ɡ ɜː n ə d
gurrier	ɡ ʌ ɹ ɪ ə
gurt	ɡ ɜː t
gurt	ɡ ɝː t
guru	ɡ uː ɹ uː
guru	ɡ ʊ ɹ uː
gurus	ɡ uː ɹ uː z
gurus	ɡ ʊ ɹ uː z
gus	ɡ ʌ s
gush	ɡ ʌ ʃ
gushed	ɡ ʌ ʃ t
gushes	ɡ ʌ ʃ ɪ z
gushing	ɡ ʌ ʃ ɪ ŋ
gushings	ɡ ʌ ʃ ɪ ŋ z
gusla	ɡ ʊ s l ə
gusle	ɡ ʊ s l ə
gusset	ɡ ʌ s ɪ t
gust	ɡ ʌ s t
gustable	ɡ ʌ s t ə b ə l
gusted	ɡ ʌ s t ɪ d
gustfulness	ɡ ʌ s t f ə l n ə s
gusting	ɡ ʌ s t ɪ ŋ
gustless	ɡ ʌ s t l ə s
gusto	ɡ ʌ s t ə ʊ
gusts	ɡ ʌ s t s
gusty	ɡ ʌ s t i
gut	ɡ ʌ t
gutbread	ɡ ʌ t b ɹ ɛ d
gutenberg	ɡ uː t n̩ b ɜː ɡ
guthrie	ɡ ʌ θ ɹ i
guts	ɡ ʌ t s
gutsy	ɡ ʌ t s i
gutta	ɡ ʌ t ə
guttatim	ɡ ʌ t e ɪ t ɪ m
gutted	ɡ ʌ t ɪ d
gutter	ɡ ʌ t ə
gutting	ɡ ʌ t ɪ ŋ
guttings	ɡ ʌ t ɪ ŋ z
guttle	ɡ ʌ t ə l
guttulous	ɡ ʌ t j ʊ l ə s
guttural	ɡ ʌ t ə ɹ ə l
guy	ɡ a ɪ
guyana	ɡ a ɪ æ n ə
guyana	ɡ a ɪ ɑː n ə
guyanese	ɡ a ɪ ə n iː z
guyed	ɡ a ɪ d
guyot	ɡ iː j ə ʊ
guys	ɡ a ɪ z
guyu	ɡ uː j uː
guyver	ɡ a ɪ v ə
guzheng	ɡ uː d͡ʒ ʌ ŋ
guzman	ɡ u z m ɑ n
guzzle	ɡ ʌ z ə l
gwas	d ʒ iː w ɒ s
gwent	ɡ w ɛ n t
gwyn	ɡ w ɪ n
gwynedd	ɡ w ɪ n ɪ ð
gwyneth	ɡ w ɪ n e θ
gwyneth	ɡ w ɪ n ə θ
gwyneth	ɡ w ɪ n ɪ θ
gwyniad	ɡ w ɪ n iː ɑː ɹ d
gybe	d ʒ a ɪ b
gylany	ɡ ɪ l ə n i
gyle	ɡ a ɪ l
gym	d ʒ ɪ m
gymkhana	d͡ʒ ɪ m k ɑ n ə
gymnast	d ʒ ɪ m n æ s t
gymnastic	d ʒ ɪ m n æ s t ɪ k
gymnastics	d ʒ ɪ m n æ s t ɪ k s
gymnic	d ʒ ɪ m n ɪ k
gymnosophist	d͡ʒ ɪ m n ɒ s ə f ɪ s t
gyms	d ʒ ɪ m z
gynaecomasty	ɡ a ɪ n ɪ k ə m æ s t i
gynaecophobia	ɡ a ɪ n ɪ k ə f ə ʊ b ɪ ə
gynarchy	ɡ a ɪ n ɑː k i
gynecologist	ɡ a ɪ n ə k ɒ l ə d͡ʒ ɪ s t
gynecology	d ʒ a ɪ n ɪ k ɒ l ə d ʒ i
gynecology	ɡ a ɪ n ɪ k ɒ l ə d ʒ i
gynecomastia	ɡ a ɪ n ɪ k ə ʊ m æ s t ɪ ə
gynecomasty	ɡ a ɪ n ɪ k ə m æ s t i
gyneolatry	d ʒ a ɪ n i ɒ l ə t ɹ i
gyneolatry	ɡ a ɪ n i ɒ l ə t ɹ i
gynocide	ɡ ʌ ɪ n ə s ʌ ɪ d
gynoid	ɡ a ɪ n ɔ ɪ d
gyoza	ɡ j o ʊ z ə
gyp	d͡ʒ ɪ p
gyprocker	d͡ʒ ɪ p ɹ ɒ k ə ɹ
gypsum	d ʒ ɪ p s ə m
gypsy	d͡ʒ ɪ p s i
gyrate	d ʒ a ɪ ɹ e ɪ t
gyration	d ʒ a ɪ ɹ e ɪ ʃ ə n
gyratory	d ʒ a ɪ ɹ e ɪ t ə ɹ i
gyratory	d ʒ a ɪ ɹ ə t ə ɹ i
gyre	d ʒ a ɪ ə
gyrfalcon	d ʒ ɜː f ɔː l k ə n
gyri	d ʒ a ɪ ɹ a ɪ
gyro	d ʒ a ɪ ɹ o ʊ
gyro	j iː ɹ o ʊ
gyro	j ɪ ɹ o ʊ
gyro	ʒ ɪ ɹ o ʊ
gyros	d ʒ iː ɹ o ʊ s
gyros	d ʒ iː ɹ o ʊ z
gyros	d͡ʒ a ɪ ɹ o ʊ s
gyros	d͡ʒ a ɪ ɹ o ʊ z
gyros	j iː ɹ o ʊ s
gyros	j iː ɹ o ʊ z
gyros	ɡ iː ɹ o s
gyros	ɡ iː ɹ o z
gyrotactic	d͡ʒ a ɪ ɹ ə t æ k t ɪ k
gyrus	d ʒ a ɪ ɹ ə s
gyton	ɡ a ɪ t ə n
gyumri	ɡ j ʊ m ɹ i
gyurcsik	d ʒ ə ɹ s ɪ k
gyve	d ʒ a ɪ v
gyve	ɡ a ɪ v
gzip	d ʒ iː z ɪ p
gâche	ɡ ɒ ʃ
gégène	ʒ e ɪ ʒ ɛ n
gîte	ʒ iː t
götterdämmerung	ɡ ɒ t ə d æ m ə ɹ ʊ ŋ
gülenist	ɡ u l ə n ɪ s t
h	e ɪ t ʃ
ha	h ɑː
ha'	h e ɪ
ha'nt	h æ n t
ha'p'orth	e ɪ p ə ɹ θ
ha'p'orth	h e ɪ p ə ɹ θ
ha'penny	h e ɪ p n i
haaf	h ɑ f
haarder	h ɑː ɹ d ə ɹ
habakkuk	h æ b ə k ə k
habakkuk	h ə b æ k ə k
habanero	h ɑː b ə n ɛ ɹ ə ʊ
haberdash	h æ b ə ɹ d æ ʃ
haberdasher	h æ b ɜː ɹ d æ ʃ ə ɹ
habergeon	h a b ə d͡ʒ ə n
habergeon	h ə b əː d ʒ ə n
habilitation	h ə b ɪ l ɪ t e ɪ ʃ ə n
habit	h æ b ɪ t
habitation	h æ b ɪ t e ɪ ʃ ə n
habits	h æ b ɪ t s
habitual	h ə b ɪ t ʃ w ə l
habitual	h ə b ɪ t ʃ ʊ ə l
habitude	h æ b ɪ t j uː d
haboob	h ə b uː b
habsburg	h æ p s b ɜː ɹ ɡ
hachure	h æ ʃ j ʊ ə
hacienda	h æ s i ɛ n d ə
hack	h æ k
hackamore	h æ k ə m ɔː
hackathon	h æ k ə θ ɒ n
hacked	h æ k t
hacker	h æ k ə ɹ
hacking	h æ k ɪ ŋ
hackle	h æ k ə l
hackney	h æ k n i
hackneyed	h æ k n iː d
hacks	h æ k s
had	h æ d
hadal	h e ɪ d ə l
haddock	h æ d ə k
hade	h e ɪ d
hades	h e ɪ d iː z
hadleigh	h æ d l i
hadn't	h æ d ə n t
hadrochemistry	h æ d ɹ ə ʊ k ɛ m ɪ s t ɹ i
hadron	h æ d ɹ ɑ n
haecceitic	h iː k s iː ə t i k
haecceitic	h ɛ k s iː ə t i k
haecceitism	h iː k s iː ə t ɪ z ə m
haecceitism	h ɛ k s iː ə t ɪ z ə m
haecceitist	h iː k s iː ə t ɪ s t
haecceitist	h ɛ k s iː ə t ɪ s t
haecceitistic	h iː k s iː ə t ɪ s t i k
haecceitistic	h ɛ k s iː ə t ɪ s t i k
haecceitistically	h iː k s iː ə t ɪ s t i k l i
haecceitistically	h ɛ k s iː ə t ɪ s t i k l i
haecceity	h iː k s iː ə t iː
haecceity	h ɛ k s iː ə t iː
haedine	h iː d a ɪ n
haem	h iː m
haematidrosis	h iː m ə t a ɪ d ɹ ə ʊ s ɪ s
haematophagous	h ɪ m æ t ə f e ɪ ɡ ə s
haemocoel	h iː m ə s iː l
haemoglobin	h iː m ə ʊ ɡ l ə ʊ b ɪ n
haemoglobinopathy	h iː m ə ɡ l ə ʊ b ɪ n ɒ p ə θ i
haemony	h iː m ə n i
haemophilia	h iː m ə f ɪ l i ə
haemopoiesis	h iː m ə ʊ p iː s ɪ s
haemorrhage	h ɛ m ə ɹ ɪ d ʒ
haemorrhage	h ɛ m ɹ ɪ d ʒ
haemorrhoids	h ɛ m ə ɹ ɔ ɪ d z
haemorrhoids	h ɛ m ɹ ɔ ɪ d z
haemostases	h iː m ɒ s t ə s iː z
haemus	h iː m ə s
hafiz	h ɑː f ɪ z
hafnium	h æ f n i ə m
haft	h ɑː f t
hafta	h æ f t ə
haftarah	h ə f t ɑː ɹ ɑː
haftarah	h ə f t ɔː ɹ ə
haftarah	h ə f t ʌ ɹ ə
hag	h æ ɡ
hagar	h e ɪ ɡ ɑː
hagen	h ɑː ɡ ə n
haggard	h æ ɡ ə d
haggardly	h æ ɡ ə ɹ d l i
hagged	h æ ɡ d
hagging	h æ ɡ ɪ ŋ
haggis	h æ ɡ ɪ s
haggis	h ɑː d ʒ i s
haggle	h æ ɡ ə l
hagiographic	h æ ɡ i o ʊ ɡ ɹ æ f ɪ k
hagiography	h æ ɡ i ɒ ɡ ɹ ə f i
hagiolatry	h a ɡ i ɒ l ə t ɹ i
hagley	h æ ɡ l i
hags	h æ ɡ z
hague	h e ɪ ɡ
hah	h ɑ
haida	h a ɪ d ə
haig	h a ɪ k
haig	h e ɪ ɡ
haight	h e ɪ t
haiku	h a ɪ k uː
hail	h e ɪ l
hailed	h e ɪ l d
hailer	h e ɪ l ə
hailey	h e ɪ l i
hailing	h e ɪ l ɪ ŋ
hailings	h e ɪ l ɪ ŋ z
hails	h e ɪ l z
hailsham	h e ɪ l ʃ ə m
hain't	h e ɪ n t
hainan	h a ɪ n æ n
hainan	h a ɪ n ɑː n
hainault	h e ɪ n ɔ ɫ t
haines	h e ɪ n z
haint	h e ɪ n t
hair	h ɛ ə
hair	h ɛ ɚ
hair	h ɛː
hairbow	h ɛ ə ɹ b ə ʊ
haircolor	h ɛ ə k ʌ l ɚ
haircolor	h ɛ ɚ k ʌ l ɚ
hairdo	h ɛ ə d uː
hairen	h ɛ ə ɹ ə n
hairpin	h e ɪ ɹ p ɪ n
hairsbreadth	h ɛ ə ɹ z b ɹ ɛ d θ
hairshirt	h ɛ ə ʃ ɜː t
hairy	h ɛ ə ɹ i
haitch	h e ɪ t ʃ
haiti	h e ɪ t i
haitian	h e ɪ ʃ ə n
hajj	h ɑ d͡ʒ
hajj	h ɑ ʒ
hajj	h ʌ d͡ʒ
hajji	h æ d ʒ i
haka	h ɑː k ə
hake	h e ɪ k
haked	h e ɪ k t
hakes	h e ɪ k s
haking	h e ɪ k ɪ ŋ
hal	h æ l
halab	h ɑː l ɑ b
halacha	h ə l ɑː χ ɑː
halacha	h ə l ʌ χ ə
halal	h ə l æ l
halation	h ə l e ɪ ʃ ə n
halberd	h æ l b ə d
halberd	h æ l b ɜː d
halcyon	h æ l s iː ə n
hale	h e ɪ l
haleb	h ɑː l e b
haler	h e ɪ l ə
hales	h e ɪ l z
halesowen	h e ɪ l z o ʊ ɪ n
halewood	h e ɪ l w ʊ d
half	h ɑː f
halfpence	h e ɪ p ə n s
halfpenny	h e ɪ p ə n i
halfpenny	h ɑː f p ɛ n i
halfpennyworth	h ɛ ɪ p n ɪ w ə θ
halfpennyworth	h ɛ ɪ p ə θ
halfway	h ɑː f w e ɪ
halgi	h æ l d ʒ iː
halibut	h æ l ɨ b ə t
halibut	h ɒ l ɨ b ə t
halicarnassus	h æ l ɪ k ɑ ɹ n æ s ə s
halicore	h ə l ɪ k ə ɹ iː
halide	h e ɪ l a ɪ d
halidom	h æ l ɪ d ə m
halifax	h æ l ɨ f æ k s
halite	h e ɪ l a ɪ t
halkomelem	h ɒ l k ə m e ɪ l ə m
hall	h ɔː l
hallelujah	h æ l ɪ l j uː j ə
hallewell	h æ l ɪ w ɛ l
halley	h æ l i
hallmark	h ɔː l m ɑː k
halloed	h a l ə ʊ d
halloumi	h ə l uː m i
hallow	h æ l ə ʊ
hallowed	h a l ə ʊ d
halloween	h a l ə w iː n
halloween	h a l ə ʊ iː n
hallows	h æ l ə ʊ z
hallucination	h ə l uː s ɪ n e ɪ ʃ ə n
hallucinatory	h ə l uː s ɪ n ə t ə r i
hallucinogen	h æ l uː s ɪ n ə d ʒ ə n
hallucinogenic	h æ l uː s ɪ n ə d ʒ ə n ɪ k
hallux	h æ l ə k s
hally	h æ l i
hally	h ɔː l i
halm	h ɔː m
halma	h a l m ə
halmote	h ɔː l m ə ʊ t
halo	h e ɪ l ə ʊ
halogen	h e ɪ l ə d͡ʒ ə n
halogen	h æ l ə d͡ʒ ə n
haloperidol	h a l ə ʊ p ɛ ɹ ɪ d ɒ l
haloperidol	h e ɪ l ə ʊ p ɛ ɹ ɪ d ɒ l
halothane	h æ l ə θ e ɪ n
halp	h æ l p
halp	h ɔː l p
halstead	h ɔː l s t ɪ d
halt	h ɔː l t
halted	h ɔː l t ɪ d
halter	h ɔː l t ə
haltere	h æ l t ɪ ə
haltwhistle	h ɔː l t w ɪ s ə l
halve	h ɑː v
halyard	h æ l j ɑː ɹ d
halyard	h æ l j ə ɹ d
ham	h æ m
hamadan	h æ m ə d æ n
hamadryad	h æ m ə d ɹ a ɪ æ d
hamal	h ə m ɒ l
hamal	h ə m ɔː l
hamartia	h ə m ɑː t i ə
hamasaki	h ɑ m ə s ɑ k i
hamazaki	h ɑ m ə z ɑ k i
hamboned	h æ m b o ʊ n ə d
hamburg	h æ m b ɜː ɡ
hamburger	h æ m b ə ɡ ə
hamburger	h æ m b ɜː ɡ ə
hamfat	h a m f a t
hamiform	h e ɪ m ɪ f ɔː m
hamilton	h æ m ɪ l t ə n
hamlet	h æ m l ə t
hammer	h æ m ə ɹ
hammersmith	h æ m ə s m ɪ θ
hammochrysos	h æ m ə k ɹ a ɪ s ɒ s
hammock	h æ m ə k
hampshire	h æ m p ʃ ə ɹ
hampshire	h æ m p ʃ ɪ ə
hampstead	h æ m p s t ɛ d
hampton	h æ m p t ə n
hamstring	h æ m s t ɹ ɪ ŋ
hamulose	h æ m j ʊ l ə ʊ z
han	h e ɪ n
han	h æ n
han	h ɑ n
hance	h ɑː n s
hand	h æ n d
handakuten	h æ n d æ k u t ɛ n
handakuten	h ɑː n d ɑː k u t ɛ n
handbag	h æ m b ə ɡ
handbag	h æ n d b æ ɡ
handcuff	h æ n d k ʌ f
handed	h æ n d ɪ d
handegg	h æ n d ɛ ɡ
handeggs	h æ n d ɛ ɡ z
hander	h æ n d ə ɹ
handforth	h æ n d f ə ɹ θ
handful	h æ n d f ə l
handful	h æ n d f ʊ l
handicap	h æ n d ɪ k æ p
handicraft	h æ n d ɪ k ɹ æ f t
handicraft	h æ n d ɪ k ɹ ɑː f t
handing	h æ n d ɪ ŋ
handiwork	h æ n d i w ɜː k
handkerchief	h æ ŋ k ə t ʃ iː f
handkerchief	h æ ŋ k ə t ʃ ɪ f
handlanger	h æ n d l æ ŋ ə
handlebar	h æ n d ə l b ɑː
handled	h æ n d l̩ d
handler	h æ n d l ə
handless	h æ n d l ə s
handling	h æ n d l ɪ ŋ
handling	h æ n d l̩ ɪ ŋ
handout	h æ n d a ʊ t
