A	a
klinikal	k l i n i k a l
klinis	k l i n i s
kliping	k l i p i ŋ
klise	k l i s e
klise	k l i s ə
klitik	k l i t i k
klon	k l o n
klop	k l ɔ p̚
klorida	k l o r i d a
klub	k l u p
knalpot	k n a l p o t
knopel	k n o p e l
koalisi	k o a l i s i
kobak	k o b a ʔ
kobalt	k o b a l t
kobok	k o b o k
kobokan	k o b o k a n
kobong	k o b o ŋ
kocak	k o t͡ʃ a k
kocokin	k ɔ t͡ʃ ɔ k i n
koda	k o d a
kodak	k o d a k
kodeks	k o d ɛ k s
kodim	k o d i m
kodominan	k o d o m i n a n
kodon	k o d o n
kofaktor	k o f a k t o r
kofte	k ɔ f t e
kognat	k o ɡ n a t
kohai	k o h a i̯
kohesi	k o h e s i
kohi	k o h i
kohong	k o h o ŋ
koi	k o i̯
koit	k o ʔ i t
koja	k o d͡ʒ a
kok	k o k
kokas	k o k a s
kokay	k o k a j
kokel	k o k ə l
koker	k o k e r
koki	k o k i
koko	k ɔ k ɔ
kokoh	k o k ɔ h
kokon	k o k o n
kokpit	k o k p i t
koktail	k o k t a i l
kol	k o l
kolaborator	k ɔ l a b ɔ r a t ɔ r
kolam	k o l a m
kolboster	k o l b o s t ə r
kolega	k o l e ɡ a
kolegium	k o l e ɡ i u m
kolektan	k o l ɛ k t a n
kolektivisme	k o l ɛ k t i v ɪ s m ə
kolektivitas	k o l ɛ k t i v i t a s
kolera	k o l ɛ r a
kolese	k o l e s ə
kolesom	k o l e s o m
kolik	k o l ɪ k
kolimator	k o l i m a t o r
kolintang	k o l i n t a ŋ
kolmbeng	k o l m b ə ŋ
kolofon	k o l o f o n
kolom	k o l o m
kolombeng	k o l o m b ə ŋ
kolon	k o l ɔ n
kolone	k o l o n ə
kolonel	k o l o n ɛ l
kolusi	k o l u s i
komandan	k o m a n d a n
komanditer	k o m a n d i t ɛ r
komando	k o m a n d o
kombatan	k o m b a t a n
kombinasi	k ɔ m b i n a s i
kombu	k o m b u
komdis	k o m d i s
komedian	k ɔ m ɛ d i a n
komen	k o m ɛ n
komendur	k o m ə n d u r
komet	k o m ɛ t
komintern	k o m i n t ɛ r n
komis	k o m ɪ s
komisaris	k o m i s a r i s
komisi	k o m i s i
komite	k o m i t e
kompanyon	k o m p a ɲ o n
komparisi	k o m p a r i s i
kompas	k ɔ m p a s
kompatibel	k o m p a t i b ə l
kompelsus	k o m p ə l s u s
kompeni	k o m p ə n i
kompet	k ɔ m p ɛ t̚
kompetensi	k o m p ə t ɛ n s i
kompetisi	k ɔ m p e t i s i
kompetitif	k o m p ə t i t i f
kompi	k o m p i
kompilasi	k ɔ m p i l a s i
kompilasikan	k ɔ m p i l a s i k a n
kompilator	k ɔ m p i l a t ɔ r
kompiler	k ɔ m p i l ə r
komplain	k o m p l a i n
kompleks	k o m p l ɛ k s
komplemen	k o m p l ə m ɛ n
komplementer	k ɔ m p l ə m ɛ n t ɛ r
komplesi	k o m p l e s i
komplot	k o m p l o t
kompon	k ɔ m p ɔ n
komponen	k o m p o n ɛ n
komposer	k o m p o s ə r
komposisi	k o m p o s i s i
komposit	k ɔ m p o s ɪ t̚
komprehensif	k o m p r e h ɛ n s i f
kompres	k o m p r e s
kompresor	k ɔ m p r ɛ s ɔ r
komunikasi	k o m u n i k a s i
komunikatif	k o m u n i k a t i f
komunis	k o m u n ɪ s
komutatif	k o m u t a t i f
komuter	k o m u t ə r
kondangan	k o n d a ŋ a n
konde	k o n d e
kondektur	k o n d ɛ k t u r
kondensor	k ɔ n d ɛ n s ɔ r
kondimen	k o n d i m ɛ n
kondisi	k ɔ n d i s i
kondotel	k o n d o t ɛ l
konduksi	k ɔ n d ʊ k s i
konduktivitas	k ɔ n d ʊ k t i v i t a s
kondusif	k o n d u s i f
koneksi	k o n ɛ k s i
konektivitas	k o n ɛ k t i v i t a s
konfeksi	k o n f ɛ k s i
konfeti	k o n f e t i
konfidensiil	k o n f i d ə n s i i l
konfigurasi	k o n f i ɡ u r a s i
konfirmasi	k ɔ n f ɪ r m a s i
konflik	k o n f l i k
konformasi	k o n f o r m a s i
konfreria	k o n f r e r i a
konfrontasi	k o n f r o n t a s i
kongenital	k o n ɡ e n i t a l
kongkalikong	k o ŋ k a l i k o ŋ
kongkoan	k o ŋ k o a n
konglomerat	k o ŋ l o m ə r a t
kongo	k o ŋ o
kongregasionalisme	k o ŋ r e ɡ a s i o n a l i s m ə
kongres	k ɔ ŋ r ɛ s
kongruen	k ɔ n ɡ r u ɛ n
kongsi	k o ŋ s i
konis	k o n i s
konjektur	k o n d͡ʒ ɛ k t u r
konjungtiva	k ɔ n d͡ʒ ʊ ŋ t i v a
konkatedral	k o n k a t ə d r a l
konklaf	k o n k l a f
konkordansi	k ɔ n k ɔ r d a n s i
konkordat	k o n k o r d a t
konkret	k ɔ n k r ɛ t
konon	k o n o n
konosemen	k o n o s ə m ɛ n
konpers	k ɔ n p ɛ r s
konro	k o n r o
konselebran	k o n s e l ɛ b r a n
konsentrasi	k o n s e n t r a s i
konsentrasikan	k o n s e n t r a s i k a n
konseptor	k o n s ə p t o r
konseptual	k o n s ɛ p t u a l
konsesif	k o n s e s i f
konsiderans	k ɔ n s i d ə r a n
konsiderans	k ɔ n s i d ə r a n s
konsiderasi	k ɔ n s i d ə r a s i
konsiliasi	k o n s i l i a s i
konsinyasi	k o n s i ɲ a s i
konsisten	k o n s i s t ɛ n
konsol	k o n s o l
konsolasi	k o n s o l a s i
konsolidasi	k o n s o l i d a s i
konsom	k o n s o m
konsorsium	k o n s o r s i u m
konsosiasionalisme	k o n s o s i a s i o n a l i s m ə
konstitusi	k o n s t i t u s i
konstitusionalisme	k o n s t i t u s i o n a l i s m ə
konstruk	k ɔ n s t r ʊ k̚
konstruksi	k o n s t r u k s i
konstruksional	k o n s t r u k s i o n a l
konstruktif	k o n s t r u k t i f
konstruktivisme	k o n s t r u k t i v i s m ə
konsul	k o n s u l
konsuler	k ɔ n s u l ɛ r
konsultan	k o n s u l t a n
konsultatif	k ɔ n s ʊ l t a t ɪ f
konsumen	k o n s u m ɛ n
konsumerisme	k ɔ n s u m ɛ r ɪ s m ə
konsumsi	k o n s u m s i
kontainer	k o n t a i̯ n ə r
kontak	k ɔ n t a k
kontan	k o n t a n
konteks	k o n t ɛ k s
kontekstual	k o n t ɛ k s t u a l
konter	k ɔ n t ə r
kontes	k ɔ n t ɛ s
kontestan	k ɔ n t ɛ s t a n
kontestasi	k ɔ n t ɛ s t a s i
kontingensi	k ɔ n t i ŋ ɛ n s i
kontinu	k ɔ n t i n u
kontinu	k ɔ n t i ɲ u
kontinuitas	k ɔ n t i n u i t a s
kontol	k o n t o l
kontra	k ɔ n t r a
kontraktil	k o n t r a k t i l
kontraktor	k o n t r a k t o r
kontraproduktif	k ɔ n t r a p r o d u k t i f
kontrasepsi	k o n t r a s ɛ p s i
kontraterorisme	k o n t r a t e r o r i s m ə
kontributor	k ɔ n t r i b u t ɔ r
kontrol	k o n t r o l
kontroversi	k ɔ n t r o v ɛ r s i
kontroversial	k ɔ n t r o v ɛ r s i a l
kontur	k o n t u r
konus	k o n ʊ s
konveksi	k o n v ɛ k s i
konvensi	k o n v ɛ n s i
konvensional	k o n v ɛ n s i o n a l
konversi	k o n v ɛ r s i
konvolusi	k o n v o l u s i
kooptasi	k o o p t a s i
koordinasi	k o ʔ ɔ r d i n a s i
koordinat	k o o r d i n a t
kop	k o p
koper	k o p ə r
koperasi	k o p ə r a s i
kopertis	k o p ə r t i s
kopi	k o p i
kopiah	k o p i a h
kopilot	k o p i l o t
kopitiam	k o p i t i a m
kopling	k o p l i ŋ
kopok	k o p o k
kopra	k o p r a
kopral	k ɔ p r a l
koprofagia	k o p r o f a ɡ i a
koprol	k o p r o l
kopur	k o p u r
kor	k ɔ r
koral	k o r a l
koran	k o r a n
korek	k o r e k
koreksi	k o r ɛ k s i
korektif	k o r ɛ k t i f
korelatif	k o r ə l a t i f
korentang	k o r ə n t a ŋ
korespondensi	k o r ɛ s p o n d ɛ n s i
koridor	k o r i d ɔ r
korkap	k o r k a p
kormus	k o r m u s
kornea	k o r n e a
kornet	k o r n e t
korok	k ɔ r ɔ k
koronavirus	k o r o n a v i r u s
koroner	k o r o n ɛ r
korporal	k o r p o r a l
korporale	k o r p o r a l e
korps	k ɔ r p s
korpus	k o r p u s
korsa	k o r s a
korsvet	k o r s v ɛ t
kortikal	k o r t i k a l
korting	k ɔ r t i ŋ
korupsi	k o r u p s i
koruptif	k o r u p t i f
koruptor	k o r u p t o r
kos	k ɔ s
kosa	k o s a
kosakata	k o s a k a t a
kosen	k o s ɛ n
kosmonaut	k o s m o n a u t
kosong	k o s o ŋ
kosongkan	k o s o ŋ k a n
koster	k o s t ə r
kota	k o t a
kotak	k ɔ t a ʔ
kotatsu	k o t a t s u
kotes	k o t ɛ s
koti	k o t i
kotif	k o t i f
kotor	k o t o r
kotoran	k o t o r a n
kovarians	k o v a r i a n s
kowe	k o w e
koya	k o j a
koyak	k o j a ʔ
koyan	k o j a n
koyok	k ɔ j ɔ ʔ
krans	k r a n s
kratokrasi	k r a t o k r a s i
kredibilitas	k r e d i b i l i t a s
kredo	k r e d o
krenten	k r ɛ n t ə n
krep	k r ɛ p
krepitakulum	k r ə p i t a k u l u m
kretek	k r ɛ t ɛ ʔ
krevas	k r e v a s
krib	k r i b
krida	k r i d a
krimbat	k r i m b a t
krimer	k r i m ə r
kriminal	k r i m i n a l
kriminolog	k r i m i n o l o ɡ
kriminologi	k r i m i n o l o ɡ i
kriminologis	k r i m i n o l o ɡ i s
kring	k r i ŋ
kriogenik	k r i o ɡ e n i k
kripto	k r i p t o
kriptogam	k r ɪ p t o ɡ a m
kriptogamik	k r ɪ p t o ɡ a m ɪ k
krisis	k r i s i s
krismon	k r i s m o n
kristik	k r i s t i k
kriteria	k r i t e r i a
kriterium	k r i t e r i u m
kritik	k r i t i k
kritikan	k r i t i k a n
kriya	k r i j a
krofel	k r o f ə l
kroisan	k r o i s a n
kroket	k r o k ɛ t
kromatis	k r o m a t i s
kromatograf	k r o m a t o ɡ r a f
kromatografi	k r o m a t o ɡ r a f i
kromatografis	k r o m a t o ɡ r a f i s
kromatogram	k r o m a t o ɡ r a m
kromo	k r o m o
kromo	k r ɔ m ɔ
kromofor	k r o m o f o r
kromosom	k r o m o s o m
kroni	k r o n i
kronik	k r o n i k
kronisme	k r o n i s m ə
kronologi	k r o n o l o ɡ i
kru	k r u
kruk	k r u k
krul	k r u l
krus	k r u s
krusial	k r u s i a l
ku	k u
kuadran	k u a̯ d r a n
kuah	k u a h
kuala	k u a l a
kuali	k u a l i
kualifikasi	k u a l i f i k a s i
kualitas	k u a l i t a s
kualitatif	k u a l i t a t i f
kuantitas	k u a n t i t a s
kuantitatif	k u a n t i t a t i f
kuantum	k u a n t ʊ m
kuap	k u a p̚
kuartal	k u a r t a l
kuartil	k u a r t i l
kuarto	k u a r t o
kuas	k u a s
kuasa	k u a s a
kuat	k u a t
kubak	k u b a ʔ
kubang	k u b a ŋ
kubu	k u b u
kubur	k u b u r
kuburan	k u b u r a n
kubut	k u b u t
kucai	k u t͡ʃ a i̯
kucing	k u t͡ʃ i ŋ
kucit	k u t͡ʃ i t
kucur	k u t͡ʃ u r
kuda	k u d a
kudapan	k u d a p a n
kudeta	k u d e t a
kudis	k u d i s
kudu	k u d u
kudus	k u d u s
kue	k u e
kuil	k u i l
kuilu	k u i l u
kuintal	k w i n t a l
kuinternion	k u i n t ɛ r n i o n
kuintil	k u i n t i l
kuis	k u i s
kuitansi	k u i̯ t a n s i
kujur	k u d͡ʒ u r
kuki	k u k i
kuku	k u k u
kukuh	k u k u h
kukus	k u k ʊ s
kulah	k u l a h
kulak	k u l a k
kulak	k u l a ʔ
kulat	k u l a t
kuldesak	k ʊ l d ə s a k̚
kuliah	k u l i a h
kulit	k u l i t
kulkas	k u l k a s
kultivar	k ʊ l t i v a r
kultivasi	k ʊ l t i v a s i
kultum	k u l t u m
kultur	k u l t u r
kultural	k u l t u r a l
kumal	k u m a l
kuman	k u m a n
kumandang	k u m a n d a ŋ
kumbah	k u m b a h
kumbahan	k u m b a h a n
kumico	k u m i t͡ʃ o
kumparan	k u m p a r a n
kumpul	k u m p u l
kumpulan	k ʊ m p ʊ l a n
kumuh	k u m u h
kumulatif	k u m u l a t i f
kuna	k u n a
kunci	k u n t͡ʃ i
kuncup	k u n t͡ʃ u p
kungfu	k u ŋ f u
kungkung	k u ŋ k u ŋ
kungkungan	k u ŋ k u ŋ a n
kuningan	k u n i ŋ a n
kunjung	k u n d͡ʒ u ŋ
kunjungan	k u n d͡ʒ u ŋ a n
kuno	k u n o
kuntilanak	k u n t i l a n a k
kuntit	k ʊ n t ɪ t̚
kunyadu	k u ɲ a d u
kunyit	k u ɲ i t
kuosien	k u o s i ɛ n
kup	k u p
kupang	k u p a ŋ
kupas	k u p a s
kupasan	k u p a s a n
kupel	k u p ə l
kuper	k u p ə r
kuping	k u p ɪ ŋ
kupnat	k u p n a t
kurang	k u r a ŋ
kuras	k u r a s
kurawa	k u r a w a
kurcaci	k u r t͡ʃ a t͡ʃ i
kureng	k u r ə ŋ
kureng	k u r ɛ ŋ
kuret	k u r ɛ t
kuretase	k u r e t a s e
kuretase	k u r e t a s ə
kurikulum	k u r i k u l ʊ m
kurir	k u r i r
kurleb	k ʊ r l ə p
kurma	k u r m a
kursi	k o r s i
kursi	k u r s i
kursisten	k u r s i s t e n
kursus	k u r s u s
kurun	k u r u n
kurung	k u r u ŋ
kurus	k u r u s
kurva	k u r v a
kusa	k u s a
kusta	k ʊ s t a
kustar	k ʊ s t a r
kustodian	k u s t o d i a n
kusuma	k u s u m a
kutan	k u t a n
kutaneus	k u t a n ɛ u s
kutang	k u t a ŋ
kuteks	k u t ɛ k
kuteks	k u t ɛ k s
kuti	k u t i
kutikula	k u t i k u l a
kutip	k u t i p
kutlet	k u t l e t
kutu	k u t u
kutub	k u t u b
kutubkhanah	k u t u b x a n a h
kutuk	k u t u k
kutuk	k u t u ʔ
kutukan	k u t u k a n
kutuki	k u t u k i
kuwe	k u w e
kuwu	k u w u
kuy	k u j
kuyang	k u y a ŋ
kuyuk	k u j u ʔ
kwasiorkor	k w a s i ɔ r k ɔ r
kwetiau	k w ə t i a u̯
l	l
l	ɛ l
laal	l a a l
laba	l a b a
labah	l a b a h
label	l a b ɛ l
labia	l a b i a
labial	l a b i a l
labil	l a b i l
laboratorium	l a b o r a t o r i u m
labuh	l a b u h
labuhkan	l a b u h k a n
laci	l a t͡ʃ i
lada	l a d a
ladam	l a d a m
laden	l a d e n
lading	l a d i ŋ
lagi	l a ɡ i
lagu	l a ɡ u
lahad	l a h a d
lahap	l a h a p
laher	l a h ə r
lahir	l a h i r
lain	l a i n
lainkan	l a i n k a n
lainnya	l a i n ɲ a
laisisme	l a i̯ s i s m ə
lajak	l a d͡ʒ a k̚
laju	l a d͡ʒ u
lajur	l a d͡ʒ u r
lak	l a k
lakademu	l a k a d e m u
lakalantas	l a k a l a n t a s
laki	l a k i
laknat	l a k n a t̚
lakon	l a k o n
lakor	l a k o r
laksa	l a k s a
laksamana	l a k s a m a n a
laksana	l a k s a n a
laksmana	l a k s m a n a
laku	l a k u
lakuan	l a k u a n
lakukan	l a k u k a n
lakuna	l a k u n a
lala	l a l a
lalai	l a l a i̯
lalak	l a l a k
lalapan	l a l a p a n
lalat	l a l a t̚
laler	l a l ə r
lali	l a l i
lalin	l a l i n
lalu	l a l u
laluan	l a l u a n
lalui	l a l u i
lalukan	l a l u k a n
lalulah	l a l u l a h
lama	l a m a
laman	l a m a n
lamar	l a m a r
lamaran	l a m a r a n
lambai	l a m b a i̯
lambat	l a m b a t
lambatkan	l a m b a t k a n
lambersering	l a m b ə r s ə r i ŋ
lambung	l a m b ʊ ŋ
lamin	l a m i n
lamina	l a m i n a
laminasi	l a m i n a s i
lamis	l a m i s
lampak	l a m p a k̚
lampau	l a m p a u̯
lampias	l a m p i a s
lampu	l a m p u
lamun	l a m u n
lanang	l a n a ŋ
lanca	l a n t͡ʃ a
lancar	l a n t͡ʃ a r
lancarkan	l a n t͡ʃ a r k a n
lancia	l a n t͡ʃ i a̯
landak	l a n d a ʔ
landas	l a n d a s
landasan	l a n d a s a n
lang	l a ŋ
langau	l a ŋ a u̯
langca	l a ŋ t͡ʃ a
langcia	l a ŋ t͡ʃ i a̯
langgan	l a ŋ ɡ a n
langgar	l a ŋ ɡ a r
langgeng	l a ŋ ɡ ə ŋ
langir	l a ŋ i r
langit	l a ŋ i t
langka	l a ŋ k a
langkah	l a ŋ k a h
langkan	l a ŋ k a n
langsam	l a ŋ s a m
langsat	l a ŋ s a t
langsing	l a ŋ s i ŋ
langsir	l a ŋ s i r
langsung	l a ŋ s u ŋ
laniar	l a n i a r
lanjar	l a n d͡ʒ a r
lanji	l a n d͡ʒ i
lanjut	l a n d͡ʒ u t
lanjutan	l a n d͡ʒ u t a n
lanjutkan	l a n d͡ʒ u t k a n
lansia	l a n s i a
lantai	l a n t a i̯
lantak	l a n t a k
lantak	l a n t a ʔ
lantama	l a n t a m a
lantamal	l a n t a m a l
lantamil	l a n t a m ɪ l
lantang	l a n t a ŋ
lantar	l a n t a r
lantaran	l a n t a r a n
lantarkan	l a n t a r k a n
lantas	l a n t a s
lantik	l a n t i k
lanud	l a n u d
laos	l a ɔ s
lap	l a p
lapang	l a p a ŋ
lapangan	l a p a ŋ a n
lapar	l a p a r
laparotomi	l a p a r o t o m i
lapas	l a p a s
laper	l a p ə r
lapis	l a p ɪ s
lapisan	l a p i s a n
lapkeu	l a p k ə u
lapo	l a p o
laporan	l a p o r a n
laprak	l a p r a k
lapsus	l a p s u s
laptop	l a p t o p
laptop	l e p t o p
lapuk	l a p u k
larang	l a r a ŋ
larangan	l a r a ŋ a n
larap	l a r a p
laras	l a r a s
lari	l a r i
larian	l a r i a n
lariin	l a r i ʔ ɪ n
larik	l a r i k
larikan	l a r i k a n
laring	l a r i ŋ
laringitis	l a r i ŋ i t i s
laris	l a r i s
larnaks	l a r n a k s
larut	l a r u t
larutan	l a r u t a n
larva	l a r v a
las	l a s
lasanya	l a s a ɲ a
laser	l a s ə r
lasik	l a s i k
laskar	l a s k a r
latah	l a t a h
latei	l a t e i
lateks	l a t ɛ k s
laten	l a t ɛ n
lateral	l a t ə r a l
latih	l a t i h
latihan	l a t i h a n
latpur	l a t̚ p ʊ r
latsar	l a t s a r
lauh	l a ʊ h
lauk	l a u k
laut	l a u t
lautan	l a u t a n
lava	l a v a
lavabo	l a v a b o
lawa	l a w a
lawak	l a w a ʔ
lawakan	l a w a k a n
lawan	l a w a n
lawang	l a w a ŋ
lawar	l a w a r
lawas	l a w a s
layak	l a j a k
layak	l a j a ʔ
layan	l a j a n
layanan	l a j a n a n
layang	l a j a ŋ
layangan	l a j a ŋ a n
layar	l a j a r
layu	l a j u
layukan	l a j u k a n
layung	l a j u ŋ
lazuardi	l a z u a r d i
lebah	l ə b a h
lebai	l ə b a i̯
lebak	l e b a k
lebak	l ə b a k
lebam	l e b a m
lebam	l ə b a m
lebar	l e b a r
lebih	l ə b i h
lebuh	l ə b u h
lebur	l ə b u r
lecehkan	l ə t͡ʃ ə h k a n
lecek	l e t͡ʃ ɛ ʔ
lecek	l ə t͡ʃ ə ʔ
leci	l e t͡ʃ i
lecur	l ə t͡ʃ u r
ledak	l ə d a k
ledakan	l ə d a k a n
legal	l ɛ ɡ a l
legalisasi	l ɛ ɡ a l i s a s i
legalitas	l ɛ ɡ a l i t a s
legap	l ə ɡ a p
legenda	l ə ɡ ɛ n d a
legendaris	l ə ɡ ɛ n d a r i s
leger	l e ɡ ə r
leger	l e ɡ ɛ r
leger	l ɛ ɡ ɛ r
leges	l e ɡ ə s
legio	l e ɡ i o
legium	l ə ɡ i u m
legiun	l e ɡ i u n
legundi	l ə ɡ u n d i
leher	l e h e r
leka	l ə k a
lekas	l ə k a s
lekatkan	l ə k a t k a n
lekong	l e k o ŋ
leksikografi	l ə k s i k o ɡ r a f i
leksikogramatika	l ə k s i k o ɡ r a m a t i k a
leksikostatistik	l ə k s i k o s t a t i s t i k
leksionarium	l ɛ k s i o n a r i u m
lektor	l ɛ k t o r
lektris	l ɛ k t r i s
lelah	l ə l a h
lelak	l e l a k
lelak	l ə l a k
lelang	l ɛ l a ŋ
lelangit	l ə l ä ŋ ɪ t̪̚
lele	l e l e
leleh	l ɛ l ɛ h
lelehan	l ɛ l ɛ h a n
lelehkan	l ɛ l ɛ h k a n
lelong	l e l o ŋ
leluasa	l ə l u a s a
leluhur	l ə l u h u r
lem	l ɛ m
lemah	l ə m a h
lemang	l ə m a ŋ
lemari	l ə m a r i
lemas	l ə m a s
lembah	l ə m b a h
lembap	l ə m b a p
lembar	l ə m b a r
lembaran	l ə m b a r a n
lembatang	l ə m b a t a ŋ
lembayung	l ə m b a j u ŋ
lembing	l ə m b ɪ ŋ
lembur	l ə m b u r
lembut	l ə m b u t
lempar	l ɛ m p a r
lemper	l ə m p ə r
lempir	l ə m p ɪ r
lempira	l e m p i r a
lenca	l ə n t͡ʃ a
lencana	l ə n t͡ʃ a n a
lencang	l ə n t͡ʃ a ŋ
lenceng	l ə n t͡ʃ ə ŋ
lenceng	l ɛ n t͡ʃ ɛ ŋ
lendir	l ə n d i r
lendut	l ə n d ʊ t̚
lendutan	l ə n d u t a n
lenga	l ə ŋ a
lengah	l ɛ ŋ a h
lengan	l ə ŋ a n
lenggangkan	l ə ŋ ɡ a ŋ k a n
lengkap	l ə ŋ k a p
lengkeng	l e ŋ k e ŋ
lengket	l ɛ ŋ k ɛ t̚
lengkuas	l ə ŋ k u a s
lengkung	l ə ŋ k u ŋ
lengkungan	l ə ŋ k u ŋ a n
lengser	l e ŋ s e r
lenjer	l ə n d͡ʒ ə r
lensa	l ɛ n s a
lenso	l e n s o
lentera	l ə n t ɛ r a
lenting	l ə n t i ŋ
lento	l ə n t o
lento	l ɛ n t o
lentur	l ə n t u r
lenyap	l ə ɲ a p
lepak	l ə p a k
lepas	l ə p a s
lepasan	l ə p a s a n
lepaskan	l ə p a s k a n
lepat	l ə p a t
lepau	l ə p a u̯
lepek	l e p ɛ k
lepek	l ə p ɛ ʔ
lepet	l e p ɛ t
lepet	l ə p ə t
lepra	l ɛ p r a
lepu	l ə p u
leraian	l ə r a i̯ a n
lereng	l ɛ r ɛ ŋ
les	l ə s
les	l ɛ s
lesbi	l ɛ s b i
lesbiola	l e s b i o l a
lesi	l e s i
lesi	l ə s i
lestari	l ə s t a r i
lesung	l ə s u ŋ
letak	l e t a k
letak	l ə t a ʔ
letakkan	l ə t a k a n
letargi	l e t a r ɡ i
leter	l e t ə r
leter	l e t ɛ r
leting	l ɛ t i ŋ
letjen	l ə t d͡ʒ ə n
letjend	l ə t d͡ʒ ə n d
letupan	l ə t u p a n
letus	l e t u s
letus	l ə t u s
leukimia	l e u k i m i a
lev	l e p̚
level	l ɛ v ə l
lever	l e v ə r
leveransir	l e v ə r a n s i r
levering	l e v ə r i ŋ
lewah	l e w a h
lewat	l e w a t
lewati	l e w a t i
lewatkan	l e w a t̚ k a n
lewiatan	l e w i a t a n
liabilitas	l i a b i l i t a s
liana	l i a̯ n a
liar	l i a r
liat	l i a t
liberal	l i b ə r a l
liberalisme	l i b ə r a l i s m ə
libertarian	l i b ə r t a r i a n
libertarianisme	l i b ə r t a r i a n i s m ə
libertarisme	l i b ə r t a r i s m ə
liburan	l i b u r a n
lichtdruk	l i t͡ʃ h t d r u k
licin	l i t͡ʃ i n
lid	l i d
lidah	l i d a h
lien	l i ɛ n
liga	l i ɡ a
ligamen	l i ɡ a m ɛ n
ligan	l i ɡ a n
ligasi	l i ɡ a s i
ligatur	l i ɡ a t u r
lihai	l i h a i̯
lihat	l i h a t
lihati	l i h a t i
lihatkan	l i h a t k a n
lila	l i l a
lima	l i m a
liman	l i m a n
limas	l i m a s
limbah	l i m b a h
limfa	l i m f a
limit	l i m i t
limitasi	l i m i t a s i
limitatif	l i m i t a t i f
limonade	l i m o n a d ə
limpa	l i m p a
limpah	l i m p a h
limpas	l i m p a s
limpasan	l i m p a s a n
limun	l i m u n
linang	l i n a ŋ
lincah	l i n t͡ʃ a h
lindi	l i n d i
lindung	l i n d u ŋ
lindungan	l i n d u ŋ a n
lindur	l i n d u r
linear	l i n ɛ a r
linen	l i n ə n
lingga	l i ŋ ɡ a
linggis	l i ŋ ɡ i s
lingkungan	l i ŋ k u ŋ a n
lingkup	l i ŋ k u p
lingo	l i ŋ o
linguis	l i ŋ u i s
linguis	l i ŋ w i s
linguis	l i ŋ ɡ u i s
linguis	l i ŋ ɡ w i s
linguistik	l i ŋ u i s t i k
linguistik	l i ŋ w i s t i k
linguistik	l i ŋ ɡ u i s t i k
linguistik	l i ŋ ɡ w i s t i k
lini	l i n i
linier	l i n i ɛ r
linimasa	l i n i m a s a
linoleum	l i n o l e u m
lintah	l i n t a h
lintang	l i n t a ŋ
lintas	l i n t a s
lintasan	l ɪ n t a s a n
liofilisasi	l i o f i l i s a s i
lipat	l i p a t
lipatan	l i p a t a n
lipida	l i p i d a
lipsus	l i p s u s
lipur	l i p ʊ r
liputan	l i p u t a n
lisan	l i s a n
lisis	l i s i s
lisosom	l i s o s o m
lisplang	l i s p l a ŋ
listring	l i s t r i ŋ
litani	l i t a n i
litbang	l i t b a ŋ
litbangjirap	l i t b a ŋ d͡ʒ i r a p
literal	l i t ə r a l
literasi	l i t ə r a s i
literati	l i t ə r a t i
literatur	l i t ə r a t u r
literer	l i t ə r ɛ r
litigasi	l i t i ɡ a s i
litografi	l i t o ɡ r a f i
liturgi	l i t u r ɡ i
liturgis	l i t ʊ r ɡ ɪ s
liwat	l i w a t
liyan	l i j a n
liyus	l i j u s
loak	l o a ʔ
loba	l o b a
lobak	l o b a k
lobang	l o b a ŋ
loberci	l o b ə r t͡ʃ i
lobster	l o b s t ə r
log	l o ɡ
logam	l o ɡ a m
logaritma	l o ɡ a r i t m a
logaritmik	l o ɡ a r i t m i k
logat	l o ɡ a t
logis	l o ɡ i s
logotip	l o ɡ o t i p
logotipe	l o ɡ o t i p ə
loh	l ɔ h
lohor	l o h o r
loji	l o d͡ʒ i
lok	l o k
loka	l o k a
lokakarya	l o k a k a r j a
lokal	l o k a l
lokalisasi	l o k a l i s a s i
lokalisasikan	l o k a l i s a s i k a n
lokalisir	l o k a l i s i r
lokalkan	l o k a l k a n
lokapasar	l o k a p a s a r
loker	l o k ə r
loker	l o k ɛ r
loket	l o k ɛ t
loki	l o k i
lokio	l o k i o
lokit	l o k i t
lokomotif	l o k o m o t i f
loktong	l o k t o ŋ
loloi	l o l o i̯
lomba	l ɔ m b a
lombok	l o m b o k
lombong	l ɔ m b ɔ ŋ
lompat	l o m p a t
lompatan	l ɔ m p a t a n
lompati	l o m p a t i
lompatkan	l ɔ m p a t k a n
loncat	l o n t͡ʃ a t
loncong	l ɔ ɲ t͡ʃ ɔ ŋ
long	l ɔ ŋ
longsor	l o ŋ s o r
lonjong	l ɔ ɲ d͡ʒ ɔ ŋ
lopa	l o p a
loper	l o p ə r
lopis	l o p i s
lor	l o r
loreng	l o r ɛ ŋ
lorong	l o r o ŋ
los	l ɔ s
losbak	l o s b a k
losin	l o s i n
losion	l o s i o n
losmen	l o s m ɛ n
lot	l o t
loteng	l o t ɛ ŋ
lotre	l ɔ t r ɛ
lowong	l ɔ w ɔ ŋ
lowongan	l o w o ŋ a n
loyal	l o j a l
loyang	l o j a ŋ
lu	l u
luah	l u a h
luak	l u a k
luang	l u a ŋ
luap	l u a p̚
luar	l u a r
luaran	l u a r a n
luas	l u a s
lubang	l u b a ŋ
lubuk	l u b u ʔ
lucknut	l a k n a t
