Є	j ɛ
паробок	p a r ɔ b ɔ k
паровоз	p ɐ r ɔ w ɔ z
паровозик	p ɐ r ɔ w ɔ z e k
пародійний	p ɐ r o dʲ i i̯ n e i̯
пародія	p ɐ r ɔ dʲ i j ɐ
пароль	p ɐ r ɔ lʲ
пароплав	p ɐ r ɔ p ɫ a u̯
пароподібний	p ɐ r ɔ p o dʲ i b n e i̯
парта	p a r t ɐ
партизан	p ɐ r t e z a n
партнер	p ɐ r t n ɛ r
партнера	p ɐ r t n ɛ r ɐ
партнери	p ɐ r t n ɛ r e
партнерка	p ɐ r t n ɛ r k ɐ
партнерство	p ɐ r t n ɛ r s t w ɔ
партнерів	p ɐ r t n ɛ rʲ i u̯
партій	p a r tʲ i i̯
партійна	p ɐ r tʲ i i̯ n ɐ
партійне	p ɐ r tʲ i i̯ n e
партійний	p ɐ r tʲ i i̯ n e i̯
партійним	p ɐ r tʲ i i̯ n e m
партійними	p ɐ r tʲ i i̯ n e m e
партійних	p ɐ r tʲ i i̯ n e x
партійного	p ɐ r tʲ i i̯ n ɔ ɦ ɔ
партійному	p ɐ r tʲ i i̯ n ɔ m ʊ
партійною	p ɐ r tʲ i i̯ n ɔ j ʊ
партійної	p ɐ r tʲ i i̯ n ɔ j i
партійну	p ɐ r tʲ i i̯ n ʊ
партійні	p ɐ r tʲ i i̯ nʲ i
партійній	p ɐ r tʲ i i̯ nʲ i i̯
партійнім	p ɐ r tʲ i i̯ nʲ i m
партію	p a r tʲ i j ʊ
партія	p a r tʲ i j ɐ
партіям	p a r tʲ i j ɐ m
партіями	p a r tʲ i j ɐ m e
партіях	p a r tʲ i j ɐ x
партією	p a r tʲ i j e j ʊ
партії	p a r tʲ i j i
паруб'я	p ɐ r ʊ b j a
парубка	p a r ʊ b k ɐ
парубкам	p a r ʊ b k ɐ m
парубками	p a r ʊ b k ɐ m e
парубках	p a r ʊ b k ɐ x
парубки	p a r ʊ b k e
парубкові	p a r ʊ b k ɔ ʋʲ i
парубком	p a r ʊ b k ɔ m
парубку	p a r ʊ b k ʊ
парубків	p a r ʊ b kʲ i u̯
парубок	p a r ʊ b ɔ k
парубче	p a r ʊ b t͡ʃ e
парус	p a r ʊ s
парфум	p ɐ r f u m
парфуми	p ɐ r f u m e
парча	p ɐ r t͡ʃ a
парша	p a r ʃ ɐ
парші	p a r ʃʲ i
парія	p a rʲ i j ɐ
пасажир	p ɐ s ɐ ʒ ɪ r
пасажира	p ɐ s ɐ ʒ ɪ r ɐ
пасажири	p ɐ s ɐ ʒ ɪ r e
пасажирка	p ɐ s ɐ ʒ ɪ r k ɐ
пасажирський	p ɐ s ɐ ʒ ɪ r sʲ k e i̯
пасажирів	p ɐ s ɐ ʒ ɪ rʲ i u̯
пасербиця	p a s e r b e t͡sʲ ɐ
пасивний	p ɐ s ɪ u̯ n e i̯
пасивність	p ɐ s ɪ u̯ nʲ i sʲ tʲ
пасинок	p a s e n ɔ k
паска	p a s k ɐ
паскаль	p ɐ s k a lʲ
пасквіль	p a s k ʋʲ i lʲ
пасовисько	p ɐ s ɔ ʋ ɪ sʲ k ɔ
пасовище	p ɐ s ɔ ʋ ɪ ʃ t͡ʃ e
пасочка	p a s ɔ t͡ʃ k ɐ
паспорт	p a s p ɔ r t
паста	p a s t ɐ
пастернак	p ɐ s t e r n a k
пасти	p a s t e
пастир	p a s t e r
пастка	p a s t k ɐ
пастух	p ɐ s t u x
пасувати	p ɐ s ʊ ʋ a t e
пасують	p ɐ s u j ʊ tʲ
пасує	p ɐ s u j e
пасьянс	p ɐ sʲ j a n s
пасіка	p a sʲ i k ɐ
пасічник	p a sʲ i t͡ʃ n e k
пательня	p ɐ t ɛ lʲ nʲ ɐ
патент	p ɐ t ɛ n t
патентувати	p ɐ t e n t ʊ ʋ a t e
патетичний	p ɐ t e t ɪ t͡ʃ n e i̯
патина	p a t e n ɐ
патина	p ɐ t ɪ n ɐ
патоген	p ɐ t ɔ ɦ ɛ n
патогенний	p ɐ t ɔ ɦ ɛ nː e i̯
патологічний	p ɐ t ɔ ɫ o ɦʲ i t͡ʃ n e i̯
патологія	p ɐ t ɔ ɫ ɔ ɦʲ i j ɐ
патос	p a t ɔ s
патрати	p a t r ɐ t e
патрон	p ɐ t r ɔ n
патруль	p ɐ t r u lʲ
патрулювання	p ɐ t r ʊ lʲ ʊ ʋ a nʲː ɐ
патріарх	p ɐ tʲ rʲ i a r x
патріархат	p ɐ tʲ rʲ i ɐ r x a t
патріот	p ɐ tʲ rʲ i ɔ t
патріотизм	p ɐ tʲ rʲ i ɔ t ɪ z m
патріотизмові	p ɐ tʲ rʲ i ɔ t ɪ z m ɔ ʋʲ i
патріотизмом	p ɐ tʲ rʲ i ɔ t ɪ z m ɔ m
патріотизму	p ɐ tʲ rʲ i ɔ t ɪ z m ʊ
патріотизмі	p ɐ tʲ rʲ i ɔ t ɪ zʲ mʲ i
патріотичний	p ɐ tʲ rʲ i ɔ t ɪ t͡ʃ n e i̯
патуа	p ɐ t ʊ a
патч	p a t͡ʃː
пауз	p a ʊ z
пауза	p a ʊ z ɐ
паузам	p a ʊ z ɐ m
паузами	p a ʊ z ɐ m e
паузах	p a ʊ z ɐ x
паузи	p a ʊ z e
паузою	p a ʊ z ɔ j ʊ
паузу	p a ʊ z ʊ
паузі	p a ʊ zʲ i
пауперизація	p ɐ ʊ p e r e z a t͡sʲ i j ɐ
пауперизувати	p ɐ ʊ p e r e z ʊ ʋ a t e
пафос	p a f ɔ s
пахва	p ɐ x ʋ a
пахнути	p a x n ʊ t e
пахнути	p ɐ x n u t e
пахнуть	p a x n ʊ tʲ
пахнуть	p ɐ x n u tʲ
пацалунак	p ɐ t͡s ɐ ɫ u n ɐ k
пацан	p ɐ t͡s a n
пацифікація	p ɐ t͡s e fʲ i k a t͡sʲ i j ɐ
пацюк	p ɐ t͡sʲ u k
пацієнт	p ɐ t͡sʲ i j ɛ n t
пацієнта	p ɐ t͡sʲ i j ɛ n t ɐ
пацієнтам	p ɐ t͡sʲ i j ɛ n t ɐ m
пацієнтами	p ɐ t͡sʲ i j ɛ n t ɐ m e
пацієнтах	p ɐ t͡sʲ i j ɛ n t ɐ x
пацієнте	p ɐ t͡sʲ i j ɛ n t e
пацієнти	p ɐ t͡sʲ i j ɛ n t e
пацієнтка	p ɐ t͡sʲ i j ɛ n t k ɐ
пацієнтові	p ɐ t͡sʲ i j ɛ n t ɔ ʋʲ i
пацієнтом	p ɐ t͡sʲ i j ɛ n t ɔ m
пацієнту	p ɐ t͡sʲ i j ɛ n t ʊ
пацієнті	p ɐ t͡sʲ i j ɛ nʲ tʲ i
пацієнтів	p ɐ t͡sʲ i j ɛ nʲ tʲ i u̯
пачка	p a t͡ʃ k ɐ
пачулі	p ɐ t͡ʃ u lʲ i
паша	p a ʃ ɐ
паша	p ɐ ʃ a
пашпорт	p a ʃ p ɔ r t
паяти	p ɐ j a t e
певен	p ɛ ʋ e n
певний	p ɛ u̯ n e i̯
певно	p ɛ u̯ n ɔ
певною	p ɛ u̯ n ɔ j ʊ
певні	p ɛ u̯ nʲ i
педагог	p e d ɐ ɦ ɔ ɦ
педагогіка	p e d ɐ ɦ ɔ ɦʲ i k ɐ
педагогічний	p e d ɐ ɦ o ɦʲ i t͡ʃ n e i̯
педаль	p e d a lʲ
педалювати	p e d ɐ lʲ ʊ ʋ a t e
педант	p e d a n t
педантичний	p e d ɐ n t ɪ t͡ʃ n e i̯
педофіл	p e d o fʲ i ɫ
педофільний	p e d o fʲ i lʲ n e i̯
педофільський	p e d o fʲ i lʲ sʲ k e i̯
педофілія	p e d ɔ fʲ i lʲ i j ɐ
педіатр	p e dʲ i a t r
педіатричний	p e dʲ i ɐ t r ɪ t͡ʃ n e i̯
педіатрію	p e dʲ i ɐ tʲ rʲ i j ʊ
педіатрія	p e dʲ i ɐ tʲ rʲ i j ɐ
педіатрією	p e dʲ i ɐ tʲ rʲ i j e j ʊ
педіатрії	p e dʲ i ɐ tʲ rʲ i j i
пейзаж	p e i̯ z a ʒ
пейзажів	p e i̯ z a ʒʲ i u̯
пекар	p ɛ k ɐ r
пекарень	p e k a r e nʲ
пекарка	p ɛ k ɐ r k ɐ
пекарня	p e k a r nʲ ɐ
пекарні	p e k a r nʲ i
пекельний	p e k ɛ lʲ n e i̯
пекла	p e k ɫ a
пекла	p ɛ k ɫ ɐ
пекло	p e k ɫ ɔ
пекло	p ɛ k ɫ ɔ
пекти	p e k t ɪ
пекінець	p e kʲ i n e t͡sʲ
пекінка	p e kʲ i n k ɐ
пекінський	p e kʲ i nʲ sʲ k e i̯
пелька	p ɛ lʲ k ɐ
пельмень	p e lʲ m ɛ nʲ
пелюстка	p e lʲ u s t k ɐ
пелюстка	p e lʲ ʊ s t k a
пелюшка	p e lʲ u ʃ k ɐ
пелядь	p ɛ lʲ ɐ dʲ
пенал	p e n a ɫ
пензель	p ɛ n z e lʲ
пенсіонер	p e nʲ sʲ i ɔ n ɛ r
пенсіонерка	p e nʲ sʲ i ɔ n ɛ r k ɐ
пенсія	p ɛ nʲ sʲ i j ɐ
пентагон	p e n t ɐ ɦ ɔ n
пень	p ɛ nʲ
пеніс	p ɛ nʲ i s
первинний	p e r ʋ ɪ nː e i̯
первинність	p e r ʋ ɪ nʲː i sʲ tʲ
первозданний	p e r w ɔ z d a nː e i̯
первісний	p e r ʋʲ i s n e i̯
первісний	p ɛ r ʋʲ i s n e i̯
перга	p e r ɦ a
пердун	p e r d u n
пердунка	p e r d u n k ɐ
пердь	p ɛ r dʲ
пердіж	p e r dʲ i ʒ
пердіти	p e r dʲ i t e
переб'ю	p e r e b j u
перебив	p e r e b ɪ u̯
перебивати	p e r e b e ʋ a t e
перебивши	p e r e b ɪ u̯ ʃ e
перебила	p e r e b ɪ ɫ ɐ
перебили	p e r e b ɪ ɫ e
перебило	p e r e b ɪ ɫ ɔ
перебити	p e r e b ɪ t e
переборний	p e r e b ɔ r n e i̯
перебороти	p e r e b ɔ r ɔ t e
переборювати	p e r e b ɔ rʲ ʊ ʋ ɐ t e
перебував	p e r e b ʊ ʋ a u̯
перебувала	p e r e b ʊ ʋ a ɫ ɐ
перебували	p e r e b ʊ ʋ a ɫ e
перебувало	p e r e b ʊ ʋ a ɫ ɔ
перебування	p e r e b ʊ ʋ a nʲː ɐ
перебувати	p e r e b ʊ ʋ a t e
перебувають	p e r e b ʊ ʋ a j ʊ tʲ
перебуває	p e r e b ʊ ʋ a j e
перебудова	p e r e b ʊ d ɔ ʋ ɐ
перебудовувати	p e r e b ʊ d ɔ w ʊ ʋ ɐ t e
перебудувати	p e r e b ʊ d ʊ ʋ a t e
перебільшення	p e r e bʲ i lʲ ʃ e nʲː ɐ
перебільшити	p e r e bʲ i lʲ ʃ e t e
перебільшувати	p e r e bʲ i lʲ ʃ ʊ ʋ ɐ t e
перевага	p e r e ʋ a ɦ ɐ
переважати	p e r e ʋ ɐ ʒ a t e
переважити	p e r e ʋ a ʒ e t e
переважний	p e r e ʋ a ʒ n e i̯
переважно	p e r e ʋ a ʒ n ɔ
переважувати	p e r e ʋ a ʒ ʊ ʋ ɐ t e
перевалити	p e r e ʋ ɐ ɫ ɪ t e
перевалювати	p e r e ʋ a lʲ ʊ ʋ ɐ t e
перевантажений	p e r e ʋ ɐ n t a ʒ e n e i̯
перевантаження	p e r e ʋ ɐ n t a ʒ e nʲː ɐ
перевантаженість	p e r e ʋ ɐ n t a ʒ e nʲ i sʲ tʲ
перевантажити	p e r e ʋ ɐ n t a ʒ e t e
перевантажувати	p e r e ʋ ɐ n t a ʒ ʊ ʋ ɐ t e
переварити	p e r e ʋ ɐ r ɪ t e
переварювати	p e r e ʋ a rʲ ʊ ʋ ɐ t e
перевдягатися	p e r e u̯ dʲ ɐ ɦ a t e sʲ ɐ
перевдягтися	p e r e u̯ dʲ ɐ ɦ a t e sʲ ɐ
переведений	p e r e ʋ ɛ d e n e i̯
переведи	p e r e ʋ e d ɪ
переведіть	p e r e ʋ e dʲ i tʲ
перевезення	p e r e ʋ ɛ z e nʲː ɐ
перевезти	p e r e ʋ e z t ɪ
перевершити	p e r e ʋ ɛ r ʃ e t e
перевершувати	p e r e ʋ ɛ r ʃ ʊ ʋ ɐ t e
перевести	p e r e ʋ e s t ɪ
перевзуватися	p e r e u̯ z ʊ ʋ a t e sʲ ɐ
перевибори	p e r e ʋ ɪ b ɔ r e
перевидання	p e r e ʋ e d a nʲː ɐ
перевиховали	p e r e ʋ ɪ x ɔ ʋ ɐ ɫ e
перевиховання	p e r e ʋ e x ɔ ʋ a nʲː ɐ
перевиховання	p e r e ʋ ɪ x ɔ ʋ ɐ nʲː ɐ
перевиховати	p e r e ʋ ɪ x ɔ ʋ ɐ t e
перевиховувати	p e r e ʋ e x ɔ w ʊ ʋ ɐ t e
перевищення	p e r e ʋ ɪ ʃ t͡ʃ e nʲː ɐ
перевищив	p e r e ʋ ɪ ʃ t͡ʃ e u̯
перевищила	p e r e ʋ ɪ ʃ t͡ʃ e ɫ ɐ
перевищили	p e r e ʋ ɪ ʃ t͡ʃ e ɫ e
перевищило	p e r e ʋ ɪ ʃ t͡ʃ e ɫ ɔ
перевищити	p e r e ʋ ɪ ʃ t͡ʃ e t e
перевищував	p e r e ʋ ɪ ʃ t͡ʃ ʊ ʋ ɐ u̯
перевищувала	p e r e ʋ ɪ ʃ t͡ʃ ʊ ʋ ɐ ɫ ɐ
перевищували	p e r e ʋ ɪ ʃ t͡ʃ ʊ ʋ ɐ ɫ e
перевищувало	p e r e ʋ ɪ ʃ t͡ʃ ʊ ʋ ɐ ɫ ɔ
перевищувати	p e r e ʋ ɪ ʃ t͡ʃ ʊ ʋ ɐ t e
перевищують	p e r e ʋ ɪ ʃ t͡ʃ ʊ j ʊ tʲ
перевищує	p e r e ʋ ɪ ʃ t͡ʃ ʊ j e
переводити	p e r e w ɔ d e t e
переводити	p e r e w ɔ d ɪ t e
перевозити	p e r e w ɔ z e t e
перевозити	p e r e w ɔ z ɪ t e
переворот	p e r e w ɔ r ɔ t
перевізник	p e r e ʋʲ i z n e k
перевірений	p e r e ʋʲ i r e n e i̯
перевірити	p e r e ʋʲ i r e t e
перевірка	p e r e ʋʲ i r k ɐ
перевірка	p e r ɛ ʋʲ i r k ɐ
перевіряти	p e r e ʋʲ i rʲ a t e
перегар	p e r e ɦ a r
перегляд	p e r ɛ ɦ lʲ ɐ d
переглядати	p e r e ɦ lʲ ɐ d a t e
перегляне	p e r e ɦ lʲ a n e
переглянемо	p e r e ɦ lʲ a n e m ɔ
переглянете	p e r e ɦ lʲ a n e t e
переглянеш	p e r e ɦ lʲ a n e ʃ
перегляну	p e r e ɦ lʲ a n ʊ
переглянув	p e r e ɦ lʲ a n ʊ u̯
переглянувши	p e r e ɦ lʲ a n ʊ u̯ ʃ e
переглянула	p e r e ɦ lʲ a n ʊ ɫ ɐ
переглянули	p e r e ɦ lʲ a n ʊ ɫ e
переглянуло	p e r e ɦ lʲ a n ʊ ɫ ɔ
переглянути	p e r e ɦ lʲ a n ʊ t e
переглянутий	p e r e ɦ lʲ a n ʊ t e i̯
переглянуто	p e r e ɦ lʲ a n ʊ t ɔ
переглянуть	p e r e ɦ lʲ a n ʊ tʲ
переглянь	p e r e ɦ lʲ a nʲ
перегляньмо	p e r e ɦ lʲ a nʲ m ɔ
перегляньте	p e r e ɦ lʲ a nʲ t e
переговори	p e r e ɦ ɔ w ɔ r e
переговори	p e r e ɦ ɔ w ɔ r ɪ
перегороджувати	p e r e ɦ ɔ r ɔ d͡ʒ ʊ ʋ ɐ t e
перегородити	p e r e ɦ ɔ r ɔ d ɪ t e
перегруповувати	p e r e ɦ r ʊ p ɔ w ʊ ʋ ɐ t e
перегруповуватися	p e r e ɦ r ʊ p ɔ w ʊ ʋ ɐ t e sʲ ɐ
перегрупування	p e r e ɦ r ʊ p ʊ ʋ a nʲː ɐ
перегрупувати	p e r e ɦ r ʊ p ʊ ʋ a t e
перегрупуватися	p e r e ɦ r ʊ p ʊ ʋ a t e sʲ ɐ
перегрівання	p e r e ɦ rʲ i ʋ a nʲː ɐ
перегрівати	p e r e ɦ rʲ i ʋ a t e
перегріти	p e r e ɦ rʲ i t e
перед	p e r ɛ d
перед	p ɛ r e d
передавати	p e r e d ɐ ʋ a t e
передати	p e r e d a t e
передач	p e r e d a t͡ʃ
передача	p e r e d a t͡ʃ ɐ
передачам	p e r e d a t͡ʃ ɐ m
передачами	p e r e d a t͡ʃ ɐ m e
передачах	p e r e d a t͡ʃ ɐ x
передаче	p e r e d a t͡ʃ e
передачею	p e r e d a t͡ʃ e j ʊ
передачу	p e r e d a t͡ʃ ʊ
передачі	p e r e d a t͡ʃʲ i
передбачав	p e r e d b ɐ t͡ʃ a u̯
передбачала	p e r e d b ɐ t͡ʃ a ɫ ɐ
передбачали	p e r e d b ɐ t͡ʃ a ɫ e
передбачало	p e r e d b ɐ t͡ʃ a ɫ ɔ
передбачати	p e r e d b ɐ t͡ʃ a t e
передбачатиме	p e r e d b ɐ t͡ʃ a t e m e
передбачатимуть	p e r e d b ɐ t͡ʃ a t e m ʊ tʲ
передбачаю	p e r e d b ɐ t͡ʃ a j ʊ
передбачають	p e r e d b ɐ t͡ʃ a j ʊ tʲ
передбачаючи	p e r e d b ɐ t͡ʃ a j ʊ t͡ʃ e
передбачає	p e r e d b ɐ t͡ʃ a j e
передбачаємо	p e r e d b ɐ t͡ʃ a j e m ɔ
передбачаєте	p e r e d b ɐ t͡ʃ a j e t e
передбачаєш	p e r e d b ɐ t͡ʃ a j e ʃ
передбачений	p e r e d b a t͡ʃ e n e i̯
передбачення	p e r e d b a t͡ʃ e nʲː ɐ
передбачено	p e r e d b a t͡ʃ e n ɔ
передбачити	p e r e d b a t͡ʃ e t e
передбачливий	p e r e d b a t͡ʃ ɫ e ʋ e i̯
передбачливість	p e r e d b a t͡ʃ ɫ e ʋʲ i sʲ tʲ
передвиборчий	p e r e d ʋ ɪ b ɔ r t͡ʃ e i̯
передвоєнний	p e r e d w ɔ j ɛ nː e i̯
передвісник	p e r e dʲ ʋʲ i s n e k
переддень	p e r e dː ɛ nʲ
передзвонити	p e r e d͡z w ɔ n ɪ t e
передзвонювати	p e r e d͡z w ɔ nʲ ʊ ʋ ɐ t e
передмова	p e r e d m ɔ ʋ ɐ
передмістя	p e r e dʲ mʲ i sʲ tʲ ɐ
переднього	p e r ɛ dʲ nʲ ɔ ɦ ɔ
передньому	p e r ɛ dʲ nʲ ɔ m ʊ
передньою	p e r ɛ dʲ nʲ ɔ j ʊ
передньої	p e r ɛ dʲ nʲ ɔ j i
передню	p e r ɛ dʲ nʲ ʊ
передня	p e r ɛ dʲ nʲ ɐ
переднє	p e r ɛ dʲ nʲ e
передні	p e r ɛ dʲ nʲ i
передній	p e r ɛ dʲ nʲ i i̯
переднім	p e r ɛ dʲ nʲ i m
передніми	p e r ɛ dʲ nʲ i m e
передніх	p e r ɛ dʲ nʲ i x
передо	p ɛ r e d ɔ
передова	p e r e d ɔ ʋ a
передовий	p e r e d ɔ ʋ ɪ i̯
передовсім	p e r e d ɔ u̯ sʲ i m
передодень	p e r e d ɔ d e nʲ
передозування	p e r e d ɔ z ʊ ʋ a nʲː ɐ
передостанній	p e r e d ɔ s t a nʲː i i̯
передпліччя	p e r e d p lʲ i t͡ʃʲː ɐ
передпокій	p e r e d p ɔ kʲ i i̯
передсмертний	p e r e d͡z s m ɛ r t n e i̯
передувати	p e r e d ʊ ʋ a t e
передумати	p e r e d u m ɐ t e
передумова	p e r e d ʊ m ɔ ʋ ɐ
передумувати	p e r e d u m ʊ ʋ ɐ t e
передусім	p e r e d ʊ sʲ i m
передчасна	p e r e d͡ʒ t͡ʃ a s n ɐ
передчасний	p e r e d͡ʒ t͡ʃ a s n e i̯
передчуття	p e r e d͡ʒ t͡ʃ ʊ tʲː a
переді	p ɛ r e dʲ i
передісторія	p e r e dʲ i s t ɔ rʲ i j ɐ
пережив	p e r e ʒ ɪ u̯
переживання	p e r e ʒ e ʋ a nʲː ɐ
переживань	p e r e ʒ e ʋ a nʲ
переживати	p e r e ʒ e ʋ a t e
пережила	p e r e ʒ e ɫ a
пережили	p e r e ʒ e ɫ ɪ
пережило	p e r e ʒ e ɫ ɔ
пережити	p e r e ʒ ɪ t e
перезаписати	p e r e z ɐ p e s a t e
перезаписувати	p e r e z ɐ p ɪ s ʊ ʋ ɐ t e
переймався	p e r e i̯ m a u̯ sʲ ɐ
переймайся	p e r e i̯ m a i̯ sʲ ɐ
переймайтесь	p e r e i̯ m a i̯ t e sʲ
переймайтеся	p e r e i̯ m a i̯ t e sʲ ɐ
переймалась	p e r e i̯ m a ɫ ɐ sʲ
переймалася	p e r e i̯ m a ɫ ɐ sʲ ɐ
переймались	p e r e i̯ m a ɫ e sʲ
переймалися	p e r e i̯ m a ɫ e sʲ ɐ
переймалось	p e r e i̯ m a ɫ ɔ sʲ
переймалося	p e r e i̯ m a ɫ ɔ sʲ ɐ
перейматиметься	p e r e i̯ m a t e m e t͡sʲː ɐ
перейматимуться	p e r e i̯ m a t e m ʊ t͡sʲː ɐ
перейматися	p e r e i̯ m a t e sʲ ɐ
переймаюсь	p e r e i̯ m a j ʊ sʲ
переймаюся	p e r e i̯ m a j ʊ sʲ ɐ
переймаються	p e r e i̯ m a j ʊ t͡sʲː ɐ
переймаючись	p e r e i̯ m a j ʊ t͡ʃ e sʲ
переймається	p e r e i̯ m a j e t͡sʲː ɐ
переймаєшся	p e r e i̯ m a j e sʲː ɐ
перейменовувати	p e r e i̯ m e n ɔ w ʊ ʋ ɐ t e
перейменувати	p e r e i̯ m e n ʊ ʋ a t e
перейти	p e r e i̯ t ɪ
переклад	p e r ɛ k ɫ ɐ d
перекладати	p e r e k ɫ ɐ d a t e
перекладач	p e r e k ɫ ɐ d a t͡ʃ
перекладачка	p e r e k ɫ ɐ d a t͡ʃ k ɐ
перекладачки	p e r e k ɫ ɐ d a t͡ʃ k e
перекладачок	p e r e k ɫ ɐ d a t͡ʃ ɔ k
перекласти	p e r e k ɫ a s t e
переконана	p e r e k ɔ n ɐ n ɐ
переконане	p e r e k ɔ n ɐ n e
переконаний	p e r e k ɔ n ɐ n e i̯
переконання	p e r e k ɔ n a nʲː ɐ
переконані	p e r e k ɔ n ɐ nʲ i
переконати	p e r e k ɔ n a t e
переконатися	p e r e k ɔ n a t e sʲ ɐ
переконливий	p e r e k ɔ n ɫ e ʋ e i̯
переконливість	p e r e k ɔ n ɫ e ʋʲ i sʲ tʲ
переконливіший	p e r e k ɔ n ɫ e ʋʲ i ʃ e i̯
переконувати	p e r e k ɔ n ʊ ʋ ɐ t e
переконуватися	p e r e k ɔ n ʊ ʋ ɐ t e sʲ ɐ
перекотиполе	p e r e k ɔ t e p ɔ ɫ e
перекотиполе	p e r e k ɔ t ɪ p ɔ ɫ e
перекрутити	p e r e k r ʊ t ɪ t e
перекручувати	p e r e k r u t͡ʃ ʊ ʋ ɐ t e
переливання	p e r e ɫ e ʋ a nʲː ɐ
переливати	p e r e ɫ e ʋ a t e
перелити	p e r e ɫ ɪ t e
перелом	p e r e ɫ ɔ m
переломний	p e r e ɫ ɔ m n e i̯
переломний	p e r e ɫ ɔ m n ɪ i̯
переляк	p e r e lʲ a k
перелік	p e r ɛ lʲ i k
перелічений	p e r e lʲ i t͡ʃ e n e i̯
перелічити	p e r e lʲ i t͡ʃ ɪ t e
перелічувати	p e r e lʲ i t͡ʃ ʊ ʋ ɐ t e
перемагати	p e r e m ɐ ɦ a t e
перемелювати	p e r e m ɛ lʲ ʊ ʋ ɐ t e
перемикач	p e r e m e k a t͡ʃ
перемир'я	p e r e m ɪ r j ɐ
перемог	p e r e m ɔ ɦ
перемога	p e r e m ɔ ɦ ɐ
перемогам	p e r e m ɔ ɦ ɐ m
перемогами	p e r e m ɔ ɦ ɐ m e
перемогах	p e r e m ɔ ɦ ɐ x
перемоги	p e r e m ɔ ɦ e
перемогла	p e r e m ɔ ɦ ɫ a
перемогли	p e r e m ɔ ɦ ɫ ɪ
перемогло	p e r e m ɔ ɦ ɫ ɔ
перемого	p e r e m ɔ ɦ ɔ
перемогою	p e r e m ɔ ɦ ɔ j ʊ
перемогти	p e r e m ɔ ɦ t ɪ
перемогу	p e r e m ɔ ɦ ʊ
переможе	p e r e m ɔ ʒ e
переможем	p e r e m ɔ ʒ e m
переможемо	p e r e m ɔ ʒ e m ɔ
переможете	p e r e m ɔ ʒ e t e
переможець	p e r e m ɔ ʒ e t͡sʲ
переможеш	p e r e m ɔ ʒ e ʃ
переможниця	p e r e m ɔ ʒ n e t͡sʲ ɐ
переможу	p e r e m ɔ ʒ ʊ
переможуть	p e r e m ɔ ʒ ʊ tʲ
перемозі	p e r e m ɔ zʲ i
перемолоти	p e r e m ɔ ɫ ɔ t e
перемолоти	p e r e m ɔ ɫ ɔ t ɪ
переміг	p e r e mʲ i ɦ
перемістити	p e r e mʲ i s t ɪ t e
переміститися	p e r e mʲ i s t ɪ t e sʲ ɐ
переміщати	p e r e mʲ i ʃ t͡ʃ a t e
переміщатися	p e r e mʲ i ʃ t͡ʃ a t e sʲ ɐ
переміщена	p e r e mʲ i ʃ t͡ʃ e n ɐ
переміщений	p e r e mʲ i ʃ t͡ʃ e n e i̯
переміщення	p e r e mʲ i ʃ t͡ʃ e nʲː ɐ
переміщувати	p e r e mʲ i ʃ t͡ʃ ʊ ʋ ɐ t e
переміщуватися	p e r e mʲ i ʃ t͡ʃ ʊ ʋ ɐ t e sʲ ɐ
перенаправити	p e r e n ɐ p r a ʋ e t e
перенаправлений	p e r e n ɐ p r a u̯ ɫ e n e i̯
перенаправляти	p e r e n ɐ p r ɐ u̯ lʲ a t e
перенесе	p e r e n e s ɛ
перенесений	p e r e n ɛ s e n e i̯
перенесення	p e r e n ɛ s e nʲː ɐ
перенеси	p e r e n e s ɪ
перенесла	p e r e n e s ɫ a
перенесли	p e r e n e s ɫ ɪ
перенесло	p e r e n e s ɫ ɔ
перенести	p e r e n e s t ɪ
перенесу	p e r e n e s u
перенесуть	p e r e n e s u tʲ
перенесіть	p e r e n e sʲ i tʲ
перенос	p e r e n ɔ s
переносити	p e r e n ɔ s e t e
переносити	p e r e n ɔ s ɪ t e
переносний	p e r e n ɔ s n e i̯
переносний	p e r e n ɔ s n ɪ i̯
переніс	p e r e nʲ i s
переобирати	p e r e ɔ b e r a t e
переобрання	p e r e ɔ b r a nʲː ɐ
переобрати	p e r e ɔ b r a t e
переозброювати	p e r e ɔ z b r ɔ j ʊ ʋ ɐ t e
переозброєння	p e r e ɔ z b r ɔ j e nʲː ɐ
переозброїти	p e r e ɔ z b r ɔ j i t e
переорієнтація	p e r e ɔ rʲ i j e n t a t͡sʲ i j ɐ
переорієнтовувати	p e r e ɔ rʲ i j e n t ɔ w ʊ ʋ ɐ t e
переорієнтувати	p e r e ɔ rʲ i j e n t ʊ ʋ a t e
переосмислити	p e r e ɔ s m ɪ s ɫ e t e
переосмислювати	p e r e ɔ s m ɪ sʲ lʲ ʊ ʋ ɐ t e
переохолодження	p e r e ɔ x ɔ ɫ ɔ d͡ʒ e nʲː ɐ
переоцінити	p e r e ɔ t͡sʲ i n ɪ t e
переоцінка	p e r e o t͡sʲ i n k ɐ
переоцінювати	p e r e o t͡sʲ i nʲ ʊ ʋ ɐ t e
перепел	p ɛ r e p e ɫ
перепеля	p e r e p e lʲ a
перепланування	p e r e p ɫ ɐ n ʊ ʋ a nʲː ɐ
переповнений	p e r e p ɔ u̯ n e n e i̯
переповнити	p e r e p ɔ u̯ n e t e
переповнювати	p e r e p ɔ u̯ nʲ ʊ ʋ ɐ t e
перепона	p e r e p ɔ n ɐ
