A	ʔ aː ˧˧
nước chấm	n ɨ ə k̚ ˦˥ c ə m ˦˥
nước có ga	n ɨ ə k̚ ˦˥ k ɔ ˦˥ ɣ aː ˧˧
nước cường toan	n ɨ ə k̚ ˦˥ k ɨ ə ŋ ˨˩ t ⁽ʷ ⁾ aː ŋ ˧˧
nước cất	n ɨ ə k̚ ˦˥ k ə k̚ ˦˥
nước cống	n ɨ ə k̚ ˦˥ k ə w ŋ͡m ˦˥
nước cốt dừa	n ɨ ə k̚ ˦˥ k o k̚ ˦˥ j ɨ ə ˨˩
nước cứng	n ɨ ə k̚ ˦˥ k ɨ ŋ ˦˥
nước da	n ɨ ə k̚ ˦˥ j aː ˧˧
nước dãi	n ɨ ə k̚ ˦˥ j aː j ˨˩˦
nước dùng	n ɨ ə k̚ ˦˥ j ʊ w ŋ͡m ˨˩
nước dừa	n ɨ ə k̚ ˦˥ j ɨ ə ˨˩
nước giải	n ɨ ə k̚ ˦˥ j aː j ˨˩˦
nước giải khát	n ɨ ə k̚ ˦˥ j aː j ˨˩˦ kʰ aː k̚ ˦˥
nước gạo	n ɨ ə k̚ ˦˥ ɣ aː w ˨˩˨
nước hoa	n ɨ ə k̚ ˦˥ w aː ˧˧
nước hàng	n ɨ ə k̚ ˦˥ h aː ŋ ˨˩
nước khoáng	n ɨ ə k̚ ˦˥ kʰ w aː ŋ ˦˥
nước kiệu	n ɨ ə k̚ ˦˥ k i w ˨˩˨
nước kết tinh	n ɨ ə k̚ ˦˥ k əː t̚ ˦˥ t ɨ n ˧˧
nước lã	n ɨ ə k̚ ˦˥ l aː ˨˩˦
nước lèo	n ɨ ə k̚ ˦˥ l ɛ w ˨˩
nước lên	n ɨ ə k̚ ˦˥ l əː n ˧˧
nước lạnh	n ɨ ə k̚ ˦˥ l a n ˨˩˨
nước lọc	n ɨ ə k̚ ˦˥ l a w k͡p̚ ˨˩˨
nước miếng	n ɨ ə k̚ ˦˥ m i ə ŋ ˦˥
nước muối	n ɨ ə k̚ ˦˥ m u j ˦˥
nước máy	n ɨ ə k̚ ˦˥ m a j ˦˥
nước máy	n ɨ ə k̚ ˦˥ m aː j ˦˥
nước mía	n ɨ ə k̚ ˦˥ m i ə ˦˥
nước mũi	n ɨ ə k̚ ˦˥ m u j ˨˩˦
nước mắm	n ɨ ə k̚ ˦˥ m a m ˦˥
nước mắt	n ɨ ə k̚ ˦˥ m a k̚ ˦˥
nước mắt cá sấu	n ɨ ə k̚ ˦˥ m a k̚ ˦˥ k aː ˦˥ s ə w ˦˥
nước mắt cá sấu	n ɨ ə k̚ ˦˥ m a k̚ ˦˥ k aː ˦˥ ʂ ə w ˦˥
nước mặn	n ɨ ə k̚ ˦˥ m a ŋ ˨˩˨
nước mẹ	n ɨ ə k̚ ˦˥ m ɛ ˨˩˨
nước ngoài	n ɨ ə k̚ ˦˥ ŋ w aː j ˨˩
nước ngọt	n ɨ ə k̚ ˦˥ ŋ ɔ k̚ ˨˩˨
nước ngọt có ga	n ɨ ə k̚ ˦˥ ŋ ɔ k̚ ˨˩˨ k ɔ ˦˥ ɣ aː ˧˧
nước nhà	n ɨ ə k̚ ˦˥ ɲ aː ˨˩
nước non	n ɨ ə k̚ ˦˥ n ɔ ŋ ˧˧
nước nôi	n ɨ ə k̚ ˦˥ n o j ˧˧
nước nặng	n ɨ ə k̚ ˦˥ n a ŋ ˨˩˨
nước phèn	n ɨ ə k̚ ˦˥ f ɛ ŋ ˨˩
nước ròng	n ɨ ə k̚ ˦˥ ɹ a w ŋ͡m ˨˩
nước rút	n ɨ ə k̚ ˦˥ ɹ ʊ k͡p̚ ˦˥
nước rửa tay	n ɨ ə k̚ ˦˥ ɹ ɨ ə ˨˩˦ t a j ˧˧
nước rửa tay	n ɨ ə k̚ ˦˥ ɹ ɨ ə ˨˩˦ t aː j ˧˧
nước suối	n ɨ ə k̚ ˦˥ s u j ˦˥
nước suối	n ɨ ə k̚ ˦˥ ʂ u j ˦˥
nước sôi	n ɨ ə k̚ ˦˥ s o j ˧˧
nước sôi	n ɨ ə k̚ ˦˥ ʂ o j ˧˧
nước sông không phạm nước giếng	n ɨ ə k̚ ˦˥ s ə w ŋ͡m ˧˧ kʰ ə w ŋ͡m ˧˧ f aː m ˨˩˨ n ɨ ə k̚ ˦˥ j i ə ŋ ˦˥
nước sông không phạm nước giếng	n ɨ ə k̚ ˦˥ ʂ ə w ŋ͡m ˧˧ kʰ ə w ŋ͡m ˧˧ f aː m ˨˩˨ n ɨ ə k̚ ˦˥ j i ə ŋ ˦˥
nước sốt	n ɨ ə k̚ ˦˥ s o k̚ ˦˥
nước sốt	n ɨ ə k̚ ˦˥ ʂ o k̚ ˦˥
nước thơm	n ɨ ə k̚ ˦˥ tʰ əː m ˧˧
nước thải	n ɨ ə k̚ ˦˥ tʰ aː j ˨˩˦
nước tiểu	n ɨ ə k̚ ˦˥ t i w ˨˩˦
nước tro	n ɨ ə k̚ ˦˥ ʈ ɔ ˧˧
nước trắng	n ɨ ə k̚ ˦˥ ʈ a ŋ ˦˥
nước tăng lực	n ɨ ə k̚ ˦˥ t a ŋ ˧˧ l ɨ k̚ ˨˩˨
nước tương	n ɨ ə k̚ ˦˥ t ɨ ə ŋ ˧˧
nước uống	n ɨ ə k̚ ˦˥ ʔ u ə ŋ ˦˥
nước xuýt	n ɨ ə k̚ ˦˥ s ⁽ʷ ⁾ ɨ t̚ ˦˥
nước xáo	n ɨ ə k̚ ˦˥ s aː w ˦˥
nước xốt	n ɨ ə k̚ ˦˥ s o k̚ ˦˥
nước xốt cà chua	n ɨ ə k̚ ˦˥ s o k̚ ˦˥ k aː ˨˩ c u ə ˧˧
nước ép	n ɨ ə k̚ ˦˥ ʔ ɛ p̚ ˦˥
nước đá	n ɨ ə k̚ ˦˥ ʔ ɗ aː ˦˥
nước đái	n ɨ ə k̚ ˦˥ ʔ ɗ aː j ˦˥
nước đôi	n ɨ ə k̚ ˦˥ ʔ ɗ o j ˧˧
nước đường	n ɨ ə k̚ ˦˥ ʔ ɗ ɨ ə ŋ ˨˩
nước đại	n ɨ ə k̚ ˦˥ ʔ ɗ aː j ˨˩˨
nước đến chân mới nhảy	n ɨ ə k̚ ˦˥ ʔ ɗ əː n ˦˥ c ə ŋ ˧˧ m əː j ˦˥ ɲ a j ˨˩˦
nước đến chân mới nhảy	n ɨ ə k̚ ˦˥ ʔ ɗ əː n ˦˥ c ə ŋ ˧˧ m əː j ˦˥ ɲ aː j ˨˩˦
nước độc	n ɨ ə k̚ ˦˥ ʔ ɗ ə w k͡p̚ ˨˩˨
nước đục	n ɨ ə k̚ ˦˥ ʔ ɗ ʊ w k͡p̚ ˨˩˨
nước đục thả câu	n ɨ ə k̚ ˦˥ ʔ ɗ ʊ w k͡p̚ ˨˩˨ tʰ aː ˨˩˦ k ə w ˧˧
nước ối	n ɨ ə k̚ ˦˥ ʔ o j ˦˥
nướng	n ɨ ə ŋ ˦˥
nướng lu	n ɨ ə ŋ ˦˥ l ʊ w ˧˧
nướu	n ɨ ə w ˦˥
nườm nượp	n ɨ ə m ˨˩ n ɨ ə p̚ ˨˩˨
nường	n ɨ ə ŋ ˨˩
nạ	n aː ˨˩˨
nạ dòng	n aː ˨˩˨ j a w ŋ͡m ˨˩
nạc	n aː k̚ ˨˩˨
nạm	n aː m ˨˩˨
nạn	n aː ŋ ˨˩˨
nạn nhân	n aː ŋ ˨˩˨ ɲ ə ŋ ˧˧
nạng	n aː ŋ ˨˩˨
nạnh	n a n ˨˩˨
nạo	n aː w ˨˩˨
nạo bạt	n aː w ˨˩˨ ʔ ɓ aː k̚ ˨˩˨
nạo vét	n aː w ˨˩˨ j ɛ k̚ ˦˥
nạo vét	n aː w ˨˩˨ v ɛ k̚ ˦˥
nạp	n aː p̚ ˨˩˨
nạp điện	n aː p̚ ˨˩˨ ʔ ɗ i ə ŋ ˨˩˨
nạt	n aː k̚ ˨˩˨
nạy	n a j ˨˩˨
nạy	n aː j ˨˩˨
nải	n aː j ˨˩˦
nản	n aː ŋ ˨˩˦
nản chí	n aː ŋ ˨˩˦ c ɪ j ˦˥
nản lòng	n aː ŋ ˨˩˦ l a w ŋ͡m ˨˩
nảy	n a j ˨˩˦
nảy	n aː j ˨˩˦
nảy nở	n a j ˨˩˦ n əː ˨˩˦
nảy nở	n aː j ˨˩˦ n əː ˨˩˦
nảy sinh	n a j ˨˩˦ s ɨ n ˧˧
nảy sinh	n a j ˨˩˦ ʂ ɨ n ˧˧
nảy sinh	n aː j ˨˩˦ s ɨ n ˧˧
nảy sinh	n aː j ˨˩˦ ʂ ɨ n ˧˧
nấc	n ə k̚ ˦˥
nấm	n ə m ˦˥
nấm báo mưa	n ə m ˦˥ ʔ ɓ aː w ˦˥ m ɨ ə ˧˧
nấm hương	n ə m ˦˥ h ɨ ə ŋ ˧˧
nấm kim châm	n ə m ˦˥ k i m ˧˧ c ə m ˧˧
nấm linh chi	n ə m ˦˥ l ɨ n ˧˧ c ɪ j ˧˧
nấm lùn	n ə m ˦˥ l ʊ w ŋ͡m ˨˩
nấm mèo	n ə m ˦˥ m ɛ w ˨˩
nấm mối	n ə m ˦˥ m o j ˦˥
nấm rơm	n ə m ˦˥ ɹ əː m ˧˧
nấm tràm	n ə m ˦˥ ʈ aː m ˨˩
nấm tuyết	n ə m ˦˥ t ⁽ʷ ⁾ i ə k̚ ˦˥
nấm đầu khỉ	n ə m ˦˥ ʔ ɗ ə w ˨˩ kʰ ɪ j ˨˩˦
nấn ná	n ə ŋ ˦˥ n aː ˦˥
nấp	n ə p̚ ˦˥
nấu	n ə w ˦˥
nấu bếp	n ə w ˦˥ ʔ ɓ e p̚ ˦˥
nấu chảy	n ə w ˦˥ c a j ˨˩˦
nấu chảy	n ə w ˦˥ c aː j ˨˩˦
nấu nướng	n ə w ˦˥ n ɨ ə ŋ ˦˥
nấu ăn	n ə w ˦˥ ʔ a ŋ ˧˧
nấy	n ə j ˦˥
nầm	n ə m ˨˩
nầy	n ə j ˨˩
nẩu	n ə w ˨˩˦
nẩy	n ə j ˨˩˦
nẫn	n ə ŋ ˨˩˦
nẫu	n ə w ˨˩˦
nậm	n ə m ˨˩˨
nậu	n ə w ˨˩˨
nậy	n ə j ˨˩˨
nắc nẻ	n a k̚ ˦˥ n ɛ ˨˩˦
nắm	n a m ˦˥
nắm bắt	n a m ˦˥ ʔ ɓ a k̚ ˦˥
nắm giữ	n a m ˦˥ j ɨ ˨˩˦
nắm lấy	n a m ˦˥ l ə j ˦˥
nắm đấm	n a m ˦˥ ʔ ɗ ə m ˦˥
nắn	n a ŋ ˦˥
nắn dòng	n a ŋ ˦˥ j a w ŋ͡m ˨˩
nắn nót	n a ŋ ˦˥ n ɔ k̚ ˦˥
nắng	n a ŋ ˦˥
nắng chói	n a ŋ ˦˥ c ɔ j ˦˥
nắng nỏ	n a ŋ ˦˥ n ɔ ˨˩˦
nắp	n a p̚ ˦˥
nắp bình xăng	n a p̚ ˦˥ ʔ ɓ ɨ n ˨˩ s a ŋ ˧˧
nắp ấm	n a p̚ ˦˥ ʔ ə m ˦˥
nằm	n a m ˨˩
nằm gai nếm mật	n a m ˨˩ ɣ aː j ˧˧ n e m ˦˥ m ə k̚ ˨˩˨
nằm lòng	n a m ˨˩ l a w ŋ͡m ˨˩
nằm mơ	n a m ˨˩ m əː ˧˧
nằm vùng	n a m ˨˩ j ʊ w ŋ͡m ˨˩
nằm vùng	n a m ˨˩ v ʊ w ŋ͡m ˨˩
nằm xuống	n a m ˨˩ s u ə ŋ ˦˥
nằng nặc	n a ŋ ˨˩ n a k̚ ˨˩˨
nẳm	n a m ˨˩˦
nặc	n a k̚ ˨˩˨
nặc danh	n a k̚ ˨˩˨ j a n ˧˧
nặn	n a ŋ ˨˩˨
nặng	n a ŋ ˨˩˨
nặng lòng	n a ŋ ˨˩˨ l a w ŋ͡m ˨˩
nặng lời	n a ŋ ˨˩˨ l əː j ˨˩
nặng nhọc	n a ŋ ˨˩˨ ɲ a w k͡p̚ ˨˩˨
nặng nề	n a ŋ ˨˩˨ n e j ˨˩
nặng tai	n a ŋ ˨˩˨ t aː j ˧˧
nặng trịch	n a ŋ ˨˩˨ ʈ ɨ t̚ ˨˩˨
nặng vía	n a ŋ ˨˩˨ j i ə ˦˥
nặng vía	n a ŋ ˨˩˨ v i ə ˦˥
nẹp	n ɛ p̚ ˨˩˨
nẻ	n ɛ ˨˩˦
nẻo	n ɛ w ˨˩˦
nẻo đường	n ɛ w ˨˩˦ ʔ ɗ ɨ ə ŋ ˨˩
nếm	n e m ˦˥
nếm mật nằm gai	n e m ˦˥ m ə k̚ ˨˩˨ n a m ˨˩ ɣ aː j ˧˧
nếm trải	n e m ˦˥ ʈ aː j ˨˩˦
nến	n əː n ˦˥
nếp	n e p̚ ˦˥
nếp sống	n e p̚ ˦˥ s ə w ŋ͡m ˦˥
nếp sống	n e p̚ ˦˥ ʂ ə w ŋ͡m ˦˥
nếp than	n e p̚ ˦˥ tʰ aː ŋ ˧˧
nết	n əː t̚ ˦˥
nết na	n əː t̚ ˦˥ n aː ˧˧
nếu	n e w ˦˥
nề	n e j ˨˩
nề hà	n e j ˨˩ h aː ˨˩
nề nếp	n e j ˨˩ n e p̚ ˦˥
nền	n əː n ˨˩
nền nã	n əː n ˨˩ n aː ˨˩˦
nền nếp	n əː n ˨˩ n e p̚ ˦˥
nền tảng	n əː n ˨˩ t aː ŋ ˨˩˦
nể	n e j ˨˩˦
nể nang	n e j ˨˩˦ n aː ŋ ˧˧
nệ	n e j ˨˩˨
nệm	n e m ˨˩˨
nệm hơi	n e m ˨˩˨ h əː j ˧˧
nệm xe	n e m ˨˩˨ s ɛ ˧˧
nện	n əː n ˨˩˨
nỉ non	n ɪ j ˨˩˦ n ɔ ŋ ˧˧
nị	n ɪ j ˨˩˨
nịch	n ɨ t̚ ˨˩˨
nịnh	n ɨ n ˨˩˨
nịnh bợ	n ɨ n ˨˩˨ ʔ ɓ əː ˨˩˨
nịnh thần	n ɨ n ˨˩˨ tʰ ə ŋ ˨˩
nịnh đầm	n ɨ n ˨˩˨ ʔ ɗ ə m ˨˩
nịt	n ɨ t̚ ˨˩˨
nịt vú	n ɨ t̚ ˨˩˨ j ʊ w ˦˥
nịt vú	n ɨ t̚ ˨˩˨ v ʊ w ˦˥
nọ	n ɔ ˨˩˨
nọc	n a w k͡p̚ ˨˩˨
nọc nọc	n a w k͡p̚ ˨˩˨ n a w k͡p̚ ˨˩˨
nọc độc	n a w k͡p̚ ˨˩˨ ʔ ɗ ə w k͡p̚ ˨˩˨
nọng	n a w ŋ͡m ˨˩˨
nỏ	n ɔ ˨˩˦
nốc	n ə w k͡p̚ ˦˥
nối	n o j ˦˥
nối chữ	n o j ˦˥ c ɨ ˨˩˦
nối dòng	n o j ˦˥ j a w ŋ͡m ˨˩
nối dõi	n o j ˦˥ j ɔ j ˨˩˦
nối gót	n o j ˦˥ ɣ ɔ k̚ ˦˥
nối liền	n o j ˦˥ l i ə ŋ ˨˩
nối lại	n o j ˦˥ l aː j ˨˩˨
nối nghiệp	n o j ˦˥ ŋ i p̚ ˨˩˨
nối ngôi	n o j ˦˥ ŋ o j ˧˧
nối tiếp	n o j ˦˥ t i p̚ ˦˥
nối từ	n o j ˦˥ t ɨ ˨˩
nốt	n o k̚ ˦˥
nốt chu sa	n o k̚ ˦˥ c ʊ w ˧˧ s aː ˧˧
nốt chu sa	n o k̚ ˦˥ c ʊ w ˧˧ ʂ aː ˧˧
nốt ruồi	n o k̚ ˦˥ ɹ u j ˨˩
nốt tròn	n o k̚ ˦˥ ʈ ɔ ŋ ˨˩
nốt trắng	n o k̚ ˦˥ ʈ a ŋ ˦˥
nốt đen	n o k̚ ˦˥ ʔ ɗ ɛ ŋ ˧˧
nồi	n o j ˨˩
nồi cơm điện	n o j ˨˩ k əː m ˧˧ ʔ ɗ i ə ŋ ˨˩˨
nồi niêu	n o j ˨˩ n i w ˧˧
nồi niêu xoong chảo	n o j ˨˩ n i w ˧˧ s ɔ ŋ ˧˧ c aː w ˨˩˦
nồi nấu chảy	n o j ˨˩ n ə w ˦˥ c a j ˨˩˦
nồi nấu chảy	n o j ˨˩ n ə w ˦˥ c aː j ˨˩˦
nồi áp suất	n o j ˨˩ ʔ aː p̚ ˦˥ s ⁽ʷ ⁾ ə k̚ ˦˥
nồi áp suất	n o j ˨˩ ʔ aː p̚ ˦˥ ʂ ⁽ʷ ⁾ ə k̚ ˦˥
nồi đất	n o j ˨˩ ʔ ɗ ə k̚ ˦˥
nồng	n ə w ŋ͡m ˨˩
nồng hậu	n ə w ŋ͡m ˨˩ h ə w ˨˩˨
nồng nhiệt	n ə w ŋ͡m ˨˩ ɲ i ə k̚ ˨˩˨
nồng nàn	n ə w ŋ͡m ˨˩ n aː ŋ ˨˩
nồng nặc	n ə w ŋ͡m ˨˩ n a k̚ ˨˩˨
nồng độ	n ə w ŋ͡m ˨˩ ʔ ɗ o w ˨˩˨
nồng ấm	n ə w ŋ͡m ˨˩ ʔ ə m ˦˥
nổ	n o w ˨˩˦
nổ não	n o w ˨˩˦ n aː w ˨˩˦
nổi	n o j ˨˩˦
nổi bật	n o j ˨˩˦ ʔ ɓ ə k̚ ˨˩˨
nổi cơn tam bành	n o j ˨˩˦ k əː ŋ ˧˧ t aː m ˧˧ ʔ ɓ a n ˨˩
nổi cộm	n o j ˨˩˦ k o m ˨˩˨
nổi danh	n o j ˨˩˦ j a n ˧˧
nổi dậy	n o j ˨˩˦ j ə j ˨˩˨
nổi giận	n o j ˨˩˦ j ə ŋ ˨˩˨
nổi loạn	n o j ˨˩˦ l ⁽ʷ ⁾ aː ŋ ˨˩˨
nổi nênh	n o j ˨˩˦ n əː n ˧˧
nổi tiếng	n o j ˨˩˦ t i ə ŋ ˦˥
nổi trội	n o j ˨˩˦ ʈ o j ˨˩˨
nổng	n ə w ŋ͡m ˨˩˦
nỗ lực	n o w ˨˩˦ l ɨ k̚ ˨˩˨
nỗi	n o j ˨˩˦
nỗi niềm	n o j ˨˩˦ n i m ˨˩
nộ	n o w ˨˩˨
nội	n o j ˨˩˨
nội bào	n o j ˨˩˨ ʔ ɓ aː w ˨˩
nội bào tử	n o j ˨˩˨ ʔ ɓ aː w ˨˩ t ɨ ˨˩˦
nội bệnh lí	n o j ˨˩˨ ʔ ɓ əː n ˨˩˨ l ɪ j ˦˥
nội bộ	n o j ˨˩˨ ʔ ɓ o w ˨˩˨
nội chiến	n o j ˨˩˨ c i ə ŋ ˦˥
nội các	n o j ˨˩˨ k aː k̚ ˦˥
nội dung	n o j ˨˩˨ j ʊ w ŋ͡m ˧˧
nội gián	n o j ˨˩˨ j aː ŋ ˦˥
nội khoa	n o j ˨˩˨ kʰ w aː ˧˧
nội khí quản	n o j ˨˩˨ kʰ ɪ j ˦˥ w aː ŋ ˨˩˦
nội lực	n o j ˨˩˨ l ɨ k̚ ˨˩˨
nội quy	n o j ˨˩˨ w ɪ j ˧˧
nội san	n o j ˨˩˨ s aː ŋ ˧˧
nội san	n o j ˨˩˨ ʂ aː ŋ ˧˧
nội sinh	n o j ˨˩˨ s ɨ n ˧˧
nội sinh	n o j ˨˩˨ ʂ ɨ n ˧˧
nội soi	n o j ˨˩˨ s ɔ j ˧˧
nội soi	n o j ˨˩˨ ʂ ɔ j ˧˧
nội thuỷ	n o j ˨˩˨ tʰ ⁽ʷ ⁾ ɪ j ˨˩˦
nội thành	n o j ˨˩˨ tʰ a n ˨˩
nội thương	n o j ˨˩˨ tʰ ɨ ə ŋ ˧˧
nội thất	n o j ˨˩˨ tʰ ə k̚ ˦˥
nội thị	n o j ˨˩˨ tʰ ɪ j ˨˩˨
nội tiếp	n o j ˨˩˨ t i p̚ ˦˥
nội tiết	n o j ˨˩˨ t i ə k̚ ˦˥
nội tiết tố	n o j ˨˩˨ t i ə k̚ ˦˥ t o w ˦˥
nội tiểu bang	n o j ˨˩˨ t i w ˨˩˦ ʔ ɓ aː ŋ ˧˧
nội trú	n o j ˨˩˨ ʈ ʊ w ˦˥
nội trợ	n o j ˨˩˨ ʈ əː ˨˩˨
nội tâm	n o j ˨˩˨ t ə m ˧˧
nội tâm mạc	n o j ˨˩˨ t ə m ˧˧ m aː k̚ ˨˩˨
nội tại	n o j ˨˩˨ t aː j ˨˩˨
nội tạng	n o j ˨˩˨ t aː ŋ ˨˩˨
nội tỉnh	n o j ˨˩˨ t ɨ n ˨˩˦
nội vụ	n o j ˨˩˨ j ʊ w ˨˩˨
nội vụ	n o j ˨˩˨ v ʊ w ˨˩˨
nội y	n o j ˨˩˨ ʔ ɪ j ˧˧
nội ô	n o j ˨˩˨ ʔ o w ˧˧
nội đô	n o j ˨˩˨ ʔ ɗ o w ˧˧
nội địa	n o j ˨˩˨ ʔ ɗ i ə ˨˩˨
nội độc tố	n o j ˨˩˨ ʔ ɗ ə w k͡p̚ ˨˩˨ t o w ˦˥
nội động từ	n o j ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩˨ t ɨ ˨˩
nội ứng	n o j ˨˩˨ ʔ ɨ ŋ ˦˥
nộm	n o m ˨˩˨
nộp	n o p̚ ˨˩˨
nộp mạng	n o p̚ ˨˩˨ m aː ŋ ˨˩˨
nột	n o k̚ ˨˩˨
nớ	n əː ˦˥
nới	n əː j ˦˥
nới giá	n əː j ˦˥ j aː ˦˥
nới lỏng	n əː j ˦˥ l a w ŋ͡m ˨˩˦
nới rộng	n əː j ˦˥ ɹ ə w ŋ͡m ˨˩˨
nở	n əː ˨˩˦
nở mặt	n əː ˨˩˦ m a k̚ ˨˩˨
nở nang	n əː ˨˩˦ n aː ŋ ˧˧
nở rộ	n əː ˨˩˦ ɹ o w ˨˩˨
nỡ	n əː ˨˩˦
nỡm	n əː m ˨˩˦
nợ	n əː ˨˩˨
nợ như chúa Chổm	n əː ˨˩˨ ɲ ɨ ˧˧ c u ə ˦˥ c o m ˨˩˦
nợ nần	n əː ˨˩˨ n ə ŋ ˨˩
nụ	n ʊ w ˨˩˨
nụ cười	n ʊ w ˨˩˨ k ɨ j ˨˩
nứa	n ɨ ə ˦˥
nức	n ɨ k̚ ˦˥
nức nở	n ɨ k̚ ˦˥ n əː ˨˩˦
nức tiếng	n ɨ k̚ ˦˥ t i ə ŋ ˦˥
nứng	n ɨ ŋ ˦˥
nứt	n ɨ k̚ ˦˥
nứt nanh	n ɨ k̚ ˦˥ n a n ˧˧
nứt nẻ	n ɨ k̚ ˦˥ n ɛ ˨˩˦
nứt đố đổ vách	n ɨ k̚ ˦˥ ʔ ɗ o w ˦˥ ʔ ɗ o w ˨˩˦ j a t̚ ˦˥
nứt đố đổ vách	n ɨ k̚ ˦˥ ʔ ɗ o w ˦˥ ʔ ɗ o w ˨˩˦ v a t̚ ˦˥
nừng	n ɨ ŋ ˨˩
nửa	n ɨ ə ˨˩˦
nửa chừng	n ɨ ə ˨˩˦ c ɨ ŋ ˨˩
nửa nạc nửa mỡ	n ɨ ə ˨˩˦ n aː k̚ ˨˩˨ n ɨ ə ˨˩˦ m əː ˨˩˦
nửa vời	n ɨ ə ˨˩˦ j əː j ˨˩
nửa vời	n ɨ ə ˨˩˦ v əː j ˨˩
nửa đêm	n ɨ ə ˨˩˦ ʔ ɗ e m ˧˧
nửa đời	n ɨ ə ˨˩˦ ʔ ɗ əː j ˨˩
nữ	n ɨ ˨˩˦
nữ cai trị	n ɨ ˨˩˦ k aː j ˧˧ ʈ ɪ j ˨˩˨
nữ chính	n ɨ ˨˩˦ c ɨ n ˦˥
nữ công	n ɨ ˨˩˦ k ə w ŋ͡m ˧˧
nữ công gia chánh	n ɨ ˨˩˦ k ə w ŋ͡m ˧˧ j aː ˧˧ c a n ˦˥
nữ giới	n ɨ ˨˩˦ j əː j ˦˥
nữ hoàng	n ɨ ˨˩˦ w aː ŋ ˨˩
nữ sinh	n ɨ ˨˩˦ s ɨ n ˧˧
nữ sinh	n ɨ ˨˩˦ ʂ ɨ n ˧˧
nữ thần	n ɨ ˨˩˦ tʰ ə ŋ ˨˩
nữ trang	n ɨ ˨˩˦ ʈ aː ŋ ˧˧
nữ tính	n ɨ ˨˩˦ t ɨ n ˦˥
nữ tù trưởng	n ɨ ˨˩˦ t ʊ w ˨˩ ʈ ɨ ə ŋ ˨˩˦
nữ tướng	n ɨ ˨˩˦ t ɨ ə ŋ ˦˥
nữ vương	n ɨ ˨˩˦ j ɨ ə ŋ ˧˧
nữ vương	n ɨ ˨˩˦ v ɨ ə ŋ ˧˧
nữa	n ɨ ə ˨˩˦
nữa là	n ɨ ə ˨˩˦ l aː ˨˩
nực	n ɨ k̚ ˨˩˨
nực cười	n ɨ k̚ ˨˩˨ k ɨ j ˨˩
nựng	n ɨ ŋ ˨˩˨
nựng nịu	n ɨ ŋ ˨˩˨ n i w ˨˩˨
o mèo	ʔ ɔ ˧˧ m ɛ w ˨˩
oa	w aː ˧˧
oa	ʔ w aː ˧˧
oa trữ	w aː ˧˧ ʈ ɨ ˨˩˦
oa trữ	ʔ w aː ˧˧ ʈ ɨ ˨˩˦
oa tàng	w aː ˧˧ t aː ŋ ˨˩
oa tàng	ʔ w aː ˧˧ t aː ŋ ˨˩
oai	w aː j ˧˧
oai	ʔ w aː j ˧˧
oai danh	w aː j ˧˧ j a n ˧˧
oai danh	ʔ w aː j ˧˧ j a n ˧˧
oai nghiêm	w aː j ˧˧ ŋ i m ˧˧
oai nghiêm	ʔ w aː j ˧˧ ŋ i m ˧˧
oai phong	w aː j ˧˧ f a w ŋ͡m ˧˧
oai phong	ʔ w aː j ˧˧ f a w ŋ͡m ˧˧
oai vệ	w aː j ˧˧ j e j ˨˩˨
oai vệ	w aː j ˧˧ v e j ˨˩˨
oai vệ	ʔ w aː j ˧˧ j e j ˨˩˨
oai vệ	ʔ w aː j ˧˧ v e j ˨˩˨
oan	w aː ŋ ˧˧
oan	ʔ w aː ŋ ˧˧
oan gia	w aː ŋ ˧˧ j aː ˧˧
oan gia	ʔ w aː ŋ ˧˧ j aː ˧˧
oan gia ngõ hẹp	w aː ŋ ˧˧ j aː ˧˧ ŋ ɔ ˨˩˦ h ɛ p̚ ˨˩˨
oan gia ngõ hẹp	ʔ w aː ŋ ˧˧ j aː ˧˧ ŋ ɔ ˨˩˦ h ɛ p̚ ˨˩˨
oan hồn	w aː ŋ ˧˧ h o ŋ ˨˩
oan hồn	ʔ w aː ŋ ˧˧ h o ŋ ˨˩
oan khiên	w aː ŋ ˧˧ kʰ i ə ŋ ˧˧
oan khiên	ʔ w aː ŋ ˧˧ kʰ i ə ŋ ˧˧
oan nghiệt	w aː ŋ ˧˧ ŋ i ə k̚ ˨˩˨
oan nghiệt	ʔ w aː ŋ ˧˧ ŋ i ə k̚ ˨˩˨
oan trái	w aː ŋ ˧˧ ʈ aː j ˦˥
oan trái	ʔ w aː ŋ ˧˧ ʈ aː j ˦˥
oanh	w a n ˧˧
oanh	ʔ w a n ˧˧
oanh liệt	w a n ˧˧ l i ə k̚ ˨˩˨
oanh liệt	ʔ w a n ˧˧ l i ə k̚ ˨˩˨
oanh tạc	w a n ˧˧ t aː k̚ ˨˩˨
oanh tạc	ʔ w a n ˧˧ t aː k̚ ˨˩˨
oanh tạc cơ	w a n ˧˧ t aː k̚ ˨˩˨ k əː ˧˧
oanh tạc cơ	ʔ w a n ˧˧ t aː k̚ ˨˩˨ k əː ˧˧
obitan	ʔ o w ˧˧ ʔ ɓ ɪ j ˧˧ t aː ŋ ˧˧
oganesson	ʔ ɔ ˧˧ ɣ aː ˧˧ n ɛ k̚ ˦˥ s əː ŋ ˧˧
oganesson	ʔ ɔ ˧˧ ɣ aː ˧˧ n ɛ k̚ ˦˥ ʂ əː ŋ ˧˧
