'ch	χ
mabwysiadu	m a b ʊ ɨ̯ ʃ a d ɨ
macadelgi	m a k a d ɛ l ɡ i
macamwn	m a k a m ʊ n
mach	m aː χ
machgen	m a χ ɡ ɛ n
macon	m a k ɔ n
maconen	m a k ɔ n a n
maconen	m a k ɔ n ɛ n
maent	m a ɨ̯ n t
maer	m aː ɨ̯ r
magnelwr	m a ɡ n ɛ l ʊ r
magnelwyr	m a ɡ n ɛ l ʊ r
magnesiwm	m a ɡ n ɛ s j ʊ m
magu	m a ɡ ɨ
mai	m a
mai	m a i̯
mai	m ə
maidd	m a i̯ ð
main	m a i̯ n
mainc	m a i̯ ŋ k
maint	m a i̯ n t
maleiswedd	m a l e i̯ s w ɛ ð
malwoden	m a l w ɔ d ɛ n
malwota	m a l w ɔ t a
malwr	m a l ʊ r
malws	m a l ʊ s
mamau	m a m a
mamau	m a m a ɨ̯
mamau	m a m ɛ
mambŵ	m a m b uː
mamoth	m a m ɔ θ
man	m a n
manag	m a n a ɡ
maneg	m a n a ɡ
maneg	m a n ɛ ɡ
manflew	m a n v l ɛ u̯
mango	m a ŋ ɡ ɔ
mantais	m a n t a i̯ s
mantais	m a n t ɛ s
manteision	m a n t e i̯ ʃ ɔ n
manyldeb	m a n ə l d ɛ b
manylder	m a n ə l d ɛ r
manyldra	m a n ə l d r a
manyleb	m a n ə l ɛ b
manylebau	m a n ə l ɛ b a
manylebau	m a n ə l ɛ b a ɨ̯
manylebau	m a n ə l ɛ b ɛ
manylion	m a n ə l j ɔ n
manylrwydd	m a n ə l r ʊ ɨ̯ ð
manylu	m a n ə l ɨ̞
manylwch	m a n ə l ʊ χ
map	m a p
marchnata	m a r χ n a t a
marchocáu	m a r χ ɔ k a ɨ̯
marchog	m a r χ ɔ ɡ
marchogaeth	m a r χ ɔ ɡ a ɨ̯ θ
marchogaeth	m a r χ ɔ ɡ ɛ θ
marchogion	m a r χ ɔ ɡ j ɔ n
marchrawn	m a r χ r a u̯ n
marchredyn	m a r χ r ɛ d ɨ̞ n
marddanadl	m a r ð a n a d
marddanadl	m a r ð a n a d l
mardon	m a r d ɔ n
marnau	m a r n a
marnau	m a r n a ɨ̯
marnau	m a r n ɛ
marnwr	m a r n ʊ r
maro	m a r ɔ
marus	m a r ɨ̞ s
marw	m a r ʊ
mas	m aː s
masen	m a s a n
masen	m a s ɛ n
masgau	m a s ɡ a
masgau	m a s ɡ a ɨ̯
masgau	m a s ɡ ɛ
masgio	m a s ɡ j ɔ
masnachdy	m a s n a χ d ɨ
math	m aː θ
mathemateg	m a θ ɛ m a t ɛ ɡ
mawn	m a u̯ n
medd	m eː ð
meddai	m ɛ ð a
meddai	m ɛ ð a i̯
meddai	m ɛ ð ɛ
meddal	m ɛ ð a l
meddaliad	m ɛ ð a l j a d
meddalu	m ɛ ð a l ɨ̞
medden	m ɛ ð ɛ n
meddu	m ɛ ð ɨ
meddw	m ɛ ð u
meddygaeth	m ɛ ð ə ɡ a ɨ̯ θ
meddygaeth	m ɛ ð ə ɡ ɛ θ
meddygfa	m ɛ ð ə ɡ v a
meddygfeydd	m ɛ ð ə ɡ v e ɨ̯ ð
meddygol	m ɛ ð ə ɡ ɔ l
meddylgar	m ɛ ð ə l ɡ a r
medren	m ɛ d r ɛ n
medro	m ɛ d r ɔ
medru	m ɛ d r ɨ̞
mefus	m ɛ v ɨ̞ s
megis	m ɛ ɡ ɪ s
meidrol	m e i̯ d r ɔ l
meinwen	m e i̯ n w ɛ n
meithrinfeydd	m e i̯ θ r ɪ n v e ɨ̯ ð
meitneriwm	m a i̯ t n ɛ r j ʊ m
meitneriwm	m e i̯ t n ɛ r j ʊ m
melin	m ɛ l ɪ n
mellt	m eː ɬ d
mellten	m ɛ ɬ d a n
mellten	m ɛ ɬ d ɛ n
melltith	m ɛ ɬ d ɪ θ
melltithio	m ɛ ɬ d ɪ θ j ɔ
melon	m ɛ l ɔ n
melyn	m ɛ l ɨ̞ n
melyngoch	m ɛ l ə ŋ ɡ ɔ χ
melynion	m ɛ l ə n j ɔ n
melynwyn	m ɛ l ə n w ɨ̞ n
melynwyrdd	m ɛ l ə n w ɨ̞ r ð
melys	m ɛ l ɨ̞ s
melyster	m ɛ l ə s d ɛ r
men	m ɛ n
menig	m ɛ n ɪ ɡ
menyw	m ɛ n ɨ̞ u̯
menywaidd	m ɛ n ə u̯ a i̯ ð
menywaidd	m ɛ n ə u̯ ɛ ð
merch	m ɛ r χ
mercwri	m ɛ r k ʊ r ɪ
merfenw	m ɛ r v ɛ n u
merlen	m ɛ r l ɛ n
merlod	m ɛ r l ɔ d
merlota	m ɛ r l ɔ t a
merlotwr	m ɛ r l ɔ t ʊ r
merlyn	m ɛ r l ɨ̞ n
merthyr	m ɛ r θ ɨ̞ r
merthyrdod	m ɛ r θ ə r d ɔ d
merthyres	m ɛ r θ ə r ɛ s
merthyru	m ɛ r θ ə r ɨ̞
merysbren	m ɛ r ə s b r ɛ n
meryswydd	m ɛ r ə s w ɨ̞ ð
meryw	m ɛ r ɨ̞ u̯
meryw	m ɛ r ɪ u̯
mesa	m ɛ s a
mesur	m ɛ s ɨ̞ r
metel	m ɛ t ɛ l
meteleg	m ɛ t ɛ l ɛ ɡ
metelegol	m ɛ t ɛ l ɛ ɡ ɔ l
metelegwr	m ɛ t ɛ l ɛ ɡ ʊ r
metelegwyr	m ɛ t ɛ l ɛ ɡ w ɨ̞ r
metelegydd	m ɛ t ɛ l ɛ ɡ ɨ̞ ð
methan	m ɛ θ a n
methanöig	m ɛ θ a n oː ɪ ɡ
mether	m ɛ θ ɛ r
methi	m ɛ θ i
methiant	m ɛ θ j a n t
metho	m ɛ θ ɔ
methu	m ɛ θ ɨ̞
metr	m ɛ t r
metrig	m ɛ t r ɪ ɡ
mewn	m ɨ̞ u̯ n
mewnanadlu	m ɛ u̯ n a n a d l ɨ̞
mewnblyg	m ɛ u̯ n b l ɨ̞ ɡ
mewnddodiad	m ɛ u̯ n ð ɔ d j a d
mewndro	m ɛ u̯ n d r ɔ
mewnfodol	m ɛ u̯ n v ɔ d ɔ l
mewnforiadwy	m ɛ u̯ n v ɔ r j a d ʊ ɨ̯
mewnforio	m ɛ u̯ n v ɔ r j ɔ
mewnforion	m ɛ u̯ n v ɔ r j ɔ n
mewnforiwr	m ɛ u̯ n v ɔ r j ʊ r
mewnforwyr	m ɛ u̯ n v ɔ r w ɨ̞ r
mewnforyn	m ɛ u̯ n v ɔ r ɨ̞ n
mewnfudo	m ɛ u̯ n v ɨ̞ d ɔ
mewngofnodi	m ɛ u̯ ŋ ɡ ɔ v n ɔ d i
mewnlifol	m ɛ u̯ n l ɪ v ɔ l
mewnol	m ɛ u̯ n ɔ l
mewnrwyd	m ɛ u̯ n r ʊ ɨ̯ d
meysydd	m e ɨ̯ s ɨ̞ ð
mhabell	m̥ a b a ɬ
mhabell	m̥ a b ɛ ɬ
mhac	m̥ a k
mhacio	m̥ a k j ɔ
mhaith	m̥ a i̯ θ
mham	m̥ a m
mhaned	m̥ a n a d
mhaned	m̥ a n ɛ d
mhant	m̥ a n t
mhapur	m̥ a p ɨ̞ r
mhara	m̥ a r a
mharc	m̥ a r k
mharcio	m̥ a r k j ɔ
mharcio	m̥ a r k ɔ
mharod	m̥ a r ɔ d
mharti	m̥ a r t ɪ
mhartner	m̥ a r t n a r
mhartner	m̥ a r t n ɛ r
mhartïon	m̥ a r t iː ɔ n
mhasbort	m̥ a s b ɔ r t
mhasta	m̥ a s d a
mhastai	m̥ a s d a i̯
mhawb	m̥ a u̯ b
mhecyn	m̥ ɛ k ɨ̞ n
mhedair	m̥ ɛ d a i̯ r
mhedair	m̥ ɛ d ɛ r
mhedol	m̥ ɛ d ɔ l
mhedwar	m̥ ɛ d w a r
mhei	m̥ e i
mheint	m̥ e i̯ n t
mheiriannwr	m̥ e i̯ r j a n ʊ r
mheiriannwyr	m̥ e ɨ̯ r j a n w ɨ̞ r
mheiriannydd	m̥ e ɨ̯ r j a n ɨ̞ ð
mheis	m̥ e i s
mhen	m̥ ɛ n
mhencampwr	m̥ ɛ ŋ k a m p ʊ r
mhencampwriaeth	m̥ ɛ ŋ k a m p ʊ r j a ɨ̯ θ
mhencampwriaeth	m̥ ɛ ŋ k a m p ʊ r j ɛ θ
mhencampwriaethau	m̥ ɛ ŋ k a m p ʊ r j e ɨ̯ θ a
mhencampwriaethau	m̥ ɛ ŋ k a m p ʊ r j e ɨ̯ θ a ɨ̯
mhencampwriaethau	m̥ ɛ ŋ k a m p ʊ r j e ɨ̯ θ ɛ
mhencampwyr	m̥ ɛ ŋ k a m p w ɨ̞ r
mhenderfynu	m̥ ɛ n d ɛ r v ə n ɨ̞
mhenglog	m̥ ɛ ŋ ɡ l ɔ ɡ
mhengwin	m̥ ɛ ŋ ɡ w ɪ n
mhengwiniaid	m̥ ɛ ŋ ɡ w ɪ n j a i̯ d
mhengwiniaid	m̥ ɛ ŋ ɡ w ɪ n j ɛ d
mherl	m̥ ɛ r l
mherlau	m̥ ɛ r l a
mherlau	m̥ ɛ r l a ɨ̯
mherlau	m̥ ɛ r l ɛ
mherth	m̥ ɛ r θ
mherthnasau	m̥ ɛ r θ n a s a
mherthnasau	m̥ ɛ r θ n a s a ɨ̯
mherthnasau	m̥ ɛ r θ n a s ɛ
mherthynas	m̥ ɛ r θ ə n a s
mheswch	m̥ ɛ s ʊ χ
mheth	m̥ eː θ
mhethau	m̥ ɛ θ a
mhethau	m̥ ɛ θ a ɨ̯
mhethau	m̥ ɛ θ ɛ
mhib	m̥ iː b
mhibau	m̥ ɪ b a
mhibau	m̥ ɪ b a ɨ̯
mhibau	m̥ ɪ b ɛ
mhibgorn	m̥ ɪ b ɡ ɔ r n
mhig	m̥ iː ɡ
mhigau	m̥ ɪ ɡ a
mhigau	m̥ ɪ ɡ a ɨ̯
mhigau	m̥ ɪ ɡ ɛ
mhigwrn	m̥ ɪ ɡ ʊ r n
mhigyn	m̥ ɪ ɡ ɨ̞ n
mhigynnau	m̥ ɪ ɡ ə n a
mhigynnau	m̥ ɪ ɡ ə n a ɨ̯
mhigynnau	m̥ ɪ ɡ ə n ɛ
mhila	m̥ ɪ l a
mhilaon	m̥ ɪ l aː ɔ n
mhinc	m̥ ɪ ŋ k
mhincod	m̥ ɪ ŋ k ɔ d
mhiwi	m̥ ɪ u̯ ɪ
mhiwïaid	m̥ ɪ u̯ iː a i̯ d
mhiwïaid	m̥ ɪ u̯ iː ɛ d
mhla	m̥ l aː
mhladur	m̥ l a d ɨ̞ r
mhlu	m̥ l ɨː
mhlymio	m̥ l ə m j ɔ
mhob	m̥ oː b
mhobl	m̥ ɔ b l
mhobl	m̥ ɔ b ɔ l
mhobloedd	m̥ ɔ b l ɔ ɨ̯ ð
mhoeni	m̥ ɔ ɨ̯ n ɨ
mhont	m̥ ɔ n t
mhoptai	m̥ ɔ p t a i̯
mhopty	m̥ ɔ p t ɨ
mhotel	m̥ ɔ t a l
mhotel	m̥ ɔ t ɛ l
mhrif	m̥ r iː v
mhrifddinas	m̥ r iː v ð ɪ n a s
mhrifddinas	m̥ r ɪ v ð ɪ n a s
mhriodas	m̥ r j ɔ d a s
mhriodas	m̥ r ɪ ɔ d a s
mhriodi	m̥ r i ɔ d i
mhris	m̥ r iː s
mhris	m̥ r iː ʃ
mhroblem	m̥ r ɔ b l a m
mhroblem	m̥ r ɔ b l ɛ m
mhroblemau	m̥ r ɔ b l ɛ m a
mhroblemau	m̥ r ɔ b l ɛ m a ɨ̯
mhroblemau	m̥ r ɔ b l ɛ m ɛ
mhrydferth	m̥ r ə d v ɛ θ
mhryf	m̥ r ɨː v
mhryfed	m̥ r ə v a d
mhryfed	m̥ r ə v ɛ d
mhrynu	m̥ r ə n ɨ
mhum	m̥ ɨ̞ m
mhumdegau	m̥ ɨ̞ m d ɛ ɡ a
mhunnau	m̥ ɨ̞ n a
mhunnau	m̥ ɨ̞ n a ɨ̯
mhunnau	m̥ ɨ̞ n ɛ
mhunt	m̥ ɨ̞ n t
mhwl	m̥ ʊ l
mhwmpen	m̥ ʊ m p a n
mhwmpen	m̥ ʊ m p ɛ n
mhêl	m̥ eː l
mi	m iː
microdon	m ɪ k r ɔ d ɔ n
mieri	m i ɛ r i
mieri	m j ɛ r i
migwyn	m ɪ ɡ w ɨ̞ n
mil	m iː l
milcant	m i l k a n t
milfeddyg	m ɪ l v ɛ ð ɨ̞ ɡ
milfeddyg	m ɪ l v ɛ ð ɪ ɡ
miliwn	m ɪ l j ʊ n
miloedd	m ɪ l ɔ ɨ̯ ð
milwr	m ɪ l ʊ r
milwrol	m ɪ l ʊ r ɔ l
milwyr	m ɪ l w ɨ̞ r
min	m iː n
minc	m ɪ ŋ k
miniog	m ɪ n j ɔ ɡ
mis	m iː s
mis	m iː ʃ
mislif	m ɪ s l ɪ v
mislifol	m ɪ s l ɪ v ɔ l
misol	m ɪ s ɔ l
mitsio	m ɪ t͡ʃ ɔ
mlaidd	m l a i̯ ð
mlas	m l aː s
mleiddiaid	m l e i̯ ð j a i̯ d
mleiddiaid	m l e i̯ ð j ɛ d
mleiddiau	m l e i̯ ð j a
mleiddiau	m l e i̯ ð j a ɨ̯
mleiddiau	m l e i̯ ð j ɛ
mlew	m l eː u̯
mlewyn	m l ɛ u̯ ɨ̞ n
mlodau	m l ɔ d a
mlodau	m l ɔ d a ɨ̯
mlodau	m l ɔ d ɛ
mlodyn	m l ɔ d ɨ̞ n
mlog	m l ɔ ɡ
mlwydd	m l uː ɨ̯ ð
mlwyddi	m l ʊ ɨ̯ ð i
mlwyddyn	m l ʊ ɨ̯ ð ɨ̞ n
mlynedd	m l ə n a ð
mlynedd	m l ə n ɛ ð
mlynyddoedd	m l ə n ə ð ɔ ɨ̯ ð
mnemonig	m n ɛ m ɔ n ɪ ɡ
mo	m ɔ
moch	m oː χ
mochyn	m ɔ χ ɨ̞ n
mod	m oː d
modd	m oː ð
moddion	m ɔ ð j ɔ n
model	m ɔ d ɛ l
modfedd	m ɔ d v a ð
modfedd	m ɔ d v ɛ ð
modrwy	m ɔ d r ʊ ɨ̯
modryb	m ɔ d r ɨ̞ b
modur	m ɔ d ɨ̞ r
moed	m oː ɨ̯ d
moel	m oː ɨ̯ l
moelni	m ɔ ɨ̯ l n ɪ
moes	m oː ɨ̯ s
moesol	m oː ɨ̯ s ɔ l
mol	m ɔ l
mola	m ɔ l a
moleciwlaidd	m ɔ l ɛ k i u̯ l a i̯ ð
moleciwlaidd	m ɔ l ɛ k i u̯ l ɛ ð
moli	m ɔ l i
moliannau	m ɔ l j a n a
moliannau	m ɔ l j a n a ɨ̯
moliannau	m ɔ l j a n ɛ
moliant	m ɔ l j a n t
moll	m ɔ ɬ
mollt	m oː ɬ d
molybdenwm	m ɔ l ɨ̞ b d ɛ n ʊ m
moment	m ɔ m ɛ n t
moneteiddio	m ɔ n ɛ t e i̯ ð j ɔ
mor	m ɔ r
mordaith	m ɔ r d a i̯ θ
mordeithiau	m ɔ r d e i̯ θ j a
mordeithiau	m ɔ r d e i̯ θ j a ɨ̯
mordeithiau	m ɔ r d e i̯ θ j ɛ
mordwy	m ɔ r d ʊ ɨ̯
mordydd	m ɔ r d ɨ̞ ð
more	m ɔ r a
more	m ɔ r ɛ
moresg	m ɔ r ɛ s ɡ
morfarch	m ɔ r v a r χ
morffoleg	m ɔ r f ɔ l ɛ ɡ
morfil	m ɔ r v ɪ l
morfilod	m ɔ r v ɪ l ɔ d
morflaidd	m ɔ r v l a i̯ ð
morfuwch	m ɔ r v ɨ̞ u̯ χ
morgeisio	m ɔ r ɡ e i̯ ʃ ɔ
morgi	m ɔ r ɡ i
morgrug	m ɔ r ɡ r ɨ̞ ɡ
morgrugyn	m ɔ r ɡ r ɨ̞ ɡ ɨ̞ n
morio	m ɔ r j ɔ
morlo	m ɔ r l ɔ
moron	m ɔ r ɔ n
moronen	m ɔ r ɔ n ɛ n
morthwyl	m ɔ r θ u ɨ̯ l
morwennol	m oː r w ɛ n ɔ l
morwennol	m ɔ r w ɛ n ɔ l
morwyn	m ɔ r ʊ ɨ̯ n
moryn	m ɔ r ɨ̞ n
morynnau	m ɔ r ə n a
morynnau	m ɔ r ə n a ɨ̯
morynnau	m ɔ r ə n ɛ
moscofium	m ɔ s ɡ ɔ v j ʊ m
mosg	m ɔ s ɡ
mosgiau	m ɔ s ɡ j a
mosgiau	m ɔ s ɡ j a ɨ̯
mosgiau	m ɔ s ɡ j ɛ
moth	m oː θ
mothau	v ɔ θ a
mothau	v ɔ θ a ɨ̯
mothau	v ɔ θ ɛ
motél	m ɔ t ɛ l
mrain	m r a i̯ n
mrathu	m r a θ ɨ̞
mrawd	m r a u̯ d
mrechdan	m r ɛ χ d a n
mrecwast	m r ɛ k w a s t
mrenhines	m r ɛ n h ɪ n a s
mrenhines	m r ɛ n h ɪ n ɛ s
mrenin	m r ɛ n ɪ n
mrest	m r ɛ s d
mreuddwyd	m r e ɨ̯ ð ʊ ɨ̯ d
mreuddwydio	m r e ɨ̯ ð ʊ ɨ̯ d j ɔ
mreuddwydion	m r e ɨ̯ ð ʊ ɨ̯ d j ɔ n
mri	m r iː
mricyll	m r ɪ k ɨ̞ ɬ
mricyllen	m r ɪ k ə ɬ ɛ n
mroc	m r ɔ k
mroch	m r oː χ
mron	m r ɔ n
mronlas	m r ɔ n l a s
mronleision	m r ɔ n l e i̯ ʃ ɔ n
mronnau	m r ɔ n a
mronnau	m r ɔ n a ɨ̯
mrwsio	m r ʊ ʃ ɔ
mryn	m r ɨ̞ n
mryniau	m r ə n j a
mryniau	m r ə n j a ɨ̯
mryniau	m r ə n j ɛ
mryoffyt	m r ɨː ɔ f ɨ̞ t
mrân	m r aː n
muchudd	m ɨ̞ χ ɨ̞ ð
mud	m ɨː d
mudan	m ɨ̞ d a n
mudiad	m ɨ̞ d j a d
mudo	m ɨ̞ d ɔ
mudol	m ɨ̞ d ɔ l
mudoledd	m ɨ̞ d ɔ l ɛ ð
mudwr	m ɨ̞ d ʊ r
mudydd	m ɨ̞ d ɨ̞ ð
mul	m ɨː l
munud	m ɨ̞ n ɨ̞ d
munudau	m ɨ̞ n ɨ̞ d a
munudau	m ɨ̞ n ɨ̞ d a ɨ̯
munudau	m ɨ̞ n ɨ̞ d ɛ
mur	m ɨː r
murddun	m ɨ̞ r ð ɨ̞ n
murddunnod	m ɨ̞ r ð ɨ̞ n ɔ d
mursen	m ɨ̞ r s ɛ n
mursennod	m ɨ̞ r s ɛ n ɔ d
muwch	m ɨ u̯ χ
mwcws	m ʊ k ʊ s
mwg	m uː ɡ
mwll	m ʊ ɬ
mwmian	m ʊ m j a n
mwnci	m ʊ ŋ k i
mwy	m uː ɨ̯
mwya	m ʊ ɨ̯ a
mwyara	m ʊ ɨ̯ a r a
mwyaren	m ʊ ɨ̯ a r a n
mwyaren	m ʊ ɨ̯ a r ɛ n
mwyd	m uː ɨ̯ d
mwydod	m ʊ ɨ̯ d ɔ d
mwydyn	m ʊ ɨ̯ d ɨ̞ n
mwyeilch	m u ɨ̯ e i̯ l χ
mwyngloddio	m ʊ ɨ̯ ŋ ɡ l ɔ ð j ɔ
mwyngloddiol	m ʊ ɨ̯ ŋ ɡ l ɔ ð j ɔ l
mwynwr	m ʊ ɨ̯ n ʊ r
mwytho	m ʊ ɨ̯ θ ɔ
mychan	m ə χ a n
myfi	m ə v iː
myfyrio	m ə v ə r j ɔ
myfyriwr	m ə v ə r j ʊ r
myfïol	m ə v iː ɔ l
mygu	m ə ɡ ɨ
mygydog	m ə ɡ ə d ɔ ɡ
myn	m ɨ n
mynach	m ə n a χ
mynachlog	m ə n a χ l ɔ ɡ
mynachod	m ə n a χ ɔ d
mynaich	m ə n a i̯ χ
mynydd	m ə n ɨ̞ ð
mys	m iː s
mys	m ɨː s
mysedd	m ə s a ð
mysedd	m ə s ɛ ð
mysg	m ɨː s ɡ
myth	m ɨː θ
mân	m aː n
mêl	m eː l
mêr	m eː r
mêt	m eː t
mêts	m eː t s
môl	m oː l
môn	m oː n
môr	m oː r
mẁg	m ʊ ɡ
mỳn	m ə n
nadlwytho	n a d l ʊ ɨ̯ θ ɔ
nadredd	n a d r ɛ ð
nag	n a ɡ
nage	n a ɡ ɛ
namyn	n a m ɨ̞ n
nant	n a n t
narn	n a r n
naw	n aː u̯
nawf	n a u̯ v
nawfed	n a u̯ v a d
nawfed	n a u̯ v ɛ d
nawr	n a u̯ r
naws	n a u̯ s
ne	n eː
neb	n eː b
nedd	n eː ð
nedden	n ɛ ð ɛ n
nef	n eː v
nefaid	n ɛ v a i̯ d
nefaid	n ɛ v ɛ d
nefoedd	n ɛ v ɔ ɨ̯ ð
nefol	n ɛ v ɔ l
nefolaidd	n ɛ v ɔ l a i̯ ð
neg	n eː ɡ
neges	n ɛ ɡ ɛ s
negeseua	n ɛ ɡ ɛ s e ɨ̯ a
neidiau	n e i̯ d j a
neidiau	n e i̯ d j a ɨ̯
neidiau	n e i̯ d j ɛ
neidr	n e i̯ d r
neilen	n e i̯ l a n
neilen	n e i̯ l ɛ n
neiliad	n e i̯ l j a d
neiliaid	n e i̯ l j a i̯ d
neiliaid	n e i̯ l j ɛ d
neiniau	n e i̯ n j a
neiniau	n e i̯ n j a ɨ̯
neiniau	n e i̯ n j ɛ
neithdar	n e i̯ θ d a r
neithiwr	n e i̯ θ j ʊ r
neithiwyr	n e i̯ θ j ʊ ɨ̯ r
nelw	n ɛ l ʊ
nenfwd	n ɛ n v ʊ d
neno	n ɛ n ɔ
neon	n eː ɔ n
neptwniwm	n ɛ p t ʊ n j ʊ m
nerbyn	n ɛ r b ɨ̞ n
nerf	n ɛ r v
nerthoedd	n ɛ r θ ɔ ɨ̯ ð
nerw	n ɛ r u
nerwen	n ɛ r w ɛ n
neshi	n ɛ ʃ i
neuadd	n e ɨ̯ a ð
neuaddau	n e ɨ̯ a ð a
neuaddau	n e ɨ̯ a ð a ɨ̯
neuaddau	n e ɨ̯ a ð ɛ
neud	n e ɨ̯ d
neuddegfed	n e ɨ̯ ð ɛ ɡ v a d
neuddegfed	n e ɨ̯ ð ɛ ɡ v ɛ d
newyddion	n ɛ u̯ ə ð j ɔ n
newyn	n ɛ u̯ ɨ̞ n
newynau	n ɛ u̯ ə n a
newynau	n ɛ u̯ ə n a ɨ̯
newynau	n ɛ u̯ ə n ɛ
newynllyd	n ɛ w ə n ɬ ɨ̞ d
ngaeaf	ŋ e ɨ̯ a
ngaeaf	ŋ e ɨ̯ a v
ngafr	ŋ a v r
ngaran	ŋ a r a n
ngardd	ŋ a r ð
ngardd	ŋ aː r ð
ngeiriadurwr	ŋ e i̯ r j a d ɨ̞ r ʊ r
ngeiriadurwyr	ŋ e i̯ r j a d ɨ̞ r w ɨ̞ r
ngelli	ŋ ɛ ɬ ɪ
ngelyn	ŋ ɛ l ɨ̞ n
ngeneth	ŋ ɛ n ɛ θ
nghadeiriau	ŋ̊ a d e i̯ r j a
nghadeiriau	ŋ̊ a d e i̯ r j a ɨ̯
nghadeiriau	ŋ̊ a d e i̯ r j ɛ
nghae	ŋ̊ aː ɨ̯
nghael	ŋ̊ aː l
nghael	ŋ̊ aː ɨ̯ l
nghaffi	ŋ̊ a f i
nghain	ŋ̊ a i̯ n
nghais	ŋ̊ a i̯ s
nghalan	ŋ̊ a l a n
nghaled	ŋ̊ a l a d
nghaled	ŋ̊ a l ɛ d
nghaledu	ŋ̊ a l ɛ d ɨ
nghalenigion	ŋ̊ a l ɛ n ɪ ɡ j ɔ n
nghalennig	ŋ̊ a l ɛ n ɪ ɡ
nghaleted	ŋ̊ a l ɛ t ɛ d
nghalon	ŋ̊ a l ɔ n
nghamlas	ŋ̊ a m l a s
nghanolbarthau	ŋ̊ a n ɔ l b a r θ a
nghanolbarthau	ŋ̊ a n ɔ l b a r θ a ɨ̯
nghanolbarthau	ŋ̊ a n ɔ l b a r θ ɛ
ngharchar	ŋ̊ a r χ a r
ngharcharu	ŋ̊ a r χ a r ɨ̞
nghardinal	ŋ̊ a r d ɪ n a l
nghardinaliaid	ŋ̊ a r d ɪ n a l j a i̯ d
nghardinaliaid	ŋ̊ a r d ɪ n a l j ɛ d
nghariad	ŋ̊ a r j a d
ngharreg	ŋ̊ a r a ɡ
ngharreg	ŋ̊ a r ɛ ɡ
ngharthen	ŋ̊ a r θ a n
ngharthen	ŋ̊ a r θ ɛ n
nghastell	ŋ̊ a s d a ɬ
nghastell	ŋ̊ a s d ɛ ɬ
nghathod	ŋ̊ a θ ɔ d
nghawl	ŋ̊ a u̯ l
nghawod	ŋ̊ a u̯ ɔ d
nghaws	ŋ̊ a u̯ s
ngheffyl	ŋ̊ ɛ f ɨ̞ l
nghefn	ŋ̊ ɛ v n
nghefnau	ŋ̊ ɛ v n a
nghefnau	ŋ̊ ɛ v n a ɨ̯
nghefnau	ŋ̊ ɛ v n ɛ
nghegin	ŋ̊ ɛ ɡ ɪ n
nghenhinen	ŋ̊ ɛ n h ɪ n a n
nghenhinen	ŋ̊ ɛ n h ɪ n ɛ n
ngherdded	ŋ̊ ɛ r ð ɛ d
ngherddi	ŋ̊ ɛ r ð ɪ
ngherddoriaeth	ŋ̊ ɛ r ð ɔ r j a ɨ̯ θ
ngherddoriaeth	ŋ̊ ɛ r ð ɔ r j ɛ θ
ngherrig	ŋ̊ ɛ r ɪ ɡ
nghestyll	ŋ̊ ɛ s d ɨ̞ ɬ
nghlwb	ŋ̊ l ʊ b
nghlwyfo	ŋ̊ l ʊ ɨ̯ v ɔ
nghnwd	ŋ̊ n uː d
nghoch	ŋ̊ oː χ
ngholli	ŋ̊ ɔ ɬ i
nghosyn	ŋ̊ ɔ s ɨ̞ n
nghroes	ŋ̊ r oː ɨ̯ s
nghroeso	ŋ̊ r ɔ ɨ̯ s ɔ
nghrug	ŋ̊ r ɨː ɡ
nghrwban	ŋ̊ r ʊ b a n
nghrwth	ŋ̊ r uː θ
nghrwys	ŋ̊ r uː ɨ̯ s
nghut	ŋ̊ ɨ̞ t
nghwest	ŋ̊ w eː s d
nghwestiwn	k w ɛ s d j ʊ n
nghwpan	ŋ̊ ʊ p a n
nghwpwrdd	ŋ̊ ʊ p ʊ r ð
nghwrdd	ŋ̊ ʊ r ð
nghychwyn	ŋ̊ ə χ w ɨ̞ n
nghydbreswylwyr	ŋ̊ ɨː d b r ɛ s ʊ ɨ̯ l w ɨ̞ r
nghyfaill	ŋ̊ ə v a i̯ ɬ
nghyfaredd	ŋ̊ ə v a r ɛ ð
nghyfarfod	ŋ̊ w a r v ɔ d
nghyfarfod	ŋ̊ ə v a r v ɔ d
nghyfeillion	ŋ̊ ə v e i̯ ɬ j ɔ n
nghyfiawnder	ŋ̊ ə v j a u̯ n d ɛ r
nghyfnither	ŋ̊ ə v n ɪ θ a r
nghyfnither	ŋ̊ ə v n ɪ θ ɛ r
nghyfreithiwr	ŋ̊ ə v r e i̯ θ j ʊ r
nghymedrolwyr	ŋ̊ ə m ɛ d r ɔ l w ɨ̞ r
nghymorth	ŋ̊ ə m ɔ r θ
nghynffon	ŋ̊ ə n f ɔ n
nghyngor	ŋ̊ ə ŋ ɔ r
nghynhadledd	ŋ̊ ə n h a d l ɛ ð
nghynnwrf	ŋ̊ ə n ʊ r v
nghysawd	ŋ̊ ə s a u̯ d
nghysgod	ŋ̊ ə s ɡ ɔ d
nghytgan	ŋ̊ ə t ɡ a n
nghythraul	ŋ̊ ə θ r a l
nghythraul	ŋ̊ ə θ r a ɨ̯ l
nghythraul	ŋ̊ ə θ r ɛ l
nglanach	ŋ l a n a χ
nglasach	ŋ l a s a χ
nglased	ŋ l a s ɛ d
nglawio	ŋ l a u̯ j ɔ
ngleision	ŋ l e i̯ ʃ ɔ n
