A	ʔ aː ˧˧
nột	n o k̚ ˨˩ ʔ
nớ	n əː ˨˩˦
nới	n əː j ˨˩˦
nới giá	n əː j ˨˩˦ j aː ˨˩˦
nới lỏng	n əː j ˨˩˦ l a w ŋ͡m ˧˨
nới lỏng	n əː j ˨˩˦ l ɔ ŋ ˧˨
nới rộng	n əː j ˨˩˦ ʐ ə w ŋ͡m ˨˩ ʔ
nở	n əː ˧˨
nở mặt	n əː ˧˨ m a k̚ ˨˩ ʔ
nở nang	n əː ˧˨ n aː ŋ ˧˧
nở rộ	n əː ˧˨ ʐ o w ˨˩ ʔ
nỡ	n əː ˧˨
nỡm	n əː m ˧˨
nợ	n əː ˨˩ ʔ
nợ như chúa Chổm	n əː ˨˩ ʔ ɲ ɨ ˧˧ t͡ɕ u ə ˨˩˦ t͡ɕ o m ˧˨
nợ nần	n əː ˨˩ ʔ n ə ŋ ˦˩
nụ	n ʊ w ˨˩ ʔ
nụ cười	n ʊ w ˨˩ ʔ k ɨ j ˦˩
nứa	n ɨ ə ˨˩˦
nức	n ɨ k̚ ˦˧˥
nức nở	n ɨ k̚ ˦˧˥ n əː ˧˨
nức tiếng	n ɨ k̚ ˦˧˥ t i ə ŋ ˦˧˥
nứng	n ɨ ŋ ˦˧˥
nừng	n ɨ ŋ ˦˩
nửa	n ɨ ə ˧˨
nửa chừng	n ɨ ə ˧˨ t͡ɕ ɨ ŋ ˦˩
nửa nạc nửa mỡ	n ɨ ə ˧˨ n aː k̚ ˨˩ ʔ n ɨ ə ˧˨ m əː ˧˨
nửa vời	n ɨ ə ˧˨ v əː j ˦˩
nửa đêm	n ɨ ə ˧˨ ʔ ɗ e m ˧˧
nửa đời	n ɨ ə ˧˨ ʔ ɗ əː j ˦˩
nữ	n ɨ ˧˨
nữ cai trị	n ɨ ˧˨ k aː j ˧˧ ʈ ɪ j ˨˩ ʔ
nữ chính	n ɨ ˧˨ t͡ɕ ɨ n ˦˧˥
nữ công	n ɨ ˧˨ k ə w ŋ͡m ˧˧
nữ công gia chánh	n ɨ ˧˨ k ə w ŋ͡m ˧˧ j aː ˧˧ t͡ɕ ɛ ɲ ˦˧˥
nữ giới	n ɨ ˧˨ j əː j ˨˩˦
nữ hoàng	n ɨ ˧˨ h w aː ŋ ˦˩
nữ sinh	n ɨ ˧˨ s ɨ n ˧˧
nữ sinh	n ɨ ˧˨ ʂ ɨ n ˧˧
nữ thần	n ɨ ˧˨ tʰ ə ŋ ˦˩
nữ trang	n ɨ ˧˨ ʈ aː ŋ ˧˧
nữ tính	n ɨ ˧˨ t ɨ n ˦˧˥
nữ tù trưởng	n ɨ ˧˨ t ʊ w ˦˩ ʈ ɨ ə ŋ ˧˨
nữ tướng	n ɨ ˧˨ t ɨ ə ŋ ˦˧˥
nữ vương	n ɨ ˧˨ v ɨ ə ŋ ˧˧
nữa	n ɨ ə ˧˨
nữa là	n ɨ ə ˧˨ l aː ˦˩
nực	n ɨ k̚ ˨˩ ʔ
nực cười	n ɨ k̚ ˨˩ ʔ k ɨ j ˦˩
nựng	n ɨ ŋ ˨˩ ʔ
nựng nịu	n ɨ ŋ ˨˩ ʔ n i w ˨˩ ʔ
oa	ʔ w aː ˧˧
ok	ʔ o w ˧˧ k e j ˧˧
organ	ʔ ɔ k̚ ˦˧˥ ɣ aː ŋ ˧˧
parabol	p aː ˧˧ ɹ aː ˧˧ ʔ ɓ o n ˧˧
phao	f aː w ˧˧
phao câu	f aː w ˧˧ k ə w ˧˧
phau	f a w ˧˧
phay	f a j ˧˧
phe	f ɛ ˧˧
phe cánh	f ɛ ˧˧ k ɛ ɲ ˦˧˥
phe phẩy	f ɛ ˧˧ f ə j ˧˨
phen	f ɛ ŋ ˧˧
phenol	f e j ˧˧ n o n ˧˧
phenolphtalein	f e j ˧˧ n o n ˧˧ f əː ˦˩ t aː ˧˧ l e j ˧˧ ʔ i n ˧˧
phi	f ɪ j ˧˧
phi Mĩ hoá	f ɪ j ˧˧ m ɪ j ˧˨ h w aː ˨˩˦
phi bạo lực	f ɪ j ˧˧ ʔ ɓ aː w ˨˩ ʔ l ɨ k̚ ˨˩ ʔ
phi công	f ɪ j ˧˧ k ə w ŋ͡m ˧˧
phi công trẻ	f ɪ j ˧˧ k ə w ŋ͡m ˧˧ ʈ ɛ ˧˨
phi công trẻ lái máy bay bà già	f ɪ j ˧˧ k ə w ŋ͡m ˧˧ ʈ ɛ ˧˨ l aː j ˨˩˦ m a j ˨˩˦ ʔ ɓ a j ˧˧ ʔ ɓ aː ˦˩ j aː ˦˩
phi cơ	f ɪ j ˧˧ k əː ˧˧
phi cảng	f ɪ j ˧˧ k aː ŋ ˧˨
phi hành gia	f ɪ j ˧˧ h ɛ ɲ ˦˩ j aː ˧˧
phi hành đoàn	f ɪ j ˧˧ h ɛ ɲ ˦˩ ʔ ɗ w aː ŋ ˦˩
phi hư cấu	f ɪ j ˧˧ h ɨ ˧˧ k ə w ˨˩˦
phi kim	f ɪ j ˧˧ k i m ˧˧
phi lao	f ɪ j ˧˧ l aː w ˧˧
phi liên kết	f ɪ j ˧˧ l i ə ŋ ˧˧ k e t̚ ˦˧˥
phi lê	f ɪ j ˧˧ l e j ˧˧
phi lí	f ɪ j ˧˧ l ɪ j ˨˩˦
phi lộ	f ɪ j ˧˧ l o w ˨˩ ʔ
phi lợi nhuận	f ɪ j ˧˧ l əː j ˨˩ ʔ ɲ w ə ŋ ˨˩ ʔ
phi mã	f ɪ j ˧˧ m aː ˧˨
phi nghĩa	f ɪ j ˧˧ ŋ i ə ˧˨
phi ngã	f ɪ j ˧˧ ŋ aː ˧˨
phi phàm	f ɪ j ˧˧ f aː m ˦˩
phi pháp	f ɪ j ˧˧ f aː p̚ ˦˧˥
phi quốc xã hoá	f ɪ j ˧˧ k u ə k̚ ˦˧˥ s aː ˧˨ h w aː ˨˩˦
phi tang	f ɪ j ˧˧ t aː ŋ ˧˧
phi thuyền	f ɪ j ˧˧ tʰ w i ə ŋ ˦˩
phi thân	f ɪ j ˧˧ tʰ ə ŋ ˧˧
phi thường	f ɪ j ˧˧ tʰ ɨ ə ŋ ˦˩
phi thực dân hoá	f ɪ j ˧˧ tʰ ɨ k̚ ˨˩ ʔ j ə ŋ ˧˧ h w aː ˨˩˦
phi tiêu	f ɪ j ˧˧ t i w ˧˧
phi toàn cầu hoá	f ɪ j ˧˧ t w aː ŋ ˦˩ k ə w ˦˩ h w aː ˨˩˦
phi trường	f ɪ j ˧˧ ʈ ɨ ə ŋ ˦˩
phi tần	f ɪ j ˧˧ t ə ŋ ˦˩
phi vật thể	f ɪ j ˧˧ v ə k̚ ˨˩ ʔ tʰ e j ˧˨
phi xuất	f ɪ j ˧˧ s w ə k̚ ˦˧˥
phi đoàn	f ɪ j ˧˧ ʔ ɗ w aː ŋ ˦˩
phi đô la hoá	f ɪ j ˧˧ ʔ ɗ o w ˧˧ l aː ˧˧ h w aː ˨˩˦
phim	f i m ˧˧
phim chiến tranh	f i m ˧˧ t͡ɕ i ə ŋ ˦˧˥ ʈ ɛ ɲ ˧˧
phim chưởng	f i m ˧˧ t͡ɕ ɨ ə ŋ ˧˨
phim câm	f i m ˧˧ k ə m ˧˧
phim hài	f i m ˧˧ h aː j ˦˩
phim khiêu dâm	f i m ˧˧ kʰ i w ˧˧ j ə m ˧˧
phim kinh dị	f i m ˧˧ k ɨ n ˧˧ j ɪ j ˨˩ ʔ
phim ma	f i m ˧˧ m aː ˧˧
phim sex	f i m ˧˧ s e t̚ ˦˧˥
phim sex	f i m ˧˧ ʂ e t̚ ˦˧˥
phim truyện	f i m ˧˧ ʈ w i ə ŋ ˨˩ ʔ
phim trường	f i m ˧˧ ʈ ɨ ə ŋ ˦˩
phim tài liệu	f i m ˧˧ t aː j ˦˩ l i w ˨˩ ʔ
phim ảnh	f i m ˧˧ ʔ ɛ ɲ ˧˨
phin	f i n ˧˧
phiên	f i ə ŋ ˧˧
phiên bản	f i ə ŋ ˧˧ ʔ ɓ aː ŋ ˧˨
phiên chế	f i ə ŋ ˧˧ t͡ɕ e j ˨˩˦
phiên dịch	f i ə ŋ ˧˧ j ɨ t̚ ˨˩ ʔ
phiên phiến	f i ə ŋ ˧˧ f i ə ŋ ˦˧˥
phiên thiết	f i ə ŋ ˧˧ tʰ i ə k̚ ˦˧˥
phiên âm	f i ə ŋ ˧˧ ʔ ə m ˧˧
phiêu lưu	f i w ˧˧ l ɨ w ˧˧
phiếm	f i ə m ˦˧˥
phiếm chỉ	f i ə m ˦˧˥ t͡ɕ ɪ j ˧˨
phiếm du	f i ə m ˦˧˥ j ʊ w ˧˧
phiếm hàm	f i ə m ˦˧˥ h aː m ˦˩
phiếm luận	f i ə m ˦˧˥ l w ə ŋ ˨˩ ʔ
phiếm thần	f i ə m ˦˧˥ tʰ ə ŋ ˦˩
phiếm thần luận	f i ə m ˦˧˥ tʰ ə ŋ ˦˩ l w ə ŋ ˨˩ ʔ
phiếm xưng	f i ə m ˦˧˥ s ɨ ŋ ˧˧
phiếm đàm	f i ə m ˦˧˥ ʔ ɗ aː m ˦˩
phiếm định	f i ə m ˦˧˥ ʔ ɗ ɨ n ˨˩ ʔ
phiến	f i ə ŋ ˦˧˥
phiến diện	f i ə ŋ ˦˧˥ j i ə ŋ ˨˩ ʔ
phiếu	f i w ˨˩˦
phiếu bầu	f i w ˨˩˦ ʔ ɓ ə w ˦˩
phiền	f i ə ŋ ˦˩
phiền hà	f i ə ŋ ˦˩ h aː ˦˩
phiền lòng	f i ə ŋ ˦˩ l a w ŋ͡m ˦˩
phiền lòng	f i ə ŋ ˦˩ l ɔ ŋ ˦˩
phiền muộn	f i ə ŋ ˦˩ m u ə ŋ ˨˩ ʔ
phiền nhiễu	f i ə ŋ ˦˩ ɲ i w ˧˨
phiền não	f i ə ŋ ˦˩ n aː w ˧˨
phiền phức	f i ə ŋ ˦˩ f ɨ k̚ ˦˧˥
phiền toái	f i ə ŋ ˦˩ t w aː j ˨˩˦
pho	f ɔ ˧˧
pho mát	f ɔ ˧˧ m aː k̚ ˦˧˥
pho tượng	f ɔ ˧˧ t ɨ ə ŋ ˨˩ ʔ
phoi	f ɔ j ˧˧
phom	f ɔ m ˧˧
phong	f a w ŋ͡m ˧˧
phong	f ɔ ŋ ˧˧
phong ba	f a w ŋ͡m ˧˧ ʔ ɓ aː ˧˧
phong ba	f ɔ ŋ ˧˧ ʔ ɓ aː ˧˧
phong ba bão táp không bằng ngữ pháp Việt Nam	f a w ŋ͡m ˧˧ ʔ ɓ aː ˧˧ ʔ ɓ aː w ˧˨ t aː p̚ ˦˧˥ kʰ ə w ŋ͡m ˧˧ ʔ ɓ a ŋ ˦˩ ŋ ɨ ˧˨ f aː p̚ ˦˧˥ v i ə k̚ ˨˩ ʔ n aː m ˧˧
phong ba bão táp không bằng ngữ pháp Việt Nam	f ɔ ŋ ˧˧ ʔ ɓ aː ˧˧ ʔ ɓ aː w ˧˨ t aː p̚ ˦˧˥ kʰ ə w ŋ͡m ˧˧ ʔ ɓ a ŋ ˦˩ ŋ ɨ ˧˨ f aː p̚ ˦˧˥ v i ə k̚ ˨˩ ʔ n aː m ˧˧
phong bì	f a w ŋ͡m ˧˧ ʔ ɓ ɪ j ˦˩
phong bì	f ɔ ŋ ˧˧ ʔ ɓ ɪ j ˦˩
phong cách	f a w ŋ͡m ˧˧ k a t̚ ˦˧˥
phong cách	f ɔ ŋ ˧˧ k a t̚ ˦˧˥
phong cảnh	f a w ŋ͡m ˧˧ k ɛ ɲ ˧˨
phong cảnh	f ɔ ŋ ˧˧ k ɛ ɲ ˧˨
phong cấp	f a w ŋ͡m ˧˧ k ə p̚ ˦˧˥
phong cấp	f ɔ ŋ ˧˧ k ə p̚ ˦˧˥
phong cầm	f a w ŋ͡m ˧˧ k ə m ˦˩
phong cầm	f ɔ ŋ ˧˧ k ə m ˦˩
phong hoá	f a w ŋ͡m ˧˧ h w aː ˨˩˦
phong hoá	f ɔ ŋ ˧˧ h w aː ˨˩˦
phong kiến	f a w ŋ͡m ˧˧ k i ə ŋ ˦˧˥
phong kiến	f ɔ ŋ ˧˧ k i ə ŋ ˦˧˥
phong lan	f a w ŋ͡m ˧˧ l aː ŋ ˧˧
phong lan	f ɔ ŋ ˧˧ l aː ŋ ˧˧
phong lưu	f a w ŋ͡m ˧˧ l ɨ w ˧˧
phong lưu	f ɔ ŋ ˧˧ l ɨ w ˧˧
phong nhã	f a w ŋ͡m ˧˧ ɲ aː ˧˨
phong nhã	f ɔ ŋ ˧˧ ɲ aː ˧˨
phong phanh	f a w ŋ͡m ˧˧ f ɛ ɲ ˧˧
phong phanh	f ɔ ŋ ˧˧ f ɛ ɲ ˧˧
phong phú	f a w ŋ͡m ˧˧ f ʊ w ˨˩˦
phong phú	f ɔ ŋ ˧˧ f ʊ w ˨˩˦
phong sát	f a w ŋ͡m ˧˧ ʂ aː k̚ ˦˧˥
phong sát	f ɔ ŋ ˧˧ s aː k̚ ˦˧˥
phong sương	f a w ŋ͡m ˧˧ ʂ ɨ ə ŋ ˧˧
phong sương	f ɔ ŋ ˧˧ s ɨ ə ŋ ˧˧
phong thanh	f a w ŋ͡m ˧˧ tʰ ɛ ɲ ˧˧
phong thanh	f ɔ ŋ ˧˧ tʰ ɛ ɲ ˧˧
phong thuỷ	f a w ŋ͡m ˧˧ tʰ w ɪ j ˧˨
phong thuỷ	f ɔ ŋ ˧˧ tʰ w ɪ j ˧˨
phong thái	f a w ŋ͡m ˧˧ tʰ aː j ˨˩˦
phong thái	f ɔ ŋ ˧˧ tʰ aː j ˨˩˦
phong thánh	f a w ŋ͡m ˧˧ tʰ ɛ ɲ ˦˧˥
phong thánh	f ɔ ŋ ˧˧ tʰ ɛ ɲ ˦˧˥
phong thấp	f a w ŋ͡m ˧˧ tʰ ə p̚ ˦˧˥
phong thấp	f ɔ ŋ ˧˧ tʰ ə p̚ ˦˧˥
phong thần	f a w ŋ͡m ˧˧ tʰ ə ŋ ˦˩
phong thần	f ɔ ŋ ˧˧ tʰ ə ŋ ˦˩
phong thổ	f a w ŋ͡m ˧˧ tʰ o w ˧˨
phong thổ	f ɔ ŋ ˧˧ tʰ o w ˧˨
phong toả	f a w ŋ͡m ˧˧ t w aː ˧˨
phong toả	f ɔ ŋ ˧˧ t w aː ˧˨
phong trào	f a w ŋ͡m ˧˧ ʈ aː w ˦˩
phong trào	f ɔ ŋ ˧˧ ʈ aː w ˦˩
phong trào Nghĩa Hoà Đoàn	f a w ŋ͡m ˧˧ ʈ aː w ˦˩ ŋ i ə ˧˨ h w aː ˦˩ ʔ ɗ w aː ŋ ˦˩
phong trào Nghĩa Hoà Đoàn	f ɔ ŋ ˧˧ ʈ aː w ˦˩ ŋ i ə ˧˨ h w aː ˦˩ ʔ ɗ w aː ŋ ˦˩
phong trần	f a w ŋ͡m ˧˧ ʈ ə ŋ ˦˩
phong trần	f ɔ ŋ ˧˧ ʈ ə ŋ ˦˩
phong tình	f a w ŋ͡m ˧˧ t ɨ n ˦˩
phong tình	f ɔ ŋ ˧˧ t ɨ n ˦˩
phong tước	f a w ŋ͡m ˧˧ t ɨ ə k̚ ˦˧˥
phong tước	f ɔ ŋ ˧˧ t ɨ ə k̚ ˦˧˥
phong tục	f a w ŋ͡m ˧˧ t ʊ w k͡p̚ ˨˩ ʔ
phong tục	f ɔ ŋ ˧˧ t ʊ w k͡p̚ ˨˩ ʔ
phong tục tập quán	f a w ŋ͡m ˧˧ t ʊ w k͡p̚ ˨˩ ʔ t ə p̚ ˨˩ ʔ k w aː ŋ ˦˧˥
phong tục tập quán	f ɔ ŋ ˧˧ t ʊ w k͡p̚ ˨˩ ʔ t ə p̚ ˨˩ ʔ k w aː ŋ ˦˧˥
phong vương	f a w ŋ͡m ˧˧ v ɨ ə ŋ ˧˧
phong vương	f ɔ ŋ ˧˧ v ɨ ə ŋ ˧˧
phong vị	f a w ŋ͡m ˧˧ v ɪ j ˨˩ ʔ
phong vị	f ɔ ŋ ˧˧ v ɪ j ˨˩ ʔ
phong độ	f a w ŋ͡m ˧˧ ʔ ɗ o w ˨˩ ʔ
phong độ	f ɔ ŋ ˧˧ ʔ ɗ o w ˨˩ ʔ
photphat	f o k̚ ˦˧˥ f aː k̚ ˦˧˥
photpho	f o k̚ ˦˧˥ f ɔ ˧˧
photphua	f o k̚ ˦˧˥ f u ə ˧˧
phu	f ʊ w ˧˧
phu nhân	f ʊ w ˧˧ ɲ ə ŋ ˧˧
phu phen	f ʊ w ˧˧ f ɛ ŋ ˧˧
phu phụ	f ʊ w ˧˧ f ʊ w ˨˩ ʔ
phu quân	f ʊ w ˧˧ k w ə ŋ ˧˧
phu thê	f ʊ w ˧˧ tʰ e j ˧˧
phu xe	f ʊ w ˧˧ s ɛ ˧˧
phun	f u n ˧˧
phun trào	f u n ˧˧ ʈ aː w ˦˩
phung phí	f ʊ w ŋ͡m ˧˧ f ɪ j ˨˩˦
phuy	f w ɪ j ˧˧
phá	f aː ˨˩˦
pháo	f aː w ˨˩˦
pháo binh	f aː w ˨˩˦ ʔ ɓ ɨ n ˧˧
pháo bông	f aː w ˨˩˦ ʔ ɓ ə w ŋ͡m ˧˧
pháo hoa	f aː w ˨˩˦ h w aː ˧˧
pháo lồng	f aː w ˨˩˦ l ə w ŋ͡m ˦˩
pháo tay	f aː w ˨˩˦ t a j ˧˧
pháo đài	f aː w ˨˩˦ ʔ ɗ aː j ˦˩
pháp	f aː p̚ ˦˧˥
pháp chế	f aː p̚ ˦˧˥ t͡ɕ e j ˨˩˦
pháp danh	f aː p̚ ˦˧˥ j ɛ ɲ ˧˧
pháp gia	f aː p̚ ˦˧˥ j aː ˧˧
pháp luân	f aː p̚ ˦˧˥ l w ə ŋ ˧˧
pháp luật	f aː p̚ ˦˧˥ l w ə k̚ ˨˩ ʔ
pháp lí	f aː p̚ ˦˧˥ l ɪ j ˨˩˦
pháp lệnh	f aː p̚ ˦˧˥ l e n ˨˩ ʔ
pháp nhân	f aː p̚ ˦˧˥ ɲ ə ŋ ˧˧
pháp quyền	f aː p̚ ˦˧˥ k w i ə ŋ ˦˩
pháp sư	f aː p̚ ˦˧˥ s ɨ ˧˧
pháp sư	f aː p̚ ˦˧˥ ʂ ɨ ˧˧
pháp thuật	f aː p̚ ˦˧˥ tʰ w ə k̚ ˨˩ ʔ
pháp tuyến	f aː p̚ ˦˧˥ t w i ə ŋ ˦˧˥
pháp y	f aː p̚ ˦˧˥ ʔ ɪ j ˧˧
pháp điển	f aː p̚ ˦˧˥ ʔ ɗ i ə ŋ ˧˨
pháp điển hoá	f aː p̚ ˦˧˥ ʔ ɗ i ə ŋ ˧˨ h w aː ˨˩˦
phát	f aː k̚ ˦˧˥
phát biểu	f aː k̚ ˦˧˥ ʔ ɓ i w ˧˨
phát bệnh	f aː k̚ ˦˧˥ ʔ ɓ e n ˨˩ ʔ
phát cuồng	f aː k̚ ˦˧˥ k u ə ŋ ˦˩
phát dục	f aː k̚ ˦˧˥ j ʊ w k͡p̚ ˨˩ ʔ
phát giác	f aː k̚ ˦˧˥ j aː k̚ ˦˧˥
phát hiện	f aː k̚ ˦˧˥ h i ə ŋ ˨˩ ʔ
phát hoả	f aː k̚ ˦˧˥ h w aː ˧˨
phát huy	f aː k̚ ˦˧˥ h w ɪ j ˧˧
phát hành	f aː k̚ ˦˧˥ h ɛ ɲ ˦˩
phát kiến	f aː k̚ ˦˧˥ k i ə ŋ ˦˧˥
phát lưu	f aː k̚ ˦˧˥ l ɨ w ˧˧
phát lộ	f aː k̚ ˦˧˥ l o w ˨˩ ʔ
phát minh	f aː k̚ ˦˧˥ m ɨ n ˧˧
phát ngôn	f aː k̚ ˦˧˥ ŋ o ŋ ˧˧
phát ngôn viên	f aː k̚ ˦˧˥ ŋ o ŋ ˧˧ v i ə ŋ ˧˧
phát nổ	f aː k̚ ˦˧˥ n o w ˧˨
phát quang	f aː k̚ ˦˧˥ k w aː ŋ ˧˧
phát sinh	f aː k̚ ˦˧˥ s ɨ n ˧˧
phát sinh	f aː k̚ ˦˧˥ ʂ ɨ n ˧˧
phát sóng	f aː k̚ ˦˧˥ s ɔ ŋ ˦˧˥
phát sóng	f aː k̚ ˦˧˥ ʂ a w ŋ͡m ˦˧˥
phát thanh	f aː k̚ ˦˧˥ tʰ ɛ ɲ ˧˧
phát thanh viên	f aː k̚ ˦˧˥ tʰ ɛ ɲ ˧˧ v i ə ŋ ˧˧
phát triển	f aː k̚ ˦˧˥ ʈ i ə ŋ ˧˨
phát tác	f aː k̚ ˦˧˥ t aː k̚ ˦˧˥
phát tán	f aː k̚ ˦˧˥ t aː ŋ ˦˧˥
phát xít	f aː k̚ ˦˧˥ s i t̚ ˦˧˥
phát âm	f aː k̚ ˦˧˥ ʔ ə m ˧˧
phát điên	f aː k̚ ˦˧˥ ʔ ɗ i ə ŋ ˧˧
phát điện	f aː k̚ ˦˧˥ ʔ ɗ i ə ŋ ˨˩ ʔ
phát đạt	f aː k̚ ˦˧˥ ʔ ɗ aː k̚ ˨˩ ʔ
phát động	f aː k̚ ˦˧˥ ʔ ɗ ə w ŋ͡m ˨˩ ʔ
phát ốm	f aː k̚ ˦˧˥ ʔ o m ˦˧˥
phân	f ə ŋ ˧˧
phân biệt	f ə ŋ ˧˧ ʔ ɓ i ə k̚ ˨˩ ʔ
phân biệt vùng miền	f ə ŋ ˧˧ ʔ ɓ i ə k̚ ˨˩ ʔ v ʊ w ŋ͡m ˦˩ m i ə ŋ ˦˩
phân biệt đối xử	f ə ŋ ˧˧ ʔ ɓ i ə k̚ ˨˩ ʔ ʔ ɗ o j ˨˩˦ s ɨ ˧˨
phân bua	f ə ŋ ˧˧ ʔ ɓ u ə ˧˧
phân bì	f ə ŋ ˧˧ ʔ ɓ ɪ j ˦˩
phân bón	f ə ŋ ˧˧ ʔ ɓ ɔ ŋ ˦˧˥
phân băng li tích	f ə ŋ ˧˧ ʔ ɓ a ŋ ˧˧ l ɪ j ˧˧ t ɨ t̚ ˦˧˥
phân bố	f ə ŋ ˧˧ ʔ ɓ o w ˨˩˦
phân bổ	f ə ŋ ˧˧ ʔ ɓ o w ˧˨
phân chia	f ə ŋ ˧˧ t͡ɕ i ə ˧˧
phân công	f ə ŋ ˧˧ k ə w ŋ͡m ˧˧
phân công lao động	f ə ŋ ˧˧ k ə w ŋ͡m ˧˧ l aː w ˧˧ ʔ ɗ ə w ŋ͡m ˨˩ ʔ
phân giải	f ə ŋ ˧˧ j aː j ˧˨
phân hiệu	f ə ŋ ˧˧ h i w ˨˩ ʔ
phân hoá	f ə ŋ ˧˧ h w aː ˨˩˦
phân hoá tố	f ə ŋ ˧˧ h w aː ˨˩˦ t o w ˨˩˦
phân huỷ	f ə ŋ ˧˧ h w ɪ j ˧˨
phân hội	f ə ŋ ˧˧ h o j ˨˩ ʔ
phân khoa	f ə ŋ ˧˧ kʰ w aː ˧˧
phân khối	f ə ŋ ˧˧ kʰ o j ˨˩˦
phân li	f ə ŋ ˧˧ l ɪ j ˧˧
phân loại	f ə ŋ ˧˧ l w aː j ˨˩ ʔ
phân loại học	f ə ŋ ˧˧ l w aː j ˨˩ ʔ h a w k͡p̚ ˨˩ ʔ
phân loại sinh học	f ə ŋ ˧˧ l w aː j ˨˩ ʔ s ɨ n ˧˧ h a w k͡p̚ ˨˩ ʔ
phân loại sinh học	f ə ŋ ˧˧ l w aː j ˨˩ ʔ ʂ ɨ n ˧˧ h a w k͡p̚ ˨˩ ʔ
phân lưu	f ə ŋ ˧˧ l ɨ w ˧˧
phân nửa	f ə ŋ ˧˧ n ɨ ə ˧˨
phân phát	f ə ŋ ˧˧ f aː k̚ ˦˧˥
phân phối	f ə ŋ ˧˧ f o j ˨˩˦
phân quyền	f ə ŋ ˧˧ k w i ə ŋ ˦˩
phân rẽ	f ə ŋ ˧˧ ʐ ɛ ˧˨
phân số	f ə ŋ ˧˧ s o w ˨˩˦
phân số	f ə ŋ ˧˧ ʂ o w ˨˩˦
phân thân	f ə ŋ ˧˧ tʰ ə ŋ ˧˧
phân tán	f ə ŋ ˧˧ t aː ŋ ˦˧˥
phân tâm	f ə ŋ ˧˧ t ə m ˧˧
phân tâm học	f ə ŋ ˧˧ t ə m ˧˧ h a w k͡p̚ ˨˩ ʔ
phân tích	f ə ŋ ˧˧ t ɨ t̚ ˦˧˥
phân từ	f ə ŋ ˧˧ t ɨ ˦˩
phân từ hiện tại	f ə ŋ ˧˧ t ɨ ˦˩ h i ə ŋ ˨˩ ʔ t aː j ˨˩ ʔ
phân từ quá khứ	f ə ŋ ˧˧ t ɨ ˦˩ k w aː ˨˩˦ kʰ ɨ ˨˩˦
phân tử	f ə ŋ ˧˧ t ɨ ˧˨
phân tử khối	f ə ŋ ˧˧ t ɨ ˧˨ kʰ o j ˨˩˦
phân viện	f ə ŋ ˧˧ v i ə ŋ ˨˩ ʔ
phân vân	f ə ŋ ˧˧ v ə ŋ ˧˧
phân vùng	f ə ŋ ˧˧ v ʊ w ŋ͡m ˦˩
phân xử	f ə ŋ ˧˧ s ɨ ˧˨
phân định	f ə ŋ ˧˧ ʔ ɗ ɨ n ˨˩ ʔ
phân ưu	f ə ŋ ˧˧ ʔ ɨ w ˧˧
phây	f ə j ˧˧
phè	f ɛ ˦˩
phè phỡn	f ɛ ˦˩ f əː ŋ ˧˨
phèn	f ɛ ŋ ˦˩
phèo	f ɛ w ˦˩
phép	f ɛ p̚ ˦˧˥
phép biện chứng	f ɛ p̚ ˦˧˥ ʔ ɓ i ə ŋ ˨˩ ʔ t͡ɕ ɨ ŋ ˦˧˥
phép chia	f ɛ p̚ ˦˧˥ t͡ɕ i ə ˧˧
phép cộng	f ɛ p̚ ˦˧˥ k ə w ŋ͡m ˨˩ ʔ
phép mầu	f ɛ p̚ ˦˧˥ m ə w ˦˩
phép nhân	f ɛ p̚ ˦˧˥ ɲ ə ŋ ˧˧
phép thuật	f ɛ p̚ ˦˧˥ tʰ w ə k̚ ˨˩ ʔ
phép thắng lợi tinh thần	f ɛ p̚ ˦˧˥ tʰ a ŋ ˦˧˥ l əː j ˨˩ ʔ t ɨ n ˧˧ tʰ ə ŋ ˦˩
phép thử	f ɛ p̚ ˦˧˥ tʰ ɨ ˧˨
phép toán	f ɛ p̚ ˦˧˥ t w aː ŋ ˦˧˥
phép toán số học	f ɛ p̚ ˦˧˥ t w aː ŋ ˦˧˥ s o w ˨˩˦ h a w k͡p̚ ˨˩ ʔ
phép toán số học	f ɛ p̚ ˦˧˥ t w aː ŋ ˦˧˥ ʂ o w ˨˩˦ h a w k͡p̚ ˨˩ ʔ
phép trừ	f ɛ p̚ ˦˧˥ ʈ ɨ ˦˩
phép tắc	f ɛ p̚ ˦˧˥ t a k̚ ˦˧˥
phép vua thua lệ làng	f ɛ p̚ ˦˧˥ v u ə ˧˧ tʰ u ə ˧˧ l e j ˨˩ ʔ l aː ŋ ˦˩
phét	f ɛ t̚ ˦˧˥
phét lác	f ɛ t̚ ˦˧˥ l aː k̚ ˦˧˥
phê	f e j ˧˧
phê bình	f e j ˧˧ ʔ ɓ ɨ n ˦˩
phê chuẩn	f e j ˧˧ t͡ɕ w ə ŋ ˧˨
phê cỏ	f e j ˧˧ k ɔ ˧˨
phê duyệt	f e j ˧˧ j w i ə k̚ ˨˩ ʔ
phê như con tê tê	f e j ˧˧ ɲ ɨ ˧˧ k ɔ ŋ ˧˧ t e j ˧˧ t e j ˧˧
phê phán	f e j ˧˧ f aː ŋ ˦˧˥
phê điểm	f e j ˧˧ ʔ ɗ i ə m ˧˨
phên	f e n ˧˧
phên giậu	f e n ˧˧ j ə w ˨˩ ʔ
phì	f ɪ j ˦˩
phì cười	f ɪ j ˦˩ k ɨ j ˦˩
