A	a
literarizat	l i t e r a r i z a t
literatură	l i t e r a t u r ə
litiu	l i t j u
litograf	l i t o ɡ r a f
litografă	l i t o ɡ r a f ə
lituanian	l i t u a n i a n
lituaniană	l i t u a n i a n ə
livadă	l i v a d ə
lizibil	l i z i b i l
lișiță	l i ʃ i t͡s ə
lobbyist	l o b i i s t
lobbyistă	l o b i i s t ə
lobonț	l o b o n t͡s
loc	l o k
local	l o k a l
locaș	l o k a ʃ
locație	l o k a t͡s i e
locuință	l o k u i n t͡s ə
locuțiune	l o k u t͡s i u n e
logodi	l o ɡ o d i
logodna	l o ɡ o d n a
logodnă	l o ɡ o d n ə
loitră	l o j t r ə
longeviv	l o n d͡ʒ e v i v
lopătar	l o p ə t a r
lor	l o r
lori	l o r i
lot	l o t
lotri	l o t r i
lotus	l o t u s
lovi	l o v i
loviluție	l o v i l u t͡s i e
loviluție	l o v i l u t͡s j e
lovind	l o v i n d
lua	l u a
lua	l w a
luare	l u a r e
luat	l w a t
luați	l u a t͡sʲ
lubeniță	l u b e n i t s ə
luceam	l u t͡ʃ a m
luced	l u t͡ʃ e d
lucid	l u t͡ʃ i d
lucios	l u t͡ʃʲ o s
lucra	l u k r a
lucrare	l u k r a r e
lucrat	l u k r a t
lucrați	l u k r a t͡sʲ
lucrul	l u k r u
lucrul	l u k r u l
lucruri	l u k r u rʲ
lucrușor	l u k r u ʃ o r
lucrătoare	l u k r ə t o̯ a r e
lucrător	l u k r ə t o r
lugubru	l u ɡ u b r u
lui	l u j
lume	l u m e
lumea	l u m e̯ a
luminos	l u m i n o s
lumină	l u m i n ə
lumânare	l u m ɨ n a r e
luna	l u n a
lunar	l u n a r
lunatic	l u n a t i k
lunecos	l u n e k o s
lung	l u ŋ ɡ
lungi	l u n d͡ʒ i
lungime	l u n d͡ʒ i m e
luni	l u nʲ
lună	l u n ə
lup	l u p
lupească	l u p e̯ a s k ə
lupesc	l u p e s k
lupești	l u p e ʃ tʲ
lupi	l u pʲ
lupta	l u p t a
luptaș	l u p t a ʃ
lupă	l u p ə
lutier	l u t i e r
lutos	l u t o s
lutră	l u t r ə
luxa	l u k s a
luxurios	l u k s u r i o s
luăm	l u ə m
lânced	l ɨ n t͡ʃ e d
lângă	l ɨ n ɡ ə
lânos	l ɨ n o s
lăbărțat	l ə b ə r t͡s a t
lăcrima	l ə k r i m a
lăcrimos	l ə k r i m o s
lăcrămos	l ə k r ə m o s
lăcătuș	l ə k ə t u ʃ
lămuriu	l ə m u r i w
lămâi	l ə m ɨ j
lămâie	l ə m ɨ j e
lămâiță	l ə m ɨ i t͡s ə
lăptos	l ə p t o s
lăptucă	l ə p t u k ə
lăpturi	l ə p t u rʲ
lărgime	l ə r d͡ʒ i m e
lăsa	l ə s a
lăsat	l ə s a t
lătișor	l ə t i ʃ o r
lăuda	l ə u d a
lăuda	l ə w d a
lăudatnic	l ə u d a t n i k
lăudăros	l ə u d ə r o s
lăudăroșenie	l ə u d ə r o ʃ e n i e
lăudător	l ə u d ə t o r
lăutar	l ə u t a r
lățime	l ə t͡s i m e
m	m
mac	m a k
macabra	m a k a b r a
macedoromân	m a t͡ʃ e d o r o m ɨ n
machetă	m a k e t ə
machia	m a k i a
machiaj	m a k i a ʒ
macrou	m a k r o w
macru	m a k r u
macula	m a k u l a
maestru	m a e s t r u
maghiar	m a ɡ j a r
maghiari	m a ɡ j a rʲ
maghiară	m a ɡ j a r ə
magic	m a d͡ʒ i k
magician	m a d͡ʒ i t͡ʃ a n
magician	m a d͡ʒ i t͡ʃ i a n
magiciană	m a d͡ʒ i t͡ʃ i a n ə
magistral	m a d͡ʒ i s t r a l
magistru	m a d͡ʒ i s t r u
magnet	m a ɡ n e t
magnetiza	m a ɡ n e t i z a
magneziu	m a ɡ n e z j u
magnific	m a ɡ n i f i k
mahala	m a h a l a
mahalagioaică	m a h a l a d͡ʒ o̯ a j k ə
mahalagiu	m a h a l a d͡ʒ i w
mai	m a j
maică	m a j k ə
maimuță	m a j m u t͡s ə
maioneză	m a j o n e z ə
maiuri	m a j u rʲ
majorat	m a ʒ o r a t
maleabil	m a l e a b i l
malefic	m a l e f i k
mall	m o l
maltez	m a l t e z
malteză	m a l t e z ə
mamifer	m a m i f e r
mamut	m a m u t
mamă	m a m ə
managerial	m a n a d͡ʒ e r i a l
mandolină	m a n d o l i n ə
mandolă	m a n d o l ə
manea	m a n e̯ a
manechinul	m a n e k i n u
manechinul	m a n e k i n u l
mangan	m a n ɡ a n
mangustă	m a n ɡ u s t ə
manifestant	m a n i f e s t a n t
manual	m a n u a l
maoism	m a o i s m
mape	m a p e
mapă	m a p ə
maracas	m a r a k a s
maram	m a r a m
maratonist	m a r a t o n i s t
maratonistă	m a r a t o n i s t ə
marca	m a r k a
marcai	m a r k a j
marcaj	m a r k a ʒ
marcam	m a r k a m
mare	m a r e
marea	m a r e̯ a
mareșal	m a r e ʃ a l
marfă	m a ɾ f ə
marginaliza	m a r d͡ʒ i n a l i z a
maria	m a r i a
maria	m a r j a
marin	m a r i n
marmură	m a r m u r ə
marsuin	m a r s u i n
martie	m a r t i j e
martir	m a r t i r
martor	m a r t o r
marulă	m a r u l ə
marț	m a r t͡s
marți	m a r t͡sʲ
masacra	m a s a k r a
masacru	m a s a k r u
masaj	m a s a ʒ
masculi	m a s k u lʲ
masculin	m a s k u l i n
mască	m a s k ə
maseur	m a s ø r
maseuză	m a s ø z ə
maseză	m a s e z ə
masturbare	m a s t u r b a r ɛ
masturbat	m a s t u r b a t
masturbatul	m a s t u r b a t u
masturbatul	m a s t u r b a t u l
masturbație	m a s t u r b a t͡s i e
masă	m a s ə
matematic	m a t e m a t i k
matematician	m a t e m a t i t͡ʃ i a n
matematiciană	m a t e m a t i t͡ʃ i a n ə
materialist	m a t e r i a l i s t
materie	m a t e r i e
materie	m a t e r j e
mator	m a t o r
matracucă	m a t r a k u k ə
matur	m a t u r
maur	m a u r
mauritian	m a u r i t͡s i a n
maxim	m a k s i m
maximiza	m a k s i m i z a
mazăre	m a z ə r e
maș	m a ʃ
mașina	m a ʃ i n a
mașini	m a ʃ i nʲ
mașină	m a ʃ i n ə
mașteră	m a ʃ t e r ə
meargă	m e̯ a r ɡ ə
measer	m e̯ a s e r
mecanic	m e k a n i k
meci	m e t͡ʃʲ
media	m e d i a
mediatiza	m e d i a t i z a
medic	m e d i k
medicament	m e d i k a m e n t
medicamente	m e d i k a m e n t e
medici	m e d i t͡ʃʲ
medică	m e d i k ə
medie	m e d i e
mediocru	m e d i o k r u
mediu	m e d j u
meduză	m e d u z ə
mei	m e j
melc	m e l k
melci	m e l t͡ʃʲ
mele	m e l e
melodie	m e l o d i e
membrane	m e m b r a n e
membranos	m e m b r a n o s
membrană	m e m b r a n ə
memora	m e m o r a
memorie	m e m o r i e
memorie	m e m o r j e
memoriza	m e m o r i z a
memă	m e m ə
menaja	m e n a ʒ a
mentenanță	m e n t e n a n t͡s ə
mentă	m e n t ə
menține	m e n t͡s i n e
menținere	m e n t͡s i n e r e
mențineri	m e n t͡s i n e rʲ
merceriza	m e r t͡ʃ e r i z a
mercur	m e r k u r
mere	m e r e
meresân	m e r e s ɨ n
merg	m e r ɡ
merge	m e r d͡ʒ e
mergea	m e r d͡ʒ a
mergeai	m e r d͡ʒ a j
mergeam	m e r d͡ʒ a m
mergeau	m e r d͡ʒ a w
mergeați	m e r d͡ʒ a t͡sʲ
mergeți	m e r d͡ʒ e t͡sʲ
mergi	m e r d͡ʒʲ
mergând	m e r ɡ ɨ n d
meridional	m e r i d i j o n a l
meridional	m e r i d i o n a l
merita	m e r i t a
merită	m e r i t ə
merișoare	m e r i ʃ o̯ a r e
merișor	m e r i ʃ o r
merișori	m e r i ʃ o rʲ
mermeli	m e r m e l i
merse	m e r s e
mersei	m e r s e j
merseră	m e r s e r ə
merserăm	m e r s e r ə m
merserăți	m e r s e r ə t͡sʲ
mersese	m e r s e s e
mersesem	m e r s e s e m
merseseră	m e r s e s e r ə
merseserăm	m e r s e s e r ə m
merseserăți	m e r s e s e r ə t͡sʲ
merseseși	m e r s e s e ʃʲ
merseși	m e r s e ʃʲ
mesaj	m e s a ʒ
mesean	m e s e̯ a n
meser	m e s e r
mestecară	m e s t e k a r ə
metaboliza	m e t a b o l i z a
metaforiza	m e t a f o r i z a
metaforă	m e t a f o r ə
metal	m e t a l
metaliza	m e t a l i z a
metan	m e t a n
metanol	m e t a n o l
meteorolog	m e t e o r o l o ɡ
meteorologică	m e t e o r o l o d͡ʒ i k ə
meteorologă	m e t e o r o l o ɡ ə
metrolog	m e t r o l o ɡ
metrologă	m e t r o l o ɡ ə
meu	m e w
mezanin	m e z a n i n
mește	m e ʃ t e
mi	m i
mia	m i j a
mia	m j a
miasmatic	m i a s m a t i k
miasmă	m j a s m ə
miau	m j a w
miazănoapte	m j a z ə n o̯ a p t e
miazăzi	m j a z ə z i
mic	m i k
mica	m i k a
michiduță	m i k i d u t͡s ə
micolog	m i k o l o ɡ
micologă	m i k o l o ɡ ə
microbiolog	m i k r o b i o l o ɡ
microbiologic	m i k r o b i o l o d͡ʒ i k
microbiologă	m i k r o b i o l o ɡ ə
microfilma	m i k r o f i l m a
micuț	m i k u t͡s
mie	m i e
mied	m j e d
mier	m j e r
miercuri	m j e r k u rʲ
miere	m j e r e
mierli	m j e r l i
mieros	m j e r o s
migdală	m i ɡ d a l ə
migrenă	m i ɡ r e n ə
mii	m i j
miime	m i i m e
mijloc	m i ʒ l o k
mijloci	m i ʒ l o t͡ʃ i
milan	m i l a n
mileniu	m i l e n j u
miligram	m i l i ɡ r a m
milimetric	m i l i m e t r i k
militariza	m i l i t a r i z a
mimetiza	m i m e t i z a
mincinos	m i n t͡ʃ i n o s
minciună	m i n t͡ʃ u n ə
mine	m i n e
miner	m i n e r
mineral	m i n e r a l
mineraliza	m i n e r a l i z a
mineralizabil	m i n e r a l i z a b i l
mineralog	m i n e r a l o ɡ
mineralogia	m i n e r a l o d͡ʒ i a
mineralogie	m i n e r a l o d͡ʒ i e
mineralogă	m i n e r a l o ɡ ə
minifotbal	m i n i f o t b a l
minimiza	m i n i m i z a
mint	m i n t
mintal	m i n t a l
minte	m i n t e
mintos	m i n t o s
minuna	m i n u n a
minuscul	m i n u s k u l
minuțios	m i n u t͡s i o s
minți	m i n t͡s i
minți	m i n t͡sʲ
mințitor	m i n t͡s i t o r
mioară	m i o̯ a r ə
mioară	m j o̯ a r ə
miorlau	m j o r l a w
miorlăi	m j o r l ə i
miraj	m i r a ʒ
mireasă	m i r e̯ a s ə
miresei	m i r e s e j
miresii	m i r e s i j
miros	m i r o s
mirosi	m i r o s i
mirositor	m i r o s i t o r
mistreț	m i s t r e t͡s
mitifica	m i t i f i k a
mititel	m i t i t e l
mitologic	m i t o l o d͡ʒ i k
mitoman	m i t o m a n
mizer	m i z e r
mizerabil	m i z e r a b i l
mizerie	m i z e r i e
mișca	m i ʃ k a
mișcător	m i ʃ k ə t o r
mișel	m i ʃ e l
miță	m i t͡s ə
mlădior	m l ə d i o r
mlădios	m l ə d i o s
mlădiță	m l ə d i t͡s ə
moale	m o̯ a l e
moarte	m o̯ a r t e
moartea	m o̯ a r t e̯ a
moară	m o̯ a r ə
moașă	m o̯ a ʃ ə
mobiliza	m o b i l i z a
model	m o d e l
modela	m o d e l a
modera	m o d e r a
moderație	m o d e r a t͡s i e
modest	m o d e s t
modificat	m o d i f i k a t
modificate	m o d i f i k a t e
modul	m o d u
modul	m o d u l
module	m o d u l e
modă	m o d ə
mojdrean	m o ʒ d r e̯ a n
moldovenesc	m o l d o v e n e s k
molicel	m o l i t͡ʃ e l
molipsi	m o l i p s i
molișor	m o l i ʃ o r
moluscă	m o l u s k ə
moluște	m o l u ʃ t e
molări	m o l ə r i
momeală	m o m e̯ a l ə
moment	m o m e n t
momentul	m o m e n t u
momentul	m o m e n t u l
monarhic	m o n a r h i k
monegasc	m o n e ɡ a s k
monegaști	m o n e ɡ a ʃ tʲ
mongol	m o ŋ ɡ o l
monoaxial	m o n o a k s i a l
monogam	m o n o ɡ a m
monolit	m o n o l i t
monometru	m o n o m e t r u
monoplan	m o n o p l a n
monotrem	m o n o t r e m
monotremă	m o n o t r e m ə
monstru	m o n s t r u
montan	m o n t a n
monument	m o n u m e n t
monumental	m o n u m e n t a l
moralitate	m o r a l i t a t e
morcovi	m o r k o vʲ
morfem	m o r f e m
morfoză	m o r f o z ə
moroi	m o r o j
morsă	m o r s ə
mortar	m o r t a r
mortier	m o r t i e r
morți	m o r t͡sʲ
motan	m o t a n
motociclist	m o t o t͡ʃ i k l i s t
motocicliste	m o t o t͡ʃ i k l i s t e
motociclistă	m o t o t͡ʃ i k l i s t ə
motocicliști	m o t o t͡ʃ i k l i ʃ tʲ
motor	m o t o r
motorist	m o t o r i s t
motoristă	m o t o r i s t ə
mov	m o v
moșneag	m o ʃ n e̯ a ɡ
moșnegi	m o ʃ n e d͡ʒʲ
mreană	m r e̯ a n ə
ms	m ɨ s ɨ
muced	m u t͡ʃ e d
mucenic	m u t͡ʃ e n i k
mucilaginos	m u t͡ʃ i l a d͡ʒ i n o s
mucilagiu	m u t͡ʃ i l a d͡ʒ i u̯
mucos	m u k o s
muezin	m u e z i n
muflon	m u f l o n
mugure	m u ɡ u r e
muia	m u j a
muie	m u j e
muiere	m u j e r e
muist	m u i s t
mult	m u l t
multe	m u l t e
multiculturalism	m u l t i c u l t u r a l i s m
multiplicație	m u l t i p l i k a t͡s i e
multipolar	m u l t i p o l a r
multă	m u l t ə
mulțam	m u l t͡s a m
mulți	m u l t͡sʲ
mulțime	m u l t͡s i m e
mulțimea	m u l t͡s i m e̯ a
mulțimi	m u l t͡s i mʲ
mulțimile	m u l t͡s i m i l e
mulțimilor	m u l t͡s i m i l o r
munci	m u n t͡ʃ i
muncitorime	m u n t͡ʃ i t o r i m e
muncă	m u ŋ k ə
munte	m u n t e
muntean	m u n t e̯ a n
muntenească	m u n t e n e̯ a s k ə
muntenesc	m u n t e n e s k
muntenești	m u n t e n e ʃ tʲ
muntos	m u n t o s
mur	m u r
murdar	m u r d a r
murg	m u r ɡ
muri	m u r i
muribund	m u r i b u n d
muritor	m u r i t o r
muriș	m u r i ʃ
mură	m u r ə
muschetar	m u s k e t a r
musculos	m u s k u l o s
mustață	m u s t a t͡s ə
mustăcios	m u s t ə t͡ʃʲ o s
mut	m u t
mutație	m u t a t͡s i e
muzeu	m u z e w
muzical	m u z i k a l
muzică	m u z i k ə
mușchios	m u ʃ k j o s
muștar	m u ʃ t a r
muțenie	m u t͡s e n i e
mâine	m ɨ j n e̞
mâini	m ɨ j nʲ
mâlci	m ɨ l t͡ʃ i
mâna	m ɨ n a
mânca	m ɨ n k a
mâncare	m ɨ n k a r e
mâncăcios	m ɨ n k ə t͡ʃʲ o s
mândrie	m ɨ n d r i e
mândru	m ɨ n d r u
mânea	m ɨ n e̯ a
mâneca	m ɨ n e k a
mânecii	m ɨ n e t͡ʃ i j
mânecă	m ɨ n e k ə
mângâia	m ɨ n ɡ ɨ j a
mântui	m ɨ n t u i
mânuță	m ɨ n u t͡s ə
mânz	m ɨ n z
mânzare	m ɨ n z a r e
mânză	m ɨ n z ə
mână	m ɨ n ə
mânăstire	m ɨ n ə s t i r e
mârced	m ɨ r t͡ʃ e d
mârșav	m ɨ r ʃ a v
mâță	m ɨ t͡s ə
mă	m ə
măcelări	m ə t͡ʃ e l ə r i
măciucă	m ə t͡ʃʲ u k ə
măcăleandru	m ə k ə l e̯ a n d r u
mădulare	m ə d u l a r e
măgar	m ə ɡ a r
măgulă	m ə ɡ u l ə
măgură	m ə ɡ u r ə
măgărească	m ə ɡ ə r e̯ a s k ə
măgăresc	m ə ɡ ə r e s k
măgărești	m ə ɡ ə r e ʃ tʲ
măi	m ə j
măicuță	m ə j k u t͡s ə
măiestru	m ə j e s t r u
măior	m ə j o r
mălai	m ə l a j
mămică	m ə m i k ə
mămăligă	m ə m ə l i ɡ ə
mănușă	m ə n u ʃ ə
mănăstire	m ə n ə s t i r e
măr	m ə r
mărar	m ə r a r
măreț	m ə r e t͡s
mări	m ə r i
mări	m ə rʲ
mărime	m ə r i m e
mărinimos	m ə r i n i m o s
mărire	m ə r i r e
mărit	m ə r i t
mărișor	m ə r i ʃ o r
mărunt	m ə r u n t
măruntaie	m ə r u n t a j e
mărunțel	m ə r u n t͡s e l
mărunți	m ə r u n t͡s i
mărunți	m ə r u n t͡sʲ
mărunțiș	m ə r u n t͡s i ʃ
mărțișor	m ə r t͡s i ʃ o r
măscări	m ə s k ə r i
măsea	m ə s e̯ a
măslin	m ə s l i n
măsliniu	m ə s l i n i w
măslină	m ə s l i n ə
măsura	m ə s u r a
măsură	m ə s u r ə
măsălar	m ə s ə l a r
mătanie	m ə t a n i e
mătanie	m ə t a n j e
mătreață	m ə t r e̯ a t͡s ə
mătură	m ə t u r ə
mătușă	m ə t u ʃ ə
mătăhălos	m ə t ə h ə l o s
n	n
na	n a
nadir	n a d i r
naiba	n a j b a
naiv	n a i v
nap	n a p
nativ	n a t i v
natriu	n a t r j u
natural	n a t u r a l
nauruan	n a u r u a n
nautic	n a u t i k
naviga	n a v i ɡ a
navigație	n a v i ɡ a t͡s i e
nazal	n a z a l
nazalitate	n a z a l i t a t e
nazaliza	n a z a l i z a
nașpa	n a ʃ p a
naște	n a ʃ t e
naștere	n a ʃ t e r e
nație	n a t͡s i e
național	n a t͡s i o n a l
ne	n e
neadaptat	n e a d a p t a t
neadecvat	n e a d e k v a t
neajutorat	n e a ʒ u t o r a t
neam	n e̯ a m
neant	n e a n t
neanticipat	n e a n t i t͡ʃ i p a t
neapărat	n e a p ə r a t
nearticulat	n e a r t i k u l a t
neatârnare	n e a t ɨ r n a r e
neașteptat	n e a ʃ t e p t a t
nebotezat	n e b o t e z a t
necesar	n e t͡ʃ e s a r
necesita	n e t͡ʃ e s i t a
necesitate	n e t͡ʃ e s i t a t e
nechibzuință	n e k i b z u i n t͡s ə
nechibzuit	n e k i b z u i t
necinstit	n e t͡ʃ i n s t i t
necomplicat	n e k o m p l i k a t
necomunicat	n e k o m u n i k a t
necomutabil	n e k o m u t a b i l
necongelat	n e k o n d͡ʒ e l a t
necontestat	n e k o n t e s t a t
necopt	n e k o p t
necrofor	n e k r o f o r
necromant	n e k r o m a n t
nectarină	n e k t a r i n ə
necton	n e k t o n
necuviincios	n e k u v i i n t͡ʃʲ o s
necuviincios	n e k u v iː n t͡ʃʲ o s
nedemn	n e d e m n
nedrept	n e d r e p t
neerlandez	n e e r l a n d e z
nefericire	n e f e r i t͡ʃ i r e
nefericit	n e f e r i t͡ʃ i t
nefertilizat	n e f e r t i l i z a t
nefron	n e f r o n
nefroză	n e f r o z ə
negaton	n e ɡ a t o n
neghiob	n e ɡ j o b
neglijent	n e ɡ l i ʒ e n t
negricios	n e ɡ r i t͡ʃʲ o s
negriu	n e ɡ r i w
negrotei	n e ɡ r o t e j
negru	n e ɡ r u
neguros	n e ɡ u r o s
negură	n e ɡ u r ə
negustorească	n e ɡ u s t o r e̯ a s k ə
negustoresc	n e ɡ u s t o r e s k
negustorești	n e ɡ u s t o r e ʃ tʲ
negustorime	n e ɡ u s t o r i m e
nehalit	n e h a l i t
neios	n e j o s
nejudecat	n e ʒ u d e k a t
neliniar	n e l i n i a r
nelipsită	n e l i p s i t ə
nelucrat	n e l u k r a t
nemascat	n e m a s k a t
nemeritat	n e m e r i t a t
nemernic	n e m e r n i k
nemilos	n e m i l o s
nemulțumită	n e m u l t͡s u m i t ə
nemuritor	n e m u r i t o r
nemțească	n e m t͡s e̯ a s k ə
nemțesc	n e m t͡s e s k
nemțește	n e m t͡s e ʃ t e
nemțești	n e m t͡s e ʃ tʲ
nenorocit	n e n o r o t͡ʃ i t
nenufar	n e n u f a r
nenumărabil	n e n u m ə r a b i l
nenumărat	n e n u m ə r a t
neobișnuit	n e o b i ʃ n u i t
neocolonialist	n e o k o l o n i j a l i s t
neogam	n e o ɡ a m
neomenesc	n e o m e n e s k
neon	n e o n
neplăcut	n e p l ə k u t
nepoată	n e p o̯ a t ə
nepopular	n e p o p u l a r
nepot	n e p o t
nepoți	n e p o t͡sʲ
neprevizibil	n e p r e v i z i b i l
neprețuit	n e p r e t͡s u i t
neprietenos	n e p r i e t e n o s
nepăsător	n e p ə s ə t o r
neras	n e r a s
nerecunoscut	n e r e k u n o s k u t
neregal	n e r e ɡ a l
neregulat	n e r e ɡ u l a t
nerezervat	n e r e z e r v a t
nerușinat	n e r u ʃ i n a t
nervos	n e r v o s
nesocotit	n e s o k o t i t
nesomn	n e s o m n
nespălat	n e s p ə l a t
nestimat	n e s t i m a t
nesătul	n e s ə t u l
net	n e t
neted	n e t e d
netezi	n e t e z i
neuitabil	n e u j t a b i l
neurochirurg	n e u r o k i r u r ɡ
neurolog	n e u r o l o ɡ
neurologă	n e u r o l o ɡ ə
neutraliza	n e u t r a l i z a
neutralizat	n e u t r a l i z a t
neutru	n e u t r u
nevastă	n e v a s t ə
nevoi	n e v o i
nevoi	n e v o j
nevoie	n e v o j e
nevăstuică	n e v ə s t u j k ə
nevăzător	n e v ə z ə t o r
neîmpiedicat	n e ɨ m p j e d i k a t
neîncredere	n e ɨ n k r e d e r e
neîndemânare	n e ɨ n d e m ɨ n a r e
neîndurat	n e ɨ n d u r a t
neîndurător	n e ɨ n d u r ə t o r
neîndurătorul	n e ɨ n d u r ə t o r u l
neîndurătorului	n e ɨ n d u r ə t o r u l u j
neîntemeiat	n e ɨ n t e m e j a t
neștiință	n e ʃ t i i n t͡s ə
neștiutor	n e ʃ t i u t o r
nicaraguan	n i k a r a ɡ u a n
nichel	n i k e l
nicicând	n i t͡ʃʲ k ɨ n d
nicio	n i t͡ʃʲ o
niciun	n i t͡ʃʲ u n
nigerian	n i d͡ʒ e r i a n
nimfă	n i m f ə
nimic	n i m i k
nimicitor	n i m i t͡ʃ i t o r
ninge	n i n d ʒ e
ningău	n i ŋ ɡ ə w
nins	n i n s
niscai	n i s k a j
niscaiva	n i s k a j v a
nisip	n i s i p
nisipos	n i s i p o s
nitrogen	n i t r o d͡ʒ e n
niuean	n j u e a n
nivel	n i v e l
nivelă	n i v e l ə
niște	n i ʃ t e
no	n o
no	n ɔ
no	n ɔː
noapte	n o̯ a p t e
noaptea	n o̯ a p t e̯ a
noastre	n o̯ a s t r e
noastră	n o̯ a s t r ə
nobil	n o b i l
nocturn	n o k t u r n
nod	n o d
nodos	n o d o s
noi	n o j
noian	n o j a n
noiembrie	n o j e m b r i j e
noime	n o i m e
nomad	n o m a d
nominal	n o m i n a l
nominativ	n o m i n a t i v
nominative	n o m i n a t i v e
nonstop	n o n s t o p
noptatic	n o p t a t i k
noptieră	n o p t i e r ə
nord	n o r d
nordic	n o r d i k
normal	n o r m a l
norocos	n o r o k o s
norod	n o r o d
norvegian	n o r v e d͡ʒ i a n
noră	n o r ə
nostalgic	n o s t a l d͡ʒ i k
nostimior	n o s t i m j o r
nostru	n o s t r u
nota	n o t a
notație	n o t a t͡s i e
nou	n o w
noua	n o w a
nouă	n o w ə
nouălea	n o w ə l e̯ a
nouăsprezece	n o w ə s p r e z e t͡ʃ e
nouăsprezecea	n o w ə s p r e z e t͡ʃ e̯ a
nouăsprezecelea	n o w ə s p r e z e t͡ʃ e l e̯ a
nouăzecea	n o w ə z e t͡ʃ e̯ a
nouăzeci	n o w ə z e t͡ʃʲ
nouăzecilea	n o w ə z e t͡ʃ i l e̯ a
nouășpe	n o w ə ʃ p e
nouășpea	n o w ə ʃ p e̯ a
nouășpelea	n o w ə ʃ p e l e̯ a
noștri	n o ʃ t r i
nu	n u
nuc	n u k
nuci	n u t͡ʃʲ
nucă	n u k ə
nucșoară	n u k ʃ o̯ a r ə
nudism	n u d i s m
nudist	n u d i s t
nuferi	n u f e rʲ
nufăr	n u f ə r
nuga	n u ɡ a
nuiele	n u j e l e
numa'	n u m a
numai	n u m a j
nume	n u m e
numerabilitate	n u m e r a b i l i t a t e
numeric	n u m e r i k
număr	n u m ə r
număra	n u m ə r a
numărul	n u m ə r u
numărul	n u m ə r u l
nunta	n u n t a
nuntă	n u n t ə
nupțial	n u p t͡s i a l
nurcă	n u r k ə
nutriționist	n u t r i t͡s i o n i s t
nutriționistă	n u t r i t͡s i o n i s t ə
nădejde	n ə d e ʒ d e
nădejdi	n ə d e ʒ dʲ
nădăjdui	n ə d ə ʒ d u i
năframă	n ə f r a m ə
nălban	n ə l b a n
nălucă	n ə l u k ə
nănău	n ə n ə w
năpârcă	n ə p ɨ r k ə
năpăstuit	n ə p ə s t u i t
nărav	n ə r a v
nărtos	n ə r t o s
născare	n ə s k a r e
născut	n ə s k u t
năsos	n ə s o s
năsut	n ə s u t
nătăfleț	n ə t ə f l e t͡s
nătărău	n ə t ə r ə w
năut	n ə u t
năzbutie	n ə z b u t i e
năzbâtie	n ə z b ɨ t i e
năzdrăvan	n ə z d r ə v a n
o	o
oacheș	o̯ a k e ʃ
oaie	w a j e
oală	o̯ a l ə
oameni	o̯ a m e nʲ
oare	o̯ a r e
oarecare	w a r e k a r e
oarece	o̯ a r e t͡ʃ e
oarecând	o̯ a r e k ɨ n d
oarfăn	o̯ a r f ə n
oară	o̯ a r ə
oase	o̯ a s e
oaspete	o̯ a s p e t e
oaspeți	o̯ a s p e t͡sʲ
obez	o b e z
obiectiv	o b j e k t i v
oblete	o b l e t e
obleț	o b l e t͡s
oblic	o b l i k
obligatoriu	o b l i ɡ a t o r j u
obligație	o b l i ɡ a t͡s i e
oblitera	o b l i t e r a
oblu	o b l u
obositor	o b o s i t o r
obraznic	o b r a z n i k
obrăjor	o b r ə ʒ o r
obscen	o b s t͡ʃ e n
obscur	o b s k u r
observa	o b s e r v a
observant	o b s e r v a n t
obstinație	o b s t i n a t͡s i e
obstrucție	o b s t r u k t͡s i e
obține	o b t͡s i n e
obținere	o b t͡s i n e r e
oca	o k a
occident	o k t͡ʃ i d e n t
ocean	o t͡ʃ e̯ a n
oceanograf	o t͡ʃ e̯ a n o ɡ r a f
oceanografă	o t͡ʃ e̯ a n o ɡ r a f ə
oceanul	o t͡ʃ e̯ a n u l
ochean	o k e̯ a n
ocheane	o k e̯ a n e
ochelari	o k e l a rʲ
ochi	o k i
ochi	o kʲ
octal	o k t a l
octant	o k t a n t
octet	o k t e t
octombrie	o k t o m b r i j e
octometru	o k t o m e t r u
ocupa	o k u p a
ocupator	o k u p a t o r
ocupație	o k u p a t͡s i e
odaie	o d a j e
odată	o d a t ə
odora	o d o r a
of	o f
ofensator	o f e n s a t o r
oferi	o f e r i
oferi	o f e rʲ
oficializa	o f i t͡ʃ i a l i z a
oficială	o f i t͡ʃ i a l ə
oficii	o f i t͡ʃ iː
oficiu	o f i t͡ʃ j u
ofilit	o f i l i t
ofta	o f t a
oglindă	o ɡ l i n d ə
oglinjoară	o ɡ l i n ʒ o̯ a r ə
oi	o j
oiță	o i t͡s ə
olandeză	o l a n d e z ə
olimpic	o l i m p i k
oliv	o l i v
olivă	o l i v ə
olog	o l o ɡ
om	o m
oman	o m a n
omeni	o m e n i
omenos	o m e n o s
omletă	o m l e t ə
omnipotent	o m n i p o t e n t
omnipotență	o m n i p o t e n t͡s ə
omniprezent	o m n i p r e z e n t
omniprezentul	o m n i p r e z e n t u
omniprezentul	o m n i p r e z e n t u l
omniprezența	o m n i p r e z e n t͡s a
omniprezențe	o m n i p r e z e n t͡s e
omniprezenței	o m n i p r e z e n t͡s e j
omniscient	o m n i s t͡ʃ i e n t
omogen	o m o d͡ʒ e n
omor	o m o r
omorâtură	o m o r ɨ t u r ə
omorî	o m o r ɨ
omul	o m u
omul	o m u l
oncolog	o n k o l o ɡ
oncologă	o n k o l o ɡ ə
ondulat	o n d u l a t
