あ	a̠
にやける	ɲ̟ i j a̠ k e̞ ɾ ɯ̟
にやにや	ɲ̟ i j a̠ ɲ̟ i j a̠
にゅ	ɲ̟ ɨ
にゅるにゅる	ɲ̟ ɨ ɾ ɯ̟ ɲ̟ ɨ ɾ ɯ̟
にょ	ɲ̟ o̞
にょろにょろ	ɲ̟ o̞ ɾ o̞ ɲ̟ o̞ ɾ o̞
にらみつける	ɲ̟ i ɾ a̠ mʲ i t͡s ɨ k e̞ ɾ ɯ̟
にらめっこ	ɲ̟ i ɾ a̠ m e̞ k̚ k o̞
にわか	ɲ̟ i β̞ a̠ k a̠
にわかじこみ	ɲ̟ i β̞ a̠ k a̠ ʑ i k o̞ mʲ i
にんげんわざ	ɲ̟ ĩ ŋ ɡ ẽ̞ ɰ̃ β̞ a̠ z a̠
にんにん	ɲ̟ ĩ ɲ̟ː ĩ ɴ
にんまり	ɲ̟ ĩ mː a̠ ɾʲ i
ぬ	n ɯ̟
ぬか	n ɯ̟ k a̠
ぬかよろこび	n ɯ̟ k a̠ j o̞ ɾ o̞ k o̞ bʲ i
ぬかるみ	n ɯ̟ k a̠ ɾ ɯ̟ mʲ i
ぬきうち	n ɯ̟ kʲ i ɯ̟ t͡ɕ i
ぬぎすてる	n ɯ̟ ɡʲ i s ɨ̥ t e̞ ɾ ɯ̟
ぬけがら	n ɯ̟ k e̞ ɡ a̠ ɾ a̠
ぬし	n ɯ̟ ɕ i
ぬまる	n ɯ̟ m a̠ ɾ ɯ̟
ぬめぬめ	n ɯ̟ m e̞ n ɯ̟ m e̞
ぬめり	n ɯ̟ m e̞ ɾʲ i
ぬりたくる	n ɯ̟ ɾʲ i t a̠ k ɯ̟ ɾ ɯ̟
ぬりつぶす	n ɯ̟ ɾʲ i t͡s ɨ b ɯ̟ s ɨ
ぬるぽ	n ɯ̟ ɾ ɯ̟ p o̞
ぬるまゆ	n ɯ̟ ɾ ɯ̟ m a̠ j ɯ̟
ぬれぬれ	n ɯ̟ ɾ e̞ n ɯ̟ ɾ e̞
ね	n e̞
ねあげ	n e̞ a̠ ɡ e̞
ねあせ	n e̞ a̠ s e̞
ねぇ	n e̞ː
ねえ	n e̞ː
ねかた	n e̞ k a̠ t a̠
ねがかり	n e̞ ɡ a̠ k a̠ ɾʲ i
ねくら	n e̞ k ɯ̟ ɾ a̠
ねぐるしい	n e̞ ɡ ɯ̟ ɾ ɯ̟ ɕ iː
ねこまんま	n e̞ k o̞ m ã̠ mː a̠
ねさげ	n e̞ s a̠ ɡ e̞
ねざす	n e̞ z a̠ s ɨ
ねじまげる	n e̞ ʑ i m a̠ ɡ e̞ ɾ ɯ̟
ねじりあらい	n e̞ ʑ i ɾʲ i a̠ ɾ a̠ i
ねじる	n e̞ ʑ i ɾ ɯ̟
ねじろ	n e̞ ʑ i ɾ o̞
ねすごす	n e̞ s ɨ ɡ o̞ s ɨ
ねたつぶし	n e̞ t a̠ t͡s ɨ b ɯ̟ ɕ i
ねたばらし	n e̞ t a̠ b a̠ ɾ a̠ ɕ i
ねたばれ	n e̞ t a̠ b a̠ ɾ e̞
ねたみ	n e̞ t a̠ mʲ i
ねちねち	n e̞ t͡ɕ i n e̞ t͡ɕ i
ねっこ	n e̞ k̚ k o̞
ねっとり	n e̞ t̚ t o̞ ɾʲ i
ねとねと	n e̞ t o̞ n e̞ t o̞
ねばっくれ	n e̞ b a̠ k̚ k ɯ̟ ɾ e̞
ねばつく	n e̞ b a̠ t͡s ɨ k ɯ̟
ねばねば	n e̞ b a̠ n e̞ b a̠
ねほりはほり	n e̞ h o̞ ɾʲ i h a̠ h o̞ ɾʲ i
ねぼける	n e̞ b o̞ k e̞ ɾ ɯ̟
ねむけ	n e̞ m ɯ̟ k e̞
ねむれる	n e̞ m ɯ̟ ɾ e̞ ɾ ɯ̟
ねめまわす	n e̞ m e̞ m a̠ β̞ a̠ s ɨ
ねもと	n e̞ m o̞ t o̞
ねらいうち	n e̞ ɾ a̠ i ɯ̟ t͡ɕ i
ねりてん	n e̞ ɾʲ i t ẽ̞ ɴ
ねー	n e̞ː
の	n o̞
のいけ	n o̞ i k e̞
のうのう	n o̞ː n o̞ː
のきさき	n o̞ kʲ i̥ s a̠ kʲ i
のきした	n o̞ kʲ i ɕ i t a̠
のきてん	n o̞ kʲ i t ẽ̞ ɴ
のきなみ	n o̞ kʲ i n a̠ mʲ i
のぐそ	n o̞ ɡ ɯ̟ s o̞
のこのこ	n o̞ k o̞ n o̞ k o̞
のこりかす	n o̞ k o̞ ɾʲ i k a̠ s ɨ
のさばる	n o̞ s a̠ b a̠ ɾ ɯ̟
のしかかる	n o̞ ɕ i k a̠ k a̠ ɾ ɯ̟
のじ	n o̞ ʑ i
のじめ	n o̞ ʑ i m e̞
のす	n o̞ s ɨ
のせ	n o̞ s e̞
のそのそ	n o̞ s o̞ n o̞ s o̞
のぞきま	n o̞ z o̞ kʲ i m a̠
のぞく	n o̞ z o̞ k ɯ̟
のぞむ	n o̞ z o̞ m ɯ̟
のたうつ	n o̞ t a̠ ɯ̟ t͡s ɨ
のたくる	n o̞ t a̠ k ɯ̟ ɾ ɯ̟
のちほど	n o̞ t͡ɕ i̥ h o̞ d o̞
のっかる	n o̞ k̚ k a̠ ɾ ɯ̟
のっける	n o̞ k̚ k e̞ ɾ ɯ̟
のっぺらぼう	n o̞ p̚ p e̞ ɾ a̠ b o̞ː
のっぺり	n o̞ p̚ p e̞ ɾʲ i
のどあめ	n o̞ d o̞ a̠ m e̞
のどぐろ	n o̞ d o̞ ɡ ɯ̟ ɾ o̞
のばしぼう	n o̞ b a̠ ɕ i b o̞ː
のびしろ	n o̞ bʲ i ɕ i ɾ o̞
のぶ	n o̞ b ɯ̟
のぶとい	n o̞ b ɯ̟ t o̞ i
のぶはる	n o̞ b ɯ̟ h a̠ ɾ ɯ̟
のべ	n o̞ b e̞
のべざお	n o̞ b e̞ z a̠ o̞
のべつ	n o̞ b e̞ t͡s ɨ
のべぼう	n o̞ b e̞ b o̞ː
のべる	n o̞ b e̞ ɾ ɯ̟
のほほん	n o̞ h o̞ h õ̞ ɴ
のぼせる	n o̞ b o̞ s e̞ ɾ ɯ̟
のぼり	n o̞ b o̞ ɾʲ i
のぼりぼう	n o̞ b o̞ ɾʲ i b o̞ː
のぼる	n o̞ b o̞ ɾ ɯ̟
のみ	n o̞ mʲ i
のみうた	n o̞ mʲ i ɯ̟ t a̠
のむ	n o̞ m ɯ̟
のめす	n o̞ m e̞ s ɨ
のめない	n o̞ m e̞ n a̠ i
のめりこむ	n o̞ m e̞ ɾʲ i k o̞ m ɯ̟
のらくら	n o̞ ɾ a̠ k ɯ̟ ɾ a̠
のり	n o̞ ɾʲ i
のりうつる	n o̞ ɾʲ i ɯ̟ t͡s ɨ ɾ ɯ̟
のりのり	n o̞ ɾʲ i n o̞ ɾʲ i
のろ	n o̞ ɾ o̞
のろのろ	n o̞ ɾ o̞ n o̞ ɾ o̞
のんき	n õ̞ ŋʲ kʲ i
のんだくれる	n õ̞ n d a̠ k ɯ̟ ɾ e̞ ɾ ɯ̟
のんびり	n õ̞ m bʲ i ɾʲ i
は	h a̠
はあ	h a̠ː
はい	h a̠ i
はいいろがかる	h a̠ i i ɾ o̞ ɡ a̠ k a̠ ɾ ɯ̟
はいこう	h a̠ i k o̞ː
はえ	h a̠ e̞
はかげ	h a̠ k a̠ ɡ e̞
はかもり	h a̠ k a̠ m o̞ ɾʲ i
はからう	h a̠ k a̠ ɾ a̠ ɯ̟
はきちがえる	h a̠ kʲ i t͡ɕ i ɡ a̠ e̞ ɾ ɯ̟
はきはき	h a̠ kʲ i h a̠ kʲ i
はぎれ	h a̠ ɡʲ i ɾ e̞
はぐらかす	h a̠ ɡ ɯ̟ ɾ a̠ k a̠ s ɨ
はぐる	h a̠ ɡ ɯ̟ ɾ ɯ̟
はこうま	h a̠ k o̞ː m a̠
はこおし	h a̠ k o̞ o̞ ɕ i
はこがい	h a̠ k o̞ ɡ a̠ i
はこせこ	h a̠ k o̞ s e̞ k o̞
はさき	h a̠ s a̠ kʲ i
はさみ	h a̠ s a̠ mʲ i
はさみうち	h a̠ s a̠ mʲ i ɯ̟ t͡ɕ i
はしくれ	h a̠ ɕ i̥ k ɯ̟ ɾ e̞
はしごしゃ	h a̠ ɕ i ɡ o̞ ɕ a̠
はしゃぐ	h a̠ ɕ a̠ ɡ ɯ̟
はしやすめ	h a̠ ɕ i j a̠ s ɨ m e̞
はしょる	h a̠ ɕ o̞ ɾ ɯ̟
はしりはばとび	h a̠ ɕ i ɾʲ i h a̠ b a̠ t o̞ bʲ i
はしりや	h a̠ ɕ i ɾʲ i j a̠
はじさらし	h a̠ ʑ i s a̠ ɾ a̠ ɕ i
はじまり	h a̠ ʑ i m a̠ ɾʲ i
はすむかい	h a̠ s ɨ m ɯ̟ k a̠ i
はず	h a̠ z ɨ
はずい	h a̠ z ɨ i
はずかしぬ	h a̠ z ɨ k a̠ ɕ i n ɯ̟
はずれ	h a̠ z ɨ ɾ e̞
はた	h a̠ t a̠
はたき	h a̠ t a̠ kʲ i
はたけちがい	h a̠ t a̠ k e̞ t͡ɕ i ɡ a̠ i
はたと	h a̠ t a̠ t o̞
はためいわく	h a̠ t a̠ m e̞ː β̞ a̠ k ɯ̟
はためく	h a̠ t a̠ m e̞ k ɯ̟
はたらきあり	h a̠ t a̠ ɾ a̠ kʲ i a̠ ɾʲ i
はたり	h a̠ t a̠ ɾʲ i
はだいろ	h a̠ d a̠ i ɾ o̞
はだえ	h a̠ d a̠ e̞
はだかまつり	h a̠ d a̠ k a̠ m a̠ t͡s ɨ ɾʲ i
はちのこ	h a̠ t͡ɕ i n o̞ k o̞
はちゃめちゃ	h a̠ t͡ɕ a̠ m e̞ t͡ɕ a̠
はっ	h a̠ ʔ
はっきり	h a̠ k̚ʲ kʲ i ɾʲ i
はっけよい	h a̠ k̚ k e̞ j o̞ i
はったおす	h a̠ t̚ t a̠ o̞ s ɨ
はったり	h a̠ t̚ t a̠ ɾʲ i
はっと	h a̠ t̚ t o̞
はっとうしん	h a̠ t̚ t o̞ː ɕ ĩ ɴ
はつ	h a̠ t͡s ɨ
はつけ	h a̠ t͡s ɨ k e̞
はつゆめ	h a̠ t͡s ɨ j ɯ̟ m e̞
はつる	h a̠ t͡s ɨ ɾ ɯ̟
はて	h a̠ t e̞
はてな	h a̠ t e̞ n a̠
はとこ	h a̠ t o̞ k o̞
はとぽっぽ	h a̠ t o̞ p o̞ p̚ p o̞
はなうた	h a̠ n a̠ ɯ̟ t a̠
はなお	h a̠ n a̠ o̞
はなから	h a̠ n a̠ k a̠ ɾ a̠
はなことば	h a̠ n a̠ k o̞ t o̞ b a̠
はなざかり	h a̠ n a̠ z a̠ k a̠ ɾʲ i
はなざめ	h a̠ n a̠ z a̠ m e̞
はなしがい	h a̠ n a̠ ɕ i ɡ a̠ i
はなしことば	h a̠ n a̠ ɕ i k o̞ t o̞ b a̠
はなだより	h a̠ n a̠ d a̠ j o̞ ɾʲ i
はなちらし	h a̠ n a̠ t͡ɕ i ɾ a̠ ɕ i
はなづまり	h a̠ n a̠ z ɨ m a̠ ɾʲ i
はなばたけ	h a̠ n a̠ b a̠ t a̠ k e̞
はなまる	h a̠ n a̠ m a̠ ɾ ɯ̟
はなむこ	h a̠ n a̠ m ɯ̟ k o̞
はなやぐ	h a̠ n a̠ j a̠ ɡ ɯ̟
はなよめ	h a̠ n a̠ j o̞ m e̞
はなれちち	h a̠ n a̠ ɾ e̞ t͡ɕ i t͡ɕ i
はにかみ	h a̠ ɲ̟ i k a̠ mʲ i
はにかむ	h a̠ ɲ̟ i k a̠ m ɯ̟
ははかた	h a̠ h a̠ k a̠ t a̠
ははぐま	h a̠ h a̠ ɡ ɯ̟ m a̠
はばかり	h a̠ b a̠ k a̠ ɾʲ i
はばとび	h a̠ b a̠ t o̞ bʲ i
はまだらか	h a̠ m a̠ d a̠ ɾ a̠ k a̠
はまやき	h a̠ m a̠ j a̠ kʲ i
はみだす	h a̠ mʲ i d a̠ s ɨ
はみでる	h a̠ mʲ i d e̞ ɾ ɯ̟
はむはむ	h a̠ m ɯ̟ h a̠ m ɯ̟
はやおし	h a̠ j a̠ o̞ ɕ i
はやおしき	h a̠ j a̠ o̞ ɕ i kʲ i
はやがき	h a̠ j a̠ ɡ a̠ kʲ i
はやく	h a̠ j a̠ k ɯ̟
はやし	h a̠ j a̠ ɕ i
はやしことば	h a̠ j a̠ ɕ i k o̞ t o̞ b a̠
はやびき	h a̠ j a̠ bʲ i kʲ i
はやぶさ	h a̠ j a̠ b ɯ̟ s a̠
はやまる	h a̠ j a̠ m a̠ ɾ ɯ̟
はやめ	h a̠ j a̠ m e̞
はやめる	h a̠ j a̠ m e̞ ɾ ɯ̟
はやわかり	h a̠ j a̠ β̞ a̠ k a̠ ɾʲ i
はやわざ	h a̠ j a̠ β̞ a̠ z a̠
はよ	h a̠ j o̞
はらいせ	h a̠ ɾ a̠ i s e̞
はらえ	h a̠ ɾ a̠ e̞
はらから	h a̠ ɾ a̠ k a̠ ɾ a̠
はらごしらえ	h a̠ ɾ a̠ ɡ o̞ ɕ i ɾ a̠ e̞
はらはら	h a̠ ɾ a̠ h a̠ ɾ a̠
はらばい	h a̠ ɾ a̠ b a̠ i
はらみ	h a̠ ɾ a̠ mʲ i
はらもち	h a̠ ɾ a̠ m o̞ t͡ɕ i
はらり	h a̠ ɾ a̠ ɾʲ i
はりぼて	h a̠ ɾʲ i b o̞ t e̞
はるばる	h a̠ ɾ ɯ̟ b a̠ ɾ ɯ̟
はれものあつかい	h a̠ ɾ e̞ m o̞ n o̞ a̠ t͡s ɨ k a̠ i
はわく	h a̠ β̞ a̠ k ɯ̟
はわさび	h a̠ β̞ a̠ s a̠ bʲ i
はんきゅう	h ã̠ ŋʲ kʲ ɨː
はんじゅくたまご	h ã̠ ɲ̟ d͡ʑ ɨ k ɯ̟ t a̠ m a̠ ɡ o̞
はんそで	h ã̠ ɰ̃ s o̞ d e̞
はんだごて	h ã̠ n d a̠ ɡ o̞ t e̞
はんだづけ	h ã̠ n d a̠ z ɨ k e̞
はんで	h ã̠ n d e̞
ば	b a̠
ばあ	b a̠ː
ばい	b a̠ i
ばかし	b a̠ k a̠ ɕ i
ばかすか	b a̠ k a̠ s ɨ k a̠
ばかっこいい	b a̠ k a̠ k̚ k o̞ iː
ばかっこわるい	b a̠ k a̠ k̚ k o̞ β̞ a̠ ɾ ɯ̟ i
ばかづら	b a̠ k a̠ z ɨ ɾ a̠
ばかり	b a̠ k a̠ ɾʲ i
ばきばき	b a̠ kʲ i b a̠ kʲ i
ばくあげ	b a̠ k ɯ̟ a̠ ɡ e̞
ばくがい	b a̠ k ɯ̟ ɡ a̠ i
ばくぐい	b a̠ k ɯ̟ ɡ ɯ̟ i
ばけもん	b a̠ k e̞ m õ̞ ɴ
ばける	b a̠ k e̞ ɾ ɯ̟
ばした	b a̠ ɕ i t a̠
ばしっと	b a̠ ɕ i t̚ t o̞
ばしゃばしゃ	b a̠ ɕ a̠ b a̠ ɕ a̠
ばたあし	b a̠ t a̠ a̠ ɕ i
ばたつく	b a̠ t a̠ t͡s ɨ̥ k ɯ̟
ばたばた	b a̠ t a̠ b a̠ t a̠
ばたんきゅう	b a̠ t ã̠ ŋʲ kʲ ɨː
ばち	b a̠ t͡ɕ i
ばちあたり	b a̠ t͡ɕ i a̠ t a̠ ɾʲ i
ばちくそ	b a̠ t͡ɕ i k ɯ̟ s o̞
ばっか	b a̠ k̚ k a̠
ばっかり	b a̠ k̚ k a̠ ɾʲ i
ばっくれる	b a̠ k̚ k ɯ̟ ɾ e̞ ɾ ɯ̟
ばっさり	b a̠ sː a̠ ɾʲ i
ばったり	b a̠ t̚ t a̠ ɾʲ i
ばっち	b a̠ t̚ t͡ɕ i
ばっちい	b a̠ t̚ t͡ɕ iː
ばっちし	b a̠ t̚ t͡ɕ i ɕ i
ばっちり	b a̠ t̚ t͡ɕ i ɾʲ i
ばっと	b a̠ t̚ t o̞
ばてれん	b a̠ t e̞ ɾ ẽ̞ ɴ
ばなれ	b a̠ n a̠ ɾ e̞
ばば	b a̠ b a̠
ばばあ	b a̠ b a̠ː
ばばっちい	b a̠ b a̠ t̚ t͡ɕ iː
ばみり	b a̠ mʲ i ɾʲ i
ばみる	b a̠ mʲ i ɾ ɯ̟
ばらす	b a̠ ɾ a̠ s ɨ
ばらばら	b a̠ ɾ a̠ b a̠ ɾ a̠
ばらまく	b a̠ ɾ a̠ m a̠ k ɯ̟
ばり	b a̠ ɾʲ i
ばりばり	b a̠ ɾʲ i b a̠ ɾʲ i
ばればれ	b a̠ ɾ e̞ b a̠ ɾ e̞
ばれる	b a̠ ɾ e̞ ɾ ɯ̟
ぱ	p a̠
ぱあ	p a̠ː
ぱい	p o̞ i
ぱいぱい	p a̠ i p a̠ i
ぱおーん	p a̠ õ̞ː ɴ
ぱくり	p a̠ k ɯ̟ ɾʲ i
ぱさぱさ	p a̠ s a̠ p a̠ s a̠
ぱたぱた	p a̠ t a̠ p a̠ t a̠
ぱち	p a̠ t͡ɕ i
ぱちぱち	p a̠ t͡ɕ i̥ p a̠ t͡ɕ i
ぱっと	p a̠ t̚ t o̞
ぱふぱふ	p a̠ ɸ ɯ̟ p a̠ ɸ ɯ̟
ぱらぱら	p a̠ ɾ a̠ p a̠ ɾ a̠
ぱんぱん	p ã̠ m p ã̠ ɴ
ひ	ç i
ひあそび	ç i a̠ s o̞ bʲ i
ひあたり	ç i a̠ t a̠ ɾʲ i
ひいて	ç iː t e̞
ひいる	ç iː ɾ ɯ̟
ひぇ	ç e̞
ひえっぴえ	ç i e̞ p̚ʲ pʲ i e̞
ひおおい	ç i o̞ː i
ひかえめ	ç i k a̠ e̞ m e̞
ひかえる	ç i̥ k a̠ e̞ ɾ ɯ̟
ひがしくに	ç i ɡ a̠ ɕ i k ɯ̟ ɲ̟ i
ひがた	ç i ɡ a̠ t a̠
ひがら	ç i ɡ a̠ ɾ a̠
ひきいる	ç i kʲ i i ɾ ɯ̟
ひきがたり	ç i kʲ i ɡ a̠ t a̠ ɾʲ i
ひきつづき	ç i kʲ i t͡s ɨ z ɨ kʲ i
ひきや	ç i kʲ i j a̠
ひくつく	ç i k ɯ̟ t͡s ɨ k ɯ̟
ひくひく	ç i̥ k ɯ̟ ç i̥ k ɯ̟
ひけし	ç i k e̞ ɕ i
ひけらかす	ç i k e̞ ɾ a̠ k a̠ s ɨ
ひげ	ç i ɡ e̞
ひげづら	ç i ɡ e̞ z ɨ ɾ a̠
ひこ	ç i k o̞
ひさぎ	ç i s a̠ ɡʲ i
ひさぐ	ç i̥ s a̠ ɡ ɯ̟
ひざし	ç i z a̠ ɕ i
ひしげる	ç i ɕ i ɡ e̞ ɾ ɯ̟
ひしめく	ç i ɕ i m e̞ k ɯ̟
ひしゃぐ	ç i ɕ a̠ ɡ ɯ̟
ひしゃげる	ç i ɕ a̠ ɡ e̞ ɾ ɯ̟
ひじかけ	ç i ʑ i k a̠ k e̞
ひぜに	ç i z e̞ ɲ̟ i
ひそひそ	ç i s o̞ ç i s o̞
ひたい	ç i̥ t a̠ i
ひたいかくし	ç i t a̠ i k a̠ k ɯ̟ ɕ i
ひたき	ç i t a̠ kʲ i
ひたすら	ç i̥ t a̠ s ɨ ɾ a̠
ひたむき	ç i t a̠ m ɯ̟ kʲ i
ひだき	ç i d a̠ kʲ i
ひだま	ç i d a̠ m a̠
ひだるい	ç i d a̠ ɾ ɯ̟ i
ひち	ç i t͡ɕ i
ひっくるめる	ç i k̚ k ɯ̟ ɾ ɯ̟ m e̞ ɾ ɯ̟
ひっこし	ç i k̚ k o̞ ɕ i
ひっこす	ç i̥ k̚ k o̞ s ɨ
ひっこぬく	ç i k̚ k o̞ n ɯ̟ k ɯ̟
ひっそり	ç i̥ sː o̞ ɾʲ i
ひったくり	ç i t̚ t a̠ k ɯ̟ ɾʲ i
ひっとらえる	ç i t̚ t o̞ ɾ a̠ e̞ ɾ ɯ̟
ひっぱりだこ	ç i p̚ p a̠ ɾʲ i d a̠ k o̞
ひつけ	ç i t͡s ɨ k e̞
ひとあたり	ç i t o̞ a̠ t a̠ ɾʲ i
ひとおもい	ç i t o̞ o̞ m o̞ i
ひとききぼれ	ç i t o̞ kʲ i kʲ i b o̞ ɾ e̞
ひとさま	ç i t o̞ s a̠ m a̠
ひとしきり	ç i t o̞ ɕ i kʲ i ɾʲ i
ひとすじ	ç i t o̞ s ɨ ʑ i
ひとだかり	ç i t o̞ d a̠ k a̠ ɾʲ i
ひとちがい	ç i t o̞ t͡ɕ i ɡ a̠ i
ひとっこ	ç i t o̞ k̚ k o̞
ひとっとび	ç i t o̞ t̚ t o̞ bʲ i
ひとづかれ	ç i t o̞ z ɨ k a̠ ɾ e̞
ひとづて	ç i t o̞ z ɨ t e̞
ひとはだ	ç i̥ t o̞ h a̠ d a̠
ひとまく	ç i t o̞ m a̠ k ɯ̟
ひとまず	ç i̥ t o̞ m a̠ z ɨ
ひとよい	ç i t o̞ j o̞ i
ひとよんで	ç i t o̞ j õ̞ n d e̞
ひとりがち	ç i t o̞ ɾʲ i ɡ a̠ t͡ɕ i
ひとりごと	ç i̥ t o̞ ɾʲ i ɡ o̞ t o̞
ひとりざけ	ç i t o̞ ɾʲ i z a̠ k e̞
ひとりぼっち	ç i̥ t o̞ ɾʲ i b o̞ t̚ t͡ɕ i
ひとりみ	ç i t o̞ ɾʲ i mʲ i
ひどい	ç i d o̞ i
ひひーん	ç i ç ĩː ɴ
ひぶた	ç i b ɯ̟ t a̠
ひまご	ç i m a̠ ɡ o̞
ひめくり	ç i m e̞ k ɯ̟ ɾʲ i
ひめごと	ç i m e̞ ɡ o̞ t o̞
ひめやくしまだから	ç i m e̞ j a̠ k ɯ̟ ɕ i m a̠ d a̠ k a̠ ɾ a̠
ひもじい	ç i m o̞ ʑ iː
ひもとく	ç i m o̞ t o̞ k ɯ̟
ひもの	ç i m o̞ n o̞
ひゃ	ç a̠
ひゃあ	ç a̠ː
ひや	ç i j a̠
ひやかし	ç i j a̠ k a̠ ɕ i
ひやかしきゃく	ç i j a̠ k a̠ ɕ i kʲ a̠ k ɯ̟
ひやけどめ	ç i j a̠ k e̞ d o̞ m e̞
ひゅ	ç ɨ
ひゅう	ç ɨː
ひゅっと	ç ɨ t̚ t o̞
ひょ	ç o̞
ひょうきゆれ	ç o̞ː kʲ i j ɯ̟ ɾ e̞
ひょうろく	ç o̞ː ɾ o̞ k ɯ̟
ひょうろくだま	ç o̞ː ɾ o̞ k ɯ̟ d a̠ m a̠
ひょっと	ç o̞ t̚ t o̞
ひょろい	ç o̞ ɾ o̞ i
ひょろがり	ç o̞ ɾ o̞ ɡ a̠ ɾʲ i
ひよけ	ç i j o̞ k e̞
ひよる	ç i j o̞ ɾ ɯ̟
ひらづみ	ç i ɾ a̠ z ɨ mʲ i
ひらひら	ç i ɾ a̠ ç i ɾ a̠
ひらり	ç i ɾ a̠ ɾʲ i
ひりひり	ç i ɾʲ i ç i ɾʲ i
ひろい	ç i ɾ o̞ i
ひろかず	ç i ɾ o̞ k a̠ z ɨ
ひろがる	ç i ɾ o̞ ɡ a̠ ɾ ɯ̟
ひろげる	ç i ɾ o̞ ɡ e̞ ɾ ɯ̟
ひろし	ç i ɾ o̞ ɕ i
ひろまる	ç i ɾ o̞ m a̠ ɾ ɯ̟
ひろむ	ç i ɾ o̞ m ɯ̟
ひろめる	ç i ɾ o̞ m e̞ ɾ ɯ̟
ひんこく	ç ĩ ŋ k o̞ k ɯ̟
ひんまげる	ç ĩ mː a̠ ɡ e̞ ɾ ɯ̟
ひんむく	ç ĩ mː ɯ̟ k ɯ̟
ひんやり	ç ĩ ɰ̃ j a̠ ɾʲ i
び	bʲ i
びぇ	bʲ e̞
びくびく	bʲ i k ɯ̟ bʲ i k ɯ̟
びしばし	bʲ i ɕ i b a̠ ɕ i
びしびし	bʲ i ɕ i bʲ i ɕ i
びしょびしょ	bʲ i ɕ o̞ bʲ i ɕ o̞
びせい	bʲ i s e̞ː
びた	bʲ i t a̠
びっくり	bʲ i k̚ k ɯ̟ ɾʲ i
びっくる	bʲ i k̚ k ɯ̟ ɾ ɯ̟
びっこ	bʲ i k̚ k o̞
びっしょり	bʲ i ɕː o̞ ɾʲ i
びっしり	bʲ i ɕː i ɾʲ i
びびる	bʲ i bʲ i ɾ ɯ̟
びみょい	bʲ i mʲ o̞ i
びゃ	bʲ a̠
びゅ	bʲ ɨ
びゅんびゅん	bʲ ɨ̃ m bʲ ɨ̃ ɴ
びょ	bʲ o̞
びり	bʲ i ɾʲ i
びんた	bʲ ĩ n t a̠
びんびん	bʲ ĩ m bʲ ĩ ɴ
ぴ	pʲ i
ぴぇ	pʲ e̞
ぴえん	pʲ i ẽ̞ ɴ
ぴかいち	pʲ i k a̠ i t͡ɕ i
ぴかぴか	pʲ i k a̠ pʲ i k a̠
ぴくぴく	pʲ i k ɯ̟ pʲ i k ɯ̟
ぴくり	pʲ i k ɯ̟ ɾʲ i
ぴこぴこ	pʲ i k o̞ pʲ i k o̞
ぴしっと	pʲ i ɕ i t̚ t o̞
ぴしゃり	pʲ i ɕ a̠ ɾʲ i
ぴすぴす	pʲ i s ɨ pʲ i s ɨ
ぴたり	pʲ i t a̠ ɾʲ i
ぴったし	pʲ i t̚ t a̠ ɕ i
ぴったり	pʲ i t̚ t a̠ ɾʲ i
ぴゃ	pʲ a̠
ぴゅ	pʲ ɨ
ぴょ	pʲ o̞
ぴょこぴょこ	pʲ o̞ k o̞ pʲ o̞ k o̞
ぴょこん	pʲ o̞ k õ̞ ɴ
ぴょん	pʲ õ̞ ɴ
ぴりぴり	pʲ i ɾʲ i pʲ i ɾʲ i
ぴろぴろぶえ	pʲ i ɾ o̞ pʲ i ɾ o̞ b ɯ̟ e̞
ぴんしゃん	pʲ ĩ ɰ̃ ɕ ã̠ ɴ
ぴんぴん	pʲ ĩ m pʲ ĩ ɴ
ふ	ɸ ɯ̟
ふぁ	ɸ a̠
ふぁぼ	ɸ a̠ b o̞
ふぃ	ɸʲ i
ふい	ɸ ɯ̟ i
ふいり	ɸ ɯ̟ i ɾʲ i
ふうきり	ɸ ɯ̟ː kʲ i ɾʲ i
ふうきる	ɸ ɯ̟ː kʲ i ɾ ɯ̟
ふうせんわり	ɸ ɯ̟ː s ẽ̞ ɰ̃ β̞ a̠ ɾʲ i
ふうふう	ɸ ɯ̟ː ɸ ɯ̟ː
ふうむ	ɸ ɯ̟ː m ɯ̟
ふぇ	ɸ e̞
ふえふき	ɸ ɯ̟ e̞ ɸ ɯ̟ kʲ i
ふぉ	ɸ o̞
ふかいり	ɸ ɯ̟ k a̠ i ɾʲ i
ふかぞり	ɸ ɯ̟ k a̠ z o̞ ɾʲ i
ふかづめ	ɸ ɯ̟ k a̠ z ɨ m e̞
ふかよみ	ɸ ɯ̟ k a̠ j o̞ mʲ i
ふがふが	ɸ ɯ̟ ɡ a̠ ɸ ɯ̟ ɡ a̠
ふきあれる	ɸ ɯ̟ kʲ i a̠ ɾ e̞ ɾ ɯ̟
ふきすさぶ	ɸ ɯ̟ kʲ i s ɨ s a̠ b ɯ̟
ふきつける	ɸ ɯ̟ kʲ i t͡s ɨ k e̞ ɾ ɯ̟
ふきとばす	ɸ ɯ̟ kʲ i t o̞ b a̠ s ɨ
ふきぬけ	ɸ ɯ̟ kʲ i n ɯ̟ k e̞
ふくびき	ɸ ɯ̟ k ɯ̟ bʲ i kʲ i
ふくべ	ɸ ɯ̟ k ɯ̟ b e̞
ふくよか	ɸ ɯ̟ k ɯ̟ j o̞ k a̠
ふくろめん	ɸ ɯ̟ k ɯ̟ ɾ o̞ m ẽ̞ ɴ
