अ	ə
निरावेशित	n ɪ ɾ ɑː ʋ eː ʃ ɪ t̪
निराश	n ɪ ɾ ɑː ʃ
निराशा	n ɪ ɾ ɑː ʃ ɑː
निराहार	n ɪ ɾ ɑː ɦ ɑː ɾ
निरीक्षक	n ɪ ɾ iː k ʂ ə k
निरीक्षण	n ɪ ɾ iː k ʂ ə ɳ
निरूपण	n ɪ ɾ uː p ə ɳ
निरोग	n ɪ ɾ oː ɡ
निरोध	n ɪ ɾ oː d̪ʱ
निर्घोष	n ɪ ɾ ɡʱ oː ʂ
निर्जन	n ɪ ɾ d͡ʒ ə n
निर्जलित	n ɪ ɾ d͡ʒ ə l ɪ t̪
निर्जीव	n ɪ ɾ d͡ʒ iː ʋ
निर्णय	n ɪ ɾ ɳ ə j
निर्णायक	n ɪ ɾ ɳ ɑː j ə k
निर्दिष्ट	n ɪ ɾ d̪ ɪ ʂ ʈ
निर्देश	n ɪ ɾ d̪ eː ʃ
निर्देशक	n ɪ ɾ d̪ eː ʃ ə k
निर्देशन	n ɪ ɾ d̪ eː ʃ ə n
निर्देशांक	n ɪ ɾ d̪ eː ʃ ɑ̃ː k
निर्धन	n ɪ ɾ d̪ʱ ə n
निर्धनता	n ɪ ɾ d̪ʱ ə n t̪ ɑː
निर्धारण	n ɪ ɾ d̪ʱ ɑː ɾ ə ɳ
निर्धारिती	n ɪ ɾ d̪ʱ ɑː ɾ ɪ t̪ iː
निर्बल	n ɪ ɾ b ə l
निर्भर	n ɪ ɾ bʱ ə ɾ
निर्मल	n ɪ ɾ m ə l
निर्माण	n ɪ ɾ m ɑː ɳ
निर्माता	n ɪ ɾ m ɑː t̪ ɑː
निर्मित	n ɪ ɾ m ɪ t̪
निर्मेघ	n ɪ ɾ m eː ɡʱ
निर्यात	n ɪ ɾ j ɑː t̪
निर्वाचन	n ɪ ɾ ʋ ɑː t͡ʃ ə n
निर्वाचित	n ɪ ɾ ʋ ɑː t͡ʃ ɪ t̪
निलंबित	n ɪ l ə m b ɪ t̪
निवाला	n ɪ ʋ ɑː l ɑː
निवास	n ɪ ʋ ɑː s
निवासी	n ɪ ʋ ɑː s iː
निवृत्त	n ɪ ʋ ɾ ɪ t̪ t̪
निवेदन	n ɪ ʋ eː d̪ ə n
निवेश	n ɪ ʋ eː ʃ
निशान	n ɪ ʃ ɑː n
निशानेबाज़ी	n ɪ ʃ ɑː n eː b ɑː d͡ʒ iː
निशानेबाज़ी	n ɪ ʃ ɑː n eː b ɑː z iː
निश्चय	n ɪ ʃ t͡ʃ ə j
निश्चित	n ɪ ʃ t͡ʃ ɪ t̪
निषेचन	n ɪ ʂ eː t͡ʃ ə n
निषेधन	n ɪ ʂ eː d̪ʱ ə n
निषेधात्मक	n ɪ ʂ eː d̪ʱ ɑː t̪ m ə k
निष्कर्ष	n ɪ ʂ k ə ɾ ʂ
निष्कासन	n ɪ ʂ k ɑː s ə n
निष्कासित	n ɪ ʂ k ɑː s ɪ t̪
निष्क्रिय	n ɪ ʂ k ɾ ɪ j
निष्क्रियता	n ɪ ʂ k ɾ ɪ j t̪ ɑː
निष्ठा	n ɪ ʂ ʈʰ ɑː
निष्ठुर	n ɪ ʂ ʈʰ ʊ ɾ
निष्पक्ष	n ɪ ʂ p ə k ʂ
निष्फल	n ɪ ʂ pʰ ə l
निसार	n ɪ s ɑː ɾ
निस्संदेह	n ɪ s s ə n d̪ eː ɦ
निस्सार	n ɪ s s ɑː ɾ
निहत्था	n ɪ ɦ ə t̪ t̪ʰ ɑː
निहाई	n ɪ ɦ ɑː iː
निहारना	n ɪ ɦ ɑː ɾ n ɑː
निहारिका	n ɪ ɦ ɑː ɾ ɪ k ɑː
निहित	n ɪ ɦ ɪ t̪
नी	n iː
नींबू	n iː m b uː
नींव	n iː m ʋ
नीच	n iː t͡ʃ
नीचा	n iː t͡ʃ ɑː
नीड़ज	n iː ɽ ə d͡ʒ
नीत	n iː t̪
नीति	n iː t̪ iː
नीतिगत	n iː t̪ ɪ ɡ ə t̪
नीदरलैंड	n iː d̪ ə ɾ l ɛː ɳ ɖ
नीदरलैण्ड	n iː d̪ ə ɾ l ɛː ɳ ɖ
नीयत	n iː j ə t̪
नीर	n iː ɾ
नील	n iː l
नीलगाय	n iː l ɡ ɑː j
नीलम	n iː l ə m
नीला	n iː l ɑː
नीलाम	n iː l ɑː m
नीवि	n iː ʋ iː
नीहारिका	n iː ɦ ɑː ɾ ɪ k ɑː
नुकसान	n ʊ k s ɑː n
नुकसान	n ʊ q s ɑː n
नुक़्ता	n ʊ k t̪ ɑː
नुक़्ता	n ʊ q t̪ ɑː
नुमाइंदगी	n ʊ m ɑː ɪ̃ d̪ ə ɡ iː
नुमाइंदा	n ʊ m ɑː ɪ n d̪ ɑː
नुमाइश	n ʊ m ɑː ɪ ʃ
नुसख़ा	n ʊ s kʰ ɑː
नुसख़ा	n ʊ s x ɑː
नुस्ख़ा	n ʊ s kʰ ɑː
नुस्ख़ा	n ʊ s x ɑː
नुस्खा	n ʊ s kʰ ɑː
नुस्खा	n ʊ s x ɑː
नूर	n uː ɾ
नूह	n uː ɦ
नृत्त	n ɾ ɪ t̪ t̪
नृत्य	n ɾ ɪ t̪ j ə
ने	n eː
नेक	n eː k
नेकटाई	n eː k ʈ ɑː iː
नेकदिल	n eː k d̪ ɪ l
नेकी	n eː k iː
नेटवर्क	n eː ʈ ʋ ə ɾ k
नेतन्याहू	n eː t̪ ə n j ɑː ɦ uː
नेता	n eː t̪ ɑː
नेत्र	n eː t̪ ɾ
नेत्रदान	n eː t̪ ɾ ə d̪ ɑː n
नेत्रिका	n eː t̪ ɾ ɪ k ɑː
नेत्री	n eː t̪ ɾ iː
नेत्रोपम	n eː t̪ ɾ oː p ə m
नेपाल	n eː p ɑː l
नेपालगंज	n eː p ɑː l ɡ ə n d͡ʒ
नेपाली	n eː p ɑː l iː
नेम	n eː m
नेल्लोर	n eː l l oː ɾ
नेवला	n eː ʋ l ɑː
नेस्तनाबूद	n eː s t̪ ə n ɑː b uː d̪
नैचा	n ɛː t͡ʃ ɑː
नैन	n ɛː n
नैना	n ɛː n ɑː
नोएडा	n oː eː ɖ ɑː
नोचना	n oː t͡ʃ n ɑː
नोट	n oː ʈ
नोटबंदी	n oː ʈ b ə n d̪ iː
नोटबुक	n oː ʈ b ʊ k
नोटिस	n oː ʈ ɪ s
नोनी	n oː n iː
नौ	n ɔː
नौकर	n ɔː k ə ɾ
नौकरशाही	n ɔː k ə ɾ ʃ ɑː ɦ iː
नौका	n ɔː k ɑː
नौजवान	n ɔː d͡ʒ ə ʋ ɑː n
नौटंकी	n ɔː ʈ ə ŋ k iː
नौबत	n ɔː b ə t̪
नौसिखिया	n ɔː s ɪ kʰ ɪ j ɑː
नौसेना	n ɔː s eː n ɑː
न्याय	n j ɑː j
न्यायपालिका	n j ɑː j p ɑː l ɪ k ɑː
न्यायाधीश	n j ɑː j ɑː d̪ʱ iː ʃ
न्यायिक	n j ɑː j ɪ k
न्यायोचित	n j ɑː j oː t͡ʃ ɪ t̪
न्यारा	n j ɑː ɾ ɑː
न्यास	n j ɑː s
न्यूज़	n j uː d͡ʒ
न्यूज़	n j uː z
न्यूज़ीलैंड	n j uː d͡ʒ iː l ɛː ɳ ɖ
न्यूज़ीलैंड	n j uː z iː l ɛː ɳ ɖ
न्यूज़ीलैण्ड	n j uː d͡ʒ iː l ɛː ɳ ɖ
न्यूज़ीलैण्ड	n j uː z iː l ɛː ɳ ɖ
न्यून	n j uː n
न्यूनतम	n j uː n t̪ ə m
न्योता	n j oː t̪ ɑː
प	p ə
पंक्ति	p ə ŋ k t̪ iː
पंख	p ə ŋ kʰ
पंखा	p ə ŋ kʰ ɑː
पंखावाला	p ə ŋ kʰ ɑː ʋ ɑː l ɑː
पंगु	p ə ŋ ɡ uː
पंचशील	p ə n t͡ʃ ʃ iː l
पंचायत	p ə n t͡ʃ ɑː j ə t̪
पंचायती	p ə n t͡ʃ ɑː j ə t̪ iː
पंछी	p ə n t͡ʃʰ iː
पंजा	p ə n d͡ʒ ɑː
पंजाब	p ə n d͡ʒ ɑː b
पंजाबी	p ə n d͡ʒ ɑː b iː
पंजीकरण	p ə n d͡ʒ iː k ə ɾ ə ɳ
पंजीकृत	p ə n d͡ʒ iː k ɾ ɪ t̪
पंडाल	p ə ɳ ɖ ɑː l
पंडिताई	p ə ɳ ɖ ɪ t̪ ɑː iː
पंद्रह	p ə n d̪ ɾ ə ɦ
पंसारी	p ə n s ɑː ɾ iː
पकड़	p ə k ə ɽ
पकड़ना	p ə k ə ɽ n ɑː
पकवान	p ə k ʋ ɑː n
पकाना	p ə k ɑː n ɑː
पकोड़ा	p ə k oː ɽ ɑː
पक्का	p ə k k ɑː
पक्ष	p ə k ʂ
पक्षधर	p ə k ʂ d̪ʱ ə ɾ
पक्षपात	p ə k ʂ p ɑː t̪
पक्षपातपूर्ण	p ə k ʂ p ɑː t̪ p uː ɾ ɳ
पखवाड़ा	p ə kʰ ʋ ɑː ɽ ɑː
पखेरू	p ə kʰ eː ɾ uː
पगडंडी	p ə ɡ ɖ ə ɳ ɖ iː
पगला	p ə ɡ l ɑː
पगली	p ə ɡ l iː
पगोडा	p ə ɡ oː ɖ ɑː
पचना	p ə t͡ʃ n ɑː
पचपन	p ə t͡ʃ p ə n
पचहत्तर	p ə t͡ʃʰ ə t̪ t̪ ə ɾ
पचानवे	p ə t͡ʃ ɑː n ʋ eː
पचाना	p ə t͡ʃ ɑː n ɑː
पचास	p ə t͡ʃ ɑː s
पचासी	p ə t͡ʃ ɑː s iː
पच्चीस	p ə t͡ʃ t͡ʃ iː s
पच्चीस	p ə t͡ʃ t͡ʃ ɪ s
पछताना	p ə t͡ʃʰ t̪ ɑː n ɑː
पछत्तर	p ə t͡ʃʰ ə t̪ t̪ ə ɾ
पछाँई	p ə t͡ʃʰ ɑ̃ː iː
पछाड़	p ə t͡ʃʰ ɑː ɽ
पछाड़ना	p ə t͡ʃʰ ɑː ɽ n ɑː
पटकना	p ə ʈ ə k n ɑː
पटका	p ə ʈ k ɑː
पटना	p ə ʈ n ɑː
पटरा	p ə ʈ ɾ ɑː
पटरी	p ə ʈ ɾ iː
पटल	p ə ʈ ə l
पटवारी	p ə ʈ ʋ ɑː ɾ iː
पटाका	p ə ʈ ɑː k ɑː
पटाखा	p ə ʈ ɑː kʰ ɑː
पटेल	p ə ʈ eː l
पटोल	p ə ʈ oː l
पट्टा	p ə ʈ ʈ ɑː
पट्टिका	p ə ʈ ʈ ɪ k ɑː
पट्टी	p ə ʈ ʈ iː
पट्ठा	p ə ʈ ʈʰ ɑː
पठान	p ə ʈʰ ɑː n
पठानकोट	p ə ʈʰ ɑː n k oː ʈ
पड़ताल	p ə ɽ t̪ ɑː l
पड़ना	p ə ɽ n ɑː
पड़ाना	p ə ɽ ɑː n ɑː
पड़ोस	p ə ɽ oː s
पड़ोसिन	p ə ɽ oː s ɪ n
पढ़ना	p ə ɽʱ n ɑː
पढ़ाई	p ə ɽʱ ɑː iː
पणजी	p ə ɳ d͡ʒ iː
पतंग	p ə t̪ ə ŋ ɡ
पतंगबाज़	p ə t̪ ə ŋ ɡ b ɑː d͡ʒ
पतंगबाज़	p ə t̪ ə ŋ ɡ b ɑː z
पतंगबाज़ी	p ə t̪ ə ŋ ɡ b ɑː d͡ʒ iː
पतंगबाज़ी	p ə t̪ ə ŋ ɡ b ɑː z iː
पतला	p ə t̪ l ɑː
पतलू	p ə t̪ l uː
पतलून	p ə t̪ l uː n
पता	p ə t̪ ɑː
पताका	p ə t̪ ɑː k ɑː
पति	p ə t̪ iː
पतीला	p ə t̪ iː l ɑː
पत्ता	p ə t̪ t̪ ɑː
पत्ती	p ə t̪ t̪ iː
पत्तीदार	p ə t̪ t̪ iː d̪ ɑː ɾ
पत्थर	p ə t̪ t̪ʰ ə ɾ
पत्थरबाज़	p ə t̪ t̪ʰ ə ɾ b ɑː d͡ʒ
पत्थरबाज़	p ə t̪ t̪ʰ ə ɾ b ɑː z
पत्थरबाज़ी	p ə t̪ t̪ʰ ə ɾ b ɑː d͡ʒ iː
पत्थरबाज़ी	p ə t̪ t̪ʰ ə ɾ b ɑː z iː
पत्नी	p ə t̪ n iː
पत्रकार	p ə t̪ ɾ ə k ɑː ɾ
पत्रवाहक	p ə t̪ ɾ ə ʋ ɑː ɦ ə k
पत्रिका	p ə t̪ ɾ ɪ k ɑː
पथ	p ə t̪ʰ
पथरीला	p ə t̪ʰ ɾ iː l ɑː
पद	p ə d̪
पदयात्रा	p ə d̪ j ɑː t̪ ɾ ɑː
पदवी	p ə d̪ ʋ iː
पदाधिकारी	p ə d̪ ɑː d̪ʱ ɪ k ɑː ɾ iː
पदोन्नत	p ə d̪ oː n n ə t̪
पद्धति	p ə d̪ d̪ʱ ə t̪ iː
पद्मावत	p ə d̪ m ɑː ʋ ə t̪
पधारना	p ə d̪ʱ ɑː ɾ n ɑː
पनडुब्बी	p ə n ɖ ʊ b b iː
पनपना	p ə n ə p n ɑː
पनस	p ə n ə s
पनामा	p ə n ɑː m ɑː
पनाह	p ə n ɑː ɦ
पनाहगाह	p ə n ɑː ɦ ɡ ɑː ɦ
पनीर	p ə n iː ɾ
पन्द्रह	p ə n d̪ ɾ ə ɦ
पन्ना	p ə n n ɑː
पपनी	p ə p n iː
पपीता	p ə p iː t̪ ɑː
पपीहा	p ə p iː ɦ ɑː
पब	p ə b
पयाम	p ə j ɑː m
पर	p ə ɾ
परंतु	p ə ɾ ə n t̪ uː
परंदा	p ə ɾ ə n d̪ ɑː
परंपरागत	p ə ɾ ə̃ p ə ɾ ɑː ɡ ə t̪
परख	p ə ɾ ə kʰ
परखना	p ə ɾ ə kʰ n ɑː
परगना	p ə ɾ ɡ ə n ɑː
परचम	p ə ɾ t͡ʃ ə m
परछाई	p ə ɾ t͡ʃʰ ɑː iː
परछाईं	p ə ɾ t͡ʃʰ ɑː ĩː
परजन	p ə ɾ d͡ʒ ə n
परतव	p ə ɾ t̪ ə ʋ
परदादा	p ə ɾ d̪ ɑː d̪ ɑː
परदादी	p ə ɾ d̪ ɑː d̪ iː
परदेश	p ə ɾ d̪ eː ʃ
परदेशी	p ə ɾ d̪ eː ʃ iː
परनाना	p ə ɾ n ɑː n ɑː
परनानी	p ə ɾ n ɑː n iː
परनिंदा	p ə ɾ n ɪ n d̪ ɑː
परन्दा	p ə ɾ ə n d̪ ɑː
परमाणविक	p ə ɾ m ɑː ɳ ʋ ɪ k
परमाणु	p ə ɾ m ɑː ɳ uː
परवरिश	p ə ɾ ʋ ə ɾ ɪ ʃ
परवल	p ə ɾ ʋ ə l
परवाज़	p ə ɾ ʋ ɑː d͡ʒ
परवाज़	p ə ɾ ʋ ɑː z
परवानगी	p ə ɾ ʋ ɑː n ɡ iː
परवाना	p ə ɾ ʋ ɑː n ɑː
परवाह	p ə ɾ ʋ ɑː ɦ
परसर्ग	p ə ɾ s ə ɾ ɡ
परस्पर	p ə ɾ ə s p ə ɾ
पराकाष्ठा	p ə ɾ ɑː k ɑː ʂ ʈʰ ɑː
पराक्रमी	p ə ɾ ɑː k ɾ ə m iː
पराठा	p ə ɾ ɑː ʈʰ ɑː
परात	p ə ɾ ɑː t̪
परामर्श	p ə ɾ ɑː m ə ɾ ʃ
पराया	p ə ɾ ɑː j ɑː
परावर्तन	p ə ɾ ɑː ʋ ə ɾ t̪ ə n
परास्त	p ə ɾ ɑː s t̪
परिंदा	p ə ɾ ɪ n d̪ ɑː
परिकलित	p ə ɾ ɪ k l ɪ t̪
परिक्रमा	p ə ɾ ɪ k ɾ ə m ɑː
परिचय	p ə ɾ ɪ t͡ʃ ə j
परिचालन	p ə ɾ ɪ t͡ʃ ɑː l ə n
परिचित	p ə ɾ ɪ t͡ʃ ɪ t̪
परिच्छेद	p ə ɾ ɪ t͡ʃ t͡ʃʰ eː d̪
परिणाम	p ə ɾ ɪ ɳ ɑː m
परिणामस्वरूप	p ə ɾ ɪ ɳ ɑː m s ʋ ə ɾ uː p
परित्यक्त	p ə ɾ ɪ t̪ j ə k t̪
परिधि	p ə ɾ ɪ d̪ʱ iː
परिपाटी	p ə ɾ ɪ p ɑː ʈ iː
परिपूर्ण	p ə ɾ ɪ p uː ɾ ɳ
परिभाषा	p ə ɾ ɪ bʱ ɑː ʂ ɑː
परिभाषित	p ə ɾ ɪ bʱ ɑː ʂ ɪ t̪
परिमाप	p ə ɾ ɪ m ɑː p
परिमार्जित	p ə ɾ ɪ m ɑː ɾ d͡ʒ ɪ t̪
परियोजना	p ə ɾ ɪ j oː d͡ʒ n ɑː
परिरुद्ध	p ə ɾ ɪ ɾ ʊ d̪ d̪ʱ
परिवर्तन	p ə ɾ ɪ ʋ ə ɾ t̪ ə n
परिवर्तित	p ə ɾ ɪ ʋ ə ɾ t̪ ɪ t̪
परिवार	p ə ɾ ɪ ʋ ɑː ɾ
परिवारवाद	p ə ɾ ɪ ʋ ɑː ɾ ʋ ɑː d̪
परिशिष्ट	p ə ɾ ɪ ʃ ɪ ʂ ʈ
परिषद	p ə ɾ ɪ ʂ ə d̪
परिसंघ	p ə ɾ ɪ s ə ŋ ɡʱ
परिसंपत्ति	p ə ɾ ɪ s ə m p ə t̪ t̪ iː
परिसमापन	p ə ɾ ɪ s m ɑː p ə n
परिसर	p ə ɾ ɪ s ə ɾ
परिस्थिति	p ə ɾ ɪ s t̪ʰ ɪ t̪ iː
परी	p ə ɾ iː
परीक्षण	p ə ɾ iː k ʂ ə ɳ
परीक्षा	p ə ɾ iː k ʂ ɑː
परे	p ə ɾ eː
परेशानी	p ə ɾ eː ʃ ɑː n iː
परोपकार	p ə ɾ oː p k ɑː ɾ
परोसा	p ə ɾ oː s ɑː
पर्चा	p ə ɾ t͡ʃ ɑː
पर्ण	p ə ɾ ɳ
पर्थ	p ə ɾ t̪ʰ
पर्यटक	p ə ɾ j ə ʈ ə k
पर्यटन	p ə ɾ j ə ʈ ə n
पर्याय	p ə ɾ j ɑː j
पर्यावरण	p ə ɾ j ɑː ʋ ə ɾ ə ɳ
पर्युषण	p ə ɾ j ʊ ʂ ə ɳ
पर्व	p ə ɾ ʋ
पर्वत	p ə ɾ ʋ ə t̪
पल	p ə l
पलंग	p ə l ə ŋ ɡ
पलक	p ə l ə k
पलटन	p ə l ʈ ə n
पलटवाना	p ə l ə ʈ ʋ ɑː n ɑː
पलटवार	p ə l ə ʈ ʋ ɑː ɾ
पलटाना	p ə l ʈ ɑː n ɑː
पलस्तर	p ə l ə s t̪ ə ɾ
पलाण्डु	p ə l ɑː ɳ ɖ uː
पलायन	p ə l ɑː j ə n
पलित	p ə l ɪ t̪
पलीता	p ə l iː t̪ ɑː
पल्लव	p ə l l ə ʋ
पल्ला	p ə l l ɑː
पवन	p ə ʋ ə n
पशु	p ə ʃ uː
पशुपालक	p ə ʃ ʊ p ɑː l ə k
पश्चात्	p ə ʃ t͡ʃ ɑː t̪
पश्चिम	p ə ʃ t͡ʃ ɪ m
पश्चिमी	p ə ʃ t͡ʃ ɪ m iː
पश्मीना	p ə ʃ m iː n ɑː
पसंद	p ə s ə n d̪
पसंदगी	p ə s ə n d̪ ɡ iː
पसंदीदा	p ə s ə n d̪ iː d̪ ɑː
पसरना	p ə s ə ɾ n ɑː
पसली	p ə s l iː
पसार	p ə s ɑː ɾ
पसीजना	p ə s iː d͡ʒ n ɑː
पसीना	p ə s iː n ɑː
पसेरी	p ə s eː ɾ iː
पहचान	p ə ɦ t͡ʃ ɑː n
पहचानकर्ता	p ə ɦ t͡ʃ ɑː n k ə ɾ t̪ ɑː
पहनना	p ə ɦ ə n n ɑː
पहनाना	p ə ɦ n ɑː n ɑː
पहनावा	p ə ɦ n ɑː ʋ ɑː
पहर	p ə ɦ ə ɾ
पहरा	p ə ɦ ɾ ɑː
पहरेदार	p ə ɦ ɾ eː d̪ ɑː ɾ
पहल	p ə ɦ ə l
पहलवानी	p ə ɦ ə l ʋ ɑː n iː
पहला	p ə ɦ l ɑː
पहलू	p ə ɦ l uː
पहले	p ə ɦ l eː
पहाड़	p ə ɦ ɑː ɽ
पहाड़ी	p ə ɦ ɑː ɽ iː
पहिया	p ə iː j ɑː
पहिया	p ə ɦ ɪ j ɑː
पहुँचना	p ə ɦ ʊ n t͡ʃ n ɑː
पहुँचाना	p ə ɦ ʊ n t͡ʃ ɑː n ɑː
पहेली	p ə ɦ eː l iː
पाँच	p ɑ̃ː t͡ʃ
पाँचवाँ	p ɑ̃ː t͡ʃ ʋ ɑ̃ː
पाँव	p ɑ̃ː ʋ
पांच	p ɑ̃ː t͡ʃ
पाई	p ɑː iː
पाउंड	p ɑː ʊ ɳ ɖ
पाक	p ɑː k
पाकपत्तन	p ɑː k p ə t̪ t̪ ə n
पाकिस्तान	p ɑː k ɪ s t̪ ɑː n
पाकिस्तानी	p ɑː k ɪ s t̪ ɑː n iː
पागल	p ɑː ɡ ə l
पागलख़ाना	p ɑː ɡ ə l kʰ ɑː n ɑː
पागलख़ाना	p ɑː ɡ ə l x ɑː n ɑː
पागलपन	p ɑː ɡ ə l p ə n
पाचन	p ɑː t͡ʃ ə n
पाजामा	p ɑː d͡ʒ ɑː m ɑː
पाजी	p ɑː d͡ʒ iː
पाटन	p ɑː ʈ ə n
पाठक	p ɑː ʈʰ ə k
पाठशाला	p ɑː ʈʰ ʃ ɑː l ɑː
पाठ्यक्रम	p ɑː ʈʰ j ə k ɾ ə m
पाठ्यपुस्तक	p ɑː ʈʰ j ə p ʊ s t̪ ə k
पात	p ɑː t̪
पाथना	p ɑː t̪ʰ n ɑː
पाद	p ɑː d̪
पादत्राण	p ɑː d̪ ə t̪ ɾ ɑː ɳ
पादना	p ɑː d̪ n ɑː
पादप	p ɑː d̪ ə p
पादरी	p ɑː d̪ ɾ iː
पादावरण	p ɑː d̪ ɑː ʋ ɾ ə ɳ
पान	p ɑː n
पाना	p ɑː n ɑː
पानी	p ɑː n iː
पाप	p ɑː p
पापड़	p ɑː p ə ɽ
पापड़ी	p ɑː p ɽ iː
पापा	p ɑː p ɑː
पाबंद	p ɑː b ə n d̪
पाबंदी	p ɑː b ə n d̪ iː
पायदान	p ɑː j d̪ ɑː n
पायल	p ɑː j ə l
पायलट	p ɑː j l ə ʈ
पायस	p ɑː j ə s
पाया	p ɑː j ɑː
पार	p ɑː ɾ
पारगम्यता	p ɑː ɾ ɡ ə m j ə t̪ ɑː
पारदर्शी	p ɑː ɾ d̪ ə ɾ ʃ iː
पारसी	p ɑː ɾ s iː
पारसेक	p ɑː ɾ s eː k
पारित	p ɑː ɾ ɪ t̪
पारिवारिक	p ɑː ɾ ɪ ʋ ɑː ɾ ɪ k
पारिश्रमिक	p ɑː ɾ ɪ ʃ ɾ ə m ɪ k
पारी	p ɑː ɾ iː
पार्क	p ɑː ɾ k
पार्थिव	p ɑː ɾ t̪ʰ ɪ ʋ
पाल	p ɑː l
पालक	p ɑː l ə k
पालकी	p ɑː l k iː
पालतू	p ɑː l t̪ uː
पालथी	p ɑː l t̪ʰ iː
पालना	p ɑː l n ɑː
पालिका	p ɑː l ɪ k ɑː
पाशा	p ɑː ʃ ɑː
पाशुपत	p ɑː ʃ ʊ p ə t̪
पाषाण	p ɑː ʂ ɑː ɳ
पास	p ɑː s
पासपोर्ट	p ɑː s p oː ɾ ʈ
पास्ता	p ɑː s t̪ ɑː
पाहन	p ɑː ɦ ə n
पाहुना	p ɑː ɦ ʊ n ɑː
पिंजड़ा	p ɪ n d͡ʒ ɽ ɑː
पिंजरा	p ɪ n d͡ʒ ɾ ɑː
पिघलना	p ɪ ɡʱ ə l n ɑː
पिघलाना	p ɪ ɡʱ l ɑː n ɑː
पिचकना	p ɪ t͡ʃ ə k n ɑː
पिछड़ा	p ɪ t͡ʃʰ ɽ ɑː
पिज़्ज़ा	p ɪ d͡ʒ d͡ʒ ɑː
पिज़्ज़ा	p ɪ z z ɑː
पिता	p ɪ t̪ ɑː
पितृ	p ɪ t̪ ɾ
पित्त	p ɪ t̪ t̪
पिदर	p ɪ d̪ ə ɾ
पिपासा	p ɪ p ɑː s ɑː
पिपीलिका	p ɪ p iː l ɪ k ɑː
पियक्कड़	p ɪ j ə k k ə ɽ
पिया	p ɪ j ɑː
पिरमिड	p ɪ ɾ m ɪ ɖ
पिरिच	p ɪ ɾ ɪ t͡ʃ
पिलाना	p ɪ l ɑː n ɑː
पिलास	p ɪ l ɑː s
पिल्ला	p ɪ l l ɑː
पिशाच	p ɪ ʃ ɑː t͡ʃ
पिसना	p ɪ s n ɑː
पिसाई	p ɪ s ɑː iː
पिस्ता	p ɪ s t̪ ɑː
पिस्तौल	p ɪ s t̪ ɔː l
पीएम	p iː eː m
पीक	p iː k
पीठ	p iː ʈʰ
पीढ़ी	p iː ɽʱ iː
पीतल	p iː t̪ ə l
पीतस	p iː t̪ ə s
पीतसरा	p iː t̪ ə s ɾ ɑː
पीन	p iː n
पीनस	p iː n ə s
पीना	p iː n ɑː
पीपल	p iː p ə l
पीपा	p iː p ɑː
पीर	p iː ɾ
पीरियड	p iː ɾ ɪ j ə ɖ
पीरू	p iː ɾ uː
पीला	p iː l ɑː
पीलापन	p iː l ɑː p ə n
पीसना	p iː s n ɑː
पुंडरी	p ʊ ɳ ɖ ɾ iː
पुकारना	p ʊ k ɑː ɾ n ɑː
पुखराज	p ʊ kʰ ɾ ɑː d͡ʒ
पुख़्ता	p ʊ kʰ t̪ ɑː
पुख़्ता	p ʊ x t̪ ɑː
पुच्छ	p ʊ t͡ʃ t͡ʃʰ
पुच्छल	p ʊ t͡ʃ t͡ʃʰ ə l
पुजारी	p ʊ d͡ʒ ɑː ɾ iː
पुट	p ʊ ʈ
पुट्ठा	p ʊ ʈ ʈʰ ɑː
पुड़िया	p ʊ ɽ ɪ j ɑː
पुणे	p uː ɳ eː
पुणे	p ʊ ɳ eː
पुण्डरी	p ʊ ɳ ɖ ɾ iː
पुण्यतिथि	p ʊ ɳ j ə t̪ ɪ t̪ʰ iː
पुतना	p ʊ t̪ n ɑː
पुतला	p ʊ t̪ l ɑː
पुतली	p ʊ t̪ l iː
पुत्री	p ʊ t̪ ɾ iː
पुदीना	p ʊ d̪ iː n ɑː
पुनः	p ʊ n ə ɦ
पुनःप्रवेश	p ʊ n ə ɦ p ɾ ə ʋ eː ʃ
पुनरुत्थान	p ʊ n ə ɾ ʊ t̪ t̪ʰ ɑː n
पुनर्गठन	p ʊ n ə ɾ ɡ ə ʈʰ ə n
पुनर्जन्म	p ʊ n ə ɾ d͡ʒ ə n m
पुनर्जन्म	p ʊ n ə ɾ d͡ʒ ə n ə m
पुनर्जीवित	p ʊ n ə ɾ d͡ʒ iː ʋ ɪ t̪
पुनर्दर्शनाय	p ʊ n ə ɾ d̪ ə ɾ ʃ ə n ɑː j
पुनर्निर्धारण	p ʊ n ə ɾ n ɪ ɾ d̪ʱ ɑː ɾ ə ɳ
पुनर्निर्माण	p ʊ n ə ɾ n ɪ ɾ m ɑː ɳ
पुनश्च	p ʊ n ə ʃ t͡ʃ ə
पुर	p ʊ ɾ
पुरज़ा	p ʊ ɾ d͡ʒ ɑː
पुरज़ा	p ʊ ɾ z ɑː
पुरस्कार	p ʊ ɾ ə s k ɑː ɾ
पुरा	p ʊ ɾ ɑː
पुराण	p ʊ ɾ ɑː ɳ
पुरातत्वज्ञ	p ʊ ɾ ɑː t̪ ə t̪ ʋ ə ɡ j
पुरातात्विक	p ʊ ɾ ɑː t̪ ɑː t̪ ʋ ɪ k
पुराना	p ʊ ɾ ɑː n ɑː
पुरुष	p ʊ ɾ ʊ ʂ
पुरुषोचित	p ʊ ɾ ʊ ʂ oː t͡ʃ ɪ t̪
पुरोहित	p ʊ ɾ oː ɦ ɪ t̪
