А	a
пестихте	p ɛ s t i x t ɛ
пестиш	p ɛ s t i ʃ
пестник	p ɛ s n i k
пестничен	p ɛ s n i t͡ʃ ɛ n
пестя	p ɛ s tʲ ɤ̟
пестял	p ɛ s tʲ a̟ ɫ
пестяла	p ɛ s tʲ a̟ ɫ ɐ
пестяло	p ɛ s tʲ a̟ ɫ o
пестят	p ɛ s tʲ ɤ̟ t
пестях	p ɛ s tʲ a̟ x
пестяха	p ɛ s tʲ a̟ x ɐ
пестяхме	p ɛ s tʲ a̟ x m ɛ
пестяхте	p ɛ s tʲ a̟ x t ɛ
пестящ	p ɛ s tʲ a̟ ʃ t
пестяща	p ɛ s tʲ a̟ ʃ t ɐ
пестящата	p ɛ s tʲ a̟ ʃ t ɐ t ɐ
пестящи	p ɛ s tʲ a̟ ʃ t i
пестящите	p ɛ s tʲ a̟ ʃ t i t ɛ
пестящия	p ɛ s tʲ a̟ ʃ t i j ɐ
пестящият	p ɛ s tʲ a̟ ʃ t i j ɐ t
пестящо	p ɛ s tʲ a̟ ʃ t o
пестящото	p ɛ s tʲ a̟ ʃ t o t o
пет	p ɛ t
петалитър	p ɛ t ɐ l i t ɐ r
петало	p ɛ t ɐ ɫ o
петаметър	p ɛ t ɐ m ɛ t ɐ r
петдесет	p ɛ d d ɛ s ɛ t
петел	p ɛ t ɛ ɫ
пети	p ɛ t i
петите	p ɛ t i t ɛ
петия	p ɛ t i j ɐ
петият	p ɛ t i j ɐ t
петле	p ɛ t l ɛ
петленце	p ɛ t l ɛ n t͡s ɛ
петлуга	p ɛ t ɫ u ɡ ɐ
петнадесет	p ɛ t n a d ɛ s ɛ t
петнист	p ɛ t n i s t
петрол	p ɛ t r ɔ ɫ
петте	p ɛ t t ɛ
петък	p ɛ t ɐ k
петънце	p ɛ t ɐ n t͡s ɛ
печал	p ɛ t͡ʃ a̟ ɫ
печал	p ɛ t͡ʃ ɐ ɫ
печала	p ɛ t͡ʃ a̟ ɫ ɐ
печалба	p ɛ t͡ʃ a̟ ɫ b ɐ
печален	p ɛ t͡ʃ a̟ l ɛ n
печали	p ɛ t͡ʃ a̟ l i
печало	p ɛ t͡ʃ a̟ ɫ o
печах	p ɛ t͡ʃ a̟ x
печаха	p ɛ t͡ʃ a̟ x ɐ
печахме	p ɛ t͡ʃ a̟ x m ɛ
печахте	p ɛ t͡ʃ a̟ x t ɛ
печащ	p ɛ t͡ʃ a̟ ʃ t
печаща	p ɛ t͡ʃ a̟ ʃ t ɐ
печащата	p ɛ t͡ʃ a̟ ʃ t ɐ t ɐ
печащи	p ɛ t͡ʃ a̟ ʃ t i
печащите	p ɛ t͡ʃ a̟ ʃ t i t ɛ
печащия	p ɛ t͡ʃ a̟ ʃ t i j ɐ
печащият	p ɛ t͡ʃ a̟ ʃ t i j ɐ t
печащо	p ɛ t͡ʃ a̟ ʃ t o
печащото	p ɛ t͡ʃ a̟ ʃ t o t o
пече	p ɛ t͡ʃ ɛ
печейки	p ɛ t͡ʃ ɛ j k i
печел	p ɛ t͡ʃ ɛ ɫ
печела	p ɛ t͡ʃ ɛ ɫ ɐ
печели	p ɛ t͡ʃ ɛ l i
печело	p ɛ t͡ʃ ɛ ɫ o
печеля	p ɛ t͡ʃ ɛ lʲ ɐ
печем	p ɛ t͡ʃ ɛ m
печен	p ɛ t͡ʃ ɛ n
печена	p ɛ t͡ʃ ɛ n ɐ
печената	p ɛ t͡ʃ ɛ n ɐ t ɐ
печене	p ɛ t͡ʃ ɛ n ɛ
печенета	p ɛ t͡ʃ ɛ n ɛ t ɐ
печенетата	p ɛ t͡ʃ ɛ n ɛ t ɐ t ɐ
печенето	p ɛ t͡ʃ ɛ n ɛ t o
печени	p ɛ t͡ʃ ɛ n i
печените	p ɛ t͡ʃ ɛ n i t ɛ
печения	p ɛ t͡ʃ ɛ n i j ɐ
печеният	p ɛ t͡ʃ ɛ n i j ɐ t
печенията	p ɛ t͡ʃ ɛ n i j ɐ t ɐ
печено	p ɛ t͡ʃ ɛ n o
печеното	p ɛ t͡ʃ ɛ n o t o
печете	p ɛ t͡ʃ ɛ t ɛ
печех	p ɛ t͡ʃ ɛ x
печеха	p ɛ t͡ʃ ɛ x ɐ
печехме	p ɛ t͡ʃ ɛ x m ɛ
печехте	p ɛ t͡ʃ ɛ x t ɛ
печеш	p ɛ t͡ʃ ɛ ʃ
печеше	p ɛ t͡ʃ ɛ ʃ ɛ
печи	p ɛ t͡ʃ i
печиво	p ɛ t͡ʃ i v o
печиво	p ɛ t͡ʃ i v ɔ
печка	p ɛ t͡ʃ k ɐ
печурка	p ɛ t͡ʃ u̟ r k ɐ
пеш	p ɛ ʃ
пеша	p ɛ ʃ a̟
пешак	p ɛ ʃ a̟ k
пешка	p ɛ ʃ k ɐ
пешком	p ɛ ʃ k ɔ m
пещ	p ɛ ʃ t
пещемал	p i ʃ t i m a ɫ
пещемал	p ɛ ʃ t ɛ m a ɫ
пещемалче	p ɛ ʃ t ɛ m a ɫ t͡ʃ ɛ
пещера	p ɛ ʃ t ɛ r a
пещерняк	p ɛ ʃ t ɛ r nʲ a̟ k
пея	p ɛ j ɐ
пеят	p ɛ j ɐ t
пи	p i
пианист	p i ɐ n i s t
пиано	p i a n o
пиво	p i v o
пивък	p i v ɐ k
пигментен	p i ɡ m ɛ n t ɛ n
пигол	p i ɡ o ɫ
пие	p i ɛ
пиедестал	p i ɛ d ɛ s t a ɫ
пиедестала	p i ɛ d ɛ s t a ɫ ɐ
пиедестали	p i ɛ d ɛ s t a l i
пиейки	p i ɛ j k i
пиел	p i ɛ ɫ
пиела	p i ɛ ɫ ɐ
пиели	p i ɛ l i
пиело	p i ɛ ɫ o
пием	p i ɛ m
пиене	p i ɛ n ɛ
пиенета	p i ɛ n ɛ t ɐ
пиенетата	p i ɛ n ɛ t ɐ t ɐ
пиенето	p i ɛ n ɛ t o
пиения	p i ɛ n i j ɐ
пиенията	p i ɛ n i j ɐ t ɐ
пиете	p i ɛ t ɛ
пиех	p i ɛ x
пиеха	p i ɛ x ɐ
пиехме	p i ɛ x m ɛ
пиехте	p i ɛ x t ɛ
пиеш	p i ɛ ʃ
пиеше	p i ɛ ʃ ɛ
пиещ	p i ɛ ʃ t
пиеща	p i ɛ ʃ t ɐ
пиещата	p i ɛ ʃ t ɐ t ɐ
пиещи	p i ɛ ʃ t i
пиещите	p i ɛ ʃ t i t ɛ
пиещия	p i ɛ ʃ t i j ɐ
пиещият	p i ɛ ʃ t i j ɐ t
пиещо	p i ɛ ʃ t o
пиещото	p i ɛ ʃ t o t o
пижавица	p i ʒ a̟ v i t͡s ɐ
пижек	p i ʒ ɛ k
пижо	p i ʒ o̟
пий	p i j
пийна	p i j n ɐ
пийте	p i j t ɛ
пик	p i k
пика	p i k a
пика	p i k ɐ
пикае	p i k a ɛ
пикаейки	p i k a ɛ j k i
пикаел	p i k a ɛ ɫ
пикаела	p i k a ɛ ɫ ɐ
пикаели	p i k a ɛ l i
пикаело	p i k a ɛ ɫ o
пикаем	p i k a ɛ m
пикаене	p i k a ɛ n ɛ
пикаенета	p i k a ɛ n ɛ t ɐ
пикаенетата	p i k a ɛ n ɛ t ɐ t ɐ
пикаенето	p i k a ɛ n ɛ t o
пикаения	p i k a ɛ n i j ɐ
пикаенията	p i k a ɛ n i j ɐ t ɐ
пикаете	p i k a ɛ t ɛ
пикаех	p i k a ɛ x
пикаеха	p i k a ɛ x ɐ
пикаехме	p i k a ɛ x m ɛ
пикаехте	p i k a ɛ x t ɛ
пикаеш	p i k a ɛ ʃ
пикаеше	p i k a ɛ ʃ ɛ
пикаещ	p i k a ɛ ʃ t
пикаеща	p i k a ɛ ʃ t ɐ
пикаещата	p i k a ɛ ʃ t ɐ t ɐ
пикаещи	p i k a ɛ ʃ t i
пикаещите	p i k a ɛ ʃ t i t ɛ
пикаещия	p i k a ɛ ʃ t i j ɐ
пикаещият	p i k a ɛ ʃ t i j ɐ t
пикаещо	p i k a ɛ ʃ t o
пикаещото	p i k a ɛ ʃ t o t o
пикай	p i k a j
пикайте	p i k a j t ɛ
пикал	p i k a ɫ
пикала	p i k a ɫ ɐ
пикалата	p i k a ɫ ɐ t ɐ
пикали	p i k a l i
пикалите	p i k a l i t ɛ
пикалия	p i k a l i j ɐ
пикалият	p i k a l i j ɐ t
пикало	p i k a ɫ o
пикалото	p i k a ɫ o t o
пикан	p i k a n
пикана	p i k a n ɐ
пиканата	p i k a n ɐ t ɐ
пикане	p i k a n ɛ
пиканета	p i k a n ɛ t ɐ
пиканетата	p i k a n ɛ t ɐ t ɐ
пикането	p i k a n ɛ t o
пикани	p i k a n i
пиканите	p i k a n i t ɛ
пикания	p i k a n i j ɐ
пиканият	p i k a n i j ɐ t
пиканията	p i k a n i j ɐ t ɐ
пикано	p i k a n o
пиканото	p i k a n o t o
пиках	p i k a x
пикаха	p i k a x ɐ
пикахме	p i k a x m ɛ
пикахте	p i k a x t ɛ
пикая	p i k a j ɐ
пикаят	p i k a j ɐ t
пикник	p i k n i k
пиколитър	p i k o l i t ɐ r
пикометър	p i k o m ɛ t ɐ r
пикоч	p i k o t͡ʃ
пил	p i ɫ
пила	p i ɫ a
пила	p i ɫ ɐ
пилата	p i ɫ ɐ t ɐ
пиле	p i l ɛ
пили	p i l i
пилите	p i l i t ɛ
пилица	p i l i t͡s ɐ
пиличка	p i l i t͡ʃ k ɐ
пилия	p i l i j ɐ
пилият	p i l i j ɐ t
пило	p i ɫ o
пилон	p i ɫ ɔ n
пилот	p i ɫ ɔ t
пилото	p i ɫ o t o
пингвин	p i ŋ ɡ v i n
пинсета	p i n s ɛ t ɐ
пипам	p i p ɐ m
пипе	p i p ɛ
пипер	p i p ɛ r
пир	p i r
пират	p i r a t
пирг	p i r k
пирен	p i r ɛ n
пирон	p i r ɔ n
писа	p i s a
писа	p i s ɐ
писал	p i s a ɫ
писал	p i s ɐ ɫ
писала	p i s a ɫ ɐ
писала	p i s ɐ ɫ ɐ
писалата	p i s a ɫ ɐ t ɐ
писалата	p i s ɐ ɫ ɐ t ɐ
писали	p i s a l i
писали	p i s ɐ l i
писалите	p i s a l i t ɛ
писалите	p i s ɐ l i t ɛ
писалище	p i s a l i ʃ t ɛ
писалия	p i s a l i j ɐ
писалия	p i s ɐ l i j ɐ
писалият	p i s a l i j ɐ t
писалият	p i s ɐ l i j ɐ t
писалка	p i s a ɫ k ɐ
писало	p i s a ɫ o
писало	p i s ɐ ɫ o
писалото	p i s a ɫ o t o
писалото	p i s ɐ ɫ o t o
писан	p i s ɐ n
писана	p i s ɐ n ɐ
писаната	p i s ɐ n ɐ t ɐ
писане	p i s ɐ n ɛ
писанета	p i s ɐ n ɛ t ɐ
писанетата	p i s ɐ n ɛ t ɐ t ɐ
писането	p i s ɐ n ɛ t o
писани	p i s ɐ n i
писаните	p i s ɐ n i t ɛ
писания	p i s ɐ n i j ɐ
писаният	p i s ɐ n i j ɐ t
писанията	p i s ɐ n i j ɐ t ɐ
писано	p i s ɐ n o
писаното	p i s ɐ n o t o
писател	p i s a t ɛ ɫ
писателка	p i s a t ɛ ɫ k ɐ
писателски	p i s a t ɛ ɫ s k i
писателства	p i s a t ɛ ɫ s t v ɐ
писателствай	p i s a t ɛ ɫ s t v ɐ j
писателствайки	p i s a t ɛ ɫ s t v ɐ j k i
писателствайте	p i s a t ɛ ɫ s t v ɐ j t ɛ
писателствал	p i s a t ɛ ɫ s t v ɐ ɫ
писателствала	p i s a t ɛ ɫ s t v ɐ ɫ ɐ
писателствалата	p i s a t ɛ ɫ s t v ɐ ɫ ɐ t ɐ
писателствали	p i s a t ɛ ɫ s t v ɐ l i
писателствалите	p i s a t ɛ ɫ s t v ɐ l i t ɛ
писателствалия	p i s a t ɛ ɫ s t v ɐ l i j ɐ
писателствалият	p i s a t ɛ ɫ s t v ɐ l i j ɐ t
писателствало	p i s a t ɛ ɫ s t v ɐ ɫ o
писателствалото	p i s a t ɛ ɫ s t v ɐ ɫ o t o
писателствам	p i s a t ɛ ɫ s t v ɐ m
писателстваме	p i s a t ɛ ɫ s t v ɐ m ɛ
писателстване	p i s a t ɛ ɫ s t v ɐ n ɛ
писателстванета	p i s a t ɛ ɫ s t v ɐ n ɛ t ɐ
писателстванетата	p i s a t ɛ ɫ s t v ɐ n ɛ t ɐ t ɐ
писателстването	p i s a t ɛ ɫ s t v ɐ n ɛ t o
писателствания	p i s a t ɛ ɫ s t v ɐ n i j ɐ
писателстванията	p i s a t ɛ ɫ s t v ɐ n i j ɐ t ɐ
писателстват	p i s a t ɛ ɫ s t v ɐ t
писателствате	p i s a t ɛ ɫ s t v ɐ t ɛ
писателствах	p i s a t ɛ ɫ s t v ɐ x
писателстваха	p i s a t ɛ ɫ s t v ɐ x ɐ
писателствахме	p i s a t ɛ ɫ s t v ɐ x m ɛ
писателствахте	p i s a t ɛ ɫ s t v ɐ x t ɛ
писателстваш	p i s a t ɛ ɫ s t v ɐ ʃ
писателстваше	p i s a t ɛ ɫ s t v ɐ ʃ ɛ
писателстващ	p i s a t ɛ ɫ s t v ɐ ʃ t
писателстваща	p i s a t ɛ ɫ s t v ɐ ʃ t ɐ
писателстващата	p i s a t ɛ ɫ s t v ɐ ʃ t ɐ t ɐ
писателстващи	p i s a t ɛ ɫ s t v ɐ ʃ t i
писателстващите	p i s a t ɛ ɫ s t v ɐ ʃ t i t ɛ
писателстващия	p i s a t ɛ ɫ s t v ɐ ʃ t i j ɐ
писателстващият	p i s a t ɛ ɫ s t v ɐ ʃ t i j ɐ t
писателстващо	p i s a t ɛ ɫ s t v ɐ ʃ t o
писателстващото	p i s a t ɛ ɫ s t v ɐ ʃ t o t o
писателство	p i s a t ɛ ɫ s t v o
писах	p i s a x
писах	p i s ɐ x
писаха	p i s a x ɐ
писаха	p i s ɐ x ɐ
писахме	p i s a x m ɛ
писахме	p i s ɐ x m ɛ
писахте	p i s a x t ɛ
писахте	p i s ɐ x t ɛ
писач	p i s a t͡ʃ
пискав	p i s k ɐ f
пискал	p i s k a ɫ
писмен	p i s m ɛ n
писменост	p i s m ɛ n o s t
писмо	p i s m ɔ
пистолет	p i s t o l ɛ t
писукам	p i s u k ɐ m
пит	p i t
пита	p i t a
пита	p i t ɐ
питай	p i t ɐ j
питайки	p i t ɐ j k i
питайте	p i t ɐ j t ɛ
питал	p i t a ɫ
питал	p i t ɐ ɫ
питала	p i t a ɫ ɐ
питала	p i t ɐ ɫ ɐ
питалата	p i t a ɫ ɐ t ɐ
питалата	p i t ɐ ɫ ɐ t ɐ
питали	p i t a l i
питали	p i t ɐ l i
питалите	p i t a l i t ɛ
питалите	p i t ɐ l i t ɛ
питалище	p i t a l i ʃ t ɛ
питалия	p i t a l i j ɐ
питалия	p i t ɐ l i j ɐ
питалият	p i t a l i j ɐ t
питалият	p i t ɐ l i j ɐ t
питало	p i t a ɫ o
питало	p i t ɐ ɫ o
питалото	p i t a ɫ o t o
питалото	p i t ɐ ɫ o t o
питам	p i t ɐ m
питаме	p i t ɐ m ɛ
питан	p i t ɐ n
питана	p i t ɐ n ɐ
питаната	p i t ɐ n ɐ t ɐ
питане	p i t ɐ n ɛ
питанета	p i t ɐ n ɛ t ɐ
питанетата	p i t ɐ n ɛ t ɐ t ɐ
питането	p i t ɐ n ɛ t o
питани	p i t ɐ n i
питаните	p i t ɐ n i t ɛ
питания	p i t ɐ n i j ɐ
питаният	p i t ɐ n i j ɐ t
питанията	p i t ɐ n i j ɐ t ɐ
питано	p i t ɐ n o
питаното	p i t ɐ n o t o
питат	p i t ɐ t
питата	p i t ɐ t ɐ
питате	p i t ɐ t ɛ
питах	p i t a x
питах	p i t ɐ x
питаха	p i t a x ɐ
питаха	p i t ɐ x ɐ
питахме	p i t a x m ɛ
питахме	p i t ɐ x m ɛ
питахте	p i t a x t ɛ
питахте	p i t ɐ x t ɛ
питач	p i t a t͡ʃ
питаш	p i t ɐ ʃ
питаше	p i t ɐ ʃ ɛ
питащ	p i t ɐ ʃ t
питаща	p i t ɐ ʃ t ɐ
питащата	p i t ɐ ʃ t ɐ t ɐ
питащи	p i t ɐ ʃ t i
питащите	p i t ɐ ʃ t i t ɛ
питащия	p i t ɐ ʃ t i j ɐ
питащият	p i t ɐ ʃ t i j ɐ t
питащо	p i t ɐ ʃ t o
питащото	p i t ɐ ʃ t o t o
питая	p i t a j ɐ
пити	p i t i
питие	p i t i ɛ
питите	p i t i t ɛ
пития	p i t i j ɐ
питият	p i t i j ɐ t
пито	p i t o
питон	p i t ɔ n
питото	p i t o t o
пих	p i x
пиха	p i x ɐ
пихме	p i x m ɛ
пихте	p i x t ɛ
пихтия	p i x t i j ɐ
пица	p i t͡s ɐ
пиша	p i ʃ ɐ
пишам	p i ʃ ɐ m
пишат	p i ʃ ɐ t
пише	p i ʃ ɛ
пишейки	p i ʃ ɛ j k i
пишел	p i ʃ ɛ ɫ
пишела	p i ʃ ɛ ɫ ɐ
пишели	p i ʃ ɛ l i
пишело	p i ʃ ɛ ɫ o
пишем	p i ʃ ɛ m
пишете	p i ʃ ɛ t ɛ
пишех	p i ʃ ɛ x
пишеха	p i ʃ ɛ x ɐ
пишехме	p i ʃ ɛ x m ɛ
пишехте	p i ʃ ɛ x t ɛ
пишеш	p i ʃ ɛ ʃ
пишеше	p i ʃ ɛ ʃ ɛ
пишещ	p i ʃ ɛ ʃ t
пишеща	p i ʃ ɛ ʃ t ɐ
пишещата	p i ʃ ɛ ʃ t ɐ t ɐ
пишещи	p i ʃ ɛ ʃ t i
пишещите	p i ʃ ɛ ʃ t i t ɛ
пишещия	p i ʃ ɛ ʃ t i j ɐ
пишещият	p i ʃ ɛ ʃ t i j ɐ t
пишещо	p i ʃ ɛ ʃ t o
пишещото	p i ʃ ɛ ʃ t o t o
пиши	p i ʃ i
пищен	p i ʃ t ɛ n
пищимал	p i ʃ t i m a ɫ
пищов	p i ʃ t ɔ f
пищол	p i ʃ t ɔ ɫ
пищя	p i ʃ tʲ ɤ̟
пищял	p i ʃ tʲ a̟ ɫ
пия	p i j ɐ
пиявица	p i j a̟ v i t͡s ɐ
пияндур	p i j ɐ n d u r
пияница	p i j a̟ n i t͡s ɐ
пият	p i j ɐ t
пияч	p i j a̟ t͡ʃ
плав	p ɫ a f
плавам	p ɫ a v ɐ m
плавей	p ɫ a v ɛ j
плавен	p ɫ a v ɛ n
плавун	p ɫ ɐ v u n
пладне	p ɫ a d n ɛ
плаж	p ɫ a ʃ
плаз	p ɫ a s
плака	p ɫ a k ɐ
плака	p ɫ ɐ k a
плакал	p ɫ a k ɐ ɫ
плакал	p ɫ ɐ k a ɫ
плакала	p ɫ a k ɐ ɫ ɐ
плакала	p ɫ ɐ k a ɫ ɐ
плакалата	p ɫ a k ɐ ɫ ɐ t ɐ
плакалата	p ɫ ɐ k a ɫ ɐ t ɐ
плакали	p ɫ a k ɐ l i
плакали	p ɫ ɐ k a l i
плакалите	p ɫ a k ɐ l i t ɛ
плакалите	p ɫ ɐ k a l i t ɛ
плакалия	p ɫ a k ɐ l i j ɐ
плакалия	p ɫ ɐ k a l i j ɐ
плакалият	p ɫ a k ɐ l i j ɐ t
плакалият	p ɫ ɐ k a l i j ɐ t
плакало	p ɫ a k ɐ ɫ o
плакало	p ɫ ɐ k a ɫ o
плакалото	p ɫ a k ɐ ɫ o t o
плакалото	p ɫ ɐ k a ɫ o t o
плакане	p ɫ a k ɐ n ɛ
плаканета	p ɫ a k ɐ n ɛ t ɐ
плаканетата	p ɫ a k ɐ n ɛ t ɐ t ɐ
плакането	p ɫ a k ɐ n ɛ t o
плакания	p ɫ a k ɐ n i j ɐ
плаканията	p ɫ a k ɐ n i j ɐ t ɐ
плаках	p ɫ a k ɐ x
плаках	p ɫ ɐ k a x
плакаха	p ɫ a k ɐ x ɐ
плакаха	p ɫ ɐ k a x ɐ
плакахме	p ɫ a k ɐ x m ɛ
плакахме	p ɫ ɐ k a x m ɛ
плакахте	p ɫ a k ɐ x t ɛ
плакахте	p ɫ ɐ k a x t ɛ
пламък	p ɫ a m ɐ k
план	p ɫ a n
планета	p ɫ ɐ n ɛ t ɐ
планина	p ɫ ɐ n i n a
планиране	p ɫ ɐ n i r ɐ n ɛ
планка	p ɫ a ŋ k ɐ
пласт	p ɫ a s t
пластир	p ɫ ɐ s t i r
платеж	p ɫ ɐ t ɛ ʃ
платели	p ɫ ɐ t ɛ l i
платен	p ɫ ɐ t ɛ n
платена	p ɫ ɐ t ɛ n ɐ
платената	p ɫ ɐ t ɛ n ɐ t ɐ
платени	p ɫ ɐ t ɛ n i
платените	p ɫ ɐ t ɛ n i t ɛ
платения	p ɫ ɐ t ɛ n i j ɐ
платеният	p ɫ ɐ t ɛ n i j ɐ t
платено	p ɫ ɐ t ɛ n o
платеното	p ɫ ɐ t ɛ n o t o
платете	p ɫ ɐ t ɛ t ɛ
платеше	p ɫ ɐ t ɛ ʃ ɛ
плати	p ɫ ɐ t i
платика	p ɫ ɐ t i k ɐ
платил	p ɫ ɐ t i ɫ
платила	p ɫ ɐ t i ɫ ɐ
платилата	p ɫ ɐ t i ɫ ɐ t ɐ
платили	p ɫ ɐ t i l i
платилите	p ɫ ɐ t i l i t ɛ
платилия	p ɫ ɐ t i l i j ɐ
платилият	p ɫ ɐ t i l i j ɐ t
платило	p ɫ ɐ t i ɫ o
платилото	p ɫ ɐ t i ɫ o t o
платим	p ɫ ɐ t i m
платина	p ɫ ɐ t i n ɐ
платите	p ɫ ɐ t i t ɛ
платих	p ɫ ɐ t i x
платиха	p ɫ ɐ t i x ɐ
платихме	p ɫ ɐ t i x m ɛ
платихте	p ɫ ɐ t i x t ɛ
платиш	p ɫ ɐ t i ʃ
платно	p ɫ ɐ t n ɔ
плато	p ɫ a t o
платформа	p ɫ ɐ t f ɔ r m ɐ
платя	p ɫ ɐ tʲ ɤ̟
платял	p ɫ ɐ tʲ a̟ ɫ
платяла	p ɫ ɐ tʲ a̟ ɫ ɐ
платяло	p ɫ ɐ tʲ a̟ ɫ o
платят	p ɫ ɐ tʲ ɤ̟ t
платях	p ɫ ɐ tʲ a̟ x
платяха	p ɫ ɐ tʲ a̟ x ɐ
платяхме	p ɫ ɐ tʲ a̟ x m ɛ
платяхте	p ɫ ɐ tʲ a̟ x t ɛ
плаун	p ɫ ɐ u n
плах	p ɫ a x
плача	p ɫ a t͡ʃ ɐ
плачат	p ɫ a t͡ʃ ɐ t
плаче	p ɫ a t͡ʃ ɛ
плачейки	p ɫ a t͡ʃ ɛ j k i
плачел	p ɫ a t͡ʃ ɛ ɫ
плачела	p ɫ a t͡ʃ ɛ ɫ ɐ
плачели	p ɫ a t͡ʃ ɛ l i
плачело	p ɫ a t͡ʃ ɛ ɫ o
плачем	p ɫ a t͡ʃ ɛ m
плачене	p ɫ a t͡ʃ ɛ n ɛ
плаченета	p ɫ a t͡ʃ ɛ n ɛ t ɐ
плаченетата	p ɫ a t͡ʃ ɛ n ɛ t ɐ t ɐ
плаченето	p ɫ a t͡ʃ ɛ n ɛ t o
плачения	p ɫ a t͡ʃ ɛ n i j ɐ
плаченията	p ɫ a t͡ʃ ɛ n i j ɐ t ɐ
плачете	p ɫ a t͡ʃ ɛ t ɛ
плачете	p ɫ ɐ t͡ʃ ɛ t ɛ
плачех	p ɫ a t͡ʃ ɛ x
плачеха	p ɫ a t͡ʃ ɛ x ɐ
плачехме	p ɫ a t͡ʃ ɛ x m ɛ
плачехте	p ɫ a t͡ʃ ɛ x t ɛ
плачеш	p ɫ a t͡ʃ ɛ ʃ
плачеше	p ɫ a t͡ʃ ɛ ʃ ɛ
плачещ	p ɫ a t͡ʃ ɛ ʃ t
плачеща	p ɫ a t͡ʃ ɛ ʃ t ɐ
плачещата	p ɫ a t͡ʃ ɛ ʃ t ɐ t ɐ
плачещи	p ɫ a t͡ʃ ɛ ʃ t i
плачещите	p ɫ a t͡ʃ ɛ ʃ t i t ɛ
плачещия	p ɫ a t͡ʃ ɛ ʃ t i j ɐ
плачещият	p ɫ a t͡ʃ ɛ ʃ t i j ɐ t
плачещо	p ɫ a t͡ʃ ɛ ʃ t o
плачещото	p ɫ a t͡ʃ ɛ ʃ t o t o
плачи	p ɫ ɐ t͡ʃ i
плачльо	p ɫ a t͡ʃ lʲ o̟
плаша	p ɫ a ʃ ɐ
плашат	p ɫ a ʃ ɐ t
плашейки	p ɫ a ʃ ɛ j k i
плашел	p ɫ a ʃ ɛ ɫ
плашела	p ɫ a ʃ ɛ ɫ ɐ
плашели	p ɫ a ʃ ɛ l i
плашело	p ɫ a ʃ ɛ ɫ o
плашен	p ɫ a ʃ ɛ n
плашена	p ɫ a ʃ ɛ n ɐ
плашената	p ɫ a ʃ ɛ n ɐ t ɐ
плашене	p ɫ a ʃ ɛ n ɛ
плашенета	p ɫ a ʃ ɛ n ɛ t ɐ
плашенетата	p ɫ a ʃ ɛ n ɛ t ɐ t ɐ
плашенето	p ɫ a ʃ ɛ n ɛ t o
плашени	p ɫ a ʃ ɛ n i
плашените	p ɫ a ʃ ɛ n i t ɛ
плашения	p ɫ a ʃ ɛ n i j ɐ
плашеният	p ɫ a ʃ ɛ n i j ɐ t
плашенията	p ɫ a ʃ ɛ n i j ɐ t ɐ
плашено	p ɫ a ʃ ɛ n o
плашеното	p ɫ a ʃ ɛ n o t o
плашете	p ɫ ɐ ʃ ɛ t ɛ
плашех	p ɫ a ʃ ɛ x
плашеха	p ɫ a ʃ ɛ x ɐ
плашехме	p ɫ a ʃ ɛ x m ɛ
плашехте	p ɫ a ʃ ɛ x t ɛ
плашеше	p ɫ a ʃ ɛ ʃ ɛ
плашещ	p ɫ a ʃ ɛ ʃ t
плашеща	p ɫ a ʃ ɛ ʃ t ɐ
плашещата	p ɫ a ʃ ɛ ʃ t ɐ t ɐ
плашещи	p ɫ a ʃ ɛ ʃ t i
плашещите	p ɫ a ʃ ɛ ʃ t i t ɛ
плашещия	p ɫ a ʃ ɛ ʃ t i j ɐ
плашещият	p ɫ a ʃ ɛ ʃ t i j ɐ t
плашещо	p ɫ a ʃ ɛ ʃ t o
плашещото	p ɫ a ʃ ɛ ʃ t o t o
плаши	p ɫ a ʃ i
плаши	p ɫ ɐ ʃ i
плашил	p ɫ a ʃ i ɫ
плашил	p ɫ ɐ ʃ i ɫ
плашила	p ɫ a ʃ i ɫ ɐ
плашила	p ɫ ɐ ʃ i ɫ ɐ
плашилата	p ɫ a ʃ i ɫ ɐ t ɐ
плашилата	p ɫ ɐ ʃ i ɫ ɐ t ɐ
плашили	p ɫ a ʃ i l i
плашили	p ɫ ɐ ʃ i l i
плашилите	p ɫ a ʃ i l i t ɛ
плашилите	p ɫ ɐ ʃ i l i t ɛ
плашилия	p ɫ a ʃ i l i j ɐ
плашилия	p ɫ ɐ ʃ i l i j ɐ
плашилият	p ɫ a ʃ i l i j ɐ t
плашилият	p ɫ ɐ ʃ i l i j ɐ t
плашило	p ɫ a ʃ i ɫ o
плашило	p ɫ ɐ ʃ i ɫ o
плашилото	p ɫ a ʃ i ɫ o t o
плашилото	p ɫ ɐ ʃ i ɫ o t o
плашим	p ɫ a ʃ i m
плашите	p ɫ a ʃ i t ɛ
плаших	p ɫ a ʃ i x
плаших	p ɫ ɐ ʃ i x
плашиха	p ɫ a ʃ i x ɐ
плашиха	p ɫ ɐ ʃ i x ɐ
плашихме	p ɫ a ʃ i x m ɛ
плашихме	p ɫ ɐ ʃ i x m ɛ
плашихте	p ɫ a ʃ i x t ɛ
плашихте	p ɫ ɐ ʃ i x t ɛ
плашиш	p ɫ a ʃ i ʃ
плащ	p ɫ a ʃ t
плаща	p ɫ a ʃ t ɐ
плаща	p ɫ ɐ ʃ t a
плащай	p ɫ a ʃ t ɐ j
плащайки	p ɫ a ʃ t ɐ j k i
