ԱԱ	ɑ ɑ
ժառանգ	ʒ ɑ r ɑ n k
ժառանգել	ʒ ɑ r ɑ n k e l
ժառանգորդ	ʒ ɑ r ɑ n k o ɾ t
ժառանգություն	ʒ ɑ r ɑ n k u t ʏ n
ժե	ʒ e
ժենգյալ	ʒ e n k j ɑ l
ժիր	ʒ i ɾ
ժլատ	ʒ ə l ɑ d
ժխտական	ʒ ə χ d ɑ ɡ ɑ n
ժխտել	ʒ ə χ d e l
ժխտողականություն	ʒ ə χ d o ʁ ɑ ɡ ɑ n u t ʏ n
ժխտում	ʒ ə χ d u m
ժոխ	ʒ o χ
ժողով	ʒ o ʁ o v
ժողովածու	ʒ o ʁ o v ɑ d͡z u
ժողովուրդ	ʒ o ʁ o v u ɾ t
ժողովրդագրություն	ʒ o ʁ o v ə ɾ t ɑ k ɾ u t ʏ n
ժողովրդական	ʒ o ʁ o v ə ɾ t ɑ ɡ ɑ n
ժողովրդավարական	ʒ o ʁ o v ə ɾ t ɑ v ɑ ɾ ɑ ɡ ɑ n
ժողովրդավարություն	ʒ o ʁ o v ə ɾ t ɑ v ɑ ɾ u t ʏ n
ժոստկի	ʒ o s d ɡ i
ժուժկալ	ʒ u ʒ ɡ ɑ l
ժուլիկ	ʒ u l i ɡ
ժուռ	ʒ u r
ժուռնալ	ʒ u r n ɑ l
ժուռնալիստ	ʒ u r n ɑ l i s d
ժպիտ	ʒ ə b i d
ժպիրհ	ʒ ə b i ɾ h
ժպտալ	ʒ ə b d ɑ l
ժպտիլ	ʒ ə b d i l
ի	i
իբո	i p o
իբր	i p ə ɾ
իգական	i k ɑ ɡ ɑ n
իդեալիզմ	i t e ɑ l i z m
իդիշ	i t i ʃ
իդո	i t o
իզոգլոս	i z o k l o s
իզոտոպ	i z o d o b
իզուր	i z u ɾ
իժ	i ʒ
իլ	i l
իլենի	i l e n i
իլիկ	i l i ɡ
իլլիրիական	i l l i ɾ i ɑ ɡ ɑ n
իհարկե	i h ɑ ɾ ɡ e
իղձ	i χ t͡s
իղրար	i ʁ ɾ ɑ ɾ
իմ	i m
իմա	i m ɑ
իմանալ	i m ɑ n ɑ l
իմաստ	i m ɑ s d
իմաստության	i m ɑ s d u t j ɑ n
իմաստություն	i m ɑ s d u t ʏ n
իմաստուն	i m ɑ s d u n
իմացաբանություն	i m ɑ t͡s ɑ p ɑ n u t ʏ n
իմը	i m ə
իմիջ	i m i t͡ʃ
իմիջիայլոց	i m i t͡ʃ i ɑ j l o t͡s
իմովսանն	i m o f s ɑ n n
իմունիզացիա	i m u n i z ɑ t͡s i ɑ
իմունիտետ	i m u n i d e d
իմպերիալիզմ	i m b e ɾ i ɑ l i z m
իմպերիալիստ	i m b e ɾ i ɑ l i s d
իմպերիալիստական	i m b e ɾ i ɑ l i s d ɑ ɡ ɑ n
իյնալ	i j n ɑ l
ինգլիզ	i n k l i z
ինգուշ	i n k u ʃ
ինդիում	i n t i j u m
ինդոնեզերեն	i n t o n e z e ɾ e n
իներտ	i n e ɾ d
ինը	i n ə
ինթերն	i n t e ɾ n
ինժեներ	i n ʒ e n e ɾ
ինժեներական	i n ʒ e n e ɾ ɑ ɡ ɑ n
ինի	i n i
ինծի	i n d͡z i
ինծմէ	i n d͡z m e
ինծմով	i n d͡z m o v
ինձ	i n d͡z
իններորդ	i n e ɾ o ɾ t
իններորդ	i n n e ɾ o ɾ t
իննսուն	i n n ə s u n
ինչ	i n t͡ʃ
ինչերեն	i n t͡ʃ e ɾ e n
ինչի	i n t͡ʃ i
ինչյան	i n t͡ʃ j ɑ n
ինչու	i n t͡ʃ u
ինչպես	i n t͡ʃ b e s
ինչք	i n t͡ʃ k
ինչքան	i n t͡ʃ k ɑ n
ինստիտուտ	i n s d i d u d
ինվալիդ	i n v ɑ l i t
ինվեստիցիա	i n v e s d i t͡s i ɑ
ինտեգրալ	i n d e k ɾ ɑ l
ինտերլինգվա	i n d e ɾ l i n k v ɑ
ինտերնետ	i n d e ɾ n e d
ինտերնետային	i n d e ɾ n e d ɑ j i n
ինք	i n k
ինքզինք	i n k ə z i n k
ինքը	i n k ə
ինքն	i n k ə n
ինքնագիր	i n k n ɑ k i ɾ
ինքնագլուխ	i n k n ɑ k ə l u χ
ինքնագնահատական	i n k n ɑ k ə n ɑ h ɑ d ɑ ɡ ɑ n
ինքնադիմանկար	i n k n ɑ t i m ɑ n ə ɡ ɑ ɾ
ինքնաթափ	i n k n ɑ t ɑ p
ինքնաթիռ	i n k n ɑ t i r
ինքնակամ	i n k n ɑ ɡ ɑ m
ինքնակենսագրական	i n k n ɑ ɡ e n s ɑ k ɾ ɑ ɡ ɑ n
ինքնակենսագրություն	i n k n ɑ ɡ e n s ɑ k ɾ u t ʏ n
ինքնահավան	i n k n ɑ h ɑ v ɑ n
ինքնահավանել	i n k n ɑ h ɑ v ɑ n e l
ինքնահավանություն	i n k n ɑ h ɑ v ɑ n u t ʏ n
ինքնահավանում	i n k n ɑ h ɑ v ɑ n u m
ինքնահավատք	i n k n ɑ h ɑ v ɑ d k
ինքնահող	i n k n ɑ h o ʁ
ինքնանկար	i n k n ɑ n ə ɡ ɑ ɾ
ինքնաշարժ	i n k n ɑ ʃ ɑ ɾ ʒ
ինքնապատասխանիչ	i n k n ɑ b ɑ d ɑ s χ ɑ n i t͡ʃ
ինքնապատկեր	i n k n ɑ b ɑ d ɡ e ɾ
ինքնասպան	i n k n ɑ s b ɑ n
ինքնասպանություն	i n k n ɑ s b ɑ n u t ʏ n
ինքնավար	i n k n ɑ v ɑ ɾ
ինքնավարություն	i n k n ɑ v ɑ ɾ u t ʏ n
ինքնատիրապետում	i n k n ɑ d i ɾ ɑ b e d u m
ինքնըստինքյան	i n k n ə s d i n k j ɑ n
ինքնին	i n k n i n
ինքնիշխանություն	i n k n i ʃ χ ɑ n u t ʏ n
ինքնյակ	i n k n j ɑ ɡ
ինքնություն	i n k n u t ʏ n
ինքնուրույն	i n k n u ɾ u j n
ինֆեկցիա	i n f e k t͡s i ɑ
ինֆոգրաֆիկա	i n f o k ɾ ɑ f i ɡ ɑ
ինֆրաստրուկտուրա	i n f ɾ ɑ s d ɾ u ɡ d u ɾ ɑ
իշամեղու	i ʃ ɑ m e ʁ u
իշայծյամ	i ʃ ɑ j d͡z j ɑ m
իշառվույտ	i ʃ ɑ r v u j d
իշխան	i ʃ χ ɑ n
իշխանապետություն	i ʃ χ ɑ n ɑ b e d u t ʏ n
իշխանափոխություն	i ʃ χ ɑ n ɑ p o χ u t ʏ n
իշխանություն	i ʃ χ ɑ n u t ʏ n
իշխանուհի	i ʃ χ ɑ n u h i
իշխել	i ʃ χ e l
իշղար	i ʃ ʁ ɑ ɾ
իշտահ	i ʃ d ɑ h
իոն	i j o n
իջնալ	i t͡ʃ n ɑ l
իջնել	i t͡ʃ n e l
իջևան	i t͡ʃ e v ɑ n
իջևանական	i t͡ʃ e v ɑ n ɑ ɡ ɑ n
իջևանամեջ	i t͡ʃ e v ɑ n ɑ m e t͡ʃ
իջևանային	i t͡ʃ e v ɑ n ɑ j i n
իջևանավոր	i t͡ʃ e v ɑ n ɑ v o ɾ
իջևանատեղ	i t͡ʃ e v ɑ n ɑ d e ʁ
իջևանատեղի	i t͡ʃ e v ɑ n ɑ d e ʁ i
իջևանատեր	i t͡ʃ e v ɑ n ɑ d e ɾ
իջևանատուն	i t͡ʃ e v ɑ n ɑ d u n
իջևանել	i t͡ʃ e v ɑ n e l
իջևանում	i t͡ʃ e v ɑ n u m
իռացիոնալ	i r ɑ t͡s i o n ɑ l
իռեդենտիզմ	i r e t e n d i z m
իռլանդացի	i r l ɑ n t ɑ t͡s i
իռլանդերեն	i r l ɑ n t e ɾ e n
իսլամ	i s l ɑ m
իսլամական	i s l ɑ m ɑ ɡ ɑ n
իսլամացնել	i s l ɑ m ɑ t͡s ə n e l
իսլամացում	i s l ɑ m ɑ t͡s u m
իսլանդերեն	i s l ɑ n t e ɾ e n
իսկ	i s ɡ
իսկական	i s ɡ ɑ ɡ ɑ n
իսկապես	i s ɡ ɑ b e s
իսկույն	i s ɡ u j n
իսհալ	i s h ɑ l
իսմայելիտ	i s m ɑ j e l i d
իսպանական	i s b ɑ n ɑ ɡ ɑ n
իսպանացի	i s b ɑ n ɑ t͡s i
իսպաներեն	i s b ɑ n e ɾ e n
իսպանուհի	i s b ɑ n u h i
իսպառ	i s b ɑ r
իստակ	i s d ɑ ɡ
իստակել	i s d ɑ ɡ e l
իտալական	i d ɑ l ɑ ɡ ɑ n
իտալացի	i d ɑ l ɑ t͡s i
իտալերեն	i d ɑ l e ɾ e n
իտալուհի	i d ɑ l u h i
իտրիում	i d ɾ i j u m
իր	i ɾ
իրադարձային	i ɾ ɑ t ɑ ɾ t͡s ɑ j i n
իրադարձություն	i ɾ ɑ t ɑ ɾ t͡s u t ʏ n
իրազեկ	i ɾ ɑ z e ɡ
իրական	i ɾ ɑ ɡ ɑ n
իրականացնել	i ɾ ɑ ɡ ɑ n ɑ t͡s ə n e l
իրականություն	i ɾ ɑ ɡ ɑ n u t ʏ n
իրականում	i ɾ ɑ ɡ ɑ n u m
իրան	i ɾ ɑ n
իրանական	i ɾ ɑ n ɑ ɡ ɑ n
իրանահայ	i ɾ ɑ n ɑ h ɑ j
իրանյան	i ɾ ɑ n j ɑ n
իրանք	i ɾ ɑ n k
իրապաշտ	i ɾ ɑ b ɑ ʃ d
իրապաշտություն	i ɾ ɑ b ɑ ʃ d u t ʏ n
իրավ	i ɾ ɑ v
իրավաբան	i ɾ ɑ v ɑ p ɑ n
իրավազուրկ	i ɾ ɑ v ɑ z u ɾ ɡ
իրավախոհություն	i ɾ ɑ v ɑ χ o h u t ʏ n
իրավամբ	i ɾ ɑ v ɑ m p
իրավապահ	i ɾ ɑ v ɑ b ɑ h
իրավիճակ	i ɾ ɑ v i d͡ʒ ɑ ɡ
իրավմամբ	i ɾ ɑ v m ɑ m p
իրավունք	i ɾ ɑ v u n k
իրատես	i ɾ ɑ d e s
իրատեսություն	i ɾ ɑ d e s u t ʏ n
իրար	i ɾ ɑ ɾ
իրարանցում	i ɾ ɑ ɾ ɑ n t͡s u m
իրենք	i ɾ e n k
իրեք	i ɾ e k
իրիկուն	i ɾ i ɡ u n
իրողություն	i ɾ o ʁ u t ʏ n
իրովսանն	i ɾ o f s ɑ n n
իրոք	i ɾ o k
իքեն	i k e n
լ	l ə
լաբիրինթոս	l ɑ p i ɾ i n t o s
լադիներեն	l ɑ t i n e ɾ e n
լազաթ	l ɑ z ɑ t
լազեր	l ɑ z e ɾ
լազերային	l ɑ z e ɾ ɑ j i n
լազերեն	l ɑ z e ɾ e n
լալ	l ɑ l
լալա	l ɑ l ɑ
լալոն	l ɑ l o n
լալոնք	l ɑ l o n k
լախանա	l ɑ χ ɑ n ɑ
լախտ	l ɑ χ d
լակ	l ɑ ɡ
լակոտ	l ɑ ɡ o d
լահմաջո	l ɑ h m ɑ t͡ʃ o
լահմաջոյանոց	l ɑ h m ɑ t͡ʃ o j ɑ n o t͡s
լահմաջու	l ɑ h m ɑ t͡ʃ u
լահմաջուն	l ɑ h m ɑ t͡ʃ u n
լաճ	l ɑ d͡ʒ
լամա	l ɑ m ɑ
լամբադա	l ɑ m p ɑ t ɑ
լամբար	l ɑ m p ɑ ɾ
լամպ	l ɑ m b
լամպար	l ɑ m b ɑ ɾ
լայաղ	l ɑ j ɑ ʁ
լայն	l ɑ j n
լայնալիճ	l ɑ j n ɑ l i d͡ʒ
լայնատարած	l ɑ j n ɑ d ɑ ɾ ɑ d͡z
լայնատերև	l ɑ j n ɑ d e ɾ e v
լայնշի	l ɑ j n ʃ i
լայնություն	l ɑ j n u t ʏ n
լայնուցք	l ɑ j n u t͡s k
լայնք	l ɑ j n k
լայվ	l ɑ j v
լայքել	l ɑ j k e l
լանչ	l ɑ n t͡ʃ
լանջ	l ɑ n t͡ʃ
լանջապան	l ɑ n t͡ʃ ɑ b ɑ n
լանջապանակ	l ɑ n t͡ʃ ɑ b ɑ n ɑ ɡ
լանջք	l ɑ n t͡ʃ k
լաշի	l ɑ ʃ i
լաո	l ɑ o
լաոսերեն	l ɑ o s e ɾ e n
լապտեր	l ɑ b d e ɾ
լապտերասյուն	l ɑ b d e ɾ ɑ s ʏ n
լաջվարդ	l ɑ t͡ʃ v ɑ ɾ t
լաստ	l ɑ s d
լաստանավ	l ɑ s d ɑ n ɑ v
լաստենի	l ɑ s d e n i
լավ	l ɑ v
լավա	l ɑ v ɑ
լավագույն	l ɑ v ɑ k u j n
լավագույնս	l ɑ v ɑ k u j n ə s
լավանալ	l ɑ v ɑ n ɑ l
լավաշ	l ɑ v ɑ ʃ
լավատես	l ɑ v ɑ d e s
լավատեսական	l ɑ v ɑ d e s ɑ ɡ ɑ n
լավատեսություն	l ɑ v ɑ d e s u t ʏ n
լավութա	l ɑ v u t ɑ
լատինական	l ɑ d i n ɑ ɡ ɑ n
լատիներեն	l ɑ d i n e ɾ e n
լատիշերեն	l ɑ d i ʃ e ɾ e n
լատվիական	l ɑ d v i ɑ ɡ ɑ n
լատվիերեն	l ɑ d v i e ɾ e n
լար	l ɑ ɾ
լարել	l ɑ ɾ e l
լարի	l ɑ ɾ i
լարում	l ɑ ɾ u m
լաց	l ɑ t͡s
լացել	l ɑ t͡s e l
լափել	l ɑ p e l
լաք	l ɑ k
լաքա	l ɑ k ɑ
լեգիտիմ	l e k i d i m
լեզգի	l e s k i
լեզու	l e z u
լեզվաբան	l e z v ɑ p ɑ n
լեզվաբանական	l e z v ɑ p ɑ n ɑ ɡ ɑ n
լեզվաբանություն	l e z v ɑ p ɑ n u t ʏ n
լեզվաբուն	l e z v ɑ p u n
լեզվաընտանիք	l e z v ɑ ə n d ɑ n i k
լեզվակ	l e z v ɑ ɡ
լեզվական	l e z v ɑ ɡ ɑ n
լեզվակիր	l e z v ɑ ɡ i ɾ
լեզվանի	l e z v ɑ n i
լեթթերեն	l e t t e ɾ e n
լեկ	l e ɡ
լեհ	l e h
լեհական	l e h ɑ ɡ ɑ n
լեհերեն	l e h e ɾ e n
լեղապարկ	l e ʁ ɑ b ɑ ɾ ɡ
լեղի	l e ʁ i
լեմուր	l e m u ɾ
լեյտենանտ	l e j d e n ɑ n d
լեն	l e n
լենինիզմ	l e n i n i z m
լենտ	l e n d
լեշ	l e ʃ
լեպտոն	l e b d o n
լեռ	l e r
լեռնագիր	l e r n ɑ k i ɾ
լեռնագնաց	l e r n ɑ k ə n ɑ t͡s
լեռնագրական	l e r n ɑ k ɾ ɑ ɡ ɑ n
լեռնագրություն	l e r n ɑ k ɾ u t ʏ n
լեռնային	l e r n ɑ j i n
լեռնաշխարհ	l e r n ɑ ʃ χ ɑ ɾ
լեռնաշղթա	l e r n ɑ ʃ ə χ t ɑ
լեռնցի	l e r ə n t͡s i
լերդ	l e ɾ t
լերդաբույթ	l e ɾ t ɑ p u j t
լերդախոտ	l e ɾ t ɑ χ o d
լերկ	l e ɾ ɡ
լերկամորթ	l e ɾ ɡ ɑ m o ɾ t
լեցնել	l e t͡s ə n e l
լեցուն	l e t͡s u n
լի	l i
լիագումար	l i j ɑ k u m ɑ ɾ
լիազոր	l i j ɑ z o ɾ
լիազորագիր	l i ɑ z o ɾ ɑ k i ɾ
լիազորել	l i ɑ z o ɾ e l
լիազորություն	l i ɑ z o ɾ u t ʏ n
լիազորված	l i ɑ z o ɾ v ɑ d͡z
լիազորվածություն	l i ɑ z o ɾ v ɑ d͡z u t ʏ n
լիազորվել	l i ɑ z o ɾ v e l
լիակազմ	l i j ɑ ɡ ɑ z m
լիանալ	l i j ɑ n ɑ l
լիարժեք	l i j ɑ ɾ ʒ e k
լիբերալիզմ	l i p e ɾ ɑ l i z m
լիբիացի	l i p i ɑ t͡s i
լիբիդո	l i p i t o
լիբրացիա	l i p ɾ ɑ t͡s i ɑ
լիբրետո	l i p ɾ e d o
լիգա	l i k ɑ
լիդիերեն	l i t i j e ɾ e n
լիզել	l i z e l
լիթիում	l i t i j u m
լիկիերեն	l i ɡ i j e ɾ e n
լիճ	l i d͡ʒ
լիմբուրգերեն	l i m p u ɾ k e ɾ e n
լիմոն	l i m o n
լիմոնադ	l i m o n ɑ t
լիմուզին	l i m u z i n
լինգալա	l i n k ɑ l ɑ
լինդ	l i n t
լինել	l i n e l
լիով	l i j o v
լիովին	l i j o v i n
լիուլի	l i u l i
լիսեռ	l i s e r
լիտվական	l i d v ɑ ɡ ɑ n
լիտվաներեն	l i d v ɑ n e ɾ e n
լիտվերեն	l i d v e ɾ e n
լիտր	l i d ə ɾ
լիր	l i ɾ
լիրբ	l i ɾ p
լիք	l i k
լիքը	l i k ə
լիքն	l i k ə n
լիֆչիկ	l i f t͡ʃ i ɡ
լլկանք	l ə l ɡ ɑ n k
լխպոր	l ə χ b o ɾ
լծակ	l ə d͡z ɑ ɡ
լծել	l ə d͡z e l
լծորդ	l ə d͡z o ɾ t
լկամ	l ə ɡ ɑ m
լկստել	l ə ɡ ə s d e l
լկստվել	l ə ɡ ə s d ə v e l
լկտի	l ə ɡ d i
լղար	l ə ʁ ɑ ɾ
լղպոր	l ə ʁ b o ɾ
լճակ	l ə d͡ʒ ɑ ɡ
լման	l ə m ɑ n
լմննալ	l ə m ə n n ɑ l
լմնցնել	l ə m ə n t͡s ə n e l
լյարդ	l j ɑ ɾ t
լյուն	l ʏ n
լյուրիկյան	l ʏ ɾ i ɡ j ɑ n
լյուքսեմբուրգերեն	l ʏ k s e m p u ɾ k e ɾ e n
լյոքշ	l j o k ʃ
լնդախտ	l ə n t ɑ χ d
լոբբի	l o p p i
լոբի	l o p i
լոգանալ	l o k ɑ n ɑ l
լոգանք	l o k ɑ n k
լոգարան	l o k ɑ ɾ ɑ n
լոգարիթմ	l o k ɑ ɾ i t m
լոգիկա	l o k i ɡ ɑ
լոգին	l o k i n
լոթարինգացի	l o t ɑ ɾ i n k ɑ t͡s i
լոժբան	l o ʃ p ɑ n
լոլիկ	l o l i ɡ
լոխ	l o χ
լոխում	l o χ u m
լոխումճի	l o χ u m d͡ʒ i
լոկ	l o ɡ
լոկոմոտիվ	l o ɡ o m o d i v
լող	l o ʁ
լողազգեստ	l o ʁ ɑ s k e s d
լողալ	l o ʁ ɑ l
լողակ	l o ʁ ɑ ɡ
լողանալ	l o ʁ ɑ n ɑ l
լողավազան	l o ʁ ɑ v ɑ z ɑ n
լողափ	l o ʁ ɑ p
լոմբարդացի	l o m p ɑ ɾ t ɑ t͡s i
լոշ	l o ʃ
լոշիկ	l o ʃ i ɡ
լոշտակ	l o ʃ d ɑ ɡ
լոուրենսիում	l u ɾ e n s i j u m
լոսդի	l o s d i
լոսդի	l o s t i
լոտո	l o d o
լոտոս	l o d o s
լոր	l o ɾ
լորաճուռակ	l o ɾ ɑ d͡ʒ u r ɑ ɡ
լորամարգ	l o ɾ ɑ m ɑ ɾ k
լորամարգի	l o ɾ ɑ m ɑ ɾ k i
լորենի	l o ɾ e n i
լորի	l o ɾ i
լորիկ	l o ɾ i ɡ
լորձ	l o ɾ t͡s
լորձունք	l o ɾ t͡s u n k
լորտու	l o ɾ d u
լորտուկ	l o ɾ d u ɡ
լու	l u
լուժիկերեն	l u ʒ i ɡ e ɾ e n
լուծ	l u d͡z
լուծարել	l u d͡z ɑ ɾ e l
լուծել	l u d͡z e l
լուծիչ	l u d͡z i t͡ʃ
լուծում	l u d͡z u m
լումա	l u m ɑ
լույծ	l u j d͡z
լույս	l u j s
լուռ	l u r
լուսազդանշան	l u s ɑ s t ɑ n ə ʃ ɑ n
լուսամուտ	l u s ɑ m u d
լուսան	l u s ɑ n
լուսանկար	l u s ɑ n ə ɡ ɑ ɾ
լուսանկարել	l u s ɑ n ə ɡ ɑ ɾ e l
լուսանկարիչ	l u s ɑ n ə ɡ ɑ ɾ i t͡ʃ
լուսանկարչություն	l u s ɑ n ə ɡ ɑ ɾ t͡ʃ u t ʏ n
լուսանցք	l u s ɑ n t͡s k
լուսանցքային	l u s ɑ n t͡s k ɑ j i n
լուսավոր	l u s ɑ v o ɾ
լուսավորչական	l u s ɑ v o ɾ t͡ʃ ɑ ɡ ɑ n
լուսատարի	l u s ɑ d ɑ ɾ i
լուսատտիկ	l u s ɑ d ə d i ɡ
լուսարարապետ	l u s ɑ ɾ ɑ ɾ ɑ b e d
լուսացույց	l u s ɑ t͡s u j t͡s
լուսաֆոր	l u s ɑ f o ɾ
լուսին	l u s i n
լուսն	l u s ə n
լուսնագիտություն	l u s n ɑ k i d u t ʏ n
լուսնկա	l u s ə n ɡ ɑ
լուսնոտ	l u s n o d
լուսնոտություն	l u s n o d u t ʏ n
լուսունակ	l u s u n ɑ ɡ
լուվական	l u v ɑ ɡ ɑ n
լուվիերեն	l u v i j e ɾ e n
լուտալ	l u d ɑ l
լուտանք	l u d ɑ n k
լուր	l u ɾ
լուրեր	l u ɾ e ɾ
լուրթ	l u ɾ t
լուրջ	l u ɾ t͡ʃ
լուցել	l u t͡s e l
լուցկի	l u t͡s ɡ i
լոք	l o k
լոքշ	l o k ʃ
լոքո	l o k o
լպստել	l ə b ə s d e l
լռել	l ə r e l
լռելյայն	l ə r e l j ɑ j n
լռին	l ə r i n
լռություն	l ə r u t ʏ n
լսել	l ə s e l
լվալ	l ə v ɑ l
լվածաղիկ	l ə v ɑ d͡z ɑ ʁ i ɡ
լվակարկուտ	l ə v ɑ ɡ ɑ ɾ ɡ u d
լվանալ	l ə v ɑ n ɑ l
լվացարան	l ə v ɑ t͡s ɑ ɾ ɑ n
լվացնել	l ə v ɑ t͡s ə n e l
լվացվել	l ə v ɑ t͡s v e l
լվացք	l ə v ɑ t͡s k
լվացքատուն	l ə v ɑ t͡s k ɑ d u n
լվացքի	l ə v ɑ t͡s k i
լվից	l ə v i t͡s
լրագրող	l ə ɾ ɑ k ə ɾ o ʁ
լրագրություն	l ə ɾ ɑ k ɾ u t ʏ n
լրազամբյուղ	l ə ɾ ɑ z ɑ m p ʏ ʁ
լրահոս	l ə ɾ ɑ h o s
լրատու	l ə ɾ ɑ d u
լրատվության	l ə ɾ ɑ d v u t j ɑ n
լրատվություն	l ə ɾ ɑ d v u t ʏ n
լրացնել	l ə ɾ ɑ t͡s ə n e l
լրացում	l ə ɾ ɑ t͡s u m
լրացուցիչ	l ə ɾ ɑ t͡s u t͡s i t͡ʃ
լրթանալ	l ə ɾ t ɑ n ɑ l
լրիվ	l ə ɾ i v
լրջամիտ	l ə ɾ t͡ʃ ɑ m i d
լրջանալ	l ə ɾ t͡ʃ ɑ n ɑ l
լրջմիտ	l ə ɾ t͡ʃ m i d
լրջմտություն	l ə ɾ t͡ʃ m ə d u t ʏ n
լրջություն	l ə ɾ t͡ʃ u t ʏ n
լրտես	l ə ɾ d e s
լրտեսել	l ə ɾ d e s e l
լրտեսություն	l ə ɾ d e s u t ʏ n
լցնել	l ə t͡s ə n e l
լցուն	l ə t͡s u n
լցվել	l ə t͡s v e l
լքավեր	l ə k ɑ v e ɾ
լքել	l ə k e l
լքյալ	l ə k j ɑ l
լքնել	l ə k n e l
խ	χ ə
խաբեբա	χ ɑ p e p ɑ
խաբեբայություն	χ ɑ p e p ɑ j u t ʏ n
խաբել	χ ɑ p e l
խաբեպատիր	χ ɑ p e b ɑ d i ɾ
խաբնվել	χ ɑ p n ə v e l
խազ	χ ɑ z
խազել	χ ɑ z e l
խաթաբալա	χ ɑ t ɑ p ɑ l ɑ
խաթեր	χ ɑ t e ɾ
խաթր	χ ɑ t ə ɾ
խաժ	χ ɑ ʒ
խալ	χ ɑ l
խալի	χ ɑ l i
խալիար	χ ɑ l i ɑ ɾ
խալիֆ	χ ɑ l i f
խալիֆաթ	χ ɑ l i f ɑ t
խալիֆայություն	χ ɑ l i f ɑ j u t ʏ n
խալխ	χ ɑ l χ
խալյար	χ ɑ l j ɑ ɾ
խալտուրա	χ ɑ l d u ɾ ɑ
խախանդ	χ ɑ χ ɑ n t
խախտել	χ ɑ χ d e l
խածանել	χ ɑ d͡z ɑ n e l
խածատել	χ ɑ d͡z ɑ d e l
խածել	χ ɑ d͡z e l
խածնել	χ ɑ d͡z n e l
խակ	χ ɑ ɡ
խահ	χ ɑ h
խաղ	χ ɑ ʁ
խաղադաշտ	χ ɑ ʁ ɑ t ɑ ʃ d
խաղաթուղթ	χ ɑ ʁ ɑ t u χ t
խաղալ	χ ɑ ʁ ɑ l
խաղալիք	χ ɑ ʁ ɑ l i k
խաղաղ	χ ɑ ʁ ɑ ʁ
խաղաղարար	χ ɑ ʁ ɑ ʁ ɑ ɾ ɑ ɾ
խաղաղություն	χ ɑ ʁ ɑ ʁ u t ʏ n
խաղամոլ	χ ɑ ʁ ɑ m o l
խաղասրահ	χ ɑ ʁ ɑ s ə ɾ ɑ h
խաղատուն	χ ɑ ʁ ɑ d u n
խաղացնել	χ ɑ ʁ ɑ t͡s ə n e l
խաղացող	χ ɑ ʁ ɑ t͡s o ʁ
խաղաքար	χ ɑ ʁ ɑ k ɑ ɾ
խաղաքարտ	χ ɑ ʁ ɑ k ɑ ɾ d
խաղող	χ ɑ ʁ o ʁ
խաղցնել	χ ɑ χ t͡s ə n e l
խամաճիկ	χ ɑ m ɑ d͡ʒ i ɡ
խամոն	χ ɑ m o n
խայթ	χ ɑ j t
խայթել	χ ɑ j t e l
խայթոց	χ ɑ j t o t͡s
խայտաբղետ	χ ɑ j d ɑ p ə ʁ e d
խայտառակ	χ ɑ j d ɑ r ɑ ɡ
խայտառակաբար	χ ɑ j d ɑ r ɑ ɡ ɑ p ɑ ɾ
խայտառակել	χ ɑ j d ɑ r ɑ ɡ e l
խայտառակություն	χ ɑ j d ɑ r ɑ ɡ u t ʏ n
խայտուց	χ ɑ j d u t͡s
խայրի	χ ɑ j ɾ i
խան	χ ɑ n
խանգարել	χ ɑ n k ɑ ɾ e l
խանգարվել	χ ɑ n k ɑ ɾ v e l
խանդ	χ ɑ n t
խանդակ	χ ɑ n t ɑ ɡ
խանդակաթ	χ ɑ n t ɑ ɡ ɑ t
խանդավառ	χ ɑ n t ɑ v ɑ r
խանդել	χ ɑ n t e l
խանդոտ	χ ɑ n t o d
խանծ	χ ɑ n d͡z
խանձ	χ ɑ n t͡s
խանձատել	χ ɑ n t͡s ɑ d e l
խանձարուր	χ ɑ n t͡s ɑ ɾ u ɾ
խանձել	χ ɑ n t͡s e l
խանձող	χ ɑ n t͡s o ʁ
խանութ	χ ɑ n u t
խանություն	χ ɑ n u t ʏ n
խաշ	χ ɑ ʃ
խաշար	χ ɑ ʃ ɑ ɾ
խաշել	χ ɑ ʃ e l
խաշն	χ ɑ ʃ ə n
խաշու	χ ɑ ʃ u
խաչ	χ ɑ t͡ʃ
խաչակիր	χ ɑ t͡ʃ ɑ ɡ i ɾ
խաչակրություն	χ ɑ t͡ʃ ɑ ɡ ɾ u t ʏ n
խաչապուրի	χ ɑ t͡ʃ ɑ b u ɾ i
խաչբառ	χ ɑ t͡ʃ p ɑ r
խաչերկաթ	χ ɑ t͡ʃ e ɾ ɡ ɑ t
խաչմերուկ	χ ɑ t͡ʃ m e ɾ u ɡ
խաչքար	χ ɑ t͡ʃ k ɑ ɾ
խառատ	χ ɑ r ɑ d
խառատահաստոց	χ ɑ r ɑ d ɑ h ɑ s d o t͡s
խառը	χ ɑ r ə
խառընճա	χ ɑ r ə n d͡ʒ ɑ
խառն	χ ɑ r ə n
խառնաշփոթություն	χ ɑ r n ɑ ʃ ə p o t u t ʏ n
խառնարան	χ ɑ r n ɑ ɾ ɑ n
խառնել	χ ɑ r n e l
խառնիչ	χ ɑ r n i t͡ʃ
խառնուրդ	χ ɑ r n u ɾ t
խառնվածք	χ ɑ r n ə v ɑ d͡z k
խաս	χ ɑ s
խավ	χ ɑ v
