ং	ŋ
প্রতিমাচূর্ণকারী	p ɹ o t̪ i m a t ɕ u ɹ n ɔ k a ɹ iˑ
প্রতিমাচূর্ণকারী	p ɾ o t̪ i m a t͡ʃ u ɾ n ɔ k a ɾ iˑ
প্রতিশোধ	p r o t̪ i ʃ o d̪ʱ
প্রতিশ্রুতি	p ɹ o t̪ i s ɹ u t̪ iˑ
প্রতিশ্রুতি	p ɾ o t̪ i s ɾ u t̪ iˑ
প্রতিষ্ঠা	p ɹ o t̪ i s tʰ aˑ
প্রতিষ্ঠা	p ɹ o t̪ i ʃ tʰ aˑ
প্রতিষ্ঠা	p ɾ o t̪ i ʂ ʈʰ aˑ
প্রতিষ্ঠা	p ɾ ɔ t̪ i ʃ tʰ aˑ
প্রতিষ্ঠা	ɸ ɹ ɔ t̪ i ʃ t áˑ
প্রতিষ্ঠিত	p ɹ o t̪ i s tʰ i t̪ oˑ
প্রতিষ্ঠিত	p ɹ o t̪ i ʃ tʰ i t̪ oˑ
প্রতিষ্ঠিত	p ɾ o t̪ i ʂ ʈʰ i t̪ oˑ
প্রতিষ্ঠিত	p ɾ ɔ t̪ i ʃ tʰ i t̪ ɔˑ
প্রতিষ্ঠিত	ɸ ɹ ɔ t̪ i ʃ t í t̪ ɔˑ
প্রত্যাশা	p ɹ o t̪ː a ʃ aˑ
প্রত্যাশা	p ɾ o t̪ː a ʃ aˑ
প্রত্যেক	p ɹ o t̪ː e k
প্রত্যেক	p ɾ o t̪ː e k
প্রথম	p ɹ o t̪ʰ ɔ m
প্রথম	p ɾ o t̪ʰ ɔ m
প্রধান	p ɾ o d̪ʱ a n
প্রবল	p ɹ o b o l
প্রবল	p ɹ o b ɔ l
প্রবল	p ɾ o b o l
প্রবল	p ɾ o b ɔ l
প্রভাব	p ɹ o bʱ a b
প্রভাব	p ɹ o v a b
প্রভাব	p ɾ o bʱ a b
প্রভাব	p ɾ o v a b
প্রয়োজন	p ɹ o e̯ o d ʑ ɔ n
প্রয়োজন	p ɾ o e̯ o d͡ʒ ɔ n
প্রশংসা	p ɹ o ʃ ɔ ŋ ʃ aˑ
প্রশংসা	p ɾ o ʃ ɔ ŋ ʃ aˑ
প্রশিক্ষিত	p ɹ o ʃ i kʰː i t̪ oˑ
প্রশিক্ষিত	p ɾ o ʃ i kʰː i t̪ oˑ
প্রশ্ন	p ɹ o s n oˑ
প্রশ্ন	p ɹ o ʃ n oˑ
প্রশ্ন	p ɾ o s n oˑ
প্রশ্ন	p ɾ o ʃ n oˑ
প্রস্তুত	p ɹ o s t̪ u t̪
প্রস্তুত	p ɾ o s t̪ u t̪
প্রহরী	p ɹ o h o ɹ iˑ
প্রহরী	p ɾ o h o ɾ iˑ
প্রাকৃতিক	p ɹ a k ɹ i t̪ i k
প্রাকৃতিক	p ɾ a k ɾ i t̪ i k
প্রাকৃতিক	p ɾ a kː i t̪ i k
প্রাচীন	p ɹ a t ɕ i n
প্রাচীন	p ɾ a t͡ʃ i n
প্রাচীর	p ɹ a t ɕ i ɹ
প্রাচীর	p ɾ a t͡ʃ i ɾ
প্রাণ	p ɹ a n
প্রাণ	p ɾ a n
প্রাণ	p ɾ aː n
প্রাণী	p ɹ a n iˑ
প্রাণী	p ɾ a n iˑ
প্রাত	p ɹ a t̪
প্রাত	p ɾ a t̪
প্রাতরাশ	p ɹ a t̪ ɔ ɹ a ʃ
প্রাতরাশ	p ɾ a t̪ ɔ ɾ a ʃ
প্রায়	p ɹ a e̯
প্রায়	p ɾ a e̯
প্রিয়	p ɹ i̯ oˑ
প্রিয়	p ɾ i̯ oˑ
প্রীতম	p ɹ i t̪ o m
প্রীতম	p ɾ i t̪ o m
প্রীতি	p ɹ i t̪ iˑ
প্রীতি	p ɾ i t̪ iˑ
প্রেম	p ɹ e m
প্রেম	p ɾ e m
প্রেম	p ɾ eː m
প্রেমপীড়িত	p ɹ e m p i ɹ i t̪ oˑ
প্রেমপীড়িত	p ɾ e m p i ɽ i t̪ oˑ
প্রেমপীড়িত	p ɾ e m p i ɾ i t̪ oˑ
প্রেমিকা	p ɹ e m i k aˑ
প্রেমিকা	p ɾ e m i k aˑ
প্রেরিত	p ɾ e ɾ i t̪ oˑ
প্রৌঢ়	p ɾ o u̯ ɹ oˑ
প্রৌঢ়	p ɾ o u̯ ɽ oˑ
প্রৌঢ়	p ɾ o u̯ ɽʱ oˑ
প্রৌঢ়	p ɾ o u̯ ɾ h oˑ
প্লিজ	p l i z
প্লিজ	p l iː z
প্লুটো	p l u t oˑ
প্লুটো	p l u ʈ oˑ
ফকিন্নি	f ɔ k i nː iˑ
ফকির	f o k i ɹ
ফকির	f o k i ɾ
ফকীর	f o k i ɹ
ফকীর	f o k i ɾ
ফখরুদ্দিন	f ɔ k ɾ u d̪ː i n
ফখরুদ্দিন	f ɔ kʰ ɾ u d̪ː i n
ফখরুদ্দিন	f ɔ x ɾ u d̪ː i n
ফখরুদ্দিন	pʰ ɔ k ɾ u d̪ː i n
ফখরুদ্দিন	pʰ ɔ kʰ ɾ u d̪ː i n
ফখরুদ্দিন	ɸ ɔ k ɾ u d̪ː i n
ফখরুদ্দিন	ɸ ɔ kʰ ɾ u d̪ː i n
ফজর	f ɔ d ʑ o ɹ
ফজর	f ɔ d͡ʒ o ɾ
ফজল	f ɔ d ʑ o l
ফজল	f ɔ d͡ʒ o l
ফজল	f ɔ z o l
ফটো	f ɔ ʈ̟ o
ফটোগ্রাফ	f ɔ t o ɡ ɹ a f
ফটোগ্রাফ	f ɔ ʈ o ɡ ɾ a f
ফড়িং	f o ɹ i ŋ
ফড়িং	f o ɽ i ŋ
ফড়িং	f o ɾ i ŋ
ফণা	f ɔ n aˑ
ফতে	f o t̪ eˑ
ফতোয়া	f ɔ t̪ o̯ aˑ
ফয়সালা	f ɔ e̯ s a l aˑ
ফয়েজ	f ɔ e z
ফরজ	f ɔ ɹ d ʑ
ফরজ	f ɔ ɹ o d ʑ
ফরজ	f ɔ ɹ o z
ফরজ	f ɔ ɹ z
ফরজ	f ɔ ɾ d͡ʒ
ফরজ	f ɔ ɾ o d͡ʒ
ফরজ	f ɔ ɾ o z
ফরজ	f ɔ ɾ z
ফরমান	f ɔ ɹ o m a n
ফরমান	f ɔ ɾ o m a n
ফরমানো	f ɔ ɹ m a n oˑ
ফরমানো	f ɔ ɾ m a n oˑ
ফরাসি	f ɔ ɹ a ʃ iˑ
ফরাসি	f ɔ ɾ a ʃ iˑ
ফরিয়াদ	f o ɹ i̯ a d̪
ফরিয়াদ	f o ɾ i̯ a d̪
ফলাফল	f ɔ l a f ɔ l
ফাঁসি	f a ʃ iˑ
ফাঁসি	f ã ʃ iˑ
ফাইরুজ	f a i̯ ɹ u z
ফাইরুজ	f a i̯ ɾ u z
ফাজিল	f a d ʑ i l
ফাজিল	f a d͡ʒ i l
ফাজিল	f a z i l
ফাজিল	ɸ a d̪ z i l
ফাজিল	ɸ a z i l
ফাটা	f ɑ ʈ ɑ
ফাটা	pʰ ɑ ʈ ɑ
ফাটা	ɸ ɑ ʈ ɑ
ফাটাফাটি	f a t a f a t iˑ
ফাটাফাটি	f a ʈ a f a ʈ iˑ
ফাতেমা	f a t̪ e m aˑ
ফানুস	f a n u ʃ
ফায়দা	f a e̯ ɔ d̪ aˑ
ফারজানা	f a ɹ d ʑ a n aˑ
ফারজানা	f a ɹ z a n aˑ
ফারজানা	f a ɾ d͡ʒ a n aˑ
ফারজানা	f a ɾ z a n aˑ
ফারহান	f a ɾ h a n
ফারহানা	f a ɾ h a n aˑ
ফারাক	f a ɹ a k
ফারাক	f a ɾ a k
ফারাহ	f a ɹ aˑ
ফারাহ	f a ɾ aˑ
ফালতু	f a l̪ t̪ uˑ
ফালতু	pʰ a l̪ t̪ uˑ
ফালতু	ɸ a l t̪ uˑ
ফালুদা	f a l u d̪ aˑ
ফাল্গুন	f a l ɡ u n
ফাল্গুন	pʰ a l ɡ u n
ফাস	f a s
ফাস	f aː s
ফাহাদ	f a h a d̪
ফাহ্মী	f a h m iˑ
ফিজি	f i d ʑ iˑ
ফিজি	f i d͡ʒ iˑ
ফিতা	f i t̪ aˑ
ফিনল্যান্ড	f i n l æ n d
ফিনল্যান্ড	f i n l æ ɳ ɖ
ফিরিঙ্গি	f i ɹ i ŋ ɡ iˑ
ফিরিঙ্গি	f i ɾ i ŋ ɡ iˑ
ফিরেবার	f i ɹ e b a ɹ
ফিরেবার	f i ɾ e b a ɾ
ফিরেবার	ɸ i ɹ ɛ b a ɹ
ফিরেবার	ɸ i ɾ ɛ b a ɾ
ফিরোজ	f i ɹ o z
ফিরোজ	f i ɾ o z
ফিরোজা	f i ɹ o z aˑ
ফিরোজা	f i ɾ o z aˑ
ফিলিপাইন	f i l i p a i̯ n
ফিলিস্তিন	f i l i s t̪ i n
ফুচকা	f u t ɕ ɔ k aˑ
ফুচকা	f u t͡ʃ ɔ k aˑ
ফুটপাত	f u t p a t̪
ফুটপাত	f u ʈ p a t̪
ফুটপাথ	f u t p a t̪
ফুটপাথ	f u ʈ p a t̪
ফুটপোথ	f u t p o t̪
ফুটপোথ	f u ʈ p o t̪
ফুয়েল	f u̯ e l
ফুরসত	f u ɹ ʃ ɔ t̪
ফুরসত	f u ɾ ʃ ɔ t̪
ফুর্তি	f u ɾ t̪ iˑ
ফেনা	f æ n aˑ
ফেনা	f ɛ n aˑ
ফেব্রুয়ারি	f e b ɹ u̯ a ɹ iˑ
ফেব্রুয়ারি	f e b ɾ u̯ a ɾ iˑ
ফেরদৌস	f e ɾ d̪ o s
ফেরদৌস	f e ɾ d̪ o u̯ s
ফেরা	f e ɹ aˑ
ফেরা	pʰ e ɾ aˑ
ফেরেশতা	f e ɹ e s t̪ aˑ
ফেরেশতা	f e ɾ e s t̪ aˑ
ফেলা	f æ l aˑ
ফেলা	f ɛ l aˑ
ফোঁটা	f o t aˑ
ফোঁটা	f õ t aˑ
ফোঁটা	f õ ʈ aˑ
ফোঁটা	pʰ õ ʈ aˑ
ফোঁটা	ɸ õ t aˑ
ফোঁসা	f o ʃ aˑ
ফোঁসা	f õ ʃ aˑ
ফোটা	f o t aˑ
ফোটা	f o ʈ aˑ
ফোটা	pʰ o ʈ aˑ
ফোটা	ɸ o t aˑ
ফোটানো	f o t a n oˑ
ফোটানো	f o ʈ a n oˑ
ফোটানো	pʰ o ʈ a n oˑ
ফোটানো	ɸ o t a n oˑ
ফোড়া	f o ɹ aˑ
ফোড়া	f o ɽ aˑ
ফোড়া	f o ɾ aˑ
ফোন	f o n
ফোন	f oː n
ফোরাত	f o ɹ a t̪
ফোরাত	f o ɾ a t̪
ফোলা	f o l aˑ
ফোলা	pʰ o l aˑ
ফোলা	ɸ o l aˑ
ফৌজ	f o u̯ d ʑ
ফৌজ	f o u̯ d͡ʒ
ফৌজ	f o u̯ z
ফৌজদার	f o u̯ d ʑ ɔ d̪ a ɹ
ফৌজদার	f o u̯ d͡ʒ ɔ d̪ a ɾ
ফৌজি	f o u̯ d ʑ iˑ
ফৌজি	f o u̯ d͡ʒ iˑ
ফৌজি	f o u̯ z iˑ
ফ্যান	f æ n
ফ্যান	f æː n
ফ্যান	f ɛ n
ফ্যান	f ɛː n
ফ্যাসিবাদ	f æ s i b a d̪
ফ্রিজ	f ɹ i d ʑ
ফ্রিজ	f ɹ i z
ফ্রিজ	f ɾ i d͡ʒ
ফ্রিজ	f ɾ i z
ফ্রিজ	f ɾ iː z
ফ্রেশ	f ɹ e ʃ
ফ্রেশ	f ɾ e ʃ
ফ্রেশ	f ɾ eː ʃ
ফ্লপি	f l ɔ p iˑ
ফ্ল্যাগ	f l æ ɡ
ফ্ল্যাগ	f l ɛ ɡ
বঁধু	b ɔ d̪ʱ uˑ
বঁধু	b ɔ̃ d̪ʱ uˑ
বংশ	b ɔ ŋ ʃ oˑ
বংশধর	b ɔ ŋ ʃ o d̪ʱ ɔ ɹ
বংশধর	b ɔ ŋ ʃ o d̪ʱ ɔ ɾ
বউ	b o u̯
বক	b ɔ k
বক	b ɔː k
বকশিশ	b o k ʃ i ʃ
বক্তৃতা	b o k t̪ː ɹ i t̪ aˑ
বক্তৃতা	b o k t̪ː ɾ i t̪ aˑ
বগ	b ɔ ɡ
বগদাদ	b ɔ ɡ d̪ a d̪
বগল	b ɔ ɡ o l
বগা	b ɔ ɡ aˑ
বগী	b o ɡ iˑ
বগুড়া	b o ɡ u ɾ aˑ
বঙ্গ	b ɔ ŋ ɡ oˑ
বঙ্গবিদ্যা	b ɔ n ɡ o b i d̪ː aˑ
বঙ্গাব্দ	b ɔ ŋ ɡ a b d̪ oˑ
বঙ্গালী	b ɔ ŋ ɡ a l iˑ
বছর	b ɔ t ɕʰ o ɹ
বছর	b ɔ t͡ʃʰ o ɾ
বজায়	b ɔ d ʑ a e̯
বজায়	b ɔ d͡ʒ a e̯
বজ্র	b ɔ d ʑ ɹ oˑ
বজ্র	b ɔ d͡ʒ ɾ oˑ
বট	b ɔ t
বট	b ɔ ʈ
বট	b ɔː t
বট	b ɔː ʈ
বড	b ɔ d
বড়	b ɔ ɹ
বড়	b ɔ ɹ oˑ
বড়	b ɔ ɽ
বড়	b ɔ ɽ oˑ
বড়	b ɔ ɾ
বড়	b ɔ ɾ oˑ
বড়দিন	b ɔ̜ ɽ̟ o d iˑ n
বড়দিন	b ɔ̜ ɽ̟ ɔ̝̜ d iˑ n
বড়ি	b o ɹ iˑ
বড়ি	b o ɽ iˑ
বড়ি	b o ɾ iˑ
বত্ব	b ɔ t̪ː oˑ
বদ	b ɔ d̪
বদমাইশ	b ɔ d̪ m a i̯ ʃ
বদ্ধ	b ɔ d̪ʱː oˑ
বদ্ধ	b ɔ d̪ʱː ɔˑ
বদ্ধ	b ɔ d̪ː ɔ́ˑ
বন	b o n
বন	b oː n
বন	b ɔ n
বন	b ɔː n
বনশ্রী	b o n o s ɹ iˑ
বনশ্রী	b o n o s ɾ iˑ
বনানী	b ɔ n a n iˑ
বন্দর	b ɔ n d̪ ɔ ɹ
বন্দর	b ɔ n d̪ ɔ ɾ
বন্দুকিয়া	b ɔ n d̪ u k i̯ aˑ
বন্দ্যোপাধ্যায়	b ɔ n d̪ o p a d̪ʱː a e̯
বন্ধ	b ɔ n d̪ʱ oˑ
বন্ধু	b o n d̪ʱ uˑ
বন্ধুত্ব	b o n d̪ʱ u t̪ː oˑ
বন্‌ধ	b ɔ n d̪
বম্বে	b ɔ m b eˑ
বয়জা	b ɔ e̯ d ʑ aˑ
বয়জা	b ɔ e̯ d͡ʒ aˑ
বয়স	b ɔ e̯ o ʃ
বয়স	b ɔ e̯ ʃ
বয়স্ক	b ɔ e̯ o s k oˑ
বয়ান	b ɔ e̯ a n
বর	b ɔ ɹ
বর	b ɔ ɾ
বর	b ɔː ɾ
বরং	b ɔ ɹ o ŋ
বরং	b ɔ ɾ o ŋ
বরকত	b ɔ ɹ k o t̪
বরকত	b ɔ ɾ k o t̪
বরকন্দাজ	b ɔ ɹ k ɔ n d̪ a d ʑ
বরকন্দাজ	b ɔ ɾ k ɔ n d̪ a d͡ʒ
বরফ	b ɔ ɹ o f
বরফ	b ɔ ɹ o ɸ
বরফ	b ɔ ɾ o p
বরফ	b ɔ ɾ o pʰ
বরফ	b ɔ ɾ o ɸ
বরবাদ	b ɔ ɹ b a d̪
বরবাদ	b ɔ ɾ b a d̪
বর্গি	b o ɹ ɡ iˑ
বর্গি	b o ɾ ɡ iˑ
বর্ণ	b ɔ ɹ n oˑ
বর্ণ	b ɔ ɾ n oˑ
বর্ণনা	b ɔ ɹ n o n aˑ
বর্ণনা	b ɔ ɾ n o n aˑ
বর্ণমালা	b ɔ ɹ n o m a l aˑ
বর্ণমালা	b ɔ ɾ n o m a l aˑ
বর্তমান	b ɔ ɹ t̪ o m a n
বর্তমান	b ɔ ɾ t̪ o m a n
বর্ধমান	b ɔ ɹ d̪ʱ o m a n
বর্ধমান	b ɔ ɾ d̪ʱ o m a n
বর্ষণবিধৌত	b ɔ ɹ ʃ ɔ n b i d̪ʱ o u̯ t̪
বর্ষণবিধৌত	b ɔ ɾ ʃ ɔ n b i d̪ʱ o u̯ t̪
বর্ষপঞ্জি	b ɔ ɹ ʃ o p o n d ʑ iˑ
বর্ষপঞ্জি	b ɔ ɾ ʃ o p o n d͡ʒ iˑ
বর্ষা	b ɔ ɹ ʃ aˑ
বর্ষা	b ɔ ɾ ʃ aˑ
বলকান	b ɔ l o k a n
বলদ	b ɔ l o d̪
বলা	b ɔ l aˑ
বলিউড	b o l i u̯ d
বলিউড	b o l i u̯ ɖ
বলিদান	b o l i d̪ a n
বল্টু	b ɔ l̪ t uˑ
বল্টু	b ɔ ɭ ʈ uˑ
বশির	b o ʃ i ɹ
বশির	b o ʃ i ɾ
বস	b ɔ s
বস	b ɔː s
বসন্ত	b ɔ ʃ o n t̪ oˑ
বসবাস	b ɔ s o b a ʃ
বসবাসকারী	b ɔ s o b a ʃ k a ɹ iˑ
বসবাসকারী	b ɔ s o b a ʃ k a ɾ iˑ
বসা	b ɔ ʃ aˑ
বসু	b o s̠ uˑ
বসুন্ধরা	b o ʃ u n d̪ʱ ɔ ɹ aˑ
বসুন্ধরা	b o ʃ u n d̪ʱ ɔ ɾ aˑ
বস্তা	b ɔ s t̪ aˑ
বহু	b o h uˑ
বহুব্রীহি	b o h u b ɹ i h iˑ
বহুব্রীহি	b o h u b ɾ i h iˑ
বহেড়া	b ɔ h e ɹ aˑ
বহেড়া	b ɔ h e ɽ aˑ
বহেড়া	b ɔ h e ɾ aˑ
বা	b aː
বা	b aˑ
বাঁ	b aː
বাঁ	b aˑ
বাঁ	b ãː
বাঁ	b ãˑ
বাঁকা	b a k aˑ
বাঁকা	b ã k aˑ
বাঁচন	b a t ɕ ɔ n
বাঁচন	b ã t͡ʃ ɔ n
বাঁচা	b a t ɕ aˑ
বাঁচা	b ã t͡ʃ aˑ
বাঁচানো	b ã t͡ʃ a n o
বাঁজা	b a d ʑ aˑ
বাঁজা	b a d̪ z aˑ
বাঁজা	b a z aˑ
বাঁজা	b ã d͡ʒ aˑ
বাঁড়া	b a ɹ aˑ
বাঁড়া	b ã ɽ aˑ
বাঁড়া	b ã ɾ aˑ
বাঁদর	b a d̪ o ɹ
বাঁদর	b ã d̪ o ɾ
বাঁধ	b a d̪
বাঁধ	b ã d̪
বাঁধা	b ã d̪ʱ a
বাঁধানো	b ã d̪ʱ a n o
বাঁশি	b ã ʃ i
বাংলা	b a ŋ l aˑ
বাংলাদেশ	b a ŋ l a d̪ e ʃ
বাংলাদেশী	b a ŋ l a d̪ e ʃ iˑ
বাংলাদেশে	b a ŋ l a d̪ e ʃ eˑ
বাংলায়	b a ŋ l a e̯
বাইচ	b a i̯ s
বাইচ	b a i̯ t ɕ
বাইচ	b a i̯ t̪ s
বাইচ	b a i̯ t͡ʃ
বাইট	b a i̯ t
বাইট	b a i̯ ʈ
বাইবেল	b a i̯ b e l
বাউল	b a u̯ l
বাকি	b a k iˑ
বাক্য	b a kː oˑ
বাক্স	b a k ʃ oˑ
বাগ	b a ɡ
বাগড়ী	b a ɡ o ɹ iˑ
বাগড়ী	b a ɡ o ɽ iˑ
বাগড়ী	b a ɡ o ɾ iˑ
বাগধারা	b a ɡ d̪ʱ a ɹ aˑ
বাগধারা	b a ɡ d̪ʱ a ɾ aˑ
বাগান	b a ɡ a n
বাগার	b a ɡ a ɹ
বাগার	b a ɡ a ɾ
বাগিচা	b a ɡ i t ɕ aˑ
বাগিচা	b a ɡ i t͡ʃ aˑ
বাগেরহাট	b a ɡ e ɾ h a t
বাগেরহাট	b a ɡ e ɾ h a ʈ
বাঘ	b a ɡ
বাঘিনি	b a ɡʱ i n iˑ
বাঙালি	b a ŋ a l iˑ
বাঙ্গালী	b a ŋ ɡ a l iˑ
বাচাল	b a t ɕ a l
বাচাল	b a t͡ʃ a l
বাচ্চা	b a t ɕː aˑ
বাচ্চা	b a t͡ʃː aˑ
বাছা	b a t͡ʃʰ aˑ
বাছাই	b a t ɕʰ a i̯
বাছাই	b a t͡ʃʰ a i̯
বাছুর	b a t ɕʰ u ɹ
বাছুর	b a t͡ʃʰ u ɾ
বাজ	b a d ʑ
বাজ	b a d̪ z
বাজ	b a d͡ʒ
বাজ	b a z
বাজা	b a d ʑ aˑ
বাজা	b a d͡ʒ aˑ
বাজানো	b a d ʑ a n oˑ
বাজানো	b a d͡ʒ a n oˑ
বাজার	b a d ʑ a ɾ
বাজার	b a d͡ʒ a ɾ
বাজার	b a z a ɾ
বাজে	b a d ʑ eˑ
বাজে	b a d͡ʒ eˑ
বাট	b aː ʈ̟
বাটপাড়	b a t p a ɹ
বাটপাড়	b a ʈ p a ɽ
বাটপাড়	b a ʈ p a ɾ
বাটি	b a t iˑ
বাটি	b a ʈ iˑ
বাড়	b a ɹ
বাড়	b a ɽ
বাড়	b a ɾ
বাড়া	b a ɹ aˑ
বাড়া	b a ɽ aˑ
বাড়া	b a ɾ aˑ
বাড়ানো	b a ɹ a n oˑ
বাড়ানো	b a ɽ a n oˑ
বাড়ানো	b a ɾ a n oˑ
বাড়ি	b a ɹ iˑ
বাড়ি	b a ɽ iˑ
বাড়ি	b a ɾ iˑ
বাড্ডা	b a dː aˑ
বাড্ডা	b a ɖː aˑ
বাতা	b a t̪ aˑ
বাতাস	b a t̪ a ʃ
বাতিল	b a t̪ i l
বাদক	b a d̪ ɔ k
বাদশাজাদা	b a d̪ ʃ a d ʑ a d̪ aˑ
বাদশাজাদা	b a d̪ ʃ a d͡ʒ a d̪ aˑ
বাদশাহ	b a d̪ ʃ aˑ
বাদশাহ	b a t̪ ʃ aˑ
বাদাম	b a d̪ a m
বাদামী	b a d a m i
বাদুড়	b a d̪ u ɹ
বাদুড়	b a d̪ u ɽ
বাদুড়	b a d̪ u ɾ
বান	b a n
বান	b aː n
বানর	b a n o ɾ
বানান	b a n a n
বানানো	b a n a n o
বানিয়া	b a n i̯ aˑ
বান্দর	b a n d̪ o ɹ
বান্দর	b a n d̪ o ɾ
বান্দরবান	b a n d̪ o ɹ b a n
বান্দরবান	b a n d̪ o ɹ b ɔ n
বান্দরবান	b a n d̪ o ɾ b a n
বান্ধবী	b a n d̪ʱ o b iˑ
বাপ্তিস্ম	b a p t̪ i s m oˑ
বাপ্তিস্ম	b a p t̪ i ʃ m oˑ
বাপ্তিস্ম	b a p t̪ i ʃ m õˑ
বাবলা	b a b l aˑ
বাবা	b a b aˑ
বাবু	b a b uˑ
বাবুই	b a b u̯ iˑ
বাবুর্চি	b a b u ɹ t ɕ iˑ
বাবুর্চি	b a b u ɾ t͡ʃ iˑ
বাম	b a m
বাম	b aː m
বার	b a ɹ
বার	b a ɾ
বার	b aː ɾ
বারণ	b a r o n
বারাণসী	b a ɾ a n o ʃ iˑ
বারান্দা	b a ɹ a n d̪ aˑ
বারান্দা	b a ɾ a n d̪ aˑ
বারি	b a ɹ iˑ
বারি	b a ɾ iˑ
বারিধারা	b a ɹ i d̪ʱ a ɹ aˑ
বারিধারা	b a ɾ i d̪ʱ a ɾ aˑ
বারুশ	b a ɹ u ʃ
বারুশ	b a ɾ u ʃ
বারো	b a ɹ oˑ
বারো	b a ɾ oˑ
বার্তাকু	b a ɾ t̪ a k uˑ
বাল	b a l
বালতি	b a l̪ t̪ iˑ
বালি	b a l i
বালিশ	b a l i ʃ
বাল্যবিবাহ	b a lː o b i b a h oˑ
বাষ্প	b a ʂ p oˑ
বাষ্প	b a ʃ p oˑ
বাষ্প	b a ʃ ɸ oˑ
বাস	b a s
বাস	b a ʃ
বাস	b aː s
বাস	b aː ʃ
বাসনা	b a ʃ n aˑ
বাসনা	b a ʃ o n aˑ
বাসন্তী	b a ʃ o n t̪ iˑ
বাসমতী	b a ʃ m ɔ t̪ iˑ
বাসা	b a ʃ aˑ
বাসিন্দা	b a ʃ i n d̪ a
বাহাউদ্দিন	b a h a u̯ d̪ː i n
বাহানা	b a h a n aˑ
বাহার	b a h a ɹ
বাহার	b a h a ɾ
বাহারা	b a a ɹ aˑ
বাহারা	b a a ɾ aˑ
বাহারা	b a h a ɹ aˑ
বাহারা	b a h a ɾ aˑ
বাহারা	b a h a ɾ ãˑ
বাহারাঁ	b a h a ɹ aˑ
বাহারাঁ	b a h a ɾ aˑ
বাহারাঁ	b a h a ɾ ãˑ
বিকাল	b i k a l
বিচার	b i t ɕ a ɹ
বিচার	b i t͡ʃ a ɾ
বিচ্ছিরি	b i t ɕʰː i ɹ iˑ
বিচ্ছিরি	b i t͡ʃʰː i ɾ iˑ
বিছনা	b i s n aˑ
বিছানা	b i t ɕʰ a n aˑ
বিছানা	b i t͡ʃʰ a n aˑ
বিছানো	b i t ɕʰ a n oˑ
বিছানো	b i t͡ʃʰ a n oˑ
বিজয়	b i d ʑ ɔ e̯
বিজয়	b i d͡ʒ ɔ e̯
বিজলী	b i d ʑ l iˑ
বিজলী	b i d͡ʒ l iˑ
বিজেপি	b i d͡ʒ e p iˑ
বিজ্ঞ	b i ɡː oˑ
বিজ্ঞ	b i ɡː õˑ
বিজ্ঞান	b i ɡː a n
বিজ্ঞান	b i ɡː æ n
বিজ্ঞানী	b i ɡː æ n iˑ
বিজ্ঞানী	b i ɡː ɛ n iˑ
বিজ্ঞাপন	b i ɡː a p o n
বিড়াল	b i ɹ a l
বিড়াল	b i ɽ a l
বিড়াল	b i ɾ a l
বিড়ি	b i ɹ iˑ
বিড়ি	b i ɽ iˑ
বিড়ি	b i ɾ iˑ
বিদায়	b i d̪ a e̯
বিদেশ	b i d̪ e ʃ
বিদেশি	b i d̪ e ʃ iˑ
বিদেশিনী	b i d̪ e ʃ i n iˑ
বিদ্যা	b i d̪ː aˑ
বিদ্যালয়	b i d̪ː a l ɔ e̯
বিধবা	b i d̪ʱ o b aˑ
বিধা	b i d̪ʱ aˑ
বিধ্বস্ত	b i d̪ʱː ɔ s t̪ oˑ
বিনষ্ট	b i n ɔ s t oˑ
বিনষ্ট	b i n ɔ ʂ ʈ oˑ
বিনষ্ট	b i n ɔ ʃ t oˑ
বিন্দু	b i n d̪ uˑ
বিপরীতকামী	b i p o ɹ i t̪ k a m iˑ
বিপরীতকামী	b i p o ɾ i t̪ k a m iˑ
বিপাশা	b i p a ʃ aˑ
বিপুল	b i p u l
বিবাহ	b i b a h oˑ
বিবেক	b i b e k
বিভাগ	b i bʱ a ɡ
বিভাগ	b i v a ɡ
বিভাজন	b i bʱ a d ʑ ɔ n
বিভাজন	b i bʱ a d͡ʒ ɔ n
বিভাজন	b i v a d ʑ ɔ n
বিভাজন	b i v a d͡ʒ ɔ n
বিভিন্ন	b i bʱ i nː oˑ
বিভিন্ন	b i v i nː oˑ
বিভিন্নতা	b i bʱ i nː o t̪ aˑ
বিভিন্নতা	b i bʱ i nː ɔ t̪ aˑ
বিভিন্নতা	b i v i nː o t̪ aˑ
বিভিন্নতা	b i v i nː ɔ t̪ aˑ
বিভীষণ	b i bʱ i ʃ ɔ n
বিভীষণ	b i v i ʃ ɔ n
বিভীষণ	b i β i ʃ ɔ n
বিমল	b i m ɔ l
বিমানবন্দর	b i m ä n b ɔ̜ n d̪ oˑ ɾ
বিয়াই	b i̯ a i̯
বিয়ান	b i̯ a n
বিয়ে	b i̯ eˑ
বিরল	b i ɹ ɔ l
বিরল	b i ɾ ɔ l
বিরান	b i ɹ a n
বিরান	b i ɾ a n
বিরানী	b i ɹ a n iˑ
বিরানী	b i ɾ a n iˑ
বিরিয়ানি	b i ɹ i̯ a n iˑ
বিরিয়ানি	b i ɾ i̯ a n iˑ
বিরিয়ানী	b i ɹ i̯ a n iˑ
বিরিয়ানী	b i ɾ i̯ a n iˑ
বিরুদ্ধে	b i ɾ u d̪ʱː eˑ
বিরেনী	b i ɹ e n iˑ
বিরেনী	b i ɹ ɛ n iˑ
