A	a
idazlek	i d a s̻ l e k
idazlerekin	i d a s̺ l e ɾ e k i n
idazlerekin	i d a s̻ l e ɾ e k i n
idazleren	i d a s̺ l e ɾ e n
idazleren	i d a s̻ l e ɾ e n
idazlerengan	i d a s̺ l e ɾ e n ɡ a n
idazlerengan	i d a s̻ l e ɾ e n ɡ a n
idazlerentzat	i d a s̺ l e ɾ e n t͡s̻ a t
idazlerentzat	i d a s̻ l e ɾ e n t͡s̻ a t
idazleri	i d a s̺ l e ɾ i
idazleri	i d a s̻ l e ɾ i
idazlerik	i d a s̺ l e ɾ i k
idazlerik	i d a s̻ l e ɾ i k
idazletzat	i d a s̺ l e t͡s̻ a t
idazletzat	i d a s̻ l e t͡s̻ a t
idazlez	i d a s̺ l e s̺
idazlez	i d a s̻ l e s̻
identifikatu	i d e n t i f i k a t u
idi	i d i
ido	i d o
igali	i ɡ a l i
igande	i ɡ a n d e
igandekari	i ɡ a n d e k a ɾ i
igandero	i ɡ a n d e ɾ o
igante	i ɡ a n t e
igaraba	i ɡ a ɾ a b a
igarbide	i ɡ a r b i d e
igargaitz	i ɡ a r ɡ a i̯ t͡s̻
igarketa	i ɡ a r k e t a
igarkizun	i ɡ a r k i s̺ u n
igarkizun	i ɡ a r k i s̻ u n
igarle	i ɡ a r l e
igarmen	i ɡ a r m e n
igaro	i ɡ a ɾ o
igaroaldi	i ɡ a ɾ o a l d i
igarobide	i ɡ a ɾ o b i d e
igarogaitz	i ɡ a ɾ o ɡ a i̯ t͡s̻
igaroko	i ɡ a ɾ o k o
igarokor	i ɡ a ɾ o k o r
igarokortasun	i ɡ a ɾ o k o r t a s̺ u n
igaroleku	i ɡ a ɾ o l e k u
igarpen	i ɡ a r p e n
igarri	i ɡ a r i
igaz	i ɡ a s̺
igaz	i ɡ a s̻
igebelar	i ɡ e b e l a r
igel	i ɡ e l
igeltsatu	i ɡ e l t͡s̺ a t u
igeltsatu	i ɡ e l t͡s̻ a t u
igeltsero	i ɡ e l t͡s̺ e ɾ o
igeltsero	i ɡ e l t͡s̻ e ɾ o
igeltserotza	i ɡ e l t͡s̺ e ɾ o t͡s̻ a
igeltserotza	i ɡ e l t͡s̻ e ɾ o t͡s̻ a
igeltsu	i ɡ e l t͡s̺ u
igeltsu	i ɡ e l t͡s̻ u
igeltsugin	i ɡ e l t͡s̺ u ɡ i n
igeltsugin	i ɡ e l t͡s̻ u ɡ i n
igeltsugintza	i ɡ e l t͡s̺ u ɡ i n t͡s̻ a
igeltsugintza	i ɡ e l t͡s̻ u ɡ i n t͡s̻ a
igeltsutegi	i ɡ e l t͡s̺ u t e ɡ i
igeltsutegi	i ɡ e l t͡s̻ u t e ɡ i
igeltsuztatu	i ɡ e l t͡s̺ u s̻ t a t u
igeltsuztatu	i ɡ e l t͡s̻ u s̺ t a t u
igeri	i ɡ e ɾ i
igerialdi	i ɡ e ɾ i a l d i
igerian	i ɡ e ɾ i a n
igerigailu	i ɡ e ɾ i ɡ a i̯ l u
igerigailu	i ɡ e ɾ i ɡ a ʎ u
igerika	i ɡ e ɾ i k a
igerikan	i ɡ e ɾ i k a n
igerikari	i ɡ e ɾ i k a ɾ i
igerikatu	i ɡ e ɾ i k a t u
igeriketa	i ɡ e ɾ i k e t a
igerilari	i ɡ e ɾ i l a ɾ i
igerileku	i ɡ e ɾ i l e k u
igeritako	i ɡ e ɾ i t a k o
igita	i ɡ i t a
igitai	i ɡ i t a i̯
igitaldi	i ɡ i t a l d i
igitari	i ɡ i t a ɾ i
igitatu	i ɡ i t a t u
iglu	i ɡ l u
igneo	i ɡ n e o
igo	i ɡ o
igogailu	i ɡ o ɡ a i̯ l u
igogailu	i ɡ o ɡ a ʎ u
igordak	i ɡ o r d a k
igordan	i ɡ o r d a n
igordazu	i ɡ o r d a s̺ u
igordazu	i ɡ o r d a s̻ u
igordazue	i ɡ o r d a s̺ u e
igordazue	i ɡ o r d a s̻ u e
igorguk	i ɡ o r ɡ u k
igorgun	i ɡ o r ɡ u n
igorguzu	i ɡ o r ɡ u s̺ u
igorguzu	i ɡ o r ɡ u s̻ u
igorguzue	i ɡ o r ɡ u s̺ u e
igorguzue	i ɡ o r ɡ u s̻ u e
igork	i ɡ o r k
igorna	i ɡ o r n a
igorri	i ɡ o r i
igorriek	i ɡ o r i e k
igorrien	i ɡ o r i e n
igorriezu	i ɡ o r i e s̺ u
igorriezu	i ɡ o r i e s̻ u
igorriezue	i ɡ o r i e s̺ u e
igorriezue	i ɡ o r i e s̻ u e
igorriok	i ɡ o r i o k
igorrion	i ɡ o r i o n
igorriozu	i ɡ o r i o s̺ u
igorriozu	i ɡ o r i o s̻ u
igorriozue	i ɡ o r i o s̺ u e
igorriozue	i ɡ o r i o s̻ u e
igorzkidak	i ɡ o r s̺ k i d a k
igorzkidak	i ɡ o r s̻ k i d a k
igorzkidan	i ɡ o r s̺ k i d a n
igorzkidan	i ɡ o r s̻ k i d a n
igorzkidazu	i ɡ o r s̺ k i d a s̺ u
igorzkidazu	i ɡ o r s̻ k i d a s̻ u
igorzkidazue	i ɡ o r s̺ k i d a s̺ u e
igorzkidazue	i ɡ o r s̻ k i d a s̻ u e
igorzkiek	i ɡ o r s̺ k i e k
igorzkiek	i ɡ o r s̻ k i e k
igorzkien	i ɡ o r s̺ k i e n
igorzkien	i ɡ o r s̻ k i e n
igorzkiezu	i ɡ o r s̺ k i e s̺ u
igorzkiezu	i ɡ o r s̻ k i e s̻ u
igorzkiezue	i ɡ o r s̺ k i e s̺ u e
igorzkiezue	i ɡ o r s̻ k i e s̻ u e
igorzkiguk	i ɡ o r s̺ k i ɡ u k
igorzkiguk	i ɡ o r s̻ k i ɡ u k
igorzkigun	i ɡ o r s̺ k i ɡ u n
igorzkigun	i ɡ o r s̻ k i ɡ u n
igorzkiguzu	i ɡ o r s̺ k i ɡ u s̺ u
igorzkiguzu	i ɡ o r s̻ k i ɡ u s̻ u
igorzkiguzue	i ɡ o r s̺ k i ɡ u s̺ u e
igorzkiguzue	i ɡ o r s̻ k i ɡ u s̻ u e
igorzkiok	i ɡ o r s̺ k i o k
igorzkiok	i ɡ o r s̻ k i o k
igorzkion	i ɡ o r s̺ k i o n
igorzkion	i ɡ o r s̻ k i o n
igorzkiozu	i ɡ o r s̺ k i o s̺ u
igorzkiozu	i ɡ o r s̻ k i o s̻ u
igorzkiozue	i ɡ o r s̺ k i o s̺ u e
igorzkiozue	i ɡ o r s̻ k i o s̻ u e
igorzu	i ɡ o r s̺ u
igorzu	i ɡ o r s̻ u
igorzue	i ɡ o r s̻ u e
iharduk	i a r d u k
iharduk	i h a r d u k
ihardukak	i a r d u k a k
ihardukak	i h a r d u k a k
ihardukan	i a r d u k a n
ihardukan	i h a r d u k a n
ihardukazu	i a r d u k a s̻ u
ihardukazu	i h a r d u k a s̻ u
ihardukazue	i a r d u k a s̻ u e
ihardukazue	i h a r d u k a s̻ u e
iharduki	i a r d u k i
iharduki	i h a r d u k i
ihardun	i a r d u n
ihardun	i h a r d u n
iharduzu	i a r d u s̻ u
iharduzu	i h a r d u s̻ u
iharduzue	i a r d u s̻ u e
iharduzue	i h a r d u s̻ u e
ihartu	i a r t u
ihartu	i h a r t u
ihes	i e s̺
ihes	i h e s̺
ihi	i
ihi	i h i
ijito	i x i t o
ijito	i ʒ i t o
ijitokeria	i x i t o k e ɾ i a
ijitokeria	i ʒ i t o k e ɾ i a
ikasbide	i k a s̺ b i d e
ikasgai	i k a s̺ ɡ a i̯
ikasgela	i k a s̺ ɡ e l a
ikasi	i k a s̺ i
ikasketa	i k a s̺ k e t a
ikaskide	i k a s̺ k i d e
ikaskuntza	i k a s̺ k u n t͡s̻ a
ikasle	i k a s̺ l e
ikasleria	i k a s̺ l e ɾ i a
ikasliburu	i k a s̺ l i b u ɾ u
ikasmahai	i k a s̺ m a h a i̯
ikasmahai	i k a s̺ m a i̯
ikastaldi	i k a s̺ t a l d i
ikastaro	i k a s̺ t a ɾ o
ikastegi	i k a s̺ t e ɡ i
ikastetxe	i k a s̺ t e t͡ʃ e
ikastola	i k a s̺ t o l a
ikastordu	i k a s̺ t o r d u
ikastun	i k a s̺ t u n
ikasturte	i k a s̺ t u r t e
ikatz	i k a t͡s̻
iker	i k e r
ikertu	i k e r t u
ikur	i k u r
ikus	i k u s̺
ikusak	i k u s̺ a k
ikusan	i k u s̺ a n
ikusazu	i k u s̺ a s̻ u
ikusazue	i k u s̺ a s̻ u e
ikusi	i k u s̺ i
ikusiko	i k u s̺ i k o
ikuste	i k u s̺ t e
ikusten	i k u s̺ t e n
ilar	i l a r
ilar	i ʎ a r
ilara	i l a ɾ a
ilara	i ʎ a ɾ a
ilargi	i l a r ɡ i
ilargi	i ʎ a r ɡ i
ilargitar	i l a r ɡ i t a r
ilargitar	i ʎ a r ɡ i t a r
ilbeltz	i l b e l t͡s̻
ile	i l e
ile	i ʎ e
ilen	i l e n
ilen	i ʎ e n
ilertz	i l e r t͡s̻
ilertz	i ʎ e r t͡s̻
iloba	i l o b a
iloba	i ʎ o b a
ilun	i l u n
ilun	i ʎ u n
imitatu	i m i t a t u
inbaditu	i m b a d i t u
inbutu	i m b u t u
indaba	i n d a b a
indar	i n d a r
indarretxe	i n d a r e t͡ʃ e
independentzia	i n d e p e n d e n t͡s̻ i a
indioilar	i n d i o i̯ l a r
indioilar	i n d i o ʎ a r
indonesiera	i n d o n e s̺ i e ɾ a
informazio	i n f o r m a s̻ i o
ingelera	i n ɡ e l e ɾ a
ingeles	i n ɡ e l e s̺
ingude	i n ɡ u d e
inon	i n o n
inon	i ɲ o n
inor	i n o r
inor	i ɲ o r
inora	i n o ɾ a
inora	i ɲ o ɾ a
inoren	i n o ɾ e n
inoren	i ɲ o ɾ e n
inori	i n o ɾ i
inori	i ɲ o ɾ i
institutu	i n s̺ t i t u t u
internazional	i n t e r n a s̺ i o n a l
internazional	i n t e r n a s̻ i o n a l
intsektu	i n t͡s̺ e k t u
intsektu	i n t͡s̻ e k t u
intxaur	i n t͡ʃ a u̯ r
inurri	i n u r i
inurri	i ɲ u r i
inurritegi	i n u r i t e ɡ i
inurritegi	i ɲ u r i t e ɡ i
ipar	i p a r
ipini	i p i n i
ipini	i p i ɲ i
ipotx	i p o t͡ʃ
ipurdi	i p u r d i
ipurtzulo	i p u r t͡s̻ u l o
irabazi	i ɾ a b a s̺ i
irabazi	i ɾ a b a s̻ i
irail	i ɾ a i̯ l
irain	i ɾ a i̯ n
irakaskuk	i ɾ a k a s̺ k u k
irakaskun	i ɾ a k a s̺ k u n
irakaskuzu	i ɾ a k a s̺ k u s̺ u
irakaskuzu	i ɾ a k a s̺ k u s̻ u
irakaskuzue	i ɾ a k a s̺ k u s̺ u e
irakaskuzue	i ɾ a k a s̺ k u s̻ u e
irakasle	i ɾ a k a s̺ l e
irakastak	i ɾ a k a s̺ t a k
irakastan	i ɾ a k a s̺ t a n
irakastazu	i ɾ a k a s̺ t a s̺ u
irakastazu	i ɾ a k a s̺ t a s̻ u
irakastazue	i ɾ a k a s̺ t a s̺ u e
irakastazue	i ɾ a k a s̺ t a s̻ u e
irakatsak	i ɾ a k a t͡s̺ a k
irakatsak	i ɾ a k a t͡s̻ a k
irakatsan	i ɾ a k a t͡s̺ a n
irakatsan	i ɾ a k a t͡s̻ a n
irakatsazkidak	i ɾ a k a t͡s̺ a s̻ k i d a k
irakatsazkidak	i ɾ a k a t͡s̻ a s̺ k i d a k
irakatsazkidan	i ɾ a k a t͡s̺ a s̻ k i d a n
irakatsazkidan	i ɾ a k a t͡s̻ a s̺ k i d a n
irakatsazkidazu	i ɾ a k a t͡s̺ a s̻ k i d a s̻ u
irakatsazkidazu	i ɾ a k a t͡s̻ a s̺ k i d a s̺ u
irakatsazkidazue	i ɾ a k a t͡s̺ a s̻ k i d a s̻ u e
irakatsazkidazue	i ɾ a k a t͡s̻ a s̺ k i d a s̺ u e
irakatsazkiek	i ɾ a k a t͡s̺ a s̻ k i e k
irakatsazkiek	i ɾ a k a t͡s̻ a s̺ k i e k
irakatsazkien	i ɾ a k a t͡s̺ a s̻ k i e n
irakatsazkien	i ɾ a k a t͡s̻ a s̺ k i e n
irakatsazkiezu	i ɾ a k a t͡s̺ a s̻ k i e s̻ u
irakatsazkiezu	i ɾ a k a t͡s̻ a s̺ k i e s̺ u
irakatsazkiezue	i ɾ a k a t͡s̺ a s̻ k i e s̻ u e
irakatsazkiezue	i ɾ a k a t͡s̻ a s̺ k i e s̺ u e
irakatsazkiguk	i ɾ a k a t͡s̺ a s̻ k i ɡ u k
irakatsazkiguk	i ɾ a k a t͡s̻ a s̺ k i ɡ u k
irakatsazkigun	i ɾ a k a t͡s̺ a s̻ k i ɡ u n
irakatsazkigun	i ɾ a k a t͡s̻ a s̺ k i ɡ u n
irakatsazkiguzu	i ɾ a k a t͡s̺ a s̻ k i ɡ u s̻ u
irakatsazkiguzu	i ɾ a k a t͡s̻ a s̺ k i ɡ u s̺ u
irakatsazkiguzue	i ɾ a k a t͡s̺ a s̻ k i ɡ u s̻ u e
irakatsazkiguzue	i ɾ a k a t͡s̻ a s̺ k i ɡ u s̺ u e
irakatsazkiok	i ɾ a k a t͡s̺ a s̻ k i o k
irakatsazkiok	i ɾ a k a t͡s̻ a s̺ k i o k
irakatsazkion	i ɾ a k a t͡s̺ a s̻ k i o n
irakatsazkion	i ɾ a k a t͡s̻ a s̺ k i o n
irakatsazkiozu	i ɾ a k a t͡s̺ a s̻ k i o s̻ u
irakatsazkiozu	i ɾ a k a t͡s̻ a s̺ k i o s̺ u
irakatsazkiozue	i ɾ a k a t͡s̺ a s̻ k i o s̻ u e
irakatsazkiozue	i ɾ a k a t͡s̻ a s̺ k i o s̺ u e
irakatsazu	i ɾ a k a t͡s̺ a s̻ u
irakatsazu	i ɾ a k a t͡s̻ a s̺ u
irakatsazue	i ɾ a k a t͡s̺ a s̻ u e
irakatsazue	i ɾ a k a t͡s̻ a s̺ u e
irakatsi	i ɾ a k a t͡s̺ i
irakatsiek	i ɾ a k a t͡s̺ i e k
irakatsiek	i ɾ a k a t͡s̻ i e k
irakatsien	i ɾ a k a t͡s̺ i e n
irakatsien	i ɾ a k a t͡s̻ i e n
irakatsiezu	i ɾ a k a t͡s̺ i e s̻ u
irakatsiezu	i ɾ a k a t͡s̻ i e s̺ u
irakatsiezue	i ɾ a k a t͡s̺ i e s̻ u e
irakatsiezue	i ɾ a k a t͡s̻ i e s̺ u e
irakatsiok	i ɾ a k a t͡s̺ i o k
irakatsiok	i ɾ a k a t͡s̻ i o k
irakatsion	i ɾ a k a t͡s̺ i o n
irakatsion	i ɾ a k a t͡s̻ i o n
irakatsiozu	i ɾ a k a t͡s̺ i o s̻ u
irakatsiozu	i ɾ a k a t͡s̻ i o s̺ u
irakatsiozue	i ɾ a k a t͡s̺ i o s̻ u e
irakatsiozue	i ɾ a k a t͡s̻ i o s̺ u e
irakin	i ɾ a k i n
irakurgela	i ɾ a k u r ɡ e l a
irakurle	i ɾ a k u r l e
irakurri	i ɾ a k u r i
irakurterraz	i ɾ a k u r t e r a s̺
irakurterraz	i ɾ a k u r t e r a s̻
iraniar	i ɾ a n i a r
irauk	i ɾ a u̯ k
iraun	i ɾ a u̯ n
irauzu	i ɾ a u̯ s̻ u
irauzue	i ɾ a u̯ s̻ u e
ireki	i ɾ e k i
irin	i ɾ i n
iritsi	i ɾ i t͡s̺ i
iritsi	i ɾ i t͡s̻ i
iritzi	i ɾ i t͡s̻ i
irla	i r l a
irten	i r t e n
irudi	i ɾ u d i
irudik	i ɾ u d i k
irudiko	i ɾ u d i k o
irudin	i ɾ u d i n
iruditu	i ɾ u d i t u
irudizu	i ɾ u d i s̻ u
irudizue	i ɾ u d i s̻ u e
iruzur	i ɾ u s̺ u r
iruzur	i ɾ u s̻ u r
iruzurti	i ɾ u s̺ u r t i
iruzurti	i ɾ u s̻ u r t i
isats	i s̺ a t͡s̺
isiltasun	i s̺ i l t a s̺ u n
isilune	i s̺ i l u n e
isilune	i s̺ i ʎ u n e
isla	i s̺ l a
islandiar	i s̺ l a n d i a r
islandiera	i s̺ l a n d i e ɾ a
islandiera	i s̺ l a n d j e ɾ a
ispilu	i s̺ p i l u
ispilu	i s̺ p i ʎ u
istil	i s̺ t i l
isun	i s̺ u n
isuri	i s̺ u ɾ i
italiar	i t a l i a r
italiera	i t a l i e ɾ a
itaundu	i t a u̯ n d u
ito	i t o
itsasadar	i t͡s̺ a s̺ a d a r
itsasadar	i t͡s̻ a s̺ a d a r
itsasalde	i t͡s̺ a s̺ a l d e
itsasalde	i t͡s̻ a s̺ a l d e
itsasargi	i t͡s̺ a s̺ a r ɡ i
itsasargi	i t͡s̻ a s̺ a r ɡ i
itsasgaitz	i t͡s̺ a s̺ ɡ a i̯ t͡s̻
itsasgaitz	i t͡s̻ a s̺ ɡ a i̯ t͡s̻
itsasgarri	i t͡s̺ a s̺ ɡ a r i
itsaskor	i t͡s̺ a s̺ k o r
itsaskor	i t͡s̻ a s̺ k o r
itsaso	i t͡s̺ a s̺ o
itsaso	i t͡s̻ a s̺ o
itsasontzi	i t͡s̺ a s̺ o n t͡s̻ i
itsasontzi	i t͡s̻ a s̺ o n t͡s̻ i
itsasoratu	i t͡s̺ a s̺ o ɾ a t u
itsasoratu	i t͡s̻ a s̺ o ɾ a t u
itsaspen	i t͡s̺ a s̺ p e n
itsaspen	i t͡s̻ a s̺ p e n
itsatsi	i t͡s̺ a t͡s̺ i
itsu	i t͡s̺ u
itsusi	i t͡s̺ u s̺ i
iturri	i t u r i
itzak	i t͡s̻ a k
itzal	i t͡s̻ a l
itzali	i t͡s̻ a l i
itzan	i t͡s̻ a n
itzazu	i t͡s̻ a s̺ u
itzazu	i t͡s̻ a s̻ u
itzazue	i t͡s̻ a s̺ u e
itzazue	i t͡s̻ a s̻ u e
itzuli	i t͡s̻ u l i
itzultzaile	i t͡s̻ u l t͡s̻ a i̯ l e
itzultzaile	i t͡s̻ u l t͡s̻ a ʎ e
itzuri	i t͡s̻ u ɾ i
ixa	i ʃ a
izain	i s̺ a i̯ n
izain	i s̻ a i̯ n
izan	i s̺ a n
izan	i s̻ a n
izango	i s̺ a n ɡ o
izango	i s̻ a n ɡ o
izar	i s̻ a r
izate	i s̺ a t e
izate	i s̻ a t e
izaten	i s̺ a t e n
izaten	i s̻ a t e n
izeba	i s̺ e b a
izeba	i s̻ e b a
izeko	i s̺ e k o
izeko	i s̻ e k o
izen	i s̻ e n
izenburu	i s̻ e m b u ɾ u
izenlagun	i s̻ e n l a ɡ u n
izenordain	i s̺ e n o r d a i̯ n
izenordain	i s̻ e n o r d a i̯ n
izerdi	i s̻ e r d i
izkira	i s̻ k i ɾ a
izokin	i s̺ o k i n
izokin	i s̻ o k i n
izotz	i s̺ o t͡s̻
izotz	i s̻ o t͡s̻
izotzil	i s̻ o t͡s̻ i l
izozkailu	i s̺ o s̺ k a ʎ u
izozkailu	i s̻ o s̻ k a i̯ l u
izozkailu	i s̻ o s̻ k a ʎ u
izter	i s̻ t e r
izurde	i s̻ u r d e
j	j o t a
j	x o t a
jai	d͡ʒ a i̯
jai	j a i̯
jai	x a i̯
jai	ɟ a i̯
jaiegun	d͡ʒ a i̯ e ɡ u n
jaiegun	j a i̯ e ɡ u n
jaiegun	x a i̯ e ɡ u n
jaiegun	ɟ a i̯ e ɡ u n
jainko	d͡ʒ a i̯ n k o
jainko	j a i̯ n k o
jainko	x a i̯ n k o
jainko	ɟ a i̯ n k o
jainkoilo	d͡ʒ a i̯ n k o ʎ o
jainkoilo	j a i̯ n k o ʎ o
jainkoilo	x a i̯ n k o ʎ o
jainkoilo	ɟ a i̯ n k o i̯ l o
jainkojale	d͡ʒ a i̯ n k o d͡ʒ a l e
jainkojale	j a i̯ n k o j a l e
jainkojale	x a i̯ n k o x a l e
jainkojale	ɟ a i̯ n k o ɟ a l e
jainkosa	d͡ʒ a i̯ n k o s̺ a
jainkosa	j a i̯ n k o s̺ a
jainkosa	x a i̯ n k o s̺ a
jainkosa	ɟ a i̯ n k o s̺ a
jainkozale	d͡ʒ a i̯ n k o s̺ a l e
jainkozale	j a i̯ n k o s̻ a l e
jainkozale	x a i̯ n k o s̻ a l e
jainkozale	ɟ a i̯ n k o s̻ a l e
jainkozaletasun	d͡ʒ a i̯ n k o s̺ a l e t a s̺ u n
jainkozaletasun	j a i̯ n k o s̻ a l e t a s̺ u n
jainkozaletasun	x a i̯ n k o s̻ a l e t a s̺ u n
jainkozaletasun	ɟ a i̯ n k o s̻ a l e t a s̺ u n
jaio	j a i̯ o
jaio	x a i̯ o
jaitsi	d͡ʒ a i̯ t͡s̻ i
jaitsi	j a i̯ t͡s̺ i
jaitsi	x a i̯ t͡s̺ i
jaitsi	ɟ a i̯ t͡s̺ i
jaka	j a k a
jaka	x a k a
jakadun	j a k a d u n
jakadun	x a k a d u n
jakik	j a k i k
jakik	x a k i k
jakin	j a k i n
jakin	x a k i n
jakitzak	j a k i t͡s̻ a k
jakitzak	x a k i t͡s̻ a k
jakitzan	j a k i t͡s̻ a n
jakitzan	x a k i t͡s̻ a n
jakitzazu	j a k i t͡s̻ a s̻ u
jakitzazu	x a k i t͡s̻ a s̻ u
jakitzazue	j a k i t͡s̻ a s̻ u e
jakitzazue	x a k i t͡s̻ a s̻ u e
jakizu	j a k i s̻ u
jakizu	x a k i s̻ u
jakizue	j a k i s̻ u e
jakizue	x a k i s̻ u e
jan	j a n
jan	x a n
janari	j a n a ɾ i
janari	x a n a ɾ i
japoniera	d͡ʒ a p o n i e ɾ a
japoniera	j a p o n i e ɾ a
japoniera	x a p o n i e ɾ a
japoniera	ɟ a p o n i e ɾ a
jardun	j a r d u n
jardun	x a r d u n
jarraiki	d͡ʒ a r a i̯ k i
jarraiki	j a r a i̯ k i
jarraiki	x a r a i̯ k i
jarraiki	ɟ a r a i̯ k i
jarraitu	d͡ʒ a r a i̯ t u
jarraitu	j a r a i̯ t u
jarraitu	x a r a i̯ t u
jarraitu	ɟ a r a i̯ t u
jarri	j a r i
jarri	x a r i
jatetxe	d͡ʒ a t e t͡ʃ e
jatetxe	j a t e t͡ʃ e
jatetxe	x a t e t͡ʃ e
jatetxe	ɟ a t e t͡ʃ e
jaun	d͡ʒ a u̯ n
jaun	j a u̯ n
jaun	x a u̯ n
jaun	ɟ a u̯ n
jauregi	d͡ʒ a u̯ ɾ e ɡ i
jauregi	j a u̯ ɾ e ɡ i
jauregi	x a u̯ ɾ e ɡ i
jauregi	ɟ a u̯ ɾ e ɡ i
jauregitar	d͡ʒ a u̯ ɾ e ɡ i t a r
jauregitar	j a u̯ ɾ e ɡ i t a r
jauregitar	x a u̯ ɾ e ɡ i t a r
jauregitar	ɟ a u̯ ɾ e ɡ i t a r
jausi	j a u̯ s̺ i
jausi	x a u̯ s̺ i
jautsi	j a u̯ t͡s̺ i
jautsi	x a u̯ t͡s̺ i
jeltzale	j e l t͡s̻ a l e
jeltzale	x e l t͡s̻ a l e
jende	j e n d e
jende	x e n d e
jendetza	d͡ʒ e n d e t͡s̻ a
jendetza	j e n d e t͡s̻ a
jendetza	x e n d e t͡s̻ a
jendetza	ɟ e n d e t͡s̻ a
jengibre	x e n x i b r e
jipoitu	j i p o i̯ t u
jipoitu	x i p o i̯ t u
jirafa	d͡ʒ i ɾ a f a
jirafa	j i ɾ a f a
jirafa	x i ɾ a f a
jirafa	ɟ i ɾ a f a
jiratu	x i ɾ a t u
jiratu	ʒ i ɾ a t u
jo	d͡ʒ o
jo	j o
jo	x o
jo	ɟ o
joan	d͡ʒ o a n
joan	j o a n
joan	x o a n
joan	ɟ o a n
joera	d͡ʒ o e ɾ a
joera	j o e ɾ a
joera	x o e ɾ a
joera	ɟ o e ɾ a
joka	d͡ʒ o k a
joka	j o k a
joka	x o k a
joka	ɟ o k a
jokatu	j o k a t u
jokatu	x o k a t u
jordaniar	d͡ʒ o r d a n i a r
jordaniar	j o r d a n i a r
jordaniar	x o r d a n i a r
jordaniar	ɟ o r d a n i a r
jorrail	j o r a i̯ l
jorrail	x o r a i̯ l
josi	d͡ʒ o s̺ i
josi	j o s̺ i
josi	x o s̺ i
josi	ɟ o s̺ i
jostailu	d͡ʒ o s̺ t a ʎ u
jostailu	j o s̺ t a ʎ u
jostailu	x o s̺ t a ʎ u
jostailu	ɟ o s̺ t a i̯ l u
jostun	d͡ʒ o s̺ t u n
jostun	j o s̺ t u n
jostun	x o s̺ t u n
jostun	ɟ o s̺ t u n
jota	j o t a
jota	x o t a
k	k a
ka	k a
kafesne	k a f e s̺ n e
kaixo	k a i̯ ʃ o
kaka	k a k a
kakahuete	k a k a w e t e
kakalardo	k a k a l a r d o
kako	k a k o
kale	k a l e
kalimotxo	k a l i m o t͡ʃ o
kaltegarri	k a l t e ɡ a r i
kaltzita	k a l t͡s̻ i t a
kameu	k a m e u̯
kamuts	k a m u t͡s̺
kamuts	k a m u t͡s̻
kanbodiar	k a m b o d i a r
kandela	k a n d e l a
kandelak	k a n d e l a k
kanguru	k a n ɡ u ɾ u
kanpai	k a m p a i̯
kanpotar	k a m p o t a r
kapar	k a p a r
kapare	k a p a ɾ e
kapera	k a p e ɾ a
kapo	k a p o
karaoke	k a ɾ a o k e
karbono	k a r b o n o
karlistada	k a r l i s̺ t a d a
karlistaldi	k a r l i s̺ t a l d i
karmeldar	k a r m e l d a r
karramarro	k a r a m a r o
kastore	k a s̺ t o ɾ e
katagorri	k a t a ɡ o r i
katakume	k a t a k u m e
kate	k a t e
katea	k a t e a
katu	k a t u
katuarrain	k a t u a r a i̯ n
kaxa	k a ʃ a
kazakhera	k a s̺ a x e ɾ a
kazakhera	k a s̻ a k e ɾ a
kazakhera	k a s̻ a x e ɾ a
ke	k e
kemen	k e m e n
kendu	k e n d u
ketsu	k e t͡s̺ u
ketsu	k e t͡s̻ u
kilate	k i l a t e
kilotoi	k i l o t o i̯
kimu	k i m u
kiribil	k i ɾ i b i l
kirol	k i ɾ o l
kirolari	k i ɾ o l a ɾ i
kiroldegi	k i ɾ o l d e ɡ i
klera	k l e ɾ a
kloroformo	k l o ɾ o f o r m o
koaderno	k o a d e r n o
koala	k o a l a
kobre	k o b r e
kode	k o d e
koilara	k o i̯ l a ɾ a
koilara	k o ʎ a ɾ a
koilarakada	k o i̯ l a ɾ a k a d a
koilarakada	k o ʎ a ɾ a k a d a
koinata	k o i̯ n a t a
koinata	k o ɲ a t a
koinatu	k o i̯ n a t u
koinatu	k o ɲ a t u
koipe	k o i̯ p e
koke	k o k e
kokots	k o k o t͡s̺
kokotx	k o k o t͡ʃ
koldar	k o l d a r
kolera	k o l e ɾ a
koltxoi	k o l t͡ʃ o i̯
komentu	k o m e n t u
kometa	k o m e t a
komunismo	k o m u n i s̺ m o
komunista	k o m u n i s̺ t a
konbentzitu	k o m b e n t͡s̻ i t u
kondaira	k o n d a i̯ ɾ a
kondentsadore	k o n d e n t͡s̺ a d o ɾ e
kondentsadore	k o n d e n t͡s̻ a d o ɾ e
kono	k o n o
konponbide	k o m p o m b i d e
konpondu	k o m p o n d u
kontagailu	k o n t a ɡ a i̯ l u
kontagailu	k o n t a ɡ a ʎ u
kontentatu	k o n t e n t a t u
kontu	k o n t u
konturatu	k o n t u ɾ a t u
kontzeptu	k o n t͡s̻ e p t u
kontzientzia	k o n t͡s̻ i e n t͡s̻ i a
koral	k o ɾ a l
korapilatsu	k o ɾ a p i l a t͡s̺ u
korapilatsu	k o ɾ a p i ʎ a t͡s̺ u
korapilatsu	k o ɾ a p i ʎ a t͡s̻ u
koronabirus	k o ɾ o n a b i ɾ u s̺
korronte	k o r o n t e
korsikera	k o r s̺ i k e ɾ a
kortxea	k o r t͡ʃ e a
kortxeaerdi	k o r t͡ʃ e a e r d i
