अ	ɐ
निपटाती	n ɪ p ʈ äː t̪ iː
निपटातीं	n ɪ p ʈ äː t̪ ĩː
निपटाते	n ɪ p ʈ äː t̪ eː
निपटाना	n ɪ p ʈ äː n äː
निपटानी	n ɪ p ʈ äː n iː
निपटानीं	n ɪ p ʈ äː n ĩː
निपटाने	n ɪ p ʈ äː n eː
निपटानेवाला	n ɪ p ʈ äː n eː ʋ äː l äː
निपटानेवाली	n ɪ p ʈ äː n eː ʋ äː l iː
निपटानेवालीं	n ɪ p ʈ äː n eː ʋ äː l ĩː
निपटानेवाले	n ɪ p ʈ äː n eː ʋ äː l eː
निपटाया	n ɪ p ʈ äː j äː
निपटायी	n ɪ p ʈ äː j iː
निपटायीं	n ɪ p ʈ äː j ĩː
निपटाये	n ɪ p ʈ äː j eː
निपटायें	n ɪ p ʈ äː j ẽː
निपटायेंगी	n ɪ p ʈ äː j ẽː ŋ ɡ iː
निपटायेंगे	n ɪ p ʈ äː j ẽː ŋ ɡ eː
निपटायेगा	n ɪ p ʈ äː j eː ɡ äː
निपटायेगी	n ɪ p ʈ äː j eː ɡ iː
निपटिये	n ɪ p ʈ i j eː
निपटियेगा	n ɪ p ʈ i j eː ɡ äː
निपटियो	n ɪ p ʈ i j oː
निपटूँगा	n ɪ p ʈ ũː ŋ ɡ äː
निपटूँगी	n ɪ p ʈ ũː ŋ ɡ iː
निपटेंगी	n ɪ p ʈ ẽː ŋ ɡ iː
निपटेंगे	n ɪ p ʈ ẽː ŋ ɡ eː
निपटेगा	n ɪ p ʈ eː ɡ äː
निपुण	n ɪ p ʊ̃ ɳ
निपूता	n ɪ p uː t̪ äː
निबंध	n ɪ b ɐ̃ n̪ d̪ʱ
निबंधन	n ɪ b ɐ̃ n̪ d̪ʱ ɐ̃ n
निबहना	n ɪ b ɛʱ n äː
निबाह	n ɪ b äːʱ
निबाहना	n ɪ b äːʱ n äː
निभना	n ɪ bʱ n äː
निभाना	n ɪ bʱ äː n äː
निमंत्रण	n ɪ m ɐ̃ n̪ t̪ ɾ ɐ̃ ɳ
निमय	n ɪ m ɐ j
निम्न	n ɪ̃ m nᵊ
निम्नलिखित	n ɪ̃ m n ɐ l ɪ kʰ ɪ t̪
नियंत्रक	n i j ɐ̃ n̪ t̪ ɾ ɐ k
नियंत्रण	n i j ɐ̃ n̪ t̪ ɾ ɐ̃ ɳ
नियंत्रित	n i j ɐ̃ n̪ t̪ ɾ ɪ t̪
नियत	n i j ɐ t̪
नियतत्ववाद	n ɪ j t̪ ɐ t̪ w ɐ ʋ äː d̪
नियतांक	n ɪ j t̪ ä̃ː ŋ k
नियति	n i j ɐ t̪ iː
नियम	n i j ɐ̃ m
नियमबद्ध	n i j ɐ̃ m b ɐ d̪ʱ
नियमबद्ध	n i j ɐ̃ m b ɐ d̪ːʱ
नियमावलियाँ	n i j ɐ m äː ʋ ɐ l i j ä̃ː
नियमावलियो	n i j ɐ m äː ʋ ɐ l i j oː
नियमावलियों	n i j ɐ m äː ʋ ɐ l i j õː
नियमावली	n i j ɐ m äː ʋ ɐ l iː
नियमित	n i j ɐ m ɪ t̪
नियमितता	n i j ɐ m ɪ t̪̚ t̪ äː
नियमितताएँ	n ɪ j m ɪ t̪̚ t̪ äː ẽː
नियमितताओ	n ɪ j m ɪ t̪̚ t̪ äː oː
नियमितताओं	n ɪ j m ɪ t̪̚ t̪ äː õː
नियमो	n i j ɐ m oː
नियमों	n i j ɐ m õː
नियाज़	n i j äː d͡ʒ
नियाज़	n i j äː z
नियामक	n i j äː m ɐ k
नियुक्त	n i j ʊ k t̪
नियुक्ति	n i j ʊ k t̪ iː
नियुक्तियाँ	n i j ʊ k t̪ i j ä̃ː
नियुक्तियो	n i j ʊ k t̪ i j oː
नियुक्तियों	n i j ʊ k t̪ i j õː
नियोक्ता	n i j oː k t̪ äː
नियोजक	n i j oː d͡ʒ ɐ k
नियोजको	n i j oː d͡ʒ k oː
नियोजकों	n i j oː d͡ʒ k õː
नियोजन	n i j oː d͡ʒ ɐ̃ n
नियोजित	n i j oː d͡ʒ ɪ t̪
निरंकार	n ɪ ɾ ɐ̃ ŋ k äː ɾ
निरंकुश	n ɪ ɾ ɐ̃ ŋ k ʊ ʃ
निरंकुशवाद	n ɪ ɾ ɐ̃ ŋ k ʊ ʃ ʋ äː d̪
निरंतर	n ɪ ɾ ɐ̃ n̪ t̪ ɐ ɾ
निरक्षर	n ɪ ɾ ɐ k ʃ ɐ ɾ
निरखना	n ɪ ɾ ɐ kʰ n äː
निरपेक्ष	n ɪ ɾ p eː k ʃ
निरपेक्षता	n ɪ ɾ p eː k ʃ ɐ t̪ äː
निरभिमान	n ɪ ɾ ɐ bʱ ɪ m ä̃ː n
निरर्थक	n ɪ ɾ ɐ ɾ t̪ʰ ɐ k
निरसन	n ɪ ɾ s ɐ̃ n
निरस्त	n ɪ ɾ ɐ s t̪
निरस्त्रीकरण	n ɪ ɾ ɐ s t̪ ɾ iː k ɐ ɾ ɐ̃ ɳ
निरा	n ɪ ɾ äː
निराकार	n ɪ ɾ äː k äː ɾ
निरादर	n ɪ ɾ äː d̪ ɐ ɾ
निराधार	n ɪ ɾ äː d̪ʱ äː ɾ
निरामय	n ɪ ɾ äː m ɐ j
निराला	n ɪ ɾ äː l äː
निरावेशित	n ɪ ɾ äː ʋ eː ʃ ɪ t̪
निराश	n ɪ ɾ äː ʃ
निराशा	n ɪ ɾ äː ʃ äː
निराशावाद	n ɪ ɾ äː ʃ äː ʋ äː d̪
निराश्रित	n ɪ ɾ äː ʃ ɾ ɪ t̪
निराहार	n ɪ ɾ äː ɦ äː ɾ
निरीक्षक	n ɪ ɾ iː k ʃ ɐ k
निरीक्षको	n ɪ ɾ iː k ʃ ɐ k oː
निरीक्षकों	n ɪ ɾ iː k ʃ ɐ k õː
निरीक्षण	n ɪ ɾ iː k ʃ ɐ̃ ɳ
निरूपण	n ɪ ɾ uː p ɐ̃ ɳ
निर्गम	n ɪ ɾ ɡ ɐ̃ m
निर्घोष	n ɪ ɾ ɡʱ oː ʃ
निर्जन	n ɪ ɾ d͡ʒ ɐ̃ n
निर्जलित	n ɪ ɾ d͡ʒ ɐ l ɪ t̪
निर्णय	n ɪ ɾ ɳ ɐ j
निर्णायक	n ɪ ɾ ɳ äː j ɐ k
निर्दयता	n ɪ ɾ d̪ ɐ j t̪ äː
निर्देशक	n ɪ ɾ d̪ eː ʃ ɐ k
निर्देशन	n ɪ ɾ d̪ eː ʃ ɐ̃ n
निर्देशांक	n ɪ ɾ d̪ eː ʃ ä̃ː ŋ k
निर्दोष	n ɪ ɾ d̪ oː ʃ
निर्धन	n ɪ ɾ d̪ʱ ɐ̃ n
निर्धनता	n ɪ ɾ d̪ʱ ɐ̃ n̪ t̪ äː
निर्धारण	n ɪ ɾ d̪ʱ äː ɾ ɐ̃ ɳ
निर्धारिती	n ɪ ɾ d̪ʱ äː ɾ ɪ t̪ iː
निर्धूम	n ɪ ɾ d̪ʱ ũː m
निर्नैतिकतावाद	n ɪ ɾ n ɛː t̪ ɪ k t̪ äː ʋ äː d̪
निर्बल	n ɪ ɾ b ɐ l
निर्बलता	n ɪ ɾ b ɐ l t̪ äː
निर्बाध	n ɪ ɾ b äː d̪ʱ
निर्भय	n ɪ ɾ bʱ ɐ j
निर्भयता	n ɪ ɾ bʱ ɐ j t̪ äː
निर्भर	n ɪ ɾ bʱ ɐ ɾ
निर्भरता	n ɪ ɾ bʱ ɐ ɾ t̪ äː
निर्भरताएँ	n ɪ ɾ bʱ ɐ ɾ t̪ äː ẽː
निर्भरताओं	n ɪ ɾ bʱ ɐ ɾ t̪ äː õː
निर्भीकता	n ɪ ɾ bʱ iː k t̪ äː
निर्ममता	n ɪ ɾ m ɐ̃ m t̪ äː
निर्मल	n ɪ ɾ m ɐ l
निर्माण	n ɪ ɾ m ä̃ː ɳ
निर्माणाधीन	n ɪ ɾ m äː ɳ äː d̪ʱ ĩː n
निर्माता	n ɪ ɾ m äː t̪ äː
निर्माताओ	n ɪ ɾ m äː t̪ äː oː
निर्माताओं	n ɪ ɾ m äː t̪ äː õː
निर्मोह	n ɪ ɾ m oːʱ
निर्मोहिया	n ɪ ɾ m oː ɦ i j äː
निर्यात	n ɪ ɾ j äː t̪
निर्लज्ज	n ɪ ɾ l ɐ d̚ d͡ʒ
निर्लज्ज	n ɪ ɾ l ɐ d͡ʒ
निर्लज्जता	n ɪ ɾ l ɐ d̚ d͡ʒ ɐ t̪ äː
निर्लज्जतापूर्वक	n ɪ ɾ l ɐ d̚ d͡ʒ ɐ t̪ äː p uː ɾ ʋ ɐ k
निर्वचन	n ɪ ɾ ʋ ɐ t͡ʃ ɐ̃ n
निर्वस्त्र	n ɪ ɾ ʋ ɐ s t̪ ɾᵊ
निर्वाचन	n ɪ ɾ ʋ äː t͡ʃ ɐ̃ n
निर्वाचित	n ɪ ɾ ʋ äː t͡ʃ ɪ t̪
निर्वात	n ɪ ɾ w äː t̪
निर्वात	n ɪ ɾ ʋ äː t̪
निर्वासन	n ɪ ɾ ʋ äː s ɐ̃ n
निर्वासित	n ɪ ɾ ʋ äː s ɪ t̪
निर्वाह	n ɪ ɾ ʋ äːʱ
निलंबन	n ɪ l ɐ̃ m b ɐ̃ n
निलंबित	n ɪ l ɐ̃ m b ɪ t̪
निवारण	n ɪ ʋ äː ɾ ɐ̃ ɳ
निवाला	n ɪ ʋ äː l äː
निवास	n ɪ ʋ äː s
निवासियो	n ɪ ʋ äː s i j oː
निवासियों	n ɪ ʋ äː s i j õː
निवासी	n ɪ ʋ äː s iː
निवासो	n ɪ ʋ äː s oː
निवासों	n ɪ ʋ äː s õː
निविदा	n ɪ ʋ ɪ d̪ äː
निविदाएँ	n ɪ ʋ ɪ d̪ äː ẽː
निविदाओ	n ɪ ʋ ɪ d̪ äː oː
निविदाओं	n ɪ ʋ ɪ d̪ äː õː
निवृत्त	n ɪ ʋ ɾ ɪ t̪
निवृत्त	n ɪ ʋ ɾ ɪ t̪ː
निवृत्ति	n ɪ ʋ ɾ ɪ t̪̚ t̪ iː
निवेदन	n ɪ ʋ eː d̪ ɐ̃ n
निवेशक	n ɪ ʋ eː ʃ ɐ k
निवेशन	n ɪ ʋ eː ʃ ɐ̃ n
निशस्त्रीकरण	n ɪ ʃ ɐ s t̪ ɾ iː k ɐ ɾ ɐ̃ ɳ
निशा	n ɪ ʃ äː
निशाएँ	n ɪ ʃ äː ẽː
निशाओ	n ɪ ʃ äː oː
निशाओं	n ɪ ʃ äː õː
निशाकर	n ɪ ʃ äː k ɐ ɾ
निशाचर	n ɪ ʃ äː t͡ʃ ɐ ɾ
निशाचरता	n ɪ ʃ äː t͡ʃ ɐ ɾ t̪ äː
निशाचरो	n ɪ ʃ äː t͡ʃ ɾ oː
निशाचरों	n ɪ ʃ äː t͡ʃ ɾ õː
निशातगंज	n ɪ ʃ äː t̪ ɡ ɐ̃ n d͡ʒ
निशान	n ɪ ʃ ä̃ː n
निशानची	n ɪ ʃ ä̃ː n t͡ʃ iː
निशानदार	n ɪ ʃ ä̃ː n̪ d̪ äː ɾ
निशानबरदार	n ɪ ʃ ä̃ː n b ɐ ɾ d̪ äː ɾ
निशानाथ	n ɪ ʃ äː n äː t̪ʰ
निशानी	n ɪ ʃ äː n iː
निशाने	n ɪ ʃ äː n eː
निशानेबाज़ी	n ɪ ʃ äː n eː b äː d͡ʒ iː
निशानेबाज़ी	n ɪ ʃ äː n eː b äː z iː
निशानो	n ɪ ʃ äː n oː
निशानों	n ɪ ʃ äː n õː
निश्चय	n ɪ ʃ t͡ʃ ɐ j
निश्चयात्मक	n ɪ ʃ t͡ʃ ɐ j äː t̪ m ɐ k
निश्चयात्मकता	n ɪ ʃ t͡ʃ ɐ j äː t̪ m ɐ k t̪ äː
निश्चयार्थक	n ɪ ʃ t͡ʃ ɐ j äː ɾ t̪ʰ ɐ k
निश्चल	n ɪ ʃ t͡ʃ ɐ l
निश्चिंत	n ɪ ʃ t͡ʃ ɪ̃ n̪ t̪
निश्चितता	n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː
निश्चितताएँ	n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː ẽː
निश्चितताओ	n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː oː
निश्चितताओं	n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː õː
निषेचन	n ɪ ʃ eː t͡ʃ ɐ̃ n
निषेध	n ɪ ʃ eː d̪ʱ
निषेधन	n ɪ ʃ eː d̪ʱ ɐ̃ n
निषेधात्मक	n ɪ ʃ eː d̪ʱ äː t̪ m ɐ k
निष्कर्ष	n ɪ ʃ k ɐ ɾ ʃ
निष्कासन	n ɪ ʃ k äː s ɐ̃ n
निष्कासित	n ɪ ʃ k äː s ɪ t̪
निष्क्रिय	n ɪ ʃ k ɾ i jᵊ
निष्क्रियता	n ɪ ʃ k ɾ ɪ j t̪ äː
निष्ठा	n ɪ ʂ ʈʰ äː
निष्ठुरता	n ɪ ʂ ʈʰ ʊ ɾ t̪ äː
निष्णात	n ɪ ʃ ɳ äː t̪
निष्पक्ष	n ɪ ʃ p ɐ k ʃ
निष्पादन	n ɪ ʃ p äː d̪ ɐ̃ n
निष्फल	n ɪ ʃ pʰ ɐ l
निसर्ग	n ɪ s ɐ ɾ ɡ
निसर्गतः	n ɪ s ɐ ɾ ɡ ɐ t̪ ɛ
निसर्गतः	n ɪ s ɐ ɾ ɡ ɐ t̪ ɛ ɦ
निसार	n ɪ s äː ɾ
निस्तब्ध	n ɪ s t̪ ɐ b d̪ʱ
निस्तब्धता	n ɪ s t̪ ɐ b d̪ʱ ɐ t̪ äː
निस्तार	n ɪ s t̪ äː ɾ
निस्पृह	n ɪ s p ɾ iːʱ
निस्संदेह	n ɪ s s ɐ̃ n̪ d̪ eːʱ
निस्सार	n ɪ s s äː ɾ
निहत्था	n ɪ ɦ ɐ t̪̚ t̪ʰ äː
निहाई	n ɪ ɦ äː iː
निहायत	n ɪ ɦ äː j ɐ t̪
निहार	n ɪ ɦ äː ɾ
निहारकर	n ɪ ɦ äː ɾ k ɐ ɾ
निहारके	n ɪ ɦ äː ɾ k eː
निहारता	n ɪ ɦ äː ɾ t̪ äː
निहारती	n ɪ ɦ äː ɾ t̪ iː
निहारतीं	n ɪ ɦ äː ɾ t̪ ĩː
निहारते	n ɪ ɦ äː ɾ t̪ eː
निहारना	n ɪ ɦ äː ɾ n äː
निहारने	n ɪ ɦ äː ɾ n eː
निहारनेवाला	n ɪ ɦ äː ɾ n eː ʋ äː l äː
निहारनेवाली	n ɪ ɦ äː ɾ n eː ʋ äː l iː
निहारनेवालीं	n ɪ ɦ äː ɾ n eː ʋ äː l ĩː
निहारनेवाले	n ɪ ɦ äː ɾ n eː ʋ äː l eː
निहारा	n ɪ ɦ äː ɾ äː
निहारिका	n ɪ ɦ äː ɾ ɪ k äː
निहारिकाएँ	n ɪ ɦ äː ɾ ɪ k äː ẽː
निहारिकाओ	n ɪ ɦ äː ɾ ɪ k äː oː
निहारिकाओं	n ɪ ɦ äː ɾ ɪ k äː õː
निहारिये	n ɪ ɦ äː ɾ i j eː
निहारियेगा	n ɪ ɦ äː ɾ i j eː ɡ äː
निहारियो	n ɪ ɦ äː ɾ i j oː
निहारी	n ɪ ɦ äː ɾ iː
निहारीं	n ɪ ɦ äː ɾ ĩː
निहारूँ	n ɪ ɦ äː ɾ ũː
निहारूँगा	n ɪ ɦ äː ɾ ũː ŋ ɡ äː
निहारूँगी	n ɪ ɦ äː ɾ ũː ŋ ɡ iː
निहारे	n ɪ ɦ äː ɾ eː
निहारें	n ɪ ɦ äː ɾ ẽː
निहारेंगी	n ɪ ɦ äː ɾ ẽː ŋ ɡ iː
निहारेंगे	n ɪ ɦ äː ɾ ẽː ŋ ɡ eː
निहारेगा	n ɪ ɦ äː ɾ eː ɡ äː
निहारेगी	n ɪ ɦ äː ɾ eː ɡ iː
निहारो	n ɪ ɦ äː ɾ oː
निहारोगी	n ɪ ɦ äː ɾ oː ɡ iː
निहारोगे	n ɪ ɦ äː ɾ oː ɡ eː
निहुरना	n ɪ ɦ ʊ ɾ n äː
नींबू	n ĩː m b uː
नीका	n iː k äː
नीगाता	n iː ɡ äː t̪ äː
नीचा	n iː t͡ʃ äː
नीड़ज	n iː ɽ ɐ d͡ʒ
नीतिगत	n iː t̪ ɪ ɡ ɐ t̪
नीतियाँ	n iː t̪ i j ä̃ː
नीतियो	n iː t̪ i j oː
नीतियों	n iː t̪ i j õː
नीदरलैंड	n iː d̪ ɐ ɾ l ɛ̃ː ɳ ɖ
नीदरलैण्ड	n iː d̪ ɐ ɾ l ɛ̃ː ɳ ɖ
नीमकश	n ĩː m k ɐ ʃ
नीयत	n iː j ɐ t̪
नीरज	n iː ɾ ɐ d͡ʒ
नीरस	n iː ɾ ɐ s
नीलकंठ	n iː l k ɐ̃ ɳ ʈʰ
नीलगाय	n iː l ɡ äː j
नीलम	n iː l ɐ̃ m
नीला	n iː l äː
नीलाम	n iː l ä̃ː m
नीलिमा	n iː l ɪ m äː
नीहारिका	n iː ɦ äː ɾ ɪ k äː
नुकसान	n ʊ k s ä̃ː n
नुकसान	n ʊ q s ä̃ː n
नुक़सान	n ʊ k s ä̃ː n
नुक़सान	n ʊ q s ä̃ː n
नुक़्ता	n ʊ k t̪ äː
नुक़्ता	n ʊ q t̪ äː
नुकीला	n ʊ k iː l äː
नुक्कड़	n ʊ k̚ k ɐ ɽ
नुचना	n ʊ t͡ʃ n äː
नुज़हत	n ʊ d͡ʒʱ ɐ t̪
नुज़हत	n ʊ z ɦ ɐ t̪
नुमाइंदगी	n ʊ m äː ɪ̃ n̪ d̪ ɐ ɡ iː
नुमाइंदा	n ʊ m äː ɪ̃ n̪ d̪ äː
नुमाइश	n ʊ m äː ɪ ʃ
नुमायाँ	n ʊ m äː j ä̃ː
नुमायान	n ʊ m äː j ä̃ː n
नुसख़ा	n ʊ s kʰ äː
नुसख़ा	n ʊ s x äː
नुस्ख़ा	n ʊ s kʰ äː
नुस्ख़ा	n ʊ s x äː
नुस्खा	n ʊ s kʰ äː
नुस्खा	n ʊ s x äː
नूतन	n uː t̪ ɐ̃ n
नूतनता	n uː t̪ ɐ̃ n̪ t̪ äː
नूह	n uːʱ
नृत्त	n ɾ ɪ t̪
नृत्त	n ɾ ɪ t̪ː
नृत्य	n ɾ ɪ t̪ j ɐ
नेकटाई	n eː k ʈ äː iː
नेटवर्क	n eː ʈ w ɐ ɾ k
नेतन्याहू	n eː t̪ ɐ̃ ɲ j äː ɦ uː
नेता	n eː t̪ äː
नेताओ	n eː t̪ äː oː
नेताओं	n eː t̪ äː õː
नेतृत्व	n eː t̪ ɾ ɪ t̪ wᵊ
नेत्रच्छद	n eː t̪ ɾ ɐ t̚ t͡ʃʰ ɐ d̪
नेत्रदान	n eː t̪ ɾ ɐ d̪ ä̃ː n
नेत्रिका	n eː t̪ ɾ ɪ k äː
नेत्रियाँ	n eː t̪ ɾ i j ä̃ː
नेत्रियो	n eː t̪ ɾ i j oː
नेत्रियों	n eː t̪ ɾ i j õː
नेत्रोपम	n eː t̪ ɾ oː p ɐ̃ m
नेपथ्य	n eː p ɐ t̪ʰ jᵊ
नेपाल	n eː p äː l
नेपालगंज	n eː p äː l ɡ ɐ̃ n d͡ʒ
नेपाली	n eː p äː l iː
नेप्च्यून	n eː p t͡ʃ j ũː n
नेम	n ẽː m
नेमुलबदल	n eː m ʊ l b ɐ d̪ ɐ l
नेवला	n eː ʋ l äː
नेस्तनाबूद	n eː s t̪ ɐ n äː b uː d̪
नेह	n eːʱ
नेहा	n eː ɦ äː
नैचा	n ɛː t͡ʃ äː
नैचाबंद	n ɛː t͡ʃ äː b ɐ̃ n̪ d̪
नैचाबंदी	n ɛː t͡ʃ äː b ɐ̃ n̪ d̪ iː
नैतिकता	n ɛː t̪ ɪ k t̪ äː
नैदानिक	n ɛː d̪ äː n ɪ k
नैन	n ɛ̃ː n
नैना	n ɛː n äː
नैया	n ɐ̯ i j äː
नैराश्य	n ɛː ɾ äː ʃ jᵊ
नैसर्गिक	n ɛː s ɐ ɾ ɡ ɪ k
नैहर	n ɛː ɦ ɐ ɾ
नोएडा	n oː eː ɖ äː
नोचना	n oː t͡ʃ n äː
नोटबंदियाँ	n oː ʈ b ɐ̃ n̪ d̪ i j ä̃ː
नोटबंदियों	n oː ʈ b ɐ̃ n̪ d̪ i j õː
नोटबंदी	n oː ʈ b ɐ̃ n̪ d̪ iː
नोटबन्दी	n oː ʈ b ɐ̃ n̪ d̪ iː
नोटा	n oː ʈ äː
नोदन	n oː d̪ ɐ̃ n
नोन	n õː n
नोनचा	n õː n t͡ʃ äː
नौकर	n ɔː k ɐ ɾ
नौकरशाही	n ɔː k ɐ ɾ ʃ äː ɦ iː
नौकरानियाँ	n ɔː k ɾ äː n i j ä̃ː
नौकरानियो	n ɔː k ɾ äː n i j oː
नौकरानियों	n ɔː k ɾ äː n i j õː
नौकरानी	n ɔː k ɾ äː n iː
नौकरियाँ	n ɔː k ɾ i j ä̃ː
नौकरियो	n ɔː k ɾ i j oː
नौकरियों	n ɔː k ɾ i j õː
नौका	n ɔː k äː
नौकाएँ	n ɔː k äː ẽː
नौकाओ	n ɔː k äː oː
नौकाओं	n ɔː k äː õː
नौगुना	n ɔː ɡ ʊ n äː
नौजवान	n ɔː d͡ʒ ɐ ʋ ä̃ː n
नौजवानो	n ɔː d͡ʒ ɐ ʋ äː n oː
नौजवानों	n ɔː d͡ʒ ɐ ʋ äː n õː
नौटंकी	n ɔː ʈ ɐ̃ ŋ k iː
नौनिहाल	n ɔː n ɪ ɦ äː l
नौबत	n ɔː b ɐ t̪
नौरोज़	n ɐ w ɾ oː d͡ʒ
नौरोज़	n ɐ w ɾ oː z
नौरोज़	n ɐ ʋ ɾ oː d͡ʒ
नौरोज़	n ɐ ʋ ɾ oː z
नौवहन	n ɐ̯ u ʋ ɦ ɐ̃ n
नौवाँ	n ɐ̯ u ʋ ä̃ː
नौसिखिया	n ɔː s ɪ kʰ i j äː
नौसेना	n ɔː s eː n äː
न्याय	n j äː j
न्यायज्ञ	n j äː j ɐ ɡ jᵊ
न्यायपालिका	n j äː j p äː l ɪ k äː
न्यायपालिकाएँ	n j äː j p äː l ɪ k äː ẽː
न्यायपालिकाओ	n j äː j p äː l ɪ k äː oː
न्यायपालिकाओं	n j äː j p äː l ɪ k äː õː
न्यायवाक्य	n j äː j ʋ äː k jᵊ
न्यायशास्त्र	n j äː j ʃ äː s t̪ ɾᵊ
न्यायाधीश	n j äː j äː d̪ʱ iː ʃ
न्यायालय	n j äː j äː l ɐ j
न्यायालयो	n j äː j äː l ɐ j oː
न्यायालयों	n j äː j äː l ɐ j õː
न्यायिक	n j äː j ɪ k
न्यायी	n j äː j iː
न्यायोचित	n j äː j oː t͡ʃ ɪ t̪
न्यारा	n j äː ɾ äː
न्यारे	n j äː ɾ eː
न्यास	n j äː s
न्यूज़ीलैंड	n j uː d͡ʒ iː l ɛ̃ː ɳ ɖ
न्यूज़ीलैंड	n j uː z iː l ɛ̃ː ɳ ɖ
न्यूज़ीलैण्ड	n j uː d͡ʒ iː l ɛ̃ː ɳ ɖ
न्यूज़ीलैण्ड	n j uː z iː l ɛ̃ː ɳ ɖ
न्यून	n j ũː n
न्यूनतम	n j ũː n̪ t̪ ɐ̃ m
न्योता	n j oː t̪ äː
प	p ɐ
पंक्चर	p ɐ̃ ŋ k t͡ʃ ɐ ɾ
पंक्ति	p ɐ̃ ŋ k t̪ iː
पंख	p ɐ̃ ŋ kʰ
पंखा	p ɐ̃ ŋ kʰ äː
पंखावाला	p ɐ̃ ŋ kʰ äː ʋ äː l äː
पंखुड़ियाँ	p ɐ̃ ŋ kʰ ʊ ɽ i j ä̃ː
पंखुड़ियो	p ɐ̃ ŋ kʰ ʊ ɽ i j oː
पंखुड़ियों	p ɐ̃ ŋ kʰ ʊ ɽ i j õː
पंखुड़ी	p ɐ kʰ ɽ iː
पंखुड़ी	p ɐ̃ kʰ ɽ iː
पंखुड़ी	p ɐ̃ ŋ kʰ ɽ iː
पंखुड़ी	p ɐ̃ ŋ kʰ ʊ ɽ iː
पंखो	p ɐ̃ ŋ kʰ oː
पंगा	p ɐ̃ ŋ ɡ äː
पंगु	p ɐ̃ ŋ ɡ uː
पंघट	p ɐ̃ ŋ ɡʱ ɐ ʈ
पंचकोण	p ɐ̃ n t͡ʃ k õː ɳ
पंचघात	p ɐ̃ n t͡ʃ ɡʱ äː t̪
पंचनद	p ɐ̃ n t͡ʃ n ɐ d̪
पंचम	p ɐ̃ n t͡ʃ ɐ̃ m
पंचशील	p ɐ̃ n t͡ʃ ʃ iː l
पंचांग	p ɐ̃ n t͡ʃ ä̃ː ŋ ɡ
पंचानवे	p ɐ̃ n t͡ʃ ä̃ː n w eː
पंचानवेवाँ	p ɐ̃ n t͡ʃ ä̃ː n w eː ʋ ä̃ː
पंचायत	p ɐ̃ n t͡ʃ äː j ɐ t̪
पंचायती	p ɐ̃ n t͡ʃ äː j ɐ t̪ iː
पंछियो	p ɐ̃ n t͡ʃʰ i j oː
पंछियों	p ɐ̃ n t͡ʃʰ i j õː
पंछी	p ɐ̃ n t͡ʃʰ iː
पंजा	p ɐ̃ n d͡ʒ äː
पंजाब	p ɐ̃ n d͡ʒ äː b
पंजाबी	p ɐ̃ n d͡ʒ äː b iː
पंजीकरण	p ɐ̃ n d͡ʒ iː k ɐ ɾ ɐ̃ ɳ
पंजीकृत	p ɐ̃ n d͡ʒ iː k ɾ ɪ t̪
पंजे	p ɐ̃ n d͡ʒ eː
पंजो	p ɐ̃ n d͡ʒ oː
पंजों	p ɐ̃ n d͡ʒ õː
पंडा	p ɐ̃ ɳ ɖ äː
पंडाल	p ɐ̃ ɳ ɖ äː l
पंडित	p ɐ̃ ɳ ɖ ɪ t̪
पंडिताई	p ɐ̃ ɳ ɖ ɪ t̪ äː iː
पंडिताऊ	p ɐ̃ ɳ ɖ ɪ t̪ äː uː
